Gene stable ID	Oryza glaberrima gene stable ID	% identity	Oryza glaberrima % identity	Orthology confidence [0 low, 1 high]
OS01G0216400	ORGLA01G0063800	96	96	1
OS01G0216500	ORGLA01G0063900	98	89	1
OS01G0216900	ORGLA01G0064200	81	88	1
OS01G0217000	ORGLA01G0064300	94	86	1
OS01G0217100	ORGLA01G0064400	97	98	1
OS01G0217400	ORGLA01G0064600	73	40	1
OS01G0217500	ORGLA01G0064700	99	99	0
OS01G0217800	ORGLA01G0064900	100	100	1
OS01G0218100	ORGLA01G0065100	99	99	1
OS01G0218200	ORGLA01G0065200	100	100	1
OS01G0218500	ORGLA01G0065300	89	87	1
OS01G0218700	ORGLA01G0065400	92	92	1
OS01G0218800	ORGLA01G0065500	97	99	1
OS01G0218900	ORGLA01G0065600	100	100	1
OS01G0219000	ORGLA01G0065700	99	99	1
OS01G0219100	ORGLA01G0065800	100	100	1
OS01G0219200	ORGLA01G0065900	100	100	0
OS01G0219300	ORGLA01G0066000	98	98	1
OS01G0219500	ORGLA01G0066200	97	97	1
OS01G0219600	ORGLA01G0066300	93	93	0
OS01G0220100	ORGLA01G0066400	99	99	1
OS01G0220200	ORGLA01G0066500	83	28	0
OS01G0220300	ORGLA01G0066600	43	50	0
OS01G0220500	ORGLA01G0066700	29	33	0
OS01G0220700	ORGLA01G0066800	62	32	0
OS01G0221100	ORGLA01G0067000	91	71	0
OS01G0221300	ORGLA01G0067100	95	99	1
OS01G0221400	ORGLA01G0067200	100	100	1
OS01G0221600	ORGLA01G0067400	99	99	0
OS01G0221700	ORGLA01G0067500	71	89	0
OS01G0221900	ORGLA01G0067600	72	26	1
OS01G0222300	ORGLA01G0067800	82	81	0
OS01G0222500	ORGLA01G0067900	99	99	1
OS01G0222600	ORGLA01G0068000	99	99	0
OS01G0222700	ORGLA01G0068100	100	100	1
OS01G0223200	ORGLA01G0068300	80	97	1
OS01G0223300	ORGLA01G0068700	73	97	1
OS01G0223600	ORGLA01G0068900	96	74	0
OS01G0223800	ORGLA01G0069000	86	94	0
OS01G0223900	ORGLA01G0069200	100	100	1
OS01G0224000	ORGLA01G0069300	100	100	1
OS01G0224100	ORGLA01G0069400	99	99	0
OS01G0224200	ORGLA01G0069500	98	98	1
OS01G0224300	ORGLA01G0069600	100	100	1
OS01G0224400	ORGLA01G0069700	67	17	0
OS01G0224500	ORGLA01G0069800	100	100	1
OS01G0224700	ORGLA01G0069900	100	100	1
OS01G0225000	ORGLA01G0070100	100	100	1
OS01G0225100	ORGLA01G0070200	90	43	1
OS01G0225200	ORGLA01G0070300	85	31	0
OS01G0225300	ORGLA01G0070400	97	54	1
OS01G0225400	ORGLA01G0070500	100	42	1
OS01G0225500	ORGLA01G0070600	100	100	1
OS01G0225600	ORGLA01G0070700	100	100	1
OS01G0226200	ORGLA01G0071000	85	85	1
OS01G0226300	ORGLA01G0071100	99	63	1
OS01G0226400	ORGLA01G0071200	100	100	1
OS01G0226500	ORGLA01G0071300	99	99	1
OS01G0226600	ORGLA01G0071400	99	93	1
OS01G0226700	ORGLA01G0071500	100	63	1
OS01G0227100	ORGLA01G0071700	100	100	1
OS01G0227200	ORGLA01G0071800	99	99	1
OS01G0227300	ORGLA01G0071900	100	100	1
OS01G0227500	ORGLA01G0072100	99	99	1
OS01G0227700	ORGLA01G0072200	99	99	1
OS01G0228300	ORGLA01G0072600	98	99	1
OS01G0228400	ORGLA01G0072700	99	98	1
OS01G0228500	ORGLA01G0072800	92	92	0
OS01G0228600	ORGLA01G0072900	97	66	1
OS01G0228800	ORGLA01G0073000	99	99	1
OS01G0229100	ORGLA01G0073300	99	99	1
OS01G0229200	ORGLA01G0073400	100	99	1
OS01G0229300	ORGLA01G0073500	100	94	1
OS01G0229400	ORGLA01G0073600	91	55	0
OS01G0229500	ORGLA01G0073700	100	100	1
OS01G0229700	ORGLA01G0073900	82	30	1
OS01G0229800	ORGLA01G0074000	88	40	0
OS01G0230800	ORGLA04G0159200	95	84	1
OS01G0230800	ORGLA05G0126800	86	76	1
OS01G0231500	ORGLA01G0074400	99	99	1
OS01G0231600	ORGLA01G0074500	92	19	0
OS01G0231700	ORGLA01G0074600	97	97	0
OS01G0231900	ORGLA01G0074700	97	97	1
OS01G0232000	ORGLA01G0074900	100	100	1
OS01G0232100	ORGLA01G0075000	100	100	1
OS01G0232200	ORGLA01G0075100	100	92	1
OS01G0232300	ORGLA01G0075200	99	36	0
OS01G0232400	ORGLA01G0075300	99	99	1
OS01G0232500	ORGLA01G0075400	100	99	1
OS01G0232700	ORGLA01G0075600	86	94	0
OS01G0232800	ORGLA01G0075700	96	87	0
OS01G0233000	ORGLA01G0075800	100	100	1
OS01G0234200	ORGLA01G0076000	83	84	0
OS01G0234850	ORGLA01G0076200	96	77	1
OS01G0234900	ORGLA01G0076300	88	93	1
OS01G0235100	ORGLA01G0076500	44	95	1
OS01G0235200	ORGLA01G0076600	100	100	1
OS01G0235300	ORGLA01G0076700	100	100	1
OS01G0235350	ORGLA01G0076800	89	99	1
OS01G0235400	ORGLA01G0076900	99	55	1
OS01G0235500	ORGLA01G0077000	90	90	0
OS01G0235700	ORGLA01G0077100	100	100	1
OS01G0235800	ORGLA01G0077200	99	66	1
OS01G0235900	ORGLA01G0077300	99	99	1
OS01G0236000	ORGLA01G0077400	75	75	1
OS01G0236300	ORGLA01G0077700	100	100	1
OS01G0236400	ORGLA01G0077800	100	100	1
OS01G0236700	ORGLA01G0077900	100	99	1
OS01G0236800	ORGLA01G0078000	89	90	1
OS01G0237000	ORGLA01G0078100	100	100	1
OS01G0237100	ORGLA01G0078200	97	95	0
OS01G0238200	ORGLA01G0078400	100	100	1
OS01G0238500	ORGLA01G0078500	100	100	1
OS01G0238600	ORGLA01G0078600	99	99	1
OS01G0238700	ORGLA01G0078700	99	99	1
OS01G0238800	ORGLA01G0078800	99	96	0
OS01G0238900	ORGLA01G0078900	97	59	1
OS01G0239000	ORGLA01G0079000	63	89	0
OS01G0239100	ORGLA01G0079100	99	99	1
OS01G0239200	ORGLA01G0079200	99	100	0
OS01G0239300	ORGLA12G0149200	52	23	0
OS01G0239700	ORGLA01G0079400	100	100	1
OS01G0240600	ORGLA01G0079700	9	12	0
OS01G0241000	ORGLA01G0080200	100	100	1
OS01G0241100	ORGLA01G0080300	100	100	0
OS01G0241400	ORGLA01G0080400	100	100	1
OS01G0242200	ORGLA01G0080600	92	77	1
OS01G0242300	ORGLA01G0080700	99	99	1
OS01G0242400	ORGLA01G0080800	99	99	1
OS01G0242500	ORGLA01G0080900	99	99	1
OS01G0242600	ORGLA01G0081000	99	99	1
OS01G0242900	ORGLA01G0081200	99	99	1
OS01G0243000	ORGLA01G0081300	100	100	1
OS01G0243100	ORGLA01G0081400	94	100	1
OS01G0243200	ORGLA01G0081500	99	85	1
OS01G0243600	ORGLA01G0081700	98	100	1
OS01G0243700	ORGLA01G0081800	99	99	1
OS01G0244000	ORGLA01G0082000	94	99	1
OS01G0244400	ORGLA01G0082100	90	99	1
OS01G0245000	ORGLA01G0082600	54	35	0
OS01G0245532	ORGLA01G0082800	98	96	1
OS01G0245600	ORGLA01G0082900	98	98	1
OS01G0246100	ORGLA01G0083200	100	100	0
OS01G0246200	ORGLA04G0209600	24	90	0
OS01G0246400	ORGLA01G0083600	99	99	1
OS01G0246500	ORGLA01G0083700	100	100	1
OS01G0246700	ORGLA01G0083800	90	65	1
OS01G0247500	ORGLA01G0083900	100	100	1
OS01G0247600	ORGLA01G0084000	98	98	1
OS01G0247700	ORGLA01G0084100	97	100	1
OS01G0247900	ORGLA01G0084200	99	99	1
OS01G0248000	ORGLA01G0084300	81	81	0
OS01G0248300	ORGLA01G0084400	98	98	1
OS01G0248400	ORGLA01G0084500	100	100	1
OS01G0248500	ORGLA01G0084600	59	93	1
OS01G0248701	ORGLA01G0084700	90	99	1
OS01G0248800	ORGLA01G0084800	98	51	1
OS01G0248900	ORGLA01G0084900	100	100	1
OS01G0249100	ORGLA01G0085000	94	81	0
OS01G0249200	ORGLA01G0085100	99	99	0
OS01G0249300	ORGLA01G0085200	100	100	1
OS01G0249700	ORGLA01G0085400	84	88	1
OS01G0249800	ORGLA01G0085500	74	89	0
OS01G0249900	ORGLA01G0085600	79	79	0
OS01G0250600	ORGLA01G0085800	100	100	1
OS01G0250900	ORGLA01G0085900	99	90	0
OS01G0251000	ORGLA01G0086000	99	99	1
OS01G0251100	ORGLA01G0086100	99	99	1
OS01G0251200	ORGLA01G0086200	100	100	1
OS01G0252100	ORGLA01G0086400	100	100	0
OS01G0252200	ORGLA01G0086500	99	99	1
OS01G0252300	ORGLA01G0086600	95	100	1
OS01G0252600	ORGLA01G0086700	99	99	1
OS01G0252900	ORGLA01G0086900	92	72	1
OS01G0253000	ORGLA01G0087000	100	100	1
OS01G0253100	ORGLA01G0087100	95	91	1
OS01G0253200	ORGLA01G0087200	99	99	1
OS01G0253300	ORGLA01G0087300	100	100	1
OS01G0253400	ORGLA01G0087400	99	99	1
OS01G0253500	ORGLA01G0087500	98	96	1
OS01G0253600	ORGLA01G0087600	100	100	1
OS01G0253800	ORGLA01G0087700	99	99	1
OS01G0253900	ORGLA01G0087800	100	100	1
OS01G0254000	ORGLA01G0088000	100	100	1
OS01G0254100	ORGLA01G0088100	100	100	1
OS01G0254200	ORGLA01G0088200	100	100	1
OS01G0254300	ORGLA01G0088300	99	99	1
OS01G0254400	ORGLA01G0088400	99	99	1
OS01G0254900	ORGLA01G0088700	90	91	1
OS01G0255000	ORGLA01G0088800	99	99	1
OS01G0255100	ORGLA01G0088900	99	99	1
OS01G0256300	ORGLA01G0089300	70	81	0
OS01G0256600	ORGLA01G0089400	99	99	0
OS01G0256800	ORGLA01G0089500	99	99	1
OS01G0256900	ORGLA01G0089600	99	99	1
OS01G0257100	ORGLA01G0089700	92	88	0
OS01G0257300	ORGLA01G0089900	100	100	1
OS01G0257400	ORGLA01G0090000	100	100	1
OS01G0258700	ORGLA01G0090300	100	100	0
OS01G0258700	ORGLA07G0227500	100	100	0
OS01G0259200	ORGLA01G0090400	100	100	1
OS01G0259200	ORGLA07G0227600	100	100	1
OS01G0259400	ORGLA01G0090500	99	99	1
OS01G0259600	ORGLA01G0090600	97	27	0
OS01G0259600	ORGLA07G0227800	97	27	0
OS01G0259900	ORGLA01G0090700	91	100	1
OS01G0259900	ORGLA07G0227900	91	100	1
OS01G0260500	ORGLA01G0091200	99	59	0
OS01G0260500	ORGLA07G0228500	99	59	0
OS01G0260700	ORGLA07G0228600	100	100	1
OS01G0260800	ORGLA01G0091400	96	96	1
OS01G0260800	ORGLA07G0228700	96	96	1
OS01G0260950	ORGLA01G0091500	48	28	1
OS01G0260950	ORGLA07G0228800	48	28	1
OS01G0261100	ORGLA01G0091600	100	100	1
OS01G0261200	ORGLA01G0091700	100	100	1
OS01G0261500	ORGLA01G0091800	86	43	0
OS01G0261600	ORGLA01G0091900	54	54	0
OS01G0261700	ORGLA01G0091900	64	27	0
OS01G0262000	ORGLA01G0091900	54	54	0
OS01G0262500	ORGLA01G0092000	100	94	1
OS01G0262600	ORGLA01G0092100	99	99	0
OS01G0262700	ORGLA01G0092200	98	73	1
OS01G0263000	ORGLA01G0092300	95	95	1
OS01G0263300	ORGLA01G0092400	100	99	1
OS01G0263400	ORGLA01G0092500	99	99	1
OS01G0263500	ORGLA01G0092600	70	95	0
OS01G0264000	ORGLA01G0092800	89	81	1
OS01G0264100	ORGLA01G0092900	59	29	0
OS01G0264400	ORGLA01G0093100	99	98	1
OS01G0264500	ORGLA01G0093200	99	98	1
OS01G0264600	ORGLA01G0093300	98	97	1
OS01G0264700	ORGLA01G0093400	99	97	0
OS01G0265000	ORGLA01G0093600	99	99	1
OS01G0265100	ORGLA01G0093700	99	99	1
OS01G0265200	ORGLA01G0093800	100	100	1
OS01G0265400	ORGLA01G0093900	2	2	1
OS01G0265700	ORGLA01G0094100	100	100	1
OS01G0265800	ORGLA01G0094200	91	91	1
OS01G0265900	ORGLA01G0094300	100	80	1
OS01G0266000	ORGLA01G0094400	100	100	1
OS01G0266100	ORGLA01G0094500	96	95	1
OS01G0266400	ORGLA01G0094600	100	99	0
OS01G0266500	ORGLA01G0094700	100	100	1
OS01G0266600	ORGLA01G0094800	99	99	1
OS01G0266800	ORGLA01G0094900	100	100	1
OS01G0267100	ORGLA01G0095000	72	100	1
OS01G0268000	ORGLA06G0131300	94	94	1
OS01G0275200	ORGLA01G0095100	67	94	1
OS01G0275500	ORGLA01G0095300	99	99	1
OS01G0275600	ORGLA01G0095400	36	100	1
OS01G0275900	ORGLA01G0095600	0	1	0
OS01G0275950	ORGLA01G0095600	82	75	0
OS01G0276100	ORGLA01G0095800	86	95	0
OS01G0276200	ORGLA01G0095900	62	74	1
OS01G0276300	ORGLA01G0096000	100	100	1
OS01G0276400	ORGLA01G0096100	100	87	1
OS01G0276500	ORGLA01G0096200	99	99	0
OS01G0276600	ORGLA01G0096300	71	71	0
OS01G0276700	ORGLA01G0096400	100	100	1
OS01G0276800	ORGLA01G0096500	99	99	1
OS01G0276900	ORGLA01G0096600	96	96	0
OS01G0277100	ORGLA01G0096700	100	100	1
OS01G0277100	ORGLA02G0162400	98	98	1
OS01G0277500	ORGLA01G0096800	87	99	1
OS01G0277600	ORGLA01G0096900	99	99	1
OS01G0277700	ORGLA01G0097000	100	100	1
OS01G0278200	ORGLA01G0097300	95	5	1
OS01G0278600	ORGLA01G0097400	92	95	1
OS01G0279400	ORGLA05G0081200	47	56	0
OS01G0280500	ORGLA12G0040300	29	60	0
OS01G0284300	ORGLA01G0099900	80	80	0
OS01G0284500	ORGLA01G0100100	100	100	1
OS01G0284700	ORGLA01G0100200	98	63	1
OS01G0284900	ORGLA01G0100300	97	95	1
OS01G0285300	ORGLA01G0100400	99	99	1
OS01G0286000	ORGLA01G0100500	99	99	1
OS01G0286100	ORGLA08G0194500	65	98	1
OS01G0286200	ORGLA01G0100600	100	100	1
OS01G0286500	ORGLA01G0100800	61	28	1
OS01G0286600	ORGLA01G0100900	99	99	1
OS01G0286600	ORGLA08G0194200	87	99	1
OS01G0286900	ORGLA01G0101000	83	47	0
OS01G0287600	ORGLA01G0101500	100	100	1
OS01G0287600	ORGLA08G0194600	100	100	1
OS01G0288200	ORGLA01G0097500	100	100	1
OS01G0288800	ORGLA01G0101900	93	90	0
OS01G0289100	ORGLA01G0102000	98	71	1
OS01G0289600	ORGLA01G0102100	79	55	1
OS01G0289900	ORGLA01G0102200	93	69	1
OS01G0290000	ORGLA01G0102300	100	100	1
OS01G0290100	ORGLA01G0102400	100	100	1
OS01G0290600	ORGLA01G0102500	99	99	1
OS01G0291500	ORGLA01G0102900	97	97	1
OS01G0292200	ORGLA01G0103100	99	99	1
OS01G0292700	ORGLA01G0103400	95	67	1
OS01G0292900	ORGLA01G0103500	100	100	1
OS01G0293000	ORGLA01G0103600	100	100	1
OS01G0293100	ORGLA01G0103700	98	96	1
OS01G0293200	ORGLA01G0103800	94	76	0
OS01G0296700	ORGLA01G0104300	100	64	1
OS01G0297200	ORGLA01G0104500	99	99	0
OS01G0297700	ORGLA01G0104700	100	100	1
OS01G0298400	ORGLA01G0104900	97	98	1
OS01G0298500	ORGLA04G0188300	27	43	1
OS01G0299200	ORGLA01G0105300	78	64	1
OS01G0299300	ORGLA01G0105400	88	98	1
OS01G0299400	ORGLA01G0105500	100	100	1
OS01G0299500	ORGLA01G0105600	97	72	0
OS01G0299700	ORGLA01G0105700	84	92	1
OS01G0300000	ORGLA01G0105800	99	99	1
OS01G0300200	ORGLA01G0105900	81	100	1
OS01G0300400	ORGLA01G0106000	97	88	1
OS01G0300600	ORGLA01G0106100	100	35	1
OS01G0300900	ORGLA01G0106200	99	99	0
OS01G0301000	ORGLA01G0106300	96	96	0
OS01G0301700	ORGLA01G0106500	99	99	1
OS01G0302500	ORGLA01G0097800	100	100	1
OS01G0303000	ORGLA01G0098000	98	98	1
OS01G0303100	ORGLA01G0098100	99	99	1
OS01G0303200	ORGLA01G0098200	100	100	1
OS01G0303300	ORGLA01G0098300	99	65	1
OS01G0303600	ORGLA01G0098500	99	99	1
OS01G0303800	ORGLA01G0098600	99	99	1
OS01G0304000	ORGLA01G0098700	100	100	0
OS01G0304100	ORGLA01G0098800	97	39	0
OS01G0304300	ORGLA01G0098900	100	100	1
OS01G0304400	ORGLA01G0099000	98	98	1
OS01G0304500	ORGLA04G0132800	50	87	1
OS01G0305200	ORGLA01G0099100	89	60	0
OS01G0305900	ORGLA01G0099200	99	89	1
OS01G0306100	ORGLA01G0099300	99	100	1
OS01G0306200	ORGLA01G0099400	79	79	0
OS01G0306400	ORGLA01G0099600	85	91	1
OS01G0306800	ORGLA01G0106800	99	98	1
OS01G0306900	ORGLA01G0106900	98	99	1
OS01G0308300	ORGLA01G0398000	99	99	1
OS01G0308600	ORGLA01G0398100	61	61	1
OS01G0309100	ORGLA01G0398400	97	99	1
OS01G0309800	ORGLA01G0398700	97	99	1
OS01G0309900	ORGLA01G0398800	100	100	1
OS01G0310032	ORGLA01G0398900	46	56	1
OS01G0310800	ORGLA01G0107200	85	76	1
OS01G0311100	ORGLA01G0107300	84	75	1
OS01G0311400	ORGLA01G0107500	90	69	1
OS01G0311500	ORGLA01G0107600	99	99	0
OS01G0311600	ORGLA01G0107700	93	92	0
OS01G0311700	ORGLA01G0108000	99	99	0
OS01G0311800	ORGLA01G0108100	100	100	1
OS01G0312500	ORGLA01G0108300	54	96	1
OS01G0312800	ORGLA01G0108500	99	99	1
OS01G0313300	ORGLA01G0108600	99	99	1
OS01G0314000	ORGLA01G0108900	98	99	1
OS01G0314100	ORGLA01G0109000	23	89	1
OS01G0315600	ORGLA01G0109100	66	30	1
OS01G0315700	ORGLA01G0109100	100	37	1
OS01G0315800	ORGLA01G0109200	93	95	1
OS01G0316100	ORGLA01G0109300	88	99	1
OS01G0316500	ORGLA01G0109400	100	99	1
OS01G0316600	ORGLA01G0109500	27	10	0
OS01G0316800	ORGLA01G0109600	100	100	1
OS01G0316900	ORGLA01G0109700	99	99	1
OS01G0317800	ORGLA01G0109800	100	100	1
OS01G0318000	ORGLA01G0109900	55	57	1
OS01G0318400	ORGLA01G0110000	87	26	0
OS01G0318700	ORGLA01G0110100	88	36	1
OS01G0319000	ORGLA01G0110200	93	93	1
OS01G0319200	ORGLA01G0110400	90	80	0
OS01G0319400	ORGLA01G0110700	82	87	1
OS01G0320400	ORGLA01G0110900	99	99	1
OS01G0321300	ORGLA01G0111800	92	44	0
OS01G0321500	ORGLA01G0111900	67	55	1
OS01G0321700	ORGLA01G0112000	98	92	1
OS01G0321800	ORGLA01G0112100	100	100	1
OS01G0321900	ORGLA01G0112300	98	94	1
OS01G0322800	ORGLA01G0112700	100	100	1
OS01G0323000	ORGLA01G0112900	95	96	0
OS01G0323100	ORGLA01G0113000	100	100	1
OS01G0323300	ORGLA01G0113200	99	99	1
OS01G0323500	ORGLA01G0113300	96	96	1
OS01G0323600	ORGLA01G0113400	100	100	1
OS01G0324400	ORGLA01G0113600	5	7	0
OS01G0326000	ORGLA01G0113800	93	92	1
OS01G0327100	ORGLA01G0114000	92	93	1
OS01G0327400	ORGLA01G0114100	93	94	0
OS01G0327500	ORGLA01G0114200	98	96	0
OS01G0327600	ORGLA01G0114300	98	98	0
OS01G0327900	ORGLA01G0114500	91	88	0
OS01G0328300	ORGLA01G0114900	93	94	0
OS01G0328500	ORGLA01G0115100	97	97	0
OS01G0328600	ORGLA01G0115200	81	54	0
OS01G0328700	ORGLA01G0115300	100	100	0
OS01G0328900	ORGLA01G0115600	99	99	1
OS01G0329000	ORGLA01G0115700	98	98	1
OS01G0329300	ORGLA01G0115800	97	98	1
OS01G0329400	ORGLA01G0115900	100	100	1
OS01G0329800	ORGLA01G0116000	97	98	1
OS01G0329900	ORGLA01G0116100	100	100	1
OS01G0330200	ORGLA01G0116400	99	99	1
OS01G0331100	ORGLA01G0116800	97	97	1
OS01G0331900	ORGLA01G0116900	99	96	1
OS01G0332100	ORGLA01G0117000	100	100	1
OS01G0332500	ORGLA01G0117100	98	98	0
OS01G0332800	ORGLA01G0117200	99	99	0
OS01G0332900	ORGLA01G0117300	81	38	0
OS01G0333600	ORGLA01G0117500	59	63	1
OS01G0335700	ORGLA01G0117700	96	96	0
OS01G0337100	ORGLA01G0117800	95	67	0
OS01G0338200	ORGLA09G0061900	30	35	0
OS01G0339500	ORGLA10G0078700	36	86	0
OS01G0341200	ORGLA01G0117900	21	87	1
OS01G0341300	ORGLA01G0118000	93	93	0
OS01G0342500	ORGLA01G0118200	83	98	1
OS01G0342900	ORGLA01G0118400	96	91	1
OS01G0343100	ORGLA01G0118500	57	78	1
OS01G0343200	ORGLA01G0118600	81	98	0
OS01G0343300	ORGLA01G0118700	97	99	1
OS01G0343500	ORGLA01G0136000	92	42	1
OS01G0346600	ORGLA01G0119400	6	4	1
OS01G0346700	ORGLA01G0119500	98	98	0
OS01G0347000	ORGLA01G0119800	99	99	1
OS01G0347200	ORGLA01G0119900	80	82	1
OS01G0347300	ORGLA01G0120000	86	82	0
OS01G0347600	ORGLA01G0120300	97	97	0
OS01G0348600	ORGLA01G0120500	100	100	1
OS01G0348700	ORGLA01G0120600	100	100	0
OS01G0348900	ORGLA01G0120800	99	99	0
OS01G0349400	ORGLA01G0120900	98	98	1
OS01G0349800	ORGLA01G0121000	99	98	1
OS01G0350000	ORGLA01G0121100	100	100	1
OS01G0350300	ORGLA01G0121300	98	48	1
OS01G0350500	ORGLA01G0121400	91	56	1
OS01G0350900	ORGLA01G0121500	98	73	0
OS01G0351100	ORGLA01G0121600	92	57	0
OS01G0351100	ORGLA08G0195300	92	57	0
OS01G0351200	ORGLA01G0121700	95	94	0
OS01G0351200	ORGLA08G0195400	95	94	0
OS01G0351300	ORGLA01G0121800	100	100	1
OS01G0351300	ORGLA08G0195500	100	100	1
OS01G0351500	ORGLA01G0121900	91	85	1
OS01G0351500	ORGLA08G0195600	91	93	1
OS01G0351800	ORGLA01G0122100	98	98	0
OS01G0351800	ORGLA08G0195800	98	98	0
OS01G0352100	ORGLA01G0122200	73	94	0
OS01G0352100	ORGLA08G0196000	73	94	0
OS01G0353400	ORGLA01G0122700	99	82	1
OS01G0353400	ORGLA08G0196600	99	82	1
OS01G0353600	ORGLA08G0196700	93	93	1
OS01G0353633	ORGLA01G0122800	99	99	1
OS01G0353900	ORGLA02G0353000	42	70	1
OS01G0353900	ORGLA04G0070900	42	70	1
OS01G0353900	ORGLA09G0179100	42	69	1
OS01G0353900	ORGLA10G0010500	42	69	1
OS01G0354200	ORGLA01G0123100	88	76	1
OS01G0355100	ORGLA01G0123200	98	98	0
OS01G0355400	ORGLA01G0123300	47	48	1
OS01G0355500	ORGLA01G0123500	75	86	0
OS01G0355600	ORGLA01G0123600	83	83	1
OS01G0355700	ORGLA01G0123700	75	59	0
OS01G0357100	ORGLA01G0123800	78	95	0
OS01G0357200	ORGLA01G0123900	99	99	1
OS01G0357800	ORGLA01G0124100	85	100	1
OS01G0357900	ORGLA01G0124200	98	100	1
OS01G0358100	ORGLA01G0124300	99	99	1
OS01G0358300	ORGLA01G0124400	93	93	1
OS01G0358400	ORGLA01G0124500	100	100	1
OS01G0358700	ORGLA01G0124600	88	42	1
OS01G0359400	ORGLA01G0124700	79	96	1
OS01G0359600	ORGLA01G0124800	98	95	0
OS01G0360600	ORGLA01G0124900	100	100	1
OS01G0361500	ORGLA01G0125000	100	98	0
OS01G0361700	ORGLA01G0125100	97	9	1
OS01G0362000	ORGLA01G0125300	92	59	0
OS01G0362100	ORGLA01G0125400	95	95	1
OS01G0362400	ORGLA01G0125600	94	60	1
OS01G0363300	ORGLA01G0125900	99	99	1
OS01G0363600	ORGLA01G0126000	55	43	1
OS01G0363900	ORGLA01G0126100	99	99	1
OS01G0364100	ORGLA01G0126200	100	100	1
OS01G0364400	ORGLA01G0126300	53	96	0
OS01G0365000	ORGLA04G0065300	4	25	0
OS01G0367100	ORGLA01G0126400	98	99	1
OS01G0367400	ORGLA01G0126500	82	90	0
OS01G0367700	ORGLA01G0126600	95	95	1
OS01G0367900	ORGLA01G0126700	100	100	1
OS01G0368000	ORGLA01G0126800	53	84	0
OS01G0368000	ORGLA07G0007000	32	32	0
OS01G0368500	ORGLA01G0127000	95	87	1
OS01G0368700	ORGLA01G0127100	93	97	1
OS01G0368900	ORGLA01G0127300	100	100	0
OS01G0369000	ORGLA01G0127500	96	96	1
OS01G0369200	ORGLA01G0127600	99	99	1
OS01G0369300	ORGLA01G0127700	98	78	0
OS01G0369500	ORGLA01G0127800	94	92	1
OS01G0369700	ORGLA01G0127900	99	99	1
OS01G0370000	ORGLA01G0128100	85	80	1
OS01G0370200	ORGLA01G0128200	99	99	1
OS01G0370600	ORGLA01G0128300	98	98	1
OS01G0370900	ORGLA01G0128500	65	73	1
OS01G0371200	ORGLA01G0128800	100	100	1
OS01G0371400	ORGLA01G0128900	98	98	1
OS01G0371500	ORGLA01G0129000	100	100	1
OS01G0372100	ORGLA02G0133700	84	87	1
OS01G0372400	ORGLA01G0129200	99	99	1
OS01G0372500	ORGLA01G0129300	99	99	1
OS01G0372700	ORGLA01G0129400	100	100	1
OS01G0373200	ORGLA01G0129700	48	44	1
OS01G0373500	ORGLA01G0129800	99	99	0
OS01G0373700	ORGLA01G0129900	95	95	1
OS01G0374000	ORGLA01G0130100	100	100	1
OS01G0374200	ORGLA01G0130200	99	99	1
OS01G0374501	ORGLA01G0130400	12	11	0
OS01G0374600	ORGLA01G0130500	95	93	1
OS01G0374900	ORGLA01G0130700	100	100	1
OS01G0375000	ORGLA01G0130800	100	100	1
OS01G0375100	ORGLA01G0130900	100	100	0
OS01G0375200	ORGLA01G0131000	100	100	1
OS01G0375500	ORGLA01G0135300	28	37	1
OS01G0376600	ORGLA01G0131400	98	98	1
OS01G0376700	ORGLA01G0131500	99	99	1
OS01G0377000	ORGLA01G0131600	95	98	1
OS01G0377500	ORGLA01G0131700	58	92	0
OS01G0377700	ORGLA01G0399700	100	100	1
OS01G0378100	ORGLA11G0058600	28	10	0
OS01G0379101	ORGLA12G0069600	98	98	1
OS01G0379800	ORGLA07G0095900	11	19	0
OS01G0382400	ORGLA01G0131900	99	99	1
OS01G0382700	ORGLA01G0132200	99	99	1
OS01G0382900	ORGLA01G0132500	99	99	1
OS01G0383100	ORGLA01G0132600	99	99	1
OS01G0383700	ORGLA01G0132700	100	25	0
OS01G0383900	ORGLA01G0132800	63	63	1
OS01G0384300	ORGLA01G0133000	100	100	1
OS01G0384450	ORGLA09G0009000	88	88	1
OS01G0385400	ORGLA01G0133100	100	100	0
OS01G0388500	ORGLA01G0134400	100	15	1
OS01G0388700	ORGLA01G0134500	100	100	1
OS01G0389200	ORGLA01G0134600	100	100	1
OS01G0390300	ORGLA01G0134800	96	97	1
OS01G0390300	ORGLA03G0233400	91	97	1
OS01G0390400	ORGLA01G0134900	100	99	1
OS01G0390600	ORGLA01G0135000	100	100	1
OS01G0390900	ORGLA01G0135200	100	100	1
OS01G0391100	ORGLA06G0284100	47	52	1
OS01G0392100	ORGLA01G0135500	100	100	1
OS01G0393000	ORGLA12G0188000	97	97	1
OS01G0393300	ORGLA12G0187800	94	75	1
OS01G0393400	ORGLA12G0187700	70	92	1
OS01G0495701	ORGLA10G0039700	73	73	1
OS01G0495900	ORGLA01G0136800	99	99	1
OS01G0497400	ORGLA01G0136600	98	76	1
OS01G0498200	ORGLA01G0137000	71	28	1
OS01G0498200	ORGLA04G0058500	75	27	1
OS01G0498300	ORGLA04G0058600	100	100	1
OS01G0499300	ORGLA01G0137100	100	100	1
OS01G0500100	ORGLA11G0090900	41	35	1
OS01G0500500	ORGLA01G0137500	99	100	1
