Gene stable ID	Oryza glumaepatula gene stable ID	% identity	Oryza glumaepatula % identity	Orthology confidence [0 low, 1 high]
OS01G0210200	OGLUM03G19270	52	39	0
OS01G0210300	OGLUM10G16640	98	99	1
OS01G0210400	OGLUM10G16630	99	99	1
OS01G0210500	OGLUM10G16620	100	100	1
OS01G0210600	OGLUM10G16610	85	86	1
OS01G0210700	OGLUM10G16590	99	94	1
OS01G0210800	OGLUM10G16580	99	30	0
OS01G0210900	OGLUM10G16570	98	97	1
OS01G0211000	OGLUM01G07980	92	98	1
OS01G0211200	OGLUM01G08000	98	72	1
OS01G0211600	OGLUM01G08010	84	100	1
OS01G0211800	OGLUM01G08020	82	84	0
OS01G0212100	OGLUM01G08040	71	89	0
OS01G0212400	OGLUM01G08060	100	100	1
OS01G0212500	OGLUM01G08070	89	87	1
OS01G0212700	OGLUM01G08090	63	89	1
OS01G0213100	OGLUM01G08120	16	50	1
OS01G0213300	OGLUM01G08130	100	100	1
OS01G0213400	OGLUM01G08140	86	86	0
OS01G0213800	OGLUM01G08160	98	98	1
OS01G0214200	OGLUM01G08170	99	99	1
OS01G0214300	OGLUM01G08180	93	30	1
OS01G0214600	OGLUM01G08210	97	85	1
OS01G0214800	OGLUM01G08220	97	50	1
OS01G0215100	OGLUM01G08230	82	24	1
OS01G0215500	OGLUM01G08250	96	78	1
OS01G0215700	OGLUM01G08260	100	100	1
OS01G0216500	OGLUM01G08280	87	25	1
OS01G0216900	OGLUM01G08350	64	78	1
OS01G0217000	OGLUM01G08360	89	85	1
OS01G0217100	OGLUM01G08370	77	93	1
OS01G0217400	OGLUM01G08400	74	38	0
OS01G0217500	OGLUM01G08410	99	99	1
OS01G0217800	OGLUM01G08430	100	100	1
OS01G0218032	OGLUM05G19380	10	1	1
OS01G0218100	OGLUM01G08450	99	99	1
OS01G0218200	OGLUM01G08460	100	100	1
OS01G0218500	OGLUM01G08470	99	99	1
OS01G0218800	OGLUM01G08480	94	57	0
OS01G0218900	OGLUM01G08490	95	99	1
OS01G0219000	OGLUM01G08510	99	99	1
OS01G0219200	OGLUM01G08520	95	63	1
OS01G0219300	OGLUM01G08530	97	97	1
OS01G0219500	OGLUM08G02070	31	33	0
OS01G0219600	OGLUM01G08580	99	99	1
OS01G0220100	OGLUM01G08600	99	99	1
OS01G0220200	OGLUM01G08610	83	35	0
OS01G0220300	OGLUM01G08620	99	70	1
OS01G0220500	OGLUM01G08650	29	34	0
OS01G0220700	OGLUM01G08670	33	22	0
OS01G0221100	OGLUM01G08700	91	71	1
OS01G0221300	OGLUM01G08710	94	98	1
OS01G0221400	OGLUM01G08720	99	99	1
OS01G0221600	OGLUM01G08740	99	99	1
OS01G0221900	OGLUM01G08750	93	27	0
OS01G0222300	OGLUM01G08770	99	93	1
OS01G0222300	OGLUM01G08780	1	1	1
OS01G0222500	OGLUM01G08790	94	95	1
OS01G0222600	OGLUM01G08800	99	99	1
OS01G0223000	OGLUM01G08830	82	90	1
OS01G0223200	OGLUM01G08840	96	96	1
OS01G0223300	OGLUM01G08860	75	89	1
OS01G0223600	OGLUM01G08880	97	74	0
OS01G0223900	OGLUM01G08900	99	99	1
OS01G0224000	OGLUM01G08890	98	45	1
OS01G0224100	OGLUM01G08910	98	99	1
OS01G0224200	OGLUM01G08920	99	99	1
OS01G0224300	OGLUM01G08930	100	100	1
OS01G0224400	OGLUM01G08940	67	18	0
OS01G0224500	OGLUM01G08950	99	71	1
OS01G0224700	OGLUM01G08960	100	100	1
OS01G0225000	OGLUM01G08980	100	100	1
OS01G0225100	OGLUM01G09000	91	44	1
OS01G0225200	OGLUM01G09010	85	27	1
OS01G0225400	OGLUM01G09020	100	38	1
OS01G0225500	OGLUM01G09030	100	100	1
OS01G0225600	OGLUM01G09040	100	100	1
OS01G0226200	OGLUM01G09050	85	85	1
OS01G0226300	OGLUM01G09060	99	63	1
OS01G0226400	OGLUM01G09070	100	100	1
OS01G0226500	OGLUM01G09080	94	76	0
OS01G0226600	OGLUM01G09090	99	91	1
OS01G0226700	OGLUM01G09100	98	63	1
OS01G0227100	OGLUM01G09120	99	88	1
OS01G0227200	OGLUM01G09130	99	99	1
OS01G0227300	OGLUM01G09140	85	86	0
OS01G0227400	OGLUM01G10390	91	55	1
OS01G0227500	OGLUM01G10400	36	97	1
OS01G0227700	OGLUM01G09160	88	98	1
OS01G0227800	OGLUM01G09190	59	97	1
OS01G0228300	OGLUM01G09230	98	99	1
OS01G0228400	OGLUM01G09240	97	95	1
OS01G0228500	OGLUM01G09250	95	96	1
OS01G0228600	OGLUM01G09260	98	64	1
OS01G0228800	OGLUM01G09270	98	97	0
OS01G0229100	OGLUM01G09300	98	97	1
OS01G0229200	OGLUM01G09310	99	99	1
OS01G0229300	OGLUM01G09320	99	93	1
OS01G0229400	OGLUM01G09330	89	54	0
OS01G0229500	OGLUM01G09340	50	48	0
OS01G0229700	OGLUM01G09350	81	31	1
OS01G0229800	OGLUM01G09360	45	22	0
OS01G0229900	OGLUM01G09370	85	92	1
OS01G0229900	OGLUM03G29790	84	92	1
OS01G0230200	OGLUM01G09410	98	99	1
OS01G0230700	OGLUM01G09430	89	56	1
OS01G0230800	OGLUM09G03360	31	49	1
OS01G0230800	OGLUM09G07570	15	24	1
OS01G0231000	OGLUM01G09440	99	96	1
OS01G0231500	OGLUM01G09460	98	70	1
OS01G0231600	OGLUM01G09470	86	8	0
OS01G0231700	OGLUM01G09480	99	99	0
OS01G0232100	OGLUM01G09510	100	100	1
OS01G0232200	OGLUM01G09530	100	92	1
OS01G0232300	OGLUM01G09540	98	35	0
OS01G0232400	OGLUM01G09550	99	99	1
OS01G0232500	OGLUM01G09560	100	87	1
OS01G0232700	OGLUM01G09580	100	100	1
OS01G0232800	OGLUM01G09590	94	81	1
OS01G0233000	OGLUM01G09610	100	95	1
OS01G0233100	OGLUM01G09620	87	91	1
OS01G0233400	OGLUM01G09630	89	82	0
OS01G0233500	OGLUM01G09640	98	99	0
OS01G0233800	OGLUM01G09650	98	98	1
OS01G0233900	OGLUM01G09660	78	100	1
OS01G0234200	OGLUM01G09680	74	82	1
OS01G0234300	OGLUM01G09690	96	54	1
OS01G0234499	OGLUM01G09690	96	36	1
OS01G0234700	OGLUM01G09710	99	99	1
OS01G0234800	OGLUM01G09720	99	53	1
OS01G0234850	OGLUM01G09740	96	77	1
OS01G0234900	OGLUM01G09750	52	100	1
OS01G0235100	OGLUM01G09770	96	96	1
OS01G0235300	OGLUM01G09790	100	100	1
OS01G0235350	OGLUM01G09800	96	99	1
OS01G0235400	OGLUM01G09810	99	55	0
OS01G0235500	OGLUM01G09820	96	96	1
OS01G0235700	OGLUM01G09830	99	78	1
OS01G0235800	OGLUM01G09840	99	62	1
OS01G0236000	OGLUM01G09850	47	100	1
OS01G0236300	OGLUM01G09880	100	100	1
OS01G0236400	OGLUM01G09890	54	59	0
OS01G0236700	OGLUM01G09910	100	99	1
OS01G0236800	OGLUM01G09920	69	98	1
OS01G0237000	OGLUM01G09930	100	100	1
OS01G0237100	OGLUM01G09940	80	95	1
OS01G0237366	OGLUM01G09950	68	30	1
OS01G0237500	OGLUM01G09970	87	27	0
OS01G0237750	OGLUM01G09970	98	37	0
OS01G0238200	OGLUM01G10020	98	98	1
OS01G0238600	OGLUM01G10090	99	99	1
OS01G0238700	OGLUM01G10100	99	99	1
OS01G0238800	OGLUM01G10120	91	89	1
OS01G0238900	OGLUM01G10110	97	59	1
OS01G0239000	OGLUM01G10130	98	98	1
OS01G0239100	OGLUM01G10140	100	100	1
OS01G0239200	OGLUM01G10150	100	95	1
OS01G0239300	OGLUM12G17560	44	20	1
OS01G0239700	OGLUM01G10170	99	99	1
OS01G0240600	OGLUM01G10220	92	68	1
OS01G0241000	OGLUM01G10250	96	74	0
OS01G0241100	OGLUM01G10260	99	99	1
OS01G0241400	OGLUM01G10270	93	100	1
OS01G0242200	OGLUM01G10280	81	73	0
OS01G0242300	OGLUM01G10290	99	98	1
OS01G0242400	OGLUM01G10300	100	100	1
OS01G0242500	OGLUM01G10310	88	100	1
OS01G0242600	OGLUM01G10320	99	99	1
OS01G0242900	OGLUM01G10340	97	98	1
OS01G0243000	OGLUM01G10350	100	100	1
OS01G0243100	OGLUM01G10370	99	57	1
OS01G0243200	OGLUM01G10380	87	87	0
OS01G0243600	OGLUM01G10420	98	100	1
OS01G0243700	OGLUM01G10430	94	99	0
OS01G0244000	OGLUM01G10440	90	49	1
OS01G0244400	OGLUM01G10460	84	49	1
OS01G0245000	OGLUM01G10490	58	39	1
OS01G0245532	OGLUM01G10500	95	39	1
OS01G0245600	OGLUM01G10510	92	97	0
OS01G0245700	OGLUM01G10520	96	79	1
OS01G0245901	OGLUM01G10520	94	77	1
OS01G0246100	OGLUM01G10570	98	88	0
OS01G0246200	OGLUM02G26090	25	77	1
OS01G0246500	OGLUM01G10590	98	100	1
OS01G0246700	OGLUM01G10620	100	69	1
OS01G0247500	OGLUM01G10640	98	99	1
OS01G0247600	OGLUM01G10650	36	59	1
OS01G0247700	OGLUM01G10660	84	78	1
OS01G0247900	OGLUM01G10670	91	92	1
OS01G0248000	OGLUM01G10680	100	100	1
OS01G0248300	OGLUM01G10690	86	100	1
OS01G0248400	OGLUM01G10700	97	92	1
OS01G0248500	OGLUM01G10710	78	81	0
OS01G0248600	OGLUM01G10720	73	99	1
OS01G0248701	OGLUM01G10730	86	97	1
OS01G0248800	OGLUM01G10740	100	52	1
OS01G0249100	OGLUM01G10750	94	79	0
OS01G0249200	OGLUM01G10760	99	99	0
OS01G0249300	OGLUM01G10770	96	63	1
OS01G0249700	OGLUM01G10790	69	76	1
OS01G0249800	OGLUM01G10800	80	90	1
OS01G0250600	OGLUM01G10830	99	99	1
OS01G0250900	OGLUM01G10850	98	89	0
OS01G0251100	OGLUM01G10860	99	99	1
OS01G0251200	OGLUM01G10870	94	100	1
OS01G0252100	OGLUM01G10890	100	64	1
OS01G0252300	OGLUM01G10900	99	99	1
OS01G0252600	OGLUM01G10920	100	99	1
OS01G0252900	OGLUM01G10950	84	42	0
OS01G0253200	OGLUM01G10970	99	99	1
OS01G0253300	OGLUM01G10980	100	100	1
OS01G0253400	OGLUM01G10990	98	99	1
OS01G0253500	OGLUM01G11000	95	96	1
OS01G0253600	OGLUM01G11010	100	100	1
OS01G0253800	OGLUM01G11020	100	100	1
OS01G0253900	OGLUM01G11030	97	98	1
OS01G0254000	OGLUM01G11040	100	100	1
OS01G0254100	OGLUM01G11050	100	100	1
OS01G0254200	OGLUM01G11060	100	100	1
OS01G0254300	OGLUM01G11070	93	97	0
OS01G0254400	OGLUM11G16220	35	39	0
OS01G0254800	OGLUM01G11090	58	68	1
OS01G0254850	OGLUM11G16220	43	41	0
OS01G0254900	OGLUM01G11100	81	51	1
OS01G0255000	OGLUM01G11120	99	45	1
OS01G0256300	OGLUM01G11190	75	79	0
OS01G0256300	OGLUM01G11200	81	85	0
OS01G0256300	OGLUM01G11230	73	84	0
OS01G0256400	OGLUM01G11260	95	98	1
OS01G0256500	OGLUM01G11270	94	97	1
OS01G0256600	OGLUM01G11280	99	99	1
OS01G0256800	OGLUM01G11290	98	97	1
OS01G0256900	OGLUM01G11300	90	99	1
OS01G0257100	OGLUM01G11310	99	99	1
OS01G0257300	OGLUM01G11330	100	100	1
OS01G0257400	OGLUM01G11340	100	99	1
OS01G0258600	OGLUM01G11380	100	100	1
OS01G0258700	OGLUM01G11390	100	100	1
OS01G0259200	OGLUM01G11400	100	100	1
OS01G0259400	OGLUM01G11410	81	99	1
OS01G0259600	OGLUM01G11420	97	30	0
OS01G0260500	OGLUM01G11490	99	59	1
OS01G0260700	OGLUM01G11520	100	100	1
OS01G0260800	OGLUM01G11530	100	100	1
OS01G0261100	OGLUM01G11540	100	100	1
OS01G0261200	OGLUM01G11550	100	100	1
OS01G0261500	OGLUM01G11560	86	43	0
OS01G0261600	OGLUM01G11590	20	52	1
OS01G0261700	OGLUM01G11570	73	29	0
OS01G0262000	OGLUM01G11590	20	52	1
OS01G0262500	OGLUM01G11600	100	94	1
OS01G0262600	OGLUM01G11610	99	99	1
OS01G0262700	OGLUM01G11620	44	57	1
OS01G0263400	OGLUM01G11650	95	77	1
OS01G0263500	OGLUM01G11670	93	99	1
OS01G0263600	OGLUM01G11680	95	69	1
OS01G0264000	OGLUM01G11690	89	81	1
OS01G0264100	OGLUM01G11710	63	33	1
OS01G0264400	OGLUM01G11840	96	96	1
OS01G0264500	OGLUM01G11850	49	48	0
OS01G0264600	OGLUM01G11860	98	96	1
OS01G0264700	OGLUM01G11870	99	97	1
OS01G0265000	OGLUM01G11890	90	95	1
OS01G0265100	OGLUM01G11900	100	100	1
OS01G0265200	OGLUM01G11910	99	100	1
OS01G0265400	OGLUM01G11920	8	3	0
OS01G0265700	OGLUM01G11940	100	100	1
OS01G0265800	OGLUM01G11950	89	93	1
OS01G0265900	OGLUM01G11960	100	79	1
OS01G0266000	OGLUM01G11970	100	99	1
OS01G0266100	OGLUM01G11980	98	98	1
OS01G0266400	OGLUM01G12000	99	99	1
OS01G0266500	OGLUM01G12010	98	54	1
OS01G0266800	OGLUM01G12020	86	99	1
OS01G0267100	OGLUM01G12040	100	100	1
OS01G0267200	OGLUM01G12060	100	100	1
OS01G0267300	OGLUM01G12070	80	99	1
OS01G0267400	OGLUM01G12080	86	65	1
OS01G0267600	OGLUM01G12100	70	99	1
OS01G0267800	OGLUM01G12110	96	98	1
OS01G0267900	OGLUM01G12120	100	100	1
OS01G0268000	OGLUM04G09060	53	60	1
OS01G0268100	OGLUM01G12130	92	99	1
OS01G0268300	OGLUM01G12140	100	100	1
OS01G0268600	OGLUM01G12150	97	99	1
OS01G0268700	OGLUM01G12160	59	83	1
OS01G0268800	OGLUM01G12180	100	100	1
OS01G0268900	OGLUM01G12190	98	98	1
OS01G0269000	OGLUM01G12200	96	96	1
OS01G0269100	OGLUM01G12210	88	47	1
OS01G0269500	OGLUM01G12240	34	33	0
OS01G0269800	OGLUM01G12260	96	56	1
OS01G0269900	OGLUM01G12270	100	100	1
OS01G0270100	OGLUM01G12280	99	99	1
OS01G0270300	OGLUM01G12290	94	94	1
OS01G0270700	OGLUM01G12310	88	80	1
OS01G0271200	OGLUM01G12330	98	98	0
OS01G0271400	OGLUM01G12340	95	92	0
OS01G0271500	OGLUM01G12350	95	92	1
OS01G0271700	OGLUM01G12360	91	56	1
OS01G0272600	OGLUM01G12380	99	99	1
OS01G0272700	OGLUM01G12390	96	97	1
OS01G0272800	OGLUM01G12400	97	47	1
OS01G0273000	OGLUM01G12430	99	60	1
OS01G0273100	OGLUM01G12440	100	100	1
OS01G0273300	OGLUM01G12450	100	100	1
OS01G0273500	OGLUM01G12460	89	24	1
OS01G0273800	OGLUM01G12480	60	99	1
OS01G0274100	OGLUM01G12490	98	98	1
OS01G0274500	OGLUM01G12500	100	100	1
OS01G0274800	OGLUM01G12520	81	68	1
OS01G0275200	OGLUM01G12540	87	54	1
OS01G0275500	OGLUM01G12560	48	97	1
OS01G0275600	OGLUM01G12570	97	83	0
OS01G0275900	OGLUM01G12600	84	60	0
OS01G0275950	OGLUM01G12600	88	31	0
OS01G0276000	OGLUM01G12610	98	80	0
OS01G0276100	OGLUM01G12620	93	81	0
OS01G0276200	OGLUM01G12630	63	76	1
OS01G0276400	OGLUM01G12650	99	95	1
OS01G0276500	OGLUM01G12660	100	100	1
OS01G0276600	OGLUM01G12670	77	79	1
OS01G0276700	OGLUM01G12680	97	92	0
OS01G0276800	OGLUM01G12690	99	99	1
OS01G0276900	OGLUM01G12700	96	77	1
OS01G0277500	OGLUM01G12710	88	99	1
OS01G0277600	OGLUM01G12720	96	88	1
OS01G0277700	OGLUM01G12740	100	99	1
OS01G0278000	OGLUM01G12770	100	96	1
OS01G0278200	OGLUM01G12780	95	5	1
OS01G0278600	OGLUM01G12800	99	96	1
OS01G0278900	OGLUM01G12850	100	100	1
OS01G0278950	OGLUM01G12860	99	98	1
OS01G0279000	OGLUM01G12870	96	95	1
OS01G0279100	OGLUM01G12880	100	100	1
OS01G0279200	OGLUM01G12890	100	89	1
OS01G0279300	OGLUM01G12900	99	87	1
OS01G0279400	OGLUM01G12910	97	92	1
OS01G0279700	OGLUM01G12930	99	94	0
OS01G0279800	OGLUM01G12940	82	97	1
OS01G0279900	OGLUM01G12950	98	93	1
OS01G0280000	OGLUM01G12960	57	94	1
OS01G0280400	OGLUM01G12970	84	95	1
OS01G0280500	OGLUM01G12980	96	100	1
OS01G0281000	OGLUM01G13000	100	99	1
OS01G0281200	OGLUM01G13010	81	43	1
OS01G0281301	OGLUM01G13020	100	99	1
OS01G0281400	OGLUM01G13030	100	100	1
OS01G0281600	OGLUM01G13110	100	100	1
OS01G0282800	OGLUM01G13070	100	100	1
OS01G0283000	OGLUM01G13120	99	99	1
OS01G0283100	OGLUM01G13130	95	76	1
OS01G0283300	OGLUM01G13150	97	98	1
OS01G0283400	OGLUM01G13160	98	98	1
OS01G0283500	OGLUM01G13140	76	62	0
OS01G0284300	OGLUM01G13210	80	80	0
OS01G0284500	OGLUM01G13190	100	100	1
OS01G0284700	OGLUM01G13220	94	64	1
OS01G0284900	OGLUM01G13230	100	98	1
OS01G0285300	OGLUM01G13340	100	100	1
OS01G0286000	OGLUM01G13360	99	99	1
OS01G0286100	OGLUM01G13370	86	96	1
OS01G0286900	OGLUM01G13410	83	47	0
OS01G0287600	OGLUM01G13460	98	100	1
OS01G0287700	OGLUM01G13470	53	27	1
OS01G0288200	OGLUM01G13500	100	100	1
OS01G0288800	OGLUM01G13520	95	96	0
OS01G0289100	OGLUM01G13530	99	99	1
OS01G0289600	OGLUM01G13550	18	21	0
OS01G0289900	OGLUM01G13570	90	72	0
OS01G0290000	OGLUM01G13580	100	91	1
OS01G0290100	OGLUM01G13590	97	92	1
OS01G0290600	OGLUM01G13600	99	99	1
OS01G0292200	OGLUM01G13700	98	86	1
OS01G0292700	OGLUM01G13720	95	67	1
OS01G0292900	OGLUM01G13730	100	100	1
OS01G0293000	OGLUM01G13740	100	100	1
OS01G0293100	OGLUM01G13750	99	91	1
OS01G0293200	OGLUM01G13760	99	79	1
OS01G0293900	OGLUM01G13780	90	100	1
OS01G0295600	OGLUM01G13860	100	86	1
OS01G0295700	OGLUM01G13870	99	98	1
OS01G0296000	OGLUM01G13890	97	56	0
OS01G0296100	OGLUM01G13900	95	95	1
OS01G0296200	OGLUM01G13910	99	52	1
OS01G0296700	OGLUM01G13920	98	63	1
OS01G0297200	OGLUM01G13940	99	99	1
OS01G0297700	OGLUM01G13960	92	93	1
OS01G0298400	OGLUM01G13990	99	99	1
OS01G0299100	OGLUM01G14010	79	66	1
OS01G0299200	OGLUM01G14020	88	48	1
OS01G0299300	OGLUM01G14030	88	98	1
OS01G0299500	OGLUM01G14050	84	68	1
OS01G0300000	OGLUM01G14060	90	93	1
OS01G0300200	OGLUM01G14090	97	100	0
OS01G0300400	OGLUM10G04790	53	70	1
OS01G0300600	OGLUM01G14110	100	34	1
OS01G0300900	OGLUM01G14120	99	98	1
OS01G0301000	OGLUM01G14130	95	95	1
OS01G0301100	OGLUM01G14140	96	90	1
OS01G0301500	OGLUM01G14150	63	85	1
OS01G0301700	OGLUM01G14160	99	93	1
OS01G0302100	OGLUM01G14190	85	39	0
OS01G0302250	OGLUM01G14180	56	47	1
OS01G0302500	OGLUM01G14210	100	100	1
OS01G0303000	OGLUM01G14230	100	100	1
OS01G0303100	OGLUM01G14240	94	99	1
OS01G0303200	OGLUM01G14250	97	99	1
OS01G0303300	OGLUM01G14260	76	54	0
OS01G0303600	OGLUM01G14270	100	100	1
OS01G0303800	OGLUM01G14280	99	99	1
OS01G0304000	OGLUM01G14300	100	100	1
OS01G0304100	OGLUM01G14320	96	80	0
OS01G0304200	OGLUM05G06270	79	12	1
OS01G0304300	OGLUM01G14330	100	100	1
OS01G0304400	OGLUM01G14350	100	100	1
OS01G0304500	OGLUM05G26190	61	37	0
OS01G0305900	OGLUM01G14390	94	93	1
OS01G0306100	OGLUM01G14400	99	100	1
OS01G0306200	OGLUM01G14410	79	79	0
OS01G0306400	OGLUM01G14430	65	89	1
OS01G0306800	OGLUM01G14450	99	92	1
OS01G0306900	OGLUM01G14460	99	96	1
OS01G0307500	OGLUM01G14480	60	95	1
OS01G0307686	OGLUM01G14520	27	29	0
OS01G0308300	OGLUM01G14530	74	83	1
OS01G0308600	OGLUM01G14550	46	100	1
OS01G0309800	OGLUM01G14580	97	96	1
OS01G0309900	OGLUM01G14600	85	100	1
OS01G0310500	OGLUM01G14630	77	50	0
OS01G0311100	OGLUM01G14640	98	98	1
OS01G0311400	OGLUM01G14650	83	65	1
OS01G0311500	OGLUM01G14660	98	99	0
OS01G0311600	OGLUM01G14670	90	45	0
OS01G0311700	OGLUM01G14680	99	86	1
OS01G0311800	OGLUM01G14690	98	99	1
OS01G0312500	OGLUM01G14700	99	72	1
OS01G0312800	OGLUM01G14730	100	93	1
OS01G0314000	OGLUM01G14790	98	58	1
OS01G0314300	OGLUM01G14800	96	62	1
OS01G0314600	OGLUM01G14820	93	53	1
OS01G0314800	OGLUM01G14840	100	100	1
OS01G0315600	OGLUM01G14870	66	30	1
OS01G0315700	OGLUM01G14870	100	37	1
OS01G0315800	OGLUM01G14880	97	100	1
OS01G0316100	OGLUM01G14900	88	99	1
OS01G0316500	OGLUM01G14910	100	90	1
OS01G0316600	OGLUM01G14920	44	16	0
OS01G0316900	OGLUM01G14940	93	37	0
OS01G0317800	OGLUM08G10530	100	100	1
OS01G0318000	OGLUM08G10510	79	41	1
OS01G0318400	OGLUM08G10500	84	31	0
OS01G0318700	OGLUM08G10490	75	30	1
OS01G0319000	OGLUM08G10480	100	100	1
OS01G0319200	OGLUM08G10460	94	94	1
OS01G0319400	OGLUM08G10430	93	96	1
OS01G0321300	OGLUM01G15020	86	41	0
OS01G0321500	OGLUM01G15030	78	28	1
OS01G0321700	OGLUM01G15040	98	92	1
OS01G0321800	OGLUM01G15050	100	93	1
OS01G0321900	OGLUM01G15070	97	93	1
OS01G0322800	OGLUM01G15120	100	100	1
OS01G0323000	OGLUM01G15150	97	97	0
OS01G0323100	OGLUM01G15160	100	75	1
OS01G0323300	OGLUM01G15180	74	100	1
OS01G0323500	OGLUM01G15190	96	39	1
OS01G0323600	OGLUM01G15200	100	87	1
OS01G0324400	OGLUM01G15220	75	53	1
OS01G0327000	OGLUM01G15280	77	82	1
OS01G0327400	OGLUM01G15310	93	93	0
OS01G0327500	OGLUM01G15320	98	94	0
OS01G0327600	OGLUM01G15330	94	97	1
OS01G0327900	OGLUM01G15380	87	84	1
OS01G0328300	OGLUM01G15400	86	50	1
OS01G0328500	OGLUM01G15420	97	97	1
OS01G0328600	OGLUM01G15430	81	54	1
OS01G0328700	OGLUM01G15450	99	99	1
OS01G0328900	OGLUM01G15480	97	92	1
OS01G0329000	OGLUM01G15490	49	91	1
OS01G0329000	OGLUM01G15500	41	74	1
OS01G0329300	OGLUM01G15510	97	97	1
OS01G0329400	OGLUM01G15520	100	100	1
OS01G0329800	OGLUM01G15530	93	94	0
OS01G0329900	OGLUM01G15540	83	100	1
OS01G0330200	OGLUM01G15570	99	99	1
OS01G0331100	OGLUM01G15640	72	81	1
OS01G0331900	OGLUM01G15650	99	99	1
OS01G0332100	OGLUM01G15670	100	100	1
OS01G0332200	OGLUM01G15680	85	86	0
OS01G0332500	OGLUM01G15690	76	97	0
OS01G0332800	OGLUM01G15710	99	99	0
OS01G0332900	OGLUM01G15720	80	38	0
OS01G0333600	OGLUM01G15740	87	88	1
OS01G0335600	OGLUM01G15810	77	24	0
OS01G0335700	OGLUM01G15780	96	96	0
OS01G0337100	OGLUM01G15820	94	67	1
OS01G0337500	OGLUM01G15830	99	99	1
OS01G0337600	OGLUM01G15840	89	96	0
OS01G0338100	OGLUM01G15890	96	99	1
OS01G0338200	OGLUM01G15900	99	83	1
OS01G0338600	OGLUM01G15920	100	99	1
OS01G0339400	OGLUM01G15930	98	98	1
OS01G0339500	OGLUM10G09010	61	57	0
OS01G0339900	OGLUM01G15970	100	100	1
OS01G0340100	OGLUM01G15990	99	99	1
OS01G0341000	OGLUM01G16010	90	48	1
OS01G0341300	OGLUM01G16050	93	82	0
OS01G0342500	OGLUM01G16100	83	98	1
OS01G0342750	OGLUM01G21030	61	43	0
OS01G0342800	OGLUM01G16140	100	100	1
OS01G0342900	OGLUM01G16150	97	94	1
OS01G0343100	OGLUM01G16160	84	88	0
OS01G0343200	OGLUM01G16170	98	99	1
OS01G0343300	OGLUM01G16180	98	99	1
OS01G0343400	OGLUM01G16210	51	40	1
OS01G0343500	OGLUM01G16200	23	15	0
OS01G0343500	OGLUM01G16240	73	29	0
OS01G0346250	OGLUM01G16380	88	71	1
OS01G0346600	OGLUM01G16390	79	39	1
OS01G0346700	OGLUM01G16400	100	100	1
OS01G0347000	OGLUM01G16420	99	99	1
OS01G0347100	OGLUM01G16430	90	60	0
OS01G0347200	OGLUM01G16440	84	84	1
OS01G0347300	OGLUM01G16450	86	86	1
OS01G0347600	OGLUM01G16520	98	99	0
OS01G0348600	OGLUM01G16550	100	100	1
OS01G0348700	OGLUM01G16560	100	100	1
OS01G0348800	OGLUM01G16570	84	58	1
OS01G0348900	OGLUM01G16580	98	98	0
OS01G0349400	OGLUM01G16640	100	100	1
OS01G0349800	OGLUM01G16680	94	98	1
OS01G0350000	OGLUM01G16710	95	95	1
OS01G0350100	OGLUM12G00120	79	41	1
OS01G0350300	OGLUM01G16740	96	44	1
OS01G0350900	OGLUM01G16770	98	60	1
OS01G0351100	OGLUM01G16780	95	53	0
OS01G0351200	OGLUM01G16790	51	98	0
OS01G0351300	OGLUM01G16810	100	100	1
OS01G0351500	OGLUM01G16820	97	81	1
OS01G0351800	OGLUM01G16840	100	100	1
OS01G0352100	OGLUM01G16880	75	98	1
OS01G0353400	OGLUM01G16910	98	82	1
OS01G0353600	OGLUM01G16920	64	56	0
OS01G0353633	OGLUM03G35780	40	86	1
OS01G0353900	OGLUM01G22810	54	51	1
OS01G0354200	OGLUM01G17060	99	87	1
OS01G0354450	OGLUM01G17070	57	27	1
OS01G0354700	OGLUM01G17080	95	93	1
OS01G0355100	OGLUM01G17110	99	99	1
OS01G0355250	OGLUM01G17130	100	100	1
OS01G0355400	OGLUM01G17150	11	7	1
OS01G0355500	OGLUM01G17160	95	91	1
OS01G0355600	OGLUM01G17180	100	64	1
OS01G0355700	OGLUM01G17190	75	55	1
OS01G0355800	OGLUM01G17210	45	52	1
OS01G0355900	OGLUM01G17220	95	91	1
OS01G0356400	OGLUM01G17230	98	100	1
OS01G0356400	OGLUM01G17240	80	99	1
OS01G0356500	OGLUM01G17260	94	72	0
OS01G0356800	OGLUM01G17270	94	92	1
OS01G0356900	OGLUM01G17280	84	92	1
OS01G0357100	OGLUM01G17300	99	99	1
OS01G0357800	OGLUM01G17330	100	100	1
OS01G0357900	OGLUM01G17350	97	97	1
OS01G0358100	OGLUM01G17380	99	99	1
OS01G0358300	OGLUM01G17390	100	99	1
OS01G0358400	OGLUM01G17400	100	100	1
OS01G0358700	OGLUM01G17410	95	40	0
OS01G0360200	OGLUM01G17420	100	100	1
OS01G0360600	OGLUM01G17430	100	100	1
OS01G0361000	OGLUM09G06940	41	15	1
OS01G0361500	OGLUM01G17450	84	45	0
OS01G0362100	OGLUM01G17490	91	92	1
OS01G0362800	OGLUM01G17520	54	17	1
OS01G0363300	OGLUM01G17540	95	95	1
OS01G0363600	OGLUM01G17570	75	50	0
OS01G0363900	OGLUM01G17550	98	100	1
OS01G0364100	OGLUM01G17580	100	100	1
OS01G0364400	OGLUM01G17590	57	95	0
OS01G0364800	OGLUM01G17680	98	52	1
