Gene stable ID	Oryza rufipogon gene stable ID	% identity	Oryza rufipogon % identity	Orthology confidence [0 low, 1 high]
OS01G0218900	ORUFI01G08080	95	99	1
OS01G0219000	ORUFI01G08090	100	100	1
OS01G0219100	ORUFI01G08100	100	100	1
OS01G0219200	ORUFI01G08110	100	93	1
OS01G0219300	ORUFI01G08120	100	100	1
OS01G0219500	ORUFI01G08160	100	100	1
OS01G0219600	ORUFI01G08170	100	100	1
OS01G0220100	ORUFI01G08180	100	100	1
OS01G0220200	ORUFI01G08190	83	35	0
OS01G0220300	ORUFI01G08200	99	70	0
OS01G0220500	ORUFI01G08220	29	34	0
OS01G0220700	ORUFI01G08240	32	22	0
OS01G0221100	ORUFI01G08270	91	67	0
OS01G0221300	ORUFI01G08290	96	100	1
OS01G0221400	ORUFI01G08300	100	100	1
OS01G0221600	ORUFI01G08330	99	99	0
OS01G0221900	ORUFI01G08350	92	29	1
OS01G0222300	ORUFI01G08390	99	38	0
OS01G0222500	ORUFI01G08400	95	96	1
OS01G0223000	ORUFI01G08440	88	90	0
OS01G0223200	ORUFI01G08460	78	95	0
OS01G0223300	ORUFI01G08480	77	91	1
OS01G0223900	ORUFI01G08520	100	100	0
OS01G0224100	ORUFI01G08530	98	99	0
OS01G0224200	ORUFI01G08540	99	99	1
OS01G0224400	ORUFI01G08560	64	19	0
OS01G0224500	ORUFI01G08570	99	97	1
OS01G0224700	ORUFI01G08580	100	100	0
OS01G0225000	ORUFI01G08600	100	100	1
OS01G0225100	ORUFI01G08610	90	44	1
OS01G0225200	ORUFI01G08630	90	33	0
OS01G0225300	ORUFI01G08640	97	54	1
OS01G0225400	ORUFI01G08650	100	38	1
OS01G0225500	ORUFI01G08660	100	100	1
OS01G0225600	ORUFI01G08670	99	99	0
OS01G0226200	ORUFI01G08710	86	86	1
OS01G0226300	ORUFI01G08720	99	63	0
OS01G0226400	ORUFI01G08730	100	100	1
OS01G0226500	ORUFI01G08740	95	74	0
OS01G0226600	ORUFI01G08750	97	90	1
OS01G0226700	ORUFI01G08770	82	73	1
OS01G0227100	ORUFI01G08790	100	100	1
OS01G0227200	ORUFI01G08800	47	100	1
OS01G0227300	ORUFI01G08810	85	86	0
OS01G0227500	ORUFI01G08820	68	79	0
OS01G0228300	ORUFI01G08860	100	100	1
OS01G0228400	ORUFI01G08870	99	98	0
OS01G0228500	ORUFI01G08880	75	81	0
OS01G0228600	ORUFI01G08890	99	64	1
OS01G0228800	ORUFI01G08900	100	100	1
OS01G0229100	ORUFI01G08930	100	100	1
OS01G0229200	ORUFI01G08940	100	100	1
OS01G0229300	ORUFI01G08950	99	93	1
OS01G0229400	ORUFI01G08960	91	60	0
OS01G0229500	ORUFI01G08970	88	68	0
OS01G0229700	ORUFI01G08980	82	28	1
OS01G0229800	ORUFI01G08990	88	41	0
OS01G0229900	ORUFI01G09000	95	66	1
OS01G0230200	ORUFI01G09010	100	100	1
OS01G0231000	ORUFI01G09030	97	97	0
OS01G0231500	ORUFI01G09060	98	25	1
OS01G0231700	ORUFI01G09070	100	100	1
OS01G0232100	ORUFI01G09080	100	100	1
OS01G0232200	ORUFI01G09100	100	92	1
OS01G0232300	ORUFI01G09110	83	32	0
OS01G0232400	ORUFI01G09130	99	99	1
OS01G0232500	ORUFI01G09140	100	88	1
OS01G0232700	ORUFI01G09160	100	100	1
OS01G0232800	ORUFI01G09170	95	81	0
OS01G0233000	ORUFI01G09180	100	95	1
OS01G0233400	ORUFI01G09200	100	100	1
OS01G0233500	ORUFI01G09190	96	54	0
OS01G0233800	ORUFI01G09210	99	99	0
OS01G0233900	ORUFI01G09220	78	100	1
OS01G0234001	ORUFI01G09240	85	68	1
OS01G0234100	ORUFI01G09250	87	92	0
OS01G0234200	ORUFI01G09260	96	95	1
OS01G0234300	ORUFI01G09270	99	62	1
OS01G0234499	ORUFI01G09270	96	40	1
OS01G0234700	ORUFI01G09280	100	100	1
OS01G0234800	ORUFI01G09290	99	52	1
OS01G0234850	ORUFI01G09300	98	79	1
OS01G0234900	ORUFI01G09310	73	93	1
OS01G0235100	ORUFI01G09330	92	72	0
OS01G0235200	ORUFI01G09340	99	100	1
OS01G0235300	ORUFI01G09350	100	100	0
OS01G0235350	ORUFI01G09360	90	96	0
OS01G0235400	ORUFI01G09370	100	55	1
OS01G0235500	ORUFI01G09390	100	100	1
OS01G0235700	ORUFI01G09400	100	78	1
OS01G0235800	ORUFI01G09410	91	56	0
OS01G0235900	ORUFI01G09420	100	99	1
OS01G0236000	ORUFI01G09430	100	100	1
OS01G0236300	ORUFI01G09450	91	100	1
OS01G0236400	ORUFI01G09460	54	59	0
OS01G0236700	ORUFI01G09470	100	100	1
OS01G0236800	ORUFI01G09480	98	99	1
OS01G0237000	ORUFI01G09490	100	100	1
OS01G0237100	ORUFI01G09500	80	95	0
OS01G0237366	ORUFI01G09520	70	39	0
OS01G0237500	ORUFI01G09540	87	29	0
OS01G0237750	ORUFI01G09540	98	40	0
OS01G0238200	ORUFI01G09550	100	100	1
OS01G0238600	ORUFI01G09580	99	99	1
OS01G0238700	ORUFI01G09590	100	100	1
OS01G0238800	ORUFI01G09600	93	94	1
OS01G0238900	ORUFI01G09610	97	60	1
OS01G0239000	ORUFI01G09620	96	97	0
OS01G0239100	ORUFI01G09640	100	100	1
OS01G0239200	ORUFI01G09650	100	100	1
OS01G0239300	ORUFI01G09660	76	64	0
OS01G0239700	ORUFI01G09670	100	89	1
OS01G0240600	ORUFI03G31040	10	20	0
OS01G0240700	ORUFI01G09690	95	48	0
OS01G0241000	ORUFI01G09730	100	100	1
OS01G0241100	ORUFI01G09740	100	100	1
OS01G0241400	ORUFI01G09750	90	94	1
OS01G0242200	ORUFI01G09770	82	75	0
OS01G0242300	ORUFI01G09780	99	99	1
OS01G0242400	ORUFI01G09790	100	100	1
OS01G0242500	ORUFI01G09800	100	100	0
OS01G0242600	ORUFI01G09810	99	100	1
OS01G0242900	ORUFI01G09830	100	100	1
OS01G0243000	ORUFI01G09840	100	100	1
OS01G0243100	ORUFI01G09850	100	50	0
OS01G0243200	ORUFI01G09860	88	87	0
OS01G0243600	ORUFI01G09900	91	97	1
OS01G0243700	ORUFI01G09910	100	69	1
OS01G0244000	ORUFI01G09920	55	15	0
OS01G0245532	ORUFI01G09950	90	18	1
OS01G0245600	ORUFI01G09960	92	97	0
OS01G0246100	ORUFI01G09980	94	100	1
OS01G0246200	ORUFI01G09990	27	63	1
OS01G0246400	ORUFI01G10020	100	100	1
OS01G0246500	ORUFI01G10030	98	91	1
OS01G0246601	ORUFI01G10040	95	95	1
OS01G0246700	ORUFI01G10050	91	66	0
OS01G0247500	ORUFI01G10060	97	99	0
OS01G0247600	ORUFI01G10070	39	64	0
OS01G0247700	ORUFI01G10080	83	76	0
OS01G0247900	ORUFI01G10100	96	96	1
OS01G0247900	ORUFI01G10110	74	95	1
OS01G0248000	ORUFI01G10120	100	100	1
OS01G0248300	ORUFI01G10130	99	99	0
OS01G0248400	ORUFI01G10140	97	95	0
OS01G0248500	ORUFI01G10150	89	80	0
OS01G0248600	ORUFI01G10160	100	92	1
OS01G0248701	ORUFI01G10180	90	100	1
OS01G0248800	ORUFI01G10190	100	52	1
OS01G0248900	ORUFI01G10200	100	100	1
OS01G0249100	ORUFI01G10210	86	78	1
OS01G0249200	ORUFI01G10220	99	99	0
OS01G0249300	ORUFI01G10230	96	44	0
OS01G0249700	ORUFI01G10260	39	84	0
OS01G0249800	ORUFI01G10270	76	87	0
OS01G0249900	ORUFI01G10280	96	78	1
OS01G0250900	ORUFI01G10330	100	100	1
OS01G0251000	ORUFI01G10340	96	97	1
OS01G0251100	ORUFI01G10350	100	100	1
OS01G0251200	ORUFI01G10360	95	100	1
OS01G0252100	ORUFI01G10400	100	96	1
OS01G0252200	ORUFI01G10410	98	60	1
OS01G0252600	ORUFI01G10430	100	82	1
OS01G0252900	ORUFI01G10460	84	42	0
OS01G0253200	ORUFI01G10480	100	100	1
OS01G0253300	ORUFI01G10490	100	100	1
OS01G0253400	ORUFI01G10500	100	100	1
OS01G0253500	ORUFI01G10510	52	98	1
OS01G0253600	ORUFI01G10520	100	100	1
OS01G0253800	ORUFI01G10530	99	99	1
OS01G0253900	ORUFI01G10540	100	100	1
OS01G0254000	ORUFI01G10550	100	100	1
OS01G0254100	ORUFI01G10560	100	100	1
OS01G0254200	ORUFI01G10570	100	100	1
OS01G0254300	ORUFI01G10580	93	98	0
OS01G0254400	ORUFI01G10600	85	99	1
OS01G0254850	ORUFI01G10610	45	100	1
OS01G0254900	ORUFI01G10620	100	100	1
OS01G0255000	ORUFI01G10640	100	100	1
OS01G0255100	ORUFI01G10720	100	99	1
OS01G0256300	ORUFI01G10760	86	100	1
OS01G0256400	ORUFI01G10770	100	99	1
OS01G0256500	ORUFI01G10780	100	100	1
OS01G0256600	ORUFI01G10790	100	100	1
OS01G0256800	ORUFI01G10800	95	99	1
OS01G0256900	ORUFI01G10810	90	100	0
OS01G0257100	ORUFI01G10820	99	99	1
OS01G0257300	ORUFI01G10830	100	100	1
OS01G0257400	ORUFI01G10840	100	100	1
OS01G0258600	ORUFI01G10890	100	100	1
OS01G0258700	ORUFI01G10900	100	100	1
OS01G0259200	ORUFI01G10910	97	92	0
OS01G0259400	ORUFI01G10920	85	100	1
OS01G0259600	ORUFI01G10930	98	30	1
OS01G0259900	ORUFI01G10960	90	59	1
OS01G0260500	ORUFI01G11020	100	60	0
OS01G0260700	ORUFI01G11050	100	100	1
OS01G0260800	ORUFI01G11060	100	99	1
OS01G0260950	ORUFI01G11070	60	37	1
OS01G0261100	ORUFI01G11080	100	100	0
OS01G0261200	ORUFI01G11090	97	90	1
OS01G0261500	ORUFI01G11100	79	42	1
OS01G0261700	ORUFI01G11110	70	32	1
OS01G0262500	ORUFI01G11130	100	94	1
OS01G0262600	ORUFI01G11140	100	100	1
OS01G0262700	ORUFI01G11150	79	71	1
OS01G0263500	ORUFI01G11200	95	100	1
OS01G0263600	ORUFI01G11210	92	73	1
OS01G0263900	ORUFI01G11220	99	77	1
OS01G0264000	ORUFI01G11230	89	80	0
OS01G0264100	ORUFI01G11250	65	26	0
OS01G0264400	ORUFI01G11280	100	96	1
OS01G0264500	ORUFI01G11290	49	64	0
OS01G0264600	ORUFI01G11300	86	89	0
OS01G0264700	ORUFI01G11310	93	87	0
OS01G0265000	ORUFI01G11330	97	97	0
OS01G0265100	ORUFI01G11340	100	100	1
OS01G0265200	ORUFI01G11350	78	81	1
OS01G0265400	ORUFI01G11360	45	18	1
OS01G0265700	ORUFI01G11370	98	99	0
OS01G0265800	ORUFI01G11380	85	85	1
OS01G0265900	ORUFI01G11390	100	80	1
OS01G0266000	ORUFI01G11410	94	99	0
OS01G0266100	ORUFI01G11420	100	100	1
OS01G0266400	ORUFI01G11450	99	99	0
OS01G0266500	ORUFI01G11460	100	91	1
OS01G0266600	ORUFI01G11470	100	100	1
OS01G0266800	ORUFI01G11480	80	87	0
OS01G0267100	ORUFI01G11510	100	100	1
OS01G0267200	ORUFI01G11520	100	100	1
OS01G0267300	ORUFI01G11530	81	100	1
OS01G0267400	ORUFI01G11540	86	59	1
OS01G0267600	ORUFI01G11550	93	100	1
OS01G0267800	ORUFI01G11560	99	99	1
OS01G0267900	ORUFI01G11570	100	100	1
OS01G0268000	ORUFI01G11580	71	85	1
OS01G0268100	ORUFI01G11590	83	95	1
OS01G0268300	ORUFI01G11620	100	100	1
OS01G0268600	ORUFI01G11640	99	96	1
OS01G0268700	ORUFI01G11650	62	73	1
OS01G0268800	ORUFI01G11670	100	100	1
OS01G0268900	ORUFI01G11680	98	99	0
OS01G0269000	ORUFI01G11690	53	100	1
OS01G0269100	ORUFI01G11700	98	57	1
OS01G0269800	ORUFI01G11740	97	57	1
OS01G0269900	ORUFI01G11750	99	98	0
OS01G0270100	ORUFI01G11770	94	100	1
OS01G0270300	ORUFI01G11780	94	94	0
OS01G0270700	ORUFI01G11800	89	81	1
OS01G0271000	ORUFI01G11810	100	95	1
OS01G0271200	ORUFI01G11820	100	100	1
OS01G0271400	ORUFI01G11830	97	97	0
OS01G0271500	ORUFI01G11840	95	96	1
OS01G0271700	ORUFI01G11850	91	56	1
OS01G0272600	ORUFI01G11880	93	99	1
OS01G0272700	ORUFI01G11890	100	100	1
OS01G0272800	ORUFI01G11900	98	47	1
OS01G0273000	ORUFI01G11930	100	100	1
OS01G0273100	ORUFI01G11940	93	85	0
OS01G0273200	ORUFI08G08670	36	48	1
OS01G0273300	ORUFI01G11970	100	89	1
OS01G0273500	ORUFI01G11980	89	24	0
OS01G0273800	ORUFI01G11990	100	100	1
OS01G0273900	ORUFI12G11460	3	4	0
OS01G0274100	ORUFI01G12020	99	93	1
OS01G0274500	ORUFI01G12030	100	100	1
OS01G0274800	ORUFI01G12050	72	56	0
OS01G0275600	ORUFI01G12070	91	73	0
OS01G0275900	ORUFI01G12090	84	56	1
OS01G0275950	ORUFI01G12090	89	29	1
OS01G0276000	ORUFI01G12100	98	80	0
OS01G0276100	ORUFI01G12110	100	100	1
OS01G0276200	ORUFI01G12120	62	74	1
OS01G0276300	ORUFI01G12130	100	100	1
OS01G0276400	ORUFI01G12140	100	95	1
OS01G0276500	ORUFI01G12150	100	100	0
OS01G0276600	ORUFI01G12160	100	100	1
OS01G0276700	ORUFI01G12170	100	100	1
OS01G0276800	ORUFI01G12180	100	100	1
OS01G0276900	ORUFI01G12190	94	76	0
OS01G0277500	ORUFI01G12200	84	86	0
OS01G0277600	ORUFI01G12210	95	86	0
OS01G0277700	ORUFI01G12230	100	98	1
OS01G0278000	ORUFI01G12270	90	88	0
OS01G0278200	ORUFI01G12280	85	5	0
OS01G0278600	ORUFI01G12290	100	97	1
OS01G0278900	ORUFI01G12340	100	100	1
OS01G0279000	ORUFI01G12350	84	29	0
OS01G0279100	ORUFI01G12360	100	92	1
OS01G0279200	ORUFI01G12370	100	89	1
OS01G0279300	ORUFI01G12380	99	70	1
OS01G0279400	ORUFI01G12390	77	74	0
OS01G0279700	ORUFI01G12400	99	98	1
OS01G0279800	ORUFI01G12410	100	100	1
OS01G0279900	ORUFI01G12420	100	98	1
OS01G0280000	ORUFI01G12430	94	100	1
OS01G0280200	ORUFI01G12440	78	64	1
OS01G0280500	ORUFI01G12480	82	89	1
OS01G0281000	ORUFI01G12500	100	100	1
OS01G0281100	ORUFI01G12510	96	99	1
OS01G0281200	ORUFI01G12520	99	98	1
OS01G0281301	ORUFI01G12540	100	100	1
OS01G0281400	ORUFI01G12550	100	100	1
OS01G0281600	ORUFI01G12570	93	94	0
OS01G0282800	ORUFI01G12640	100	100	1
OS01G0283000	ORUFI01G12650	100	100	1
OS01G0283100	ORUFI01G12660	96	76	1
OS01G0283300	ORUFI01G12670	100	100	1
OS01G0283400	ORUFI01G12680	100	100	0
OS01G0283500	ORUFI01G12690	76	71	0
OS01G0283600	ORUFI01G12700	100	51	1
OS01G0284300	ORUFI01G12730	80	80	0
OS01G0284500	ORUFI01G12750	100	100	0
OS01G0284700	ORUFI01G12760	95	66	1
OS01G0284900	ORUFI01G12770	100	100	1
OS01G0285300	ORUFI01G12800	100	100	1
OS01G0286000	ORUFI01G12830	100	100	1
OS01G0286100	ORUFI01G12840	69	85	1
OS01G0286500	ORUFI06G22740	5	4	1
OS01G0286600	ORUFI01G12880	100	95	1
OS01G0286900	ORUFI01G12900	70	40	0
OS01G0287600	ORUFI01G12990	100	100	1
OS01G0288200	ORUFI01G13030	100	100	0
OS01G0288800	ORUFI01G13040	96	99	1
OS01G0289100	ORUFI01G13050	100	100	1
OS01G0289600	ORUFI01G13060	78	56	1
OS01G0289900	ORUFI01G13070	88	54	0
OS01G0290000	ORUFI01G13080	100	47	1
OS01G0290600	ORUFI01G13090	100	99	1
OS01G0292200	ORUFI01G13190	100	90	1
OS01G0292700	ORUFI01G13220	96	68	0
OS01G0292900	ORUFI01G13230	100	99	1
OS01G0293000	ORUFI01G13240	100	100	1
OS01G0293100	ORUFI01G13250	99	99	1
OS01G0293200	ORUFI01G13260	95	78	0
OS01G0295600	ORUFI01G13300	68	65	0
OS01G0295700	ORUFI01G13310	100	100	1
OS01G0295900	ORUFI01G13320	65	46	1
OS01G0296000	ORUFI01G13330	99	57	0
OS01G0296100	ORUFI01G13340	95	96	1
OS01G0296200	ORUFI01G13360	100	53	0
OS01G0296700	ORUFI01G13370	100	64	1
OS01G0297200	ORUFI01G13400	100	100	1
OS01G0297700	ORUFI01G13430	100	100	1
OS01G0298400	ORUFI01G13460	100	100	1
OS01G0298500	ORUFI01G13470	30	30	1
OS01G0299100	ORUFI01G13490	81	67	1
OS01G0299200	ORUFI01G13500	97	71	1
OS01G0299300	ORUFI01G13510	88	98	0
OS01G0299500	ORUFI01G13530	85	69	1
OS01G0299700	ORUFI01G13540	92	75	1
OS01G0300000	ORUFI01G13550	100	100	1
OS01G0300200	ORUFI01G13570	100	100	1
OS01G0300400	ORUFI01G13580	100	91	1
OS01G0300600	ORUFI01G13590	100	35	1
OS01G0300900	ORUFI01G13600	100	100	1
OS01G0301000	ORUFI01G13610	94	86	1
OS01G0301100	ORUFI01G13620	100	100	1
OS01G0301500	ORUFI01G13640	99	99	1
OS01G0301700	ORUFI01G13660	100	94	0
OS01G0302100	ORUFI01G13710	73	52	0
OS01G0302500	ORUFI01G13730	100	100	1
OS01G0303000	ORUFI01G13750	100	100	1
OS01G0303100	ORUFI01G13760	95	100	1
OS01G0303200	ORUFI01G13770	96	94	0
OS01G0303300	ORUFI01G13780	76	59	1
OS01G0303600	ORUFI01G13790	100	100	1
OS01G0303800	ORUFI01G13800	100	100	1
OS01G0304000	ORUFI01G13820	100	100	1
OS01G0304100	ORUFI01G13830	97	72	0
OS01G0304300	ORUFI01G13850	100	100	0
OS01G0304400	ORUFI01G13860	100	100	1
OS01G0304500	ORUFI01G13870	56	100	1
OS01G0305200	ORUFI01G13890	57	41	0
OS01G0305900	ORUFI01G13920	55	57	0
OS01G0306100	ORUFI01G13930	100	100	1
OS01G0306200	ORUFI01G13940	100	100	1
OS01G0306400	ORUFI01G13960	86	92	1
OS01G0306800	ORUFI01G13980	100	91	1
OS01G0306900	ORUFI01G13990	100	100	1
OS01G0307500	ORUFI01G14000	100	100	1
OS01G0307686	ORUFI01G14040	27	29	0
OS01G0307750	ORUFI01G14050	85	87	1
OS01G0308300	ORUFI01G14070	97	100	1
OS01G0308600	ORUFI01G14080	99	99	1
OS01G0309800	ORUFI01G14150	100	100	1
OS01G0309900	ORUFI01G14160	100	100	1
OS01G0310500	ORUFI01G14190	93	69	0
OS01G0311100	ORUFI01G14220	89	39	1
OS01G0311500	ORUFI01G14230	100	100	1
OS01G0311600	ORUFI01G14240	100	100	1
OS01G0311800	ORUFI01G14270	100	100	0
OS01G0312500	ORUFI01G14290	99	72	0
OS01G0312800	ORUFI01G14330	100	98	1
OS01G0314000	ORUFI01G14390	100	61	0
OS01G0314300	ORUFI01G14400	93	99	1
OS01G0314800	ORUFI01G14420	100	100	1
OS01G0315600	ORUFI01G41230	66	30	1
OS01G0315700	ORUFI01G41230	100	37	1
OS01G0315800	ORUFI01G41240	97	100	1
OS01G0316100	ORUFI01G14450	88	99	0
OS01G0316500	ORUFI01G14460	100	90	1
OS01G0316600	ORUFI01G14470	27	11	0
OS01G0316900	ORUFI01G14490	94	43	0
OS01G0317500	ORUFI01G14500	76	86	1
OS01G0317800	ORUFI01G14510	100	100	1
OS01G0318000	ORUFI01G14530	69	92	1
OS01G0318202	ORUFI09G02620	17	65	1
OS01G0318400	ORUFI01G14540	87	26	0
OS01G0318700	ORUFI01G14550	80	33	1
OS01G0319000	ORUFI01G14570	100	100	1
OS01G0319200	ORUFI01G14590	92	79	0
OS01G0319400	ORUFI01G14640	97	100	1
OS01G0320400	ORUFI01G14690	100	100	1
OS01G0321300	ORUFI01G14760	92	43	0
OS01G0321500	ORUFI01G14770	98	48	1
OS01G0321700	ORUFI01G14780	98	92	1
OS01G0321800	ORUFI01G14790	100	100	1
OS01G0321900	ORUFI01G14810	99	95	1
OS01G0322300	ORUFI01G14830	85	97	0
OS01G0322800	ORUFI01G14860	100	100	1
OS01G0323000	ORUFI01G14890	97	97	0
OS01G0323100	ORUFI01G14900	100	75	1
OS01G0323300	ORUFI01G14930	66	99	1
OS01G0323500	ORUFI01G14940	99	99	1
OS01G0323600	ORUFI01G14960	100	100	1
OS01G0324400	ORUFI01G14990	78	62	0
OS01G0327500	ORUFI01G15110	99	97	0
OS01G0327600	ORUFI01G15120	95	98	0
OS01G0327900	ORUFI01G15130	31	74	0
OS01G0328300	ORUFI01G15160	89	43	0
OS01G0328400	ORUFI05G04360	97	97	0
OS01G0328500	ORUFI01G15180	100	100	1
OS01G0328600	ORUFI01G15190	82	55	0
OS01G0328700	ORUFI01G15200	100	100	1
OS01G0328900	ORUFI01G15220	100	77	1
OS01G0329000	ORUFI01G15240	96	97	1
OS01G0329300	ORUFI01G15250	83	100	1
OS01G0329400	ORUFI01G15260	100	100	1
OS01G0329800	ORUFI01G15270	97	97	0
OS01G0329900	ORUFI01G15280	96	100	1
OS01G0330200	ORUFI01G15310	100	100	1
OS01G0331100	ORUFI01G15380	73	82	0
OS01G0331900	ORUFI01G15400	100	100	1
OS01G0332100	ORUFI01G15420	100	100	1
OS01G0332200	ORUFI01G15430	86	87	0
OS01G0332500	ORUFI01G15440	100	100	1
OS01G0332800	ORUFI01G15450	100	100	1
OS01G0332900	ORUFI01G15460	80	39	1
OS01G0333600	ORUFI01G15480	99	100	1
OS01G0335600	ORUFI01G15540	97	51	1
OS01G0335600	ORUFI01G15570	86	62	1
OS01G0335700	ORUFI01G15550	100	100	1
OS01G0336300	ORUFI01G15580	30	73	1
OS01G0337100	ORUFI01G15640	95	67	0
OS01G0337500	ORUFI01G15650	100	100	1
OS01G0337600	ORUFI01G15660	89	94	0
OS01G0337700	ORUFI01G15680	100	100	1
OS01G0337900	ORUFI01G15690	100	100	1
OS01G0338000	ORUFI01G15700	99	99	1
OS01G0338100	ORUFI01G15710	99	99	1
OS01G0338200	ORUFI01G15720	100	83	1
OS01G0338600	ORUFI01G15740	100	99	1
OS01G0339400	ORUFI01G15760	98	99	1
OS01G0339500	ORUFI01G15770	84	69	0
OS01G0339900	ORUFI01G15810	100	100	1
OS01G0340100	ORUFI01G15830	100	100	1
OS01G0340400	ORUFI01G15850	99	99	1
OS01G0340600	ORUFI01G15890	100	100	1
OS01G0341200	ORUFI01G15910	66	31	1
OS01G0341300	ORUFI01G15930	100	87	1
OS01G0342500	ORUFI01G16000	83	100	1
OS01G0342800	ORUFI01G16020	100	90	1
OS01G0342900	ORUFI01G16030	100	96	1
OS01G0343100	ORUFI01G16040	92	92	1
OS01G0343200	ORUFI01G16050	99	99	1
OS01G0343300	ORUFI01G16060	100	100	1
OS01G0343500	ORUFI01G16080	71	33	0
OS01G0346250	ORUFI01G16150	68	85	0
OS01G0346600	ORUFI01G16160	91	48	1
OS01G0346700	ORUFI01G16180	100	100	1
OS01G0347000	ORUFI01G16210	100	100	1
OS01G0347100	ORUFI01G16220	95	63	1
OS01G0347200	ORUFI01G16230	100	100	1
OS01G0347300	ORUFI01G16250	86	86	1
OS01G0347500	ORUFI01G07970	77	35	0
OS01G0347600	ORUFI01G16260	62	95	0
OS01G0348000	ORUFI01G07970	77	35	0
OS01G0348600	ORUFI01G16300	100	100	1
OS01G0348700	ORUFI01G16310	100	100	0
OS01G0348900	ORUFI01G16320	97	60	1
OS01G0349400	ORUFI01G16360	100	100	1
OS01G0349600	ORUFI01G16370	74	76	1
OS01G0349800	ORUFI01G16390	99	100	1
OS01G0350000	ORUFI01G16400	100	100	1
OS01G0350300	ORUFI01G16420	87	97	1
OS01G0350500	ORUFI01G16440	93	57	1
OS01G0350900	ORUFI01G16450	97	63	0
OS01G0351100	ORUFI01G16460	95	62	0
OS01G0351200	ORUFI01G16470	98	79	1
OS01G0351300	ORUFI01G16480	100	100	1
OS01G0351500	ORUFI01G17150	41	34	0
OS01G0353633	ORUFI05G05300	92	48	0
OS01G0354200	ORUFI01G16510	96	66	0
OS01G0354700	ORUFI01G16540	93	92	1
OS01G0355250	ORUFI01G16580	97	90	1
OS01G0355400	ORUFI01G16600	54	64	1
OS01G0355500	ORUFI01G16610	97	98	1
OS01G0355600	ORUFI01G16630	100	65	0
OS01G0355700	ORUFI01G16640	61	49	1
OS01G0355800	ORUFI01G16650	49	57	1
OS01G0355900	ORUFI01G16660	100	100	1
OS01G0356400	ORUFI01G16670	96	100	1
OS01G0356500	ORUFI01G16700	100	100	1
OS01G0356800	ORUFI01G16720	99	97	1
OS01G0356900	ORUFI01G16730	77	90	0
OS01G0357800	ORUFI01G16770	100	100	1
OS01G0357900	ORUFI01G16790	99	48	1
OS01G0358300	ORUFI01G16810	100	100	1
OS01G0358400	ORUFI01G16820	100	100	1
OS01G0358700	ORUFI01G16840	29	15	0
OS01G0359800	ORUFI01G16890	44	69	0
OS01G0359800	ORUFI01G16900	25	87	0
OS01G0360200	ORUFI01G16910	100	99	1
OS01G0360600	ORUFI01G16920	100	100	0
OS01G0361000	ORUFI01G16930	76	30	0
OS01G0361000	ORUFI04G09290	66	28	0
OS01G0361500	ORUFI01G16960	90	32	0
OS01G0362000	ORUFI01G16980	90	57	0
OS01G0362800	ORUFI08G08140	75	38	1
OS01G0363300	ORUFI01G17020	100	100	1
OS01G0363600	ORUFI01G17040	76	51	0
OS01G0363900	ORUFI01G17060	94	98	0
OS01G0364100	ORUFI01G17070	100	98	1
OS01G0364400	ORUFI01G17080	93	96	0
OS01G0364800	ORUFI01G17110	99	51	1
OS01G0364900	ORUFI01G17120	100	45	1
OS01G0365000	ORUFI01G17130	98	98	1
OS01G0365300	ORUFI01G17140	90	70	1
OS01G0366300	ORUFI01G17190	100	99	1
OS01G0367100	ORUFI01G17220	96	97	0
OS01G0367300	ORUFI01G17230	58	59	0
OS01G0367400	ORUFI01G17260	93	87	0
OS01G0367500	ORUFI03G23020	28	32	0
OS01G0367700	ORUFI01G17270	99	90	1
OS01G0367900	ORUFI01G17280	99	98	0
OS01G0368000	ORUFI01G17290	43	84	0
OS01G0368500	ORUFI01G17300	94	45	0
OS01G0368900	ORUFI01G17320	99	99	1
OS01G0369000	ORUFI01G17330	100	99	1
OS01G0369200	ORUFI01G17340	100	100	1
OS01G0369300	ORUFI01G17350	100	79	1
OS01G0369500	ORUFI01G17370	96	94	1
OS01G0369700	ORUFI01G17400	92	98	0
OS01G0370000	ORUFI01G17420	84	79	1
OS01G0370200	ORUFI01G17430	95	95	0
OS01G0370600	ORUFI01G17440	85	49	0
OS01G0371200	ORUFI01G17450	88	98	0
OS01G0372500	ORUFI01G17490	97	97	0
OS01G0372700	ORUFI01G17500	99	99	1
OS01G0373500	ORUFI01G17520	99	99	0
OS01G0373700	ORUFI01G17530	48	48	0
OS01G0374000	ORUFI01G17540	100	100	1
OS01G0374200	ORUFI01G17550	99	99	1
OS01G0374501	ORUFI01G17570	43	47	0
OS01G0374600	ORUFI01G17580	96	91	1
OS01G0374900	ORUFI01G17600	100	100	0
OS01G0375000	ORUFI01G17610	100	80	1
OS01G0375100	ORUFI01G17620	100	100	1
OS01G0375200	ORUFI01G17640	97	43	0
OS01G0376600	ORUFI01G17670	93	100	1
OS01G0376700	ORUFI01G17680	93	99	1
OS01G0377000	ORUFI01G17700	96	100	1
OS01G0377500	ORUFI01G17710	94	90	0
OS01G0377700	ORUFI01G17730	100	100	1
OS01G0379400	ORUFI01G17780	100	100	1
OS01G0380800	ORUFI01G17840	100	100	1
OS01G0382000	ORUFI01G17930	100	100	1
OS01G0382200	ORUFI01G17940	98	94	1
OS01G0382400	ORUFI01G17950	100	100	1
