Gene stable ID	Oryza nivara gene stable ID	% identity	Oryza nivara % identity	Orthology confidence [0 low, 1 high]
OS01G0218500	ONIVA01G09560	100	100	1
OS01G0218800	ONIVA01G09570	96	57	0
OS01G0218900	ONIVA01G09580	95	99	1
OS01G0219000	ONIVA01G09590	100	100	1
OS01G0219200	ONIVA01G09600	100	100	0
OS01G0219300	ONIVA01G09610	98	98	1
OS01G0219500	ONIVA01G09650	100	100	1
OS01G0219600	ONIVA01G09660	99	99	1
OS01G0220100	ONIVA01G09700	100	100	1
OS01G0220200	ONIVA01G09710	83	39	0
OS01G0220300	ONIVA01G09720	99	70	1
OS01G0220500	ONIVA01G09740	29	34	0
OS01G0220700	ONIVA01G09770	32	22	0
OS01G0221100	ONIVA01G09800	91	67	1
OS01G0221300	ONIVA01G09820	95	99	1
OS01G0221600	ONIVA01G09840	99	99	0
OS01G0221900	ONIVA01G09850	93	31	1
OS01G0222300	ONIVA01G09880	99	38	0
OS01G0222500	ONIVA01G09890	95	96	1
OS01G0222600	ONIVA01G09900	100	100	1
OS01G0223000	ONIVA01G09930	88	90	0
OS01G0223300	ONIVA01G09970	73	90	1
OS01G0223900	ONIVA01G10000	99	100	1
OS01G0224000	ONIVA01G10010	97	99	1
OS01G0224100	ONIVA01G10020	97	99	1
OS01G0224200	ONIVA01G10030	100	100	1
OS01G0224400	ONIVA01G10050	67	18	0
OS01G0224500	ONIVA01G10060	99	99	1
OS01G0224700	ONIVA01G10070	100	100	1
OS01G0225000	ONIVA01G10090	93	100	1
OS01G0225100	ONIVA01G10100	67	33	0
OS01G0225200	ONIVA01G10120	90	33	0
OS01G0225300	ONIVA01G10130	97	54	1
OS01G0225400	ONIVA01G10140	100	38	1
OS01G0225500	ONIVA01G10150	99	99	1
OS01G0225600	ONIVA01G10160	100	100	1
OS01G0226200	ONIVA01G10180	85	85	1
OS01G0226300	ONIVA01G10190	99	63	0
OS01G0226400	ONIVA01G10200	100	100	1
OS01G0226500	ONIVA01G10210	93	76	1
OS01G0226600	ONIVA01G10220	93	91	1
OS01G0226700	ONIVA01G10230	99	63	1
OS01G0227100	ONIVA01G10250	99	88	1
OS01G0227200	ONIVA01G10260	99	99	1
OS01G0227400	ONIVA01G10290	80	75	0
OS01G0227500	ONIVA01G10280	59	93	1
OS01G0227700	ONIVA01G10300	60	97	1
OS01G0228300	ONIVA01G10620	100	84	1
OS01G0228400	ONIVA01G10630	99	100	0
OS01G0228500	ONIVA01G10640	75	81	0
OS01G0228600	ONIVA01G10650	98	64	1
OS01G0228800	ONIVA01G10660	98	98	0
OS01G0229100	ONIVA01G10680	98	98	0
OS01G0229200	ONIVA01G10690	100	99	1
OS01G0229300	ONIVA01G10700	99	93	1
OS01G0229400	ONIVA01G10710	91	58	0
OS01G0229500	ONIVA01G10720	51	49	0
OS01G0229700	ONIVA01G10730	82	28	1
OS01G0229800	ONIVA01G10740	88	38	0
OS01G0229900	ONIVA03G30850	68	71	1
OS01G0230200	ONIVA01G10770	89	91	0
OS01G0230700	ONIVA01G10780	89	55	1
OS01G0231000	ONIVA01G10790	98	97	0
OS01G0231500	ONIVA01G10820	100	100	1
OS01G0231600	ONIVA01G10830	87	6	0
OS01G0231700	ONIVA01G10840	100	100	1
OS01G0232000	ONIVA01G10850	100	100	1
OS01G0232100	ONIVA01G10860	100	100	1
OS01G0232200	ONIVA01G10870	100	92	1
OS01G0232300	ONIVA01G10880	99	35	0
OS01G0232400	ONIVA01G10890	99	99	1
OS01G0232500	ONIVA01G10900	100	87	1
OS01G0232700	ONIVA01G10920	100	100	0
OS01G0232800	ONIVA01G10930	94	81	0
OS01G0233000	ONIVA01G10950	99	99	1
OS01G0233100	ONIVA01G10960	93	94	1
OS01G0233400	ONIVA12G09390	100	100	1
OS01G0233800	ONIVA01G10990	100	100	1
OS01G0233900	ONIVA01G11000	80	100	1
OS01G0234100	ONIVA01G11020	86	92	0
OS01G0234200	ONIVA01G11030	100	100	1
OS01G0234300	ONIVA01G11040	100	62	1
OS01G0234499	ONIVA01G11040	96	39	1
OS01G0234700	ONIVA01G11060	99	99	1
OS01G0234850	ONIVA01G11070	96	61	1
OS01G0234900	ONIVA01G11080	52	100	1
OS01G0235100	ONIVA01G11100	99	73	1
OS01G0235300	ONIVA01G11130	100	100	1
OS01G0235350	ONIVA01G11140	94	100	1
OS01G0235400	ONIVA01G11150	100	55	1
OS01G0235500	ONIVA01G11160	100	100	1
OS01G0235700	ONIVA01G11170	99	100	1
OS01G0235800	ONIVA01G11180	100	62	1
OS01G0235900	ONIVA01G11190	99	99	1
OS01G0236000	ONIVA01G11200	100	99	1
OS01G0236300	ONIVA01G11220	100	99	1
OS01G0236400	ONIVA01G11230	54	59	0
OS01G0236700	ONIVA01G11240	100	100	1
OS01G0236800	ONIVA01G11250	98	99	1
OS01G0237000	ONIVA01G11260	100	100	1
OS01G0237100	ONIVA01G11270	79	79	0
OS01G0237366	ONIVA01G11290	3	4	0
OS01G0237366	ONIVA01G11300	47	51	0
OS01G0237500	ONIVA01G11310	87	27	0
OS01G0237750	ONIVA01G11310	98	38	0
OS01G0238200	ONIVA01G11370	100	100	1
OS01G0238700	ONIVA01G11420	99	99	1
OS01G0238800	ONIVA01G11430	92	88	0
OS01G0238900	ONIVA01G11440	97	59	1
OS01G0239000	ONIVA01G11450	98	99	1
OS01G0239100	ONIVA01G11460	100	100	1
OS01G0239200	ONIVA01G11470	100	100	0
OS01G0239300	ONIVA01G11480	76	64	0
OS01G0239700	ONIVA01G11490	100	100	1
OS01G0240600	ONIVA03G31090	9	18	0
OS01G0240700	ONIVA01G11510	95	95	0
OS01G0241000	ONIVA01G11540	97	80	0
OS01G0241100	ONIVA01G11550	99	99	0
OS01G0241400	ONIVA01G11560	93	100	1
OS01G0242200	ONIVA01G11570	82	75	0
OS01G0242300	ONIVA01G11580	99	99	1
OS01G0242400	ONIVA01G11590	100	100	1
OS01G0242500	ONIVA01G11600	97	97	1
OS01G0242600	ONIVA01G11610	99	97	1
OS01G0242900	ONIVA01G11620	99	99	1
OS01G0243000	ONIVA01G11630	100	100	1
OS01G0243100	ONIVA01G11650	99	49	0
OS01G0243200	ONIVA01G11660	99	85	1
OS01G0243600	ONIVA01G11690	100	100	1
OS01G0243700	ONIVA01G11700	94	99	0
OS01G0244000	ONIVA01G11710	53	14	0
OS01G0245532	ONIVA01G11750	91	17	1
OS01G0245600	ONIVA01G11760	91	96	0
OS01G0245700	ONIVA03G35240	32	56	0
OS01G0245901	ONIVA03G35240	32	57	0
OS01G0246100	ONIVA01G11770	94	100	1
OS01G0246200	ONIVA01G24280	25	77	0
OS01G0246400	ONIVA01G11800	99	99	1
OS01G0246500	ONIVA01G11810	97	100	1
OS01G0246601	ONIVA01G11820	100	100	1
OS01G0246700	ONIVA01G11830	100	69	1
OS01G0247500	ONIVA01G11840	99	87	1
OS01G0247600	ONIVA01G11850	39	64	0
OS01G0247700	ONIVA01G11860	84	78	0
OS01G0247900	ONIVA01G11870	86	97	1
OS01G0248000	ONIVA01G11880	100	100	1
OS01G0248300	ONIVA01G11890	95	100	1
OS01G0248400	ONIVA11G16990	97	95	0
OS01G0248500	ONIVA11G16980	84	97	1
OS01G0248600	ONIVA11G16970	99	62	1
OS01G0248701	ONIVA11G16960	90	99	1
OS01G0248800	ONIVA11G16950	100	52	1
OS01G0249100	ONIVA11G16940	94	39	1
OS01G0249200	ONIVA11G16930	100	100	1
OS01G0249300	ONIVA11G16920	96	63	1
OS01G0249700	ONIVA11G16900	57	86	0
OS01G0249800	ONIVA11G16890	79	93	1
OS01G0249900	ONIVA11G16880	84	67	0
OS01G0250600	ONIVA11G16870	100	100	1
OS01G0250900	ONIVA01G11950	99	90	0
OS01G0251100	ONIVA01G11960	100	100	1
OS01G0251200	ONIVA01G11970	99	97	1
OS01G0252100	ONIVA01G11990	100	96	1
OS01G0252300	ONIVA01G12000	100	100	1
OS01G0252600	ONIVA01G12020	100	100	1
OS01G0252900	ONIVA01G12040	84	53	0
OS01G0253200	ONIVA01G12080	97	98	1
OS01G0253300	ONIVA01G12090	100	82	1
OS01G0253400	ONIVA01G12100	99	99	0
OS01G0253500	ONIVA01G12110	97	97	1
OS01G0253600	ONIVA01G12120	100	100	1
OS01G0253800	ONIVA01G12130	95	98	1
OS01G0253900	ONIVA01G12140	100	100	1
OS01G0254000	ONIVA01G12150	100	100	1
OS01G0254100	ONIVA01G12160	100	100	1
OS01G0254200	ONIVA01G12170	100	100	1
OS01G0254300	ONIVA01G12180	93	97	0
OS01G0254400	ONIVA01G12190	99	99	1
OS01G0254850	ONIVA01G12210	44	98	1
OS01G0254900	ONIVA01G12220	100	100	1
OS01G0255000	ONIVA01G12240	100	88	1
OS01G0255100	ONIVA01G12250	91	88	1
OS01G0255700	ONIVA01G12320	99	91	1
OS01G0256300	ONIVA01G12340	58	61	0
OS01G0256400	ONIVA01G12360	98	98	1
OS01G0256500	ONIVA01G12370	95	95	1
OS01G0256600	ONIVA01G12380	99	99	0
OS01G0256800	ONIVA01G12390	94	92	0
OS01G0256900	ONIVA01G12400	90	99	0
OS01G0257100	ONIVA01G12410	99	99	1
OS01G0257300	ONIVA01G12430	100	100	1
OS01G0257400	ONIVA01G12440	100	100	1
OS01G0258700	ONIVA01G12470	100	100	1
OS01G0259200	ONIVA01G12480	96	91	0
OS01G0259400	ONIVA01G12490	81	99	1
OS01G0259600	ONIVA01G12500	97	30	0
OS01G0259900	ONIVA01G12510	84	100	1
OS01G0260500	ONIVA01G12560	100	60	0
OS01G0260700	ONIVA01G12570	100	100	0
OS01G0260800	ONIVA01G12580	98	98	1
OS01G0260950	ONIVA01G12590	62	38	1
OS01G0261100	ONIVA01G12600	100	100	1
OS01G0261200	ONIVA01G12610	99	91	1
OS01G0261500	ONIVA01G12630	87	43	0
OS01G0261700	ONIVA01G12640	72	28	0
OS01G0262401	ONIVA01G12670	64	97	1
OS01G0262500	ONIVA01G12680	100	94	1
OS01G0262600	ONIVA01G12690	100	100	1
OS01G0262700	ONIVA01G12700	78	71	0
OS01G0263400	ONIVA01G12730	94	74	1
OS01G0263500	ONIVA01G12750	95	100	1
OS01G0263600	ONIVA01G12760	99	77	1
OS01G0264000	ONIVA01G12770	89	81	0
OS01G0264100	ONIVA01G12780	60	21	1
OS01G0264400	ONIVA01G12820	100	99	1
OS01G0264500	ONIVA01G12830	49	48	0
OS01G0264600	ONIVA01G12840	100	100	1
OS01G0264700	ONIVA01G12850	99	97	0
OS01G0265000	ONIVA01G12870	100	100	1
OS01G0265100	ONIVA01G12880	99	61	1
OS01G0265200	ONIVA01G12890	94	97	0
OS01G0265400	ONIVA01G12900	15	6	0
OS01G0265700	ONIVA01G12920	99	99	1
OS01G0265800	ONIVA01G12930	96	96	1
OS01G0265900	ONIVA01G12940	100	79	1
OS01G0266000	ONIVA01G12950	99	99	0
OS01G0266100	ONIVA01G12960	99	99	1
OS01G0266400	ONIVA01G12980	100	98	1
OS01G0266500	ONIVA01G12990	97	54	0
OS01G0266800	ONIVA01G13000	90	91	0
OS01G0267100	ONIVA01G13020	100	100	1
OS01G0267200	ONIVA01G13030	100	100	1
OS01G0267300	ONIVA01G13040	80	99	1
OS01G0267400	ONIVA01G13050	86	69	1
OS01G0267600	ONIVA01G13060	99	99	1
OS01G0267800	ONIVA01G13080	99	99	1
OS01G0267900	ONIVA01G13090	100	100	0
OS01G0268000	ONIVA01G13100	63	26	0
OS01G0268000	ONIVA02G06260	63	60	0
OS01G0268100	ONIVA01G13110	89	96	1
OS01G0268300	ONIVA01G13140	100	100	1
OS01G0268600	ONIVA01G13150	97	100	1
OS01G0268700	ONIVA01G13160	80	80	1
OS01G0268800	ONIVA01G13170	100	100	0
OS01G0268900	ONIVA01G13180	98	99	0
OS01G0269000	ONIVA01G13190	99	99	1
OS01G0269100	ONIVA01G13200	97	57	1
OS01G0269800	ONIVA01G13270	96	56	0
OS01G0269900	ONIVA01G13280	99	95	1
OS01G0270100	ONIVA01G13290	94	100	1
OS01G0270300	ONIVA01G13300	94	94	0
OS01G0270700	ONIVA01G13320	88	80	0
OS01G0271000	ONIVA01G13330	94	79	1
OS01G0271200	ONIVA01G13340	100	100	1
OS01G0271400	ONIVA01G13350	100	100	1
OS01G0271500	ONIVA01G13360	95	96	1
OS01G0271700	ONIVA01G13370	91	56	1
OS01G0272600	ONIVA05G01670	100	100	1
OS01G0272700	ONIVA05G01680	83	83	1
OS01G0272800	ONIVA05G01690	98	48	1
OS01G0273000	ONIVA05G01720	100	100	1
OS01G0273100	ONIVA05G01730	100	100	1
OS01G0273300	ONIVA05G01750	100	100	1
OS01G0273500	ONIVA05G01760	89	24	0
OS01G0273800	ONIVA05G01770	100	100	1
OS01G0274100	ONIVA10G03730	99	93	1
OS01G0274800	ONIVA01G13400	72	56	0
OS01G0275200	ONIVA01G13420	57	33	0
OS01G0275600	ONIVA01G13440	97	80	0
OS01G0275800	ONIVA01G13450	85	73	1
OS01G0275900	ONIVA01G13460	84	60	1
OS01G0275950	ONIVA01G13460	89	31	1
OS01G0276000	ONIVA01G13470	98	80	0
OS01G0276100	ONIVA01G13480	93	82	0
OS01G0276200	ONIVA01G13490	63	76	1
OS01G0276300	ONIVA01G13500	100	100	1
OS01G0276400	ONIVA01G13510	100	95	1
OS01G0276500	ONIVA01G13520	99	99	1
OS01G0276600	ONIVA01G13530	100	100	1
OS01G0276700	ONIVA01G13540	100	98	1
OS01G0276800	ONIVA01G13550	100	100	1
OS01G0276900	ONIVA01G13560	95	77	0
OS01G0277500	ONIVA01G13580	88	100	0
OS01G0277600	ONIVA01G13590	97	91	0
OS01G0277700	ONIVA01G13610	98	95	0
OS01G0278000	ONIVA01G13640	97	96	1
OS01G0278200	ONIVA01G13660	95	5	0
OS01G0278600	ONIVA01G13680	90	97	1
OS01G0278900	ONIVA01G13720	100	100	1
OS01G0278950	ONIVA01G13730	99	100	1
OS01G0279100	ONIVA01G13740	100	92	1
OS01G0279200	ONIVA01G13750	100	86	1
OS01G0279300	ONIVA01G13760	99	69	1
OS01G0279400	ONIVA01G13770	81	86	0
OS01G0279700	ONIVA01G13790	99	94	0
OS01G0279800	ONIVA01G13800	100	100	1
OS01G0279900	ONIVA01G13810	100	98	1
OS01G0280000	ONIVA01G13820	93	98	0
OS01G0280400	ONIVA01G13860	99	99	1
OS01G0280500	ONIVA01G13870	96	100	0
OS01G0281000	ONIVA01G13900	100	100	1
OS01G0281200	ONIVA01G13910	98	54	1
OS01G0281301	ONIVA01G13920	100	100	1
OS01G0281400	ONIVA01G13930	100	100	1
OS01G0281600	ONIVA01G13950	100	100	1
OS01G0282800	ONIVA01G13990	98	78	1
OS01G0283000	ONIVA01G14000	99	99	1
OS01G0283100	ONIVA01G14010	96	75	1
OS01G0283300	ONIVA01G14030	96	99	1
OS01G0283400	ONIVA01G14050	100	100	0
OS01G0283500	ONIVA01G14040	75	70	0
OS01G0283600	ONIVA01G14060	98	52	1
OS01G0284300	ONIVA07G08220	80	80	0
OS01G0284500	ONIVA07G08210	100	100	0
OS01G0284700	ONIVA01G14070	94	65	1
OS01G0284900	ONIVA01G14080	100	98	1
OS01G0285300	ONIVA01G14120	100	100	1
OS01G0286000	ONIVA01G14140	100	100	1
OS01G0286100	ONIVA01G14150	94	91	1
OS01G0286500	ONIVA01G14160	74	46	1
OS01G0286600	ONIVA01G14180	99	95	1
OS01G0286900	ONIVA01G14200	70	40	0
OS01G0287600	ONIVA01G14250	100	100	1
OS01G0287700	ONIVA01G14260	54	25	1
OS01G0288200	ONIVA01G14290	100	100	1
OS01G0288800	ONIVA01G14300	99	94	1
OS01G0289100	ONIVA01G14310	96	96	0
OS01G0289600	ONIVA01G14320	79	54	1
OS01G0289900	ONIVA01G14330	79	86	0
OS01G0290000	ONIVA01G14340	100	48	1
OS01G0290600	ONIVA01G14350	99	99	1
OS01G0291500	ONIVA01G14420	62	100	1
OS01G0292200	ONIVA01G14450	80	100	1
OS01G0292700	ONIVA01G14470	96	67	1
OS01G0292900	ONIVA01G14480	100	100	1
OS01G0293000	ONIVA01G14490	100	100	1
OS01G0293100	ONIVA01G14500	98	93	1
OS01G0293200	ONIVA01G14510	92	92	0
OS01G0295600	ONIVA01G14780	91	66	1
OS01G0295700	ONIVA01G14790	100	100	1
OS01G0296000	ONIVA01G14810	97	63	0
OS01G0296100	ONIVA01G14820	95	96	1
OS01G0296200	ONIVA01G14830	99	52	0
OS01G0296700	ONIVA01G14840	100	64	1
OS01G0297200	ONIVA01G14750	100	100	1
OS01G0297700	ONIVA01G14850	86	92	0
OS01G0298301	ONIVA01G14880	66	74	1
OS01G0298400	ONIVA01G14890	100	100	1
OS01G0298500	ONIVA01G14910	26	52	1
OS01G0299100	ONIVA01G14940	81	67	1
OS01G0299200	ONIVA01G14950	97	71	1
OS01G0299300	ONIVA01G14960	88	98	0
OS01G0299500	ONIVA01G14980	85	69	1
OS01G0299700	ONIVA01G14990	90	74	1
OS01G0300000	ONIVA01G15020	90	93	1
OS01G0300200	ONIVA01G15040	97	100	0
OS01G0300400	ONIVA01G15050	61	98	1
OS01G0300600	ONIVA01G15090	100	35	1
OS01G0300900	ONIVA01G15100	99	96	0
OS01G0301000	ONIVA01G15110	97	97	1
OS01G0301500	ONIVA01G15140	90	95	1
OS01G0301700	ONIVA01G15160	99	93	1
OS01G0302500	ONIVA01G15210	50	88	0
OS01G0303000	ONIVA01G15230	98	98	1
OS01G0303100	ONIVA01G15240	94	100	1
OS01G0303200	ONIVA01G15250	82	93	0
OS01G0303300	ONIVA01G15260	76	54	0
OS01G0303600	ONIVA01G15270	100	84	1
OS01G0303800	ONIVA01G15280	100	100	1
OS01G0304000	ONIVA01G15290	100	100	0
OS01G0304100	ONIVA01G15300	97	75	1
OS01G0304300	ONIVA01G15320	100	100	0
OS01G0304400	ONIVA01G15330	99	99	1
OS01G0304500	ONIVA01G15340	78	56	1
OS01G0305200	ONIVA01G15360	57	46	0
OS01G0305900	ONIVA01G15380	91	90	0
OS01G0306100	ONIVA01G15390	99	98	1
OS01G0306200	ONIVA01G15400	79	79	0
OS01G0306400	ONIVA06G23260	86	92	1
OS01G0306800	ONIVA11G10240	99	97	1
OS01G0306900	ONIVA11G10250	99	98	1
OS01G0307500	ONIVA11G10260	98	98	0
OS01G0307686	ONIVA01G15440	27	29	0
OS01G0307750	ONIVA01G15450	84	86	1
OS01G0308300	ONIVA01G15470	96	99	0
OS01G0308600	ONIVA01G15480	99	99	0
OS01G0309800	ONIVA01G15530	100	100	1
OS01G0309900	ONIVA01G15540	100	100	1
OS01G0310500	ONIVA01G15690	93	48	0
OS01G0311100	ONIVA01G15710	86	61	1
OS01G0311400	ONIVA01G15720	88	58	1
OS01G0311500	ONIVA01G15730	100	100	1
OS01G0311600	ONIVA01G15740	97	95	1
OS01G0311800	ONIVA01G15770	100	100	0
OS01G0312500	ONIVA01G15790	99	72	0
OS01G0312800	ONIVA01G15810	100	98	1
OS01G0314000	ONIVA01G15870	78	52	0
OS01G0314100	ONIVA01G15880	99	99	1
OS01G0314300	ONIVA01G15900	100	100	1
OS01G0314800	ONIVA01G15930	99	99	1
OS01G0315600	ONIVA01G15950	66	30	1
OS01G0315700	ONIVA01G15950	100	37	1
OS01G0315800	ONIVA01G15960	97	100	1
OS01G0316100	ONIVA01G15970	88	99	0
OS01G0316500	ONIVA01G15980	100	90	1
OS01G0316600	ONIVA01G15990	44	12	0
OS01G0316900	ONIVA01G16010	94	40	0
OS01G0317800	ONIVA01G16030	96	96	1
OS01G0318000	ONIVA01G16050	54	57	1
OS01G0318400	ONIVA02G17060	4	6	0
OS01G0318700	ONIVA01G16080	79	33	1
OS01G0319000	ONIVA01G16100	100	93	1
OS01G0319200	ONIVA01G16120	92	79	0
OS01G0319400	ONIVA01G16210	97	100	1
OS01G0320400	ONIVA01G16240	98	98	1
OS01G0321300	ONIVA01G16320	86	38	0
OS01G0321700	ONIVA01G16340	98	91	1
OS01G0321800	ONIVA01G16350	100	100	1
OS01G0321900	ONIVA01G16370	98	95	1
OS01G0322800	ONIVA01G16410	100	100	1
OS01G0323000	ONIVA01G16440	94	93	0
OS01G0323100	ONIVA01G16450	100	75	1
OS01G0323300	ONIVA01G16480	99	99	1
OS01G0323500	ONIVA01G16490	98	31	0
OS01G0324400	ONIVA01G16540	61	46	0
OS01G0326100	ONIVA01G16580	75	100	1
OS01G0326300	ONIVA01G16570	37	49	0
OS01G0327400	ONIVA06G10560	93	94	0
OS01G0327500	ONIVA06G10550	99	96	0
OS01G0327600	ONIVA06G10540	91	98	0
OS01G0327900	ONIVA06G10520	91	87	0
OS01G0328300	ONIVA06G10500	74	41	0
OS01G0328500	ONIVA06G10470	99	99	1
OS01G0328600	ONIVA06G10460	81	54	0
OS01G0328700	ONIVA06G10450	100	100	1
OS01G0328900	ONIVA06G10420	97	97	1
OS01G0329000	ONIVA06G10410	96	97	1
OS01G0329300	ONIVA06G10400	100	100	1
OS01G0329400	ONIVA06G10390	99	99	1
OS01G0329800	ONIVA06G10380	96	96	0
OS01G0329900	ONIVA06G10370	96	100	0
OS01G0330200	ONIVA06G10340	100	100	1
OS01G0331100	ONIVA06G10280	73	82	0
OS01G0331900	ONIVA03G18580	100	100	1
OS01G0332100	ONIVA03G18600	100	100	1
OS01G0332200	ONIVA03G18610	86	81	0
OS01G0332500	ONIVA03G18620	76	99	1
OS01G0332700	ONIVA03G18630	69	85	1
OS01G0332800	ONIVA03G18640	97	89	0
OS01G0332900	ONIVA03G18650	81	39	1
OS01G0333600	ONIVA03G18670	97	96	1
OS01G0335600	ONIVA01G16790	95	32	0
OS01G0335700	ONIVA01G16800	99	99	1
OS01G0337100	ONIVA01G16760	94	67	0
OS01G0337500	ONIVA01G16820	99	99	1
OS01G0337600	ONIVA01G16830	89	87	0
OS01G0337700	ONIVA01G16840	100	100	1
OS01G0337900	ONIVA01G16850	100	100	1
OS01G0338000	ONIVA01G16860	99	92	1
OS01G0338100	ONIVA01G16870	98	99	1
OS01G0338200	ONIVA01G16890	99	99	1
OS01G0338600	ONIVA01G16910	100	99	1
OS01G0339400	ONIVA01G16930	100	98	1
OS01G0339500	ONIVA01G16940	83	69	0
OS01G0339600	ONIVA01G16950	60	45	0
OS01G0339600	ONIVA10G08510	38	51	0
OS01G0339900	ONIVA01G16970	100	100	1
OS01G0340100	ONIVA01G16990	100	100	1
OS01G0340400	ONIVA10G11850	40	25	0
OS01G0340600	ONIVA10G11820	99	94	1
OS01G0341200	ONIVA10G11790	92	91	1
OS01G0341300	ONIVA10G11800	93	82	1
OS01G0342500	ONIVA10G11770	83	99	1
OS01G0342800	ONIVA10G11740	100	100	1
OS01G0342900	ONIVA10G11750	94	90	0
OS01G0343100	ONIVA04G04180	90	91	1
OS01G0343200	ONIVA04G04170	82	73	0
OS01G0343300	ONIVA04G04160	98	100	1
OS01G0343500	ONIVA01G17030	56	33	0
OS01G0343500	ONIVA01G17040	93	42	0
OS01G0346250	ONIVA05G23910	91	80	0
OS01G0346600	ONIVA05G23920	80	39	0
OS01G0346700	ONIVA05G23930	99	99	0
OS01G0347000	ONIVA05G23950	99	99	1
OS01G0347100	ONIVA05G23960	95	64	1
OS01G0347200	ONIVA05G23970	100	100	1
OS01G0347300	ONIVA05G23890	86	87	1
OS01G0347600	ONIVA01G17100	98	98	0
OS01G0347600	ONIVA01G17160	98	98	0
OS01G0348600	ONIVA01G17190	100	100	1
OS01G0348700	ONIVA01G17200	100	100	0
OS01G0348800	ONIVA01G17210	82	57	0
OS01G0348900	ONIVA01G17220	98	98	0
OS01G0349400	ONIVA01G17250	100	100	1
OS01G0349800	ONIVA06G23690	92	98	1
OS01G0350000	ONIVA06G23700	99	99	1
OS01G0350300	ONIVA06G12770	98	45	1
OS01G0350900	ONIVA06G12750	98	52	0
OS01G0351100	ONIVA01G17260	95	58	0
OS01G0351200	ONIVA01G17270	41	94	0
OS01G0351300	ONIVA01G17290	100	100	1
OS01G0351500	ONIVA01G17300	93	83	0
OS01G0351800	ONIVA01G17320	95	95	0
OS01G0352100	ONIVA01G17330	93	93	0
OS01G0353400	ONIVA01G17360	94	80	0
OS01G0353633	ONIVA04G16720	67	41	0
OS01G0353633	ONIVA05G05380	94	41	0
OS01G0354200	ONIVA01G17410	86	63	0
OS01G0354700	ONIVA01G17430	89	91	0
OS01G0355250	ONIVA01G17460	94	94	0
OS01G0355500	ONIVA01G17470	94	95	1
OS01G0355600	ONIVA01G17490	99	63	0
OS01G0355700	ONIVA01G17500	91	54	0
OS01G0355800	ONIVA01G17520	37	50	1
OS01G0355900	ONIVA01G17530	93	99	1
OS01G0356400	ONIVA01G17540	96	93	1
OS01G0356500	ONIVA01G17570	100	71	1
OS01G0356800	ONIVA01G17580	96	94	1
OS01G0356900	ONIVA01G17590	84	89	1
OS01G0357100	ONIVA01G17600	94	74	1
OS01G0357500	ONIVA01G17630	94	95	1
OS01G0357800	ONIVA01G17650	100	100	1
OS01G0357900	ONIVA01G17670	97	99	1
OS01G0358100	ONIVA01G17700	100	100	1
OS01G0358300	ONIVA01G17710	100	100	1
OS01G0358400	ONIVA01G17720	100	100	1
OS01G0358700	ONIVA01G17740	98	38	0
OS01G0358800	ONIVA01G17750	38	61	1
OS01G0358900	ONIVA01G17760	67	37	1
OS01G0359600	ONIVA01G17780	99	55	1
OS01G0359800	ONIVA01G17790	100	100	1
OS01G0360200	ONIVA05G28340	100	100	1
OS01G0360600	ONIVA05G08790	100	91	1
OS01G0361000	ONIVA01G32750	76	29	0
OS01G0361000	ONIVA06G26800	66	30	0
OS01G0361500	ONIVA01G32730	87	98	0
OS01G0361700	ONIVA01G32720	97	9	1
OS01G0362000	ONIVA01G32700	90	57	0
OS01G0362100	ONIVA01G32680	94	91	1
OS01G0362400	ONIVA10G16730	68	50	1
OS01G0363300	ONIVA10G16690	47	100	1
OS01G0363300	ONIVA10G16700	49	99	1
OS01G0363600	ONIVA10G16670	76	51	0
OS01G0363900	ONIVA10G16650	93	98	0
OS01G0364100	ONIVA10G16640	98	100	1
OS01G0364400	ONIVA10G16630	74	77	0
OS01G0365300	ONIVA12G11950	26	20	0
OS01G0367700	ONIVA03G18350	48	77	0
OS01G0367700	ONIVA07G25250	73	71	0
OS01G0368500	ONIVA01G17840	95	46	1
OS01G0368900	ONIVA01G17860	100	100	1
OS01G0369000	ONIVA01G17870	100	99	1
OS01G0369200	ONIVA01G17880	100	100	1
OS01G0369300	ONIVA01G17900	100	76	0
OS01G0369500	ONIVA01G17910	94	92	1
OS01G0369700	ONIVA01G17930	94	100	1
OS01G0370000	ONIVA02G25000	81	78	1
OS01G0371200	ONIVA02G24990	100	97	1
OS01G0371500	ONIVA02G24980	100	56	1
OS01G0372400	ONIVA02G24960	98	98	1
OS01G0372500	ONIVA02G24950	70	98	1
OS01G0372700	ONIVA02G24940	100	100	1
OS01G0373200	ONIVA02G24930	31	53	1
OS01G0373500	ONIVA02G24920	100	100	1
OS01G0373700	ONIVA02G24910	79	53	1
OS01G0374000	ONIVA02G24890	100	100	1
OS01G0374200	ONIVA02G24880	99	99	1
OS01G0374501	ONIVA01G17950	46	31	0
OS01G0374600	ONIVA01G17960	89	86	0
OS01G0374900	ONIVA01G17990	99	99	1
OS01G0375000	ONIVA01G18000	99	99	0
OS01G0375100	ONIVA01G18020	99	99	1
OS01G0375200	ONIVA01G18040	56	99	0
OS01G0375500	ONIVA01G18140	95	54	1
OS01G0376600	ONIVA01G18050	92	99	1
OS01G0376700	ONIVA01G18060	96	76	1
OS01G0377000	ONIVA01G18080	89	96	0
OS01G0377250	ONIVA08G25730	31	27	0
OS01G0377500	ONIVA01G18090	93	84	0
OS01G0377700	ONIVA01G18100	100	100	0
OS01G0379400	ONIVA01G18180	79	89	1
