Gene stable ID	Selaginella moellendorffii gene stable ID	% identity	Selaginella moellendorffii % identity	Orthology confidence [0 low, 1 high]
OS01G0174000	SELMODRAFT_451326	25	35	1
OS01G0174000	SELMODRAFT_451330	21	47	1
OS01G0174500	SELMODRAFT_106693	39	40	0
OS01G0174500	SELMODRAFT_174666	38	41	0
OS01G0174900	SELMODRAFT_107942	26	48	1
OS01G0174900	SELMODRAFT_135669	29	54	1
OS01G0174900	SELMODRAFT_85254	26	48	1
OS01G0174900	SELMODRAFT_88036	32	49	1
OS01G0175000	SELMODRAFT_152462	46	47	1
OS01G0175000	SELMODRAFT_85852	45	49	1
OS01G0175600	SELMODRAFT_104444	45	61	1
OS01G0175600	SELMODRAFT_440430	49	57	1
OS01G0175700	SELMODRAFT_104444	46	61	1
OS01G0175700	SELMODRAFT_440430	49	57	1
OS01G0176500	SELMODRAFT_234547	12	50	1
OS01G0176500	SELMODRAFT_98470	12	50	1
OS01G0176700	SELMODRAFT_402040	25	31	1
OS01G0176700	SELMODRAFT_423260	26	31	1
OS01G0176800	SELMODRAFT_409003	28	16	1
OS01G0176800	SELMODRAFT_430582	28	18	1
OS01G0176900	SELMODRAFT_429765	22	20	1
OS01G0177100	SELMODRAFT_112245	53	50	1
OS01G0177100	SELMODRAFT_410492	47	49	1
OS01G0177100	SELMODRAFT_71494	15	63	1
OS01G0177100	SELMODRAFT_71495	15	63	1
OS01G0177100	SELMODRAFT_79275	52	50	1
OS01G0177100	SELMODRAFT_94317	46	47	1
OS01G0177200	SELMODRAFT_108210	60	61	0
OS01G0177200	SELMODRAFT_86216	60	61	0
OS01G0177400	SELMODRAFT_450789	32	32	1
OS01G0177400	SELMODRAFT_450793	32	31	1
OS01G0177900	SELMODRAFT_101338	52	13	0
OS01G0177900	SELMODRAFT_103527	54	14	0
OS01G0177900	SELMODRAFT_103668	54	14	0
OS01G0177900	SELMODRAFT_106912	54	14	0
OS01G0177900	SELMODRAFT_118688	53	14	0
OS01G0177900	SELMODRAFT_131727	53	14	0
OS01G0177900	SELMODRAFT_172580	54	14	0
OS01G0177900	SELMODRAFT_173584	54	14	0
OS01G0177900	SELMODRAFT_181854	52	14	0
OS01G0177900	SELMODRAFT_235359	53	15	0
OS01G0177900	SELMODRAFT_267739	51	14	0
OS01G0177900	SELMODRAFT_412699	56	14	0
OS01G0177900	SELMODRAFT_412710	54	11	0
OS01G0177900	SELMODRAFT_417263	54	12	0
OS01G0177900	SELMODRAFT_417266	56	15	0
OS01G0177900	SELMODRAFT_417272	56	15	0
OS01G0177900	SELMODRAFT_426328	53	14	0
OS01G0177900	SELMODRAFT_441717	56	15	0
OS01G0177900	SELMODRAFT_441720	55	12	0
OS01G0177900	SELMODRAFT_441722	47	10	0
OS01G0177900	SELMODRAFT_443490	56	15	0
OS01G0177900	SELMODRAFT_96758	56	15	0
OS01G0177900	SELMODRAFT_99541	55	14	0
OS01G0178000	SELMODRAFT_154248	64	61	0
OS01G0178000	SELMODRAFT_268593	62	61	0
OS01G0178200	SELMODRAFT_145251	40	47	1
OS01G0178200	SELMODRAFT_186736	40	47	1
OS01G0178400	SELMODRAFT_167051	55	21	1
OS01G0178400	SELMODRAFT_171686	57	24	1
OS01G0178400	SELMODRAFT_232803	55	26	1
OS01G0178400	SELMODRAFT_267276	56	24	1
OS01G0178400	SELMODRAFT_63731	55	26	1
OS01G0178400	SELMODRAFT_99313	56	24	1
OS01G0178700	SELMODRAFT_171829	42	46	1
OS01G0178700	SELMODRAFT_76977	43	45	1
OS01G0179200	SELMODRAFT_131549	54	58	1
OS01G0179200	SELMODRAFT_233311	51	59	1
OS01G0179300	SELMODRAFT_232461	38	42	1
OS01G0179300	SELMODRAFT_407147	10	25	1
OS01G0179300	SELMODRAFT_444781	34	28	1
OS01G0179300	SELMODRAFT_445244	34	26	1
OS01G0179400	SELMODRAFT_421796	46	26	0
OS01G0179400	SELMODRAFT_439584	46	26	0
OS01G0179500	SELMODRAFT_425401	18	15	1
OS01G0179500	SELMODRAFT_444069	18	15	1
OS01G0179700	SELMODRAFT_177231	86	86	1
OS01G0179700	SELMODRAFT_449886	86	86	1
OS01G0179800	SELMODRAFT_104684	41	44	1
OS01G0179800	SELMODRAFT_117651	47	55	1
OS01G0179800	SELMODRAFT_179397	42	47	1
OS01G0179800	SELMODRAFT_449363	41	45	1
OS01G0179800	SELMODRAFT_83891	47	55	1
OS01G0179800	SELMODRAFT_85365	42	43	1
OS01G0179800	SELMODRAFT_89240	41	44	1
OS01G0180600	SELMODRAFT_125776	33	43	1
OS01G0180600	SELMODRAFT_129323	33	43	1
OS01G0180700	SELMODRAFT_411205	31	22	1
OS01G0180700	SELMODRAFT_55254	23	42	1
OS01G0180800	SELMODRAFT_109750	58	63	0
OS01G0180800	SELMODRAFT_124091	59	64	0
OS01G0181000	SELMODRAFT_115612	15	16	1
OS01G0181000	SELMODRAFT_123480	15	15	1
OS01G0181000	SELMODRAFT_144478	14	21	1
OS01G0181000	SELMODRAFT_34543	11	23	1
OS01G0181000	SELMODRAFT_76871	17	18	1
OS01G0182200	SELMODRAFT_115406	45	47	1
OS01G0182200	SELMODRAFT_117054	45	47	1
OS01G0182400	SELMODRAFT_410825	7	9	1
OS01G0182400	SELMODRAFT_410828	15	14	1
OS01G0182400	SELMODRAFT_424293	8	8	1
OS01G0182400	SELMODRAFT_424296	16	14	1
OS01G0182600	SELMODRAFT_140066	49	53	1
OS01G0182600	SELMODRAFT_170553	49	54	1
OS01G0182832	SELMODRAFT_121984	1	1	1
OS01G0182832	SELMODRAFT_157234	5	3	1
OS01G0182832	SELMODRAFT_92147	1	1	1
OS01G0182832	SELMODRAFT_92664	5	3	1
OS01G0182900	SELMODRAFT_121984	0	0	1
OS01G0182900	SELMODRAFT_157234	59	14	1
OS01G0182900	SELMODRAFT_92147	0	0	1
OS01G0182900	SELMODRAFT_92664	59	14	1
OS01G0183000	SELMODRAFT_103062	50	49	1
OS01G0183000	SELMODRAFT_136490	49	49	1
OS01G0183100	SELMODRAFT_119155	48	50	1
OS01G0183100	SELMODRAFT_402172	49	46	1
OS01G0183300	SELMODRAFT_171623	29	43	1
OS01G0183300	SELMODRAFT_91806	26	45	1
OS01G0184100	SELMODRAFT_118204	31	44	0
OS01G0184100	SELMODRAFT_124672	37	51	0
OS01G0184100	SELMODRAFT_131356	39	52	0
OS01G0184100	SELMODRAFT_414788	38	52	0
OS01G0184100	SELMODRAFT_73459	31	44	0
OS01G0184100	SELMODRAFT_74961	40	52	0
OS01G0184100	SELMODRAFT_76462	39	52	0
OS01G0184100	SELMODRAFT_80181	38	52	0
OS01G0184100	SELMODRAFT_81204	43	59	0
OS01G0184100	SELMODRAFT_88339	43	59	0
OS01G0184100	SELMODRAFT_92031	37	51	0
OS01G0184500	SELMODRAFT_176623	41	44	1
OS01G0184500	SELMODRAFT_86079	37	50	1
OS01G0184800	SELMODRAFT_127396	62	63	1
OS01G0184800	SELMODRAFT_148698	63	64	1
OS01G0184900	SELMODRAFT_159743	57	56	0
OS01G0184900	SELMODRAFT_166865	57	57	0
OS01G0185100	SELMODRAFT_229533	32	20	1
OS01G0185100	SELMODRAFT_271950	32	20	1
OS01G0185200	SELMODRAFT_108529	60	63	1
OS01G0185200	SELMODRAFT_168502	61	63	1
OS01G0185200	SELMODRAFT_404079	51	54	1
OS01G0185200	SELMODRAFT_78641	51	53	1
OS01G0185400	SELMODRAFT_405665	28	19	1
OS01G0185400	SELMODRAFT_415566	28	23	1
OS01G0185900	SELMODRAFT_114491	16	63	1
OS01G0185900	SELMODRAFT_92733	16	63	1
OS01G0186200	SELMODRAFT_112753	37	40	1
OS01G0186200	SELMODRAFT_443359	37	38	1
OS01G0186700	SELMODRAFT_117203	61	68	1
OS01G0186700	SELMODRAFT_132737	61	68	1
OS01G0186900	SELMODRAFT_102485	49	52	1
OS01G0187400	SELMODRAFT_120214	56	56	1
OS01G0187400	SELMODRAFT_98651	56	56	1
OS01G0187600	SELMODRAFT_127173	41	18	1
OS01G0187600	SELMODRAFT_98722	41	18	1
OS01G0187900	SELMODRAFT_130556	28	67	1
OS01G0187900	SELMODRAFT_131017	28	67	1
OS01G0188100	SELMODRAFT_116993	55	56	1
OS01G0188100	SELMODRAFT_117056	51	58	1
OS01G0188100	SELMODRAFT_132655	53	55	1
OS01G0188100	SELMODRAFT_228878	54	55	1
OS01G0188100	SELMODRAFT_229575	54	55	1
OS01G0188100	SELMODRAFT_402706	55	54	1
OS01G0188100	SELMODRAFT_408167	55	54	1
OS01G0188100	SELMODRAFT_422116	18	22	1
OS01G0188200	SELMODRAFT_412413	26	8	1
OS01G0188400	SELMODRAFT_130484	60	65	1
OS01G0188400	SELMODRAFT_142026	63	68	1
OS01G0188400	SELMODRAFT_183698	63	68	1
OS01G0188400	SELMODRAFT_185015	60	64	1
OS01G0190000	SELMODRAFT_131940	62	55	1
OS01G0190000	SELMODRAFT_90998	62	55	1
OS01G0190300	SELMODRAFT_167506	23	13	1
OS01G0190300	SELMODRAFT_450582	23	13	1
OS01G0190400	SELMODRAFT_117919	51	50	1
OS01G0190400	SELMODRAFT_231902	56	55	1
OS01G0190400	SELMODRAFT_234446	56	55	1
OS01G0190400	SELMODRAFT_269299	52	49	1
OS01G0190400	SELMODRAFT_269350	57	51	1
OS01G0190400	SELMODRAFT_441916	57	51	1
OS01G0191150	SELMODRAFT_148414	43	19	1
OS01G0191150	SELMODRAFT_268848	43	19	1
OS01G0191200	SELMODRAFT_111877	27	32	1
OS01G0191300	SELMODRAFT_58101	24	69	1
OS01G0191300	SELMODRAFT_67638	24	68	1
OS01G0191500	SELMODRAFT_448827	45	45	1
OS01G0191700	SELMODRAFT_150344	64	67	1
OS01G0191700	SELMODRAFT_176350	64	67	1
OS01G0191800	SELMODRAFT_154240	76	77	0
OS01G0191800	SELMODRAFT_155165	76	77	0
OS01G0191900	SELMODRAFT_39504	24	72	1
OS01G0191900	SELMODRAFT_39509	24	72	1
OS01G0192000	SELMODRAFT_441947	48	32	0
OS01G0192000	SELMODRAFT_443970	40	40	0
OS01G0192000	SELMODRAFT_446000	40	40	0
OS01G0192000	SELMODRAFT_449116	48	32	0
OS01G0192300	SELMODRAFT_133546	30	53	1
OS01G0192300	SELMODRAFT_137652	30	53	1
OS01G0192600	SELMODRAFT_439372	52	48	1
OS01G0192600	SELMODRAFT_440255	52	49	1
OS01G0192900	SELMODRAFT_450990	38	46	1
OS01G0192900	SELMODRAFT_450992	38	44	1
OS01G0193600	SELMODRAFT_100133	48	49	1
OS01G0193600	SELMODRAFT_170457	48	49	1
OS01G0193900	SELMODRAFT_420594	17	16	1
OS01G0193900	SELMODRAFT_421903	17	16	1
OS01G0194000	SELMODRAFT_409106	34	24	1
OS01G0194000	SELMODRAFT_439353	29	23	1
OS01G0194300	SELMODRAFT_135647	35	36	1
OS01G0194300	SELMODRAFT_88313	34	34	1
OS01G0194600	SELMODRAFT_126550	26	27	1
OS01G0194600	SELMODRAFT_127444	31	33	1
OS01G0194600	SELMODRAFT_186010	31	33	1
OS01G0194600	SELMODRAFT_445456	26	27	1
OS01G0194600	SELMODRAFT_80143	32	39	1
OS01G0194600	SELMODRAFT_95720	32	39	1
OS01G0195000	SELMODRAFT_93509	25	83	1
OS01G0195200	SELMODRAFT_103057	54	36	1
OS01G0195200	SELMODRAFT_142337	49	69	1
OS01G0195200	SELMODRAFT_33807	51	75	1
OS01G0195200	SELMODRAFT_33809	51	75	1
OS01G0195500	SELMODRAFT_141796	61	67	1
OS01G0195500	SELMODRAFT_175548	59	68	1
OS01G0195500	SELMODRAFT_271103	61	67	1
OS01G0195500	SELMODRAFT_271902	59	68	1
OS01G0196500	SELMODRAFT_158468	30	30	1
OS01G0196500	SELMODRAFT_271785	30	30	1
OS01G0196600	SELMODRAFT_103617	50	56	1
OS01G0196600	SELMODRAFT_413874	40	48	1
OS01G0196600	SELMODRAFT_431577	28	39	1
OS01G0196600	SELMODRAFT_442125	46	47	1
OS01G0196600	SELMODRAFT_442885	46	47	1
OS01G0196600	SELMODRAFT_99566	50	57	1
OS01G0196600	SELMODRAFT_99631	17	63	1
OS01G0196600	SELMODRAFT_99871	44	52	1
OS01G0197100	SELMODRAFT_151754	29	37	1
OS01G0197100	SELMODRAFT_157387	35	35	1
OS01G0197100	SELMODRAFT_182839	31	31	1
OS01G0197100	SELMODRAFT_186571	35	36	1
OS01G0197100	SELMODRAFT_233379	35	36	1
OS01G0197100	SELMODRAFT_417566	34	37	1
OS01G0197200	SELMODRAFT_269342	72	71	0
OS01G0197200	SELMODRAFT_98552	72	67	0
OS01G0197450	SELMODRAFT_416001	10	31	1
OS01G0197500	SELMODRAFT_145064	36	21	1
OS01G0197500	SELMODRAFT_166507	32	22	1
OS01G0197700	SELMODRAFT_127173	43	45	1
OS01G0197700	SELMODRAFT_98722	43	45	1
OS01G0197900	SELMODRAFT_413790	32	14	0
OS01G0197900	SELMODRAFT_431698	33	15	0
OS01G0198000	SELMODRAFT_413790	32	21	0
OS01G0198000	SELMODRAFT_431698	32	21	0
OS01G0198200	SELMODRAFT_139482	70	75	0
OS01G0198200	SELMODRAFT_144765	70	75	0
OS01G0198200	SELMODRAFT_177864	64	71	0
OS01G0198200	SELMODRAFT_269002	68	72	0
OS01G0198900	SELMODRAFT_411192	15	23	1
OS01G0198900	SELMODRAFT_418358	15	23	1
OS01G0199300	SELMODRAFT_411192	20	28	1
OS01G0199300	SELMODRAFT_418358	20	28	1
OS01G0199400	SELMODRAFT_121858	43	53	1
OS01G0199400	SELMODRAFT_92683	43	53	1
OS01G0199700	SELMODRAFT_39386	16	43	1
OS01G0199900	SELMODRAFT_121407	56	61	1
OS01G0199900	SELMODRAFT_123573	56	61	1
OS01G0199900	SELMODRAFT_79988	51	56	1
OS01G0200000	SELMODRAFT_119789	64	65	1
OS01G0200000	SELMODRAFT_97230	64	65	1
OS01G0200200	SELMODRAFT_39386	22	43	1
OS01G0200300	SELMODRAFT_146209	42	21	1
OS01G0200300	SELMODRAFT_167294	34	19	1
OS01G0200300	SELMODRAFT_180804	39	20	1
OS01G0200300	SELMODRAFT_270225	42	21	1
OS01G0200300	SELMODRAFT_270954	38	20	1
OS01G0200300	SELMODRAFT_77000	34	18	1
OS01G0200400	SELMODRAFT_414157	18	29	1
OS01G0200400	SELMODRAFT_422846	30	30	1
OS01G0200500	SELMODRAFT_414465	26	41	1
OS01G0201100	SELMODRAFT_74856	44	51	1
OS01G0201100	SELMODRAFT_83932	48	54	1
OS01G0201200	SELMODRAFT_146775	23	48	1
OS01G0201200	SELMODRAFT_157107	23	43	1
OS01G0201200	SELMODRAFT_43546	25	48	1
OS01G0201200	SELMODRAFT_63609	25	48	1
OS01G0203000	SELMODRAFT_407084	32	33	1
OS01G0203000	SELMODRAFT_409126	32	33	1
OS01G0203800	SELMODRAFT_138138	24	29	1
OS01G0203800	SELMODRAFT_184343	24	28	1
OS01G0203800	SELMODRAFT_405308	24	24	1
OS01G0203800	SELMODRAFT_412400	25	24	1
OS01G0204000	SELMODRAFT_420136	33	38	1
OS01G0204000	SELMODRAFT_443310	33	23	1
OS01G0205100	SELMODRAFT_184954	40	45	1
OS01G0205100	SELMODRAFT_91051	40	45	1
OS01G0205200	SELMODRAFT_101239	25	24	1
OS01G0205200	SELMODRAFT_102435	34	28	1
OS01G0205200	SELMODRAFT_104103	27	27	1
OS01G0205200	SELMODRAFT_104474	28	28	1
OS01G0205200	SELMODRAFT_105197	21	26	1
OS01G0205200	SELMODRAFT_106776	34	28	1
OS01G0205200	SELMODRAFT_108652	33	32	1
OS01G0205200	SELMODRAFT_111910	24	26	1
OS01G0205200	SELMODRAFT_112174	33	28	1
OS01G0205200	SELMODRAFT_113567	33	27	1
OS01G0205200	SELMODRAFT_114363	32	27	1
OS01G0205200	SELMODRAFT_116224	33	24	1
OS01G0205200	SELMODRAFT_121697	31	28	1
OS01G0205200	SELMODRAFT_122934	28	26	1
OS01G0205200	SELMODRAFT_123298	28	27	1
OS01G0205200	SELMODRAFT_127579	36	33	1
OS01G0205200	SELMODRAFT_128847	34	28	1
OS01G0205200	SELMODRAFT_130050	35	32	1
OS01G0205200	SELMODRAFT_130235	28	27	1
OS01G0205200	SELMODRAFT_131170	31	24	1
OS01G0205200	SELMODRAFT_135370	31	24	1
OS01G0205200	SELMODRAFT_137057	31	32	1
OS01G0205200	SELMODRAFT_169299	33	28	1
OS01G0205200	SELMODRAFT_179704	30	31	1
OS01G0205200	SELMODRAFT_30095	35	31	1
OS01G0205200	SELMODRAFT_41818	22	28	1
OS01G0205200	SELMODRAFT_70183	33	33	1
OS01G0205200	SELMODRAFT_74762	22	23	1
OS01G0205200	SELMODRAFT_79732	36	29	1
OS01G0205200	SELMODRAFT_81196	35	32	1
OS01G0205200	SELMODRAFT_82072	34	28	1
OS01G0205200	SELMODRAFT_83339	33	31	1
OS01G0205200	SELMODRAFT_86405	33	24	1
OS01G0205200	SELMODRAFT_87452	23	23	1
OS01G0205200	SELMODRAFT_89230	29	31	1
OS01G0205200	SELMODRAFT_92231	33	28	1
OS01G0205200	SELMODRAFT_98426	30	33	1
OS01G0205500	SELMODRAFT_271568	86	89	0
OS01G0205500	SELMODRAFT_444767	86	89	0
OS01G0205600	SELMODRAFT_439227	31	32	0
OS01G0205600	SELMODRAFT_442986	31	31	0
OS01G0205900	SELMODRAFT_101253	50	51	1
OS01G0205900	SELMODRAFT_101258	46	48	1
OS01G0205900	SELMODRAFT_102433	46	48	1
OS01G0205900	SELMODRAFT_102685	46	48	1
OS01G0205900	SELMODRAFT_102882	42	42	1
OS01G0205900	SELMODRAFT_106421	46	48	1
OS01G0205900	SELMODRAFT_114366	47	49	1
OS01G0205900	SELMODRAFT_129957	43	45	1
OS01G0205900	SELMODRAFT_134739	46	48	1
OS01G0205900	SELMODRAFT_228326	47	48	1
OS01G0205900	SELMODRAFT_232269	46	48	1
OS01G0205900	SELMODRAFT_232270	43	46	1
OS01G0205900	SELMODRAFT_232491	50	51	1
OS01G0205900	SELMODRAFT_414521	42	43	1
OS01G0205900	SELMODRAFT_81737	43	44	1
OS01G0207300	SELMODRAFT_139062	87	36	0
OS01G0207300	SELMODRAFT_155092	86	36	0
OS01G0207300	SELMODRAFT_164791	87	36	0
OS01G0207300	SELMODRAFT_168213	86	36	0
OS01G0207300	SELMODRAFT_267476	87	36	0
OS01G0208600	SELMODRAFT_451017	18	14	1
OS01G0208600	SELMODRAFT_451018	18	14	1
OS01G0208700	SELMODRAFT_407118	12	29	1
OS01G0209000	SELMODRAFT_181974	52	53	1
OS01G0209500	SELMODRAFT_76400	46	18	1
OS01G0209500	SELMODRAFT_94683	46	18	1
OS01G0209800	SELMODRAFT_104889	57	59	1
OS01G0209800	SELMODRAFT_269243	57	59	1
OS01G0210400	SELMODRAFT_119385	25	33	1
OS01G0210400	SELMODRAFT_408147	24	14	1
OS01G0210400	SELMODRAFT_75446	25	33	1
OS01G0210400	SELMODRAFT_75600	24	33	1
OS01G0210800	SELMODRAFT_115433	0	0	1
OS01G0210800	SELMODRAFT_123321	0	0	1
OS01G0210900	SELMODRAFT_234389	53	54	1
OS01G0210900	SELMODRAFT_75218	55	53	1
OS01G0211000	SELMODRAFT_234389	51	54	1
OS01G0211000	SELMODRAFT_75218	53	52	1
OS01G0211200	SELMODRAFT_234389	54	55	1
OS01G0211200	SELMODRAFT_75218	56	53	1
OS01G0211600	SELMODRAFT_234389	57	44	1
OS01G0211600	SELMODRAFT_75218	59	43	1
OS01G0211800	SELMODRAFT_114543	14	67	1
OS01G0211800	SELMODRAFT_92966	14	67	1
OS01G0212400	SELMODRAFT_181929	41	45	1
OS01G0212400	SELMODRAFT_42348	44	48	1
OS01G0212400	SELMODRAFT_42349	44	48	1
OS01G0212400	SELMODRAFT_52345	41	46	1
OS01G0212400	SELMODRAFT_76965	36	39	1
OS01G0212400	SELMODRAFT_82683	36	39	1
OS01G0213800	SELMODRAFT_104521	9	60	1
OS01G0213800	SELMODRAFT_29160	7	58	1
OS01G0213800	SELMODRAFT_29162	7	61	1
OS01G0213800	SELMODRAFT_89227	9	60	1
OS01G0214400	SELMODRAFT_135153	44	38	0
OS01G0214400	SELMODRAFT_169553	44	31	0
OS01G0214400	SELMODRAFT_45492	44	36	0
OS01G0214500	SELMODRAFT_115201	56	57	1
OS01G0214500	SELMODRAFT_169207	56	57	1
OS01G0215100	SELMODRAFT_108565	39	12	0
OS01G0215100	SELMODRAFT_116268	43	12	0
OS01G0215100	SELMODRAFT_85426	39	12	0
OS01G0215100	SELMODRAFT_86355	44	12	0
OS01G0218100	SELMODRAFT_412681	29	41	1
OS01G0218100	SELMODRAFT_417246	29	41	1
OS01G0218200	SELMODRAFT_168306	36	43	0
OS01G0218200	SELMODRAFT_176812	36	43	0
OS01G0218700	SELMODRAFT_105244	41	51	1
OS01G0218700	SELMODRAFT_122318	41	53	1
OS01G0218700	SELMODRAFT_124815	48	61	1
OS01G0218700	SELMODRAFT_125433	32	51	1
OS01G0218700	SELMODRAFT_424411	42	50	1
OS01G0218700	SELMODRAFT_424412	43	51	1
OS01G0218700	SELMODRAFT_424776	38	43	1
OS01G0218700	SELMODRAFT_446842	43	51	1
OS01G0218700	SELMODRAFT_91321	49	61	1
OS01G0218800	SELMODRAFT_142359	27	48	0
OS01G0218800	SELMODRAFT_164635	36	48	0
OS01G0218800	SELMODRAFT_174869	28	47	0
OS01G0218800	SELMODRAFT_178454	36	48	0
OS01G0218900	SELMODRAFT_142359	1	1	0
OS01G0218900	SELMODRAFT_164635	21	11	0
OS01G0218900	SELMODRAFT_174869	1	1	0
OS01G0218900	SELMODRAFT_178454	21	11	0
OS01G0219000	SELMODRAFT_418784	28	27	1
OS01G0219000	SELMODRAFT_449274	28	26	1
OS01G0219100	SELMODRAFT_111302	45	44	1
OS01G0219100	SELMODRAFT_403420	33	39	1
OS01G0219200	SELMODRAFT_109733	22	33	1
OS01G0219200	SELMODRAFT_111858	21	32	1
OS01G0219200	SELMODRAFT_133642	22	33	1
OS01G0219200	SELMODRAFT_446968	21	9	1
OS01G0219600	SELMODRAFT_109529	48	46	1
OS01G0219600	SELMODRAFT_120650	48	46	1
OS01G0219600	SELMODRAFT_182204	54	56	1
OS01G0219600	SELMODRAFT_232575	53	56	1
OS01G0219600	SELMODRAFT_234652	55	56	1
OS01G0219600	SELMODRAFT_99802	53	52	1
OS01G0220100	SELMODRAFT_109529	50	48	1
OS01G0220100	SELMODRAFT_120650	51	49	1
OS01G0220100	SELMODRAFT_182204	54	55	1
OS01G0220100	SELMODRAFT_232575	53	57	1
OS01G0220100	SELMODRAFT_234652	54	56	1
OS01G0220100	SELMODRAFT_99802	55	54	1
OS01G0220200	SELMODRAFT_100747	31	31	1
OS01G0220200	SELMODRAFT_409941	33	11	1
OS01G0220300	SELMODRAFT_105261	37	44	1
OS01G0220300	SELMODRAFT_99143	36	43	1
OS01G0220700	SELMODRAFT_114302	19	11	1
OS01G0220700	SELMODRAFT_146597	19	11	1
OS01G0220700	SELMODRAFT_15635	19	12	1
OS01G0220700	SELMODRAFT_15637	19	12	1
OS01G0220700	SELMODRAFT_36369	17	12	1
OS01G0220700	SELMODRAFT_36370	17	12	1
OS01G0221100	SELMODRAFT_233086	32	27	1
OS01G0221100	SELMODRAFT_85812	33	26	1
OS01G0221100	SELMODRAFT_93250	27	23	1
OS01G0221400	SELMODRAFT_29641	47	70	0
OS01G0221400	SELMODRAFT_39593	51	78	0
OS01G0221400	SELMODRAFT_39594	42	59	0
OS01G0221400	SELMODRAFT_39596	51	78	0
OS01G0221400	SELMODRAFT_409810	49	20	0
OS01G0221400	SELMODRAFT_429087	44	24	0
OS01G0221400	SELMODRAFT_440562	47	23	0
OS01G0221600	SELMODRAFT_126297	24	38	1
OS01G0221600	SELMODRAFT_42997	35	39	1
OS01G0221600	SELMODRAFT_56569	21	37	1
OS01G0221600	SELMODRAFT_56571	21	37	1
OS01G0221900	SELMODRAFT_115196	29	9	1
OS01G0221900	SELMODRAFT_88965	29	9	1
OS01G0222500	SELMODRAFT_270805	58	58	0
OS01G0222500	SELMODRAFT_271490	58	58	0
OS01G0223800	SELMODRAFT_129564	19	53	1
OS01G0223800	SELMODRAFT_17620	13	62	1
OS01G0223800	SELMODRAFT_17623	14	63	1
OS01G0223800	SELMODRAFT_27746	13	62	1
OS01G0223800	SELMODRAFT_27749	14	62	1
OS01G0223800	SELMODRAFT_84378	20	52	1
OS01G0223900	SELMODRAFT_129564	18	52	1
OS01G0223900	SELMODRAFT_17620	13	61	1
OS01G0223900	SELMODRAFT_17623	13	61	1
OS01G0223900	SELMODRAFT_27746	13	61	1
OS01G0223900	SELMODRAFT_27749	13	61	1
OS01G0223900	SELMODRAFT_84378	19	50	1
OS01G0224000	SELMODRAFT_129564	19	53	1
OS01G0224000	SELMODRAFT_17620	13	60	1
OS01G0224000	SELMODRAFT_17623	13	61	1
OS01G0224000	SELMODRAFT_27746	13	60	1
OS01G0224000	SELMODRAFT_27749	13	60	1
OS01G0224000	SELMODRAFT_84378	20	52	1
OS01G0224400	SELMODRAFT_107897	42	10	1
OS01G0224400	SELMODRAFT_110994	42	10	1
OS01G0225000	SELMODRAFT_81011	54	55	1
OS01G0225000	SELMODRAFT_89008	55	55	1
OS01G0225200	SELMODRAFT_105942	29	14	1
OS01G0225200	SELMODRAFT_112935	29	14	1
OS01G0225300	SELMODRAFT_424522	18	24	1
OS01G0225300	SELMODRAFT_425928	17	22	1
OS01G0225400	SELMODRAFT_104329	58	26	1
OS01G0225400	SELMODRAFT_173629	59	23	1
OS01G0225400	SELMODRAFT_180289	59	23	1
OS01G0225400	SELMODRAFT_66137	48	24	1
OS01G0225400	SELMODRAFT_81343	58	26	1
OS01G0225500	SELMODRAFT_104329	47	60	1
OS01G0225500	SELMODRAFT_173629	48	54	1
OS01G0225500	SELMODRAFT_180289	48	54	1
OS01G0225500	SELMODRAFT_66137	44	64	1
OS01G0225500	SELMODRAFT_81343	46	59	1
OS01G0225600	SELMODRAFT_158994	56	57	1
OS01G0225600	SELMODRAFT_448713	56	57	1
OS01G0226400	SELMODRAFT_440620	57	57	1
OS01G0226400	SELMODRAFT_442341	57	57	1
OS01G0226500	SELMODRAFT_410370	20	13	1
OS01G0226500	SELMODRAFT_411484	13	18	1
OS01G0226500	SELMODRAFT_421352	19	26	1
OS01G0226500	SELMODRAFT_422277	19	25	1
OS01G0226600	SELMODRAFT_43399	35	61	1
OS01G0226600	SELMODRAFT_53394	37	57	1
OS01G0227100	SELMODRAFT_128787	48	60	1
OS01G0227100	SELMODRAFT_405906	51	46	1
OS01G0227300	SELMODRAFT_228214	83	83	1
OS01G0227300	SELMODRAFT_228953	83	83	1
OS01G0228300	SELMODRAFT_124507	49	47	1
OS01G0228300	SELMODRAFT_132224	48	46	1
OS01G0228400	SELMODRAFT_11024	29	38	0
OS01G0228400	SELMODRAFT_21211	29	37	0
OS01G0228500	SELMODRAFT_75450	30	31	1
OS01G0228500	SELMODRAFT_77584	31	32	1
OS01G0228500	SELMODRAFT_87239	30	31	1
OS01G0228500	SELMODRAFT_95106	31	32	1
OS01G0228600	SELMODRAFT_109271	40	40	1
OS01G0228600	SELMODRAFT_156743	40	40	1
OS01G0229000	SELMODRAFT_29850	0	0	0
OS01G0229000	SELMODRAFT_9604	0	0	0
OS01G0229100	SELMODRAFT_146079	61	60	1
OS01G0229100	SELMODRAFT_149527	61	60	1
OS01G0229200	SELMODRAFT_269934	16	28	1
OS01G0229200	SELMODRAFT_39144	9	75	1
OS01G0229200	SELMODRAFT_39145	9	75	1
OS01G0229200	SELMODRAFT_44205	23	43	1
OS01G0229700	SELMODRAFT_413195	29	10	1
OS01G0229700	SELMODRAFT_418457	29	11	1
