Gene stable ID	Prunus persica gene stable ID	% identity	Prunus persica % identity	Orthology confidence [0 low, 1 high]
OS01G0162800	PRUPE_ppa023852mg	33	37	1
OS01G0162800	PRUPE_ppa026755mg	34	34	1
OS01G0163000	PRUPE_ppa015767mg	37	34	1
OS01G0163000	PRUPE_ppa022349mg	26	30	1
OS01G0163000	PRUPE_ppa022632mg	27	31	1
OS01G0163000	PRUPE_ppa023852mg	36	37	1
OS01G0163000	PRUPE_ppa026755mg	37	35	1
OS01G0164075	PRUPE_ppa015707mg	21	41	1
OS01G0164300	PRUPE_ppa015707mg	19	41	1
OS01G0164400	PRUPE_ppa025236mg	56	86	1
OS01G0164500	PRUPE_ppa003226mg	59	65	1
OS01G0164600	PRUPE_ppa019773mg	51	66	1
OS01G0164700	PRUPE_ppa008591mg	42	17	0
OS01G0164800	PRUPE_ppa023298mg	49	11	0
OS01G0164900	PRUPE_ppa023298mg	7	3	0
OS01G0165000	PRUPE_ppa022996mg	31	17	1
OS01G0165100	PRUPE_ppa004684mg	54	55	1
OS01G0165200	PRUPE_ppa021064mg	33	34	1
OS01G0165600	PRUPE_ppa012908mg	34	38	1
OS01G0165800	PRUPE_ppa016821mg	7	5	0
OS01G0166100	PRUPE_ppa007992mg	51	49	0
OS01G0166100	PRUPE_ppa008466mg	59	59	0
OS01G0166100	PRUPE_ppa017966mg	57	55	0
OS01G0166300	PRUPE_ppa007992mg	41	26	0
OS01G0166300	PRUPE_ppa008466mg	49	33	0
OS01G0166300	PRUPE_ppa017966mg	51	33	0
OS01G0166400	PRUPE_ppa012117mg	39	42	1
OS01G0166500	PRUPE_ppa018358mg	7	8	0
OS01G0166500	PRUPE_ppa022321mg	5	7	0
OS01G0166700	PRUPE_ppa009037m1g	41	32	1
OS01G0166800	PRUPE_ppa003263mg	53	54	1
OS01G0167500	PRUPE_ppa007878mg	76	77	1
OS01G0167500	PRUPE_ppa007974mg	78	79	1
OS01G0167750	PRUPE_ppa025125mg	44	41	1
OS01G0167900	PRUPE_ppa003090mg	33	23	1
OS01G0167900	PRUPE_ppa003983mg	22	18	1
OS01G0168100	PRUPE_ppa003090mg	37	36	1
OS01G0168100	PRUPE_ppa003983mg	30	33	1
OS01G0168200	PRUPE_ppa013117mg	63	60	1
OS01G0168200	PRUPE_ppa015934mg	55	54	1
OS01G0168300	PRUPE_ppa008050mg	54	60	1
OS01G0168500	PRUPE_ppa006470mg	69	70	1
OS01G0168800	PRUPE_ppa009136mg	37	41	0
OS01G0168800	PRUPE_ppa025443mg	15	28	0
OS01G0169400	PRUPE_ppa018381mg	43	61	1
OS01G0169400	PRUPE_ppa023059mg	46	60	1
OS01G0169500	PRUPE_ppa000120mg	38	40	1
OS01G0169500	PRUPE_ppa023330mg	9	39	1
OS01G0169800	PRUPE_ppa018754mg	47	27	1
OS01G0169800	PRUPE_ppa019805mg	47	25	1
OS01G0169900	PRUPE_ppa003425mg	39	39	1
OS01G0169900	PRUPE_ppa003684mg	38	39	1
OS01G0169900	PRUPE_ppa005168m1g	15	31	1
OS01G0169900	PRUPE_ppa005168m2g	11	33	1
OS01G0170000	PRUPE_ppa001744mg	67	29	1
OS01G0170000	PRUPE_ppa023176mg	54	42	1
OS01G0170100	PRUPE_ppa005042mg	48	27	1
OS01G0170300	PRUPE_ppa018789mg	57	57	1
OS01G0170500	PRUPE_ppa014618mg	59	63	1
OS01G0170800	PRUPE_ppa014874mg	35	27	1
OS01G0171000	PRUPE_ppa003642mg	67	75	1
OS01G0171800	PRUPE_ppa007990mg	48	47	1
OS01G0171800	PRUPE_ppa008739mg	46	48	1
OS01G0171800	PRUPE_ppa026806mg	44	45	1
OS01G0172000	PRUPE_ppa005841mg	57	17	0
OS01G0172100	PRUPE_ppa009490mg	49	66	1
OS01G0172200	PRUPE_ppa002303mg	52	57	1
OS01G0172300	PRUPE_ppa012664mg	37	43	1
OS01G0172400	PRUPE_ppa001519mg	78	78	0
OS01G0172400	PRUPE_ppa001528mg	74	74	0
OS01G0172600	PRUPE_ppa008723mg	75	53	1
OS01G0172800	PRUPE_ppa010782mg	35	28	1
OS01G0172800	PRUPE_ppa019133mg	30	45	1
OS01G0172800	PRUPE_ppa025458mg	35	49	1
OS01G0172900	PRUPE_ppa015678mg	31	24	1
OS01G0172900	PRUPE_ppa015822mg	33	26	1
OS01G0172900	PRUPE_ppa018519mg	32	23	1
OS01G0172900	PRUPE_ppa019727mg	27	21	1
OS01G0172900	PRUPE_ppa021095mg	32	15	1
OS01G0172900	PRUPE_ppa023489mg	28	19	1
OS01G0173000	PRUPE_ppa012374mg	43	45	1
OS01G0173100	PRUPE_ppa013322mg	64	76	1
OS01G0173600	PRUPE_ppa012380mg	44	55	1
OS01G0173600	PRUPE_ppa015560mg	31	57	1
OS01G0173600	PRUPE_ppa016181mg	20	62	1
OS01G0173600	PRUPE_ppa027137mg	43	55	1
OS01G0173900	PRUPE_ppa000355mg	57	69	1
OS01G0173900	PRUPE_ppa000906mg	45	71	1
OS01G0173900	PRUPE_ppa014637mg	61	62	1
OS01G0173900	PRUPE_ppa017819m3g	44	69	1
OS01G0173900	PRUPE_ppa020395mg	59	60	1
OS01G0173900	PRUPE_ppa022260mg	60	62	1
OS01G0174000	PRUPE_ppa012064mg	25	47	1
OS01G0174100	PRUPE_ppa013610mg	35	35	1
OS01G0174100	PRUPE_ppa018645mg	33	31	1
OS01G0174300	PRUPE_ppa008641mg	73	70	1
OS01G0174500	PRUPE_ppa024698mg	30	34	1
OS01G0174700	PRUPE_ppa004745mg	62	62	1
OS01G0174900	PRUPE_ppa012405mg	42	46	1
OS01G0174900	PRUPE_ppa024541mg	40	51	1
OS01G0175000	PRUPE_ppa009197mg	73	62	0
OS01G0175000	PRUPE_ppa010240mg	67	67	0
OS01G0175000	PRUPE_ppa017996mg	72	74	0
OS01G0175100	PRUPE_ppa013408mg	36	40	1
OS01G0175100	PRUPE_ppa013512mg	34	39	1
OS01G0175600	PRUPE_ppa021289mg	63	65	0
OS01G0175600	PRUPE_ppa024840mg	66	68	0
OS01G0175700	PRUPE_ppa021289mg	63	66	0
OS01G0175700	PRUPE_ppa024840mg	66	68	0
OS01G0176300	PRUPE_ppa002028mg	46	42	1
OS01G0176400	PRUPE_ppa006135mg	40	18	1
OS01G0176500	PRUPE_ppa002010mg	43	49	0
OS01G0176700	PRUPE_ppa016044mg	36	35	1
OS01G0176800	PRUPE_ppa000621mg	43	44	0
OS01G0177100	PRUPE_ppa001131mg	62	61	0
OS01G0177100	PRUPE_ppa001612mg	48	53	0
OS01G0177100	PRUPE_ppa026892mg	30	63	0
OS01G0177200	PRUPE_ppa001521mg	72	71	0
OS01G0177400	PRUPE_ppa007336mg	39	39	1
OS01G0177400	PRUPE_ppa015241mg	35	37	1
OS01G0177400	PRUPE_ppa018007mg	33	36	1
OS01G0177400	PRUPE_ppa018610mg	34	37	1
OS01G0177400	PRUPE_ppa020624mg	35	38	1
OS01G0177900	PRUPE_ppa000236mg	70	18	1
OS01G0178000	PRUPE_ppa006806mg	73	73	1
OS01G0178100	PRUPE_ppa005811mg	46	44	1
OS01G0178200	PRUPE_ppa010966mg	41	61	1
OS01G0178400	PRUPE_ppa004440mg	57	23	1
OS01G0178400	PRUPE_ppa004572mg	60	25	1
OS01G0178500	PRUPE_ppa010303mg	45	35	1
OS01G0178500	PRUPE_ppa011570mg	50	48	1
OS01G0178700	PRUPE_ppa005884mg	48	47	1
OS01G0178700	PRUPE_ppa006140mg	50	50	1
OS01G0179200	PRUPE_ppa008047mg	67	66	1
OS01G0179200	PRUPE_ppa008229mg	67	68	1
OS01G0179300	PRUPE_ppa008677mg	49	50	1
OS01G0179300	PRUPE_ppa008750mg	49	50	1
OS01G0179400	PRUPE_ppa000053mg	69	34	0
OS01G0179500	PRUPE_ppa000151mg	31	21	0
OS01G0179600	PRUPE_ppa005161mg	36	37	1
OS01G0179600	PRUPE_ppa016890mg	36	36	1
OS01G0179600	PRUPE_ppa021645mg	36	37	1
OS01G0179600	PRUPE_ppa024612mg	37	38	1
OS01G0179700	PRUPE_ppa009820mg	95	70	0
OS01G0179700	PRUPE_ppa011633mg	94	94	0
OS01G0179800	PRUPE_ppa006940mg	54	59	1
OS01G0180000	PRUPE_ppa019759m1g	48	49	1
OS01G0180300	PRUPE_ppa003944mg	27	39	0
OS01G0180400	PRUPE_ppa006815mg	37	18	1
OS01G0180400	PRUPE_ppa011797mg	33	32	1
OS01G0180600	PRUPE_ppa000647mg	45	52	1
OS01G0180700	PRUPE_ppa022829mg	36	35	1
OS01G0180800	PRUPE_ppa001317mg	72	71	1
OS01G0181000	PRUPE_ppa003799mg	26	28	1
OS01G0182200	PRUPE_ppa010591mg	61	61	1
OS01G0182200	PRUPE_ppa010686mg	54	56	1
OS01G0182300	PRUPE_ppa020686mg	19	34	1
OS01G0182300	PRUPE_ppa023831mg	16	30	1
OS01G0182300	PRUPE_ppa025205mg	23	34	1
OS01G0182400	PRUPE_ppa020776mg	19	20	1
OS01G0182600	PRUPE_ppa000556mg	67	71	1
OS01G0182700	PRUPE_ppa020629mg	39	48	0
OS01G0182832	PRUPE_ppa027199mg	28	23	1
OS01G0182900	PRUPE_ppa027199mg	0	0	1
OS01G0183000	PRUPE_ppa007687mg	59	60	1
OS01G0183100	PRUPE_ppa018317mg	50	58	1
OS01G0183100	PRUPE_ppa019002mg	57	63	1
OS01G0183300	PRUPE_ppa002431mg	51	46	1
OS01G0183400	PRUPE_ppa018287mg	33	25	1
OS01G0183633	PRUPE_ppa013187mg	44	35	1
OS01G0183633	PRUPE_ppa016202mg	35	45	1
OS01G0183633	PRUPE_ppa021748mg	47	36	1
OS01G0183800	PRUPE_ppa016879mg	28	26	1
OS01G0183800	PRUPE_ppa019238mg	25	26	1
OS01G0183800	PRUPE_ppa019926mg	13	21	1
OS01G0183800	PRUPE_ppa020255mg	23	22	1
OS01G0183800	PRUPE_ppa021461mg	26	23	1
OS01G0183800	PRUPE_ppa026622mg	26	25	1
OS01G0183800	PRUPE_ppb013917mg	30	26	1
OS01G0184000	PRUPE_ppa007204mg	56	56	1
OS01G0184100	PRUPE_ppa019163mg	59	60	1
OS01G0184100	PRUPE_ppa027118mg	47	57	1
OS01G0184500	PRUPE_ppa002766mg	59	58	0
OS01G0184800	PRUPE_ppa010356mg	72	72	1
OS01G0184800	PRUPE_ppa010366mg	71	70	1
OS01G0184900	PRUPE_ppa002690mg	70	69	1
OS01G0185100	PRUPE_ppa009262mg	37	24	1
OS01G0185100	PRUPE_ppa015288mg	24	33	1
OS01G0185100	PRUPE_ppa019147mg	22	25	1
OS01G0185100	PRUPE_ppa020154mg	25	25	1
OS01G0185100	PRUPE_ppa022220mg	23	27	1
OS01G0185100	PRUPE_ppa023098mg	21	18	1
OS01G0185100	PRUPE_ppa023676mg	23	31	1
OS01G0185100	PRUPE_ppa024257mg	25	24	1
OS01G0185100	PRUPE_ppa025781mg	23	30	1
OS01G0185200	PRUPE_ppa001599mg	75	75	1
OS01G0185400	PRUPE_ppa023545mg	33	37	1
OS01G0185500	PRUPE_ppa009667mg	51	50	1
OS01G0185900	PRUPE_ppa017919mg	36	34	1
OS01G0185900	PRUPE_ppa020780mg	35	37	1
OS01G0185900	PRUPE_ppa021195mg	37	29	1
OS01G0186000	PRUPE_ppa015480mg	32	31	1
OS01G0186200	PRUPE_ppa008012mg	43	49	1
OS01G0186700	PRUPE_ppa004267mg	71	74	1
OS01G0186700	PRUPE_ppa004541mg	71	76	1
OS01G0186700	PRUPE_ppa018594mg	14	71	1
OS01G0186700	PRUPE_ppa023948mg	13	76	1
OS01G0186900	PRUPE_ppa004524mg	52	47	1
OS01G0186900	PRUPE_ppa004917mg	51	48	1
OS01G0187400	PRUPE_ppa000219mg	66	65	0
OS01G0187400	PRUPE_ppa000221mg	65	64	0
OS01G0187600	PRUPE_ppa021859mg	46	23	1
OS01G0187600	PRUPE_ppb021417mg	45	21	1
OS01G0187900	PRUPE_ppa007697mg	48	49	1
OS01G0188100	PRUPE_ppa008773mg	62	65	1
OS01G0188200	PRUPE_ppa000471mg	32	8	1
OS01G0188400	PRUPE_ppa002714mg	72	72	0
OS01G0188400	PRUPE_ppa003142mg	72	77	0
OS01G0188400	PRUPE_ppa003210mg	72	77	0
OS01G0190000	PRUPE_ppa008628mg	69	60	1
OS01G0190300	PRUPE_ppa007663mg	44	29	1
OS01G0190300	PRUPE_ppa013361mg	26	50	1
OS01G0190500	PRUPE_ppa019001mg	37	42	0
OS01G0190500	PRUPE_ppa025288mg	42	46	0
OS01G0191000	PRUPE_ppa012621mg	64	70	1
OS01G0191100	PRUPE_ppa011311mg	65	34	1
OS01G0191100	PRUPE_ppa012794mg	68	50	1
OS01G0191150	PRUPE_ppa010614mg	52	12	1
OS01G0191150	PRUPE_ppa013285mg	55	24	1
OS01G0191200	PRUPE_ppa010152mg	38	44	1
OS01G0191300	PRUPE_ppa004775mg	59	57	1
OS01G0191500	PRUPE_ppa004446mg	56	56	1
OS01G0191500	PRUPE_ppa004554mg	56	56	1
OS01G0191700	PRUPE_ppa003635mg	72	68	0
OS01G0191700	PRUPE_ppa003994mg	71	71	0
OS01G0191700	PRUPE_ppa004610mg	71	76	0
OS01G0191800	PRUPE_ppa009425mg	85	85	1
OS01G0191900	PRUPE_ppa019554mg	37	34	0
OS01G0191900	PRUPE_ppa026975mg	37	39	0
OS01G0192000	PRUPE_ppa007297mg	51	53	1
OS01G0192000	PRUPE_ppa007432mg	46	48	1
OS01G0192300	PRUPE_ppa008425mg	46	43	1
OS01G0192300	PRUPE_ppa010092mg	34	40	1
OS01G0192300	PRUPE_ppa016461mg	35	45	1
OS01G0192600	PRUPE_ppa007955mg	74	73	1
OS01G0192600	PRUPE_ppa008061mg	75	75	1
OS01G0192900	PRUPE_ppa008124mg	43	67	1
OS01G0192900	PRUPE_ppa022214mg	53	67	1
OS01G0193600	PRUPE_ppa003907mg	64	66	1
OS01G0193900	PRUPE_ppa000472mg	31	23	0
OS01G0193900	PRUPE_ppa000476mg	28	21	0
OS01G0194000	PRUPE_ppa017390mg	37	28	1
OS01G0194200	PRUPE_ppa005978mg	39	40	1
OS01G0194200	PRUPE_ppa006066mg	46	47	1
OS01G0194300	PRUPE_ppa015728mg	53	52	1
OS01G0195000	PRUPE_ppa004346m2g	35	49	1
OS01G0195200	PRUPE_ppa001410mg	61	33	1
OS01G0195400	PRUPE_ppa009995mg	31	33	1
OS01G0195500	PRUPE_ppa011888mg	75	78	1
OS01G0195801	PRUPE_ppa020972mg	28	15	1
OS01G0196300	PRUPE_ppa020972mg	23	18	1
OS01G0196500	PRUPE_ppa011673mg	28	28	1
OS01G0196500	PRUPE_ppa020384mg	39	39	1
OS01G0196600	PRUPE_ppa004707mg	61	59	1
OS01G0197100	PRUPE_ppa024360mg	61	61	1
OS01G0197200	PRUPE_ppa004545mg	84	83	1
OS01G0197400	PRUPE_ppa022571mg	35	25	1
OS01G0197450	PRUPE_ppa001759mg	43	36	1
OS01G0197500	PRUPE_ppa009985mg	44	26	1
OS01G0197700	PRUPE_ppa021859mg	44	51	1
OS01G0197700	PRUPE_ppb021417mg	45	49	1
OS01G0197900	PRUPE_ppa001584mg	43	21	1
OS01G0198000	PRUPE_ppa001584mg	40	30	1
OS01G0198200	PRUPE_ppa002136mg	76	68	0
OS01G0198200	PRUPE_ppa002269mg	77	70	0
OS01G0198500	PRUPE_ppa011433mg	29	32	1
OS01G0198500	PRUPE_ppa025163mg	26	29	1
OS01G0198900	PRUPE_ppa012360mg	25	31	1
OS01G0198900	PRUPE_ppa012464mg	25	32	1
OS01G0198900	PRUPE_ppa018663mg	24	31	1
OS01G0198900	PRUPE_ppa018903mg	22	33	1
OS01G0199300	PRUPE_ppa012360mg	23	26	1
OS01G0199300	PRUPE_ppa012464mg	27	30	1
OS01G0199300	PRUPE_ppa018663mg	24	28	1
OS01G0199300	PRUPE_ppa018903mg	23	31	1
OS01G0199400	PRUPE_ppa007225mg	61	63	1
OS01G0199700	PRUPE_ppa026894mg	26	31	0
OS01G0199700	PRUPE_ppb017373mg	26	33	0
OS01G0199900	PRUPE_ppa002748mg	63	62	0
OS01G0200000	PRUPE_ppa009040mg	72	74	1
OS01G0200300	PRUPE_ppa001386mg	58	30	1
OS01G0200300	PRUPE_ppa001405mg	57	29	1
OS01G0200400	PRUPE_ppa008357mg	48	38	1
OS01G0200500	PRUPE_ppa008465mg	44	44	1
OS01G0200600	PRUPE_ppa009533mg	36	28	1
OS01G0200700	PRUPE_ppa014506mg	58	55	1
OS01G0201100	PRUPE_ppa006230mg	50	57	1
OS01G0201200	PRUPE_ppa004808mg	43	49	1
OS01G0201250	PRUPE_ppa010185mg	41	33	1
OS01G0201250	PRUPE_ppa011198mg	37	36	1
OS01G0201400	PRUPE_ppa020353mg	28	40	1
OS01G0201600	PRUPE_ppa027080mg	25	30	1
OS01G0201700	PRUPE_ppa010578mg	56	36	1
OS01G0201700	PRUPE_ppa010595mg	54	35	1
OS01G0202500	PRUPE_ppa009344mg	37	45	1
OS01G0202700	PRUPE_ppa012320mg	55	55	0
OS01G0202800	PRUPE_ppa009698mg	57	54	0
OS01G0202800	PRUPE_ppa016457mg	52	54	0
OS01G0202800	PRUPE_ppa018828mg	47	48	0
OS01G0202800	PRUPE_ppa023607mg	22	30	0
OS01G0203000	PRUPE_ppa008637mg	59	66	1
OS01G0203300	PRUPE_ppa017896mg	38	22	1
OS01G0203800	PRUPE_ppa004948mg	37	40	1
OS01G0203800	PRUPE_ppa020743mg	34	39	1
OS01G0204000	PRUPE_ppa003898mg	44	41	1
OS01G0205100	PRUPE_ppa018855mg	50	52	1
OS01G0205200	PRUPE_ppa025121mg	56	47	1
OS01G0205600	PRUPE_ppa010700mg	40	41	1
OS01G0205600	PRUPE_ppa010715mg	42	43	1
OS01G0205700	PRUPE_ppa006349mg	89	50	0
OS01G0205700	PRUPE_ppa007161mg	89	55	0
OS01G0205700	PRUPE_ppa017279mg	37	68	0
OS01G0205900	PRUPE_ppa008808mg	57	59	0
OS01G0206300	PRUPE_ppa004907mg	54	56	0
OS01G0206700	PRUPE_ppa005365mg	69	68	1
OS01G0206800	PRUPE_ppa002450mg	46	47	0
OS01G0207200	PRUPE_ppa003073mg	50	51	0
OS01G0207400	PRUPE_ppa003073mg	36	15	0
OS01G0207600	PRUPE_ppa003073mg	38	38	0
OS01G0208400	PRUPE_ppa003073mg	41	42	0
OS01G0208600	PRUPE_ppa000443mg	25	29	1
OS01G0209000	PRUPE_ppa003475mg	69	69	1
OS01G0209400	PRUPE_ppa009298mg	60	62	1
OS01G0209500	PRUPE_ppa025065mg	48	6	1
OS01G0210400	PRUPE_ppa025875mg	54	59	1
OS01G0210500	PRUPE_ppa010934mg	62	59	0
OS01G0210500	PRUPE_ppa025697mg	41	49	0
OS01G0210600	PRUPE_ppa020725mg	44	49	1
OS01G0210700	PRUPE_ppa001715mg	57	42	1
OS01G0210800	PRUPE_ppa006314mg	12	5	0
OS01G0210900	PRUPE_ppa1027202mg	58	59	1
OS01G0211000	PRUPE_ppa1027202mg	58	60	1
OS01G0211200	PRUPE_ppa1027202mg	60	60	1
OS01G0211600	PRUPE_ppa1027202mg	65	49	1
OS01G0211800	PRUPE_ppa016271mg	44	46	1
OS01G0211800	PRUPE_ppa022385mg	42	41	1
OS01G0212100	PRUPE_ppa002300mg	74	75	1
OS01G0212400	PRUPE_ppa004823mg	51	61	0
OS01G0212400	PRUPE_ppa004833mg	53	63	0
OS01G0212400	PRUPE_ppa023026mg	53	54	0
OS01G0213800	PRUPE_ppa004661mg	28	33	1
OS01G0214200	PRUPE_ppa024437mg	31	57	1
OS01G0214200	PRUPE_ppa025219mg	26	39	1
OS01G0214200	PRUPE_ppa026121mg	31	52	1
OS01G0214300	PRUPE_ppa002355mg	47	11	0
OS01G0214300	PRUPE_ppa004607mg	37	12	0
OS01G0214400	PRUPE_ppa007804mg	56	40	1
OS01G0214500	PRUPE_ppa017278mg	61	59	1
OS01G0214500	PRUPE_ppa021426mg	62	69	1
OS01G0214500	PRUPE_ppa024082mg	71	71	1
OS01G0214500	PRUPE_ppa025101mg	64	72	1
OS01G0215100	PRUPE_ppa025111mg	46	22	0
OS01G0217000	PRUPE_ppa007013mg	45	46	1
OS01G0217000	PRUPE_ppa007592mg	33	36	1
OS01G0217000	PRUPE_ppa010079mg	33	49	1
OS01G0217000	PRUPE_ppa010297mg	25	38	1
OS01G0217000	PRUPE_ppa010388mg	32	50	1
OS01G0217000	PRUPE_ppa010517mg	22	35	1
OS01G0217000	PRUPE_ppa014688mg	36	40	1
OS01G0217000	PRUPE_ppa014766mg	22	40	1
OS01G0217000	PRUPE_ppa016438mg	17	32	1
OS01G0217000	PRUPE_ppa016768mg	43	51	1
OS01G0217000	PRUPE_ppa018693mg	33	36	1
OS01G0217000	PRUPE_ppa020515mg	41	47	1
OS01G0217000	PRUPE_ppa022459mg	42	51	1
OS01G0217000	PRUPE_ppa024241mg	34	41	1
OS01G0218100	PRUPE_ppa021837mg	42	42	1
OS01G0218200	PRUPE_ppa002367mg	53	53	1
OS01G0218200	PRUPE_ppa021003mg	50	48	1
OS01G0218500	PRUPE_ppa012320mg	51	80	0
OS01G0218700	PRUPE_ppa002750mg	52	62	0
OS01G0218800	PRUPE_ppa000624mg	50	46	1
OS01G0218800	PRUPE_ppa000743mg	49	47	1
OS01G0218900	PRUPE_ppa000624mg	35	13	1
OS01G0218900	PRUPE_ppa000743mg	37	15	1
OS01G0219000	PRUPE_ppa010054mg	36	33	1
OS01G0219100	PRUPE_ppa013371mg	59	78	1
OS01G0219200	PRUPE_ppb007280mg	33	44	1
OS01G0219500	PRUPE_ppa021924mg	29	32	1
OS01G0219600	PRUPE_ppa002939mg	58	59	0
OS01G0220100	PRUPE_ppa002939mg	60	62	0
OS01G0220200	PRUPE_ppa008026mg	45	16	1
OS01G0220200	PRUPE_ppa008060mg	42	15	1
OS01G0220300	PRUPE_ppa012769mg	60	56	1
OS01G0220300	PRUPE_ppa012847mg	60	57	1
OS01G0220500	PRUPE_ppa013941mg	21	25	1
OS01G0220700	PRUPE_ppa014953mg	32	21	1
OS01G0220700	PRUPE_ppa023718mg	32	22	1
OS01G0221300	PRUPE_ppa003661mg	17	16	1
OS01G0221400	PRUPE_ppa015684mg	47	48	1
OS01G0221600	PRUPE_ppa025930mg	65	63	1
OS01G0221700	PRUPE_ppa022037mg	49	64	1
OS01G0222300	PRUPE_ppa000764mg	35	12	1
OS01G0222700	PRUPE_ppa002763mg	54	58	1
OS01G0223500	PRUPE_ppa019092mg	40	19	1
OS01G0223500	PRUPE_ppa021567mg	39	17	1
OS01G0223500	PRUPE_ppa026981mg	36	20	1
OS01G0223600	PRUPE_ppa002579mg	58	44	1
OS01G0223600	PRUPE_ppa002831mg	57	45	1
OS01G0223800	PRUPE_ppa018066mg	37	38	1
OS01G0223800	PRUPE_ppa025478mg	37	38	1
OS01G0223900	PRUPE_ppa018066mg	35	36	1
OS01G0223900	PRUPE_ppa025478mg	36	36	1
OS01G0224000	PRUPE_ppa018066mg	36	37	1
OS01G0224000	PRUPE_ppa025478mg	37	36	1
OS01G0224200	PRUPE_ppa009130mg	39	32	1
OS01G0224300	PRUPE_ppa014495mg	40	42	1
OS01G0224500	PRUPE_ppa011718mg	32	35	1
OS01G0224500	PRUPE_ppa013255mg	29	48	1
OS01G0224700	PRUPE_ppa005244mg	54	51	1
OS01G0224700	PRUPE_ppa022204mg	52	53	1
OS01G0225000	PRUPE_ppa016951mg	64	65	1
OS01G0225000	PRUPE_ppa025391mg	57	60	1
OS01G0225100	PRUPE_ppa004460mg	18	10	1
OS01G0225200	PRUPE_ppa002689mg	46	15	1
OS01G0225300	PRUPE_ppa003928mg	51	28	1
OS01G0225400	PRUPE_ppa007963mg	75	29	1
OS01G0225500	PRUPE_ppa007963mg	55	62	1
OS01G0225600	PRUPE_ppa012375mg	57	50	1
OS01G0225600	PRUPE_ppa012940mg	48	49	1
OS01G0225600	PRUPE_ppa012949mg	50	51	1
OS01G0226200	PRUPE_ppa007251mg	23	25	1
OS01G0226200	PRUPE_ppa016764mg	36	31	1
OS01G0226300	PRUPE_ppa008259mg	64	34	1
OS01G0226300	PRUPE_ppa010065mg	62	42	1
OS01G0226300	PRUPE_ppa010244mg	62	43	1
OS01G0226400	PRUPE_ppa001321mg	70	69	1
OS01G0226400	PRUPE_ppa001598mg	67	71	1
OS01G0226400	PRUPE_ppb020043mg	13	51	1
OS01G0226500	PRUPE_ppa006592mg	46	49	1
OS01G0227100	PRUPE_ppa004339mg	68	67	1
OS01G0227200	PRUPE_ppa002532mg	60	54	1
OS01G0227200	PRUPE_ppa003567mg	48	50	1
OS01G0227300	PRUPE_ppa011513mg	93	93	0
OS01G0227400	PRUPE_ppa017888mg	40	41	1
OS01G0227400	PRUPE_ppa018300mg	39	41	1
OS01G0227400	PRUPE_ppa023159mg	18	37	1
OS01G0227400	PRUPE_ppa023562mg	33	30	1
OS01G0227500	PRUPE_ppa004332mg	39	42	0
OS01G0227500	PRUPE_ppa005190mg	36	43	0
OS01G0227500	PRUPE_ppa022977mg	34	41	0
OS01G0227500	PRUPE_ppa024077mg	36	41	0
OS01G0227500	PRUPE_ppa025083mg	34	43	0
OS01G0227500	PRUPE_ppa025126mg	35	39	0
OS01G0227700	PRUPE_ppa004332mg	42	43	0
OS01G0227700	PRUPE_ppa005190mg	38	43	0
OS01G0227700	PRUPE_ppa022977mg	36	41	0
OS01G0227700	PRUPE_ppa024077mg	37	40	0
OS01G0227700	PRUPE_ppa025083mg	36	43	0
OS01G0227700	PRUPE_ppa025126mg	36	39	0
OS01G0227800	PRUPE_ppa004332mg	40	42	0
OS01G0227800	PRUPE_ppa005190mg	38	43	0
OS01G0227800	PRUPE_ppa022977mg	36	42	0
OS01G0227800	PRUPE_ppa024077mg	37	40	0
OS01G0227800	PRUPE_ppa025083mg	36	44	0
OS01G0227800	PRUPE_ppa025126mg	37	39	0
OS01G0228300	PRUPE_ppa011241mg	60	61	1
OS01G0228300	PRUPE_ppa018859mg	60	61	1
OS01G0228400	PRUPE_ppa002759mg	44	44	1
OS01G0228400	PRUPE_ppa003144mg	42	44	1
OS01G0228500	PRUPE_ppa008966mg	47	50	1
OS01G0228600	PRUPE_ppa008934mg	45	45	0
OS01G0228600	PRUPE_ppa008942mg	45	45	0
OS01G0228800	PRUPE_ppa026569mg	20	16	1
OS01G0229100	PRUPE_ppa004079mg	73	71	1
OS01G0229200	PRUPE_ppa002235mg	44	44	1
OS01G0229400	PRUPE_ppa011463mg	76	51	1
OS01G0229700	PRUPE_ppa000309mg	43	16	1
OS01G0229800	PRUPE_ppa018203mg	60	26	1
OS01G0230200	PRUPE_ppa007164mg	31	33	1
OS01G0231000	PRUPE_ppa007893mg	50	38	1
OS01G0231000	PRUPE_ppa009134mg	52	45	1
OS01G0231500	PRUPE_ppa006045mg	68	68	1
OS01G0231600	PRUPE_ppa021245mg	55	12	1
OS01G0231700	PRUPE_ppa013496mg	68	68	1
OS01G0231800	PRUPE_ppa004519mg	50	24	1
OS01G0231900	PRUPE_ppa004519mg	46	44	1
OS01G0232000	PRUPE_ppa010453mg	61	61	1
OS01G0232100	PRUPE_ppa010453mg	54	55	1
OS01G0232200	PRUPE_ppa015384mg	33	39	1
OS01G0232200	PRUPE_ppa021636mg	35	41	1
OS01G0232300	PRUPE_ppa000849mg	52	19	1
OS01G0232300	PRUPE_ppa010738mg	1	2	1
OS01G0232400	PRUPE_ppa002168mg	52	51	0
OS01G0232500	PRUPE_ppa002674mg	36	27	1
OS01G0232500	PRUPE_ppa005593mg	38	41	1
OS01G0232700	PRUPE_ppa005890mg	78	84	1
