Gene stable ID	Ostreococcus lucimarinus gene stable ID	% identity	Ostreococcus lucimarinus % identity	Orthology confidence [0 low, 1 high]
OS01G0714800	OSTLU_26580	16	16	1
OS01G0714900	OSTLU_14983	62	62	1
OS01G0716400	OSTLU_46153	33	34	1
OS01G0718700	OSTLU_41686	22	13	1
OS01G0719700	OSTLU_37610	28	9	1
OS01G0720600	OSTLU_48511	21	36	0
OS01G0722800	OSTLU_8571	38	46	1
OS01G0723000	OSTLU_52010	68	68	0
OS01G0723200	OSTLU_42986	62	65	1
OS01G0723400	OSTLU_41212	40	42	1
OS01G0723600	OSTLU_18322	49	66	1
OS01G0723600	OSTLU_27455	45	61	1
OS01G0723600	OSTLU_43177	45	60	1
OS01G0723800	OSTLU_48483	32	32	1
OS01G0725600	OSTLU_89498	14	21	0
OS01G0725800	OSTLU_3024	9	19	1
OS01G0727400	OSTLU_119688	10	6	1
OS01G0729100	OSTLU_5597	38	48	1
OS01G0729600	OSTLU_39592	4	4	1
OS01G0730800	OSTLU_7358	29	38	1
OS01G0731000	OSTLU_28105	33	27	1
OS01G0732100	OSTLU_30600	34	40	1
OS01G0732200	OSTLU_29397	33	42	1
OS01G0732200	OSTLU_6940	31	49	1
OS01G0733001	OSTLU_27409	25	6	0
OS01G0733600	OSTLU_40283	44	43	1
OS01G0734100	OSTLU_19091	55	61	1
OS01G0736400	OSTLU_3070	38	48	1
OS01G0737300	OSTLU_32206	14	21	1
OS01G0737600	OSTLU_93442	20	11	1
OS01G0737700	OSTLU_93442	18	11	1
OS01G0737800	OSTLU_86397	37	42	1
OS01G0738100	OSTLU_17568	14	8	1
OS01G0738400	OSTLU_24342	39	16	1
OS01G0738600	OSTLU_34819	12	37	1
OS01G0739000	OSTLU_51888	42	46	1
OS01G0739400	OSTLU_6758	12	25	0
OS01G0742000	OSTLU_27615	34	18	1
OS01G0742200	OSTLU_52010	75	73	0
OS01G0743400	OSTLU_19560	54	63	1
OS01G0743500	OSTLU_41212	43	45	1
OS01G0744300	OSTLU_24026	69	68	1
OS01G0745700	OSTLU_32750	15	14	1
OS01G0746200	OSTLU_29239	19	20	1
OS01G0747500	OSTLU_27192	49	52	1
OS01G0747500	OSTLU_29717	49	52	1
OS01G0747700	OSTLU_41009	33	34	1
OS01G0748200	OSTLU_31547	22	22	1
OS01G0749200	OSTLU_15678	37	39	1
OS01G0749900	OSTLU_87077	22	27	1
OS01G0750500	OSTLU_12740	53	53	0
OS01G0750800	OSTLU_30600	41	40	1
OS01G0752300	OSTLU_32420	59	59	1
OS01G0752400	OSTLU_7884	4	5	0
OS01G0752700	OSTLU_13224	45	46	1
OS01G0752700	OSTLU_36776	45	46	1
OS01G0753100	OSTLU_31588	31	32	1
OS01G0753200	OSTLU_7291	21	37	1
OS01G0754200	OSTLU_35458	13	35	1
OS01G0756200	OSTLU_27099	14	26	1
OS01G0757800	OSTLU_44217	30	36	1
OS01G0757900	OSTLU_29210	13	9	1
OS01G0757900	OSTLU_9092	5	7	1
OS01G0758300	OSTLU_51006	48	44	1
OS01G0758400	OSTLU_32481	32	33	1
OS01G0761000	OSTLU_8449	17	29	1
OS01G0761300	OSTLU_12975	26	41	1
OS01G0762000	OSTLU_4077	21	48	1
OS01G0762300	OSTLU_88811	32	22	1
OS01G0762400	OSTLU_34411	27	41	1
OS01G0763100	OSTLU_8424	20	40	1
OS01G0764300	OSTLU_40884	28	37	1
OS01G0764400	OSTLU_16515	46	43	1
OS01G0764600	OSTLU_92808	30	26	1
OS01G0765000	OSTLU_8218	35	70	1
OS01G0766200	OSTLU_26544	17	27	1
OS01G0766900	OSTLU_25890	25	5	1
OS01G0767700	OSTLU_36189	31	38	1
OS01G0769000	OSTLU_88475	17	30	0
OS01G0770200	OSTLU_36228	18	22	0
OS01G0770500	OSTLU_6635	44	58	1
OS01G0771400	OSTLU_36349	31	28	1
OS01G0772200	OSTLU_6696	30	35	1
OS01G0772400	OSTLU_19114	25	27	1
OS01G0772800	OSTLU_26018	51	50	1
OS01G0773000	OSTLU_34867	29	16	1
OS01G0773100	OSTLU_28627	26	26	1
OS01G0773200	OSTLU_24412	11	3	0
OS01G0773600	OSTLU_1860	35	56	1
OS01G0775300	OSTLU_4022	16	56	1
OS01G0776600	OSTLU_2983	25	38	0
OS01G0777000	OSTLU_17608	20	24	1
OS01G0777200	OSTLU_16121	17	18	1
OS01G0777200	OSTLU_26236	18	18	1
OS01G0777200	OSTLU_28323	19	20	1
OS01G0777300	OSTLU_13915	18	45	1
OS01G0777500	OSTLU_33883	0	0	1
OS01G0777700	OSTLU_33883	40	27	1
OS01G0778700	OSTLU_10211	20	30	1
OS01G0780500	OSTLU_89451	25	32	1
OS01G0781000	OSTLU_29067	42	41	1
OS01G0782200	OSTLU_17414	26	27	1
OS01G0783200	OSTLU_31162	21	23	0
OS01G0783200	OSTLU_35343	21	25	0
OS01G0783400	OSTLU_40815	27	32	1
OS01G0783600	OSTLU_30187	27	32	1
OS01G0784800	OSTLU_7955	21	29	0
OS01G0788200	OSTLU_40307	40	46	0
OS01G0788950	OSTLU_35737	63	61	1
OS01G0789100	OSTLU_5483	21	38	1
OS01G0794500	OSTLU_37721	44	59	1
OS01G0796500	OSTLU_5256	40	46	1
OS01G0798500	OSTLU_31170	18	33	1
OS01G0800266	OSTLU_46028	46	34	1
OS01G0801000	OSTLU_5639	20	38	1
OS01G0801000	OSTLU_5808	22	41	1
OS01G0801100	OSTLU_5639	34	39	1
OS01G0801100	OSTLU_5808	35	40	1
OS01G0801700	OSTLU_32981	22	30	1
OS01G0802100	OSTLU_4287	43	61	1
OS01G0802850	OSTLU_27689	45	45	1
OS01G0805200	OSTLU_27150	29	45	1
OS01G0805200	OSTLU_29759	29	45	1
OS01G0805300	OSTLU_119587	29	28	1
OS01G0805800	OSTLU_36865	53	55	1
OS01G0806000	OSTLU_28631	18	21	1
OS01G0809900	OSTLU_4703	40	45	1
OS01G0810000	OSTLU_32092	38	33	1
OS01G0810300	OSTLU_39965	63	79	1
OS01G0811100	OSTLU_7255	52	54	1
OS01G0811400	OSTLU_18436	13	6	1
OS01G0811400	OSTLU_26328	13	5	1
OS01G0812800	OSTLU_37627	66	67	1
OS01G0813400	OSTLU_51064	93	93	1
OS01G0813500	OSTLU_4459	21	42	1
OS01G0813500	OSTLU_4531	21	42	1
OS01G0813900	OSTLU_30703	11	16	1
OS01G0814800	OSTLU_26961	44	57	1
OS01G0815800	OSTLU_43138	46	58	1
OS01G0816400	OSTLU_39040	28	30	0
OS01G0816500	OSTLU_39040	29	4	0
OS01G0817000	OSTLU_26049	20	17	1
OS01G0817700	OSTLU_33106	58	60	1
OS01G0818000	OSTLU_93051	19	22	1
OS01G0818400	OSTLU_27102	20	26	1
OS01G0819200	OSTLU_27161	21	10	0
OS01G0819200	OSTLU_29748	21	10	0
OS01G0819300	OSTLU_27161	17	3	0
OS01G0819300	OSTLU_29748	17	3	0
OS01G0819900	OSTLU_36544	32	43	1
OS01G0819900	OSTLU_41554	32	43	1
OS01G0821800	OSTLU_8479	21	57	1
OS01G0823200	OSTLU_5074	49	32	1
OS01G0823300	OSTLU_14364	47	54	1
OS01G0823600	OSTLU_18686	29	22	1
OS01G0825800	OSTLU_28839	21	13	0
OS01G0825800	OSTLU_30899	23	20	0
OS01G0827200	OSTLU_27578	25	25	1
OS01G0827400	OSTLU_44260	32	24	1
OS01G0829800	OSTLU_32875	49	53	1
OS01G0830000	OSTLU_16322	62	72	0
OS01G0830200	OSTLU_26544	9	28	1
OS01G0832000	OSTLU_35668	39	39	1
OS01G0832300	OSTLU_24253	40	46	1
OS01G0832300	OSTLU_49728	34	36	1
OS01G0832900	OSTLU_36819	27	50	1
OS01G0833150	OSTLU_119593	13	10	1
OS01G0833200	OSTLU_119593	32	30	1
OS01G0833700	OSTLU_94212	45	55	1
OS01G0834200	OSTLU_46292	49	47	1
OS01G0834500	OSTLU_32119	85	85	1
OS01G0834600	OSTLU_32119	93	30	1
OS01G0834700	OSTLU_38590	30	39	1
OS01G0836400	OSTLU_31543	13	22	1
OS01G0836700	OSTLU_36648	31	20	1
OS01G0836700	OSTLU_46582	31	20	1
OS01G0836800	OSTLU_36648	35	36	1
OS01G0836800	OSTLU_46582	35	36	1
OS01G0837300	OSTLU_29801	33	19	1
OS01G0837300	OSTLU_33309	33	19	1
OS01G0837300	OSTLU_43376	37	22	1
OS01G0837500	OSTLU_31398	74	74	1
OS01G0837800	OSTLU_33926	41	45	1
OS01G0837900	OSTLU_50484	41	46	1
OS01G0838800	OSTLU_119586	47	47	1
OS01G0839300	OSTLU_119585	30	44	0
OS01G0839700	OSTLU_15194	69	71	1
OS01G0840100	OSTLU_28169	83	83	1
OS01G0840700	OSTLU_119615	61	24	1
OS01G0841500	OSTLU_34891	19	63	1
OS01G0841600	OSTLU_43602	58	44	1
OS01G0841800	OSTLU_34816	18	16	1
OS01G0842600	OSTLU_13471	40	68	1
OS01G0844300	OSTLU_26425	36	12	0
OS01G0844400	OSTLU_34299	40	38	1
OS01G0844900	OSTLU_26838	26	22	1
OS01G0846450	OSTLU_94724	25	8	1
OS01G0846500	OSTLU_94724	24	15	1
OS01G0846900	OSTLU_28936	8	24	1
OS01G0847600	OSTLU_5598	19	27	1
OS01G0847700	OSTLU_5598	20	28	1
OS01G0847800	OSTLU_5598	5	2	1
OS01G0848200	OSTLU_1184	33	57	1
OS01G0848400	OSTLU_27999	16	13	1
OS01G0850400	OSTLU_9404	15	65	1
OS01G0850900	OSTLU_30678	34	37	1
OS01G0851400	OSTLU_33432	29	25	1
OS01G0851700	OSTLU_25192	55	59	1
OS01G0852200	OSTLU_2927	39	48	1
OS01G0853700	OSTLU_8087	30	58	1
OS01G0856000	OSTLU_37384	31	36	1
OS01G0856800	OSTLU_13112	38	45	1
OS01G0856800	OSTLU_9067	30	40	1
OS01G0856900	OSTLU_26014	12	18	1
OS01G0856900	OSTLU_32121	12	19	1
OS01G0857000	OSTLU_14465	20	18	1
OS01G0857200	OSTLU_88710	41	44	1
OS01G0857700	OSTLU_10590	39	39	0
OS01G0857900	OSTLU_3307	10	3	1
OS01G0858500	OSTLU_28936	17	30	1
OS01G0860300	OSTLU_45590	71	71	1
OS01G0862000	OSTLU_39469	32	20	1
OS01G0862300	OSTLU_30347	27	23	1
OS01G0862300	OSTLU_93346	22	12	1
OS01G0864700	OSTLU_39014	3	2	1
OS01G0866300	OSTLU_14089	52	54	1
OS01G0866600	OSTLU_26832	34	32	1
OS01G0866700	OSTLU_43771	67	72	1
OS01G0866800	OSTLU_44336	20	32	1
OS01G0867200	OSTLU_27569	32	30	1
OS01G0867700	OSTLU_6551	30	47	1
OS01G0868300	OSTLU_297	29	45	1
OS01G0869300	OSTLU_13959	8	2	1
OS01G0869900	OSTLU_42248	6	8	1
OS01G0870100	OSTLU_94483	14	24	1
OS01G0870201	OSTLU_31299	11	17	1
OS01G0871100	OSTLU_35027	19	27	0
OS01G0871300	OSTLU_89248	51	52	1
OS01G0872700	OSTLU_526	38	50	0
OS01G0872800	OSTLU_34210	28	36	1
OS01G0873100	OSTLU_19754	27	5	0
OS01G0874100	OSTLU_119574	20	29	0
OS01G0874800	OSTLU_5068	18	27	1
OS01G0874900	OSTLU_30421	44	56	1
OS01G0875400	OSTLU_6029	40	44	1
OS01G0875700	OSTLU_26706	35	33	0
OS01G0875700	OSTLU_38574	28	28	0
OS01G0876100	OSTLU_14344	21	26	0
OS01G0876100	OSTLU_34455	24	26	0
OS01G0876100	OSTLU_50496	26	27	0
OS01G0876400	OSTLU_32403	13	12	1
OS01G0876500	OSTLU_38809	27	8	0
OS01G0877300	OSTLU_28954	20	19	1
OS01G0879500	OSTLU_25650	25	29	0
OS01G0879500	OSTLU_89730	27	28	0
OS01G0880800	OSTLU_15111	50	57	1
OS01G0881000	OSTLU_15881	20	17	0
OS01G0881000	OSTLU_40372	19	32	0
OS01G0883400	OSTLU_14985	4	1	1
OS01G0884900	OSTLU_10356	41	39	1
OS01G0885000	OSTLU_15043	67	66	1
OS01G0885600	OSTLU_33405	36	40	1
OS01G0886000	OSTLU_88895	22	27	0
OS01G0886600	OSTLU_23955	43	40	0
OS01G0886900	OSTLU_42396	15	32	0
OS01G0887100	OSTLU_24843	58	37	1
OS01G0887700	OSTLU_29338	41	42	1
OS01G0888500	OSTLU_41441	50	29	1
OS01G0888600	OSTLU_25379	23	20	1
OS01G0888700	OSTLU_40859	35	53	0
OS01G0892500	OSTLU_29431	18	15	1
OS01G0892600	OSTLU_29431	19	15	1
OS01G0895100	OSTLU_5914	47	62	1
OS01G0896300	OSTLU_13904	10	10	1
OS01G0896500	OSTLU_33072	17	20	1
OS01G0896700	OSTLU_27400	54	55	1
OS01G0896700	OSTLU_51384	54	55	1
OS01G0896800	OSTLU_27400	49	55	1
OS01G0896800	OSTLU_51384	49	55	1
OS01G0897000	OSTLU_27354	71	66	1
OS01G0897700	OSTLU_4622	15	17	1
OS01G0897800	OSTLU_7426	9	63	1
OS01G0900900	OSTLU_31820	17	40	1
OS01G0901200	OSTLU_26240	38	44	1
OS01G0901300	OSTLU_3702	32	15	1
OS01G0901700	OSTLU_87314	32	20	1
OS01G0901800	OSTLU_30621	43	45	1
OS01G0902200	OSTLU_46518	24	28	0
OS01G0903800	OSTLU_29140	32	20	1
OS01G0904200	OSTLU_119489	29	23	1
OS01G0904400	OSTLU_19472	50	49	1
OS01G0904500	OSTLU_28999	21	33	1
OS01G0904500	OSTLU_87002	18	30	1
OS01G0904700	OSTLU_38278	8	32	1
OS01G0906200	OSTLU_43793	30	16	1
OS01G0907300	OSTLU_28873	22	32	1
OS01G0907900	OSTLU_38903	11	52	1
OS01G0908100	OSTLU_28778	32	37	0
OS01G0911300	OSTLU_49993	32	22	0
OS01G0911900	OSTLU_48446	30	28	1
OS01G0912600	OSTLU_40633	15	30	1
OS01G0912700	OSTLU_88671	26	32	1
OS01G0913000	OSTLU_9576	22	42	1
OS01G0914700	OSTLU_31074	30	29	1
OS01G0915800	OSTLU_42728	26	23	1
OS01G0916200	OSTLU_39338	29	38	1
OS01G0916300	OSTLU_33395	17	30	1
OS01G0916800	OSTLU_119527	15	25	1
OS01G0918200	OSTLU_42569	21	30	1
OS01G0918300	OSTLU_42569	39	55	1
OS01G0919500	OSTLU_26746	17	23	1
OS01G0919900	OSTLU_15111	48	58	1
OS01G0920300	OSTLU_24318	27	19	1
OS01G0920400	OSTLU_29011	41	47	1
OS01G0921600	OSTLU_7779	35	51	1
OS01G0922800	OSTLU_29140	20	28	1
OS01G0923600	OSTLU_26252	21	17	1
OS01G0924000	OSTLU_32559	30	37	1
OS01G0924000	OSTLU_35728	26	42	1
OS01G0924300	OSTLU_31512	41	37	1
OS01G0924800	OSTLU_41276	70	43	1
OS01G0924900	OSTLU_32956	20	25	1
OS01G0925000	OSTLU_32691	14	20	1
OS01G0925200	OSTLU_16135	38	40	1
OS01G0925800	OSTLU_31727	53	54	1
OS01G0926200	OSTLU_29546	17	25	1
OS01G0926400	OSTLU_18436	20	18	1
OS01G0926400	OSTLU_26328	19	15	1
OS01G0926600	OSTLU_18436	21	18	1
OS01G0926600	OSTLU_26328	19	15	1
OS01G0926700	OSTLU_18436	24	13	1
OS01G0926700	OSTLU_26328	21	11	1
OS01G0927900	OSTLU_44504	45	56	1
OS01G0928100	OSTLU_94054	16	25	1
OS01G0928600	OSTLU_40144	42	42	0
OS01G0928700	OSTLU_40144	44	44	0
OS01G0928800	OSTLU_40144	45	44	0
OS01G0929000	OSTLU_32756	23	19	1
OS01G0930000	OSTLU_31228	31	29	1
OS01G0931300	OSTLU_7284	13	39	0
OS01G0931300	OSTLU_7370	13	39	0
OS01G0931400	OSTLU_12109	34	37	1
OS01G0932550	OSTLU_39800	46	31	1
OS01G0934000	OSTLU_3284	39	51	1
OS01G0934000	OSTLU_41442	18	31	1
OS01G0934200	OSTLU_5140	42	50	1
OS01G0934200	OSTLU_5273	42	50	1
OS01G0934350	OSTLU_44991	21	15	1
OS01G0934400	OSTLU_44991	39	27	1
OS01G0935200	OSTLU_35958	35	54	1
OS01G0935300	OSTLU_50090	26	11	1
OS01G0935700	OSTLU_28125	59	72	1
OS01G0936800	OSTLU_14647	21	38	1
OS01G0938100	OSTLU_40772	36	50	1
OS01G0938900	OSTLU_12381	36	60	1
OS01G0939500	OSTLU_49593	64	63	0
OS01G0939700	OSTLU_43004	45	44	0
OS01G0939700	OSTLU_43308	45	44	0
OS01G0945001	OSTLU_26240	31	34	1
OS01G0945800	OSTLU_24530	15	25	0
OS01G0948100	OSTLU_92534	19	18	1
OS01G0948400	OSTLU_13156	43	45	1
OS01G0950866	OSTLU_40339	52	53	1
OS01G0951200	OSTLU_19418	58	58	1
OS01G0951400	OSTLU_19418	55	55	1
OS01G0951800	OSTLU_32576	28	23	1
OS01G0952200	OSTLU_31894	12	10	1
OS01G0952600	OSTLU_119488	35	34	1
OS01G0952700	OSTLU_2257	29	34	1
OS01G0952700	OSTLU_27442	22	28	1
OS01G0954400	OSTLU_26916	26	27	1
OS01G0957900	OSTLU_27432	18	16	1
OS01G0957900	OSTLU_27511	18	16	1
OS01G0958000	OSTLU_3057	44	67	1
OS01G0958100	OSTLU_4604	47	54	1
OS01G0958800	OSTLU_93828	24	14	1
OS01G0958900	OSTLU_51248	39	39	1
OS01G0960300	OSTLU_40972	60	62	1
OS01G0960800	OSTLU_9481	44	44	1
OS01G0962300	OSTLU_35397	72	74	1
OS01G0962500	OSTLU_87022	13	25	1
OS01G0962600	OSTLU_28709	48	61	1
OS01G0963300	OSTLU_34654	35	35	1
OS01G0964000	OSTLU_14089	52	54	1
OS01G0965400	OSTLU_13319	42	62	1
OS01G0966000	OSTLU_12616	61	61	1
OS01G0966100	OSTLU_10028	36	19	0
OS01G0966100	OSTLU_43996	34	17	0
OS01G0966200	OSTLU_10668	24	59	1
OS01G0966300	OSTLU_51888	37	40	1
OS01G0966400	OSTLU_89214	24	25	1
OS01G0967000	OSTLU_35794	60	60	1
OS01G0967900	OSTLU_13136	50	57	1
OS01G0967900	OSTLU_27563	47	48	1
OS01G0968000	OSTLU_29136	13	17	1
OS01G0968700	OSTLU_34266	23	24	1
OS01G0970400	OSTLU_119552	30	53	1
OS01G0970600	OSTLU_30783	20	20	1
OS01G0971500	OSTLU_9095	28	53	0
OS01G0971800	OSTLU_26838	24	22	1
OS01G0972800	OSTLU_26580	12	20	1
OS01G0973000	OSTLU_15835	17	25	1
OS01G0973000	OSTLU_18726	23	23	1
OS01G0973300	OSTLU_44118	17	24	1
OS01G0973400	OSTLU_12087	52	61	1
OS01G0973400	OSTLU_49687	45	48	1
OS01G0974000	OSTLU_41114	38	45	1
OS01G0974500	OSTLU_29431	19	16	1
OS01G0976000	OSTLU_18543	19	22	1
OS01G0976600	OSTLU_39585	51	47	1
OS01G0976800	OSTLU_14167	26	5	1
OS01G0977200	OSTLU_89287	8	10	0
OS01G0977200	OSTLU_9218	2	11	0
OS01G0977600	OSTLU_18578	17	18	1
OS01G0978100	OSTLU_26961	57	73	1
OS02G0100100	OSTLU_2484	19	24	0
OS02G0100300	OSTLU_19724	29	32	1
OS02G0100700	OSTLU_89512	21	31	1
OS02G0101600	OSTLU_28570	34	36	1
OS02G0101700	OSTLU_39499	31	43	1
OS02G0102400	OSTLU_8413	14	47	1
OS02G0102700	OSTLU_9203	45	63	0
OS02G0102900	OSTLU_32642	64	65	1
OS02G0103700	OSTLU_45591	52	52	0
OS02G0103900	OSTLU_119550	17	30	1
OS02G0104700	OSTLU_37471	28	38	1
OS02G0104800	OSTLU_14565	12	21	1
OS02G0105100	OSTLU_26531	10	7	1
OS02G0105900	OSTLU_18526	65	68	1
OS02G0106800	OSTLU_38761	34	44	1
OS02G0106966	OSTLU_31874	1	0	1
OS02G0107000	OSTLU_31874	3	1	1
OS02G0111700	OSTLU_32818	72	73	1
OS02G0111900	OSTLU_40984	37	42	0
OS02G0112100	OSTLU_26062	37	40	1
OS02G0112600	OSTLU_26062	37	40	1
OS02G0113200	OSTLU_43938	36	37	1
OS02G0113400	OSTLU_17998	9	10	1
OS02G0114000	OSTLU_16250	12	6	0
OS02G0114033	OSTLU_16250	10	7	0
OS02G0114200	OSTLU_28244	40	38	1
OS02G0114700	OSTLU_41444	22	40	1
OS02G0115900	OSTLU_119566	77	78	1
OS02G0116500	OSTLU_38463	27	32	1
OS02G0116900	OSTLU_29798	38	37	1
OS02G0116900	OSTLU_93190	38	37	1
OS02G0117100	OSTLU_29040	38	45	1
OS02G0117200	OSTLU_8305	30	31	1
OS02G0117400	OSTLU_5032	45	41	1
OS02G0117600	OSTLU_29031	35	24	1
OS02G0119300	OSTLU_42459	32	39	1
OS02G0119400	OSTLU_25974	23	30	1
OS02G0119800	OSTLU_8198	12	38	0
OS02G0119800	OSTLU_93031	23	22	0
OS02G0120100	OSTLU_45682	31	44	1
OS02G0121000	OSTLU_49888	51	53	1
OS02G0121100	OSTLU_32237	20	46	1
OS02G0121100	OSTLU_9256	19	61	1
OS02G0121200	OSTLU_4809	26	49	1
OS02G0122200	OSTLU_28091	28	26	1
OS02G0122200	OSTLU_31926	24	25	1
OS02G0122300	OSTLU_26180	35	34	1
OS02G0122400	OSTLU_27303	24	25	1
OS02G0122500	OSTLU_13920	45	59	1
OS02G0122900	OSTLU_6704	23	11	1
OS02G0123100	OSTLU_49332	52	67	1
OS02G0123500	OSTLU_28670	33	36	0
OS02G0123600	OSTLU_7533	28	41	1
OS02G0124700	OSTLU_86096	13	5	1
OS02G0125500	OSTLU_15661	20	13	1
OS02G0125700	OSTLU_33858	34	51	1
OS02G0125800	OSTLU_39977	14	14	0
OS02G0126400	OSTLU_42946	28	32	1
OS02G0126700	OSTLU_29422	72	72	1
OS02G0126800	OSTLU_26300	31	36	1
OS02G0127000	OSTLU_7611	22	36	1
OS02G0128000	OSTLU_25657	21	27	1
OS02G0128600	OSTLU_37806	65	60	1
OS02G0129300	OSTLU_5800	8	3	1
OS02G0129900	OSTLU_27826	33	29	1
OS02G0129900	OSTLU_28582	41	43	1
OS02G0129900	OSTLU_43573	27	26	1
OS02G0130100	OSTLU_7092	45	53	1
OS02G0131600	OSTLU_30510	35	36	1
OS02G0131700	OSTLU_88051	23	27	1
OS02G0133000	OSTLU_119632	16	30	1
OS02G0133300	OSTLU_46490	56	12	0
OS02G0133400	OSTLU_46490	25	5	0
OS02G0133800	OSTLU_119643	36	41	0
OS02G0134000	OSTLU_27765	20	9	0
OS02G0134300	OSTLU_9781	39	51	1
OS02G0134400	OSTLU_24902	42	50	1
OS02G0135200	OSTLU_1909	57	37	0
OS02G0135300	OSTLU_88482	23	26	1
OS02G0135700	OSTLU_15149	20	22	1
OS02G0135800	OSTLU_17465	48	50	1
OS02G0135900	OSTLU_28605	21	36	1
OS02G0136000	OSTLU_24740	17	18	1
OS02G0137100	OSTLU_28974	19	28	1
OS02G0137200	OSTLU_36377	47	53	1
OS02G0137400	OSTLU_24669	53	38	1
OS02G0137500	OSTLU_24443	45	26	1
OS02G0137600	OSTLU_33240	33	46	1
OS02G0137700	OSTLU_1559	35	43	1
OS02G0139000	OSTLU_26932	15	20	1
OS02G0139100	OSTLU_33202	30	27	1
OS02G0139200	OSTLU_34972	37	43	1
OS02G0139500	OSTLU_12302	55	27	1
OS02G0139600	OSTLU_88658	47	34	1
OS02G0139700	OSTLU_12302	56	59	1
OS02G0140200	OSTLU_12302	44	30	1
OS02G0140300	OSTLU_37690	32	35	1
OS02G0140400	OSTLU_12302	46	28	1
OS02G0140500	OSTLU_12302	11	1	1
OS02G0141300	OSTLU_89290	15	30	0
OS02G0142250	OSTLU_32849	11	5	1
OS02G0142500	OSTLU_27350	18	3	1
OS02G0142950	OSTLU_27350	20	2	1
OS02G0143100	OSTLU_28910	21	28	1
OS02G0146400	OSTLU_14418	85	28	1
OS02G0146500	OSTLU_32849	10	5	1
OS02G0146600	OSTLU_32748	83	83	1
OS02G0146700	OSTLU_33401	54	53	0
OS02G0147300	OSTLU_14418	3	1	1
OS02G0147800	OSTLU_89717	13	23	1
OS02G0148100	OSTLU_35051	54	44	1
OS02G0148400	OSTLU_41998	32	41	1
OS02G0149600	OSTLU_27682	18	26	1
OS02G0150300	OSTLU_18877	27	20	1
OS02G0150800	OSTLU_24976	4	2	1
OS02G0151501	OSTLU_37721	33	22	1
OS02G0151600	OSTLU_30575	59	10	1
OS02G0152400	OSTLU_28400	31	33	1
OS02G0152400	OSTLU_42060	27	37	1
OS02G0152400	OSTLU_89572	30	31	1
OS02G0152600	OSTLU_32484	16	18	1
OS02G0154600	OSTLU_18795	18	23	1
OS02G0154600	OSTLU_33750	19	25	1
OS02G0154600	OSTLU_42112	19	23	1
OS02G0154600	OSTLU_5957	21	28	1
OS02G0157900	OSTLU_38903	13	33	1
OS02G0158400	OSTLU_8400	21	31	1
OS02G0159900	OSTLU_26031	59	57	1
OS02G0161100	OSTLU_4622	8	33	1
OS02G0161900	OSTLU_26775	79	100	1
OS02G0162500	OSTLU_29967	79	86	0
OS02G0162733	OSTLU_813	49	14	1
OS02G0162766	OSTLU_813	0	0	1
OS02G0164800	OSTLU_16769	42	17	1
OS02G0165000	OSTLU_31539	11	21	1
OS02G0167000	OSTLU_119606	27	30	1
OS02G0167100	OSTLU_13229	32	32	0
OS02G0167500	OSTLU_14850	8	27	1
OS02G0167700	OSTLU_30564	36	35	1
OS02G0167700	OSTLU_87673	7	22	1
OS02G0168000	OSTLU_119677	26	28	1
OS02G0168100	OSTLU_45212	59	33	0
OS02G0168600	OSTLU_33951	32	44	1
OS02G0168600	OSTLU_7112	29	47	1
OS02G0168600	OSTLU_7447	19	32	1
OS02G0168700	OSTLU_30679	24	28	1
OS02G0168800	OSTLU_31592	59	65	1
OS02G0169300	OSTLU_46028	67	62	1
OS02G0169700	OSTLU_27674	41	45	0
OS02G0169800	OSTLU_30564	32	8	1
OS02G0169800	OSTLU_87673	8	7	1
OS02G0170100	OSTLU_27674	47	56	0
OS02G0172600	OSTLU_203	34	45	0
OS02G0172800	OSTLU_29623	24	17	0
OS02G0173000	OSTLU_119681	25	11	1
OS02G0173100	OSTLU_18007	42	43	1
OS02G0173100	OSTLU_29177	48	48	1
OS02G0173700	OSTLU_41962	42	31	1
OS02G0173800	OSTLU_44624	34	36	1
OS02G0173900	OSTLU_42872	42	26	0
OS02G0174000	OSTLU_26932	16	14	1
OS02G0175400	OSTLU_50597	71	72	1
OS02G0175600	OSTLU_27402	67	65	1
OS02G0175600	OSTLU_27472	67	65	1
OS02G0175700	OSTLU_27074	22	20	1
OS02G0176700	OSTLU_164	35	35	0
OS02G0176900	OSTLU_34850	30	33	0
OS02G0177500	OSTLU_34727	60	66	0
OS02G0177900	OSTLU_2596	23	17	0
OS02G0178100	OSTLU_37312	20	16	1
OS02G0178400	OSTLU_27333	68	69	1
OS02G0178800	OSTLU_26403	47	47	1
OS02G0179100	OSTLU_42027	42	49	1
OS02G0179300	OSTLU_26154	36	37	1
OS02G0179500	OSTLU_5299	32	27	1
OS02G0179900	OSTLU_26450	20	8	1
OS02G0180100	OSTLU_12545	39	42	1
OS02G0180500	OSTLU_16515	42	33	1
OS02G0181800	OSTLU_34773	46	42	1
OS02G0181900	OSTLU_24612	55	59	1
OS02G0182100	OSTLU_38278	8	35	1
OS02G0182800	OSTLU_5313	26	34	1
OS02G0182900	OSTLU_34718	34	23	1
OS02G0183000	OSTLU_29623	24	17	0
OS02G0183900	OSTLU_119549	63	14	1
OS02G0184000	OSTLU_1452	32	42	1
OS02G0184200	OSTLU_39838	66	29	1
OS02G0184500	OSTLU_43587	24	40	1
OS02G0187500	OSTLU_10571	35	41	0
OS02G0187600	OSTLU_6819	29	43	1
OS02G0187800	OSTLU_13349	37	40	0
