Gene stable ID	Populus trichocarpa gene stable ID	% identity	Populus trichocarpa % identity	Orthology confidence [0 low, 1 high]
OS01G0138400	POPTR_0160s00230	19	25	1
OS01G0138400	POPTR_0160s00270	13	29	1
OS01G0138400	POPTR_0188s00220	17	38	1
OS01G0138400	POPTR_0463s00200	19	20	1
OS01G0138600	POPTR_0009s05410	29	15	1
OS01G0138800	POPTR_0005s15220	66	67	1
OS01G0138800	POPTR_0010s13050	67	67	1
OS01G0138900	POPTR_0012s05040	60	64	0
OS01G0138900	POPTR_0015s03920	20	57	0
OS01G0139000	POPTR_0008s12330	15	14	0
OS01G0139000	POPTR_0012s05030	18	18	0
OS01G0139000	POPTR_0015s03930	19	18	0
OS01G0139200	POPTR_0004s09470	21	27	1
OS01G0139200	POPTR_0005s15170	20	26	1
OS01G0139200	POPTR_0008s12370	38	36	1
OS01G0139200	POPTR_0010s12950	37	35	1
OS01G0139200	POPTR_0012s04970	35	36	1
OS01G0139600	POPTR_0004s09450	57	56	1
OS01G0139600	POPTR_0005s15140	59	57	1
OS01G0139600	POPTR_0008s12380	50	55	1
OS01G0139600	POPTR_0010s12940	60	57	1
OS01G0140100	POPTR_0010s13830	54	56	1
OS01G0140100	POPTR_0015s02540	53	53	1
OS01G0140400	POPTR_0008s11580	38	51	1
OS01G0140400	POPTR_0010s13950	37	53	1
OS01G0140500	POPTR_0005s08430	48	42	0
OS01G0140500	POPTR_0007s06220	50	44	0
OS01G0140500	POPTR_0007s09770	50	44	0
OS01G0140700	POPTR_0008s11600	51	44	0
OS01G0140700	POPTR_0010s13930	50	40	0
OS01G0141000	POPTR_0008s11600	46	46	0
OS01G0141000	POPTR_0010s13930	46	42	0
OS01G0141100	POPTR_0004s19530	82	84	0
OS01G0141100	POPTR_0008s02300	77	57	0
OS01G0141100	POPTR_0009s14670	66	87	0
OS01G0141100	POPTR_0010s24370	84	59	0
OS01G0141100	POPTR_0475s00210	75	59	0
OS01G0141300	POPTR_0004s19530	44	72	0
OS01G0141300	POPTR_0008s02300	56	66	0
OS01G0141300	POPTR_0009s14670	35	73	0
OS01G0141300	POPTR_0010s24370	60	66	0
OS01G0141300	POPTR_0475s00210	55	69	0
OS01G0141600	POPTR_0006s10060	56	36	1
OS01G0141700	POPTR_0001s25810	60	62	0
OS01G0141900	POPTR_0008s06680	52	56	1
OS01G0141900	POPTR_0010s19760	52	56	1
OS01G0141900	POPTR_0016s12230	48	56	1
OS01G0142100	POPTR_0008s06640	58	58	1
OS01G0142100	POPTR_0010s19810	22	66	1
OS01G0142200	POPTR_0004s14860	73	73	1
OS01G0142200	POPTR_0009s10500	49	57	1
OS01G0142300	POPTR_0006s09880	76	64	1
OS01G0142300	POPTR_0016s12010	66	73	1
OS01G0142500	POPTR_0001s25590	47	45	1
OS01G0142500	POPTR_0006s09860	45	43	1
OS01G0142500	POPTR_0008s06450	37	38	1
OS01G0142500	POPTR_0009s04730	47	44	1
OS01G0142500	POPTR_0010s20040	40	41	1
OS01G0142500	POPTR_0016s11980	46	44	1
OS01G0142800	POPTR_0006s09820	12	24	1
OS01G0143300	POPTR_0006s09170	41	44	0
OS01G0143300	POPTR_0010s20600	43	44	0
OS01G0143300	POPTR_0016s10380	40	43	0
OS01G0143300	POPTR_1740s00200	26	54	0
OS01G0143700	POPTR_0006s09170	35	37	0
OS01G0143700	POPTR_0010s20600	34	34	0
OS01G0143700	POPTR_0016s10380	32	35	0
OS01G0143700	POPTR_1740s00200	22	46	0
OS01G0143800	POPTR_0006s09170	28	31	0
OS01G0143800	POPTR_0010s20600	29	31	0
OS01G0143800	POPTR_0016s10380	27	30	0
OS01G0143800	POPTR_1740s00200	19	40	0
OS01G0144000	POPTR_0001s29510	50	65	1
OS01G0144000	POPTR_0002s11470	46	59	1
OS01G0144000	POPTR_0009s08600	52	66	1
OS01G0144100	POPTR_0008s05900	69	63	1
OS01G0144100	POPTR_0010s20770	70	63	1
OS01G0144200	POPTR_0016s10540	75	72	1
OS01G0144340	POPTR_0010s20950	62	58	1
OS01G0144600	POPTR_0009s03860	42	44	1
OS01G0144700	POPTR_0006s13960	37	36	1
OS01G0147200	POPTR_0001s01830	50	77	1
OS01G0147200	POPTR_0003s09640	62	64	1
OS01G0147400	POPTR_0001s24750	33	13	0
OS01G0147400	POPTR_0003s17940	39	15	0
OS01G0147400	POPTR_0010s19220	38	18	0
OS01G0147400	POPTR_0010s21020	34	11	0
OS01G0147700	POPTR_0001s24750	27	32	0
OS01G0147700	POPTR_0003s17940	37	42	0
OS01G0147700	POPTR_0010s19220	27	37	0
OS01G0147700	POPTR_0010s21020	36	33	0
OS01G0147800	POPTR_0010s21040	41	33	1
OS01G0147900	POPTR_0001s24710	80	79	0
OS01G0147900	POPTR_0008s05640	81	81	0
OS01G0147900	POPTR_0009s03650	80	77	0
OS01G0147900	POPTR_0010s21100	83	83	0
OS01G0148000	POPTR_0006s08580	16	8	0
OS01G0148000	POPTR_0006s08590	26	51	0
OS01G0148050	POPTR_0006s08580	41	24	0
OS01G0148050	POPTR_0006s08590	0	1	0
OS01G0149800	POPTR_0001s03260	45	49	1
OS01G0149800	POPTR_0001s07670	45	49	1
OS01G0149800	POPTR_0001s24660	57	60	1
OS01G0149800	POPTR_0006s08530	65	43	1
OS01G0149800	POPTR_0009s03610	57	62	1
OS01G0149800	POPTR_0013s13480	45	51	1
OS01G0149800	POPTR_0019s13150	48	27	1
OS01G0149900	POPTR_0001s24630	16	14	1
OS01G0149900	POPTR_0009s03600	17	13	1
OS01G0149900	POPTR_0016s11080	18	15	1
OS01G0150000	POPTR_0008s05550	81	81	0
OS01G0150000	POPTR_0010s21190	80	80	0
OS01G0150100	POPTR_0008s05460	56	23	1
OS01G0150100	POPTR_0010s21300	29	20	1
OS01G0150200	POPTR_0007s14290	75	75	0
OS01G0151100	POPTR_0008s05420	59	66	0
OS01G0151100	POPTR_0010s21340	59	66	0
OS01G0151200	POPTR_0001s24450	23	62	0
OS01G0151200	POPTR_0001s24460	40	63	0
OS01G0151200	POPTR_0009s03440	23	64	0
OS01G0151200	POPTR_0009s03450	39	70	0
OS01G0151400	POPTR_0018s06710	60	21	1
OS01G0151500	POPTR_0018s06710	48	44	1
OS01G0151600	POPTR_0001s24360	68	66	1
OS01G0151600	POPTR_0009s03380	62	65	1
OS01G0151700	POPTR_0006s08410	61	69	1
OS01G0151900	POPTR_0011s11610	40	50	1
OS01G0152687	POPTR_0004s06690	34	9	1
OS01G0152700	POPTR_0004s09030	100	28	0
OS01G0152700	POPTR_0004s09050	100	28	0
OS01G0152700	POPTR_0005s14680	100	28	0
OS01G0152700	POPTR_0009s03310	100	28	0
OS01G0153250	POPTR_0001s24340	37	45	1
OS01G0153400	POPTR_0001s29600	75	43	1
OS01G0153400	POPTR_0009s08760	72	42	1
OS01G0153800	POPTR_0006s21320	23	37	1
OS01G0153800	POPTR_0009s15770	37	42	1
OS01G0153800	POPTR_0016s06500	24	35	1
OS01G0155000	POPTR_0006s21320	30	44	1
OS01G0155000	POPTR_0009s15770	42	43	1
OS01G0155000	POPTR_0016s06500	30	40	1
OS01G0155300	POPTR_0008s04910	39	55	1
OS01G0155300	POPTR_0010s21860	41	50	1
OS01G0155400	POPTR_0008s04800	50	32	1
OS01G0155400	POPTR_0010s21970	44	33	1
OS01G0155400	POPTR_0016s08170	44	29	1
OS01G0155500	POPTR_0001s24080	41	46	1
OS01G0155500	POPTR_0009s03170	42	47	1
OS01G0155500	POPTR_0010s22010	38	43	1
OS01G0155600	POPTR_0006s23170	48	53	1
OS01G0155600	POPTR_0016s08250	47	53	1
OS01G0157700	POPTR_0006s13320	37	24	1
OS01G0157700	POPTR_0016s08770	35	23	1
OS01G0157800	POPTR_0006s13340	78	78	1
OS01G0157800	POPTR_0008s04310	76	76	1
OS01G0157900	POPTR_0006s13240	57	54	1
OS01G0158000	POPTR_0006s13290	18	64	1
OS01G0158000	POPTR_0016s08790	64	65	1
OS01G0158100	POPTR_0003s04990	26	29	1
OS01G0158200	POPTR_0008s04140	65	67	1
OS01G0158400	POPTR_0012s12110	43	38	0
OS01G0158400	POPTR_0012s15250	27	31	0
OS01G0158400	POPTR_0015s15490	19	38	0
OS01G0158500	POPTR_0002s19960	67	68	1
OS01G0158600	POPTR_0016s12800	31	40	1
OS01G0158600	POPTR_0016s12810	33	35	1
OS01G0158900	POPTR_0008s06850	20	32	1
OS01G0158900	POPTR_0010s19600	51	52	1
OS01G0159000	POPTR_0007s04840	47	31	1
OS01G0159200	POPTR_0001s32800	41	32	0
OS01G0159200	POPTR_0004s22030	39	27	0
OS01G0159200	POPTR_0009s01730	35	25	0
OS01G0159200	POPTR_0009s01740	41	29	0
OS01G0159200	POPTR_0012s02210	38	27	0
OS01G0159200	POPTR_0012s02220	38	26	0
OS01G0159200	POPTR_0012s14510	46	36	0
OS01G0159200	POPTR_0013s01570	40	28	0
OS01G0159200	POPTR_0013s14760	41	29	0
OS01G0159200	POPTR_0013s14770	42	29	0
OS01G0159200	POPTR_0013s14780	36	26	0
OS01G0159200	POPTR_0013s14790	40	28	0
OS01G0159200	POPTR_0015s01560	37	27	0
OS01G0159200	POPTR_0015s14570	45	35	0
OS01G0159200	POPTR_0019s14320	39	35	0
OS01G0159200	POPTR_0019s14330	29	24	0
OS01G0159200	POPTR_0019s14350	41	36	0
OS01G0159200	POPTR_0019s14370	41	29	0
OS01G0159200	POPTR_0019s14390	36	27	0
OS01G0159200	POPTR_0019s14410	40	29	0
OS01G0159200	POPTR_0019s14420	40	29	0
OS01G0159200	POPTR_0019s14430	40	29	0
OS01G0159300	POPTR_0008s04080	18	25	1
OS01G0159300	POPTR_0010s22750	25	23	1
OS01G0159400	POPTR_0006s10270	75	75	1
OS01G0159400	POPTR_0016s12540	76	65	1
OS01G0160100	POPTR_0001s28560	20	52	0
OS01G0160200	POPTR_0016s12800	30	39	1
OS01G0160200	POPTR_0016s12810	31	34	1
OS01G0160700	POPTR_0016s12800	31	39	1
OS01G0160700	POPTR_0016s12810	32	34	1
OS01G0160800	POPTR_0017s00610	28	25	1
OS01G0160800	POPTR_0017s04370	28	26	1
OS01G0161000	POPTR_0016s12800	34	29	1
OS01G0161000	POPTR_0016s12810	35	25	1
OS01G0161300	POPTR_0016s12800	30	38	1
OS01G0161300	POPTR_0016s12810	32	34	1
OS01G0162300	POPTR_0011s00930	12	47	1
OS01G0162800	POPTR_0016s12800	29	37	1
OS01G0162800	POPTR_0016s12810	30	33	1
OS01G0163000	POPTR_0016s12800	32	39	1
OS01G0163000	POPTR_0016s12810	33	34	1
OS01G0164075	POPTR_0008s07200	40	40	1
OS01G0164075	POPTR_0010s19280	40	40	1
OS01G0164300	POPTR_0008s07200	35	38	1
OS01G0164300	POPTR_0010s19280	36	39	1
OS01G0164400	POPTR_0001s28810	79	36	1
OS01G0164400	POPTR_0009s08040	78	34	1
OS01G0164500	POPTR_0008s07310	57	63	1
OS01G0164600	POPTR_0001s28930	53	53	1
OS01G0164700	POPTR_0008s04370	41	16	0
OS01G0164700	POPTR_0010s22440	43	17	0
OS01G0164800	POPTR_0014s19050	45	10	0
OS01G0164900	POPTR_0014s19050	13	5	0
OS01G0165000	POPTR_0008s07360	34	32	1
OS01G0165000	POPTR_0010s19100	35	34	1
OS01G0165100	POPTR_0010s19040	53	54	1
OS01G0165200	POPTR_0008s07420	27	35	1
OS01G0165200	POPTR_0016s13530	33	35	1
OS01G0165600	POPTR_0013s14930	32	35	1
OS01G0165600	POPTR_0019s14490	30	37	1
OS01G0165800	POPTR_0001s13950	6	5	0
OS01G0165800	POPTR_0003s17170	7	5	0
OS01G0166100	POPTR_0008s07470	37	64	0
OS01G0166100	POPTR_0010s18970	63	62	0
OS01G0166300	POPTR_0008s07470	41	47	0
OS01G0166300	POPTR_0010s18970	55	37	0
OS01G0166400	POPTR_0006s27140	27	51	1
OS01G0166400	POPTR_0018s01810	36	39	1
OS01G0166500	POPTR_0006s10780	7	8	0
OS01G0166500	POPTR_0013s08070	4	6	0
OS01G0166500	POPTR_0016s14070	7	9	0
OS01G0166500	POPTR_0785s00200	10	11	0
OS01G0166700	POPTR_0006s10790	38	36	1
OS01G0166700	POPTR_0016s14090	37	35	1
OS01G0166800	POPTR_0019s08400	51	52	1
OS01G0166800	POPTR_0019s08440	18	59	1
OS01G0166800	POPTR_0539s00210	22	56	1
OS01G0167400	POPTR_0017s00610	27	23	1
OS01G0167400	POPTR_0017s04370	28	25	1
OS01G0167500	POPTR_0013s15090	81	82	1
OS01G0167500	POPTR_0019s14940	80	80	1
OS01G0167750	POPTR_0005s12980	43	41	1
OS01G0167750	POPTR_0007s12200	5	41	1
OS01G0167900	POPTR_0013s15400	35	24	1
OS01G0167900	POPTR_0019s08970	20	16	1
OS01G0167900	POPTR_0019s15160	35	25	1
OS01G0168100	POPTR_0013s15400	39	37	1
OS01G0168100	POPTR_0019s08970	30	32	1
OS01G0168100	POPTR_0019s15160	38	37	1
OS01G0168200	POPTR_0006s11060	60	57	1
OS01G0168200	POPTR_0016s14570	47	67	1
OS01G0168200	POPTR_0019s09000	43	52	1
OS01G0168300	POPTR_0019s09020	33	77	1
OS01G0168300	POPTR_0019s09030	19	32	1
OS01G0168500	POPTR_0019s09110	66	65	1
OS01G0168800	POPTR_0006s23600	32	36	0
OS01G0169400	POPTR_0001s35280	44	69	1
OS01G0169400	POPTR_0012s08540	46	62	1
OS01G0169400	POPTR_0015s09370	47	64	1
OS01G0169500	POPTR_0001s35240	29	45	1
OS01G0169500	POPTR_0001s35250	10	32	1
OS01G0169800	POPTR_0010s05450	47	26	1
OS01G0169900	POPTR_0001s34990	26	44	1
OS01G0169900	POPTR_0001s35000	16	31	1
OS01G0169900	POPTR_0012s08500	9	32	1
OS01G0169900	POPTR_0012s08510	22	37	1
OS01G0169900	POPTR_0015s09340	22	34	1
OS01G0170000	POPTR_0004s21770	64	28	1
OS01G0170000	POPTR_0007s02450	65	28	1
OS01G0170000	POPTR_0015s09330	65	28	1
OS01G0170000	POPTR_0017s06440	64	28	1
OS01G0170100	POPTR_0002s19860	46	25	1
OS01G0170300	POPTR_0012s08990	56	57	1
OS01G0170300	POPTR_0015s09240	56	56	1
OS01G0170500	POPTR_0012s09020	60	61	1
OS01G0170500	POPTR_0015s09190	60	55	1
OS01G0170800	POPTR_0004s08990	38	29	1
OS01G0171000	POPTR_0008s19310	72	73	1
OS01G0171000	POPTR_0010s05300	73	73	1
OS01G0171800	POPTR_0001s35120	45	46	1
OS01G0171800	POPTR_0010s05250	48	49	1
OS01G0171800	POPTR_0012s08410	47	46	1
OS01G0171800	POPTR_0015s08930	50	49	1
OS01G0172000	POPTR_0014s12610	61	19	0
OS01G0172100	POPTR_0001s35130	53	51	1
OS01G0172200	POPTR_0001s35150	51	49	1
OS01G0172200	POPTR_0017s10760	52	54	1
OS01G0172300	POPTR_0001s19330	31	52	1
OS01G0172400	POPTR_0001s19360	73	81	0
OS01G0172400	POPTR_0003s02730	73	82	0
OS01G0172400	POPTR_0006s06850	20	69	0
OS01G0172400	POPTR_0018s13110	72	72	0
OS01G0172400	POPTR_1923s00200	20	75	0
OS01G0172600	POPTR_0006s06890	70	50	1
OS01G0172600	POPTR_0018s13150	70	50	1
OS01G0172800	POPTR_0001s19420	38	43	1
OS01G0172800	POPTR_0006s06910	39	45	1
OS01G0172800	POPTR_0012s14200	27	27	1
OS01G0172800	POPTR_0012s14210	25	39	1
OS01G0172800	POPTR_0015s14200	29	28	1
OS01G0172800	POPTR_0015s14220	35	36	1
OS01G0172800	POPTR_0018s13170	39	45	1
OS01G0172900	POPTR_0006s26920	32	25	1
OS01G0172900	POPTR_0012s12010	27	21	1
OS01G0172900	POPTR_0018s01610	30	22	1
OS01G0173000	POPTR_0008s23020	45	47	1
OS01G0173100	POPTR_0006s26820	66	74	0
OS01G0173100	POPTR_0018s01550	62	71	0
OS01G0173600	POPTR_0001s17160	44	55	1
OS01G0173600	POPTR_0003s06090	44	56	1
OS01G0173600	POPTR_0007s01900	42	57	1
OS01G0173900	POPTR_0001s37330	60	62	1
OS01G0173900	POPTR_0001s37340	62	63	1
OS01G0173900	POPTR_0003s19650	41	55	1
OS01G0173900	POPTR_0003s19660	38	55	1
OS01G0173900	POPTR_0003s19680	60	59	1
OS01G0173900	POPTR_0003s19800	59	60	1
OS01G0174000	POPTR_0006s26800	25	51	1
OS01G0174000	POPTR_0018s01530	26	54	1
OS01G0174100	POPTR_0001s17190	34	30	1
OS01G0174100	POPTR_0003s06070	35	29	1
OS01G0174300	POPTR_0006s23520	73	70	1
OS01G0174500	POPTR_0012s13040	38	37	1
OS01G0174700	POPTR_0015s10550	60	61	1
OS01G0174900	POPTR_0003s05940	43	47	1
OS01G0175000	POPTR_0001s17360	69	69	0
OS01G0175000	POPTR_0003s05900	68	67	0
OS01G0175000	POPTR_0006s26730	72	72	0
OS01G0175000	POPTR_0018s01470	71	71	0
OS01G0175000	POPTR_0018s06570	55	74	0
OS01G0175000	POPTR_0018s06580	15	51	0
OS01G0175100	POPTR_0001s17420	30	22	1
OS01G0175100	POPTR_0003s05860	32	34	1
OS01G0175600	POPTR_0001s17440	66	69	0
OS01G0175600	POPTR_0003s05840	67	67	0
OS01G0175600	POPTR_0006s15960	64	64	0
OS01G0175600	POPTR_0006s26590	65	66	0
OS01G0175600	POPTR_0018s01350	65	66	0
OS01G0175700	POPTR_0001s17440	66	69	0
OS01G0175700	POPTR_0003s05840	68	68	0
OS01G0175700	POPTR_0006s15960	64	64	0
OS01G0175700	POPTR_0006s26590	65	66	0
OS01G0175700	POPTR_0018s01350	65	66	0
OS01G0176300	POPTR_0003s02590	50	44	1
OS01G0176400	POPTR_0001s17540	39	17	1
OS01G0176400	POPTR_0003s05750	43	19	1
OS01G0176500	POPTR_0001s17550	40	47	0
OS01G0176500	POPTR_0003s05730	43	48	0
OS01G0176700	POPTR_0006s16000	35	37	1
OS01G0176700	POPTR_0018s06410	36	37	1
OS01G0176800	POPTR_0001s17560	43	45	0
OS01G0176800	POPTR_0006s20110	28	28	0
OS01G0176900	POPTR_0016s13350	17	33	1
OS01G0177200	POPTR_0001s41930	73	72	0
OS01G0177200	POPTR_0011s12760	73	73	0
OS01G0177400	POPTR_0001s17680	39	38	1
OS01G0177400	POPTR_0003s05610	38	38	1
OS01G0177400	POPTR_0006s26380	19	39	1
OS01G0177400	POPTR_0018s01170	36	39	1
OS01G0177900	POPTR_0018s06370	70	18	1
OS01G0178000	POPTR_0001s17720	72	72	1
OS01G0178000	POPTR_0003s05670	25	55	1
OS01G0178000	POPTR_0017s14070	19	52	1
OS01G0178100	POPTR_0018s06350	43	37	1
OS01G0178200	POPTR_0018s06330	26	66	1
OS01G0178200	POPTR_0018s06340	30	55	1
OS01G0178200	POPTR_1476s00200	14	69	1
OS01G0178400	POPTR_0006s26320	26	14	1
OS01G0178400	POPTR_0006s26330	29	44	1
OS01G0178400	POPTR_0018s01120	19	16	1
OS01G0178400	POPTR_0018s01130	28	49	1
OS01G0178400	POPTR_0018s06320	54	22	1
OS01G0178500	POPTR_0001s17770	49	45	1
OS01G0178700	POPTR_0006s26310	50	49	1
OS01G0178700	POPTR_0018s01110	48	47	1
OS01G0178900	POPTR_0001s06270	20	12	1
OS01G0179200	POPTR_0006s16090	38	69	1
OS01G0179200	POPTR_0006s16100	13	44	1
OS01G0179200	POPTR_0018s06260	55	70	1
OS01G0179200	POPTR_0018s12510	39	71	1
OS01G0179200	POPTR_0130s00220	56	66	1
OS01G0179300	POPTR_0006s26250	50	52	1
OS01G0179300	POPTR_0018s01040	51	53	1
OS01G0179400	POPTR_0006s26260	5	59	1
OS01G0179500	POPTR_0006s26240	31	20	0
OS01G0179500	POPTR_0018s01030	32	20	0
OS01G0179600	POPTR_0002s23760	36	37	1
OS01G0179600	POPTR_0002s23770	36	37	1
OS01G0179600	POPTR_0004s08200	34	33	1
OS01G0179600	POPTR_0006s05450	36	37	1
OS01G0179600	POPTR_0014s14300	36	37	1
OS01G0179600	POPTR_0016s05290	35	36	1
OS01G0179600	POPTR_0017s13620	36	38	1
OS01G0179700	POPTR_0002s13930	93	93	1
OS01G0179700	POPTR_0014s04830	91	91	1
OS01G0179800	POPTR_0018s06160	53	57	1
OS01G0180000	POPTR_0006s08110	25	34	1
OS01G0180000	POPTR_0018s14790	43	49	1
OS01G0180300	POPTR_0001s17980	34	34	0
OS01G0180400	POPTR_0001s17990	37	18	1
OS01G0180400	POPTR_0006s26160	40	18	1
OS01G0180400	POPTR_0018s00980	41	19	1
OS01G0180600	POPTR_0006s16200	38	48	1
OS01G0180700	POPTR_0006s26120	31	32	1
OS01G0180700	POPTR_0018s00940	29	35	1
OS01G0180800	POPTR_0001s18040	70	69	1
OS01G0180800	POPTR_0003s05450	71	70	1
OS01G0181000	POPTR_0018s05910	27	29	1
OS01G0181000	POPTR_0018s05930	13	33	1
OS01G0181000	POPTR_0018s05960	11	24	1
OS01G0181000	POPTR_1811s00200	10	28	1
OS01G0182200	POPTR_0002s21410	48	49	1
OS01G0182200	POPTR_0013s05030	59	60	1
OS01G0182200	POPTR_0014s15250	45	48	1
OS01G0182200	POPTR_0019s04640	43	56	1
OS01G0182300	POPTR_0001s18080	21	31	1
OS01G0182300	POPTR_0003s05390	21	34	1
OS01G0182300	POPTR_0006s26060	22	37	1
OS01G0182300	POPTR_0018s00890	20	35	1
OS01G0182400	POPTR_0005s08900	18	24	1
OS01G0182400	POPTR_0007s06970	18	22	1
OS01G0182500	POPTR_0001s04060	20	30	1
OS01G0182600	POPTR_0002s06490	71	72	1
OS01G0182600	POPTR_0005s21870	73	73	1
OS01G0182700	POPTR_0007s06930	40	48	0
OS01G0182832	POPTR_0007s06830	0	0	0
OS01G0182832	POPTR_0007s06840	11	5	0
OS01G0182832	POPTR_0007s06850	0	0	0
OS01G0182832	POPTR_0007s06860	24	19	0
OS01G0182900	POPTR_0007s06830	54	73	0
OS01G0182900	POPTR_0007s06840	18	4	0
OS01G0182900	POPTR_0007s06850	0	0	0
OS01G0182900	POPTR_0007s06860	0	0	0
OS01G0183000	POPTR_0001s06930	58	59	1
OS01G0183000	POPTR_0003s19230	49	62	1
OS01G0183100	POPTR_0008s02910	53	62	1
OS01G0183100	POPTR_0010s23880	61	60	1
OS01G0183300	POPTR_0002s06400	48	46	1
OS01G0183300	POPTR_0005s21970	50	46	1
OS01G0183400	POPTR_0001s13970	23	37	1
OS01G0183500	POPTR_0001s31690	12	20	1
OS01G0183500	POPTR_0001s40840	35	13	1
OS01G0183500	POPTR_0005s06540	35	13	1
OS01G0183500	POPTR_0005s09730	36	14	1
OS01G0183500	POPTR_0007s06670	41	16	1
OS01G0183500	POPTR_0008s12420	31	13	1
OS01G0183500	POPTR_0015s09840	34	13	1
OS01G0183500	POPTR_0015s09850	23	10	1
OS01G0183500	POPTR_0015s14210	40	15	1
OS01G0183600	POPTR_0001s31690	9	41	1
OS01G0183600	POPTR_0001s40840	40	39	1
OS01G0183600	POPTR_0005s06540	38	37	1
OS01G0183600	POPTR_0005s09730	30	30	1
OS01G0183600	POPTR_0007s06670	45	45	1
OS01G0183600	POPTR_0008s12420	34	36	1
OS01G0183600	POPTR_0015s09840	39	39	1
OS01G0183600	POPTR_0015s09850	33	40	1
OS01G0183600	POPTR_0015s14210	44	44	1
OS01G0183633	POPTR_0001s20590	50	54	1
OS01G0183633	POPTR_0003s04100	41	50	1
OS01G0183633	POPTR_0006s14830	39	30	1
OS01G0183633	POPTR_0018s05410	39	29	1
OS01G0184000	POPTR_0012s07530	54	55	1
OS01G0184100	POPTR_0006s24030	69	73	0
OS01G0184500	POPTR_0005s22020	56	67	0
OS01G0184800	POPTR_0001s34170	69	69	1
OS01G0184800	POPTR_0017s10430	38	55	1
OS01G0184900	POPTR_0004s12290	67	66	1
OS01G0184900	POPTR_0017s11460	65	69	1
OS01G0185100	POPTR_0008s14830	41	30	1
OS01G0185100	POPTR_0010s10280	41	30	1
OS01G0185200	POPTR_0008s12140	71	72	1
OS01G0185200	POPTR_0010s13280	58	68	1
OS01G0185400	POPTR_0017s11520	44	50	1
OS01G0185500	POPTR_0004s13450	46	45	1
OS01G0185500	POPTR_0017s11560	44	49	1
OS01G0185900	POPTR_0015s07530	38	35	1
OS01G0185900	POPTR_0017s11570	37	35	1
OS01G0186000	POPTR_0005s08720	32	30	1
OS01G0186000	POPTR_0007s06720	31	32	1
OS01G0186200	POPTR_0008s18100	46	46	1
OS01G0186200	POPTR_0010s06330	49	49	1
OS01G0186700	POPTR_0006s14890	71	71	1
OS01G0186700	POPTR_0006s24120	71	76	1
OS01G0186700	POPTR_0023s00660	15	68	1
OS01G0186900	POPTR_0005s26390	51	44	1
OS01G0186900	POPTR_0006s24160	52	47	1
OS01G0186900	POPTR_0018s04560	52	47	1
OS01G0186900	POPTR_0018s07790	51	44	1
OS01G0187400	POPTR_0006s25110	65	66	0
OS01G0187400	POPTR_0018s04760	65	68	0
OS01G0187600	POPTR_0006s15720	43	19	1
OS01G0187600	POPTR_0007s08360	38	18	1
OS01G0187900	POPTR_0001s19070	35	46	1
OS01G0188100	POPTR_0018s09390	67	65	1
OS01G0188100	POPTR_0018s09400	65	69	1
OS01G0188200	POPTR_0025s00450	31	7	1
OS01G0188400	POPTR_0001s10760	12	57	0
OS01G0188400	POPTR_0001s19050	76	74	0
OS01G0188400	POPTR_0003s04770	71	77	0
OS01G0188400	POPTR_0004s03130	8	55	0
OS01G0188400	POPTR_0006s25280	73	82	0
OS01G0188400	POPTR_0018s08250	73	78	0
OS01G0188400	POPTR_0018s09380	72	77	0
OS01G0190000	POPTR_0001s19100	67	58	1
OS01G0190000	POPTR_0018s00590	7	40	1
OS01G0190300	POPTR_0001s19120	44	31	1
OS01G0190300	POPTR_0003s04650	43	30	1
OS01G0190300	POPTR_0006s25250	37	26	1
OS01G0190300	POPTR_0018s04890	41	39	1
OS01G0190500	POPTR_0001s19140	36	41	0
OS01G0190500	POPTR_0003s04620	37	42	0
OS01G0191000	POPTR_0009s14840	63	61	1
OS01G0191100	POPTR_0004s19680	73	73	1
OS01G0191100	POPTR_0009s14850	71	72	1
OS01G0191100	POPTR_0010s24280	63	65	1
OS01G0191150	POPTR_0006s25180	45	20	1
OS01G0191150	POPTR_0018s04840	48	21	1
OS01G0191200	POPTR_0001s19180	37	43	1
OS01G0191200	POPTR_0006s15770	13	32	1
OS01G0191300	POPTR_0006s15740	57	60	1
OS01G0191300	POPTR_0018s06790	57	60	1
OS01G0191500	POPTR_0001s19190	53	53	1
OS01G0191500	POPTR_0008s19750	50	56	1
OS01G0191500	POPTR_0010s04610	51	54	1
OS01G0191800	POPTR_0006s25160	85	84	1
OS01G0191800	POPTR_0018s04830	58	83	1
OS01G0191900	POPTR_0006s25060	38	33	0
OS01G0192000	POPTR_0006s25080	51	51	1
OS01G0192000	POPTR_0018s04720	50	50	1
OS01G0192300	POPTR_0001s11730	33	30	1
OS01G0192300	POPTR_0006s15480	42	43	1
OS01G0192300	POPTR_0006s24660	31	44	1
OS01G0192500	POPTR_0014s13670	19	21	1
OS01G0192600	POPTR_0006s24690	73	73	1
OS01G0192600	POPTR_0018s05060	73	73	1
OS01G0192600	POPTR_0018s06900	76	76	1
OS01G0192900	POPTR_0006s15410	54	65	1
OS01G0192900	POPTR_0018s06960	55	66	1
OS01G0193600	POPTR_0001s19940	10	79	1
OS01G0193600	POPTR_0001s19990	66	65	1
OS01G0193900	POPTR_0005s02870	20	27	0
OS01G0193900	POPTR_0005s02880	9	19	0
OS01G0193900	POPTR_0008s22660	30	22	0
OS01G0193900	POPTR_0010s02390	19	23	0
OS01G0193900	POPTR_0010s02410	12	19	0
OS01G0193900	POPTR_0013s02120	21	26	0
