Gene stable ID	Brassica oleracea gene stable ID	% identity	Brassica oleracea % identity	Orthology confidence [0 low, 1 high]
OS01G0166800	Bo4g190280	51	51	1
OS01G0167500	Bo4g183190	26	62	1
OS01G0167500	Bo5g007800	79	79	1
OS01G0167500	Bo8g007230	79	79	1
OS01G0167500	Bo8g114390	79	79	1
OS01G0167750	Bo7g064710	42	40	1
OS01G0167900	Bo2g028660	22	19	1
OS01G0167900	Bo3g018800	25	22	1
OS01G0167900	Bo3g024680	24	23	1
OS01G0167900	Bo3g024690	23	32	1
OS01G0167900	Bo4g173090	25	23	1
OS01G0167900	Bo9g134970	28	22	1
OS01G0168100	Bo2g028660	23	26	1
OS01G0168100	Bo3g018800	26	30	1
OS01G0168100	Bo3g024680	26	35	1
OS01G0168100	Bo3g024690	16	31	1
OS01G0168100	Bo4g173090	28	35	1
OS01G0168100	Bo9g134970	29	31	1
OS01G0168200	Bo1g144920	66	47	1
OS01G0168200	Bo3g062450	63	26	1
OS01G0168200	Bo4g113040	45	39	1
OS01G0168200	Bo5g139940	67	63	1
OS01G0168200	Bo6g071130	45	39	1
OS01G0168200	Bo8g090840	41	36	1
OS01G0168300	Bo1g037150	25	71	1
OS01G0168300	Bo3g157430	21	71	1
OS01G0168300	Bo4g012780	52	47	1
OS01G0168300	Bo4g190470	12	46	1
OS01G0168300	Bo8g090850	53	55	1
OS01G0168300	Bo9g059670	25	71	1
OS01G0168500	Bo4g190500	57	58	1
OS01G0168500	Bo8g090860	56	61	1
OS01G0168800	Bo1g008330	33	36	0
OS01G0168800	Bo2g023600	33	36	0
OS01G0168800	Bo7g116050	33	36	0
OS01G0169400	Bo2g144870	35	67	1
OS01G0169400	Bo3g104760	43	60	1
OS01G0169400	Bo7g085860	35	67	1
OS01G0169400	Bo9g008330	36	69	1
OS01G0169400	Bo9g017470	42	60	1
OS01G0169500	Bo7g085880	37	37	1
OS01G0169800	Bo03539s010	14	16	1
OS01G0169800	Bo2g068320	43	24	1
OS01G0169800	Bo5g039430	43	24	1
OS01G0169800	Bo5g039440	42	19	1
OS01G0169800	Bo6g112150	44	25	1
OS01G0169900	Bo2g012000	34	37	1
OS01G0170000	Bo4g140140	61	27	1
OS01G0170100	Bo1g007600	43	17	1
OS01G0170500	Bo9g095830	61	62	1
OS01G0170800	Bo2g052850	35	26	1
OS01G0171000	Bo1g094320	68	67	1
OS01G0171000	Bo4g085130	51	63	1
OS01G0171800	Bo00877s060	42	40	1
OS01G0171800	Bo2g068230	43	44	1
OS01G0171800	Bo2g144960	40	43	1
OS01G0171800	Bo3g106830	50	49	1
OS01G0171800	Bo3g157060	19	31	1
OS01G0171800	Bo5g012210	44	47	1
OS01G0171800	Bo7g085910	24	37	1
OS01G0171800	Bo8g059610	42	42	1
OS01G0171800	Bo8g082160	20	32	1
OS01G0171800	Bo9g016340	51	49	1
OS01G0172000	Bo3g039760	27	41	0
OS01G0172000	Bo4g002330	63	18	0
OS01G0172100	Bo8g030830	52	51	0
OS01G0172200	Bo00851s010	49	56	1
OS01G0172200	Bo2g012050	52	59	1
OS01G0172200	Bo3g055100	50	35	1
OS01G0172300	Bo8g066370	28	35	1
OS01G0172300	Bo8g106120	24	41	1
OS01G0172400	Bo1g126040	77	77	0
OS01G0172400	Bo3g068020	10	73	0
OS01G0172400	Bo3g180990	77	77	0
OS01G0172400	Bo5g126670	77	77	0
OS01G0172400	Bo6g039560	76	76	0
OS01G0172600	Bo3g035660	70	48	1
OS01G0172600	Bo4g190950	69	48	1
OS01G0172800	Bo2g164000	32	33	1
OS01G0172800	Bo2g164020	27	23	1
OS01G0172800	Bo3g004230	32	37	1
OS01G0172800	Bo3g107870	32	32	1
OS01G0172800	Bo4g013290	37	40	1
OS01G0172800	Bo4g190940	37	38	1
OS01G0172800	Bo4g198730	23	41	1
OS01G0172800	Bo9g014870	32	19	1
OS01G0172800	Bo9g175210	27	20	1
OS01G0172900	Bo1g010500	23	17	1
OS01G0172900	Bo2g013480	27	19	1
OS01G0172900	Bo3g068010	27	18	1
OS01G0172900	Bo3g173430	23	16	1
OS01G0172900	Bo5g126680	27	17	1
OS01G0172900	Bo5g126700	26	10	1
OS01G0172900	Bo7g068870	26	21	1
OS01G0172900	Bo7g069950	28	22	1
OS01G0172900	Bo7g117560	28	21	1
OS01G0172900	Bo8g087080	26	19	1
OS01G0172900	Bo9g161530	27	18	1
OS01G0173000	Bo3g180980	46	51	1
OS01G0173100	Bo2g136270	24	63	1
OS01G0173100	Bo3g143830	63	73	1
OS01G0173100	Bo4g041160	65	76	1
OS01G0173100	Bo5g058510	65	61	1
OS01G0173100	Bo7g045680	66	77	1
OS01G0173100	Bo7g069920	16	19	1
OS01G0173600	Bo2g096220	45	58	1
OS01G0173600	Bo5g020810	42	52	1
OS01G0173600	Bo8g066430	42	44	1
OS01G0173600	Bo8g106070	41	45	1
OS01G0173900	Bo1g138610	54	55	1
OS01G0173900	Bo1g138620	58	59	1
OS01G0173900	Bo1g138880	53	55	1
OS01G0173900	Bo3g065330	60	60	1
OS01G0173900	Bo3g065380	60	60	1
OS01G0173900	Bo5g132920	55	46	1
OS01G0174000	Bo2g010330	26	56	1
OS01G0174000	Bo9g171430	25	54	1
OS01G0174100	Bo2g096200	32	19	1
OS01G0174100	Bo3g014000	28	28	1
OS01G0174100	Bo5g020860	30	24	1
OS01G0174100	Bo8g106040	32	25	1
OS01G0174500	Bo1g040320	27	29	1
OS01G0174700	Bo4g161170	55	52	1
OS01G0174900	Bo1g126120	40	44	1
OS01G0174900	Bo5g126780	42	46	1
OS01G0175100	Bo3g066930	27	33	1
OS01G0175100	Bo6g039460	29	34	1
OS01G0175600	Bo00802s100	12	35	0
OS01G0175700	Bo00802s100	11	35	0
OS01G0176300	Bo1g124920	36	38	1
OS01G0176400	Bo3g066920	41	18	1
OS01G0176400	Bo3g182550	26	9	1
OS01G0176400	Bo5g126840	41	18	1
OS01G0176400	Bo6g030740	37	16	1
OS01G0176500	Bo1g127330	37	45	0
OS01G0176500	Bo5g126850	36	44	0
OS01G0176700	Bo2g137000	33	38	1
OS01G0176700	Bo7g081380	33	38	1
OS01G0176800	Bo6g030760	34	44	0
OS01G0177100	Bo1g010290	59	56	0
OS01G0177100	Bo3g172320	61	59	0
OS01G0177100	Bo7g115780	60	58	0
OS01G0177200	Bo3g076130	70	70	0
OS01G0177200	Bo5g108440	70	70	0
OS01G0177400	Bo2g096080	24	34	1
OS01G0177400	Bo2g096100	34	35	1
OS01G0177400	Bo3g162410	35	37	1
OS01G0177400	Bo5g021060	37	38	1
OS01G0177400	Bo6g125640	15	43	1
OS01G0177400	Bo8g105980	37	38	1
OS01G0177900	Bo4g161200	69	18	1
OS01G0178000	Bo2g096040	68	68	0
OS01G0178000	Bo3g024030	35	44	0
OS01G0178000	Bo5g132220	34	44	0
OS01G0178000	Bo6g080330	67	67	0
OS01G0178000	Bo6g125630	65	65	0
OS01G0178100	Bo9g152200	42	40	1
OS01G0178200	Bo9g152220	52	52	1
OS01G0178400	Bo2g158610	54	23	1
OS01G0178400	Bo7g095880	53	22	1
OS01G0178400	Bo9g011330	50	22	1
OS01G0178700	Bo1g010240	45	45	1
OS01G0178700	Bo2g096010	42	44	1
OS01G0178700	Bo3g172300	45	47	1
OS01G0179200	Bo1g098850	57	57	1
OS01G0179200	Bo3g083200	59	60	1
OS01G0179200	Bo7g033200	59	59	1
OS01G0179300	Bo1g010220	45	49	1
OS01G0179300	Bo3g172290	46	49	1
OS01G0179300	Bo7g115790	46	50	1
OS01G0179300	Bo8g099020	46	52	1
OS01G0179400	Bo4g158740	68	33	0
OS01G0179500	Bo1g010200	27	19	0
OS01G0179600	Bo1g056640	40	41	1
OS01G0179600	Bo1g094250	31	32	1
OS01G0179600	Bo5g005740	34	35	1
OS01G0179600	Bo7g103830	36	31	1
OS01G0179600	Bo8g036810	31	34	1
OS01G0179600	Bo8g040680	39	39	1
OS01G0179600	Bo8g040710	37	38	1
OS01G0179600	Bo8g040740	35	37	1
OS01G0179600	Bo8g040770	19	37	1
OS01G0179700	Bo8g118280	89	89	1
OS01G0179800	Bo3g083250	52	53	1
OS01G0179800	Bo7g031230	33	42	1
OS01G0179800	Bo7g033080	52	53	1
OS01G0179800	Bo8g033520	52	56	1
OS01G0180000	Bo5g017290	51	38	1
OS01G0180000	Bo8g062490	52	33	1
OS01G0180000	Bo8g108460	39	40	1
OS01G0180000	Bo9g037330	54	34	1
OS01G0180300	Bo1g124830	27	33	0
OS01G0180300	Bo3g068180	32	34	0
OS01G0180300	Bo5g126520	33	35	0
OS01G0180400	Bo3g042010	32	19	1
OS01G0180400	Bo6g080060	23	16	1
OS01G0180400	Bo8g099000	30	19	1
OS01G0180400	Bo9g171210	33	22	1
OS01G0180600	Bo1g098810	44	48	1
OS01G0180700	Bo7g095810	27	33	1
OS01G0180800	Bo1g131260	16	42	1
OS01G0180800	Bo4g113010	19	57	1
OS01G0180800	Bo4g115390	70	72	1
OS01G0180800	Bo6g031540	69	71	1
OS01G0182200	Bo5g148400	50	52	1
OS01G0182200	Bo9g157290	48	43	1
OS01G0182400	Bo3g149960	18	16	1
OS01G0182600	Bo5g038860	69	68	1
OS01G0182700	Bo1g002540	36	34	0
OS01G0182700	Bo3g150120	37	34	0
OS01G0182700	Bo7g119200	36	31	0
OS01G0182832	Bo1g002550	11	2	0
OS01G0182900	Bo1g002550	70	7	0
OS01G0183000	Bo6g118630	54	58	1
OS01G0183100	Bo1g143790	60	60	1
OS01G0183300	Bo01175s010	25	40	1
OS01G0183300	Bo3g044410	46	46	1
OS01G0183300	Bo5g086510	38	51	1
OS01G0183300	Bo6g094090	47	44	1
OS01G0183300	Bo6g113170	47	44	1
OS01G0183300	Bo7g080640	45	42	1
OS01G0183400	Bo7g065250	23	42	1
OS01G0183500	Bo1g002560	34	7	0
OS01G0183500	Bo1g023890	17	7	0
OS01G0183500	Bo2g083910	35	12	0
OS01G0183500	Bo3g023200	34	15	0
OS01G0183500	Bo3g151170	3	3	0
OS01G0183500	Bo3g151180	17	7	0
OS01G0183500	Bo3g151200	37	34	0
OS01G0183500	Bo3g151210	0	0	0
OS01G0183500	Bo3g151230	37	13	0
OS01G0183500	Bo3g151260	35	13	0
OS01G0183500	Bo3g151290	38	14	0
OS01G0183500	Bo4g137530	35	18	0
OS01G0183500	Bo4g137560	29	12	0
OS01G0183500	Bo7g085730	14	8	0
OS01G0183500	Bo7g119140	34	12	0
OS01G0183500	Bo7g119150	36	7	0
OS01G0183500	Bo7g119160	37	14	0
OS01G0183500	Bo7g119170	37	14	0
OS01G0183500	Bo7g119180	28	11	0
OS01G0183500	Bo8g028960	33	13	0
OS01G0183500	Bo8g032500	35	13	0
OS01G0183500	Bo8g100570	22	43	0
OS01G0183500	Bo8g100580	9	5	0
OS01G0183500	Bo8g101450	36	14	0
OS01G0183500	Bo9g053170	18	29	0
OS01G0183500	Bo9g053180	32	20	0
OS01G0183500	Bo9g053220	35	14	0
OS01G0183500	Bo9g053230	34	13	0
OS01G0183500	Bo9g053260	12	7	0
OS01G0183500	Bo9g053270	20	41	0
OS01G0183500	Bo9g053290	24	10	0
OS01G0183500	Bo9g053340	33	22	0
OS01G0183500	Bo9g053350	0	0	0
OS01G0183500	Bo9g053360	35	13	0
OS01G0183600	Bo1g002560	37	20	0
OS01G0183600	Bo1g023890	32	36	0
OS01G0183600	Bo2g083910	36	32	0
OS01G0183600	Bo3g023200	38	44	0
OS01G0183600	Bo3g151170	10	28	0
OS01G0183600	Bo3g151180	25	29	0
OS01G0183600	Bo3g151200	17	42	0
OS01G0183600	Bo3g151210	14	33	0
OS01G0183600	Bo3g151230	35	34	0
OS01G0183600	Bo3g151260	35	33	0
OS01G0183600	Bo3g151290	37	36	0
OS01G0183600	Bo4g137530	25	35	0
OS01G0183600	Bo4g137560	35	37	0
OS01G0183600	Bo7g085730	23	37	0
OS01G0183600	Bo7g119140	38	37	0
OS01G0183600	Bo7g119150	39	20	0
OS01G0183600	Bo7g119160	40	40	0
OS01G0183600	Bo7g119170	41	41	0
OS01G0183600	Bo7g119180	35	38	0
OS01G0183600	Bo8g028960	37	39	0
OS01G0183600	Bo8g032500	40	39	0
OS01G0183600	Bo8g100570	8	43	0
OS01G0183600	Bo8g100580	31	39	0
OS01G0183600	Bo8g101450	39	39	0
OS01G0183600	Bo9g053170	11	50	0
OS01G0183600	Bo9g053180	23	38	0
OS01G0183600	Bo9g053220	38	39	0
OS01G0183600	Bo9g053230	38	39	0
OS01G0183600	Bo9g053260	22	37	0
OS01G0183600	Bo9g053270	7	39	0
OS01G0183600	Bo9g053290	34	39	0
OS01G0183600	Bo9g053340	23	40	0
OS01G0183600	Bo9g053350	13	34	0
OS01G0183600	Bo9g053360	38	39	0
OS01G0183633	Bo3g143890	36	24	1
OS01G0183633	Bo3g184580	44	20	1
OS01G0183633	Bo6g051000	44	46	1
OS01G0183633	Bo8g051110	44	19	1
OS01G0183633	Bo9g130670	38	30	1
OS01G0184000	Bo9g171610	47	48	1
OS01G0184100	Bo2g010790	59	47	1
OS01G0184100	Bo3g007430	60	65	1
OS01G0184100	Bo9g169680	61	66	1
OS01G0184500	Bo3g044390	59	60	0
OS01G0184800	Bo9g166050	69	68	1
OS01G0184900	Bo7g091510	67	67	1
OS01G0185100	Bo5g041560	38	25	1
OS01G0185100	Bo7g080550	30	30	1
OS01G0185100	Bo8g076300	40	26	1
OS01G0185100	Bo9g072770	35	25	1
OS01G0185200	Bo3g138680	30	60	1
OS01G0185200	Bo5g043380	71	69	1
OS01G0185200	Bo8g117740	7	20	1
OS01G0185500	Bo3g010080	44	42	1
OS01G0185500	Bo4g139190	45	44	1
OS01G0185500	Bo7g091080	18	47	1
OS01G0185500	Bo9g165400	42	46	1
OS01G0185900	Bo1g158770	32	33	1
OS01G0185900	Bo2g012390	35	34	1
OS01G0185900	Bo2g064630	23	31	1
OS01G0185900	Bo3g010100	36	34	1
OS01G0185900	Bo5g025940	17	25	1
OS01G0185900	Bo6g110430	24	32	1
OS01G0185900	Bo8g068160	31	31	1
OS01G0185900	Bo8g103030	31	33	1
OS01G0185900	Bo9g165380	36	33	1
OS01G0186000	Bo2g166420	28	19	1
OS01G0186000	Bo3g100860	32	30	1
OS01G0186000	Bo9g018440	32	31	1
OS01G0186200	Bo7g080530	48	48	1
OS01G0186700	Bo1g008460	70	74	1
OS01G0186700	Bo7g005970	64	66	1
OS01G0186700	Bo9g027630	63	65	1
OS01G0186900	Bo1g014970	48	41	1
OS01G0186900	Bo2g010780	50	51	1
OS01G0186900	Bo3g007420	53	48	1
OS01G0186900	Bo7g114010	47	45	1
OS01G0186900	Bo9g169700	53	47	1
OS01G0187400	Bo1g008630	59	59	0
OS01G0187400	Bo3g007150	5	43	0
OS01G0187400	Bo3g007210	64	63	0
OS01G0187400	Bo7g115910	59	60	0
OS01G0187400	Bo9g169960	63	62	0
OS01G0187600	Bo2g032890	41	19	1
OS01G0187600	Bo7g005770	38	19	1
OS01G0187600	Bo7g113870	42	19	1
OS01G0187600	Bo9g027680	39	18	1
OS01G0187600	Bo9g128520	41	19	1
OS01G0187900	Bo3g068340	35	34	1
OS01G0187900	Bo5g126180	46	45	1
OS01G0188100	Bo00852s020	57	57	1
OS01G0188100	Bo02353s010	44	65	1
OS01G0188100	Bo1g070600	20	29	1
OS01G0188100	Bo3g179770	53	64	1
OS01G0188100	Bo3g181140	46	47	1
OS01G0188100	Bo5g085200	65	65	1
OS01G0188200	Bo1g022170	28	7	1
OS01G0190000	Bo5g101080	68	55	1
OS01G0190300	Bo01485s010	40	35	1
OS01G0190300	Bo1g123430	41	36	1
OS01G0190300	Bo3g068430	39	34	1
OS01G0190300	Bo3g181290	41	36	1
OS01G0190300	Bo5g124880	40	36	1
OS01G0190300	Bo6g026460	41	38	1
OS01G0190400	Bo8g102520	12	57	0
OS01G0190500	Bo1g123440	31	38	0
OS01G0190500	Bo3g068420	32	40	0
OS01G0190500	Bo3g181280	26	41	0
OS01G0190500	Bo5g124890	31	37	0
OS01G0190500	Bo7g113580	29	35	0
OS01G0191000	Bo9g078230	62	61	1
OS01G0191100	Bo2g146340	54	54	1
OS01G0191100	Bo3g040390	62	62	1
OS01G0191100	Bo4g074260	65	65	1
OS01G0191100	Bo4g164780	62	63	1
OS01G0191100	Bo7g091370	54	54	1
OS01G0191100	Bo9g008500	56	56	1
OS01G0191150	Bo1g016510	45	20	0
OS01G0191150	Bo3g019780	48	21	0
OS01G0191150	Bo6g066720	24	4	0
OS01G0191150	Bo7g005470	48	21	0
OS01G0191150	Bo8g102570	48	21	0
OS01G0191150	Bo9g027880	48	21	0
OS01G0191150	Bo9g126170	52	19	0
OS01G0191200	Bo2g159220	33	37	1
OS01G0191300	Bo1g016630	54	51	1
OS01G0191300	Bo7g113660	54	52	1
OS01G0191300	Bo9g126190	40	49	1
OS01G0191500	Bo3g181270	58	58	1
OS01G0191500	Bo5g105050	22	50	1
OS01G0191500	Bo5g124900	50	51	1
OS01G0191500	Bo6g026470	56	49	1
OS01G0191500	Bo6g040080	57	57	1
OS01G0191700	Bo7g081370	13	40	1
OS01G0191800	Bo11248s010	17	81	1
OS01G0191800	Bo1g009900	85	85	1
OS01G0191800	Bo3g171080	84	76	1
OS01G0191800	Bo5g112330	25	39	1
OS01G0192000	Bo1g016650	49	52	1
OS01G0192000	Bo3g178200	42	48	1
OS01G0192000	Bo7g005390	49	39	1
OS01G0192000	Bo7g113610	47	52	1
OS01G0192300	Bo2g161470	33	33	1
OS01G0192300	Bo3g019630	32	46	1
OS01G0192300	Bo7g098880	33	32	1
OS01G0192300	Bo9g127350	35	47	1
OS01G0192600	Bo2g010640	74	74	1
OS01G0192600	Bo3g007290	74	75	1
OS01G0192600	Bo3g019700	72	59	1
OS01G0192600	Bo4g027400	14	33	1
OS01G0192600	Bo8g102620	66	57	1
OS01G0192600	Bo9g126270	72	72	1
OS01G0192600	Bo9g154180	18	66	1
OS01G0192900	Bo1g043020	57	63	1
OS01G0192900	Bo7g110760	56	67	1
OS01G0193500	Bo1g016390	32	33	1
OS01G0193600	Bo00963s010	12	37	1
OS01G0193600	Bo5g101210	64	61	1
OS01G0193900	Bo1g151630	26	21	0
OS01G0193900	Bo2g155350	26	24	0
OS01G0193900	Bo5g101040	29	22	0
OS01G0193900	Bo5g145450	28	23	0
OS01G0193900	Bo7g093690	29	25	0
OS01G0194000	Bo8g099180	31	26	1
OS01G0194200	Bo3g042100	22	43	1
OS01G0194200	Bo4g160050	43	48	1
OS01G0194200	Bo5g023830	29	34	1
OS01G0194200	Bo6g116090	37	40	1
OS01G0194300	Bo1g041900	41	39	1
OS01G0194300	Bo1g042910	41	40	1
OS01G0194300	Bo3g049890	15	36	1
OS01G0194300	Bo8g051200	41	40	1
OS01G0194300	Bo9g030810	42	43	1
OS01G0194600	Bo1g008490	42	36	1
OS01G0194600	Bo3g007360	44	40	1
OS01G0194600	Bo3g170980	38	33	1
OS01G0194600	Bo7g115990	41	36	1
OS01G0194600	Bo9g169750	42	38	1
OS01G0195000	Bo1g134920	40	39	0
OS01G0195000	Bo3g065750	41	19	0
OS01G0195000	Bo3g184730	38	41	0
OS01G0195000	Bo5g132030	41	40	0
OS01G0195200	Bo2g032960	62	31	1
OS01G0195200	Bo9g127380	25	56	1
OS01G0195200	Bo9g127400	63	26	1
OS01G0195400	Bo2g010690	32	15	1
OS01G0195400	Bo3g007330	27	27	1
OS01G0195400	Bo4g160020	24	25	1
OS01G0195400	Bo9g169790	29	29	1
OS01G0195500	Bo2g010700	36	48	1
OS01G0195500	Bo3g007340	74	75	1
OS01G0195500	Bo9g169780	73	74	1
OS01G0195801	Bo2g032920	25	16	1
OS01G0195801	Bo9g128480	23	14	1
OS01G0196300	Bo2g032920	21	20	1
OS01G0196300	Bo9g128480	21	19	1
OS01G0196500	Bo1g016190	30	31	1
OS01G0196500	Bo1g134960	39	43	1
OS01G0196500	Bo1g134970	29	28	1
OS01G0196500	Bo1g134990	26	25	1
OS01G0196500	Bo1g135010	26	25	1
OS01G0196500	Bo5g024010	34	37	1
OS01G0196500	Bo5g132210	43	48	1
OS01G0196500	Bo6g033330	40	30	1
OS01G0196500	Bo6g051090	41	44	1
OS01G0196500	Bo8g104660	28	39	1
OS01G0196600	Bo1g016210	62	40	1
OS01G0196600	Bo3g177080	57	62	1
OS01G0196600	Bo7g113840	60	61	1
OS01G0197100	Bo1g134950	54	54	1
OS01G0197100	Bo5g132180	55	55	1
OS01G0197200	Bo3g184750	81	76	1
OS01G0197400	Bo5g023980	35	26	1
OS01G0197450	Bo5g023930	37	32	1
OS01G0197500	Bo3g167490	13	15	1
OS01G0197500	Bo9g169820	38	22	1
OS01G0197700	Bo2g032890	42	46	1
OS01G0197700	Bo7g005770	38	44	1
OS01G0197700	Bo7g113870	42	45	1
OS01G0197700	Bo9g027680	40	45	1
OS01G0197700	Bo9g128520	43	47	1
OS01G0197900	Bo7g005100	43	15	1
OS01G0197900	Bo7g005150	43	17	1
OS01G0197900	Bo7g005180	42	17	1
OS01G0197900	Bo8g102500	42	16	1
OS01G0197900	Bo9g141060	31	31	1
OS01G0198000	Bo7g005100	39	22	1
OS01G0198000	Bo7g005150	41	24	1
OS01G0198000	Bo7g005180	40	25	1
OS01G0198000	Bo8g102500	40	24	1
OS01G0198000	Bo9g141060	23	36	1
OS01G0198200	Bo3g042050	73	77	0
OS01G0198200	Bo8g098980	73	78	0
OS01G0198500	Bo02952s010	19	36	1
OS01G0198500	Bo1g123570	26	27	1
OS01G0198500	Bo3g068330	28	33	1
OS01G0198500	Bo3g181150	27	32	1
OS01G0198500	Bo5g126220	27	31	1
OS01G0198500	Bo6g027640	23	29	1
OS01G0198500	Bo6g040000	27	31	1
OS01G0198500	Bo7g113540	24	28	1
OS01G0198900	Bo1g009860	26	34	1
OS01G0198900	Bo3g171060	25	34	1
OS01G0198900	Bo7g115880	25	31	1
OS01G0198900	Bo8g098970	20	27	1
OS01G0199300	Bo1g009860	27	32	1
OS01G0199300	Bo3g171060	26	30	1
OS01G0199300	Bo7g115880	25	27	1
OS01G0199300	Bo8g098970	23	28	1
OS01G0199400	Bo9g169990	26	73	1
OS01G0199400	Bo9g170010	60	61	1
OS01G0199700	Bo6g079940	24	32	0
OS01G0199700	Bo7g095680	22	30	0
OS01G0199700	Bo9g011170	21	28	0
OS01G0200000	Bo2g008710	71	71	1
OS01G0200000	Bo7g098760	73	75	1
OS01G0200300	Bo1g009850	23	17	1
OS01G0200300	Bo3g171030	52	27	1
OS01G0200300	Bo3g181130	57	29	1
OS01G0200300	Bo6g027650	57	29	1
OS01G0200400	Bo2g010570	46	47	1
OS01G0200400	Bo9g170020	48	50	1
OS01G0200500	Bo5g126240	42	20	1
OS01G0200600	Bo2g010530	36	35	1
OS01G0200600	Bo7g095710	37	38	1
OS01G0200600	Bo9g011210	35	37	1
OS01G0200600	Bo9g170060	37	35	1
OS01G0200700	Bo3g066750	58	55	0
OS01G0200700	Bo5g127210	56	52	0
OS01G0201100	Bo1g049410	47	52	1
OS01G0201100	Bo1g128590	48	54	1
OS01G0201100	Bo3g182680	17	61	1
OS01G0201100	Bo3g182710	25	44	1
OS01G0201100	Bo6g031130	47	54	1
OS01G0201100	Bo7g111440	46	52	1
OS01G0201100	Bo8g052790	47	53	1
OS01G0201200	Bo2g028260	41	45	1
OS01G0201200	Bo3g018430	42	47	1
OS01G0201200	Bo3g134060	33	38	1
OS01G0201200	Bo9g135800	40	46	1
OS01G0201250	Bo1g129670	37	36	1
OS01G0201250	Bo2g043410	39	34	1
OS01G0201250	Bo3g143310	38	35	1
OS01G0201250	Bo4g043450	24	26	1
OS01G0201250	Bo4g182200	34	36	1
OS01G0201250	Bo5g127270	38	36	1
OS01G0201250	Bo7g048320	36	31	1
OS01G0201250	Bo9g112740	38	33	1
OS01G0201400	Bo3g068450	33	36	0
OS01G0201400	Bo5g124840	31	35	0
OS01G0201400	Bo7g103990	31	41	0
OS01G0201600	Bo4g017270	33	25	1
OS01G0201600	Bo4g192790	30	28	1
OS01G0201700	Bo1g020110	59	32	1
OS01G0201700	Bo3g157480	23	19	1
OS01G0201700	Bo4g108190	55	35	1
OS01G0201700	Bo6g076090	55	35	1
OS01G0201700	Bo7g106400	0	0	1
OS01G0201700	Bo8g092930	55	64	1
OS01G0202500	Bo2g093530	35	43	1
OS01G0202500	Bo6g081560	35	43	1
OS01G0202500	Bo6g122150	36	43	1
OS01G0202700	Bo01129s030	42	47	0
OS01G0202700	Bo2g051350	56	56	0
OS01G0202700	Bo4g061100	55	55	0
OS01G0202700	Bo6g099320	53	53	0
OS01G0202700	Bo6g120900	44	53	0
OS01G0202800	Bo1g020050	56	50	0
OS01G0202800	Bo4g039860	47	44	0
OS01G0202800	Bo4g039880	46	43	0
OS01G0202800	Bo4g136860	54	51	0
OS01G0202800	Bo4g143920	19	41	0
OS01G0202800	Bo4g143930	34	58	0
OS01G0202800	Bo4g143940	55	52	0
OS01G0202800	Bo4g143950	30	45	0
OS01G0202800	Bo5g091760	42	34	0
OS01G0202800	Bo5g091770	40	35	0
OS01G0202800	Bo6g058700	54	52	0
OS01G0202800	Bo7g106370	55	50	0
OS01G0202800	Bo8g030310	45	37	0
OS01G0203000	Bo2g094650	49	61	1
OS01G0203000	Bo3g185210	21	54	1
OS01G0203000	Bo6g122190	50	60	1
OS01G0203000	Bo7g106340	24	42	1
OS01G0203300	Bo3g184040	33	23	1
OS01G0203800	Bo3g066460	33	39	1
OS01G0203800	Bo3g143950	33	36	1
OS01G0203800	Bo3g184020	36	42	1
OS01G0203800	Bo3g184980	16	43	1
OS01G0203800	Bo5g058640	31	36	1
OS01G0203800	Bo5g127660	34	41	1
OS01G0203800	Bo6g031420	33	39	1
OS01G0204000	Bo6g122170	32	21	1
OS01G0205100	Bo9g062750	48	25	1
OS01G0205200	Bo1g019890	54	42	1
OS01G0205600	Bo00886s030	37	38	1
OS01G0205600	Bo2g051370	38	39	1
OS01G0205600	Bo8g038020	40	41	1
OS01G0205600	Bo9g009180	38	32	1
OS01G0205700	Bo1g019860	87	53	0
OS01G0205700	Bo3g157270	86	53	0
OS01G0205700	Bo4g053760	1	2	0
OS01G0205700	Bo4g053770	85	44	0
OS01G0205700	Bo4g173750	88	50	0
OS01G0205700	Bo7g106220	86	53	0
OS01G0206300	Bo1g019850	54	57	0
OS01G0206300	Bo3g143850	52	51	0
OS01G0206300	Bo3g157260	54	48	0
OS01G0206300	Bo4g041130	50	52	0
OS01G0206300	Bo4g041140	50	52	0
OS01G0206300	Bo4g182430	50	51	0
OS01G0206300	Bo7g073880	51	55	0
OS01G0206700	Bo01383s020	61	59	1
OS01G0206800	Bo01212s010	44	45	0
OS01G0206800	Bo1g019760	43	45	0
OS01G0206800	Bo2g128720	44	43	0
OS01G0207200	Bo1g129880	43	46	0
OS01G0207200	Bo3g066490	44	39	0
OS01G0207400	Bo1g129880	32	14	0
OS01G0207400	Bo3g066490	34	12	0
OS01G0207600	Bo1g129880	36	38	0
OS01G0207600	Bo3g066490	35	30	0
OS01G0208400	Bo1g129880	38	41	0
OS01G0208400	Bo3g066490	39	34	0
OS01G0208600	Bo1g019720	17	10	1
OS01G0208600	Bo3g143790	18	25	1
OS01G0208600	Bo4g041170	15	23	1
OS01G0209000	Bo5g022240	67	67	1
OS01G0209000	Bo8g066860	65	62	1
OS01G0209400	Bo00534s070	54	54	1
OS01G0209400	Bo1g132310	56	50	1
OS01G0209400	Bo3g066210	56	53	1
OS01G0209400	Bo4g171910	22	48	1
OS01G0209400	Bo5g129220	56	52	1
OS01G0209500	Bo08314s010	44	57	0
OS01G0209500	Bo21965s010	1	1	0
OS01G0209500	Bo3g017550	51	5	0
