Gene stable ID	Oryza punctata gene stable ID	% identity	Oryza punctata % identity	Orthology confidence [0 low, 1 high]
OS01G0221100	OPUNC01G07310	83	61	1
OS01G0221300	OPUNC01G07320	82	85	1
OS01G0221400	OPUNC01G07330	91	91	1
OS01G0221600	OPUNC01G07360	97	97	1
OS01G0221700	OPUNC01G07370	69	65	1
OS01G0221900	OPUNC01G07380	87	26	1
OS01G0222300	OPUNC01G07410	92	52	1
OS01G0222300	OPUNC01G07420	83	33	1
OS01G0222500	OPUNC01G07430	95	97	1
OS01G0222600	OPUNC01G07440	89	86	1
OS01G0222800	OPUNC04G10390	19	8	0
OS01G0222900	OPUNC01G07470	43	65	1
OS01G0223000	OPUNC01G07500	84	43	1
OS01G0223300	OPUNC01G07510	40	52	1
OS01G0223600	OPUNC01G07530	97	75	1
OS01G0223800	OPUNC01G07540	77	85	1
OS01G0223900	OPUNC01G07570	89	91	1
OS01G0224000	OPUNC01G07580	88	90	1
OS01G0224100	OPUNC01G07600	92	95	1
OS01G0224200	OPUNC01G07610	94	92	1
OS01G0224300	OPUNC01G07620	96	97	1
OS01G0224400	OPUNC01G07630	65	18	1
OS01G0224500	OPUNC01G07640	96	70	1
OS01G0224700	OPUNC01G07650	93	93	1
OS01G0225000	OPUNC01G07660	98	98	1
OS01G0225100	OPUNC01G07670	79	39	1
OS01G0225200	OPUNC01G07680	84	30	1
OS01G0225300	OPUNC01G07690	95	50	1
OS01G0225400	OPUNC01G07700	97	37	1
OS01G0225500	OPUNC01G07710	84	87	1
OS01G0225600	OPUNC01G07730	98	98	1
OS01G0226200	OPUNC01G07740	80	82	1
OS01G0226300	OPUNC01G07750	99	63	1
OS01G0226400	OPUNC01G07760	98	98	1
OS01G0226500	OPUNC01G07770	86	93	1
OS01G0226600	OPUNC01G07780	91	92	1
OS01G0226700	OPUNC01G07800	92	61	1
OS01G0227100	OPUNC01G07810	96	96	1
OS01G0227200	OPUNC01G07820	90	93	1
OS01G0227500	OPUNC01G07850	31	61	1
OS01G0228300	OPUNC01G07890	98	98	1
OS01G0228300	OPUNC01G07930	98	98	1
OS01G0228400	OPUNC01G07900	93	92	1
OS01G0228400	OPUNC01G07940	93	92	1
OS01G0228500	OPUNC01G07910	87	89	1
OS01G0228500	OPUNC01G07950	87	89	1
OS01G0228600	OPUNC01G07960	94	62	1
OS01G0228800	OPUNC01G07970	95	95	1
OS01G0229100	OPUNC01G07990	96	97	1
OS01G0229100	OPUNC01G08010	96	97	1
OS01G0229200	OPUNC01G08020	97	96	1
OS01G0229300	OPUNC01G08030	90	86	1
OS01G0229500	OPUNC01G08050	84	55	1
OS01G0229700	OPUNC01G08060	71	27	1
OS01G0229800	OPUNC01G08070	82	36	1
OS01G0229900	OPUNC01G08270	36	28	1
OS01G0230200	OPUNC01G08080	56	62	1
OS01G0231500	OPUNC01G08110	97	97	1
OS01G0231700	OPUNC01G08130	98	98	1
OS01G0231900	OPUNC01G08120	92	41	1
OS01G0232000	OPUNC01G08140	94	84	1
OS01G0232100	OPUNC01G08150	95	95	1
OS01G0232200	OPUNC01G08160	83	96	1
OS01G0232300	OPUNC01G08170	96	35	1
OS01G0232400	OPUNC01G08180	97	97	1
OS01G0232500	OPUNC01G08190	95	87	1
OS01G0232700	OPUNC01G08210	97	97	1
OS01G0232800	OPUNC01G08220	94	81	1
OS01G0233000	OPUNC01G08240	92	85	1
OS01G0233100	OPUNC01G08250	85	85	1
OS01G0233500	OPUNC01G08250	84	87	1
OS01G0233800	OPUNC01G08260	79	76	1
OS01G0233900	OPUNC01G08270	72	94	1
OS01G0234100	OPUNC01G08290	83	83	1
OS01G0234200	OPUNC01G08300	78	90	1
OS01G0234300	OPUNC01G08310	89	56	1
OS01G0234499	OPUNC01G08310	93	38	1
OS01G0234700	OPUNC01G08320	89	52	1
OS01G0234800	OPUNC01G08330	95	65	1
OS01G0234850	OPUNC01G08350	92	74	1
OS01G0234900	OPUNC01G08360	69	96	1
OS01G0235100	OPUNC01G08370	88	91	1
OS01G0235300	OPUNC01G08390	97	98	1
OS01G0235350	OPUNC01G08400	85	75	1
OS01G0235400	OPUNC01G08410	98	54	1
OS01G0235500	OPUNC04G03180	75	75	1
OS01G0235700	OPUNC01G08460	93	72	1
OS01G0235800	OPUNC01G08470	94	31	1
OS01G0235900	OPUNC01G08480	89	89	1
OS01G0236000	OPUNC01G08490	48	98	1
OS01G0236300	OPUNC01G08500	89	97	1
OS01G0236400	OPUNC01G08510	68	78	0
OS01G0236700	OPUNC01G08520	96	95	1
OS01G0236800	OPUNC01G08530	68	96	1
OS01G0237000	OPUNC01G08540	87	87	1
OS01G0237100	OPUNC01G08550	81	92	1
OS01G0237366	OPUNC01G08560	56	21	1
OS01G0237500	OPUNC01G08610	92	28	1
OS01G0237750	OPUNC01G08610	88	33	1
OS01G0238200	OPUNC01G08630	91	92	1
OS01G0238500	OPUNC01G08640	96	96	1
OS01G0238700	OPUNC01G08650	50	89	1
OS01G0238800	OPUNC01G08660	88	92	1
OS01G0238900	OPUNC01G08670	97	59	1
OS01G0239000	OPUNC01G08680	53	66	0
OS01G0239100	OPUNC01G08690	89	98	1
OS01G0239200	OPUNC01G08700	96	97	1
OS01G0239300	OPUNC12G14510	45	18	1
OS01G0239700	OPUNC01G08730	96	96	1
OS01G0240700	OPUNC01G08780	87	85	1
OS01G0241000	OPUNC01G08800	82	68	1
OS01G0241100	OPUNC01G08810	81	90	1
OS01G0241400	OPUNC01G08820	63	89	1
OS01G0242200	OPUNC01G08840	67	61	1
OS01G0242300	OPUNC01G08850	95	95	1
OS01G0242400	OPUNC01G08860	61	59	0
OS01G0242600	OPUNC01G08870	66	61	1
OS01G0242900	OPUNC01G08880	82	73	1
OS01G0243000	OPUNC01G08890	95	95	1
OS01G0243100	OPUNC01G08900	97	52	1
OS01G0243200	OPUNC01G08910	97	80	1
OS01G0243600	OPUNC01G08940	85	85	1
OS01G0243700	OPUNC01G08950	98	52	1
OS01G0244000	OPUNC01G08970	68	48	1
OS01G0244150	OPUNC01G08980	59	71	1
OS01G0244400	OPUNC01G08990	73	67	1
OS01G0245600	OPUNC01G09030	90	86	1
OS01G0246100	OPUNC01G09040	97	92	1
OS01G0246400	OPUNC07G04800	81	84	1
OS01G0246500	OPUNC01G09100	91	95	1
OS01G0246601	OPUNC01G09110	64	65	1
OS01G0246700	OPUNC01G09130	96	68	1
OS01G0247500	OPUNC01G09160	95	96	1
OS01G0247700	OPUNC01G09170	80	73	1
OS01G0247900	OPUNC01G09180	89	91	1
OS01G0248000	OPUNC01G09190	82	85	1
OS01G0248300	OPUNC01G09200	90	94	1
OS01G0248400	OPUNC01G09210	99	94	1
OS01G0248500	OPUNC01G09220	80	91	1
OS01G0248600	OPUNC01G09230	98	95	1
OS01G0248701	OPUNC01G09240	80	92	1
OS01G0248800	OPUNC01G09250	86	43	1
OS01G0248900	OPUNC01G09260	94	95	1
OS01G0249100	OPUNC01G09270	92	76	1
OS01G0249200	OPUNC01G09280	92	92	1
OS01G0249300	OPUNC01G09300	89	57	1
OS01G0249700	OPUNC01G09320	77	81	1
OS01G0249800	OPUNC01G09330	72	86	1
OS01G0249900	OPUNC01G09340	69	54	1
OS01G0250900	OPUNC01G09360	91	91	1
OS01G0251000	OPUNC01G09370	96	94	1
OS01G0251100	OPUNC01G09380	97	98	1
OS01G0251200	OPUNC01G09390	71	91	1
OS01G0252100	OPUNC01G09410	100	97	1
OS01G0252300	OPUNC01G09420	68	36	1
OS01G0252600	OPUNC01G09430	88	80	1
OS01G0252900	OPUNC01G09450	92	54	1
OS01G0253000	OPUNC01G09470	90	45	1
OS01G0253100	OPUNC01G09480	94	90	1
OS01G0253200	OPUNC01G09490	92	91	1
OS01G0253300	OPUNC01G09500	98	94	1
OS01G0253400	OPUNC01G09510	88	90	1
OS01G0253500	OPUNC01G09520	86	84	1
OS01G0253600	OPUNC01G09530	99	99	1
OS01G0253800	OPUNC01G09550	87	84	1
OS01G0253900	OPUNC01G09560	90	91	1
OS01G0254000	OPUNC01G09570	100	100	1
OS01G0254100	OPUNC01G09580	99	99	1
OS01G0254200	OPUNC01G09590	100	100	1
OS01G0254300	OPUNC01G09600	87	85	1
OS01G0254850	OPUNC01G09610	76	77	1
OS01G0254900	OPUNC01G09620	94	94	1
OS01G0255100	OPUNC01G09640	93	47	1
OS01G0256400	OPUNC01G09670	96	98	1
OS01G0256500	OPUNC01G09680	84	86	1
OS01G0256600	OPUNC01G09690	99	99	1
OS01G0256800	OPUNC01G09720	89	73	1
OS01G0256900	OPUNC01G09730	84	82	1
OS01G0257100	OPUNC01G09740	85	80	1
OS01G0257300	OPUNC01G09760	99	99	1
OS01G0257400	OPUNC01G09770	96	77	1
OS01G0258700	OPUNC01G09820	97	98	1
OS01G0259200	OPUNC01G09850	93	93	1
OS01G0259400	OPUNC01G09860	84	98	1
OS01G0259600	OPUNC01G09870	65	22	1
OS01G0259900	OPUNC01G09890	86	60	1
OS01G0260000	OPUNC12G13740	44	8	0
OS01G0260500	OPUNC01G09950	61	45	1
OS01G0260700	OPUNC01G09990	96	97	1
OS01G0260800	OPUNC01G10000	95	96	1
OS01G0261100	OPUNC01G10010	87	37	0
OS01G0261200	OPUNC01G10020	87	69	1
OS01G0261500	OPUNC01G10050	82	41	1
OS01G0261600	OPUNC01G10070	52	50	1
OS01G0261700	OPUNC01G10070	70	28	1
OS01G0262000	OPUNC01G10070	52	50	1
OS01G0262500	OPUNC01G10090	93	81	1
OS01G0262600	OPUNC01G10100	91	90	1
OS01G0262700	OPUNC01G10110	64	38	1
OS01G0263400	OPUNC01G10160	90	90	1
OS01G0263500	OPUNC01G10170	92	97	1
OS01G0263600	OPUNC01G10190	60	63	1
OS01G0264000	OPUNC01G10200	85	77	1
OS01G0264100	OPUNC01G10210	41	19	1
OS01G0264400	OPUNC01G10230	89	85	1
OS01G0264500	OPUNC01G10240	28	28	0
OS01G0264600	OPUNC01G10250	86	85	1
OS01G0264700	OPUNC01G10260	72	88	1
OS01G0265000	OPUNC01G10280	77	93	1
OS01G0265100	OPUNC01G10290	99	91	1
OS01G0265200	OPUNC01G10300	82	83	1
OS01G0265700	OPUNC01G10310	93	96	1
OS01G0265800	OPUNC01G10320	74	86	1
OS01G0265900	OPUNC02G09270	29	44	1
OS01G0266000	OPUNC01G10340	89	95	1
OS01G0266100	OPUNC01G10350	82	82	1
OS01G0266200	OPUNC12G08310	15	9	1
OS01G0266400	OPUNC01G10360	92	88	1
OS01G0266500	OPUNC01G10370	90	91	1
OS01G0266600	OPUNC01G10380	91	89	1
OS01G0266800	OPUNC01G10390	93	78	1
OS01G0267100	OPUNC01G10400	90	95	1
OS01G0267300	OPUNC01G10410	83	87	1
OS01G0267400	OPUNC01G10420	84	68	1
OS01G0267600	OPUNC01G10430	89	89	1
OS01G0267800	OPUNC01G10460	64	80	1
OS01G0267900	OPUNC01G10470	100	98	1
OS01G0268100	OPUNC01G10480	88	93	1
OS01G0268300	OPUNC01G10490	97	96	1
OS01G0268600	OPUNC01G10500	84	87	1
OS01G0268700	OPUNC01G10520	50	66	1
OS01G0268800	OPUNC01G10530	97	97	1
OS01G0268900	OPUNC01G10540	94	95	1
OS01G0269000	OPUNC01G10550	51	95	1
OS01G0269100	OPUNC01G10560	87	49	1
OS01G0269500	OPUNC01G10620	31	10	1
OS01G0269800	OPUNC01G10640	87	55	1
OS01G0269900	OPUNC01G10630	97	93	1
OS01G0270100	OPUNC01G10650	86	87	1
OS01G0270300	OPUNC01G10660	90	87	1
OS01G0270700	OPUNC01G10670	85	74	1
OS01G0271000	OPUNC01G10680	96	94	1
OS01G0271200	OPUNC01G10690	97	97	1
OS01G0271400	OPUNC01G10700	80	81	1
OS01G0271500	OPUNC01G10710	97	97	1
OS01G0271700	OPUNC01G10720	89	55	1
OS01G0272600	OPUNC01G10750	74	95	1
OS01G0272700	OPUNC01G10760	64	66	1
OS01G0272800	OPUNC01G10770	97	46	1
OS01G0273000	OPUNC01G10780	97	97	1
OS01G0273100	OPUNC01G10790	83	81	1
OS01G0273300	OPUNC01G10810	83	85	1
OS01G0273500	OPUNC01G10820	86	23	1
OS01G0273800	OPUNC01G10830	83	49	1
OS01G0273800	OPUNC01G10840	34	54	1
OS01G0273900	OPUNC02G09880	0	1	1
OS01G0274100	OPUNC01G09830	45	58	0
OS01G0274500	OPUNC01G10850	95	88	1
OS01G0274800	OPUNC01G10870	62	50	0
OS01G0275500	OPUNC01G10930	50	89	1
OS01G0275600	OPUNC01G10940	97	48	1
OS01G0275900	OPUNC01G10950	81	58	1
OS01G0275950	OPUNC01G10950	85	30	1
OS01G0276000	OPUNC01G10970	100	100	1
OS01G0276100	OPUNC01G10980	98	98	1
OS01G0276200	OPUNC01G10990	61	75	1
OS01G0276400	OPUNC01G11010	96	92	1
OS01G0276500	OPUNC01G11020	90	89	1
OS01G0276600	OPUNC01G11030	63	64	1
OS01G0276700	OPUNC01G11040	98	98	1
OS01G0276800	OPUNC01G11050	94	95	1
OS01G0276900	OPUNC01G11060	69	56	1
OS01G0277500	OPUNC01G11080	80	91	1
OS01G0277600	OPUNC01G11090	94	95	1
OS01G0277700	OPUNC01G11100	90	65	1
OS01G0278200	OPUNC01G11140	80	4	1
OS01G0278600	OPUNC01G11150	82	76	1
OS01G0278900	OPUNC01G11170	97	95	1
OS01G0278950	OPUNC01G11180	77	95	1
OS01G0279000	OPUNC01G11190	82	82	1
OS01G0279100	OPUNC01G11200	97	95	1
OS01G0279200	OPUNC01G11210	100	100	1
OS01G0279300	OPUNC01G11220	99	92	1
OS01G0279400	OPUNC01G11230	90	79	1
OS01G0279700	OPUNC01G11250	99	98	1
OS01G0279800	OPUNC01G11260	92	91	1
OS01G0279900	OPUNC01G11270	98	99	1
OS01G0280000	OPUNC01G11280	87	85	1
OS01G0280400	OPUNC01G11290	86	91	1
OS01G0280500	OPUNC01G11300	94	98	1
OS01G0281000	OPUNC01G11320	87	69	1
OS01G0281200	OPUNC01G11330	93	54	1
OS01G0281301	OPUNC01G11340	89	92	1
OS01G0281400	OPUNC01G11350	99	99	1
OS01G0281600	OPUNC01G11370	80	81	1
OS01G0282800	OPUNC01G11440	100	87	1
OS01G0283000	OPUNC01G11450	89	83	1
OS01G0283100	OPUNC01G11460	92	96	1
OS01G0283300	OPUNC01G11480	92	92	1
OS01G0283400	OPUNC01G11490	85	76	1
OS01G0283500	OPUNC01G11500	82	80	0
OS01G0284300	OPUNC01G11520	66	68	1
OS01G0284500	OPUNC01G11530	97	97	1
OS01G0284700	OPUNC01G11550	87	59	1
OS01G0284700	OPUNC01G11570	48	48	1
OS01G0284900	OPUNC01G11560	93	82	1
OS01G0284900	OPUNC01G11580	94	93	1
OS01G0285300	OPUNC01G11600	97	97	1
OS01G0286000	OPUNC01G11620	95	94	1
OS01G0286100	OPUNC01G11630	55	72	1
OS01G0286600	OPUNC01G11640	96	91	1
OS01G0286900	OPUNC01G11650	83	47	1
OS01G0287600	OPUNC01G11680	90	93	1
OS01G0288200	OPUNC01G11740	99	99	1
OS01G0288800	OPUNC01G11750	72	46	1
OS01G0289100	OPUNC01G11760	83	82	1
OS01G0289600	OPUNC01G11770	72	51	1
OS01G0289900	OPUNC01G11780	71	71	1
OS01G0290000	OPUNC01G11820	96	96	1
OS01G0290100	OPUNC01G11830	93	87	1
OS01G0290600	OPUNC01G11840	95	95	1
OS01G0291500	OPUNC01G11880	90	87	1
OS01G0292200	OPUNC01G11930	97	97	1
OS01G0292700	OPUNC01G11950	90	64	1
OS01G0292900	OPUNC01G11960	95	95	1
OS01G0293000	OPUNC01G11970	99	99	1
OS01G0293100	OPUNC01G11990	87	88	1
OS01G0293200	OPUNC01G12000	94	87	1
OS01G0293900	OPUNC01G12060	80	83	1
OS01G0295600	OPUNC01G12160	71	71	1
OS01G0295700	OPUNC01G12170	97	96	1
OS01G0296100	OPUNC01G12200	97	71	1
OS01G0296200	OPUNC01G12210	98	63	1
OS01G0296700	OPUNC01G12220	94	60	1
OS01G0297200	OPUNC01G12230	95	33	1
OS01G0297700	OPUNC01G12240	87	88	1
OS01G0298400	OPUNC01G12250	69	69	1
OS01G0298500	OPUNC02G09720	22	66	1
OS01G0299100	OPUNC01G12270	71	31	1
OS01G0299200	OPUNC01G12280	91	64	1
OS01G0299300	OPUNC01G12290	83	93	1
OS01G0299400	OPUNC01G12300	99	99	1
OS01G0299500	OPUNC01G12310	92	43	1
OS01G0300000	OPUNC01G12320	87	87	1
OS01G0300200	OPUNC01G12340	96	85	1
OS01G0300600	OPUNC01G12350	98	34	1
OS01G0300900	OPUNC01G12360	96	94	1
OS01G0301000	OPUNC01G12370	89	88	1
OS01G0301500	OPUNC01G12380	22	74	1
OS01G0301700	OPUNC01G12420	90	89	1
OS01G0302000	OPUNC01G12450	86	77	1
OS01G0302100	OPUNC03G38930	9	14	1
OS01G0302500	OPUNC01G12460	92	93	1
OS01G0303000	OPUNC01G12470	88	87	1
OS01G0303100	OPUNC01G12490	87	94	1
OS01G0303200	OPUNC01G12500	80	87	1
OS01G0303300	OPUNC01G12510	96	95	1
OS01G0303600	OPUNC01G12520	97	97	1
OS01G0303800	OPUNC01G12530	94	96	1
OS01G0304000	OPUNC01G12540	100	100	1
OS01G0304100	OPUNC01G12550	95	76	1
OS01G0304300	OPUNC01G12560	85	92	1
OS01G0304400	OPUNC01G12570	87	80	1
OS01G0304400	OPUNC02G26290	87	80	1
OS01G0304500	OPUNC03G27530	23	33	1
OS01G0304500	OPUNC03G32770	22	34	1
OS01G0305200	OPUNC01G12590	80	97	1
OS01G0305900	OPUNC03G13890	41	39	0
OS01G0306100	OPUNC01G12620	82	84	1
OS01G0306200	OPUNC01G12630	65	38	1
OS01G0306400	OPUNC01G12650	65	91	1
OS01G0306800	OPUNC08G09620	96	84	1
OS01G0306900	OPUNC01G12670	93	92	1
OS01G0307500	OPUNC01G12680	77	81	1
OS01G0307686	OPUNC01G12720	25	26	0
OS01G0308600	OPUNC01G12730	42	90	1
OS01G0309100	OPUNC01G12740	91	91	1
OS01G0309800	OPUNC01G12750	88	78	1
OS01G0309900	OPUNC01G12760	99	98	0
OS01G0311500	OPUNC01G12810	95	95	1
OS01G0311600	OPUNC01G12820	87	87	1
OS01G0311700	OPUNC01G12830	88	88	1
OS01G0311800	OPUNC01G12840	96	96	1
OS01G0312500	OPUNC01G12860	91	67	1
OS01G0312800	OPUNC01G12870	98	96	1
OS01G0313300	OPUNC01G12900	84	84	1
OS01G0314000	OPUNC01G12910	32	56	1
OS01G0314100	OPUNC01G12920	80	43	0
OS01G0314300	OPUNC01G12940	30	83	1
OS01G0314800	OPUNC01G12980	91	90	1
OS01G0315600	OPUNC01G13000	66	29	1
OS01G0315700	OPUNC01G13000	95	34	1
OS01G0315800	OPUNC01G13010	87	92	1
OS01G0316500	OPUNC01G13030	92	24	1
OS01G0316500	OPUNC01G13050	93	94	1
OS01G0316600	OPUNC01G13060	40	19	0
OS01G0316900	OPUNC01G13080	79	36	1
OS01G0317800	OPUNC01G13120	95	95	1
OS01G0318000	OPUNC01G13120	71	37	1
OS01G0318400	OPUNC01G13140	77	24	0
OS01G0318700	OPUNC01G13150	77	32	1
OS01G0319000	OPUNC01G13160	86	87	1
OS01G0319400	OPUNC01G13170	80	81	1
OS01G0321300	OPUNC01G13200	83	40	0
OS01G0321700	OPUNC01G13210	94	88	1
OS01G0321800	OPUNC01G13240	97	89	1
OS01G0321900	OPUNC01G13250	76	81	1
OS01G0322800	OPUNC01G13260	99	99	1
OS01G0323000	OPUNC01G13270	99	99	1
OS01G0323100	OPUNC01G13280	97	97	1
OS01G0323300	OPUNC01G13290	92	89	1
OS01G0326100	OPUNC01G13320	57	70	1
OS01G0327400	OPUNC01G13360	87	86	1
OS01G0327500	OPUNC01G13370	97	94	1
OS01G0327600	OPUNC01G13380	95	97	1
OS01G0327900	OPUNC01G13430	87	84	1
OS01G0328500	OPUNC01G13460	86	48	1
OS01G0328700	OPUNC01G13470	96	95	1
OS01G0328900	OPUNC01G13490	95	90	1
OS01G0329000	OPUNC01G13510	37	78	1
OS01G0329000	OPUNC01G13520	30	65	1
OS01G0329300	OPUNC01G13540	89	86	1
OS01G0329400	OPUNC01G13550	98	98	1
OS01G0329800	OPUNC01G13560	82	81	1
OS01G0329900	OPUNC01G13570	85	82	1
OS01G0330200	OPUNC01G13600	88	92	1
OS01G0331100	OPUNC01G13630	64	69	1
OS01G0331900	OPUNC01G13640	99	99	1
OS01G0332100	OPUNC01G13650	97	99	1
OS01G0332200	OPUNC01G13660	80	77	1
OS01G0332500	OPUNC01G13670	95	95	1
OS01G0332800	OPUNC01G13680	93	93	1
OS01G0332900	OPUNC01G13690	75	37	1
OS01G0335600	OPUNC01G13750	81	16	0
OS01G0335700	OPUNC01G13740	84	90	1
OS01G0337100	OPUNC01G13760	67	58	1
OS01G0337500	OPUNC01G13770	94	94	1
OS01G0337600	OPUNC01G13780	86	93	0
OS01G0338000	OPUNC01G13790	99	99	1
OS01G0338100	OPUNC01G13800	93	78	1
OS01G0338200	OPUNC01G13810	92	96	1
OS01G0338600	OPUNC01G13820	93	95	1
OS01G0339400	OPUNC01G13840	54	65	1
OS01G0339500	OPUNC01G09140	28	31	0
OS01G0339500	OPUNC01G09150	2	10	0
OS01G0339600	OPUNC10G07680	77	48	1
OS01G0339900	OPUNC01G13850	98	98	1
OS01G0340100	OPUNC01G13870	71	76	1
OS01G0341000	OPUNC01G13890	77	61	1
OS01G0341200	OPUNC01G13910	78	68	1
OS01G0341300	OPUNC01G13930	86	85	1
OS01G0342500	OPUNC01G14010	71	89	1
OS01G0342800	OPUNC01G14030	98	98	1
OS01G0342900	OPUNC01G14050	72	89	1
OS01G0343100	OPUNC01G14060	82	82	1
OS01G0343200	OPUNC01G14070	77	77	1
OS01G0343300	OPUNC01G14080	95	98	1
OS01G0343400	OPUNC01G14110	55	24	1
OS01G0343400	OPUNC01G14150	55	24	1
OS01G0343500	OPUNC01G14120	77	35	1
OS01G0343500	OPUNC01G14160	77	35	1
OS01G0346250	OPUNC01G14310	78	82	1
OS01G0346600	OPUNC01G14320	26	17	1
OS01G0347000	OPUNC01G14350	95	84	1
OS01G0347100	OPUNC01G14360	88	59	1
OS01G0347200	OPUNC01G14370	76	78	1
OS01G0347300	OPUNC01G14380	65	31	1
OS01G0347600	OPUNC01G14400	97	97	1
OS01G0348600	OPUNC01G14410	98	98	1
OS01G0348700	OPUNC01G14420	100	100	1
OS01G0348900	OPUNC01G14430	91	92	1
OS01G0349400	OPUNC01G14460	100	100	1
OS01G0350300	OPUNC01G14570	79	37	1
OS01G0350900	OPUNC01G14540	92	58	1
OS01G0351100	OPUNC01G14530	83	47	1
OS01G0351200	OPUNC01G14520	91	90	1
OS01G0351300	OPUNC01G14510	100	100	1
OS01G0351800	OPUNC01G14500	92	92	1
OS01G0352100	OPUNC01G14490	53	83	1
OS01G0353400	OPUNC01G14470	90	74	1
OS01G0354200	OPUNC01G14600	96	83	1
OS01G0354450	OPUNC03G01030	55	27	1
OS01G0354700	OPUNC01G14610	93	66	1
OS01G0355100	OPUNC09G02070	97	86	1
OS01G0355400	OPUNC01G14690	21	13	1
OS01G0355500	OPUNC01G14680	89	88	1
OS01G0355600	OPUNC01G14670	97	64	0
OS01G0355800	OPUNC01G19760	39	52	1
OS01G0355900	OPUNC01G14710	87	87	1
OS01G0356400	OPUNC01G14720	94	94	1
OS01G0356500	OPUNC01G14730	97	97	1
OS01G0356800	OPUNC01G14740	51	60	1
OS01G0356900	OPUNC01G14750	71	85	1
OS01G0357100	OPUNC02G31130	90	79	0
OS01G0357800	OPUNC01G14760	67	88	1
OS01G0357800	OPUNC01G16150	91	91	1
OS01G0357900	OPUNC02G25030	84	84	1
OS01G0358100	OPUNC01G14810	62	62	1
OS01G0358300	OPUNC01G14850	12	89	1
OS01G0358300	OPUNC01G14870	94	96	1
OS01G0358400	OPUNC01G14880	98	99	1
OS01G0359800	OPUNC01G14920	91	55	1
OS01G0360200	OPUNC01G14950	99	99	1
OS01G0360600	OPUNC01G14970	78	55	1
OS01G0360600	OPUNC01G16030	97	97	1
OS01G0361500	OPUNC01G16040	79	40	1
OS01G0362000	OPUNC01G16050	92	59	1
OS01G0362100	OPUNC01G16060	75	83	1
OS01G0362100	OPUNC01G16160	86	79	1
OS01G0363300	OPUNC01G16130	83	86	1
OS01G0363600	OPUNC01G16120	72	49	1
OS01G0363900	OPUNC01G16110	94	98	1
OS01G0364100	OPUNC01G16080	87	90	1
OS01G0364800	OPUNC01G16090	92	51	0
OS01G0364900	OPUNC04G28110	75	48	1
OS01G0365000	OPUNC01G16200	20	62	1
OS01G0365000	OPUNC01G16210	20	62	1
OS01G0367100	OPUNC01G16240	92	85	1
OS01G0367300	OPUNC01G16250	53	65	0
OS01G0367400	OPUNC01G16260	74	64	1
OS01G0367500	OPUNC07G04940	90	33	1
OS01G0367500	OPUNC11G07720	91	34	1
OS01G0367700	OPUNC01G16270	81	99	1
OS01G0367900	OPUNC01G16280	99	99	1
OS01G0368000	OPUNC01G16290	86	82	1
OS01G0368500	OPUNC01G16300	54	54	1
OS01G0368700	OPUNC01G16310	84	89	1
OS01G0368900	OPUNC01G16340	100	100	1
OS01G0369000	OPUNC01G16360	99	99	1
OS01G0369200	OPUNC01G16380	96	96	1
OS01G0369300	OPUNC01G16390	93	73	1
OS01G0369500	OPUNC01G16420	80	79	1
OS01G0369700	OPUNC01G16470	89	95	1
OS01G0370000	OPUNC01G16480	65	34	1
OS01G0370200	OPUNC01G16490	95	95	1
OS01G0370600	OPUNC01G16520	84	31	1
OS01G0371200	OPUNC01G16550	57	60	1
OS01G0372100	OPUNC12G17760	46	28	1
OS01G0372400	OPUNC01G16570	95	33	1
OS01G0372500	OPUNC01G16580	88	89	1
OS01G0372700	OPUNC01G16590	98	98	1
OS01G0373500	OPUNC01G16600	94	93	1
OS01G0373700	OPUNC01G13990	95	95	1
OS01G0374000	OPUNC01G13940	96	90	1
OS01G0374000	OPUNC01G16630	97	97	1
OS01G0374200	OPUNC01G16650	96	95	1
OS01G0374200	OPUNC01G41490	96	93	1
OS01G0374600	OPUNC02G30120	88	83	1
OS01G0374600	OPUNC06G23240	87	83	1
OS01G0374900	OPUNC01G16660	91	90	1
OS01G0374900	OPUNC01G41480	89	88	1
OS01G0375000	OPUNC01G16670	98	96	1
OS01G0375100	OPUNC01G16690	89	89	1
OS01G0375200	OPUNC01G16700	98	98	1
OS01G0376600	OPUNC01G16710	85	92	1
OS01G0376700	OPUNC01G16730	92	96	1
OS01G0377000	OPUNC01G16740	89	93	1
OS01G0377500	OPUNC01G16790	92	95	1
OS01G0377700	OPUNC01G16810	98	98	1
OS01G0379400	OPUNC01G16880	89	86	1
OS01G0382000	OPUNC01G16940	95	95	1
OS01G0382200	OPUNC01G16950	77	79	1
OS01G0382400	OPUNC01G16970	96	96	1
OS01G0382700	OPUNC01G17010	93	95	1
OS01G0383100	OPUNC01G17020	55	72	1
OS01G0383700	OPUNC01G17070	97	25	1
OS01G0383900	OPUNC01G17080	90	88	1
OS01G0384300	OPUNC01G17090	95	95	1
OS01G0384800	OPUNC01G17130	94	96	1
OS01G0385000	OPUNC01G17140	68	91	1
OS01G0385400	OPUNC01G17210	98	98	1
OS01G0388500	OPUNC01G17240	92	12	1
OS01G0389200	OPUNC01G17300	82	85	1
OS01G0389700	OPUNC01G17310	70	82	1
OS01G0390400	OPUNC01G17330	94	95	1
OS01G0390600	OPUNC01G17190	95	95	1
OS01G0390900	OPUNC01G17170	66	96	1
OS01G0393000	OPUNC10G03340	53	42	1
OS01G0393100	OPUNC01G00320	61	63	1
OS01G0393300	OPUNC04G15140	94	86	1
OS01G0495900	OPUNC01G17350	94	94	1
