Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	% identity	Beta vulgaris subsp. vulgaris % identity	Orthology confidence [0 low, 1 high]
OS01G0175100	BVRB_8g195240	31.1594	37.3913	1
OS01G0175100	BVRB_8g195250	31.1594	37.3913	1
OS01G0175400	BVRB_5g120420	31.9149	13.3333	1
OS01G0175600	BVRB_9g219970	56.5476	55.0725	1
OS01G0175600	BVRB_9g220140	65.4762	66.9711	1
OS01G0175600	BVRB_9g220150	64.5833	66.7692	1
OS01G0175600	BVRB_9g220160	61.6071	63.0137	1
OS01G0175600	BVRB_9g220170	63.8393	65.1976	1
OS01G0175700	BVRB_9g219970	56.5476	55.0725	1
OS01G0175700	BVRB_9g220140	65.1786	66.6667	1
OS01G0175700	BVRB_9g220150	65.0298	67.2308	1
OS01G0175700	BVRB_9g220160	61.756	63.1659	1
OS01G0175700	BVRB_9g220170	64.4345	65.8055	1
OS01G0176000	BVRB_7g161130	40.1606	40.0802	1
OS01G0176000	BVRB_7g161150	44.9799	45.6212	1
OS01G0176000	BVRB_7g161310	40.3614	41.1043	1
OS01G0176100	BVRB_7g161130	35.9281	36.0721	1
OS01G0176100	BVRB_7g161150	41.1178	41.9552	1
OS01G0176100	BVRB_7g161310	37.525	38.4458	1
OS01G0176200	BVRB_7g161130	41.2475	41.0822	1
OS01G0176200	BVRB_7g161150	46.6801	47.2505	1
OS01G0176200	BVRB_7g161310	41.8511	42.5358	1
OS01G0176400	BVRB_9g220260	40.2062	18.6158	1
OS01G0176500	BVRB_9g220270	40.625	44.8276	0
OS01G0176700	BVRB_8g195490	33.9623	33.8205	1
OS01G0176800	BVRB_9g220280	39.7987	41.5076	1
OS01G0176900	BVRB_5g103320	15.4605	36.7188	0
OS01G0177100	BVRB_2g043470	63.626	60	0
OS01G0177100	BVRB_8g195540	53.3637	55.1237	0
OS01G0177200	BVRB_4g093360	69.5214	69.3467	1
OS01G0177400	BVRB_2g043500	35.6757	37.5	1
OS01G0177400	BVRB_9g220330	36.2162	34.9869	1
OS01G0178000	BVRB_9g220350	69.5431	69.1919	1
OS01G0178100	BVRB_8g195560	45.5189	45.4118	1
OS01G0178200	BVRB_8g195570	51.6517	60.1399	1
OS01G0178400	BVRB_2g043620	57.0732	23.4469	1
OS01G0178500	BVRB_9g220380	49.7487	50.5102	1
OS01G0178700	BVRB_2g043630	45.7746	45.5607	1
OS01G0178700	BVRB_8g195660	47.4178	47.5294	1
OS01G0178700	BVRB_9g220400	44.1315	43.418	1
OS01G0178850	BVRB_8g195730	27.8481	40	1
OS01G0179200	BVRB_6g135410	9.01163	67.3913	1
OS01G0179200	BVRB_8g195700	68.0233	69.0266	1
OS01G0179300	BVRB_2g043720	50.1511	51.875	1
OS01G0179400	BVRB_2g043710	66.9582	31.3324	1
OS01G0179500	BVRB_2g043730	29.5918	18.8869	1
OS01G0179600	BVRB_3g065130	32.0329	29.1589	1
OS01G0179600	BVRB_3g065160	38.6037	39.3305	1
OS01G0179700	BVRB_1g017560	89.1626	89.604	1
OS01G0179700	BVRB_5g105030	87.6847	88.1188	1
OS01G0179700	BVRB_9g211500	85.7143	86.1386	1
OS01G0179800	BVRB_8g196000	53.9192	54.4365	1
OS01G0180000	BVRB_8g196020	54.6154	46.7875	0
OS01G0180300	BVRB_9g220610	32.376	32.9787	1
OS01G0180400	BVRB_2g043780	37.766	17.3171	1
OS01G0180600	BVRB_8g196080	47.7941	53.3273	1
OS01G0180700	BVRB_2g043810	35.249	32.6821	1
OS01G0180800	BVRB_9g220650	69.5858	69.1765	1
OS01G0181000	BVRB_8g196090	26.0504	27.3852	1
OS01G0182200	BVRB_2g035730	53.6585	56.6524	1
OS01G0182300	BVRB_2g043880	21.0526	27.907	1
OS01G0182300	BVRB_8g196100	20.4678	23.1788	1
OS01G0182400	BVRB_6g133550	21.0317	21.0736	1
OS01G0182500	BVRB_1g012180	23.2673	22.1698	1
OS01G0182600	BVRB_1g012190	70.431	69.3548	1
OS01G0182700	BVRB_6g133580	35.7143	40.4858	1
OS01G0182900	BVRB_6g133220	70.7692	7.192	0
OS01G0183000	BVRB_2g042040	58.0381	50.2358	1
OS01G0183000	BVRB_2g042060	56.1308	60.0583	1
OS01G0183100	BVRB_3g056890	60.4869	61.7591	1
OS01G0183300	BVRB_1g012260	49.5908	45.0893	1
OS01G0183400	BVRB_6g150880	19.7479	32.1918	1
OS01G0183633	BVRB_7g170290	42.2018	44.6602	1
OS01G0183633	BVRB_8g199400	43.1193	40.8696	1
OS01G0184000	BVRB_5g115880	51.715	50.2564	1
OS01G0184100	BVRB_2g034220	65.6627	66.8712	1
OS01G0184100	BVRB_9g205180	64.4578	65.6442	1
OS01G0184500	BVRB_1g012340	58.56	55.1205	0
OS01G0184800	BVRB_005800	29.8805	64.1026	1
OS01G0184800	BVRB_9g206380	64.9402	64.9402	1
OS01G0184900	BVRB_5g119730	65.3666	65.4688	1
OS01G0185100	BVRB_6g154530	35.533	23.2558	1
OS01G0185200	BVRB_6g155420	72.2362	72.601	0
OS01G0185200	BVRB_7g167260	71.4824	71.8434	0
OS01G0185500	BVRB_2g047160	48.5714	50.7463	1
OS01G0186000	BVRB_2g034240	30.5699	34.5029	1
OS01G0186200	BVRB_6g154670	45.0633	44.5	1
OS01G0186700	BVRB_2g034320	70.9559	74.0883	1
OS01G0186900	BVRB_4g080280	50.7726	46.371	1
OS01G0186900	BVRB_8g199340	53.4216	48.3034	1
OS01G0187400	BVRB_2g032970	65.269	64.8611	0
OS01G0187400	BVRB_8g197950	60.3774	60.9309	0
OS01G0187500	BVRB_013870	1.06383	0.943396	0
OS01G0187500	BVRB_019070	13.2979	11.0619	0
OS01G0187500	BVRB_1g020020	18.617	7.76053	0
OS01G0187500	BVRB_8g191380	16.4894	7.50605	0
OS01G0187500	BVRB_8g191390	17.0213	7.20721	0
OS01G0187600	BVRB_8g199000	39.8305	17.0599	0
OS01G0187900	BVRB_5g104680	43.7158	46.9208	0
OS01G0188100	BVRB_8g197380	71.5569	68.0912	1
OS01G0188200	BVRB_2g029630	32.5424	8.45815	1
OS01G0188900	BVRB_5g120420	34.0136	11.1111	1
OS01G0189100	BVRB_5g120420	24.1055	28.4444	1
OS01G0190000	BVRB_9g224730	65.614	58.2555	1
OS01G0190400	BVRB_9g224670	48.4716	47.6395	1
OS01G0190500	BVRB_8g197620	47.5269	49.0022	1
OS01G0190500	BVRB_9g224700	42.5806	50.7692	1
OS01G0191000	BVRB_7g176420	62.5	59.4595	1
OS01G0191100	BVRB_7g159910	65.7895	67.5676	1
OS01G0191200	BVRB_9g212060	32.6733	37.218	1
OS01G0191300	BVRB_8g197850	57.0526	50.8443	1
OS01G0191500	BVRB_8g197860	57.6238	57.3965	1
OS01G0191800	BVRB_2g032910	83.2192	82.9352	1
OS01G0192000	BVRB_2g033000	44.3005	44.3005	1
OS01G0192000	BVRB_8g197970	43.2642	44.2971	1
OS01G0192600	BVRB_002640	72.0461	72.2543	0
OS01G0192600	BVRB_2g033380	70.8934	70.8934	0
OS01G0192900	BVRB_004720	49.3433	66.2468	0
OS01G0193600	BVRB_9g211700	62.298	60.8772	1
OS01G0194000	BVRB_2g030260	33.5404	28.5714	1
OS01G0194200	BVRB_7g170430	37.7828	38.6574	1
OS01G0194300	BVRB_8g199180	52.2337	50.3311	1
OS01G0194600	BVRB_2g034500	44	41.6667	1
OS01G0195200	BVRB_7g170700	45.3125	30.0741	1
OS01G0195400	BVRB_2g034620	32.6389	33.452	1
OS01G0195500	BVRB_8g198990	76.8844	81.383	1
OS01G0195801	BVRB_8g199110	22.1453	11.985	1
OS01G0196300	BVRB_8g199110	18.2232	14.9813	1
OS01G0196500	BVRB_008070	28.8557	41.1348	1
OS01G0196500	BVRB_7g176640	41.791	42.6396	1
OS01G0196600	BVRB_008060	65.1357	64.5963	1
OS01G0197100	BVRB_7g176680	56.9388	56.7073	1
OS01G0197200	BVRB_7g176700	83.1984	81.8725	1
OS01G0197450	BVRB_6g134300	22.763	22.6562	0
OS01G0197700	BVRB_8g199000	44.6018	45.735	0
OS01G0197900	BVRB_8g197270	40.3101	17.5281	0
OS01G0197900	BVRB_8g197280	43.6693	16.4878	0
OS01G0198000	BVRB_8g197270	40.1349	26.7416	0
OS01G0198000	BVRB_8g197280	43.8449	25.3659	0
OS01G0198100	BVRB_8g197270	17.7632	9.10112	0
OS01G0198100	BVRB_8g197280	20.614	9.17073	0
OS01G0198200	BVRB_2g032650	78.1447	67.9891	1
OS01G0198500	BVRB_8g197250	18.5654	23.6559	1
OS01G0198500	BVRB_9g221710	21.097	27.7778	1
OS01G0198500	BVRB_9g221720	23.2068	26.3158	1
OS01G0198500	BVRB_9g221730	22.3629	25.6039	1
OS01G0198500	BVRB_9g221760	17.7215	24.8521	1
OS01G0198900	BVRB_2g032630	22.6852	29.878	1
OS01G0198900	BVRB_8g197230	21.2963	27.8788	1
OS01G0199300	BVRB_2g032630	25	29.2683	1
OS01G0199300	BVRB_8g197230	25	29.0909	1
OS01G0199400	BVRB_2g032620	60.5063	58.867	1
OS01G0199700	BVRB_2g032600	25.9574	37.4233	1
OS01G0199700	BVRB_9g221780	29.7872	37.037	1
OS01G0199900	BVRB_007930	58.954	33.2143	1
OS01G0199900	BVRB_8g196130	25.6735	44.8753	1
OS01G0199900	BVRB_8g196140	62.1236	63.0225	1
OS01G0200000	BVRB_3g056580	73.7342	74.6795	1
OS01G0200300	BVRB_2g032530	58.2367	29.8454	1
OS01G0200300	BVRB_9g221790	58.4687	30.1435	1
OS01G0200400	BVRB_2g032510	45.8015	47.2441	1
OS01G0200500	BVRB_9g221830	43.7309	43.5976	1
OS01G0200600	BVRB_1g018210	37.2807	27.5974	0
OS01G0200600	BVRB_5g104600	39.0351	36.9295	0
OS01G0200700	BVRB_4g096800	50	47.6923	1
OS01G0201100	BVRB_4g096670	45	50.8235	0
OS01G0201200	BVRB_8g183100	42.6288	48.8798	1
OS01G0201250	BVRB_7g177420	41.9811	34.6304	1
OS01G0201250	BVRB_8g183030	36.7925	34.0611	1
OS01G0201400	BVRB_008000	28.0822	32.0312	1
OS01G0201400	BVRB_4g075780	30.137	35.4839	1
OS01G0201400	BVRB_7g164620	19.863	38.1579	1
OS01G0201400	BVRB_9g223970	33.5616	41.1765	1
OS01G0201600	BVRB_013410	28.2392	25.0737	1
OS01G0201700	BVRB_8g188310	57.8616	38.0165	1
OS01G0202800	BVRB_2g027750	39.3258	35.1171	0
OS01G0202800	BVRB_2g027770	50.9363	49.8168	0
OS01G0203000	BVRB_4g085230	44.6575	56.993	1
OS01G0203800	BVRB_4g085500	37.3077	40.8421	1
OS01G0203800	BVRB_8g181260	30.3846	33.5456	1
OS01G0204000	BVRB_4g085330	38.8672	36.7159	1
OS01G0205100	BVRB_8g181100	52.231	51.8229	1
OS01G0205600	BVRB_2g037800	40.081	40.081	1
OS01G0205600	BVRB_3g056820	39.6761	40.4959	1
OS01G0205700	BVRB_8g181040	84.9785	52.1053	1
OS01G0205900	BVRB_9g208860	60.5505	61.875	1
OS01G0205900	BVRB_9g208880	59.3272	60.815	1
OS01G0205900	BVRB_9g208890	50.7645	59.4982	1
OS01G0205900	BVRB_9g209000	55.9633	69.0566	1
OS01G0205900	BVRB_9g209040	58.7156	59.6273	1
OS01G0206700	BVRB_8g180970	63.3406	62.931	1
OS01G0206800	BVRB_010740	41.2884	31.3682	1
OS01G0206800	BVRB_8g180950	44.5095	44.5748	1
OS01G0207200	BVRB_4g085690	46.87	48.5857	1
OS01G0207400	BVRB_4g085690	36.4706	15.4742	1
OS01G0207600	BVRB_4g085690	39.0523	39.7671	1
OS01G0207700	BVRB_5g103150	28.9575	19.084	1
OS01G0207900	BVRB_5g103150	22.6064	21.6285	1
OS01G0208000	BVRB_5g103150	27.2727	11.4504	1
OS01G0208400	BVRB_4g085690	40.2597	41.2646	1
OS01G0208600	BVRB_8g180870	21.0645	20.0142	1
OS01G0209000	BVRB_4g085810	66.7832	67.0175	1
OS01G0209400	BVRB_4g094200	63.6364	63.8436	1
OS01G0209700	BVRB_003650	46.2687	46.6867	1
OS01G0210400	BVRB_9g206270	47.6954	53.2438	1
OS01G0210500	BVRB_4g094190	60.5505	59.1928	1
OS01G0210600	BVRB_4g077350	49.7006	58.042	1
OS01G0210700	BVRB_3g066600	55.2817	46.1087	1
OS01G0210700	BVRB_8g202040	53.8732	41.1844	1
OS01G0210800	BVRB_8g202090	17.9487	5.45809	1
OS01G0210900	BVRB_001630	55.5773	55.6863	1
OS01G0211000	BVRB_001630	56.1303	57.451	1
OS01G0211200	BVRB_001630	57.1429	56.4706	1
OS01G0211600	BVRB_001630	60.9948	45.6863	1
OS01G0211800	BVRB_4g086160	45.7576	42.7762	1
OS01G0211800	BVRB_9g209240	44.5455	42.1203	1
OS01G0212100	BVRB_8g182110	74.7143	74.5014	1
OS01G0212400	BVRB_4g085850	54.4521	55.5944	1
OS01G0212700	BVRB_1g017200	13.7931	25.8993	1
OS01G0213400	BVRB_1g017200	14.346	24.4604	1
OS01G0214200	BVRB_8g182020	57.563	58.0508	1
OS01G0214300	BVRB_4g085980	42.7711	9.41645	1
OS01G0214300	BVRB_4g092650	39.759	11.2436	1
OS01G0214400	BVRB_4g092660	54.7244	37.1658	1
OS01G0214500	BVRB_4g092670	71.4286	71.4286	1
OS01G0215100	BVRB_6g143470	52.0325	14.2857	1
OS01G0217000	BVRB_8g181820	33.6709	53.2	1
OS01G0217000	BVRB_9g225190	32.9114	52.6316	1
OS01G0217500	BVRB_031590	4.81013	10.1604	0
OS01G0217500	BVRB_4g086080	50.8861	51.0152	0
OS01G0217500	BVRB_4g086090	15.9494	42.5676	0
OS01G0217500	BVRB_4g086100	8.10127	40.5063	0
OS01G0217800	BVRB_031590	5.14019	11.7647	0
OS01G0217800	BVRB_4g086080	50.2336	54.5685	0
OS01G0217800	BVRB_4g086090	16.8224	48.6486	0
OS01G0217800	BVRB_4g086100	8.8785	48.1013	0
OS01G0218032	BVRB_7g160320	71.4286	2.51889	0
OS01G0218100	BVRB_8g181760	32.5843	34.252	1
OS01G0218200	BVRB_4g086190	54.4643	52.3605	0
OS01G0218500	BVRB_4g074700	49.6377	78.2857	0
OS01G0218500	BVRB_9g214250	44.9275	69.2737	0
OS01G0218700	BVRB_2g036070	56.0311	58.6957	1
OS01G0219000	BVRB_6g140390	34.0081	31.2268	0
OS01G0219100	BVRB_3g052130	61.4458	62.5767	1
OS01G0219600	BVRB_5g098890	57.6562	57.9278	1
OS01G0220100	BVRB_5g098890	59.375	59.6546	1
OS01G0220200	BVRB_1g003260	52.0661	16.9811	1
OS01G0220200	BVRB_3g052360	23.9669	9.26518	1
OS01G0220300	BVRB_4g097280	54.1096	53.3784	1
OS01G0220500	BVRB_5g098970	25	29.4737	1
OS01G0221300	BVRB_3g052500	23.4496	19.4847	1
OS01G0221400	BVRB_2g025450	43.038	57.6271	1
OS01G0221400	BVRB_4g090120	41.7722	31.4286	1
OS01G0221400	BVRB_4g090140	41.7722	34.0206	1
OS01G0221400	BVRB_5g099390	44.3038	36.0825	1
OS01G0221700	BVRB_5g099650	46.131	40.0517	1
OS01G0221900	BVRB_5g099570	36.3636	11.3636	1
OS01G0222300	BVRB_3g052750	32.0917	11.4519	1
OS01G0222700	BVRB_3g052620	47.5434	56.9204	1
OS01G0223600	BVRB_3g052610	55.2846	42.97	1
OS01G0223600	BVRB_5g099450	56.9106	45.3809	1
OS01G0223800	BVRB_000730	27.129	31.9484	1
OS01G0223800	BVRB_6g139100	36.7397	36.5617	1
OS01G0223800	BVRB_9g204830	33.9416	39.6871	1
OS01G0223800	BVRB_9g206780	38.0779	37.6655	1
OS01G0223900	BVRB_000730	27.4293	31.9484	1
OS01G0223900	BVRB_6g139100	35.5474	34.9879	1
OS01G0223900	BVRB_9g204830	32.5953	37.6956	1
OS01G0223900	BVRB_9g206780	38.6224	37.7858	1
OS01G0224000	BVRB_000730	27.0807	31.2321	1
OS01G0224000	BVRB_6g139100	36.0248	35.109	1
OS01G0224000	BVRB_9g204830	32.6708	37.4111	1
OS01G0224000	BVRB_9g206780	38.6335	37.4248	1
OS01G0224200	BVRB_3g052560	38.4314	35	1
OS01G0224300	BVRB_5g099410	45.7143	48.4848	1
OS01G0224400	BVRB_1g003560	50	11.5288	1
OS01G0224400	BVRB_3g052540	45.6522	9.85915	1
OS01G0224500	BVRB_4g074020	32.5688	39.011	1
OS01G0225000	BVRB_9g220780	45.0311	62.5	1
OS01G0225100	BVRB_7g172170	20.922	11.501	1
OS01G0225200	BVRB_7g178150	47.0046	15.5725	0
OS01G0225300	BVRB_3g053210	47.7816	25.1346	1
OS01G0225400	BVRB_1g004000	69.5652	27.6657	1
OS01G0225500	BVRB_1g004000	57.1429	65.7061	1
OS01G0225600	BVRB_1g003950	53.6424	50.3106	1
OS01G0225600	BVRB_1g003960	54.3046	50.9317	1
OS01G0225600	BVRB_1g003970	52.3179	50.3185	1
OS01G0226200	BVRB_3g052980	21.9807	28.3489	1
OS01G0226200	BVRB_5g099730	24.8792	25.1834	1
OS01G0226300	BVRB_1g003910	62.3596	38.9474	1
OS01G0226300	BVRB_3g052970	64.0449	39.8601	1
OS01G0226300	BVRB_5g099710	65.7303	47.1774	1
OS01G0226400	BVRB_5g099700	67.9762	68.7124	1
OS01G0226500	BVRB_1g003880	41.3793	43.9024	1
OS01G0226600	BVRB_3g052940	44.6646	48.5099	1
OS01G0226700	BVRB_8g196310	19.2	16.4384	1
OS01G0227100	BVRB_8g196400	65.873	65.6126	1
OS01G0227200	BVRB_8g196420	45.2261	65.534	1
OS01G0227200	BVRB_8g196430	52.9313	47.0238	1
OS01G0227300	BVRB_2g031820	87.9227	88.3495	0
OS01G0227300	BVRB_8g196470	83.5749	83.5749	0
OS01G0227500	BVRB_009250	19.0731	33.5423	1
OS01G0227500	BVRB_011320	18.3601	33.0128	1
OS01G0227500	BVRB_011330	19.6078	36.0656	1
OS01G0227500	BVRB_011340	19.6078	33.9506	1
OS01G0227500	BVRB_013650	14.9733	37.1681	1
OS01G0227500	BVRB_5g099850	35.1159	37.7395	1
OS01G0227500	BVRB_7g177160	15.3298	36.9099	1
OS01G0227500	BVRB_7g177210	19.4296	34.3849	1
OS01G0227500	BVRB_7g177220	18.7166	41.502	1
OS01G0227500	BVRB_7g177230	21.9251	39.5498	1
OS01G0227500	BVRB_7g177240	22.9947	37.3913	1
OS01G0227500	BVRB_7g177250	20.4991	36.859	1
OS01G0227500	BVRB_7g177260	21.3904	37.7358	1
OS01G0227500	BVRB_7g177270	19.7861	33.0357	1
OS01G0227500	BVRB_7g177300	15.1515	33.8645	1
OS01G0227500	BVRB_7g177310	20.8556	34.5133	1
OS01G0227500	BVRB_7g177320	21.7469	35.6725	1
OS01G0227700	BVRB_009250	19.4805	32.9154	1
OS01G0227700	BVRB_011320	19.4805	33.6538	1
OS01G0227700	BVRB_011330	21.3358	37.7049	1
OS01G0227700	BVRB_011340	21.1503	35.1852	1
OS01G0227700	BVRB_013650	15.3989	36.7257	1
OS01G0227700	BVRB_5g099850	38.0334	39.272	1
OS01G0227700	BVRB_7g177160	17.2542	39.9142	1
OS01G0227700	BVRB_7g177210	21.5213	36.5931	1
OS01G0227700	BVRB_7g177220	19.295	41.1067	1
OS01G0227700	BVRB_7g177230	21.7069	37.6206	1
OS01G0227700	BVRB_7g177240	23.3766	36.5217	1
OS01G0227700	BVRB_7g177250	21.1503	36.5385	1
OS01G0227700	BVRB_7g177260	20.9648	35.5346	1
OS01G0227700	BVRB_7g177270	22.82	36.6071	1
OS01G0227700	BVRB_7g177300	15.5844	33.4661	1
OS01G0227700	BVRB_7g177310	22.6345	35.9882	1
OS01G0227700	BVRB_7g177320	22.449	35.3801	1
OS01G0227800	BVRB_009250	18.7037	31.6614	1
OS01G0227800	BVRB_011320	18.7037	32.3718	1
OS01G0227800	BVRB_011330	20.3704	36.0656	1
OS01G0227800	BVRB_011340	19.8148	33.0247	1
OS01G0227800	BVRB_013650	14.4444	34.5133	1
OS01G0227800	BVRB_5g099850	35.9259	37.1647	1
OS01G0227800	BVRB_7g177160	15.7407	36.4807	1
OS01G0227800	BVRB_7g177210	20	34.0694	1
OS01G0227800	BVRB_7g177220	17.963	38.3399	1
OS01G0227800	BVRB_7g177230	21.2963	36.9775	1
OS01G0227800	BVRB_7g177240	23.7037	37.1014	1
OS01G0227800	BVRB_7g177250	21.1111	36.5385	1
OS01G0227800	BVRB_7g177260	20.7407	35.2201	1
OS01G0227800	BVRB_7g177270	22.5926	36.3095	1
OS01G0227800	BVRB_7g177300	14.2593	30.6773	1
OS01G0227800	BVRB_7g177310	20.7407	33.0383	1
OS01G0227800	BVRB_7g177320	20.3704	32.1637	1
OS01G0228300	BVRB_2g031830	60.8108	62.5	1
OS01G0228400	BVRB_2g031840	40.2516	41.1576	1
OS01G0228400	BVRB_8g196490	41.3522	45.1115	1
OS01G0228400	BVRB_8g196500	39.1509	50.8163	1
OS01G0228400	BVRB_8g196530	39.7799	47.3783	1
OS01G0228500	BVRB_8g196580	38.4848	38.9571	1
OS01G0228500	BVRB_9g220940	49.697	53.2468	1
OS01G0228600	BVRB_9g220970	34.4937	58.2888	0
OS01G0228600	BVRB_9g220980	69.9367	70.607	0
OS01G0228800	BVRB_8g196620	22.1252	17.8613	1
OS01G0229100	BVRB_2g031930	69.2898	69.5568	1
OS01G0229200	BVRB_2g031970	44.0225	44.8424	1
OS01G0229400	BVRB_8g196830	79.2857	53.3654	1
OS01G0229800	BVRB_2g032070	57.7922	26.0234	1
OS01G0229800	BVRB_2g032090	58.4416	25.8621	1
OS01G0229800	BVRB_2g032100	59.7403	22.8856	1
OS01G0229900	BVRB_4g086990	26.4706	13.211	1
OS01G0229900	BVRB_4g087020	25.3676	11.4238	1
OS01G0229900	BVRB_9g204860	25.7353	15.2505	1
OS01G0231000	BVRB_8g196860	44.8669	41.4035	1
OS01G0231000	BVRB_9g221270	47.1483	41.7508	1
OS01G0231500	BVRB_8g196990	66.0465	66.6667	1
OS01G0231600	BVRB_2g032200	3.2967	1.0453	1
OS01G0231800	BVRB_9g221240	46.473	20.4007	1
OS01G0231900	BVRB_9g221240	41.8891	37.1585	1
OS01G0232000	BVRB_2g032220	58.9641	59.919	1
OS01G0232100	BVRB_2g032220	50.3906	52.2267	1
OS01G0232200	BVRB_2g032230	34.4762	37.5519	1
OS01G0232200	BVRB_2g032270	12.1905	43.8356	1
OS01G0232200	BVRB_2g032280	17.1429	39.4737	1
OS01G0232300	BVRB_012540	35.7955	15.2358	1
OS01G0232300	BVRB_9g221210	51.7045	19.2186	1
OS01G0232400	BVRB_9g221920	47.9076	47.4286	1
OS01G0232500	BVRB_4g086990	33.4021	29.7248	1
OS01G0232500	BVRB_4g087020	32.9897	26.4901	1
OS01G0232500	BVRB_9g204860	37.3196	39.4336	1
OS01G0232700	BVRB_1g001220	78.2241	75.5102	0
OS01G0232800	BVRB_2g047500	66.7391	58.5878	0
OS01G0232800	BVRB_3g062220	49.1304	36.16	0
OS01G0232800	BVRB_3g062230	52.8261	53.5242	0
OS01G0232800	BVRB_3g062240	59.7826	53.1915	0
OS01G0233000	BVRB_7g162650	39.2157	38.835	1
OS01G0233100	BVRB_1g013710	52.1385	47.3198	1
OS01G0233400	BVRB_3g049070	29.7619	42.735	1
OS01G0233500	BVRB_1g013710	51.9685	48.7985	1
OS01G0233800	BVRB_2g036150	59.9624	58.8561	1
OS01G0233900	BVRB_4g086990	31.3979	26.789	1
OS01G0233900	BVRB_4g087020	31.3979	24.1722	1
OS01G0233900	BVRB_9g204860	32.2581	32.6797	1
OS01G0234100	BVRB_003390	21.4141	23.9819	1
OS01G0234100	BVRB_003400	21.4141	33.6508	1
OS01G0234100	BVRB_003440	17.5758	18.913	1
OS01G0234100	BVRB_8g195160	31.1111	30.2554	1
OS01G0234200	BVRB_7g157060	2.3753	1.84843	0
OS01G0234200	BVRB_7g157070	3.32542	2.65152	0
OS01G0234200	BVRB_7g157090	2.3753	1.82149	0
OS01G0234300	BVRB_3g049750	20.4663	16.5618	1
OS01G0234300	BVRB_3g051970	35.4922	22.5329	1
OS01G0234700	BVRB_1g003020	33.5907	32.9545	1
OS01G0234700	BVRB_5g098670	32.8185	29.3103	1
OS01G0234700	BVRB_5g098690	18.1467	25.1337	1
OS01G0234800	BVRB_8g197430	84.2466	56.422	1
OS01G0234850	BVRB_1g003030	45.4945	36.2522	1
OS01G0234850	BVRB_3g051950	47.9121	37.8472	1
OS01G0234850	BVRB_5g098650	48.5714	37.8425	1
OS01G0234900	BVRB_1g003000	75.2161	81.0559	1
OS01G0234900	BVRB_3g051920	73.1988	79.375	1
OS01G0234900	BVRB_5g098610	65.9942	68.5629	1
OS01G0235100	BVRB_5g098570	41.0112	43.9759	1
OS01G0235200	BVRB_3g051880	44.9761	43.2184	1
OS01G0235300	BVRB_5g117560	62.6168	61.4679	1
OS01G0235350	BVRB_4g093240	28.7143	29.9107	1
OS01G0235350	BVRB_6g140170	25.1429	24.6499	1
OS01G0235400	BVRB_6g153240	44.4649	24.8198	1
OS01G0235400	BVRB_8g195450	37.2694	39.6078	1
OS01G0235400	BVRB_8g195460	0	0	1
OS01G0235700	BVRB_1g002900	40.5186	37.594	0
OS01G0235800	BVRB_008920	46.7949	31.5562	1
OS01G0236300	BVRB_1g002880	45.0644	47.1557	1
OS01G0236300	BVRB_5g125780	43.9199	48.1191	1
OS01G0236400	BVRB_3g051750	36.9085	33.3333	1
OS01G0236700	BVRB_5g125870	49.2537	46.0618	1
OS01G0237000	BVRB_8g183210	38.8889	38.6503	1
OS01G0237100	BVRB_3g057430	28.0528	57.8231	1
OS01G0237100	BVRB_8g183200	59.736	62.4138	1
OS01G0237366	BVRB_9g217240	36.8421	20.4545	0
OS01G0237500	BVRB_9g217240	38.1443	12.013	0
OS01G0237750	BVRB_9g217240	44.6281	17.5325	0
OS01G0238600	BVRB_9g225770	72.3404	59.6491	1
OS01G0238800	BVRB_8g182610	42.1053	36.6972	1
OS01G0238800	BVRB_9g225740	41.0526	41.4894	1
OS01G0238800	BVRB_9g225760	34.7368	37.0787	1
OS01G0238900	BVRB_9g209700	70.3971	43.1416	1
OS01G0239000	BVRB_9g209620	38.2189	47.6852	1
OS01G0239200	BVRB_8g182550	73.3813	75.7426	1
OS01G0239700	BVRB_8g182490	58.5828	58.5828	1
OS01G0241000	BVRB_4g086490	16.9713	21.9595	1
OS01G0241100	BVRB_9g205800	38.806	38.7234	1
OS01G0241400	BVRB_8g182420	37.5	37.2263	1
OS01G0241400	BVRB_9g209480	40.4412	37.1622	1
OS01G0242200	BVRB_9g209500	48.9157	40.0394	0
OS01G0242500	BVRB_8g182170	64.4068	53.0233	1
OS01G0242600	BVRB_4g094030	44.2136	41.7952	1
OS01G0243100	BVRB_3g061690	30.2326	13.3645	1
OS01G0243200	BVRB_4g087830	58.3721	50.7071	1
OS01G0243600	BVRB_4g079580	33.0472	33.6245	1
OS01G0243700	BVRB_013960	45.4545	47.8261	0
OS01G0246100	BVRB_2g026300	28.5266	25.3305	1
OS01G0246400	BVRB_5g102940	40.099	40.9091	0
OS01G0246400	BVRB_5g102950	36.6337	42.2857	0
OS01G0246400	BVRB_5g102960	37.6238	38.5787	0
OS01G0246500	BVRB_4g072260	22.8571	26.1818	1
OS01G0246700	BVRB_8g185810	24.9395	15.7492	1
OS01G0247500	BVRB_4g095170	45.1429	62.9482	1
OS01G0247700	BVRB_1g006290	34.0058	41.9929	1
OS01G0247700	BVRB_8g185840	49.8559	44.1327	1
OS01G0247700	BVRB_9g202560	44.6686	41.0053	1
OS01G0247900	BVRB_009370	36.8421	43.4483	1
OS01G0247900	BVRB_8g193720	50.2924	54.7771	1
