Gene stable ID	Vitis vinifera gene stable ID	% identity	Vitis vinifera % identity	Orthology confidence [0 low, 1 high]
OS01G0117400	VIT_16s0148g00100	20	34	1
OS01G0117500	VIT_00s0258g00010	42	47	0
OS01G0117500	VIT_00s0258g00020	37	58	0
OS01G0117500	VIT_00s0258g00050	44	36	0
OS01G0117500	VIT_00s0258g00100	44	35	0
OS01G0117500	VIT_00s0258g00130	41	34	0
OS01G0117500	VIT_00s0294g00040	42	45	0
OS01G0117500	VIT_00s0388g00050	29	46	0
OS01G0117500	VIT_00s0424g00030	42	54	0
OS01G0117500	VIT_00s0485g00010	33	63	0
OS01G0117500	VIT_16s0013g01160	31	54	0
OS01G0117500	VIT_16s0013g01310	25	55	0
OS01G0117500	VIT_16s0013g01350	31	54	0
OS01G0117500	VIT_16s0013g01390	30	54	0
OS01G0117500	VIT_16s0022g01640	42	45	0
OS01G0117500	VIT_16s0022g01660	42	35	0
OS01G0117500	VIT_16s0022g01720	40	48	0
OS01G0117500	VIT_16s0039g01200	43	35	0
OS01G0117500	VIT_16s0039g01250	28	58	0
OS01G0117500	VIT_16s0039g01330	42	34	0
OS01G0117500	VIT_16s0050g00010	40	53	0
OS01G0117500	VIT_16s0050g01690	44	35	0
OS01G0117500	VIT_16s0050g02060	41	49	0
OS01G0117500	VIT_16s0050g02720	41	33	0
OS01G0117500	VIT_16s0050g02760	32	57	0
OS01G0117500	VIT_16s0098g00020	44	36	0
OS01G0117500	VIT_16s0098g00120	44	35	0
OS01G0117500	VIT_16s0098g00160	44	35	0
OS01G0117500	VIT_16s0098g00170	33	50	0
OS01G0117500	VIT_16s0098g00190	43	40	0
OS01G0117500	VIT_16s0098g00230	44	36	0
OS01G0117500	VIT_16s0098g00390	39	37	0
OS01G0117500	VIT_16s0098g00410	43	36	0
OS01G0117500	VIT_16s0148g00010	41	33	0
OS01G0117500	VIT_16s0148g00030	44	35	0
OS01G0117500	VIT_16s0148g00040	45	35	0
OS01G0117500	VIT_16s0148g00060	41	32	0
OS01G0117500	VIT_16s0148g00110	41	28	0
OS01G0117500	VIT_16s0148g00130	41	54	0
OS01G0117500	VIT_16s0148g00160	42	53	0
OS01G0117500	VIT_16s0148g00210	43	28	0
OS01G0117500	VIT_16s0148g00240	34	58	0
OS01G0117500	VIT_16s0148g00300	33	41	0
OS01G0117500	VIT_16s0148g00320	43	36	0
OS01G0117500	VIT_16s0148g00370	42	34	0
OS01G0117500	VIT_16s0148g00410	42	45	0
OS01G0117600	VIT_01s0011g04280	24	52	1
OS01G0117600	VIT_01s0011g04290	27	57	1
OS01G0117700	VIT_00s0258g00010	33	50	0
OS01G0117700	VIT_00s0258g00020	27	59	0
OS01G0117700	VIT_00s0258g00050	37	40	0
OS01G0117700	VIT_00s0258g00100	37	41	0
OS01G0117700	VIT_00s0258g00130	35	39	0
OS01G0117700	VIT_00s0294g00040	33	47	0
OS01G0117700	VIT_00s0388g00050	22	48	0
OS01G0117700	VIT_00s0424g00030	31	55	0
OS01G0117700	VIT_00s0485g00010	24	63	0
OS01G0117700	VIT_16s0013g01160	23	55	0
OS01G0117700	VIT_16s0013g01310	19	56	0
OS01G0117700	VIT_16s0013g01350	23	55	0
OS01G0117700	VIT_16s0013g01390	23	54	0
OS01G0117700	VIT_16s0022g01640	31	46	0
OS01G0117700	VIT_16s0022g01660	36	40	0
OS01G0117700	VIT_16s0022g01720	31	51	0
OS01G0117700	VIT_16s0039g01200	36	39	0
OS01G0117700	VIT_16s0039g01250	21	58	0
OS01G0117700	VIT_16s0039g01330	36	39	0
OS01G0117700	VIT_16s0050g00010	30	52	0
OS01G0117700	VIT_16s0050g01690	36	39	0
OS01G0117700	VIT_16s0050g02060	30	50	0
OS01G0117700	VIT_16s0050g02720	35	38	0
OS01G0117700	VIT_16s0050g02760	23	57	0
OS01G0117700	VIT_16s0098g00020	37	41	0
OS01G0117700	VIT_16s0098g00120	37	40	0
OS01G0117700	VIT_16s0098g00160	37	40	0
OS01G0117700	VIT_16s0098g00170	24	51	0
OS01G0117700	VIT_16s0098g00190	35	44	0
OS01G0117700	VIT_16s0098g00230	36	40	0
OS01G0117700	VIT_16s0098g00390	33	42	0
OS01G0117700	VIT_16s0098g00410	37	42	0
OS01G0117700	VIT_16s0148g00010	34	38	0
OS01G0117700	VIT_16s0148g00030	37	40	0
OS01G0117700	VIT_16s0148g00040	37	40	0
OS01G0117700	VIT_16s0148g00060	34	36	0
OS01G0117700	VIT_16s0148g00110	34	32	0
OS01G0117700	VIT_16s0148g00130	30	54	0
OS01G0117700	VIT_16s0148g00160	31	53	0
OS01G0117700	VIT_16s0148g00210	34	31	0
OS01G0117700	VIT_16s0148g00240	25	58	0
OS01G0117700	VIT_16s0148g00300	28	46	0
OS01G0117700	VIT_16s0148g00320	37	41	0
OS01G0117700	VIT_16s0148g00370	35	39	0
OS01G0117700	VIT_16s0148g00410	33	47	0
OS01G0117900	VIT_17s0000g03050	60	62	1
OS01G0118000	VIT_01s0011g04350	86	85	1
OS01G0118100	VIT_01s0011g04360	75	52	1
OS01G0118100	VIT_17s0000g03030	78	61	1
OS01G0118300	VIT_01s0011g04370	74	29	1
OS01G0118300	VIT_17s0000g03010	70	28	1
OS01G0118400	VIT_19s0090g00950	20	28	0
OS01G0118600	VIT_19s0090g00950	21	28	0
OS01G0120300	VIT_09s0018g00860	12	72	1
OS01G0120300	VIT_10s0116g00970	73	60	1
OS01G0120400	VIT_05s0020g01470	57	59	1
OS01G0120500	VIT_17s0000g02910	56	55	1
OS01G0120600	VIT_01s0011g04500	44	47	1
OS01G0120700	VIT_01s0011g04510	44	32	1
OS01G0120800	VIT_14s0060g01630	69	70	0
OS01G0121000	VIT_17s0000g02110	35	42	1
OS01G0121100	VIT_01s0011g04560	53	53	1
OS01G0121100	VIT_14s0006g02080	54	54	1
OS01G0121200	VIT_14s0006g01980	52	53	1
OS01G0121300	VIT_01s0011g04620	41	33	1
OS01G0121500	VIT_01s0011g04650	34	28	0
OS01G0121500	VIT_01s0011g04660	32	26	0
OS01G0121500	VIT_14s0006g01910	33	28	0
OS01G0121500	VIT_14s0006g01930	34	28	0
OS01G0121500	VIT_14s0006g01960	32	30	0
OS01G0121600	VIT_01s0011g04650	33	32	0
OS01G0121600	VIT_01s0011g04660	35	35	0
OS01G0121600	VIT_14s0006g01910	32	33	0
OS01G0121600	VIT_14s0006g01930	33	33	0
OS01G0121600	VIT_14s0006g01960	28	33	0
OS01G0121700	VIT_01s0011g04670	71	65	1
OS01G0121800	VIT_01s0011g04680	65	65	1
OS01G0125600	VIT_01s0011g04710	36	39	1
OS01G0125600	VIT_14s0006g01780	14	29	1
OS01G0125700	VIT_14s0006g01750	63	64	1
OS01G0125800	VIT_17s0000g02670	72	72	1
OS01G0125900	VIT_03s0038g02570	50	44	1
OS01G0126200	VIT_01s0011g04720	54	56	0
OS01G0126200	VIT_01s0011g04740	54	56	0
OS01G0127300	VIT_02s0012g01050	30	39	1
OS01G0127300	VIT_02s0012g01060	13	49	1
OS01G0127300	VIT_03s0017g01730	27	46	1
OS01G0127400	VIT_01s0011g04730	23	63	1
OS01G0127400	VIT_01s0011g04750	49	67	1
OS01G0127500	VIT_01s0011g03480	58	61	0
OS01G0127900	VIT_01s0011g03750	46	51	1
OS01G0127900	VIT_14s0006g02820	61	62	1
OS01G0128000	VIT_01s0011g03730	39	47	1
OS01G0128100	VIT_01s0011g03670	62	64	1
OS01G0128300	VIT_14s0006g02880	51	48	0
OS01G0128400	VIT_01s0011g05280	49	48	0
OS01G0128400	VIT_14s0006g00830	41	54	0
OS01G0128800	VIT_14s0006g02890	41	13	1
OS01G0128800	VIT_16s0039g01220	0	0	1
OS01G0128800	VIT_17s0000g03600	59	17	1
OS01G0129200	VIT_01s0011g03600	36	27	1
OS01G0129500	VIT_17s0000g03670	36	39	1
OS01G0130000	VIT_18s0041g00090	65	65	1
OS01G0130000	VIT_19s0085g00650	61	60	1
OS01G0130400	VIT_01s0011g03450	67	67	1
OS01G0131300	VIT_01s0011g03420	39	36	1
OS01G0131300	VIT_17s0000g03790	38	32	1
OS01G0132100	VIT_08s0058g00010	25	36	1
OS01G0132100	VIT_08s0058g00040	32	35	1
OS01G0132100	VIT_08s0058g00090	35	38	1
OS01G0132500	VIT_00s0299g00080	24	21	1
OS01G0132500	VIT_01s0011g03760	31	25	1
OS01G0132500	VIT_05s0102g00820	12	24	1
OS01G0132500	VIT_14s0036g00080	25	28	1
OS01G0132500	VIT_15s0021g01450	25	29	1
OS01G0132500	VIT_17s0000g03450	21	38	1
OS01G0132700	VIT_19s0085g01120	65	64	1
OS01G0132766	VIT_01s0011g03780	30	36	1
OS01G0132800	VIT_14s0006g02750	62	65	1
OS01G0133400	VIT_14s0006g02720	76	76	1
OS01G0133500	VIT_01s0011g03830	49	53	1
OS01G0133600	VIT_01s0011g03850	38	40	0
OS01G0133600	VIT_17s0000g03400	36	50	0
OS01G0133600	VIT_17s0000g03410	37	52	0
OS01G0133700	VIT_01s0011g03850	43	23	0
OS01G0133700	VIT_17s0000g03400	46	34	0
OS01G0133700	VIT_17s0000g03410	47	35	0
OS01G0134500	VIT_01s0011g03870	55	56	0
OS01G0134500	VIT_01s0011g03880	54	53	0
OS01G0134500	VIT_14s0006g02690	71	72	0
OS01G0134700	VIT_17s0000g03370	39	37	1
OS01G0134700	VIT_17s0000g03380	42	39	1
OS01G0134700	VIT_17s0000g03390	41	38	1
OS01G0135700	VIT_14s0006g01400	40	48	1
OS01G0135800	VIT_06s0004g05770	51	53	0
OS01G0135800	VIT_08s0058g00210	52	53	0
OS01G0135800	VIT_13s0019g02740	52	52	0
OS01G0135800	VIT_13s0019g02760	49	53	0
OS01G0135800	VIT_13s0019g02770	53	53	0
OS01G0135800	VIT_13s0019g02780	53	53	0
OS01G0135800	VIT_13s0019g02820	53	53	0
OS01G0135800	VIT_13s0019g02840	53	52	0
OS01G0135800	VIT_13s0019g02850	53	52	0
OS01G0135800	VIT_13s0019g02900	43	60	0
OS01G0135800	VIT_13s0019g02920	51	56	0
OS01G0135800	VIT_13s0019g02930	57	54	0
OS01G0135800	VIT_13s0019g03000	58	54	0
OS01G0135800	VIT_13s0019g03010	48	50	0
OS01G0135800	VIT_13s0019g03030	43	60	0
OS01G0135800	VIT_13s0019g03050	47	42	0
OS01G0135800	VIT_13s0019g03090	57	53	0
OS01G0135800	VIT_13s0019g03160	53	50	0
OS01G0136000	VIT_13s0019g03170	65	61	1
OS01G0136100	VIT_13s0019g03170	65	62	1
OS01G0136200	VIT_13s0019g03170	66	62	1
OS01G0136400	VIT_14s0006g02600	39	44	0
OS01G0136800	VIT_14s0006g02600	36	39	0
OS01G0136900	VIT_01s0011g03890	37	32	1
OS01G0136900	VIT_01s0011g03900	26	44	1
OS01G0136900	VIT_01s0011g03990	29	45	1
OS01G0136900	VIT_14s0006g02660	26	41	1
OS01G0136900	VIT_17s0000g03330	36	28	1
OS01G0137250	VIT_01s0011g03890	50	31	1
OS01G0137250	VIT_01s0011g03900	45	56	1
OS01G0137250	VIT_01s0011g03990	49	56	1
OS01G0137250	VIT_14s0006g02660	45	54	1
OS01G0137250	VIT_17s0000g03330	52	30	1
OS01G0137400	VIT_01s0011g03890	37	38	1
OS01G0137400	VIT_01s0011g03900	27	56	1
OS01G0137400	VIT_01s0011g03990	30	56	1
OS01G0137400	VIT_14s0006g02660	28	56	1
OS01G0137400	VIT_17s0000g03330	36	34	1
OS01G0137500	VIT_01s0011g03890	53	29	1
OS01G0137500	VIT_01s0011g03900	46	51	1
OS01G0137500	VIT_01s0011g03990	53	53	1
OS01G0137500	VIT_14s0006g02660	47	48	1
OS01G0137500	VIT_17s0000g03330	53	27	1
OS01G0137950	VIT_01s0011g03890	49	16	1
OS01G0137950	VIT_01s0011g03900	50	33	1
OS01G0137950	VIT_01s0011g03990	52	32	1
OS01G0137950	VIT_14s0006g02660	52	33	1
OS01G0137950	VIT_17s0000g03330	50	15	1
OS01G0138300	VIT_01s0011g03890	33	36	1
OS01G0138300	VIT_01s0011g03900	26	57	1
OS01G0138300	VIT_01s0011g03990	28	57	1
OS01G0138300	VIT_14s0006g02660	27	56	1
OS01G0138300	VIT_17s0000g03330	34	34	1
OS01G0138400	VIT_01s0011g03890	18	20	1
OS01G0138400	VIT_01s0011g03900	17	38	1
OS01G0138400	VIT_01s0011g03990	17	34	1
OS01G0138400	VIT_14s0006g02660	16	34	1
OS01G0138400	VIT_17s0000g03330	19	19	1
OS01G0138600	VIT_06s0061g00020	21	11	1
OS01G0138800	VIT_01s0011g04010	66	67	1
OS01G0138800	VIT_14s0006g02590	68	69	1
OS01G0138900	VIT_17s0000g03270	63	70	0
OS01G0139000	VIT_01s0011g04030	20	11	0
OS01G0139000	VIT_17s0000g03260	18	18	0
OS01G0139200	VIT_01s0011g04140	38	36	1
OS01G0139200	VIT_14s0006g02490	24	31	1
OS01G0139200	VIT_17s0000g03180	35	37	1
OS01G0139600	VIT_01s0011g04160	59	35	1
OS01G0139600	VIT_01s0011g04170	57	35	1
OS01G0139600	VIT_14s0006g02480	45	71	1
OS01G0140100	VIT_01s0011g03210	56	57	1
OS01G0140100	VIT_17s0000g03990	52	53	1
OS01G0140400	VIT_01s0011g03060	53	53	1
OS01G0140500	VIT_01s0010g03220	14	33	0
OS01G0140700	VIT_01s0011g03070	51	43	0
OS01G0140700	VIT_14s0083g00130	46	51	0
OS01G0141000	VIT_01s0011g03070	48	47	0
OS01G0141000	VIT_14s0083g00130	41	53	0
OS01G0141100	VIT_06s0080g00160	90	63	0
OS01G0141100	VIT_13s0106g00490	89	62	0
OS01G0141300	VIT_06s0080g00160	68	75	0
OS01G0141300	VIT_13s0106g00490	65	72	0
OS01G0141600	VIT_08s0007g02220	47	33	1
OS01G0141700	VIT_06s0004g06550	60	62	0
OS01G0141900	VIT_08s0007g02160	51	57	1
OS01G0141900	VIT_13s0067g00570	53	59	1
OS01G0142100	VIT_13s0067g00390	60	60	1
OS01G0142200	VIT_03s0063g00500	71	71	1
OS01G0142300	VIT_08s0007g01940	76	64	1
OS01G0142500	VIT_06s0004g06100	49	47	1
OS01G0142500	VIT_08s0007g01920	45	42	1
OS01G0142500	VIT_13s0019g03370	40	42	1
OS01G0143300	VIT_13s0019g02350	48	50	0
OS01G0143700	VIT_13s0019g02350	36	37	0
OS01G0143800	VIT_13s0019g02350	31	33	0
OS01G0144000	VIT_00s0734g00030	38	67	1
OS01G0144000	VIT_00s0771g00020	42	73	1
OS01G0144000	VIT_03s0088g00960	50	65	1
OS01G0144000	VIT_18s0001g08530	51	66	1
OS01G0144100	VIT_13s0019g02090	69	62	1
OS01G0144200	VIT_08s0007g00800	78	79	1
OS01G0144340	VIT_13s0019g01860	63	62	1
OS01G0144600	VIT_06s0004g05000	46	49	1
OS01G0144700	VIT_11s0016g00550	43	41	1
OS01G0147200	VIT_07s0104g00230	64	67	1
OS01G0147400	VIT_06s0004g04850	34	27	0
OS01G0147400	VIT_11s0103g00400	38	14	0
OS01G0147400	VIT_11s0103g00420	39	15	0
OS01G0147400	VIT_13s0019g01610	37	14	0
OS01G0147400	VIT_13s0019g01640	28	28	0
OS01G0147700	VIT_06s0004g04850	20	46	0
OS01G0147700	VIT_11s0103g00400	37	41	0
OS01G0147700	VIT_11s0103g00420	38	43	0
OS01G0147700	VIT_13s0019g01610	36	39	0
OS01G0147700	VIT_13s0019g01640	13	36	0
OS01G0147800	VIT_13s0019g01510	43	40	1
OS01G0147900	VIT_06s0004g04800	80	80	0
OS01G0147900	VIT_13s0019g01090	80	80	0
OS01G0148000	VIT_08s0007g00380	19	9	0
OS01G0148000	VIT_08s0007g00390	28	56	0
OS01G0148050	VIT_08s0007g00380	42	25	0
OS01G0148050	VIT_08s0007g00390	0	0	0
OS01G0149800	VIT_05s0049g00990	55	56	1
OS01G0149800	VIT_08s0007g00330	63	66	1
OS01G0149900	VIT_06s0004g04620	17	14	1
OS01G0149900	VIT_08s0007g00320	20	16	1
OS01G0150000	VIT_13s0019g01260	80	80	0
OS01G0150100	VIT_13s0019g01470	56	24	1
OS01G0150200	VIT_00s0313g00040	74	74	0
OS01G0151100	VIT_06s0004g04480	60	66	0
OS01G0151100	VIT_08s0007g00140	63	68	0
OS01G0151100	VIT_13s0019g00940	60	67	0
OS01G0151200	VIT_06s0004g04460	68	69	0
OS01G0151400	VIT_11s0016g02830	65	22	1
OS01G0151500	VIT_11s0016g02830	50	44	1
OS01G0151600	VIT_06s0004g04350	70	70	1
OS01G0151700	VIT_08s0040g03400	70	69	1
OS01G0151900	VIT_19s0014g02220	35	61	1
OS01G0152700	VIT_06s0004g04230	100	28	0
OS01G0152700	VIT_06s0004g04240	100	18	0
OS01G0152700	VIT_06s0004g04250	100	28	0
OS01G0152700	VIT_06s0004g04300	100	27	0
OS01G0153200	VIT_08s0040g02460	35	21	0
OS01G0153200	VIT_13s0019g00530	35	23	0
OS01G0153250	VIT_06s0004g04290	36	49	1
OS01G0153400	VIT_03s0088g00500	75	44	1
OS01G0153500	VIT_13s0019g00160	7	13	1
OS01G0153600	VIT_13s0019g00160	8	20	1
OS01G0153800	VIT_06s0009g00980	40	46	1
OS01G0153800	VIT_08s0032g00510	38	43	1
OS01G0153800	VIT_08s0032g00700	40	46	1
OS01G0153900	VIT_13s0019g00160	7	14	1
OS01G0153950	VIT_13s0019g00160	7	7	1
OS01G0154100	VIT_13s0019g00160	5	11	1
OS01G0154200	VIT_13s0019g00160	7	15	1
OS01G0154500	VIT_13s0019g00160	5	10	1
OS01G0154600	VIT_13s0019g00160	5	10	1
OS01G0155000	VIT_06s0009g00980	45	48	1
OS01G0155000	VIT_08s0032g00510	44	45	1
OS01G0155000	VIT_08s0032g00700	45	48	1
OS01G0155300	VIT_00s0317g00070	45	42	1
OS01G0155400	VIT_08s0040g02790	4	6	1
OS01G0155400	VIT_13s0067g03850	53	34	1
OS01G0155500	VIT_06s0004g03920	40	46	1
OS01G0155500	VIT_13s0067g03780	38	43	1
OS01G0157700	VIT_08s0040g02340	36	35	1
OS01G0157700	VIT_08s0040g02350	2	3	1
OS01G0157800	VIT_08s0040g02370	75	69	1
OS01G0157800	VIT_13s0019g03880	74	63	1
OS01G0157900	VIT_08s0040g02230	59	58	1
OS01G0158000	VIT_08s0040g02290	63	64	1
OS01G0158100	VIT_09s0002g04100	31	36	1
OS01G0158200	VIT_13s0019g04030	64	66	1
OS01G0158400	VIT_15s0024g00410	28	38	1
OS01G0158400	VIT_15s0024g00480	23	32	1
OS01G0158500	VIT_11s0016g02990	67	63	1
OS01G0158600	VIT_08s0058g00010	27	36	1
OS01G0158600	VIT_08s0058g00040	34	36	1
OS01G0158600	VIT_08s0058g00090	36	37	1
OS01G0158900	VIT_13s0067g00920	52	55	1
OS01G0159000	VIT_07s0031g02670	40	29	1
OS01G0159200	VIT_06s0004g03050	51	34	0
OS01G0159200	VIT_08s0040g01970	44	34	0
OS01G0159200	VIT_08s0040g01980	39	27	0
OS01G0159200	VIT_08s0040g01990	35	26	0
OS01G0159200	VIT_08s0040g02010	40	31	0
OS01G0159200	VIT_08s0040g02020	32	23	0
OS01G0159200	VIT_08s0040g02030	40	14	0
OS01G0159200	VIT_08s0040g02070	44	35	0
OS01G0159300	VIT_08s0040g02160	28	26	1
OS01G0159300	VIT_13s0019g04100	25	22	1
OS01G0159300	VIT_16s0022g00290	7	43	1
OS01G0159400	VIT_08s0105g00460	78	76	1
OS01G0160100	VIT_00s0253g00010	16	46	1
OS01G0160100	VIT_00s1380g00020	17	30	1
OS01G0160100	VIT_03s0063g02220	13	55	1
OS01G0160200	VIT_08s0058g00010	27	36	1
OS01G0160200	VIT_08s0058g00040	34	35	1
OS01G0160200	VIT_08s0058g00090	35	36	1
OS01G0160700	VIT_08s0058g00010	28	37	1
OS01G0160700	VIT_08s0058g00040	34	35	1
OS01G0160700	VIT_08s0058g00090	35	36	1
OS01G0161000	VIT_08s0058g00010	29	25	1
OS01G0161000	VIT_08s0058g00040	35	23	1
OS01G0161000	VIT_08s0058g00090	36	24	1
OS01G0161300	VIT_08s0058g00010	31	40	1
OS01G0161300	VIT_08s0058g00040	36	37	1
OS01G0161300	VIT_08s0058g00090	38	38	1
OS01G0162300	VIT_12s0057g00760	40	23	0
OS01G0162300	VIT_12s0057g00780	38	20	0
OS01G0162300	VIT_12s0057g00820	10	28	0
OS01G0162300	VIT_12s0057g00860	41	15	0
OS01G0162300	VIT_12s0057g00870	35	30	0
OS01G0162300	VIT_16s0013g01710	23	42	0
OS01G0162300	VIT_18s0089g00660	43	26	0
OS01G0162300	VIT_18s0089g00680	31	38	0
OS01G0162300	VIT_19s0015g00030	25	30	0
OS01G0162300	VIT_19s0085g00150	16	35	0
OS01G0162800	VIT_08s0058g00010	27	36	1
OS01G0162800	VIT_08s0058g00040	34	35	1
OS01G0162800	VIT_08s0058g00090	36	37	1
OS01G0163000	VIT_08s0058g00010	28	35	1
OS01G0163000	VIT_08s0058g00040	35	35	1
OS01G0163000	VIT_08s0058g00090	37	36	1
OS01G0164075	VIT_13s0067g01540	42	42	1
OS01G0164300	VIT_13s0067g01540	36	39	1
OS01G0164400	VIT_12s0057g00880	77	28	1
OS01G0164500	VIT_13s0067g01900	62	68	1
OS01G0164600	VIT_06s0004g07360	54	58	1
OS01G0164700	VIT_13s0019g03670	36	8	0
OS01G0164800	VIT_08s0058g00500	51	24	0
OS01G0164900	VIT_08s0058g00500	0	0	0
OS01G0165000	VIT_13s0067g01960	34	26	0
OS01G0165100	VIT_13s0067g02050	56	56	1
OS01G0165200	VIT_08s0058g00620	36	38	1
OS01G0165200	VIT_13s0067g02070	35	29	1
OS01G0165600	VIT_06s0004g07460	34	39	1
OS01G0165800	VIT_01s0010g03580	0	0	1
OS01G0165800	VIT_01s0010g03590	8	6	1
OS01G0166100	VIT_13s0067g02160	62	61	0
OS01G0166300	VIT_13s0067g02160	58	38	0
OS01G0166400	VIT_18s0122g01110	35	38	1
OS01G0166500	VIT_08s0058g01010	8	9	0
OS01G0166500	VIT_13s0067g02390	9	10	0
OS01G0166700	VIT_08s0058g01030	37	30	1
OS01G0166800	VIT_13s0067g02530	55	55	1
OS01G0167500	VIT_06s0004g07960	80	73	1
OS01G0167500	VIT_13s0067g02970	79	79	1
OS01G0167750	VIT_04s0023g01060	44	44	1
OS01G0167900	VIT_06s0004g08170	31	23	1
OS01G0167900	VIT_13s0067g03230	7	11	1
OS01G0168100	VIT_06s0004g08170	34	34	1
OS01G0168100	VIT_13s0067g03230	17	34	1
OS01G0168200	VIT_08s0040g00020	66	63	1
OS01G0168300	VIT_13s0067g00210	55	54	1
OS01G0168500	VIT_13s0067g00170	68	70	1
OS01G0168800	VIT_04s0008g02050	35	39	0
OS01G0169400	VIT_14s0066g00680	44	65	1
OS01G0169400	VIT_17s0000g09010	46	63	1
OS01G0169500	VIT_14s0066g00730	19	39	1
OS01G0169500	VIT_14s0066g00740	17	43	1
OS01G0169800	VIT_00s0225g00230	50	26	1
OS01G0169800	VIT_00s0394g00040	50	26	1
OS01G0169900	VIT_14s0066g00800	43	44	1
OS01G0169900	VIT_17s0000g08970	31	38	1
OS01G0170000	VIT_14s0066g00810	64	28	1
OS01G0170000	VIT_17s0000g08960	65	28	1
OS01G0170100	VIT_17s0000g08950	46	26	1
OS01G0170300	VIT_17s0000g08900	56	58	1
OS01G0170500	VIT_17s0000g08870	61	62	1
OS01G0170800	VIT_13s0047g01040	17	39	1
OS01G0171000	VIT_01s0127g00230	74	74	1
OS01G0171800	VIT_01s0127g00290	34	46	1
OS01G0171800	VIT_01s0127g00310	21	29	1
OS01G0171800	VIT_14s0066g00980	49	50	1
OS01G0171800	VIT_17s0000g08590	50	52	1
OS01G0172000	VIT_07s0005g00130	58	18	0
OS01G0172100	VIT_14s0066g01000	52	48	1
OS01G0172200	VIT_14s0066g01020	51	45	1
OS01G0172300	VIT_09s0002g06780	35	28	1
OS01G0172400	VIT_09s0002g06760	80	80	0
OS01G0172400	VIT_11s0016g05360	72	72	0
OS01G0172400	VIT_11s0016g05370	74	74	0
OS01G0172600	VIT_11s0016g05320	75	53	1
OS01G0172800	VIT_09s0002g06680	36	38	1
OS01G0172800	VIT_16s0022g02090	32	37	1
OS01G0172800	VIT_16s0022g02100	37	37	1
OS01G0172900	VIT_09s0002g06580	31	23	1
OS01G0172900	VIT_09s0002g06610	28	22	1
OS01G0172900	VIT_09s0002g06650	32	23	1
OS01G0172900	VIT_09s0096g00850	28	22	1
OS01G0173000	VIT_09s0002g06560	44	46	1
OS01G0173100	VIT_04s0023g02330	59	61	0
OS01G0173100	VIT_09s0002g06460	64	75	0
OS01G0173100	VIT_11s0016g05100	64	75	0
OS01G0173600	VIT_09s0002g06420	45	58	1
OS01G0173600	VIT_09s0002g06430	42	54	1
OS01G0173600	VIT_11s0016g05010	46	51	1
OS01G0173900	VIT_19s0015g00010	59	64	1
OS01G0173900	VIT_19s0015g00020	42	65	1
OS01G0173900	VIT_19s0015g00040	45	63	1
OS01G0173900	VIT_19s0015g00050	61	61	1
OS01G0173900	VIT_19s0015g00060	57	61	1
OS01G0173900	VIT_19s0090g01870	60	66	1
OS01G0174000	VIT_04s0008g05210	25	51	1
OS01G0174100	VIT_09s0002g06360	33	35	1
OS01G0174300	VIT_11s0016g04970	74	70	1
OS01G0174500	VIT_16s0050g00630	43	41	1
OS01G0174700	VIT_11s0016g04910	62	65	1
OS01G0174900	VIT_09s0002g06040	42	45	1
OS01G0175000	VIT_04s0008g05120	70	70	0
OS01G0175000	VIT_09s0002g06010	71	62	0
OS01G0175000	VIT_11s0016g04850	70	71	0
OS01G0175100	VIT_09s0002g05820	31	36	1
OS01G0175100	VIT_11s0016g04760	36	40	1
OS01G0175600	VIT_04s0008g04980	66	67	0
OS01G0175600	VIT_09s0002g05810	66	65	0
OS01G0175600	VIT_11s0016g04740	66	66	0
OS01G0175700	VIT_04s0008g04980	66	67	0
OS01G0175700	VIT_09s0002g05810	66	65	0
OS01G0175700	VIT_11s0016g04740	67	67	0
OS01G0176300	VIT_09s0002g07350	50	46	1
OS01G0176400	VIT_09s0002g05700	40	18	1
OS01G0176500	VIT_09s0002g05680	44	48	0
OS01G0176700	VIT_11s0016g04600	36	38	1
OS01G0176800	VIT_09s0002g05620	44	45	0
OS01G0176800	VIT_09s0002g05650	33	36	0
OS01G0177100	VIT_00s0640g00010	8	40	1
OS01G0177200	VIT_03s0017g00960	5	83	1
OS01G0177400	VIT_04s0008g04940	40	41	1
OS01G0177400	VIT_09s0002g05270	40	40	1
OS01G0177400	VIT_09s0002g05300	38	39	1
OS01G0177900	VIT_04s0008g04230	71	18	1
OS01G0177900	VIT_11s0016g04540	73	19	1
OS01G0178000	VIT_04s0008g04250	65	65	1
OS01G0178000	VIT_09s0002g05250	74	74	1
OS01G0178100	VIT_11s0016g04530	46	47	1
OS01G0178200	VIT_11s0016g04520	55	64	1
OS01G0178300	VIT_09s0002g05180	43	69	1
OS01G0178400	VIT_04s0008g04270	55	23	1
OS01G0178400	VIT_11s0016g04500	63	24	1
OS01G0178500	VIT_09s0002g05160	48	32	1
OS01G0178500	VIT_11s0016g04490	47	43	1
OS01G0178700	VIT_04s0008g04280	50	53	1
OS01G0178700	VIT_09s0002g05120	51	50	1
OS01G0178700	VIT_09s0002g05130	20	40	1
OS01G0178700	VIT_09s0002g05140	31	43	1
OS01G0178700	VIT_11s0016g04450	45	47	1
OS01G0178900	VIT_13s0139g00320	17	8	1
OS01G0178900	VIT_13s0139g00340	20	10	1
OS01G0179200	VIT_04s0008g04350	67	68	1
OS01G0179200	VIT_11s0016g04370	68	70	1
OS01G0179300	VIT_04s0008g04340	49	50	1
OS01G0179300	VIT_11s0016g04390	51	52	1
