Gene stable ID	Oryza meridionalis gene stable ID	% identity	Oryza meridionalis % identity	Orthology confidence [0 low, 1 high]
OS01G0239100	OMERI01G08860	94	94	1
OS01G0239200	OMERI01G08870	99	100	1
OS01G0239300	OMERI08G15390	48	20	1
OS01G0239700	OMERI01G08880	99	98	1
OS01G0240600	OMERI01G08890	66	44	0
OS01G0240700	OMERI01G08920	96	96	1
OS01G0241000	OMERI01G08970	51	87	0
OS01G0241100	OMERI01G08980	95	99	1
OS01G0241400	OMERI01G08990	93	98	1
OS01G0242200	OMERI01G09010	69	61	0
OS01G0242300	OMERI01G09030	99	98	1
OS01G0242400	OMERI01G09040	67	62	1
OS01G0242500	OMERI01G09050	97	97	1
OS01G0242900	OMERI01G09060	97	94	1
OS01G0243000	OMERI01G09070	98	98	1
OS01G0243100	OMERI01G09090	98	49	1
OS01G0243200	OMERI01G09100	97	83	1
OS01G0243600	OMERI01G09130	91	93	1
OS01G0243700	OMERI01G09140	100	100	1
OS01G0244000	OMERI01G09150	76	14	1
OS01G0245700	OMERI03G31140	29	58	0
OS01G0245901	OMERI03G31140	29	59	0
OS01G0246100	OMERI01G09180	94	99	0
OS01G0246200	OMERI02G02280	34	40	1
OS01G0246400	OMERI01G09220	95	95	1
OS01G0246500	OMERI01G09230	97	99	1
OS01G0246601	OMERI01G09250	84	83	1
OS01G0246700	OMERI01G09260	96	68	1
OS01G0247500	OMERI01G09270	98	98	1
OS01G0247600	OMERI01G09280	37	60	1
OS01G0247700	OMERI01G09290	83	76	1
OS01G0247900	OMERI01G09300	91	91	1
OS01G0248000	OMERI01G09310	85	86	1
OS01G0248300	OMERI01G09320	98	96	1
OS01G0248400	OMERI01G09330	98	90	1
OS01G0248500	OMERI01G09340	96	95	1
OS01G0248701	OMERI01G09350	84	96	1
OS01G0248800	OMERI01G09360	99	52	1
OS01G0248900	OMERI01G09370	99	99	1
OS01G0249100	OMERI01G09380	95	67	1
OS01G0249200	OMERI01G09390	100	100	1
OS01G0249300	OMERI01G09400	100	100	1
OS01G0249700	OMERI01G09420	86	90	1
OS01G0249800	OMERI01G09430	79	87	0
OS01G0249900	OMERI01G09440	88	71	1
OS01G0250600	OMERI06G26370	97	97	1
OS01G0250900	OMERI01G09490	97	88	0
OS01G0251000	OMERI01G09500	90	89	1
OS01G0251100	OMERI01G09510	99	99	1
OS01G0251200	OMERI01G09520	91	96	1
OS01G0252100	OMERI01G09550	85	99	1
OS01G0252600	OMERI01G09580	92	90	1
OS01G0252900	OMERI01G09600	93	50	0
OS01G0253100	OMERI01G09610	87	69	1
OS01G0253200	OMERI01G09620	98	98	1
OS01G0253300	OMERI01G09630	100	100	1
OS01G0253400	OMERI01G09640	96	96	1
OS01G0253500	OMERI01G09650	92	90	1
OS01G0253600	OMERI01G09660	99	99	1
OS01G0253800	OMERI01G09670	89	88	1
OS01G0253900	OMERI01G09680	96	90	1
OS01G0254000	OMERI10G01840	49	73	0
OS01G0254100	OMERI01G09700	99	100	1
OS01G0254200	OMERI01G09710	100	100	1
OS01G0254400	OMERI01G09730	85	87	1
OS01G0254850	OMERI01G09740	79	78	1
OS01G0254900	OMERI01G09750	94	94	1
OS01G0255000	OMERI01G09760	100	81	1
OS01G0255100	OMERI01G21640	99	99	1
OS01G0256300	OMERI01G09850	80	93	1
OS01G0256400	OMERI01G09860	98	100	1
OS01G0256500	OMERI01G09880	98	95	1
OS01G0256600	OMERI01G09890	98	98	1
OS01G0256800	OMERI01G09910	95	98	1
OS01G0256900	OMERI01G09920	99	99	1
OS01G0257100	OMERI01G09930	94	97	1
OS01G0257300	OMERI01G09950	100	100	1
OS01G0257400	OMERI01G09960	98	100	1
OS01G0258600	OMERI06G06450	97	40	1
OS01G0258700	OMERI01G09990	99	99	1
OS01G0259200	OMERI01G10000	99	99	1
OS01G0259600	OMERI01G10020	96	30	0
OS01G0259900	OMERI01G10030	84	100	1
OS01G0260500	OMERI01G10100	54	44	1
OS01G0260700	OMERI01G10120	100	100	1
OS01G0260800	OMERI01G10130	99	99	1
OS01G0260950	OMERI01G10140	43	11	1
OS01G0261200	OMERI01G10150	98	98	1
OS01G0261500	OMERI01G10160	81	40	0
OS01G0261600	OMERI01G10190	49	53	1
OS01G0261700	OMERI01G10180	60	22	1
OS01G0262000	OMERI01G10190	49	53	1
OS01G0262600	OMERI01G10210	41	86	1
OS01G0262700	OMERI01G10200	91	38	1
OS01G0263400	OMERI01G10230	90	74	1
OS01G0263500	OMERI01G10250	92	97	1
OS01G0263600	OMERI01G10260	92	66	1
OS01G0264000	OMERI01G10280	88	80	1
OS01G0264100	OMERI01G10310	64	27	1
OS01G0264400	OMERI01G10360	88	89	1
OS01G0264500	OMERI01G10370	48	45	0
OS01G0264600	OMERI01G10380	80	90	0
OS01G0264700	OMERI01G10390	89	43	1
OS01G0265000	OMERI01G10410	98	98	1
OS01G0265100	OMERI01G10420	100	100	1
OS01G0265200	OMERI01G10430	93	96	1
OS01G0265400	OMERI01G10450	45	12	1
OS01G0265700	OMERI01G10460	98	99	1
OS01G0265800	OMERI01G10470	93	94	1
OS01G0265900	OMERI01G10480	97	76	1
OS01G0266000	OMERI01G10490	99	95	1
OS01G0266100	OMERI01G10500	92	92	1
OS01G0266400	OMERI01G10520	93	97	1
OS01G0266500	OMERI01G10510	94	56	1
OS01G0267100	OMERI01G10550	97	99	1
OS01G0267200	OMERI05G12530	99	97	1
OS01G0267600	OMERI01G10560	93	80	1
OS01G0267800	OMERI01G10580	93	96	1
OS01G0267900	OMERI01G10590	100	100	1
OS01G0268100	OMERI01G10600	91	93	1
OS01G0268300	OMERI01G10620	98	98	1
OS01G0268600	OMERI01G10630	57	95	1
OS01G0268700	OMERI01G10650	79	84	1
OS01G0268800	OMERI01G10660	97	95	1
OS01G0269000	OMERI01G10670	96	45	1
OS01G0269100	OMERI10G15320	1	1	0
OS01G0269500	OMERI01G10700	41	9	0
OS01G0269900	OMERI01G10730	99	97	1
OS01G0270100	OMERI01G10740	93	94	1
OS01G0270300	OMERI01G10760	94	94	1
OS01G0270700	OMERI01G10770	67	93	1
OS01G0271000	OMERI01G10780	98	92	1
OS01G0271200	OMERI01G10790	98	98	0
OS01G0271400	OMERI01G10800	81	90	1
OS01G0271500	OMERI01G10810	95	100	1
OS01G0271700	OMERI01G10820	91	56	1
OS01G0272600	OMERI01G10840	97	97	1
OS01G0272700	OMERI01G10850	90	92	1
OS01G0272800	OMERI01G10860	97	45	1
OS01G0273100	OMERI01G10880	91	90	1
OS01G0273300	OMERI01G10890	86	87	1
OS01G0273500	OMERI01G10900	89	24	1
OS01G0273800	OMERI01G10910	95	95	1
OS01G0274100	OMERI01G10920	87	85	1
OS01G0274500	OMERI01G10930	96	80	1
OS01G0274800	OMERI01G10960	69	54	0
OS01G0275200	OMERI01G10970	79	45	1
OS01G0275600	OMERI01G10980	98	100	1
OS01G0275900	OMERI01G10990	84	60	1
OS01G0275950	OMERI01G10990	88	31	1
OS01G0276000	OMERI01G11010	99	94	1
OS01G0276100	OMERI01G11020	98	99	1
OS01G0276200	OMERI01G11030	62	74	1
OS01G0276300	OMERI01G11040	92	66	1
OS01G0276400	OMERI01G11050	96	84	0
OS01G0276500	OMERI01G11060	97	97	1
OS01G0276500	OMERI01G11080	97	97	1
OS01G0276600	OMERI01G11070	39	61	1
OS01G0276700	OMERI01G11090	100	98	1
OS01G0276800	OMERI01G11100	96	94	1
OS01G0276900	OMERI01G11110	83	86	1
OS01G0277500	OMERI01G11130	80	96	1
OS01G0277600	OMERI01G11120	95	80	0
OS01G0277700	OMERI01G11140	100	98	1
OS01G0278000	OMERI01G11190	90	88	0
OS01G0278000	OMERI01G11200	90	88	0
OS01G0278200	OMERI01G11210	84	3	1
OS01G0278900	OMERI01G11290	93	90	1
OS01G0278950	OMERI01G11300	96	95	1
OS01G0279100	OMERI01G11320	99	90	1
OS01G0279200	OMERI01G11330	92	85	0
OS01G0279300	OMERI01G11350	99	95	1
OS01G0279400	OMERI01G11360	90	99	1
OS01G0279700	OMERI01G11370	99	97	1
OS01G0279800	OMERI01G11380	86	96	1
OS01G0279900	OMERI01G11390	98	93	1
OS01G0280000	OMERI01G11410	27	74	0
OS01G0280000	OMERI01G11430	50	80	0
OS01G0280400	OMERI12G02450	95	59	1
OS01G0280500	OMERI01G11450	91	100	1
OS01G0281000	OMERI01G11470	99	98	1
OS01G0281200	OMERI01G11480	80	80	1
OS01G0281301	OMERI01G11510	95	94	1
OS01G0281400	OMERI01G11520	99	99	1
OS01G0281600	OMERI01G11540	89	90	1
OS01G0282800	OMERI01G11580	99	86	1
OS01G0283000	OMERI01G11590	99	98	1
OS01G0283100	OMERI01G11600	100	100	1
OS01G0283300	OMERI01G11620	90	100	1
OS01G0283400	OMERI01G11630	89	88	1
OS01G0283500	OMERI01G11610	98	98	1
OS01G0283600	OMERI01G11640	93	89	1
OS01G0283700	OMERI01G11660	95	96	1
OS01G0284300	OMERI01G20580	41	45	0
OS01G0284500	OMERI01G11680	100	100	1
OS01G0286500	OMERI03G21940	68	34	1
OS01G0288200	OMERI05G02530	49	35	0
OS01G0298301	OMERI05G14260	83	78	1
OS01G0300400	OMERI08G05170	54	73	1
OS01G0300900	OMERI02G16860	98	97	1
OS01G0301000	OMERI02G16870	90	85	1
OS01G0301700	OMERI01G11690	95	96	1
OS01G0302100	OMERI04G06830	83	34	1
OS01G0302500	OMERI01G11730	89	96	1
OS01G0303000	OMERI01G11750	92	90	1
OS01G0303100	OMERI01G11760	63	94	1
OS01G0303200	OMERI01G11770	83	65	1
OS01G0303300	OMERI01G11780	88	63	1
OS01G0303600	OMERI01G11800	99	99	1
OS01G0303800	OMERI01G11820	95	79	1
OS01G0304100	OMERI01G11860	96	75	1
OS01G0304300	OMERI01G11890	99	99	1
OS01G0304500	OMERI05G21940	23	19	0
OS01G0305900	OMERI03G13130	41	39	0
OS01G0307686	OMERI01G12010	27	29	0
OS01G0308300	OMERI01G12030	95	97	1
OS01G0308600	OMERI05G11870	57	59	0
OS01G0309800	OMERI01G12040	98	96	1
OS01G0309900	OMERI01G12050	99	98	0
OS01G0310500	OMERI01G12080	92	83	1
OS01G0311100	OMERI01G12100	86	46	1
OS01G0311500	OMERI01G12110	99	99	1
OS01G0311600	OMERI01G12120	92	91	0
OS01G0312500	OMERI12G11230	98	71	1
OS01G0312800	OMERI12G11250	98	97	1
OS01G0313300	OMERI12G11270	87	85	1
OS01G0314000	OMERI12G11320	89	91	1
OS01G0314300	OMERI12G11330	92	99	1
OS01G0314800	OMERI04G06590	94	99	1
OS01G0315600	OMERI04G06570	66	30	1
OS01G0315700	OMERI04G06570	97	36	1
OS01G0315800	OMERI04G06560	94	95	1
OS01G0316100	OMERI04G06550	84	94	1
OS01G0316500	OMERI04G06540	98	84	1
OS01G0316600	OMERI04G06530	41	18	0
OS01G0316900	OMERI04G06510	95	42	1
OS01G0321800	OMERI06G06830	24	41	0
OS01G0323100	OMERI01G12090	46	52	0
OS01G0323500	OMERI03G34360	35	32	1
OS01G0323600	OMERI05G15330	28	74	0
OS01G0327400	OMERI01G12150	93	92	1
OS01G0327500	OMERI01G12160	97	97	1
OS01G0327600	OMERI01G12170	94	99	1
OS01G0328300	OMERI01G12180	78	45	0
OS01G0328600	OMERI01G12190	79	53	1
OS01G0328700	OMERI01G12210	100	100	0
OS01G0328900	OMERI01G12230	99	95	1
OS01G0329000	OMERI01G12240	96	97	1
OS01G0329300	OMERI01G12430	96	97	1
OS01G0329400	OMERI01G12440	100	100	1
OS01G0329800	OMERI01G12460	98	98	1
OS01G0329900	OMERI01G12470	88	93	1
OS01G0330200	OMERI01G12490	95	95	1
OS01G0331100	OMERI01G12600	69	76	1
OS01G0331900	OMERI01G12640	99	99	1
OS01G0332100	OMERI01G12650	100	100	1
OS01G0332200	OMERI01G12660	86	79	1
OS01G0332500	OMERI01G12670	82	88	1
OS01G0332800	OMERI01G12680	90	90	1
OS01G0332900	OMERI01G12690	80	39	1
OS01G0333600	OMERI01G12710	62	74	1
OS01G0335600	OMERI01G12790	90	28	1
OS01G0337100	OMERI01G12830	93	66	1
OS01G0337500	OMERI01G12840	99	99	1
OS01G0337600	OMERI01G12850	87	86	0
OS01G0337900	OMERI01G12860	94	94	1
OS01G0338000	OMERI01G12890	99	99	1
OS01G0338100	OMERI01G12900	99	100	1
OS01G0338200	OMERI01G12910	99	99	1
OS01G0338600	OMERI01G12920	99	99	1
OS01G0339400	OMERI01G12950	88	93	1
OS01G0339500	OMERI01G12940	80	66	1
OS01G0339900	OMERI01G12970	96	97	1
OS01G0340100	OMERI01G12980	51	29	0
OS01G0340600	OMERI01G13010	63	84	1
OS01G0341000	OMERI01G13020	82	70	1
OS01G0341200	OMERI01G13040	44	91	1
OS01G0341300	OMERI01G13050	90	79	1
OS01G0342750	OMERI09G04720	26	44	0
OS01G0343200	OMERI01G08250	77	47	1
OS01G0343400	OMERI01G13160	33	15	0
OS01G0346250	OMERI01G13150	88	91	1
OS01G0346400	OMERI12G07960	23	26	1
OS01G0346600	OMERI01G13190	79	39	0
OS01G0346700	OMERI01G13200	100	99	1
OS01G0347000	OMERI01G13220	99	99	1
OS01G0347100	OMERI01G13230	90	60	0
OS01G0347200	OMERI01G13240	83	83	1
OS01G0347300	OMERI01G13250	84	83	1
OS01G0348600	OMERI01G13270	99	99	1
OS01G0348700	OMERI01G13280	100	100	1
OS01G0348900	OMERI01G13300	95	51	0
OS01G0349400	OMERI01G13340	98	96	1
OS01G0349800	OMERI01G13370	99	98	1
OS01G0350500	OMERI02G03880	26	57	0
OS01G0350900	OMERI01G13430	98	90	1
OS01G0351100	OMERI01G13440	66	43	1
OS01G0351200	OMERI01G13450	97	97	1
OS01G0351300	OMERI01G13460	97	98	1
OS01G0351500	OMERI01G13470	91	73	1
OS01G0351800	OMERI01G13480	96	96	1
OS01G0352100	OMERI01G13490	96	96	1
OS01G0353600	OMERI03G08680	65	54	1
OS01G0354200	OMERI01G13570	98	86	1
OS01G0354450	OMERI03G00990	57	25	1
OS01G0354700	OMERI01G13590	89	90	1
OS01G0355400	OMERI01G13780	44	22	1
OS01G0355500	OMERI01G13800	94	90	1
OS01G0355600	OMERI01G13810	97	62	1
OS01G0355700	OMERI01G13820	77	57	1
OS01G0355800	OMERI01G13830	18	33	1
OS01G0355900	OMERI01G13840	91	91	1
OS01G0356400	OMERI01G13850	98	98	1
OS01G0356500	OMERI01G13880	99	99	1
OS01G0356800	OMERI01G13890	93	92	1
OS01G0356900	OMERI01G13900	75	96	1
OS01G0357100	OMERI02G32120	63	81	0
OS01G0357200	OMERI02G32110	93	53	1
OS01G0357800	OMERI01G13930	14	81	0
OS01G0357900	OMERI01G13950	96	97	1
OS01G0358100	OMERI01G13960	97	63	1
OS01G0358300	OMERI01G13970	100	100	1
OS01G0358400	OMERI01G13980	100	100	1
OS01G0359400	OMERI01G14000	97	36	1
OS01G0359600	OMERI01G14010	28	92	1
OS01G0359800	OMERI01G14020	63	93	1
OS01G0361000	OMERI01G15190	67	17	1
OS01G0361000	OMERI08G01120	10	9	1
OS01G0361700	OMERI01G14050	97	9	1
OS01G0362000	OMERI01G14070	92	59	0
OS01G0362100	OMERI01G14080	80	91	0
OS01G0363300	OMERI01G14120	91	98	1
OS01G0363600	OMERI01G14130	76	44	1
OS01G0364100	OMERI01G14140	97	35	1
OS01G0364400	OMERI01G14150	74	80	0
OS01G0364800	OMERI01G14210	93	53	0
OS01G0365000	OMERI01G14240	32	95	1
OS01G0365300	OMERI01G14250	78	59	1
OS01G0367100	OMERI01G14290	95	97	0
OS01G0367300	OMERI01G14300	96	99	1
OS01G0367400	OMERI01G14310	86	82	1
OS01G0367500	OMERI12G06580	20	41	0
OS01G0367700	OMERI01G14320	99	92	1
OS01G0367900	OMERI01G14330	99	98	1
OS01G0368000	OMERI01G14340	92	87	1
OS01G0368500	OMERI01G14350	80	37	1
OS01G0368700	OMERI01G14360	79	89	1
OS01G0368900	OMERI01G14380	100	100	0
OS01G0369000	OMERI01G14390	100	99	1
OS01G0369200	OMERI01G14400	99	99	1
OS01G0369300	OMERI01G14410	77	94	1
OS01G0369500	OMERI01G14430	79	88	1
OS01G0369700	OMERI01G14440	98	98	1
OS01G0369900	OMERI01G14460	52	22	0
OS01G0370000	OMERI01G14460	44	43	0
OS01G0370200	OMERI01G14470	97	97	1
OS01G0370600	OMERI01G14480	80	31	1
OS01G0371200	OMERI01G14490	81	98	1
OS01G0371500	OMERI01G14500	98	98	1
OS01G0372400	OMERI01G14520	90	93	1
OS01G0372500	OMERI01G14530	98	98	1
OS01G0372700	OMERI01G14540	100	100	1
OS01G0373200	OMERI01G14550	50	29	1
OS01G0373500	OMERI01G14560	99	99	1
OS01G0374000	OMERI01G14570	98	98	1
OS01G0374200	OMERI01G14580	98	98	1
OS01G0374900	OMERI01G14600	96	97	1
OS01G0375000	OMERI01G14610	99	99	1
OS01G0375100	OMERI01G14620	97	97	1
OS01G0375200	OMERI01G14630	99	99	1
OS01G0375500	OMERI01G14660	74	53	1
OS01G0376600	OMERI01G14670	91	91	1
OS01G0376700	OMERI01G14680	94	97	1
OS01G0377000	OMERI01G14700	93	97	1
OS01G0377500	OMERI01G14710	93	89	0
OS01G0377700	OMERI01G14720	99	98	1
OS01G0379101	OMERI06G01160	9	5	1
OS01G0379800	OMERI01G38280	10	25	0
OS01G0380800	OMERI01G14790	98	98	1
OS01G0382000	OMERI01G14800	100	100	1
OS01G0382200	OMERI01G14820	42	74	0
OS01G0382400	OMERI01G14830	97	97	1
OS01G0382700	OMERI01G14870	96	98	1
OS01G0382900	OMERI01G12450	51	92	1
OS01G0383100	OMERI01G14890	96	96	1
OS01G0383700	OMERI01G14910	100	25	1
OS01G0383700	OMERI01G14920	0	0	1
OS01G0383900	OMERI01G14930	88	82	0
OS01G0384300	OMERI01G14940	99	98	1
OS01G0384800	OMERI01G14970	98	98	1
OS01G0385000	OMERI01G14990	71	82	1
OS01G0385400	OMERI01G15010	99	99	1
OS01G0388500	OMERI01G15080	66	8	0
OS01G0388700	OMERI01G15090	100	100	1
OS01G0389200	OMERI01G15100	96	99	1
OS01G0390600	OMERI01G15110	96	50	1
OS01G0391100	OMERI09G02010	29	38	1
OS01G0392100	OMERI01G15160	98	98	1
OS01G0393100	OMERI01G15230	90	90	1
OS01G0393400	OMERI01G15250	50	75	1
OS01G0495200	OMERI10G04170	85	99	1
OS01G0495900	OMERI01G15300	99	99	1
OS01G0497400	OMERI04G03830	98	85	1
OS01G0498200	OMERI01G15330	4	4	0
OS01G0498300	OMERI01G15340	99	99	1
OS01G0499300	OMERI01G15360	95	72	1
OS01G0500100	OMERI07G19370	49	27	0
OS01G0500500	OMERI01G15370	93	99	1
OS01G0500900	OMERI01G15380	100	100	1
OS01G0501000	OMERI01G15430	75	68	0
OS01G0501700	OMERI01G15450	99	99	1
OS01G0502300	OMERI01G15480	95	73	1
OS01G0502400	OMERI01G15500	99	96	1
OS01G0503400	OMERI01G15830	78	92	1
OS01G0504100	OMERI01G15860	99	99	1
OS01G0504500	OMERI01G15900	82	72	1
OS01G0505400	OMERI01G15940	98	80	1
OS01G0505500	OMERI01G27480	8	15	0
OS01G0505600	OMERI01G15960	83	85	1
OS01G0505700	OMERI01G15970	93	69	1
OS01G0506200	OMERI01G16020	91	81	1
OS01G0507300	OMERI01G16050	98	79	1
OS01G0507500	OMERI01G16060	99	99	1
OS01G0507700	OMERI01G16090	99	99	1
OS01G0507900	OMERI01G16100	60	90	1
OS01G0508100	OMERI08G13810	93	95	1
OS01G0508500	OMERI01G16180	85	91	1
OS01G0509750	OMERI01G16230	65	44	1
OS01G0509900	OMERI01G16240	97	94	1
OS01G0510100	OMERI01G16260	99	99	1
OS01G0510200	OMERI01G16270	62	69	1
OS01G0510600	OMERI01G16300	98	99	1
OS01G0510800	OMERI01G16310	99	99	1
OS01G0511000	OMERI01G16320	62	35	0
OS01G0511100	OMERI01G16330	99	99	1
OS01G0511200	OMERI01G16340	95	92	1
OS01G0511300	OMERI01G16350	99	99	1
OS01G0511600	OMERI01G16370	80	35	0
OS01G0512100	OMERI01G16380	100	100	1
OS01G0512200	OMERI01G16390	97	97	1
OS01G0512800	OMERI01G16420	57	90	1
OS01G0513100	OMERI01G16430	100	32	1
OS01G0513400	OMERI01G16450	94	98	1
OS01G0513700	OMERI01G16460	98	98	1
OS01G0513800	OMERI01G16470	100	100	1
OS01G0513900	OMERI01G16500	100	100	1
OS01G0514000	OMERI01G16510	100	100	1
OS01G0514300	OMERI01G16520	95	99	1
OS01G0514450	OMERI01G16530	85	67	1
OS01G0514450	OMERI01G16540	85	67	1
OS01G0514600	OMERI01G16550	96	96	1
OS01G0514700	OMERI01G16570	99	99	1
OS01G0515300	OMERI10G00990	13	41	0
OS01G0516600	OMERI01G16580	81	53	0
OS01G0516700	OMERI01G16590	92	79	1
OS01G0517500	OMERI01G16640	98	98	1
OS01G0517800	OMERI01G16650	82	61	1
OS01G0517900	OMERI01G16660	87	45	1
OS01G0518000	OMERI01G16670	98	98	1
OS01G0518300	OMERI01G16690	41	44	1
OS01G0521400	OMERI01G16740	99	72	1
OS01G0521500	OMERI01G16750	99	97	1
OS01G0521600	OMERI11G13440	55	61	1
OS01G0522100	OMERI01G16800	40	44	0
OS01G0522100	OMERI05G02680	26	25	0
OS01G0523100	OMERI01G16780	97	94	1
OS01G0525700	OMERI01G16810	100	47	1
OS01G0526200	OMERI01G16820	96	95	1
OS01G0527400	OMERI01G16870	99	99	1
OS01G0527600	OMERI01G16880	99	31	1
OS01G0527700	OMERI01G16890	95	92	0
OS01G0528000	OMERI01G16900	84	27	1
OS01G0528800	OMERI01G16950	100	94	1
OS01G0529800	OMERI01G16990	100	99	1
OS01G0530300	OMERI01G17010	97	44	1
OS01G0530400	OMERI01G17030	88	87	1
OS01G0530500	OMERI01G17040	88	85	1
OS01G0531000	OMERI01G17060	98	56	0
OS01G0531200	OMERI06G08910	20	90	0
OS01G0531400	OMERI01G17000	99	73	1
OS01G0531500	OMERI01G17110	100	100	1
OS01G0532100	OMERI01G17150	95	98	1
OS01G0532200	OMERI01G17160	29	25	1
OS01G0532300	OMERI01G17170	98	100	1
OS01G0532600	OMERI01G17190	98	94	1
OS01G0532700	OMERI01G17200	20	18	1
OS01G0532800	OMERI01G17210	100	46	1
OS01G0533000	OMERI01G17220	100	34	0
OS01G0533100	OMERI01G17220	83	20	0
OS01G0533400	OMERI01G17240	98	98	0
OS01G0533500	OMERI01G17250	98	30	1
OS01G0534700	OMERI01G17300	98	84	1
OS01G0534800	OMERI01G17310	96	96	1
OS01G0534900	OMERI01G17320	99	96	1
OS01G0535100	OMERI01G17330	97	97	1
OS01G0535300	OMERI01G17340	69	92	1
OS01G0535400	OMERI01G17350	80	35	1
OS01G0535900	OMERI01G17360	91	73	1
OS01G0536000	OMERI01G17370	100	99	1
OS01G0536501	OMERI01G17380	90	50	0
OS01G0541000	OMERI09G05820	94	56	1
OS01G0541600	OMERI01G17390	98	98	1
OS01G0541800	OMERI01G17430	100	100	1
OS01G0541900	OMERI01G17440	99	97	1
OS01G0542000	OMERI01G17450	99	99	1
OS01G0542700	OMERI01G17490	95	93	1
OS01G0543600	OMERI01G17570	51	19	0
OS01G0544200	OMERI01G17570	74	55	0
OS01G0544450	OMERI01G17610	99	98	1
OS01G0545900	OMERI01G17690	92	95	1
OS01G0546000	OMERI01G17700	69	39	0
OS01G0546100	OMERI01G17710	51	49	0
OS01G0546400	OMERI01G17710	25	23	0
OS01G0546800	OMERI01G17740	99	99	1
OS01G0546900	OMERI01G17760	98	80	1
OS01G0547133	OMERI01G17780	55	69	1
OS01G0547600	OMERI01G17800	86	54	1
OS01G0548000	OMERI02G13650	0	0	0
OS01G0548000	OMERI05G10430	16	3	0
OS01G0548000	OMERI07G13980	31	11	0
OS01G0549000	OMERI01G17820	94	62	1
OS01G0549200	OMERI01G17830	96	46	1
OS01G0549400	OMERI01G17840	96	93	1
OS01G0549500	OMERI01G17850	79	89	1
OS01G0550000	OMERI01G17860	98	96	0
OS01G0550100	OMERI01G17870	93	100	1
OS01G0550200	OMERI01G17880	97	98	1
OS01G0550300	OMERI01G17890	98	97	1
OS01G0550600	OMERI01G17900	91	81	1
OS01G0550800	OMERI01G17920	75	97	1
OS01G0550900	OMERI01G17930	53	48	0
OS01G0551000	OMERI01G17950	93	94	1
OS01G0551100	OMERI01G17960	98	97	1
OS01G0553200	OMERI01G17970	93	96	1
OS01G0553400	OMERI01G17990	58	86	1
OS01G0555100	OMERI01G18020	97	98	1
OS01G0555200	OMERI01G18030	85	47	1
OS01G0555600	OMERI01G18040	99	89	1
OS01G0556001	OMERI01G18050	57	87	1
OS01G0556400	OMERI01G18060	98	97	1
OS01G0556800	OMERI03G17960	72	49	1
OS01G0557100	OMERI03G17950	72	89	1
OS01G0557500	OMERI03G17940	98	98	1
OS01G0559500	OMERI01G18090	39	66	1
OS01G0559600	OMERI01G18100	98	99	1
OS01G0560000	OMERI01G18120	97	98	1
OS01G0560200	OMERI01G18130	100	100	1
OS01G0561600	OMERI01G18180	100	100	1
OS01G0562400	OMERI01G18230	95	94	1
OS01G0562600	OMERI01G18250	100	95	1
OS01G0563000	OMERI01G18260	89	90	1
OS01G0563500	OMERI01G18280	99	96	1
OS01G0564300	OMERI01G18290	83	100	1
OS01G0564600	OMERI01G18320	98	93	1
OS01G0564950	OMERI01G18360	94	91	1
OS01G0565600	OMERI01G18370	75	82	1
OS01G0565800	OMERI01G18390	99	99	1
OS01G0565900	OMERI01G18400	100	100	1
OS01G0566000	OMERI01G18410	96	96	1
OS01G0566050	OMERI01G18420	98	34	1
OS01G0566100	OMERI01G18420	95	48	1
OS01G0566500	OMERI01G18440	82	84	1
OS01G0566800	OMERI01G18460	93	91	1
OS01G0566900	OMERI01G18470	94	70	1
OS01G0567200	OMERI05G14750	33	35	1
OS01G0567400	OMERI01G18480	97	97	1
OS01G0567500	OMERI01G18510	99	99	1
OS01G0567600	OMERI01G18520	99	98	1
OS01G0568400	OMERI02G06500	96	61	1
OS01G0569200	OMERI02G06520	68	73	0
OS01G0570601	OMERI06G05700	88	91	1
OS01G0570700	OMERI10G12760	100	28	1
OS01G0571000	OMERI01G18560	99	99	1
OS01G0571100	OMERI01G18570	98	60	1
OS01G0571166	OMERI01G18570	85	34	1
OS01G0571200	OMERI01G18580	97	96	1
OS01G0571300	OMERI01G18590	84	84	1
OS01G0571800	OMERI01G18670	83	83	1
OS01G0572100	OMERI01G18600	98	27	0
OS01G0572300	OMERI01G18610	55	56	0
OS01G0574400	OMERI01G18680	99	100	1
OS01G0574500	OMERI01G18690	99	98	1
OS01G0574600	OMERI01G18700	93	92	1
OS01G0574800	OMERI01G18710	82	95	1
OS01G0575000	OMERI01G18720	94	95	1
OS01G0575200	OMERI01G18730	96	97	1
OS01G0575400	OMERI01G18750	88	91	1
OS01G0575500	OMERI01G18760	97	99	1
OS01G0576100	OMERI01G18860	73	64	1
OS01G0577600	OMERI01G18870	95	77	1
OS01G0578000	OMERI01G18880	94	80	0
OS01G0580100	OMERI02G00360	89	88	0
OS01G0580400	OMERI01G13210	76	76	0
OS01G0583100	OMERI01G06350	96	82	1
OS01G0583200	OMERI01G06360	97	92	1
OS01G0583600	OMERI07G13190	27	6	0
OS01G0584100	OMERI01G18890	99	13	1
OS01G0584200	OMERI01G18910	95	83	1
OS01G0584800	OMERI01G18970	73	2	0
OS01G0584900	OMERI01G18980	98	96	1
OS01G0585100	OMERI01G19040	99	64	1
OS01G0585200	OMERI01G19050	92	82	1
OS01G0585300	OMERI01G19060	97	68	1
OS01G0585600	OMERI01G19080	96	95	1
OS01G0585700	OMERI01G19090	99	58	1
OS01G0586600	OMERI01G19150	86	23	0
