Gene stable ID	Solanum lycopersicum str. Heinz 1706 gene stable ID	% identity	Solanum lycopersicum str. Heinz 1706 % identity	Orthology confidence [0 low, 1 high]
OS01G0165200	Solyc10g076330.1	28	32	1
OS01G0165200	Solyc10g076340.1	27	36	1
OS01G0165600	Solyc06g007370.1	32	35	1
OS01G0165800	Solyc04g007330.1	8	5	0
OS01G0165800	Solyc05g015360.2	0	0	0
OS01G0165800	Solyc05g015370.2	3	6	0
OS01G0165800	Solyc05g015380.2	3	10	0
OS01G0166100	Solyc06g050720.2	60	60	0
OS01G0166300	Solyc06g050720.2	53	36	0
OS01G0166500	Solyc06g050370.1	3	4	0
OS01G0166700	Solyc09g042700.2	35	31	1
OS01G0166700	Solyc10g085430.1	34	25	1
OS01G0166800	Solyc06g050180.1	17	41	1
OS01G0166800	Solyc06g050200.1	20	48	1
OS01G0167500	Solyc06g049070.2	76	76	1
OS01G0167500	Solyc06g082500.2	76	77	1
OS01G0167750	Solyc02g065510.1	42	41	1
OS01G0167900	Solyc03g095600.1	16	13	1
OS01G0167900	Solyc08g077680.2	33	24	1
OS01G0168100	Solyc03g095600.1	21	23	1
OS01G0168100	Solyc08g077680.2	40	40	1
OS01G0168200	Solyc03g095500.2	49	46	1
OS01G0168200	Solyc09g015820.2	64	55	1
OS01G0168300	Solyc03g095470.2	55	57	1
OS01G0168500	Solyc06g048510.2	64	64	1
OS01G0168800	Solyc08g061230.2	12	41	0
OS01G0168800	Solyc08g061240.1	23	34	0
OS01G0169400	Solyc02g067800.2	41	61	1
OS01G0169400	Solyc02g086480.1	39	65	1
OS01G0169400	Solyc03g112430.1	47	60	1
OS01G0169400	Solyc06g071660.1	41	51	1
OS01G0169500	Solyc02g086500.2	39	39	1
OS01G0169800	Solyc01g017610.1	36	21	1
OS01G0169800	Solyc05g031600.1	51	28	1
OS01G0169900	Solyc02g086520.2	35	37	1
OS01G0169900	Solyc12g035240.1	29	34	1
OS01G0170000	Solyc02g086530.2	64	28	1
OS01G0170000	Solyc03g112500.2	65	28	1
OS01G0170100	Solyc03g112510.1	47	26	1
OS01G0170300	Solyc03g112580.2	56	57	1
OS01G0170500	Solyc03g112620.2	61	63	1
OS01G0170500	Solyc06g071590.2	56	57	1
OS01G0170800	Solyc05g051340.1	36	26	1
OS01G0171000	Solyc04g039730.2	71	71	1
OS01G0171000	Solyc05g005140.2	65	68	1
OS01G0171800	Solyc03g112840.1	51	50	1
OS01G0171800	Solyc06g005250.2	28	52	1
OS01G0171800	Solyc06g011560.2	38	38	1
OS01G0171800	Solyc06g071540.2	51	51	1
OS01G0171800	Solyc11g066310.1	41	43	1
OS01G0172000	Solyc09g074900.2	59	18	0
OS01G0172100	Solyc02g086650.2	52	52	1
OS01G0172200	Solyc02g086660.2	50	54	1
OS01G0172200	Solyc12g035130.1	48	60	1
OS01G0172300	Solyc03g116640.2	24	42	1
OS01G0172400	Solyc03g116620.2	74	74	0
OS01G0172400	Solyc06g068090.2	78	78	0
OS01G0172400	Solyc08g066790.2	73	73	0
OS01G0172400	Solyc08g066800.2	75	75	0
OS01G0172600	Solyc02g064970.2	69	48	1
OS01G0172800	Solyc01g104020.2	40	49	1
OS01G0172800	Solyc03g116590.2	37	36	1
OS01G0172900	Solyc03g116580.2	34	23	1
OS01G0172900	Solyc08g060970.2	28	21	1
OS01G0173000	Solyc03g116570.2	47	47	1
OS01G0173100	Solyc06g065980.2	58	69	0
OS01G0173100	Solyc06g066100.2	59	70	0
OS01G0173600	Solyc03g116530.2	46	56	1
OS01G0173600	Solyc12g006640.1	45	58	1
OS01G0173600	Solyc12g042840.1	40	50	1
OS01G0174000	Solyc08g061130.2	25	55	1
OS01G0174100	Solyc03g116490.1	33	30	1
OS01G0174100	Solyc06g068020.1	25	25	1
OS01G0174300	Solyc05g018520.2	68	66	1
OS01G0174500	Solyc03g025500.2	38	38	1
OS01G0174700	Solyc12g006690.1	57	60	1
OS01G0174900	Solyc06g067960.2	43	46	1
OS01G0175000	Solyc06g067950.2	68	68	0
OS01G0175000	Solyc08g067160.2	67	67	0
OS01G0175000	Solyc12g006870.1	68	68	0
OS01G0175000	Solyc12g042890.1	67	67	0
OS01G0175100	Solyc03g114100.1	28	30	1
OS01G0175600	Solyc03g120020.2	66	64	0
OS01G0175600	Solyc06g067900.1	26	49	0
OS01G0175600	Solyc08g066960.2	64	53	0
OS01G0175700	Solyc03g120020.2	67	64	0
OS01G0175700	Solyc06g067900.1	26	50	0
OS01G0175700	Solyc08g066960.2	64	53	0
OS01G0176300	Solyc03g116840.1	44	20	1
OS01G0176400	Solyc03g119960.2	40	18	1
OS01G0176500	Solyc03g119940.2	40	41	0
OS01G0176700	Solyc12g006800.1	35	38	1
OS01G0176800	Solyc03g119920.1	41	43	0
OS01G0176800	Solyc12g042960.1	14	27	0
OS01G0176900	Solyc10g076390.1	18	30	1
OS01G0177100	Solyc05g026470.1	11	36	1
OS01G0177200	Solyc07g063650.2	68	68	0
OS01G0177400	Solyc01g058250.1	33	35	1
OS01G0177400	Solyc03g119910.2	38	39	1
OS01G0177400	Solyc05g052740.1	33	35	1
OS01G0177400	Solyc06g066820.2	39	39	1
OS01G0177900	Solyc05g018510.2	69	18	1
OS01G0177900	Solyc06g065670.2	68	18	1
OS01G0178000	Solyc03g120450.2	72	72	1
OS01G0178100	Solyc12g006710.1	46	48	1
OS01G0178200	Solyc10g079970.1	53	62	1
OS01G0178300	Solyc03g120420.2	43	70	1
OS01G0178400	Solyc06g065690.2	55	23	1
OS01G0178400	Solyc12g006920.1	51	21	1
OS01G0178500	Solyc03g120390.2	47	37	1
OS01G0178700	Solyc08g067770.2	49	50	1
OS01G0178700	Solyc12g006940.1	44	45	1
OS01G0179200	Solyc08g067910.2	68	68	1
OS01G0179300	Solyc05g018490.2	50	53	1
OS01G0179300	Solyc08g067880.2	45	49	1
OS01G0179300	Solyc08g067890.2	31	49	1
OS01G0179300	Solyc08g067900.2	16	52	1
OS01G0179400	Solyc08g067850.2	60	68	0
OS01G0179400	Solyc08g067860.1	9	24	0
OS01G0179400	Solyc08g067870.1	0	0	0
OS01G0179500	Solyc08g067920.2	31	20	0
OS01G0179600	Solyc01g066100.1	30	30	1
OS01G0179600	Solyc01g066110.1	21	26	1
OS01G0179600	Solyc01g066140.1	16	31	1
OS01G0179600	Solyc03g058370.1	22	31	1
OS01G0179600	Solyc05g053820.2	35	37	1
OS01G0179600	Solyc07g008230.1	32	33	1
OS01G0179600	Solyc09g092480.1	32	33	1
OS01G0179600	Solyc09g092500.1	38	40	1
OS01G0179600	Solyc12g098580.1	33	35	1
OS01G0179600	Solyc12g098590.1	34	35	1
OS01G0179600	Solyc12g098600.1	30	31	1
OS01G0179700	Solyc01g090170.2	83	83	1
OS01G0179700	Solyc05g053940.2	88	88	1
OS01G0179800	Solyc01g097650.2	55	57	1
OS01G0180000	Solyc11g005150.1	50	42	1
OS01G0180300	Solyc03g120230.2	32	34	0
OS01G0180400	Solyc08g067970.2	35	16	1
OS01G0180600	Solyc07g018350.2	34	52	1
OS01G0180700	Solyc08g068050.2	33	38	1
OS01G0180800	Solyc12g043110.1	73	72	1
OS01G0180800	Solyc12g043120.1	72	72	1
OS01G0181000	Solyc11g071340.1	20	25	1
OS01G0182200	Solyc10g078490.1	59	60	1
OS01G0182200	Solyc10g078500.1	17	41	1
OS01G0182200	Solyc12g019690.1	52	53	1
OS01G0182300	Solyc03g120170.1	19	29	1
OS01G0182300	Solyc06g066710.1	20	33	1
OS01G0182400	Solyc04g051450.2	20	18	1
OS01G0182600	Solyc04g071990.2	70	69	1
OS01G0182600	Solyc12g056650.1	69	69	1
OS01G0182700	Solyc04g051540.2	38	45	1
OS01G0182832	Solyc04g051550.1	20	10	1
OS01G0182832	Solyc04g051560.1	2	2	1
OS01G0182832	Solyc04g051570.2	8	4	1
OS01G0182900	Solyc04g051550.1	8	2	1
OS01G0182900	Solyc04g051560.1	0	0	1
OS01G0182900	Solyc04g051570.2	70	15	1
OS01G0183000	Solyc02g069750.1	58	45	1
OS01G0183100	Solyc05g008190.2	62	62	1
OS01G0183300	Solyc08g007080.2	37	36	0
OS01G0183300	Solyc08g077210.2	38	37	0
OS01G0183400	Solyc05g015330.1	23	38	1
OS01G0183500	Solyc04g011920.1	40	15	1
OS01G0183500	Solyc04g011940.1	40	15	1
OS01G0183500	Solyc04g051730.1	41	15	1
OS01G0183500	Solyc10g080840.1	36	14	1
OS01G0183500	Solyc10g080870.2	34	13	1
OS01G0183500	Solyc10g087040.1	37	13	1
OS01G0183600	Solyc04g011920.1	41	40	1
OS01G0183600	Solyc04g011940.1	44	44	1
OS01G0183600	Solyc04g051730.1	43	43	1
OS01G0183600	Solyc10g080840.1	38	38	1
OS01G0183600	Solyc10g080870.2	40	39	1
OS01G0183600	Solyc10g087040.1	39	36	1
OS01G0183633	Solyc06g062830.2	40	43	1
OS01G0183633	Solyc07g041010.2	49	38	1
OS01G0184000	Solyc03g113610.2	50	51	1
OS01G0184100	Solyc08g062340.2	62	66	0
OS01G0184100	Solyc08g062450.1	64	68	0
OS01G0184500	Solyc12g056740.1	61	60	0
OS01G0184800	Solyc10g078830.1	67	67	1
OS01G0184900	Solyc02g087680.1	9	37	1
OS01G0184900	Solyc02g087710.2	68	68	1
OS01G0185100	Solyc08g005230.2	43	28	1
OS01G0185200	Solyc05g009220.2	73	74	1
OS01G0185400	Solyc02g087730.2	37	32	1
OS01G0185500	Solyc02g067440.2	49	52	1
OS01G0185500	Solyc02g087740.2	50	52	1
OS01G0185500	Solyc03g113130.2	40	40	1
OS01G0185900	Solyc02g067430.2	34	39	1
OS01G0185900	Solyc03g113120.2	34	33	1
OS01G0185900	Solyc05g007110.2	28	36	1
OS01G0185900	Solyc06g070990.2	35	27	1
OS01G0186000	Solyc04g051690.2	31	34	1
OS01G0186000	Solyc04g072070.2	29	25	1
OS01G0186000	Solyc12g056750.1	25	26	1
OS01G0186200	Solyc01g010480.2	44	45	1
OS01G0186200	Solyc05g007020.2	47	46	1
OS01G0186700	Solyc08g062670.2	71	74	1
OS01G0186700	Solyc12g009010.1	66	70	1
OS01G0186900	Solyc07g040960.1	51	46	1
OS01G0186900	Solyc08g062680.1	19	56	1
OS01G0186900	Solyc12g009000.1	50	46	1
OS01G0187600	Solyc10g017990.1	28	14	1
OS01G0187600	Solyc12g008900.1	37	17	1
OS01G0187600	Solyc12g008920.1	28	14	1
OS01G0187900	Solyc12g044610.1	49	48	1
OS01G0188100	Solyc05g018130.2	69	69	1
OS01G0188200	Solyc02g064590.1	27	28	1
OS01G0188200	Solyc02g064600.2	2	1	1
OS01G0188200	Solyc02g064610.2	27	28	1
OS01G0188200	Solyc02g064620.2	2	1	1
OS01G0190000	Solyc03g121040.2	65	58	1
OS01G0190300	Solyc03g121060.2	44	36	1
OS01G0190500	Solyc06g066430.2	36	43	0
OS01G0190500	Solyc12g008520.1	38	43	0
OS01G0191000	Solyc11g067150.1	64	63	1
OS01G0191100	Solyc06g074430.2	70	52	1
OS01G0191100	Solyc07g007880.1	53	54	1
OS01G0191100	Solyc11g067100.1	69	70	1
OS01G0191150	Solyc08g066110.2	50	22	1
OS01G0191150	Solyc11g070130.1	50	22	1
OS01G0191150	Solyc12g008590.1	10	6	1
OS01G0191200	Solyc03g121100.2	33	39	1
OS01G0191200	Solyc06g062370.2	29	32	1
OS01G0191200	Solyc06g062380.2	32	36	1
OS01G0191200	Solyc06g062390.2	34	39	1
OS01G0191300	Solyc05g026180.1	57	55	1
OS01G0191500	Solyc05g026150.1	16	49	1
OS01G0191500	Solyc12g008630.1	56	56	1
OS01G0191700	Solyc04g072580.1	64	68	0
OS01G0191700	Solyc07g045160.2	67	72	0
OS01G0191700	Solyc08g066100.2	67	71	0
OS01G0191700	Solyc12g095880.1	69	75	0
OS01G0191800	Solyc08g066050.2	84	81	1
OS01G0191800	Solyc12g095870.1	84	83	1
OS01G0191900	Solyc08g065910.1	34	43	0
OS01G0191900	Solyc12g008670.1	36	34	0
OS01G0192000	Solyc12g008660.1	48	45	1
OS01G0192300	Solyc05g013420.1	17	29	1
OS01G0192300	Solyc05g013430.1	17	26	1
OS01G0192300	Solyc06g034030.2	28	27	1
OS01G0192300	Solyc07g026680.2	35	55	1
OS01G0192300	Solyc08g065380.2	36	42	1
OS01G0192300	Solyc10g019150.1	19	37	1
OS01G0192300	Solyc11g013560.1	20	30	1
OS01G0192300	Solyc11g013620.1	18	23	1
OS01G0192300	Solyc11g050730.1	19	30	1
OS01G0192300	Solyc12g008800.1	34	56	1
OS01G0192600	Solyc05g026360.2	73	71	1
OS01G0192600	Solyc07g021700.2	73	72	1
OS01G0192600	Solyc08g065430.2	72	72	1
OS01G0192900	Solyc07g026900.1	55	66	1
OS01G0192900	Solyc12g008740.1	53	65	1
OS01G0193600	Solyc03g121260.2	61	60	1
OS01G0193900	Solyc01g067560.2	29	20	0
OS01G0193900	Solyc12g098160.1	29	21	0
OS01G0194000	Solyc08g059710.2	34	30	1
OS01G0194200	Solyc03g121760.2	37	38	1
OS01G0194200	Solyc08g062940.2	42	60	1
OS01G0194300	Solyc07g040690.2	54	55	1
OS01G0194600	Solyc08g062970.1	41	37	1
OS01G0194600	Solyc11g069940.1	46	40	1
OS01G0195000	Solyc03g121660.2	43	39	0
OS01G0195000	Solyc06g062670.2	38	37	0
OS01G0195000	Solyc08g063040.2	39	41	0
OS01G0195200	Solyc03g121610.2	63	32	1
OS01G0195200	Solyc07g039340.2	63	27	1
OS01G0195400	Solyc03g121620.1	34	37	0
OS01G0195400	Solyc08g065140.1	32	34	0
OS01G0195400	Solyc11g069970.1	27	30	0
OS01G0195400	Solyc12g095980.1	30	31	0
OS01G0195500	Solyc07g039450.2	73	78	1
OS01G0195500	Solyc12g008910.1	71	76	1
OS01G0195801	Solyc07g039570.2	22	12	1
OS01G0196300	Solyc07g039570.2	19	16	1
OS01G0196500	Solyc03g121460.1	45	49	1
OS01G0196600	Solyc07g037950.1	59	58	1
OS01G0196600	Solyc07g037960.1	60	59	1
OS01G0197100	Solyc03g121510.2	55	58	1
OS01G0197200	Solyc12g044860.1	82	85	1
OS01G0197400	Solyc03g121560.2	32	22	1
OS01G0197450	Solyc06g062610.1	39	35	1
OS01G0197700	Solyc10g017990.1	36	43	1
OS01G0197700	Solyc12g008900.1	42	45	1
OS01G0197700	Solyc12g008920.1	34	43	1
OS01G0197900	Solyc06g051170.2	42	29	1
OS01G0197900	Solyc12g008410.1	19	9	1
OS01G0198000	Solyc06g051170.2	39	41	1
OS01G0198000	Solyc12g008410.1	23	16	1
OS01G0198100	Solyc06g051190.1	5	7	1
OS01G0198500	Solyc03g120930.1	18	27	1
OS01G0198500	Solyc06g066490.1	14	36	1
OS01G0198500	Solyc06g066500.1	19	30	1
OS01G0198500	Solyc06g066520.1	19	31	1
OS01G0198500	Solyc12g008380.1	27	30	1
OS01G0198500	Solyc12g044420.1	27	29	1
OS01G0198900	Solyc08g066420.1	23	30	1
OS01G0198900	Solyc08g066430.1	23	29	1
OS01G0199300	Solyc08g066420.1	21	24	1
OS01G0199300	Solyc08g066430.1	24	27	1
OS01G0199400	Solyc08g066440.2	62	60	1
OS01G0199700	Solyc03g120920.1	26	34	0
OS01G0199700	Solyc06g066530.1	25	31	0
OS01G0199700	Solyc08g066450.1	26	33	0
OS01G0199900	Solyc11g006340.1	63	63	0
OS01G0200000	Solyc06g034160.2	72	73	1
OS01G0200200	Solyc08g066460.1	30	33	1
OS01G0200300	Solyc01g057960.1	11	34	1
OS01G0200300	Solyc03g120910.2	57	29	1
OS01G0200300	Solyc08g066500.2	59	31	1
OS01G0200300	Solyc12g044410.1	56	29	1
OS01G0200400	Solyc12g095820.1	52	42	1
OS01G0200500	Solyc03g120880.2	42	27	1
OS01G0200600	Solyc08g066660.1	35	36	1
OS01G0201100	Solyc07g063110.2	28	52	1
OS01G0201100	Solyc10g007040.2	48	53	1
OS01G0201100	Solyc12g013850.1	46	52	1
OS01G0201200	Solyc02g078140.2	41	46	1
OS01G0201200	Solyc03g006400.2	42	49	1
OS01G0201250	Solyc02g078030.1	38	30	1
OS01G0201250	Solyc07g063070.1	43	39	1
OS01G0201400	Solyc01g067900.2	33	36	0
OS01G0201400	Solyc01g099520.2	30	39	0
OS01G0201400	Solyc09g074890.1	29	36	0
OS01G0201600	Solyc07g055950.2	27	32	1
OS01G0201600	Solyc10g007800.2	30	22	1
OS01G0201600	Solyc12g011010.1	30	22	1
OS01G0201700	Solyc02g071730.2	56	36	1
OS01G0201700	Solyc07g055920.2	53	31	1
OS01G0202500	Solyc07g062160.2	37	44	1
OS01G0202500	Solyc12g005420.1	32	40	1
OS01G0202700	Solyc05g053850.2	55	55	0
OS01G0202700	Solyc11g008640.1	53	53	0
OS01G0202700	Solyc11g008660.1	34	45	0
OS01G0202800	Solyc02g063310.2	18	36	0
OS01G0203000	Solyc07g062260.2	54	62	1
OS01G0203300	Solyc10g007440.2	33	21	1
OS01G0203300	Solyc10g007460.2	31	22	1
OS01G0203300	Solyc12g044440.1	22	48	1
OS01G0203800	Solyc02g072140.1	33	37	1
OS01G0203800	Solyc07g062310.2	31	36	1
OS01G0203800	Solyc12g014340.1	11	32	1
OS01G0204000	Solyc10g007400.2	40	37	1
OS01G0205100	Solyc02g072230.2	51	52	1
OS01G0205600	Solyc01g091520.2	37	37	1
OS01G0205600	Solyc05g010720.2	36	20	1
OS01G0205600	Solyc06g053670.1	41	42	1
OS01G0205700	Solyc04g025600.1	22	49	0
OS01G0205900	Solyc03g025380.2	59	61	0
OS01G0205900	Solyc07g055190.2	54	55	0
OS01G0206300	Solyc02g072530.1	52	56	0
OS01G0206700	Solyc02g072540.2	66	66	1
OS01G0206700	Solyc03g006110.2	65	64	1
OS01G0206800	Solyc02g021590.2	46	44	0
OS01G0206800	Solyc02g076660.2	45	43	0
OS01G0206800	Solyc03g006130.2	46	43	0
OS01G0207200	Solyc07g062460.2	33	46	0
OS01G0207200	Solyc10g007330.1	47	50	0
OS01G0207200	Solyc12g014270.1	43	51	0
OS01G0207400	Solyc07g062460.2	29	17	0
OS01G0207400	Solyc10g007330.1	33	14	0
OS01G0207400	Solyc12g014270.1	31	15	0
OS01G0207600	Solyc07g062460.2	26	35	0
OS01G0207600	Solyc10g007330.1	33	35	0
OS01G0207600	Solyc12g014270.1	33	37	0
OS01G0208400	Solyc07g062460.2	29	40	0
OS01G0208400	Solyc10g007330.1	38	40	0
OS01G0208400	Solyc12g014270.1	37	42	0
OS01G0208600	Solyc02g076840.2	23	23	1
OS01G0209000	Solyc07g062540.2	69	70	1
OS01G0209400	Solyc07g056590.2	56	51	1
OS01G0209400	Solyc10g007590.2	53	52	1
OS01G0209400	Solyc12g011340.1	56	53	1
OS01G0209500	Solyc04g009510.2	49	5	1
OS01G0209500	Solyc04g049840.2	47	5	1
OS01G0210400	Solyc08g016620.2	49	54	1
OS01G0210500	Solyc07g061790.2	59	56	0
OS01G0210500	Solyc07g061800.2	56	55	0
OS01G0210600	Solyc02g070500.1	47	53	1
OS01G0210600	Solyc08g016580.1	44	52	1
OS01G0210700	Solyc02g070530.2	55	45	1
OS01G0210700	Solyc08g016500.2	54	45	1
OS01G0210800	Solyc02g070560.2	20	6	0
OS01G0210900	Solyc02g070580.1	56	57	1
OS01G0211000	Solyc02g070580.1	55	57	1
OS01G0211200	Solyc02g070580.1	56	56	1
OS01G0211600	Solyc02g070580.1	63	48	1
OS01G0211800	Solyc07g053450.2	40	47	1
OS01G0211800	Solyc07g062710.2	40	44	1
OS01G0211800	Solyc12g010800.1	37	40	1
OS01G0212100	Solyc09g097820.2	72	73	1
OS01G0212400	Solyc07g062700.2	57	56	0
OS01G0212400	Solyc12g014110.1	59	60	0
OS01G0213800	Solyc07g062680.1	26	38	1
OS01G0213800	Solyc12g014140.1	23	34	1
OS01G0214200	Solyc02g077220.2	57	57	1
OS01G0214300	Solyc07g062660.2	34	7	0
OS01G0214300	Solyc10g008070.2	41	19	0
OS01G0214300	Solyc12g014170.1	36	8	0
OS01G0214400	Solyc10g008060.2	54	35	1
OS01G0214500	Solyc10g008050.1	66	66	0
OS01G0214500	Solyc10g008730.2	64	62	0
OS01G0215100	Solyc05g006450.1	52	14	0
OS01G0215100	Solyc09g007640.2	57	14	0
OS01G0215700	Solyc03g006240.2	49	50	1
OS01G0217000	Solyc01g068420.2	39	42	1
OS01G0217000	Solyc01g068430.1	41	46	1
OS01G0217000	Solyc01g068440.1	39	40	1
OS01G0217000	Solyc02g077080.2	46	50	1
OS01G0217000	Solyc03g006220.2	45	50	1
OS01G0217000	Solyc07g053350.2	41	44	1
OS01G0217000	Solyc07g055730.2	25	37	1
OS01G0217000	Solyc07g055780.2	32	36	1
OS01G0217000	Solyc07g055790.1	31	35	1
OS01G0217000	Solyc07g055800.2	31	36	1
OS01G0217000	Solyc07g062210.2	39	40	1
OS01G0217000	Solyc07g062220.2	41	44	1
OS01G0217000	Solyc10g007450.1	34	38	1
OS01G0217000	Solyc10g008030.2	42	47	1
OS01G0217000	Solyc12g014360.1	40	45	1
OS01G0217000	Solyc12g044450.1	33	37	1
OS01G0218100	Solyc02g076920.2	38	42	1
OS01G0218100	Solyc07g053290.2	37	38	1
OS01G0218200	Solyc07g062580.2	50	48	1
OS01G0218200	Solyc10g007220.1	23	31	1
OS01G0218200	Solyc10g007230.1	31	35	1
OS01G0218200	Solyc10g007240.1	32	36	1
OS01G0218200	Solyc10g007250.1	10	24	1
OS01G0218200	Solyc10g007420.2	19	30	1
OS01G0218200	Solyc10g007430.1	18	32	1
OS01G0218500	Solyc11g008650.1	21	78	1
OS01G0218700	Solyc12g017420.1	54	59	0
OS01G0218800	Solyc01g095890.2	49	47	1
OS01G0218800	Solyc03g083410.2	48	48	1
OS01G0218900	Solyc01g095890.2	38	15	1
OS01G0218900	Solyc03g083410.2	31	13	1
OS01G0219000	Solyc05g010290.1	35	32	1
OS01G0219100	Solyc03g117000.2	64	66	1
OS01G0219200	Solyc01g095870.1	32	44	1
OS01G0219500	Solyc01g090350.2	28	29	1
OS01G0219500	Solyc01g090360.2	29	32	1
OS01G0219500	Solyc02g087910.1	28	30	1
OS01G0219600	Solyc08g082250.2	56	58	0
OS01G0220100	Solyc08g082250.2	59	60	0
OS01G0220200	Solyc01g010520.2	54	18	1
OS01G0220200	Solyc05g007270.2	48	14	1
OS01G0220300	Solyc02g084380.2	55	54	1
OS01G0220300	Solyc05g054990.2	58	56	1
OS01G0220500	Solyc08g082160.2	21	24	1
OS01G0220700	Solyc03g007360.2	43	22	1
OS01G0221300	Solyc03g007420.2	26	22	1
OS01G0221400	Solyc07g065410.1	44	35	0
OS01G0221700	Solyc08g081770.2	51	47	1
OS01G0221900	Solyc12g056150.1	32	10	1
OS01G0222300	Solyc03g007550.2	33	11	1
OS01G0222700	Solyc03g007510.2	50	51	1
OS01G0223500	Solyc02g077120.2	3	3	1
OS01G0223500	Solyc03g006250.2	40	18	1
OS01G0223500	Solyc10g008710.2	36	17	1
OS01G0223500	Solyc10g008720.2	34	15	1
OS01G0223600	Solyc08g081940.2	57	43	1
OS01G0223800	Solyc07g053220.1	38	39	0
OS01G0223900	Solyc07g053220.1	37	37	0
OS01G0224000	Solyc07g053220.1	39	39	0
OS01G0224200	Solyc03g007440.2	32	41	1
OS01G0224200	Solyc03g007500.2	32	41	1
OS01G0224300	Solyc12g056090.1	43	43	1
OS01G0224500	Solyc11g005570.1	33	43	1
OS01G0224700	Solyc08g068160.1	55	59	1
OS01G0225000	Solyc03g120100.2	56	60	1
OS01G0225000	Solyc06g066680.2	63	64	1
OS01G0225100	Solyc06g007110.2	18	10	1
OS01G0225200	Solyc10g005910.2	41	13	1
OS01G0225300	Solyc03g007620.2	51	32	1
OS01G0225400	Solyc09g007130.2	76	30	1
OS01G0225500	Solyc09g007130.2	56	64	1
OS01G0225600	Solyc01g095140.2	51	48	1
OS01G0225600	Solyc01g095150.2	54	47	1
OS01G0225600	Solyc10g011900.2	50	41	1
OS01G0225600	Solyc12g017520.1	3	5	1
OS01G0226200	Solyc03g007700.1	23	31	1
OS01G0226200	Solyc03g007710.2	21	29	1
OS01G0226200	Solyc03g007720.2	18	25	1
OS01G0226200	Solyc08g081710.2	33	30	1
OS01G0226300	Solyc01g095200.2	67	46	1
OS01G0226300	Solyc03g007740.2	65	45	1
OS01G0226300	Solyc06g036430.2	62	44	1
OS01G0226300	Solyc08g081730.2	70	46	1
OS01G0226300	Solyc10g011870.2	66	45	1
OS01G0226400	Solyc03g007760.2	66	67	1
OS01G0226400	Solyc08g081740.2	68	69	1
OS01G0226500	Solyc01g095230.2	49	52	1
OS01G0227100	Solyc07g024000.2	64	67	1
OS01G0227200	Solyc03g120760.2	45	46	1
OS01G0227200	Solyc12g007110.1	58	51	1
OS01G0227300	Solyc03g120750.2	91	92	0
OS01G0227500	Solyc03g111880.2	41	44	0
OS01G0227500	Solyc03g111920.1	37	43	0
OS01G0227500	Solyc03g111930.2	36	41	0
OS01G0227500	Solyc03g111940.2	40	45	0
OS01G0227500	Solyc03g111950.2	38	43	0
OS01G0227500	Solyc03g111970.2	36	40	0
OS01G0227500	Solyc03g111990.2	36	40	0
OS01G0227500	Solyc03g112010.2	39	44	0
OS01G0227500	Solyc03g112030.1	38	43	0
OS01G0227500	Solyc03g112040.1	38	42	0
OS01G0227700	Solyc03g111880.2	42	44	0
OS01G0227700	Solyc03g111920.1	37	40	0
OS01G0227700	Solyc03g111930.2	37	40	0
OS01G0227700	Solyc03g111940.2	39	42	0
OS01G0227700	Solyc03g111950.2	38	41	0
OS01G0227700	Solyc03g111970.2	37	39	0
OS01G0227700	Solyc03g111990.2	36	38	0
OS01G0227700	Solyc03g112010.2	39	42	0
OS01G0227700	Solyc03g112030.1	39	42	0
OS01G0227700	Solyc03g112040.1	38	41	0
OS01G0227800	Solyc03g111880.2	41	42	0
OS01G0227800	Solyc03g111920.1	37	41	0
OS01G0227800	Solyc03g111930.2	37	40	0
OS01G0227800	Solyc03g111940.2	39	42	0
OS01G0227800	Solyc03g111950.2	38	41	0
OS01G0227800	Solyc03g111970.2	37	40	0
OS01G0227800	Solyc03g111990.2	37	39	0
OS01G0227800	Solyc03g112010.2	39	42	0
OS01G0227800	Solyc03g112030.1	39	42	0
OS01G0227800	Solyc03g112040.1	38	41	0
OS01G0228300	Solyc11g071330.1	61	60	1
OS01G0228400	Solyc07g032380.2	39	46	1
OS01G0228400	Solyc08g068230.2	42	40	1
OS01G0228500	Solyc03g120710.2	48	51	1
OS01G0228600	Solyc03g120670.2	46	46	0
OS01G0228600	Solyc03g120680.2	39	40	0
OS01G0228600	Solyc12g044250.1	43	43	0
OS01G0228600	Solyc12g044260.1	43	43	0
OS01G0228800	Solyc07g032710.2	18	15	1
OS01G0228800	Solyc12g007140.1	21	19	1
OS01G0229100	Solyc08g068340.2	70	71	1
OS01G0229200	Solyc08g068370.2	41	44	1
OS01G0229200	Solyc11g071270.1	41	42	1
OS01G0229400	Solyc07g020800.2	77	51	1
OS01G0229400	Solyc12g007210.1	76	51	1
OS01G0229700	Solyc07g020870.1	38	16	1
OS01G0229800	Solyc08g066880.2	36	27	0
OS01G0229800	Solyc08g066900.1	2	3	0
OS01G0230200	Solyc07g020960.2	32	36	1
OS01G0231000	Solyc03g120500.2	49	46	1
OS01G0231000	Solyc12g007230.1	46	41	1
OS01G0231500	Solyc12g007280.1	64	73	1
OS01G0231600	Solyc08g066860.2	51	11	1
OS01G0231700	Solyc07g009330.2	71	71	1
OS01G0231800	Solyc02g088200.2	30	38	1
OS01G0231800	Solyc03g120480.2	46	22	1
OS01G0231900	Solyc02g088200.2	18	46	1
OS01G0231900	Solyc03g120480.2	42	41	1
