Gene stable ID	Arabidopsis thaliana gene stable ID	% identity	Arabidopsis thaliana % identity	Orthology confidence [0 low, 1 high]
OS01G0196600	AT4G29680	63	61	1
OS01G0197100	AT3G13730	55	55	1
OS01G0197200	AT1G55150	81	80	1
OS01G0197400	AT1G17665	33	24	1
OS01G0197450	AT1G17630	38	33	1
OS01G0197500	AT5G11870	38	22	1
OS01G0197700	AT2G19500	41	46	1
OS01G0197700	AT4G29740	41	44	1
OS01G0197700	AT5G56970	43	47	1
OS01G0197900	AT2G19910	37	15	1
OS01G0197900	AT2G19920	33	14	1
OS01G0197900	AT2G19930	40	16	1
OS01G0198000	AT2G19910	37	22	1
OS01G0198000	AT2G19920	34	22	1
OS01G0198000	AT2G19930	39	23	1
OS01G0198100	AT2G05370	3	7	1
OS01G0198200	AT2G25760	74	70	0
OS01G0198500	AT1G52140	25	28	1
OS01G0198500	AT3G16330	27	31	1
OS01G0198500	AT4G29110	24	28	1
OS01G0198900	AT2G25770	21	28	1
OS01G0198900	AT4G32870	23	32	1
OS01G0199300	AT2G25770	23	26	1
OS01G0199300	AT4G32870	23	29	1
OS01G0199400	AT5G11650	60	61	1
OS01G0199700	AT1G79770	26	37	0
OS01G0199700	AT5G25840	21	29	0
OS01G0199900	AT2G05140	16	64	0
OS01G0199900	AT2G37690	63	62	0
OS01G0200000	AT5G61500	73	74	1
OS01G0200200	AT2G25780	32	35	1
OS01G0200300	AT1G52150	57	30	1
OS01G0200300	AT4G32880	52	27	1
OS01G0200400	AT5G11640	47	49	1
OS01G0200500	AT3G16310	43	42	1
OS01G0200600	AT5G11590	36	35	1
OS01G0200600	AT5G25810	35	37	1
OS01G0200700	AT3G15353	60	54	0
OS01G0201100	AT1G53100	45	51	1
OS01G0201100	AT3G15350	48	54	1
OS01G0201100	AT4G27480	46	52	1
OS01G0201200	AT3G46930	35	41	1
OS01G0201200	AT5G58950	42	45	1
OS01G0201250	AT1G28280	39	33	1
OS01G0201250	AT2G33780	28	29	1
OS01G0201250	AT3G15300	36	35	1
OS01G0201250	AT5G53830	38	33	1
OS01G0201400	AT3G16570	32	34	0
OS01G0201400	AT4G15800	31	39	0
OS01G0201600	AT2G42840	30	29	1
OS01G0201700	AT2G42830	56	36	1
OS01G0201700	AT3G58780	56	33	1
OS01G0201700	AT4G18960	58	37	1
OS01G0202500	AT1G78600	35	39	1
OS01G0202700	AT1G65480	55	55	0
OS01G0202700	AT4G20370	55	55	0
OS01G0202800	AT1G31885	44	37	0
OS01G0202800	AT2G29870	24	45	0
OS01G0202800	AT2G34390	43	40	0
OS01G0202800	AT4G18910	56	51	0
OS01G0202800	AT4G19030	52	47	0
OS01G0202800	AT5G37810	55	52	0
OS01G0202800	AT5G37820	54	51	0
OS01G0203000	AT1G78700	57	64	1
OS01G0203300	AT1G53460	34	24	1
OS01G0203800	AT1G29300	31	36	1
OS01G0203800	AT1G53380	37	42	1
OS01G0203800	AT3G14870	35	38	1
OS01G0204000	AT1G78650	32	32	1
OS01G0205100	AT5G45760	51	54	1
OS01G0205200	AT4G18750	54	42	1
OS01G0205600	AT1G65520	38	39	1
OS01G0205600	AT4G14430	41	42	1
OS01G0205600	AT4G14440	39	40	1
OS01G0205700	AT1G06390	87	50	0
OS01G0205700	AT2G30980	87	49	0
OS01G0205700	AT4G18710	87	53	0
OS01G0206300	AT1G29230	53	52	0
OS01G0206300	AT2G34180	50	51	0
OS01G0206300	AT4G18700	53	56	0
OS01G0206300	AT5G45810	52	55	0
OS01G0206700	AT5G45820	60	63	1
OS01G0206800	AT4G18640	45	45	0
OS01G0206800	AT5G45840	44	42	0
OS01G0207200	AT3G14920	45	46	0
OS01G0207400	AT3G14920	33	14	0
OS01G0207600	AT3G14920	37	37	0
OS01G0208400	AT3G14920	39	39	0
OS01G0208600	AT1G29170	19	25	1
OS01G0208600	AT2G34150	19	30	1
OS01G0208600	AT4G18600	17	11	1
OS01G0209000	AT1G16900	67	68	1
OS01G0209400	AT1G53650	54	53	1
OS01G0209400	AT3G14450	56	53	1
OS01G0209500	AT2G28540	52	5	0
OS01G0209500	AT3G45630	49	5	0
OS01G0209500	AT5G60170	49	5	0
OS01G0210400	AT5G46220	53	57	1
OS01G0210500	AT1G17100	61	57	1
OS01G0210500	AT1G78450	46	45	1
OS01G0210500	AT1G78460	37	37	1
OS01G0210600	AT1G30020	36	38	1
OS01G0210600	AT5G46230	40	46	1
OS01G0210700	AT4G18290	56	46	1
OS01G0210700	AT5G46240	55	46	1
OS01G0210800	AT4G18270	14	5	0
OS01G0210900	AT2G28850	52	54	1
OS01G0210900	AT2G28860	50	52	1
OS01G0210900	AT2G34490	56	57	1
OS01G0210900	AT2G34500	58	59	1
OS01G0211000	AT2G28850	52	55	1
OS01G0211000	AT2G28860	50	53	1
OS01G0211000	AT2G34490	55	58	1
OS01G0211000	AT2G34500	58	61	1
OS01G0211200	AT2G28850	56	57	1
OS01G0211200	AT2G28860	55	56	1
OS01G0211200	AT2G34490	59	59	1
OS01G0211200	AT2G34500	60	61	1
OS01G0211600	AT2G28850	59	46	1
OS01G0211600	AT2G28860	57	44	1
OS01G0211600	AT2G34490	63	48	1
OS01G0211600	AT2G34500	66	51	1
OS01G0211800	AT2G42380	39	40	1
OS01G0211800	AT3G58120	44	44	1
OS01G0212100	AT4G18465	73	73	1
OS01G0212400	AT1G53210	60	59	0
OS01G0213100	AT2G34000	11	29	1
OS01G0213800	AT1G53230	22	33	1
OS01G0213800	AT3G15030	27	38	1
OS01G0214200	AT5G45920	58	58	1
OS01G0214300	AT1G06230	36	8	0
OS01G0214300	AT1G17790	35	12	0
OS01G0214300	AT1G73150	32	11	0
OS01G0214400	AT1G06240	53	35	1
OS01G0214500	AT2G31090	71	73	1
OS01G0215100	AT1G15000	53	15	0
OS01G0215700	AT5G45910	46	47	0
OS01G0217000	AT1G29050	46	48	1
OS01G0217000	AT1G78710	32	35	1
OS01G0217000	AT2G30900	35	38	1
OS01G0217000	AT2G31110	39	43	1
OS01G0217000	AT2G34070	46	47	1
OS01G0217000	AT2G42570	39	42	1
OS01G0217000	AT3G14850	45	49	1
OS01G0218032	AT4G04957	17	15	1
OS01G0218200	AT1G53300	51	49	1
OS01G0218200	AT2G42580	50	48	1
OS01G0218200	AT3G14950	43	40	1
OS01G0218200	AT3G58620	49	48	1
OS01G0218700	AT1G54350	55	60	0
OS01G0218800	AT3G61740	46	45	1
OS01G0218800	AT4G27910	49	47	1
OS01G0218800	AT5G53430	48	46	1
OS01G0218900	AT3G61740	32	13	1
OS01G0218900	AT4G27910	32	13	1
OS01G0218900	AT5G53430	32	12	1
OS01G0219000	AT3G25545	34	31	1
OS01G0219100	AT5G24170	63	64	1
OS01G0219200	AT3G61730	28	33	1
OS01G0219200	AT3G62500	18	21	1
OS01G0219200	AT5G36000	27	32	1
OS01G0219500	AT4G33355	29	31	1
OS01G0219600	AT1G64390	56	58	0
OS01G0219600	AT4G11050	56	57	0
OS01G0220100	AT1G64390	59	61	0
OS01G0220100	AT4G11050	58	59	0
OS01G0220200	AT2G46420	47	16	1
OS01G0220200	AT3G61700	49	16	1
OS01G0220300	AT3G18760	47	50	1
OS01G0220700	AT5G53190	38	19	1
OS01G0221300	AT5G53220	22	31	1
OS01G0221400	AT3G09950	47	40	0
OS01G0221400	AT3G11405	42	21	0
OS01G0221400	AT3G55570	51	37	0
OS01G0221400	AT5G55620	37	29	0
OS01G0221700	AT1G64150	46	42	0
OS01G0222300	AT5G52950	32	12	1
OS01G0222700	AT1G79740	51	54	1
OS01G0223500	AT1G28570	37	16	1
OS01G0223500	AT1G28580	38	17	1
OS01G0223500	AT1G28590	40	17	1
OS01G0223500	AT1G28600	40	18	1
OS01G0223500	AT1G28610	37	17	1
OS01G0223500	AT1G28640	37	16	1
OS01G0223500	AT1G28650	37	17	1
OS01G0223500	AT1G28660	38	17	1
OS01G0223500	AT1G28670	37	17	1
OS01G0223500	AT1G31550	40	18	1
OS01G0223500	AT2G27360	37	16	1
OS01G0223600	AT1G64210	46	38	1
OS01G0223600	AT4G23740	53	41	1
OS01G0223600	AT5G24100	43	35	1
OS01G0223600	AT5G41680	34	47	1
OS01G0223600	AT5G53320	47	38	1
OS01G0223800	AT2G19130	37	37	0
OS01G0223900	AT2G19130	36	36	0
OS01G0224000	AT2G19130	37	36	0
OS01G0224200	AT5G53280	36	34	1
OS01G0224300	AT4G23760	39	23	1
OS01G0224500	AT2G44820	32	36	1
OS01G0224700	AT4G13260	52	55	1
OS01G0224700	AT5G25620	52	54	1
OS01G0225000	AT1G79900	62	68	1
OS01G0225100	AT5G58720	20	11	1
OS01G0225200	AT5G39960	43	15	1
OS01G0225300	AT5G62650	52	29	1
OS01G0225400	AT2G46110	75	30	1
OS01G0225400	AT3G61530	73	29	1
OS01G0225500	AT2G46110	56	64	1
OS01G0225500	AT3G61530	56	63	1
OS01G0225600	AT1G01470	56	56	1
OS01G0225600	AT2G46140	53	48	1
OS01G0226200	AT1G64080	28	28	1
OS01G0226200	AT5G52870	19	24	1
OS01G0226300	AT1G64090	62	41	1
OS01G0226300	AT2G46170	57	40	1
OS01G0226300	AT3G61560	40	27	1
OS01G0226300	AT4G01230	46	33	1
OS01G0226300	AT4G11220	64	42	1
OS01G0226300	AT4G23630	65	42	1
OS01G0226300	AT5G41600	62	43	1
OS01G0226400	AT1G64110	68	69	1
OS01G0226400	AT4G28000	66	67	1
OS01G0226400	AT5G52882	66	67	1
OS01G0226500	AT2G46200	40	46	1
OS01G0227100	AT4G13250	63	64	1
OS01G0227200	AT1G52290	43	50	1
OS01G0227200	AT3G24540	41	48	1
OS01G0227200	AT3G24550	57	52	1
OS01G0227300	AT1G52280	89	89	1
OS01G0227300	AT3G16100	88	89	1
OS01G0227500	AT1G11610	34	38	0
OS01G0227500	AT2G30750	36	40	0
OS01G0227500	AT2G30770	35	40	0
OS01G0227500	AT3G48270	37	42	0
OS01G0227500	AT3G48280	37	43	0
OS01G0227500	AT3G48290	37	41	0
OS01G0227500	AT3G48300	36	42	0
OS01G0227500	AT3G48310	36	41	0
OS01G0227500	AT3G48320	37	43	0
OS01G0227500	AT4G13290	33	38	0
OS01G0227500	AT4G13310	34	38	0
OS01G0227500	AT4G20235	21	35	0
OS01G0227500	AT4G20240	28	35	0
OS01G0227500	AT5G24950	33	38	0
OS01G0227500	AT5G24960	37	42	0
OS01G0227500	AT5G42590	33	37	0
OS01G0227700	AT1G11610	35	38	0
OS01G0227700	AT2G30750	36	39	0
OS01G0227700	AT2G30770	37	40	0
OS01G0227700	AT3G48270	38	42	0
OS01G0227700	AT3G48280	39	43	0
OS01G0227700	AT3G48290	39	41	0
OS01G0227700	AT3G48300	37	41	0
OS01G0227700	AT3G48310	37	41	0
OS01G0227700	AT3G48320	39	42	0
OS01G0227700	AT4G13290	35	38	0
OS01G0227700	AT4G13310	36	39	0
OS01G0227700	AT4G20235	23	37	0
OS01G0227700	AT4G20240	29	34	0
OS01G0227700	AT5G24950	36	39	0
OS01G0227700	AT5G24960	38	42	0
OS01G0227700	AT5G42590	36	39	0
OS01G0227800	AT1G11610	34	37	0
OS01G0227800	AT2G30750	35	38	0
OS01G0227800	AT2G30770	37	39	0
OS01G0227800	AT3G48270	39	43	0
OS01G0227800	AT3G48280	38	42	0
OS01G0227800	AT3G48290	39	41	0
OS01G0227800	AT3G48300	37	41	0
OS01G0227800	AT3G48310	37	41	0
OS01G0227800	AT3G48320	38	41	0
OS01G0227800	AT4G13290	34	38	0
OS01G0227800	AT4G13310	36	39	0
OS01G0227800	AT4G20235	22	36	0
OS01G0227800	AT4G20240	30	36	0
OS01G0227800	AT5G24950	36	39	0
OS01G0227800	AT5G24960	37	40	0
OS01G0227800	AT5G42590	36	39	0
OS01G0228300	AT3G24570	61	57	1
OS01G0228400	AT5G21222	38	29	1
OS01G0228400	AT5G25630	40	43	1
OS01G0228500	AT3G24600	33	22	0
OS01G0228600	AT1G79870	44	45	0
OS01G0228800	AT3G24630	19	18	1
OS01G0229100	AT5G25754	69	69	1
OS01G0229100	AT5G25757	69	69	1
OS01G0229200	AT3G08790	34	40	1
OS01G0229200	AT4G32760	40	42	1
OS01G0229400	AT4G28950	77	52	1
OS01G0229500	AT1G52191	24	29	1
OS01G0229500	AT3G16175	30	32	1
OS01G0229800	AT4G28940	58	26	1
OS01G0230200	AT2G20100	29	33	1
OS01G0230200	AT4G29100	29	29	1
OS01G0231000	AT4G29080	50	43	1
OS01G0231500	AT4G28860	63	66	1
OS01G0231500	AT4G28880	64	67	1
OS01G0231600	AT4G32780	1	0	1
OS01G0231600	AT4G32785	47	35	1
OS01G0231700	AT4G25890	61	61	0
OS01G0231700	AT5G57290	61	60	0
OS01G0231800	AT3G16220	42	39	1
OS01G0231800	AT3G16230	45	24	1
OS01G0231900	AT3G16220	23	44	1
OS01G0231900	AT3G16230	39	42	1
OS01G0232000	AT2G25810	59	60	1
OS01G0232100	AT2G25810	52	53	1
OS01G0232300	AT1G52160	51	20	1
OS01G0232300	AT3G16260	51	19	1
OS01G0232400	AT3G16270	51	51	0
OS01G0232500	AT1G53023	29	44	1
OS01G0232500	AT1G53025	34	30	1
OS01G0232500	AT3G15355	35	28	1
OS01G0232700	AT5G63890	77	78	1
OS01G0232800	AT2G41451	59	60	0
OS01G0232800	AT3G08550	69	59	0
OS01G0232800	AT3G57200	63	56	0
OS01G0233000	AT4G20260	38	35	1
OS01G0233100	AT1G44110	48	51	1
OS01G0233100	AT1G77390	40	44	1
OS01G0233400	AT4G14385	53	55	0
OS01G0233500	AT1G44110	47	52	1
OS01G0233500	AT1G77390	39	45	1
OS01G0233800	AT1G16440	53	56	1
OS01G0233800	AT1G79250	55	53	1
OS01G0233800	AT3G12690	55	50	1
OS01G0234300	AT3G49220	37	24	0
OS01G0234300	AT5G53370	37	25	0
OS01G0234499	AT3G49220	60	25	0
OS01G0234499	AT5G53370	56	24	0
OS01G0234700	AT4G23930	28	39	1
OS01G0234800	AT1G11890	86	57	1
OS01G0234900	AT3G61790	73	78	1
OS01G0234900	AT4G27880	71	75	1
OS01G0234900	AT5G53360	56	83	1
OS01G0235100	AT5G42070	40	44	0
OS01G0235200	AT3G49250	39	39	0
OS01G0235350	AT1G68910	27	31	1
OS01G0235350	AT5G11390	24	23	1
OS01G0235400	AT2G46520	49	27	1
OS01G0235700	AT1G01260	35	37	1
OS01G0235700	AT2G46510	33	36	1
OS01G0235900	AT1G64500	38	40	1
OS01G0236300	AT1G34170	30	38	1
OS01G0236300	AT1G34310	36	42	1
OS01G0236300	AT1G34390	36	42	1
OS01G0236300	AT1G34410	37	42	1
OS01G0236300	AT1G35240	36	42	1
OS01G0236300	AT1G35520	35	41	1
OS01G0236300	AT1G35540	36	42	1
OS01G0236300	AT2G46530	43	48	1
OS01G0236300	AT3G61830	43	50	1
OS01G0236300	AT4G23980	42	47	1
OS01G0236400	AT3G49290	38	39	1
OS01G0236400	AT5G24310	40	40	1
OS01G0236400	AT5G42030	26	29	1
OS01G0236700	AT1G64530	45	51	1
OS01G0236700	AT4G24020	46	45	1
OS01G0237000	AT1G03700	35	35	1
OS01G0237000	AT4G03540	38	38	1
OS01G0238600	AT1G03810	60	59	1
OS01G0238600	AT2G33845	70	54	1
OS01G0238600	AT4G28440	69	63	1
OS01G0238800	AT2G20585	49	47	1
OS01G0238900	AT4G28450	70	43	1
OS01G0239000	AT2G20570	31	38	1
OS01G0239000	AT5G44190	28	39	1
OS01G0239100	AT3G08910	60	64	0
OS01G0239100	AT5G01390	59	62	0
OS01G0239200	AT5G46110	71	71	0
OS01G0239700	AT1G28440	60	60	1
OS01G0239700	AT4G28490	53	53	1
OS01G0241100	AT2G28130	41	42	1
OS01G0241400	AT1G03850	27	23	1
OS01G0241400	AT1G28480	45	45	1
OS01G0242200	AT1G03840	52	43	0
OS01G0242200	AT5G44160	51	45	0
OS01G0242400	AT1G06280	20	25	1
OS01G0242500	AT4G18460	67	77	0
OS01G0242600	AT1G53590	45	40	1
OS01G0242600	AT3G14590	44	40	1
OS01G0242900	AT3G14595	39	46	1
OS01G0243100	AT3G10310	46	24	1
OS01G0243200	AT5G54860	58	51	1
OS01G0243700	AT1G78520	46	49	0
OS01G0246100	AT1G67220	25	23	0
OS01G0246400	AT3G22840	45	46	0
OS01G0246400	AT4G14690	43	45	0
OS01G0246700	AT1G62300	27	20	1
OS01G0246700	AT4G04450	23	18	1
OS01G0246700	AT4G22070	25	19	1
OS01G0247500	AT1G78530	61	60	1
OS01G0247700	AT1G62262	44	42	1
OS01G0247700	AT1G62280	46	41	1
OS01G0247900	AT1G29520	56	61	1
OS01G0247900	AT5G46530	47	51	1
OS01G0248000	AT1G11925	31	30	0
OS01G0248000	AT1G50650	25	20	0
OS01G0248000	AT1G50720	27	24	0
OS01G0248000	AT1G53130	24	20	0
OS01G0248000	AT4G26880	28	25	0
OS01G0248000	AT5G55110	30	25	0
OS01G0248400	AT1G54340	79	78	1
OS01G0248400	AT1G65930	80	81	1
OS01G0248600	AT3G12530	66	67	1
OS01G0249200	AT1G02335	60	62	0
OS01G0249200	AT1G09560	61	63	0
OS01G0249200	AT3G05930	53	55	0
OS01G0249200	AT3G62020	61	63	0
OS01G0249200	AT5G26700	52	55	0
OS01G0249300	AT1G69510	50	46	1
OS01G0249900	AT3G04930	26	18	1
OS01G0249900	AT5G28040	24	18	1
OS01G0250600	AT1G57540	75	73	1
OS01G0250900	AT5G48960	68	61	1
OS01G0251000	AT3G06960	50	48	1
OS01G0251100	AT3G17465	66	65	0
OS01G0252100	AT3G05840	85	84	1
OS01G0252100	AT5G26751	86	86	1
OS01G0252200	AT5G26749	41	42	1
OS01G0252600	AT4G01935	46	48	1
OS01G0252900	AT3G62330	50	29	1
OS01G0253000	AT3G04690	57	29	1
OS01G0253000	AT5G28680	56	29	1
OS01G0253100	AT4G02010	57	56	1
OS01G0253300	AT1G02690	71	70	0
OS01G0253300	AT4G02150	71	70	0
OS01G0253400	AT5G49320	29	33	1
OS01G0253600	AT3G52630	52	51	0
OS01G0253600	AT4G18590	52	52	0
OS01G0253800	AT1G56320	28	30	1
OS01G0253800	AT5G49350	23	14	1
OS01G0253900	AT1G02660	44	43	1
OS01G0253900	AT3G62590	41	44	1
OS01G0254100	AT3G16830	70	70	1
OS01G0254100	AT5G27030	68	68	1
OS01G0254300	AT3G05620	43	48	1
OS01G0254900	AT1G32270	46	31	1
OS01G0254900	AT4G17730	60	64	1
OS01G0254900	AT5G16830	54	54	1
OS01G0254900	AT5G46860	65	68	1
OS01G0255000	AT2G26740	51	51	1
OS01G0255000	AT2G26750	49	50	1
OS01G0255000	AT4G15955	47	50	1
OS01G0255000	AT4G15960	49	42	1
OS01G0255100	AT2G26740	49	50	1
OS01G0255100	AT2G26750	48	48	1
OS01G0255100	AT4G15955	45	48	1
OS01G0255100	AT4G15960	48	41	1
OS01G0256400	AT4G15930	60	63	1
OS01G0256600	AT5G27820	75	75	1
OS01G0256800	AT2G47680	50	49	0
OS01G0256900	AT5G27720	76	87	1
OS01G0257100	AT3G16570	37	35	0
OS01G0257100	AT4G15800	35	40	0
OS01G0257300	AT4G31380	62	38	1
OS01G0257300	AT5G10625	61	59	1
OS01G0257300	AT5G24860	60	59	1
OS01G0257400	AT2G47850	45	45	1
OS01G0258600	AT5G16950	43	40	1
OS01G0258700	AT2G47850	42	43	1
OS01G0259200	AT5G18610	57	50	1
OS01G0259400	AT5G18700	56	55	1
OS01G0259600	AT5G03430	63	18	1
OS01G0259900	AT5G64680	24	27	1
OS01G0260700	AT2G32080	70	73	1
OS01G0260950	AT1G19680	17	5	1
OS01G0260950	AT1G75400	17	5	1
OS01G0260950	AT2G21500	12	4	1
OS01G0260950	AT4G39140	12	3	1
OS01G0261100	AT1G19680	34	33	1
OS01G0261100	AT1G75400	39	37	1
OS01G0261100	AT2G21500	30	31	1
OS01G0261100	AT4G39140	30	30	1
OS01G0261200	AT2G27300	20	29	1
OS01G0261200	AT3G44290	19	28	1
OS01G0261200	AT5G22290	19	28	1
OS01G0261500	AT1G19690	42	21	1
OS01G0261600	AT1G31490	21	22	0
OS01G0261700	AT1G31490	27	12	0
OS01G0262000	AT1G31490	21	22	0
OS01G0262500	AT1G35170	53	52	1
OS01G0262500	AT1G35180	56	54	1
OS01G0262500	AT1G45010	54	52	1
OS01G0262600	AT1G19710	65	65	1
OS01G0262600	AT1G75420	63	66	1
OS01G0262700	AT4G36440	50	41	1
OS01G0263000	AT1G44970	58	58	1
OS01G0263300	AT2G18140	61	61	1
OS01G0263300	AT2G18150	65	64	1
OS01G0263300	AT3G50990	58	56	1
OS01G0263300	AT4G36430	63	63	1
OS01G0263300	AT5G66390	66	66	1
OS01G0263400	AT5G57250	30	34	1
OS01G0263500	AT3G09180	54	57	1
OS01G0263600	AT4G03430	73	52	1
OS01G0264000	AT5G39660	30	33	0
OS01G0264500	AT3G04040	60	60	1
OS01G0264500	AT5G18250	60	62	1
OS01G0264600	AT5G04190	20	26	1
OS01G0265100	AT1G10630	96	96	0
OS01G0265100	AT1G23490	96	96	0
OS01G0265100	AT1G70490	96	96	0
OS01G0265100	AT2G47170	96	96	0
OS01G0265100	AT3G62290	96	96	0
OS01G0265100	AT5G14670	96	93	0
OS01G0265200	AT3G51870	56	56	1
OS01G0265200	AT5G01500	57	52	1
OS01G0265700	AT5G04910	48	52	0
OS01G0265800	AT2G41060	38	41	1
OS01G0265800	AT3G56860	38	39	1
OS01G0265900	AT2G03780	64	57	1
OS01G0266000	AT5G21160	35	39	1
OS01G0266500	AT1G03210	48	51	1
OS01G0266500	AT4G02850	45	45	1
OS01G0266500	AT4G02860	46	46	1
OS01G0266600	AT3G06050	72	71	1
OS01G0266800	AT2G41050	41	46	0
OS01G0266800	AT4G20100	32	46	0
OS01G0267100	AT4G09980	52	41	1
OS01G0267200	AT5G23540	93	93	0
OS01G0267400	AT2G40935	50	38	0
OS01G0267600	AT3G10730	33	33	1
OS01G0267600	AT5G04990	35	34	1
OS01G0267800	AT5G23170	35	41	1
OS01G0268100	AT3G43790	55	55	0
OS01G0268300	AT3G10270	70	66	0
OS01G0268300	AT5G04130	71	70	0
OS01G0268700	AT5G06990	27	42	1
OS01G0268800	AT2G41160	58	59	1
OS01G0268800	AT3G56740	66	66	1
OS01G0268900	AT2G26840	37	33	1
OS01G0268900	AT3G43900	6	20	1
OS01G0268900	AT3G43910	21	31	1
OS01G0269100	AT3G06540	49	28	1
OS01G0269900	AT3G33520	63	64	1
OS01G0270100	AT3G12490	56	60	0
OS01G0270300	AT2G39040	45	42	0
OS01G0270700	AT2G40850	39	31	1
OS01G0270700	AT3G56600	37	31	1
OS01G0271000	AT5G63000	63	70	1
OS01G0271200	AT5G26710	67	66	1
OS01G0271400	AT4G17040	61	60	0
OS01G0271500	AT5G19180	69	68	1
OS01G0271700	AT3G52040	64	38	1
OS01G0272600	AT5G13500	65	68	0
OS01G0273100	AT1G50490	61	65	0
OS01G0273100	AT3G20060	59	62	0
OS01G0273300	AT1G03350	28	31	1
OS01G0273300	AT4G13110	23	39	1
OS01G0273500	AT2G41520	52	13	1
OS01G0273500	AT5G12430	52	13	1
OS01G0274800	AT5G17800	43	36	1
OS01G0276000	AT1G36240	78	78	0
OS01G0276000	AT1G77940	77	77	0
OS01G0276000	AT3G18740	77	77	0
OS01G0276100	AT3G09810	77	74	1
OS01G0276100	AT5G03290	82	79	1
OS01G0276200	AT1G50400	37	49	1
OS01G0276200	AT3G20000	40	53	1
OS01G0276400	AT1G08700	52	47	0
OS01G0276500	AT1G31860	55	59	1
OS01G0276700	AT4G26390	76	78	1
OS01G0276700	AT5G56350	79	81	1
OS01G0276800	AT5G56360	52	49	1
OS01G0277500	AT5G39660	29	35	0
OS01G0277600	AT5G04930	61	62	1
OS01G0277700	AT5G21070	76	81	1
OS01G0278000	AT2G41010	21	21	1
OS01G0278000	AT3G56880	22	20	1
OS01G0278200	AT5G06120	60	3	0
OS01G0278900	AT3G56910	38	37	1
OS01G0279100	AT3G56940	79	79	0
OS01G0279200	AT2G26990	84	84	1
OS01G0279300	AT1G66410	97	91	0
OS01G0279300	AT2G27030	97	80	0
OS01G0279300	AT2G41090	63	49	0
OS01G0279300	AT2G41110	97	90	0
OS01G0279300	AT3G43810	98	98	0
OS01G0279300	AT3G56800	97	97	0
OS01G0279300	AT5G21274	97	97	0
OS01G0279300	AT5G37780	97	82	0
OS01G0279400	AT3G43790	51	52	0
OS01G0279700	AT2G29650	69	72	1
OS01G0279800	AT3G43740	72	62	1
OS01G0279800	AT5G21090	75	74	1
OS01G0279900	AT3G12250	80	74	0
OS01G0279900	AT5G06950	79	79	0
OS01G0279900	AT5G06960	76	75	0
OS01G0280400	AT1G15480	40	41	0
OS01G0280400	AT1G80270	41	42	0
OS01G0280400	AT3G15590	36	36	0
OS01G0280500	AT3G55620	73	73	0
OS01G0281200	AT1G34460	27	23	1
OS01G0281200	AT2G26760	39	43	1
OS01G0281200	AT3G11520	38	39	1
OS01G0281200	AT4G37490	39	39	1
OS01G0281200	AT5G06150	40	38	1
OS01G0281400	AT4G31480	76	76	0
OS01G0281400	AT4G31490	76	76	0
OS01G0281600	AT1G08500	40	44	0
OS01G0282800	AT5G12250	97	96	0
OS01G0283000	AT5G12260	49	47	1
OS01G0283100	AT1G19580	77	74	1
OS01G0283100	AT5G66510	68	66	1
OS01G0283500	AT3G17611	52	54	1
OS01G0284700	AT3G62030	54	27	0
OS01G0284900	AT2G46940	25	29	1
OS01G0284900	AT3G62070	25	32	1
OS01G0284900	AT4G01670	31	37	1
OS01G0285300	AT1G09540	37	43	1
OS01G0285300	AT1G57560	36	49	1
OS01G0285300	AT5G26660	34	41	1
OS01G0286000	AT3G62080	36	32	1
OS01G0286100	AT1G09530	18	25	1
OS01G0286100	AT2G46970	11	19	1
OS01G0286100	AT3G62090	9	19	1
OS01G0286600	AT4G01690	71	71	1
OS01G0286900	AT3G17600	46	34	1
OS01G0287600	AT1G02360	61	65	1
OS01G0287600	AT4G01700	60	62	1
OS01G0289600	AT4G01720	33	28	1
OS01G0290100	AT3G62130	53	57	1
OS01G0290100	AT5G26600	57	58	1
OS01G0290600	AT3G62130	53	56	1
OS01G0290600	AT5G26600	53	53	1
OS01G0292200	AT1G48260	55	59	1
OS01G0292200	AT3G17510	57	59	1
OS01G0292700	AT1G09470	39	22	1
OS01G0292700	AT1G09483	1	2	1
OS01G0292700	AT3G05830	34	18	1
OS01G0292700	AT5G26770	37	21	1
OS01G0293000	AT1G02500	90	91	1
OS01G0293000	AT4G01850	89	90	1
OS01G0293200	AT3G63090	44	45	0
OS01G0295600	AT2G47115	33	33	1
OS01G0295700	AT1G48040	52	52	1
OS01G0295700	AT3G17250	50	45	1
OS01G0295700	AT3G62260	56	56	1
OS01G0295900	AT2G45270	53	22	1
OS01G0296100	AT3G05840	80	79	1
OS01G0296100	AT5G26751	80	81	1
OS01G0296200	AT1G02460	63	34	1
OS01G0296200	AT1G56710	57	35	1
OS01G0296200	AT4G01890	59	33	1
OS01G0297200	AT3G28510	41	40	1
OS01G0297200	AT3G28520	36	40	1
OS01G0297200	AT3G28540	39	40	1
OS01G0297200	AT3G28580	41	43	1
OS01G0297200	AT5G40010	42	43	1
OS01G0297700	AT1G09380	45	46	1
OS01G0299200	AT1G56570	40	27	1
OS01G0299300	AT1G02390	31	36	0
OS01G0299300	AT1G06520	32	34	0
OS01G0299300	AT4G01950	34	40	0
OS01G0299400	AT3G05810	57	53	1
OS01G0299400	AT5G26800	57	53	1
OS01G0299500	AT1G02380	27	20	1
OS01G0299500	AT3G17120	31	25	1
OS01G0299500	AT4G01960	29	22	1
OS01G0300200	AT3G06650	93	93	0
OS01G0300200	AT5G49460	93	93	0
