Gene stable ID	Oryza meridionalis gene stable ID	%id. target Oryza meridionalis gene identical to query gene	%id. query gene identical to target Oryza meridionalis gene
Os01g0219600	OMERI01G07430	95.4688	95.3198
Os01g0220100	OMERI01G07450	95.625	97.7636
Os01g0220200	OMERI01G07460	87.6033	26.3682
Os01g0220500	OMERI01G07490	31.25	36.8421
Os01g0221100	OMERI01G07530	89.3939	63.3436
Os01g0221300	OMERI01G07550	92.8295	96.3783
Os01g0221400	OMERI01G07560	97.4684	95.0617
Os01g0221600	OMERI01G07590	98.6641	98.6641
Os01g0221900	OMERI01G07600	92.7273	28.2548
Os01g0222300	OMERI01G07610	97.1347	46.5659
Os01g0222500	OMERI01G07630	96.1039	98.6667
Os01g0222600	OMERI01G07640	100	100
Os01g0222800	OMERI01G07660	38.3648	7.60599
Os01g0222900	OMERI01G07660	30.6513	9.97506
Os01g0223200	OMERI01G07680	95.7784	79.4311
Os01g0223300	OMERI01G07700	71.4286	86.9565
Os01g0223500	OMERI01G07710	79.3103	43.6709
Os01g0223600	OMERI01G07720	99.7967	34.5775
Os01g0223900	OMERI01G07750	97.54	97.9012
Os01g0224000	OMERI01G07760	88.6957	91.4213
Os01g0224100	OMERI01G07770	93.1579	96.4578
Os01g0224200	OMERI01G07780	97.2549	97.2549
Os01g0224300	OMERI01G07790	92.8571	91.5493
Os01g0224400	OMERI01G07800	69.5652	19.8142
Os01g0224500	OMERI01G07810	98.1651	98.1651
Os01g0224700	OMERI01G07820	99.5444	99.5444
Os01g0225100	OMERI01G07840	82.2695	39.6581
Os01g0225300	OMERI01G07850	95.9044	53.0189
Os01g0225400	OMERI01G07860	99.2754	19.5994
Os01g0225500	OMERI01G07860	92.9825	53.0758
Os01g0225600	OMERI01G07880	99.3377	75
Os01g0226200	OMERI01G07890	71.256	71.6019
Os01g0226400	OMERI01G07910	99.6429	99.5244
Os01g0226500	OMERI01G07920	91.7241	96.6102
Os01g0226600	OMERI01G07930	98.4756	77.551
Os01g0227100	OMERI01G07970	75.1984	99.4751
Os01g0227200	OMERI01G08000	96.9849	98.8055
Os01g0227350	OMERI01G08030	74.812	64.4013
Os01g0227800	OMERI01G08080	95.7407	94.3431
Os01g0228300	OMERI01G08110	98.1982	99.0909
Os01g0228500	OMERI01G08130	97.2727	98.7692
Os01g0228600	OMERI01G08140	98.4177	63.9918
Os01g0228800	OMERI01G08150	97.8166	97.8166
Os01g0229100	OMERI01G08170	97.3129	97.8764
Os01g0229200	OMERI01G08180	99.0155	98.8764
Os01g0229300	OMERI01G08190	97.824	97.824
Os01g0229400	OMERI01G08200	99.5327	85.8871
Os01g0229500	OMERI01G08210	89.2216	46.2733
Os01g0229700	OMERI01G08220	81.6456	29.3627
Os01g0229800	OMERI01G08230	86.3636	37.4648
Os01g0229900	OMERI03G25860	86.7647	63.6119
Os01g0230200	OMERI01G08260	62.5616	88.1944
Os01g0230700	OMERI01G08270	6.62252	8.13008
Os01g0231000	OMERI01G08280	84.4106	70.7006
Os01g0231500	OMERI01G08300	96.7442	27.154
Os01g0231700	OMERI01G08310	100	55.3488
Os01g0232000	OMERI01G08320	97.6096	97.6096
Os01g0232100	OMERI01G08330	98.8281	98.8281
Os01g0232200	OMERI01G08340	99.2381	97.7486
Os01g0232300	OMERI01G08350	92.8977	34.2408
Os01g0232400	OMERI01G08360	98.2684	98.1268
Os01g0232500	OMERI01G08370	98.7629	79.0429
Os01g0232700	OMERI01G08390	92.1776	90.4564
Os01g0232800	OMERI01G08400	96.3043	82.6493
Os01g0233000	OMERI01G08410	85.7843	89.7436
Os01g0233100	OMERI01G08420	84.9287	91.2473
Os01g0233400	OMERI01G08430	98.2143	98.2143
Os01g0233500	OMERI01G08420	83.2677	92.5602
Os01g0233800	OMERI01G08450	99.2481	98.324
Os01g0233900	OMERI01G08460	80.4301	100
Os01g0234300	OMERI01G08510	99.4819	61.8358
Os01g0234499	OMERI01G23490	45.8824	54.4186
Os01g0234700	OMERI01G08520	98.4556	95.5056
Os01g0234800	OMERI01G08530	76.0274	38.8112
Os01g0234850	OMERI01G08540	94.5055	75.8377
Os01g0234900	OMERI01G08550	99.4236	98.5714
Os01g0235300	OMERI01G08570	99.0654	99.0654
Os01g0235350	OMERI01G08580	95.8571	39.6572
Os01g0235500	OMERI01G08590	91.7197	91.1392
Os01g0235700	OMERI01G08610	98.2172	99.1817
Os01g0235800	OMERI01G08620	97.4359	63.0705
Os01g0235900	OMERI01G08630	96.9309	95.7071
Os01g0236000	OMERI01G08640	98.5149	93.8679
Os01g0236300	OMERI01G08660	99.8569	97.7591
Os01g0236400	OMERI01G08670	59.9369	65.2921
Os01g0236700	OMERI01G08690	98.1876	97.667
Os01g0236800	OMERI01G08700	97.1731	98.5663
Os01g0237000	OMERI01G08720	97.5309	97.5309
Os01g0237100	OMERI01G08730	65.0165	89.1403
Os01g0237366	OMERI01G08750	0.584795	0.980392
Os01g0238200	OMERI01G08790	100	100
Os01g0238500	OMERI01G08810	97.8916	88.0759
Os01g0238700	OMERI01G08820	97.0339	97.8633
Os01g0239000	OMERI01G08840	71.0575	89.2774
Os01g0239100	OMERI01G08860	97.4212	97.4212
Os01g0239200	OMERI01G08870	98.5611	99.7573
Os01g0239700	OMERI01G08880	98.9022	98.4111
Os01g0240600	OMERI01G08890	69.6864	46.9484
Os01g0240700	OMERI01G08920	97.5669	97.5669
Os01g0241000	OMERI01G08970	46.4752	79.8206
Os01g0241000	OMERI09G00420	8.61619	39.2857
Os01g0241100	OMERI01G08980	94.2431	98.6607
Os01g0241400	OMERI01G08990	90.4412	94.6154
Os01g0242200	OMERI01G09010	88.9157	79.015
Os01g0242300	OMERI01G09030	98.8235	98.2456
Os01g0242400	OMERI01G09040	97.992	90.7063
Os01g0242500	OMERI01G09050	97.1751	97.1751
Os01g0242900	OMERI01G09060	92.9487	90.0621
Os01g0243000	OMERI01G09070	98.3287	98.0556
Os01g0243100	OMERI01G09090	98.3087	49.3107
Os01g0243200	OMERI01G09100	96.9767	83.0677
Os01g0243600	OMERI01G09130	90.5579	92.1397
Os01g0243700	OMERI01G09140	100	100
Os01g0244000	OMERI03G00770	32.5431	39.7368
Os01g0244150	OMERI03G00770	0	0
Os01g0244400	OMERI03G00770	26.5033	31.3158
Os01g0245000	OMERI03G00770	20.4	13.4211
Os01g0245532	OMERI01G09150	96.5969	14.9756
Os01g0246100	OMERI01G09180	93.652	98.9238
Os01g0246400	OMERI01G09220	98.0198	98.0198
Os01g0246500	OMERI01G09230	93.9683	96.1039
Os01g0246601	OMERI01G09250	96.0526	95.2174
Os01g0246700	OMERI01G09260	96.368	67.8024
Os01g0247500	OMERI01G09270	97.7143	97.7143
Os01g0247600	OMERI01G09280	37.1429	60.4651
Os01g0247700	OMERI01G09290	84.438	77.7188
Os01g0247900	OMERI01G09300	91.2281	91.2281
Os01g0248000	OMERI01G09310	93.3333	94.7368
Os01g0248300	OMERI01G09320	98.3333	97.1193
Os01g0248400	OMERI01G09330	98.3092	90.4444
Os01g0248500	OMERI01G09340	96.6667	95.8678
Os01g0248701	OMERI01G09350	84.375	95.6403
Os01g0248800	OMERI01G09360	99.0991	52.1327
Os01g0248900	OMERI01G09370	98.8048	98.8048
Os01g0249100	OMERI01G09380	97.7064	68.2692
Os01g0249200	OMERI01G09390	99.5595	99.5595
Os01g0249300	OMERI01G09400	100	100
Os01g0249700	OMERI01G09420	79.5031	83.1169
Os01g0249800	OMERI01G09430	79.397	87.7778
Os01g0249900	OMERI01G09440	95.8333	77.6623
Os01g0250200	OMERI01G09460	100	31.8898
Os01g0250600	OMERI01G09470	100	100
Os01g0250900	OMERI01G09490	96.5458	87.6176
Os01g0251000	OMERI01G09500	90.4968	88.9597
Os01g0251100	OMERI01G09510	99.0596	99.0596
Os01g0251200	OMERI01G09520	88.7381	93.9655
Os01g0252100	OMERI01G09550	84.8039	99.4253
Os01g0252600	OMERI01G09580	89.4737	87.1795
Os01g0252900	OMERI01G09600	92.3636	50.1976
Os01g0253100	OMERI01G09610	99.2938	78.3724
Os01g0253200	OMERI01G09620	97.7401	97.7401
Os01g0253300	OMERI01G09630	99.8099	99.8099
Os01g0253400	OMERI01G09640	94.9495	95.5932
Os01g0253500	OMERI01G09650	92.4528	90.1841
Os01g0253600	OMERI01G09660	99.0566	99.0566
Os01g0253800	OMERI01G09670	86.2857	85.3107
Os01g0253900	OMERI01G09680	95.8982	89.6825
Os01g0254000	OMERI01G09690	59.0674	85.7143
Os01g0254100	OMERI01G09700	99.4686	99.5567
Os01g0254200	OMERI01G09710	100	100
Os01g0254400	OMERI01G09730	82.3009	84.1629
Os01g0254850	OMERI01G09740	76.0204	75.2525
Os01g0254900	OMERI01G09750	99.2857	99.6416
Os01g0255000	OMERI01G09760	99.6894	80.8564
Os01g0255100	OMERI01G21640	99.3827	99.3827
Os01g0256300	OMERI01G09850	86.0113	100
Os01g0256400	OMERI01G09860	97.6923	100
Os01g0256500	OMERI01G09880	98.1132	95.4128
Os01g0256600	OMERI01G09890	98.2456	98.2456
Os01g0256800	OMERI01G09910	95.1341	98.9669
Os01g0256900	OMERI01G09920	98.6395	98.6395
Os01g0257100	OMERI01G09930	93.8931	96.8504
Os01g0257300	OMERI01G09950	100	100
Os01g0257400	OMERI01G09960	98.4979	99.5662
Os01g0258600	OMERI06G06450	96.8085	40.2655
Os01g0258700	OMERI01G09990	98.9496	99.1579
Os01g0259200	OMERI01G10000	98.6813	98.6813
Os01g0259600	OMERI01G10020	96.4789	29.718
Os01g0259900	OMERI01G10030	84.2975	100
Os01g0260100	OMERI01G10070	97.9592	23.8509
Os01g0260500	OMERI01G10100	54.4987	43.8923
Os01g0260700	OMERI01G10120	99.6753	99.6753
Os01g0260800	OMERI01G10130	98.9362	98.9362
Os01g0261200	OMERI01G10150	98.1595	98.1595
Os01g0261500	OMERI01G10160	82.2857	40.4494
Os01g0261600	OMERI01G10190	48.9177	53.0516
Os01g0261700	OMERI01G10190	63.9175	29.108
Os01g0262000	OMERI01G10190	48.9177	53.0516
Os01g0262600	OMERI01G10210	39.6266	83.4061
Os01g0262700	OMERI01G10200	90.6542	38.2895
Os01g0263400	OMERI01G10230	96.055	78.9593
Os01g0263500	OMERI01G10250	92.1241	97.9695
Os01g0263600	OMERI01G10260	92.1303	66.3734
Os01g0264000	OMERI01G10280	87.7016	79.6703
Os01g0264100	OMERI01G10310	62.5	26.5604
Os01g0264400	OMERI01G10360	88	88.8889
Os01g0264500	OMERI01G10370	47.1014	44.2177
Os01g0264600	OMERI01G10380	78.2857	88.961
Os01g0264700	OMERI01G10390	97.1061	46.6049
Os01g0265000	OMERI01G10410	98.0306	98.2456
Os01g0265100	OMERI01G10420	100	100
Os01g0265200	OMERI01G10430	95.0131	98.3696
Os01g0265400	OMERI01G10450	73.1481	19.8492
Os01g0265700	OMERI01G10460	97.9253	98.7448
Os01g0265800	OMERI01G10470	97.3469	98.5537
Os01g0265900	OMERI01G10480	96.8992	76.2195
Os01g0266000	OMERI01G10490	99.2424	95.3222
Os01g0266100	OMERI01G10500	93.1373	93.1373
Os01g0266400	OMERI01G10520	92.7711	97.4684
Os01g0266500	OMERI01G10510	93.8511	55.2381
Os01g0267100	OMERI01G10550	96.9895	98.2759
Os01g0267600	OMERI01G10560	78.6813	67.5472
Os01g0267800	OMERI01G10580	92.4242	95.3125
Os01g0268100	OMERI01G10600	90.7407	92.6471
Os01g0268300	OMERI01G10620	97.5309	97.5309
Os01g0268600	OMERI01G10630	57.8326	95.2297
Os01g0268700	OMERI01G10650	88.0299	93.3862
Os01g0268800	OMERI01G10660	96.5753	95.2703
Os01g0269100	OMERI01G10670	81.4241	26.7276
Os01g0269500	OMERI01G10700	38.1443	8.25893
Os01g0269900	OMERI01G10730	98.6014	97.2414
Os01g0270100	OMERI01G10740	97.2	97.9839
Os01g0270300	OMERI01G10760	99.6914	99.6914
Os01g0270700	OMERI01G10770	66.9643	93.4579
Os01g0271000	OMERI01G10780	95.0673	89.4515
Os01g0271200	OMERI01G10790	97.7622	97.7622
Os01g0271400	OMERI01G10800	87.2483	97.3783
Os01g0271500	OMERI01G10810	95.1219	99.7674
Os01g0271700	OMERI01G10820	90.566	55.814
Os01g0272600	OMERI01G10840	97.8495	97.3262
Os01g0272700	OMERI01G10850	92.8571	94.5455
Os01g0272800	OMERI01G10860	97.1292	45.0111
Os01g0273100	OMERI01G10880	96.8586	96.3542
Os01g0273300	OMERI01G10890	86.2197	86.5421
Os01g0273500	OMERI01G10900	84.7518	22.8489
Os01g0273800	OMERI01G10910	97.2362	96.5087
Os01g0274100	OMERI01G10920	88.5645	86.8735
Os01g0274500	OMERI01G10930	98.2906	82.1429
Os01g0274800	OMERI01G10960	95.4717	75.2976
Os01g0275200	OMERI01G10970	79.015	44.836
Os01g0275600	OMERI01G10980	98.1195	99.6629
Os01g0275900	OMERI01G10990	83.4575	59.5745
Os01g0275950	OMERI01G10990	89.6341	31.2766
Os01g0276000	OMERI01G11010	99.0991	94.0171
Os01g0276100	OMERI01G11020	98.3425	98.615
Os01g0276200	OMERI01G11030	61.1111	73.1214
Os01g0276300	OMERI01G11040	91.2863	65.6716
Os01g0276400	OMERI01G11050	95.6731	83.7895
Os01g0276500	OMERI01G11060	97.3856	97.3856
Os01g0276500	OMERI01G11080	97.3856	97.3856
Os01g0276600	OMERI01G11070	62.0061	97.6077
Os01g0276700	OMERI01G11090	99.6078	98.0695
Os01g0276800	OMERI01G11100	95.4397	93.3121
Os01g0276900	OMERI01G11110	82.7869	86.3248
Os01g0277500	OMERI01G11130	80.1444	95.6897
Os01g0277700	OMERI01G11140	100	97.5708
Os01g0278000	OMERI01G11190	84.7826	83.3333
Os01g0278000	OMERI01G11200	84.7826	83.3333
Os01g0278200	OMERI01G11210	81.8182	3.34076
Os01g0278900	OMERI01G11290	88.8112	85.8108
Os01g0278950	OMERI01G11300	96.478	94.6914
Os01g0279100	OMERI01G11320	98.5294	90.1345
Os01g0279200	OMERI01G11330	92.4829	85.4737
Os01g0279300	OMERI01G11350	98.6577	94.8387
Os01g0279400	OMERI01G11360	89.5372	99.3304
Os01g0279700	OMERI01G11370	98.6768	97.2067
Os01g0279800	OMERI01G11380	86.4486	97.3684
Os01g0279900	OMERI01G11390	97.8723	92.5287
Os01g0280000	OMERI01G11410	29.0323	78.2609
Os01g0280000	OMERI01G11430	50.4608	80.5147
Os01g0280400	OMERI12G02450	95.4174	58.8889
Os01g0280500	OMERI01G11450	90.6504	100
Os01g0281000	OMERI01G11470	98.7952	98.0861
Os01g0281200	OMERI01G11480	97.6359	97.8673
Os01g0281301	OMERI01G11510	94.7368	93.9759
Os01g0281400	OMERI01G11520	99.0526	99.0526
Os01g0281600	OMERI01G11540	92.8287	93.5743
Os01g0283000	OMERI01G11590	97.8654	97.2268
Os01g0283100	OMERI01G11600	99.6198	99.6198
Os01g0283300	OMERI01G11620	89.3773	99.187
Os01g0283400	OMERI01G11630	89.0909	87.5
Os01g0283500	OMERI01G11610	97.4286	97.9885
Os01g0283600	OMERI01G11640	95.3988	91.4706
Os01g0283700	OMERI01G11660	96.6463	96.9419
Os01g0284500	OMERI01G11680	100	100
Os01g0286500	OMERI03G21940	68.1818	33.8346
Os01g0289600	OMERI02G26860	15.8151	56.0345
Os01g0298301	OMERI05G14260	82.4	77.1536
Os01g0300400	OMERI08G05170	53.5545	73.3766
Os01g0300900	OMERI02G16860	98.2372	97.4563
Os01g0301000	OMERI02G16870	96.5517	91.1392
Os01g0301700	OMERI01G11690	98.0159	98.4064
Os01g0301900	OMERI01G11720	93.5484	16.6987
Os01g0302100	OMERI04G06830	82.6667	34.1598
Os01g0302500	OMERI01G11730	90.6977	97.8495
Os01g0303000	OMERI01G11750	96.7742	94.4882
Os01g0303100	OMERI01G11760	62.9851	94.1964
Os01g0303200	OMERI01G11770	82.6267	65.1713
Os01g0303300	OMERI01G11780	88.3721	62.8099
Os01g0303600	OMERI01G11800	98.6364	98.6364
Os01g0303800	OMERI01G11820	94.5055	78.8991
Os01g0304100	OMERI01G11860	96.2532	74.9497
Os01g0304300	OMERI01G11890	98.843	98.843
Os01g0308300	OMERI01G12030	94.8148	97.431
Os01g0309800	OMERI01G12040	96.7742	95.6175
Os01g0309900	OMERI01G12050	98.7402	98.4301
Os01g0310500	OMERI01G12080	93.1889	84.1958
Os01g0311100	OMERI01G12100	93.1727	50.5447
Os01g0311400	OMERI01G12100	96.9697	41.8301
Os01g0311500	OMERI01G12110	98.8121	98.9189
Os01g0311600	OMERI01G12120	93.6416	93.3718
Os01g0312500	OMERI12G11230	99.5327	72.5724
Os01g0312800	OMERI12G11250	97.7956	97.2112
Os01g0313300	OMERI12G11270	97.5845	95.7346
Os01g0314000	OMERI12G11320	88.8679	90.7514
Os01g0314300	OMERI12G11330	92.2652	98.8166
Os01g0314800	OMERI04G06590	93.5484	98.8636
Os01g0315600	OMERI04G06570	72.1519	32.6648
Os01g0315700	OMERI04G06570	96.875	35.5301
Os01g0315800	OMERI04G06560	97.4118	98.3373
Os01g0316100	OMERI04G06550	84.3348	94.4712
Os01g0316500	OMERI04G06540	97.9675	83.9721
Os01g0316600	OMERI04G06530	44.3548	19.0972
Os01g0316900	OMERI04G06510	93.949	41.4326
Os01g0321800	OMERI06G06830	25.2381	43.8017
Os01g0322300	OMERI03G13680	52.7027	50
Os01g0323100	OMERI01G12090	45.283	51.2195
Os01g0323500	OMERI03G34360	34.5324	31.3725
Os01g0327500	OMERI01G12160	97.3451	97.3451
Os01g0327600	OMERI01G12170	94.1322	98.8327
Os01g0328300	OMERI01G12180	80.7512	46.1745
Os01g0328400	OMERI01G12200	100	100
Os01g0328600	OMERI01G12190	78.0645	51.9313
Os01g0328700	OMERI01G12210	99.8012	99.8012
Os01g0328900	OMERI01G12230	98.8314	94.72
Os01g0329000	OMERI01G12240	96.1062	97.3118
Os01g0329300	OMERI01G12430	95.7839	96.6755
Os01g0329400	OMERI01G12440	99.696	99.696
Os01g0329800	OMERI01G12460	98.1638	98.1638
Os01g0329900	OMERI01G12470	91.055	97.066
Os01g0330200	OMERI01G12490	94.958	94.6927
Os01g0331100	OMERI01G12600	72.6619	79.7368
Os01g0331900	OMERI01G12640	99.4536	99.4536
Os01g0332100	OMERI01G12650	99.5223	99.681
Os01g0332200	OMERI01G12660	96.2162	87.9012
Os01g0332500	OMERI01G12670	87	92.7505
Os01g0332800	OMERI01G12680	95.625	95.2282
Os01g0332900	OMERI01G12690	81.3084	39.0135
Os01g0333600	OMERI01G12710	61.5491	74.1667
Os01g0335600	OMERI01G12790	90.4762	27.5726
Os01g0337100	OMERI01G12830	93.8462	66.9104
Os01g0337500	OMERI01G12840	99.3532	99.3532
Os01g0337600	OMERI01G12850	87.0861	86.6081
Os01g0337900	OMERI01G12860	99.4652	99.4652
Os01g0338000	OMERI01G12890	99.4819	99.4819
Os01g0338100	OMERI01G12900	98.773	100
Os01g0338200	OMERI01G12910	96.9052	96.9052
Os01g0338600	OMERI01G12920	99.2933	98.9437
Os01g0339400	OMERI01G12950	88.3333	93.8053
Os01g0339500	OMERI10G06130	18.0435	43.9153
Os01g0339900	OMERI01G12970	97.035	97.561
Os01g0340600	OMERI01G13010	62.2776	83.7321
Os01g0341000	OMERI01G13020	81.5315	69.7495
Os01g0341200	OMERI01G13040	44.9153	91.3793
Os01g0341300	OMERI01G13050	89.1566	79.0036
Os01g0343200	OMERI01G08250	82.4468	49.9463
Os01g0346250	OMERI01G13150	88.1928	91.0448
Os01g0346400	OMERI12G07960	22.7979	25.5814
Os01g0346600	OMERI01G13190	78.392	38.5185
Os01g0346700	OMERI01G13200	100	99.435
Os01g0347000	OMERI01G13220	98.9667	98.9667
Os01g0347100	OMERI01G13230	92.7273	62.1951
Os01g0347200	OMERI01G13240	85.2227	85.7434
Os01g0347300	OMERI01G13250	84.5794	83.2184
Os01g0348600	OMERI01G13270	99.4498	99.4498
Os01g0348700	OMERI01G13280	100	100
Os01g0348900	OMERI01G13300	93.7931	50.5576
Os01g0349400	OMERI01G13340	97.8462	95.4955
Os01g0349800	OMERI01G13370	99.4264	99.0476
Os01g0350900	OMERI01G13430	79.7802	98.1081
Os01g0351100	OMERI01G13440	67.3913	43.4326
Os01g0351200	OMERI01G13450	94.3077	94.3077
Os01g0351300	OMERI01G13460	97.25	98.3565
Os01g0351500	OMERI01G13470	91.4474	72.7749
Os01g0351800	OMERI01G13480	97.093	97.093
Os01g0352100	OMERI01G13490	96.5714	96.5714
Os01g0353600	OMERI03G08680	66.8675	55.7789
Os01g0354200	OMERI01G13570	95.6522	83.4688
Os01g0354700	OMERI01G13590	88.2514	89.7222
Os01g0355100	OMERI01G13610	98.2896	49.1448
Os01g0355400	OMERI01G13780	43.2099	20.9581
Os01g0355500	OMERI01G13800	96.2025	91.6583
Os01g0355600	OMERI01G13810	96.7198	62.4697
Os01g0355700	OMERI01G13820	79.085	58.5956
Os01g0355900	OMERI01G13840	91.7505	92.4949
Os01g0356400	OMERI01G13850	98.2318	98.4252
Os01g0356500	OMERI01G13880	99.2509	99.2509
Os01g0356800	OMERI01G13890	96.1625	94.4301
Os01g0356900	OMERI01G13900	74.7515	95.9184
Os01g0357100	OMERI02G32120	61.7225	79.7938
Os01g0357200	OMERI02G32110	93.2584	52.5316
Os01g0357800	OMERI01G13930	14.4279	80.5556
Os01g0357900	OMERI01G13950	95.7265	96.5517
Os01g0358100	OMERI01G13960	97.4138	63.1285
Os01g0358300	OMERI01G13970	100	100
Os01g0358400	OMERI01G13980	100	100
Os01g0359400	OMERI01G14000	96.6102	35.9905
Os01g0359600	OMERI01G14010	27.6276	92.4623
Os01g0359800	OMERI01G14020	63.4241	92.6136
Os01g0360100	OMERI01G14030	80	9.50966
Os01g0361000	OMERI01G15190	69.2308	17.4515
Os01g0361500	OMERI01G14040	18.6217	91.3669
Os01g0361700	OMERI01G14040	0	0
Os01g0362000	OMERI01G14070	92.7083	59.7315
Os01g0362100	OMERI01G14040	8.73925	43.8849
Os01g0363300	OMERI01G14120	91.1628	98.4925
Os01g0363600	OMERI01G14130	76.1905	44.3077
Os01g0364100	OMERI01G14140	96.5517	34.7913
Os01g0364400	OMERI01G14150	73.8947	80.137
Os01g0364800	OMERI01G14210	93.0622	52.8533
Os01g0365000	OMERI01G14230	44.7681	95.6221
Os01g0365300	OMERI01G14250	79.3991	59.6774
Os01g0367100	OMERI01G14290	95	96.7066
Os01g0367300	OMERI01G14300	92.1203	95.4006
Os01g0367400	OMERI01G14310	88.5417	84.1584
Os01g0367500	OMERI12G06580	20	40.6593
Os01g0367700	OMERI01G14320	99.1039	92.1667
Os01g0367900	OMERI01G14330	99.458	98.1283
Os01g0368000	OMERI01G14340	91.7031	87.3181
Os01g0368500	OMERI01G14350	97.4843	45.0581
Os01g0368700	OMERI01G14360	82.6667	93.9394
Os01g0368900	OMERI01G14380	100	100
Os01g0369000	OMERI01G14390	100	99.2
Os01g0369200	OMERI01G14400	98.6595	98.6595
Os01g0369300	OMERI01G14410	78.5162	95.6685
Os01g0369500	OMERI01G14430	86.1446	95.9732
Os01g0369700	OMERI01G14440	97.9167	97.9167
Os01g0370200	OMERI01G14470	97.2477	97.2477
Os01g0371200	OMERI01G14490	80.8219	98.3333
Os01g0371500	OMERI01G14500	97.6852	97.6852
Os01g0372400	OMERI01G14520	90.0452	92.9907
Os01g0372500	OMERI01G14530	98.4	98.4
Os01g0372700	OMERI01G14540	100	100
Os01g0373200	OMERI01G14550	57.8512	34.1463
Os01g0373500	OMERI01G14560	99.021	99.021
Os01g0374000	OMERI01G14570	97.6636	97.6636
Os01g0374200	OMERI01G14580	97.9592	97.9592
Os01g0374900	OMERI01G14600	93.6102	94.2122
Os01g0375000	OMERI01G14610	98.9848	98.9848
Os01g0375100	OMERI01G14620	97.3214	97.4181
Os01g0375200	OMERI01G14630	99.4106	99.4106
Os01g0375500	OMERI01G14660	74.216	52.9851
Os01g0376600	OMERI01G14670	90.678	90.678
Os01g0376700	OMERI01G14680	93.8534	97.3039
Os01g0377000	OMERI01G14700	93.4944	97.2921
Os01g0377500	OMERI01G14710	94.3794	90.1566
Os01g0377700	OMERI01G14720	99.2771	98.0952
Os01g0379101	OMERI06G01160	9.43396	5.43478
Os01g0380800	OMERI01G14790	98.4655	98.4655
Os01g0382000	OMERI01G14800	100	100
Os01g0382400	OMERI01G14830	97.006	97.006
Os01g0382500	OMERI01G14850	94.4625	66.9746
Os01g0382700	OMERI01G14870	94.2197	96.4497
Os01g0382900	OMERI01G12450	50.7042	91.1392
Os01g0383100	OMERI01G14890	96.4758	96.0526
Os01g0383700	OMERI01G14910	100	25.37
Os01g0383900	OMERI01G14930	83.9546	78.2477
Os01g0384300	OMERI01G14940	94.0625	93.9158
Os01g0384800	OMERI01G14970	98.2906	98.2906
Os01g0385000	OMERI01G14990	70.9677	82.0896
Os01g0385400	OMERI01G15010	99.04	99.04
Os01g0388500	OMERI01G15080	67.0412	8.18473
Os01g0388700	OMERI01G15090	99.5556	99.5556
Os01g0389200	OMERI01G15100	96.2121	98.8327
Os01g0390600	OMERI01G15110	96.0426	49.8814
Os01g0391100	OMERI09G02010	28.5714	38.2353
Os01g0392100	OMERI01G15160	98.3471	98.3471
Os01g0393100	OMERI01G15230	92.9878	92.7052
Os01g0393300	OMERI01G15240	60.4743	63.2231
Os01g0393400	OMERI01G15250	49.7585	75.1825
Os01g0495200	OMERI10G04170	84.9462	99.1632
Os01g0495900	OMERI01G15300	99.2867	99.2867
Os01g0497400	OMERI04G03830	97.7579	85.4902
Os01g0498200	OMERI01G15330	8.51064	8.82353
Os01g0498300	OMERI01G15340	98.5075	99.0619
Os01g0499300	OMERI01G15360	94.5946	71.8475
Os01g0500100	OMERI07G19370	45.8824	24.8408
Os01g0500500	OMERI01G15370	93.3501	98.9362
Os01g0500900	OMERI01G15380	99.7988	99.7988
Os01g0501000	OMERI01G15430	76.3158	69.0476
Os01g0501700	OMERI01G15450	99.4429	99.4429
Os01g0502300	OMERI01G15480	97.3244	75.1938
Os01g0502400	OMERI01G15500	98.7245	95.7921
Os01g0502700	OMERI01G15540	56.3218	96.7105
Os01g0503400	OMERI01G15830	84	99.3548
Os01g0504100	OMERI01G15860	99.4723	99.4723
Os01g0504500	OMERI01G15900	85.8566	74.9565
Os01g0505400	OMERI01G15940	98.7342	81.1092
Os01g0505600	OMERI01G15960	98.1043	100
Os01g0505700	OMERI01G15970	92.8934	68.2836
Os01g0506200	OMERI01G16020	90.9513	81.4969
Os01g0507300	OMERI01G16050	98.2818	79.2244
Os01g0507500	OMERI01G16060	99.0596	99.0596
Os01g0507700	OMERI01G16090	99.3377	99.3377
Os01g0507900	OMERI01G16100	61.465	91.9048
Os01g0508100	OMERI08G13810	93.2099	94.9686
Os01g0508500	OMERI01G16180	84.7953	90.625
Os01g0509750	OMERI01G16230	60.9929	41.7476
Os01g0509800	OMERI01G16230	43.2203	24.7573
Os01g0509900	OMERI01G16240	98.3516	95.8929
Os01g0510100	OMERI01G16260	99.1549	99.1549
Os01g0510200	OMERI01G16270	60.5263	66.9903
Os01g0510600	OMERI01G16300	98.4568	99.0683
Os01g0510800	OMERI01G16310	99.4455	99.4455
Os01g0511000	OMERI01G16320	69.8925	39.2749
Os01g0511100	OMERI01G16330	99.4012	99.4012
Os01g0511200	OMERI01G16340	93.985	91.5751
Os01g0511300	OMERI01G16350	99.2208	99.2208
Os01g0511400	OMERI11G11080	84.4828	25.9259
Os01g0511600	OMERI01G16370	79.8387	34.9823
Os01g0512100	OMERI01G16380	100	100
Os01g0512200	OMERI01G16390	97.2487	97.4549
Os01g0512800	OMERI01G16420	57.5758	91.0959
Os01g0513100	OMERI01G16430	100	32.334
Os01g0513200	OMERI01G16440	91	29.3548
