Gene stable ID	Brassica rapa gene stable ID	%id. target Brassica rapa gene identical to query gene	%id. query gene identical to target Brassica rapa gene
Os01g0151900	Bra027272	40.824	41.2879
Os01g0152000	Bra002305	37.277	38.5063
Os01g0152000	Bra005562	38.1221	39.5712
Os01g0152000	Bra005563	36.4319	40.2908
Os01g0152000	Bra006560	35.9624	37.1124
Os01g0152000	Bra006717	37.5587	40.3226
Os01g0152000	Bra007256	35.6808	39.6246
Os01g0152000	Bra018128	39.5305	40.4808
Os01g0152000	Bra018164	38.9671	40.6067
Os01g0152000	Bra018165	28.4507	40.508
Os01g0152000	Bra021289	35.5869	40.973
Os01g0152000	Bra022422	38.4038	40.6561
Os01g0152000	Bra027572	37.8404	39.901
Os01g0152000	Bra027938	37.7465	41.0623
Os01g0152000	Bra029191	35.493	38.9289
Os01g0152000	Bra035694	38.4038	40.8184
Os01g0152000	Bra035695	37.6526	40.1401
Os01g0152000	Bra036778	39.8122	41.2051
Os01g0152000	Bra037076	39.1549	41.2463
Os01g0152300	Bra000483	77.7778	76.7742
Os01g0152300	Bra002436	76.4706	82.9787
Os01g0152300	Bra002520	81.0458	82.6667
Os01g0152300	Bra003150	75.1634	83.3333
Os01g0152300	Bra006639	75.1634	79.8611
Os01g0152300	Bra006685	79.085	85.8156
Os01g0152300	Bra007018	77.1242	85.5072
Os01g0152300	Bra011930	77.1242	79.1946
Os01g0152300	Bra020275	74.5098	80.2817
Os01g0152300	Bra035677	77.1242	79.1946
Os01g0152300	Bra038267	73.8562	82.4818
Os01g0152300	Bra039810	76.4706	84.7826
Os01g0152600	Bra002305	39.5238	40.2522
Os01g0152600	Bra005562	39.8095	40.7407
Os01g0152600	Bra005563	37.619	41.0177
Os01g0152600	Bra006560	38.8571	39.5349
Os01g0152600	Bra006717	38	40.2218
Os01g0152600	Bra007256	35.9048	39.3118
Os01g0152600	Bra018128	38.5714	38.9423
Os01g0152600	Bra018164	38.8571	39.9217
Os01g0152600	Bra018165	28.7619	40.3743
Os01g0152600	Bra021289	35.5238	40.3243
Os01g0152600	Bra022422	38.6667	40.3579
Os01g0152600	Bra027572	37.2381	38.7129
Os01g0152600	Bra027938	37.9048	40.6537
Os01g0152600	Bra029191	34.9524	37.7961
Os01g0152600	Bra035694	38.0952	39.9202
Os01g0152600	Bra035695	37.5238	39.4394
Os01g0152600	Bra036778	39.1429	39.9417
Os01g0152600	Bra037076	39.0476	40.5539
Os01g0152800	Bra002305	38.6299	39.3792
Os01g0152800	Bra005562	39.2959	40.2534
Os01g0152800	Bra005563	37.5833	41.0177
Os01g0152800	Bra006560	37.2978	37.9845
Os01g0152800	Bra006717	38.725	41.0282
Os01g0152800	Bra007256	36.6318	40.146
Os01g0152800	Bra018128	39.1056	39.5192
Os01g0152800	Bra018164	39.3911	40.5088
Os01g0152800	Bra018165	29.1151	40.9091
Os01g0152800	Bra021289	36.0609	40.973
Os01g0152800	Bra022422	39.3911	41.1531
Os01g0152800	Bra027572	37.2027	38.7129
Os01g0152800	Bra027938	38.6299	41.4709
Os01g0152800	Bra029191	36.156	39.1349
Os01g0152800	Bra035694	38.1541	40.02
Os01g0152800	Bra035695	37.9638	39.9399
Os01g0152800	Bra036778	38.8202	39.6501
Os01g0152800	Bra037076	39.8668	41.4441
Os01g0152900	Bra000483	78.4314	77.4194
Os01g0152900	Bra002436	76.4706	82.9787
Os01g0152900	Bra002520	81.6993	83.3333
Os01g0152900	Bra003150	75.817	84.058
Os01g0152900	Bra006639	75.1634	79.8611
Os01g0152900	Bra006685	79.7386	86.5248
Os01g0152900	Bra007018	77.1242	85.5072
Os01g0152900	Bra011930	77.7778	79.8658
Os01g0152900	Bra020275	75.1634	80.9859
Os01g0152900	Bra035677	77.7778	79.8658
Os01g0152900	Bra038267	74.5098	83.2117
Os01g0152900	Bra039810	76.4706	84.7826
Os01g0153000	Bra002305	37.524	37.9243
Os01g0153000	Bra005562	38.3877	38.9864
Os01g0153000	Bra005563	36.5643	39.5639
Os01g0153000	Bra006560	37.1401	37.5
Os01g0153000	Bra006717	37.8119	39.7177
Os01g0153000	Bra007256	35.6046	38.6861
Os01g0153000	Bra018128	38.2917	38.3654
Os01g0153000	Bra018164	38.8676	39.6282
Os01g0153000	Bra018165	28.7908	40.107
Os01g0153000	Bra021289	35.7006	40.2162
Os01g0153000	Bra022422	37.9079	39.2644
Os01g0153000	Bra027572	37.2361	38.4158
Os01g0153000	Bra027938	37.9079	40.3473
Os01g0153000	Bra029191	35.1248	37.6931
Os01g0153000	Bra035694	36.4683	37.9242
Os01g0153000	Bra035695	36.0845	37.6376
Os01g0153000	Bra036778	38.1958	38.6783
Os01g0153000	Bra037076	38.3877	39.5648
Os01g0153100	Bra000483	80.3922	79.3548
Os01g0153100	Bra002436	76.4706	82.9787
Os01g0153100	Bra002520	81.6993	83.3333
Os01g0153100	Bra003150	75.817	84.058
Os01g0153100	Bra006639	75.1634	79.8611
Os01g0153100	Bra006685	79.7386	86.5248
Os01g0153100	Bra007018	77.1242	85.5072
Os01g0153100	Bra011930	79.7386	81.8792
Os01g0153100	Bra020275	76.4706	82.3944
Os01g0153100	Bra035677	79.7386	81.8792
Os01g0153100	Bra038267	75.1634	83.9416
Os01g0153100	Bra039810	76.4706	84.7826
Os01g0153200	Bra002524	31.5789	27.6923
Os01g0153200	Bra006689	31.5789	14.5749
Os01g0153200	Bra018689	30.7018	26.9231
Os01g0153200	Bra020280	30.7018	21.875
Os01g0153200	Bra030697	31.5789	27.6923
Os01g0153200	Bra031590	31.5789	27.6923
Os01g0153250	Bra002521	39.1639	39.6437
Os01g0153300	Bra000483	78.0645	78.0645
Os01g0153300	Bra002436	74.1936	81.5603
Os01g0153300	Bra002520	79.3548	82
Os01g0153300	Bra003150	74.1936	83.3333
Os01g0153300	Bra006639	72.9032	78.4722
Os01g0153300	Bra006685	77.4194	85.1064
Os01g0153300	Bra007018	76.129	85.5072
Os01g0153300	Bra011930	77.4194	80.5369
Os01g0153300	Bra020275	74.1936	80.9859
Os01g0153300	Bra035677	77.4194	80.5369
Os01g0153300	Bra038267	72.9032	82.4818
Os01g0153300	Bra039810	75.4839	84.7826
Os01g0153400	Bra011467	72.3958	40.4658
Os01g0153400	Bra017612	35.9375	27.6
Os01g0153400	Bra027447	35.6771	34.3358
Os01g0153400	Bra041070	40.625	18.3529
Os01g0153800	Bra005899	38.9646	42.8144
Os01g0153800	Bra009207	37.3297	41.2651
Os01g0155000	Bra005899	44.2136	44.6108
Os01g0155000	Bra009207	42.1365	42.7711
Os01g0155200	Bra038566	44.4043	45.0549
Os01g0155300	Bra011934	42.9412	36.0494
Os01g0155300	Bra018686	37.3529	21.1314
Os01g0155300	Bra035680	42.9412	35.4369
Os01g0155400	Bra005203	33.9326	25.0831
Os01g0155400	Bra008819	47.4157	31.213
Os01g0155400	Bra017192	40.8989	22.1142
Os01g0155400	Bra023420	45.618	30.5723
Os01g0155500	Bra000130	33.0128	37.7751
Os01g0155500	Bra002541	38.7821	43.7877
Os01g0155500	Bra018214	39.3162	44.1777
Os01g0155500	Bra033826	34.6154	44.8753
Os01g0157700	Bra005218	32.3276	21.6138
Os01g0157800	Bra005744	75	59.1549
Os01g0157800	Bra009555	72.3214	75
Os01g0157800	Bra023030	75.8929	73.913
Os01g0157800	Bra028855	75	75
Os01g0157800	Bra034080	72.3214	72.3214
Os01g0157900	Bra017207	56.5957	56.5957
Os01g0157900	Bra023098	57.0213	55.6017
Os01g0158000	Bra009550	30.6818	55.4795
Os01g0158000	Bra028852	59.4697	59.5825
Os01g0158200	Bra017294	50.7431	54.4419
Os01g0158400	Bra013428	35.2459	38.914
Os01g0158400	Bra013429	29.918	42.1965
Os01g0158400	Bra020949	36.8852	39.823
Os01g0158500	Bra010435	62.5418	63.1757
Os01g0158500	Bra019115	65.7191	66.6102
Os01g0158500	Bra026449	64.7157	61.6242
Os01g0158500	Bra027395	10.7023	36.5714
Os01g0158600	Bra000618	26.7385	27.4096
Os01g0158600	Bra001388	25.5632	28.6498
Os01g0158600	Bra001992	31.5377	31.1713
Os01g0158600	Bra007453	30.1665	32.6617
Os01g0158600	Bra013112	28.0118	30.4255
Os01g0158600	Bra013999	24.3879	30.1088
Os01g0158600	Bra020706	29.8727	31.9372
Os01g0158600	Bra031338	25.4652	30.445
Os01g0158600	Bra032740	24.5837	24.6562
Os01g0158600	Bra032741	24.6817	29.4737
Os01g0158600	Bra032746	24.5837	29.1183
Os01g0158600	Bra034161	24.2899	29.0058
Os01g0158600	Bra034278	23.4084	27.5982
Os01g0158600	Bra036871	24.8776	29.5693
Os01g0158600	Bra036874	25.4652	31.3631
Os01g0158600	Bra036875	23.6043	29.4982
Os01g0158600	Bra037254	31.8315	33.0957
Os01g0158900	Bra009123	50.9351	52.4349
Os01g0159200	Bra005740	51.0638	39.5062
Os01g0159200	Bra006656	44.6809	29.3706
Os01g0159200	Bra028848	51.0638	39.5062
Os01g0159300	Bra028576	6.18762	10.9541
Os01g0159400	Bra006879	74.3649	73.3485
Os01g0159400	Bra010066	14.0878	36.0947
Os01g0159800	Bra000177	18.9781	11.1588
Os01g0159800	Bra017024	21.8978	11.8577
Os01g0160100	Bra002942	79.397	78.089
Os01g0160100	Bra028896	77.8895	76.6063
Os01g0160100	Bra034044	75.8794	75.5
Os01g0160200	Bra000618	27.3959	28.4137
Os01g0160200	Bra001388	25.9439	29.4182
Os01g0160200	Bra001992	32.2362	32.2362
Os01g0160200	Bra007453	30.3001	33.1919
Os01g0160200	Bra013112	27.4927	30.2128
Os01g0160200	Bra013999	23.3301	29.1415
Os01g0160200	Bra020706	28.9448	31.3089
Os01g0160200	Bra031338	24.2982	29.3911
Os01g0160200	Bra032740	23.5237	23.8703
Os01g0160200	Bra032741	23.2333	28.0702
Os01g0160200	Bra032746	24.2014	29.0023
Os01g0160200	Bra034161	25.0726	30.2924
Os01g0160200	Bra034278	24.879	29.6767
Os01g0160200	Bra036871	24.0077	28.8708
Os01g0160200	Bra036874	24.0077	29.9156
Os01g0160200	Bra036875	22.8461	28.8862
Os01g0160200	Bra037254	30.9777	32.5866
Os01g0160700	Bra000618	27.4951	28.2129
Os01g0160700	Bra001388	26.2231	29.4182
Os01g0160700	Bra001992	31.9961	31.6554
Os01g0160700	Bra007453	30.3327	32.8738
Os01g0160700	Bra013112	28.4736	30.9574
Os01g0160700	Bra013999	24.5597	30.3507
Os01g0160700	Bra020706	29.8434	31.9372
Os01g0160700	Bra031338	24.9511	29.8595
Os01g0160700	Bra032740	23.7769	23.8703
Os01g0160700	Bra032741	23.1898	27.7193
Os01g0160700	Bra032746	24.8532	29.4664
Os01g0160700	Bra034161	24.9511	29.8246
Os01g0160700	Bra034278	24.0704	28.4065
Os01g0160700	Bra036871	24.9511	29.6857
Os01g0160700	Bra036874	25.2446	31.1218
Os01g0160700	Bra036875	23.7769	29.743
Os01g0160700	Bra037254	31.3112	32.5866
Os01g0161000	Bra000618	29.3413	19.6787
Os01g0161000	Bra001388	29.3413	21.5148
Os01g0161000	Bra001992	33.2335	21.4908
Os01g0161000	Bra007453	32.485	23.0117
Os01g0161000	Bra013112	30.8383	21.9149
Os01g0161000	Bra013999	28.4431	22.9746
Os01g0161000	Bra020706	30.0898	21.0471
Os01g0161000	Bra031338	25.1497	19.6721
Os01g0161000	Bra032740	28.1437	18.4676
Os01g0161000	Bra032741	27.2455	21.2866
Os01g0161000	Bra032746	28.1437	21.8097
Os01g0161000	Bra034161	28.7425	22.4561
Os01g0161000	Bra034278	27.0958	20.9007
Os01g0161000	Bra036871	28.2934	22.0023
Os01g0161000	Bra036874	28.2934	22.7986
Os01g0161000	Bra036875	26.9461	22.0318
Os01g0161000	Bra037254	34.4311	23.4216
Os01g0161300	Bra000618	21.9921	22.3896
Os01g0161300	Bra001388	23.0769	25.6861
Os01g0161300	Bra001992	26.9231	26.4279
Os01g0161300	Bra007453	24.7535	26.6172
Os01g0161300	Bra013112	22.9783	24.7872
Os01g0161300	Bra013999	21.6963	26.6022
Os01g0161300	Bra020706	26.5286	28.1675
Os01g0161300	Bra031338	20.4142	24.2389
Os01g0161300	Bra032740	21.6963	21.611
Os01g0161300	Bra032741	21.3018	25.2632
Os01g0161300	Bra032746	21.1045	24.826
Os01g0161300	Bra034161	21.3018	25.2632
Os01g0161300	Bra034278	21.499	25.1732
Os01g0161300	Bra036871	21.0059	24.7963
Os01g0161300	Bra036874	21.499	26.2967
Os01g0161300	Bra036875	20.6114	25.5814
Os01g0161300	Bra037254	24.2604	25.0509
Os01g0162300	Bra005429	32.716	17.8151
Os01g0162300	Bra005510	30.8642	11.7647
Os01g0162300	Bra005525	35.4938	14.5939
Os01g0162300	Bra005527	35.8025	14.5363
Os01g0162300	Bra005528	35.1852	15.5313
Os01g0162300	Bra005529	25.9259	11.6505
Os01g0162300	Bra005530	37.037	14.9813
Os01g0162300	Bra005534	37.3457	17.7941
Os01g0162300	Bra005567	36.7284	12.0324
Os01g0162300	Bra015382	34.5679	20.5882
Os01g0162300	Bra015384	34.8765	20.8103
Os01g0162300	Bra021746	36.7284	13.4615
Os01g0162300	Bra021748	37.037	15.7068
Os01g0162300	Bra021749	37.6543	14.7521
Os01g0162300	Bra021750	30.8642	11.7233
Os01g0162300	Bra021751	36.1111	14.8666
Os01g0162300	Bra021802	36.7284	15.6579
Os01g0162300	Bra021803	35.8025	15.6334
Os01g0162300	Bra021805	35.8025	13.9928
Os01g0162300	Bra021806	36.7284	13.4312
Os01g0162300	Bra021824	36.4198	13.3033
Os01g0162300	Bra021842	36.4198	15.8816
Os01g0162300	Bra021868	34.8765	13.7136
Os01g0162300	Bra021913	37.037	14.4231
Os01g0162300	Bra022894	36.7284	15.1015
Os01g0162300	Bra022907	36.4198	7.68229
Os01g0162300	Bra030601	35.4938	14.8579
Os01g0162300	Bra032039	37.037	13.6364
Os01g0162300	Bra032485	38.5802	15.4131
Os01g0162300	Bra032486	28.7037	12.4166
Os01g0162300	Bra035707	37.6543	17.8363
Os01g0162800	Bra000618	27.4225	28.4137
Os01g0162800	Bra001388	26.8411	30.4061
Os01g0162800	Bra001992	30.3295	30.3001
Os01g0162800	Bra007453	27.8101	30.4348
Os01g0162800	Bra013112	28.0039	30.7447
Os01g0162800	Bra013999	23.6434	29.5042
Os01g0162800	Bra020706	28.876	31.2042
Os01g0162800	Bra031338	25.2907	30.5621
Os01g0162800	Bra032740	24.3217	24.6562
Os01g0162800	Bra032741	24.1279	29.1228
Os01g0162800	Bra032746	24.8062	29.6984
Os01g0162800	Bra034161	25.8721	31.2281
Os01g0162800	Bra034278	24.1279	28.7529
Os01g0162800	Bra036871	24.7093	29.6857
Os01g0162800	Bra036874	24.7093	30.76
Os01g0162800	Bra036875	23.4496	29.6206
Os01g0162800	Bra037254	28.4884	29.9389
Os01g0163000	Bra000618	29.8354	29.1165
Os01g0163000	Bra001388	28.0864	29.9671
Os01g0163000	Bra001992	33.642	31.6554
Os01g0163000	Bra007453	33.1276	34.1463
Os01g0163000	Bra013112	30.2469	31.2766
Os01g0163000	Bra013999	25.9259	30.4716
Os01g0163000	Bra020706	30.7613	31.3089
Os01g0163000	Bra031338	27.1605	30.9133
Os01g0163000	Bra032740	26.6461	25.442
Os01g0163000	Bra032741	26.4403	30.0585
Os01g0163000	Bra032746	26.1317	29.4664
Os01g0163000	Bra034161	25.4115	28.8889
Os01g0163000	Bra034278	26.5432	29.7921
Os01g0163000	Bra036871	26.2346	29.6857
Os01g0163000	Bra036874	26.9547	31.6043
Os01g0163000	Bra036875	25.4115	30.2326
Os01g0163000	Bra037254	33.642	33.2994
Os01g0164075	Bra009116	31.4607	30.2703
Os01g0164075	Bra028756	30.8989	29.4118
Os01g0164300	Bra009116	35.0515	36.7568
Os01g0164300	Bra028756	35.0515	36.3636
Os01g0164400	Bra002647	73.9583	33.4118
Os01g0164400	Bra006763	73.9583	10.4412
Os01g0164400	Bra009676	29.6875	35.1852
Os01g0164400	Bra020366	70.3125	28.7846
Os01g0164500	Bra009114	55.3323	60.1681
Os01g0164500	Bra022639	14.9923	46.4115
Os01g0164500	Bra028757	55.9505	60.9428
Os01g0164600	Bra018331	50.1511	54.9669
Os01g0164700	Bra035850	36.1538	14.7335
Os01g0164700	Bra038617	36.1538	13.9466
Os01g0164800	Bra005674	42.6877	10.1887
Os01g0164800	Bra037060	37.9447	8.29016
Os01g0164900	Bra005674	7.69231	3.49057
Os01g0164900	Bra037060	7.27651	3.02245
Os01g0165100	Bra004964	47.2112	50.4255
Os01g0165100	Bra024275	49.004	48.9066
Os01g0165200	Bra009642	31.1429	35.1613
Os01g0165600	Bra015540	42.9412	43.1953
Os01g0165600	Bra018326	42.9412	41.0112
Os01g0165600	Bra021621	41.7647	39.6648
Os01g0165600	Bra022784	41.7647	40.3409
Os01g0165600	Bra030668	43.5294	45.122
Os01g0165600	Bra031549	42.3529	43.1138
Os01g0166100	Bra004963	57.7039	57.3574
Os01g0166100	Bra007222	58.6103	59.6923
Os01g0166300	Bra004963	52.7027	35.1351
Os01g0166300	Bra007222	54.5045	37.2308
Os01g0166400	Bra011621	32.8283	33.5052
Os01g0166400	Bra017719	35.3535	36.0825
Os01g0166700	Bra006870	35.8407	37.8505
Os01g0166700	Bra012840	39.3805	41.3953
Os01g0166800	Bra004578	11.5578	54.3307
Os01g0166800	Bra016985	47.2362	49.5606
Os01g0167500	Bra015535	80.3371	80.5634
Os01g0167500	Bra030664	80.8989	80.4469
Os01g0167500	Bra031543	80.8989	80.8989
Os01g0167750	Bra012087	41.7197	19.924
Os01g0167900	Bra002661	33.3333	26.0398
Os01g0167900	Bra006773	31.4815	27.5304
Os01g0167900	Bra020375	27.5463	23.2877
Os01g0167900	Bra021638	32.4074	27.027
Os01g0167900	Bra022804	23.8426	37.4545
Os01g0168100	Bra002661	28.8364	30.9222
Os01g0168100	Bra006773	25.801	30.9717
Os01g0168100	Bra020375	23.1029	26.8102
Os01g0168100	Bra021638	30.1855	34.556
Os01g0168100	Bra022804	17.5379	37.8182
Os01g0168200	Bra001346	67.1756	53.6585
Os01g0168200	Bra040055	62.5954	59.854
Os01g0168300	Bra004587	52.8947	55.6787
Os01g0168300	Bra007246	53.6842	55.2846
Os01g0168300	Bra016969	16.0526	31.1224
Os01g0168400	Bra006081	64.1686	64.1686
Os01g0168500	Bra016968	63.789	65.1961
Os01g0168800	Bra002376	22.619	35.3488
Os01g0168800	Bra011425	32.7381	35.7143
Os01g0168800	Bra020161	33.0357	35.5769
Os01g0168800	Bra037017	32.1429	35.5263
Os01g0169400	Bra025294	35.8566	68.1818
Os01g0169400	Bra033019	35.8566	68.1818
Os01g0169400	Bra035860	41.4343	59.0909
Os01g0169400	Bra038606	43.0279	59.6685
Os01g0169400	Bra039072	36.6534	70.229
Os01g0169500	Bra025295	36.4821	36.4425
Os01g0169800	Bra007042	14.0039	31.0044
Os01g0169800	Bra007924	36.8836	49.0814
Os01g0169800	Bra013823	39.645	45.1685
Os01g0169800	Bra016203	37.0809	49.3438
Os01g0169800	Bra024582	34.1223	44.5876
Os01g0169800	Bra024585	34.3195	45.6693
Os01g0169900	Bra023474	36.0345	38.9925
Os01g0170000	Bra025579	61.5385	26.7696
Os01g0170100	Bra011494	43.75	13.4312
Os01g0170100	Bra011498	43.75	27.4194
Os01g0170500	Bra037938	62.7635	63.9618
Os01g0170600	Bra001649	0	0
Os01g0170600	Bra021214	0	0
Os01g0170600	Bra022190	0	0
Os01g0170600	Bra038472	0	0
Os01g0170800	Bra039761	35.6589	25.8912
Os01g0171000	Bra031479	58.5987	67.6471
Os01g0171800	Bra033026	37.8698	40.8946
Os01g0171800	Bra035871	49.4083	48.2659
Os01g0171800	Bra038595	48.5207	47.8134
Os01g0172000	Bra004431	59.2593	19.0024
Os01g0172100	Bra001003	48.855	50.3937
Os01g0172200	Bra001004	52.9644	63.2075
Os01g0172200	Bra023478	52.5692	59.0237
Os01g0172200	Bra040699	51.2516	63.8752
Os01g0172300	Bra016664	30.6452	25.1101
Os01g0172300	Bra026142	30.1075	35.8974
Os01g0172300	Bra026772	27.957	26.943
Os01g0172600	Bra000228	70.0441	48.6239
Os01g0172600	Bra016930	69.6035	48.4663
Os01g0172800	Bra004623	38.2199	41.2429
Os01g0172800	Bra016931	36.6492	38.2514
Os01g0172900	Bra025631	30.5085	21.327
Os01g0173000	Bra040959	47.541	51.7857
Os01g0173100	Bra005449	66.4474	77.6923
Os01g0173100	Bra010843	65.7895	76.9231
Os01g0173100	Bra030127	67.1053	78.4615
Os01g0173100	Bra032296	66.4474	77.6923
Os01g0173600	Bra008491	44.6512	57.485
Os01g0173600	Bra016662	43.2558	53.4483
Os01g0173600	Bra026138	43.2558	53.4483
Os01g0173600	Bra026768	42.7907	55.0898
Os01g0173900	Bra001490	61.1296	62.2042
Os01g0174000	Bra001671	17.5793	40.6667
Os01g0174000	Bra021258	17.0029	40.411
Os01g0174000	Bra022225	13.5447	40.5172
Os01g0174100	Bra006540	25.2252	25.4545
Os01g0174100	Bra008489	32.4324	28.8
Os01g0174100	Bra026134	30.6306	24.4604
Os01g0174100	Bra026765	31.5315	24.6479
Os01g0174300	Bra006538	67.8457	64.3293
Os01g0174500	Bra013902	30.6931	32.9787
Os01g0174600	Bra013902	2.50896	2.48227
Os01g0174700	Bra034312	55.5781	51.7958
Os01g0174900	Bra021125	44.3243	49.1018
Os01g0174900	Bra027220	42.1622	45.614
Os01g0175000	Bra001602	66.1479	63.4328
Os01g0175000	Bra021124	66.1479	66.6667
Os01g0175000	Bra027221	64.9805	67.3387
Os01g0175000	Bra030370	62.2568	60.8365
Os01g0175000	Bra030973	64.2023	64.7059
Os01g0175100	Bra001600	28.9855	36.036
Os01g0175100	Bra030367	26.087	36.7347
Os01g0175600	Bra008167	62.7976	61.7862
Os01g0175600	Bra009840	61.756	62.6888
Os01g0175600	Bra037053	62.2024	63.4294
Os01g0175700	Bra008167	63.0952	62.0791
Os01g0175700	Bra009840	61.3095	62.2356
Os01g0175700	Bra037053	62.6488	63.8847
Os01g0175850	Bra026546	23.6934	23.1293
Os01g0176000	Bra005241	42.3695	42.5403
Os01g0176000	Bra005242	43.1727	43.3468
Os01g0176000	Bra005243	40.3614	43.6009
Os01g0176000	Bra005245	42.1687	42.4242
Os01g0176000	Bra005246	41.3655	41.6162
Os01g0176000	Bra006971	41.1647	40.8367
Os01g0176000	Bra006972	39.9598	39.7206
Os01g0176000	Bra006973	41.3655	42.0408
Os01g0176000	Bra017224	41.7671	41.9355
Os01g0176000	Bra017463	38.5542	40.2516
Os01g0176000	Bra023079	42.3695	44.3277
Os01g0176000	Bra023080	38.755	43.5666
Os01g0176000	Bra023081	43.3735	43.5484
Os01g0176000	Bra040690	41.7671	41.0256
Os01g0176100	Bra005241	41.1178	41.5323
Os01g0176100	Bra005242	42.515	42.9436
Os01g0176100	Bra005243	38.3234	41.6486
Os01g0176100	Bra005245	40.9182	41.4141
Os01g0176100	Bra005246	40.519	41.0101
Os01g0176100	Bra006971	41.517	41.4343
Os01g0176100	Bra006972	41.517	41.517
Os01g0176100	Bra006973	41.3174	42.2449
Os01g0176100	Bra017224	40.9182	41.3306
Os01g0176100	Bra017463	37.9242	39.8323
Os01g0176100	Bra023079	40.1198	42.2269
Os01g0176100	Bra023080	37.1257	41.9865
Os01g0176100	Bra023081	41.7166	42.1371
Os01g0176100	Bra040690	41.9162	41.4201
Os01g0176200	Bra005241	42.4547	42.5403
Os01g0176200	Bra005242	42.8571	42.9436
Os01g0176200	Bra005243	40.6439	43.8178
Os01g0176200	Bra005245	42.4547	42.6263
Os01g0176200	Bra005246	41.8511	42.0202
Os01g0176200	Bra006971	42.2535	41.8327
Os01g0176200	Bra006972	41.6499	41.3174
Os01g0176200	Bra006973	42.2535	42.8571
Os01g0176200	Bra017224	42.0523	42.1371
Os01g0176200	Bra017463	38.6318	40.2516
Os01g0176200	Bra023079	41.6499	43.4874
Os01g0176200	Bra023080	38.0282	42.6637
Os01g0176200	Bra023081	42.2535	42.3387
Os01g0176200	Bra040690	43.4608	42.6035
Os01g0176300	Bra021146	38.3459	39.7196
Os01g0176400	Bra001599	40.7216	17.9545
Os01g0176400	Bra018987	38.6598	16.6297
Os01g0176400	Bra027228	43.299	24.6334
Os01g0176500	Bra021121	36.7788	45
Os01g0176500	Bra027229	36.899	44.7522
Os01g0176700	Bra025115	35.8491	40.4255
Os01g0176700	Bra026548	35.4298	40.0474
Os01g0176800	Bra018988	40.7136	42.1801
Os01g0177200	Bra001797	69.8992	67.6829
Os01g0177200	Bra035762	69.8992	69.6361
Os01g0177400	Bra008480	35.6757	36.8715
Os01g0177400	Bra008481	33.2432	35.0427
Os01g0177400	Bra020909	34.5946	36.5714
Os01g0177400	Bra026122	36.4865	37.6045
Os01g0177400	Bra026757	36.2162	37.4302
Os01g0177900	Bra034314	71.4586	71.7606
Os01g0178000	Bra003562	67.5127	67.5127
Os01g0178000	Bra008478	68.0203	64.7343
Os01g0178000	Bra035187	64.9746	64.9746
Os01g0178100	Bra002277	38.9151	43.5356
Os01g0178200	Bra002275	51.6517	59.7222
Os01g0178700	Bra008475	42.2535	44.4444
Os01g0178700	Bra011359	47.1831	48.2014
Os01g0178700	Bra040087	47.6526	47.9905
Os01g0179200	Bra001945	60.4651	56.6758
Os01g0179200	Bra015036	59.3023	59.3023
Os01g0179200	Bra028370	47.6744	55.2189
Os01g0179300	Bra007782	47.1299	51.3158
Os01g0179300	Bra011361	44.713	48.0519
Os01g0179300	Bra037050	40.1813	47.6702
Os01g0179300	Bra040088	44.713	47.7419
Os01g0179400	Bra034267	56.1124	57.7628
Os01g0179500	Bra011364	26.8089	22.973
Os01g0179600	Bra012780	31.4168	26.3339
Os01g0179600	Bra015435	17.8645	36.5546
Os01g0179600	Bra017882	32.6489	34.4902
Os01g0179600	Bra031483	33.4702	34.6809
Os01g0179600	Bra033494	37.7823	38.5744
Os01g0179600	Bra038079	33.0595	35.6984
Os01g0179600	Bra038080	36.7556	37.605
Os01g0179600	Bra038445	34.4969	37.0044
Os01g0179800	Bra001949	52.4941	53.7713
Os01g0179800	Bra015042	51.7815	53.6946
Os01g0179800	Bra015111	10.2138	44.3299
Os01g0179800	Bra034880	49.8812	50.2392
Os01g0180000	Bra001950	52.1154	35.8466
Os01g0180000	Bra009850	37.1154	46.0621
Os01g0180000	Bra013339	55.9615	38.3905
Os01g0180300	Bra001618	31.201	33.0567
Os01g0180300	Bra019290	16.8407	35.2459
Os01g0180300	Bra021153	13.8381	25.7908
Os01g0180300	Bra027196	34.0731	36.25
Os01g0180400	Bra000551	30.8511	22.7451
Os01g0180400	Bra003541	23.4043	15.8273
Os01g0180400	Bra007780	31.9149	20.2703
Os01g0180400	Bra008960	33.5106	22.9091
Os01g0180400	Bra023326	21.8085	17.9825
Os01g0180600	Bra028373	45.8333	50.5861
Os01g0180700	Bra009852	25.4789	31.5914
Os01g0180800	Bra014713	71.0059	73.7101
Os01g0180800	Bra039679	71.5976	73.9609
Os01g0182200	Bra002151	47.1545	47.7366
Os01g0182200	Bra031946	50	51.4644
Os01g0182200	Bra040150	51.2195	49.6063
Os01g0182400	Bra010686	22.0238	20.9434
Os01g0182500	Bra000694	22.2772	23.6842
Os01g0182500	Bra024327	20.7921	24.1379
Os01g0182500	Bra037888	22.7723	24.2105
