Gene stable ID	Medicago truncatula gene stable ID	%id. target Medicago truncatula gene identical to query gene	%id. query gene identical to target Medicago truncatula gene
Os01g0116000	MTR_1g027930	20.4678	46.3576
Os01g0116000	MTR_1g027990	34.7953	33.3801
Os01g0116000	MTR_1g028020	28.2164	28.0932
Os01g0116000	MTR_1g028100	27.3392	45.3883
Os01g0116000	MTR_1g028170	27.6316	43.0524
Os01g0116000	MTR_1g028280	35.2339	34.7262
Os01g0116000	MTR_1g031200	28.8012	37.9576
Os01g0116000	MTR_1g031280	32.7485	33.6842
Os01g0116000	MTR_1g031400	16.3743	42.1053
Os01g0116000	MTR_1g031430	14.3275	48.7562
Os01g0116000	MTR_1g031510	32.3099	34.7484
Os01g0116000	MTR_1g031520	33.4795	36.465
Os01g0116000	MTR_1g031530	25.2924	50
Os01g0116000	MTR_1g031560	33.3333	35.1852
Os01g0116000	MTR_3g028630	26.7544	43.2624
Os01g0116000	MTR_4g073220	31.4327	30.0699
Os01g0116000	MTR_6g045030	27.3392	44.208
Os01g0116200	MTR_1g026990	23.8028	51.2121
Os01g0116200	MTR_1g027030	32.5352	30.4348
Os01g0116200	MTR_1g027050	33.3803	31.1842
Os01g0116200	MTR_1g027070	33.8028	33.195
Os01g0116200	MTR_1g027140	33.0986	31.0436
Os01g0116200	MTR_1g027160	23.5211	50.6061
Os01g0116200	MTR_1g027250	23.5211	50.7599
Os01g0116200	MTR_1g027320	22.3944	47.8916
Os01g0116200	MTR_1g027410	25.2113	44.4169
Os01g0116200	MTR_1g027440	27.1831	32.4916
Os01g0116200	MTR_1g027460	24.3662	48.5955
Os01g0116200	MTR_1g027540	25.2113	41.4352
Os01g0116200	MTR_1g027680	35.6338	35.3846
Os01g0116200	MTR_1g027730	24.507	49.4318
Os01g0116200	MTR_1g027830	28.5915	29.7218
Os01g0116200	MTR_1g027840	24.3662	48.5955
Os01g0116200	MTR_1g027930	19.5775	46.0265
Os01g0116200	MTR_1g027990	35.7746	35.6241
Os01g0116200	MTR_1g028020	26.6197	27.5109
Os01g0116200	MTR_1g028100	26.338	45.3883
Os01g0116200	MTR_1g028170	26.338	42.5968
Os01g0116200	MTR_1g028280	33.3803	34.1499
Os01g0116200	MTR_1g031200	28.8732	39.499
Os01g0116200	MTR_1g031280	31.831	33.985
Os01g0116200	MTR_1g031400	15.493	41.3534
Os01g0116200	MTR_1g031430	13.5211	47.7612
Os01g0116200	MTR_1g031510	31.5493	35.2201
Os01g0116200	MTR_1g031520	31.9718	36.1465
Os01g0116200	MTR_1g031530	24.0845	49.422
Os01g0116200	MTR_1g031560	31.831	34.8765
Os01g0116200	MTR_3g028630	25.7746	43.2624
Os01g0116200	MTR_4g073220	30.5634	30.3496
Os01g0116200	MTR_6g045030	26.1972	43.9716
Os01g0116400	MTR_1g026990	24.8154	50.9091
Os01g0116400	MTR_1g027030	34.4165	30.6983
Os01g0116400	MTR_1g027050	34.5643	30.7895
Os01g0116400	MTR_1g027070	35.3028	33.0567
Os01g0116400	MTR_1g027140	34.712	31.0436
Os01g0116400	MTR_1g027160	24.6677	50.6061
Os01g0116400	MTR_1g027250	24.8154	51.0638
Os01g0116400	MTR_1g027320	23.486	47.8916
Os01g0116400	MTR_1g027410	26.1448	43.9206
Os01g0116400	MTR_1g027440	27.6219	31.4815
Os01g0116400	MTR_1g027460	25.5539	48.5955
Os01g0116400	MTR_1g027540	26.5879	41.6667
Os01g0116400	MTR_1g027680	34.712	32.8671
Os01g0116400	MTR_1g027730	25.8493	49.7159
Os01g0116400	MTR_1g027830	30.2806	30.0146
Os01g0116400	MTR_1g027840	26.4402	50.2809
Os01g0116400	MTR_1g027930	21.5657	48.3444
Os01g0116400	MTR_1g027990	34.4165	32.6788
Os01g0116400	MTR_1g028020	27.9173	27.5109
Os01g0116400	MTR_1g028100	28.065	46.1165
Os01g0116400	MTR_1g028170	27.7696	42.8246
Os01g0116400	MTR_1g028280	34.1211	33.2853
Os01g0116400	MTR_1g031200	29.8375	38.921
Os01g0116400	MTR_1g031280	32.7917	33.3835
Os01g0116400	MTR_1g031400	16.1004	40.9774
Os01g0116400	MTR_1g031430	14.9188	50.2488
Os01g0116400	MTR_1g031510	32.9394	35.0629
Os01g0116400	MTR_1g031520	33.2349	35.828
Os01g0116400	MTR_1g031530	26.1448	51.1561
Os01g0116400	MTR_1g031560	33.678	35.1852
Os01g0116400	MTR_3g028630	27.031	43.2624
Os01g0116400	MTR_4g073220	31.0192	29.3706
Os01g0116400	MTR_6g045030	27.6219	44.208
Os01g0116600	MTR_8g087950	54.1985	45.6885
Os01g0116800	MTR_1g026990	44.9468	51.2121
Os01g0116800	MTR_1g027030	47.8723	23.7154
Os01g0116800	MTR_1g027050	48.6702	24.0789
Os01g0116800	MTR_1g027070	49.4681	25.7261
Os01g0116800	MTR_1g027140	47.8723	23.7781
Os01g0116800	MTR_1g027160	44.4149	50.6061
Os01g0116800	MTR_1g027250	44.9468	51.3678
Os01g0116800	MTR_1g027320	43.617	49.3976
Os01g0116800	MTR_1g027410	45.7447	42.6799
Os01g0116800	MTR_1g027440	44.1489	27.9461
Os01g0116800	MTR_1g027460	46.5426	49.1573
Os01g0116800	MTR_1g027540	45.7447	39.8148
Os01g0116800	MTR_1g027680	51.0638	26.8531
Os01g0116800	MTR_1g027730	47.0745	50.2841
Os01g0116800	MTR_1g027830	47.6064	26.2079
Os01g0116800	MTR_1g027840	47.6064	50.2809
Os01g0116800	MTR_1g027930	39.0957	48.6755
Os01g0116800	MTR_1g027990	49.4681	26.087
Os01g0116800	MTR_1g028020	48.6702	26.6376
Os01g0116800	MTR_1g028100	49.2021	44.9029
Os01g0116800	MTR_1g028170	49.2021	42.1412
Os01g0116800	MTR_1g028280	48.1383	26.0807
Os01g0116800	MTR_1g031200	48.4043	35.0674
Os01g0116800	MTR_1g031280	48.6702	27.5188
Os01g0116800	MTR_1g031400	25.7979	36.4662
Os01g0116800	MTR_1g031430	27.3936	51.2438
Os01g0116800	MTR_1g031510	48.9362	28.9308
Os01g0116800	MTR_1g031520	48.4043	28.9809
Os01g0116800	MTR_1g031530	47.0745	51.1561
Os01g0116800	MTR_1g031560	48.4043	28.0864
Os01g0116800	MTR_3g028630	48.9362	43.4988
Os01g0116800	MTR_4g073220	46.5426	24.4755
Os01g0116800	MTR_6g045030	49.2021	43.7352
Os01g0117000	MTR_1g026990	20.9459	46.9697
Os01g0117000	MTR_1g027030	31.0811	30.303
Os01g0117000	MTR_1g027050	31.3514	30.5263
Os01g0117000	MTR_1g027070	31.7568	32.5035
Os01g0117000	MTR_1g027140	31.3514	30.6473
Os01g0117000	MTR_1g027160	20.5405	46.0606
Os01g0117000	MTR_1g027250	20.6757	46.5046
Os01g0117000	MTR_1g027320	19.8649	44.2771
Os01g0117000	MTR_1g027410	21.7568	39.9504
Os01g0117000	MTR_1g027440	25	31.1448
Os01g0117000	MTR_1g027460	21.0811	43.8202
Os01g0117000	MTR_1g027540	22.2973	38.1944
Os01g0117000	MTR_1g027680	31.3514	32.4476
Os01g0117000	MTR_1g027730	22.027	46.3068
Os01g0117000	MTR_1g027830	26.4865	28.6969
Os01g0117000	MTR_1g027840	22.1622	46.0674
Os01g0117000	MTR_1g027930	18.2432	44.702
Os01g0117000	MTR_1g027990	30.6757	31.8373
Os01g0117000	MTR_1g028020	24.0541	25.9098
Os01g0117000	MTR_1g028100	23.7838	42.7184
Os01g0117000	MTR_1g028170	23.9189	40.3189
Os01g0117000	MTR_1g028280	30.4054	32.4207
Os01g0117000	MTR_1g031200	26.6216	37.9576
Os01g0117000	MTR_1g031280	30.1351	33.5338
Os01g0117000	MTR_1g031400	13.2432	36.8421
Os01g0117000	MTR_1g031430	11.8919	43.7811
Os01g0117000	MTR_1g031510	29.8649	34.7484
Os01g0117000	MTR_1g031520	29.3243	34.5541
Os01g0117000	MTR_1g031530	22.2973	47.6879
Os01g0117000	MTR_1g031560	29.4595	33.642
Os01g0117000	MTR_3g028630	22.7027	39.7163
Os01g0117000	MTR_4g073220	27.027	27.972
Os01g0117000	MTR_6g045030	23.5135	41.1348
Os01g0117200	MTR_1g026990	23.9281	52.4242
Os01g0117200	MTR_1g027030	33.61	32.0158
Os01g0117200	MTR_1g027050	33.3333	31.7105
Os01g0117200	MTR_1g027070	34.3015	34.3015
Os01g0117200	MTR_1g027140	33.7483	32.2325
Os01g0117200	MTR_1g027160	23.6515	51.8182
Os01g0117200	MTR_1g027250	23.6515	51.9757
Os01g0117200	MTR_1g027320	22.6833	49.3976
Os01g0117200	MTR_1g027410	24.758	44.4169
Os01g0117200	MTR_1g027440	27.6625	33.67
Os01g0117200	MTR_1g027460	24.4813	49.7191
Os01g0117200	MTR_1g027540	25.0346	41.8981
Os01g0117200	MTR_1g027680	34.9931	35.3846
Os01g0117200	MTR_1g027730	24.758	50.8523
Os01g0117200	MTR_1g027830	28.2158	29.8682
Os01g0117200	MTR_1g027840	24.343	49.4382
Os01g0117200	MTR_1g027930	19.6404	47.0199
Os01g0117200	MTR_1g027990	35.2697	35.7644
Os01g0117200	MTR_1g028020	27.6625	29.1121
Os01g0117200	MTR_1g028100	26.8326	47.0874
Os01g0117200	MTR_1g028170	26.2794	43.2802
Os01g0117200	MTR_1g028280	32.7801	34.1499
Os01g0117200	MTR_1g031200	28.9073	40.2697
Os01g0117200	MTR_1g031280	32.7801	35.6391
Os01g0117200	MTR_1g031400	15.491	42.1053
Os01g0117200	MTR_1g031430	13.278	47.7612
Os01g0117200	MTR_1g031510	32.2268	36.6352
Os01g0117200	MTR_1g031520	32.5035	37.4204
Os01g0117200	MTR_1g031530	24.0664	50.289
Os01g0117200	MTR_1g031560	31.9502	35.6481
Os01g0117200	MTR_3g028630	25.5878	43.7352
Os01g0117200	MTR_4g073220	30.2905	30.6294
Os01g0117200	MTR_6g045030	26.556	45.3901
Os01g0117400	MTR_1g026990	45.8937	28.7879
Os01g0117400	MTR_1g027030	46.8599	12.78
Os01g0117400	MTR_1g027050	47.343	12.8947
Os01g0117400	MTR_1g027070	47.343	13.5546
Os01g0117400	MTR_1g027140	47.343	12.9458
Os01g0117400	MTR_1g027160	45.8937	28.7879
Os01g0117400	MTR_1g027250	45.8937	28.8754
Os01g0117400	MTR_1g027320	44.9275	28.012
Os01g0117400	MTR_1g027410	43.9614	22.5806
Os01g0117400	MTR_1g027440	40.5797	14.1414
Os01g0117400	MTR_1g027460	44.4444	25.8427
Os01g0117400	MTR_1g027540	45.4106	21.7593
Os01g0117400	MTR_1g027680	49.2754	14.2657
Os01g0117400	MTR_1g027730	45.4106	26.7045
Os01g0117400	MTR_1g027830	46.8599	14.2021
Os01g0117400	MTR_1g027840	46.3768	26.9663
Os01g0117400	MTR_1g027930	45.8937	31.457
Os01g0117400	MTR_1g027990	47.8261	13.885
Os01g0117400	MTR_1g028020	47.343	14.2649
Os01g0117400	MTR_1g028100	47.343	23.7864
Os01g0117400	MTR_1g028170	47.343	22.3235
Os01g0117400	MTR_1g028280	45.8937	13.6888
Os01g0117400	MTR_1g031200	47.8261	19.0751
Os01g0117400	MTR_1g031280	48.3092	15.0376
Os01g0117400	MTR_1g031400	35.2657	27.4436
Os01g0117400	MTR_1g031430	49.2754	50.7463
Os01g0117400	MTR_1g031510	48.3092	15.7233
Os01g0117400	MTR_1g031520	47.343	15.6051
Os01g0117400	MTR_1g031530	48.3092	28.9017
Os01g0117400	MTR_1g031560	47.8261	15.2778
Os01g0117400	MTR_3g028630	48.3092	23.6407
Os01g0117400	MTR_4g073220	42.9952	12.4476
Os01g0117400	MTR_6g045030	46.8599	22.9314
Os01g0117600	MTR_1g026990	23.3658	50.9091
Os01g0117600	MTR_1g027030	34.2142	32.4111
Os01g0117600	MTR_1g027050	33.6579	31.8421
Os01g0117600	MTR_1g027070	34.7705	34.5781
Os01g0117600	MTR_1g027140	34.3533	32.6288
Os01g0117600	MTR_1g027160	23.2267	50.6061
Os01g0117600	MTR_1g027250	23.3658	51.0638
Os01g0117600	MTR_1g027320	22.6704	49.0964
Os01g0117600	MTR_1g027410	24.2003	43.1762
Os01g0117600	MTR_1g027440	26.9819	32.6599
Os01g0117600	MTR_1g027460	23.9221	48.3146
Os01g0117600	MTR_1g027540	24.4784	40.7407
Os01g0117600	MTR_1g027680	34.6314	34.8252
Os01g0117600	MTR_1g027730	24.3394	49.7159
Os01g0117600	MTR_1g027830	28.79	30.3075
Os01g0117600	MTR_1g027840	24.6175	49.7191
Os01g0117600	MTR_1g027930	20.4451	48.6755
Os01g0117600	MTR_1g027990	34.3533	34.6424
Os01g0117600	MTR_1g028020	26.7038	27.9476
Os01g0117600	MTR_1g028100	26.4256	46.1165
Os01g0117600	MTR_1g028170	26.5647	43.508
Os01g0117600	MTR_1g028280	32.8234	34.0058
Os01g0117600	MTR_1g031200	29.2072	40.4624
Os01g0117600	MTR_1g031280	32.267	34.8872
Os01g0117600	MTR_1g031400	15.299	41.3534
Os01g0117600	MTR_1g031430	14.1864	50.7463
Os01g0117600	MTR_1g031510	32.6843	36.9497
Os01g0117600	MTR_1g031520	32.4061	37.1019
Os01g0117600	MTR_1g031530	24.6175	51.1561
Os01g0117600	MTR_1g031560	32.4061	35.9568
Os01g0117600	MTR_3g028630	25.452	43.2624
Os01g0117600	MTR_4g073220	29.7636	29.9301
Os01g0117600	MTR_6g045030	26.4256	44.9173
Os01g0117900	MTR_6g081840	60.6952	62.7072
Os01g0118000	MTR_1g109200	85.8247	85.1662
Os01g0118100	MTR_1g109170	69.9267	45.8333
Os01g0118100	MTR_8g106630	74.4499	51.9625
Os01g0118300	MTR_1g109120	76.7059	75.463
Os01g0118400	MTR_5g011170	20.8191	27.8539
Os01g0118400	MTR_8g106640	26.9625	27.9152
Os01g0118600	MTR_5g011170	23.0357	29.4521
Os01g0118600	MTR_8g106640	29.6429	29.3286
Os01g0118700	MTR_5g011170	23.166	27.3973
Os01g0118700	MTR_8g106640	30.1158	27.5618
Os01g0119000	MTR_5g011170	23.8589	26.2557
Os01g0119000	MTR_8g106640	30.9129	26.3251
Os01g0119100	MTR_5g011170	22.3752	29.6804
Os01g0119100	MTR_8g106640	28.3993	29.1519
Os01g0120300	MTR_4g132500	72.2922	59.1753
Os01g0120400	MTR_4g119840	56.0606	57.3643
Os01g0120400	MTR_4g123440	22.3485	31.8919
Os01g0120500	MTR_8g106690	52.3622	57.3276
Os01g0120600	MTR_1g108710	41.844	41.115
Os01g0120700	MTR_1g108700	41.7544	37.3041
Os01g0120800	MTR_7g053110	8.62069	41.2621
Os01g0120800	MTR_7g087180	55.8824	64.8999
Os01g0120800	MTR_7g098840	11.359	48.6957
Os01g0120800	MTR_7g099920	65.4158	67.2576
Os01g0121000	MTR_8g107420	35.3234	42.7711
Os01g0121100	MTR_7g082910	52.3392	52.6471
Os01g0121200	MTR_1g108490	50.5576	51.1278
Os01g0121200	MTR_7g082950	37.1747	46.729
Os01g0121300	MTR_1g108460	44.0741	42.5
Os01g0121500	MTR_1g108330	30	24
Os01g0121600	MTR_1g108330	34.0136	33.3333
Os01g0121700	MTR_1g108340	71.4072	65.7931
Os01g0121800	MTR_1g108280	58.4577	59.194
Os01g0125600	MTR_1g107565	34.5238	38.7701
Os01g0125600	MTR_3g067750	12.8571	25.4717
Os01g0125700	MTR_5g086010	59.0476	58.4906
Os01g0125700	MTR_5g087440	59.6825	59.1195
Os01g0125800	MTR_1g107560	66.7213	66.8309
Os01g0125800	MTR_8g106820	67.8689	67.7578
Os01g0125900	MTR_1g112730	48.9182	47.1014
Os01g0126200	MTR_1g107555	51.3378	53.0225
Os01g0127300	MTR_5g014290	44.1909	44.9367
Os01g0127400	MTR_1g030640	65.0943	67.8133
Os01g0127500	MTR_5g056600	56.6766	59.8746
Os01g0127900	MTR_7g007320	55.8411	56.3679
Os01g0128000	MTR_1g110460	38	42.7653
Os01g0128100	MTR_1g110510	59.7938	61.2676
Os01g0128100	MTR_5g056140	55.6701	55.102
Os01g0128100	MTR_5g056160	57.3883	56.4189
Os01g0128100	MTR_5g056560	27.4914	40.6091
Os01g0128300	MTR_6g018550	45.614	44.0678
Os01g0128300	MTR_6g025680	46.4912	44.1667
Os01g0128300	MTR_7g007280	44.7368	42.6778
Os01g0128800	MTR_6g084400	54.9356	15.4589
Os01g0128800	MTR_8g104330	44.6352	12.6675
Os01g0129200	MTR_1g110710	34.2205	24.0642
Os01g0129500	MTR_6g084440	32.3855	33.9404
Os01g0129500	MTR_8g104270	29.6998	33.3925
Os01g0129600	MTR_1g110840	16.2242	23.2068
Os01g0129600	MTR_6g054080	16.5192	24.2424
Os01g0129600	MTR_6g054150	16.2242	23.8095
Os01g0129600	MTR_6g453130	17.6991	25.974
Os01g0130000	MTR_2g064405	64.4501	64.1221
Os01g0130000	MTR_3g080090	57.8005	56.3591
Os01g0130000	MTR_8g046550	63.6829	63.198
Os01g0130400	MTR_1g110980	65.9871	66.4865
Os01g0130400	MTR_1g111000	63.412	63.0064
Os01g0130400	MTR_5g057990	64.8069	65.2268
Os01g0131300	MTR_1g111060	34.2857	30.9278
Os01g0131300	MTR_6g084600	28	21.2121
Os01g0131300	MTR_8g104140	26.2857	24.7312
Os01g0132100	MTR_2g032560	27.4135	30.2817
Os01g0132100	MTR_2g078260	26.3206	31.0419
Os01g0132100	MTR_3g027330	27.6867	30.3091
Os01g0132100	MTR_3g045020	15.7559	27.5917
Os01g0132100	MTR_4g013315	30.7832	32.2519
Os01g0132100	MTR_4g017260	23.0419	28.2051
Os01g0132100	MTR_4g017280	31.4208	31.1935
Os01g0132100	MTR_4g017350	31.3297	31.075
Os01g0132100	MTR_4g017370	29.7814	29.2748
Os01g0132100	MTR_4g017490	24.7723	31.8501
Os01g0132100	MTR_4g017600	31.8761	31.3339
Os01g0132100	MTR_4g017640	32.1494	31.4337
Os01g0132100	MTR_4g017700	31.2386	32.3585
Os01g0132100	MTR_4g017710	29.4171	33.3678
Os01g0132100	MTR_4g017720	33.0601	34.1808
Os01g0132100	MTR_4g017730	30.8743	34.9845
Os01g0132100	MTR_4g017780	26.776	33.3712
Os01g0132100	MTR_4g018910	26.2295	29.1793
Os01g0132100	MTR_4g018920	17.3953	30.6581
Os01g0132100	MTR_4g018940	31.0565	32.82
Os01g0132100	MTR_4g019010	29.9636	32.0663
Os01g0132100	MTR_4g019030	29.6903	32.5349
Os01g0132100	MTR_4g032320	26.5938	26.691
Os01g0132100	MTR_4g046920	30.6922	31.7925
Os01g0132100	MTR_4g064760	30.8743	33.3006
Os01g0132100	MTR_4g417260	31.0565	30.7207
Os01g0132100	MTR_4g417270	30.6922	23.419
Os01g0132100	MTR_5g046350	29.326	29.8701
Os01g0132100	MTR_5g063740	28.5975	32.1392
Os01g0132100	MTR_5g063760	18.5792	33.8308
Os01g0132100	MTR_5g079980	27.9599	30.0686
Os01g0132100	MTR_5g080000	27.5956	32.6861
Os01g0132100	MTR_5g086530	30.9654	33.4975
Os01g0132100	MTR_5g086550	29.9636	33.0986
Os01g0132100	MTR_5g086570	30.51	29.386
Os01g0132100	MTR_5g086620	20.3097	30.7586
Os01g0132100	MTR_5g086630	30.51	33.2341
Os01g0132100	MTR_5g086810	30.8743	33.2027
Os01g0132100	MTR_5g086945	22.1311	34.7143
Os01g0132100	MTR_5g087070	31.4208	31.7387
Os01g0132100	MTR_5g087080	30.4189	33.5005
Os01g0132100	MTR_5g087090	31.0565	32.1698
Os01g0132100	MTR_5g087320	30.8743	33.2353
Os01g0132100	MTR_5g094820	23.6794	22.827
Os01g0132100	MTR_5g095120	29.0528	30.7915
Os01g0132100	MTR_5g095420	23.224	30.9842
Os01g0132100	MTR_5g096340	28.1421	29.4006
Os01g0132100	MTR_5g096360	26.9581	30.8977
Os01g0132100	MTR_6g471240	28.6885	30.0286
Os01g0132100	MTR_7g007820	25.7741	29.4792
Os01g0132100	MTR_7g009420	20.0364	24.2024
Os01g0132100	MTR_7g009450	24.0437	29.1391
Os01g0132100	MTR_7g009470	23.8616	29.6716
Os01g0132100	MTR_7g009510	24.2259	29.2629
Os01g0132100	MTR_7g009540	11.3843	24.4618
Os01g0132100	MTR_7g009570	22.6776	28.4247
Os01g0132100	MTR_7g009580	23.7705	16.5609
Os01g0132100	MTR_7g009790	21.2204	26.0626
Os01g0132100	MTR_7g010730	24.1348	28.4335
Os01g0132500	MTR_4g100570	22.1698	19.3416
Os01g0132700	MTR_2g062860	59.4595	58.6667
Os01g0132800	MTR_7g082240	58.3012	60.1594
Os01g0132800	MTR_8g095500	57.529	61.3169
Os01g0133100	MTR_4g008820	11.0439	10.961
Os01g0133100	MTR_6g018770	16.1876	12.0904
Os01g0133100	MTR_7g082220	16.1876	11.3347
Os01g0133400	MTR_6g018790	74.1697	73.6264
Os01g0133400	MTR_7g082270	71.2177	76.2846
Os01g0133500	MTR_1g110300	48.0989	48.3748
Os01g0134500	MTR_6g018820	62.7737	62.5455
Os01g0134500	MTR_6g018860	60.5839	59.7122
Os01g0134500	MTR_6g018900	49.2701	70.3125
Os01g0134700	MTR_6g083320	34.4749	36.0382
Os01g0134700	MTR_6g083730	40.411	36.4948
Os01g0134700	MTR_6g083810	12.1005	37.3239
Os01g0134700	MTR_8g104490	43.1507	38.809
Os01g0134700	MTR_8g104510	44.0639	40.7173
Os01g0135700	MTR_6g079570	39.2265	40.8046
Os01g0135700	MTR_8g107110	40.3315	44.2424
Os01g0135800	MTR_6g022000	50.6667	54.6763
Os01g0135900	MTR_5g064060	40.3614	44.6667
Os01g0136000	MTR_5g064060	70.4698	70
Os01g0136100	MTR_5g064060	72	72
Os01g0136200	MTR_5g064060	72.6667	72.6667
Os01g0136400	MTR_1g110110	36.8263	38.0216
Os01g0136400	MTR_1g110120	37.8743	38.2753
Os01g0136400	MTR_1g110130	36.976	38.6541
Os01g0136400	MTR_1g110180	36.3772	36
Os01g0136400	MTR_5g055310	33.982	35.9177
Os01g0136400	MTR_6g044740	36.5269	37.4233
Os01g0136400	MTR_6g044830	37.5749	39.5276
Os01g0136400	MTR_6g083020	42.515	43.0956
Os01g0136400	MTR_7g082530	41.018	39.8836
Os01g0136400	MTR_7g116540	7.78443	52.5253
Os01g0136800	MTR_1g110110	34.2342	35.2396
Os01g0136800	MTR_1g110120	34.3844	34.6445
Os01g0136800	MTR_1g110130	33.9339	35.3678
Os01g0136800	MTR_1g110180	34.6847	34.2222
Os01g0136800	MTR_5g055310	30.9309	32.5949
Os01g0136800	MTR_6g044740	34.5345	35.2761
Os01g0136800	MTR_6g044830	35.2853	37.0079
Os01g0136800	MTR_6g083020	39.4895	39.909
Os01g0136800	MTR_7g082530	38.8889	37.7001
Os01g0136800	MTR_7g116540	7.20721	48.4848
Os01g0136900	MTR_1g108910	24.2366	38.8379
Os01g0136900	MTR_1g110140	26.3359	38.5475
Os01g0136900	MTR_1g110160	29.1985	26.3339
Os01g0136900	MTR_1g110220	29.771	28.0576
Os01g0136900	MTR_1g110230	33.0153	28.7375
Os01g0136900	MTR_1g110260	33.7786	32.1818
Os01g0136900	MTR_1g110270	34.3511	28.0374
Os01g0136900	MTR_1g115485	35.3053	22.8677
Os01g0136900	MTR_4g044393	33.0153	20.8183
Os01g0136900	MTR_6g082830	24.4275	42.2442
Os01g0136900	MTR_6g082860	26.9084	39.2758
Os01g0136900	MTR_6g082870	36.6412	29.0469
Os01g0136900	MTR_6g082950	29.0076	35.8491
Os01g0136900	MTR_6g083210	25	43.0921
Os01g0136900	MTR_6g083300	24.8092	42.7632
Os01g0136900	MTR_6g083760	36.8321	30.9295
Os01g0136900	MTR_6g083780	34.7328	27.9141
Os01g0136900	MTR_7g060570	29.1985	13.2124
Os01g0136900	MTR_7g082110	32.2519	19.8357
Os01g0136900	MTR_7g082280	27.2901	19.4823
Os01g0136900	MTR_7g082300	34.1603	20.7657
Os01g0136900	MTR_7g082360	21.9466	31.856
Os01g0136900	MTR_7g082380	26.7176	37.1353
Os01g0136900	MTR_7g082400	25.9542	34
Os01g0136900	MTR_7g082430	33.7786	27.4419
Os01g0136900	MTR_7g082460	34.7328	27.3684
Os01g0136900	MTR_7g082470	34.542	27.8462
Os01g0136900	MTR_7g082490	25.9542	33.9152
Os01g0136900	MTR_7g082510	33.2061	26.3238
Os01g0136900	MTR_7g085860	21.1832	23.6674
Os01g0136900	MTR_8g104520	36.6412	29.2683
Os01g0137250	MTR_1g108910	42.2976	49.5413
Os01g0137250	MTR_1g110140	46.2141	49.4413
Os01g0137250	MTR_1g110160	40.2089	26.506
Os01g0137250	MTR_1g110220	43.0809	29.6763
Os01g0137250	MTR_1g110230	45.953	29.2359
Os01g0137250	MTR_1g110260	50.3916	35.0909
Os01g0137250	MTR_1g110270	46.9974	28.0374
Os01g0137250	MTR_1g115485	47.5196	22.4969
Os01g0137250	MTR_4g044393	47.7807	22.0217
Os01g0137250	MTR_6g082830	45.4308	57.4257
Os01g0137250	MTR_6g082860	50.6527	54.039
Os01g0137250	MTR_6g082870	53.0026	30.711
Os01g0137250	MTR_6g082950	51.6971	46.6981
Os01g0137250	MTR_6g083210	45.6919	57.5658
Os01g0137250	MTR_6g083300	45.1697	56.9079
Os01g0137250	MTR_6g083760	50.6527	31.0897
Os01g0137250	MTR_6g083780	48.0418	28.2209
Os01g0137250	MTR_7g060570	40.47	13.3851
Os01g0137250	MTR_7g082110	48.564	21.831
Os01g0137250	MTR_7g082280	41.5144	21.6621
Os01g0137250	MTR_7g082300	47.5196	21.1137
Os01g0137250	MTR_7g082360	38.3812	40.7202
Os01g0137250	MTR_7g082380	46.4752	47.2149
Os01g0137250	MTR_7g082400	44.9086	43
Os01g0137250	MTR_7g082430	46.9974	27.907
Os01g0137250	MTR_7g082460	46.9974	27.0677
Os01g0137250	MTR_7g082470	48.0418	28.3077
Os01g0137250	MTR_7g082490	43.0809	41.1471
Os01g0137250	MTR_7g082510	45.6919	26.475
Os01g0137250	MTR_7g085860	36.2924	29.6375
Os01g0137250	MTR_8g104520	49.8695	29.1159
Os01g0137400	MTR_1g108910	25.1177	48.9297
Os01g0137400	MTR_1g110140	28.7284	51.1173
Os01g0137400	MTR_1g110160	27.6295	30.2926
Os01g0137400	MTR_1g110220	31.3972	35.9712
Os01g0137400	MTR_1g110230	33.595	35.5482
Os01g0137400	MTR_1g110260	31.5542	36.5455
Os01g0137400	MTR_1g110270	33.9089	33.6449
Os01g0137400	MTR_1g115485	34.2229	26.9468
Os01g0137400	MTR_4g044393	31.0832	23.8267
Os01g0137400	MTR_6g082830	26.6876	56.1056
Os01g0137400	MTR_6g082860	29.5133	52.3677
Os01g0137400	MTR_6g082870	35.6358	34.3419
Os01g0137400	MTR_6g082950	29.9843	45.0472
Os01g0137400	MTR_6g083210	27.3155	57.2368
Os01g0137400	MTR_6g083300	26.6876	55.9211
Os01g0137400	MTR_6g083760	34.6939	35.4167
Os01g0137400	MTR_6g083780	35.1648	34.3558
Os01g0137400	MTR_7g060570	30.7692	16.9257
Os01g0137400	MTR_7g082110	32.3391	24.1784
Os01g0137400	MTR_7g082280	28.4144	24.6594
Os01g0137400	MTR_7g082300	31.5542	23.3179
Os01g0137400	MTR_7g082360	24.6468	43.4903
Os01g0137400	MTR_7g082380	29.5133	49.8674
Os01g0137400	MTR_7g082400	28.2575	45
Os01g0137400	MTR_7g082430	33.281	32.8682
Os01g0137400	MTR_7g082460	34.5369	33.0827
Os01g0137400	MTR_7g082470	34.0659	33.3846
Os01g0137400	MTR_7g082490	26.0597	41.3965
Os01g0137400	MTR_7g082510	33.438	32.2239
Os01g0137400	MTR_7g085860	23.8619	32.4094
Os01g0137400	MTR_8g104520	35.7928	34.7561
Os01g0137500	MTR_1g108910	42.73	44.0367
Os01g0137500	MTR_1g110140	49.8516	46.9274
Os01g0137500	MTR_1g110160	39.7626	23.0637
