Gene stable ID	Oryza brachyantha gene stable ID	%id. target Oryza brachyantha gene identical to query gene	%id. query gene identical to target Oryza brachyantha gene
Os01g0200500	OB01G16430	83.1804	88.0259
Os01g0200600	OB01G16440	53.0702	72.4551
Os01g0200700	OB01G16450	72.5806	71.4286
Os01g0201100	OB01G16470	53.9583	89.9306
Os01g0201200	OB01G16480	91.8295	91.8295
Os01g0201400	OB05G15990	52.7397	61.1111
Os01g0201700	OB01G16550	86.9565	92.6641
Os01g0201800	OB01G16560	75.2732	65.2844
Os01g0201900	OB01G16560	77.6911	59.0047
Os01g0202500	OB01G16580	50.8475	50.2793
Os01g0202700	OB01G16590	73.8636	86.6667
Os01g0202800	OB01G16600	81.2734	75.0865
Os01g0203000	OB01G16610	72.8767	87.5
Os01g0203300	OB01G16620	81.9005	82.2727
Os01g0203800	OB01G16660	57.3077	61.8257
Os01g0204000	OB01G16690	88.8672	89.391
Os01g0205100	OB01G16710	77.1654	91.875
Os01g0205200	OB01G16720	93.7031	55.7041
Os01g0205300	OB01G16730	77.0588	79.3939
Os01g0205500	OB01G16740	98.9011	98.9011
Os01g0205700	OB01G16760	97.4249	52.6682
Os01g0205900	OB01G16770	91.1315	88.1657
Os01g0206300	OB01G16780	90.8023	89.9225
Os01g0206600	OB01G16790	93.8462	50.4132
Os01g0206700	OB01G16800	93.2755	93.2755
Os01g0206800	OB01G16810	85.2123	85.3372
Os01g0207200	OB01G16830	72.3917	88.4314
Os01g0207300	OB01G23310	96.3415	39.3035
Os01g0207400	OB01G16840	87.0588	37.3737
Os01g0207700	OB01G16870	67.5676	46.2963
Os01g0207900	OB01G16870	64.3617	64.0212
Os01g0208000	OB01G16870	63.0303	27.5132
Os01g0208600	OB01G16890	84.4828	84.0418
Os01g0208700	OB01G16900	96.4497	96.1652
Os01g0209000	OB01G16910	81.2937	93.9394
Os01g0209200	OB01G16930	80.9339	76.4706
Os01g0209400	OB01G16940	94.4805	94.7883
Os01g0209500	OB01G16950	4.21053	0.845666
Os01g0209700	OB01G16960	45.0746	44.0233
Os01g0209800	OB01G16970	75.974	95.7055
Os01g0209901	OB01G16980	18.9807	60
Os01g0210200	OB01G16990	57.9487	59.4737
Os01g0210300	OB01G17000	50.173	94.1558
Os01g0210400	OB01G17020	63.3267	79
Os01g0210500	OB01G17030	94.9541	96.2791
Os01g0210550	OB01G17040	76.8421	81.1111
Os01g0210600	OB01G17050	89.2216	88.1657
Os01g0210700	OB01G17060	92.8453	92.8453
Os01g0210800	OB01G17080	21.7949	8.31296
Os01g0211200	OB01G17090	83.7302	81.4672
Os01g0211200	OB01G17100	53.1746	83.4891
Os01g0211200	OB01G17110	25.7937	76.9231
Os01g0211600	OB01G17120	95.5497	71.2891
Os01g0211800	OB01G17130	93.3333	84.8485
Os01g0212100	OB01G17140	91.2857	89.6213
Os01g0212400	OB01G17150	90.2397	91.3345
Os01g0212500	OB01G17160	77.7778	71.5909
Os01g0213100	OB01G17200	35.9694	76.2162
Os01g0213300	OB01G17220	64.5695	71.298
Os01g0213400	OB01G17230	45.5696	80
Os01g0213800	OB01G17240	53.0225	72.2353
Os01g0214200	OB01G17260	94.958	93.7759
Os01g0214300	OB01G17270	93.9759	31.3253
Os01g0214400	OB01G17280	77.1654	51.0417
Os01g0214500	OB01G17300	97.4026	97.4026
Os01g0214600	OB01G17310	90.2579	86.3014
Os01g0214800	OB01G17320	95.4301	86.3747
Os01g0215000	OB01G17330	82.0779	87.0523
Os01g0215100	OB05G34760	83.7398	23.6239
Os01g0215500	OB01G17340	78.9474	59.8504
Os01g0215700	OB01G17360	93.6508	93.8992
Os01g0216500	OB01G17410	74.6032	64.3836
Os01g0216900	OB01G17410	63.5266	60.0457
Os01g0217000	OB01G17420	76.4557	86.0399
Os01g0217500	OB01G17450	87.0886	86.2155
Os01g0217800	OB01G17460	82.7103	93.6508
Os01g0218032	OB09G11210	82.7869	83.1704
Os01g0218100	OB01G17480	41.1985	45.8333
Os01g0218200	OB01G17500	94.3452	94.4858
Os01g0218350	OB01G17490	72.9323	69.2857
Os01g0218500	OB01G17510	61.9565	97.7143
Os01g0218700	OB01G17520	68.6122	93.6283
Os01g0218800	OB01G17530	88.9001	88.9899
Os01g0218900	OB01G17540	71.358	77.0667
Os01g0219000	OB01G17550	36.0324	89
Os01g0219000	OB01G50730	22.6721	94.9153
Os01g0219100	OB01G17560	95.1807	95.7576
Os01g0219200	OB01G17570	60.9113	91.0394
Os01g0219300	OB01G17580	62.6316	71.2575
Os01g0219500	OB01G17600	26.7717	40.4762
Os01g0219600	OB01G17610	80.4688	80.3432
Os01g0220100	OB01G17620	85.4688	87.9421
Os01g0220200	OB01G17630	80.9917	26.9972
Os01g0220300	OB01G17660	85.6164	83.8926
Os01g0220500	OB01G17680	86.6071	77.6
Os01g0221100	OB01G17720	80.9524	56.9254
Os01g0221300	OB01G17730	68.0233	72.0739
Os01g0221400	OB01G17740	72.1519	71.25
Os01g0221600	OB01G17760	95.8015	95.8015
Os01g0221700	OB01G17770	75.2976	44.9378
Os01g0221900	OB01G17780	0	0
Os01g0221900	OB02G30370	70.9091	13.3562
Os01g0222300	OB01G17860	82.808	28.5856
Os01g0222500	OB01G17870	85.7143	86.087
Os01g0222600	OB01G17880	72.4138	68.4783
Os01g0222700	OB01G17890	94.9422	94.5324
Os01g0222800	OB01G17910	0	0
Os01g0222900	OB01G17910	48.2759	22.3801
Os01g0223000	OB01G17920	72.6562	75.4054
Os01g0223200	OB01G17940	68.0739	69.3548
Os01g0223600	OB01G17950	92.6829	65.7061
Os01g0223700	OB01G17960	65.942	23.5142
Os01g0223800	OB01G17960	71.5328	75.969
Os01g0223900	OB01G17980	85.4859	86.7665
Os01g0224000	OB01G17990	82.8571	85.843
Os01g0224100	OB01G18000	69.4737	83.2808
Os01g0224200	OB01G18020	80	77.5665
Os01g0224300	OB01G18030	90	90
Os01g0224400	OB01G18040	70.6522	23.0496
Os01g0224500	OB01G18050	73.8532	95.2663
Os01g0224700	OB01G18060	58.9977	83.5484
Os01g0225000	OB01G18070	70.4969	94.1909
Os01g0225100	OB01G18080	49.6454	25.5009
Os01g0225300	OB01G18100	89.0785	51.992
Os01g0225600	OB01G18130	92.7152	92.7152
Os01g0226200	OB01G18150	36.4734	64.8069
Os01g0226300	OB01G18140	69.1011	89.781
Os01g0226400	OB01G18160	81.9048	94.8966
Os01g0226500	OB01G18170	41.6092	77.3504
Os01g0226600	OB01G18180	80.0305	78.0089
Os01g0226700	OB01G18190	58	59.1837
Os01g0227100	OB01G18200	75.1984	97.9328
Os01g0227200	OB01G18220	71.5243	85.4
Os01g0227300	OB01G18230	99.5169	99.5169
Os01g0228300	OB01G18290	80.6306	66.5427
Os01g0228400	OB01G18300	86.3208	86.5931
Os01g0228500	OB01G18310	70.303	89.9225
Os01g0228600	OB01G18320	67.4051	48.8532
Os01g0228800	OB01G18330	79.1849	78.2734
Os01g0229100	OB01G18350	92.8983	92.1905
Os01g0229200	OB01G18360	90.0141	88.3978
Os01g0229300	OB01G18370	77.7673	78.3603
Os01g0229400	OB01G18380	93.9252	93.4884
Os01g0229500	OB01G18400	88.6228	78.3069
Os01g0229700	OB01G18420	63.7131	20.8132
Os01g0229800	OB01G18430	83.1169	36.5714
Os01g0230200	OB01G18460	78.3251	80.916
Os01g0231000	OB01G18470	87.4525	94.6502
Os01g0231500	OB01G18500	95.5814	94.9192
Os01g0231600	OB01G18520	90.1099	21.5223
Os01g0231700	OB01G18530	96.6387	95.8333
Os01g0231700	OB06G34050	94.958	94.958
Os01g0231800	OB01G18540	60.5809	30.0412
Os01g0231900	OB01G18540	87.4743	87.6543
Os01g0232100	OB01G18560	62.8906	65.1822
Os01g0232300	OB01G18580	84.0909	30.93
Os01g0232400	OB01G18600	92.2078	92.0749
Os01g0232700	OB01G18620	90.9091	91.2951
Os01g0232800	OB01G18630	62.3913	92.8803
Os01g0233000	OB01G18640	75.9804	79.8969
Os01g0233100	OB01G18650	88.391	85.2652
Os01g0233100	OB01G18660	83.2994	87.957
Os01g0233400	OB02G36710	84.5238	77.1739
Os01g0233500	OB01G18650	89.1732	88.998
Os01g0233500	OB01G18660	82.4803	90.1075
Os01g0233800	OB01G18670	84.3985	80.6104
Os01g0233850	OB01G18680	81.106	42.4096
Os01g0233900	OB01G18690	73.7634	84.2752
Os01g0234100	OB01G18700	70.101	70.9611
Os01g0234200	OB06G13680	43.2304	52.4496
Os01g0234200	OB06G13830	46.0808	51.1873
Os01g0234300	OB01G18710	40.9326	45.9302
Os01g0234499	OB01G18720	30.9804	95.1807
Os01g0234850	OB01G18730	77.3626	62.9696
Os01g0234900	OB01G18740	73.487	100
Os01g0235200	OB01G18760	82.7751	78.9954
Os01g0235300	OB01G18770	73.3645	95.7317
Os01g0235350	OB01G18780	72.2857	76.3198
Os01g0235400	OB01G18790	94.2804	52.1961
Os01g0235500	OB01G28540	47.7707	47.1698
Os01g0235700	OB01G18800	93.1929	93.0421
Os01g0235800	OB01G18810	92.094	60.6188
Os01g0236000	OB01G18820	45.5446	52.5714
Os01g0236300	OB01G18840	85.6938	93.7402
Os01g0236400	OB01G18850	94.3218	94.6203
Os01g0236700	OB01G18870	75.9062	94.8069
Os01g0236800	OB01G18880	67.4912	95.7393
Os01g0237000	OB01G18890	85.8025	63.4703
Os01g0237100	OB01G18900	88.7789	87.055
Os01g0237500	OB01G10390	37.1134	11.465
Os01g0237750	OB01G10390	45.4545	17.5159
Os01g0238200	OB01G18930	80.3279	79.6748
Os01g0238600	OB01G18950	44.6809	94.0299
Os01g0238700	OB01G18960	60.8757	59.6127
Os01g0238900	OB01G18590	95.6679	58.6283
Os01g0239000	OB01G18980	33.9518	60.7973
Os01g0239100	OB01G19000	87.6791	89.4737
Os01g0239200	OB01G19010	77.2182	90.4494
Os01g0239700	OB01G19030	92.3154	88.6015
Os01g0240700	OB01G19050	50.365	57.3407
Os01g0240700	OB01G19090	17.5182	63.7168
Os01g0241000	OB01G19100	68.4073	70.0535
Os01g0241100	OB01G19110	84.0085	84.0085
Os01g0242200	OB01G19120	42.4096	49.7175
Os01g0242300	OB01G19130	93.5294	93.5294
Os01g0242400	OB01G19140	21.6867	51.9231
Os01g0242500	OB01G19150	92.0904	95.8824
Os01g0242600	OB01G19160	89.7626	90.1639
Os01g0242900	OB01G19170	51.2821	86.0215
Os01g0243000	OB01G19180	91.3649	94.2529
Os01g0243100	OB01G19190	89.2178	38.9299
Os01g0243200	OB01G19200	94.4186	82.0202
Os01g0243700	OB01G19230	96.6942	96.6942
Os01g0245532	OB01G19290	66.2304	62.3153
Os01g0245600	OB01G19300	61.9718	63.7681
Os01g0246100	OB01G19310	84.1693	84.3014
Os01g0246500	OB01G19360	83.1746	88.5135
Os01g0246700	OB01G19380	77.4818	53.6013
Os01g0247500	OB01G19390	92.8571	93.3908
Os01g0247700	OB01G19410	47.5504	63.2184
Os01g0247900	OB01G19430	88.3041	89.881
Os01g0248000	OB01G19440	55.5556	54.3478
Os01g0248300	OB01G19460	86.25	77.2388
Os01g0248400	OB01G19450	97.8261	97.8261
Os01g0248500	OB01G19460	87.9167	78.7313
Os01g0248600	OB01G19480	98.1043	98.1043
Os01g0248701	OB01G19490	26.6827	89.5161
Os01g0248800	OB01G19500	24.3243	19.708
Os01g0248900	OB01G19510	89.6414	89.6414
Os01g0249100	OB01G19520	87.156	74.8031
Os01g0249200	OB01G19530	82.3789	83.4821
Os01g0249700	OB01G19540	62.1118	69.4444
Os01g0249800	OB01G19560	60.804	73.3333
Os01g0249900	OB01G19570	57.6923	17.7165
Os01g0250600	OB01G19580	95	95
Os01g0250900	OB01G19590	86.0104	80.7131
Os01g0251000	OB01G19600	82.0734	94.0594
Os01g0251100	OB01G19620	80.8777	92.4731
Os01g0251200	OB01G19640	67.5712	80.5825
Os01g0252100	OB01G19690	99.0196	99.0196
Os01g0252200	OB01G19700	83.2335	85.8025
Os01g0252300	OB01G19720	73.75	71.9512
Os01g0252600	OB01G19740	50.7519	62.5
Os01g0252900	OB01G19770	89.0909	53.3769
Os01g0253000	OB01G19780	88.7872	41.0582
Os01g0253100	OB01G19790	85.5932	89.2489
Os01g0253200	OB01G19810	43.5028	84.6154
Os01g0253300	OB01G19820	95.2471	95.6107
Os01g0253400	OB01G19830	45.1178	84.2767
Os01g0253600	OB01G19860	94.3396	94.3396
Os01g0253800	OB01G19870	57.1429	43.4783
Os01g0253900	OB01G19890	71.7115	88.9474
Os01g0254000	OB01G19900	98.9637	98.9637
Os01g0254100	OB01G19910	96.1027	96.1879
Os01g0254200	OB01G19920	91.9355	86.3636
Os01g0254300	OB01G19930	50.2455	85.7542
Os01g0254400	OB01G19950	35.8407	87.0968
Os01g0254850	OB01G19950	41.3265	87.0968
Os01g0254900	OB01G19960	91.4286	92.0863
Os01g0254950	OB01G19970	27.2059	83.1461
Os01g0255000	OB01G19980	90.9938	91.2773
Os01g0256300	OB01G20020	43.6673	81.0526
Os01g0256400	OB01G20030	59.2308	100
Os01g0256600	OB01G26890	95.614	95.614
Os01g0256800	OB01G20050	88.6792	89.9295
Os01g0257300	OB01G20070	45.8716	98.0392
Os01g0257400	OB01G20080	85.6223	91.5138
Os01g0258600	OB06G15000	91.4894	91.4894
Os01g0258700	OB01G20090	77.521	90.4412
Os01g0259200	OB01G20100	89.8901	89.1068
Os01g0259400	OB01G20120	94.948	94.8775
Os01g0259600	OB01G20130	92.9577	26.3473
Os01g0259900	OB01G20160	76.8595	80.8696
Os01g0260100	OB01G20210	89.7959	21.9451
Os01g0260700	OB01G20250	92.2078	94.6667
Os01g0260800	OB01G20270	82.9787	83.871
Os01g0261100	OB01G20280	95.8237	96.4953
Os01g0261200	OB01G20290	74.0286	70.155
Os01g0261500	OB01G20320	70.2857	38.4375
Os01g0261600	OB01G20330	29.6537	76.5363
Os01g0261700	OB01G20330	14.9485	16.2011
Os01g0262000	OB01G20330	29.6537	76.5363
Os01g0262500	OB01G20360	68.7783	97.4359
Os01g0262600	OB01G20370	80.4979	57.0588
Os01g0262700	OB01G20390	85.3583	65.8654
Os01g0263000	OB01G20420	89.3372	88.8252
Os01g0263300	OB01G20440	94.6269	94.9102
Os01g0263400	OB01G20450	76.9725	86.3169
Os01g0263500	OB01G20460	72.0764	94.081
Os01g0263600	OB10G21770	75.5767	68.0929
Os01g0264000	OB01G20470	76.8145	72.1591
Os01g0264400	OB01G20480	47	45.1923
Os01g0264500	OB01G20490	93.4783	92.8058
Os01g0264600	OB01G20500	65.3333	67.5197
Os01g0264700	OB01G20530	90.0322	69.6517
Os01g0265100	OB01G20560	99.4475	99.4475
Os01g0265200	OB01G20600	68.2415	98.1132
Os01g0265700	OB01G20630	80.9129	82.9787
Os01g0265800	OB01G20660	74.898	81.7372
Os01g0265900	OB01G20670	94.5736	34.5609
Os01g0266000	OB01G20680	85.8225	88.6034
Os01g0266500	OB01G20700	81.5534	83.1683
Os01g0266800	OB01G20710	87.381	87.799
Os01g0267100	OB01G20730	92.4084	92.0469
Os01g0267200	OB01G20740	99.6743	99.6743
Os01g0267300	OB01G20750	54.1109	76.0753
Os01g0267400	OB01G20760	83.6735	67.5824
Os01g0267600	OB01G20770	62.6374	71.4286
Os01g0267800	OB01G20780	23.2323	27.5449
Os01g0267900	OB01G20790	100	100
Os01g0268100	OB01G20800	79.6296	92.5837
Os01g0268300	OB01G20820	85.048	94.0819
Os01g0268600	OB01G20830	47.8541	86.6019
Os01g0268800	OB01G20850	92.4658	92.4658
Os01g0268900	OB01G20860	68.2927	92.891
Os01g0269000	OB01G20870	69.0632	83.6412
Os01g0269550	OB01G20890	78.5714	89.7959
Os01g0269800	OB01G20880	69.697	40.6281
Os01g0269900	OB01G20900	95.8042	95.8042
Os01g0270100	OB01G20920	82	82
Os01g0270300	OB01G20940	92.284	89.2537
Os01g0270700	OB01G20950	74.7768	68.93
Os01g0271000	OB01G20970	84.3049	80
Os01g0271200	OB01G20980	93.986	93.986
Os01g0271400	OB01G20990	72.1477	99.0783
Os01g0271500	OB01G21000	93.1264	92.511
Os01g0271700	OB01G21010	86.7924	53.4884
Os01g0272600	OB01G21020	69.8925	93.5252
Os01g0272700	OB01G21030	42.4107	31.8792
Os01g0272800	OB01G21040	94.7368	85.3448
Os01g0273000	OB01G21060	96.0526	96.0526
Os01g0273100	OB01G21070	49.2147	94.9495
Os01g0273300	OB01G21090	46.1825	71.0602
Os01g0273500	OB01G21120	86.1702	25.3125
Os01g0273800	OB01G21130	51.005	80.8765
Os01g0273850	OB01G21150	70.6349	72.9508
Os01g0273900	OB09G10880	29.8039	18.0952
Os01g0274201	OB01G21150	73.7705	73.7705
Os01g0275600	OB01G21180	95.2434	88.3077
Os01g0275900	OB01G21190	77.4963	54.2231
Os01g0275950	OB01G21190	82.9268	28.3629
Os01g0276000	OB01G21210	98.1982	98.1982
Os01g0276100	OB01G21220	98.895	98.895
Os01g0276200	OB01G21230	60.628	72.1264
Os01g0276300	OB01G21240	34.0249	71.9298
Os01g0276400	OB01G21250	88.4615	69.962
Os01g0276500	OB01G21260	63.0719	95.5446
Os01g0276700	OB01G21290	96.8627	97.053
Os01g0276700	OB02G25870	95.8824	96.0707
Os01g0276800	OB01G21300	85.6678	85.6678
Os01g0276900	OB01G21310	62.2951	57.5758
Os01g0277500	OB01G21320	70.9386	79.716
Os01g0277700	OB01G21350	63.9004	98.0892
Os01g0278200	OB01G21390	85.4545	4.43815
Os01g0278950	OB01G21410	57.4843	41.1341
Os01g0279100	OB01G21420	92.8922	87.1264
Os01g0279200	OB01G21430	99.3166	99.3166
Os01g0279400	OB01G21440	86.1167	88.9813
Os01g0279700	OB01G21450	77.3157	86.8365
Os01g0279800	OB01G21460	76.1682	91.0615
Os01g0279900	OB01G21470	98.1763	97.8788
Os01g0280000	OB01G21480	83.4101	85.782
Os01g0280400	OB01G21500	88.3797	88.2353
Os01g0280500	OB01G21510	89.0244	89.3878
Os01g0281200	OB01G21530	88.8889	74.4554
Os01g0281301	OB01G21570	41.7004	61.6766
Os01g0281400	OB01G21580	96.3158	96.3158
Os01g0281600	OB01G21590	62.5498	63.3064
Os01g0282800	OB01G21610	99.1051	99.1051
Os01g0282866	OB02G14380	30.9091	46.8966
Os01g0283000	OB01G21630	73.2348	77.2964
Os01g0283100	OB01G21640	94.6768	94.6768
Os01g0283500	OB01G21670	61.4286	89.2116
Os01g0283600	OB01G21680	86.8098	84.7305
Os01g0283700	OB01G21680	84.7561	83.2335
Os01g0284500	OB01G21690	94.4444	94.4444
Os01g0284700	OB01G21700	67.5	38.1625
Os01g0285300	OB01G21720	96.028	96.2529
Os01g0286000	OB01G21840	79.2363	81.7734
Os01g0286100	OB01G21830	77.0801	81.0231
Os01g0286550	OB01G21820	54.9296	59.0909
Os01g0286600	OB01G21810	91.791	92.6554
Os01g0287600	OB01G21770	81.3793	83.9858
Os01g0288200	OB01G21740	81.25	77.381
Os01g0288800	OB01G21850	56.25	56.8421
Os01g0289100	OB01G21860	62.2449	59.8039
Os01g0290000	OB01G21890	56.5657	61.5385
Os01g0290100	OB01G21880	89.0042	87.9098
Os01g0290600	OB01G21900	48.9496	83.813
Os01g0291500	OB01G21950	63.7813	88.0503
Os01g0292200	OB01G21980	92.6247	92.2246
Os01g0292700	OB01G21990	71.2766	57.7586
Os01g0292900	OB01G22010	83.4107	83.4107
Os01g0293000	OB01G22020	95.9596	78.5124
Os01g0293100	OB01G22030	65.9631	79.6178
Os01g0293200	OB01G22040	90.1442	80.9935
Os01g0293900	OB01G22060	72.4324	38.9535
Os01g0294500	OB01G22070	71.8841	71.0602
Os01g0294700	OB01G22080	88.4726	80.1567
Os01g0295600	OB01G22110	43.4641	60.4545
Os01g0295700	OB01G22120	92.3684	91.4062
Os01g0295900	OB01G22130	63.4518	26.7666
Os01g0296100	OB01G22150	98.5294	70.4028
Os01g0296200	OB01G22160	90.2256	58.3942
Os01g0296700	OB01G22190	78.1609	66.0194
Os01g0297200	OB01G22210	87.0968	87.2624
Os01g0297700	OB01G22220	91.5344	90.5759
Os01g0298400	OB01G22230	79.8635	76.4706
Os01g0299100	OB01G22240	58.3333	38.8889
Os01g0299200	OB01G22250	84.1463	75.8242
Os01g0299300	OB01G22260	74.3421	78.3362
Os01g0299400	OB01G22270	92.3077	90.566
Os01g0299500	OB01G22280	83.0508	60.4938
Os01g0300000	OB01G22310	81.0945	85.3403
Os01g0300200	OB01G22330	99.5066	99.5066
Os01g0300600	OB01G22370	92.9612	31.9433
Os01g0300900	OB01G22390	93.9103	94.6688
Os01g0301000	OB01G22400	68.9655	87.3786
Os01g0301700	OB01G22420	79.7619	79.2899
Os01g0301900	OB01G22450	88.172	16.2055
Os01g0302000	OB01G22460	71.1864	36.2069
Os01g0302500	OB01G22470	93.0233	93.3333
Os01g0303000	OB01G22480	82.2581	82.2581
Os01g0303100	OB01G22490	74.9254	80.9677
Os01g0303200	OB01G22500	92.8645	92.8645
Os01g0303300	OB01G22510	93.6047	93.0636
Os01g0303401	OB01G22520	69.697	89.6104
Os01g0303600	OB01G22530	91.3636	89.7321
Os01g0303800	OB01G22550	85.7143	88.6364
Os01g0304000	OB01G22560	100	100
Os01g0304100	OB01G22570	88.5013	69.4022
Os01g0304300	OB01G22590	91.0744	91.6805
Os01g0304400	OB01G22610	46.3415	64.9573
Os01g0305200	OB01G22620	82.2222	81.3187
Os01g0305900	OB01G22640	80.4416	79.6875
Os01g0306100	OB01G22650	33.3333	46.5517
Os01g0306400	OB01G22680	27.0992	88.75
Os01g0306800	OB08G18970	77.0787	81.0875
Os01g0306900	OB01G22710	80.9524	83.2853
Os01g0307500	OB01G22720	50.9025	77.4725
Os01g0307686	OB01G22740	21.5278	20.6667
Os01g0308300	OB01G22750	79.0741	81.3333
Os01g0309100	OB01G22760	37.5	73.4694
Os01g0309800	OB01G22770	31.4516	68.4211
Os01g0309900	OB01G22780	95.4331	95.1334
Os01g0310500	OB01G28110	48.7616	31.4685
Os01g0311500	OB01G22840	92.5486	91.9528
Os01g0311600	OB01G22850	85.5491	82.9132
Os01g0311700	OB01G22860	58.1633	79.1667
Os01g0311800	OB01G22870	87.7917	94.9515
Os01g0312800	OB01G22900	96.5932	95.069
Os01g0313300	OB01G22910	57.4879	93.7008
Os01g0314100	OB01G22920	85.6597	85.0095
Os01g0314300	OB01G22930	97.7901	97.7901
Os01g0314600	OB01G22960	21.1538	55
Os01g0314800	OB01G22980	78.4946	77.6596
Os01g0315600	OB01G22990	70.2532	31.9885
Os01g0315700	OB01G22990	77.3438	28.5303
Os01g0315800	OB01G23000	68.2353	92.3567
Os01g0315850	OB03G22800	20	46.4052
Os01g0316100	OB01G23010	33.0472	63.1148
Os01g0316500	OB01G23020	47.9675	94.4
Os01g0316600	OB01G23040	43.5484	18.3673
Os01g0316800	OB01G23050	79.7468	70.7865
Os01g0316900	OB01G23060	67.5159	30.9489
Os01g0317500	OB01G23070	76.5957	47.0588
Os01g0318700	OB01G23100	82.4701	43.4874
Os01g0319000	OB01G23110	87.0813	86.6667
Os01g0319200	OB01G23120	62.8702	78.187
Os01g0319400	OB01G23120	60.3814	80.7365
Os01g0321300	OB01G23180	70	36.9637
Os01g0321700	OB01G23190	78.7392	88.3495
Os01g0321800	OB01G23200	88.0952	86.4486
Os01g0321900	OB01G23220	59.5041	60
Os01g0322300	OB04G37420	74.3243	25.8216
Os01g0322800	OB01G23240	98.0658	98.0658
Os01g0323000	OB01G23250	96.5116	96.699
Os01g0323100	OB01G23270	91.1051	51.682
Os01g0323300	OB01G23280	65.5684	88.4444
Os01g0323600	OB01G23310	97.2081	95.2736
Os01g0323775	OB01G23320	79.1469	82.4691
Os01g0324400	OB01G23330	43.6123	40.2439
Os01g0326300	OB01G23400	32.1429	42.0561
Os01g0327100	OB01G23410	81.5864	82.0513
Os01g0327400	OB01G23420	76.3533	77.6812
Os01g0327600	OB01G23430	81.4083	90.3978
Os01g0328400	OB01G23450	100	100
Os01g0328500	OB01G23460	89.3939	88.7218
Os01g0328600	OB01G23470	27.7419	25.1462
Os01g0328700	OB01G23480	80.3181	98.7775
Os01g0328700	OB01G23500	80.7157	99.2665
Os01g0328900	OB01G23510	57.0952	95.5307
Os01g0329000	OB01G23530	79.115	81.4208
Os01g0329300	OB01G23560	58.7615	58.3007
Os01g0329400	OB01G23570	96.0486	94.0476
Os01g0329800	OB01G23580	78.9548	77.1034
Os01g0329900	OB01G23590	78.8991	35.8333
Os01g0331100	OB01G23630	52.7578	91.2863
Os01g0331900	OB01G23640	98.3607	98.3607
Os01g0332100	OB01G23650	67.8344	98.3834
Os01g0332200	OB01G23660	57.2973	80.916
Os01g0332500	OB01G23670	89.4	89.759
Os01g0332800	OB01G23680	91.25	90.4959
Os01g0332900	OB01G23690	77.5701	47.7011
Os01g0335600	OB01G23740	64.0693	24.5847
Os01g0335700	OB01G23780	82.5455	83.0488
Os01g0337100	OB01G23790	80	56.1151
Os01g0337500	OB01G23810	67.6585	92.5664
Os01g0337600	OB01G23830	91.6115	92.8412
Os01g0337900	OB01G23840	80.5704	96.788
Os01g0338000	OB01G23850	92.228	93.6842
Os01g0338100	OB01G23870	92.638	96.1783
Os01g0338200	OB01G23890	87.0406	87.0406
Os01g0338200	OB01G23910	88.0077	87.6686
Os01g0338600	OB01G23920	65.371	66.5468
Os01g0339500	OB10G16930	7.82609	12.1212
Os01g0339600	OB10G16920	75.6098	47.6923
Os01g0339900	OB01G23950	90.027	90.027
Os01g0340100	OB01G23960	35.8722	31.0638
Os01g0341300	OB01G23990	55.8233	59.6567
Os01g0342500	OB01G24030	64.5455	79.7753
Os01g0342800	OB01G24050	91.8605	91.8605
Os01g0342900	OB01G24060	74.5394	85.9073
Os01g0343001	OB01G24070	79.8755	80.7128
Os01g0343100	OB11G20240	35.1425	40.2799
Os01g0343100	OB11G20310	35.1425	26.9511
Os01g0343200	OB01G24080	67.7305	72.0755
Os01g0343300	OB01G24090	89.313	88.6364
Os01g0343500	OB01G24130	72.1739	31.6794
Os01g0346250	OB01G24320	62.4096	67.624
Os01g0346600	OB01G24330	60.3015	29.8507
Os01g0347000	OB01G24350	85.7635	84.9829
Os01g0347100	OB01G24360	73.5354	53.6082
Os01g0347600	OB01G22100	83.6735	85.1632
Os01g0348600	OB01G24410	95.5984	95.9945
Os01g0348900	OB0075G10010	71.0345	71.5278
Os01g0349400	OB01G24430	96.9231	96.9231
Os01g0350900	OB01G24540	74.0659	88.9182
Os01g0351200	OB01G24530	83.2308	83.2308
Os01g0351300	OB01G24520	75.25	98.0456
Os01g0351800	OB01G24500	84.8837	84.8837
Os01g0352100	OB01G24450	78	77.3371
Os01g0353400	OB01G24440	82.0276	75.7447
Os01g0354200	OB09G26580	90.9938	79.8365
Os01g0354450	OB03G11120	52.6087	27.13
Os01g0354700	OB01G25780	84.4262	79.0281
Os01g0355100	OB09G11170	91.106	91.106
Os01g0355400	OB01G24700	37.037	19.4805
Os01g0355500	OB01G24710	62.7637	66.3322
Os01g0355600	OB01G24720	91.7526	59.5137
Os01g0355700	OB01G24730	86.6013	51.9608
Os01g0355800	OB0046G10070	24.918	57.1429
Os01g0355900	OB01G24740	59.3561	86.0058
Os01g0356400	OB01G24750	44.4663	93.0137
Os01g0356400	OB01G24770	21.873	94.3503
Os01g0356500	OB01G24790	94.0075	94.0075
Os01g0356800	OB01G24810	24.0547	34.8144
Os01g0356900	OB01G24820	71.7694	79.3407
Os01g0356951	OB07G18630	67.7778	40.1316
Os01g0357100	OB02G40650	85.4864	81.8321
Os01g0357200	OB02G40640	86.5169	63.1148
Os01g0357800	OB01G24830	84.7015	84.7015
Os01g0358300	OB01G24870	44.1758	88.938
Os01g0358400	OB01G24880	99.2453	99.2453
Os01g0358700	OB01G24940	74.0741	29.1027
