Gene stable ID	Galdieria sulphuraria gene stable ID	%id. target Galdieria sulphuraria gene identical to query gene	%id. query gene identical to target Galdieria sulphuraria gene
Os01g0648700	Gasu_15890	27.7311	7.9614
Os01g0651500	Gasu_14540	12.6404	24.8619
Os01g0652600	Gasu_39250	43.6131	45.4373
Os01g0654100	Gasu_02470	52.1595	51.6447
Os01g0654200	Gasu_20810	19.2308	12.218
Os01g0654500	Gasu_16070	63.3495	59.0498
Os01g0655800	Gasu_01790	35.2941	36.6972
Os01g0658400	Gasu_60520	80.9524	80.9524
Os01g0658500	Gasu_05860	44.1341	44.6328
Os01g0659200	Gasu_28730	41.7391	43.2432
Os01g0660300	Gasu_43260	44.4142	27.911
Os01g0661400	Gasu_39660	36.8201	36.0656
Os01g0661500	Gasu_11600	27.8746	20.9974
Os01g0662600	Gasu_34510	56.7251	60.2484
Os01g0662700	Gasu_22050	22.9607	23.9748
Os01g0663500	Gasu_12740	20.5263	33.3333
Os01g0663500	Gasu_27700	23.6842	34.8837
Os01g0664000	Gasu_23610	30.3688	28.5714
Os01g0665200	Gasu_53060	35.4237	43.8155
Os01g0665300	Gasu_59160	27.5626	24.6939
Os01g0665400	Gasu_33210	27.248	29.4118
Os01g0666000	Gasu_58240	22.7119	27.686
Os01g0666800	Gasu_53100	22.3982	21.3592
Os01g0667200	Gasu_08440	48.5246	58.7302
Os01g0667600	Gasu_11810	59.375	61.8605
Os01g0667800	Gasu_50930	49.7585	36.1404
Os01g0672700	Gasu_21680	22.8374	31.6547
Os01g0673500	Gasu_30700	33.9024	30.4825
Os01g0673600	Gasu_35120	73.8562	73.8562
Os01g0673900	Gasu_19590	32.5581	9.79021
Os01g0673900	Gasu_28500	32.5581	7.08861
Os01g0675000	Gasu_33770	12.6354	11.8243
Os01g0677500	Gasu_48230	31.3043	15.1473
Os01g0678700	Gasu_02560	26.1905	24.7588
Os01g0678700	Gasu_07000	16.6667	23.6715
Os01g0678700	Gasu_42570	21.0884	15.3465
Os01g0680400	Gasu_37670	19.4313	23.6994
Os01g0681200	Gasu_01790	37.8947	38.5321
Os01g0681600	Gasu_40840	13.2883	22.8682
Os01g0682500	Gasu_01520	28.9474	36.6667
Os01g0683100	Gasu_30700	32.7553	37.2807
Os01g0683400	Gasu_49360	15.3191	15.4176
Os01g0683550	Gasu_10430	23.7354	8.34473
Os01g0684800	Gasu_39670	22.0339	18.6782
Os01g0685200	Gasu_31030	21.3816	32.5
Os01g0685500	Gasu_35680	37.2093	7.1535
Os01g0685800	Gasu_47560	72.1724	72.8261
Os01g0686400	Gasu_10000	32.5	12.5604
Os01g0686600	Gasu_49490	27.2727	11.9337
Os01g0686800	Gasu_55280	61.3772	65.0794
Os01g0687500	Gasu_50410	33.7017	36.858
Os01g0687600	Gasu_27010	12.6074	18.41
Os01g0687700	Gasu_42080	21.3166	28.2158
Os01g0689451	Gasu_32050	27.4272	28.25
Os01g0689800	Gasu_28630	28.2967	31.7901
Os01g0691500	Gasu_47160	21.8978	17.192
Os01g0691600	Gasu_19890	55.8621	40.1487
Os01g0691700	Gasu_39900	77.5578	77.0492
Os01g0693300	Gasu_58240	22.3602	29.7521
Os01g0693800	Gasu_54140	58.4762	63.4298
Os01g0693900	Gasu_43080	23.6	27.9621
Os01g0694300	Gasu_58850	25.5319	3.0303
Os01g0694900	Gasu_07900	22.5352	19.2771
Os01g0694900	Gasu_56530	19.5423	17.236
Os01g0694900	Gasu_61490	19.5423	17.0769
Os01g0695300	Gasu_30210	44.2997	41.5902
Os01g0695800	Gasu_09670	7.25191	2.71041
Os01g0698900	Gasu_49770	18.3246	32.5581
Os01g0702900	Gasu_03250	48.8372	10.7877
Os01g0703300	Gasu_11470	23.0263	19.943
Os01g0703300	Gasu_27170	22.3684	18.4783
Os01g0703400	Gasu_30210	37.9603	40.9786
Os01g0703600	Gasu_39800	52.4476	49.4506
Os01g0704100	Gasu_46790	32.5581	27.0096
Os01g0704700	Gasu_17770	24.6795	10.5624
Os01g0706000	Gasu_48350	17.9348	27.2727
Os01g0706200	Gasu_29380	24.375	4.91184
Os01g0706400	Gasu_42080	6.44868	29.4606
Os01g0706500	Gasu_64770	26.8966	27.6596
Os01g0706700	Gasu_62570	10.5263	18.4211
Os01g0706700	Gasu_62580	6.01504	21.0526
Os01g0708100	Gasu_10160	49.6567	52.6699
Os01g0708100	Gasu_65960	23.1121	27.1505
Os01g0708500	Gasu_22340	28.2511	17.6471
Os01g0708600	Gasu_44350	52.0619	47.1963
Os01g0708900	Gasu_61830	35.905	33.518
Os01g0709400	Gasu_21600	17.9426	23.1481
Os01g0710200	Gasu_30450	28.9062	30.2658
Os01g0711000	Gasu_38840	22.7459	70.7006
Os01g0711000	Gasu_38850	50.4098	68.5237
Os01g0711100	Gasu_55770	40	14.1762
Os01g0711400	Gasu_57790	1.24224	1.17994
Os01g0711400	Gasu_61820	65.2174	26.2172
Os01g0713800	Gasu_22210	42.1918	44
Os01g0714900	Gasu_50230	59.9034	60.1942
Os01g0715400	Gasu_14640	6.84932	6
Os01g0715500	Gasu_24570	26.7943	16.185
Os01g0716800	Gasu_32740	21.7456	17.8182
Os01g0717601	Gasu_04260	15.2542	18.5567
Os01g0717601	Gasu_12110	14.8305	16.8269
Os01g0718000	Gasu_04260	35.1351	26.8041
Os01g0718000	Gasu_12110	32.4324	23.0769
Os01g0719300	Gasu_23310	24.024	25.3165
Os01g0719300	Gasu_35600	21.1712	24.1026
Os01g0719700	Gasu_44650	20.5128	5.92593
Os01g0720300	Gasu_21960	66.3317	64.0777
Os01g0720600	Gasu_14030	15.3846	8.83392
Os01g0720700	Gasu_43310	25	1.45349
Os01g0720700	Gasu_48740	10	0.619195
Os01g0722100	Gasu_63160	29.052	34.7985
Os01g0723000	Gasu_50880	62.2509	63.1391
Os01g0723200	Gasu_53580	57.2464	58.5185
Os01g0724500	Gasu_29800	20	2.63327
Os01g0724500	Gasu_41500	23.4146	4.51977
Os01g0724500	Gasu_60580	24.3902	4.77555
Os01g0725600	Gasu_43160	16.5171	21.6981
Os01g0725600	Gasu_64040	16.5171	24.0209
Os01g0725800	Gasu_43290	18.7898	21.8115
Os01g0728150	Gasu_30930	15	21.1765
Os01g0728150	Gasu_52520	12.9167	18.9024
Os01g0729100	Gasu_52150	33.3333	32.716
Os01g0730300	Gasu_10960	39.5216	35.336
Os01g0730900	Gasu_03420	9.80707	17.2316
Os01g0731000	Gasu_01460	43.3628	30.0613
Os01g0731000	Gasu_65090	43.3628	31.0127
Os01g0732200	Gasu_09500	25.9494	16.9772
Os01g0733600	Gasu_41930	26.0383	35.3579
Os01g0734200	Gasu_17010	3.78549	1.54839
Os01g0734466	Gasu_17010	24.4403	16.9032
Os01g0736400	Gasu_03220	23.5556	25.8537
Os01g0737800	Gasu_19270	32.636	39.5939
Os01g0738100	Gasu_54260	12.4224	13.245
Os01g0738600	Gasu_23810	17.5159	21.7822
Os01g0738600	Gasu_42640	12.5796	17.4779
Os01g0739000	Gasu_03610	32.8657	37.2727
Os01g0739400	Gasu_30890	13.2841	31.5789
Os01g0742000	Gasu_19860	33.1288	15.4728
Os01g0742200	Gasu_50880	67.6755	66.4685
Os01g0742300	Gasu_15760	50	45.0142
Os01g0743400	Gasu_27300	46.8672	56.6667
Os01g0744000	Gasu_36290	26.9825	21.2662
Os01g0744300	Gasu_23440	39.866	38.3871
Os01g0745700	Gasu_02460	14.4703	10.3321
Os01g0745700	Gasu_33690	5.42636	7.86517
Os01g0745700	Gasu_39610	8.78553	12.6866
Os01g0747400	Gasu_47850	22.292	16.8047
Os01g0747500	Gasu_14330	41.3793	47.8632
Os01g0748200	Gasu_41910	16.8161	13.8889
Os01g0749400	Gasu_10960	38.4447	35.7434
Os01g0750000	Gasu_11810	65.6109	67.4419
Os01g0750500	Gasu_38240	40.4651	42.233
Os01g0752200	Gasu_21730	33.6761	33.2487
Os01g0752300	Gasu_61420	55.0562	55.0562
Os01g0752400	Gasu_08690	4.7619	1.83673
Os01g0752600	Gasu_47780	24	32.3864
Os01g0754100	Gasu_54320	44.2857	48.8189
Os01g0757400	Gasu_30700	34.9741	29.6053
Os01g0757800	Gasu_30190	20.7165	24.359
Os01g0757900	Gasu_00580	21.4286	17.3554
Os01g0758300	Gasu_26370	43.9394	43.1456
Os01g0758400	Gasu_26040	32.2772	32.6653
Os01g0759700	Gasu_43010	10.6095	25.5435
Os01g0760300	Gasu_33770	13.4357	11.8243
Os01g0760600	Gasu_31800	48.2609	54.1463
Os01g0761300	Gasu_34930	44.8378	28.3054
Os01g0762000	Gasu_07310	20.0401	25.3807
Os01g0762400	Gasu_09420	32.41	32.1429
Os01g0762400	Gasu_36560	23.8227	28.013
Os01g0764400	Gasu_24200	40.5751	38.8379
Os01g0764900	Gasu_00020	62.1145	62.1145
Os01g0764900	Gasu_30440	28.8546	34.8404
Os01g0764900	Gasu_33370	37.6652	60.424
Os01g0764900	Gasu_34840	51.3216	60.2067
Os01g0765000	Gasu_12880	25	19.2547
Os01g0765900	Gasu_04260	16.0563	29.3814
Os01g0765900	Gasu_12110	16.0563	27.4038
Os01g0766200	Gasu_41190	20	25.523
Os01g0768200	Gasu_03760	18.9091	18.1185
Os01g0770500	Gasu_39400	25.641	24.3056
Os01g0771400	Gasu_22610	28.4314	25.5958
Os01g0771400	Gasu_28470	32.8431	27.0161
Os01g0772400	Gasu_29920	26.4591	28.8136
Os01g0772500	Gasu_08820	16.3366	18.0822
Os01g0772500	Gasu_25810	16.3366	13.9535
Os01g0772500	Gasu_29830	20.7921	16.185
Os01g0772500	Gasu_48630	19.802	17.1306
Os01g0772500	Gasu_53640	21.2871	15.7798
Os01g0772600	Gasu_23440	33.2378	37.4194
Os01g0772700	Gasu_45320	11.4167	16.1366
Os01g0772700	Gasu_61950	12.5	12.205
Os01g0772800	Gasu_15920	56.8548	58.5062
Os01g0772900	Gasu_25460	37.1951	39.3548
Os01g0773000	Gasu_04210	27.8552	15.0602
Os01g0773600	Gasu_52030	29.0936	38.8672
Os01g0775300	Gasu_22610	7.21412	8.29656
Os01g0775300	Gasu_28470	9.66999	10.1613
Os01g0775600	Gasu_04310	31.4815	24.2857
Os01g0777500	Gasu_15840	0	0
Os01g0777700	Gasu_15840	17.5231	33.6709
Os01g0778800	Gasu_10170	22.1994	21.4925
Os01g0779100	Gasu_10170	20.1163	17.2139
Os01g0781000	Gasu_26440	35.6808	25.3333
Os01g0782500	Gasu_09040	19.7995	21.1796
Os01g0782500	Gasu_21410	21.0526	24.1379
Os01g0783100	Gasu_20210	16.3743	12.1081
Os01g0783100	Gasu_22730	17.3977	17.4231
Os01g0783200	Gasu_42500	21.3552	21.1813
Os01g0783200	Gasu_58580	17.0431	22.1925
Os01g0786700	Gasu_19670	22.9219	12.7989
Os01g0786700	Gasu_59110	21.1587	14.5078
Os01g0786800	Gasu_19670	19.3548	11.8143
Os01g0786800	Gasu_59110	18.894	14.1623
Os01g0788200	Gasu_04220	41.7808	41.4966
Os01g0788950	Gasu_23220	48.1818	49.5327
Os01g0789100	Gasu_07980	22.7964	29.0698
Os01g0791033	Gasu_40760	43.4944	23.7323
Os01g0794500	Gasu_14930	52.1739	52.1739
Os01g0796400	Gasu_25130	38.0795	38.5906
Os01g0800266	Gasu_00270	39.8734	25.9259
Os01g0800500	Gasu_29970	16.3492	19.145
Os01g0800500	Gasu_43490	18.8889	21.6364
Os01g0801000	Gasu_24250	24.6493	37.1601
Os01g0801000	Gasu_49160	22.4449	36.4821
Os01g0801100	Gasu_24250	34.5161	32.3263
Os01g0801100	Gasu_49160	32.9032	33.2248
Os01g0802000	Gasu_45150	11.8541	24.375
Os01g0802100	Gasu_28410	33.6658	34.264
Os01g0802850	Gasu_21170	25.2078	27.6596
Os01g0805200	Gasu_29290	25.8373	29.8343
Os01g0805600	Gasu_24530	34.0625	26.1391
Os01g0805800	Gasu_34130	51.4286	50.9434
Os01g0805900	Gasu_07660	76.7338	77.4266
Os01g0805900	Gasu_13780	73.3781	73.8739
Os01g0805900	Gasu_13800	78.2998	79.0068
Os01g0805900	Gasu_37480	73.1544	73.4831
Os01g0805900	Gasu_52960	74.0492	74.5496
Os01g0805900	Gasu_52980	76.7338	77.2523
Os01g0809900	Gasu_39930	31.4904	29.9087
Os01g0810000	Gasu_04120	32.3144	32.1739
Os01g0810300	Gasu_46430	56.1497	64.4172
Os01g0811100	Gasu_16900	51.004	43.1973
Os01g0812800	Gasu_04730	58.0357	58.5586
Os01g0812900	Gasu_13320	29.5977	26.9634
Os01g0813000	Gasu_18530	32.8767	12.8342
Os01g0813500	Gasu_01500	23.0425	28.3747
Os01g0814200	Gasu_32740	15.8845	5.33333
Os01g0814800	Gasu_24750	43.1122	43.8961
Os01g0816400	Gasu_12980	21.7326	19.6915
Os01g0816500	Gasu_12980	21.2245	2.35935
Os01g0817100	Gasu_03760	20.7692	18.8153
Os01g0817700	Gasu_04140	40.6082	39.4783
Os01g0817800	Gasu_22710	39.8678	40.7658
Os01g0818300	Gasu_60180	25.7951	16.8591
Os01g0819400	Gasu_60520	75.9494	81.6327
Os01g0819500	Gasu_60520	82.9787	26.5306
Os01g0819900	Gasu_11330	26.303	28.5151
Os01g0821800	Gasu_17440	26.4059	29.1892
Os01g0823200	Gasu_43700	34.0659	18.0758
Os01g0823300	Gasu_26720	41.3534	50
Os01g0825700	Gasu_35500	15.5779	18.9024
Os01g0826900	Gasu_39780	14.5917	27.1144
Os01g0829100	Gasu_04570	10.0939	17.1315
Os01g0830000	Gasu_40640	55.8824	43.1818
Os01g0830100	Gasu_41870	34.2105	28.3636
Os01g0830200	Gasu_41190	10.5169	24.6862
Os01g0832000	Gasu_25270	31.7073	23.494
Os01g0832300	Gasu_23590	21.9601	26.7699
Os01g0832300	Gasu_23640	22.1416	26.6376
Os01g0833100	Gasu_19390	21.7949	17.1285
Os01g0833100	Gasu_30370	23.0769	14.876
Os01g0833700	Gasu_12810	38.61	36.7647
Os01g0834200	Gasu_19610	40.709	39.3617
Os01g0834200	Gasu_28510	39.4866	37.7336
Os01g0834400	Gasu_57750	45.5056	57.8571
Os01g0835500	Gasu_17010	16.1329	17.5484
Os01g0835900	Gasu_36550	95.1456	95.1456
Os01g0835900	Gasu_59650	95.1456	95.1456
Os01g0836400	Gasu_55790	14.1138	24.0672
Os01g0836600	Gasu_34860	24.5661	28.3077
Os01g0837300	Gasu_46450	26.1307	15.1163
Os01g0837300	Gasu_59080	24.1206	14.9533
Os01g0837500	Gasu_58410	65.0549	64.9123
Os01g0838800	Gasu_30240	29.9435	25.2381
Os01g0839300	Gasu_02280	29.8137	33.1034
Os01g0839500	Gasu_36540	59.7122	69.1667
Os01g0839500	Gasu_59660	60.4317	70
Os01g0839500	Gasu_63250	60.4317	70.5882
Os01g0839700	Gasu_20190	69.8225	69.4118
Os01g0840700	Gasu_51580	56.0976	22.3301
Os01g0841000	Gasu_23810	20.5224	10.8911
Os01g0841000	Gasu_42640	17.1642	10.177
Os01g0841500	Gasu_21780	25.724	19.6615
Os01g0841600	Gasu_29840	51.7647	44.2953
Os01g0841800	Gasu_45260	20.9854	14.9545
Os01g0842600	Gasu_26790	43.8903	41.5094
Os01g0842600	Gasu_58030	46.6334	42.9392
Os01g0843300	Gasu_59920	35.0906	32.8704
Os01g0844300	Gasu_27570	24.8649	17.5573
Os01g0844800	Gasu_43370	25.6604	27.3092
Os01g0844900	Gasu_46530	25.1142	9.96377
Os01g0846900	Gasu_19330	6.45756	23.3333
Os01g0847200	Gasu_27870	59.2798	59.7765
Os01g0848200	Gasu_21370	23.5374	39.7701
Os01g0848700	Gasu_11810	66.6667	66.9767
Os01g0849100	Gasu_33770	13.1868	12.1622
Os01g0850400	Gasu_07570	16.707	29.1139
Os01g0850900	Gasu_29050	37.963	20.098
Os01g0851600	Gasu_36870	30.9701	31.203
Os01g0851700	Gasu_26320	47.2057	44.7576
Os01g0851700	Gasu_53650	47.6813	44.9048
Os01g0852900	Gasu_20210	19.3457	14.7027
Os01g0852900	Gasu_22730	15.6472	16.1054
Os01g0856000	Gasu_58390	20.3883	23.3333
Os01g0856850	Gasu_40300	42.5532	15.1515
Os01g0857200	Gasu_39440	27.4576	24.6201
Os01g0857300	Gasu_00550	28.3019	12.2449
Os01g0857700	Gasu_56080	38.6207	24.7788
Os01g0858000	Gasu_49290	7.63098	12.0504
Os01g0858500	Gasu_19330	13.6213	27.3333
Os01g0858700	Gasu_23400	22.0844	31.8996
Os01g0860300	Gasu_29500	64.3519	64.3519
Os01g0865100	Gasu_65630	39.4137	37.6947
Os01g0866100	Gasu_17630	60.0985	32.5333
Os01g0866100	Gasu_35290	57.1429	30.8511
Os01g0866300	Gasu_32930	43.5185	47
Os01g0866400	Gasu_13870	58.4071	56.7335
Os01g0866500	Gasu_50090	27.3585	16.8116
Os01g0866700	Gasu_18870	57.6923	66.6667
Os01g0867200	Gasu_50580	28.2548	22.87
Os01g0867700	Gasu_52720	29.0441	40.5128
Os01g0868200	Gasu_60430	29.717	35.8974
Os01g0868300	Gasu_18650	24.1851	27.3599
Os01g0871100	Gasu_07250	13.0584	22.8916
Os01g0871300	Gasu_39510	30.3493	29.6375
Os01g0872700	Gasu_61880	11.3296	22.5326
Os01g0872700	Gasu_64160	17.1348	28.3721
Os01g0872800	Gasu_45660	28.1124	13.9581
Os01g0873100	Gasu_46700	51.4286	9.90826
Os01g0873700	Gasu_32480	20.9366	18.1818
Os01g0873700	Gasu_66150	21.4876	12.5604
Os01g0874800	Gasu_17190	14.2458	4.85714
Os01g0874900	Gasu_21520	44.6667	57.265
Os01g0875400	Gasu_06320	31.4286	32.8358
Os01g0875700	Gasu_29260	33.6391	32.2581
Os01g0876100	Gasu_35350	21.2156	20.3297
Os01g0881100	Gasu_07900	15.739	12.3494
Os01g0881100	Gasu_56530	15.739	12.7329
Os01g0881100	Gasu_61490	16.5067	13.2308
Os01g0882300	Gasu_32480	23.0556	19.8565
Os01g0882300	Gasu_66150	21.3889	12.3994
Os01g0884900	Gasu_02630	40.4255	20.5036
Os01g0885000	Gasu_58040	52.2523	31.5217
Os01g0886300	Gasu_60180	28.2759	18.9376
Os01g0886600	Gasu_47610	43.5484	40.5253
Os01g0887100	Gasu_37730	54.023	29.1925
Os01g0888500	Gasu_48850	48.2976	26.6157
Os01g0888700	Gasu_17160	32.7902	41.1765
Os01g0889000	Gasu_62520	23.3184	23.8168
Os01g0891400	Gasu_39660	37.6569	36.8852
Os01g0895100	Gasu_40990	34.0694	47.3684
Os01g0895500	Gasu_35020	21.978	30.6122
Os01g0896300	Gasu_12570	11.1702	17.7966
Os01g0896700	Gasu_24010	51.9737	52.8428
Os01g0896800	Gasu_24010	47.4474	52.8428
Os01g0897000	Gasu_46410	55.4455	52.8302
Os01g0897700	Gasu_54420	11.8852	4.42073
Os01g0897800	Gasu_36710	11.2796	19.5082
Os01g0899425	Gasu_40760	33.0189	7.09939
Os01g0900900	Gasu_40970	36.1446	12.685
Os01g0901200	Gasu_43690	38.9277	42.1717
Os01g0903800	Gasu_13940	35.2113	6.14251
Os01g0904200	Gasu_01180	36.7556	32.3689
Os01g0904400	Gasu_17860	36.1702	36.512
Os01g0904700	Gasu_46530	16.1512	17.029
Os01g0905800	Gasu_01050	67.8771	68.2584
Os01g0905800	Gasu_39170	17.8771	66.6667
Os01g0906200	Gasu_17420	31.8627	15.5875
Os01g0907900	Gasu_51270	21.9619	15.0301
Os01g0908100	Gasu_11900	19.837	24.4147
Os01g0911000	Gasu_23450	19.1045	10.5611
Os01g0911100	Gasu_39470	48.218	42.5926
Os01g0911900	Gasu_01310	25.1121	15.3846
Os01g0913000	Gasu_44280	29.9465	28.2828
Os01g0915400	Gasu_14070	46.1538	7.03125
Os01g0916200	Gasu_09000	9.26366	12.8289
Os01g0916400	Gasu_31460	37.1369	39.6896
Os01g0916600	Gasu_32310	29.3333	41.5094
Os01g0916800	Gasu_00680	18.0564	20.9464
Os01g0917400	Gasu_06330	17.9954	10.7337
Os01g0917400	Gasu_61560	15.262	13.5628
Os01g0918200	Gasu_10750	34.6535	33.0189
Os01g0918300	Gasu_10750	34	32.0755
Os01g0919100	Gasu_44330	18.5619	23.5169
Os01g0919400	Gasu_03810	23.8007	30.9353
Os01g0920300	Gasu_15080	21.0692	14.4086
Os01g0920400	Gasu_23230	39.4866	41.4634
Os01g0921200	Gasu_23130	25.4587	25.6647
Os01g0922800	Gasu_13940	26.2195	10.5651
Os01g0924300	Gasu_55530	32.8542	34.0426
Os01g0924800	Gasu_19660	54.4304	32.2097
Os01g0925300	Gasu_60430	27.6029	32.4786
Os01g0925700	Gasu_29910	25.0674	19.5378
Os01g0926200	Gasu_43130	25.3275	21.0909
Os01g0926200	Gasu_46340	22.7074	24.6446
Os01g0926800	Gasu_51800	23.4818	13.0337
Os01g0927900	Gasu_13460	39.1228	42.7203
Os01g0928600	Gasu_24950	48.6974	40.6355
Os01g0928700	Gasu_24950	50.3018	41.806
Os01g0928800	Gasu_24950	52.5562	42.9766
Os01g0929500	Gasu_17360	14.8485	26.776
Os01g0930900	Gasu_56930	25.2669	27.3077
Os01g0931000	Gasu_56930	12.5	7.30769
Os01g0931100	Gasu_33460	20.6967	28.3708
Os01g0931300	Gasu_35780	18.7377	23.1707
Os01g0931400	Gasu_08050	35.6061	39.0042
Os01g0932500	Gasu_31520	26.3369	26.9126
Os01g0932500	Gasu_60220	27.9412	28.0914
Os01g0932550	Gasu_01550	37.037	23.8095
Os01g0932550	Gasu_47270	46.2963	26.8817
Os01g0935300	Gasu_29380	24.3333	9.19395
Os01g0935600	Gasu_03590	32.3988	12.6521
Os01g0935700	Gasu_17710	54.9342	51.3846
Os01g0936800	Gasu_07520	17.1053	22.4138
Os01g0936800	Gasu_51240	17.1053	18.4136
Os01g0938100	Gasu_40170	28.8889	53.0612
Os01g0938200	Gasu_24880	27.1739	26.2055
Os01g0938900	Gasu_49770	47.5248	44.6512
Os01g0939500	Gasu_36620	66.055	63.5762
Os01g0939700	Gasu_57760	48.9726	49.3103
Os01g0939700	Gasu_58570	51.0274	51.7361
Os01g0945001	Gasu_43690	31.4634	32.5758
Os01g0948100	Gasu_19150	17.8788	20.2055
Os01g0948400	Gasu_12380	42.1053	43.956
Os01g0949400	Gasu_58250	22.5914	21.7252
Os01g0950866	Gasu_24180	33.6066	36.4444
Os01g0950900	Gasu_34640	20.8274	20.1936
Os01g0951000	Gasu_14510	2.82686	2.03562
Os01g0951200	Gasu_43430	49.6855	45.8414
Os01g0951400	Gasu_43430	47.3684	43.5203
Os01g0952200	Gasu_06540	26.3482	34.3373
Os01g0957200	Gasu_39780	30.8483	29.8507
Os01g0957900	Gasu_43320	15.8163	14.9879
Os01g0958000	Gasu_29910	38.0117	40.9664
Os01g0958100	Gasu_36240	36.3636	34.6457
Os01g0958900	Gasu_05100	29.8343	28.1617
Os01g0960300	Gasu_22140	52.0223	51.9499
Os01g0960800	Gasu_12220	26.5487	25
Os01g0960800	Gasu_38790	38.9381	37.931
Os01g0962300	Gasu_09170	23.0303	32.2034
Os01g0962300	Gasu_54550	67.2727	69.8113
Os01g0962400	Gasu_31790	68.6274	72.1649
Os01g0962500	Gasu_48690	9.61887	11.2527
Os01g0962600	Gasu_54530	31.8436	39.8601
Os01g0963300	Gasu_35580	31.6239	28.4615
Os01g0963400	Gasu_46260	32.7869	24.3902
Os01g0964000	Gasu_32930	46.2617	49.5
Os01g0964133	Gasu_17630	83.2891	83.7333
Os01g0964133	Gasu_35290	75.3316	75.5319
Os01g0965000	Gasu_61750	7.81149	17.1631
Os01g0966000	Gasu_27340	50.2784	49.9605
Os01g0966100	Gasu_41780	37.0968	14.5202
Os01g0966200	Gasu_34020	20.3046	22.0994
Os01g0966300	Gasu_03610	31.2245	34.7727
Os01g0966400	Gasu_61480	21.3823	25.1908
Os01g0967000	Gasu_00100	50.4854	43.6975
Os01g0970400	Gasu_50360	30.3965	32.093
Os01g0970600	Gasu_41750	24.0506	26.5116
Os01g0970700	Gasu_20520	38.2263	15.006
Os01g0971500	Gasu_16090	30.3704	30.3704
Os01g0971500	Gasu_17700	35.5556	36.9231
Os01g0971600	Gasu_44700	24.2165	49.1329
Os01g0971600	Gasu_44860	44.1595	49.8392
Os01g0971700	Gasu_19090	23.8806	24.5211
Os01g0971800	Gasu_46530	22.2689	9.60145
Os01g0971900	Gasu_43370	28.4116	25.502
Os01g0972000	Gasu_45150	10.479	21.875
Os01g0972900	Gasu_34770	50.8368	44.4241
Os01g0973000	Gasu_64460	32.3843	35.5469
Os01g0973300	Gasu_52540	18.8781	16.1142
Os01g0974701	Gasu_32310	28.4483	31.1321
Os01g0974800	Gasu_50090	30.8756	19.4203
Os01g0974900	Gasu_17990	18.1818	4.16667
Os01g0976450	Gasu_37520	18.0157	14.0816
Os01g0977300	Gasu_07570	24.8	26.1603
Os01g0977600	Gasu_05740	8.69339	26.4659
Os01g0978100	Gasu_24750	52.2843	53.5065
Os02g0101500	Gasu_26840	52.8497	50.8728
Os02g0101600	Gasu_29630	26.087	27.0968
Os02g0101700	Gasu_31280	30.9192	12.8398
Os02g0101800	Gasu_19250	16.0754	17.2414
Os02g0102300	Gasu_18580	25.5474	21.2121
Os02g0102300	Gasu_60040	23.3577	27.5862
Os02g0102400	Gasu_06950	17.5649	18.8841
Os02g0102700	Gasu_32670	50	52.8
Os02g0103700	Gasu_32130	51.5625	52.1053
Os02g0103800	Gasu_25860	49.1803	50.8475
Os02g0103900	Gasu_15810	17.0554	18.9627
Os02g0104700	Gasu_29230	20.6581	20.6581
Os02g0104700	Gasu_63070	19.7441	22.547
Os02g0105100	Gasu_35950	5.95238	3.58423
Os02g0105200	Gasu_17610	39.9635	41.7939
Os02g0105900	Gasu_24720	65.283	66.0305
Os02g0106800	Gasu_31920	24.0113	23.743
Os02g0106966	Gasu_38140	18.1159	2.27998
Os02g0107200	Gasu_11870	49.4681	22.6277
Os02g0107900	Gasu_01810	40.249	10.2646
Os02g0107900	Gasu_51260	34.0249	7.05073
Os02g0109100	Gasu_11870	40.8551	41.8491
Os02g0111700	Gasu_50890	64.8936	63.5417
Os02g0112100	Gasu_46790	31.1445	26.6881
Os02g0112600	Gasu_46790	31.1445	26.6881
Os02g0112900	Gasu_27980	19.2547	21.4286
Os02g0113200	Gasu_06490	36.2319	34.2466
Os02g0114700	Gasu_07210	18.0556	32.1981
Os02g0115700	Gasu_11340	63.2114	63.3401
Os02g0115900	Gasu_17030	67.8195	68.23
Os02g0116500	Gasu_34300	19	21.0526
Os02g0116500	Gasu_50400	21.25	24.2857
Os02g0116900	Gasu_02440	35.9155	34
Os02g0117100	Gasu_46290	25.1989	25.3333
Os02g0117700	Gasu_00860	53.1049	49.4024
Os02g0119800	Gasu_08520	30.3342	11.1007
Os02g0119800	Gasu_53390	29.3059	28.934
Os02g0120100	Gasu_49420	26.2436	11.5909
Os02g0120400	Gasu_35760	26.3889	23.3129
Os02g0120600	Gasu_60520	78.3784	78.9116
Os02g0120800	Gasu_25940	55.3299	54.7739
Os02g0120900	Gasu_13600	48.248	61.0922
Os02g0121000	Gasu_27890	44.6208	41.9569
Os02g0121200	Gasu_03720	22.3176	37.6812
Os02g0121300	Gasu_30690	66.2791	69.5122
Os02g0122100	Gasu_17040	14.1689	5.93607
Os02g0122200	Gasu_44330	19.4969	19.7034
Os02g0122500	Gasu_18980	22.9391	25.3968
Os02g0122800	Gasu_15060	32.9749	19.0476
Os02g0122900	Gasu_19470	18.3206	7.29483
Os02g0123100	Gasu_48610	51.8617	61.9048
Os02g0123500	Gasu_23120	36	43.9739
Os02g0123500	Gasu_34980	34.1333	40.8946
Os02g0123600	Gasu_50190	34.5291	38.1188
Os02g0125100	Gasu_04390	63.035	48.6486
