Gene stable ID	Trifolium pratense gene stable ID	%id. target Trifolium pratense gene identical to query gene	%id. query gene identical to target Trifolium pratense gene
Os01g0115700	Tp57577_TGAC_v2_gene36852	29.1401	33.0922
Os01g0115700	Tp57577_TGAC_v2_gene36858	35.0318	31.2057
Os01g0115700	Tp57577_TGAC_v2_gene36873	34.0764	30.8357
Os01g0115700	Tp57577_TGAC_v2_gene36931	35.9873	33.3333
Os01g0115700	Tp57577_TGAC_v2_gene36960	35.6688	31.8634
Os01g0115700	Tp57577_TGAC_v2_gene36978	26.4331	27.3927
Os01g0115700	Tp57577_TGAC_v2_gene7318	18.7898	47.5806
Os01g0115750	Tp57577_TGAC_v2_gene10559	28.3186	43.1461
Os01g0115750	Tp57577_TGAC_v2_gene14876	21.6814	42.6087
Os01g0115750	Tp57577_TGAC_v2_gene14882	33.0383	30.5177
Os01g0115750	Tp57577_TGAC_v2_gene14884	26.4012	42.5178
Os01g0115750	Tp57577_TGAC_v2_gene14890	30.531	32.1429
Os01g0115750	Tp57577_TGAC_v2_gene14893	30.0885	33.1707
Os01g0115750	Tp57577_TGAC_v2_gene14895	25.5162	40.0463
Os01g0115750	Tp57577_TGAC_v2_gene20008	34.2183	30.7285
Os01g0115750	Tp57577_TGAC_v2_gene20010	32.8909	31.2763
Os01g0115750	Tp57577_TGAC_v2_gene20029	26.5487	42.7553
Os01g0115750	Tp57577_TGAC_v2_gene20032	26.6962	37.6299
Os01g0115750	Tp57577_TGAC_v2_gene20039	20.5015	37.4663
Os01g0115750	Tp57577_TGAC_v2_gene20637	27.8761	46.7822
Os01g0115750	Tp57577_TGAC_v2_gene20639	27.4336	44.2857
Os01g0115750	Tp57577_TGAC_v2_gene24346	29.941	28.9586
Os01g0115750	Tp57577_TGAC_v2_gene24377	30.0885	32.5359
Os01g0115750	Tp57577_TGAC_v2_gene29524	26.2537	41.9811
Os01g0115750	Tp57577_TGAC_v2_gene33299	26.9911	47.6562
Os01g0115750	Tp57577_TGAC_v2_gene33316	34.2183	32.0442
Os01g0115750	Tp57577_TGAC_v2_gene33340	33.6283	31.1475
Os01g0115750	Tp57577_TGAC_v2_gene35078	12.5369	38.2883
Os01g0115750	Tp57577_TGAC_v2_gene36852	28.9086	35.443
Os01g0115750	Tp57577_TGAC_v2_gene36858	33.1858	31.9149
Os01g0115750	Tp57577_TGAC_v2_gene36873	33.0383	32.2767
Os01g0115750	Tp57577_TGAC_v2_gene36931	34.0708	34.0708
Os01g0115750	Tp57577_TGAC_v2_gene36960	33.7758	32.5747
Os01g0115750	Tp57577_TGAC_v2_gene36978	25.2212	28.2178
Os01g0115750	Tp57577_TGAC_v2_gene7318	17.1091	46.7742
Os01g0116000	Tp57577_TGAC_v2_gene10559	27.193	41.7978
Os01g0116000	Tp57577_TGAC_v2_gene14876	22.076	43.7681
Os01g0116000	Tp57577_TGAC_v2_gene14882	33.6257	31.3351
Os01g0116000	Tp57577_TGAC_v2_gene14884	25.8772	42.0428
Os01g0116000	Tp57577_TGAC_v2_gene14890	29.5322	31.3665
Os01g0116000	Tp57577_TGAC_v2_gene14893	29.6784	33.0081
Os01g0116000	Tp57577_TGAC_v2_gene14895	26.462	41.8981
Os01g0116000	Tp57577_TGAC_v2_gene20008	34.0643	30.8609
Os01g0116000	Tp57577_TGAC_v2_gene20010	33.1871	31.8373
Os01g0116000	Tp57577_TGAC_v2_gene20029	26.7544	43.4679
Os01g0116000	Tp57577_TGAC_v2_gene20032	27.0468	38.4615
Os01g0116000	Tp57577_TGAC_v2_gene20039	20.3216	37.4663
Os01g0116000	Tp57577_TGAC_v2_gene20637	27.924	47.2772
Os01g0116000	Tp57577_TGAC_v2_gene20639	27.0468	44.0476
Os01g0116000	Tp57577_TGAC_v2_gene24346	29.8246	29.1013
Os01g0116000	Tp57577_TGAC_v2_gene24377	29.6784	32.3764
Os01g0116000	Tp57577_TGAC_v2_gene29524	26.462	42.6887
Os01g0116000	Tp57577_TGAC_v2_gene33299	28.0702	50
Os01g0116000	Tp57577_TGAC_v2_gene33316	33.9181	32.0442
Os01g0116000	Tp57577_TGAC_v2_gene33340	34.3567	32.1038
Os01g0116000	Tp57577_TGAC_v2_gene35078	12.5731	38.7387
Os01g0116000	Tp57577_TGAC_v2_gene36852	28.5088	35.2622
Os01g0116000	Tp57577_TGAC_v2_gene36858	33.1871	32.1986
Os01g0116000	Tp57577_TGAC_v2_gene36873	33.0409	32.5648
Os01g0116000	Tp57577_TGAC_v2_gene36931	34.0643	34.3658
Os01g0116000	Tp57577_TGAC_v2_gene36960	32.7485	31.8634
Os01g0116000	Tp57577_TGAC_v2_gene36978	25.1462	28.3828
Os01g0116000	Tp57577_TGAC_v2_gene7318	17.8363	49.1936
Os01g0116200	Tp57577_TGAC_v2_gene10559	26.338	42.0225
Os01g0116200	Tp57577_TGAC_v2_gene14876	21.5493	44.3478
Os01g0116200	Tp57577_TGAC_v2_gene14882	33.2394	32.1526
Os01g0116200	Tp57577_TGAC_v2_gene14884	24.7887	41.8052
Os01g0116200	Tp57577_TGAC_v2_gene14890	29.4366	32.4534
Os01g0116200	Tp57577_TGAC_v2_gene14893	30.2817	34.9594
Os01g0116200	Tp57577_TGAC_v2_gene14895	25.0704	41.2037
Os01g0116200	Tp57577_TGAC_v2_gene20008	33.662	31.6556
Os01g0116200	Tp57577_TGAC_v2_gene20010	33.0986	32.9593
Os01g0116200	Tp57577_TGAC_v2_gene20029	25.9155	43.7055
Os01g0116200	Tp57577_TGAC_v2_gene20032	26.1972	38.6694
Os01g0116200	Tp57577_TGAC_v2_gene20039	19.1549	36.6577
Os01g0116200	Tp57577_TGAC_v2_gene20637	27.1831	47.7723
Os01g0116200	Tp57577_TGAC_v2_gene20639	25.6338	43.3333
Os01g0116200	Tp57577_TGAC_v2_gene24346	28.8732	29.2439
Os01g0116200	Tp57577_TGAC_v2_gene24377	28.5915	32.3764
Os01g0116200	Tp57577_TGAC_v2_gene29524	25.7746	43.1604
Os01g0116200	Tp57577_TGAC_v2_gene33299	26.1972	48.4375
Os01g0116200	Tp57577_TGAC_v2_gene33316	32.9577	32.3204
Os01g0116200	Tp57577_TGAC_v2_gene33340	31.9718	31.0109
Os01g0116200	Tp57577_TGAC_v2_gene35078	11.4085	36.4865
Os01g0116200	Tp57577_TGAC_v2_gene36852	26.7606	34.358
Os01g0116200	Tp57577_TGAC_v2_gene36858	31.5493	31.7731
Os01g0116200	Tp57577_TGAC_v2_gene36873	31.6901	32.4207
Os01g0116200	Tp57577_TGAC_v2_gene36931	32.9577	34.5133
Os01g0116200	Tp57577_TGAC_v2_gene36960	32.6761	33.0014
Os01g0116200	Tp57577_TGAC_v2_gene36978	24.507	28.7129
Os01g0116200	Tp57577_TGAC_v2_gene7318	16.9014	48.3871
Os01g0116400	Tp57577_TGAC_v2_gene10559	27.031	41.1236
Os01g0116400	Tp57577_TGAC_v2_gene14876	23.0428	45.2174
Os01g0116400	Tp57577_TGAC_v2_gene14882	33.3826	30.7902
Os01g0116400	Tp57577_TGAC_v2_gene14884	26.2925	42.2803
Os01g0116400	Tp57577_TGAC_v2_gene14890	29.9852	31.5217
Os01g0116400	Tp57577_TGAC_v2_gene14893	29.6898	32.6829
Os01g0116400	Tp57577_TGAC_v2_gene14895	25.8493	40.5093
Os01g0116400	Tp57577_TGAC_v2_gene20008	34.2688	30.7285
Os01g0116400	Tp57577_TGAC_v2_gene20010	33.9734	32.2581
Os01g0116400	Tp57577_TGAC_v2_gene20029	26.2925	42.2803
Os01g0116400	Tp57577_TGAC_v2_gene20032	27.4742	38.6694
Os01g0116400	Tp57577_TGAC_v2_gene20039	20.2363	36.9272
Os01g0116400	Tp57577_TGAC_v2_gene20637	27.6219	46.2871
Os01g0116400	Tp57577_TGAC_v2_gene20639	27.031	43.5714
Os01g0116400	Tp57577_TGAC_v2_gene24346	29.5421	28.5307
Os01g0116400	Tp57577_TGAC_v2_gene24377	29.5421	31.8979
Os01g0116400	Tp57577_TGAC_v2_gene29524	26.7356	42.6887
Os01g0116400	Tp57577_TGAC_v2_gene33299	27.9173	49.2188
Os01g0116400	Tp57577_TGAC_v2_gene33316	34.1211	31.9061
Os01g0116400	Tp57577_TGAC_v2_gene33340	33.678	31.1475
Os01g0116400	Tp57577_TGAC_v2_gene35078	12.26	37.3874
Os01g0116400	Tp57577_TGAC_v2_gene36852	28.2127	34.5389
Os01g0116400	Tp57577_TGAC_v2_gene36858	32.644	31.3475
Os01g0116400	Tp57577_TGAC_v2_gene36873	33.2349	32.4207
Os01g0116400	Tp57577_TGAC_v2_gene36931	33.9734	33.9233
Os01g0116400	Tp57577_TGAC_v2_gene36960	32.7917	31.5789
Os01g0116400	Tp57577_TGAC_v2_gene36978	23.9291	26.7327
Os01g0116400	Tp57577_TGAC_v2_gene7318	18.0207	49.1936
Os01g0116600	Tp57577_TGAC_v2_gene6781	53.7405	43.2964
Os01g0116800	Tp57577_TGAC_v2_gene10559	48.4043	40.8989
Os01g0116800	Tp57577_TGAC_v2_gene14876	38.2979	41.7391
Os01g0116800	Tp57577_TGAC_v2_gene14882	47.6064	24.3869
Os01g0116800	Tp57577_TGAC_v2_gene14884	46.2766	41.3302
Os01g0116800	Tp57577_TGAC_v2_gene14890	40.4255	23.6025
Os01g0116800	Tp57577_TGAC_v2_gene14893	40.1596	24.5528
Os01g0116800	Tp57577_TGAC_v2_gene14895	46.2766	40.2778
Os01g0116800	Tp57577_TGAC_v2_gene20008	50	24.9007
Os01g0116800	Tp57577_TGAC_v2_gene20010	47.3404	24.9649
Os01g0116800	Tp57577_TGAC_v2_gene20029	48.9362	43.7055
Os01g0116800	Tp57577_TGAC_v2_gene20032	48.1383	37.6299
Os01g0116800	Tp57577_TGAC_v2_gene20039	36.1702	36.6577
Os01g0116800	Tp57577_TGAC_v2_gene20637	50	46.5347
Os01g0116800	Tp57577_TGAC_v2_gene20639	48.9362	43.8095
Os01g0116800	Tp57577_TGAC_v2_gene24346	43.617	23.3951
Os01g0116800	Tp57577_TGAC_v2_gene24377	44.9468	26.9537
Os01g0116800	Tp57577_TGAC_v2_gene29524	47.0745	41.7453
Os01g0116800	Tp57577_TGAC_v2_gene33299	48.6702	47.6562
Os01g0116800	Tp57577_TGAC_v2_gene33316	47.6064	24.7238
Os01g0116800	Tp57577_TGAC_v2_gene33340	48.1383	24.7268
Os01g0116800	Tp57577_TGAC_v2_gene35078	21.2766	36.036
Os01g0116800	Tp57577_TGAC_v2_gene36852	39.8936	27.1248
Os01g0116800	Tp57577_TGAC_v2_gene36858	47.8723	25.5319
Os01g0116800	Tp57577_TGAC_v2_gene36873	47.0745	25.5043
Os01g0116800	Tp57577_TGAC_v2_gene36931	48.6702	26.9911
Os01g0116800	Tp57577_TGAC_v2_gene36960	49.4681	26.458
Os01g0116800	Tp57577_TGAC_v2_gene36978	31.9149	19.802
Os01g0116800	Tp57577_TGAC_v2_gene7318	31.6489	47.9839
Os01g0117000	Tp57577_TGAC_v2_gene10559	23.9189	39.7753
Os01g0117000	Tp57577_TGAC_v2_gene14876	19.4595	41.7391
Os01g0117000	Tp57577_TGAC_v2_gene14882	30.6757	30.9264
Os01g0117000	Tp57577_TGAC_v2_gene14884	21.8919	38.4798
Os01g0117000	Tp57577_TGAC_v2_gene14890	26.6216	30.5901
Os01g0117000	Tp57577_TGAC_v2_gene14893	25.8108	31.0569
Os01g0117000	Tp57577_TGAC_v2_gene14895	21.8919	37.5
Os01g0117000	Tp57577_TGAC_v2_gene20008	31.7568	31.1258
Os01g0117000	Tp57577_TGAC_v2_gene20010	30	31.136
Os01g0117000	Tp57577_TGAC_v2_gene20029	23.3784	41.0926
Os01g0117000	Tp57577_TGAC_v2_gene20032	24.1892	37.2141
Os01g0117000	Tp57577_TGAC_v2_gene20039	17.5676	35.0404
Os01g0117000	Tp57577_TGAC_v2_gene20637	23.6486	43.3168
Os01g0117000	Tp57577_TGAC_v2_gene20639	23.7838	41.9048
Os01g0117000	Tp57577_TGAC_v2_gene24346	25.9459	27.3894
Os01g0117000	Tp57577_TGAC_v2_gene24377	25.9459	30.622
Os01g0117000	Tp57577_TGAC_v2_gene29524	21.8919	38.2075
Os01g0117000	Tp57577_TGAC_v2_gene33299	22.973	44.2708
Os01g0117000	Tp57577_TGAC_v2_gene33316	30.2703	30.9392
Os01g0117000	Tp57577_TGAC_v2_gene33340	29.3243	29.6448
Os01g0117000	Tp57577_TGAC_v2_gene35078	9.05405	30.1802
Os01g0117000	Tp57577_TGAC_v2_gene36852	24.5946	32.9114
Os01g0117000	Tp57577_TGAC_v2_gene36858	29.8649	31.3475
Os01g0117000	Tp57577_TGAC_v2_gene36873	29.1892	31.1239
Os01g0117000	Tp57577_TGAC_v2_gene36931	30.9459	33.7758
Os01g0117000	Tp57577_TGAC_v2_gene36960	30.1351	31.7212
Os01g0117000	Tp57577_TGAC_v2_gene36978	24.4595	29.868
Os01g0117000	Tp57577_TGAC_v2_gene7318	16.3514	48.7903
Os01g0117200	Tp57577_TGAC_v2_gene10559	26.0028	42.2472
Os01g0117200	Tp57577_TGAC_v2_gene14876	21.7151	45.5072
Os01g0117200	Tp57577_TGAC_v2_gene14882	32.9184	32.4251
Os01g0117200	Tp57577_TGAC_v2_gene14884	25.5878	43.943
Os01g0117200	Tp57577_TGAC_v2_gene14890	30.0138	33.6957
Os01g0117200	Tp57577_TGAC_v2_gene14893	28.769	33.8211
Os01g0117200	Tp57577_TGAC_v2_gene14895	25.0346	41.8981
Os01g0117200	Tp57577_TGAC_v2_gene20008	33.3333	31.9205
Os01g0117200	Tp57577_TGAC_v2_gene20010	33.195	33.6606
Os01g0117200	Tp57577_TGAC_v2_gene20029	26.0028	44.6556
Os01g0117200	Tp57577_TGAC_v2_gene20032	26.1411	39.2931
Os01g0117200	Tp57577_TGAC_v2_gene20039	19.7787	38.5445
Os01g0117200	Tp57577_TGAC_v2_gene20637	26.8326	48.0198
Os01g0117200	Tp57577_TGAC_v2_gene20639	26.0028	44.7619
Os01g0117200	Tp57577_TGAC_v2_gene24346	28.2158	29.1013
Os01g0117200	Tp57577_TGAC_v2_gene24377	28.6307	33.0144
Os01g0117200	Tp57577_TGAC_v2_gene29524	26.0028	44.3396
Os01g0117200	Tp57577_TGAC_v2_gene33299	26.0028	48.9583
Os01g0117200	Tp57577_TGAC_v2_gene33316	34.0249	33.9779
Os01g0117200	Tp57577_TGAC_v2_gene33340	33.195	32.7869
Os01g0117200	Tp57577_TGAC_v2_gene35078	11.4799	37.3874
Os01g0117200	Tp57577_TGAC_v2_gene36852	27.8008	36.3472
Os01g0117200	Tp57577_TGAC_v2_gene36858	32.3651	33.1915
Os01g0117200	Tp57577_TGAC_v2_gene36873	32.6418	34.0058
Os01g0117200	Tp57577_TGAC_v2_gene36931	33.61	35.8407
Os01g0117200	Tp57577_TGAC_v2_gene36960	32.5035	33.4282
Os01g0117200	Tp57577_TGAC_v2_gene36978	25.1729	30.033
Os01g0117200	Tp57577_TGAC_v2_gene7318	17.1508	50
Os01g0117400	Tp57577_TGAC_v2_gene10559	46.8599	21.7978
Os01g0117400	Tp57577_TGAC_v2_gene14876	28.0193	16.8116
Os01g0117400	Tp57577_TGAC_v2_gene14882	46.3768	13.079
Os01g0117400	Tp57577_TGAC_v2_gene14884	42.9952	21.1401
Os01g0117400	Tp57577_TGAC_v2_gene14890	47.8261	15.3727
Os01g0117400	Tp57577_TGAC_v2_gene14893	48.3092	16.2602
Os01g0117400	Tp57577_TGAC_v2_gene14895	43.9614	21.0648
Os01g0117400	Tp57577_TGAC_v2_gene20008	48.7923	13.3775
Os01g0117400	Tp57577_TGAC_v2_gene20010	44.4444	12.9032
Os01g0117400	Tp57577_TGAC_v2_gene20029	48.7923	23.9905
Os01g0117400	Tp57577_TGAC_v2_gene20032	48.3092	20.79
Os01g0117400	Tp57577_TGAC_v2_gene20039	32.3671	18.0593
Os01g0117400	Tp57577_TGAC_v2_gene20637	48.7923	25
Os01g0117400	Tp57577_TGAC_v2_gene20639	46.8599	23.0952
Os01g0117400	Tp57577_TGAC_v2_gene24346	39.6135	11.6976
Os01g0117400	Tp57577_TGAC_v2_gene24377	40.0966	13.2376
Os01g0117400	Tp57577_TGAC_v2_gene29524	45.8937	22.4057
Os01g0117400	Tp57577_TGAC_v2_gene33299	46.3768	25
Os01g0117400	Tp57577_TGAC_v2_gene33316	44.4444	12.7072
Os01g0117400	Tp57577_TGAC_v2_gene33340	45.4106	12.8415
Os01g0117400	Tp57577_TGAC_v2_gene35078	37.1981	34.6847
Os01g0117400	Tp57577_TGAC_v2_gene36852	46.8599	17.5407
Os01g0117400	Tp57577_TGAC_v2_gene36858	45.8937	13.4752
Os01g0117400	Tp57577_TGAC_v2_gene36873	46.8599	13.9769
Os01g0117400	Tp57577_TGAC_v2_gene36931	47.343	14.4543
Os01g0117400	Tp57577_TGAC_v2_gene36960	48.3092	14.2248
Os01g0117400	Tp57577_TGAC_v2_gene36978	15.942	5.44554
Os01g0117400	Tp57577_TGAC_v2_gene7318	14.9758	12.5
Os01g0117600	Tp57577_TGAC_v2_gene10559	26.4256	42.6966
Os01g0117600	Tp57577_TGAC_v2_gene14876	21.2796	44.3478
Os01g0117600	Tp57577_TGAC_v2_gene14882	33.7969	33.1063
Os01g0117600	Tp57577_TGAC_v2_gene14884	24.2003	41.3302
Os01g0117600	Tp57577_TGAC_v2_gene14890	29.6245	33.0745
Os01g0117600	Tp57577_TGAC_v2_gene14893	28.79	33.6585
Os01g0117600	Tp57577_TGAC_v2_gene14895	24.3394	40.5093
Os01g0117600	Tp57577_TGAC_v2_gene20008	34.4924	32.8477
Os01g0117600	Tp57577_TGAC_v2_gene20010	33.2406	33.5203
Os01g0117600	Tp57577_TGAC_v2_gene20029	25.8693	44.1805
Os01g0117600	Tp57577_TGAC_v2_gene20032	26.9819	40.3326
Os01g0117600	Tp57577_TGAC_v2_gene20039	19.8887	38.5445
Os01g0117600	Tp57577_TGAC_v2_gene20637	26.9819	48.0198
Os01g0117600	Tp57577_TGAC_v2_gene20639	26.8428	45.9524
Os01g0117600	Tp57577_TGAC_v2_gene24346	27.8164	28.5307
Os01g0117600	Tp57577_TGAC_v2_gene24377	28.6509	32.8549
Os01g0117600	Tp57577_TGAC_v2_gene29524	24.6175	41.7453
Os01g0117600	Tp57577_TGAC_v2_gene33299	25.7302	48.1771
Os01g0117600	Tp57577_TGAC_v2_gene33316	32.4061	32.1823
Os01g0117600	Tp57577_TGAC_v2_gene33340	32.128	31.5574
Os01g0117600	Tp57577_TGAC_v2_gene35078	11.2656	36.4865
Os01g0117600	Tp57577_TGAC_v2_gene36852	27.3992	35.6239
Os01g0117600	Tp57577_TGAC_v2_gene36858	32.9624	33.617
Os01g0117600	Tp57577_TGAC_v2_gene36873	31.9889	33.1412
Os01g0117600	Tp57577_TGAC_v2_gene36931	33.6579	35.6932
Os01g0117600	Tp57577_TGAC_v2_gene36960	33.1015	33.8549
Os01g0117600	Tp57577_TGAC_v2_gene36978	24.6175	29.2079
Os01g0117600	Tp57577_TGAC_v2_gene7318	16.8289	48.7903
Os01g0117900	Tp57577_TGAC_v2_gene38546	35.8289	56.3025
Os01g0118000	Tp57577_TGAC_v2_gene4846	85.3093	84.4388
Os01g0118100	Tp57577_TGAC_v2_gene2912	74.4499	51.3058
Os01g0118100	Tp57577_TGAC_v2_gene4926	72.0049	50.1277
Os01g0118300	Tp57577_TGAC_v2_gene4874	74.3529	80.4071
Os01g0118400	Tp57577_TGAC_v2_gene12946	27.6451	30.6238
Os01g0118400	Tp57577_TGAC_v2_gene2928	22.1843	30.6604
Os01g0118600	Tp57577_TGAC_v2_gene12946	30.1786	31.9471
Os01g0118600	Tp57577_TGAC_v2_gene2928	25.8929	34.1981
Os01g0118700	Tp57577_TGAC_v2_gene12946	30.3089	29.6786
Os01g0118700	Tp57577_TGAC_v2_gene2928	25.4826	31.1321
Os01g0119000	Tp57577_TGAC_v2_gene12946	30.7054	27.9773
Os01g0119000	Tp57577_TGAC_v2_gene2928	26.1411	29.717
Os01g0119100	Tp57577_TGAC_v2_gene12946	28.7435	31.569
Os01g0119100	Tp57577_TGAC_v2_gene2928	25.3012	34.6698
Os01g0120300	Tp57577_TGAC_v2_gene36994	73.2998	60.2484
Os01g0120400	Tp57577_TGAC_v2_gene3171	56.0606	57.1429
Os01g0120500	Tp57577_TGAC_v2_gene12760	52.3622	50.1887
Os01g0120600	Tp57577_TGAC_v2_gene10991	12.766	72
Os01g0120600	Tp57577_TGAC_v2_gene4918	28.3688	65.0406
Os01g0120700	Tp57577_TGAC_v2_gene4844	40.7018	34.3195
Os01g0120800	Tp57577_TGAC_v2_gene29575	5.27383	60.4651
Os01g0120800	Tp57577_TGAC_v2_gene40644	7.70791	54.2857
Os01g0120800	Tp57577_TGAC_v2_gene7841	51.3185	57.3696
Os01g0121000	Tp57577_TGAC_v2_gene1399	32.8358	39.2857
Os01g0121100	Tp57577_TGAC_v2_gene28393	52.3392	52.3392
Os01g0121200	Tp57577_TGAC_v2_gene28548	36.4312	39.3574
Os01g0121200	Tp57577_TGAC_v2_gene4822	49.4424	49.4424
Os01g0121300	Tp57577_TGAC_v2_gene4937	40.9259	41.6981
Os01g0121500	Tp57577_TGAC_v2_gene4820	33.3333	27.5862
Os01g0121500	Tp57577_TGAC_v2_gene4890	36.6667	29.5302
Os01g0121600	Tp57577_TGAC_v2_gene4820	30.6122	31.0345
Os01g0121600	Tp57577_TGAC_v2_gene4890	34.0136	33.557
Os01g0121700	Tp57577_TGAC_v2_gene4902	67.9641	65.6069
Os01g0121800	Tp57577_TGAC_v2_gene30150	58.7065	59.596
Os01g0125600	Tp57577_TGAC_v2_gene13856	34.7619	36.5915
Os01g0125600	Tp57577_TGAC_v2_gene15841	12.381	22.5108
Os01g0125700	Tp57577_TGAC_v2_gene11790	59.3651	58.6207
Os01g0125800	Tp57577_TGAC_v2_gene12747	14.0984	59.7222
Os01g0125800	Tp57577_TGAC_v2_gene12969	53.4426	63.9216
Os01g0125800	Tp57577_TGAC_v2_gene13862	65.5738	65.6814
Os01g0125900	Tp57577_TGAC_v2_gene2475	48.5419	47.0374
Os01g0126200	Tp57577_TGAC_v2_gene13860	35.4515	51.3317
Os01g0127300	Tp57577_TGAC_v2_gene17447	19.2946	36.6142
Os01g0127300	Tp57577_TGAC_v2_gene7828	21.7842	53.0303
Os01g0127400	Tp57577_TGAC_v2_gene29132	10.6132	59.2105
Os01g0127400	Tp57577_TGAC_v2_gene36961	66.5094	69.4581
Os01g0127500	Tp57577_TGAC_v2_gene27957	57.27	60.5016
Os01g0127900	Tp57577_TGAC_v2_gene9701	57.4766	55.2809
Os01g0128000	Tp57577_TGAC_v2_gene15175	31.4286	36.9128
Os01g0128000	Tp57577_TGAC_v2_gene4845	36.8571	41.0828
Os01g0128100	Tp57577_TGAC_v2_gene18818	59.4502	58.8435
Os01g0128100	Tp57577_TGAC_v2_gene33176	15.4639	47.8723
Os01g0128100	Tp57577_TGAC_v2_gene38082	13.0584	61.2903
Os01g0128100	Tp57577_TGAC_v2_gene38351	56.3574	28.0342
Os01g0128100	Tp57577_TGAC_v2_gene394	16.1512	63.5135
Os01g0128300	Tp57577_TGAC_v2_gene32451	45.1754	44.9782
Os01g0128300	Tp57577_TGAC_v2_gene9726	44.7368	42.1488
Os01g0128400	Tp57577_TGAC_v2_gene17669	31.9113	42.6941
Os01g0128400	Tp57577_TGAC_v2_gene38658	18.2594	30.0562
Os01g0128400	Tp57577_TGAC_v2_gene5140	47.9522	48.2818
Os01g0128800	Tp57577_TGAC_v2_gene15165	54.9356	15.5718
Os01g0129200	Tp57577_TGAC_v2_gene18823	33.8403	28.3439
Os01g0129200	Tp57577_TGAC_v2_gene971	21.673	45.6
Os01g0129500	Tp57577_TGAC_v2_gene17354	9.47867	43.1655
Os01g0129500	Tp57577_TGAC_v2_gene28219	31.7536	32.577
Os01g0129500	Tp57577_TGAC_v2_gene32689	29.3839	32.9204
Os01g0129600	Tp57577_TGAC_v2_gene1497	17.9941	27.1111
Os01g0129600	Tp57577_TGAC_v2_gene31108	14.7493	30.6748
Os01g0129600	Tp57577_TGAC_v2_gene36439	1.17994	6.34921
Os01g0129600	Tp57577_TGAC_v2_gene40040	14.1593	30.1887
Os01g0129600	Tp57577_TGAC_v2_gene4563	11.7994	23.8095
Os01g0130000	Tp57577_TGAC_v2_gene24717	20.7161	42.1875
Os01g0130000	Tp57577_TGAC_v2_gene27465	64.1944	63.8677
Os01g0130000	Tp57577_TGAC_v2_gene38032	57.0332	55.335
Os01g0130400	Tp57577_TGAC_v2_gene26300	54.6137	64.676
Os01g0130400	Tp57577_TGAC_v2_gene26317	63.3047	63.5776
Os01g0130400	Tp57577_TGAC_v2_gene27807	61.4807	64.6727
Os01g0131300	Tp57577_TGAC_v2_gene26279	36	33.3333
Os01g0131300	Tp57577_TGAC_v2_gene32693	23.4286	14.6953
Os01g0131300	Tp57577_TGAC_v2_gene35240	28.5714	22.5225
Os01g0132100	Tp57577_TGAC_v2_gene1206	29.5993	30.8057
Os01g0132100	Tp57577_TGAC_v2_gene1240	27.5956	30.4829
Os01g0132100	Tp57577_TGAC_v2_gene1245	27.2313	29.1707
Os01g0132100	Tp57577_TGAC_v2_gene1256	27.1403	25.1689
Os01g0132100	Tp57577_TGAC_v2_gene14146	22.0401	30.137
Os01g0132100	Tp57577_TGAC_v2_gene14151	29.0528	30.5849
Os01g0132100	Tp57577_TGAC_v2_gene14174	13.388	24.5409
Os01g0132100	Tp57577_TGAC_v2_gene14298	19.0346	28.1292
Os01g0132100	Tp57577_TGAC_v2_gene14308	31.1475	30.7831
Os01g0132100	Tp57577_TGAC_v2_gene14313	31.1475	30.8386
Os01g0132100	Tp57577_TGAC_v2_gene16167	27.2313	30.5102
Os01g0132100	Tp57577_TGAC_v2_gene22217	30.2368	33.2
Os01g0132100	Tp57577_TGAC_v2_gene22222	26.9581	34.5391
Os01g0132100	Tp57577_TGAC_v2_gene25126	28.6885	30.2885
Os01g0132100	Tp57577_TGAC_v2_gene25930	18.306	28.3898
Os01g0132100	Tp57577_TGAC_v2_gene27923	30.2368	30.7978
Os01g0132100	Tp57577_TGAC_v2_gene30847	17.031	29.7297
Os01g0132100	Tp57577_TGAC_v2_gene31824	30.0546	32.6409
Os01g0132100	Tp57577_TGAC_v2_gene31827	31.0565	33.53
Os01g0132100	Tp57577_TGAC_v2_gene31831	28.7796	28.8584
Os01g0132100	Tp57577_TGAC_v2_gene38742	24.408	29.548
Os01g0132100	Tp57577_TGAC_v2_gene38767	31.9672	32.9887
Os01g0132100	Tp57577_TGAC_v2_gene4336	24.5902	28.97
Os01g0132100	Tp57577_TGAC_v2_gene5597	21.949	30.7398
Os01g0132100	Tp57577_TGAC_v2_gene8186	20.765	25.5319
Os01g0132100	Tp57577_TGAC_v2_gene8189	32.7869	34.2857
Os01g0132100	Tp57577_TGAC_v2_gene8195	27.1403	31.4346
Os01g0132100	Tp57577_TGAC_v2_gene8196	23.0419	28.8483
Os01g0132100	Tp57577_TGAC_v2_gene8201	25.4098	28.9119
Os01g0132100	Tp57577_TGAC_v2_gene8203	24.4991	31.5358
Os01g0132100	Tp57577_TGAC_v2_gene8207	27.3224	31.6122
Os01g0132100	Tp57577_TGAC_v2_gene8587	27.9599	30.4866
Os01g0132500	Tp57577_TGAC_v2_gene37584	21.6981	25.9887
Os01g0132700	Tp57577_TGAC_v2_gene3600	47.2973	40.9357
Os01g0132700	Tp57577_TGAC_v2_gene39484	56.0811	55.3333
Os01g0132766	Tp57577_TGAC_v2_gene31526	25.0936	29.1304
Os01g0132766	Tp57577_TGAC_v2_gene38346	37.4532	36.7647
Os01g0132766	Tp57577_TGAC_v2_gene4872	34.0824	36.8421
