Gene stable ID	Cyanidioschyzon merolae gene stable ID	%id. target Cyanidioschyzon merolae gene identical to query gene	%id. query gene identical to target Cyanidioschyzon merolae gene
Os01g0777500	CMI210C	0	0
Os01g0777700	CMI210C	21.0804	46.3768
Os01g0778800	CMO219C	22.3022	19.0018
Os01g0779100	CMO219C	19.6512	14.7986
Os01g0779400	CMI119C	19.7068	24.8715
Os01g0781000	CMN120C	30.9859	29.7297
Os01g0782500	CME109C	18.5464	16.9725
Os01g0783100	CMQ136C	16.8129	14.2857
Os01g0783600	CMK051C	22.7273	30
Os01g0786700	CMH234C	22.9219	14.0216
Os01g0786700	CMJ184C	20.1511	9.95025
Os01g0786700	CMK237C	20.403	13.3663
Os01g0786700	CMO114C	23.4257	15.3213
Os01g0786800	CMH234C	21.1982	14.1757
Os01g0786800	CMJ184C	19.8157	10.6965
Os01g0786800	CMK237C	20.0461	14.3564
Os01g0786800	CMO114C	20.9677	14.9918
Os01g0788200	CMT450C	41.7808	46.5649
Os01g0788950	CMF059C	45.9091	49.5098
Os01g0789100	CMN196C	22.4924	35.5769
Os01g0791033	CMV013C	41.6357	22.9508
Os01g0794500	CMT321C	52.1739	53.0973
Os01g0796400	CMC137C	41.3907	48.8281
Os01g0800266	CMJ305C	41.1392	27.2537
Os01g0800500	CMR114C	16.9841	19.5971
Os01g0801000	CMG142C	20.8417	25.3041
Os01g0801000	CML016C	27.6553	33.0144
Os01g0801100	CMG142C	34.1936	25.7908
Os01g0801100	CML016C	34.5161	25.5981
Os01g0802100	CMS444C	34.9127	31.8182
Os01g0802850	CMK248C	26.5928	24.8062
Os01g0805200	CMQ319C	26.7943	26.1682
Os01g0805600	CMI227C	38.125	34.5609
Os01g0805800	CMR232C	53.3333	53.0806
Os01g0805900	CMN263C	74.9441	72.6681
Os01g0809900	CMM062C	27.4038	29.0076
Os01g0810000	CMT211C	29.2576	27.8008
Os01g0810300	CMK219C	37.4332	60.3448
Os01g0811100	CMO197C	47.7912	43.75
Os01g0812800	CMM040C	38.3929	36.1345
Os01g0812900	CMT574C	30.7471	23.7251
Os01g0813500	CMQ159C	18.7919	17.3196
Os01g0814200	CMD080C	14.4404	4.914
Os01g0814800	CMT313C	44.1327	44.473
Os01g0816400	CMO196C	14.3215	16.657
Os01g0816500	CMO196C	19.5918	2.79557
Os01g0817100	CMF094C	21.9231	17.3252
Os01g0817700	CMK188C	26.297	28.7109
Os01g0817800	CMI022C	42.2907	25.0653
Os01g0818300	CMA075C	34.2756	14.9923
Os01g0819400	CMD152C	75.3165	80.9524
Os01g0819500	CMD152C	78.7234	25.1701
Os01g0821800	CMD077C	23.9609	24.2574
Os01g0821800	CMI042C	25.4279	14.8997
Os01g0823200	CMH238C	30.2198	16.1765
Os01g0823200	CMK065C	25.2747	13.5294
Os01g0823200	CMS488C	32.4176	16.2088
Os01g0823300	CMN126C	40.6015	40.9091
Os01g0829100	CMS172C	21.1268	7.69889
Os01g0830000	CMV001C	50.7353	59.3548
Os01g0830100	CMF056C	32.2368	23.4076
Os01g0830200	CME171C	11.2299	22.2615
Os01g0832000	CMR252C	34.5528	18.8889
Os01g0833100	CME050C	20.8333	15.0812
Os01g0833700	CMO202C	37.6448	32.5
Os01g0834200	CMD095C	39.2421	37.5
Os01g0834400	CMR350C	38.764	45.098
Os01g0834500	CMI059C	71.1268	69.6552
Os01g0834600	CMI059C	89.1304	28.2759
Os01g0834700	CME018C	34.153	33.1565
Os01g0835900	CMN166C	95.1456	95.1456
Os01g0836400	CMR191C	12.6915	19.0789
Os01g0836600	CMI088C	25.7677	29.3313
Os01g0837300	CME136C	26.6332	15.1862
Os01g0837500	CMH022C	58.2418	53.8618
Os01g0837800	CMC075C	28.1928	27.8571
Os01g0837900	CMR245C	34.7926	18.5276
Os01g0838800	CMN247C	23.7288	20.4878
Os01g0839300	CMT508C	44.0994	51.0791
Os01g0839500	CMN145C	60.4317	71.1864
Os01g0839700	CMS503C	62.1302	61.7647
Os01g0840700	CML106C	43.9024	18.3673
Os01g0841000	CMJ133C	19.0299	8.97887
Os01g0841600	CMQ172C	54.5098	46.6443
Os01g0842600	CMF159C	44.6384	42.3168
Os01g0843300	CMJ069C	34.2669	31.3725
Os01g0844800	CMR410C	24.717	17.3971
Os01g0844900	CMB079C	20.5479	5.6391
Os01g0846900	CMS144C	8.48709	30.4636
Os01g0847200	CML145C	59.5568	59.8886
Os01g0848200	CMQ024C	24.4898	36.7347
Os01g0848400	CMR176C	11.4379	19.3906
Os01g0848700	CMD062C	66.2037	63.8393
Os01g0849100	CME103C	28.022	11.6972
Os01g0850400	CMJ282C	18.6441	14.7228
Os01g0850400	CMK280C	15.9806	12.6923
Os01g0850400	CMQ253C	19.1283	18.2448
Os01g0850900	CMA069C	45.8333	39.759
Os01g0851400	CMO349C	14.5833	22.0721
Os01g0851600	CMO284C	31.3433	28.7671
Os01g0851700	CMD184C	46.2545	42.7003
Os01g0852900	CMQ136C	16.643	14.5342
Os01g0855400	CMT134C	24.5536	10.4265
Os01g0856000	CME082C	20.1942	20.9256
Os01g0856600	CMP228C	13.1148	3.26531
Os01g0856850	CMV190C	40.4255	12.8378
Os01g0857200	CMR474C	34.9153	24.3499
Os01g0857700	CMG014C	31.7241	19.6581
Os01g0858500	CMS144C	13.289	26.4901
Os01g0860300	CMP179C	60.6481	60.0917
Os01g0866100	CMM237C	61.5764	33.1565
Os01g0866300	CML129C	40.7407	43.3498
Os01g0866400	CMP129C	58.4071	57.3913
Os01g0866500	CMR255C	26.4151	16.7665
Os01g0866700	CMT262C	48.0769	49.0196
Os01g0867200	CMT331C	27.7008	22.3714
Os01g0867700	CMC067C	23.5294	31.2195
Os01g0868200	CMF075C	30.1887	35.3591
Os01g0868300	CMI176C	26.2712	26.3916
Os01g0869200	CMI181C	21.5311	14.73
Os01g0869200	CMM153C	21.2919	18.9362
Os01g0869200	CMM287C	21.2919	15.5052
Os01g0869200	CMM288C	22.9665	22.1198
Os01g0871100	CMB154C	15.4639	23.8727
Os01g0871300	CMG066C	28.6026	28.355
Os01g0872700	CMK068C	11.236	17.2662
Os01g0872800	CMO090C	25.9036	18.118
Os01g0873100	CMR240C	46.6667	8.79713
Os01g0874800	CMT462C	22.067	5.44452
Os01g0874900	CMN332C	44	56.7742
Os01g0875700	CMO101C	34.5566	30.8743
Os01g0876100	CMQ133C	16.5138	20.1399
Os01g0884900	CMP165C	48.9362	15.2993
Os01g0885000	CMJ212C	54.955	55.4545
Os01g0886000	CMP037C	22.8814	17.5705
Os01g0886300	CMA075C	34.1379	15.3014
Os01g0886600	CMT045C	38.3064	26.5734
Os01g0886900	CMI124C	24.1087	28.629
Os01g0887100	CMH115C	54.023	26.6289
Os01g0888500	CMQ365C	50.6936	27.8586
Os01g0888700	CMN167C	31.5682	30.4519
Os01g0891400	CMI017C	39.749	35.1852
Os01g0894000	CML172C	16.5075	16.7358
Os01g0895100	CMT244C	39.1167	39.4904
Os01g0896700	CMH071C	54.9342	56.0403
Os01g0896800	CMH071C	49.2492	55.0336
Os01g0897000	CMH128C	53.7954	44.2935
Os01g0897700	CMF060C	20.082	3.07403
Os01g0897800	CML311C	10.0474	17.4342
Os01g0899275	CMW047C	34.5679	36.8421
Os01g0899350	CMW047C	29.3478	35.5263
Os01g0899425	CMV013C	31.1321	6.7623
Os01g0900900	CMT077C	28.3133	10.9557
Os01g0901200	CMK061C	41.0256	41.8052
Os01g0902200	CMS446C	34.3885	23.3398
Os01g0904200	CMR400C	29.3634	16.6667
Os01g0904400	CMG189C	35.8298	35.8298
Os01g0904700	CMB079C	14.2612	10.401
Os01g0905800	CME145C	61.4525	61.1111
Os01g0906200	CMR200C	28.9216	13.3787
Os01g0906600	CMN232C	22.8715	23.7435
Os01g0908500	CMI181C	22.7477	16.5303
Os01g0908500	CMM153C	20.7207	19.5745
Os01g0908500	CMM287C	21.1712	16.3763
Os01g0908500	CMM288C	22.973	23.5023
Os01g0911000	CMT432C	18.209	7.66332
Os01g0911100	CMR479C	48.6373	35.969
Os01g0911900	CMD137C	22.87	22.1258
Os01g0913000	CMN279C	27.2727	26.7016
Os01g0917400	CME096C	19.59	12.5
Os01g0918200	CME004C	49.505	50.5051
Os01g0918300	CME004C	49	49.4949
Os01g0919100	CMN115C	24.0803	20
Os01g0920300	CMT537C	22.6415	12.4567
Os01g0920400	CME019C	36.5526	38.9323
Os01g0921200	CMF070C	24.5413	22.2917
Os01g0924000	CMV035C	4.10256	7.69231
Os01g0924300	CMT215C	24.0246	22.9862
Os01g0924800	CML317C	54.4304	34.6774
Os01g0925300	CMF075C	27.6029	31.4917
Os01g0925700	CMQ195C	27.4933	19.209
Os01g0926200	CMG008C	21.3974	13.4615
Os01g0926800	CMH189C	19.8381	14.121
Os01g0927900	CMJ016C	42.1053	39.4089
Os01g0928600	CMJ240C	49.499	34.116
Os01g0928700	CMJ240C	51.1066	35.0829
Os01g0928800	CMJ240C	52.3517	35.3591
Os01g0929500	CMO117C	20	23.741
Os01g0930900	CMP126C	27.0463	27.6364
Os01g0931000	CMP126C	12.5	6.90909
Os01g0931300	CMP142C	18.3432	20.852
Os01g0931400	CMH016C	28.0303	29.4821
Os01g0932500	CMF073C	28.7433	27.5641
Os01g0932550	CMB148C	44.4444	28.5714
Os01g0934200	CMS091C	36.0119	35.7988
Os01g0935200	CMR350C	31.6384	36.6013
Os01g0935300	CMT046C	19.6667	5.81854
Os01g0935700	CMP152C	52.3026	58.4559
Os01g0938100	CMV089C	33.8889	55.9633
Os01g0938900	CMT271C	40.5941	34.4538
Os01g0939100	CMQ379C	35.0911	30.6276
Os01g0939500	CMM111C	59.8624	57.1116
Os01g0939700	CMQ397C	47.6027	47.4403
Os01g0945001	CMK061C	34.878	33.9667
Os01g0948100	CMI043C	19.3939	20.2532
Os01g0948400	CMI158C	38.5965	36.9128
Os01g0950866	CMS406C	53.2787	48.3271
Os01g0951000	CMQ221C	5.30035	3.09278
Os01g0951200	CMK046C	44.2348	45.5724
Os01g0951400	CMK046C	41.8947	42.9806
Os01g0952200	CMM245C	25.886	22.9979
Os01g0955700	CMH097C	21.1845	20.5752
Os01g0955700	CMM254C	28.4738	28.6697
Os01g0958000	CMQ195C	39.1813	37.8531
Os01g0958100	CMN250C	40.7714	31.4225
Os01g0958900	CMI169C	19.4751	21.3313
Os01g0958900	CMQ290C	28.3149	24.9089
Os01g0960300	CMF066C	53.9749	49.5519
Os01g0960800	CMK200C	39.823	33.5821
Os01g0962300	CMQ323C	62.4242	62.8049
Os01g0962500	CMR280C	10.5263	18.2965
Os01g0962600	CMJ285C	38.5475	38.3333
Os01g0963400	CMS271C	39.3443	21.5247
Os01g0964000	CML129C	42.5234	44.8276
Os01g0964133	CMM237C	84.0849	84.0849
Os01g0964900	CMJ228C	30.2949	30.2949
Os01g0965700	CMR472C	7.72947	2.96296
Os01g0966000	CMP112C	52.8242	46.1432
Os01g0966100	CMC011C	36.4516	14.5995
Os01g0966200	CMT057C	23.3503	22.549
Os01g0966300	CMK260C	32.449	29.0146
Os01g0967000	CMN302C	28.1553	8.73494
Os01g0967900	CMG039C	39.8095	39.8855
Os01g0970400	CMN050C	30.3965	33.6585
Os01g0970600	CMR374C	29.1139	22.4756
Os01g0970700	CMS394C	43.7309	37.2396
Os01g0971500	CMP154C	42.2222	34.1317
Os01g0971600	CMD113C	52.1368	51.2605
Os01g0971700	CMA013C	25.7463	21.6301
Os01g0971800	CMB079C	22.2689	6.6416
Os01g0971900	CMR410C	26.3982	15.6707
Os01g0972900	CMQ242C	47.908	23.1781
Os01g0973300	CMR470C	12.1899	12.6116
Os01g0973400	CMT478C	31.9899	26.569
Os01g0974000	CMV057C	15.4054	29.5337
Os01g0974800	CMR255C	26.2673	17.0659
Os01g0974900	CMG170C	15.9091	2.50447
Os01g0976450	CMN203C	13.577	16.25
Os01g0976450	CMN207C	17.2324	11.6402
Os01g0976800	CME102C	26.7606	10.951
Os01g0977300	CMJ282C	27.2	13.0019
Os01g0977300	CMK280C	24.8	11.9231
Os01g0977300	CMQ253C	27.6	15.9353
Os01g0977600	CMS402C	15.8771	13.8072
Os01g0978100	CMT313C	51.0152	51.671
Os02g0101500	CMS425C	56.7358	56.2982
Os02g0101600	CMP118C	24.8447	23.5294
Os02g0101700	CMI198C	29.2479	11.831
Os02g0102300	CMQ465C	24.8175	19.209
Os02g0102400	CMK274C	15.3693	16.2105
Os02g0103700	CMC145C	54.1667	52
Os02g0103800	CMR052C	52.459	56.1404
Os02g0104700	CME141C	19.0128	15.4303
Os02g0105200	CMN017C	32.6642	36.8313
Os02g0105400	CMA145C	35.9694	39.8305
Os02g0105400	CMC188C	36.2245	40.113
Os02g0105400	CMI306C	35.9694	39.8305
Os02g0105400	CMJ002C	29.3367	41.6667
Os02g0105400	CMK006C	35.9694	39.8305
Os02g0105900	CMH218C	62.2642	64.2023
Os02g0106700	CMR194C	17.9012	26.6871
Os02g0106800	CMH277C	25.4237	22.8426
Os02g0106966	CMQ149C	3.98551	0.592034
Os02g0107000	CML192C	11.4796	2.46981
Os02g0107900	CMH235C	38.5892	9.33735
Os02g0108700	CML192C	14.2857	0.823271
Os02g0111700	CME175C	59.5745	52.8302
Os02g0112100	CMG018C	31.7073	29.7535
Os02g0112600	CMG018C	31.7073	29.7535
Os02g0112900	CML323C	20.911	21.308
Os02g0113200	CMS319C	35.1967	32.0151
Os02g0114700	CMJ120C	22.9167	25.9332
Os02g0115700	CMI050C	60.9756	60.4839
Os02g0115900	CMT579C	66.015	63.901
Os02g0116500	CMA135C	23.75	23.75
Os02g0116500	CMO249C	21	25.3012
Os02g0116900	CMT583C	30.9859	32.3529
Os02g0117100	CMJ279C	32.0955	28.2051
Os02g0117700	CMS159C	50.3212	47
Os02g0119800	CMF133C	31.8766	22.3827
Os02g0120100	CMO173C	30.1887	14.1707
Os02g0120600	CMD152C	75.6757	76.1905
Os02g0120800	CMH183C	57.3604	45.2
Os02g0120900	CMR167C	47.4394	43.0318
Os02g0121000	CMS192C	47.7954	35.5177
Os02g0122100	CMT581C	29.4278	16.2162
Os02g0122200	CMN115C	19.9161	13.1944
Os02g0122500	CMP106C	25.8065	28.3465
Os02g0122800	CMO009C	24.0143	22.2591
Os02g0122900	CMR129C	19.8473	7.22222
Os02g0123100	CME119C	48.6702	55.9633
Os02g0123500	CMM296C	36	40.7855
Os02g0123600	CMM125C	32.287	30.3797
Os02g0125100	CMS078C	57.7821	58.0078
Os02g0125300	CMT426C	33.7349	34.2857
Os02g0125400	CMH039C	28.4585	18
Os02g0126700	CMH215C	37.5	31.4286
Os02g0126700	CMM109C	37.5	31.4286
Os02g0126700	CMQ416C	37.5	18.232
Os02g0126800	CMI250C	25.1012	24.7012
Os02g0127700	CMM249C	46.4646	48.294
Os02g0127700	CMT292C	49.7475	46.028
Os02g0128400	CMO101C	38.9381	36.0656
Os02g0128600	CMF015C	34.0206	29.4643
Os02g0129300	CMQ065C	4.81928	1.61943
Os02g0129600	CMJ087C	14.1361	10.5058
Os02g0129900	CMR088C	32.2476	33.9041
Os02g0130100	CMR368C	32.549	37.5566
Os02g0131800	CMJ138C	24.2202	18.3844
Os02g0131800	CML262C	32.4771	29.798
Os02g0132100	CMQ136C	13.881	12.1739
Os02g0133300	CML027C	43.4109	8.34575
Os02g0133400	CML027C	15.2466	2.53353
Os02g0133800	CME128C	46.6667	45.4874
Os02g0134000	CMT176C	21.7391	11.4504
Os02g0134300	CMO247C	34.2857	40
Os02g0135200	CMQ209C	43.4263	19.224
Os02g0135300	CMT590C	21.1538	13.9064
Os02g0135800	CMJ112C	41.6393	16.7325
Os02g0137200	CMV164C	31.3869	42.3645
Os02g0137600	CMS053C	33.7156	27.5797
Os02g0137700	CMT281C	22.9097	20.0292
Os02g0138900	CMQ284C	27.0916	12.1864
Os02g0139500	CMJ009C	48.5876	21.9388
Os02g0139600	CMJ218C	41.3598	25.9325
Os02g0139700	CMJ009C	47.1673	45.6633
Os02g0140200	CMJ009C	35.9596	22.7041
Os02g0140400	CMJ009C	38.2284	20.9184
Os02g0140500	CMJ009C	23.5955	2.67857
Os02g0141300	CMT573C	9.03614	20.4082
Os02g0142250	CMR461C	15.3846	3.663
Os02g0146400	CMB002C	33.5196	12.5786
Os02g0146500	CMR461C	15.2381	3.9072
Os02g0146600	CMK028C	60.8696	60.4317
Os02g0146700	CMP340C	38.5301	37.2845
Os02g0147300	CMB002C	1.62162	0.314465
Os02g0148100	CMS295C	47.5676	46.438
Os02g0148400	CMN110C	21.5736	19.5402
Os02g0149800	CMK117C	29.3103	19.4656
Os02g0151501	CMT321C	38.5965	19.469
Os02g0151600	CMR121C	59.1398	9.70018
Os02g0152400	CMV014C	18.0328	23.913
Os02g0153000	CMH064C	12.1145	10.0917
Os02g0157600	CMQ465C	23.3083	17.5141
Os02g0159400	CMI022C	11.6667	4.56919
Os02g0160000	CMA059C	48.8372	1.4094
Os02g0161100	CMF060C	17.5936	9.72396
Os02g0161300	CMS464C	11.3503	3.08511
Os02g0162500	CMH046C	74.6667	74.6667
Os02g0164800	CMN200C	32.5301	7.87172
Os02g0167000	CMC080C	23.9247	24.3836
Os02g0167100	CMF047C	36.1564	35.3503
Os02g0167300	CMN263C	74.9441	72.6681
Os02g0168100	CMI063C	34.728	21.2821
Os02g0168700	CMR473C	25.8216	19.1638
Os02g0168800	CME132C	55.5866	47.7218
Os02g0169300	CMJ305C	66.4179	55.9748
Os02g0169700	CMF098C	36.9863	29.3478
Os02g0170100	CMF098C	45.5696	39.1304
Os02g0171100	CMJ250C	54.5012	65.8824
Os02g0171100	CMM167C	56.4477	68.2353
Os02g0172800	CMN156C	28.2158	12.2083
Os02g0173700	CMM194C	43.0518	25.6078
Os02g0173800	CMT246C	31.1429	20.6831
Os02g0174200	CMS469C	32.7791	15.9907
Os02g0175000	CMK019C	21.6573	14.0415
Os02g0175400	CMS342C	61.0306	61.526
Os02g0175600	CMD140C	64.5833	61.5894
Os02g0176700	CMQ379C	34.9946	27.0293
Os02g0176900	CMD040C	26.5823	17.5732
Os02g0177900	CMF097C	37.6344	18.3486
Os02g0178000	CMO207C	29.1284	19.906
Os02g0179000	CMQ204C	34.6988	13.6493
Os02g0179100	CMD112C	28.9474	36.6667
Os02g0179200	CMH040C	21.4047	24.2424
Os02g0179300	CMK054C	26.5583	22.7907
Os02g0180100	CMO018C	30.3951	28.9017
Os02g0180200	CMO183C	23.7838	26.1905
Os02g0180500	CMQ210C	40.7843	33.0159
Os02g0181800	CMK008C	29.6296	28.5714
Os02g0181900	CMI251C	52.7976	54.7468
Os02g0182100	CMB079C	14.2173	11.1529
Os02g0182500	CMG188C	48.5294	47.8261
Os02g0182800	CMR153C	19.4888	19.0625
Os02g0182900	CMK309C	29.661	19.4986
Os02g0183000	CMN156C	29.1139	12.3878
Os02g0183900	CMT280C	53.2258	10.9362
Os02g0184000	CMI226C	21.5596	17.3432
Os02g0184200	CMO102C	44.9045	18.8
Os02g0187600	CMN128C	26.1029	24.3151
Os02g0187700	CMJ282C	27.5748	15.87
Os02g0187700	CMK280C	24.2525	14.0385
Os02g0187700	CMQ253C	24.2525	16.8591
Os02g0187800	CMQ301C	39.9449	39.8352
Os02g0190600	CMK050C	31.2883	30.3571
Os02g0190800	CMD098C	24.4216	25.6065
Os02g0191700	CMO155C	37.5	26.1694
Os02g0193600	CMK144C	18.8442	3.83828
Os02g0194800	CMH007C	17.7893	16.0686
Os02g0195800	CMQ240C	31.9149	34.3511
Os02g0196000	CMQ444C	38.4058	34.7541
Os02g0196800	CMQ154C	42.4242	42.3256
Os02g0198600	CMR127C	26.747	30.3279
Os02g0198900	CMR179C	33.6788	29.9539
Os02g0199900	CMK294C	70	70.1754
Os02g0202200	CMB074C	27.5	13.4146
Os02g0202400	CMM235C	28.2353	26.7261
Os02g0204400	CMO348C	45.735	48.5549
Os02g0205000	CME190C	18.9189	21.7617
Os02g0205300	CMB119C	16.9811	10.4803
Os02g0205500	CMD118C	46.8208	44.2623
Os02g0208100	CMI040C	46.1905	42.5439
Os02g0208300	CMD134C	3.27869	0.787402
Os02g0209000	CMT617C	7.0028	5.52486
Os02g0209100	CMT617C	0.483092	0.331492
Os02g0209900	CMI249C	22.8296	21.3855
Os02g0209900	CMK304C	27.6527	21.8274
Os02g0214900	CMJ129C	49.4118	58.8785
Os02g0215200	CMJ129C	50.0982	59.5794
Os02g0217500	CMO312C	32.6389	27.1154
Os02g0217600	CML332C	78.1759	71.4286
Os02g0217800	CMQ219C	24.1584	27.2321
Os02g0220400	CME102C	13.3144	13.5447
Os02g0220500	CMM003C	34.7826	33.8028
Os02g0220600	CMM003C	34.689	34.0376
Os02g0221300	CMK028C	19.1827	40.5276
Os02g0221500	CMR392C	20.9068	30.4029
Os02g0224100	CMG203C	27.5064	15.8284
Os02g0224200	CMS430C	43.4286	30.4
Os02g0226000	CMG125C	24.3902	15.1515
Os02g0226300	CMO303C	30.8123	27.7778
Os02g0226600	CMR176C	11.8738	17.7285
Os02g0227000	CMT202C	13.8122	23.0769
Os02g0227400	CMQ424C	36.0656	39.2157
Os02g0229000	CMA114C	51.4493	55.0388
Os02g0229400	CMK066C	17.4263	24.0296
Os02g0229600	CMT097C	34.1682	16.4655
Os02g0230100	CMM185C	33.6336	31.1111
Os02g0232400	CMJ293C	43.4	44.3763
Os02g0232400	CMM068C	36	27.0677
Os02g0234500	CMT520C	37.9898	36.2602
Os02g0236200	CMH187C	22.9426	22.1154
Os02g0237100	CMR256C	31.3953	31.3953
Os02g0244100	CML176C	23.1678	17.0732
Os02g0244700	CME095C	42.4587	43.77
Os02g0247200	CMB044C	48.8372	48.8372
Os02g0247200	CMB083C	49.0161	49.0161
Os02g0250300	CMK212C	16.311	13.0329
Os02g0251700	CML124C	19.6891	36.8932
Os02g0254700	CMP329C	22.6562	8.81459
Os02g0255100	CMK117C	27.8237	19.2748
Os02g0255200	CMI202C	34.1085	33.8462
Os02g0258900	CMR288C	40.3553	42.7419
Os02g0259600	CMS047C	21.9626	20.7048
Os02g0260400	CMM140C	32.7273	19.5652
Os02g0261100	CMD152C	78.3784	78.9116
Os02g0266300	CMT172C	19.3814	23.4414
Os02g0266300	CMV015C	18.1443	30.0341
Os02g0267000	CMB139C	30.2013	26.7857
Os02g0272300	CME103C	27.4854	10.7798
Os02g0274100	CMR380C	38.7052	24.5415
Os02g0276500	CML326C	28.7234	23.8095
Os02g0277600	CMM294C	33.8677	33.0078
Os02g0280400	CMS377C	49.5192	52.4173
Os02g0281000	CMG203C	10.9576	17.6035
Os02g0282900	CMI058C	61.8421	55.5391
Os02g0285700	CMT328C	17.6282	11.5546
Os02g0285800	CMR109C	51.1211	49.4935
Os02g0287000	CMS189C	58.4559	59.1078
Os02g0290300	CMH231C	19.3384	18.4466
Os02g0290400	CMC063C	28.169	34.188
Os02g0290500	CMM224C	23.1858	16.2129
Os02g0293500	CMT045C	31.5789	8.39161
Os02g0294600	CMS241C	24.902	18.1688
Os02g0296400	CMJ164C	56.9288	55.0725
Os02g0296800	CMH050C	34.1463	24
Os02g0297132	CMC125C	38.992	19.8917
Os02g0299600	CMR096C	58.5714	56.9444
Os02g0300700	CMQ117C	65.493	59.6154
Os02g0301700	CMJ164C	60.0775	56.1594
Os02g0302200	CMC034C	34.4262	31.7495
Os02g0302200	CMT533C	32.7869	17.7215
Os02g0302700	CMC034C	36.9021	34.9892
Os02g0302700	CMT533C	32.574	18.1013
Os02g0304500	CMQ195C	26.2956	25.8004
Os02g0306401	CMC034C	28.9474	30.8855
Os02g0306401	CMT533C	27.9352	17.4684
Os02g0306900	CMO101C	45.5587	43.4426
Os02g0307200	CMB030C	27.7487	7.51773
Os02g0312600	CMH183C	54.8223	43.2
Os02g0312700	CME118C	21.1864	21.9298
Os02g0314300	CMQ284C	24.6667	19.8925
Os02g0317400	CMN247C	24.7253	21.9512
Os02g0318100	CMI072C	37.3938	34.4648
Os02g0318450	CMD134C	40.2332	18.1102
Os02g0318500	CMD134C	0.656455	0.393701
Os02g0320000	CMH078C	24.4019	16.0883
Os02g0321900	CMP179C	59.2593	58.7156
Os02g0323600	CMS319C	37.8968	35.9699
Os02g0324500	CMA122C	30.9735	17.5
Os02g0326600	CMP281C	23.0924	9.63956
Os02g0326700	CMB094C	14.6893	14.2857
Os02g0327100	CMB040C	46.4865	32.6996
Os02g0328300	CMC076C	33.7979	23.0952
Os02g0332200	CMS270C	58.6142	52.9611
Os02g0436400	CMN258C	39.0671	40.2402
Os02g0437800	CMT090C	31.3933	27.4268
Os02g0440000	CMI221C	52.0408	46.2795
Os02g0452500	CMC019C	24.3478	2.06642
Os02g0452500	CMS036C	26.9565	3.20248
Os02g0456000	CMJ219C	18.1818	11.5909
Os02g0457100	CMN165C	65.7718	72.0588
Os02g0457300	CMN165C	57.0048	86.7647
Os02g0465000	CMK054C	32.6087	6.97674
Os02g0465500	CMT315C	31.1741	40.9574
Os02g0465900	CMJ221C	27.7778	26.5487
Os02g0467700	CME091C	35.2459	26.0606
Os02g0470000	CMQ136C	18.0277	14.5342
Os02g0470400	CML142C	19.0372	1.44518
Os02g0470400	CML144C	6.12691	7.29167
Os02g0470600	CML142C	16.8504	1.77741
Os02g0470600	CML144C	0	0
Os02g0471300	CMN131C	24.3437	22.0779
Os02g0471500	CMG203C	20.6564	15.8284
Os02g0473000	CMS352C	22.0408	20.6107
Os02g0474300	CMI252C	12.844	1.2844
Os02g0478600	CMI202C	63.0769	63.0769
Os02g0478700	CMT197C	72.093	72.9412
Os02g0478900	CMB002C	20.0647	19.4969
Os02g0480900	CMK070C	23.181	18.1217
Os02g0481900	CMK068C	12.4088	14.6763
Os02g0482400	CMA052C	25.3829	13.8756
Os02g0489400	CMT159C	60.9091	64.1148
Os02g0491400	CMH076C	4.83871	19.7605
Os02g0494700	CMD139C	1.37931	2.17391
Os02g0496500	CMD139C	6.21375	27.1739
Os02g0497500	CMQ187C	25.5846	14.0696
Os02g0503400	CMC053C	56.0976	52.2727
Os02g0503500	CMS393C	46.4744	45.1713
Os02g0510100	CMP138C	46.5347	47.4747
Os02g0510200	CMO344C	22.9814	13.418
Os02g0511100	CMK247C	25.6198	25.6906
Os02g0511400	CMK247C	21.0127	22.9282
Os02g0511900	CMQ098C	44.1997	13.5403
Os02g0511901	CMQ098C	19.1316	6.34278
Os02g0512300	CMS468C	27.7457	5.04732
Os02g0512300	CMT390C	30.0578	12.7139
Os02g0514500	CMI096C	17.603	5.08108
Os02g0514500	CMR112C	22.0974	7.93011
Os02g0514700	CMJ055C	48.7437	40.3326
Os02g0519300	CMM192C	28.8538	21.5339
Os02g0523500	CMT115C	19.6755	16.1802
Os02g0524300	CME190C	30.303	15.544
Os02g0524600	CMR460C	25.5474	24.4755
Os02g0525400	CMV100C	22.6277	25.7261
Os02g0525900	CMK098C	52.3404	48.1723
Os02g0527100	CMR259C	34.5679	24.8668
Os02g0528200	CMH144C	49.0909	59.0379
Os02g0528900	CMD134C	0.993378	0.393701
Os02g0529700	CMG118C	39.823	38.4615
Os02g0533000	CMQ153C	35.4839	35.8238
Os02g0533900	CMN155C	46.5116	42.6829
Os02g0534800	CMH046C	74.1722	74.6667
Os02g0537400	CMC125C	41.3242	24.4926
Os02g0537500	CMT067C	22.9474	12.3164
Os02g0538000	CMO098C	55.3412	55.096
Os02g0538400	CMH194C	13.6132	3.40223
Os02g0539900	CMA125C	20.7343	8.37696
Os02g0541700	CMG215C	49.2754	50.7463
Os02g0543300	CMI098C	31.0448	24.6446
Os02g0549600	CMJ285C	35.5191	36.1111
Os02g0550100	CMQ323C	64.6707	65.8537
Os02g0550300	CMC180C	18.6321	14.9621
Os02g0550700	CMQ035C	21.0127	15.9923
Os02g0551900	CMO257C	14.5773	21.8341
