Gene stable ID	Oryza nivara gene stable ID	%id. target Oryza nivara gene identical to query gene	%id. query gene identical to target Oryza nivara gene
Os01g0195500	ONIVA01G07060	99.4975	99.4975
Os01g0195801	ONIVA01G07080	94.1176	78.3862
Os01g0196300	ONIVA01G07190	98.861	91.5612
Os01g0196500	ONIVA01G07180	100	49.6296
Os01g0196600	ONIVA01G07200	100	100
Os01g0197100	ONIVA01G07210	99.1837	99.1837
Os01g0197200	ONIVA01G07220	93.3198	96.2422
Os01g0197400	ONIVA01G07240	92.5311	59.1512
Os01g0197450	ONIVA01G07250	88.854	99.4728
Os01g0197500	ONIVA01G07260	95.5414	51.7241
Os01g0197700	ONIVA01G07270	99.469	99.1182
Os01g0197900	ONIVA01G07280	100	18.2892
Os01g0198000	ONIVA01G07280	73.6931	20.6522
Os01g0198100	ONIVA01G07280	92.1053	19.8488
Os01g0198200	ONIVA01G07290	98.8994	99.5253
Os01g0198500	ONIVA01G07900	100	100
Os01g0198900	ONIVA01G07910	97.2222	97.2222
Os01g0199300	ONIVA01G07920	89.5833	89.5833
Os01g0199400	ONIVA01G07930	99.2405	99.2405
Os01g0199700	ONIVA01G07940	71.4894	82.3529
Os01g0199900	ONIVA01G07950	96.9889	73.8239
Os01g0200300	ONIVA01G07970	99.3039	46.8784
Os01g0200400	ONIVA01G07980	82.4427	90.3766
Os01g0200500	ONIVA01G07990	99.6942	99.6942
Os01g0200600	ONIVA01G08000	99.1228	99.5595
Os01g0200700	ONIVA01G08280	100	100
Os01g0201100	ONIVA01G08310	99.7917	92.471
Os01g0201200	ONIVA01G08320	99.1119	99.1119
Os01g0201275	ONIVA01G08330	98.5294	78.8235
Os01g0201400	ONIVA01G08340	99.3151	99.3151
Os01g0201600	ONIVA01G08360	97.3422	96.6997
Os01g0201700	ONIVA01G08650	86.5942	84.1549
Os01g0201800	ONIVA01G08660	75.1366	63.8792
Os01g0202500	ONIVA01G08670	98.8701	98.0392
Os01g0202700	ONIVA01G08690	98.8636	96.6667
Os01g0202800	ONIVA01G08700	89.5131	41.136
Os01g0203300	ONIVA01G08720	97.7376	97.2973
Os01g0203400	ONIVA01G08730	100	100
Os01g0203800	ONIVA01G08760	98.8462	98.8462
Os01g0204000	ONIVA01G08780	99.8047	87.3504
Os01g0205100	ONIVA01G08880	75.3281	96.3087
Os01g0205200	ONIVA01G08890	98.5007	60.7209
Os01g0205300	ONIVA01G08900	98.8235	95.4545
Os01g0205500	ONIVA01G08910	100	100
Os01g0205600	ONIVA01G08920	99.5951	84.8276
Os01g0205700	ONIVA01G08930	99.5708	46.5863
Os01g0206200	ONIVA01G08950	98.1221	95
Os01g0206300	ONIVA01G08960	84.9315	99.5413
Os01g0206700	ONIVA01G08980	99.5662	99.5662
Os01g0206800	ONIVA01G08990	97.9502	98.8183
Os01g0207300	ONIVA01G09020	46.9512	86.5169
Os01g0207400	ONIVA01G09030	100	43.9655
Os01g0207600	ONIVA01G09040	71.732	80.1095
Os01g0207700	ONIVA01G09050	87.6448	16.2724
Os01g0208400	ONIVA01G09070	99.3506	99.3506
Os01g0208600	ONIVA01G09080	98.5007	98.2063
Os01g0208700	ONIVA01G09090	97.2387	99.7976
Os01g0209000	ONIVA01G09100	95.4545	94.6274
Os01g0209200	ONIVA05G24450	87.1595	99.115
Os01g0209400	ONIVA05G24440	92.2078	100
Os01g0209500	ONIVA05G24430	35.7895	3.91705
Os01g0209700	ONIVA05G24420	99.403	99.403
Os01g0209800	ONIVA05G24410	100	100
Os01g0210200	ONIVA05G01570	98.9744	98.9744
Os01g0210300	ONIVA05G24380	98.9619	99.6516
Os01g0210400	ONIVA05G24370	98.7976	98.7976
Os01g0210500	ONIVA05G24360	100	100
Os01g0210600	ONIVA05G24350	99.4012	99.4012
Os01g0210700	ONIVA05G24340	99.8336	99.8336
Os01g0210800	ONIVA05G24330	90.3846	27.7559
Os01g0210900	ONIVA05G24320	98.6301	60.1432
Os01g0211200	ONIVA01G09140	99.0079	97.6517
Os01g0211600	ONIVA01G09150	100	75.1969
Os01g0211800	ONIVA01G09160	82.7273	84.7826
Os01g0212100	ONIVA01G09190	79	98.574
Os01g0212400	ONIVA01G09210	99.8288	99.8288
Os01g0212500	ONIVA01G09220	88.8889	86.747
Os01g0213300	ONIVA01G09240	99.8344	99.8344
Os01g0213800	ONIVA01G09270	97.9275	98.0969
Os01g0214200	ONIVA06G15760	99.5798	99.5798
Os01g0214300	ONIVA06G15770	74.6988	13.9483
Os01g0214500	ONIVA06G15780	100	100
Os01g0214600	ONIVA06G15800	94.5559	95.1009
Os01g0215000	ONIVA06G15810	98.1818	70.1299
Os01g0215100	ONIVA06G15820	95.935	32.4176
Os01g0215500	ONIVA06G15830	98.0263	79.2553
Os01g0215700	ONIVA06G15840	100	100
Os01g0216300	ONIVA01G09390	100	22.0698
Os01g0216900	ONIVA01G09420	82.6087	83.4146
Os01g0217000	ONIVA01G09450	95.1899	85.0679
Os01g0217100	ONIVA01G09460	97.2678	98.3425
Os01g0217400	ONIVA01G09490	77.193	39.1691
Os01g0217500	ONIVA01G09510	93.1646	99.1914
Os01g0217800	ONIVA01G09520	100	97.0522
Os01g0218032	ONIVA01G09530	99.7439	99.7439
Os01g0218100	ONIVA01G09540	99.6255	99.6255
Os01g0218200	ONIVA01G09550	99.8512	99.8512
Os01g0218500	ONIVA01G09560	99.6377	99.6377
Os01g0218800	ONIVA01G09570	96.4682	57.2113
Os01g0218900	ONIVA01G09580	94.8148	98.9691
Os01g0219000	ONIVA01G09590	99.5951	99.5951
Os01g0219200	ONIVA01G09600	99.7602	99.7602
Os01g0219300	ONIVA01G09610	98.4211	98.4211
Os01g0219500	ONIVA01G09650	100	100
Os01g0219600	ONIVA01G09660	99.375	99.375
Os01g0220100	ONIVA01G09700	99.5312	99.5312
Os01g0220200	ONIVA01G09710	87.6033	40.458
Os01g0220300	ONIVA01G09720	99.3151	70.3884
Os01g0220500	ONIVA01G09740	31.25	36.8421
Os01g0221100	ONIVA01G09800	91.1255	67.5762
Os01g0221300	ONIVA01G09820	95.155	99.3927
Os01g0221600	ONIVA01G09840	99.8092	99.8092
Os01g0221900	ONIVA01G09850	88.1818	29.8462
Os01g0222300	ONIVA01G09880	99.4269	37.5948
Os01g0222500	ONIVA01G09890	95.2381	95.6522
Os01g0222600	ONIVA01G09900	100	100
Os01g0222800	ONIVA01G09920	40.8805	4.78293
Os01g0222900	ONIVA01G09920	38.3142	7.35835
Os01g0223000	ONIVA01G09930	89.3229	91.2234
Os01g0223300	ONIVA01G09970	72.3214	89.7507
Os01g0223500	ONIVA01G09980	98.2759	54.8077
Os01g0223800	ONIVA01G09990	87.3479	33.9319
Os01g0223900	ONIVA01G10000	99.508	100
Os01g0224000	ONIVA01G10010	96.646	99.4885
Os01g0224100	ONIVA01G10020	97.3684	98.6667
Os01g0224200	ONIVA01G10030	99.6078	99.6078
Os01g0224400	ONIVA01G10050	68.4783	17.8977
Os01g0224500	ONIVA01G10060	99.0826	99.0826
Os01g0224700	ONIVA01G10070	99.7722	99.7722
Os01g0225000	ONIVA01G10090	92.8571	100
Os01g0225100	ONIVA01G10100	87.234	42.1955
Os01g0225300	ONIVA01G10130	96.9283	53.3835
Os01g0225400	ONIVA01G10150	0	0
Os01g0225500	ONIVA01G10150	99.7494	99.7494
Os01g0225600	ONIVA01G10160	100	100
Os01g0226200	ONIVA01G10180	71.4976	71.8447
Os01g0226300	ONIVA01G10190	98.8764	63.0824
Os01g0226400	ONIVA01G10200	100	99.8811
Os01g0226500	ONIVA01G10210	94.4828	77.8409
Os01g0226600	ONIVA01G10220	92.9878	91.1809
Os01g0226700	ONIVA01G10230	98.8	63.1714
Os01g0227100	ONIVA01G10250	99.4048	87.8947
Os01g0227200	ONIVA01G10260	99.4975	99.4975
Os01g0227400	ONIVA01G10290	80.198	75.3488
Os01g0228300	ONIVA01G10620	100	83.7736
Os01g0228500	ONIVA01G10640	85.1515	91.2338
Os01g0228600	ONIVA01G10650	99.0506	64.4033
Os01g0228800	ONIVA01G10660	98.2533	98.2533
Os01g0229100	ONIVA01G10680	97.8887	98.0769
Os01g0229200	ONIVA01G10690	99.5781	99.1597
Os01g0229300	ONIVA01G10700	99.4324	99.4324
Os01g0229400	ONIVA01G10710	94.8598	91.4414
Os01g0229700	ONIVA01G10730	82.7004	28.634
Os01g0229800	ONIVA01G10740	87.6623	38.1356
Os01g0229900	ONIVA01G10760	79.0441	62.6822
Os01g0229900	ONIVA03G30850	68.3824	70.7224
Os01g0230200	ONIVA01G10770	96.5517	98.4925
Os01g0230700	ONIVA01G10780	88.7417	55.144
Os01g0231000	ONIVA01G10790	97.7186	96.9811
Os01g0231500	ONIVA01G10820	99.5349	99.5349
Os01g0231700	ONIVA01G10840	100	100
Os01g0231900	ONIVA01G10830	96.9199	37.2828
Os01g0232000	ONIVA01G10850	100	100
Os01g0232100	ONIVA01G10860	100	100
Os01g0232200	ONIVA01G10870	100	91.944
Os01g0232300	ONIVA01G10880	98.5795	35.157
Os01g0232400	ONIVA01G10890	99.2785	99.2785
Os01g0232500	ONIVA01G10900	99.7938	87.2072
Os01g0232700	ONIVA01G10920	100	100
Os01g0232800	ONIVA01G10930	96.3043	82.6493
Os01g0233000	ONIVA01G10950	99.5098	100
Os01g0233400	ONIVA12G09390	100	100
Os01g0233800	ONIVA01G10990	99.6241	99.6241
Os01g0233900	ONIVA01G11000	80.4301	100
Os01g0234100	ONIVA01G11020	93.9394	99.5717
Os01g0234200	ONIVA01G11030	97.8622	97.8622
Os01g0234300	ONIVA01G11040	100	62.1578
Os01g0234700	ONIVA01G11060	95.3668	95.7364
Os01g0234850	ONIVA01G11070	96.044	60.9484
Os01g0234900	ONIVA01G11080	51.8732	100
Os01g0235100	ONIVA01G11100	98.8764	72.7273
Os01g0235300	ONIVA01G11130	100	100
Os01g0235350	ONIVA01G11140	93.8571	99.6965
Os01g0235400	ONIVA01G11150	99.8155	54.7571
Os01g0235500	ONIVA01G11160	100	100
Os01g0235700	ONIVA01G11170	99.0275	99.6737
Os01g0235800	ONIVA01G11180	99.5726	62.2995
Os01g0235900	ONIVA01G11190	99.4885	99.4885
Os01g0236000	ONIVA01G11200	100	98.5366
Os01g0236300	ONIVA01G11220	99.8569	98.5876
Os01g0236400	ONIVA01G11230	59.6215	64.9485
Os01g0236700	ONIVA01G11240	99.8934	99.8934
Os01g0236800	ONIVA01G11250	99.1166	99.8221
Os01g0237000	ONIVA01G11260	100	100
Os01g0237100	ONIVA01G11270	78.5479	78.5479
Os01g0237366	ONIVA01G11290	0.584795	0.833333
Os01g0237366	ONIVA01G11300	52.0468	56.3291
Os01g0237500	ONIVA05G09700	3.09278	1.63043
Os01g0237750	ONIVA05G09700	38.0165	25
Os01g0238200	ONIVA01G11370	100	100
Os01g0238700	ONIVA01G11420	99.2938	99.2938
Os01g0239000	ONIVA01G11450	99.6289	100
Os01g0239100	ONIVA01G11460	99.7135	99.7135
Os01g0239200	ONIVA01G11470	100	100
Os01g0239300	ONIVA01G11480	76.2136	63.5628
Os01g0239700	ONIVA01G11490	99.6008	99.6008
Os01g0240600	ONIVA01G11500	67.5958	31.4935
Os01g0240700	ONIVA01G11510	99.0268	99.0268
Os01g0241000	ONIVA01G11540	97.9112	80.4721
Os01g0241100	ONIVA01G11550	99.3603	99.3603
Os01g0241400	ONIVA01G11560	89.7059	96.063
Os01g0242200	ONIVA01G11570	89.6386	81.0458
Os01g0242300	ONIVA01G11580	99.4118	98.8304
Os01g0242400	ONIVA01G11590	99.5984	99.5984
Os01g0242500	ONIVA01G11600	96.6102	97.1591
Os01g0242600	ONIVA01G11610	98.9614	97.2303
Os01g0242900	ONIVA01G11620	98.7179	98.7179
Os01g0243000	ONIVA01G11630	99.7215	99.7215
Os01g0243100	ONIVA01G11650	99.3658	49.0605
Os01g0243200	ONIVA01G11660	98.8372	84.6614
Os01g0243600	ONIVA01G11690	98.2833	98.7069
Os01g0243700	ONIVA01G11700	94.2149	99.1304
Os01g0245532	ONIVA01G11750	96.5969	17.6724
Os01g0245600	ONIVA01G11760	91.1972	96.2825
Os01g0246100	ONIVA01G11770	94.3574	99.6689
Os01g0246400	ONIVA01G11800	99.0099	99.0099
Os01g0246500	ONIVA01G11810	95.2381	98.0392
Os01g0246601	ONIVA01G11820	100	100
Os01g0246700	ONIVA01G11830	99.7579	69.3603
Os01g0247500	ONIVA01G11840	99.1429	87.4055
Os01g0247600	ONIVA01G11850	39.2857	63.9535
Os01g0247700	ONIVA01G11860	84.7262	78.6096
Os01g0247900	ONIVA01G11870	85.9649	97.351
Os01g0248000	ONIVA01G11880	100	100
Os01g0248300	ONIVA01G11890	95.4167	99.5652
Os01g0248400	ONIVA11G16990	97.343	95.4976
Os01g0248500	ONIVA11G16980	82.9167	96.1353
Os01g0248600	ONIVA11G16970	99.0521	62.2024
Os01g0248701	ONIVA11G16960	89.6635	99.2021
Os01g0248800	ONIVA11G16950	100	52.3585
Os01g0248900	ONIVA11G16940	100	47.5379
Os01g0249200	ONIVA11G16930	99.5595	99.5595
Os01g0249300	ONIVA11G16920	96.0317	62.6943
Os01g0249700	ONIVA11G16900	55.2795	83.1776
Os01g0249800	ONIVA11G16890	81.9095	97.0238
Os01g0249900	ONIVA11G16880	92.9487	74.5501
Os01g0250600	ONIVA11G16870	100	100
Os01g0250900	ONIVA01G11950	99.3092	90.2669
Os01g0251100	ONIVA01G11960	99.6865	99.6865
Os01g0251200	ONIVA01G11970	98.6432	96.5471
Os01g0252100	ONIVA01G11990	100	95.7747
Os01g0252300	ONIVA01G12000	100	100
Os01g0252600	ONIVA01G12020	99.6241	99.6241
Os01g0252900	ONIVA01G12040	84	53.3487
Os01g0253000	ONIVA01G12060	100	28.2665
Os01g0253200	ONIVA01G12080	97.1751	97.7273
Os01g0253300	ONIVA01G12090	99.8099	82.2884
Os01g0253400	ONIVA01G12100	98.9899	98.9899
Os01g0253500	ONIVA01G12110	97.1698	96.8652
Os01g0253600	ONIVA01G12120	100	100
Os01g0253800	ONIVA01G12130	96	98.8235
Os01g0253900	ONIVA01G12140	100	100
Os01g0254000	ONIVA01G12150	100	100
Os01g0254100	ONIVA01G12160	99.8229	99.8229
Os01g0254200	ONIVA01G12170	100	100
Os01g0254300	ONIVA01G12180	92.7987	97.4227
Os01g0254400	ONIVA01G12190	98.6726	98.6726
Os01g0254850	ONIVA01G12210	43.8776	97.7273
Os01g0254900	ONIVA01G12220	99.6429	99.6429
Os01g0255000	ONIVA01G12240	99.6894	87.7049
Os01g0255100	ONIVA01G12250	94.4444	91.3433
Os01g0255700	ONIVA01G12320	99.4475	91.3706
Os01g0256300	ONIVA07G10940	79.9622	92.3581
Os01g0256400	ONIVA01G12360	97.6923	98.4496
Os01g0256500	ONIVA01G12370	96.2264	96.2264
Os01g0256600	ONIVA01G12380	99.1228	99.1228
Os01g0256800	ONIVA01G12390	95.5313	93.3981
Os01g0256900	ONIVA01G12400	89.7959	99.2481
Os01g0257100	ONIVA01G12410	99.2366	99.2366
Os01g0257400	ONIVA01G12440	100	99.5726
Os01g0258700	ONIVA01G12470	99.5798	99.5798
Os01g0259200	ONIVA01G12480	99.7802	94.9791
Os01g0259400	ONIVA01G12490	81.2779	99.184
Os01g0259600	ONIVA01G12500	97.1831	29.9349
Os01g0259900	ONIVA01G12510	84.2975	100
Os01g0260100	ONIVA01G12530	94.3878	23.3291
Os01g0260500	ONIVA01G12560	99.7429	59.6006
Os01g0260700	ONIVA01G12570	99.6753	99.6753
Os01g0260800	ONIVA01G12580	97.8723	97.8723
Os01g0261100	ONIVA01G12600	99.536	99.7674
Os01g0261200	ONIVA01G12610	99.3865	90.6716
Os01g0261500	ONIVA01G12630	86.8571	43.4286
Os01g0261600	ONIVA01G12650	60.8225	58.6639
Os01g0262000	ONIVA01G12650	60.8225	58.6639
Os01g0262401	ONIVA01G12670	64.4068	96.6102
Os01g0262500	ONIVA01G12680	99.5475	93.617
Os01g0262600	ONIVA01G12690	99.5851	99.5851
Os01g0262700	ONIVA01G12700	78.1931	70.7042
Os01g0263400	ONIVA01G12730	99.5413	78.396
Os01g0263500	ONIVA01G12750	93.0788	98.2368
Os01g0263600	ONIVA01G12760	95.1153	74.2585
Os01g0264000	ONIVA01G12770	89.3145	80.5455
Os01g0264100	ONIVA01G12780	59.6875	20.966
Os01g0264400	ONIVA01G12820	100	99.0099
Os01g0264500	ONIVA01G12830	48.5507	47.1831
Os01g0264600	ONIVA01G12840	99.8095	99.8095
Os01g0264700	ONIVA01G12850	98.7138	96.5409
Os01g0265000	ONIVA01G12870	100	100
Os01g0265100	ONIVA01G12880	98.895	60.678
Os01g0265200	ONIVA01G12890	96.8504	100
Os01g0265400	ONIVA01G12900	11.1111	4.21053
Os01g0265700	ONIVA01G12920	99.1701	99.1701
Os01g0265800	ONIVA01G12930	98.9796	99.182
Os01g0265900	ONIVA01G12940	99.6124	79.321
Os01g0266000	ONIVA01G12950	99.4589	99.3513
Os01g0266100	ONIVA01G12960	99.0196	99.0196
Os01g0266400	ONIVA01G12980	100	97.6471
Os01g0266500	ONIVA01G12990	96.4401	53.6937
Os01g0266800	ONIVA01G13000	89.5238	91.0412
Os01g0267100	ONIVA01G13020	99.8691	99.8691
Os01g0267200	ONIVA01G13030	100	100
Os01g0267300	ONIVA01G13040	79.9235	98.818
Os01g0267400	ONIVA01G13050	88.4354	71.4286
Os01g0267600	ONIVA01G13060	83.5165	83.5165
Os01g0267800	ONIVA01G13080	98.2323	98.2323
Os01g0268100	ONIVA01G13110	88.6831	95.7778
Os01g0268300	ONIVA01G13140	99.7257	99.7257
Os01g0268700	ONIVA01G13160	90.2743	90.0498
Os01g0268800	ONIVA01G13170	100	100
Os01g0268900	ONIVA01G13180	97.9094	98.9437
Os01g0269000	ONIVA01G13190	99.3464	99.3464
Os01g0269100	ONIVA01G13200	97.8328	56.9369
Os01g0269800	ONIVA01G13270	98.8215	58.0613
Os01g0269900	ONIVA01G13280	99.0676	95.0783
Os01g0270100	ONIVA01G13290	93.6	99.5745
Os01g0270300	ONIVA01G13300	99.6914	99.6914
Os01g0270700	ONIVA01G13320	88.3929	80.4878
Os01g0271000	ONIVA01G13330	94.1704	78.6517
Os01g0271200	ONIVA01G13340	99.5804	99.5804
Os01g0271400	ONIVA01G13350	100	100
Os01g0271500	ONIVA01G13360	95.3437	95.5556
Os01g0271700	ONIVA01G13370	90.566	55.814
Os01g0272600	ONIVA05G01670	99.7312	99.7312
Os01g0272700	ONIVA05G01680	99.5536	99.5536
Os01g0272800	ONIVA05G01690	98.5646	47.907
Os01g0273000	ONIVA05G01720	100	100
Os01g0273100	ONIVA05G01730	100	100
Os01g0273200	ONIVA05G21190	27.3927	49.1124
Os01g0273300	ONIVA05G01750	99.8138	99.8138
Os01g0273500	ONIVA05G01760	84.3972	22.6451
Os01g0273800	ONIVA05G01770	99.7487	99.7487
Os01g0274100	ONIVA10G03730	98.5401	92.6773
Os01g0274800	ONIVA01G13400	99.2453	77.1261
Os01g0275200	ONIVA01G13420	57.3876	33.2506
Os01g0275600	ONIVA01G13440	97.2345	80.1276
Os01g0275800	ONIVA01G13450	85.0575	73.2673
Os01g0275950	ONIVA01G13460	90.2439	31.4894
Os01g0276000	ONIVA01G13470	98.1982	80.1471
Os01g0276100	ONIVA01G13480	100	87.4396
Os01g0276200	ONIVA01G13490	61.5942	73.913
Os01g0276300	ONIVA01G13500	100	100
Os01g0276400	ONIVA01G13510	98.3173	93.8073
Os01g0276500	ONIVA01G13520	99.3464	99.3464
Os01g0276600	ONIVA01G13530	100	100
Os01g0276700	ONIVA01G13540	100	98.4556
Os01g0276800	ONIVA01G13550	99.5114	99.5114
Os01g0276900	ONIVA01G13560	95.082	76.8212
Os01g0277500	ONIVA01G13580	88.2672	100
Os01g0277700	ONIVA01G13610	98.3402	94.8
Os01g0278000	ONIVA01G13640	94.3478	93.5345
Os01g0278200	ONIVA01G13660	92.7273	5.22006
Os01g0278600	ONIVA01G13680	90	97.2414
Os01g0278900	ONIVA01G13720	100	100
Os01g0278950	ONIVA01G13730	99.2453	99.6212
Os01g0279100	ONIVA01G13740	100	92.3077
Os01g0279200	ONIVA01G13750	100	85.5751
Os01g0279300	ONIVA01G13760	99.3289	69.1589
Os01g0279400	ONIVA01G13770	81.0865	85.9275
Os01g0279700	ONIVA01G13790	99.2439	94.2549
Os01g0279800	ONIVA01G13800	100	100
Os01g0279900	ONIVA01G13810	100	97.9167
Os01g0280000	ONIVA01G13820	94.2396	99.5134
Os01g0280200	ONIVA01G42850	46.5116	13.6986
Os01g0280400	ONIVA01G13860	99.018	99.018
Os01g0280500	ONIVA01G13870	95.5285	99.5763
Os01g0281000	ONIVA01G13900	100	99.7596
Os01g0281200	ONIVA01G13910	98.5816	54.5098
Os01g0281301	ONIVA01G13920	99.5951	99.5951
Os01g0281400	ONIVA01G13930	99.7895	99.7895
Os01g0281600	ONIVA01G13950	100	100
Os01g0283000	ONIVA01G14000	99.3432	99.3432
Os01g0283100	ONIVA01G14010	95.8175	75.2239
Os01g0283300	ONIVA01G14030	96.337	98.5019
Os01g0283400	ONIVA01G14050	100	100
Os01g0283500	ONIVA01G14040	75.4286	70.4
Os01g0283600	ONIVA01G14060	97.8528	52.4671
Os01g0284300	ONIVA07G08220	99.7275	99.7275
Os01g0284500	ONIVA07G08210	99.537	99.537
Os01g0284700	ONIVA01G14070	93.75	64.9351
Os01g0284900	ONIVA01G14080	99.6633	97.6898
Os01g0285300	ONIVA01G14120	100	100
Os01g0286000	ONIVA01G14140	99.7613	99.7613
Os01g0286100	ONIVA01G14150	94.0345	79.6543
Os01g0286500	ONIVA01G14160	74.2424	45.7944
Os01g0286500	ONIVA02G06290	74.2424	47.1154
Os01g0286600	ONIVA01G14180	99.4403	94.6714
Os01g0286900	ONIVA01G14200	81.7391	46.5347
Os01g0287600	ONIVA01G14250	100	99.6564
Os01g0287700	ONIVA01G14260	56.25	25.8197
Os01g0288200	ONIVA01G14290	100	100
Os01g0288800	ONIVA01G14300	98.9583	94.0594
Os01g0289100	ONIVA01G14310	95.9184	95.9184
Os01g0289600	ONIVA02G30500	12.6521	42.9752
Os01g0289900	ONIVA01G14330	81.3853	89.5238
Os01g0290000	ONIVA01G14340	99.596	47.6789
Os01g0290600	ONIVA01G14350	99.3698	98.7474
Os01g0291500	ONIVA01G14420	61.7312	99.6324
Os01g0292200	ONIVA01G14450	79.6095	99.7283
Os01g0292700	ONIVA01G14470	95.7447	67.1642
Os01g0292900	ONIVA01G14480	99.652	99.652
Os01g0293000	ONIVA01G14490	100	100
Os01g0293100	ONIVA01G14500	90.2375	84.8635
Os01g0293200	ONIVA01G14510	96.875	96.875
Os01g0293900	ONIVA01G14550	31.8919	60.2041
Os01g0295600	ONIVA01G14780	91.5033	66.6667
Os01g0295700	ONIVA01G14790	100	100
Os01g0295900	ONIVA01G14800	51.7766	35.9155
Os01g0296000	ONIVA01G14810	98.3923	63.354
Os01g0296100	ONIVA01G14820	95.098	95.5665
Os01g0296700	ONIVA01G14840	99.6169	63.5697
Os01g0297200	ONIVA01G14750	99.8102	99.8102
Os01g0297700	ONIVA01G14850	93.3862	99.7175
Os01g0298301	ONIVA01G14880	66.4	74.4395
Os01g0298400	ONIVA01G14890	99.6587	99.6587
Os01g0298500	ONIVA01G14910	26.2857	52.2727
Os01g0299100	ONIVA01G14940	81.25	67.2414
Os01g0299200	ONIVA01G14950	96.5854	70.7143
Os01g0299300	ONIVA01G14960	89.3092	99.633
Os01g0299500	ONIVA01G14980	79.096	64.2202
Os01g0299700	ONIVA01G14990	92.4051	76.0417
Os01g0300000	ONIVA01G15020	96.0199	99.4845
Os01g0300200	ONIVA01G15040	96.7105	99.8302
Os01g0300400	ONIVA01G15050	60.6635	97.7099
Os01g0300600	ONIVA01G15090	100	34.5348
Os01g0300900	ONIVA01G15100	99.1987	96.2675
Os01g0301000	ONIVA01G15110	99.4253	99.4253
Os01g0301500	ONIVA01G15140	91.1157	96.4989
Os01g0301700	ONIVA01G15160	99.2064	93.4579
Os01g0301900	ONIVA01G15190	92.4731	16.7315
Os01g0303000	ONIVA01G15230	98.3871	98.3871
Os01g0303100	ONIVA01G15240	94.3284	99.6845
Os01g0303200	ONIVA01G15250	81.7994	92.7315
Os01g0303300	ONIVA01G15260	74.4186	53.112
Os01g0303600	ONIVA01G15270	99.5455	83.908
Os01g0303800	ONIVA01G15280	100	100
Os01g0304000	ONIVA01G15290	100	100
Os01g0304100	ONIVA01G15300	96.77	74.7505
Os01g0304300	ONIVA01G15320	99.6694	99.6694
Os01g0304400	ONIVA01G15330	99.3902	99.3902
Os01g0304500	ONIVA01G15340	78.0488	56.338
Os01g0305200	ONIVA01G15360	63.3333	51.8182
Os01g0305900	ONIVA01G15380	99.3691	98.1308
Os01g0306100	ONIVA01G15390	98.7654	98.3607
Os01g0306200	ONIVA01G15400	98.7805	98.7805
Os01g0306400	ONIVA06G23260	93.5115	100
Os01g0306800	ONIVA11G10240	99.3258	97.3568
Os01g0306900	ONIVA11G10250	98.8796	97.5138
Os01g0307500	ONIVA11G10260	99.0975	99.0975
Os01g0307750	ONIVA01G15450	83.5443	85.7143
Os01g0308300	ONIVA01G15470	96.4815	99.1437
Os01g0308600	ONIVA01G15480	99.4118	99.4118
Os01g0309800	ONIVA01G15530	100	100
Os01g0309900	ONIVA01G15540	100	100
Os01g0310500	ONIVA01G15690	58.9783	30.3828
Os01g0310500	ONIVA01G15700	52.0124	34.6392
Os01g0311100	ONIVA01G15710	95.5823	68.1948
Os01g0311400	ONIVA01G15710	11.1111	6.30372
Os01g0311500	ONIVA01G15730	99.892	99.6767
Os01g0311600	ONIVA01G15740	97.1098	95.1841
Os01g0311800	ONIVA01G15770	99.6409	99.6409
Os01g0312500	ONIVA01G15790	99.7664	73.1164
Os01g0312800	ONIVA01G15810	99.7996	98.2249
Os01g0314100	ONIVA01G15880	99.2352	99.2352
Os01g0314300	ONIVA01G15900	100	100
Os01g0314800	ONIVA01G15930	98.9247	98.9247
Os01g0315600	ONIVA01G15950	71.519	32.3782
Os01g0315700	ONIVA01G15950	100	36.6762
Os01g0315800	ONIVA01G15960	96.9412	99.7579
Os01g0316100	ONIVA01G15970	87.7682	98.7923
Os01g0316500	ONIVA01G15980	100	90.4412
Os01g0316600	ONIVA01G15990	48.3871	13.4831
Os01g0316900	ONIVA01G16010	95.5414	40.4313
Os01g0317800	ONIVA01G16030	99.0881	99.0881
Os01g0318000	ONIVA01G16050	55.2941	58.3851
Os01g0318400	ONIVA01G16070	87.1166	25.9124
Os01g0318400	ONIVA02G17060	6.13497	7.93651
Os01g0318700	ONIVA01G16080	78.0876	32.7212
Os01g0319000	ONIVA01G16100	99.5215	92.8571
Os01g0319200	ONIVA01G16120	99.7722	85.7143
Os01g0319400	ONIVA01G16210	97.0339	99.5652
Os01g0320400	ONIVA01G16240	98.0952	98.0952
Os01g0321300	ONIVA01G16320	85.8333	38.0074
Os01g0321700	ONIVA01G16340	97.8986	91.5607
Os01g0321800	ONIVA01G16350	100	100
Os01g0321900	ONIVA01G16370	97.5207	95.1613
Os01g0322300	ONIVA03G15850	51.3514	39.5833
Os01g0322800	ONIVA01G16410	100	100
Os01g0323000	ONIVA01G16440	97.6744	96.737
Os01g0323100	ONIVA01G16450	100	75.4065
Os01g0323300	ONIVA01G16480	99.341	99.0148
Os01g0323500	ONIVA01G16490	97.8417	31.1927
Os01g0324400	ONIVA01G16540	60.7929	46
Os01g0326100	ONIVA01G16580	75.2688	100
Os01g0327500	ONIVA06G10550	99.115	95.7265
Os01g0327600	ONIVA06G10540	91.2292	98.2701
Os01g0327900	ONIVA06G10520	93.7947	90.3448
Os01g0328300	ONIVA06G10500	77.9343	43.6842
