Gene stable ID	Arabidopsis lyrata gene stable ID	%id. target Arabidopsis lyrata gene identical to query gene	%id. query gene identical to target Arabidopsis lyrata gene
Os01g0141700	fgenesh2_kg.8__1817__AT5G58760.1	56.6038	59.034
Os01g0142100	fgenesh2_kg.6__509__AT5G05740.1	54.5788	53.405
Os01g0142200	fgenesh2_kg.7__657__AT4G34412.1	69.7674	69.7674
Os01g0142300	Al_scaffold_0006_88	72.9358	61.39
Os01g0143300	fgenesh1_pg.C_scaffold_4002100	27.2727	42.8571
Os01g0143300	fgenesh1_pg.C_scaffold_4002102	31.4394	34.2975
Os01g0143300	fgenesh1_pm.C_scaffold_5001626	42.4242	23.6786
Os01g0143300	fgenesh1_pm.C_scaffold_6000444	43.5606	44.4015
Os01g0143300	fgenesh1_pm.C_scaffold_772000001	42.803	45.2
Os01g0143300	fgenesh2_kg.6__117__AT5G02050.1	40.9091	40.9091
Os01g0143300	scaffold_402735.1	31.4394	34.1564
Os01g0143300	scaffold_402737.1	31.8182	34.2857
Os01g0143300	scaffold_402739.1	42.803	45.2
Os01g0143700	fgenesh1_pg.C_scaffold_4002100	22.3938	34.5238
Os01g0143700	fgenesh1_pg.C_scaffold_4002102	26.6409	28.5124
Os01g0143700	fgenesh1_pm.C_scaffold_5001626	35.9073	19.6617
Os01g0143700	fgenesh1_pm.C_scaffold_6000444	35.5212	35.5212
Os01g0143700	fgenesh1_pm.C_scaffold_772000001	37.4517	38.8
Os01g0143700	fgenesh2_kg.6__117__AT5G02050.1	36.6795	35.9848
Os01g0143700	scaffold_402735.1	25.0965	26.749
Os01g0143700	scaffold_402737.1	26.2548	27.7551
Os01g0143700	scaffold_402739.1	37.4517	38.8
Os01g0143800	fgenesh1_pg.C_scaffold_4002100	20.7273	33.9286
Os01g0143800	fgenesh1_pg.C_scaffold_4002102	24.3636	27.686
Os01g0143800	fgenesh1_pm.C_scaffold_5001626	31.6364	18.3932
Os01g0143800	fgenesh1_pm.C_scaffold_6000444	28.3636	30.1158
Os01g0143800	fgenesh1_pm.C_scaffold_772000001	30.9091	34
Os01g0143800	fgenesh2_kg.6__117__AT5G02050.1	30.5455	31.8182
Os01g0143800	scaffold_402735.1	23.6364	26.749
Os01g0143800	scaffold_402737.1	23.2727	26.1224
Os01g0143800	scaffold_402739.1	30.5455	33.6
Os01g0144000	fgenesh1_pm.C_scaffold_8002140	49.5549	64.7287
Os01g0144000	fgenesh2_kg.5__1326__AT3G49720.1	49.2582	63.6015
Os01g0144100	fgenesh2_kg.4__2681__AT2G44920.2	74.2424	65.0443
Os01g0144200	fgenesh2_kg.4__1828__AT2G37680.1	72.9358	73.9535
Os01g0144340	scaffold_301419.1	61.3445	60.4972
Os01g0144500	Al_scaffold_0004_1332	39.7541	30.9904
Os01g0144600	fgenesh2_kg.8__1894__AT5G59460.1	35.5	42.0118
Os01g0144700	fgenesh2_kg.1__2101__AT1G19240.1	41.7582	36.8932
Os01g0147200	fgenesh2_kg.1__3349__AT1G32130.1	58.1614	61.6302
Os01g0147200	fgenesh2_kg.7__2392__AT4G19000.1	28.8931	37.8378
Os01g0147300	fgenesh1_pm.C_scaffold_5001461	56.3725	29.2621
Os01g0147300	fgenesh2_kg.4__883__AT2G29050.1	63.7255	33.5917
Os01g0147800	fgenesh2_kg.3__1310__AT3G12540.1	36.8085	34.2574
Os01g0147800	fgenesh2_kg.4__2049__AT2G39690.2	37.8723	42.381
Os01g0147900	scaffold_502667.1	80.2372	79.9213
Os01g0148000	fgenesh2_kg.6__143__AT5G02310.1	40.6991	16.3327
Os01g0148050	fgenesh2_kg.6__143__AT5G02310.1	36.4681	17.485
Os01g0148400	fgenesh2_kg.1__4371__AT1G52930.1	10.8626	21.25
Os01g0148400	scaffold_301807.1	10.8626	21.5873
Os01g0149350	fgenesh2_kg.5__1440__AT3G50950.1	20.5051	23.7705
Os01g0149500	fgenesh2_kg.5__1440__AT3G50950.1	20.9302	24.2389
Os01g0149600	Al_scaffold_0005_2266	56.2092	88.6598
Os01g0149600	fgenesh1_pm.C_scaffold_189000001	71.8954	80.292
Os01g0149600	fgenesh2_kg.1__765__AT1G07790.1	78.4314	80.5369
Os01g0149600	fgenesh2_kg.3__969__AT3G09480.1	67.3203	81.746
Os01g0149600	fgenesh2_kg.4__1800__AT2G37470.1	71.2418	85.1562
Os01g0149600	fgenesh2_kg.5__969__AT3G45980.1	80.3922	82
Os01g0149600	fgenesh2_kg.5__975__AT3G46030.1	79.085	83.4483
Os01g0149600	fgenesh2_kg.6__2278__AT5G22880.1	75.817	80
Os01g0149600	fgenesh2_kg.8__1944__AT5G59910.1	77.1242	81.3793
Os01g0149600	scaffold_401326.1	75.817	75.3247
Os01g0149600	scaffold_600180.1	71.2418	82.5758
Os01g0149600	scaffold_604315.1	39.2157	90.9091
Os01g0149800	scaffold_301067.1	54.878	55.5556
Os01g0149900	fgenesh2_kg.6__149__AT5G02390.1	15.6334	13.9759
Os01g0150000	scaffold_502658.1	79.3548	79.3548
Os01g0150100	fgenesh1_pg.C_scaffold_4002077	48	21.8845
Os01g0150200	scaffold_601061.1	75.1131	75.1131
Os01g0150400	scaffold_601061.1	36.9668	35.2941
Os01g0150500	scaffold_601061.1	35.7466	35.7466
Os01g0150800	scaffold_601061.1	54.6667	55.6561
Os01g0151100	fgenesh2_kg.3__1314__AT3G12570.2	53.9305	60.3272
Os01g0151100	fgenesh2_kg.4__1813__AT2G37570.1	57.9525	64.17
Os01g0151100	scaffold_600170.1	51.1883	55.5556
Os01g0151200	scaffold_401332.1	65.1416	65.2838
Os01g0151400	fgenesh2_kg.7__1269__AT4G29210.1	52.8571	17.3709
Os01g0151500	fgenesh2_kg.7__1269__AT4G29210.1	47.2727	40.6886
Os01g0151600	Al_scaffold_0781_1	65.3631	64.4628
Os01g0151600	fgenesh2_kg.8__1949__AT5G59960.1	65.9218	65.7382
Os01g0151700	fgenesh2_kg.6__166__AT5G02540.1	64.1745	62.2356
Os01g0151700	scaffold_402398.1	64.7975	64.7975
Os01g0151900	scaffold_301764.1	40.4494	41.7795
Os01g0152000	Al_scaffold_0003_3359	36.9953	40.7025
Os01g0152000	Al_scaffold_0005_1224	37.7465	41.1464
Os01g0152000	fgenesh1_pg.C_scaffold_5001207	35.8685	41.5669
Os01g0152000	fgenesh1_pg.C_scaffold_5001208	37.5587	39.4867
Os01g0152000	fgenesh1_pg.C_scaffold_5001209	39.2488	40.9002
Os01g0152000	fgenesh1_pg.C_scaffold_5001243	39.7183	41.7984
Os01g0152000	fgenesh1_pm.C_scaffold_5000914	37.277	40.9278
Os01g0152000	fgenesh2_kg.6__2087__AT5G20480.1	36.9014	38.0814
Os01g0152000	scaffold_401127.1	38.9671	40.927
Os01g0152000	scaffold_501643.1	37.0892	39.7384
Os01g0152000	scaffold_501644.1	37.4648	40.1408
Os01g0152000	scaffold_801444.1	37.277	38.9216
Os01g0152300	Al_scaffold_0005_2266	56.2092	88.6598
Os01g0152300	fgenesh1_pm.C_scaffold_189000001	71.2418	79.562
Os01g0152300	fgenesh2_kg.1__765__AT1G07790.1	77.7778	79.8658
Os01g0152300	fgenesh2_kg.3__969__AT3G09480.1	67.3203	81.746
Os01g0152300	fgenesh2_kg.4__1800__AT2G37470.1	70.5882	84.375
Os01g0152300	fgenesh2_kg.5__969__AT3G45980.1	79.7386	81.3333
Os01g0152300	fgenesh2_kg.5__975__AT3G46030.1	78.4314	82.7586
Os01g0152300	fgenesh2_kg.6__2278__AT5G22880.1	75.817	80
Os01g0152300	fgenesh2_kg.8__1944__AT5G59910.1	76.4706	80.6897
Os01g0152300	scaffold_401326.1	75.1634	74.6753
Os01g0152300	scaffold_600180.1	70.5882	81.8182
Os01g0152300	scaffold_604315.1	39.2157	90.9091
Os01g0152600	Al_scaffold_0003_3359	37.1429	40.2893
Os01g0152600	Al_scaffold_0005_1224	37.619	40.4299
Os01g0152600	fgenesh1_pg.C_scaffold_5001207	35.2381	40.2612
Os01g0152600	fgenesh1_pg.C_scaffold_5001208	38.4762	39.8815
Os01g0152600	fgenesh1_pg.C_scaffold_5001209	39.8095	40.9002
Os01g0152600	fgenesh1_pg.C_scaffold_5001243	40.381	41.8972
Os01g0152600	fgenesh1_pm.C_scaffold_5000914	37.3333	40.4124
Os01g0152600	fgenesh2_kg.6__2087__AT5G20480.1	39.619	40.3101
Os01g0152600	scaffold_401127.1	38.9524	40.3353
Os01g0152600	scaffold_501643.1	38.9524	41.1469
Os01g0152600	scaffold_501644.1	39.0476	41.2475
Os01g0152600	scaffold_801444.1	38.1905	39.3137
Os01g0152800	Al_scaffold_0003_3359	37.8687	41.1157
Os01g0152800	Al_scaffold_0005_1224	37.6784	40.5322
Os01g0152800	fgenesh1_pg.C_scaffold_5001207	35.8706	41.0229
Os01g0152800	fgenesh1_pg.C_scaffold_5001208	38.725	40.1777
Os01g0152800	fgenesh1_pg.C_scaffold_5001209	39.9619	41.0959
Os01g0152800	fgenesh1_pg.C_scaffold_5001243	39.7716	41.3043
Os01g0152800	fgenesh1_pm.C_scaffold_5000914	38.059	41.2371
Os01g0152800	fgenesh2_kg.6__2087__AT5G20480.1	39.2008	39.9225
Os01g0152800	scaffold_401127.1	39.2008	40.6312
Os01g0152800	scaffold_501643.1	38.6299	40.8451
Os01g0152800	scaffold_501644.1	39.0105	41.2475
Os01g0152800	scaffold_801444.1	37.8687	39.0196
Os01g0152900	Al_scaffold_0005_2266	56.2092	88.6598
Os01g0152900	fgenesh1_pm.C_scaffold_189000001	71.8954	80.292
Os01g0152900	fgenesh2_kg.1__765__AT1G07790.1	78.4314	80.5369
Os01g0152900	fgenesh2_kg.3__969__AT3G09480.1	67.3203	81.746
Os01g0152900	fgenesh2_kg.4__1800__AT2G37470.1	71.2418	85.1562
Os01g0152900	fgenesh2_kg.5__969__AT3G45980.1	80.3922	82
Os01g0152900	fgenesh2_kg.5__975__AT3G46030.1	79.085	83.4483
Os01g0152900	fgenesh2_kg.6__2278__AT5G22880.1	75.817	80
Os01g0152900	fgenesh2_kg.8__1944__AT5G59910.1	77.1242	81.3793
Os01g0152900	scaffold_401326.1	75.817	75.3247
Os01g0152900	scaffold_600180.1	71.2418	82.5758
Os01g0152900	scaffold_604315.1	39.2157	90.9091
Os01g0153000	Al_scaffold_0003_3359	37.428	40.2893
Os01g0153000	Al_scaffold_0005_1224	37.7159	40.2252
Os01g0153000	fgenesh1_pg.C_scaffold_5001207	35.1248	39.8259
Os01g0153000	fgenesh1_pg.C_scaffold_5001208	37.7159	38.7957
Os01g0153000	fgenesh1_pg.C_scaffold_5001209	39.0595	39.8239
Os01g0153000	fgenesh1_pg.C_scaffold_5001243	39.4434	40.6126
Os01g0153000	fgenesh1_pm.C_scaffold_5000914	37.8119	40.6186
Os01g0153000	fgenesh2_kg.6__2087__AT5G20480.1	37.8119	38.1783
Os01g0153000	scaffold_401127.1	38.3877	39.4477
Os01g0153000	scaffold_501643.1	37.62	39.4366
Os01g0153000	scaffold_501644.1	37.7159	39.5372
Os01g0153000	scaffold_801444.1	37.524	38.3333
Os01g0153100	Al_scaffold_0005_2266	56.2092	88.6598
Os01g0153100	fgenesh1_pm.C_scaffold_189000001	73.8562	82.4818
Os01g0153100	fgenesh2_kg.1__765__AT1G07790.1	79.085	81.2081
Os01g0153100	fgenesh2_kg.3__969__AT3G09480.1	67.9739	82.5397
Os01g0153100	fgenesh2_kg.4__1800__AT2G37470.1	71.2418	85.1562
Os01g0153100	fgenesh2_kg.5__969__AT3G45980.1	81.0458	82.6667
Os01g0153100	fgenesh2_kg.5__975__AT3G46030.1	79.7386	84.1379
Os01g0153100	fgenesh2_kg.6__2278__AT5G22880.1	75.1634	79.3103
Os01g0153100	fgenesh2_kg.8__1944__AT5G59910.1	78.4314	82.7586
Os01g0153100	scaffold_401326.1	77.7778	77.2727
Os01g0153100	scaffold_600180.1	71.8954	83.3333
Os01g0153100	scaffold_604315.1	39.8693	92.4242
Os01g0153200	Al_scaffold_0007_3414	21.0526	24.7423
Os01g0153200	fgenesh1_pm.C_scaffold_5000807	31.5789	27.6923
Os01g0153200	fgenesh1_pm.C_scaffold_8001599	31.5789	27.6923
Os01g0153200	fgenesh2_kg.1__764__AT1G07770.2	31.5789	27.6923
Os01g0153250	scaffold_802628.1	39.714	39.8015
Os01g0153300	Al_scaffold_0005_2266	54.8387	87.6289
Os01g0153300	fgenesh1_pm.C_scaffold_189000001	71.6129	81.0219
Os01g0153300	fgenesh2_kg.1__765__AT1G07790.1	76.7742	79.8658
Os01g0153300	fgenesh2_kg.3__969__AT3G09480.1	65.8064	80.9524
Os01g0153300	fgenesh2_kg.4__1800__AT2G37470.1	69.6774	84.375
Os01g0153300	fgenesh2_kg.5__969__AT3G45980.1	78.7097	81.3333
Os01g0153300	fgenesh2_kg.5__975__AT3G46030.1	77.4194	82.7586
Os01g0153300	fgenesh2_kg.6__2278__AT5G22880.1	73.5484	78.6207
Os01g0153300	fgenesh2_kg.8__1944__AT5G59910.1	76.7742	82.069
Os01g0153300	scaffold_401326.1	75.4839	75.974
Os01g0153300	scaffold_600180.1	69.6774	81.8182
Os01g0153300	scaffold_604315.1	38.0645	89.3939
Os01g0153400	fgenesh2_kg.7__736__AT4G33760.1	72.3958	41.8675
Os01g0153800	fgenesh2_kg.6__601__AT5G06570.1	37.6022	41.9453
Os01g0155000	fgenesh2_kg.6__601__AT5G06570.1	42.73	43.769
Os01g0155200	fgenesh2_kg.3__3521__AT2G19130.1	43.562	43.7198
Os01g0155300	fgenesh2_kg.4__840__AT2G28671.1	40.5882	30.3965
Os01g0155400	fgenesh1_pm.C_scaffold_4001500	40.6742	26.8148
Os01g0155400	scaffold_601365.1	47.191	30.9278
Os01g0155500	fgenesh2_kg.8__1918__AT5G59700.1	39.3162	44.5521
Os01g0155500	scaffold_402681.1	32.1581	37.0234
Os01g0155500	scaffold_501529.1	39.7436	44.8733
Os01g0157700	scaffold_402345.1	31.8966	21.0826
Os01g0157800	Al_scaffold_0003_968	73.2143	73.2143
Os01g0157800	fgenesh2_kg.4__1611__AT2G35795.1	74.1071	74.1071
Os01g0157800	scaffold_600225.1	75	75
Os01g0157900	scaffold_402347.1	58.2979	56.6116
Os01g0158000	fgenesh2_kg.6__214__AT5G03070.1	59.8485	60.8863
Os01g0158200	fgenesh1_pm.C_scaffold_4001347	48.4076	49.3507
Os01g0158400	Al_scaffold_0001_3468	26.2295	38.7879
Os01g0158400	Al_scaffold_0008_345	25	9.71338
Os01g0158400	fgenesh2_kg.7__2318__AT4G19850.1	20.4918	43.4783
Os01g0158400	fgenesh2_kg.7__2319__AT4G19840.1	36.4754	38.3621
Os01g0158400	scaffold_800438.1	22.1311	35.5263
Os01g0158500	Al_scaffold_0003_1426	58.194	60.1036
Os01g0158500	fgenesh1_pg.C_scaffold_6000583	36.6221	52.518
Os01g0158500	fgenesh1_pm.C_scaffold_7001275	66.0535	66.9492
Os01g0158500	fgenesh2_kg.2__889__AT1G66530.1	65.7191	66.6102
Os01g0158500	fgenesh2_kg.3__2997__AT1G66530.1	65.3846	66.2712
Os01g0158500	scaffold_201252.1	64.5485	61.9583
Os01g0158500	scaffold_500176.1	33.1104	51.0309
Os01g0158500	scaffold_802213.1	13.5452	51.9231
Os01g0158600	fgenesh2_kg.3__558__AT3G05660.1	25.7591	30.0571
Os01g0158900	fgenesh2_kg.6__500__AT5G05660.1	51.2651	52.9545
Os01g0159200	fgenesh2_kg.6__221__AT5G03170.1	51.0638	39.0244
Os01g0159200	fgenesh2_kg.8__2011__AT5G60490.1	42.5532	32.1285
Os01g0159300	fgenesh2_kg.4__1764__AT2G37150.1	21.5569	19.8165
Os01g0159400	fgenesh2_kg.5__1531__AT3G51840.1	75.5196	75
Os01g0159800	fgenesh2_kg.108__1__AT2G40200.1	21.1679	11.9835
Os01g0159800	fgenesh2_kg.4__2126__AT2G40200.1	21.1679	11.4625
Os01g0160100	fgenesh1_pg.C_scaffold_6000064	75.5444	76.1824
Os01g0160100	fgenesh2_kg.6__79__AT5G01320.1	77.7219	76.9486
Os01g0160100	fgenesh2_kg.7__814__AT4G33070.1	77.3869	76.112
Os01g0160100	fgenesh2_kg.8__1395__AT5G54960.1	79.397	78.089
Os01g0160200	fgenesh2_kg.3__558__AT3G05660.1	25.7502	30.4
Os01g0160700	fgenesh2_kg.3__558__AT3G05660.1	26.3209	30.7429
Os01g0161000	fgenesh2_kg.3__558__AT3G05660.1	29.1916	22.2857
Os01g0161300	fgenesh2_kg.3__558__AT3G05660.1	22.0907	25.6
Os01g0162300	fgenesh2_kg.3__2709__AT3G24900.1	35.4938	13.0533
Os01g0162300	fgenesh2_kg.3__2774__AT3G24982.1	36.1111	13.7647
Os01g0162300	fgenesh2_kg.348__3__AT2G33060.1	33.642	17.6948
Os01g0162300	fgenesh2_kg.4__1303__AT2G33050.1	36.4198	14.8615
Os01g0162300	fgenesh2_kg.4__1304__AT2G33060.1	35.8025	14.5729
Os01g0162300	fgenesh2_kg.4__457__AT2G25440.1	36.1111	17.4107
Os01g0162300	fgenesh2_kg.7__3403__AT5G40170.1	36.4198	14.8802
Os01g0162300	scaffold_401825.1	35.8025	19.7279
Os01g0162800	fgenesh2_kg.3__558__AT3G05660.1	26.0659	30.7429
Os01g0163000	fgenesh2_kg.3__558__AT3G05660.1	27.572	30.6286
Os01g0164075	fgenesh2_kg.6__477__AT5G05500.1	33.7079	32.6087
Os01g0164300	fgenesh2_kg.6__477__AT5G05500.1	36.5979	38.587
Os01g0164400	fgenesh2_kg.8__1782__AT5G58470.2	70.8333	31.7757
Os01g0164500	scaffold_202097.1	49.7682	56.7901
Os01g0164500	scaffold_600456.1	5.87326	26.7606
Os01g0164500	scaffold_600515.1	56.2597	61.3828
Os01g0164600	fgenesh2_kg.4__989__AT2G30170.1	51.0574	56.1462
Os01g0164700	fgenesh2_kg.8__2322__AT5G63220.1	36.1538	14.5062
Os01g0164800	fgenesh2_kg.6__43__AT4G00020.1	40.7115	8.94874
Os01g0164900	fgenesh2_kg.6__43__AT4G00020.1	9.77131	4.08341
Os01g0165100	fgenesh2_kg.4__2153__AT2G40390.1	49.6016	50.2016
Os01g0165100	fgenesh2_kg.8__2433__AT5G64190.1	50.7968	50.6958
Os01g0165200	Al_scaffold_0006_39	28.7143	32.3671
Os01g0165600	fgenesh2_kg.1__674__AT1G06980.1	41.1765	41.6667
Os01g0165600	fgenesh2_kg.4__995__AT2G30230.1	42.9412	41.2429
Os01g0166100	Al_scaffold_0008_491	8.1571	18.1208
Os01g0166100	fgenesh2_kg.4__2156__AT2G40410.2	55.8912	55.0595
Os01g0166100	fgenesh2_kg.5__2050__AT3G56170.1	57.7039	59.1331
Os01g0166100	scaffold_601194.1	19.3353	41.2903
Os01g0166300	Al_scaffold_0008_491	9.00901	13.4228
Os01g0166300	fgenesh2_kg.4__2156__AT2G40410.2	50	33.0357
Os01g0166300	fgenesh2_kg.5__2050__AT3G56170.1	52.7027	36.2229
Os01g0166300	scaffold_601194.1	23.4234	33.5484
Os01g0166400	fgenesh2_kg.7__526__AT4G35530.1	35.8586	36.4103
Os01g0166700	Al_scaffold_0005_2036	39.3805	41.784
Os01g0166700	fgenesh2_kg.6__22__AT5G01800.1	31.8584	32.7273
Os01g0166800	fgenesh2_kg.4__2172__AT2G40550.1	50.0838	50.764
Os01g0167500	fgenesh1_pm.C_scaffold_4000857	79.7753	80.4533
Os01g0167500	fgenesh2_kg.1__665__AT1G06890.1	81.1798	80.9524
Os01g0167750	scaffold_803464.1	42.1975	40.0908
Os01g0167900	fgenesh2_kg.4__1022__AT2G30500.1	31.9444	26.6925
Os01g0167900	fgenesh2_kg.8__1760__AT5G58320.1	33.3333	27.4286
Os01g0168100	fgenesh2_kg.4__1022__AT2G30500.1	31.1973	35.7834
Os01g0168100	fgenesh2_kg.8__1760__AT5G58320.1	27.8246	31.4286
Os01g0168200	scaffold_300978.1	64.8855	60.2837
Os01g0168300	scaffold_402877.1	51.3158	51.7241
Os01g0168300	scaffold_502789.1	55	47.7169
Os01g0168400	Al_scaffold_0006_7	63.7002	63.4033
Os01g0168500	Al_scaffold_0004_2312	60.4317	64.7815
Os01g0168500	fgenesh1_pm.C_scaffold_4001826	65.2278	67.3267
Os01g0168500	fgenesh2_kg.5__2078__AT3G56440.1	62.8297	67.0077
Os01g0168800	Al_scaffold_0006_2059	32.7381	36.6667
Os01g0168800	fgenesh2_kg.7__800__AT4G33180.1	33.9286	37.013
Os01g0169400	fgenesh2_kg.5__545__AT3G27650.1	35.8566	57.3248
Os01g0169400	scaffold_802995.1	43.0279	58.3784
Os01g0169500	fgenesh2_kg.5__547__AT3G27670.1	36.4278	36.3292
Os01g0169800	fgenesh1_pg.C_scaffold_1002142	37.0809	48.5788
Os01g0169800	fgenesh2_kg.2__1312__AT1G70560.1	36.4892	47.1939
Os01g0169800	fgenesh2_kg.7__1807__AT4G24670.2	43.5897	50.2273
Os01g0169900	Al_scaffold_0006_1356	26.7241	34.9099
Os01g0169900	fgenesh2_kg.3__60__AT3G01560.1	31.8966	39.0295
Os01g0170000	fgenesh2_kg.7__3382__AT5G40390.1	62.1302	26.7516
Os01g0170100	fgenesh2_kg.7__690__AT4G34140.1	44.1176	27.2727
Os01g0170500	scaffold_801420.1	62.5293	63.2701
Os01g0170600	scaffold_302001.1	0	0
Os01g0170800	scaffold_201349.1	34.6253	24.8609
Os01g0171000	fgenesh2_kg.2__382__AT1G60800.1	68.4713	68.3625
Os01g0171800	scaffold_500735.1	39.3491	41.433
Os01g0171800	scaffold_802978.1	49.1124	47.8386
Os01g0172000	scaffold_403751.1	64.4444	19.8178
Os01g0172100	fgenesh2_kg.3__61__AT3G01550.1	48.0916	49.7368
Os01g0172200	fgenesh2_kg.3__63__AT3G01540.2	52.3057	63.52
Os01g0172200	scaffold_601485.1	53.8867	57.3633
Os01g0172300	fgenesh2_kg.1__1686__AT1G15350.3	26.8817	46.729
Os01g0172300	fgenesh2_kg.3__1731__AT3G15770.1	30.1075	34.3558
Os01g0172300	fgenesh2_kg.6__2521__AT5G25360.1	37.0968	40.8284
Os01g0172300	scaffold_700957.1	17.2043	22.8571
Os01g0172600	Al_scaffold_0004_2765	68.7225	47.8528
Os01g0172800	fgenesh2_kg.4__2284__AT2G41475.1	37.1728	39.6648
Os01g0172900	Al_scaffold_0007_3712	29.1525	20.9756
Os01g0173000	fgenesh2_kg.1__4339__AT1G52590.1	46.4481	49.4186
Os01g0173100	fgenesh2_kg.1__3085__AT1G29250.1	68.4211	80
Os01g0173100	fgenesh2_kg.4__1419__AT2G34160.1	67.7632	79.2308
Os01g0173600	fgenesh1_pm.C_scaffold_2001978	44.186	58.2822
Os01g0173600	scaffold_101723.1	43.2558	53.4483
Os01g0173900	fgenesh2_kg.3__1383__AT3G13080.1	62.2591	61.8074
Os01g0173900	scaffold_202056.1	44.3854	65.6834
Os01g0174000	fgenesh2_kg.3__1938__AT3G17609.2	17.5793	40.9396
Os01g0174100	fgenesh1_pg.C_scaffold_6001698	29.7297	18.75
Os01g0174100	fgenesh2_kg.1__1694__AT1G15400.2	32.4324	25.1748
Os01g0174100	scaffold_203050.1	34.2342	27.7372
Os01g0174300	scaffold_602105.1	69.1318	65.5488
Os01g0174500	fgenesh2_kg.7__1700__AT4G25600.1	37.2937	38.9655
Os01g0174600	fgenesh2_kg.7__1700__AT4G25600.1	1.79211	1.72414
Os01g0174700	fgenesh2_kg.4__596__AT2G26700.1	56.7951	53.3333
Os01g0174900	fgenesh2_kg.3__1721__AT3G15660.2	43.2432	47.3373
Os01g0175000	Al_scaffold_0001_4263	26.4591	35.7895
Os01g0175000	Al_scaffold_0001_4670	31.9066	35.8079
Os01g0175000	Al_scaffold_0001_4695	36.1868	41.3333
Os01g0175000	Al_scaffold_0003_2843	30.7393	62.2047
Os01g0175000	fgenesh2_kg.1__3872__AT1G47786.1	26.8482	37.0968
Os01g0175000	fgenesh2_kg.1__4350__AT1G52695.1	34.6304	38.5281
Os01g0175000	fgenesh2_kg.1__4351__AT1G52700.1	61.8677	56.1837
Os01g0175000	scaffold_105077.1	32.6848	37.6682
Os01g0175000	scaffold_105078.1	29.1829	40.5405
Os01g0175000	scaffold_301835.1	64.9805	65.4902
Os01g0175000	scaffold_602103.1	67.3152	68.6508
Os01g0175100	fgenesh2_kg.3__1716__AT3G15630.1	27.5362	35.514
Os01g0175100	scaffold_105083.1	28.9855	33.0578
Os01g0175600	Al_scaffold_0007_844	63.244	61.5942
Os01g0175600	fgenesh1_pg.C_scaffold_1001397	64.7321	63.6896
Os01g0175600	fgenesh1_pm.C_scaffold_2001449	53.869	57.6433
Os01g0175600	fgenesh1_pm.C_scaffold_6002032	57.5893	60.2804
Os01g0175700	Al_scaffold_0007_844	63.244	61.5942
Os01g0175700	fgenesh1_pg.C_scaffold_1001397	64.881	63.836
Os01g0175700	fgenesh1_pm.C_scaffold_2001449	53.4226	57.1656
Os01g0175700	fgenesh1_pm.C_scaffold_6002032	57.4405	60.1246
Os01g0176000	fgenesh2_kg.4__1718__AT2G36750.1	43.5743	44.1955
Os01g0176000	fgenesh2_kg.4__1720__AT2G36800.1	42.7711	42.9436
Os01g0176000	fgenesh2_kg.5__1683__AT3G53160.1	39.3574	41.0901
Os01g0176000	scaffold_402300.1	42.3695	42.5403
Os01g0176000	scaffold_502404.1	41.7671	41.0256
Os01g0176100	fgenesh2_kg.4__1718__AT2G36750.1	42.515	43.3809
Os01g0176100	fgenesh2_kg.4__1720__AT2G36800.1	41.3174	41.7339
Os01g0176100	fgenesh2_kg.5__1683__AT3G53160.1	40.1198	42.1384
Os01g0176100	scaffold_402300.1	41.1178	41.5323
Os01g0176100	scaffold_502404.1	42.515	42.0118
Os01g0176200	fgenesh2_kg.4__1718__AT2G36750.1	44.0644	44.6029
Os01g0176200	fgenesh2_kg.4__1720__AT2G36800.1	42.4547	42.5403
Os01g0176200	fgenesh2_kg.5__1683__AT3G53160.1	40.6439	42.348
Os01g0176200	scaffold_402300.1	42.8571	42.9436
Os01g0176200	scaffold_502404.1	44.0644	43.1953
Os01g0176400	fgenesh2_kg.1__4357__AT1G52770.1	41.2371	17.5439
Os01g0176400	scaffold_301823.1	44.3299	19.1111
Os01g0176500	Al_scaffold_0003_1626	37.5	42.9161
Os01g0176700	scaffold_500333.1	35.6394	39.3519
Os01g0176800	scaffold_105089.1	41.9945	43.4659
Os01g0177200	fgenesh2_kg.3__2290__AT3G20630.1	69.7733	69.5107
Os01g0177400	Al_scaffold_0002_2761	35.6757	37.1831
Os01g0177400	fgenesh1_pg.C_scaffold_7001785	33.2432	35.3448
Os01g0177400	fgenesh1_pm.C_scaffold_2001960	33.2432	34.6479
Os01g0177400	fgenesh2_kg.1__1710__AT1G15550.1	36.4865	37.7095
Os01g0177400	scaffold_103200001.1	12.973	29.8137
Os01g0177900	fgenesh2_kg.4__626__AT2G26910.1	71.0379	71.338
Os01g0178000	scaffold_203032.1	66.4975	66.4975
Os01g0178100	fgenesh2_kg.6__2025__AT5G19950.2	42.4528	40.4494
Os01g0178200	fgenesh2_kg.6__2022__AT5G19930.1	51.952	60.0694
Os01g0178700	fgenesh1_pm.C_scaffold_2001953	42.723	45.3865
Os01g0178700	fgenesh1_pm.C_scaffold_7000700	49.061	42.7403
Os01g0178850	fgenesh1_pm.C_scaffold_9000010	29.1139	45.098
Os01g0179200	fgenesh2_kg.4__501__AT3G24350.1	61.0465	61.9469
Os01g0179200	scaffold_302985.1	61.9186	62.2807
Os01g0179300	scaffold_400722.1	47.7341	49.8423
Os01g0179400	scaffold_400713.1	10.6792	81.7204
Os01g0179400	scaffold_400714.1	8.71194	59.6154
Os01g0179400	scaffold_400720.1	58.0328	58.06
