Gene stable ID	Aegilops tauschii gene stable ID	%id. target Aegilops tauschii gene identical to query gene	%id. query gene identical to target Aegilops tauschii gene
Os01g0153950	F775_42486	0	0
Os01g0154100	F775_03732	42.3221	49.7797
Os01g0154100	F775_42486	34.0824	56.5217
Os01g0154500	F775_22638	57.563	70.2564
Os01g0154600	F775_22638	58.5062	72.3077
Os01g0155400	F775_20704	82.6966	57.59
Os01g0156000	F775_22242	59.1503	47.5066
Os01g0156300	F775_22540	33.1579	32.6425
Os01g0156300	F775_22708	33.6842	33.1606
Os01g0157700	F775_23663	52.5862	25.3638
Os01g0157800	F775_32472	88.3929	88.3929
Os01g0157900	F775_32473	51.4894	74.2331
Os01g0158000	F775_32474	82.9545	76.7075
Os01g0158200	F775_26085	78.5563	88.3055
Os01g0158400	F775_05174	63.5246	41.555
Os01g0158400	F775_30641	70.082	70.082
Os01g0158900	F775_23009	66.9967	76.3158
Os01g0159200	F775_28799	75.5319	79.3296
Os01g0159300	F775_31513	54.2914	47.0588
Os01g0159600	F775_28400	72.043	60.9091
Os01g0159800	F775_00184	45.9854	15.6716
Os01g0159800	F775_00759	51.0949	27.451
Os01g0160100	F775_05850	53.4338	85.9838
Os01g0160100	F775_10620	70.1843	62.6308
Os01g0160700	F775_03834	51.272	60.6481
Os01g0160700	F775_11860	53.1311	63.5831
Os01g0160800	F775_16005	53.9007	52.2337
Os01g0160800	F775_16563	38.2979	43.3735
Os01g0161000	F775_03834	57.485	44.4444
Os01g0161000	F775_11860	55.6886	43.5597
Os01g0161300	F775_01309	42.998	44.3992
Os01g0161300	F775_14715	30.7692	42.9752
Os01g0161300	F775_22408	39.7436	50.6281
Os01g0162200	F775_15141	17.5926	40.8602
Os01g0162300	F775_11976	55.2469	31.2937
Os01g0162500	F775_11505	37.037	34.749
Os01g0164075	F775_04159	46.0674	45.0549
Os01g0164075	F775_09231	47.191	46.4088
Os01g0164300	F775_04159	57.2165	60.989
Os01g0164300	F775_09231	58.7629	62.9834
Os01g0164400	F775_31631	72.3958	28.0808
Os01g0164600	F775_09731	82.4773	80.2941
Os01g0164700	F775_27343	40.7692	14.9718
Os01g0164800	F775_01330	68.3794	10.4595
Os01g0164800	F775_19701	0	0
Os01g0164900	F775_01330	42.4116	12.3337
Os01g0164900	F775_19701	40.3326	25.6614
Os01g0165100	F775_12028	80.4781	79.5276
Os01g0165200	F775_14674	44.2857	44.9927
Os01g0165600	F775_05453	61.7647	62.5
Os01g0166100	F775_43900	73.716	72.4036
Os01g0166500	F775_10211	41.8699	47.4654
Os01g0166700	F775_32413	65.4867	63.5193
Os01g0166800	F775_32414	82.5796	85.4419
Os01g0167400	F775_16005	64.4444	59.7938
Os01g0167400	F775_16563	46.6667	50.6024
Os01g0167500	F775_32415	91.8539	80.344
Os01g0167700	F775_33123	26.4804	42.6259
Os01g0167700	F775_33256	54.9721	54.3646
Os01g0167900	F775_30228	76.1574	73.6018
Os01g0168100	F775_30229	71.8381	67.0866
Os01g0168300	F775_08269	48.4211	86.385
Os01g0168400	F775_16556	56.6745	71.8101
Os01g0168500	F775_16557	85.8513	89.5
Os01g0168600	F775_16558	46.2329	38.3523
Os01g0169400	F775_25656	79.6813	77.821
Os01g0169500	F775_03418	35.6135	74.2922
Os01g0169500	F775_03419	39.3051	74.409
Os01g0169800	F775_05307	24.6548	49.2126
Os01g0169800	F775_27930	69.0335	69.3069
Os01g0170000	F775_00572	41.1243	51.8657
Os01g0170100	F775_05644	67.2794	48.285
Os01g0170300	F775_11761	56.8487	84.106
Os01g0170500	F775_16087	79.1569	73.7991
Os01g0170600	F775_26061	0	0
Os01g0170700	F775_01609	18.0693	30.6723
Os01g0170800	F775_05154	64.0827	54.1485
Os01g0171000	F775_06414	88.2166	75.1696
Os01g0171100	F775_06413	39.8964	38.3085
Os01g0172000	F775_04375	81.4815	12.1951
Os01g0172100	F775_12404	71.2468	75.4717
Os01g0172200	F775_27161	57.8393	74.0304
Os01g0172300	F775_29399	67.2043	55.3097
Os01g0172400	F775_09720	89.532	89.532
Os01g0172600	F775_14693	81.4978	62.9252
Os01g0172900	F775_03426	44.4068	36.5922
Os01g0172900	F775_52358	47.1186	33.7379
Os01g0173000	F775_17921	60.1093	56.701
Os01g0173100	F775_17922	51.9737	79.798
Os01g0173900	F775_29059	73.5548	88.0668
Os01g0174000	F775_24404	20.1729	69.3069
Os01g0174300	F775_31432	78.7781	91.0781
Os01g0174500	F775_24736	33.3333	35.689
Os01g0174600	F775_24736	12.5448	12.3675
Os01g0174700	F775_21726	56.7951	75.067
Os01g0175000	F775_26304	82.1012	72.2603
Os01g0175400	F775_00505	3.7234	2.65152
Os01g0175600	F775_07701	67.5595	76.6892
Os01g0175600	F775_15590	81.5476	82.2823
Os01g0175700	F775_07701	67.5595	76.6892
Os01g0175700	F775_15590	83.1845	83.9339
Os01g0175850	F775_30662	43.554	62.1891
Os01g0176000	F775_05101	68.2731	74.0741
Os01g0176000	F775_15306	69.0763	69.9187
Os01g0176000	F775_15308	69.2771	70.1219
Os01g0176000	F775_25999	69.0763	67.451
Os01g0176000	F775_26678	69.8795	68.2353
Os01g0176000	F775_33000	64.257	67.7966
Os01g0176100	F775_05101	68.8623	75.1634
Os01g0176100	F775_15306	70.2595	71.5447
Os01g0176100	F775_15308	70.2595	71.5447
Os01g0176100	F775_25999	69.8603	68.6274
Os01g0176100	F775_26678	70.4591	69.2157
Os01g0176100	F775_33000	63.6727	67.5847
Os01g0176200	F775_05101	70.6237	76.4706
Os01g0176200	F775_15306	71.2274	71.9512
Os01g0176200	F775_15308	71.0262	71.748
Os01g0176200	F775_25999	72.0322	70.1961
Os01g0176200	F775_26678	73.0382	71.1765
Os01g0176200	F775_33000	66.1972	69.7034
Os01g0176300	F775_00276	74.4361	71.8433
Os01g0176300	F775_15307	66.9173	63.9368
Os01g0176400	F775_16871	7.2165	2.98507
Os01g0176400	F775_16894	18.5567	8.75912
Os01g0176500	F775_52517	72.8365	71.1268
Os01g0176700	F775_15336	47.5891	56.3275
Os01g0176800	F775_52134	77.1272	72.7351
Os01g0177100	F775_27935	63.2839	76.7635
Os01g0177200	F775_27833	80.3526	77.2397
Os01g0177400	F775_25861	20.5405	72.381
Os01g0177900	F775_19428	86.5358	91.679
Os01g0178000	F775_28235	89.5939	89.5939
Os01g0178100	F775_01700	59.1981	70.1117
Os01g0178200	F775_06258	70.8709	86.4469
Os01g0178400	F775_27485	37.561	20.3704
Os01g0178500	F775_02358	49.2462	55.0562
Os01g0178700	F775_09402	64.0845	70.5426
Os01g0178850	F775_42601	51.8987	54.6667
Os01g0179000	F775_21055	40.5034	84.689
Os01g0179000	F775_32402	19.222	83.1683
Os01g0179500	F775_08450	62.8942	44.8116
Os01g0179600	F775_13447	42.0945	71.4286
Os01g0179700	F775_29863	78.8177	83.3333
Os01g0179700	F775_29864	80.7882	84.9741
Os01g0179800	F775_07638	76.4846	70.614
Os01g0180000	F775_11275	49.4231	69.086
Os01g0180300	F775_31830	63.8381	63.5891
Os01g0180700	F775_13471	49.6169	45.2797
Os01g0181000	F775_05829	47.563	57.8732
Os01g0182100	F775_12937	3.51648	13.1148
Os01g0182400	F775_12182	50.5952	51.5152
Os01g0182500	F775_22381	55.4455	55.1724
Os01g0182600	F775_28583	83.4483	84.4677
Os01g0182700	F775_22782	41.4286	81.6901
Os01g0182832	F775_01380	61.9266	12.5193
Os01g0182900	F775_01380	91.6923	9.21175
Os01g0183000	F775_12153	73.842	57.2939
Os01g0183100	F775_14558	77.1536	77.5895
Os01g0183100	F775_15474	76.779	61.9335
Os01g0183300	F775_11402	47.7905	64.8889
Os01g0183500	F775_13774	72.2513	26.7442
Os01g0183500	F775_26566	82.7225	30.8594
Os01g0183600	F775_00297	18.2178	72.4409
Os01g0183600	F775_11508	56.6337	75.8621
Os01g0183800	F775_30124	59.1781	51.3064
Os01g0184000	F775_08614	60.9499	46.856
Os01g0184100	F775_15904	42.7711	54.1985
Os01g0184100	F775_27140	78.3133	81.761
Os01g0184100	F775_27907	46.988	84.7826
Os01g0184100	F775_52497	66.8675	79.2857
Os01g0184500	F775_01464	56	73.6842
Os01g0184800	F775_28676	86.4542	86.4542
Os01g0184900	F775_28104	83.9314	77.8582
Os01g0185100	F775_06702	53.8071	37.4558
Os01g0185200	F775_02980	74.6231	83.662
Os01g0185200	F775_28103	83.4171	87.2536
Os01g0185300	F775_27126	89.9761	89.9761
Os01g0185400	F775_52209	15.0943	55.1724
Os01g0185900	F775_20446	65.286	67.2764
Os01g0186000	F775_27801	40.9326	35.426
Os01g0186700	F775_25966	81.6176	78.169
Os01g0187400	F775_52693	82.1803	80.8803
Os01g0187500	F775_17090	19.6809	9.56072
Os01g0187600	F775_52620	62.7119	48.0519
Os01g0188100	F775_23423	82.6347	34.4569
Os01g0188200	F775_09826	26.4407	7.09091
Os01g0188400	F775_52101	88.1064	82.3099
Os01g0188900	F775_05238	61.2245	29.6053
Os01g0188900	F775_13682	62.585	15.8076
Os01g0188900	F775_19906	61.2245	22.3881
Os01g0188900	F775_23062	2.04082	1.6129
Os01g0188900	F775_52478	61.9048	7.06522
Os01g0189100	F775_05238	28.6252	50
Os01g0189100	F775_13682	42.9379	39.1753
Os01g0189100	F775_19906	38.4181	50.7463
Os01g0189100	F775_23062	16.5725	47.3118
Os01g0189100	F775_52478	39.9247	16.4596
Os01g0190300	F775_14144	58.8235	60.8696
Os01g0190400	F775_06755	78.821	80.2222
Os01g0190500	F775_15466	46.2366	65.3495
Os01g0191100	F775_07539	81.5789	82.3009
Os01g0191150	F775_27091	62.069	27.4809
Os01g0191300	F775_07141	83.1409	66.4207
Os01g0191500	F775_05088	79.0099	56.8376
Os01g0191700	F775_25977	90.7721	90.4315
Os01g0191800	F775_10552	93.8356	94.1581
Os01g0191900	F775_43703	46.9697	77.9874
Os01g0192000	F775_52289	67.0984	76.6272
Os01g0192300	F775_13323	48.7097	71.2264
Os01g0192600	F775_32648	90.4899	90.4899
Os01g0192900	F775_06062	70.1689	82.1978
Os01g0193500	F775_06269	65.1214	38.262
Os01g0193500	F775_06270	48.3444	57.9365
Os01g0193900	F775_09610	52.7877	51.5643
Os01g0194000	F775_20539	37.06	62.1528
Os01g0194200	F775_20987	64.9321	84.9112
Os01g0194300	F775_00946	58.9347	72.3629
Os01g0194600	F775_08072	52.8	60.5505
Os01g0195200	F775_03071	90.1786	36.4292
Os01g0195500	F775_27098	82.9146	72.0524
Os01g0195801	F775_21644	41.5225	27.6498
Os01g0196300	F775_21644	43.2802	43.7788
Os01g0196500	F775_44001	33.3333	83.75
Os01g0196600	F775_16845	67.6409	80
Os01g0197100	F775_28801	56.1224	84.6154
Os01g0197200	F775_28800	77.7328	89.0951
Os01g0197400	F775_29653	38.5892	36.1868
Os01g0197450	F775_16623	60.2826	57.1429
Os01g0197500	F775_07873	67.5159	43.4426
Os01g0197700	F775_11920	24.7788	71.066
Os01g0197700	F775_13643	38.5841	74.1497
Os01g0197700	F775_13741	41.0619	69.0476
Os01g0197700	F775_16624	38.5841	72.9097
Os01g0197700	F775_42791	36.4602	68.8963
Os01g0197700	F775_52236	44.4248	70.1117
Os01g0197900	F775_22922	60.4651	50.8696
Os01g0197900	F775_22923	0	0
Os01g0198000	F775_22922	43.5076	56.087
Os01g0198000	F775_22923	0.168634	0.285714
Os01g0198100	F775_22922	0	0
Os01g0198100	F775_22923	31.3596	40.8571
Os01g0198200	F775_24143	80.0314	53.2984
Os01g0198900	F775_13654	60.6481	64.2157
Os01g0199300	F775_16085	67.1875	70.4918
Os01g0199400	F775_28735	57.9747	75.082
Os01g0199700	F775_42325	24.2553	50
Os01g0199900	F775_03901	77.3376	79.7386
Os01g0200000	F775_10073	80.0633	77.8462
Os01g0200200	F775_03900	60	55.7377
Os01g0200300	F775_05084	71.4617	37.931
Os01g0200400	F775_05083	66.0305	85.2217
Os01g0200700	F775_43862	64.5161	64.5161
Os01g0201100	F775_10831	35.625	75
Os01g0201100	F775_11296	36.6667	85.4369
Os01g0201200	F775_32169	71.7584	72.1429
Os01g0201400	F775_01891	28.7671	60.8696
Os01g0201400	F775_09967	32.1918	40.5172
Os01g0201400	F775_11053	32.8767	66.6667
Os01g0201600	F775_31546	49.1694	45.9627
Os01g0201700	F775_27566	78.2609	54
Os01g0201800	F775_10959	38.388	31.3966
Os01g0201800	F775_12291	24.8634	38.7234
Os01g0201800	F775_17132	27.1858	29.5252
Os01g0201800	F775_52707	43.7158	36.1174
Os01g0201900	F775_10959	46.4899	33.2961
Os01g0201900	F775_12291	31.6693	43.1915
Os01g0201900	F775_17132	38.0655	36.2018
Os01g0201900	F775_52707	46.4899	33.6343
Os01g0202500	F775_14985	53.9548	64.527
Os01g0202800	F775_21620	57.6779	55.7971
Os01g0203000	F775_32777	78.9041	85.9701
Os01g0203300	F775_02977	68.3258	71.564
Os01g0203800	F775_32095	46.5385	88.3212
Os01g0204000	F775_02317	66.6016	53.7855
Os01g0205100	F775_00966	76.9029	60.1643
Os01g0205200	F775_11073	83.3583	47.4403
Os01g0205300	F775_26342	28.8235	47.1154
Os01g0205300	F775_42333	24.1176	40.5941
Os01g0205600	F775_08319	10.1215	36.7647
Os01g0205700	F775_26926	93.5622	57.672
Os01g0205900	F775_12136	77.0642	77.0642
Os01g0205900	F775_19267	69.419	71.3836
Os01g0206300	F775_13544	78.865	79.4872
Os01g0206700	F775_28770	85.2495	84.6983
Os01g0206800	F775_15033	62.3719	68.3788
Os01g0207200	F775_15032	71.2681	80.4348
Os01g0207300	F775_10213	93.2927	38.8325
Os01g0207300	F775_11072	74.3902	34.2697
Os01g0207300	F775_32726	92.6829	38.5787
Os01g0207300	F775_32727	92.0732	49.3464
Os01g0207400	F775_28300	72.9412	32.5175
Os01g0207600	F775_10968	12.4183	50.6667
Os01g0207600	F775_10969	18.7908	41.0714
Os01g0207600	F775_22786	17.6471	50
Os01g0207700	F775_06055	52.8958	36.3395
Os01g0207700	F775_11087	55.9846	39.8352
Os01g0207900	F775_06055	57.4468	57.2944
Os01g0207900	F775_11087	54.7872	56.5934
Os01g0208000	F775_06055	53.9394	23.6074
Os01g0208000	F775_11087	53.9394	24.4506
Os01g0208400	F775_52550	34.4156	60.5714
Os01g0208600	F775_07293	64.3178	55.642
Os01g0208700	F775_15372	81.1637	80.9243
Os01g0209000	F775_28897	75.1748	77.4775
Os01g0209400	F775_14752	48.7013	72.4638
Os01g0209500	F775_02296	9.47368	1.0158
Os01g0209700	F775_13591	66.8657	63.0986
Os01g0209800	F775_14528	57.9545	85
Os01g0210300	F775_08962	38.7543	85.4962
Os01g0210400	F775_08961	47.8958	79.9331
Os01g0210500	F775_19117	54.1284	67.4286
Os01g0210600	F775_20164	58.6826	67.1233
Os01g0210600	F775_27196	74.8503	69.8324
Os01g0210600	F775_32074	61.6766	76.8657
Os01g0210700	F775_20470	66.5557	63.6943
Os01g0210800	F775_02734	11.5385	5.84416
Os01g0210900	F775_31574	42.2701	67.9245
Os01g0211000	F775_31574	39.4636	64.7799
Os01g0211200	F775_31574	42.6587	67.6101
Os01g0211600	F775_31574	34.2932	41.195
Os01g0212100	F775_04980	79.7143	62
Os01g0212400	F775_25869	69.3493	86.3539
Os01g0212500	F775_04981	11.4198	38.1443
Os01g0212700	F775_06923	27.5862	67.2897
Os01g0212700	F775_16260	38.6973	58.3815
Os01g0213100	F775_23409	15.051	77.6316
Os01g0213300	F775_01190	14.0728	29.1096
Os01g0213300	F775_01191	3.97351	16.5517
Os01g0213300	F775_01192	16.5563	26.0417
Os01g0213300	F775_01247	11.0927	20.4893
Os01g0213300	F775_01248	13.4106	26.5574
Os01g0213300	F775_01249	6.45695	23.9264
Os01g0213300	F775_01911	17.053	28.0654
Os01g0213300	F775_02813	15.2318	25
Os01g0213300	F775_02814	4.96689	13.8249
Os01g0213300	F775_02815	16.3907	25.9162
Os01g0213300	F775_03245	17.2185	23.5828
Os01g0213300	F775_03246	4.13907	18.1159
Os01g0213300	F775_03718	14.9007	26.9461
Os01g0213300	F775_03719	16.8874	25.7576
Os01g0213300	F775_03861	13.245	21.5054
Os01g0213300	F775_04474	17.3841	28.3784
Os01g0213400	F775_05519	44.3038	50.4808
Os01g0213800	F775_52421	47.323	73.8544
Os01g0214200	F775_32134	57.563	83.5366
Os01g0214300	F775_11980	48.1928	22.792
Os01g0214400	F775_11981	38.189	42.9204
Os01g0214600	F775_16408	75.9312	68.1234
Os01g0214800	F775_29517	82.7957	82.7957
Os01g0215000	F775_29902	66.4935	70.3297
Os01g0215700	F775_06604	83.3333	75.7212
Os01g0216000	F775_13608	54.4081	56.25
Os01g0216000	F775_20805	53.1486	56.2667
Os01g0216300	F775_13608	57.2539	57.5521
Os01g0216300	F775_20805	56.7358	58.4
Os01g0216400	F775_13608	63.089	62.7604
Os01g0216400	F775_20805	62.8272	64
Os01g0216500	F775_13608	65.0794	64.0625
Os01g0216500	F775_20805	63.7566	64.2667
Os01g0216900	F775_13608	53.8647	58.0729
Os01g0216900	F775_20805	51.6908	57.0667
Os01g0217000	F775_52616	73.1646	73.7245
Os01g0217400	F775_07920	37.4269	17.4387
Os01g0217500	F775_15857	41.7722	52.2152
Os01g0217500	F775_29223	13.9241	56.1224
Os01g0217800	F775_11542	63.5514	53.7549
Os01g0218032	F775_06749	61.0656	64.607
Os01g0218200	F775_10074	63.5417	89.3305
Os01g0218500	F775_18142	28.2609	83.871
Os01g0218800	F775_18141	69.223	37.9215
Os01g0218900	F775_18141	60.7407	13.5987
Os01g0219200	F775_18299	43.6451	36.4
Os01g0219300	F775_18298	50	46.1165
Os01g0219500	F775_43516	33.0709	60.8696
Os01g0219600	F775_09517	64.375	69.4772
Os01g0220100	F775_09517	65.4688	70.6577
Os01g0220200	F775_07975	75.2066	25.419
Os01g0220200	F775_09009	74.3802	19.5652
Os01g0220300	F775_27255	77.3973	54.067
Os01g0220300	F775_30876	77.3973	66.4706
Os01g0220500	F775_27202	31.25	36.8421
Os01g0221300	F775_10653	33.5271	48.4594
Os01g0221300	F775_19949	41.6667	42.0744
Os01g0221400	F775_31680	60.7595	56.4706
Os01g0221500	F775_42286	43.1655	28.9855
Os01g0221700	F775_10455	73.8095	69.2737
Os01g0221900	F775_10454	60.9091	18.7675
Os01g0222300	F775_09207	48.9971	20.6024
Os01g0222500	F775_27932	80.5195	79.4872
Os01g0222600	F775_31493	66.6667	69.0476
Os01g0222800	F775_21421	34.5912	24.3363
Os01g0222800	F775_23241	29.5597	34.3066
Os01g0222800	F775_23461	36.478	17.1091
Os01g0222900	F775_21421	3.83142	4.42478
Os01g0222900	F775_23241	0.766284	1.45985
Os01g0222900	F775_23461	5.74713	4.42478
Os01g0223200	F775_16870	66.7546	59.5294
Os01g0223300	F775_06807	20.9821	27.8107
Os01g0223300	F775_13088	18.3036	29.927
Os01g0223300	F775_15394	15.625	26.616
Os01g0223300	F775_15988	18.0804	31.7647
Os01g0223300	F775_17202	15.4018	29.6137
Os01g0223300	F775_17621	11.6071	24.5283
Os01g0223300	F775_18416	20.3125	34.2105
Os01g0223300	F775_19355	16.5179	23.2704
Os01g0223300	F775_21733	9.82143	26.3473
Os01g0223300	F775_21837	13.3929	34.0909
Os01g0223300	F775_21853	17.6339	31.6
Os01g0223300	F775_21913	12.2768	40.4412
Os01g0223300	F775_23686	10.9375	31.4103
Os01g0223300	F775_52259	20.5357	31.7241
Os01g0223300	F775_52525	12.7232	24.2553
Os01g0223600	F775_30824	67.2764	73.8839
Os01g0223700	F775_23115	52.8986	21.6296
Os01g0223800	F775_23115	52.6764	64.1481
Os01g0223900	F775_11160	58.7946	69.4767
Os01g0224000	F775_11160	60.4969	70.7849
Os01g0224100	F775_28132	8.68421	18.5393
Os01g0224200	F775_26057	46.2745	45.5598
Os01g0224400	F775_05152	69.5652	16.8421
Os01g0224500	F775_26058	70.6422	69.6833
Os01g0224700	F775_17221	67.6538	66.8919
Os01g0225000	F775_22492	50.3106	54.9153
Os01g0225100	F775_06276	13.1206	9.78836
Os01g0225300	F775_06277	76.1092	54.2579
Os01g0226300	F775_27838	89.8876	55.9441
Os01g0226400	F775_06512	82.0238	78.4738
Os01g0226500	F775_01827	67.5862	55.6818
Os01g0226600	F775_13413	63.5671	79.5802
Os01g0226700	F775_22491	39.2	52.6882
Os01g0227100	F775_29909	75	93.3333
Os01g0227200	F775_28394	58.459	70.7911
Os01g0227300	F775_28393	92.2705	96.4646
Os01g0227400	F775_18236	65.8416	70
Os01g0227700	F775_18145	54.3599	72.3457
Os01g0227700	F775_20759	65.6772	68.2081
Os01g0227800	F775_18145	51.2963	68.3951
Os01g0227800	F775_20759	66.1111	68.7861
Os01g0228300	F775_30597	67.5676	62.5
Os01g0228400	F775_16988	70.4403	70.7741
Os01g0228500	F775_16987	65.4545	68.7898
Os01g0228600	F775_15402	54.4304	48.8636
Os01g0228600	F775_29904	62.6582	42.3983
Os01g0228800	F775_05725	60.262	52.8061
Os01g0229000	F775_14931	2.52101	5.38922
Os01g0229100	F775_30790	82.5336	63.5155
Os01g0229200	F775_10115	76.6526	75.3804
Os01g0229300	F775_04705	48.439	42.4896
Os01g0229400	F775_32508	73.3645	52.1595
Os01g0229500	F775_14009	35.9281	54.0541
Os01g0229700	F775_14012	60.9705	27.9227
Os01g0229800	F775_07595	71.4286	30.303
Os01g0230200	F775_03540	36.9458	52.6316
Os01g0231000	F775_27928	71.8631	76.8293
Os01g0231500	F775_06611	62.3256	78.8235
Os01g0231600	F775_04339	74.7253	26.5625
Os01g0231700	F775_26802	78.9916	78.3333
Os01g0231800	F775_31921	47.3029	27.4038
Os01g0231900	F775_31921	53.7988	62.9808
Os01g0232000	F775_12118	73.3068	74.7967
Os01g0232100	F775_30785	69.1406	71.371
Os01g0232200	F775_09052	65.9048	75.0542
Os01g0232300	F775_29311	50.5682	11.9624
Os01g0232700	F775_28229	86.2579	93.7931
Os01g0232800	F775_32261	78.0435	80.3132
Os01g0233400	F775_21187	71.4286	73.6196
Os01g0233800	F775_21348	62.406	64.0927
Os01g0233900	F775_09971	45.5914	52.0885
Os01g0233900	F775_32559	57.2043	45.5479
Os01g0234100	F775_00575	53.9394	40.3323
Os01g0234100	F775_02635	53.1313	43.3278
Os01g0234200	F775_01510	45.6057	13.0523
Os01g0234200	F775_01861	24.7031	18.1501
Os01g0234200	F775_02070	8.07601	3.89462
Os01g0234200	F775_52511	50.3563	14.1522
Os01g0234499	F775_04465	51.3725	41.9872
Os01g0235100	F775_32603	60.6742	61.0169
Os01g0235200	F775_04749	60.5263	50.1984
Os01g0235300	F775_09987	84.1122	83.7209
Os01g0235350	F775_02302	45.2857	44.3978
Os01g0235400	F775_07034	89.4834	59.7291
Os01g0235700	F775_26406	66.1264	68.2274
Os01g0235800	F775_52141	66.453	39.5172
Os01g0236300	F775_21871	71.8169	71.7143
Os01g0236400	F775_06300	66.5615	67.6282
Os01g0236700	F775_13111	83.4755	82.9449
Os01g0236800	F775_32674	53.3569	76.4557
Os01g0237000	F775_00779	34.5679	45.1613
Os01g0238500	F775_27632	79.5181	80.7339
Os01g0238800	F775_13838	58.9474	62.9213
Os01g0239100	F775_05200	78.2235	79.1304
Os01g0239200	F775_26129	49.4005	71.777
Os01g0239300	F775_02732	0.485437	0.943396
Os01g0239300	F775_03640	1.94175	2.72109
Os01g0239300	F775_04097	0.970874	1.92308
Os01g0239700	F775_13215	68.4631	85.4296
Os01g0240600	F775_19066	13.9373	20.7254
Os01g0240700	F775_19066	22.6277	48.1865
Os01g0241000	F775_12035	27.6762	49.5327
Os01g0241100	F775_01335	62.0469	75.1938
Os01g0241400	F775_06602	44.8529	70.9302
Os01g0241400	F775_10665	49.2647	39.881
Os01g0242300	F775_31843	84.1176	83.6257
Os01g0242500	F775_31844	69.4915	49.004
Os01g0242600	F775_31845	36.4985	61.9647
Os01g0242600	F775_31846	22.7003	73.2057
Os01g0243000	F775_30047	69.6379	51.6529
Os01g0243100	F775_02209	76.5328	38.0652
Os01g0243200	F775_03141	70.4651	67.7852
Os01g0243200	F775_03883	65.1163	46.6667
Os01g0243700	F775_30832	72.7273	76.5217
Os01g0244000	F775_00179	51.9397	28.0559
Os01g0244000	F775_07366	46.9828	52.7845
Os01g0244000	F775_19065	43.9655	61.4458
Os01g0244150	F775_00179	4.15225	1.39697
Os01g0244150	F775_07366	0	0
Os01g0244150	F775_19065	0	0
Os01g0244400	F775_00179	29.3987	15.3667
Os01g0244400	F775_07366	28.0624	30.5085
Os01g0244400	F775_19065	23.3853	31.6265
Os01g0245000	F775_00179	25.6	7.45052
Os01g0245000	F775_07366	23.2	14.0436
Os01g0245000	F775_19065	24.4	18.3735
Os01g0245532	F775_14859	30.1047	36.859
Os01g0246100	F775_01103	43.1818	52.9299
Os01g0246100	F775_01438	41.536	50.6692
Os01g0246400	F775_02149	43.0693	57.2368
Os01g0246400	F775_05427	59.901	65.7609
Os01g0246400	F775_12531	49.505	65.7895
Os01g0246400	F775_14184	58.4158	51.3043
Os01g0246400	F775_14398	49.505	59.5238
Os01g0246400	F775_27760	59.901	64.0212
Os01g0246500	F775_29714	66.9841	63.1737
Os01g0246700	F775_27235	73.3656	60.479
Os01g0247500	F775_26960	86	86.4943
Os01g0247700	F775_02357	71.1816	60.688
Os01g0247900	F775_10987	76.6082	77.5148
Os01g0248000	F775_03747	60	63.2812
Os01g0248300	F775_08821	47.9167	82.1429
Os01g0248300	F775_18788	47.5	63.6871
Os01g0248300	F775_27286	77.5	79.8283
Os01g0248300	F775_43056	45	55.102
Os01g0248400	F775_30992	84.5411	91.8635
Os01g0248500	F775_08821	48.75	83.5714
Os01g0248500	F775_18788	47.9167	64.2458
Os01g0248500	F775_27286	78.75	81.1159
Os01g0248500	F775_43056	46.25	56.6327
Os01g0248600	F775_06601	93.3649	67.4658
Os01g0248701	F775_00581	40.3846	38.9791
Os01g0248800	F775_03653	51.3514	24.8908
Os01g0248900	F775_32564	78.8845	71.4801
Os01g0249300	F775_26907	76.1905	48.731
Os01g0249800	F775_15363	41.7085	40.2913
