Gene stable ID	Physcomitrella patens gene stable ID	%id. target Physcomitrella patens gene identical to query gene	%id. query gene identical to target Physcomitrella patens gene
Os01g0168500	PP1S53_62V6	52.2782	50
Os01g0168600	PP1S316_61V6	48.6301	28.8618
Os01g0168800	PP1S406_2V6	29.4643	30.1829
Os01g0169400	PP1S12_355V6	39.4422	41.0788
Os01g0169400	PP1S170_78V6	39.8406	43.4783
Os01g0169400	PP1S170_93V6	40.6375	38.4906
Os01g0169400	PP1S71_7V6	40.239	42.9787
Os01g0169800	PP1S26_28V6	35.503	34.2857
Os01g0169800	PP1S6_329V6	33.3333	38.2353
Os01g0169900	PP1S122_37V6	26.0345	27.6051
Os01g0169900	PP1S31_52V6	26.2069	27.6364
Os01g0169900	PP1S410_14V6	27.931	25.3918
Os01g0170000	PP1S2626_1V6	14.7929	15.9744
Os01g0170100	PP1S412_32V6	38.6029	16.4062
Os01g0170500	PP1S402_18V6	33.4895	33.2558
Os01g0170600	PP1S1_365V6	0.367647	0.60241
Os01g0170600	PP1S400_12V6	0	0
Os01g0170600	PP1S62_204V6	0	0
Os01g0170600	PP1S82_99V6	2.20588	3.22581
Os01g0171000	PP1S25_70V6	53.8217	53.9075
Os01g0171000	PP1S490_4V6	54.2994	53.7008
Os01g0171000	PP1S60_60V6	53.3439	52.7559
Os01g0171800	PP1S53_155V6	26.6272	26.5487
Os01g0171800	PP1S54_301V6	30.4734	31.4985
Os01g0172000	PP1S58_150V6	57.037	17.7829
Os01g0172100	PP1S9_113V6	53.944	49.1879
Os01g0172200	PP1S138_142V6	52.4374	54.3716
Os01g0172200	PP1S35_3V6	40.3162	61.5694
Os01g0172200	PP1S42_89V6	50.8564	51.4667
Os01g0172300	PP1S101_116V6	24.1935	24.8619
Os01g0172300	PP1S104_208V6	25.2688	26.5537
Os01g0172300	PP1S29_334V6	22.5806	23.2044
Os01g0172300	PP1S352_32V6	23.1183	38.3929
Os01g0172300	PP1S365_37V6	26.8817	23.6967
Os01g0172400	PP1S10_149V6	57.3892	57.6733
Os01g0172400	PP1S58_143V6	58.9901	59.5771
Os01g0172400	PP1S8_170V6	55.9113	54.4365
Os01g0172400	PP1S94_26V6	58.4975	58.642
Os01g0172400	PP1S94_36V6	48.5222	58.1979
Os01g0172600	PP1S1_302V6	42.7313	28.3626
Os01g0172600	PP1S385_42V6	42.2907	28.0702
Os01g0172900	PP1S104_31V6	27.1186	18.6916
Os01g0173000	PP1S63_179V6	33.3333	24.4
Os01g0173100	PP1S108_140V6	63.8158	74.0458
Os01g0173100	PP1S108_144V6	59.2105	74.3802
Os01g0173100	PP1S108_153V6	63.8158	74.0458
Os01g0173600	PP1S114_13V6	34.4186	45.122
Os01g0173600	PP1S323_51V6	35.3488	46.3415
Os01g0173600	PP1S348_20V6	38.6047	38.2488
Os01g0174000	PP1S80_72V6	23.9193	27.7592
Os01g0174000	PP1S87_156V6	23.6311	26.7101
Os01g0174300	PP1S14_150V6	44.6945	41.2463
Os01g0174500	PP1S192_51V6	37.9538	31.6804
Os01g0174600	PP1S192_51V6	1.79211	1.37741
Os01g0174700	PP1S131_94V6	44.6247	38.1283
Os01g0174700	PP1S66_253V6	43.8134	46.1538
Os01g0174900	PP1S1_441V6	31.3514	30.2083
Os01g0174900	PP1S6_467V6	34.0541	37.2781
Os01g0175000	PP1S27_321V6	40.4669	24.2991
Os01g0176500	PP1S114_23V6	28.2452	23.2673
Os01g0176500	PP1S134_164V6	20.7933	19.1372
Os01g0176500	PP1S152_10V6	26.3221	18.1743
Os01g0176500	PP1S260_3V6	24.6394	21.7391
Os01g0176500	PP1S305_38V6	28.6058	21.25
Os01g0176500	PP1S49_258V6	26.4423	18.5654
Os01g0176500	PP1S82_113V6	27.2837	22.6773
Os01g0176700	PP1S24_189V6	32.914	29.3458
Os01g0176700	PP1S83_100V6	32.7044	29.771
Os01g0176800	PP1S20_254V6	18.4812	22.2467
Os01g0176900	PP1S103_145V6	25.6579	14.8855
Os01g0176900	PP1S41_189V6	24.3421	14.7705
Os01g0177100	PP1S371_10V6	18.5861	64.4269
Os01g0177100	PP1S371_13V6	4.90308	60.5634
Os01g0177100	PP1S371_17V6	29.1904	60.3774
Os01g0177200	PP1S373_40V6	16.1209	45.0704
Os01g0177200	PP1S495_6V6	63.3501	61.5667
Os01g0177400	PP1S48_70V6	24.0541	17.8715
Os01g0177400	PP1S68_28V6	23.7838	25.2874
Os01g0178000	PP1S9_356V6	69.2893	67.9104
Os01g0178100	PP1S90_153V6	12.0283	10.8742
Os01g0178200	PP1S372_26V6	42.3423	48.4536
Os01g0178500	PP1S184_21V6	37.1859	14.7117
Os01g0178500	PP1S73_11V6	37.1859	15.0713
Os01g0178700	PP1S74_109V6	42.2535	40.0891
Os01g0178700	PP1S74_119V6	42.9577	40.3974
Os01g0179200	PP1S142_96V6	58.1395	56.338
Os01g0179200	PP1S47_13V6	57.2674	55.1821
Os01g0179300	PP1S123_123V6	35.0453	36.1371
Os01g0179300	PP1S136_73V6	36.2538	37.5
Os01g0179400	PP1S267_89V6	40.9836	41.7861
Os01g0179500	PP1S11_43V6	19.295	12.044
Os01g0179500	PP1S75_4V6	20.3154	12.2827
Os01g0179700	PP1S201_3V6	66.9951	55.7377
Os01g0179800	PP1S126_191V6	46.7934	50.9044
Os01g0180000	PP1S118_151V6	34.6154	27.4809
Os01g0180000	PP1S287_63V6	35	28.7975
Os01g0180000	PP1S35_242V6	33.6538	27.2586
Os01g0180000	PP1S35_305V6	32.8846	36.7742
Os01g0180000	PP1S96_30V6	39.6154	29.9419
Os01g0180300	PP1S237_81V6	20.6266	18.6541
Os01g0180600	PP1S90_86V6	36.6013	41.6357
Os01g0180700	PP1S22_233V6	29.1188	19.2162
Os01g0180700	PP1S22_235V6	29.1188	19.2162
Os01g0180700	PP1S38_227V6	27.5862	18.2278
Os01g0180800	PP1S18_287V6	34.9112	55.3471
Os01g0180800	PP1S40_190V6	59.8817	62.0098
Os01g0180800	PP1S67_237V6	60	61.8293
Os01g0181000	PP1S110_89V6	18.4874	16.2242
Os01g0181000	PP1S6_204V6	19.3277	18.1675
Os01g0182200	PP1S3_429V6	48.374	42.9603
Os01g0182200	PP1S475_9V6	49.5935	43.7276
Os01g0182500	PP1S135_61V6	22.2772	15.9574
Os01g0182500	PP1S63_97V6	25.7426	20.9677
Os01g0182700	PP1S109_123V6	25.3571	13.3208
Os01g0182700	PP1S159_105V6	23.9286	9.26694
Os01g0182700	PP1S198_83V6	25	9.23483
Os01g0182700	PP1S235_126V6	23.2143	10.5348
Os01g0182700	PP1S244_77V6	18.9286	32.9193
Os01g0182700	PP1S25_173V6	21.0714	10.1375
Os01g0182700	PP1S35_401V6	24.6429	8.05134
Os01g0182700	PP1S39_212V6	22.5	12.3288
Os01g0182700	PP1S39_217V6	21.7857	12.0553
Os01g0182700	PP1S407_55V6	21.7857	12.1032
Os01g0182700	PP1S426_27V6	21.0714	13.5011
Os01g0182700	PP1S426_30V6	20	9.58904
Os01g0182832	PP1S264_24V6	6.42202	1.60367
Os01g0182832	PP1S452_2V6	19.419	3.72216
Os01g0182832	PP1S55_110V6	19.8777	5.00192
Os01g0182900	PP1S264_24V6	53.2308	6.60557
Os01g0182900	PP1S452_2V6	56.6154	5.39273
Os01g0182900	PP1S55_110V6	0	0
Os01g0183000	PP1S194_46V6	48.7738	48.1183
Os01g0183000	PP1S50_118V6	49.0463	47.7454
Os01g0183100	PP1S45_24V6	46.8165	46.0405
Os01g0183633	PP1S100_240V6	40.367	34.6457
Os01g0183633	PP1S17_256V6	38.5321	35.8974
Os01g0184000	PP1S267_72V6	38.5224	20.2778
Os01g0184100	PP1S11_289V6	41.5663	42.8571
Os01g0184100	PP1S27_331V6	49.3976	55.7823
Os01g0184100	PP1S27_332V6	49.3976	55.7823
Os01g0184100	PP1S3_114V6	33.1325	49.5495
Os01g0184500	PP1S12_191V6	47.84	50
Os01g0184800	PP1S165_48V6	56.1753	55.9524
Os01g0184900	PP1S34_27V6	2.34009	23.8095
Os01g0185100	PP1S129_157V6	29.4416	18.0124
Os01g0185100	PP1S257_33V6	25.8883	14.4068
Os01g0185100	PP1S51_73V6	28.934	17.8683
Os01g0185200	PP1S43_166V6	64.8241	64.6617
Os01g0185400	PP1S66_111V6	33.0189	26.1682
Os01g0185500	PP1S194_97V6	37.8571	30.1136
Os01g0185500	PP1S270_35V6	36.7857	40.2344
Os01g0185500	PP1S280_27V6	33.2143	38.75
Os01g0185900	PP1S158_166V6	30.1775	20
Os01g0185900	PP1S246_89V6	26.0355	17.6471
Os01g0185900	PP1S47_251V6	29.5858	17.9426
Os01g0186000	PP1S109_123V6	24.3523	8.81801
Os01g0186000	PP1S159_105V6	26.943	7.19225
Os01g0186000	PP1S198_83V6	27.4611	6.99208
Os01g0186000	PP1S235_126V6	23.8342	7.45543
Os01g0186000	PP1S244_77V6	22.7979	27.3292
Os01g0186000	PP1S25_173V6	28.4974	9.45017
Os01g0186000	PP1S35_401V6	26.943	6.06768
Os01g0186000	PP1S39_212V6	25.9067	9.78474
Os01g0186000	PP1S39_217V6	33.1606	12.6482
Os01g0186000	PP1S407_55V6	27.4611	10.5159
Os01g0186000	PP1S426_27V6	23.3161	10.2975
Os01g0186000	PP1S426_30V6	33.1606	10.9589
Os01g0186200	PP1S199_143V6	38.7342	35.0114
Os01g0186200	PP1S318_13V6	37.2152	33.7931
Os01g0186700	PP1S11_341V6	65.2574	60.5802
Os01g0186700	PP1S22_423V6	64.7059	58.569
Os01g0186700	PP1S86_95V6	60.8456	67.14
Os01g0186700	PP1S87_126V6	50.3676	65.7074
Os01g0186900	PP1S145_92V6	50.1104	50
Os01g0186900	PP1S48_122V6	50.9934	50.547
Os01g0187400	PP1S164_9V6	51.6422	50.2379
Os01g0187400	PP1S220_47V6	49.9651	48.7722
Os01g0187400	PP1S232_48V6	52.5507	52.4773
Os01g0187400	PP1S258_17V6	49.6157	48.2337
Os01g0187400	PP1S45_273V6	52.1314	51.4128
Os01g0187500	PP1S204_77V6	20.7447	7.94297
Os01g0187500	PP1S374_36V6	22.3404	8.46774
Os01g0187600	PP1S152_115V6	39.4068	16.8784
Os01g0187600	PP1S212_108V6	36.4407	13.0898
Os01g0187600	PP1S222_49V6	36.8644	13.7224
Os01g0187600	PP1S222_68V6	38.5593	16.221
Os01g0187600	PP1S403_31V6	38.9831	14.6264
Os01g0187600	PP1S595_6V6	39.8305	17.0599
Os01g0187900	PP1S188_107V6	35.5191	38.1232
Os01g0187900	PP1S66_87V6	28.6885	51.2195
Os01g0187900	PP1S66_90V6	34.9727	30.622
Os01g0187900	PP1S70_203V6	36.0656	37.0787
Os01g0187900	PP1S89_104V6	35.2459	30.3529
Os01g0187900	PP1S89_108V6	35.2459	28.7305
Os01g0188100	PP1S180_67V6	54.7904	54.7904
Os01g0188100	PP1S50_26V6	55.0898	54.4379
Os01g0188200	PP1S408_25V6	27.7966	6.48734
Os01g0188400	PP1S1_539V6	64.0063	61.0448
Os01g0188400	PP1S2_734V6	59.9374	64.4781
Os01g0188400	PP1S38_43V6	9.38967	46.875
Os01g0188400	PP1S38_44V6	58.8419	63.5135
Os01g0190000	PP1S248_38V6	61.7544	53.6585
Os01g0190400	PP1S12_19V6	56.1135	48.6742
Os01g0190400	PP1S122_136V6	48.2533	42.5
Os01g0190400	PP1S150_124V6	52.6201	46.9786
Os01g0190400	PP1S210_75V6	51.0917	38.806
Os01g0190400	PP1S258_84V6	48.69	43.1335
Os01g0190400	PP1S3_571V6	55.6769	49.323
Os01g0190400	PP1S401_23V6	55.0218	48.7427
Os01g0190400	PP1S414_10V6	56.1135	49.3282
Os01g0190400	PP1S45_156V6	47.5983	44.5808
Os01g0190400	PP1S58_165V6	52.1834	46.0501
Os01g0190400	PP1S84_294V6	52.8384	46.3602
Os01g0191000	PP1S54_205V6	49.4318	47.541
Os01g0191100	PP1S14_289V6	57.0175	57.0175
Os01g0191100	PP1S21_165V6	58.7719	58.7719
Os01g0191100	PP1S30_261V6	60.5263	60.5263
Os01g0191100	PP1S409_34V6	57.0175	56.5217
Os01g0191100	PP1S51_319V6	56.1404	56.1404
Os01g0191150	PP1S27_201V6	46.5517	20.4545
Os01g0191150	PP1S27_207V6	46.5517	20.4545
Os01g0191150	PP1S3_191V6	44.8276	19.697
Os01g0191150	PP1S328_44V6	44.8276	19.697
Os01g0191200	PP1S106_86V6	27.3927	32.6772
Os01g0191300	PP1S251_11V6	30.0231	26.8595
Os01g0191500	PP1S11_81V6	47.1287	46.3035
Os01g0191500	PP1S219_95V6	47.5248	46.7836
Os01g0191500	PP1S37_50V6	50.297	49.5127
Os01g0191500	PP1S74_253V6	48.1188	47.3684
Os01g0191800	PP1S163_27V6	75.6849	75.4266
Os01g0191800	PP1S183_85V6	76.0274	75.7679
Os01g0191900	PP1S141_40V6	28.4091	14.5349
Os01g0191900	PP1S204_13V6	29.5455	14.6341
Os01g0191900	PP1S284_57V6	28.0303	14.7117
Os01g0191900	PP1S295_52V6	28.7879	14.9606
Os01g0191900	PP1S46_302V6	29.1667	15.4309
Os01g0192600	PP1S137_172V6	52.7378	50.6925
Os01g0192600	PP1S152_175V6	51.8732	51.1364
Os01g0192600	PP1S220_89V6	55.3314	54.7009
Os01g0192600	PP1S221_11V6	55.6196	54.9858
Os01g0192600	PP1S291_56V6	53.8905	53.2764
Os01g0192600	PP1S335_39V6	53.0259	52.7221
Os01g0192600	PP1S387_28V6	54.755	55.2326
Os01g0193500	PP1S13_339V6	19.6468	15.5052
Os01g0193500	PP1S162_107V6	16.9978	15.1575
Os01g0193500	PP1S191_120V6	7.94702	20.2247
Os01g0193500	PP1S191_121V6	15.4525	20.7101
Os01g0193500	PP1S191_122V6	17.66	16.5975
Os01g0193500	PP1S191_124V6	15.2318	18.6992
Os01g0193500	PP1S191_127V6	18.9845	18.1435
Os01g0193500	PP1S223_60V6	19.2053	16.9261
Os01g0193500	PP1S257_26V6	21.1921	16.9014
Os01g0193500	PP1S303_18V6	17.8808	13.5906
Os01g0193500	PP1S30_358V6	19.2053	14.9228
Os01g0193500	PP1S33_76V6	15.894	14.2292
Os01g0193500	PP1S51_183V6	20.7506	16.3763
Os01g0193600	PP1S88_25V6	50.6284	47
Os01g0193900	PP1S136_209V6	5.33808	11.2219
Os01g0194000	PP1S150_17V6	34.1615	22.0588
Os01g0194000	PP1S51_52V6	35.6108	22.8117
Os01g0194200	PP1S147_75V6	34.6154	30.1181
Os01g0194200	PP1S234_69V6	38.6878	22.3238
Os01g0194200	PP1S244_15V6	37.7828	23.4551
Os01g0194200	PP1S34_415V6	33.2579	29.5181
Os01g0194200	PP1S7_145V6	33.2579	36.1179
Os01g0194300	PP1S234_59V6	32.646	30.0158
Os01g0194300	PP1S518_6V6	33.677	33.5043
Os01g0195000	PP1S125_69V6	40.8624	24.5983
Os01g0195000	PP1S165_3V6	41.8891	22.2707
Os01g0195000	PP1S43_228V6	41.2731	25.8687
Os01g0195000	PP1S63_51V6	40.4517	25.5844
Os01g0195200	PP1S255_47V6	58.7054	41.3522
Os01g0195200	PP1S293_24V6	53.7946	27.733
Os01g0195200	PP1S343_14V6	54.0179	31.0655
Os01g0195200	PP1S43_35V6	56.25	59.0164
Os01g0195200	PP1S79_45V6	56.0268	29.9881
Os01g0195200	PP1S95_115V6	58.9286	32
Os01g0195500	PP1S141_34V6	62.8141	64.433
Os01g0195500	PP1S70_238V6	63.8191	65.4639
Os01g0196500	PP1S126_63V6	29.8507	29.4118
Os01g0196500	PP1S257_28V6	29.3532	28.5024
Os01g0196500	PP1S30_355V6	28.3582	27.5362
Os01g0196500	PP1S51_99V6	26.3682	25.8537
Os01g0196600	PP1S138_80V6	50.5219	50.6276
Os01g0196600	PP1S62_217V6	45.929	55.9796
Os01g0197100	PP1S24_262V6	27.1429	26.8145
Os01g0197100	PP1S281_82V6	30.8163	30.0199
Os01g0197100	PP1S83_58V6	26.9388	25.1908
Os01g0197200	PP1S59_81V6	77.1255	65.3516
Os01g0197400	PP1S42_187V6	29.0456	9.10273
Os01g0197500	PP1S74_138V6	37.5796	19.281
Os01g0197700	PP1S152_115V6	36.1062	37.0236
Os01g0197700	PP1S212_108V6	36.8142	31.6591
Os01g0197700	PP1S222_49V6	38.2301	34.0694
Os01g0197700	PP1S222_68V6	36.6372	36.8984
Os01g0197700	PP1S403_31V6	37.1681	33.3863
Os01g0197700	PP1S595_6V6	36.2832	37.2051
Os01g0197900	PP1S218_13V6	31.7829	11.7591
Os01g0197900	PP1S386_30V6	31.5245	11.9961
Os01g0198000	PP1S218_13V6	29.1737	16.5392
Os01g0198000	PP1S386_30V6	29.511	17.2075
Os01g0198100	PP1S218_13V6	13.1579	5.73614
Os01g0198100	PP1S386_30V6	12.0614	5.40806
Os01g0198200	PP1S39_38V6	15.4088	55.3672
Os01g0199400	PP1S113_200V6	47.0886	43.662
Os01g0199400	PP1S88_221V6	45.5696	42.5532
Os01g0199700	PP1S2_210V6	17.0213	20.5128
Os01g0199700	PP1S22_82V6	16.1702	20.3209
Os01g0199700	PP1S389_8V6	17.4468	21.2435
Os01g0199900	PP1S6453_1V6	15.2139	36.6412
Os01g0200000	PP1S62_116V6	67.0886	69.0554
Os01g0200200	PP1S2_210V6	30.5882	26.6667
Os01g0200200	PP1S22_82V6	24.7059	22.4599
Os01g0200200	PP1S389_8V6	28.8235	25.3886
Os01g0200300	PP1S15_11V6	41.2993	20.7459
Os01g0200300	PP1S188_95V6	42.2274	20.8
Os01g0200300	PP1S55_99V6	41.2993	20.2273
Os01g0200300	PP1S67_107V6	41.0673	17.5248
Os01g0200300	PP1S70_192V6	42.4594	21.0103
Os01g0200500	PP1S169_102V6	33.0275	30.1676
Os01g0200500	PP1S478_13V6	33.945	31.0056
Os01g0200600	PP1S112_23V6	24.5614	23.8298
Os01g0200600	PP1S132_34V6	27.6316	23.5955
Os01g0200600	PP1S14_458V6	27.6316	17.1662
Os01g0200600	PP1S15_234V6	28.9474	18.9112
Os01g0200600	PP1S181_69V6	28.9474	18.0328
Os01g0200600	PP1S276_50V6	29.8246	20
Os01g0200600	PP1S41_212V6	29.8246	19.2635
Os01g0201100	PP1S149_88V6	42.7083	45.7589
Os01g0201100	PP1S170_74V6	45.4167	43.7751
Os01g0201100	PP1S245_39V6	45.625	53.2847
Os01g0201100	PP1S329_26V6	43.9583	46.7849
Os01g0201100	PP1S338_21V6	46.6667	53.3333
Os01g0201100	PP1S90_77V6	43.5417	46.0352
Os01g0201200	PP1S172_82V6	28.5968	35.5408
Os01g0201200	PP1S19_317V6	29.1297	37.1882
Os01g0201200	PP1S244_9V6	28.5968	31.8812
Os01g0201200	PP1S85_87V6	26.643	34.965
Os01g0201700	PP1S118_209V6	31.8841	24.8588
Os01g0201700	PP1S209_130V6	31.1594	25.8258
Os01g0201700	PP1S267_56V6	31.1594	24.7126
Os01g0201700	PP1S26_90V6	28.9855	29.5203
Os01g0201700	PP1S55_304V6	32.2464	25.5747
Os01g0202500	PP1S251_47V6	12.1469	15.4122
Os01g0203000	PP1S334_66V6	31.2329	57.868
Os01g0203000	PP1S335_68V6	39.726	40.7303
Os01g0203800	PP1S12_212V6	18.8462	9.45034
Os01g0203800	PP1S184_123V6	7.88462	33.8843
Os01g0203800	PP1S28_294V6	17.8846	12.8809
Os01g0203800	PP1S28_333V6	16.1538	15.7598
Os01g0203800	PP1S30_197V6	14.0385	11.9869
Os01g0203800	PP1S36_218V6	11.5385	13.1579
Os01g0203800	PP1S79_138V6	21.1538	10.064
Os01g0203800	PP1S79_257V6	22.6923	10.5076
Os01g0204000	PP1S164_27V6	33.9844	32.6454
Os01g0205100	PP1S17_279V6	43.832	42.711
Os01g0205200	PP1S13_264V6	33.4333	29.8527
Os01g0205200	PP1S169_110V6	36.2819	21.8807
Os01g0205200	PP1S183_52V6	38.081	23.5185
Os01g0205200	PP1S186_64V6	37.4813	29.7619
Os01g0205200	PP1S276_42V6	38.9805	26.3692
Os01g0205200	PP1S48_253V6	38.3808	30.7323
Os01g0205200	PP1S543_6V6	41.0795	24.9772
Os01g0205200	PP1S68_207V6	37.4813	28.8018
Os01g0205500	PP1S289_52V6	20.3297	74
Os01g0205600	PP1S291_40V6	35.6275	38.7665
Os01g0205700	PP1S306_43V6	78.1116	43.026
Os01g0205700	PP1S306_62V6	78.1116	43.026
Os01g0205700	PP1S391_47V6	70.8155	42.8571
Os01g0205700	PP1S52_55V6	78.1116	42.9245
Os01g0205700	PP1S60_100V6	78.97	43.6019
Os01g0205700	PP1S60_85V6	78.5408	43.2624
Os01g0205700	PP1S74_168V6	78.5408	43.1604
Os01g0206800	PP1S135_121V6	24.451	37.6126
Os01g0206800	PP1S209_88V6	20.0586	32.1596
Os01g0206800	PP1S2_206V6	24.0117	36.9369
Os01g0206800	PP1S22_83V6	23.2796	36.7206
Os01g0206800	PP1S230_53V6	22.694	40.2597
Os01g0206800	PP1S434_22V6	23.1332	29.4227
Os01g0207200	PP1S19_186V6	22.9535	40.7407
Os01g0207200	PP1S45_15V6	31.9422	33.1667
Os01g0207200	PP1S465_9V6	35.9551	26.988
Os01g0207200	PP1S71_300V6	35.634	37.0618
Os01g0207300	PP1S109_127V6	0	0
Os01g0207300	PP1S244_65V6	87.8049	36.6412
Os01g0207300	PP1S244_70V6	87.8049	36.6412
Os01g0207300	PP1S244_74V6	86.5854	36.2245
Os01g0207400	PP1S19_186V6	23.5294	17.094
Os01g0207400	PP1S45_15V6	23.9216	10.1667
Os01g0207400	PP1S465_9V6	27.0588	8.31325
Os01g0207400	PP1S71_300V6	30.9804	13.1886
Os01g0207600	PP1S19_186V6	21.4052	37.3219
Os01g0207600	PP1S45_15V6	27.1242	27.6667
Os01g0207600	PP1S465_9V6	31.0458	22.8916
Os01g0207600	PP1S71_300V6	31.6993	32.3873
Os01g0208400	PP1S19_186V6	19.4805	34.188
Os01g0208400	PP1S45_15V6	29.8701	30.6667
Os01g0208400	PP1S465_9V6	32.6299	24.2169
Os01g0208400	PP1S71_300V6	34.7403	35.7262
Os01g0208600	PP1S12_202V6	17.6912	15.9137
Os01g0208600	PP1S22_178V6	18.7406	14.7929
Os01g0208600	PP1S283_79V6	17.0915	13.8015
Os01g0208700	PP1S169_156V6	64.8915	68.6848
Os01g0208700	PP1S177_55V6	64.9901	68.7174
Os01g0208700	PP1S29_311V6	65.5819	68.6274
Os01g0208700	PP1S341_58V6	66.6667	70.3434
Os01g0208700	PP1S43_131V6	67.0611	70.4663
Os01g0208700	PP1S83_144V6	66.2722	69.3498
Os01g0209000	PP1S478_15V6	51.9231	50.7692
Os01g0209200	PP1S201_25V6	64.5914	64.3411
Os01g0209200	PP1S348_15V6	64.5914	64.3411
Os01g0209200	PP1S348_9V6	50.1946	66.8394
Os01g0209200	PP1S46_127V6	64.9805	64.7287
Os01g0209200	PP1S67_176V6	64.2023	63.9535
Os01g0209400	PP1S196_50V6	58.4416	46.5116
Os01g0209400	PP1S62_224V6	55.8442	34.4689
Os01g0210600	PP1S281_27V6	23.3533	26.7123
Os01g0210700	PP1S2_170V6	41.9301	26.6667
Os01g0210700	PP1S22_165V6	41.2646	25.3579
Os01g0210700	PP1S283_74V6	43.594	27.7542
Os01g0210700	PP1S3_156V6	46.0899	28.6453
Os01g0210800	PP1S14_204V6	5.76923	1.97368
Os01g0210900	PP1S22_283V6	50.2935	51.0934
Os01g0210900	PP1S443_12V6	50.8806	51.7928
Os01g0211000	PP1S22_283V6	50	51.8887
Os01g0211000	PP1S443_12V6	51.341	53.3865
Os01g0211200	PP1S22_283V6	52.1825	52.2863
Os01g0211200	PP1S443_12V6	53.7698	53.9841
Os01g0211600	PP1S22_283V6	55.2356	41.9483
Os01g0211600	PP1S443_12V6	57.3298	43.6255
Os01g0211800	PP1S22_364V6	32.1212	20.1139
Os01g0211800	PP1S2_72V6	27.2727	17.0455
Os01g0211800	PP1S282_2V6	34.5455	21.3483
Os01g0211800	PP1S38_310V6	31.2121	17.637
Os01g0211800	PP1S93_157V6	35.4545	21.9512
Os01g0212100	PP1S268_11V6	53	54.2398
Os01g0212400	PP1S1_653V6	39.5548	37.6222
Os01g0212400	PP1S20_290V6	38.0137	31.1798
Os01g0212400	PP1S52_184V6	39.0411	37.4384
Os01g0212400	PP1S6_337V6	38.8699	36.4952
Os01g0212700	PP1S102_105V6	14.9425	11.5385
Os01g0212700	PP1S133_51V6	19.5402	13.5279
Os01g0212700	PP1S38_53V6	19.1571	13.369
Os01g0212700	PP1S6_257V6	20.6897	13.7405
Os01g0213400	PP1S102_105V6	19.4093	13.6095
Os01g0213400	PP1S133_51V6	22.3629	14.0584
Os01g0213400	PP1S38_53V6	20.6751	13.1016
Os01g0213400	PP1S6_257V6	24.0506	14.5038
Os01g0213800	PP1S207_110V6	14.8532	15.0087
Os01g0214300	PP1S13_29V6	30.1205	7.61035
Os01g0214400	PP1S181_127V6	47.6378	24.6436
Os01g0214500	PP1S13_136V6	45.4545	44.8718
Os01g0214500	PP1S23_98V6	49.3507	51.3514
Os01g0214500	PP1S25_302V6	48.0519	51.3889
Os01g0215100	PP1S262_88V6	44.7154	12.5285
Os01g0218032	PP1S14_101V6	23.3607	23.5903
Os01g0218032	PP1S226_20V6	21.4139	23.043
Os01g0218032	PP1S480_4V6	20.6455	21.7956
Os01g0218200	PP1S169_11V6	40.3274	29.8787
Os01g0218200	PP1S25_284V6	42.1131	31.6201
Os01g0218200	PP1S317_77V6	39.5833	29.1667
Os01g0218200	PP1S37_209V6	40.9226	30.7951
Os01g0218700	PP1S113_134V6	49.4163	45.6287
Os01g0218700	PP1S218_122V6	47.2114	34.0187
Os01g0218800	PP1S223_92V6	40.0605	30.7991
Os01g0218800	PP1S47_35V6	40.2624	30.6687
Os01g0218900	PP1S223_92V6	33.5802	10.5508
Os01g0218900	PP1S47_35V6	33.3333	10.3766
Os01g0219000	PP1S163_80V6	30.3644	27.9851
Os01g0219200	PP1S386_28V6	25.6595	28.2322
Os01g0219600	PP1S149_10V6	43.75	43.75
Os01g0219600	PP1S176_127V6	48.75	48.9028
Os01g0219600	PP1S37_355V6	44.6875	43.865
Os01g0219600	PP1S53_97V6	44.8438	43.5508
Os01g0220100	PP1S149_10V6	45.9375	45.9375
Os01g0220100	PP1S176_127V6	50.1562	50.3135
Os01g0220100	PP1S37_355V6	44.2188	43.4049
Os01g0220100	PP1S53_97V6	46.875	45.5235
Os01g0220200	PP1S245_41V6	36.3636	10.2088
Os01g0220200	PP1S338_26V6	37.1901	10.2506
Os01g0220300	PP1S47_241V6	39.0411	52.7778
Os01g0221100	PP1S67_243V6	39.6104	30.5509
Os01g0221600	PP1S5_206V6	21.1832	16.5919
Os01g0221600	PP1S53_127V6	3.43511	15.3846
Os01g0221600	PP1S53_136V6	24.8092	20.9677
Os01g0221600	PP1S68_108V6	22.7099	16.2347
Os01g0221600	PP1S72_276V6	24.6183	20.3791
Os01g0221600	PP1S87_103V6	23.4733	16.4879
Os01g0221700	PP1S22_204V6	42.8571	38.6059
Os01g0221700	PP1S457_21V6	43.1548	38.0577
Os01g0221900	PP1S29_102V6	38.1818	13.3758
Os01g0222300	PP1S104_214V6	20.9169	3.97171
Os01g0222500	PP1S165_131V6	48.4848	48.4848
Os01g0222500	PP1S269_14V6	55.8442	46.0714
Os01g0222500	PP1S269_15V6	58.4416	57.9399
Os01g0222500	PP1S68_127V6	58.8745	58.3691
Os01g0222700	PP1S202_27V6	21.0983	21.3139
Os01g0222800	PP1S67_113V6	19.4969	4.33566
Os01g0222900	PP1S67_113V6	13.0268	4.75524
Os01g0223700	PP1S67_113V6	10.8696	4.1958
Os01g0223800	PP1S67_113V6	21.0462	24.1958
Os01g0223900	PP1S67_113V6	21.8942	24.8951
