Gene stable ID	Chondrus crispus gene stable ID	%id. target Chondrus crispus gene identical to query gene	%id. query gene identical to target Chondrus crispus gene
Os01g0589000	CHC_280	15.0685	25
Os01g0590700	CHC_T00008637001	20.4473	18.0536
Os01g0590900	CHC_T00009234001	49.7423	22.6526
Os01g0592900	CHC_T00005537001	28.5996	29.2634
Os01g0598900	CHC_T00008545001	59.6923	57.0588
Os01g0599900	CHC_T00005352001	11.9048	6.01805
Os01g0600500	CHC_T00008718001	22.6316	17.623
Os01g0605300	CHC_T00001326001	16.7266	40.7895
Os01g0605500	CHC_T00009001001	19.4588	14.2185
Os01g0609000	CHC_T00002879001	24.3188	26.5625
Os01g0610100	CHC_T00007788001	60.2273	50.9615
Os01g0610500	CHC_T00002462001	20.5479	20.202
Os01g0611100	CHC_T00009201001	68.7783	70.0461
Os01g0611900	CHC_T00007367001	15.25	15.231
Os01g0612500	CHC_T00008581001	25.5144	21.7544
Os01g0612500	CHC_T00009177001	27.1605	19.6429
Os01g0613300	CHC_T00004424001	26.4423	44
Os01g0616500	CHC_T00006907001	25.5396	29.9578
Os01g0616900	CHC_T00007797001	11.731	45.5556
Os01g0616900	CHC_T00007798001	31.3305	42.1154
Os01g0617500	CHC_T00007027001	39.0539	41.4236
Os01g0618100	CHC_T00004232001	46.2209	42.973
Os01g0618400	CHC_T00004557001	21.8855	18.0556
Os01g0618400	CHC_T00006648001	34.8485	39.3536
Os01g0618500	CHC_T00004557001	24.8134	18.4722
Os01g0618500	CHC_T00006648001	39.9254	40.6844
Os01g0618800	CHC_T00008637001	53.2468	23.1312
Os01g0619800	CHC_T00004415001	21.4634	10.7843
Os01g0623200	CHC_T00001120001	14.8936	25.8575
Os01g0623500	CHC_T00006479001	17.1182	33.7379
Os01g0624500	CHC_T00007448001	31.3559	10.137
Os01g0626100	CHC_T00010217001	30.5825	6.78879
Os01g0626200	CHC_T00010217001	15.0943	0.862069
Os01g0629900	CHC_T00008310001	29.6236	39.693
Os01g0629900	CHC_T00008711001	30.1146	35.5899
Os01g0629900	CHC_T00008904001	34.5336	34.5336
Os01g0629900	CHC_T00008964001	32.7332	35.2113
Os01g0629900	CHC_T00009481001	30.4419	40.1728
Os01g0631200	CHC_T00000927001	32	29.1391
Os01g0633000	CHC_475	20	35.5263
Os01g0633500	CHC_T00009538001	22.3975	15.1064
Os01g0634300	CHC_T00000199001	1.12191	3.5545
Os01g0634900	CHC_T00003368001	20.9302	19.9446
Os01g0635400	CHC_T00010020001	40.9884	38.843
Os01g0635400	CHC_T00010180001	49.7093	48.4419
Os01g0636600	CHC_T00007478001	30.855	32.4219
Os01g0637100	CHC_T00000518001	29.2683	2.52101
Os01g0637600	CHC_T00007478001	32.342	33.9844
Os01g0639100	CHC_T00003214001	33.6634	55.2846
Os01g0639100	CHC_T00006674001	15.3465	57.9439
Os01g0639100	CHC_T00010113001	57.1782	50.8811
Os01g0640100	CHC_T00000500001	1.76991	0.792079
Os01g0640600	CHC_T00008920001	14.9701	16.8539
Os01g0640600	CHC_T00009415001	15.1697	17.3913
Os01g0640600	CHC_T00009549001	11.7764	17.6647
Os01g0640800	CHC_T00008558001	48.1481	41.4894
Os01g0641000	CHC_T00008548001	12.8866	4.20168
Os01g0641000	CHC_T00008638001	22.9381	28.8961
Os01g0641100	CHC_T00000597001	29.434	38.4236
Os01g0643800	CHC_T00008310001	35.7285	39.2544
Os01g0643800	CHC_T00008711001	34.3313	33.2689
Os01g0643800	CHC_T00008904001	39.3214	32.2422
Os01g0643800	CHC_T00008964001	38.3234	33.8028
Os01g0643800	CHC_T00009481001	33.3333	36.0691
Os01g0645000	CHC_T00006877001	17.9941	10.8156
Os01g0648000	CHC_T00001252001	13.7968	22.7113
Os01g0648700	CHC_T00006443001	25.6303	9.41358
Os01g0648700	CHC_T00006735001	23.9496	10.9615
Os01g0652600	CHC_T00008929001	53.1022	51.9643
Os01g0654100	CHC_T00007797001	13.6213	45.5556
Os01g0654100	CHC_T00007798001	35.5482	41.1538
Os01g0654500	CHC_T00009580001	60.9223	55.531
Os01g0655800	CHC_T00009428001	31.1765	31.9759
Os01g0658400	CHC_T00004379001	77.551	77.551
Os01g0658500	CHC_T00003668001	43.0168	43.5028
Os01g0658700	CHC_T00004205001	31.5287	36
Os01g0659200	CHC_T00005161001	40.4348	42.6605
Os01g0660300	CHC_T00008482001	48.2289	31.5508
Os01g0660900	CHC_T00003675001	38.0137	34.6875
Os01g0661400	CHC_T00005365001	35.1464	31.8182
Os01g0662300	CHC_315	58.8235	22.9008
Os01g0662600	CHC_T00009307001	54.386	59.6154
Os01g0662700	CHC_T00008821001	50.1511	54.4262
Os01g0664000	CHC_T00003156001	26.4642	23.1499
Os01g0665200	CHC_T00008310001	30.1695	39.0351
Os01g0665200	CHC_T00008711001	30.339	34.6228
Os01g0665200	CHC_T00008904001	33.7288	32.5696
Os01g0665200	CHC_T00008964001	33.2203	34.507
Os01g0665200	CHC_T00009481001	29.661	37.797
Os01g0666000	CHC_T00009530001	24.7458	28.6275
Os01g0666800	CHC_T00002197001	4.52489	31.0078
Os01g0667200	CHC_T00001170001	8.85246	44.2623
Os01g0667600	CHC_T00009363001	50.8929	59.6859
Os01g0667800	CHC_T00009403001	48.3092	36.9004
Os01g0668200	CHC_T00005162001	3.78378	2.0751
Os01g0668300	CHC_T00005162001	7.74125	7.21344
Os01g0672700	CHC_T00001061001	23.8754	14.7122
Os01g0673500	CHC_T00004443001	23.1707	17.6909
Os01g0673600	CHC_T00008443001	69.9346	71.3333
Os01g0674100	CHC_T00008708001	13.9825	28.4987
Os01g0674100	CHC_T00008793001	17.2285	16.0652
Os01g0674100	CHC_T00008885001	16.9788	18.3784
Os01g0674100	CHC_T00008949001	17.1036	18.2911
Os01g0674100	CHC_T00008979001	17.3533	17.0135
Os01g0674100	CHC_T00009038001	12.8589	35.274
Os01g0675000	CHC_T00003971001	19.8556	15.5148
Os01g0677500	CHC_T00007109001	30.1449	8.98876
Os01g0678500	CHC_T00004683001	24.7028	27.0622
Os01g0678700	CHC_T00003626001	23.1293	19.5965
Os01g0679700	CHC_T00010262001	65.2174	63.8298
Os01g0680400	CHC_T00001677001	20.8531	21.0526
Os01g0681200	CHC_T00009428001	34.4361	34.54
Os01g0681600	CHC_T00010031001	15.7658	26.4151
Os01g0682500	CHC_T00002505001	32.2966	33.6658
Os01g0683100	CHC_T00004443001	22.3507	21.6015
Os01g0684800	CHC_T00003978001	14.9153	24.8588
Os01g0685200	CHC_T00009052001	23.6842	38.5027
Os01g0685800	CHC_T00009073001	69.4794	72.067
Os01g0686600	CHC_T00010271001	25	10.1957
Os01g0686800	CHC_T00008875001	63.4731	66.25
Os01g0687500	CHC_T00003453001	44.4751	42.4802
Os01g0689451	CHC_T00005730001	23.5437	18.4997
Os01g0689800	CHC_T00007028001	27.1978	24.2647
Os01g0691500	CHC_T00004100001	35.7664	23.2779
Os01g0691600	CHC_T00003258001	51.5517	34.6868
Os01g0691700	CHC_T00009328001	74.2574	74.0132
Os01g0693300	CHC_T00009530001	20.8075	26.2745
Os01g0693800	CHC_T00009376001	54.2857	63.6161
Os01g0694300	CHC_T00010348001	27.6596	3.17848
Os01g0694900	CHC_T00008646001	23.2394	18.3844
Os01g0695300	CHC_T00002324001	44.6254	32.1596
Os01g0695700	CHC_T00001951001	35.6748	35.0388
Os01g0695700	CHC_T00006026001	35.8327	33.6546
Os01g0695700	CHC_T00006926001	35.6748	38.5337
Os01g0696100	CHC_T00000252001	21.4815	23.2
Os01g0698900	CHC_T00007417001	20.6806	37.619
Os01g0702450	CHC_T00003004001	30.9524	20.9256
Os01g0702450	CHC_T00005502001	29.7619	22.5734
Os01g0702450	CHC_T00007425001	34.5238	15.5914
Os01g0702900	CHC_T00010036001	46.5116	8.82353
Os01g0703300	CHC_T00002816001	20.3947	20.8754
Os01g0703400	CHC_T00002324001	39.0935	32.3944
Os01g0703600	CHC_T00008798001	52.4476	51.1364
Os01g0704100	CHC_T00009493001	35.0775	36.1277
Os01g0706200	CHC_T00001825001	10	2.36686
Os01g0706200	CHC_T00004956001	8.75	2.01149
Os01g0706700	CHC_T00001958001	7.36842	21.875
Os01g0706700	CHC_T00005630001	8.7218	19.863
Os01g0706700	CHC_T00007288001	8.1203	31.0345
Os01g0706900	CHC_T00002303001	26.3158	26.087
Os01g0707300	CHC_T00008777001	24.4344	22.4066
Os01g0708100	CHC_T00000919001	6.17849	60
Os01g0708500	CHC_T00001062001	27.8027	30.5419
Os01g0708600	CHC_T00008895001	47.9381	43.0556
Os01g0708900	CHC_T00002602001	33.8279	31.4917
Os01g0710000	CHC_T00005968001	36.8653	35.084
Os01g0711000	CHC_T00004901001	77.8689	75.3968
Os01g0711100	CHC_T00009305001	38.3784	14.2285
Os01g0711400	CHC_T00005686001	0	0
Os01g0711400	CHC_T00007347001	0	0
Os01g0711400	CHC_T00007428001	0	0
Os01g0711400	CHC_T00007762001	0	0
Os01g0711400	CHC_T00007880001	0	0
Os01g0711400	CHC_T00009122001	65.8385	20.3455
Os01g0711800	CHC_T00003052001	30.303	21.2264
Os01g0712600	CHC_T00008554001	50.2024	52.766
Os01g0713800	CHC_T00004757001	44.3836	32.1429
Os01g0714900	CHC_T00009482001	58.4541	58.7379
Os01g0715500	CHC_T00006710001	22.0096	13.0682
Os01g0715500	CHC_T00007150001	22.9665	17.3285
Os01g0716800	CHC_T00005773001	18.787	15.2096
Os01g0718700	CHC_T00001252001	24.1287	15.8451
Os01g0719700	CHC_T00008040001	25.641	7.5188
Os01g0720300	CHC_T00009457001	62.8141	54.5852
Os01g0720400	CHC_T00008718001	24.4526	27.459
Os01g0720600	CHC_T00009277001	14.9744	10.362
Os01g0720700	CHC_T00008894001	35	1.84211
Os01g0723200	CHC_T00002329001	60.1449	62.8788
Os01g0723400	CHC_T00009563001	37.325	43.7158
Os01g0724500	CHC_T00002879001	20.4878	3.125
Os01g0725600	CHC_T00007700001	17.4147	15.2997
Os01g0730300	CHC_T00010201001	36.4465	33.6134
Os01g0730500	CHC_T00003755001	17.5439	19.6721
Os01g0730800	CHC_T00004789001	14.6444	10.355
Os01g0730900	CHC_T00001637001	13.1833	14.8282
Os01g0732100	CHC_T00002428001	37.6471	38.5542
Os01g0732200	CHC_T00003059001	21.519	14.4681
Os01g0733001	CHC_T00001331001	31.7073	7.78443
Os01g0733600	CHC_T00009367001	32.4281	33.1158
Os01g0734200	CHC_T00004536001	3.78549	1.13208
Os01g0734200	CHC_T00006174001	4.73186	1.52439
Os01g0734200	CHC_T00006445001	3.47003	1.375
Os01g0734200	CHC_T00010210001	4.4164	1.69697
Os01g0734466	CHC_T00004536001	21.6418	10.9434
Os01g0734466	CHC_T00006174001	22.9478	12.5
Os01g0734466	CHC_T00006445001	22.7612	15.25
Os01g0734466	CHC_T00010210001	24.2537	15.7576
Os01g0736400	CHC_T00004094001	22	12.1771
Os01g0736400	CHC_T00004096001	19.5556	21.5159
Os01g0737300	CHC_T00003385001	14.5833	10.6987
Os01g0737401	CHC_T00003385001	51.3514	4.14847
Os01g0737800	CHC_T00003240001	33.0544	39.599
Os01g0738100	CHC_T00004511001	12.8364	7.38975
Os01g0739400	CHC_T00004141001	9.9631	28.877
Os01g0742300	CHC_T00008689001	53.1646	54.5455
Os01g0743400	CHC_T00002342001	52.1303	46.6368
Os01g0743500	CHC_T00009563001	40	42.623
Os01g0744000	CHC_T00009381001	21.8332	23.4254
Os01g0744300	CHC_T00007702001	14.4054	41.7476
Os01g0746400	CHC_T00003476001	15.29	22.3077
Os01g0746400	CHC_T00004955001	25.1318	28.4294
Os01g0747400	CHC_T00009163001	19.6232	18.8253
Os01g0747500	CHC_T00006412001	39.6552	48.494
Os01g0747700	CHC_T00005262001	30.4918	34.0659
Os01g0748200	CHC_T00005379001	15.6951	16.7866
Os01g0748200	CHC_T00006410001	17.4888	21.547
Os01g0749200	CHC_485	29.6137	48.2517
Os01g0749400	CHC_T00010201001	35.3779	33.9286
Os01g0750000	CHC_T00009363001	53.8462	62.3037
Os01g0750500	CHC_T00002606001	51.6279	52.8571
Os01g0750800	CHC_T00002428001	45.0704	38.5542
Os01g0752200	CHC_T00008307001	30.0771	26.1161
Os01g0752300	CHC_T00003914001	52.2472	51.0989
Os01g0752400	CHC_T00000021001	4.7619	1.57068
Os01g0752700	CHC_T00004182001	48.1426	51.1848
Os01g0756700	CHC_T00001252001	21.9123	19.3662
Os01g0757400	CHC_T00004443001	23.057	16.5736
Os01g0757800	CHC_T00000882001	19.9377	23.97
Os01g0757900	CHC_T00009043001	25	22.0721
Os01g0758300	CHC_T00008437001	42.7489	41.6667
Os01g0758400	CHC_T00010117001	26.1386	36.8715
Os01g0760300	CHC_T00003971001	19.5777	14.3865
Os01g0760600	CHC_T00009477001	49.3478	55.3659
Os01g0761300	CHC_T00008472001	36.5782	23.7548
Os01g0762000	CHC_T00000853001	20.3407	27.0667
Os01g0762400	CHC_T00002786001	27.7008	27.1003
Os01g0763000	CHC_T00001261001	19.8953	30.4
Os01g0763000	CHC_T00005618001	18.8482	22.3602
Os01g0764400	CHC_T00003833001	32.9073	39.6154
Os01g0765000	CHC_T00004709001	23.7903	13.4703
Os01g0766200	CHC_T00005498001	20.9836	27.1186
Os01g0767700	CHC_T00010330001	25.184	22.8317
Os01g0770500	CHC_T00002066001	35.5311	36.3296
Os01g0771400	CHC_T00005330001	10.7843	16.1765
Os01g0771400	CHC_T00007146001	29.8039	20.8935
Os01g0772500	CHC_T00000714001	20.0495	19.5181
Os01g0772500	CHC_T00005911001	16.5842	18.7151
Os01g0772500	CHC_T00008436001	16.8317	15.8508
Os01g0772500	CHC_T00008553001	20.0495	18.1208
Os01g0772500	CHC_T00008592001	16.8317	17.1717
Os01g0772500	CHC_T00008814001	18.8119	19.3384
Os01g0772500	CHC_T00009017001	18.8119	18.1818
Os01g0772500	CHC_T00010079001	19.802	19.2771
Os01g0772500	CHC_T00010247001	20.297	20.5514
Os01g0772600	CHC_T00007702001	11.1748	37.8641
Os01g0772700	CHC_T00006813001	19.3333	13.3257
Os01g0772800	CHC_T00008305001	55.6452	56.0976
Os01g0773000	CHC_T00006579001	28.9694	14.1304
Os01g0773200	CHC_T00007169001	2.95858	3.24675
Os01g0773600	CHC_T00008848001	32.0175	33.0317
Os01g0774500	CHC_T00004749001	22.5933	17.1131
Os01g0775300	CHC_T00005330001	4.835	9.26471
Os01g0775300	CHC_T00007146001	8.44206	7.56014
Os01g0775600	CHC_T00006529001	29.1667	13.3758
Os01g0777000	CHC_T00005185001	16.4078	18.925
Os01g0777500	CHC_T00001956001	0	0
Os01g0777700	CHC_T00001956001	15.0198	37.8738
Os01g0778800	CHC_T00006291001	27.1326	26.4
Os01g0779100	CHC_T00006291001	24.8837	21.4
Os01g0779400	CHC_T00003569001	20.9283	36.6097
Os01g0779400	CHC_T00007332001	23.5342	19.5799
Os01g0781000	CHC_T00005853001	30.0469	26.6667
Os01g0782500	CHC_T00008325001	21.0526	24.0688
Os01g0783100	CHC_T00000207001	18.4211	16.1538
Os01g0783100	CHC_T00002161001	19.2982	17.2099
Os01g0783100	CHC_T00007940001	16.9591	16.5007
Os01g0783100	CHC_T00008166001	11.5497	11.4493
Os01g0783200	CHC_T00008540001	20.9446	26.7717
Os01g0788200	CHC_T00008332001	39.726	44.9612
Os01g0789100	CHC_T00008428001	27.0517	32.3636
Os01g0791033	CHC_950	43.1227	23.7705
Os01g0794500	CHC_T00008969001	51.3043	51.7544
Os01g0799500	CHC_T00002930001	17.9028	22.8013
Os01g0799900	CHC_T00009024001	26.3789	20.5993
Os01g0800266	CHC_T00004105001	45.2532	31.1547
Os01g0801000	CHC_T00000526001	20.8417	33.9869
Os01g0801000	CHC_T00005119001	23.6473	32.8691
Os01g0801100	CHC_T00000526001	34.8387	35.2941
Os01g0801100	CHC_T00005119001	34.1936	29.5265
Os01g0802000	CHC_T00003966001	12.462	24.2604
Os01g0802100	CHC_T00003708001	31.6708	44.7183
Os01g0802850	CHC_T00006110001	18.5596	24.9071
Os01g0805200	CHC_T00001992001	25.8373	29.6703
Os01g0805600	CHC_T00005446001	30.3125	38.3399
Os01g0805800	CHC_T00009547001	50.9524	49.3088
Os01g0805900	CHC_T00004301001	65.5481	64.6799
Os01g0805900	CHC_T00008909001	68.6801	67.3246
Os01g0806000	CHC_T00007931001	20.2247	27.1357
Os01g0810000	CHC_T00008012001	38.4279	36.3636
Os01g0811100	CHC_T00005699001	56.2249	54.6875
Os01g0812800	CHC_T00010181001	51.7857	52.2523
Os01g0812900	CHC_T00000977001	34.1954	27.4194
Os01g0813700	CHC_T00009011001	34.8	37.1795
Os01g0813700	CHC_T00009266001	35.4	33.8432
Os01g0813800	CHC_T00009011001	37.5	18.5897
Os01g0813800	CHC_T00009266001	37.5	16.6348
Os01g0813900	CHC_T00003722001	6.11735	7.99347
Os01g0813900	CHC_T00003977001	6.61673	7.77126
Os01g0814200	CHC_T00005773001	14.8014	4.91018
Os01g0814800	CHC_T00008705001	41.5816	50
Os01g0815800	CHC_T00010216001	39.5062	44.1379
Os01g0816400	CHC_T00006718001	20.03	19.2678
Os01g0816500	CHC_T00006718001	24.898	2.93834
Os01g0817700	CHC_T00000449001	25.9392	39.9449
Os01g0817700	CHC_T00001519001	32.3792	28.5489
Os01g0817700	CHC_T00004201001	23.2558	44.5205
Os01g0817700	CHC_T00007707001	37.5671	36.9718
Os01g0817800	CHC_T00006279001	49.3392	47.1579
Os01g0819400	CHC_T00004379001	73.4177	78.9116
Os01g0819500	CHC_T00004379001	78.7234	25.1701
Os01g0819900	CHC_T00004233001	28.2424	28.4841
Os01g0823200	CHC_T00008458001	35.1648	18.6047
Os01g0823200	CHC_T00009112001	31.3187	17.1687
Os01g0823300	CHC_T00008627001	45.8647	49.1936
Os01g0829100	CHC_T00001108001	10.3286	9.10973
Os01g0829100	CHC_T00006488001	21.5962	9.20921
Os01g0830000	CHC_855	56.0662	62.2449
Os01g0830100	CHC_T00001734001	32.0175	28.4047
Os01g0830200	CHC_T00005498001	11.943	28.3898
Os01g0832000	CHC_T00001603001	26.8293	27.0492
Os01g0832300	CHC_T00008959001	26.4973	22.7061
Os01g0832300	CHC_T00009203001	21.5971	17.6035
Os01g0833100	CHC_T00001624001	23.0769	22.3602
Os01g0833700	CHC_T00009496001	43.0502	38.7153
Os01g0834200	CHC_T00005827001	40.22	40.4674
Os01g0834200	CHC_T00010124001	44.132	41.4466
Os01g0834500	CHC_T00005645001	71.1268	73.7226
Os01g0834500	CHC_T00010305001	73.2394	71.7241
Os01g0834600	CHC_T00005645001	82.6087	27.7372
Os01g0834600	CHC_T00010305001	82.6087	26.2069
Os01g0835500	CHC_T00004536001	16.2515	12.9245
Os01g0835500	CHC_T00006174001	15.0652	12.9065
Os01g0835500	CHC_T00006445001	15.777	16.625
Os01g0835500	CHC_T00010210001	17.9122	18.303
Os01g0835900	CHC_T00008336001	94.1748	94.1748
Os01g0835900	CHC_T00009168001	93.2039	93.2039
Os01g0835900	CHC_T00009200001	93.2039	93.2039
Os01g0836400	CHC_T00002704001	16.849	20.3704
Os01g0837300	CHC_T00008912001	29.1457	14.2157
Os01g0837300	CHC_T00008950001	26.6332	14.8459
Os01g0837500	CHC_T00008567001	67.9121	67.7632
Os01g0837800	CHC_T00004363001	28.4337	35.9756
Os01g0837900	CHC_T00009234001	45.1613	23.0047
Os01g0839300	CHC_T00008990001	40.9938	42.8571
Os01g0839500	CHC_T00008338001	59.7122	66.4
Os01g0839500	CHC_T00009535001	58.9928	65.0794
Os01g0839700	CHC_T00009466001	66.8639	67.6647
Os01g0840100	CHC_T00010187001	76.8519	75.9146
Os01g0840700	CHC_T00009269001	48.7805	20.6186
Os01g0841600	CHC_T00009126001	55.2941	55.7312
Os01g0841600	CHC_T00009545001	50.1961	42.3841
Os01g0841800	CHC_T00003097001	23.7226	15.4762
Os01g0842600	CHC_T00009243001	44.389	40.0901
Os01g0842600	CHC_T00009342001	39.5262	54.5611
Os01g0843300	CHC_T00006657001	32.6194	30.8892
Os01g0844400	CHC_T00004059001	23.2394	22.9167
Os01g0844800	CHC_T00002254001	25.566	23.7511
Os01g0846900	CHC_T00008450001	9.5941	36.8794
Os01g0847200	CHC_T00009182001	57.6177	58.1006
Os01g0847600	CHC_T00007631001	37.299	32.5843
Os01g0847700	CHC_T00007631001	38.2637	33.427
Os01g0847800	CHC_T00007631001	38.8158	33.1461
Os01g0848200	CHC_T00008349001	23.2653	38
Os01g0848400	CHC_T00007649001	13.3987	17.5966
Os01g0848700	CHC_T00009363001	59.2593	67.0157
Os01g0849100	CHC_T00003971001	19.5971	15.0917
Os01g0850400	CHC_T00007941001	17.6755	14.7177
Os01g0850400	CHC_T00008608001	17.4334	20.6304
Os01g0850900	CHC_T00003862001	34.2593	36.2745
Os01g0851700	CHC_T00008988001	49.1082	47.5259
Os01g0852900	CHC_T00000207001	22.3329	20.1282
Os01g0852900	CHC_T00002161001	17.2119	15.7757
Os01g0852900	CHC_T00007940001	17.7809	17.7809
Os01g0852900	CHC_T00008166001	14.0825	14.3478
Os01g0855400	CHC_T00007971001	21.2054	9.48104
Os01g0856000	CHC_T00008776001	22.5243	26.4237
Os01g0856600	CHC_T00002414001	12.7049	4.39716
Os01g0856850	CHC_465	44.6809	13.4615
Os01g0857200	CHC_T00001389001	14.9153	23.6559
Os01g0857700	CHC_T00004010001	38.6207	26.9231
Os01g0858500	CHC_T00008450001	14.6179	31.2057
Os01g0860300	CHC_T00010107001	62.037	62.037
Os01g0860601	CHC_450	35.1515	59.1837
Os01g0865100	CHC_T00000418001	42.671	40.4321
Os01g0866100	CHC_T00008795001	45.3202	24.6649
Os01g0866100	CHC_T00008840001	48.7685	26.5416
Os01g0866300	CHC_T00005369001	46.2963	35.9712
Os01g0866400	CHC_T00008537001	58.1121	54.8747
Os01g0866500	CHC_T00008749001	25	7.51773
Os01g0868200	CHC_T00005334001	25	22.3629
Os01g0868300	CHC_T00010052001	29.2699	32.7498
Os01g0869200	CHC_T00004326001	21.0526	16.0584
Os01g0869900	CHC_T00009076001	23.0556	21.5584
Os01g0870100	CHC_T00004271001	24.5596	35.6928
Os01g0871100	CHC_T00003090001	12.543	17.6755
Os01g0871300	CHC_T00006498001	29.9127	34.0796
Os01g0872700	CHC_T00001699001	5.61798	13.4529
Os01g0872800	CHC_T00009054001	16.0643	16.0321
Os01g0872800	CHC_T00009115001	14.6586	14.8374
Os01g0872900	CHC_T00001118001	42.1788	34.9537
Os01g0872900	CHC_T00001411001	32.6816	35.241
Os01g0872900	CHC_T00002185001	36.3129	29.7483
Os01g0872900	CHC_T00002863001	29.0503	41.4343
Os01g0872900	CHC_T00003053001	29.8883	36.3946
Os01g0872900	CHC_T00003142001	39.6648	34.9754
Os01g0872900	CHC_T00003249001	27.3743	24.5
Os01g0872900	CHC_T00003347001	29.8883	28.841
Os01g0872900	CHC_T00004346001	33.5196	50
Os01g0872900	CHC_T00004648001	39.3855	43.5185
Os01g0872900	CHC_T00004707001	33.7989	33.7989
Os01g0872900	CHC_T00004714001	38.2682	45.5149
Os01g0872900	CHC_T00005432001	41.8994	34.0136
Os01g0872900	CHC_T00005463001	30.1676	27.907
Os01g0872900	CHC_T00005626001	39.6648	31.4159
Os01g0872900	CHC_T00005688001	41.6201	43.5673
Os01g0872900	CHC_T00006700001	22.3464	39.2157
Os01g0872900	CHC_T00006840001	42.4581	30.9572
Os01g0872900	CHC_T00006868001	28.2123	23.6534
Os01g0872900	CHC_T00007285001	37.9888	39.5349
Os01g0872900	CHC_T00007669001	42.1788	34.2404
Os01g0872900	CHC_T00008002001	31.0056	29.443
Os01g0872900	CHC_T00008253001	33.2402	38.2637
Os01g0873100	CHC_T00009506001	58.0952	10.3215
Os01g0873700	CHC_T00004267001	26.1708	23.5149
Os01g0874800	CHC_T00005408001	21.229	7.23121
Os01g0874900	CHC_T00008323001	43.6667	55.2743
Os01g0875400	CHC_T00004193001	35.4286	29.7362
Os01g0875700	CHC_T00000787001	29.052	23.0024
Os01g0875700	CHC_T00004401001	30.8869	30.5136
Os01g0876100	CHC_T00001610001	19.1514	20.5665
Os01g0876100	CHC_T00002062001	17.3165	17.4365
Os01g0876100	CHC_T00007738001	17.3165	20.1602
Os01g0876400	CHC_T00005352001	12.96	8.12437
Os01g0877300	CHC_T00007300001	15.1389	14.5917
Os01g0881100	CHC_T00008646001	19.9616	14.4847
Os01g0882300	CHC_T00004267001	31.6667	28.2178
Os01g0884900	CHC_T00000177001	49.6454	14.9254
Os01g0885000	CHC_T00009007001	50.4505	49.1228
Os01g0886000	CHC_T00006905001	17.2316	22.5926
Os01g0886600	CHC_T00000060001	41.7339	36.5079
Os01g0886600	CHC_T00006198001	42.3387	37.8378
Os01g0886900	CHC_T00008668001	25.2971	29.5049
Os01g0888500	CHC_T00008585001	53.2156	29.8444
Os01g0888700	CHC_T00000519001	41.3442	44.6154
Os01g0889000	CHC_T00007693001	23.4679	22.0506
Os01g0891400	CHC_T00005365001	35.9833	32.5758
Os01g0894000	CHC_T00003519001	16.2347	18.3077
Os01g0896700	CHC_T00005732001	47.6974	48.9865
Os01g0896800	CHC_T00005732001	43.5435	48.9865
Os01g0897000	CHC_T00008702001	52.4752	48.773
Os01g0897700	CHC_T00009469001	13.9344	3.4413
Os01g0899425	CHC_950	29.2453	6.35246
Os01g0900900	CHC_T00005820001	30.1205	8.06452
Os01g0904200	CHC_T00003741001	35.9343	34.5168
Os01g0904400	CHC_T00003155001	42.9787	45.2104
Os01g0906600	CHC_T00002633001	24.374	21.2828
Os01g0907400	CHC_T00001463001	5.36547	29.1139
Os01g0907400	CHC_T00004626001	3.18818	22.1622
Os01g0907400	CHC_T00007939001	10.4199	14.8724
Os01g0907900	CHC_T00010103001	21.5227	15.6383
Os01g0908500	CHC_T00004326001	21.1712	17.1533
Os01g0909200	CHC_T00004988001	14.1127	16.1918
Os01g0911100	CHC_T00010240001	52.4109	42.735
Os01g0911900	CHC_T00005187001	26.6816	27.0455
Os01g0915400	CHC_T00009057001	48.7179	7.66902
Os01g0916600	CHC_T00010093001	36	36.9863
Os01g0916600	CHC_T00010299001	32.6667	29.3413
Os01g0916800	CHC_T00010249001	20.096	17.3936
Os01g0919100	CHC_T00007437001	16.388	30.0613
Os01g0920400	CHC_T00003610001	35.8191	39.7019
Os01g0921200	CHC_T00009379001	27.6376	29.0712
Os01g0923300	CHC_T00009206001	21.4286	6.2963
Os01g0924000	CHC_115	2.5641	5.95238
Os01g0924300	CHC_T00003930001	32.0329	31.7719
Os01g0924800	CHC_T00010252001	60.1266	35.4478
Os01g0925300	CHC_T00005334001	24.9395	21.73
Os01g0925700	CHC_T00008528001	26.6846	27.1233
Os01g0925700	CHC_T00008618001	29.9191	24.5575
Os01g0926200	CHC_T00001366001	19.6507	28.8462
Os01g0926400	CHC_T00008920001	27.7251	26.2921
Os01g0926400	CHC_T00009415001	26.3033	25.4005
Os01g0926400	CHC_T00009549001	22.9858	29.0419
Os01g0926600	CHC_T00008920001	28.6747	26.7416
