Gene stable ID	Lupinus angustifolius gene stable ID	%id. target Lupinus angustifolius gene identical to query gene	%id. query gene identical to target Lupinus angustifolius gene
Os01g0184900	TanjilG_08312	65.0546	68.3607
Os01g0185100	TanjilG_21164	36.5482	23.5294
Os01g0185200	TanjilG_15848	73.4925	53.4247
Os01g0185500	TanjilG_08315	48.2143	47.3684
Os01g0185900	TanjilG_00174	38.856	36.2799
Os01g0185900	TanjilG_01769	11.6371	35.5422
Os01g0186000	TanjilG_11359	29.0155	34.1463
Os01g0186000	TanjilG_14105	27.9793	58.6957
Os01g0187400	TanjilG_28491	64.5004	63.5675
Os01g0187500	TanjilG_23904	22.8723	10.0467
Os01g0187600	TanjilG_09057	37.7119	17.9074
Os01g0187600	TanjilG_09899	41.5254	23.445
Os01g0187600	TanjilG_09900	30.0847	14.3725
Os01g0187600	TanjilG_17584	37.2881	22.3919
Os01g0187600	TanjilG_17585	39.8305	18.9135
Os01g0188100	TanjilG_25157	52.0958	65.9091
Os01g0188100	TanjilG_29737	65.2695	69.6486
Os01g0188200	TanjilG_11700	26.7797	19.1283
Os01g0188400	TanjilG_00449	71.0485	76.9492
Os01g0188400	TanjilG_16216	6.10329	34.5133
Os01g0188400	TanjilG_25156	69.3271	72.9819
Os01g0190400	TanjilG_02943	65.7205	60.5634
Os01g0190500	TanjilG_00447	43.6559	51.5228
Os01g0190500	TanjilG_29745	47.0968	50.9302
Os01g0191000	TanjilG_16276	61.3636	45.3782
Os01g0191100	TanjilG_19779	58.7719	54.4715
Os01g0191150	TanjilG_02936	56.8966	25.1908
Os01g0191150	TanjilG_29748	53.4483	23.6641
Os01g0191150	TanjilG_29997	56.8966	25.1908
Os01g0191200	TanjilG_00130	36.9637	42.7481
Os01g0191200	TanjilG_18148	38.9439	45.2107
Os01g0191300	TanjilG_11332	60.97	55.3459
Os01g0191500	TanjilG_00129	59.0099	58.6614
Os01g0191500	TanjilG_02934	58.8119	58.2353
Os01g0191900	TanjilG_01072	35.6061	34.1818
Os01g0191900	TanjilG_12008	35.9848	32.0946
Os01g0191900	TanjilG_18261	30.6818	32.2709
Os01g0192000	TanjilG_02932	47.4093	51.4045
Os01g0192000	TanjilG_18260	46.6321	52.4781
Os01g0192600	TanjilG_00371	68.8761	68.6782
Os01g0192600	TanjilG_11343	65.4179	34.1867
Os01g0192600	TanjilG_18268	63.6888	68.4211
Os01g0192900	TanjilG_11340	56.2852	66.9643
Os01g0192900	TanjilG_18266	51.7824	66.3462
Os01g0193900	TanjilG_17605	30.1305	21.7839
Os01g0193900	TanjilG_29308	29.656	20
Os01g0194600	TanjilG_24837	39.2	33.1081
Os01g0195200	TanjilG_03515	62.9464	22.3987
Os01g0195200	TanjilG_15674	60.4911	38.8252
Os01g0195200	TanjilG_17581	62.9464	18.2998
Os01g0195500	TanjilG_17583	65.8291	61.215
Os01g0196500	TanjilG_18133	42.2886	45.2128
Os01g0196600	TanjilG_18275	62.6305	59.5238
Os01g0197200	TanjilG_15676	80.9717	71.3012
Os01g0197200	TanjilG_18132	81.3765	66.6667
Os01g0197700	TanjilG_09057	36.9911	42.0523
Os01g0197700	TanjilG_09899	32.7434	44.2584
Os01g0197700	TanjilG_09900	35.9292	41.0931
Os01g0197700	TanjilG_17584	29.3805	42.2392
Os01g0197700	TanjilG_17585	38.4071	43.662
Os01g0197900	TanjilG_29736	43.1525	17.1634
Os01g0198000	TanjilG_29736	40.4722	24.666
Os01g0198100	TanjilG_29736	19.0789	8.94142
Os01g0198200	TanjilG_00142	71.8553	73.591
Os01g0198200	TanjilG_20969	72.0126	72.0126
Os01g0198200	TanjilG_32021	71.6981	78.6207
Os01g0198500	TanjilG_29734	25.7384	29.3269
Os01g0198900	TanjilG_13092	22.2222	28.7425
Os01g0198900	TanjilG_28500	21.7593	27.8107
Os01g0199300	TanjilG_13092	24.4792	28.1437
Os01g0199300	TanjilG_28500	26.0417	29.5858
Os01g0199400	TanjilG_28501	62.2785	64.3979
Os01g0199700	TanjilG_10060	28.9362	35.7895
Os01g0199900	TanjilG_10131	61.0143	60.7256
Os01g0200300	TanjilG_28502	54.0603	27.6722
Os01g0200400	TanjilG_21002	50.3817	50.5747
Os01g0200600	TanjilG_16337	32.0175	38.6243
Os01g0200600	TanjilG_18694	38.1579	36.0996
Os01g0200600	TanjilG_21129	35.0877	35.5556
Os01g0200700	TanjilG_01135	59.6774	56.9231
Os01g0201100	TanjilG_03662	47.7083	54.2654
Os01g0201100	TanjilG_15214	46.0417	56.2341
Os01g0201100	TanjilG_23004	47.2917	53.1616
Os01g0201200	TanjilG_05555	40.675	45.9839
Os01g0201200	TanjilG_21695	43.1616	47.2763
Os01g0201250	TanjilG_01137	39.1509	41.0891
Os01g0201250	TanjilG_03664	40.566	36.4407
Os01g0201250	TanjilG_13097	38.2075	39.5122
Os01g0201250	TanjilG_15211	37.7358	36.8664
Os01g0201250	TanjilG_23001	41.5094	39.819
Os01g0201400	TanjilG_14517	26.7123	32.5
Os01g0201400	TanjilG_17601	30.8219	39.823
Os01g0202700	TanjilG_15264	52.2727	52.8736
Os01g0202800	TanjilG_11396	54.3071	56.8627
Os01g0202800	TanjilG_27606	53.1835	52.0147
Os01g0203300	TanjilG_15290	32.1267	25.9124
Os01g0203800	TanjilG_03685	35.3846	39.6552
Os01g0203800	TanjilG_11411	30.1923	34.8115
Os01g0203800	TanjilG_15169	34.6154	39.7351
Os01g0203800	TanjilG_15285	34.4231	38.8286
Os01g0203800	TanjilG_24250	32.5	36.1884
Os01g0204000	TanjilG_15287	36.1328	38.3817
Os01g0205200	TanjilG_24245	45.4273	36.4183
Os01g0205600	TanjilG_13075	37.6518	39.0756
Os01g0205600	TanjilG_30766	36.8421	37.4486
Os01g0205700	TanjilG_06550	85.8369	49.2611
Os01g0205700	TanjilG_11079	45.4936	58.8889
Os01g0205700	TanjilG_11420	86.6953	68.2432
Os01g0205700	TanjilG_24244	85.4077	53.3512
Os01g0206300	TanjilG_11424	54.4031	51.1029
Os01g0206300	TanjilG_24241	54.2074	56.5306
Os01g0206700	TanjilG_11425	59.6529	61.7978
Os01g0206800	TanjilG_11427	40.41	50.7353
Os01g0206800	TanjilG_24240	46.7057	47.4702
Os01g0207700	TanjilG_26733	29.3436	25.3333
Os01g0207700	TanjilG_31883	14.6718	14.2857
Os01g0207900	TanjilG_26733	38.2979	48
Os01g0207900	TanjilG_31883	26.5957	37.594
Os01g0208000	TanjilG_26733	27.2727	15
Os01g0208000	TanjilG_31883	19.3939	12.0301
Os01g0208600	TanjilG_24237	25.937	27.8135
Os01g0209000	TanjilG_22697	69.0559	70.41
Os01g0209200	TanjilG_16481	54.4747	59.322
Os01g0209200	TanjilG_19675	56.4202	56.6406
Os01g0209200	TanjilG_24233	61.4786	61.0039
Os01g0209200	TanjilG_31843	52.9183	55.7377
Os01g0209400	TanjilG_24374	54.2208	54.7541
Os01g0209700	TanjilG_24372	46.2687	44.1595
Os01g0209700	TanjilG_31897	45.9701	46.6667
Os01g0210400	TanjilG_27431	40.8818	54.8387
Os01g0210600	TanjilG_27432	44.3114	44.8485
Os01g0210700	TanjilG_20224	54.9085	43.1937
Os01g0210800	TanjilG_20226	23.0769	7.46888
Os01g0210900	TanjilG_20227	54.2074	53.7864
Os01g0210900	TanjilG_20228	58.5127	58.9744
Os01g0211000	TanjilG_20227	54.4061	55.1456
Os01g0211000	TanjilG_20228	58.4291	60.1578
Os01g0211200	TanjilG_20227	53.9683	52.8155
Os01g0211200	TanjilG_20228	58.3333	57.9882
Os01g0211600	TanjilG_20227	60.2094	44.6602
Os01g0211600	TanjilG_20228	67.801	51.0848
Os01g0211800	TanjilG_15192	33.6364	44.9393
Os01g0211800	TanjilG_25162	42.7273	46.0784
Os01g0211800	TanjilG_31831	44.2424	46.6454
Os01g0214200	TanjilG_00167	58.8235	56.6802
Os01g0214300	TanjilG_11674	39.1566	6.12053
Os01g0214300	TanjilG_19677	37.3494	4.11141
Os01g0214300	TanjilG_31835	35.5422	9.68801
Os01g0214400	TanjilG_31836	51.5748	35.1206
Os01g0217000	TanjilG_15163	41.7722	25.8216
Os01g0217000	TanjilG_15297	42.5316	47.191
Os01g0217000	TanjilG_21894	34.4304	40.8408
Os01g0217000	TanjilG_22673	43.2911	47.8992
Os01g0217000	TanjilG_27358	42.5316	46.6667
Os01g0217000	TanjilG_27403	45.3165	50.7082
Os01g0217000	TanjilG_31838	43.5443	47.1233
Os01g0218100	TanjilG_00169	34.0824	35.2713
Os01g0218100	TanjilG_27401	32.5843	34.8
Os01g0218200	TanjilG_03680	54.4643	54.8726
Os01g0218200	TanjilG_16480	43.1548	47.619
Os01g0218200	TanjilG_22701	56.6964	54.6628
Os01g0218200	TanjilG_31842	44.7917	43.1232
Os01g0218500	TanjilG_21189	47.1014	73.8636
Os01g0218700	TanjilG_14348	57.5875	65.5835
Os01g0219000	TanjilG_00122	36.0324	34.6304
Os01g0219200	TanjilG_11205	28.0576	19.0244
Os01g0220200	TanjilG_05511	55.3719	12.5704
Os01g0220200	TanjilG_11206	57.0248	17.9688
Os01g0220200	TanjilG_18058	55.3719	18.5083
Os01g0220200	TanjilG_25681	24.7934	10.2041
Os01g0220300	TanjilG_21073	54.7945	55.9441
Os01g0221300	TanjilG_18250	26.1628	20.5167
Os01g0222500	TanjilG_14854	12.1212	38.8889
Os01g0222500	TanjilG_19382	70.5628	68.4874
Os01g0222500	TanjilG_22912	66.2338	66.5217
Os01g0223600	TanjilG_15647	53.6585	43.3498
Os01g0223600	TanjilG_18257	54.065	43.4641
Os01g0223600	TanjilG_19899	55.4878	43.1962
Os01g0224100	TanjilG_18252	30	31.405
Os01g0224100	TanjilG_19901	29.2105	31.0056
Os01g0224100	TanjilG_22914	28.9474	31.339
Os01g0224200	TanjilG_14304	36.8627	34.3066
Os01g0224400	TanjilG_02490	50	13.6499
Os01g0224400	TanjilG_14077	53.2609	12.1287
Os01g0224400	TanjilG_18251	50	11.0843
Os01g0224700	TanjilG_24202	53.303	56.6586
Os01g0224700	TanjilG_30742	52.164	55.5825
Os01g0225000	TanjilG_16321	59.0062	63.3333
Os01g0225000	TanjilG_21116	38.1988	54.4248
Os01g0225100	TanjilG_02909	20.922	11.3027
Os01g0225300	TanjilG_06381	46.7577	25.7519
Os01g0226200	TanjilG_17998	23.913	30.4615
Os01g0226300	TanjilG_11605	62.9213	44.2688
Os01g0226300	TanjilG_13685	61.236	42.0849
Os01g0226300	TanjilG_14302	70.7865	52.2822
Os01g0226400	TanjilG_22910	63.9286	64.3885
Os01g0226600	TanjilG_18749	46.4939	50.4967
Os01g0227200	TanjilG_30748	48.0737	63.7778
Os01g0227300	TanjilG_16325	86.9565	90
Os01g0227500	TanjilG_00341	30.8378	39.1403
Os01g0227500	TanjilG_00342	22.9947	38.8554
Os01g0227500	TanjilG_07185	34.0463	39.3004
Os01g0227700	TanjilG_00341	30.6122	37.3303
Os01g0227700	TanjilG_00342	23.5622	38.253
Os01g0227700	TanjilG_07185	36.5492	40.535
Os01g0227800	TanjilG_00341	30.9259	37.7828
Os01g0227800	TanjilG_00342	23.1481	37.6506
Os01g0227800	TanjilG_07185	36.2963	40.3292
Os01g0228300	TanjilG_00100	42.7928	53.6723
Os01g0228300	TanjilG_24205	61.2613	62.963
Os01g0228400	TanjilG_20976	37.8931	27.4175
Os01g0228400	TanjilG_30749	37.2642	36.294
Os01g0228600	TanjilG_25796	63.6076	64.0127
Os01g0228800	TanjilG_30751	20.3785	17.1149
Os01g0229100	TanjilG_24212	17.0825	51.4451
Os01g0229200	TanjilG_21004	44.7257	47.8916
Os01g0229200	TanjilG_24214	44.1632	46.7262
Os01g0229400	TanjilG_30756	75.7009	81
Os01g0229500	TanjilG_21122	32.9341	35.9477
Os01g0229500	TanjilG_23911	28.7425	31.3725
Os01g0229900	TanjilG_01134	24.2647	9.2827
Os01g0229900	TanjilG_16518	20.9559	12.8959
Os01g0230200	TanjilG_16330	29.3103	39.5349
Os01g0230200	TanjilG_20186	26.601	39.4161
Os01g0230200	TanjilG_21125	28.5714	39.1892
Os01g0231000	TanjilG_30758	51.711	44.0129
Os01g0231500	TanjilG_06834	64.8837	68.3824
Os01g0231700	TanjilG_19871	57.1429	58.1197
Os01g0231700	TanjilG_25003	59.6639	60.1695
Os01g0231800	TanjilG_16336	51.8672	24.0848
Os01g0231900	TanjilG_16336	45.3799	42.5819
Os01g0232300	TanjilG_16334	50.8523	21.4115
Os01g0232400	TanjilG_21126	6.49351	38.4615
Os01g0232400	TanjilG_23906	45.7431	48.3969
Os01g0232500	TanjilG_01134	36.0825	24.6132
Os01g0232500	TanjilG_16518	36.2887	39.819
Os01g0232700	TanjilG_14389	75.0529	81.422
Os01g0233000	TanjilG_15046	39.7059	37.156
Os01g0233100	TanjilG_13892	50.5092	53.6797
Os01g0233400	TanjilG_01205	60.7143	64.9682
Os01g0233500	TanjilG_13892	49.2126	54.1126
Os01g0233800	TanjilG_14344	57.5188	53.125
Os01g0233800	TanjilG_29764	57.7068	60.9127
Os01g0233900	TanjilG_01134	36.129	23.6287
Os01g0233900	TanjilG_16518	31.828	33.4842
Os01g0234100	TanjilG_20897	11.3131	46.281
Os01g0234100	TanjilG_20898	15.1515	27.881
Os01g0234300	TanjilG_21720	37.3057	24.2833
Os01g0234700	TanjilG_07556	32.8185	37.2807
Os01g0234800	TanjilG_13916	85.6164	62.5
Os01g0234850	TanjilG_02513	32.5275	34.9057
Os01g0234850	TanjilG_05508	30.5494	42.638
Os01g0234850	TanjilG_10873	32.0879	35.8722
Os01g0234850	TanjilG_11201	38.6813	27.8922
Os01g0234850	TanjilG_17990	47.2527	37.4564
Os01g0234850	TanjilG_18063	24.1758	39.4265
Os01g0234850	TanjilG_22927	47.033	38.5586
Os01g0234850	TanjilG_25685	31.8681	34.1981
Os01g0234900	TanjilG_02514	70.317	78.7097
Os01g0234900	TanjilG_05507	68.8761	77.0968
Os01g0234900	TanjilG_08071	74.3516	79.6296
Os01g0234900	TanjilG_10874	63.1124	79.3478
Os01g0234900	TanjilG_11200	68.5879	76.7742
Os01g0234900	TanjilG_18065	69.1643	77.4194
Os01g0234900	TanjilG_21716	74.3516	79.6296
Os01g0235200	TanjilG_11199	30.1435	41.0423
Os01g0235200	TanjilG_21715	40.9091	37.6652
Os01g0235350	TanjilG_23260	26.2857	30.313
Os01g0235350	TanjilG_29971	27.7143	16.0862
Os01g0235350	TanjilG_31963	26.5714	28.4404
Os01g0235400	TanjilG_05499	50.9225	28.5124
Os01g0235400	TanjilG_11196	50.369	28.8279
Os01g0235400	TanjilG_18067	50	27.967
Os01g0235700	TanjilG_05502	43.5981	43.3172
Os01g0235700	TanjilG_05503	35.0081	42.8571
Os01g0235700	TanjilG_11198	44.0843	43.1062
Os01g0235700	TanjilG_25687	40.6807	41.4191
Os01g0236300	TanjilG_02516	45.9227	38.4431
Os01g0236300	TanjilG_10879	45.2074	46.1314
Os01g0236300	TanjilG_12751	47.7825	48.9736
Os01g0236300	TanjilG_14434	47.3534	35.2128
Os01g0236300	TanjilG_29238	43.7768	46.7176
Os01g0236400	TanjilG_24860	38.1703	37.6947
Os01g0237000	TanjilG_24413	38.2716	38.75
Os01g0238800	TanjilG_06557	40	40.8602
Os01g0238800	TanjilG_11689	36.8421	37.6344
Os01g0238800	TanjilG_20941	40	37.6238
Os01g0238800	TanjilG_27425	40	40.8602
Os01g0238800	TanjilG_31155	42.1053	43.0108
Os01g0239000	TanjilG_06559	38.0334	48.5782
Os01g0239200	TanjilG_05547	70.9832	72.549
Os01g0239700	TanjilG_05546	59.3812	32.337
Os01g0239700	TanjilG_27420	59.7804	60.02
Os01g0241400	TanjilG_19687	35.2941	47.0588
Os01g0241400	TanjilG_20944	43.3824	35.9756
Os01g0242200	TanjilG_06561	48.1928	42.8266
Os01g0242200	TanjilG_11684	45.3012	42.6304
Os01g0242400	TanjilG_00164	18.4739	14.375
Os01g0242400	TanjilG_13869	10.0402	23.8095
Os01g0242900	TanjilG_31907	50.641	47.0238
Os01g0243000	TanjilG_16501	55.4318	51.2887
Os01g0243100	TanjilG_10527	48.8372	22.4054
Os01g0243700	TanjilG_15308	51.2397	53.913
Os01g0246400	TanjilG_17746	42.0792	36.7965
Os01g0247500	TanjilG_15307	56.5714	64.7059
Os01g0247700	TanjilG_19698	46.9741	43.0079
Os01g0247900	TanjilG_14136	54.386	58.125
Os01g0247900	TanjilG_24263	55.5556	59.375
Os01g0248300	TanjilG_14085	48.75	49.1597
Os01g0248400	TanjilG_14345	81.401	84.8867
Os01g0248500	TanjilG_14085	49.5833	50
Os01g0248600	TanjilG_15360	66.8246	62.9464
Os01g0248900	TanjilG_24384	61.3546	60.1562
Os01g0249100	TanjilG_24384	58.7156	50
Os01g0249200	TanjilG_05325	54.6255	59.9034
Os01g0249300	TanjilG_24177	55.5556	43.2099
Os01g0249900	TanjilG_29282	28.5256	21.0402
Os01g0250900	TanjilG_29175	62.6943	64.3617
Os01g0251200	TanjilG_05338	38.806	34.9633
Os01g0252100	TanjilG_17628	85.5392	85.1219
Os01g0252100	TanjilG_22260	82.598	74.8889
Os01g0253000	TanjilG_07737	59.2677	29.9422
Os01g0253000	TanjilG_10127	56.9794	28.6866
Os01g0253100	TanjilG_05349	57.7684	62.4427
Os01g0253300	TanjilG_17612	82.8897	82.1092
Os01g0253600	TanjilG_14334	44.3396	50
Os01g0253600	TanjilG_19616	51.8868	51.4019
Os01g0253800	TanjilG_26955	10.8571	25.3333
Os01g0253900	TanjilG_33067	42.1499	44.0177
Os01g0254000	TanjilG_17915	88.601	88.601
Os01g0254000	TanjilG_17916	88.601	88.601
Os01g0254000	TanjilG_22254	92.7461	92.7461
Os01g0254000	TanjilG_26954	91.7098	91.7098
Os01g0254000	TanjilG_29130	91.1917	91.1917
Os01g0254000	TanjilG_29131	90.1554	90.1554
Os01g0254100	TanjilG_01044	74.1364	61.8625
Os01g0254100	TanjilG_17608	74.1364	74.0053
Os01g0254100	TanjilG_29121	64.039	66.0274
Os01g0255000	TanjilG_01050	49.6894	50.3145
Os01g0255000	TanjilG_01051	53.4161	53.9185
Os01g0255000	TanjilG_01052	52.4845	53.481
Os01g0255000	TanjilG_29112	59.0062	54.2857
Os01g0255100	TanjilG_01050	48.4568	49.3711
Os01g0255100	TanjilG_01051	52.4691	53.2915
Os01g0255100	TanjilG_01052	50.3086	51.5823
Os01g0255100	TanjilG_29112	57.716	53.4286
Os01g0256900	TanjilG_01821	82.3129	61.4213
Os01g0256900	TanjilG_11504	85.7143	85.1351
Os01g0257100	TanjilG_14517	32.0611	35
Os01g0257100	TanjilG_17601	37.4046	43.3628
Os01g0257300	TanjilG_19340	60.5505	60.5505
Os01g0257400	TanjilG_06275	34.1202	45.5587
Os01g0257400	TanjilG_20231	36.9099	47.3829
Os01g0257400	TanjilG_20235	36.9099	47.3829
Os01g0258700	TanjilG_06275	34.874	47.5645
Os01g0258700	TanjilG_20231	36.5546	47.9339
Os01g0258700	TanjilG_20235	36.5546	47.9339
Os01g0259400	TanjilG_20253	51.263	59.8439
Os01g0259400	TanjilG_20255	18.0535	66.2125
Os01g0259600	TanjilG_09967	66.1972	14.3293
Os01g0259600	TanjilG_20452	65.493	18.4158
Os01g0260700	TanjilG_09381	69.1558	71.9595
Os01g0260700	TanjilG_23279	69.8052	74.6528
Os01g0261100	TanjilG_08180	24.3619	43.2099
Os01g0261100	TanjilG_15066	36.1949	35.8621
Os01g0261100	TanjilG_27329	38.051	37.7011
Os01g0261100	TanjilG_29367	35.0348	34.1629
Os01g0261100	TanjilG_31021	40.3712	40
Os01g0261500	TanjilG_08179	45.7143	26.5781
Os01g0262500	TanjilG_08178	38.914	57.7181
Os01g0262500	TanjilG_31022	44.3439	51.8519
Os01g0262600	TanjilG_31024	64.7303	68.7225
Os01g0263000	TanjilG_08177	59.9424	59.4286
Os01g0263600	TanjilG_16144	78.6974	55.7692
Os01g0264000	TanjilG_01785	28.8306	31.291
Os01g0264100	TanjilG_22692	48.4375	33.1197
Os01g0265100	TanjilG_16578	97.7901	90.7692
Os01g0265100	TanjilG_25124	97.7901	97.7901
Os01g0265200	TanjilG_12248	58.0052	63.6888
Os01g0265200	TanjilG_24315	58.5302	58.8391
Os01g0265700	TanjilG_25768	52.2822	60.5769
Os01g0265800	TanjilG_00238	43.6735	44.3064
Os01g0265800	TanjilG_21781	46.5306	45.9677
Os01g0265900	TanjilG_16537	62.0155	64.5161
Os01g0266000	TanjilG_00239	34.5238	34.6363
Os01g0266100	TanjilG_07773	15.6863	23.5294
Os01g0266600	TanjilG_06826	70.7071	70
Os01g0267200	TanjilG_11393	92.1824	83.7278
Os01g0267200	TanjilG_24487	93.8111	92.3077
Os01g0267600	TanjilG_06684	38.9011	37.2632
Os01g0268100	TanjilG_21161	38.4774	47.5827
Os01g0268100	TanjilG_22334	40.9465	53.3512
Os01g0268100	TanjilG_22335	45.0617	47.5054
Os01g0268100	TanjilG_23925	48.5597	54.1284
Os01g0268700	TanjilG_06667	25.6858	42.0408
Os01g0268700	TanjilG_22345	27.182	43.4263
Os01g0268800	TanjilG_31164	60.9589	60.9589
Os01g0268900	TanjilG_16484	41.115	39.5973
Os01g0269900	TanjilG_15272	57.3427	61.3466
Os01g0270100	TanjilG_06675	52.4	55.042
Os01g0270100	TanjilG_22341	56	57.6132
Os01g0270700	TanjilG_13021	37.9464	38.0313
Os01g0270700	TanjilG_31651	38.6161	38.7025
Os01g0271500	TanjilG_06828	70.7317	21.7007
Os01g0271700	TanjilG_31192	69.8113	42.0455
Os01g0272600	TanjilG_22359	63.9785	66.1111
Os01g0273100	TanjilG_17987	56.0209	60.1124
Os01g0273100	TanjilG_22930	58.1152	64.1618
Os01g0273300	TanjilG_01845	25.1397	27.439
Os01g0273300	TanjilG_06852	29.7952	35.0109
Os01g0273300	TanjilG_11486	25.6983	27.9352
Os01g0273500	TanjilG_10516	52.1277	9.79347
Os01g0274500	TanjilG_08527	67.5214	63.7097
Os01g0274500	TanjilG_31257	70.0855	66.3968
Os01g0274800	TanjilG_20565	49.0566	36.3129
Os01g0275200	TanjilG_11112	50.5353	26.1062
Os01g0275200	TanjilG_19765	52.8908	26.4737
Os01g0275600	TanjilG_11112	64.4911	64.4911
Os01g0275600	TanjilG_19765	69.8009	67.6313
Os01g0275900	TanjilG_16392	43.6662	32.0219
Os01g0275950	TanjilG_16392	36.8902	13.224
Os01g0276000	TanjilG_12054	81.982	81.25
Os01g0276000	TanjilG_26693	81.982	81.25
Os01g0276000	TanjilG_32430	81.982	81.25
Os01g0276100	TanjilG_10920	8.83978	65.3061
Os01g0276100	TanjilG_27888	82.0442	82.5
Os01g0276200	TanjilG_31558	44.2029	59.4156
Os01g0276400	TanjilG_20574	52.6442	48.3444
Os01g0276500	TanjilG_18665	55.5556	60.0707
Os01g0276700	TanjilG_09383	81.3726	81.854
Os01g0276700	TanjilG_21193	60.1961	71.897
Os01g0276700	TanjilG_23272	79.4118	81.6532
Os01g0276800	TanjilG_23270	46.9055	44.1041
Os01g0277500	TanjilG_01785	27.4368	33.2604
Os01g0278000	TanjilG_00322	27.3913	27.1552
Os01g0278000	TanjilG_13017	28.6957	28.0851
Os01g0278200	TanjilG_19598	3.63636	0.619195
Os01g0278200	TanjilG_23952	0	0
Os01g0278200	TanjilG_23953	50.9091	3.27103
Os01g0278900	TanjilG_13014	39.1608	36.129
Os01g0278900	TanjilG_23058	38.4615	35.2564
Os01g0278950	TanjilG_05433	45.1572	37.5916
Os01g0279000	TanjilG_00315	31.6302	39.6341
Os01g0279000	TanjilG_00316	28.2238	48.5356
Os01g0279000	TanjilG_12035	20.438	34.1463
Os01g0279000	TanjilG_12036	29.1971	43.6364
Os01g0279000	TanjilG_13011	30.4136	46.1255
Os01g0279000	TanjilG_21768	48.9051	42.3158
Os01g0279100	TanjilG_00314	69.1176	78.3333
Os01g0279100	TanjilG_12032	75	75.5556
Os01g0279100	TanjilG_21769	78.9216	79.9007
Os01g0279200	TanjilG_14123	89.0661	89.6789
Os01g0279200	TanjilG_21772	88.3827	89.6074
Os01g0279400	TanjilG_21161	36.4185	46.056
Os01g0279400	TanjilG_22334	39.839	53.0831
Os01g0279400	TanjilG_22335	41.8511	45.1193
Os01g0279400	TanjilG_23925	45.4728	51.8349
Os01g0279700	TanjilG_30870	72.4008	74.6589
Os01g0279900	TanjilG_06659	79.9392	59.3679
Os01g0279900	TanjilG_22352	81.459	60.9091
Os01g0280000	TanjilG_06664	53.6866	56.9682
Os01g0280000	TanjilG_22349	53.6866	56.9682
Os01g0280400	TanjilG_13036	44.8445	47.1601
Os01g0281400	TanjilG_24449	76.2105	75.891
Os01g0283000	TanjilG_13927	49.5895	48.32
Os01g0283100	TanjilG_25138	74.1445	72.2222
Os01g0284500	TanjilG_05325	54.6296	57.0048
Os01g0284700	TanjilG_05329	48.125	30.8
Os01g0284900	TanjilG_05330	26.5993	26.5993
Os01g0285300	TanjilG_05324	34.3458	36.5672
Os01g0286100	TanjilG_05332	17.5824	23.0453
Os01g0288200	TanjilG_14152	40	42.6667
Os01g0288200	TanjilG_29180	41.25	44.5946
Os01g0290000	TanjilG_22264	60.202	58.317
Os01g0292200	TanjilG_29173	34.0564	51.9868
Os01g0292700	TanjilG_17631	41.4894	22.2857
Os01g0293100	TanjilG_03766	26.1214	21.3823
Os01g0293200	TanjilG_01851	38.4615	39.5062
Os01g0295700	TanjilG_29160	54.2105	53.23
Os01g0295900	TanjilG_08108	48.731	14.5455
Os01g0296100	TanjilG_17628	80.8824	80.4878
Os01g0296100	TanjilG_22260	78.1863	70.8889
Os01g0297200	TanjilG_29104	39.8482	42.8571
Os01g0299200	TanjilG_17625	41.7073	27.7597
Os01g0299300	TanjilG_01648	37.3355	45.3094
Os01g0299500	TanjilG_14365	37.2881	26.4
Os01g0299500	TanjilG_17933	37.8531	28.0335
Os01g0299500	TanjilG_29149	35.5932	25.3012
Os01g0300200	TanjilG_14357	92.9276	92.9276
Os01g0300200	TanjilG_17931	92.4342	92.4342
Os01g0300600	TanjilG_05348	56.7961	19.5
Os01g0300900	TanjilG_17617	50.9615	51.876
Os01g0303200	TanjilG_23916	63.7022	61.2935
Os01g0303300	TanjilG_29135	55.2326	52.7778
Os01g0303600	TanjilG_33064	34.5455	36.019
Os01g0304000	TanjilG_17917	88.3333	15.0568
Os01g0304000	TanjilG_29132	93.3333	91.8033
Os01g0304300	TanjilG_03661	50.2479	50.5824
Os01g0304300	TanjilG_13090	46.7769	53.0957
Os01g0304300	TanjilG_21693	50.0826	46.6154
Os01g0304300	TanjilG_23007	51.405	52.0938
Os01g0304300	TanjilG_24418	49.0909	51.0309
Os01g0305900	TanjilG_29128	29.9685	29.2308
Os01g0306400	TanjilG_11428	22.9008	24
Os01g0306400	TanjilG_23048	24.4275	27.7056
Os01g0308600	TanjilG_16494	18.8235	23.3577
Os01g0309800	TanjilG_29122	23.7903	29.064
Os01g0309900	TanjilG_17906	19.685	36.2319
Os01g0311500	TanjilG_06477	53.4557	52.6036
Os01g0311500	TanjilG_20287	51.1879	59.1022
Os01g0311500	TanjilG_20314	55.6156	54.3249
Os01g0311800	TanjilG_14534	49.5512	53.5922
Os01g0311800	TanjilG_16489	49.3716	51.4019
Os01g0311800	TanjilG_16491	49.3716	51.4019
Os01g0311800	TanjilG_31179	49.5512	49.0231
Os01g0312500	TanjilG_14536	63.0841	47.7032
Os01g0312800	TanjilG_14537	70.1403	67.9612
Os01g0314300	TanjilG_08082	76.2431	81.1765
Os01g0314600	TanjilG_14091	22.4359	32.7103
Os01g0314600	TanjilG_15301	18.5897	34.5238
Os01g0315600	TanjilG_16485	47.4684	22.3881
Os01g0315700	TanjilG_16485	45.3125	17.3134
