Gene stable ID	Glycine max gene stable ID	%id. target Glycine max gene identical to query gene	%id. query gene identical to target Glycine max gene
Os01g0116000	GLYMA_13G033100	20.3216	46.4883
Os01g0116000	GLYMA_13G033300	22.3684	45.1327
Os01g0116000	GLYMA_13G033400	32.4561	31.4003
Os01g0116000	GLYMA_13G033500	32.4561	32.1273
Os01g0116000	GLYMA_13G033800	22.5146	44
Os01g0116000	GLYMA_13G079100	24.5614	50.7553
Os01g0116000	GLYMA_14G113200	25.731	46.9333
Os01g0116000	GLYMA_14G118800	34.6491	33.8088
Os01g0116000	GLYMA_17G214100	31.7251	34.8315
Os01g0116000	GLYMA_17G214400	32.3099	34.3701
Os01g0116000	GLYMA_17G214600	29.9708	35.3448
Os01g0116000	GLYMA_17G214900	32.0175	34.9282
Os01g0116000	GLYMA_18G204100	19.5906	51.7375
Os01g0116000	GLYMA_19G069300	33.9181	32.7684
Os01g0116200	GLYMA_02G100300	33.3803	33.1933
Os01g0116200	GLYMA_02G183300	24.507	46.5241
Os01g0116200	GLYMA_04G117000	16.9014	46.5116
Os01g0116200	GLYMA_04G117300	19.5775	48.7719
Os01g0116200	GLYMA_13G032600	31.1268	32.7407
Os01g0116200	GLYMA_13G032800	22.2535	47.7341
Os01g0116200	GLYMA_13G033000	32.3944	32.9513
Os01g0116200	GLYMA_13G033100	19.7183	46.8227
Os01g0116200	GLYMA_13G033300	21.1268	44.2478
Os01g0116200	GLYMA_13G033400	31.831	31.9661
Os01g0116200	GLYMA_13G033500	31.1268	31.9826
Os01g0116200	GLYMA_13G033800	21.6901	44
Os01g0116200	GLYMA_13G079100	23.5211	50.4532
Os01g0116200	GLYMA_14G113200	24.507	46.4
Os01g0116200	GLYMA_14G118800	32.9577	33.3809
Os01g0116200	GLYMA_17G214100	30.7042	34.992
Os01g0116200	GLYMA_17G214400	31.2676	34.5257
Os01g0116200	GLYMA_17G214600	29.0141	35.5172
Os01g0116200	GLYMA_17G214900	30.8451	34.9282
Os01g0116200	GLYMA_18G204100	19.1549	52.5097
Os01g0116200	GLYMA_19G069300	33.5211	33.6158
Os01g0116400	GLYMA_02G100300	32.9394	31.2325
Os01g0116400	GLYMA_02G183300	24.8154	44.9198
Os01g0116400	GLYMA_04G117000	17.1344	44.9612
Os01g0116400	GLYMA_04G117300	21.1226	50.1754
Os01g0116400	GLYMA_13G032600	32.7917	32.8889
Os01g0116400	GLYMA_13G032800	23.9291	48.9426
Os01g0116400	GLYMA_13G033000	33.5303	32.5215
Os01g0116400	GLYMA_13G033100	20.9749	47.4916
Os01g0116400	GLYMA_13G033300	22.8951	45.7227
Os01g0116400	GLYMA_13G033400	33.3826	31.9661
Os01g0116400	GLYMA_13G033500	33.3826	32.7062
Os01g0116400	GLYMA_13G033800	23.6337	45.7143
Os01g0116400	GLYMA_13G079100	25.5539	52.2659
Os01g0116400	GLYMA_14G113200	25.997	46.9333
Os01g0116400	GLYMA_14G118800	33.9734	32.8103
Os01g0116400	GLYMA_17G214100	32.644	35.4735
Os01g0116400	GLYMA_17G214400	33.0872	34.8367
Os01g0116400	GLYMA_17G214600	30.2806	35.3448
Os01g0116400	GLYMA_17G214900	32.4963	35.0877
Os01g0116400	GLYMA_18G204100	20.6795	54.0541
Os01g0116400	GLYMA_19G069300	34.1211	32.6271
Os01g0116600	GLYMA_05G163800	53.8931	44.5145
Os01g0116600	GLYMA_08G121100	53.8931	44.8539
Os01g0116800	GLYMA_02G100300	45.7447	24.0896
Os01g0116800	GLYMA_02G183300	44.4149	44.6524
Os01g0116800	GLYMA_04G117000	31.117	45.3488
Os01g0116800	GLYMA_04G117300	38.0319	50.1754
Os01g0116800	GLYMA_13G032600	44.9468	25.037
Os01g0116800	GLYMA_13G032800	43.3511	49.2447
Os01g0116800	GLYMA_13G033000	47.0745	25.3582
Os01g0116800	GLYMA_13G033100	37.766	47.4916
Os01g0116800	GLYMA_13G033300	40.9574	45.4277
Os01g0116800	GLYMA_13G033400	44.6809	23.7624
Os01g0116800	GLYMA_13G033500	45.2128	24.602
Os01g0116800	GLYMA_13G033800	39.8936	42.8571
Os01g0116800	GLYMA_13G079100	44.9468	51.0574
Os01g0116800	GLYMA_14G113200	46.2766	46.4
Os01g0116800	GLYMA_14G118800	45.4787	24.3937
Os01g0116800	GLYMA_17G214100	45.7447	27.6083
Os01g0116800	GLYMA_17G214400	46.2766	27.0607
Os01g0116800	GLYMA_17G214600	46.2766	30
Os01g0116800	GLYMA_17G214900	45.4787	27.2727
Os01g0116800	GLYMA_18G204100	36.7021	53.2819
Os01g0116800	GLYMA_19G069300	48.1383	25.565
Os01g0117000	GLYMA_02G100300	30.1351	31.2325
Os01g0117000	GLYMA_02G183300	21.3514	42.246
Os01g0117000	GLYMA_04G117000	16.6216	47.6744
Os01g0117000	GLYMA_04G117300	18.1081	47.0175
Os01g0117000	GLYMA_13G032600	28.6486	31.4074
Os01g0117000	GLYMA_13G032800	19.5946	43.8066
Os01g0117000	GLYMA_13G033000	29.5946	31.3754
Os01g0117000	GLYMA_13G033100	17.2973	42.8094
Os01g0117000	GLYMA_13G033300	18.1081	39.528
Os01g0117000	GLYMA_13G033400	28.7838	30.1273
Os01g0117000	GLYMA_13G033500	29.0541	31.1143
Os01g0117000	GLYMA_13G033800	19.5946	41.4286
Os01g0117000	GLYMA_13G079100	20.8108	46.5257
Os01g0117000	GLYMA_14G113200	22.027	43.4667
Os01g0117000	GLYMA_14G118800	29.8649	31.5264
Os01g0117000	GLYMA_17G214100	29.5946	35.1525
Os01g0117000	GLYMA_17G214400	29.5946	34.0591
Os01g0117000	GLYMA_17G214600	27.027	34.4828
Os01g0117000	GLYMA_17G214900	29.4595	34.7687
Os01g0117000	GLYMA_18G204100	16.8919	48.2625
Os01g0117000	GLYMA_19G069300	30.2703	31.6384
Os01g0117200	GLYMA_02G100300	32.9184	33.3333
Os01g0117200	GLYMA_02G183300	24.0664	46.5241
Os01g0117200	GLYMA_04G117000	16.5975	46.5116
Os01g0117200	GLYMA_04G117300	19.5021	49.4737
Os01g0117200	GLYMA_13G032600	31.397	33.6296
Os01g0117200	GLYMA_13G032800	22.545	49.2447
Os01g0117200	GLYMA_13G033000	32.5035	33.6676
Os01g0117200	GLYMA_13G033100	19.7787	47.8261
Os01g0117200	GLYMA_13G033300	21.4385	45.7227
Os01g0117200	GLYMA_13G033400	31.6736	32.3904
Os01g0117200	GLYMA_13G033500	31.2586	32.7062
Os01g0117200	GLYMA_13G033800	22.13	45.7143
Os01g0117200	GLYMA_13G079100	23.7898	51.9637
Os01g0117200	GLYMA_14G113200	24.343	46.9333
Os01g0117200	GLYMA_14G118800	32.0885	33.0956
Os01g0117200	GLYMA_17G214100	31.6736	36.7576
Os01g0117200	GLYMA_17G214400	31.8119	35.7698
Os01g0117200	GLYMA_17G214600	29.3223	36.5517
Os01g0117200	GLYMA_17G214900	31.397	36.2041
Os01g0117200	GLYMA_18G204100	19.2254	53.668
Os01g0117200	GLYMA_19G069300	32.9184	33.6158
Os01g0117400	GLYMA_02G100300	42.029	12.1849
Os01g0117400	GLYMA_02G183300	42.9952	23.7968
Os01g0117400	GLYMA_04G117000	33.3333	26.7442
Os01g0117400	GLYMA_04G117300	35.7488	25.9649
Os01g0117400	GLYMA_13G032600	44.4444	13.6296
Os01g0117400	GLYMA_13G032800	44.9275	28.0967
Os01g0117400	GLYMA_13G033000	46.3768	13.7536
Os01g0117400	GLYMA_13G033100	44.4444	30.7692
Os01g0117400	GLYMA_13G033300	38.6473	23.5988
Os01g0117400	GLYMA_13G033400	44.4444	13.0127
Os01g0117400	GLYMA_13G033500	44.4444	13.314
Os01g0117400	GLYMA_13G033800	36.2319	21.4286
Os01g0117400	GLYMA_13G079100	45.4106	28.3988
Os01g0117400	GLYMA_14G113200	44.9275	24.8
Os01g0117400	GLYMA_14G118800	42.029	12.4108
Os01g0117400	GLYMA_17G214100	45.4106	15.0883
Os01g0117400	GLYMA_17G214400	45.8937	14.7745
Os01g0117400	GLYMA_17G214600	45.8937	16.3793
Os01g0117400	GLYMA_17G214900	44.9275	14.8325
Os01g0117400	GLYMA_18G204100	41.0628	32.8185
Os01g0117400	GLYMA_19G069300	46.3768	13.5593
Os01g0117600	GLYMA_02G100300	32.267	32.493
Os01g0117600	GLYMA_02G183300	24.2003	46.5241
Os01g0117600	GLYMA_04G117000	17.1071	47.6744
Os01g0117600	GLYMA_04G117300	19.7497	49.8246
Os01g0117600	GLYMA_13G032600	30.459	32.4444
Os01g0117600	GLYMA_13G032800	22.2531	48.3384
Os01g0117600	GLYMA_13G033000	31.7107	32.6648
Os01g0117600	GLYMA_13G033100	19.6106	47.1572
Os01g0117600	GLYMA_13G033300	20.5841	43.6578
Os01g0117600	GLYMA_13G033400	31.1544	31.6832
Os01g0117600	GLYMA_13G033500	31.2935	32.5615
Os01g0117600	GLYMA_13G033800	21.5577	44.2857
Os01g0117600	GLYMA_13G079100	23.5049	51.0574
Os01g0117600	GLYMA_14G113200	24.3394	46.6667
Os01g0117600	GLYMA_14G118800	31.8498	32.6676
Os01g0117600	GLYMA_17G214100	31.7107	36.5971
Os01g0117600	GLYMA_17G214400	31.9889	35.7698
Os01g0117600	GLYMA_17G214600	29.7636	36.8966
Os01g0117600	GLYMA_17G214900	31.8498	36.5231
Os01g0117600	GLYMA_18G204100	19.3324	53.668
Os01g0117600	GLYMA_19G069300	33.5188	34.0395
Os01g0117900	GLYMA_07G099800	58.0214	60.4457
Os01g0117900	GLYMA_09G179100	58.0214	60.4457
Os01g0118000	GLYMA_10G268500	87.3711	86.9231
Os01g0118000	GLYMA_12G153000	83.7629	85.9788
Os01g0118000	GLYMA_20G122500	87.3711	87.3711
Os01g0118100	GLYMA_05G242800	74.9389	51.9492
Os01g0118100	GLYMA_08G050200	74.9389	52.0816
Os01g0118100	GLYMA_09G115600	70.4156	52.2686
Os01g0118100	GLYMA_10G268400	16.9927	63.4703
Os01g0118100	GLYMA_20G122600	72.0049	51.712
Os01g0118300	GLYMA_10G268300	78.1176	77.9343
Os01g0118300	GLYMA_20G122800	79.0588	75.1678
Os01g0118400	GLYMA_05G242900	26.7918	33.9827
Os01g0118400	GLYMA_08G050300	26.4505	33.5498
Os01g0118600	GLYMA_05G242900	29.4643	35.7143
Os01g0118600	GLYMA_08G050300	29.2857	35.4978
Os01g0118700	GLYMA_05G242900	29.9228	33.5498
Os01g0118700	GLYMA_08G050300	29.7297	33.3333
Os01g0119000	GLYMA_05G242900	32.1577	33.5498
Os01g0119000	GLYMA_08G050300	31.5353	32.9004
Os01g0119100	GLYMA_05G242900	29.9484	37.6623
Os01g0119100	GLYMA_08G050300	30.2926	38.0952
Os01g0120300	GLYMA_07G263100	72.2922	59.0535
Os01g0120300	GLYMA_17G010800	56.0453	55.2109
Os01g0120400	GLYMA_07G247900	43.9394	44.2748
Os01g0120400	GLYMA_17G026200	40.1515	30.4598
Os01g0120400	GLYMA_18G167200	21.2121	22.2222
Os01g0120400	GLYMA_19G060100	22.7273	37.2671
Os01g0120500	GLYMA_05G243300	55.1181	54.6875
Os01g0120500	GLYMA_08G051100	55.1181	55.1181
Os01g0120600	GLYMA_10G267000	47.1631	45.0847
Os01g0120600	GLYMA_20G123700	45.7447	47.6015
Os01g0120700	GLYMA_10G266900	38.2456	32.9305
Os01g0120700	GLYMA_20G123800	40.3509	34.5345
Os01g0120800	GLYMA_03G172200	66.43	68.3716
Os01g0120800	GLYMA_05G090700	3.85396	54.2857
Os01g0120800	GLYMA_19G173100	66.5314	68.5475
Os01g0121000	GLYMA_05G246800	31.3433	37.7246
Os01g0121000	GLYMA_08G055200	33.3333	39.881
Os01g0121100	GLYMA_02G090500	52.924	52.924
Os01g0121100	GLYMA_18G292800	53.2164	49.5913
Os01g0121200	GLYMA_02G090900	38.6617	46.8468
Os01g0121200	GLYMA_10G265800	50.9294	50.5535
Os01g0121200	GLYMA_18G292200	37.5465	45.2915
Os01g0121200	GLYMA_20G124800	50.5576	54.8387
Os01g0121300	GLYMA_08G359500	43.5185	42.0394
Os01g0121300	GLYMA_10G265600	44.4444	43.6364
Os01g0121300	GLYMA_18G177100	44.0741	45.0758
Os01g0121300	GLYMA_20G125000	43.5185	43.2781
Os01g0121500	GLYMA_10G265000	27.5	22
Os01g0121500	GLYMA_10G265100	40	32.2148
Os01g0121500	GLYMA_10G265200	27.5	22
Os01g0121500	GLYMA_18G292100	33.3333	26.8456
Os01g0121500	GLYMA_20G125500	39.1667	31.5436
Os01g0121600	GLYMA_10G265000	34.6939	34
Os01g0121600	GLYMA_10G265100	36.0544	35.5705
Os01g0121600	GLYMA_10G265200	34.0136	33.3333
Os01g0121600	GLYMA_18G292100	26.5306	26.1745
Os01g0121600	GLYMA_20G125500	36.7347	36.2416
Os01g0121700	GLYMA_10G264900	71.4072	65.7931
Os01g0121700	GLYMA_20G125600	69.7605	65.1748
Os01g0121800	GLYMA_07G165800	57.7114	57.284
Os01g0121800	GLYMA_09G119700	57.9602	57.5309
Os01g0121800	GLYMA_10G264600	60.199	61.1111
Os01g0121800	GLYMA_20G125800	60.199	61.1111
Os01g0125600	GLYMA_10G264000	37.8571	39.0663
Os01g0125600	GLYMA_20G126300	37.1429	38.3292
Os01g0125700	GLYMA_13G079200	60.6349	60.0629
Os01g0125700	GLYMA_14G164000	53.0159	56.9966
Os01g0125800	GLYMA_05G243900	68.8525	68.8525
Os01g0125800	GLYMA_08G051900	68.5246	68.5246
Os01g0125800	GLYMA_10G263900	45.7377	63.9908
Os01g0125800	GLYMA_20G126400	67.0492	67.0492
Os01g0125900	GLYMA_20G107300	50.047	47.331
Os01g0126200	GLYMA_10G263800	51.3378	53.3913
Os01g0126200	GLYMA_20G126500	51.1706	53.2174
Os01g0127300	GLYMA_01G199500	28.4232	45.6667
Os01g0127300	GLYMA_04G172400	14.3154	32.8571
Os01g0127300	GLYMA_11G042400	41.0788	43.4211
Os01g0127400	GLYMA_09G119300	62.7358	64.8781
Os01g0127500	GLYMA_01G080700	59.6439	63.0094
Os01g0127500	GLYMA_07G157200	57.5668	60.815
Os01g0127900	GLYMA_08G365900	55.1402	56.057
Os01g0127900	GLYMA_13G045700	57.9439	56.7506
Os01g0127900	GLYMA_18G296300	55.8411	56.7696
Os01g0127900	GLYMA_19G049300	46.028	58.806
Os01g0128000	GLYMA_05G234600	33.4286	36.9085
Os01g0128000	GLYMA_07G092800	33.1429	37.299
Os01g0128000	GLYMA_08G042100	33.1429	37.1795
Os01g0128000	GLYMA_09G183400	32	36.129
Os01g0128000	GLYMA_10G273000	36.5714	41.5584
Os01g0128000	GLYMA_20G117000	36.8571	42.0195
Os01g0128100	GLYMA_01G083300	54.2955	53.9249
Os01g0128100	GLYMA_07G050300	54.9828	53.8721
Os01g0128100	GLYMA_16G019200	50.8591	51.0345
Os01g0128100	GLYMA_20G116800	59.1065	60.5634
Os01g0128300	GLYMA_08G365700	44.7368	44.1558
Os01g0128300	GLYMA_18G296600	46.4912	43.9834
Os01g0128300	GLYMA_19G047800	46.9298	34.1853
Os01g0128400	GLYMA_02G245500	47.4403	46.9595
Os01g0128400	GLYMA_05G139900	48.8055	47.9062
Os01g0128400	GLYMA_08G095200	48.2935	47.2454
Os01g0128400	GLYMA_14G215700	46.9283	46.7687
Os01g0128800	GLYMA_07G092400	54.9356	15.4964
Os01g0128800	GLYMA_08G041800	48.4979	13.6473
Os01g0128800	GLYMA_09G1838002	55.794	24.6212
Os01g0129200	GLYMA_10G273800	34.981	35.7977
Os01g0129200	GLYMA_20G116200	36.1217	37.1094
Os01g0129500	GLYMA_05G234100	29.8578	33.5106
Os01g0129500	GLYMA_07G091900	33.1754	35.473
Os01g0129500	GLYMA_08G041400	29.2259	32.3993
Os01g0129500	GLYMA_09G184200	31.2796	33.7308
Os01g0129600	GLYMA_08G261900	19.174	29.6804
Os01g0129600	GLYMA_20G115700	18.5841	28.125
Os01g0130000	GLYMA_08G164700	46.5473	56.6978
Os01g0130000	GLYMA_08G164800	63.6829	62.8788
Os01g0130000	GLYMA_09G099500	63.6829	60.7317
Os01g0130000	GLYMA_09G122600	59.0793	57.75
Os01g0130000	GLYMA_15G262300	63.9386	63.1313
Os01g0130000	GLYMA_15G262400	64.4501	63.4761
Os01g0130400	GLYMA_01G081300	67.2747	67.5647
Os01g0130400	GLYMA_08G262800	66.8455	67.2786
Os01g0130400	GLYMA_10G274700	65.2361	65.7297
Os01g0131300	GLYMA_05G233500	28.5714	25.9067
Os01g0131300	GLYMA_07G090800	30.2857	19.4139
Os01g0131300	GLYMA_08G040800	29.1429	25
Os01g0131300	GLYMA_09G185200	30.8571	26.087
Os01g0131300	GLYMA_10G275000	33.1429	36.25
Os01g0131300	GLYMA_20G114800	36	37.9518
Os01g0132100	GLYMA_01G117000	31.1475	30.9783
Os01g0132100	GLYMA_01G117200	31.1475	31.0627
Os01g0132100	GLYMA_01G120000	32.6047	31.8789
Os01g0132100	GLYMA_01G120100	31.3297	31.6759
Os01g0132100	GLYMA_01G126900	33.2423	33.0317
Os01g0132100	GLYMA_03G052400	33.2423	32.5022
Os01g0132100	GLYMA_03G054800	31.9672	36.1483
Os01g0132100	GLYMA_03G055300	25.592	31.7514
Os01g0132100	GLYMA_03G066500	33.1512	34.8993
Os01g0132100	GLYMA_03G087400	31.4208	31.4781
Os01g0132100	GLYMA_07G080600	31.6029	31.2613
Os01g0132100	GLYMA_07G153200	26.9581	33.79
Os01g0132100	GLYMA_07G153500	29.235	34.8534
Os01g0132100	GLYMA_07G155000	20.765	30.563
Os01g0132100	GLYMA_09G145600	25.3188	29.8925
Os01g0132100	GLYMA_14G015500	22.5865	29.7006
Os01g0132100	GLYMA_14G042100	26.2295	34.4086
Os01g0132100	GLYMA_14G042300	26.6849	32.34
Os01g0132100	GLYMA_14G042500	23.4062	39.5385
Os01g0132100	GLYMA_14G042700	27.5046	33.1504
Os01g0132100	GLYMA_14G042900	25.2277	30.7095
Os01g0132100	GLYMA_14G043000	19.7632	41.4122
Os01g0132100	GLYMA_14G043300	25.9563	35.8491
Os01g0132100	GLYMA_14G044400	27.6867	33.0794
Os01g0132100	GLYMA_14G046000	24.6812	32.4551
Os01g0132100	GLYMA_14G106400	27.7778	35.3828
Os01g0132100	GLYMA_14G173300	30.7832	33.8338
Os01g0132100	GLYMA_14G173400	21.2204	32.2268
Os01g0132100	GLYMA_14G173600	21.1293	31.0992
Os01g0132100	GLYMA_14G173900	22.9508	31.3043
Os01g0132100	GLYMA_16G105900	21.0383	35.6481
Os01g0132100	GLYMA_16G168700	28.1421	30.1758
Os01g0132100	GLYMA_16G169100	29.0528	27.0798
Os01g0132100	GLYMA_16G169300	27.2313	29.3137
Os01g0132100	GLYMA_16G169400	28.1421	29.4847
Os01g0132100	GLYMA_16G169500	24.2259	34.1463
Os01g0132100	GLYMA_16G169600	19.49	28.6096
Os01g0132100	GLYMA_16G169700	16.6667	32.6203
Os01g0132100	GLYMA_18G204300	33.1512	34.6667
Os01g0132100	GLYMA_18G204400	32.969	34.1509
Os01g0132100	GLYMA_18G204500	32.878	34.5455
Os01g0132100	GLYMA_18G204600	29.6903	35.5895
Os01g0132100	GLYMA_18G205500	32.5137	32.3663
Os01g0132100	GLYMA_18G205600	32.6958	32.3715
Os01g0132100	GLYMA_U006000	20.0364	35.6564
Os01g0132100	GLYMA_U006100	19.49	32.3752
Os01g0132500	GLYMA_02G166600	12.7358	32.9268
Os01g0132500	GLYMA_05G062500	22.6415	17.3285
Os01g0132500	GLYMA_17G144400	23.5849	21.097
Os01g0132700	GLYMA_08G160100	57.4324	53.7975
Os01g0132700	GLYMA_15G204300	59.4595	56.4103
Os01g0132766	GLYMA_08G366900	25.8427	40.1163
Os01g0132766	GLYMA_10G272300	40.824	38.5159
Os01g0132766	GLYMA_18G295500	25.4682	37.9888
Os01g0132766	GLYMA_20G117800	41.1985	39.1459
Os01g0132800	GLYMA_08G366800	49.0347	56.4444
Os01g0132800	GLYMA_09G172400	22.3938	58
Os01g0132800	GLYMA_18G295600	55.9846	59.4262
Os01g0133100	GLYMA_08G366600	17.0953	11.9324
Os01g0133100	GLYMA_18G295800	16.6415	11.6034
Os01g0133400	GLYMA_08G367100	71.7712	75.8285
Os01g0133400	GLYMA_13G045000	74.9077	74.223
Os01g0133400	GLYMA_18G295300	71.2177	72.9679
Os01g0133400	GLYMA_19G050300	72.5092	71.3249
Os01g0133500	GLYMA_10G272100	20.9125	65.0888
Os01g0133500	GLYMA_20G118000	50.5703	50.4744
Os01g0134500	GLYMA_13G044800	68.2482	66.7857
Os01g0134500	GLYMA_19G0505001	25.5474	72.9167
Os01g0134500	GLYMA_19G0505002	41.6058	61.2903
Os01g0134700	GLYMA_05G237200	43.8356	40
Os01g0134700	GLYMA_07G093900	41.0959	36.8852
Os01g0134700	GLYMA_08G044400	44.7489	39.3574
Os01g0134700	GLYMA_09G182400	42.6941	38.2413
Os01g0135700	GLYMA_05G245600	39.2265	32.8704
Os01g0135700	GLYMA_07G101100	40.884	41.3408
Os01g0135700	GLYMA_08G053500	40.884	41.1111
Os01g0135700	GLYMA_12G025200	33.7017	43.5714
Os01g0135700	GLYMA_14G085700	29.8343	37.5
Os01g0135700	GLYMA_17G058200	32.5967	38.8158
Os01g0135800	GLYMA_01G106800	53.3333	55.5556
Os01g0135900	GLYMA_14G063800	42.7711	44.6541
Os01g0136000	GLYMA_14G063800	73.8255	69.1824
Os01g0136100	GLYMA_14G063800	74	69.8113
Os01g0136200	GLYMA_14G063800	74.6667	70.4403
Os01g0136400	GLYMA_02G088700	40.1198	39.2962
Os01g0136400	GLYMA_02G187900	4.34132	74.359
Os01g0136400	GLYMA_05G139100	8.68263	71.6049
Os01g0136400	GLYMA_07G095900	39.8204	37.7841
Os01g0136400	GLYMA_08G094400	40.7186	41.0256
Os01g0136400	GLYMA_09G116300	39.2216	35.1678
Os01g0136400	GLYMA_09G181600	41.6168	39.6011
Os01g0136400	GLYMA_10G271200	38.4731	29.8837
Os01g0136400	GLYMA_10G271400	36.6766	36.2963
Os01g0136400	GLYMA_18G294800	41.4671	40.8555
Os01g0136400	GLYMA_19G073200	39.0719	38.8972
Os01g0136400	GLYMA_20G119300	34.1317	37.0732
Os01g0136400	GLYMA_20G119400	36.6766	36.5672
Os01g0136400	GLYMA_20G119600	35.479	37.8594
Os01g0136400	GLYMA_20G119700	36.6766	39.9674
Os01g0136400	GLYMA_20G120100	38.7725	39.1831
Os01g0136400	GLYMA_20G1202002	37.5749	37.9154
Os01g0136800	GLYMA_02G088700	39.6396	38.7097
Os01g0136800	GLYMA_02G187900	3.6036	61.5385
Os01g0136800	GLYMA_05G139100	7.50751	61.7284
Os01g0136800	GLYMA_07G095900	38.2883	36.2216
Os01g0136800	GLYMA_08G094400	39.3393	39.5173
Os01g0136800	GLYMA_09G116300	39.9399	35.7047
Os01g0136800	GLYMA_09G181600	38.8889	36.8946
Os01g0136800	GLYMA_10G271200	36.4865	28.2558
Os01g0136800	GLYMA_10G271400	34.8348	34.3704
Os01g0136800	GLYMA_18G294800	40.6907	39.9705
Os01g0136800	GLYMA_19G073200	39.7898	39.4933
Os01g0136800	GLYMA_20G119300	32.1321	34.7967
Os01g0136800	GLYMA_20G119400	34.6847	34.4776
Os01g0136800	GLYMA_20G119600	32.4324	34.5048
Os01g0136800	GLYMA_20G119700	32.7327	35.5628
Os01g0136800	GLYMA_20G120100	36.9369	37.2163
Os01g0136800	GLYMA_20G1202002	36.036	36.2538
Os01g0136900	GLYMA_05G237100	38.7405	30.3438
Os01g0136900	GLYMA_07G094100	34.7328	28.482
Os01g0136900	GLYMA_07G094200	33.9695	29.085
Os01g0136900	GLYMA_07G094500	36.0687	28.7671
Os01g0136900	GLYMA_07G095000	36.4504	30.8065
Os01g0136900	GLYMA_07G095100	27.8626	39.0374
Os01g0136900	GLYMA_07G095200	37.4046	31.3099
Os01g0136900	GLYMA_07G095400	28.4351	38.1074
Os01g0136900	GLYMA_07G095500	30.7252	30.4348
Os01g0136900	GLYMA_07G095700	27.4809	40.678
Os01g0136900	GLYMA_07G095800	29.5802	28.5978
Os01g0136900	GLYMA_08G044200	38.1679	30.1205
Os01g0136900	GLYMA_08G044300	38.3588	31.8038
Os01g0136900	GLYMA_09G182000	36.6412	28.8288
Os01g0136900	GLYMA_09G182200	33.9695	29.9663
Os01g0136900	GLYMA_10G098400	36.2595	31.0458
Os01g0136900	GLYMA_10G271600	36.2595	29.549
Os01g0136900	GLYMA_10G271700	27.6718	35.7143
Os01g0136900	GLYMA_20G118300	34.7328	29.0735
Os01g0136900	GLYMA_20G118500	35.8779	30.5691
Os01g0136900	GLYMA_20G118600	35.1145	29.8701
Os01g0136900	GLYMA_20G118700	34.542	30.8874
Os01g0136900	GLYMA_20G118900	35.3053	29.8869
Os01g0136900	GLYMA_20G119000	33.0153	32.5188
Os01g0137250	GLYMA_05G237100	53.2637	30.4933
Os01g0137250	GLYMA_07G094100	50.1305	30.0469
Os01g0137250	GLYMA_07G094200	50.1305	31.3725
Os01g0137250	GLYMA_07G094500	50.3916	29.376
Os01g0137250	GLYMA_07G095000	50.1305	30.9677
Os01g0137250	GLYMA_07G095100	49.8695	51.0695
Os01g0137250	GLYMA_07G095200	51.1749	31.3099
Os01g0137250	GLYMA_07G095400	48.564	47.5703
Os01g0137250	GLYMA_07G095500	51.9582	37.6181
Os01g0137250	GLYMA_07G095700	49.6084	53.6723
Os01g0137250	GLYMA_07G095800	52.2193	36.9004
Os01g0137250	GLYMA_08G044200	51.436	29.6687
Os01g0137250	GLYMA_08G044300	50.1305	30.3797
Os01g0137250	GLYMA_09G182000	50.3916	28.979
Os01g0137250	GLYMA_09G182200	49.0862	31.6498
Os01g0137250	GLYMA_10G098400	50.6527	31.6993
Os01g0137250	GLYMA_10G271600	49.8695	29.7045
Os01g0137250	GLYMA_10G271700	49.3473	46.5517
Os01g0137250	GLYMA_20G118300	49.6084	30.3514
Os01g0137250	GLYMA_20G118500	49.0862	30.5691
Os01g0137250	GLYMA_20G118600	48.564	30.1948
Os01g0137250	GLYMA_20G118700	49.3473	32.2526
Os01g0137250	GLYMA_20G118900	48.3029	29.8869
Os01g0137250	GLYMA_20G119000	48.564	34.9624
Os01g0137400	GLYMA_05G237100	37.2057	35.426
Os01g0137400	GLYMA_07G094100	34.6939	34.5853
Os01g0137400	GLYMA_07G094200	35.6358	37.0915
Os01g0137400	GLYMA_07G094500	35.6358	34.551
Os01g0137400	GLYMA_07G095000	35.7928	36.7742
Os01g0137400	GLYMA_07G095100	29.8273	50.8021
Os01g0137400	GLYMA_07G095200	36.7347	37.3802
Os01g0137400	GLYMA_07G095400	29.9843	48.8491
Os01g0137400	GLYMA_07G095500	31.8681	38.3743
Os01g0137400	GLYMA_07G095700	28.7284	51.6949
Os01g0137400	GLYMA_07G095800	32.0251	37.6384
Os01g0137400	GLYMA_08G044200	36.7347	35.241
Os01g0137400	GLYMA_08G044300	36.8917	37.1835
Os01g0137400	GLYMA_09G182000	35.9498	34.3844
Os01g0137400	GLYMA_09G182200	34.2229	36.7003
Os01g0137400	GLYMA_10G098400	35.0079	36.4379
Os01g0137400	GLYMA_10G271600	36.1068	35.7698
Os01g0137400	GLYMA_10G271700	30.6122	48.0296
Os01g0137400	GLYMA_20G118300	35.0079	35.623
Os01g0137400	GLYMA_20G118500	33.124	34.3089
Os01g0137400	GLYMA_20G118600	32.967	34.0909
Os01g0137400	GLYMA_20G118700	34.2229	37.2014
Os01g0137400	GLYMA_20G118900	34.0659	35.0565
Os01g0137400	GLYMA_20G119000	31.7111	37.9699
Os01g0137500	GLYMA_05G237100	52.5223	26.4574
Os01g0137500	GLYMA_07G094100	51.632	27.23
Os01g0137500	GLYMA_07G094200	49.8516	27.451
