Gene stable ID	Oryza rufipogon gene stable ID	%id. target Oryza rufipogon gene identical to query gene	%id. query gene identical to target Oryza rufipogon gene
Os01g0200600	ORUFI01G06970	100	100
Os01g0200700	ORUFI01G06990	100	100
Os01g0201100	ORUFI01G07020	99.1667	99.3737
Os01g0201200	ORUFI01G07030	99.8224	99.8224
Os01g0201250	ORUFI01G07040	38.6792	70.0855
Os01g0201400	ORUFI01G07050	100	100
Os01g0201600	ORUFI01G07070	86.711	86.1386
Os01g0201700	ORUFI01G07080	86.2319	82.3529
Os01g0202500	ORUFI01G07100	81.6384	84.0116
Os01g0202700	ORUFI01G07110	86.9318	91.6168
Os01g0202800	ORUFI01G07120	90.2622	67.507
Os01g0203000	ORUFI01G07130	99.4521	79.9559
Os01g0203300	ORUFI01G07140	97.7376	97.2973
Os01g0203400	ORUFI01G07150	95.3704	95.3704
Os01g0203800	ORUFI01G07180	99.0385	99.8062
Os01g0204000	ORUFI01G07200	99.2188	91.2029
Os01g0205100	ORUFI01G07280	83.2021	91.3545
Os01g0205200	ORUFI01G07290	100	61.6451
Os01g0205300	ORUFI01G07300	44.1176	34.2466
Os01g0205500	ORUFI01G07310	100	100
Os01g0205600	ORUFI01G07320	98.3806	98.3806
Os01g0205700	ORUFI01G07330	99.5708	57.4257
Os01g0206200	ORUFI01G07350	99.5305	96.3636
Os01g0206300	ORUFI01G07360	99.2172	99.2172
Os01g0206650	ORUFI01G07370	81.8182	54.3103
Os01g0206700	ORUFI01G07380	99.5662	99.5662
Os01g0206800	ORUFI01G07390	97.9502	98.8183
Os01g0207200	ORUFI01G07410	91.8138	47.3118
Os01g0207400	ORUFI01G07420	97.6471	43.0796
Os01g0207600	ORUFI01G07430	78.7582	78.8871
Os01g0207700	ORUFI01G07440	76.0618	15.1538
Os01g0208400	ORUFI01G07460	98.3766	98.8581
Os01g0208600	ORUFI01G07470	99.7001	99.6255
Os01g0208700	ORUFI01G07480	96.3511	94.3961
Os01g0209000	ORUFI01G07490	95.8042	94.974
Os01g0209200	ORUFI01G07510	96.1089	100
Os01g0209400	ORUFI01G07520	92.2078	100
Os01g0209500	ORUFI01G07540	68.4211	7.7381
Os01g0209700	ORUFI01G07550	99.7015	99.7015
Os01g0209800	ORUFI01G07560	100	100
Os01g0210200	ORUFI01G07580	99.4872	58.7879
Os01g0210300	ORUFI01G07590	99.308	99.308
Os01g0210400	ORUFI01G07600	98.1964	98.7903
Os01g0210500	ORUFI01G07610	99.5413	99.5413
Os01g0210600	ORUFI01G07620	99.4012	99.4012
Os01g0210700	ORUFI01G07630	86.8552	92.2262
Os01g0210800	ORUFI01G07640	91.6667	25.6272
Os01g0211000	ORUFI01G07650	99.2337	49.8077
Os01g0211200	ORUFI01G07660	92.4603	96.281
Os01g0211600	ORUFI01G07670	100	75.1969
Os01g0211800	ORUFI01G07680	83.3333	85.4037
Os01g0212100	ORUFI01G07700	76.2857	95.6989
Os01g0212400	ORUFI01G07720	99.8288	99.8288
Os01g0212500	ORUFI01G07730	89.1975	87.0482
Os01g0213300	ORUFI01G07750	99.8344	99.8344
Os01g0213400	ORUFI01G07760	100	100
Os01g0213800	ORUFI01G07780	98.4456	98.6159
Os01g0214200	ORUFI01G07790	100	100
Os01g0214300	ORUFI01G07810	74.6988	12.6531
Os01g0214600	ORUFI01G07830	94.5559	95.1009
Os01g0215000	ORUFI01G07840	94.026	80.0885
Os01g0215100	ORUFI01G07850	95.935	27.1889
Os01g0215500	ORUFI01G07870	98.3553	79.5213
Os01g0215700	ORUFI01G07880	96.8254	96.8254
Os01g0216300	ORUFI01G07900	94.0415	40.7407
Os01g0217000	ORUFI01G07940	96.2025	85.9728
Os01g0217100	ORUFI01G07950	97.8142	98.895
Os01g0217400	ORUFI01G07980	77.7778	39.4659
Os01g0217500	ORUFI01G08000	99.7468	99.7468
Os01g0217800	ORUFI01G08020	100	77.396
Os01g0218032	ORUFI01G08030	99.7439	99.7439
Os01g0218100	ORUFI01G08040	100	99.2565
Os01g0218200	ORUFI01G08050	100	100
Os01g0218500	ORUFI01G08060	99.6377	99.6377
Os01g0218800	ORUFI01G08070	96.9728	57.5105
Os01g0218900	ORUFI01G08080	95.0617	99.2268
Os01g0219000	ORUFI01G08090	100	100
Os01g0219100	ORUFI01G08100	100	100
Os01g0219200	ORUFI01G08110	99.7602	93.2735
Os01g0219300	ORUFI01G08120	100	100
Os01g0219500	ORUFI01G08160	100	100
Os01g0219600	ORUFI01G08170	99.5312	99.5312
Os01g0220100	ORUFI01G08180	99.5312	99.8433
Os01g0220200	ORUFI01G08190	87.6033	37.193
Os01g0220300	ORUFI01G08200	99.3151	70.3884
Os01g0220500	ORUFI01G08220	31.25	36.8421
Os01g0221100	ORUFI01G08270	91.1255	67.5762
Os01g0221300	ORUFI01G08290	95.5426	99.7976
Os01g0221400	ORUFI01G08300	100	100
Os01g0221600	ORUFI01G08330	99.8092	99.8092
Os01g0221900	ORUFI01G08350	87.2727	27.1955
Os01g0222300	ORUFI01G08390	99.4269	37.5948
Os01g0222500	ORUFI01G08400	95.2381	95.6522
Os01g0222800	ORUFI01G08420	41.5094	4.48065
Os01g0222900	ORUFI01G08420	38.3142	6.78887
Os01g0223000	ORUFI01G08440	89.3229	91.2234
Os01g0223200	ORUFI01G08460	82.058	99.6795
Os01g0223300	ORUFI01G08480	76.3393	90.2375
Os01g0223500	ORUFI01G08490	98.8506	46.4865
Os01g0223600	ORUFI01G08500	100	20.339
Os01g0223900	ORUFI01G08520	99.754	99.754
Os01g0224100	ORUFI01G08530	98.1579	99.4667
Os01g0224200	ORUFI01G08540	99.2157	99.2157
Os01g0224400	ORUFI01G08560	69.5652	20.915
Os01g0224500	ORUFI01G08570	98.6239	96.8468
Os01g0224700	ORUFI01G08580	100	100
Os01g0225000	ORUFI01G08600	99.6894	99.6894
Os01g0225100	ORUFI01G08610	85.461	41.6955
Os01g0225300	ORUFI01G08640	96.9283	53.5849
Os01g0225400	ORUFI01G08660	0	0
Os01g0225500	ORUFI01G08660	100	100
Os01g0225600	ORUFI01G08670	99.3377	99.3377
Os01g0226200	ORUFI01G08710	85.0242	85.4369
Os01g0226300	ORUFI01G08720	99.4382	63.4409
Os01g0226400	ORUFI01G08730	100	99.8811
Os01g0226500	ORUFI01G08740	94.9425	73.357
Os01g0226600	ORUFI01G08750	96.4939	90.2996
Os01g0226700	ORUFI01G08770	81.6	73.1183
Os01g0227100	ORUFI01G08790	99.8016	99.8016
Os01g0227200	ORUFI01G08800	47.0687	99.6454
Os01g0227300	ORUFI01G08810	84.5411	86.2069
Os01g0227400	ORUFI01G08830	52.4752	10.464
Os01g0228300	ORUFI01G08860	99.5496	99.5496
Os01g0228500	ORUFI01G08880	85.4545	91.5584
Os01g0228600	ORUFI01G08890	99.3671	64.6091
Os01g0228800	ORUFI01G08900	100	100
Os01g0229100	ORUFI01G08930	100	100
Os01g0229200	ORUFI01G08940	100	100
Os01g0229300	ORUFI01G08950	99.527	99.527
Os01g0229400	ORUFI01G08960	100	100
Os01g0229500	ORUFI01G08970	90.4192	69.5853
Os01g0229700	ORUFI01G08980	82.7004	27.98
Os01g0229800	ORUFI01G08990	87.6623	40.7855
Os01g0229900	ORUFI01G09000	94.8529	66.3239
Os01g0229900	ORUFI03G30770	88.9706	81.7568
Os01g0230200	ORUFI01G09010	99.5074	99.5074
Os01g0231000	ORUFI01G09030	97.3384	96.6038
Os01g0231500	ORUFI01G09060	98.3721	25.4207
Os01g0231700	ORUFI01G09070	100	100
Os01g0232100	ORUFI01G09080	99.6094	99.6094
Os01g0232200	ORUFI01G09100	99.8095	91.7688
Os01g0232300	ORUFI01G09110	83.2386	31.6415
Os01g0232400	ORUFI01G09130	99.1342	99.1342
Os01g0232500	ORUFI01G09140	99.7938	87.6812
Os01g0232700	ORUFI01G09160	100	100
Os01g0232800	ORUFI01G09170	96.5217	82.8358
Os01g0233000	ORUFI01G09180	100	94.8837
Os01g0233400	ORUFI01G09200	100	100
Os01g0233800	ORUFI01G09210	99.2481	99.2481
Os01g0233900	ORUFI01G09220	78.2796	99.726
Os01g0234001	ORUFI01G09240	85.4839	67.9487
Os01g0234100	ORUFI01G09250	94.1414	99.7859
Os01g0234200	ORUFI01G09260	95.962	94.6136
Os01g0234300	ORUFI01G09270	98.9637	61.9125
Os01g0234700	ORUFI01G09280	100	100
Os01g0234800	ORUFI01G09290	99.3151	51.6014
Os01g0234850	ORUFI01G09300	98.022	78.6596
Os01g0234900	ORUFI01G09310	74.0634	94.1392
Os01g0235100	ORUFI01G09330	91.0112	70.7424
Os01g0235200	ORUFI01G09340	93.0622	93.5096
Os01g0235300	ORUFI01G09350	100	100
Os01g0235350	ORUFI01G09360	90	95.4545
Os01g0235400	ORUFI01G09370	99.8155	54.7571
Os01g0235500	ORUFI01G09390	100	100
Os01g0235700	ORUFI01G09400	99.8379	78.3715
Os01g0235800	ORUFI01G09410	90.5983	55.4974
Os01g0235900	ORUFI01G09420	99.7442	99.2366
Os01g0236000	ORUFI01G09430	100	100
Os01g0236300	ORUFI01G09450	90.9871	99.843
Os01g0236400	ORUFI01G09460	59.6215	64.9485
Os01g0236700	ORUFI01G09470	100	100
Os01g0236800	ORUFI01G09480	99.6466	100
Os01g0237000	ORUFI01G09490	100	100
Os01g0237100	ORUFI01G09500	81.8482	96.875
Os01g0237366	ORUFI01G09520	71.345	40.1316
Os01g0238200	ORUFI01G09550	100	100
Os01g0238600	ORUFI01G09580	99.2908	99.2908
Os01g0238700	ORUFI01G09590	100	100
Os01g0238800	ORUFI01G09600	92.6316	93.617
Os01g0238900	ORUFI01G09610	97.1119	59.5133
Os01g0239000	ORUFI01G09620	94.6197	95.5056
Os01g0239100	ORUFI01G09640	99.7135	99.7135
Os01g0239200	ORUFI01G09650	100	100
Os01g0239300	ORUFI01G09660	76.2136	63.5628
Os01g0239700	ORUFI01G09670	99.501	88.5435
Os01g0240700	ORUFI01G09690	96.3504	48.9493
Os01g0241000	ORUFI01G09730	99.7389	100
Os01g0241100	ORUFI01G09740	100	100
Os01g0241400	ORUFI01G09750	88.2353	91.6031
Os01g0242200	ORUFI01G09770	90.1205	81.4815
Os01g0242300	ORUFI01G09780	99.4118	98.8304
Os01g0242400	ORUFI01G09790	100	100
Os01g0242500	ORUFI01G09800	100	100
Os01g0242600	ORUFI01G09810	99.2582	99.8507
Os01g0242900	ORUFI01G09830	100	100
Os01g0243000	ORUFI01G09840	100	100
Os01g0243100	ORUFI01G09850	99.5772	50.4283
Os01g0243200	ORUFI01G09860	87.6744	87.471
Os01g0243600	ORUFI01G09900	90.1288	96.7742
Os01g0243700	ORUFI01G09910	100	69.1429
Os01g0245532	ORUFI01G09950	97.1204	19.3633
Os01g0245600	ORUFI01G09960	92.2535	97.3978
Os01g0246100	ORUFI01G09980	94.5141	99.8344
Os01g0246400	ORUFI01G10020	100	100
Os01g0246500	ORUFI01G10030	96.5079	89.1496
Os01g0246601	ORUFI01G10040	99.1228	99.1228
Os01g0246700	ORUFI01G10050	91.2833	65.7941
Os01g0247500	ORUFI01G10060	97.4286	98.5549
Os01g0247600	ORUFI01G10070	39.2857	63.9535
Os01g0247700	ORUFI01G10080	83.5735	76.5172
Os01g0247900	ORUFI01G10100	95.9064	95.9064
Os01g0247900	ORUFI01G10110	73.6842	94.7368
Os01g0248000	ORUFI01G10120	100	100
Os01g0248300	ORUFI01G10130	99.1667	99.1667
Os01g0248400	ORUFI01G10140	97.343	95.4976
Os01g0248500	ORUFI01G10150	88.75	80.0752
Os01g0248600	ORUFI01G10160	99.5261	92.1053
Os01g0248701	ORUFI01G10180	90.3846	100
Os01g0248800	ORUFI01G10190	100	52.3585
Os01g0248900	ORUFI01G10200	100	100
Os01g0249100	ORUFI01G10210	91.7431	82.9875
Os01g0249200	ORUFI01G10220	98.6784	98.6784
Os01g0249300	ORUFI01G10230	96.8254	44.8529
Os01g0249700	ORUFI01G10260	37.2671	80
Os01g0249800	ORUFI01G10270	75.3769	86.2069
Os01g0249900	ORUFI01G10280	96.4744	78.1818
Os01g0250200	ORUFI01G10300	100	31.8898
Os01g0250900	ORUFI01G10330	100	100
Os01g0251000	ORUFI01G10340	95.8963	96.5217
Os01g0251100	ORUFI01G10350	100	100
Os01g0251200	ORUFI01G10360	94.7083	100
Os01g0252100	ORUFI01G10400	100	95.7747
Os01g0252200	ORUFI01G10410	97.6048	59.4891
Os01g0252600	ORUFI01G10430	100	82.6087
Os01g0252900	ORUFI01G10460	84	42.3853
Os01g0253000	ORUFI01G10470	100	27.0087
Os01g0253200	ORUFI01G10480	100	100
Os01g0253300	ORUFI01G10490	100	100
Os01g0253400	ORUFI01G10500	100	100
Os01g0253500	ORUFI01G10510	48.4277	92.2156
Os01g0253600	ORUFI01G10520	100	100
Os01g0253800	ORUFI01G10530	99.4286	99.4286
Os01g0253900	ORUFI01G10540	97.3126	97.4504
Os01g0254000	ORUFI01G10550	100	100
Os01g0254100	ORUFI01G10560	100	100
Os01g0254200	ORUFI01G10570	100	100
Os01g0254300	ORUFI01G10580	93.4534	98.2788
Os01g0254400	ORUFI01G10600	85.3982	98.9744
Os01g0254850	ORUFI01G10610	44.898	100
Os01g0254900	ORUFI01G10620	99.6429	99.6429
Os01g0255000	ORUFI01G10640	100	100
Os01g0255100	ORUFI01G10720	100	99.6923
Os01g0256300	ORUFI01G10760	85.8223	99.7802
Os01g0256400	ORUFI01G10770	100	99.2366
Os01g0256500	ORUFI01G10780	100	100
Os01g0256600	ORUFI01G10790	100	100
Os01g0256800	ORUFI01G10800	96.1271	100
Os01g0256900	ORUFI01G10810	90.4762	100
Os01g0257100	ORUFI01G10820	99.2366	99.2366
Os01g0257400	ORUFI01G10840	100	100
Os01g0258600	ORUFI01G10890	100	100
Os01g0258700	ORUFI01G10900	100	100
Os01g0259200	ORUFI01G10910	100	95.1883
Os01g0259400	ORUFI01G10920	85.0669	99.9127
Os01g0259600	ORUFI01G10930	97.8873	30.1518
Os01g0259900	ORUFI01G10960	90.4959	59.3496
Os01g0260100	ORUFI01G10980	94.898	23.4552
Os01g0260500	ORUFI01G11020	99.8715	60.1393
Os01g0260700	ORUFI01G11050	100	100
Os01g0260800	ORUFI01G11060	100	98.9474
Os01g0261100	ORUFI01G11080	99.536	99.7674
Os01g0261200	ORUFI01G11090	96.5235	89.5636
Os01g0261500	ORUFI01G11100	80.5714	42.5982
Os01g0261600	ORUFI01G11120	55.4113	42.5957
Os01g0262000	ORUFI01G11120	55.4113	42.5957
Os01g0262500	ORUFI01G11130	100	94.0426
Os01g0262600	ORUFI01G11140	99.5851	99.5851
Os01g0262700	ORUFI01G11150	78.5047	70.9859
Os01g0263500	ORUFI01G11200	94.2721	99.4962
Os01g0263600	ORUFI01G11210	90.9091	72.043
Os01g0263900	ORUFI01G11220	99.3671	76.5854
Os01g0264000	ORUFI01G11230	89.3145	79.8198
Os01g0264100	ORUFI01G11250	64.375	25.7822
Os01g0264400	ORUFI01G11280	100	96.1538
Os01g0264500	ORUFI01G11290	48.5507	62.6168
Os01g0264600	ORUFI01G11300	81.7143	84.6154
Os01g0264700	ORUFI01G11310	96.1415	90.6061
Os01g0265000	ORUFI01G11330	94.9672	95.3846
Os01g0265100	ORUFI01G11340	100	100
Os01g0265200	ORUFI01G11350	93.4383	97.5342
Os01g0265400	ORUFI01G11360	76.8519	31.203
Os01g0265700	ORUFI01G11370	98.3402	98.75
Os01g0265800	ORUFI01G11380	99.7959	99.5927
Os01g0265900	ORUFI01G11390	100	79.6296
Os01g0266000	ORUFI01G11410	94.0476	99.3143
Os01g0266100	ORUFI01G11420	100	100
Os01g0266400	ORUFI01G11450	98.7952	98.7952
Os01g0266500	ORUFI01G11460	100	91.4201
Os01g0266600	ORUFI01G11470	100	100
Os01g0266800	ORUFI01G11480	79.0476	85.567
Os01g0267100	ORUFI01G11510	99.8691	99.8691
Os01g0267200	ORUFI01G11520	100	100
Os01g0267300	ORUFI01G11530	80.8795	100
Os01g0267400	ORUFI01G11540	88.4354	60.7477
Os01g0267600	ORUFI01G11550	91.2088	98.1087
Os01g0267800	ORUFI01G11560	97.7273	97.7273
Os01g0267900	ORUFI03G15940	100	100
Os01g0268000	ORUFI01G11580	71.4286	85.1064
Os01g0268100	ORUFI01G11590	82.9218	94.6009
Os01g0268300	ORUFI01G11620	99.7257	99.7257
Os01g0268600	ORUFI01G11640	99.0343	96.4472
Os01g0268700	ORUFI01G11650	66.5835	79.2285
Os01g0268800	ORUFI01G11670	100	100
Os01g0268900	ORUFI01G11680	97.9094	98.9437
Os01g0269000	ORUFI01G11690	51.8519	97.9424
Os01g0269100	ORUFI01G11700	98.1424	57.1171
Os01g0269800	ORUFI01G11740	99.4949	58.457
Os01g0269900	ORUFI01G11750	99.0676	97.7011
Os01g0270100	ORUFI01G11770	94	100
Os01g0270300	ORUFI01G11780	99.6914	99.6914
Os01g0270700	ORUFI01G11800	88.8393	80.8943
Os01g0271000	ORUFI01G11810	96.861	92.3077
Os01g0271200	ORUFI01G11820	99.8601	99.8601
Os01g0271400	ORUFI01G11830	99.6644	99.6644
Os01g0271500	ORUFI01G11840	95.3437	95.5556
Os01g0271700	ORUFI01G11850	90.566	55.814
Os01g0272600	ORUFI01G11880	92.7419	99.1379
Os01g0272700	ORUFI01G11890	99.5536	99.5536
Os01g0272800	ORUFI01G11900	98.0861	47.6744
Os01g0273000	ORUFI01G11930	100	100
Os01g0273100	ORUFI01G11940	99.4764	90.9091
Os01g0273200	ORUFI01G11950	20.132	47.6562
Os01g0273300	ORUFI01G11970	99.8138	88.595
Os01g0273500	ORUFI01G11980	85.8156	22.8087
Os01g0273800	ORUFI01G11990	99.7487	99.7487
Os01g0273900	ORUFI03G16700	5.68627	8.30946
Os01g0274100	ORUFI01G12020	99.0268	93.135
Os01g0274500	ORUFI01G12030	100	100
Os01g0274800	ORUFI01G12050	98.8679	77.5148
Os01g0275600	ORUFI01G12070	90.708	73.4109
Os01g0275900	ORUFI01G12090	83.9046	55.6874
Os01g0276000	ORUFI01G12100	98.1982	80.1471
Os01g0276100	ORUFI01G12110	100	100
Os01g0276200	ORUFI01G12120	61.3527	73.6232
Os01g0276300	ORUFI01G12130	100	100
Os01g0276400	ORUFI01G12140	98.5577	94.0367
Os01g0276500	ORUFI01G12150	100	100
Os01g0276600	ORUFI01G12160	100	100
Os01g0276700	ORUFI01G12170	100	100
Os01g0276800	ORUFI01G12180	99.8371	99.8371
Os01g0276900	ORUFI01G12190	94.2623	76.1589
Os01g0277500	ORUFI01G12200	84.657	86.8519
Os01g0277700	ORUFI01G12230	100	97.9675
Os01g0278000	ORUFI01G12270	88.6957	86.076
Os01g0278200	ORUFI01G12280	83.6364	4.50098
Os01g0278600	ORUFI01G12290	99.5745	96.6942
Os01g0278900	ORUFI01G12340	100	100
Os01g0278950	ORUFI01G12350	99.1195	66.33
Os01g0279100	ORUFI01G12360	100	92.3077
Os01g0279200	ORUFI01G12370	100	89.4094
Os01g0279300	ORUFI01G12380	99.3289	69.8113
Os01g0279400	ORUFI01G12390	85.5131	81.5739
Os01g0279700	ORUFI01G12400	99.0548	98.6817
Os01g0279800	ORUFI01G12410	100	100
Os01g0279900	ORUFI01G12420	100	97.9167
Os01g0280000	ORUFI01G12430	94.2396	99.5134
Os01g0280200	ORUFI01G12440	75.5814	62.5
Os01g0280500	ORUFI01G12480	81.7073	88.938
Os01g0281000	ORUFI01G12500	99.2771	99.2771
Os01g0281100	ORUFI01G12510	95.7655	98.9899
Os01g0281200	ORUFI01G12520	99.7636	99.5283
Os01g0281301	ORUFI01G12540	100	100
Os01g0281400	ORUFI01G12550	99.7895	99.7895
Os01g0281600	ORUFI01G12570	96.4143	96.8
Os01g0282251	ORUFI07G17370	53.3333	12.9032
Os01g0282800	ORUFI01G12640	100	100
Os01g0283000	ORUFI01G12650	99.8358	99.8358
Os01g0283100	ORUFI01G12660	95.8175	76.1329
Os01g0283300	ORUFI01G12670	100	100
Os01g0283400	ORUFI01G12680	100	100
Os01g0283500	ORUFI01G12690	76.5714	70.8995
Os01g0283600	ORUFI01G12700	92.0245	46.8019
Os01g0284300	ORUFI01G12730	99.7275	99.7275
Os01g0284500	ORUFI01G12750	100	100
Os01g0284700	ORUFI01G12760	95	65.8009
Os01g0284900	ORUFI01G12770	100	100
Os01g0285300	ORUFI01G12800	100	100
Os01g0286000	ORUFI01G12830	100	100
Os01g0286100	ORUFI01G12840	82.2606	88.8136
Os01g0286500	ORUFI01G12860	72.7273	56.4706
Os01g0286600	ORUFI01G12880	99.8134	95.0266
Os01g0286900	ORUFI01G12900	81.7391	46.5347
Os01g0287600	ORUFI01G12990	100	100
Os01g0287700	ORUFI06G19080	54.4643	49.5935
Os01g0288200	ORUFI01G13030	100	100
Os01g0288800	ORUFI01G13040	94.7917	97.8495
Os01g0289100	ORUFI01G13050	100	100
Os01g0289600	ORUFI02G29060	13.382	45.4545
Os01g0289900	ORUFI01G13070	91.1255	56.5101
Os01g0290000	ORUFI01G13080	100	47.3684
Os01g0290600	ORUFI01G13090	99.5798	98.9562
Os01g0292200	ORUFI01G13190	100	90.3922
Os01g0292700	ORUFI01G13220	96.2766	67.5373
Os01g0292900	ORUFI01G13230	100	99.1945
Os01g0293000	ORUFI01G13240	100	100
Os01g0293100	ORUFI01G13250	93.6675	93.6675
Os01g0293200	ORUFI01G13260	99.5192	82.1429
Os01g0293900	ORUFI01G13270	98.3784	18.2731
Os01g0295600	ORUFI01G13300	74.5098	71.9243
Os01g0295700	ORUFI01G13310	99.7368	99.7368
Os01g0295900	ORUFI01G13320	63.9594	45.1613
Os01g0296000	ORUFI01G13330	100	57.2744
Os01g0296100	ORUFI01G13340	95.3431	95.8128
Os01g0296200	ORUFI01G13360	99.6241	52.6839
Os01g0296700	ORUFI01G13370	99.8084	63.6919
Os01g0297200	ORUFI01G13400	100	100
Os01g0297700	ORUFI01G13430	100	100
Os01g0298400	ORUFI01G13460	99.6587	99.6587
Os01g0298500	ORUFI01G13470	29.7143	29.8851
Os01g0299100	ORUFI01G13490	81.25	67.2414
Os01g0299200	ORUFI01G13500	96.5854	70.7143
Os01g0299300	ORUFI01G13510	89.6382	100
Os01g0299500	ORUFI01G13530	79.096	64.2202
Os01g0299700	ORUFI01G13540	94.0928	77.4306
Os01g0300000	ORUFI01G13550	100	100
Os01g0300200	ORUFI01G13570	100	100
Os01g0300400	ORUFI01G13580	99.5261	91.3043
Os01g0300600	ORUFI01G13590	100	34.5348
Os01g0300900	ORUFI01G13600	100	100
Os01g0301000	ORUFI01G13610	95.5939	87.8521
Os01g0301100	ORUFI01G13620	100	100
Os01g0301500	ORUFI01G13640	99.1736	99.1736
Os01g0301700	ORUFI01G13660	99.8016	94.0187
Os01g0301900	ORUFI01G13700	93.5484	16.8932
Os01g0302100	ORUFI01G13710	72.6667	52.1531
Os01g0302500	ORUFI01G13730	100	100
Os01g0303000	ORUFI01G13750	100	100
Os01g0303100	ORUFI01G13760	94.6269	100
Os01g0303200	ORUFI01G13770	96.3806	95.0051
Os01g0303300	ORUFI01G13780	75.5814	58.8235
Os01g0303600	ORUFI01G13790	100	100
Os01g0303800	ORUFI01G13800	100	100
Os01g0304000	ORUFI01G13820	100	100
Os01g0304100	ORUFI01G13830	97.1576	72.5869
Os01g0304300	ORUFI01G13850	100	100
Os01g0304400	ORUFI01G13860	100	100
Os01g0304500	ORUFI01G13870	56.0976	100
Os01g0305200	ORUFI01G13890	64.4444	46.4
Os01g0305900	ORUFI01G13920	94.3218	97.3941
Os01g0306100	ORUFI01G13930	100	100
Os01g0306200	ORUFI01G13940	100	100
Os01g0306400	ORUFI01G13960	93.5115	100
Os01g0306800	ORUFI01G13980	100	91.002
Os01g0306900	ORUFI01G13990	100	100
Os01g0307500	ORUFI01G14000	100	100
Os01g0307750	ORUFI01G14050	84.8101	87.013
Os01g0308300	ORUFI01G14070	97.1296	99.8097
Os01g0308600	ORUFI01G14080	99.4118	99.4118
Os01g0309800	ORUFI01G14150	100	100
Os01g0309900	ORUFI01G14160	99.5276	99.6845
Os01g0310500	ORUFI01G14190	91.3313	67.583
Os01g0311100	ORUFI01G14220	96.7871	42.8064
Os01g0311400	ORUFI01G14220	97.9798	34.4583
Os01g0311500	ORUFI01G14230	99.892	99.892
Os01g0311600	ORUFI01G14240	100	100
Os01g0311800	ORUFI01G14270	99.6409	99.6409
Os01g0312500	ORUFI01G14290	99.7664	73.1164
Os01g0312800	ORUFI01G14330	99.7996	98.2249
Os01g0314000	ORUFI01G14390	99.6226	60.6897
Os01g0314300	ORUFI01G14400	92.8177	99.4083
Os01g0314800	ORUFI01G14420	100	100
Os01g0315600	ORUFI01G41230	72.1519	32.6648
Os01g0315700	ORUFI01G41230	100	36.6762
Os01g0315800	ORUFI01G41240	97.1765	100
Os01g0316100	ORUFI01G14450	87.7682	98.7923
Os01g0316500	ORUFI01G14460	100	90.4412
Os01g0316600	ORUFI01G14470	29.8387	12.6712
Os01g0316900	ORUFI01G14490	95.5414	43.4783
Os01g0317500	ORUFI01G14500	75.5319	85.5422
Os01g0317800	ORUFI01G14510	100	100
Os01g0318000	ORUFI01G14530	74.7059	100
Os01g0318202	ORUFI09G02620	16.8761	63.9456
Os01g0318400	ORUFI01G14540	87.7301	26.1426
Os01g0318700	ORUFI01G14550	78.4861	32.9431
Os01g0319000	ORUFI01G14570	99.7608	99.7608
Os01g0319200	ORUFI01G14590	100	85.91
Os01g0319400	ORUFI01G14640	97.0339	99.5652
Os01g0320400	ORUFI01G14690	100	100
Os01g0321300	ORUFI01G14760	92.9167	43.259
Os01g0321500	ORUFI01G14770	97.5309	48.1707
Os01g0321700	ORUFI01G14780	98.5167	92.1387
Os01g0321800	ORUFI01G14790	100	100
Os01g0321900	ORUFI01G14810	99.1736	95.2381
Os01g0322300	ORUFI01G14830	85.1351	96.9231
Os01g0322800	ORUFI01G14860	100	100
Os01g0323000	ORUFI01G14890	97.8682	96.929
Os01g0323100	ORUFI01G14900	100	75.4065
Os01g0323300	ORUFI01G14930	65.5684	99.005
Os01g0323500	ORUFI01G14940	99.2806	99.2806
Os01g0323600	ORUFI01G14960	100	100
Os01g0324400	ORUFI01G14990	77.533	62.4113
Os01g0327500	ORUFI01G15110	99.115	96.5517
Os01g0327600	ORUFI01G15120	95.244	98.4674
Os01g0327900	ORUFI01G15130	32.9356	78.8571
Os01g0328300	ORUFI01G15160	98.1221	47.1251
Os01g0328400	ORUFI01G15170	100	100
Os01g0328500	ORUFI01G15180	100	100
Os01g0328600	ORUFI01G15190	80.6452	53.6481
Os01g0328700	ORUFI01G15200	100	100
Os01g0328900	ORUFI01G15220	99.6661	76.933
Os01g0329000	ORUFI01G15240	96.8142	98.0287
Os01g0329300	ORUFI01G15250	83.004	99.8415
Os01g0329400	ORUFI01G15260	100	100
Os01g0329800	ORUFI01G15270	99.8588	99.8588
Os01g0329900	ORUFI01G15280	96.1009	100
Os01g0330100	ORUFI06G04000	36.7347	33.9623
Os01g0330200	ORUFI01G15310	100	100
Os01g0331100	ORUFI01G15380	73.6211	82.973
Os01g0331900	ORUFI01G15400	100	100
Os01g0332100	ORUFI01G15420	99.8408	100
Os01g0332500	ORUFI01G15440	100	100
Os01g0332800	ORUFI01G15450	100	100
Os01g0332900	ORUFI01G15460	81.3084	39.1892
Os01g0333600	ORUFI01G15480	99.3084	99.5839
Os01g0335600	ORUFI01G15540	96.5368	51.3825
Os01g0335600	ORUFI01G15570	85.7143	62.069
Os01g0335600	ORUFI01G15620	0	0
Os01g0335700	ORUFI01G15550	99.8788	99.8788
Os01g0336300	ORUFI01G15580	30	72.6316
Os01g0337100	ORUFI01G15640	95.8974	68.3729
Os01g0337500	ORUFI01G15650	100	100
Os01g0337600	ORUFI01G15660	89.404	93.75
