Gene stable ID	Nicotiana attenuata str. UT gene stable ID	%id. target Nicotiana attenuata str. UT gene identical to query gene	%id. query gene identical to target Nicotiana attenuata str. UT gene
Os01g0172900	A4A49_35972	30.8475	23.2143
Os01g0173000	A4A49_33914	46.9945	46.9945
Os01g0173100	A4A49_17020	62.5	72.5191
Os01g0173600	A4A49_14899	45.1163	59.5092
Os01g0173600	A4A49_17788	45.5814	54.7486
Os01g0174100	A4A49_14897	29.7297	30
Os01g0174100	A4A49_18747	26.1261	24.1667
Os01g0174100	A4A49_32266	34.2342	29.2308
Os01g0174100	A4A49_53299	33.3333	31.0924
Os01g0174300	A4A49_15054	71.3826	67.2727
Os01g0174700	A4A49_38999	55.5781	56.1475
Os01g0174900	A4A49_18050	49.7297	54.1176
Os01g0174900	A4A49_37343	35.1351	44.5205
Os01g0175000	A4A49_35587	68.4825	68.75
Os01g0175000	A4A49_37344	67.7043	67.9688
Os01g0175600	A4A49_04653	64.4345	66.1069
Os01g0175600	A4A49_25594	66.8155	67.0149
Os01g0175700	A4A49_04653	64.4345	66.1069
Os01g0175700	A4A49_25594	67.7083	67.9104
Os01g0175850	A4A49_26946	21.6028	22.8782
Os01g0176000	A4A49_11159	42.7711	43.7372
Os01g0176000	A4A49_26945	39.3574	40.6639
Os01g0176000	A4A49_32921	40.7631	43.469
Os01g0176100	A4A49_11159	41.1178	42.2998
Os01g0176100	A4A49_26945	38.7226	40.249
Os01g0176100	A4A49_32921	38.7226	41.5418
Os01g0176200	A4A49_11159	43.0583	43.9425
Os01g0176200	A4A49_26945	39.839	41.0788
Os01g0176200	A4A49_32921	40.2414	42.8266
Os01g0176300	A4A49_19267	51.4286	49.3507
Os01g0176400	A4A49_07878	39.1753	17.6744
Os01g0176500	A4A49_08831	40.625	42.4623
Os01g0176700	A4A49_04980	40.8805	46.3183
Os01g0176800	A4A49_03940	45.5627	47.0699
Os01g0177200	A4A49_08207	67.8841	67.2909
Os01g0177200	A4A49_28105	70.1511	69.5381
Os01g0177400	A4A49_10689	40.2703	40.2703
Os01g0177400	A4A49_38342	38.6486	40.1685
Os01g0178000	A4A49_38724	72.8426	72.8426
Os01g0178500	A4A49_00042	54.2714	48.6486
Os01g0178700	A4A49_24970	49.7653	50.237
Os01g0178900	A4A49_20708	12.9278	10.104
Os01g0179600	A4A49_11381	27.3101	36.4384
Os01g0179600	A4A49_19344	39.0144	40.2542
Os01g0179700	A4A49_17722	90.6404	90.6404
Os01g0179700	A4A49_19360	86.2069	86.2069
Os01g0179700	A4A49_25800	90.6404	90.6404
Os01g0179700	A4A49_27577	88.1773	88.1773
Os01g0179700	A4A49_62584	93.5961	93.5961
Os01g0180000	A4A49_34425	45	43.4944
Os01g0180300	A4A49_14929	31.5927	33.3333
Os01g0180600	A4A49_13390	46.8954	52.8059
Os01g0180800	A4A49_32677	72.8994	71.9626
Os01g0180800	A4A49_33065	72.7811	72.4382
Os01g0180800	A4A49_61078	73.0178	72.4178
Os01g0182200	A4A49_16095	60.9756	61.7284
Os01g0182200	A4A49_25390	53.252	54.1322
Os01g0182300	A4A49_03813	19.2982	29.2035
Os01g0182300	A4A49_08815	19.883	30.0885
Os01g0182400	A4A49_03253	21.4286	18.1818
Os01g0182600	A4A49_03185	70.2586	70.5017
Os01g0182700	A4A49_30742	39.2857	48.6726
Os01g0182832	A4A49_31582	26.6055	9.70441
Os01g0182832	A4A49_31584	0	0
Os01g0182900	A4A49_31582	0	0
Os01g0182900	A4A49_31584	73.5385	24.2886
Os01g0183000	A4A49_16895	58.3106	61.1429
Os01g0183100	A4A49_08167	61.7978	61.6822
Os01g0183500	A4A49_08073	46.0733	17.2888
Os01g0183500	A4A49_08283	48.1675	19.6162
Os01g0183500	A4A49_08284	46.5969	17.1154
Os01g0183500	A4A49_09231	45.5497	17.0588
Os01g0183500	A4A49_10787	49.7382	18.8119
Os01g0183500	A4A49_11110	48.1675	18.146
Os01g0183500	A4A49_11111	48.1675	18.3267
Os01g0183500	A4A49_19086	46.5969	17.2481
Os01g0183500	A4A49_23721	41.3613	15.5206
Os01g0183500	A4A49_24905	47.1204	17.3077
Os01g0183500	A4A49_66013	47.1204	20.4545
Os01g0183633	A4A49_13052	48.6239	37.5887
Os01g0184000	A4A49_20902	51.4512	51.7241
Os01g0184100	A4A49_01037	64.4578	68.1529
Os01g0184100	A4A49_36429	65.0602	68.7898
Os01g0184100	A4A49_36430	62.6506	65
Os01g0184100	A4A49_36431	51.2048	44.2708
Os01g0184100	A4A49_38235	63.8554	67.5159
Os01g0184100	A4A49_38427	65.6627	69.4268
Os01g0184100	A4A49_56877	57.8313	69.5652
Os01g0184100	A4A49_65978	61.4458	64.9682
Os01g0184800	A4A49_59876	66.9323	66.4032
Os01g0184900	A4A49_40133	69.1108	69.5447
Os01g0185100	A4A49_28595	42.132	28.1356
Os01g0185100	A4A49_29862	40.6091	27.027
Os01g0185200	A4A49_24146	73.995	74.4627
Os01g0185500	A4A49_12545	46.0714	47.7778
Os01g0185500	A4A49_30802	48.9286	50.7407
Os01g0185900	A4A49_32816	29.9803	32.8294
Os01g0186000	A4A49_02309	28.4974	30.3867
Os01g0186000	A4A49_40108	30.5699	26.9406
Os01g0186200	A4A49_00008	40.5063	43.5967
Os01g0186200	A4A49_07422	47.3418	46.8672
Os01g0186700	A4A49_29917	72.9779	76.3462
Os01g0186900	A4A49_14737	54.3046	49.004
Os01g0186900	A4A49_30397	51.8764	49.2662
Os01g0187400	A4A49_15034	63.2425	62.8472
Os01g0187500	A4A49_38563	22.8723	9.77273
Os01g0187500	A4A49_38783	17.5532	9.01639
Os01g0187600	A4A49_26075	40.2542	17.757
Os01g0187900	A4A49_32600	50.5464	49.2021
Os01g0188100	A4A49_00140	67.9641	68.3735
Os01g0188200	A4A49_34267	29.8305	12.4823
Os01g0188200	A4A49_38727	13.2203	6.87831
Os01g0188400	A4A49_62937	74.3349	73.9875
Os01g0190000	A4A49_24871	63.5088	56.0372
Os01g0190400	A4A49_21010	62.6638	57.6305
Os01g0190400	A4A49_65092	62.0087	57.1429
Os01g0190500	A4A49_29678	46.6667	53.9801
Os01g0191000	A4A49_19907	65.9091	65.9091
Os01g0191100	A4A49_36099	53.5088	53.5088
Os01g0191100	A4A49_60683	52.6316	51.7241
Os01g0191150	A4A49_06079	60.3448	26.7176
Os01g0191150	A4A49_10976	56.8966	25.1908
Os01g0191200	A4A49_04284	23.4323	33.1776
Os01g0191200	A4A49_04288	34.3234	39.8467
Os01g0191200	A4A49_41644	33.3333	37.9699
Os01g0191300	A4A49_15036	62.1247	57.3561
Os01g0191300	A4A49_27307	62.3557	59.081
Os01g0191500	A4A49_15035	58.0198	58.1349
Os01g0191500	A4A49_35566	57.6238	57.7381
Os01g0191500	A4A49_52336	13.0693	35.4839
Os01g0191800	A4A49_10978	84.9315	82.1192
Os01g0191900	A4A49_01795	34.8485	35.9375
Os01g0191900	A4A49_35386	34.0909	32.967
Os01g0192000	A4A49_30024	46.3731	50.8523
Os01g0192000	A4A49_35385	43.5233	48.9796
Os01g0192000	A4A49_35503	48.1865	48.1865
Os01g0192300	A4A49_04811	35.8064	42.2053
Os01g0192300	A4A49_30711	40.3226	46.8165
Os01g0192600	A4A49_00954	72.9107	72.9107
Os01g0192600	A4A49_26891	72.0461	72.0461
Os01g0192900	A4A49_01583	52.5328	63.3484
Os01g0193500	A4A49_33224	24.2826	32.9341
Os01g0193600	A4A49_36019	59.7846	58.7302
Os01g0193900	A4A49_33998	30.0119	22.2515
Os01g0194000	A4A49_28660	36.0248	28.8079
Os01g0194600	A4A49_27333	47.2	40.6897
Os01g0195200	A4A49_04071	63.6161	24.0709
Os01g0195400	A4A49_06089	27.7778	31.3725
Os01g0195500	A4A49_04066	72.8643	77.5401
Os01g0195500	A4A49_27280	70.3518	74.8663
Os01g0195500	A4A49_63517	36.6834	53.6765
Os01g0195801	A4A49_41057	23.5294	12.5926
Os01g0196300	A4A49_41057	19.59	15.9259
Os01g0196500	A4A49_24693	41.2935	43.6842
Os01g0196500	A4A49_37741	46.2687	51.0989
Os01g0196500	A4A49_65379	46.2687	51.0989
Os01g0196600	A4A49_04053	60.5428	58.4677
Os01g0196600	A4A49_04054	60.9603	59.1093
Os01g0197100	A4A49_35956	58.7755	58.5366
Os01g0197200	A4A49_32643	86.6397	85.4291
Os01g0197400	A4A49_26723	31.1203	21.3675
Os01g0197700	A4A49_26075	43.8938	46.3551
Os01g0197900	A4A49_40494	42.6357	15.5221
Os01g0198000	A4A49_40494	42.4958	23.7065
Os01g0198100	A4A49_40494	23.0263	9.8777
Os01g0198200	A4A49_27536	77.8302	69.2308
Os01g0198200	A4A49_35190	77.9874	69.8592
Os01g0198200	A4A49_60408	77.8302	68.5596
Os01g0198500	A4A49_05935	25.3165	28.169
Os01g0198500	A4A49_29076	23.2068	27.0936
Os01g0198500	A4A49_37716	16.8776	25.641
Os01g0198500	A4A49_37718	23.6287	27.1845
Os01g0198500	A4A49_59245	23.6287	27.451
Os01g0198500	A4A49_62855	23.6287	29.7872
Os01g0198900	A4A49_22106	20.3704	26.9939
Os01g0198900	A4A49_22107	20.3704	25.731
Os01g0199300	A4A49_22106	23.9583	28.2209
Os01g0199300	A4A49_22107	20.3125	22.807
Os01g0199400	A4A49_22105	64.3038	62.1027
Os01g0199700	A4A49_22104	28.9362	35.0515
Os01g0199900	A4A49_23140	9.35024	48.3607
Os01g0200000	A4A49_62723	73.4177	73.8854
Os01g0200300	A4A49_15927	0	0
Os01g0200300	A4A49_29019	57.3086	29.5102
Os01g0200500	A4A49_34807	44.9541	43.8806
Os01g0200600	A4A49_03629	37.7193	39.8148
Os01g0200600	A4A49_34891	35.9649	27.6094
Os01g0200600	A4A49_35008	37.7193	34.9594
Os01g0200600	A4A49_35187	35.9649	36.2832
Os01g0200600	A4A49_38622	34.2105	39
Os01g0201100	A4A49_21112	47.7083	61.5591
Os01g0201100	A4A49_21878	49.1667	54.7564
Os01g0201100	A4A49_27288	48.75	55.5819
Os01g0201250	A4A49_19815	40.566	33.0769
Os01g0201250	A4A49_38423	41.9811	38.8646
Os01g0201400	A4A49_41630	32.8767	42.4779
Os01g0201600	A4A49_04844	29.2359	31.5412
Os01g0201600	A4A49_29602	33.887	22.2222
Os01g0201700	A4A49_14436	50	60.5263
Os01g0201700	A4A49_16643	27.1739	60.4839
Os01g0201700	A4A49_16645	19.2029	41.4062
Os01g0202700	A4A49_06970	53.9773	54.9133
Os01g0202700	A4A49_56588	55.1136	54.8023
Os01g0202700	A4A49_57574	51.7045	50.5556
Os01g0202800	A4A49_17014	56.1798	54.5455
Os01g0202800	A4A49_22904	50.5618	38.9049
Os01g0202800	A4A49_36759	26.9663	38.7097
Os01g0202800	A4A49_42011	58.8015	54.1379
Os01g0203000	A4A49_17015	56.1644	63.2716
Os01g0203800	A4A49_02219	33.4615	38.1579
Os01g0203800	A4A49_16663	33.4615	38.1579
Os01g0204000	A4A49_10861	41.6016	41.4397
Os01g0205100	A4A49_22442	55.3806	56.4171
Os01g0205600	A4A49_38556	41.7004	42.2131
Os01g0205600	A4A49_38988	41.7004	43.0962
Os01g0205700	A4A49_18005	85.8369	52.0833
Os01g0205700	A4A49_59632	87.9828	53.6649
Os01g0205700	A4A49_63060	88.8412	48.8208
Os01g0206700	A4A49_05174	67.0282	67.4672
Os01g0206800	A4A49_24107	47.1449	44.5367
Os01g0206800	A4A49_28351	46.1201	44.3662
Os01g0206800	A4A49_31662	45.9736	44.4759
Os01g0207200	A4A49_10868	47.3515	50.5137
Os01g0207200	A4A49_15278	48.6356	48.7923
Os01g0207200	A4A49_31698	46.0674	49.8264
Os01g0207400	A4A49_10868	38.4314	16.7808
Os01g0207400	A4A49_15278	35.6863	14.6538
Os01g0207400	A4A49_31698	36.0784	15.9722
Os01g0207600	A4A49_10868	35.4575	37.1575
Os01g0207600	A4A49_15278	35.7843	35.2657
Os01g0207600	A4A49_31698	36.6013	38.8889
Os01g0208400	A4A49_10868	39.1234	41.2671
Os01g0208400	A4A49_15278	40.2597	39.9356
Os01g0208400	A4A49_31698	40.4221	43.2292
Os01g0208600	A4A49_05860	24.1379	24.4681
Os01g0209000	A4A49_32916	68.1818	68.0628
Os01g0209200	A4A49_18390	61.4786	60.5364
Os01g0209200	A4A49_22012	60.3113	60.0775
Os01g0209200	A4A49_59932	61.0895	60.1533
Os01g0209400	A4A49_40549	57.7922	54.2683
Os01g0209700	A4A49_21179	47.1642	46.1988
Os01g0209700	A4A49_29083	45.6716	45.9459
Os01g0209700	A4A49_38756	46.5672	44.8276
Os01g0210600	A4A49_01853	50.8982	56.6667
Os01g0210700	A4A49_31719	55.4077	48.8987
Os01g0210800	A4A49_32011	16.0256	4.82625
Os01g0210900	A4A49_04441	56.7515	57.3123
Os01g0211000	A4A49_04441	56.3218	58.1028
Os01g0211200	A4A49_04441	57.1429	56.917
Os01g0211600	A4A49_04441	65.445	49.4071
Os01g0211800	A4A49_08768	42.7273	46.6887
Os01g0211800	A4A49_14752	42.7273	46.5347
Os01g0214200	A4A49_34162	55.8824	56.1181
Os01g0214300	A4A49_13282	19.2771	4.72674
Os01g0214300	A4A49_32758	34.3373	8.35777
Os01g0214600	A4A49_24029	45.2722	43.1694
Os01g0214800	A4A49_24029	43.5484	44.2623
Os01g0215000	A4A49_24029	38.7013	40.7104
Os01g0215100	A4A49_02379	30.8943	9.69388
Os01g0215100	A4A49_07467	56.9106	15.0862
Os01g0215500	A4A49_24029	41.1184	34.153
Os01g0215700	A4A49_24029	50.5291	52.1858
Os01g0216000	A4A49_24029	34.7607	37.7049
Os01g0216300	A4A49_24029	32.6425	34.4262
Os01g0216400	A4A49_24029	40.3141	42.0765
Os01g0216500	A4A49_24029	41.7989	43.1694
Os01g0216900	A4A49_24029	35.5072	40.1639
Os01g0217000	A4A49_02423	44.0506	46.0317
Os01g0217000	A4A49_08914	43.2911	48.5795
Os01g0217000	A4A49_15923	46.8354	49.5979
Os01g0217000	A4A49_18388	45.0633	49.4444
Os01g0217000	A4A49_31417	40.2532	43.2065
Os01g0217000	A4A49_33559	46.076	46.7866
Os01g0217000	A4A49_36261	43.5443	46.9945
Os01g0217000	A4A49_36427	41.0127	46.0227
Os01g0217000	A4A49_37908	41.0127	41.9689
Os01g0217000	A4A49_37944	31.8987	45.9854
Os01g0217000	A4A49_40316	40	45.2722
Os01g0217000	A4A49_59888	41.519	44.9315
Os01g0217000	A4A49_61398	40	45.2722
Os01g0217000	A4A49_63211	42.5316	46.281
Os01g0218032	A4A49_13139	30.3791	32.6003
Os01g0218032	A4A49_34776	30.3791	32.8896
Os01g0218100	A4A49_07416	36.7041	38.5827
Os01g0218100	A4A49_40010	35.206	39.1667
Os01g0218200	A4A49_00603	50.2976	50.9804
Os01g0218200	A4A49_28166	54.3155	51.9943
Os01g0218700	A4A49_10425	58.1064	62.0499
Os01g0219000	A4A49_29326	35.6275	32.5926
Os01g0219100	A4A49_26549	65.6627	68.125
Os01g0220200	A4A49_02315	52.8926	17.2973
Os01g0220200	A4A49_37530	57.8512	18.4697
Os01g0220300	A4A49_25449	60.274	59.8639
Os01g0220500	A4A49_64928	22.3214	26.5957
Os01g0221300	A4A49_33040	21.7054	18.5124
Os01g0221400	A4A49_28541	50.6329	54.0541
Os01g0221400	A4A49_33072	46.8354	35.9223
Os01g0221400	A4A49_55495	49.3671	33.913
Os01g0221700	A4A49_34769	54.1667	49.5913
Os01g0222500	A4A49_36000	72.7273	72.7273
Os01g0222500	A4A49_60809	68.8312	69.4323
Os01g0222500	A4A49_63706	71.4286	68.4647
Os01g0222700	A4A49_57313	7.65896	34.6405
Os01g0223000	A4A49_24029	36.9792	38.7978
Os01g0223200	A4A49_24029	37.2032	38.5246
Os01g0223500	A4A49_24029	35.6322	16.9399
Os01g0223600	A4A49_37036	60.5691	47.68
Os01g0224100	A4A49_03112	28.6842	28.9125
Os01g0224100	A4A49_40092	30.5263	32.6761
Os01g0224400	A4A49_09864	45.6522	10.0478
Os01g0224400	A4A49_24363	51.087	11.4634
Os01g0224700	A4A49_31310	55.1253	57.619
Os01g0225000	A4A49_40467	56.2112	59.736
Os01g0225100	A4A49_31187	20.5674	11.4625
Os01g0225300	A4A49_24335	49.4881	31.3853
Os01g0226200	A4A49_22455	20.5314	25.2976
Os01g0226200	A4A49_36113	28.2609	26
Os01g0226300	A4A49_16078	68.5393	45.8647
Os01g0226300	A4A49_32317	69.6629	47.1483
Os01g0226300	A4A49_36116	69.6629	46.2687
Os01g0226300	A4A49_38694	62.9213	43.0769
Os01g0226400	A4A49_34774	69.2857	69.7842
Os01g0226500	A4A49_16082	49.6552	52.6829
Os01g0226600	A4A49_10915	11.128	37.0558
Os01g0226600	A4A49_57478	5.4878	36.7347
Os01g0227100	A4A49_06386	64.4841	64.2292
Os01g0227200	A4A49_06387	60.469	54.0419
Os01g0227200	A4A49_08033	46.0637	47.4138
Os01g0227200	A4A49_26771	49.4137	50.3413
Os01g0227300	A4A49_26770	90.8213	91.7073
Os01g0227300	A4A49_59756	89.372	89.8058
Os01g0227500	A4A49_23720	36.7201	37.3188
Os01g0227500	A4A49_38865	37.2549	42.3077
Os01g0227500	A4A49_54647	34.5811	44.3936
Os01g0227700	A4A49_23720	37.1058	36.2319
Os01g0227700	A4A49_38865	39.5176	43.1174
Os01g0227700	A4A49_54647	34.8794	43.0206
Os01g0227800	A4A49_23720	36.2963	35.5072
Os01g0227800	A4A49_38865	38.7037	42.3077
Os01g0227800	A4A49_54647	33.7037	41.6476
Os01g0228400	A4A49_31180	44.6541	45.2951
Os01g0228500	A4A49_26766	51.2121	54.5161
Os01g0228600	A4A49_03821	59.8101	60.3834
Os01g0228600	A4A49_26762	66.1392	66.7732
Os01g0228600	A4A49_26763	57.2785	58.1994
Os01g0228600	A4A49_60059	61.076	61.6613
Os01g0228800	A4A49_05202	21.2518	18.5751
Os01g0228800	A4A49_19867	21.5429	16.1045
Os01g0229200	A4A49_17192	16.5963	63.7838
Os01g0229200	A4A49_63047	37.4121	43.8944
Os01g0229400	A4A49_07336	79.9065	81.4286
Os01g0229700	A4A49_41480	38.8186	14.1104
Os01g0229900	A4A49_15123	25	9.04255
Os01g0229900	A4A49_21883	25.3676	10.7309
Os01g0229900	A4A49_36133	22.7941	13.2762
Os01g0230200	A4A49_37980	30.7882	37.2024
Os01g0231000	A4A49_02561	54.7529	46.9055
Os01g0231000	A4A49_42392	51.3308	50.1859
Os01g0231800	A4A49_10974	46.0581	24.7768
Os01g0231900	A4A49_10974	32.4435	35.2679
Os01g0232300	A4A49_10539	22.7273	9.22722
Os01g0232300	A4A49_30936	54.5455	19.0665
Os01g0232400	A4A49_56118	43.1457	46.0709
Os01g0232500	A4A49_15123	35.2577	22.7394
Os01g0232500	A4A49_21883	36.701	27.6827
Os01g0232500	A4A49_36133	37.1134	38.5439
Os01g0232700	A4A49_36757	77.8013	75.8763
Os01g0232800	A4A49_07647	68.2609	59.3573
Os01g0233100	A4A49_12698	55.1935	56.2241
Os01g0233400	A4A49_41463	51.1905	59.7222
Os01g0233500	A4A49_12698	54.9213	57.8838
Os01g0233800	A4A49_04413	60.3383	58.5766
Os01g0233900	A4A49_15123	33.7634	20.8777
Os01g0233900	A4A49_21883	35.0538	25.3499
Os01g0233900	A4A49_36133	33.1183	32.9764
Os01g0234100	A4A49_11902	16.5657	24.4776
Os01g0234100	A4A49_11903	30.303	35.545
Os01g0234100	A4A49_11904	30.9091	30.7229
Os01g0234100	A4A49_11905	16.1616	28.169
Os01g0234300	A4A49_03834	37.5648	24.5347
Os01g0234300	A4A49_40779	37.3057	23.8806
Os01g0234700	A4A49_25818	31.2741	39.9015
Os01g0234800	A4A49_42228	86.3014	57.7982
Os01g0234800	A4A49_60753	86.9863	58.2569
Os01g0234850	A4A49_03833	49.4506	38.8601
Os01g0234850	A4A49_25819	48.1319	38.2199
Os01g0234850	A4A49_29627	45.7143	36.3002
Os01g0234900	A4A49_16314	74.0634	80.0623
Os01g0234900	A4A49_25816	74.6398	78.4848
Os01g0234900	A4A49_29628	74.3516	78.1818
Os01g0235200	A4A49_00894	44.4976	39.4904
Os01g0235200	A4A49_16313	45.2153	44.4706
Os01g0235300	A4A49_11000	65.8878	63.2287
Os01g0235350	A4A49_26219	27.5714	27.6109
Os01g0235350	A4A49_28826	29.1429	31.0502
Os01g0235700	A4A49_15672	43.1118	43.9669
Os01g0235700	A4A49_29632	41.8152	42.5743
Os01g0236300	A4A49_27936	44.4921	46.8373
Os01g0236300	A4A49_41656	46.495	47.9351
Os01g0236400	A4A49_23457	40.0631	39.3189
Os01g0236700	A4A49_11333	50.1066	46.2144
Os01g0236800	A4A49_36913	50.8834	52.5547
Os01g0237000	A4A49_11943	41.358	41.358
Os01g0237100	A4A49_11944	57.0957	71.7842
Os01g0238500	A4A49_28053	64.1566	60.8571
Os01g0238700	A4A49_02752	41.8079	45.3293
Os01g0238900	A4A49_40136	75.4513	46.2389
Os01g0239000	A4A49_02152	35.9926	47.3171
Os01g0239000	A4A49_04028	38.961	45.9519
Os01g0241400	A4A49_18295	37.5	36.9565
Os01g0241400	A4A49_41425	33.0882	26.6272
Os01g0241400	A4A49_61605	34.5588	34.3066
Os01g0242400	A4A49_14319	19.6787	12.8272
Os01g0242400	A4A49_54523	21.2851	25.8537
Os01g0242400	A4A49_62528	19.6787	22.8972
Os01g0242600	A4A49_63903	6.97329	56.6265
Os01g0243000	A4A49_04446	41.5042	50.5085
Os01g0243200	A4A49_20211	26.7442	38.9831
Os01g0243200	A4A49_42830	31.3953	68.5279
Os01g0243700	A4A49_26236	56.1983	59.6491
Os01g0246400	A4A49_24316	40.5941	42.268
Os01g0246400	A4A49_27530	40.5941	42.268
Os01g0246500	A4A49_12254	26.9841	29.5139
Os01g0246700	A4A49_07658	36.3196	27.3224
Os01g0247500	A4A49_26234	66.2857	66.0969
Os01g0247700	A4A49_33967	46.6859	41.0127
Os01g0247700	A4A49_34710	50.4323	45.8115
Os01g0247700	A4A49_37371	45.245	42.663
Os01g0247900	A4A49_08954	57.8947	62.2642
Os01g0247900	A4A49_34920	54.386	58.4906
Os01g0248000	A4A49_11428	28.8889	24.2236
Os01g0248000	A4A49_35523	31.1111	31.3433
Os01g0248000	A4A49_35524	31.8519	25.5952
Os01g0248000	A4A49_37038	32.5926	29.7297
Os01g0248000	A4A49_59668	31.1111	28.3784
Os01g0248400	A4A49_00485	82.6087	70.6612
Os01g0248400	A4A49_01706	82.6087	82.4096
Os01g0248600	A4A49_30756	61.6114	61.6114
Os01g0248701	A4A49_20034	45.9135	52.3288
Os01g0248900	A4A49_06817	59.761	58.5938
Os01g0248900	A4A49_39203	60.5578	59.144
Os01g0249100	A4A49_06817	59.1743	50.3906
Os01g0249100	A4A49_39203	61.0092	51.751
Os01g0249900	A4A49_14742	29.1667	21.4623
Os01g0250600	A4A49_40876	81	84.375
Os01g0251200	A4A49_09673	39.7558	31.8478
Os01g0252100	A4A49_64278	85.049	84.8411
Os01g0252600	A4A49_42278	42.1053	37.5839
Os01g0252900	A4A49_09365	55.2727	29.8625
Os01g0253000	A4A49_14688	59.2677	29.4989
Os01g0253000	A4A49_37458	56.2929	28.4065
Os01g0253100	A4A49_07860	61.7232	59.2141
Os01g0253300	A4A49_12058	19.2015	75.3731
Os01g0253800	A4A49_38589	25.1429	21.8905
Os01g0254000	A4A49_07082	91.1917	91.1917
Os01g0254000	A4A49_12683	90.1554	90.1554
Os01g0254000	A4A49_25546	88.0829	88.0829
Os01g0254000	A4A49_62135	90.1554	90.1554
Os01g0254000	A4A49_62366	92.228	92.228
Os01g0254100	A4A49_06588	74.9336	74.9336
Os01g0254100	A4A49_08120	76.085	75.8834
Os01g0254300	A4A49_38233	43.6989	48.9908
Os01g0255000	A4A49_28066	53.4161	54.4304
Os01g0255000	A4A49_31435	53.1056	51.6616
Os01g0255000	A4A49_61191	36.9565	50.211
Os01g0255100	A4A49_28066	53.0864	54.4304
Os01g0255100	A4A49_31435	50.9259	49.8489
Os01g0255100	A4A49_61191	33.642	45.9916
Os01g0256400	A4A49_00830	60	65.5462
Os01g0256800	A4A49_39421	53.7239	53.4585
Os01g0257100	A4A49_41630	38.9313	45.1327
Os01g0257300	A4A49_03860	64.2202	66.0377
Os01g0257300	A4A49_65194	52.2936	52.2936
Os01g0258600	A4A49_34331	64.8936	64.2105
Os01g0259600	A4A49_08869	61.9718	17.154
Os01g0259600	A4A49_39131	62.6761	17.6938
Os01g0259900	A4A49_09096	32.6446	34.6491
Os01g0260000	A4A49_13316	38.0711	14.5631
Os01g0261100	A4A49_34970	35.7309	37.0192
Os01g0261100	A4A49_37500	36.6589	37.1765
Os01g0261500	A4A49_10570	47.4286	23.3803
Os01g0261600	A4A49_19431	20.1299	20.3947
Os01g0261700	A4A49_19431	29.8969	12.7193
Os01g0262000	A4A49_19431	20.1299	20.3947
Os01g0262500	A4A49_01485	61.991	59.5652
Os01g0262500	A4A49_28752	61.086	58.6957
Os01g0262500	A4A49_65275	60.181	57.8261
Os01g0262600	A4A49_29857	65.5602	66.2474
Os01g0262700	A4A49_29856	54.5171	39.5928
Os01g0263000	A4A49_05354	60.8069	64.1337
Os01g0263000	A4A49_10411	57.6369	59.3472
Os01g0263000	A4A49_28751	57.9251	59.6439
Os01g0263300	A4A49_24542	67.1642	67.7711
Os01g0263300	A4A49_29854	68.9552	70
Os01g0263300	A4A49_29855	70.7463	71.8182
Os01g0263300	A4A49_61801	68.6567	69.2771
Os01g0263600	A4A49_39082	75.9837	54.5809
Os01g0264100	A4A49_29600	47.1875	15.6639
Os01g0264100	A4A49_29646	48.75	30.7087
Os01g0264500	A4A49_07798	68.8406	60.5096
Os01g0264600	A4A49_03316	24.7619	24.8092
Os01g0265000	A4A49_07651	54.9234	55.4084
Os01g0265100	A4A49_56393	96.1326	96.1326
Os01g0265100	A4A49_57686	98.3425	98.3425
Os01g0265100	A4A49_63657	98.3425	98.3425
Os01g0265200	A4A49_31715	62.4672	62.963
Os01g0265800	A4A49_25643	44.6939	45.0617
Os01g0265900	A4A49_13245	68.9922	62.2378
Os01g0266000	A4A49_20629	35.7143	36.9955
Os01g0266100	A4A49_00047	18.1373	20.7865
Os01g0266100	A4A49_08675	16.6667	19.4286
Os01g0266100	A4A49_36602	16.1765	21.8543
Os01g0266100	A4A49_57837	17.6471	24
Os01g0266500	A4A49_34841	47.8964	50.1695
Os01g0267100	A4A49_13331	55.1047	36.2306
Os01g0267100	A4A49_31105	53.6649	37.7185
Os01g0267200	A4A49_20609	94.1368	92.6282
Os01g0267400	A4A49_03309	57.8231	45.2128
Os01g0268100	A4A49_16779	53.2922	49.8077
Os01g0268100	A4A49_18686	55.9671	54.1833
Os01g0268300	A4A49_37235	74.6228	74.4186
Os01g0268600	A4A49_06850	52.0386	56.5928
Os01g0268800	A4A49_24470	62.6712	62.4573
Os01g0268900	A4A49_09991	39.3728	40.2135
Os01g0269000	A4A49_00734	54.6841	61.9753
Os01g0269000	A4A49_55564	7.40741	41.9753
Os01g0269100	A4A49_31023	48.6068	28.4936
Os01g0269900	A4A49_00757	27.972	58.5366
Os01g0270100	A4A49_19095	50	50.2008
Os01g0271400	A4A49_36539	64.7651	63.9073
Os01g0271500	A4A49_19063	25.9424	71.7791
Os01g0271500	A4A49_19065	45.2328	73.3813
Os01g0272600	A4A49_07419	67.7419	69.8061
Os01g0272700	A4A49_01100	25	28.2828
Os01g0273100	A4A49_08218	60.733	64.4444
Os01g0273300	A4A49_13786	25.3259	30.9091
Os01g0274500	A4A49_33199	68.3761	64.5161
Os01g0274800	A4A49_29942	47.9245	38.024
Os01g0275200	A4A49_20630	55.2463	28.2895
Os01g0275200	A4A49_25642	55.6745	28.7293
