Gene stable ID	Vitis vinifera gene stable ID	%id. target Vitis vinifera gene identical to query gene	%id. query gene identical to target Vitis vinifera gene
Os01g0152000	VIT_09s0018g01080	39.4366	43.8871
Os01g0152000	VIT_13s0067g00490	34.7418	33.0652
Os01g0152300	VIT_06s0004g04230	77.7778	81.5069
Os01g0152300	VIT_06s0004g04240	79.085	52.6087
Os01g0152300	VIT_06s0004g04250	79.7386	82.4324
Os01g0152300	VIT_06s0004g04300	78.4314	78.9474
Os01g0152300	VIT_13s0019g05370	77.7778	82.069
Os01g0152600	VIT_08s0007g02110	42.381	25.0422
Os01g0152600	VIT_09s0018g01080	39.4286	43.2602
Os01g0152600	VIT_13s0067g00490	34.7619	32.6184
Os01g0152800	VIT_08s0007g02110	42.6261	25.211
Os01g0152800	VIT_09s0018g01080	38.9153	42.7377
Os01g0152800	VIT_13s0067g00490	34.7288	32.6184
Os01g0152900	VIT_06s0004g04230	78.4314	82.1918
Os01g0152900	VIT_06s0004g04240	79.7386	53.0435
Os01g0152900	VIT_06s0004g04250	80.3922	83.1081
Os01g0152900	VIT_06s0004g04300	79.085	79.6053
Os01g0152900	VIT_13s0019g05370	78.4314	82.7586
Os01g0153000	VIT_08s0007g02110	42.4184	24.8734
Os01g0153000	VIT_09s0018g01080	39.0595	42.5287
Os01g0153000	VIT_13s0067g00490	34.9328	32.529
Os01g0153100	VIT_06s0004g04230	80.3922	84.2466
Os01g0153100	VIT_06s0004g04240	81.6993	54.3478
Os01g0153100	VIT_06s0004g04250	81.0458	83.7838
Os01g0153100	VIT_06s0004g04300	81.0458	81.5789
Os01g0153100	VIT_13s0019g05370	80.3922	84.8276
Os01g0153250	VIT_06s0004g04290	36.0836	49.697
Os01g0153300	VIT_06s0004g04230	78.0645	82.8767
Os01g0153300	VIT_06s0004g04240	79.3548	53.4783
Os01g0153300	VIT_06s0004g04250	78.7097	82.4324
Os01g0153300	VIT_06s0004g04300	78.7097	80.2632
Os01g0153300	VIT_13s0019g05370	78.0645	83.4483
Os01g0153400	VIT_03s0088g00500	75	43.8356
Os01g0153500	VIT_13s0019g00080	45.679	49.115
Os01g0153600	VIT_13s0019g00080	14.6104	19.9115
Os01g0153800	VIT_06s0009g00980	41.9619	48.5804
Os01g0153800	VIT_08s0032g00510	38.4196	43.3846
Os01g0153800	VIT_08s0032g00700	39.2371	45.4259
Os01g0153900	VIT_13s0019g00080	36.4706	41.1504
Os01g0153950	VIT_13s0019g00080	0	0
Os01g0154100	VIT_13s0019g00080	35.206	41.5929
Os01g0154200	VIT_13s0019g00080	35.1351	40.2655
Os01g0154500	VIT_13s0019g00080	34.0336	35.8407
Os01g0154600	VIT_13s0019g00080	34.8548	37.1681
Os01g0155000	VIT_06s0009g00980	42.73	45.4259
Os01g0155000	VIT_08s0032g00510	40.6528	42.1538
Os01g0155000	VIT_08s0032g00700	42.1365	44.795
Os01g0155200	VIT_12s0028g03510	40.6739	45.9864
Os01g0155200	VIT_12s0028g03520	41.7569	42.9455
Os01g0155200	VIT_12s0134g00450	45.1264	45.3995
Os01g0155200	VIT_19s0014g02620	38.9892	43.1425
Os01g0155300	VIT_00s0317g00070	45.2941	43.0168
Os01g0155400	VIT_08s0040g02790	2.92135	4.72727
Os01g0155400	VIT_13s0067g03850	53.0337	34.7059
Os01g0155500	VIT_06s0004g03920	38.9957	44.5665
Os01g0155500	VIT_13s0067g03780	37.2863	42.2007
Os01g0155600	VIT_08s0040g02860	50.3086	61.2782
Os01g0155600	VIT_13s0067g03600	63.2716	61.0119
Os01g0157700	VIT_08s0040g02340	37.5	37.1795
Os01g0157700	VIT_08s0040g02350	1.72414	3.2
Os01g0157800	VIT_08s0040g02370	74.1071	68.0328
Os01g0157800	VIT_13s0019g03880	74.1071	62.8788
Os01g0157900	VIT_08s0040g02230	57.4468	56.25
Os01g0158000	VIT_08s0040g02290	65.5303	66.9246
Os01g0158200	VIT_13s0019g04040	55.8386	55.7203
Os01g0158400	VIT_15s0024g00410	29.0984	39.2265
Os01g0158400	VIT_15s0024g00480	18.4426	25.5682
Os01g0158500	VIT_11s0016g02990	65.8863	61.8524
Os01g0158600	VIT_03s0017g00510	31.1459	37.4558
Os01g0158600	VIT_03s0110g00170	29.6768	36.8165
Os01g0158600	VIT_08s0058g00010	27.1303	35.7881
Os01g0158600	VIT_08s0058g00040	34.8678	36.0324
Os01g0158600	VIT_08s0058g00090	35.7493	36.4271
Os01g0158600	VIT_12s0055g00550	27.62	35.25
Os01g0158600	VIT_12s0057g00620	26.0529	35.3723
Os01g0158600	VIT_12s0057g00750	29.9706	36.2989
Os01g0158600	VIT_12s0057g00800	26.2488	33.5419
Os01g0158600	VIT_12s0057g00860	28.7953	34.0278
Os01g0158600	VIT_18s0089g00630	30.2644	38.3375
Os01g0158600	VIT_18s0089g00650	28.5015	36.8354
Os01g0158600	VIT_18s0089g00690	33.6925	33.4956
Os01g0158600	VIT_18s0157g00040	30.0686	35.4913
Os01g0158600	VIT_19s0027g01230	24.8776	34.094
Os01g0158600	VIT_19s0085g00160	26.7385	35.5006
Os01g0158800	VIT_08s0105g00360	28.5714	27.9835
Os01g0158900	VIT_13s0067g00920	53.7954	55.8857
Os01g0159000	VIT_07s0031g02670	39.779	28.2353
Os01g0159200	VIT_06s0004g03050	50.5319	34.0502
Os01g0159200	VIT_08s0040g01970	44.6809	34.0081
Os01g0159200	VIT_08s0040g01980	42.5532	29.1971
Os01g0159200	VIT_08s0040g01990	39.3617	29.1339
Os01g0159200	VIT_08s0040g02010	43.617	33.7449
Os01g0159200	VIT_08s0040g02020	31.9149	23.166
Os01g0159200	VIT_08s0040g02030	42.5532	15.2381
Os01g0159200	VIT_08s0040g02070	43.617	34.3096
Os01g0159300	VIT_08s0040g02160	22.1557	20.3297
Os01g0159300	VIT_13s0019g04100	18.9621	16.8142
Os01g0159300	VIT_16s0022g00290	6.18762	40.7895
Os01g0159400	VIT_08s0105g00460	78.5219	76.2332
Os01g0159800	VIT_13s0067g01350	27.0073	12.4579
Os01g0160100	VIT_13s0067g00340	8.20771	37.9845
Os01g0160200	VIT_03s0017g00510	29.9129	36.3958
Os01g0160200	VIT_03s0110g00170	31.0745	39.0036
Os01g0160200	VIT_08s0058g00010	27.2023	36.3049
Os01g0160200	VIT_08s0058g00040	33.6883	35.2227
Os01g0160200	VIT_08s0058g00090	34.9468	36.0279
Os01g0160200	VIT_12s0055g00550	26.4279	34.125
Os01g0160200	VIT_12s0057g00620	26.3311	36.1702
Os01g0160200	VIT_12s0057g00750	29.6225	36.2989
Os01g0160200	VIT_12s0057g00800	26.1375	33.7922
Os01g0160200	VIT_12s0057g00860	28.848	34.4907
Os01g0160200	VIT_18s0089g00630	30.9777	39.7022
Os01g0160200	VIT_18s0089g00650	29.7193	38.8608
Os01g0160200	VIT_18s0089g00690	35.1404	35.3457
Os01g0160200	VIT_18s0157g00040	30.0097	35.8382
Os01g0160200	VIT_19s0027g01230	26.5247	36.7785
Os01g0160200	VIT_19s0085g00160	27.2023	36.541
Os01g0160700	VIT_03s0017g00510	31.1155	37.4558
Os01g0160700	VIT_03s0110g00170	29.9413	37.181
Os01g0160700	VIT_08s0058g00010	28.18	37.2093
Os01g0160700	VIT_08s0058g00040	34.4423	35.6275
Os01g0160700	VIT_08s0058g00090	35.8121	36.5269
Os01g0160700	VIT_12s0055g00550	27.6908	35.375
Os01g0160700	VIT_12s0057g00620	26.4188	35.9043
Os01g0160700	VIT_12s0057g00750	29.8434	36.1803
Os01g0160700	VIT_12s0057g00800	26.1252	33.4168
Os01g0160700	VIT_12s0057g00860	29.1585	34.4907
Os01g0160700	VIT_18s0089g00630	30.137	38.2134
Os01g0160700	VIT_18s0089g00650	28.3757	36.7089
Os01g0160700	VIT_18s0089g00690	34.0509	33.8851
Os01g0160700	VIT_18s0157g00040	29.9413	35.3757
Os01g0160700	VIT_19s0027g01230	25.0489	34.3624
Os01g0160700	VIT_19s0085g00160	27.1037	36.0208
Os01g0161000	VIT_03s0017g00510	35.3293	27.7974
Os01g0161000	VIT_03s0110g00170	34.4311	27.9465
Os01g0161000	VIT_08s0058g00010	29.0419	25.0646
Os01g0161000	VIT_08s0058g00040	34.2814	23.1781
Os01g0161000	VIT_08s0058g00090	36.2275	24.1517
Os01g0161000	VIT_12s0055g00550	30.988	25.875
Os01g0161000	VIT_12s0057g00620	30.0898	26.7287
Os01g0161000	VIT_12s0057g00750	31.5868	25.0297
Os01g0161000	VIT_12s0057g00800	33.5329	28.035
Os01g0161000	VIT_12s0057g00860	33.2335	25.6944
Os01g0161000	VIT_18s0089g00630	32.9341	27.2953
Os01g0161000	VIT_18s0089g00650	32.3353	27.3418
Os01g0161000	VIT_18s0089g00690	38.024	24.7322
Os01g0161000	VIT_18s0157g00040	33.982	26.2428
Os01g0161000	VIT_19s0027g01230	30.2395	27.1141
Os01g0161000	VIT_19s0085g00160	25.8982	22.4967
Os01g0161300	VIT_03s0017g00510	24.0631	28.7397
Os01g0161300	VIT_03s0110g00170	24.5562	30.2552
Os01g0161300	VIT_08s0058g00010	25.8383	33.8501
Os01g0161300	VIT_08s0058g00040	30.6706	31.4777
Os01g0161300	VIT_08s0058g00090	33.5306	33.9321
Os01g0161300	VIT_12s0055g00550	24.7535	31.375
Os01g0161300	VIT_12s0057g00620	26.2327	35.3723
Os01g0161300	VIT_12s0057g00750	25.9369	31.1981
Os01g0161300	VIT_12s0057g00800	21.5976	27.4093
Os01g0161300	VIT_12s0057g00860	24.7535	29.0509
Os01g0161300	VIT_18s0089g00630	23.9645	30.1489
Os01g0161300	VIT_18s0089g00650	24.8521	31.8987
Os01g0161300	VIT_18s0089g00690	29.6844	29.3087
Os01g0161300	VIT_18s0157g00040	25.1479	29.4798
Os01g0161300	VIT_19s0027g01230	24.1617	32.8859
Os01g0161300	VIT_19s0085g00160	22.4852	29.6489
Os01g0162200	VIT_08s0058g00060	22.9167	16.3366
Os01g0162200	VIT_08s0058g00100	32.4074	24.5184
Os01g0162300	VIT_12s0057g00760	41.0494	23.6234
Os01g0162300	VIT_12s0057g00780	39.5062	20.9836
Os01g0162300	VIT_12s0057g00820	11.4198	30.8333
Os01g0162300	VIT_12s0057g00870	36.7284	30.9091
Os01g0162300	VIT_16s0013g01710	24.6914	44.6927
Os01g0162300	VIT_18s0041g00340	43.5185	28.8934
Os01g0162300	VIT_18s0089g00680	32.4074	40.0763
Os01g0162300	VIT_19s0015g00030	25.6173	30.292
Os01g0162500	VIT_08s0058g00060	27.572	11.0561
Os01g0162500	VIT_08s0058g00100	36.6255	15.5867
Os01g0162800	VIT_03s0017g00510	29.2636	35.5713
Os01g0162800	VIT_03s0110g00170	27.8101	34.8724
Os01g0162800	VIT_08s0058g00010	25.8721	34.4961
Os01g0162800	VIT_08s0058g00040	33.4302	34.919
Os01g0162800	VIT_08s0058g00090	34.8837	35.9281
Os01g0162800	VIT_12s0055g00550	27.1318	35
Os01g0162800	VIT_12s0057g00620	25.5814	35.1064
Os01g0162800	VIT_12s0057g00750	29.2636	35.8244
Os01g0162800	VIT_12s0057g00800	24.031	31.0388
Os01g0162800	VIT_12s0057g00860	27.0349	32.2917
Os01g0162800	VIT_18s0089g00630	27.907	35.732
Os01g0162800	VIT_18s0089g00650	27.8101	36.3291
Os01g0162800	VIT_18s0089g00690	33.4302	33.593
Os01g0162800	VIT_18s0157g00040	27.8101	33.1792
Os01g0162800	VIT_19s0027g01230	25.2907	35.0336
Os01g0162800	VIT_19s0085g00160	26.4535	35.5006
Os01g0163000	VIT_03s0017g00510	31.3786	35.9246
Os01g0163000	VIT_03s0110g00170	30.5556	36.0875
Os01g0163000	VIT_08s0058g00010	27.6749	34.7545
Os01g0163000	VIT_08s0058g00040	35.3909	34.8178
Os01g0163000	VIT_08s0058g00090	37.1399	36.0279
Os01g0163000	VIT_12s0055g00550	27.9835	34
Os01g0163000	VIT_12s0057g00620	27.2634	35.2394
Os01g0163000	VIT_12s0057g00750	31.2757	36.0617
Os01g0163000	VIT_12s0057g00800	27.3663	33.2916
Os01g0163000	VIT_12s0057g00860	29.1152	32.7546
Os01g0163000	VIT_18s0089g00630	30.9671	37.3449
Os01g0163000	VIT_18s0089g00650	29.8354	36.7089
Os01g0163000	VIT_18s0089g00690	34.9794	33.1061
Os01g0163000	VIT_18s0157g00040	31.07	34.9133
Os01g0163000	VIT_19s0027g01230	26.5432	34.6309
Os01g0163000	VIT_19s0085g00160	28.4979	36.0208
Os01g0164075	VIT_13s0067g01540	33.7079	33.7079
Os01g0164300	VIT_13s0067g01540	36.0825	39.3258
Os01g0164400	VIT_12s0057g00880	76.5625	27.7883
Os01g0164500	VIT_13s0067g01900	61.8238	67.2269
Os01g0164600	VIT_06s0004g07360	56.4955	60.1286
Os01g0164700	VIT_13s0019g03670	36.1538	7.6175
Os01g0164800	VIT_08s0058g00500	52.1739	24.1316
Os01g0164900	VIT_08s0058g00500	0	0
Os01g0165000	VIT_13s0067g01960	37.2263	28.7324
Os01g0165100	VIT_13s0067g02050	54.7809	55.4436
Os01g0165200	VIT_08s0058g00620	36.2857	38.253
Os01g0165200	VIT_13s0067g02070	35.4286	30.0606
Os01g0165600	VIT_06s0004g07460	46.4706	53.3784
Os01g0166100	VIT_13s0067g02160	59.8187	59.2814
Os01g0166300	VIT_13s0067g02160	58.1081	38.6228
Os01g0166400	VIT_18s0122g01110	34.3434	37.7778
Os01g0166500	VIT_08s0058g01010	25.2033	29.8077
Os01g0166500	VIT_13s0067g02390	25.6098	30.5825
Os01g0166700	VIT_08s0058g01030	35.8407	29.1367
Os01g0166800	VIT_13s0067g02530	53.7688	53.8591
Os01g0167500	VIT_06s0004g07960	82.0225	74.3003
Os01g0167500	VIT_13s0067g02970	80.8989	81.5864
Os01g0167750	VIT_04s0023g01060	45.2229	44.6541
Os01g0167900	VIT_06s0004g08170	34.0278	24.8731
Os01g0168100	VIT_06s0004g08170	32.715	32.8257
Os01g0168200	VIT_08s0040g00020	64.8855	61.1511
Os01g0168300	VIT_13s0067g00210	53.6842	53.4031
Os01g0168400	VIT_06s0004g08300	67.6815	64.6532
Os01g0168400	VIT_08s0056g00440	67.6815	62.5541
Os01g0168500	VIT_13s0067g00170	67.6259	68.7805
Os01g0168800	VIT_04s0008g02050	35.119	39.5973
Os01g0169400	VIT_14s0066g00680	42.6295	62.9412
Os01g0169400	VIT_17s0000g09010	47.4104	64.6739
Os01g0169500	VIT_14s0066g00730	18.0782	38.1443
Os01g0169500	VIT_14s0066g00740	16.8295	41.9486
Os01g0169800	VIT_00s0225g00230	39.2505	48.5366
Os01g0169800	VIT_00s0394g00040	39.4477	47.7327
Os01g0169800	VIT_17s0000g08990	46.7456	50.1057
Os01g0169800	VIT_18s0001g15430	9.07298	31.0811
Os01g0169900	VIT_14s0066g00800	46.0345	47.4245
Os01g0169900	VIT_17s0000g08970	30.8621	38.1663
Os01g0170000	VIT_14s0066g00810	63.6095	27.7419
Os01g0170000	VIT_17s0000g08960	64.7929	28.0769
Os01g0170100	VIT_17s0000g08950	44.8529	25.2588
Os01g0170300	VIT_17s0000g08900	57.8335	59.375
Os01g0170500	VIT_17s0000g08870	63.7002	64
Os01g0170600	VIT_05s0077g01070	0	0
Os01g0170800	VIT_13s0047g01040	16.2791	38.6503
Os01g0171000	VIT_01s0127g00230	74.2038	74.4409
Os01g0171800	VIT_14s0066g00980	48.8166	50.152
Os01g0171800	VIT_17s0000g08590	50.5917	52.454
Os01g0172000	VIT_07s0005g00130	60.7407	18.7643
Os01g0172100	VIT_14s0066g01000	52.1628	47.5638
Os01g0172200	VIT_14s0066g01020	55.5995	48.8992
Os01g0172300	VIT_04s0008g05460	35.4839	30.6977
Os01g0172300	VIT_09s0002g06780	33.871	27.1552
Os01g0172300	VIT_11s0016g05400	34.4086	40
Os01g0172400	VIT_11s0016g05360	72.2906	71.7604
Os01g0172400	VIT_11s0016g05370	73.6453	73.5547
Os01g0172600	VIT_11s0016g05320	75.3304	52.7778
Os01g0172900	VIT_17s0000g05660	28.1356	21.447
Os01g0172900	VIT_17s0000g05670	31.1864	23.4097
Os01g0173000	VIT_09s0002g06560	48.6339	50.5682
Os01g0173600	VIT_09s0002g06420	45.1163	58.4337
Os01g0173600	VIT_09s0002g06430	45.1163	57.3965
Os01g0173600	VIT_11s0016g05010	46.0465	50.7692
Os01g0173900	VIT_07s0005g04680	11.2292	58.885
Os01g0173900	VIT_10s0092g00380	7.77409	60.3093
Os01g0173900	VIT_15s0045g00090	7.57475	68.6747
Os01g0173900	VIT_19s0015g00040	46.0465	64.2857
Os01g0174000	VIT_05s0020g01090	13.8329	22.8571
Os01g0174100	VIT_09s0002g06360	34.2342	35.8491
Os01g0174300	VIT_11s0016g04970	73.3119	69.9387
Os01g0174500	VIT_16s0050g00630	41.9142	40.0631
Os01g0174600	VIT_16s0050g00630	1.07527	0.946372
Os01g0174700	VIT_11s0016g04910	62.2718	65.3191
Os01g0174900	VIT_09s0002g06040	47.027	51.1765
Os01g0175000	VIT_04s0008g05120	71.2062	71.2062
Os01g0175000	VIT_09s0002g06010	71.2062	62.6712
Os01g0175000	VIT_11s0016g04850	70.8171	71.0938
Os01g0175100	VIT_09s0002g05820	31.1594	36.1345
Os01g0175100	VIT_11s0016g04760	32.6087	37.1901
Os01g0175600	VIT_04s0008g04980	66.6667	66.9656
Os01g0175600	VIT_09s0002g05810	66.369	64.9199
Os01g0175600	VIT_11s0016g04740	66.6667	66.3704
Os01g0175700	VIT_04s0008g04980	66.6667	66.9656
Os01g0175700	VIT_09s0002g05810	65.9226	64.4833
Os01g0175700	VIT_11s0016g04740	67.4107	67.1111
Os01g0176000	VIT_08s0007g04570	46.5863	47.1545
Os01g0176000	VIT_08s0007g04580	34.9398	42.7518
Os01g0176000	VIT_08s0007g04590	44.1767	46.8085
Os01g0176000	VIT_08s0007g04600	32.3293	42.3684
Os01g0176000	VIT_08s0007g04610	42.1687	45.2586
Os01g0176100	VIT_08s0007g04570	46.1078	46.9512
Os01g0176100	VIT_08s0007g04580	35.9281	44.226
Os01g0176100	VIT_08s0007g04590	43.1138	45.9574
Os01g0176100	VIT_08s0007g04600	30.3393	40
Os01g0176100	VIT_08s0007g04610	41.9162	45.2586
Os01g0176200	VIT_08s0007g04570	48.8934	49.3902
Os01g0176200	VIT_08s0007g04580	37.4245	45.7002
Os01g0176200	VIT_08s0007g04590	44.8692	47.4468
Os01g0176200	VIT_08s0007g04600	31.7907	41.5789
Os01g0176200	VIT_08s0007g04610	42.2535	45.2586
Os01g0176300	VIT_09s0002g07350	51.8797	47.6519
Os01g0176400	VIT_09s0002g05700	39.6907	17.7829
Os01g0176500	VIT_09s0002g05680	44.2308	48.8712
Os01g0176700	VIT_11s0016g04600	42.1384	43.6957
Os01g0176800	VIT_09s0002g05620	46.5691	48.0642
Os01g0176800	VIT_09s0002g05650	35.0412	37.6968
Os01g0177100	VIT_11s0016g04550	62.3717	62.8014
Os01g0177200	VIT_03s0017g00950	9.3199	47.1338
Os01g0177200	VIT_03s0017g00960	4.78589	82.6087
Os01g0177200	VIT_19s0014g03900	8.94207	53.7879
Os01g0177200	VIT_19s0014g03910	12.5945	63.6943
Os01g0177200	VIT_19s0014g03920	73.6776	72.0443
Os01g0177400	VIT_04s0008g04940	39.1892	40.8451
Os01g0177400	VIT_09s0002g05270	40	40.5479
Os01g0177400	VIT_09s0002g05300	37.027	38.1616
Os01g0177900	VIT_04s0008g04230	71.1781	71.4286
Os01g0177900	VIT_11s0016g04540	74.5442	74.8065
Os01g0178000	VIT_04s0008g04250	65.4822	65.4822
Os01g0178000	VIT_09s0002g05250	74.3655	74.3655
Os01g0178100	VIT_11s0016g04530	47.1698	48.6618
Os01g0178200	VIT_11s0016g04520	54.955	63.7631
Os01g0178400	VIT_11s0016g04500	62.439	23.97
Os01g0178500	VIT_09s0002g05160	52.7638	35.7143
Os01g0178500	VIT_11s0016g04490	52.7638	48.6111
Os01g0178700	VIT_04s0008g04280	49.7653	52.8678
Os01g0178700	VIT_09s0002g05120	51.1737	49.3213
Os01g0178700	VIT_09s0002g05130	19.2488	39.4231
Os01g0178700	VIT_09s0002g05140	31.2207	43.0421
Os01g0178700	VIT_11s0016g04450	44.6009	46.683
Os01g0179200	VIT_04s0008g04350	68.0233	68.8235
Os01g0179200	VIT_11s0016g04370	67.7326	68.9349
Os01g0179300	VIT_04s0008g04340	46.5257	47.5309
Os01g0179300	VIT_11s0016g04390	48.9426	50.4673
Os01g0179400	VIT_04s0008g04320	26.7916	56.4659
Os01g0179400	VIT_04s0008g04330	34.3794	47.7554
Os01g0179500	VIT_04s0008g04370	33.4879	21.7864
Os01g0179600	VIT_05s0062g00270	37.3717	39.1398
Os01g0179600	VIT_05s0062g00300	37.577	34.5283
Os01g0179600	VIT_05s0062g00310	35.1129	39.7674
Os01g0179600	VIT_05s0062g00350	36.1396	37.8495
Os01g0179600	VIT_05s0062g00400	32.6489	25.0789
Os01g0179600	VIT_05s0062g00430	36.7556	38.412
Os01g0179600	VIT_05s0062g00460	37.1663	38.9247
Os01g0179600	VIT_05s0062g00470	36.5503	38.4449
Os01g0179600	VIT_05s0062g00570	37.1663	39.693
Os01g0179600	VIT_05s0062g00590	36.5503	38.4449
Os01g0179600	VIT_05s0062g00630	37.1663	38.5928
Os01g0179600	VIT_05s0062g00640	39.4251	40.9382
Os01g0179600	VIT_05s0062g00700	37.1663	39.0086
Os01g0179600	VIT_05s0062g00710	37.577	39.5248
Os01g0179600	VIT_05s0062g00720	28.9528	35.0746
Os01g0179600	VIT_05s0062g00740	34.4969	37.5839
Os01g0179600	VIT_09s0002g06590	31.0062	36.5617
Os01g0179700	VIT_00s1372g00020	91.133	93.4343
Os01g0179700	VIT_15s0021g01410	63.0542	62.439
Os01g0179700	VIT_16s0013g00520	93.1034	93.1034
Os01g0179800	VIT_11s0016g04200	55.5819	58.9421
Os01g0179800	VIT_16s0022g00530	18.0523	52.7778
Os01g0180000	VIT_11s0016g04190	57.6923	39.8936
Os01g0180300	VIT_09s0002g04750	34.7258	36.9958
Os01g0180400	VIT_04s0008g04490	43.617	19.9513
Os01g0180600	VIT_11s0016g04090	47.8758	52.1352
Os01g0180700	VIT_04s0008g04530	29.1188	44.7059
Os01g0180800	VIT_09s0002g04680	73.9645	73.7028
Os01g0181000	VIT_11s0016g04070	25.5462	28.5178
Os01g0182200	VIT_08s0007g07680	59.7561	61.7647
Os01g0182300	VIT_09s0002g04620	21.0526	36
Os01g0182400	VIT_07s0031g01930	24.6032	20.462
Os01g0182500	VIT_06s0004g00390	17.8218	26.6667
Os01g0182500	VIT_07s0031g01940	27.2277	25.9434
Os01g0182500	VIT_11s0016g03800	10.396	9.72222
Os01g0182500	VIT_18s0072g00100	25.2475	23.6111
Os01g0182600	VIT_18s0157g00020	73.3621	72.735
Os01g0182700	VIT_07s0031g01840	37.8571	46.9027
Os01g0182832	VIT_07s0031g01810	0	0
Os01g0182832	VIT_07s0031g01830	30.2752	22.5256
Os01g0182900	VIT_07s0031g01810	73.2308	14.9874
Os01g0182900	VIT_07s0031g01830	0	0
Os01g0183000	VIT_13s0084g00150	58.5831	46.4363
Os01g0183000	VIT_18s0157g00190	58.3106	59.7765
Os01g0183100	VIT_13s0074g00030	62.9213	62.6866
Os01g0183300	VIT_18s0157g00210	52.0458	44.8519
Os01g0183400	VIT_01s0010g03550	25.2101	42.8571
Os01g0183500	VIT_07s0031g01660	49.2147	18.7251
Os01g0183500	VIT_07s0031g01670	46.5969	17.8357
Os01g0183500	VIT_07s0031g01680	47.644	17.9487
Os01g0183500	VIT_14s0006g01670	25.6544	11.5566
Os01g0183500	VIT_14s0006g01680	26.7016	51.5152
Os01g0183633	VIT_09s0002g01880	44.0367	45.7143
Os01g0183633	VIT_11s0016g01750	48.6239	37.8571
Os01g0184000	VIT_17s0000g05290	12.6649	48.4848
Os01g0184000	VIT_17s0000g05300	25.3298	51.0638
Os01g0184000	VIT_17s0000g05310	51.715	51.8519
Os01g0184100	VIT_04s0008g01490	68.0723	72.4359
Os01g0184100	VIT_04s0008g01500	63.8554	69.7368
Os01g0184100	VIT_04s0008g01510	65.0602	69.2308
Os01g0184100	VIT_04s0008g01520	66.2651	70.5128
Os01g0184100	VIT_04s0008g01530	65.0602	22.5
Os01g0184100	VIT_04s0008g01550	68.0723	72.4359
Os01g0184100	VIT_04s0008g01560	54.2169	79.646
Os01g0184100	VIT_04s0008g01570	66.8675	66.8675
Os01g0184100	VIT_04s0008g01580	66.8675	71.1538
Os01g0184100	VIT_04s0008g01590	67.4699	72.2581
Os01g0184100	VIT_04s0008g01610	53.6145	56.3291
Os01g0184100	VIT_04s0008g01620	50.6024	52.8302
Os01g0184500	VIT_18s0001g02530	61.12	60.1575
Os01g0184800	VIT_14s0171g00260	72.9084	72.619
Os01g0184900	VIT_14s0108g00040	73.791	73.4472
Os01g0185100	VIT_01s0026g01700	40.6091	26.0586
Os01g0185100	VIT_04s0023g01420	19.2893	43.6782
Os01g0185200	VIT_01s0011g03740	72.8643	73.3249
Os01g0185200	VIT_15s0021g01230	73.4925	74.0506
Os01g0185400	VIT_14s0108g00070	46.6981	40.3259
Os01g0185500	VIT_14s0108g00090	49.6429	49.8208
Os01g0185500	VIT_17s0000g05790	47.8571	49.6296
Os01g0185900	VIT_01s0026g01730	39.4477	33.67
Os01g0185900	VIT_14s0108g00120	34.5168	34.8606
Os01g0185900	VIT_17s0000g05810	40.4339	33.8843
Os01g0186000	VIT_04s0008g01470	31.0881	36.1446
Os01g0186000	VIT_04s0069g00970	31.6062	39.1026
Os01g0186000	VIT_04s0069g00980	27.9793	53.4653
Os01g0186000	VIT_07s0031g01710	29.5337	31.6667
Os01g0186200	VIT_01s0026g01590	48.1013	47.8589
Os01g0186700	VIT_04s0008g01400	71.875	77.7336
Os01g0186700	VIT_11s0016g01800	65.0735	71.0843
Os01g0186900	VIT_04s0008g01380	55.1876	51.6529
Os01g0186900	VIT_11s0016g01810	54.9669	48.9194
Os01g0187400	VIT_11s0016g02810	8.94479	46.3768
Os01g0187500	VIT_00s0279g00070	11.1702	13.7255
Os01g0187500	VIT_03s0091g00920	1.06383	2.12766
Os01g0187500	VIT_03s0091g00940	22.8723	9.16844
Os01g0187500	VIT_04s0023g00220	22.8723	9.64126
Os01g0187500	VIT_10s0071g00410	23.9362	9.59488
Os01g0187500	VIT_10s0071g00460	15.4255	8.84146
Os01g0187500	VIT_10s0071g00490	22.8723	8.84774
Os01g0187500	VIT_10s0071g00520	22.3404	8.97436
Os01g0187500	VIT_10s0071g00570	20.7447	8.90411
Os01g0187500	VIT_13s0047g01130	21.8085	8.61345
Os01g0187500	VIT_16s0022g02520	11.7021	14.4737
Os01g0187500	VIT_16s0022g02530	0.531915	1.44928
Os01g0187500	VIT_16s0100g00320	26.0638	11.086
Os01g0187600	VIT_00s2191g00010	42.3729	31.8471
Os01g0187600	VIT_00s2520g00010	42.3729	24.2718
Os01g0187600	VIT_07s0005g05890	6.35593	1.0917
Os01g0187600	VIT_07s0005g05960	41.9492	18.9655
Os01g0187600	VIT_07s0005g06010	42.3729	15.8228
Os01g0187600	VIT_11s0016g02110	44.0678	19.9616
Os01g0187900	VIT_09s0002g03610	50.2732	51.3966
Os01g0188100	VIT_11s0016g03200	73.6527	73.2143
Os01g0188200	VIT_14s0068g00700	30.8475	7.80446
Os01g0188400	VIT_00s0183g00140	7.51174	61.5385
Os01g0188400	VIT_00s0279g00080	11.1111	49.6503
Os01g0188400	VIT_00s0342g00030	5.16432	53.2258
Os01g0188400	VIT_02s0012g02460	50.5477	74.7685
Os01g0188400	VIT_04s0008g00180	74.4914	81.3675
Os01g0188400	VIT_09s0002g03620	74.0219	73.9062
