Gene stable ID	Oryza barthii gene stable ID	%id. target Oryza barthii gene identical to query gene	%id. query gene identical to target Oryza barthii gene
Os01g0211600	OBART01G07110	76.9633	69.8337
Os01g0211800	OBART01G07120	83.0303	85.0932
Os01g0212100	OBART01G07150	76	95.3405
Os01g0212400	OBART01G07170	99.4863	99.4863
Os01g0212500	OBART01G07180	89.1975	87.0482
Os01g0213300	OBART01G07200	99.3377	99.3377
Os01g0213400	OBART01G07210	80.5907	100
Os01g0213800	OBART01G07230	98.1002	98.4402
Os01g0214200	OBART01G07240	99.5798	99.5798
Os01g0214400	OBART01G07260	96.4567	33.6077
Os01g0214500	OBART01G07270	100	100
Os01g0214600	OBART01G07290	94.2693	94.8127
Os01g0215000	OBART01G07300	95.0649	47.7184
Os01g0215500	OBART01G07310	97.6974	72.2628
Os01g0216000	OBART01G07330	89.1688	19.6013
Os01g0217000	OBART01G07360	69.8734	98.5714
Os01g0217400	OBART01G07380	73.6842	42.5676
Os01g0217500	OBART01G07390	89.8734	77.5109
Os01g0218032	OBART01G07400	99.2828	99.3337
Os01g0218200	OBART01G07410	71.875	96.4072
Os01g0218500	OBART01G07420	98.913	98.913
Os01g0218700	OBART01G07430	87.1595	33.6168
Os01g0219200	OBART01G07450	84.4125	55
Os01g0219300	OBART01G07460	67.8947	92.1429
Os01g0219500	OBART01G07480	88.9764	88.9764
Os01g0220100	OBART01G07490	99.2188	46.2491
Os01g0220150	OBART05G17060	25	23.2143
Os01g0220200	OBART01G07500	87.6033	29.6919
Os01g0220300	OBART01G07510	99.3151	70.3884
Os01g0220500	OBART01G07520	31.25	36.8421
Os01g0221300	OBART01G07550	94.7674	98.7879
Os01g0221400	OBART01G07570	100	100
Os01g0221600	OBART01G07590	99.8092	99.8092
Os01g0221900	OBART01G07610	87.2727	26.9663
Os01g0222300	OBART01G07640	98.8539	92.4933
Os01g0222500	OBART01G07650	94.3723	94.7826
Os01g0222600	OBART01G07660	97.7011	97.7011
Os01g0222800	OBART01G07680	43.3962	4.44015
Os01g0222900	OBART01G07680	38.3142	6.43501
Os01g0223200	OBART01G07690	95.5145	29.7453
Os01g0223300	OBART01G07720	73.4375	89.4022
Os01g0223600	OBART01G07730	99.3902	37.9364
Os01g0223900	OBART01G07740	71.9557	99.6593
Os01g0224000	OBART01G07750	92.0497	99.7308
Os01g0224100	OBART01G07760	77.6316	98.9933
Os01g0224200	OBART01G07770	96.0784	98
Os01g0224300	OBART01G07780	100	100
Os01g0224400	OBART01G07790	68.4783	23.0769
Os01g0224500	OBART01G07800	99.5413	76.1404
Os01g0224700	OBART01G07810	100	100
Os01g0225000	OBART01G07820	100	100
Os01g0225100	OBART01G07830	52.4823	31.4894
Os01g0225300	OBART01G07850	96.9283	53.484
Os01g0225400	OBART01G07860	100	23.1156
Os01g0225500	OBART01G07860	84.7118	56.6164
Os01g0225600	OBART01G07870	100	100
Os01g0226200	OBART01G07890	67.8744	80.2857
Os01g0226300	OBART01G07900	99.4382	63.4409
Os01g0226400	OBART01G07910	99.881	99.7622
Os01g0226500	OBART01G07920	93.7931	96
Os01g0226600	OBART01G07930	98.6281	98.7786
Os01g0227100	OBART01G07950	88.2936	98.8889
Os01g0227200	OBART01G07960	99.1625	99.4958
Os01g0227300	OBART01G07970	84.5411	86.2069
Os01g0227350	OBART01G07990	39.0977	39.8467
Os01g0227400	OBART01G08010	49.0099	14.9321
Os01g0228300	OBART01G08050	98.1982	99.0909
Os01g0228400	OBART01G08060	99.3711	98.4424
Os01g0228500	OBART01G08070	98.7879	99.6942
Os01g0228600	OBART01G08080	98.4177	63.9918
Os01g0228800	OBART01G08090	98.9811	93.1507
Os01g0229100	OBART01G08120	99.2322	99.2322
Os01g0229200	OBART01G08130	99.8594	99.4398
Os01g0229300	OBART01G08140	99.7162	99.7162
Os01g0229400	OBART01G08150	96.2617	94.4954
Os01g0229800	OBART01G08170	87.6623	38.1356
Os01g0229900	OBART03G29550	79.0441	70.7237
Os01g0230200	OBART01G08200	97.5369	99.2481
Os01g0231000	OBART01G08220	98.0989	97.3585
Os01g0231500	OBART01G08230	74.4186	98.7654
Os01g0231600	OBART01G08240	98.9011	26.393
Os01g0231700	OBART01G08250	94.958	97.4138
Os01g0231900	OBART01G08260	95.0719	96.0581
Os01g0232100	OBART01G08280	100	100
Os01g0232300	OBART01G08300	98.5795	35.2284
Os01g0232400	OBART01G08310	98.9899	98.9899
Os01g0232500	OBART01G08320	99.5876	90.6191
Os01g0232700	OBART01G08330	99.7886	99.7886
Os01g0232800	OBART01G08340	96.5217	82.6816
Os01g0233000	OBART01G08350	82.3529	95.4545
Os01g0233100	OBART01G08360	91.446	46.6736
Os01g0233400	OBART01G08370	87.5	80.7692
Os01g0233500	OBART01G08360	97.6378	51.5592
Os01g0233800	OBART01G08380	93.985	95.6023
Os01g0233900	OBART01G08390	78.2796	99.726
Os01g0234100	OBART01G08400	87.4747	96.868
Os01g0234200	OBART01G08410	75.0594	87.2928
Os01g0234499	OBART01G08440	75.2941	63.3663
Os01g0234800	OBART01G08470	97.9452	52.7675
Os01g0234850	OBART01G08490	96.7033	77.6014
Os01g0234900	OBART01G08500	51.8732	100
Os01g0235300	OBART01G08540	100	100
Os01g0235350	OBART01G08550	93.1429	96.7359
Os01g0235400	OBART01G08560	99.631	57.8778
Os01g0235500	OBART01G08570	91.0828	90.5063
Os01g0235700	OBART01G08590	98.8655	99.5106
Os01g0235800	OBART01G08600	98.2906	64.6976
Os01g0236000	OBART01G08620	46.5347	100
Os01g0236300	OBART01G08640	90.8441	99.686
Os01g0236400	OBART01G08650	38.4858	94.5736
Os01g0236700	OBART01G08660	91.791	99.4226
Os01g0236800	OBART01G08670	69.788	99.4962
Os01g0237000	OBART01G08680	93.8272	100
Os01g0237100	OBART01G08690	81.5182	96.4844
Os01g0237366	OBART01G08720	70.7602	39.8026
Os01g0237500	OBART05G09620	1.03093	0.518135
Os01g0237750	OBART05G09620	37.1901	23.3161
Os01g0238200	OBART01G08740	100	100
Os01g0238500	OBART01G08750	100	81.1736
Os01g0238600	OBART01G08760	85.1064	84.507
Os01g0238700	OBART01G08770	78.3898	99.6409
Os01g0238800	OBART01G08780	49.4737	61.039
Os01g0238900	OBART01G08790	96.7509	59.292
Os01g0239000	OBART01G08800	65.6772	80.0905
Os01g0239100	OBART01G08810	99.7135	99.7135
Os01g0239200	OBART01G08820	78.6571	90.3581
Os01g0239300	OBART10G16050	68.932	42.1365
Os01g0239700	OBART01G08830	99.4012	99.4012
Os01g0240600	OBART01G08840	59.5819	46.8493
Os01g0240700	OBART01G08900	68.3698	46.2171
Os01g0241000	OBART01G08930	42.8198	92.1348
Os01g0241100	OBART01G08940	99.5736	99.5736
Os01g0241400	OBART01G08950	71.3235	100
Os01g0242200	OBART01G08960	89.1566	80.61
Os01g0242300	OBART01G08970	99.4118	98.8304
Os01g0242400	OBART01G08980	99.5984	99.5984
Os01g0242500	OBART01G08990	97.7401	98.8571
Os01g0242600	OBART01G09000	98.2196	98.806
Os01g0242900	OBART01G09010	97.4359	98.0645
Os01g0243000	OBART01G09020	99.7215	99.7215
Os01g0243100	OBART01G09030	99.3658	53.5918
Os01g0243200	OBART01G09040	98.8372	84.6614
Os01g0243600	OBART01G09060	97.4249	99.1266
Os01g0243700	OBART01G09070	93.3884	98.2609
Os01g0245532	OBART01G09120	96.8586	26.3909
Os01g0245600	OBART01G09160	68.3099	90.2326
Os01g0245901	OBART01G09180	95.9276	82.4903
Os01g0246100	OBART01G09200	92.0846	93.4022
Os01g0246200	OBART04G20360	35.2227	87.8788
Os01g0246400	OBART01G09230	73.2673	63.2479
Os01g0246500	OBART01G09250	98.4127	100
Os01g0246700	OBART01G09260	94.431	70.9091
Os01g0247500	OBART01G09270	99.7143	87.9093
Os01g0247700	OBART01G09290	84.7262	78.6096
Os01g0247900	OBART01G09300	98.8304	98.8304
Os01g0248000	OBART01G09310	94.8148	95.5224
Os01g0248300	OBART01G09320	85	98.5507
Os01g0248400	OBART01G09330	100	95.8333
Os01g0248500	OBART01G09340	93.3333	80.5755
Os01g0248600	OBART01G09350	89.5735	75.6
Os01g0248701	OBART01G09360	89.4231	98.9362
Os01g0248800	OBART01G09370	82.8829	44.0191
Os01g0248900	OBART01G09380	100	100
Os01g0249100	OBART01G09390	97.7064	83.8583
Os01g0249200	OBART01G09400	98.6784	98.6784
Os01g0249300	OBART01G09410	100	100
Os01g0249800	OBART01G09450	82.4121	92.1348
Os01g0249900	OBART01G09440	54.1667	80.0948
Os01g0250900	OBART01G09500	95.5095	86.8132
Os01g0251000	OBART01G09510	90.9287	99.0588
Os01g0251100	OBART01G09520	99.373	99.373
Os01g0251200	OBART01G09530	84.1248	89.0805
Os01g0252100	OBART01G09540	100	95.7747
Os01g0252200	OBART01G09550	99.4012	99.4012
Os01g0252300	OBART01G09560	100	100
Os01g0252600	OBART01G09570	99.2481	99.2481
Os01g0252900	OBART01G09590	65.8182	47.013
Os01g0253000	OBART01G09610	99.7712	28.8551
Os01g0253200	OBART01G09620	99.435	99.435
Os01g0253300	OBART01G09630	99.8099	99.8099
Os01g0253400	OBART01G09640	98.6532	98.6532
Os01g0253600	OBART01G09650	100	100
Os01g0253800	OBART01G09660	98.8571	98.8571
Os01g0253900	OBART01G09670	90.8062	88.7967
Os01g0254000	OBART01G09680	100	100
Os01g0254100	OBART01G09690	100	100
Os01g0254200	OBART01G09700	100	100
Os01g0254300	OBART01G09710	58.7561	97.027
Os01g0254800	OBART01G09720	84.1584	54.1401
Os01g0254850	OBART01G09730	77.551	79.5812
Os01g0254900	OBART01G09740	99.6429	99.6429
Os01g0255000	OBART01G09750	99.6894	39.1941
Os01g0256300	OBART01G09830	88.4688	93.2271
Os01g0256400	OBART01G09840	98.4615	97.7099
Os01g0256500	OBART01G09850	42.4528	84.9057
Os01g0256600	OBART01G09860	99.1228	99.1228
Os01g0256800	OBART01G09870	94.9355	98.5567
Os01g0256900	OBART01G09880	89.7959	99.2481
Os01g0257100	OBART01G09890	92.3664	88.3212
Os01g0257300	OBART01G09910	100	100
Os01g0257400	OBART01G09920	93.7768	100
Os01g0258700	OBART01G09970	91.5966	92.3729
Os01g0259200	OBART01G09980	99.5604	94.7699
Os01g0259400	OBART01G09990	81.3522	99.2747
Os01g0259600	OBART01G10000	97.1831	29.9349
Os01g0259900	OBART01G10030	90.0826	98.6425
Os01g0260100	OBART01G10050	94.3878	22.6716
Os01g0260500	OBART01G10090	99.4859	59.9071
Os01g0260700	OBART01G10110	92.2078	92.8105
Os01g0260800	OBART01G10120	95.7447	95.7447
Os01g0261100	OBART01G10130	99.768	100
Os01g0261200	OBART01G10140	99.591	99.591
Os01g0261500	OBART01G10150	86.8571	43.553
Os01g0262500	OBART01G10170	99.5475	93.617
Os01g0262600	OBART01G10180	98.7552	98.7552
Os01g0262700	OBART01G10190	78.1931	70.7042
Os01g0263500	OBART01G10230	70.4057	94.8553
Os01g0263600	OBART01G10240	74.0841	70.6339
Os01g0264000	OBART01G10260	89.3145	83.4275
Os01g0264100	OBART01G10280	67.1875	26.1557
Os01g0264400	OBART01G10310	100	99.0099
Os01g0264500	OBART01G10320	28.9855	46.5116
Os01g0264600	OBART01G10330	59.2381	97.7987
Os01g0264700	OBART01G10340	98.7138	96.5409
Os01g0265100	OBART01G10370	98.895	76.824
Os01g0265200	OBART01G10380	80.315	96.53
Os01g0265400	OBART01G10390	1.85185	2.32558
Os01g0265400	OBART03G32810	43.5185	10
Os01g0265700	OBART01G10420	99.5851	99.5851
Os01g0265800	OBART01G10430	99.1837	99.1837
Os01g0265900	OBART01G10440	100	79.6296
Os01g0266000	OBART01G10450	99.6753	99.5676
Os01g0266100	OBART01G10460	51.9608	93.8053
Os01g0266400	OBART01G10470	97.5904	96.4286
Os01g0266500	OBART01G10480	59.5469	84.7926
Os01g0266600	OBART01G10490	98.9899	98.4925
Os01g0266800	OBART01G10500	84.5238	90.7928
Os01g0267100	OBART01G10520	99.7382	99.7382
Os01g0267200	OBART01G10530	100	100
Os01g0267300	OBART01G10540	80.1147	98.5882
Os01g0267400	OBART01G10550	88.4354	46.0993
Os01g0267600	OBART01G10560	69.8901	99.375
Os01g0267800	OBART01G10570	38.1313	94.375
Os01g0267900	OBART03G15330	100	100
Os01g0268000	OBART01G10590	95.5357	38.0783
Os01g0268100	OBART01G10600	88.4774	99.0783
Os01g0268300	OBART01G10610	99.4513	99.4513
Os01g0268600	OBART01G10620	56.9743	97.2527
Os01g0268800	OBART01G10630	99.6575	99.6575
Os01g0268900	OBART01G10640	98.6063	97.9239
Os01g0269000	OBART01G10650	99.3464	99.3464
Os01g0269000	OBART01G10660	99.3464	99.3464
Os01g0269100	OBART01G10670	24.4582	25.4019
Os01g0269500	OBART01G10700	37.1134	8.82353
Os01g0269800	OBART01G10720	98.1481	57.6657
Os01g0269900	OBART01G10730	98.8345	97.4713
Os01g0270100	OBART01G10740	93.2	99.1489
Os01g0270300	OBART01G10750	99.6914	99.6914
Os01g0270700	OBART01G10780	87.0536	78.3133
Os01g0271000	OBART01G10800	95.9641	93.8596
Os01g0271200	OBART01G10810	97.7622	97.7622
Os01g0271400	OBART01G10820	98.9933	99.3266
Os01g0271500	OBART01G10830	95.3437	95.5556
Os01g0271700	OBART01G10840	90.566	55.814
Os01g0272600	OBART01G10870	92.7419	99.1379
Os01g0272800	OBART01G10880	98.0861	47.6744
Os01g0273000	OBART01G16790	98.6842	98.6842
Os01g0273100	OBART01G10910	70.6806	100
Os01g0273200	OBART05G20060	27.7228	38.7097
Os01g0273200	OBART08G02690	24.4224	43.5294
Os01g0273200	OBART11G09680	30.363	52.5714
Os01g0273300	OBART01G10930	73.9292	81.6872
Os01g0273500	OBART01G10940	84.0426	28.3154
Os01g0273800	OBART01G10950	98.7437	98.7437
Os01g0274100	OBART01G10960	71.0462	98.3165
Os01g0274800	OBART01G11000	45.283	94.4882
Os01g0275600	OBART01G11010	97.5664	90.4615
Os01g0275900	OBART01G11040	83.6066	59.6809
Os01g0275950	OBART01G11040	89.6341	31.2766
Os01g0276000	OBART01G11050	98.1982	80.1471
Os01g0276100	OBART01G11060	100	100
Os01g0276200	OBART01G11070	61.3527	73.6232
Os01g0276400	OBART01G11080	84.375	89.7698
Os01g0276500	OBART01G11090	99.3464	99.0228
Os01g0276600	OBART01G11100	50.152	98.8024
Os01g0276700	OBART01G11110	97.0588	91.8367
Os01g0276800	OBART01G11120	99.1857	99.1857
Os01g0276900	OBART12G17500	95.082	100
Os01g0277500	OBART01G11140	87.1841	98.9754
Os01g0277700	OBART01G11160	98.7552	95.2
Os01g0278000	OBART01G11190	48.6957	95.7265
Os01g0278200	OBART01G11200	92.7273	4.82042
Os01g0278600	OBART01G11210	92.766	94.3723
Os01g0278900	OBART01G11260	100	100
Os01g0278950	OBART01G11270	62.2642	99.7984
Os01g0279000	OBART01G11280	96.5937	95.8937
Os01g0279100	OBART01G11290	100	92.3077
Os01g0279200	OBART01G11300	100	85.5751
Os01g0279300	OBART01G11310	98.6577	88.5542
Os01g0279400	OBART01G11320	78.4708	90.4872
Os01g0279700	OBART01G11360	100	100
Os01g0279800	OBART01G11370	99.5327	99.5327
Os01g0279900	OBART01G11380	93.0091	89.7361
Os01g0280000	OBART01G11390	94.0092	99.2701
Os01g0280200	OBART05G05770	38.3721	10.2804
Os01g0280400	OBART01G11420	98.527	76.5903
Os01g0280500	OBART01G11430	95.935	100
Os01g0281000	OBART01G11440	66.2651	100
Os01g0281100	OBART01G11450	99.3485	99.026
Os01g0281200	OBART01G11460	99.2908	99.2908
Os01g0281400	OBART01G11470	99.6842	99.6842
Os01g0281600	OBART01G11480	67.3307	76.1261
Os01g0282251	OBART07G16880	53.3333	16.3265
Os01g0282800	OBART01G11540	100	100
Os01g0283000	OBART01G11550	99.179	99.179
Os01g0283100	OBART01G11560	95.4373	75.1497
Os01g0283300	OBART01G11570	97.4359	98.8848
Os01g0283400	OBART01G11580	97.2727	97.2727
Os01g0283500	OBART01G11590	76.5714	70.8995
Os01g0283600	OBART01G11600	98.1595	98.1595
Os01g0283700	OBART01G11850	99.0854	99.0854
Os01g0284500	OBART01G11870	100	100
Os01g0284700	OBART01G11890	93.125	63.9485
Os01g0284900	OBART01G11900	56.5657	87.9581
Os01g0285300	OBART01G11910	99.5327	99.5327
Os01g0286000	OBART01G11940	81.1456	98.5507
Os01g0286100	OBART01G11950	99.686	98.9097
Os01g0286600	OBART01G11970	76.4925	90.5077
Os01g0286900	OBART01G11990	52.1739	35.2941
Os01g0287600	OBART01G12020	98.2759	99.3031
Os01g0287700	OBART01G12030	54.4643	28.3721
Os01g0287700	OBART06G17970	57.1429	31.068
Os01g0288200	OBART01G12060	100	100
Os01g0288800	OBART01G12070	95.8333	92.9293
Os01g0289100	OBART01G12090	97.9592	97.9592
Os01g0289600	OBART02G27610	8.51581	23.6486
Os01g0289900	OBART01G12110	86.5801	74.6269
Os01g0290000	OBART01G12120	99.798	99.798
Os01g0290100	OBART01G12130	98.7552	91.8919
Os01g0290600	OBART01G12140	84.0336	97.0874
Os01g0291500	OBART01G12200	75.3986	100
Os01g0292200	OBART01G12220	99.5662	99.5662
Os01g0292700	OBART01G12240	76.5957	62.3377
Os01g0292900	OBART01G12250	99.652	99.652
Os01g0292900	OBART01G12270	99.652	99.652
Os01g0293000	OBART01G12260	99.7475	99.7475
Os01g0293000	OBART01G12280	99.7475	99.7475
Os01g0293100	OBART01G12290	95.2507	93.5233
Os01g0293200	OBART01G12300	99.0385	74.7731
Os01g0294500	OBART01G12330	83.1884	42.3929
Os01g0295600	OBART01G12350	99.6732	69.3182
Os01g0295700	OBART01G12360	99.4737	99.4737
Os01g0295900	OBART01G12370	59.3909	35.241
Os01g0296000	OBART01G12380	99.0354	63.7681
Os01g0296100	OBART01G12390	95.3431	95.8128
Os01g0296200	OBART01G12400	98.1203	99.6183
Os01g0296700	OBART01G12420	93.8697	62.4204
Os01g0297200	OBART01G12440	98.8615	98.8615
Os01g0297700	OBART01G12470	99.7355	100
Os01g0298400	OBART01G12500	98.6348	98.9726
Os01g0298500	OBART12G18840	26.2857	46
Os01g0299100	OBART01G12560	81.25	67.2414
Os01g0299150	OBART01G12570	29.7436	93.5484
Os01g0299200	OBART01G12580	90	85.6149
Os01g0299300	OBART01G12590	89.6382	100
Os01g0299400	OBART01G12600	100	100
Os01g0299500	OBART01G12610	94.9153	75
Os01g0299700	OBART01G12620	74.6835	89.8477
Os01g0300000	OBART01G12630	98.5075	98.5075
Os01g0300200	OBART01G12650	96.7105	99.8302
Os01g0300400	OBART01G12660	89.0995	79.661
Os01g0300600	OBART01G12670	100	34.5348
Os01g0300900	OBART01G12680	80.9295	99.4094
Os01g0301000	OBART01G12690	99.0421	74.711
Os01g0301100	OBART01G12700	95	88.785
Os01g0301700	OBART01G12720	99.0079	93.271
Os01g0301900	OBART01G11610	93.5484	16.8932
Os01g0302250	OBART01G11620	42.9319	67.7686
Os01g0302500	OBART01G11630	85.7143	99.6139
Os01g0303000	OBART01G11650	98.3871	98.3871
Os01g0303100	OBART01G11660	93.7313	79.2929
Os01g0303200	OBART01G11670	97.1044	98.2218
Os01g0303300	OBART01G11680	98.8372	64.6388
Os01g0303600	OBART01G11690	99.0909	99.0909
Os01g0303800	OBART01G11700	98.9011	98.9011
Os01g0304000	OBART01G11720	100	100
Os01g0304100	OBART01G11730	96.124	79.8283
Os01g0304300	OBART01G11750	99.6694	99.6694
Os01g0304400	OBART01G11760	98.1707	98.1707
Os01g0305200	OBART01G11780	82.2222	100
Os01g0305900	OBART01G11800	82.0189	98.1132
Os01g0306100	OBART01G11810	98.7654	100
Os01g0306200	OBART01G11820	98.7805	98.7805
Os01g0306400	OBART01G11840	67.9389	97.8022
Os01g0306800	OBART01G12760	98.8764	96.9163
Os01g0306900	OBART01G12770	92.1569	86.8074
Os01g0307500	OBART01G12790	97.1119	96.9369
Os01g0307750	OBART01G12820	77.2152	77.2152
Os01g0308300	OBART01G12840	96.8519	99.5243
Os01g0308600	OBART01G12850	46.4706	100
Os01g0309100	OBART01G12860	97.9167	99.4709
Os01g0309800	OBART01G12880	77.4194	95.5224
Os01g0309900	OBART01G12890	85.9843	96.4664
Os01g0310500	OBART01G12930	52.4768	30.8462
Os01g0311500	OBART01G12950	99.784	99.569
Os01g0311600	OBART01G12960	99.422	99.422
Os01g0311700	OBART01G12980	98.4694	85.7778
Os01g0311800	OBART01G12990	100	100
Os01g0312500	OBART01G13010	99.2991	72.774
Os01g0312800	OBART01G13040	99.5992	98.0276
Os01g0313050	OBART05G17060	38.8186	41.0714
Os01g0314100	OBART01G13090	76.8642	40.0398
Os01g0314300	OBART01G13110	92.8177	99.4083
Os01g0314800	OBART01G13140	100	100
Os01g0315600	OBART01G13170	72.1519	28.1481
Os01g0315700	OBART01G13170	100	31.6049
Os01g0315800	OBART01G13180	96.9412	99.5169
Os01g0316100	OBART01G13200	20.1717	98.9474
Os01g0316500	OBART01G13210	100	90.4412
Os01g0316600	OBART01G13220	46.7742	16.6189
Os01g0316900	OBART01G13250	90.7643	41.9735
Os01g0318400	OBART03G25720	1.84049	2.38095
Os01g0318700	OBART01G13270	86.4542	34.7756
Os01g0319000	OBART01G13290	98.3254	93.8356
Os01g0319200	OBART01G13310	96.3554	82.4561
Os01g0319400	OBART01G13340	83.0508	97.5124
Os01g0320400	OBART01G13390	99.0476	99.0476
Os01g0321300	OBART01G13450	81.4583	39.4153
Os01g0321500	OBART01G13460	81.4815	30.137
Os01g0321700	OBART01G13470	98.3931	92.0231
Os01g0321800	OBART01G13480	99.5238	99.5238
Os01g0321900	OBART01G13500	98.3471	80.4054
Os01g0322300	OBART01G13510	98.6487	98.6487
Os01g0322800	OBART01G13530	100	100
Os01g0323000	OBART01G13550	97.4806	96.9171
Os01g0323100	OBART01G13560	99.4609	99.4609
Os01g0323300	OBART01G13580	66.8863	99.5098
Os01g0323500	OBART01G03540	41.0072	30.3191
Os01g0323600	OBART01G13590	83.7563	99.6979
Os01g0327500	OBART01G13700	98.2301	95.6897
Os01g0327600	OBART01G13710	95.7381	98.6005
Os01g0327900	OBART01G13730	93.5561	90.3226
Os01g0328300	OBART01G13800	89.4366	53.662
Os01g0328400	OBART01G13810	100	100
Os01g0328500	OBART01G13820	96.5909	96.5909
Os01g0328600	OBART01G13830	80	52.766
Os01g0328700	OBART01G13840	99.6024	99.6024
Os01g0328900	OBART01G13860	86.6444	96.4684
Os01g0329300	OBART12G04180	87.0883	98.2169
Os01g0329400	OBART01G13870	99.0881	37.5576
Os01g0329800	OBART01G13880	94.774	95.4481
Os01g0329900	OBART01G13890	95.6422	99.5227
Os01g0330200	OBART01G13920	87.1148	93.3934
Os01g0331100	OBART01G13980	73.6211	82.973
Os01g0331900	OBART01G13990	98.9071	98.9071
Os01g0332100	OBART01G14010	98.8854	99.2013
Os01g0332200	OBART01G14020	78.6487	90.9375
Os01g0332500	OBART01G14030	75.6	96.4286
Os01g0332800	OBART01G14050	98.5417	94.6
Os01g0335600	OBART01G14080	76.1905	24.3767
Os01g0335700	OBART01G14070	96	96
Os01g0337100	OBART01G14090	77.1795	63.5021
Os01g0337500	OBART01G14100	89.392	99.5677
Os01g0337600	OBART01G14110	82.0088	83.86
Os01g0337700	OBART01G14120	83.8462	87.9032
Os01g0337900	OBART01G14130	82.3529	98.9293
Os01g0338000	OBART01G14140	99.4819	99.4819
Os01g0338100	OBART01G14150	98.773	100
Os01g0338200	OBART01G14160	70.2128	97.319
Os01g0338600	OBART01G21820	99.6466	98.9474
Os01g0339400	OBART01G14180	95.8333	96.6387
Os01g0339900	OBART01G14220	100	100
Os01g0340100	OBART01G14240	98.2801	98.2801
Os01g0340400	OBART01G14260	97.3856	97.3856
Os01g0341000	OBART01G16270	80.6306	75.6871
Os01g0341200	OBART01G14280	21.3983	80.1587
Os01g0341300	OBART01G14290	92.3695	91.2698
Os01g0342500	OBART01G14320	82.7273	97.8495
Os01g0342750	OBART01G14330	88.4451	43.6312
Os01g0342800	OBART01G14340	97.6744	97.6744
Os01g0342900	OBART01G14350	32.6633	78.629
Os01g0343100	OBART01G14360	88.7381	97.6119
Os01g0343200	OBART01G14370	93.2624	98.6867
Os01g0343300	OBART01G14380	96.9466	99.2188
Os01g0343400	OBART01G14440	42.0732	16.8704
Os01g0343500	OBART01G16650	90.4348	40
Os01g0346250	OBART01G14490	75.9036	79.5455
Os01g0346600	OBART01G14500	78.392	38.2353
Os01g0347000	OBART01G14520	96.4409	99.0566
Os01g0347100	OBART01G14530	92.1212	61.9565
Os01g0347200	OBART01G14540	84.2105	86.3071
Os01g0347300	OBART01G14550	81.5421	92.0844
Os01g0347600	OBART01G14580	97.6676	97.9532
Os01g0348600	OBART01G14610	99.3122	99.449
Os01g0348700	OBART01G14620	100	100
Os01g0348800	OBART01G14630	81	56.25
Os01g0348900	OBART01G14640	98.6207	98.6207
Os01g0349400	OBART01G14670	99.6923	99.6923
Os01g0349800	OBART01G14710	99.6176	99.0494
Os01g0350000	OBART01G14720	99.5604	99.5604
Os01g0350300	OBART01G14740	98.3294	42.7386
Os01g0350900	OBART01G14770	87.9121	68.8468
Os01g0351200	OBART01G14780	79.0769	41.6194
Os01g0351300	OBART01G14800	76.75	100
Os01g0351500	OBART01G14810	81.5789	89.2086
Os01g0351800	OBART01G14830	99.7093	99.7093
Os01g0352100	OBART01G14850	73.1429	98.0843
Os01g0353400	OBART01G14890	98.1567	81.6092
Os01g0353600	OBART01G14900	70.4819	61.2565
Os01g0353633	OBART06G21450	81.1594	44.8
Os01g0353900	OBART04G09980	48.3051	56.4356
Os01g0354200	OBART03G01100	99.3789	86.7209
Os01g0354700	OBART01G14930	92.0765	94.1341
Os01g0355100	OBART01G14950	97.6055	97.6055
Os01g0355250	OBART01G14960	97.2222	92.7152
Os01g0355400	OBART01G14970	40.7407	17.1875
Os01g0355500	OBART01G14980	92.827	96.4912
Os01g0355600	OBART01G15000	96.5323	63.3067
Os01g0355700	OBART01G15010	92.1569	55.1859
Os01g0355900	OBART01G15030	67.002	97.0845
Os01g0356400	OBART01G15040	82.5147	98.1308
