Gene stable ID	Oryza sativa Indica gene stable ID	%id. target Oryza sativa Indica gene identical to query gene	%id. query gene identical to target Oryza sativa Indica gene
Os01g0186700	BGIOSGA002235	100	80.4734
Os01g0186900	BGIOSGA002918	59.1611	88.7417
Os01g0187000	BGIOSGA002919	100	71.4286
Os01g0187300	BGIOSGA002921	100	100
Os01g0187400	BGIOSGA002922	82.4598	99.6622
Os01g0187500	BGIOSGA002923	93.0851	40.2299
Os01g0187600	BGIOSGA002233	98.3051	43.609
Os01g0187900	BGIOSGA002232	100	100
Os01g0188100	BGIOSGA002924	99.7006	99.7006
Os01g0188200	BGIOSGA002230	83.7288	21.3299
Os01g0188400	BGIOSGA002229	99.8435	99.532
Os01g0189100	BGIOSGA002226	89.4539	58.86
Os01g0189700	BGIOSGA002925	93.578	45.3333
Os01g0189800	BGIOSGA002225	98.7952	99.1936
Os01g0190000	BGIOSGA002926	99.6491	85.5422
Os01g0190300	BGIOSGA002927	97.479	97.8903
Os01g0190400	BGIOSGA002224	99.1266	96.3907
Os01g0190500	BGIOSGA002928	99.7849	99.7849
Os01g0191000	BGIOSGA002222	89.2045	98.125
Os01g0191100	BGIOSGA002929	100	100
Os01g0191200	BGIOSGA002221	99.3399	99.3399
Os01g0191300	BGIOSGA002220	100	88.9117
Os01g0191500	BGIOSGA002930	99.802	99.802
Os01g0191700	BGIOSGA002932	100	100
Os01g0191800	BGIOSGA002219	99.6575	99.6575
Os01g0191900	BGIOSGA002218	99.2424	99.6198
Os01g0192000	BGIOSGA002217	99.7409	99.7409
Os01g0192300	BGIOSGA002215	98.0645	99.3464
Os01g0192600	BGIOSGA002213	99.7118	99.7118
Os01g0192900	BGIOSGA002212	85.5535	98.9154
Os01g0193400	BGIOSGA002936	77.2118	88.8889
Os01g0193500	BGIOSGA002211	97.351	93.4322
Os01g0193600	BGIOSGA002210	77.0197	68.75
Os01g0193900	BGIOSGA002937	96.6785	95.8824
Os01g0194000	BGIOSGA002209	92.9607	73.4861
Os01g0194200	BGIOSGA002208	99.5475	96.7033
Os01g0194300	BGIOSGA002207	93.4708	98.3725
Os01g0194600	BGIOSGA002938	100	100
Os01g0195000	BGIOSGA002939	99.1786	99.1786
Os01g0195200	BGIOSGA002205	100	42.0263
Os01g0195300	BGIOSGA002204	99.3421	99.3421
Os01g0195400	BGIOSGA002203	93.4028	93.4028
Os01g0195500	BGIOSGA002202	99.4975	99.4975
Os01g0195801	BGIOSGA002940	97.9239	83.4808
Os01g0196300	BGIOSGA002943	98.861	98.6364
Os01g0196500	BGIOSGA002199	57.7114	99.1453
Os01g0196600	BGIOSGA002944	97.286	87.594
Os01g0197100	BGIOSGA002945	99.3878	99.3878
Os01g0197200	BGIOSGA002198	94.5344	99.3617
Os01g0197350	BGIOSGA002946	95.6835	80.1205
Os01g0197400	BGIOSGA002947	99.5851	99.5851
Os01g0197450	BGIOSGA002197	88.854	99.4728
Os01g0197500	BGIOSGA002196	51.5924	29.562
Os01g0197700	BGIOSGA002195	99.115	99.4671
Os01g0197900	BGIOSGA002194	92.2481	30.9091
Os01g0198000	BGIOSGA002194	69.9831	35.9307
Os01g0198100	BGIOSGA002194	66.6667	26.3203
Os01g0198200	BGIOSGA002192	98.7421	99.3671
Os01g0198500	BGIOSGA002191	100	100
Os01g0198900	BGIOSGA002948	97.6852	97.6852
Os01g0199300	BGIOSGA002949	89.5833	89.5833
Os01g0199400	BGIOSGA002189	96.7089	96.7089
Os01g0199700	BGIOSGA002188	70.2128	82.0896
Os01g0199900	BGIOSGA002950	77.496	97.996
Os01g0200000	BGIOSGA002187	99.6835	99.6835
Os01g0200200	BGIOSGA002952	100	100
Os01g0200300	BGIOSGA002186	98.8399	48.0813
Os01g0200400	BGIOSGA002185	46.1832	96.0317
Os01g0200500	BGIOSGA002953	98.1651	98.1651
Os01g0200600	BGIOSGA002184	98.2456	98.6784
Os01g0200700	BGIOSGA002954	100	100
Os01g0201100	BGIOSGA002956	99.7917	99.7917
Os01g0201200	BGIOSGA002182	99.4671	99.4671
Os01g0201400	BGIOSGA002181	99.3151	99.3151
Os01g0201700	BGIOSGA002179	67.029	89.8058
Os01g0201700	BGIOSGA037140	34.058	39.0042
Os01g0201800	BGIOSGA002174	28.9617	97.6959
Os01g0201800	BGIOSGA002177	98.0874	92.8849
Os01g0201900	BGIOSGA002175	99.22	74.2991
Os01g0202500	BGIOSGA002958	79.096	95.5631
Os01g0202700	BGIOSGA002959	99.4318	97.2222
Os01g0202800	BGIOSGA002173	89.8876	63.1579
Os01g0203000	BGIOSGA002172	91.2329	99.7006
Os01g0203300	BGIOSGA002171	97.7376	97.2973
Os01g0203400	BGIOSGA002960	95.3704	95.3704
Os01g0203800	BGIOSGA002168	98.8462	99.6124
Os01g0204000	BGIOSGA002167	100	100
Os01g0205100	BGIOSGA002964	100	100
Os01g0205300	BGIOSGA002966	100	100
Os01g0205500	BGIOSGA002967	100	100
Os01g0205600	BGIOSGA002968	100	100
Os01g0205700	BGIOSGA002161	100	57.6733
Os01g0205900	BGIOSGA002969	97.5535	88.1215
Os01g0206200	BGIOSGA002160	100	100
Os01g0206300	BGIOSGA002970	99.8043	99.8043
Os01g0206600	BGIOSGA002971	100	100
Os01g0206700	BGIOSGA002159	100	100
Os01g0206800	BGIOSGA002158	99.1215	100
Os01g0207200	BGIOSGA002157	100	100
Os01g0207400	BGIOSGA002155	100	43.9655
Os01g0207600	BGIOSGA002154	82.3529	82.3529
Os01g0208400	BGIOSGA002152	100	100
Os01g0208600	BGIOSGA002977	52.024	82.8162
Os01g0208700	BGIOSGA002978	99.3097	94.2002
Os01g0209000	BGIOSGA002979	99.6504	99.6504
Os01g0209200	BGIOSGA002981	91.4397	80.756
Os01g0209400	BGIOSGA002151	99.3506	96.53
Os01g0209500	BGIOSGA002150	38.9474	4.7014
Os01g0209700	BGIOSGA002149	94.6269	91.8841
Os01g0209800	BGIOSGA002148	100	100
Os01g0210200	BGIOSGA002147	100	100
Os01g0210300	BGIOSGA002983	98.9619	99.6516
Os01g0210400	BGIOSGA002146	96.7936	98.5714
Os01g0210500	BGIOSGA002145	100	100
Os01g0210600	BGIOSGA002144	98.8024	98.8024
Os01g0210700	BGIOSGA002143	99.8336	99.8336
Os01g0210800	BGIOSGA002984	82.0513	28.3186
Os01g0210900	BGIOSGA002142	100	100
Os01g0211000	BGIOSGA002141	98.0843	100
Os01g0211200	BGIOSGA002140	100	100
Os01g0211600	BGIOSGA002138	93.7173	73.8144
Os01g0212100	BGIOSGA002985	91	100
Os01g0212400	BGIOSGA002986	100	100
Os01g0212500	BGIOSGA002134	93.2099	87.5362
Os01g0212700	BGIOSGA002133	69.7318	98.913
Os01g0213100	BGIOSGA002131	54.3367	92.6087
Os01g0213300	BGIOSGA002989	99.8344	99.8344
Os01g0213400	BGIOSGA002129	99.1561	99.1561
Os01g0213800	BGIOSGA002128	98.6183	98.11
Os01g0214200	BGIOSGA002127	99.1597	99.1597
Os01g0214300	BGIOSGA002990	99.3976	32.2266
Os01g0214400	BGIOSGA002991	96.063	66.1247
Os01g0214500	BGIOSGA002992	100	100
Os01g0214600	BGIOSGA002993	100	87.9093
Os01g0214800	BGIOSGA002994	100	100
Os01g0215100	BGIOSGA002996	90.2439	26.4286
Os01g0215500	BGIOSGA002998	82.8947	66.8435
Os01g0215700	BGIOSGA002999	98.9418	100
Os01g0216000	BGIOSGA003000	99.4962	99.4962
Os01g0216400	BGIOSGA003002	100	100
Os01g0216500	BGIOSGA003003	99.7355	91.0628
Os01g0216900	BGIOSGA003005	83.3333	84.3521
Os01g0217000	BGIOSGA002123	100	100
Os01g0217400	BGIOSGA002121	77.7778	39.4659
Os01g0217500	BGIOSGA003009	24.8101	100
Os01g0217800	BGIOSGA003011	93.4579	92.8074
Os01g0218032	BGIOSGA003012	99.8463	99.8463
Os01g0218100	BGIOSGA003013	100	100
Os01g0218200	BGIOSGA003014	85.8631	96.0067
Os01g0218500	BGIOSGA003015	63.4058	99.4318
Os01g0218700	BGIOSGA002120	95.7198	94.0127
Os01g0218800	BGIOSGA002119	99.6973	99.6973
Os01g0218900	BGIOSGA002118	99.5062	99.5062
Os01g0219000	BGIOSGA003016	61.1336	99.3421
Os01g0219100	BGIOSGA003017	100	100
Os01g0219200	BGIOSGA003018	93.0456	99.7429
Os01g0219300	BGIOSGA003019	88.4211	97.6744
Os01g0219500	BGIOSGA003020	96.8504	100
Os01g0219600	BGIOSGA002117	99.2188	99.064
Os01g0220100	BGIOSGA002115	99.5312	99.5312
Os01g0220200	BGIOSGA002114	87.6033	26.6332
Os01g0220300	BGIOSGA003021	99.3151	81.0056
Os01g0220500	BGIOSGA002112	31.25	36.8421
Os01g0221100	BGIOSGA002109	91.1255	69.2434
Os01g0221300	BGIOSGA002108	85.2713	98.6547
Os01g0221400	BGIOSGA003022	100	100
Os01g0221600	BGIOSGA003025	99.8092	99.8092
Os01g0221700	BGIOSGA003026	99.7024	90.0538
Os01g0221900	BGIOSGA002107	88.1818	25.9358
Os01g0222300	BGIOSGA002106	99.4269	37.5948
Os01g0222500	BGIOSGA002105	100	100
Os01g0222600	BGIOSGA002104	100	100
Os01g0222700	BGIOSGA002103	99.422	65.8373
Os01g0222800	BGIOSGA003029	16.9811	5.67227
Os01g0222900	BGIOSGA003029	52.1073	28.5714
Os01g0223000	BGIOSGA002102	96.6146	93.6869
Os01g0223200	BGIOSGA002101	99.4723	99.4723
Os01g0223300	BGIOSGA034626	21.6518	25.4593
Os01g0223300	BGIOSGA034627	0	0
Os01g0223500	BGIOSGA002100	100	69.0476
Os01g0223600	BGIOSGA002099	100	76.7551
Os01g0223700	BGIOSGA002097	65.2174	32.6087
Os01g0223700	BGIOSGA002098	55.0725	42.3398
Os01g0223900	BGIOSGA003031	99.877	99.877
Os01g0224000	BGIOSGA002096	58.1366	99.7868
Os01g0224100	BGIOSGA003032	92.6316	98.5994
Os01g0224200	BGIOSGA002095	99.2157	99.2157
Os01g0224300	BGIOSGA003033	100	100
Os01g0224400	BGIOSGA003034	69.5652	17.2507
Os01g0224500	BGIOSGA002094	99.0826	99.0826
Os01g0224700	BGIOSGA003035	100	100
Os01g0225000	BGIOSGA002093	75.1553	100
Os01g0225100	BGIOSGA003036	86.8794	42.024
Os01g0225300	BGIOSGA003038	96.9283	53.5849
Os01g0225400	BGIOSGA002091	0	0
Os01g0225500	BGIOSGA002091	100	100
Os01g0225600	BGIOSGA002090	66.2252	98.0392
Os01g0226300	BGIOSGA003040	99.4382	63.4409
Os01g0226400	BGIOSGA002089	99.881	99.7622
Os01g0226500	BGIOSGA003041	99.3103	99.0826
Os01g0226600	BGIOSGA003042	99.8476	90.4696
Os01g0226700	BGIOSGA003043	99.2	63.5897
Os01g0227100	BGIOSGA003046	99.8016	99.8016
Os01g0227200	BGIOSGA003047	99.33	99.33
Os01g0227300	BGIOSGA003048	100	100
Os01g0227500	BGIOSGA003050	100	99.6448
Os01g0227800	BGIOSGA003054	95.9259	96.4618
Os01g0228300	BGIOSGA002083	99.5496	99.5496
Os01g0228400	BGIOSGA003055	33.0189	99.0566
Os01g0228500	BGIOSGA002088	99.3939	99.696
Os01g0228600	BGIOSGA002081	99.3671	66.951
Os01g0228800	BGIOSGA002087	18.9229	97.7444
Os01g0229100	BGIOSGA002079	96.929	95.6439
Os01g0229200	BGIOSGA003061	99.5781	99.1597
Os01g0229300	BGIOSGA003062	99.527	99.527
Os01g0229400	BGIOSGA002078	95.7944	94.0367
Os01g0229500	BGIOSGA003063	100	100
Os01g0229800	BGIOSGA002076	87.6623	38.1356
Os01g0229900	BGIOSGA003065	87.8676	76.3578
Os01g0229900	BGIOSGA010054	68.75	59.7444
Os01g0230200	BGIOSGA002074	98.0296	99.005
Os01g0230700	BGIOSGA003066	88.7417	55.6017
Os01g0231000	BGIOSGA003067	99.6198	99.6198
Os01g0231500	BGIOSGA003070	99.5349	99.5349
Os01g0231600	BGIOSGA003071	93.4066	19.2308
Os01g0231700	BGIOSGA002073	100	100
Os01g0231900	BGIOSGA003072	94.4558	66.474
Os01g0232000	BGIOSGA003073	92.8287	89.272
Os01g0232100	BGIOSGA003074	91.4062	100
Os01g0232200	BGIOSGA002072	99.4286	91.5789
Os01g0232300	BGIOSGA003075	72.1591	26.8783
Os01g0232400	BGIOSGA003076	99.2785	99.2785
Os01g0232500	BGIOSGA003077	99.5876	93.7864
Os01g0232700	BGIOSGA003078	100	100
Os01g0232800	BGIOSGA002068	98.2609	87.2587
Os01g0233000	BGIOSGA002067	100	100
Os01g0233400	BGIOSGA003079	100	100
Os01g0233800	BGIOSGA003082	97.1805	100
Os01g0233900	BGIOSGA002063	86.6667	81.25
Os01g0234100	BGIOSGA003083	99.798	99.798
Os01g0234200	BGIOSGA002062	95.7245	98.7745
Os01g0234300	BGIOSGA003085	98.4456	61.1916
Os01g0234700	BGIOSGA003086	96.9112	74.7024
Os01g0234850	BGIOSGA002059	96.7033	77.6014
Os01g0234900	BGIOSGA002058	35.1585	100
Os01g0235100	BGIOSGA003087	89.3258	88.3333
Os01g0235200	BGIOSGA002056	77.7512	94.4767
Os01g0235300	BGIOSGA003088	100	100
Os01g0235400	BGIOSGA002054	94.0959	30.1418
Os01g0235500	BGIOSGA003089	100	100
Os01g0235700	BGIOSGA015604	99.0275	99.6737
Os01g0235800	BGIOSGA003090	94.4444	61.2188
Os01g0235900	BGIOSGA003091	99.4885	98.9822
Os01g0236000	BGIOSGA003092	100	100
Os01g0236300	BGIOSGA003093	99.8569	99.8569
Os01g0236400	BGIOSGA003094	99.6845	99.6845
Os01g0236700	BGIOSGA003095	91.5778	99.1917
Os01g0236800	BGIOSGA002052	69.9647	99.7481
Os01g0237000	BGIOSGA003096	99.3827	99.3827
Os01g0237000	BGIOSGA003097	100	100
Os01g0237100	BGIOSGA002051	99.67	99.67
Os01g0237366	BGIOSGA002049	98.2456	98.2456
Os01g0237366	BGIOSGA002050	0.584795	0.826446
Os01g0237500	BGIOSGA018397	0	0
Os01g0237750	BGIOSGA018397	34.7107	18.5022
Os01g0238200	BGIOSGA002045	100	100
Os01g0238500	BGIOSGA003099	100	100
Os01g0238600	BGIOSGA003100	99.2908	99.2908
Os01g0238700	BGIOSGA003101	99.2938	99.2938
Os01g0238800	BGIOSGA002041	96.8421	97.8723
Os01g0238900	BGIOSGA003098	32.491	96.7742
Os01g0239000	BGIOSGA002040	69.7588	97.9167
Os01g0239100	BGIOSGA003104	99.7135	99.7135
Os01g0239200	BGIOSGA002038	77.9377	93.3908
Os01g0239300	BGIOSGA003105	92.7184	95.9799
Os01g0239700	BGIOSGA003109	99.6008	99.6008
Os01g0240600	BGIOSGA003114	94.7735	65.8596
Os01g0240600	BGIOSGA003119	94.7735	66.3415
Os01g0240700	BGIOSGA003115	99.0268	99.0268
Os01g0241000	BGIOSGA003117	100	100
Os01g0241100	BGIOSGA002029	99.3603	99.3603
Os01g0241400	BGIOSGA003118	89.7059	96.063
Os01g0242200	BGIOSGA003122	99.2771	83.2323
Os01g0242300	BGIOSGA003123	99.4118	92.8571
Os01g0242400	BGIOSGA003124	99.5984	99.5984
Os01g0242500	BGIOSGA002028	100	100
Os01g0242600	BGIOSGA002027	99.5549	99.5549
Os01g0242900	BGIOSGA003125	89.7436	64.5161
Os01g0243000	BGIOSGA002024	98.8858	87.0098
Os01g0243200	BGIOSGA002022	98.8372	84.6614
Os01g0243600	BGIOSGA002020	52.3605	71.345
Os01g0243700	BGIOSGA002019	100	100
Os01g0243800	BGIOSGA020140	69.7674	26.3158
Os01g0244000	BGIOSGA002012	26.7241	34.7339
Os01g0244000	BGIOSGA002013	1.07759	1.34048
Os01g0244000	BGIOSGA002015	30.6034	36.5979
Os01g0244000	BGIOSGA002016	1.50862	1.81347
Os01g0244000	BGIOSGA002017	94.181	99.093
Os01g0244150	BGIOSGA002012	0.346021	0.280112
Os01g0244150	BGIOSGA002013	0	0
Os01g0244150	BGIOSGA002015	0	0
Os01g0244150	BGIOSGA002016	98.9619	74.0933
Os01g0244150	BGIOSGA002017	0	0
Os01g0244400	BGIOSGA002012	49.4432	62.1849
Os01g0244400	BGIOSGA002013	0	0
Os01g0244400	BGIOSGA002015	85.3007	98.7113
Os01g0244400	BGIOSGA002016	2.22717	2.59067
Os01g0244400	BGIOSGA002017	31.4031	31.9728
Os01g0245000	BGIOSGA002012	17.2	12.0448
Os01g0245000	BGIOSGA002013	0	0
Os01g0245000	BGIOSGA002015	22.4	14.433
Os01g0245000	BGIOSGA002016	0	0
Os01g0245000	BGIOSGA002017	23.6	13.3787
Os01g0245532	BGIOSGA002011	99.4764	99.4764
Os01g0245600	BGIOSGA003128	91.1972	96.2825
Os01g0245700	BGIOSGA002010	96.1276	81.9417
Os01g0245901	BGIOSGA002010	93.8914	80.5825
Os01g0246100	BGIOSGA002008	98.2759	90.0862
Os01g0246400	BGIOSGA003133	99.0099	99.0099
Os01g0246500	BGIOSGA002005	85.7143	76.4873
Os01g0246601	BGIOSGA002004	81.1404	94.8718
Os01g0246700	BGIOSGA003134	98.7893	69.1525
Os01g0247500	BGIOSGA002003	98.5714	98.5714
Os01g0247600	BGIOSGA003136	40	65.1163
Os01g0247700	BGIOSGA002002	84.7262	78.6096
Os01g0247900	BGIOSGA002001	97.6608	97.6608
Os01g0248000	BGIOSGA002000	100	100
Os01g0248300	BGIOSGA003137	99.1667	99.1667
Os01g0248400	BGIOSGA003138	100	94.3052
Os01g0248500	BGIOSGA001997	95.8333	96.2343
Os01g0248500	BGIOSGA001998	36.6667	90.7216
Os01g0248500	BGIOSGA001999	59.5833	95.9732
Os01g0248600	BGIOSGA001996	97.1564	91.5179
Os01g0248701	BGIOSGA003143	75.2404	99.6815
Os01g0248900	BGIOSGA001994	100	100
Os01g0249100	BGIOSGA001993	99.5413	85.4331
Os01g0249200	BGIOSGA001992	99.5595	99.5595
Os01g0249300	BGIOSGA001991	99.2064	99.2064
Os01g0249700	BGIOSGA003150	93.1677	98.0392
Os01g0249800	BGIOSGA003147	75.8794	87.7907
Os01g0249900	BGIOSGA001986	78.2051	99.5918
Os01g0250600	BGIOSGA003148	99	99
Os01g0250900	BGIOSGA003152	94.6459	91.1814
Os01g0251000	BGIOSGA003153	99.784	99.784
Os01g0251100	BGIOSGA003154	99.6865	99.6865
Os01g0251200	BGIOSGA003155	90.6377	89.3048
Os01g0251400	BGIOSGA001985	96.5116	96.5116
Os01g0252100	BGIOSGA003157	100	100
Os01g0252200	BGIOSGA003158	100	100
Os01g0252300	BGIOSGA001984	98.75	98.75
Os01g0252600	BGIOSGA003160	100	100
Os01g0252900	BGIOSGA001983	36.3636	94.3396
Os01g0253000	BGIOSGA001982	100	27.5362
Os01g0253200	BGIOSGA003165	61.0169	99.0826
Os01g0253300	BGIOSGA003166	99.8099	99.8099
Os01g0253400	BGIOSGA001981	98.3165	99.6587
Os01g0253500	BGIOSGA003167	45.5975	96.6667
Os01g0253800	BGIOSGA001979	85.1429	45.5658
Os01g0253900	BGIOSGA003168	56.0113	84.6154
Os01g0253900	BGIOSGA003169	99.8586	92.7727
Os01g0254000	BGIOSGA001978	100	100
Os01g0254100	BGIOSGA001977	98.8485	99.8211
Os01g0254200	BGIOSGA001976	100	100
Os01g0254300	BGIOSGA001975	93.126	97.099
Os01g0254400	BGIOSGA003170	98.6726	98.6726
Os01g0254850	BGIOSGA001974	43.8776	97.7273
Os01g0254900	BGIOSGA001973	99.6429	99.6429
Os01g0255000	BGIOSGA003172	46.5839	79.7872
Os01g0255100	BGIOSGA003174	94.4444	91.3433
Os01g0255700	BGIOSGA003176	98.895	89.0547
Os01g0256300	BGIOSGA001970	56.1437	75.9591
Os01g0256500	BGIOSGA001967	100	100
Os01g0256500	BGIOSGA014353	96.2264	96.2264
Os01g0256600	BGIOSGA014352	99.1228	99.1228
Os01g0256800	BGIOSGA001966	80.9335	99.2692
Os01g0256900	BGIOSGA001965	99.3197	99.3197
Os01g0257100	BGIOSGA001964	99.2366	99.2366
Os01g0257300	BGIOSGA001961	98.1651	98.1651
Os01g0257400	BGIOSGA001962	80.0429	96.8831
Os01g0258700	BGIOSGA001959	67.6471	99.3827
Os01g0259200	BGIOSGA003184	99.7802	99.7802
Os01g0259400	BGIOSGA001956	99.2571	99.2571
Os01g0259600	BGIOSGA001955	97.1831	27.49
Os01g0259900	BGIOSGA003185	90.0826	86.8526
Os01g0260100	BGIOSGA001953	94.3878	23.3291
Os01g0260500	BGIOSGA003188	94.8586	58.3861
Os01g0260700	BGIOSGA003191	99.6753	99.6753
Os01g0260800	BGIOSGA003192	97.8723	97.8723
Os01g0261100	BGIOSGA003193	99.536	99.7674
Os01g0261200	BGIOSGA001951	99.3865	99.3865
Os01g0261500	BGIOSGA003194	86.2857	41.5978
Os01g0261600	BGIOSGA003196	55.1948	55.9211
Os01g0262000	BGIOSGA003196	55.1948	55.9211
Os01g0262500	BGIOSGA003197	99.5475	93.617
Os01g0262600	BGIOSGA001949	99.5851	99.5851
Os01g0262700	BGIOSGA003198	97.8193	75.2998
Os01g0263000	BGIOSGA001948	100	100
Os01g0263300	BGIOSGA003201	100	98.8201
Os01g0263400	BGIOSGA001947	31.5596	100
Os01g0263500	BGIOSGA003202	100	100
Os01g0263600	BGIOSGA003203	93.7585	77.4664
Os01g0264000	BGIOSGA001946	88.1048	86.1933
Os01g0264100	BGIOSGA003204	66.875	27.0886
Os01g0264100	BGIOSGA003207	9.375	5.52486
Os01g0264400	BGIOSGA003205	100	100
Os01g0264500	BGIOSGA003206	100	100
Os01g0264700	BGIOSGA001941	99.0354	91.1243
Os01g0265000	BGIOSGA003209	61.9256	96.587
Os01g0265100	BGIOSGA001940	99.4475	83.3333
Os01g0265200	BGIOSGA001939	83.9895	97.561
Os01g0265200	BGIOSGA001942	46.1942	58.2781
Os01g0265700	BGIOSGA001937	100	100
Os01g0265800	BGIOSGA001936	100	100
Os01g0265900	BGIOSGA001935	100	79.6296
Os01g0266000	BGIOSGA003211	99.7835	99.7835
Os01g0266100	BGIOSGA003212	100	100
Os01g0266400	BGIOSGA003214	98.7952	98.7952
Os01g0266400	BGIOSGA003215	100	100
Os01g0266500	BGIOSGA001931	98.3819	88.3721
Os01g0266500	BGIOSGA001932	38.5113	97.541
Os01g0266600	BGIOSGA001930	66.6667	45.993
Os01g0266800	BGIOSGA001929	93.0952	91.5691
Os01g0267100	BGIOSGA003217	98.1675	99.6016
Os01g0267200	BGIOSGA003218	100	100
Os01g0267300	BGIOSGA003219	99.8088	99.8088
Os01g0267400	BGIOSGA001928	88.4354	71.4286
Os01g0267600	BGIOSGA001927	88.5714	88.5714
Os01g0267800	BGIOSGA003221	69.9495	92.3333
Os01g0268100	BGIOSGA001925	100	100
Os01g0268300	BGIOSGA003224	82.716	93.1994
Os01g0268600	BGIOSGA003226	61.8026	94.4262
Os01g0268700	BGIOSGA001924	47.1322	93.1034
Os01g0268800	BGIOSGA003227	100	91.8239
Os01g0268900	BGIOSGA003228	99.6516	99.6516
Os01g0269000	BGIOSGA001923	99.5643	99.5643
Os01g0269100	BGIOSGA001922	78.0186	51.9588
Os01g0269500	BGIOSGA001921	32.9897	8.16327
Os01g0269800	BGIOSGA003231	100	58.7537
Os01g0269900	BGIOSGA001919	100	100
Os01g0270300	BGIOSGA003233	100	100
Os01g0270700	BGIOSGA003234	88.8393	80.8943
Os01g0271000	BGIOSGA003235	100	100
Os01g0271200	BGIOSGA001915	100	100
Os01g0271400	BGIOSGA001914	79.1946	83.0986
Os01g0271500	BGIOSGA003236	100	100
Os01g0271700	BGIOSGA001913	90.566	55.814
Os01g0272600	BGIOSGA003238	54.8387	97.1429
Os01g0272700	BGIOSGA001911	99.5536	99.5536
Os01g0272800	BGIOSGA001910	100	50.3614
Os01g0273000	BGIOSGA001909	100	100
Os01g0273100	BGIOSGA003240	70.1571	99.2593
Os01g0273300	BGIOSGA003241	99.8138	99.8138
Os01g0273500	BGIOSGA003242	74.4681	21.2551
Os01g0273800	BGIOSGA003244	52.7638	98.5916
Os01g0273800	BGIOSGA003245	43.9698	100
Os01g0274100	BGIOSGA003247	98.5401	98.5401
Os01g0274500	BGIOSGA003248	100	100
Os01g0274800	BGIOSGA001907	80	73.8676
Os01g0275200	BGIOSGA001906	43.2548	28.6119
Os01g0275600	BGIOSGA001905	96.0177	99.6556
Os01g0275950	BGIOSGA001904	85.061	29.0323
Os01g0276000	BGIOSGA001903	100	100
Os01g0276100	BGIOSGA003249	91.4365	91.4365
Os01g0276200	BGIOSGA001902	61.5942	76.8072
Os01g0276300	BGIOSGA003250	100	100
Os01g0276400	BGIOSGA001900	98.3173	85.5648
Os01g0276500	BGIOSGA001899	100	100
Os01g0276600	BGIOSGA003251	99.3921	99.3921
Os01g0276700	BGIOSGA001898	100	98.4556
Os01g0276800	BGIOSGA001897	99.5114	99.5114
Os01g0276900	BGIOSGA001896	95.082	76.8212
Os01g0277500	BGIOSGA003252	88.2672	99.5927
Os01g0277700	BGIOSGA003253	99.5851	99.1736
Os01g0278000	BGIOSGA001894	80.4348	97.3684
Os01g0278200	BGIOSGA001893	92.7273	5.24152
Os01g0278600	BGIOSGA003256	98.2979	70.7504
Os01g0278900	BGIOSGA003257	100	100
Os01g0278950	BGIOSGA003258	98.9937	99.8731
Os01g0279000	BGIOSGA003259	87.1046	99.7215
Os01g0279100	BGIOSGA003260	89.951	96.5789
Os01g0279200	BGIOSGA003261	100	100
Os01g0279300	BGIOSGA003262	99.3289	99.3289
Os01g0279400	BGIOSGA001892	92.9577	94.0937
Os01g0279700	BGIOSGA003264	100	100
Os01g0279800	BGIOSGA001890	100	100
Os01g0279900	BGIOSGA003265	94.5289	83.8275
Os01g0280000	BGIOSGA001889	95.6221	76.2868
Os01g0280400	BGIOSGA003268	99.1817	99.1817
Os01g0280500	BGIOSGA001888	95.5285	99.5763
Os01g0281000	BGIOSGA003269	91.5663	99.4764
Os01g0281100	BGIOSGA001887	88.5993	66.6667
Os01g0281200	BGIOSGA001886	99.2908	99.2908
Os01g0281301	BGIOSGA001885	99.5951	99.5951
Os01g0281400	BGIOSGA001884	99.6842	99.6842
Os01g0281600	BGIOSGA001883	100	100
Os01g0282800	BGIOSGA001879	100	100
Os01g0283000	BGIOSGA001878	99.3432	99.3432
Os01g0283100	BGIOSGA003276	99.6198	99.6198
Os01g0283300	BGIOSGA003277	94.5055	99.6139
Os01g0283400	BGIOSGA003278	100	100
Os01g0283500	BGIOSGA001877	98.8571	99.4253
Os01g0283600	BGIOSGA003279	99.3865	99.3865
Os01g0283700	BGIOSGA003282	99.3902	99.3902
Os01g0284300	BGIOSGA003284	99.7275	99.7275
Os01g0284500	BGIOSGA001876	100	100
Os01g0284700	BGIOSGA003286	98.125	65.9664
Os01g0284900	BGIOSGA001875	100	98.0198
Os01g0285200	BGIOSGA003288	48.6957	47.0588
Os01g0285300	BGIOSGA001872	99.7664	99.7664
Os01g0286000	BGIOSGA003289	85.2029	99.7207
Os01g0286100	BGIOSGA001870	99.3721	91.342
Os01g0286600	BGIOSGA003290	99.4403	99.4403
Os01g0286900	BGIOSGA003292	93.913	53.202
Os01g0287600	BGIOSGA001867	100	99.6564
Os01g0287700	BGIOSGA021065	55.3571	40
Os01g0288200	BGIOSGA001865	100	100
Os01g0288800	BGIOSGA001864	98.9583	98.9583
Os01g0289100	BGIOSGA001863	100	100
Os01g0289600	BGIOSGA003307	32.6034	84.2767
Os01g0289900	BGIOSGA001862	85.7143	86.6521
Os01g0289950	BGIOSGA015894	43.0168	70
Os01g0290000	BGIOSGA001860	99.798	99.798
Os01g0290100	BGIOSGA001859	98.7552	90.3226
Os01g0290600	BGIOSGA003309	41.3866	77.8656
Os01g0291500	BGIOSGA001853	92.9385	98.7893
