Gene stable ID	Musa acuminata gene stable ID	%id. target Musa acuminata gene identical to query gene	%id. query gene identical to target Musa acuminata gene
Os01g0130000	GSMUA_Achr10G25430_001	69.821	72.0317
Os01g0130000	GSMUA_Achr6G09720_001	72.3785	72.1939
Os01g0130000	GSMUA_Achr8G18410_001	72.6343	70.4715
Os01g0130400	GSMUA_Achr1G20950_001	64.2704	75.7269
Os01g0130900	GSMUA_AchrUn_randomG08860_001	31.6092	34.8101
Os01g0131300	GSMUA_Achr6G09680_001	42.2857	38.342
Os01g0131300	GSMUA_AchrUn_randomG16410_001	38.8571	36.1702
Os01g0131600	GSMUA_Achr10G19950_001	26.8608	14.0678
Os01g0131800	GSMUA_Achr2G07160_001	64.2857	62.4277
Os01g0132500	GSMUA_Achr10G19790_001	38.2075	29.0323
Os01g0132500	GSMUA_Achr1G12190_001	40.566	35.6846
Os01g0132500	GSMUA_Achr1G21070_001	40.566	32.4528
Os01g0132500	GSMUA_Achr2G07200_001	37.2642	33.4746
Os01g0132500	GSMUA_Achr2G14610_001	41.5094	42.9268
Os01g0132500	GSMUA_Achr2G22620_001	39.6226	33.3333
Os01g0132500	GSMUA_Achr3G01390_001	46.2264	41.1765
Os01g0132500	GSMUA_Achr6G09780_001	41.9811	33.8403
Os01g0132700	GSMUA_Achr9G06270_001	66.8919	64.7059
Os01g0132766	GSMUA_Achr11G13330_001	35.5805	37.2549
Os01g0132766	GSMUA_Achr2G07210_001	47.9401	52.6749
Os01g0132766	GSMUA_Achr3G21070_001	42.3221	48.4979
Os01g0132766	GSMUA_Achr7G11950_001	39.3258	49.0654
Os01g0132766	GSMUA_Achr8G18340_001	42.6966	49.5652
Os01g0132800	GSMUA_Achr5G23710_001	58.3012	58.0769
Os01g0133100	GSMUA_Achr10G19780_001	0.75643	1.96078
Os01g0133100	GSMUA_Achr6G09790_001	16.1876	11.5426
Os01g0133100	GSMUA_Achr8G17890_001	17.0953	16.5689
Os01g0133400	GSMUA_Achr10G25480_001	74.7232	80.3571
Os01g0133400	GSMUA_Achr5G23720_001	79.1513	78
Os01g0133500	GSMUA_Achr7G11930_001	41.8251	59.6206
Os01g0133500	GSMUA_Achr7G11940_001	11.9772	42.2819
Os01g0134500	GSMUA_Achr10G19770_001	73.3577	72.8261
Os01g0134500	GSMUA_Achr1G12200_001	75.1825	74.3682
Os01g0134500	GSMUA_Achr3G01490_001	75.1825	74.9091
Os01g0134500	GSMUA_Achr6G09810_001	70.8029	70.5455
Os01g0134700	GSMUA_Achr1G21130_001	47.032	48.2436
Os01g0134700	GSMUA_Achr2G14630_001	44.0639	38.2937
Os01g0134700	GSMUA_Achr4G24350_001	46.347	25.3117
Os01g0134700	GSMUA_Achr6G03300_001	42.4658	46.8514
Os01g0134700	GSMUA_Achr8G17930_001	47.4886	48.3721
Os01g0135700	GSMUA_Achr11G13360_001	42.5414	44.7674
Os01g0135700	GSMUA_Achr8G17950_001	46.9613	48.0226
Os01g0136050	GSMUA_Achr11G13380_001	40.5556	35.2657
Os01g0136400	GSMUA_Achr2G22610_001	39.8204	37.4648
Os01g0136400	GSMUA_Achr3G01480_001	32.1856	60.2241
Os01g0136700	GSMUA_Achr1G23160_001	25.0794	18.5446
Os01g0136700	GSMUA_Achr1G23170_001	25.7143	14.0381
Os01g0136700	GSMUA_Achr3G29450_001	22.2222	20.5279
Os01g0136800	GSMUA_Achr2G22610_001	38.7387	36.338
Os01g0136800	GSMUA_Achr3G01480_001	30.1802	56.3025
Os01g0136900	GSMUA_Achr10G19750_001	37.2137	41.2262
Os01g0137250	GSMUA_Achr10G19750_001	46.7363	37.8436
Os01g0137282	GSMUA_Achr1G23160_001	30.7692	18.7793
Os01g0137282	GSMUA_Achr1G23170_001	30	13.5182
Os01g0137282	GSMUA_Achr3G29450_001	27.3077	20.8211
Os01g0137400	GSMUA_Achr10G19750_001	29.9843	40.3806
Os01g0137500	GSMUA_Achr10G19750_001	48.368	34.4609
Os01g0137700	GSMUA_Achr1G23160_001	27.1186	18.7793
Os01g0137700	GSMUA_Achr1G23170_001	25.7627	13.1716
Os01g0137700	GSMUA_Achr3G29450_001	23.3898	20.2346
Os01g0137950	GSMUA_Achr3G01460_001	24.0196	40.8333
Os01g0137950	GSMUA_Achr6G09840_001	25.4902	24.5283
Os01g0138300	GSMUA_Achr10G19750_001	30.5638	43.5518
Os01g0138400	GSMUA_Achr10G19750_001	30.6003	44.186
Os01g0138600	GSMUA_Achr3G17470_001	0	0
Os01g0138600	GSMUA_Achr8G29530_001	35.119	21.6912
Os01g0138800	GSMUA_Achr1G21220_001	69.1415	71.2919
Os01g0138900	GSMUA_Achr11G13390_001	64.7982	65.5329
Os01g0139000	GSMUA_Achr2G07230_001	45.5399	46.1905
Os01g0139600	GSMUA_Achr8G18310_001	60.0639	61.6393
Os01g0140100	GSMUA_Achr10G25500_001	61.5079	51.1551
Os01g0140100	GSMUA_Achr4G24330_001	45.4365	53.38
Os01g0140100	GSMUA_Achr7G11900_001	58.5317	61.9748
Os01g0140400	GSMUA_Achr10G19720_001	28.5266	69.7318
Os01g0140400	GSMUA_Achr8G18280_001	44.6708	64.7727
Os01g0140500	GSMUA_Achr10G14300_001	31.7829	19.4313
Os01g0140500	GSMUA_Achr10G19730_001	48.8372	32.1429
Os01g0140500	GSMUA_Achr3G01440_001	49.6124	41.8301
Os01g0140500	GSMUA_Achr6G09860_001	49.6124	40.2516
Os01g0140500	GSMUA_Achr8G18300_001	48.8372	41.1765
Os01g0140700	GSMUA_Achr2G22560_001	42.9022	43.871
Os01g0140700	GSMUA_Achr3G21100_001	43.8486	33.7379
Os01g0140700	GSMUA_Achr6G09880_001	40.694	44.6367
Os01g0141000	GSMUA_Achr2G22560_001	42.1918	49.6774
Os01g0141000	GSMUA_Achr3G21100_001	43.5616	38.5922
Os01g0141000	GSMUA_Achr6G09880_001	39.1781	49.481
Os01g0141100	GSMUA_Achr2G22550_001	91.0891	66.9903
Os01g0141100	GSMUA_Achr3G01430_001	91.4191	67.3966
Os01g0141100	GSMUA_Achr4G24320_001	92.7393	68.8726
Os01g0141100	GSMUA_Achr6G09890_001	53.7954	53.6184
Os01g0141300	GSMUA_Achr2G22550_001	66.5272	77.1845
Os01g0141300	GSMUA_Achr3G01430_001	65.0628	75.6691
Os01g0141300	GSMUA_Achr4G24320_001	66.1088	77.451
Os01g0141300	GSMUA_Achr6G09890_001	40.1674	63.1579
Os01g0141600	GSMUA_Achr9G03620_001	64.3963	39.0244
Os01g0141700	GSMUA_Achr11G24160_001	59.6913	63.5037
Os01g0141900	GSMUA_Achr10G00690_001	52.9703	57.016
Os01g0141900	GSMUA_Achr5G28870_001	51.3201	43.9887
Os01g0141900	GSMUA_Achr6G33750_001	52.1452	62.0825
Os01g0141900	GSMUA_Achr8G02330_001	56.2706	57.0234
Os01g0142100	GSMUA_Achr6G21460_001	59.3407	72.4832
Os01g0142200	GSMUA_Achr1G11890_001	76.1628	76.1628
Os01g0142300	GSMUA_Achr6G33800_001	78.6697	78.4897
Os01g0142300	GSMUA_Achr7G14880_001	76.6055	76.2557
Os01g0142500	GSMUA_Achr7G14890_001	31.2925	41.4414
Os01g0143300	GSMUA_Achr4G16890_001	56.8182	57.0342
Os01g0143400	GSMUA_Achr9G11950_001	19.3741	24.4361
Os01g0143700	GSMUA_Achr4G16890_001	44.4015	43.7262
Os01g0143800	GSMUA_Achr4G16890_001	38.5455	40.3042
Os01g0144000	GSMUA_Achr10G13750_001	52.819	68.4615
Os01g0144000	GSMUA_Achr11G24300_001	53.4125	58.8235
Os01g0144000	GSMUA_Achr3G17680_001	51.3353	66.5385
Os01g0144000	GSMUA_Achr6G15160_001	49.8516	64.6154
Os01g0144100	GSMUA_Achr5G28730_001	72.2222	64.4144
Os01g0144200	GSMUA_Achr8G02210_001	77.0642	77.7778
Os01g0144340	GSMUA_Achr5G17000_001	64.986	64.7141
Os01g0144600	GSMUA_Achr10G13690_001	37.5	44.9102
Os01g0147200	GSMUA_Achr10G26630_001	64.5403	67.7165
Os01g0147200	GSMUA_Achr6G34100_001	34.334	69.3182
Os01g0147300	GSMUA_Achr10G03560_001	0	0
Os01g0147300	GSMUA_Achr10G03570_001	58.3333	48.7705
Os01g0147300	GSMUA_Achr6G34110_001	61.2745	32.0513
Os01g0147400	GSMUA_AchrUn_randomG18670_001	43.75	16.3807
Os01g0147700	GSMUA_AchrUn_randomG18670_001	50.5714	55.2262
Os01g0147800	GSMUA_Achr9G03920_001	47.6596	43.75
Os01g0147900	GSMUA_Achr11G24370_001	85.3755	85.0394
Os01g0147900	GSMUA_Achr5G28700_001	84.1897	83.8583
Os01g0147900	GSMUA_AchrUn_randomG18660_001	59.2885	64.6552
Os01g0148000	GSMUA_Achr6G15240_001	48.6891	18.8588
Os01g0148050	GSMUA_Achr6G15240_001	53.2915	24.6615
Os01g0148400	GSMUA_Achr2G14990_001	6.07029	18.7192
Os01g0148400	GSMUA_Achr2G15000_001	2.07668	15.2941
Os01g0148400	GSMUA_Achr4G24070_001	9.90415	20.0647
Os01g0149600	GSMUA_Achr10G02560_001	39.2157	90.9091
Os01g0149600	GSMUA_Achr2G17670_001	37.9085	92.0635
Os01g0149600	GSMUA_Achr2G19080_001	77.7778	83.2168
Os01g0149600	GSMUA_Achr6G33320_001	66.6667	49.2754
Os01g0149600	GSMUA_Achr7G15260_001	80.3922	80.9211
Os01g0149600	GSMUA_Achr8G20900_001	39.8693	92.4242
Os01g0149600	GSMUA_Achr9G04060_001	68.6274	89.7436
Os01g0149800	GSMUA_Achr10G22730_001	63.4146	66.6667
Os01g0149800	GSMUA_Achr11G24400_001	64.6341	67.0886
Os01g0149900	GSMUA_AchrUn_randomG18640_001	23.5849	19.1466
Os01g0150000	GSMUA_Achr10G26580_001	79.6774	79.6774
Os01g0150000	GSMUA_Achr6G05060_001	81.6129	81.6129
Os01g0150100	GSMUA_Achr10G02510_001	58.6667	25.0712
Os01g0150200	GSMUA_Achr7G15170_001	78.2805	69.2
Os01g0150400	GSMUA_Achr7G15170_001	37.4408	31.6
Os01g0150500	GSMUA_Achr7G15170_001	38.4615	34
Os01g0150800	GSMUA_Achr7G15170_001	58.6667	52.8
Os01g0151100	GSMUA_Achr10G02540_001	64.5338	67.7543
Os01g0151100	GSMUA_Achr11G24440_001	64.351	67.304
Os01g0151100	GSMUA_Achr7G15200_001	59.2322	73.3032
Os01g0151100	GSMUA_Achr8G20860_001	66.1792	68.5606
Os01g0151200	GSMUA_Achr5G28630_001	64.0523	42
Os01g0151200	GSMUA_Achr9G03990_001	65.3595	67.5676
Os01g0151400	GSMUA_Achr6G15280_001	61.4286	19.225
Os01g0151400	GSMUA_Achr6G23540_001	63.3333	20.1821
Os01g0151500	GSMUA_Achr6G15280_001	54	44.2623
Os01g0151500	GSMUA_Achr6G23540_001	55.6364	46.434
Os01g0151600	GSMUA_Achr6G33340_001	69.2737	56.3636
Os01g0151600	GSMUA_Achr9G04010_001	69.5531	69.9438
Os01g0151700	GSMUA_Achr10G02550_001	71.9626	71.9626
Os01g0151700	GSMUA_Achr11G24450_001	70.405	69.7531
Os01g0151700	GSMUA_Achr7G15240_001	71.9626	71.2963
Os01g0151700	GSMUA_Achr8G20890_001	74.1433	74.375
Os01g0151900	GSMUA_Achr5G06940_001	55.4307	60.7803
Os01g0152300	GSMUA_Achr10G02560_001	39.2157	90.9091
Os01g0152300	GSMUA_Achr2G17670_001	37.9085	92.0635
Os01g0152300	GSMUA_Achr2G19080_001	77.7778	83.2168
Os01g0152300	GSMUA_Achr6G33320_001	66.6667	49.2754
Os01g0152300	GSMUA_Achr7G15260_001	80.3922	80.9211
Os01g0152300	GSMUA_Achr8G20900_001	39.8693	92.4242
Os01g0152300	GSMUA_Achr9G04060_001	68.6274	89.7436
Os01g0152900	GSMUA_Achr10G02560_001	39.2157	90.9091
Os01g0152900	GSMUA_Achr2G17670_001	37.9085	92.0635
Os01g0152900	GSMUA_Achr2G19080_001	77.1242	82.5175
Os01g0152900	GSMUA_Achr6G33320_001	66.6667	49.2754
Os01g0152900	GSMUA_Achr7G15260_001	80.3922	80.9211
Os01g0152900	GSMUA_Achr8G20900_001	39.8693	92.4242
Os01g0152900	GSMUA_Achr9G04060_001	67.9739	88.8889
Os01g0153100	GSMUA_Achr10G02560_001	40.5229	93.9394
Os01g0153100	GSMUA_Achr2G17670_001	38.5621	93.6508
Os01g0153100	GSMUA_Achr2G19080_001	77.7778	83.2168
Os01g0153100	GSMUA_Achr6G33320_001	67.3203	49.7585
Os01g0153100	GSMUA_Achr7G15260_001	81.0458	81.5789
Os01g0153100	GSMUA_Achr8G20900_001	40.5229	93.9394
Os01g0153100	GSMUA_Achr9G04060_001	68.6274	89.7436
Os01g0153200	GSMUA_Achr1G17170_001	6.14035	11.1111
Os01g0153200	GSMUA_Achr5G08380_001	23.6842	22.5
Os01g0153250	GSMUA_Achr7G15250_001	37.9538	46.6847
Os01g0153300	GSMUA_Achr10G02560_001	40	93.9394
Os01g0153300	GSMUA_Achr2G17670_001	38.0645	93.6508
Os01g0153300	GSMUA_Achr2G19080_001	77.4194	83.9161
Os01g0153300	GSMUA_Achr6G33320_001	66.4516	49.7585
Os01g0153300	GSMUA_Achr7G15260_001	80	81.5789
Os01g0153300	GSMUA_Achr8G20900_001	40	93.9394
Os01g0153300	GSMUA_Achr9G04060_001	68.3871	90.5983
Os01g0153400	GSMUA_Achr8G20910_001	75	42.73
Os01g0155200	GSMUA_Achr1G26260_001	36.8231	48.4177
Os01g0155400	GSMUA_Achr6G33240_001	51.4607	33.9763
Os01g0155400	GSMUA_Achr8G02130_001	56.6292	37.3333
Os01g0155600	GSMUA_Achr10G13370_001	64.5062	64.3077
Os01g0155600	GSMUA_Achr6G15450_001	63.5802	61.1276
Os01g0157700	GSMUA_Achr11G24650_001	37.5	27.707
Os01g0157700	GSMUA_Achr3G13790_001	37.931	27.5862
Os01g0157700	GSMUA_Achr5G28370_001	37.5	29.2929
Os01g0157700	GSMUA_Achr8G01960_001	37.931	28.115
Os01g0157700	GSMUA_Achr8G09710_001	37.069	25.4438
Os01g0157700	GSMUA_Achr8G21050_001	37.5	25.2907
Os01g0157700	GSMUA_Achr9G04340_001	39.2241	29.0735
Os01g0157800	GSMUA_Achr11G19660_001	87.5	74.8092
Os01g0157800	GSMUA_AchrUn_randomG15690_001	60.7143	89.4737
Os01g0157900	GSMUA_Achr10G13160_001	61.2766	59.0164
Os01g0157900	GSMUA_Achr6G15540_001	62.1277	57.0312
Os01g0158000	GSMUA_Achr10G13130_001	69.3182	70.2495
Os01g0158100	GSMUA_Achr9G04390_001	38.5768	42.562
Os01g0158400	GSMUA_Achr6G35090_001	45.082	50.6912
Os01g0158500	GSMUA_Achr6G36190_001	70.4013	70.6376
Os01g0158900	GSMUA_Achr2G18970_001	56.7657	60
Os01g0159000	GSMUA_Achr5G28280_001	48.0663	32.2222
Os01g0159200	GSMUA_Achr5G28290_001	51.5957	38.189
Os01g0159200	GSMUA_Achr6G32940_001	43.617	30.7116
Os01g0159300	GSMUA_Achr11G23840_001	22.1557	21.6797
Os01g0159400	GSMUA_Achr8G21130_001	80.3695	79.8165
Os01g0159800	GSMUA_Achr5G29390_001	28.4672	16.7382
Os01g0160100	GSMUA_Achr11G24780_001	78.5595	78.6913
Os01g0160100	GSMUA_Achr3G10110_001	79.5645	82.038
Os01g0160100	GSMUA_Achr5G07390_001	79.062	81.0997
Os01g0160100	GSMUA_Achr5G28140_001	77.2194	79.4828
Os01g0160100	GSMUA_AchrUn_randomG01470_001	76.3819	78.8927
Os01g0164075	GSMUA_Achr8G21210_001	30.8989	32.3529
Os01g0164300	GSMUA_Achr8G21210_001	36.0825	41.1765
Os01g0164400	GSMUA_Achr11G10720_001	70.8333	45.0331
Os01g0164400	GSMUA_Achr11G19690_001	65.625	34.6154
Os01g0164500	GSMUA_Achr8G01870_001	64.7604	64.3625
Os01g0164600	GSMUA_AchrUn_randomG14560_001	51.3595	68.2731
Os01g0164700	GSMUA_Achr3G10030_001	2.30769	2.18978
Os01g0164700	GSMUA_Achr3G10040_001	45.3846	28.2297
Os01g0164700	GSMUA_Achr9G18000_001	9.23077	6.09137
Os01g0164700	GSMUA_Achr9G18010_001	29.2308	24.359
Os01g0164800	GSMUA_Achr5G28060_001	53.3597	14.6899
Os01g0164900	GSMUA_Achr5G28060_001	0	0
Os01g0165000	GSMUA_AchrUn_randomG14580_001	36.4963	31.348
Os01g0165100	GSMUA_Achr6G32770_001	59.761	63.4249
Os01g0165200	GSMUA_Achr5G14350_001	34.8571	35.1585
Os01g0165200	GSMUA_Achr6G32760_001	40.5714	40.5136
Os01g0165600	GSMUA_Achr11G23710_001	42.3529	43.3735
Os01g0165600	GSMUA_Achr11G24830_001	41.7647	49.6503
Os01g0165600	GSMUA_Achr5G28030_001	43.5294	53.2374
Os01g0165600	GSMUA_Achr5G29500_001	41.7647	48.6301
Os01g0165600	GSMUA_Achr6G32750_001	46.4706	56.0284
Os01g0165600	GSMUA_Achr9G04640_001	39.4118	44.0789
Os01g0166100	GSMUA_Achr10G13000_001	66.1631	65.1786
Os01g0166300	GSMUA_Achr10G13000_001	55.4054	36.6071
Os01g0166400	GSMUA_Achr6G32640_001	43.4343	49.711
Os01g0166400	GSMUA_Achr9G04680_001	26.7677	39.2593
Os01g0166500	GSMUA_Achr5G27970_001	29.6748	38.0208
Os01g0166500	GSMUA_Achr8G21290_001	30.0813	44.5783
Os01g0166500	GSMUA_AchrUn_randomG14050_001	26.0163	34.0426
Os01g0166700	GSMUA_Achr10G01830_001	39.3805	41.5888
Os01g0166700	GSMUA_Achr2G18890_001	46.0177	46.4286
Os01g0166700	GSMUA_Achr8G21310_001	40.2655	40.8072
Os01g0166800	GSMUA_Achr6G32560_001	62.3116	62.8378
Os01g0167500	GSMUA_Achr10G01820_001	81.1798	82.1023
Os01g0167500	GSMUA_Achr3G09830_001	78.3708	83.5329
Os01g0167500	GSMUA_Achr8G21360_001	79.2135	80.1136
Os01g0167900	GSMUA_Achr3G09760_001	34.4907	29.9799
Os01g0168100	GSMUA_Achr3G09760_001	38.1113	45.4728
Os01g0168200	GSMUA_Achr5G27870_001	73.2824	68.0851
Os01g0168200	GSMUA_Achr8G01700_001	66.4122	62.5899
Os01g0168200	GSMUA_AchrUn_randomG13930_001	64.1221	50.9091
Os01g0168300	GSMUA_Achr10G01720_001	43.1579	53.4202
Os01g0168300	GSMUA_Achr8G21420_001	47.3684	68.1818
Os01g0168400	GSMUA_Achr10G12890_001	66.5105	67.2986
Os01g0168400	GSMUA_Achr6G08640_001	63.2318	58.952
Os01g0168400	GSMUA_Achr6G32400_001	67.4473	63.2967
Os01g0168400	GSMUA_Achr8G01560_001	48.4778	49.4033
Os01g0168400	GSMUA_AchrUn_randomG13910_001	67.6815	64.5089
Os01g0168500	GSMUA_Achr10G01710_001	72.1823	72.0096
Os01g0168600	GSMUA_Achr11G25050_001	57.1918	38.2151
Os01g0168600	GSMUA_Achr5G27790_001	56.8493	39.5238
Os01g0168800	GSMUA_Achr8G30610_001	42.8571	44.3077
Os01g0168800	GSMUA_AchrUn_randomG08430_001	38.9881	35.6948
Os01g0169500	GSMUA_Achr6G08910_001	21.8241	38.8031
Os01g0169500	GSMUA_Achr6G08920_001	23.2899	47.933
Os01g0169800	GSMUA_Achr10G20770_001	48.7179	55.1339
Os01g0169800	GSMUA_Achr3G20730_001	52.071	56.4103
Os01g0169800	GSMUA_Achr6G08900_001	47.14	61.7571
Os01g0169900	GSMUA_Achr2G14190_001	41.5517	44.7955
Os01g0169900	GSMUA_Achr6G03180_001	44.6552	47.0909
Os01g0170000	GSMUA_Achr6G08890_001	63.6095	32.8244
Os01g0170100	GSMUA_Achr2G23140_001	43.75	28.1991
Os01g0170300	GSMUA_Achr10G20790_001	55.4163	63.9463
Os01g0170300	GSMUA_Achr3G20720_001	52.7305	67.8571
Os01g0170500	GSMUA_Achr2G23150_001	65.1054	64.2032
Os01g0170500	GSMUA_Achr3G14490_001	64.1686	67.1569
Os01g0170600	GSMUA_Achr2G22060_001	0	0
Os01g0170800	GSMUA_Achr3G20700_001	47.2868	31.7708
Os01g0171000	GSMUA_Achr2G23200_001	78.0255	77.2871
Os01g0171000	GSMUA_Achr6G08840_001	73.0892	75.6178
Os01g0171800	GSMUA_Achr6G08830_001	50.8876	51.6517
Os01g0172000	GSMUA_Achr1G09640_001	59.2593	17.2786
Os01g0172000	GSMUA_AchrUn_randomG24040_001	1.48148	2.1978
Os01g0172200	GSMUA_Achr8G31890_001	55.0725	53.1807
Os01g0172300	GSMUA_Achr5G05980_001	29.5699	50
Os01g0172300	GSMUA_Achr7G13140_001	30.6452	51.8182
Os01g0172400	GSMUA_Achr10G26990_001	39.2857	69.8031
Os01g0172600	GSMUA_Achr8G26080_001	69.163	40.051
Os01g0172800	GSMUA_Achr5G24780_001	28.2723	11.9205
Os01g0172800	GSMUA_Achr5G24810_001	27.7487	44.1667
Os01g0172800	GSMUA_Achr5G24830_001	14.1361	30.3371
Os01g0172800	GSMUA_Achr6G04680_001	46.0733	50.5747
Os01g0172900	GSMUA_AchrUn_randomG21330_001	29.4915	21.3759
Os01g0172900	GSMUA_AchrUn_randomG21340_001	21.0169	21.5278
Os01g0173000	GSMUA_Achr5G06010_001	51.9126	53.3708
Os01g0173600	GSMUA_Achr2G17090_001	48.8372	56.1497
Os01g0173600	GSMUA_Achr5G24770_001	50.6977	54.7739
Os01g0173600	GSMUA_Achr5G24790_001	51.1628	64.7059
Os01g0173600	GSMUA_Achr5G24800_001	20.4651	56.4103
Os01g0173600	GSMUA_Achr5G24820_001	31.6279	66.0194
Os01g0173600	GSMUA_Achr5G24850_001	51.1628	64.7059
Os01g0173600	GSMUA_Achr6G04690_001	49.3023	58.8889
Os01g0173600	GSMUA_Achr7G08350_001	34.8837	51.0204
Os01g0173900	GSMUA_Achr10G28510_001	56.2126	65.9906
Os01g0173900	GSMUA_Achr5G19280_001	23.1894	65.725
Os01g0173900	GSMUA_Achr5G19290_001	35.6811	62.807
Os01g0173900	GSMUA_Achr5G19300_001	12.8904	48.6216
Os01g0173900	GSMUA_Achr7G08360_001	16.9435	72.0339
Os01g0173900	GSMUA_AchrUn_randomG24700_001	43.6545	66.2967
Os01g0174100	GSMUA_Achr10G28500_001	46.8468	44.4444
Os01g0174100	GSMUA_Achr2G17080_001	42.3423	43.9252
Os01g0174100	GSMUA_Achr5G06070_001	40.5405	43.6893
Os01g0174100	GSMUA_Achr6G04700_001	42.3423	41.2281
Os01g0174300	GSMUA_Achr10G20890_001	78.7781	74.0181
Os01g0174500	GSMUA_Achr5G06080_001	45.5446	41.3174
Os01g0174600	GSMUA_Achr5G06080_001	5.01792	4.19162
Os01g0174700	GSMUA_Achr10G27080_001	60.0406	72.0195
Os01g0174700	GSMUA_Achr7G09970_001	61.2576	71.3948
Os01g0174900	GSMUA_Achr10G28480_001	55.1351	53.125
Os01g0174900	GSMUA_Achr7G08380_001	54.5946	37.1324
Os01g0175000	GSMUA_Achr10G20870_001	64.5914	51.2346
Os01g0175000	GSMUA_Achr2G19690_001	79.3774	79.3774
Os01g0175600	GSMUA_Achr2G19680_001	68.75	69.4737
Os01g0175600	GSMUA_Achr5G06140_001	65.4762	65.967
Os01g0175700	GSMUA_Achr2G19680_001	68.6012	69.3233
Os01g0175700	GSMUA_Achr5G06140_001	65.3274	65.8171
Os01g0175850	GSMUA_Achr10G20850_001	19.1638	7.72472
Os01g0175850	GSMUA_Achr10G28400_001	12.1951	26.9231
Os01g0175850	GSMUA_Achr1G20730_001	21.6028	16.3588
Os01g0175850	GSMUA_Achr2G15870_001	12.5436	29.5082
Os01g0175850	GSMUA_Achr2G15990_001	24.0418	16.8704
Os01g0175850	GSMUA_Achr2G16010_001	17.77	18.75
Os01g0175850	GSMUA_Achr2G16020_001	22.2997	16.7539
Os01g0175850	GSMUA_Achr2G16030_001	24.7387	21.2575
Os01g0175850	GSMUA_Achr4G20160_001	24.7387	25.7246
Os01g0175850	GSMUA_Achr4G20170_001	22.6481	18.9504
Os01g0175850	GSMUA_Achr4G20180_001	24.7387	22.6115
Os01g0175850	GSMUA_AchrUn_randomG17350_001	23.3449	18.4573
Os01g0176000	GSMUA_Achr3G14140_001	38.3534	44.3155
Os01g0176100	GSMUA_Achr3G14140_001	38.7226	45.0116
Os01g0176200	GSMUA_Achr3G14140_001	39.6378	45.7077
Os01g0176300	GSMUA_Achr10G28370_001	45.7143	56.1922
Os01g0176400	GSMUA_Achr10G20840_001	45.3608	20.6089
Os01g0176400	GSMUA_AchrUn_randomG03910_001	49.4845	22.0183
Os01g0176500	GSMUA_Achr7G08440_001	49.7596	56.0976
Os01g0176700	GSMUA_Achr10G27180_001	38.1551	45.614
Os01g0176700	GSMUA_Achr6G05330_001	45.283	51.1848
Os01g0176800	GSMUA_Achr7G08460_001	51.0522	56.3068
Os01g0176900	GSMUA_Achr7G13230_001	22.3684	46.5753
Os01g0177100	GSMUA_Achr7G08490_001	52.2235	67.7515
Os01g0177200	GSMUA_Achr8G33120_001	73.1738	68.2726
Os01g0177200	GSMUA_Achr8G34470_001	76.1965	70.0231
Os01g0177400	GSMUA_Achr4G08970_001	39.4595	39.6739
Os01g0177400	GSMUA_Achr5G09790_001	42.1622	42.1622
Os01g0177900	GSMUA_Achr7G08510_001	79.0323	70.9698
Os01g0178000	GSMUA_Achr7G09910_001	74.8731	73.201
Os01g0178100	GSMUA_Achr2G16980_001	49.0566	50.9804
Os01g0178200	GSMUA_Achr6G00710_001	57.0571	66.2021
Os01g0178500	GSMUA_Achr4G08960_001	57.7889	42.2794
Os01g0178500	GSMUA_Achr7G13250_001	54.7739	36.7003
Os01g0178500	GSMUA_Achr9G02960_001	58.794	56.5217
Os01g0178500	GSMUA_AchrUn_randomG02040_001	59.799	54.3379
Os01g0178700	GSMUA_Achr8G18060_001	41.784	49.3075
Os01g0178850	GSMUA_Achr5G06190_001	32.9114	42.623
Os01g0179000	GSMUA_Achr10G27260_001	57.2082	63.4518
Os01g0179000	GSMUA_Achr7G08540_001	55.1487	61.1675
Os01g0179200	GSMUA_Achr10G28310_001	73.2558	73.4694
Os01g0179200	GSMUA_Achr6G04790_001	72.093	72.7273
Os01g0179200	GSMUA_Achr7G08550_001	74.7093	75.1462
Os01g0179300	GSMUA_Achr10G27270_001	49.2447	51.0972
Os01g0179300	GSMUA_Achr5G06200_001	50.1511	53.3762
Os01g0179300	GSMUA_Achr6G05350_001	49.8489	52.2152
Os01g0179300	GSMUA_Achr7G09870_001	51.0574	50.1484
Os01g0179300	GSMUA_Achr9G28640_001	50.7553	53.5032
Os01g0179400	GSMUA_Achr9G10250_001	40.7963	70.9283
Os01g0179400	GSMUA_Achr9G10260_001	21.2178	52.0092
Os01g0179500	GSMUA_Achr10G28300_001	35.2505	22.7681
Os01g0179500	GSMUA_Achr7G08570_001	24.1187	18.9366
Os01g0179600	GSMUA_Achr6G05370_001	39.6304	48.7374
Os01g0179600	GSMUA_Achr6G05380_001	38.809	47.1322
Os01g0179600	GSMUA_Achr6G05390_001	37.7823	51.831
Os01g0179700	GSMUA_Achr11G00680_001	92.1182	62.1262
Os01g0179700	GSMUA_Achr11G17660_001	91.133	91.133
Os01g0179700	GSMUA_Achr1G04400_001	91.133	81.4978
Os01g0179700	GSMUA_Achr2G18340_001	93.5961	94.0594
Os01g0179700	GSMUA_Achr7G06570_001	90.6404	66.9091
Os01g0179700	GSMUA_Achr8G15030_001	91.133	91.133
Os01g0179800	GSMUA_Achr10G27280_001	64.3705	65.9367
Os01g0179800	GSMUA_Achr7G09860_001	62.9454	67.0886
Os01g0180000	GSMUA_Achr10G28270_001	43.2692	51.2528
