Gene stable ID	Amborella trichopoda gene stable ID	%id. target Amborella trichopoda gene identical to query gene	%id. query gene identical to target Amborella trichopoda gene
Os01g0182300	AMTR_s00078p00184240	18.7134	32
Os01g0182300	AMTR_s00078p00184980	21.6374	31.0924
Os01g0182300	AMTR_s00078p00185060	22.2222	33.0435
Os01g0182500	AMTR_s00004p00061310	21.7822	21.256
Os01g0182500	AMTR_s00078p00174210	15.3465	17.5141
Os01g0182600	AMTR_s00078p00173230	70.8621	71.916
Os01g0182700	AMTR_s00078p00171140	37.8571	49.3023
Os01g0182832	AMTR_s00078p00166420	31.0398	5.51031
Os01g0182900	AMTR_s00078p00166420	67.0769	5.91748
Os01g0183000	AMTR_s00104p00089460	58.8556	46.7532
Os01g0183100	AMTR_s00024p00216120	58.427	60.7004
Os01g0183300	AMTR_s00078p00163550	49.0998	46.9484
Os01g0183400	AMTR_s00078p00156890	20.1681	37.5
Os01g0184100	AMTR_s00146p00031850	59.6386	64.2857
Os01g0184100	AMTR_s00146p00032860	60.241	66.6667
Os01g0184100	AMTR_s00146p00033340	55.4217	61.3333
Os01g0184100	AMTR_s00146p00034270	59.0361	65.3333
Os01g0184100	AMTR_s00146p00035150	55.4217	60.9272
Os01g0184500	AMTR_s00078p00161460	54.4	57.9216
Os01g0184800	AMTR_s00071p00062380	70.5179	69.685
Os01g0184900	AMTR_s00078p00107740	70.5148	70.0775
Os01g0185100	AMTR_s00078p00111420	34.5178	31.6279
Os01g0185200	AMTR_s00006p00246940	73.2412	73.7042
Os01g0185400	AMTR_s00003p00191660	14.1509	42.5532
Os01g0185400	AMTR_s00057p00209380	42.6887	36.8635
Os01g0185500	AMTR_s00078p00120410	49.6429	50.9158
Os01g0185900	AMTR_s00078p00123870	38.856	32.8333
Os01g0186000	AMTR_s00078p00145410	32.1244	30.2439
Os01g0186200	AMTR_s00078p00078210	48.1013	48.1013
Os01g0186700	AMTR_s00146p00092580	72.0588	76.7123
Os01g0186900	AMTR_s00146p00085750	50.7726	58.2278
Os01g0187400	AMTR_s00136p00081990	68.6233	67.5378
Os01g0187500	AMTR_s00069p00156070	21.2766	9.43396
Os01g0188100	AMTR_s00056p00120420	66.4671	68.0982
Os01g0188100	AMTR_s00056p00122020	69.1617	70.8589
Os01g0188200	AMTR_s00142p00022670	29.4915	7.33558
Os01g0188400	AMTR_s00056p00119870	73.5524	72.0859
Os01g0190000	AMTR_s00056p00140230	60.7018	52.4242
Os01g0190400	AMTR_s00056p00151260	64.6288	59.2
Os01g0190500	AMTR_s00056p00168250	47.3118	47.4138
Os01g0191000	AMTR_s00040p00174440	61.9318	65.2695
Os01g0191100	AMTR_s00071p00177850	69.2982	66.9492
Os01g0191150	AMTR_s00056p00159630	53.4483	23.6641
Os01g0191150	AMTR_s00056p00160320	55.1724	24.4275
Os01g0191300	AMTR_s02859p00001300	37.8753	52.9032
Os01g0191500	AMTR_s00056p00180950	65.1485	65.8
Os01g0191800	AMTR_s00056p00185680	83.9041	83.6177
Os01g0191900	AMTR_s00056p00204920	36.7424	35.4015
Os01g0192000	AMTR_s00056p00207550	51.5544	44.6188
Os01g0192600	AMTR_s00036p00240130	72.0461	67.7507
Os01g0192900	AMTR_s00036p00235090	46.3415	63.9896
Os01g0193500	AMTR_s00036p00220550	31.3466	31.7673
Os01g0193600	AMTR_s00036p00192600	61.5799	63.1676
Os01g0193900	AMTR_s00101p00125820	30.8422	20.7337
Os01g0194200	AMTR_s00109p00027450	57.2398	56.982
Os01g0194300	AMTR_s00036p00114630	55.3265	55.9028
Os01g0194600	AMTR_s00036p00111760	40.8	41.4634
Os01g0195200	AMTR_s00036p00055660	64.0625	20.752
Os01g0195400	AMTR_s00136p00047510	31.5972	37.4486
Os01g0195500	AMTR_s00025p00026830	66.3317	40.9938
Os01g0195801	AMTR_s00064p00208400	22.8374	13.5246
Os01g0196300	AMTR_s00064p00208400	22.0957	19.877
Os01g0196500	AMTR_s00052p00041770	47.2637	51.6304
Os01g0196600	AMTR_s00136p00050090	59.7077	59.5833
Os01g0197100	AMTR_s00064p00042840	55.3061	57.5372
Os01g0197200	AMTR_s00064p00050700	84.413	83.2335
Os01g0197400	AMTR_s00136p00104320	28.6307	19.9422
Os01g0197450	AMTR_s00039p00144170	24.8038	32.5773
Os01g0197500	AMTR_s00136p00077480	46.4968	11.9869
Os01g0197900	AMTR_s00056p00110240	48.3204	18.9271
Os01g0198000	AMTR_s00056p00110240	45.6998	27.4291
Os01g0198100	AMTR_s00056p00110240	21.4912	9.91903
Os01g0198200	AMTR_s00056p00104010	77.2013	69.8435
Os01g0198500	AMTR_s00056p00099370	24.4726	27.23
Os01g0198900	AMTR_s00056p00095990	18.9815	23.5632
Os01g0199300	AMTR_s00056p00095990	22.9167	25.2874
Os01g0199400	AMTR_s00056p00093120	57.9747	64.6893
Os01g0199700	AMTR_s00033p00142400	20	29.375
Os01g0199700	AMTR_s00056p00092280	22.5532	30.6358
Os01g0199700	AMTR_s00056p00092670	32.3404	33.0435
Os01g0199900	AMTR_s00177p00010960	61.6482	61.2598
Os01g0200000	AMTR_s00111p00040160	60.1266	67.3759
Os01g0200200	AMTR_s00033p00142400	25.8824	27.5
Os01g0200200	AMTR_s00056p00092280	30.5882	30.0578
Os01g0200200	AMTR_s00056p00092670	29.4118	21.7391
Os01g0200300	AMTR_s00056p00085520	58.9327	30.2021
Os01g0200400	AMTR_s00056p00082470	51.145	52.3438
Os01g0200500	AMTR_s00056p00074670	46.4832	44.8378
Os01g0200600	AMTR_s00056p00064760	38.1579	29.2929
Os01g0201100	AMTR_s00068p00173020	51.0417	55.3047
Os01g0201250	AMTR_s00019p00075350	26.4151	29.1667
Os01g0201400	AMTR_s00013p00262240	28.0822	37.963
Os01g0201400	AMTR_s00045p00202280	35.6164	43.6975
Os01g0201600	AMTR_s00068p00158450	27.907	31.4607
Os01g0202700	AMTR_s00066p00047030	20.4545	50.7042
Os01g0202800	AMTR_s00162p00078280	63.6704	59.4406
Os01g0203000	AMTR_s00170p00061300	53.6986	66.8942
Os01g0203300	AMTR_s00170p00058310	34.3891	21.1699
Os01g0204000	AMTR_s00130p00054840	39.8438	38.7097
Os01g0205100	AMTR_s00130p00019780	44.357	42.3559
Os01g0205600	AMTR_s00170p00034360	38.4615	39.749
Os01g0205700	AMTR_s00170p00028260	77.6824	50.9859
Os01g0205900	AMTR_s00170p00037010	59.9388	62.2222
Os01g0206300	AMTR_s00130p00109330	54.5988	58.4906
Os01g0206700	AMTR_s00130p00110630	70.4989	71.5859
Os01g0206800	AMTR_s00130p00117400	46.9985	43.555
Os01g0207200	AMTR_s00021p00030140	51.3644	52.0325
Os01g0207400	AMTR_s00021p00030140	32.9412	13.6585
Os01g0207600	AMTR_s00021p00030140	37.4183	37.2358
Os01g0208400	AMTR_s00021p00030140	42.2078	42.2764
Os01g0208600	AMTR_s00021p00061660	21.4393	25.5585
Os01g0209000	AMTR_s00021p00042680	68.8811	69.1228
Os01g0209400	AMTR_s00058p00219700	60.0649	64.6853
Os01g0209700	AMTR_s00096p00146720	43.8806	43.1085
Os01g0209800	AMTR_s00035p00052900	62.987	65.3199
Os01g0210400	AMTR_s00096p00166410	48.6974	54.7297
Os01g0210500	AMTR_s00059p00076320	55.0459	52.4017
Os01g0210600	AMTR_s00141p00112420	50.2994	57.931
Os01g0210700	AMTR_s00141p00107890	56.5724	44.7368
Os01g0210800	AMTR_s00141p00056360	21.7949	7.37527
Os01g0210900	AMTR_s00141p00052250	55.9687	56.8588
Os01g0211000	AMTR_s00141p00052250	56.1303	58.2505
Os01g0211200	AMTR_s00141p00052250	58.1349	58.2505
Os01g0211600	AMTR_s00141p00052250	63.089	47.9125
Os01g0211800	AMTR_s00021p00170620	26.3636	42.8571
Os01g0212100	AMTR_s00021p00166450	72.2857	73.2272
Os01g0212400	AMTR_s00021p00164610	58.2192	59.2334
Os01g0214200	AMTR_s00021p00148410	57.1429	55.0607
Os01g0214300	AMTR_s00021p00136760	40.3614	10.9299
Os01g0214400	AMTR_s00021p00135720	53.937	36.9272
Os01g0214500	AMTR_s00021p00135390	66.2338	67.1053
Os01g0214600	AMTR_s00016p00145970	40.4011	36.4341
Os01g0214600	AMTR_s00016p00148320	39.8281	36.7725
Os01g0214600	AMTR_s00023p00212280	42.4069	39.2573
Os01g0214600	AMTR_s00023p00217880	41.2607	38.5027
Os01g0214600	AMTR_s00038p00165200	42.4069	19.8925
Os01g0214800	AMTR_s00016p00145970	39.7849	38.2429
Os01g0214800	AMTR_s00016p00148320	38.7097	38.0952
Os01g0214800	AMTR_s00023p00212280	41.9355	41.3793
Os01g0214800	AMTR_s00023p00217880	40.5914	40.3743
Os01g0214800	AMTR_s00038p00165200	41.3979	20.6989
Os01g0215000	AMTR_s00016p00145970	38.961	38.7597
Os01g0215000	AMTR_s00016p00148320	38.7013	39.418
Os01g0215000	AMTR_s00023p00212280	41.5584	42.4403
Os01g0215000	AMTR_s00023p00217880	40.5195	41.7112
Os01g0215000	AMTR_s00038p00165200	40	20.6989
Os01g0215100	AMTR_s00086p00117060	47.9675	12.967
Os01g0215500	AMTR_s00016p00145970	34.8684	27.3902
Os01g0215500	AMTR_s00016p00148320	36.5132	29.3651
Os01g0215500	AMTR_s00023p00212280	36.8421	29.7082
Os01g0215500	AMTR_s00023p00217880	39.8026	32.3529
Os01g0215500	AMTR_s00038p00165200	39.1447	15.9946
Os01g0215700	AMTR_s00016p00145970	48.9418	47.8036
Os01g0215700	AMTR_s00016p00148320	44.9735	44.9735
Os01g0215700	AMTR_s00023p00212280	50.2645	50.3979
Os01g0215700	AMTR_s00023p00217880	47.3545	47.861
Os01g0215700	AMTR_s00038p00165200	51.3228	26.0753
Os01g0216000	AMTR_s00016p00145970	34.7607	35.6589
Os01g0216000	AMTR_s00016p00148320	36.7758	38.6243
Os01g0216000	AMTR_s00023p00212280	38.0353	40.0531
Os01g0216000	AMTR_s00023p00217880	36.5239	38.7701
Os01g0216000	AMTR_s00038p00165200	35.5164	18.9516
Os01g0216300	AMTR_s00016p00145970	35.4922	35.4005
Os01g0216300	AMTR_s00016p00148320	37.5648	38.3598
Os01g0216300	AMTR_s00023p00212280	39.6373	40.5836
Os01g0216300	AMTR_s00023p00217880	38.342	39.5722
Os01g0216300	AMTR_s00038p00165200	36.0104	18.6828
Os01g0216400	AMTR_s00016p00145970	40.0524	39.5349
Os01g0216400	AMTR_s00016p00148320	40.0524	40.4762
Os01g0216400	AMTR_s00023p00212280	43.9791	44.5623
Os01g0216400	AMTR_s00023p00217880	42.4084	43.3155
Os01g0216400	AMTR_s00038p00165200	39.7906	20.4301
Os01g0216500	AMTR_s00016p00145970	39.418	38.5013
Os01g0216500	AMTR_s00016p00148320	37.037	37.037
Os01g0216500	AMTR_s00023p00212280	43.6508	43.7666
Os01g0216500	AMTR_s00023p00217880	39.9471	40.3743
Os01g0216500	AMTR_s00038p00165200	39.6825	20.1613
Os01g0216900	AMTR_s00016p00145970	33.8164	36.1757
Os01g0216900	AMTR_s00016p00148320	32.8502	35.9788
Os01g0216900	AMTR_s00023p00212280	37.1981	40.8488
Os01g0216900	AMTR_s00023p00217880	35.2657	39.0374
Os01g0216900	AMTR_s00038p00165200	33.0918	18.414
Os01g0217000	AMTR_s00021p00120690	46.3291	51.1173
Os01g0217000	AMTR_s00021p00122990	44.557	40.7407
Os01g0217000	AMTR_s00021p00125740	23.5443	45.5882
Os01g0217500	AMTR_s00021p00099040	52.4051	48.2517
Os01g0217800	AMTR_s00021p00099040	55.8411	55.711
Os01g0218032	AMTR_s00040p00215000	32.7357	29.9719
Os01g0218032	AMTR_s00088p00128580	28.9447	28.5931
Os01g0218100	AMTR_s00021p00102740	31.0861	31.0861
Os01g0218200	AMTR_s00021p00076440	54.4643	54.5455
Os01g0218700	AMTR_s00071p00199450	59.5331	62.5341
Os01g0218800	AMTR_s00021p00246740	48.6377	38.1329
Os01g0218900	AMTR_s00021p00246740	39.5062	12.6582
Os01g0219000	AMTR_s00053p00036280	30.7692	29.3436
Os01g0219000	AMTR_s00068p00204290	12.9555	28.5714
Os01g0219100	AMTR_s00021p00248650	67.4699	64.7399
Os01g0219200	AMTR_s00021p00249390	30.9353	43
Os01g0219600	AMTR_s00159p00033510	60.3125	62.1578
Os01g0220100	AMTR_s00159p00033510	63.4375	65.3784
Os01g0220200	AMTR_s00159p00086290	58.6777	19.086
Os01g0220300	AMTR_s00095p00137540	37.6712	56.701
Os01g0220500	AMTR_s00107p00154700	22.3214	24.7525
Os01g0221300	AMTR_s00097p00145190	24.2248	15.5666
Os01g0221400	AMTR_s00047p00088970	50.6329	32.2581
Os01g0221400	AMTR_s00075p00194500	49.3671	44.3182
Os01g0221600	AMTR_s00125p00116990	63.9313	64.9225
Os01g0221700	AMTR_s00054p00088810	45.2381	38.5787
Os01g0221700	AMTR_s00233p00020450	42.5595	46.732
Os01g0221900	AMTR_s00014p00071640	39.0909	12.3209
Os01g0222300	AMTR_s00075p00055430	30.3725	11.1579
Os01g0222500	AMTR_s00075p00111600	53.2468	60.5911
Os01g0222700	AMTR_s00077p00056600	20.2312	32.1839
Os01g0223000	AMTR_s00016p00145970	40.625	40.3101
Os01g0223000	AMTR_s00016p00148320	36.9792	37.5661
Os01g0223000	AMTR_s00023p00212280	40.8854	41.6446
Os01g0223000	AMTR_s00023p00217880	39.0625	40.107
Os01g0223000	AMTR_s00038p00165200	38.2812	19.7581
Os01g0223200	AMTR_s00016p00145970	39.314	38.5013
Os01g0223200	AMTR_s00016p00148320	38.2586	38.3598
Os01g0223200	AMTR_s00023p00212280	41.4248	41.6446
Os01g0223200	AMTR_s00023p00217880	39.314	39.8396
Os01g0223200	AMTR_s00038p00165200	41.1609	20.9677
Os01g0223500	AMTR_s00016p00145970	38.5057	17.3127
Os01g0223500	AMTR_s00016p00148320	40.2299	18.5185
Os01g0223500	AMTR_s00023p00212280	38.5057	17.7719
Os01g0223500	AMTR_s00023p00217880	40.2299	18.7166
Os01g0223500	AMTR_s00038p00165200	42.5287	9.94624
Os01g0224100	AMTR_s00097p00165740	31.8421	36.7781
Os01g0224200	AMTR_s00097p00149320	36.4706	32.069
Os01g0224300	AMTR_s00097p00147570	30	22.5806
Os01g0224400	AMTR_s00093p00061110	57.6087	12.6492
Os01g0224400	AMTR_s00129p00057750	56.5217	11.3043
Os01g0224500	AMTR_s00002p00091570	27.0642	40.411
Os01g0224700	AMTR_s00218p00027210	53.7585	55.1402
Os01g0225000	AMTR_s00218p00018110	57.4534	65.371
Os01g0225100	AMTR_s00029p00245320	4.60993	5.09804
Os01g0225300	AMTR_s00053p00021770	49.8294	27.2897
Os01g0225400	AMTR_s00061p00199120	36.9565	48.1132
Os01g0225500	AMTR_s00061p00199120	0	0
Os01g0225600	AMTR_s00053p00221470	66.8874	66.8874
Os01g0226200	AMTR_s00075p00125620	26.087	27.4112
Os01g0226300	AMTR_s00017p00194840	74.1573	45.3608
Os01g0226400	AMTR_s00075p00158590	62.0238	68.643
Os01g0226500	AMTR_s00025p00188170	46.8966	49.7561
Os01g0226600	AMTR_s00075p00061010	44.3598	44.1578
Os01g0226600	AMTR_s00075p00064870	8.38415	40.146
Os01g0226700	AMTR_s00109p00024120	25.2	21
Os01g0226700	AMTR_s00109p00026640	22.8	20
Os01g0227100	AMTR_s00109p00036750	68.0556	65.7088
Os01g0227300	AMTR_s00059p00072050	69.0821	88.8199
Os01g0227300	AMTR_s00109p00039990	90.8213	91.2621
Os01g0228300	AMTR_s00109p00044680	41.4414	66.6667
Os01g0228400	AMTR_s00109p00045690	44.3396	45.9283
Os01g0228500	AMTR_s00109p00054230	50.303	53.0351
Os01g0228600	AMTR_s00109p00059250	61.7089	61.9048
Os01g0228800	AMTR_s00109p00060590	18.7773	13.4796
Os01g0229100	AMTR_s00109p00071210	71.5931	71.5931
Os01g0229200	AMTR_s00109p00078110	41.2096	47.4878
Os01g0229400	AMTR_s00109p00095870	65.8878	81.5029
Os01g0229500	AMTR_s00109p00100310	44.9102	48.3871
Os01g0229700	AMTR_s00109p00103350	39.8734	13.0165
Os01g0229800	AMTR_s00109p00104440	2.5974	3.57143
Os01g0229800	AMTR_s00109p00105850	59.7403	25.9155
Os01g0230200	AMTR_s00109p00114170	28.8177	36.4486
Os01g0231000	AMTR_s00109p00120700	55.5133	42.0749
Os01g0231500	AMTR_s00109p00132970	65.5814	63.8009
Os01g0231600	AMTR_s00109p00139910	48.3517	10.0687
Os01g0231700	AMTR_s00025p00182570	74.7899	74.1667
Os01g0231800	AMTR_s00109p00141330	48.1328	32.8612
Os01g0231800	AMTR_s00109p00142250	12.8631	49.2063
Os01g0231800	AMTR_s00109p00142690	45.6432	44.1767
Os01g0231900	AMTR_s00109p00141330	41.4784	57.2238
Os01g0231900	AMTR_s00109p00142250	7.18686	55.5556
Os01g0231900	AMTR_s00109p00142690	29.3634	57.4297
Os01g0232000	AMTR_s00109p00145020	66.5339	66.8
Os01g0232100	AMTR_s00109p00145020	54.2969	55.6
Os01g0232200	AMTR_s00156p00066850	34.8571	40.5765
Os01g0232300	AMTR_s00056p00038090	50	16.8744
Os01g0232400	AMTR_s00056p00039790	47.4747	46.6667
Os01g0232700	AMTR_s00041p00073060	74.63	81.3364
Os01g0232800	AMTR_s00111p00060530	66.9565	56.7219
Os01g0233000	AMTR_s00068p00194800	44.1176	42.8571
Os01g0233100	AMTR_s00068p00198800	52.7495	52.008
Os01g0233400	AMTR_s01648p00004570	26.7857	67.1642
Os01g0233500	AMTR_s00068p00198800	52.5591	53.6145
Os01g0233800	AMTR_s00068p00198560	58.8346	59.7328
Os01g0234200	AMTR_s00103p00101630	52.7316	14.7508
Os01g0234300	AMTR_s00021p00242180	38.342	24.1436
Os01g0234499	AMTR_s00033p00227800	25.4902	35.3261
Os01g0234499	AMTR_s00041p00033580	28.2353	41.1429
Os01g0234499	AMTR_s00052p00205230	23.1373	33.1461
Os01g0234499	AMTR_s00120p00079770	22.7451	34.7305
Os01g0234499	AMTR_s00147p00102150	29.0196	40.2174
Os01g0234700	AMTR_s00021p00241150	30.1158	40.8377
Os01g0234800	AMTR_s00002p00271790	87.6712	59.8131
Os01g0234850	AMTR_s00021p00240570	48.5714	37.9725
Os01g0234900	AMTR_s00021p00235650	72.0461	82.5082
Os01g0235100	AMTR_s00021p00230830	46.0674	38.3178
Os01g0235200	AMTR_s00021p00229230	40.4306	43.3333
Os01g0235200	AMTR_s00021p00230010	30.3828	40.836
Os01g0235300	AMTR_s00085p00086860	56.5421	57.346
Os01g0235350	AMTR_s00006p00257300	27.5714	30.2983
Os01g0235400	AMTR_s00022p00221050	50.9225	28.5714
Os01g0235700	AMTR_s00099p00127980	41.1669	44.9558
Os01g0235800	AMTR_s00013p00144130	27.7778	39.6341
Os01g0235800	AMTR_s00033p00116200	46.5812	31.3218
Os01g0235900	AMTR_s00021p00225580	32.7366	32.8205
Os01g0236300	AMTR_s00021p00221770	40.9156	38.7009
Os01g0236400	AMTR_s00021p00216340	35.0158	37.5
Os01g0236700	AMTR_s00058p00147810	47.3348	44.713
Os01g0236700	AMTR_s00080p00150020	36.6738	37.8022
Os01g0236800	AMTR_s00058p00155330	47.1731	47.7639
Os01g0237100	AMTR_s00058p00147520	53.1353	54.3919
Os01g0238500	AMTR_s00058p00128130	63.5542	60.6322
Os01g0238900	AMTR_s00002p00202190	72.9242	44.6903
Os01g0239000	AMTR_s00058p00133630	28.9425	38.4236
Os01g0239100	AMTR_s00058p00123590	62.1777	64.7761
Os01g0239200	AMTR_s00021p00213260	70.9832	72.549
Os01g0239700	AMTR_s00021p00211960	57.8842	58.1162
Os01g0241000	AMTR_s00034p00131640	15.4047	25.7642
Os01g0241100	AMTR_s00120p00109410	36.6738	38.565
Os01g0241400	AMTR_s00021p00206280	40.4412	44.3548
Os01g0242400	AMTR_s00021p00187850	20.8835	27.5132
Os01g0242500	AMTR_s00021p00181480	68.3616	74.2331
Os01g0242600	AMTR_s00014p00037550	39.6142	32.4029
Os01g0242900	AMTR_s00003p00234550	41.6667	34.7594
Os01g0243000	AMTR_s00014p00078510	53.7604	51.3298
Os01g0243100	AMTR_s00038p00117280	45.4545	18.9427
Os01g0243200	AMTR_s00062p00113860	60.6977	55.0633
Os01g0243600	AMTR_s00007p00266290	26.6094	28.5714
Os01g0246400	AMTR_s00002p00270470	42.0792	44.2708
Os01g0246500	AMTR_s00069p00159620	29.8413	31.3333
Os01g0246700	AMTR_s00015p00181570	28.5714	23.092
Os01g0247500	AMTR_s00014p00206750	49.1429	71.6667
Os01g0247700	AMTR_s00015p00133310	39.1931	34
Os01g0247900	AMTR_s00005p00176760	46.1988	44.6328
Os01g0248000	AMTR_s00014p00178050	38.5185	32.2981
Os01g0248000	AMTR_s00062p00210870	25.1852	24.4604
Os01g0248000	AMTR_s00068p00165220	27.4074	28.6822
Os01g0248300	AMTR_s00071p00097550	55.4167	55.1867
Os01g0248300	AMTR_s00071p00098340	46.25	51.3889
Os01g0248400	AMTR_s00071p00157830	82.3671	81.9712
Os01g0248500	AMTR_s00071p00097550	55.4167	55.1867
Os01g0248500	AMTR_s00071p00098340	47.9167	53.2407
Os01g0248600	AMTR_s00018p00208330	72.0379	63.8655
Os01g0248701	AMTR_s00566p00010050	44.2308	49.8645
Os01g0248900	AMTR_s00001p00270650	61.753	60.5469
Os01g0249100	AMTR_s00001p00270650	58.7156	50
Os01g0249200	AMTR_s00045p00155350	59.0308	60.9091
Os01g0249300	AMTR_s00029p00247020	52.381	39.2857
Os01g0249300	AMTR_s00044p00143900	52.381	48.1752
Os01g0249900	AMTR_s00045p00124580	25	22.7405
Os01g0250600	AMTR_s00045p00119230	73	76.8421
Os01g0250900	AMTR_s00045p00107050	72.7116	70.0499
Os01g0251000	AMTR_s00045p00104390	48.1641	47.6496
Os01g0251100	AMTR_s00045p00094390	66.1442	67.8457
Os01g0251200	AMTR_s00003p00184570	37.5848	31.5131
Os01g0252100	AMTR_s00069p00059070	16.9118	82.1429
Os01g0252100	AMTR_s00069p00059670	27.6961	84.3284
Os01g0252200	AMTR_s00003p00197710	36.5269	51.2605
Os01g0252600	AMTR_s00003p00223820	50	50.3788
Os01g0252900	AMTR_s00003p00235660	53.4545	30.8176
Os01g0253000	AMTR_s00016p00259140	56.9794	29.0888
Os01g0253100	AMTR_s00045p00160070	61.4407	57.9228
Os01g0253300	AMTR_s00147p00043750	80.4183	80.2657
Os01g0253400	AMTR_s00057p00093030	23.569	27.3438
Os01g0253600	AMTR_s00057p00074460	54.717	54.717
Os01g0253800	AMTR_s00057p00063220	28.5714	30.8642
Os01g0253900	AMTR_s00057p00060720	45.2617	39.072
Os01g0254000	AMTR_s00003p00037810	75.6477	82.0225
Os01g0254000	AMTR_s00003p00042000	93.2643	93.2643
Os01g0254100	AMTR_s00003p00142040	51.1072	72.035
Os01g0254300	AMTR_s00003p00238240	42.3895	45.7597
Os01g0254300	AMTR_s00105p00078750	28.9689	51.1561
Os01g0256400	AMTR_s00045p00194200	39.2308	42.5
Os01g0256600	AMTR_s00045p00201530	71.0526	71.0526
Os01g0256800	AMTR_s00045p00229710	49.4538	49.6016
Os01g0256900	AMTR_s00045p00214370	86.3946	86.9863
Os01g0257100	AMTR_s00013p00262240	30.5344	37.037
Os01g0257100	AMTR_s00045p00202280	35.8779	39.4958
Os01g0257300	AMTR_s00057p00216330	62.3853	61.8182
Os01g0257400	AMTR_s00057p00193570	46.9957	47.8166
Os01g0258600	AMTR_s00025p00235170	48.9362	40
Os01g0258700	AMTR_s00057p00193570	45.7983	47.5983
Os01g0259400	AMTR_s00057p00147160	58.1724	57.7434
Os01g0259600	AMTR_s00211p00019770	66.9014	18.5547
Os01g0259900	AMTR_s00016p00065680	30.9917	20.1072
Os01g0260000	AMTR_s00002p00243230	37.0558	15.2401
Os01g0260100	AMTR_s00119p00051280	42.8571	9.24092
Os01g0260700	AMTR_s00119p00049510	69.4805	76.9784
Os01g0261100	AMTR_s00014p00254440	32.4826	31.25
Os01g0261200	AMTR_s00082p00116910	32.5153	27.993
Os01g0261500	AMTR_s00082p00122660	47.4286	21.8421
Os01g0262500	AMTR_s00083p00051470	46.1538	50.2463
Os01g0262600	AMTR_s00083p00097530	68.0498	69.4915
Os01g0262700	AMTR_s00083p00099710	50.1558	37.9717
Os01g0263000	AMTR_s00083p00103910	47.8386	54.6053
Os01g0263300	AMTR_s00083p00110830	68.0597	69.0909
Os01g0263400	AMTR_s00025p00172020	33.4862	36.2823
Os01g0263500	AMTR_s00119p00106510	50.8353	46.8132
Os01g0263600	AMTR_s00001p00258730	10.5834	58.209
Os01g0264100	AMTR_s00044p00070480	48.125	32.2851
Os01g0264500	AMTR_s00036p00223480	55.7971	36.3208
Os01g0264600	AMTR_s00119p00112700	24.381	18.8791
Os01g0265100	AMTR_s00204p00014880	97.7901	97.7901
Os01g0265100	AMTR_s00939p00005100	36.4641	97.0588
Os01g0265200	AMTR_s00029p00243130	63.5171	64.0212
Os01g0265700	AMTR_s00119p00136700	41.9087	67.3333
Os01g0265800	AMTR_s00101p00033020	44.4898	45.3222
Os01g0265900	AMTR_s00095p00049480	70.155	66.7897
Os01g0266000	AMTR_s00101p00028940	31.2771	28.0039
Os01g0266500	AMTR_s00025p00085740	36.8932	48.7179
Os01g0266600	AMTR_s00025p00047830	61.6162	61
Os01g0266800	AMTR_s00101p00070940	23.0952	38.8
Os01g0266800	AMTR_s00101p00071870	44.5238	47.4619
Os01g0267100	AMTR_s00029p00224260	53.6649	32.1821
Os01g0267200	AMTR_s00024p00240890	19.2182	86.7647
Os01g0267200	AMTR_s00024p00240910	76.2215	91.4062
Os01g0267200	AMTR_s00069p00158470	94.4625	94.1558
Os01g0267400	AMTR_s00101p00073580	31.2925	24.3386
Os01g0267600	AMTR_s00101p00088850	36.044	35.2688
Os01g0267800	AMTR_s00070p00160180	34.596	40.5325
Os01g0268100	AMTR_s00095p00084980	51.2346	50.303
Os01g0268100	AMTR_s00095p00099600	49.5885	54.5249
Os01g0268100	AMTR_s00095p00101800	23.0453	41.4815
Os01g0268100	AMTR_s00095p00107410	47.3251	54.2453
Os01g0268300	AMTR_s00034p00235670	71.7421	70.0134
Os01g0268600	AMTR_s00095p00030610	51.7167	54.0965
Os01g0268800	AMTR_s00101p00161760	43.4931	57.9909
Os01g0268900	AMTR_s00101p00153160	37.6307	34.7267
Os01g0269000	AMTR_s00101p00146100	56.2092	60.2804
Os01g0269100	AMTR_s00022p00049680	44.582	26.5193
Os01g0269900	AMTR_s00033p00218160	65.5012	63.1461
Os01g0270100	AMTR_s00101p00100170	54.4	66.0194
Os01g0270700	AMTR_s00079p00064290	37.7232	26.8254
Os01g0271000	AMTR_s00096p00038270	49.7758	69.8113
Os01g0271200	AMTR_s00045p00154250	68.2517	66.8493
Os01g0271200	AMTR_s00071p00139790	45.035	65.4472
Os01g0271200	AMTR_s00071p00139920	13.1469	66.6667
Os01g0271400	AMTR_s00002p00194810	65.4362	65.6566
Os01g0271500	AMTR_s00025p00060820	72.2838	72.1239
Os01g0272600	AMTR_s00063p00184060	64.2473	66.5738
Os01g0272700	AMTR_s00061p00202530	26.7857	34.0909
Os01g0272800	AMTR_s00063p00167020	52.6316	25.1142
Os01g0273100	AMTR_s00053p00175140	62.3037	62.6316
Os01g0273300	AMTR_s00025p00132420	29.9814	32.3293
Os01g0273500	AMTR_s00053p00201040	56.0284	10.6757
Os01g0274500	AMTR_s00119p00058870	70.9402	67.2065
Os01g0274800	AMTR_s00119p00105590	50.566	33.4165
Os01g0275200	AMTR_s00008p00203090	51.1777	30.4459
Os01g0275600	AMTR_s00008p00203090	55.6416	64.0764
Os01g0275900	AMTR_s00101p00026570	45.1565	31.6284
Os01g0275950	AMTR_s00101p00026570	40.8537	13.9875
