Gene stable ID	Phaseolus vulgaris gene stable ID	%id. target Phaseolus vulgaris gene identical to query gene	%id. query gene identical to target Phaseolus vulgaris gene
Os01g0116200	PHAVU_001G048800g	31.5493	36.0709
Os01g0116200	PHAVU_001G048900g	31.5493	35.387
Os01g0116200	PHAVU_001G0490001g	24.507	46.5241
Os01g0116200	PHAVU_001G049100g	30.8451	35.4943
Os01g0116200	PHAVU_001G049200g	23.9437	51.5152
Os01g0116200	PHAVU_001G068800g	25.2113	43.1325
Os01g0116200	PHAVU_001G069200g	24.3662	45.0521
Os01g0116200	PHAVU_001G069500g	23.8028	49.8525
Os01g0116200	PHAVU_001G069800g	20.2817	48.6486
Os01g0116200	PHAVU_001G069900g	23.662	47.8632
Os01g0116200	PHAVU_001G070200g	25.3521	42.0561
Os01g0116200	PHAVU_001G075600g	32.1127	32.6648
Os01g0116200	PHAVU_001G075800g	28.169	33.9559
Os01g0116200	PHAVU_001G076100g	33.2394	33.7143
Os01g0116200	PHAVU_008G174900g	30.5634	34.2812
Os01g0116200	PHAVU_008G175100g	33.0986	34.6097
Os01g0116200	PHAVU_011G197500g	31.9718	34.1867
Os01g0116200	PHAVU_011G197700g	31.831	32.7062
Os01g0116200	PHAVU_011G198200g	21.2676	40.5914
Os01g0116200	PHAVU_011G198500g	32.9577	31.0345
Os01g0116200	PHAVU_011G200400g	33.2394	33.4278
Os01g0116200	PHAVU_L0007001g	25.493	43.932
Os01g0116200	PHAVU_L000900g	24.7887	44.1103
Os01g0116200	PHAVU_L0011001g	15.2113	45.5696
Os01g0116400	PHAVU_001G047800g	24.2245	49.5468
Os01g0116400	PHAVU_001G047900g	32.9394	33.635
Os01g0116400	PHAVU_001G048000g	23.6337	52.6316
Os01g0116400	PHAVU_001G048200g	32.3486	37.1186
Os01g0116400	PHAVU_001G048400g	22.8951	51.8395
Os01g0116400	PHAVU_001G048500g	27.4742	40.5229
Os01g0116400	PHAVU_001G0486001g	15.9527	50.9434
Os01g0116400	PHAVU_001G048700g	32.0532	38.6121
Os01g0116400	PHAVU_001G048800g	33.2349	36.2319
Os01g0116400	PHAVU_001G048900g	34.1211	36.4929
Os01g0116400	PHAVU_001G0490001g	25.5539	46.2567
Os01g0116400	PHAVU_001G049100g	32.7917	35.9806
Os01g0116400	PHAVU_001G049200g	25.2585	51.8182
Os01g0116400	PHAVU_001G068800g	25.8493	42.1687
Os01g0116400	PHAVU_001G069200g	25.5539	45.0521
Os01g0116400	PHAVU_001G069500g	24.5199	48.9676
Os01g0116400	PHAVU_001G069800g	20.8272	47.6351
Os01g0116400	PHAVU_001G069900g	24.8154	47.8632
Os01g0116400	PHAVU_001G070200g	26.1448	41.3551
Os01g0116400	PHAVU_001G075600g	34.5643	33.5244
Os01g0116400	PHAVU_001G075800g	29.3944	33.7861
Os01g0116400	PHAVU_001G076100g	33.8257	32.7143
Os01g0116400	PHAVU_008G174900g	32.644	34.9131
Os01g0116400	PHAVU_008G175100g	34.8597	34.757
Os01g0116400	PHAVU_011G197500g	33.9734	34.6386
Os01g0116400	PHAVU_011G197700g	33.3826	32.7062
Os01g0116400	PHAVU_011G198200g	22.5997	41.129
Os01g0116400	PHAVU_011G198500g	34.712	31.1671
Os01g0116400	PHAVU_011G200400g	33.9734	32.5779
Os01g0116400	PHAVU_L0007001g	26.4402	43.4466
Os01g0116400	PHAVU_L000900g	26.1448	44.3609
Os01g0116400	PHAVU_L0011001g	15.9527	45.5696
Os01g0116600	PHAVU_002G243900g	54.1985	45.0508
Os01g0116800	PHAVU_001G047800g	42.8191	48.6405
Os01g0116800	PHAVU_001G047900g	45.7447	25.9427
Os01g0116800	PHAVU_001G048000g	43.0851	53.2895
Os01g0116800	PHAVU_001G048200g	44.4149	28.3051
Os01g0116800	PHAVU_001G048400g	41.7553	52.5084
Os01g0116800	PHAVU_001G048500g	44.9468	36.8192
Os01g0116800	PHAVU_001G0486001g	28.4574	50.4717
Os01g0116800	PHAVU_001G048700g	43.3511	29.0036
Os01g0116800	PHAVU_001G048800g	44.4149	26.8921
Os01g0116800	PHAVU_001G048900g	45.4787	27.0142
Os01g0116800	PHAVU_001G0490001g	44.1489	44.385
Os01g0116800	PHAVU_001G049100g	45.2128	27.5527
Os01g0116800	PHAVU_001G049200g	44.6809	50.9091
Os01g0116800	PHAVU_001G068800g	46.0106	41.6867
Os01g0116800	PHAVU_001G069200g	45.4787	44.5312
Os01g0116800	PHAVU_001G069500g	45.4787	50.4425
Os01g0116800	PHAVU_001G069800g	38.2979	48.6486
Os01g0116800	PHAVU_001G069900g	45.2128	48.433
Os01g0116800	PHAVU_001G070200g	46.2766	40.6542
Os01g0116800	PHAVU_001G075600g	47.0745	25.3582
Os01g0116800	PHAVU_001G075800g	46.0106	29.3718
Os01g0116800	PHAVU_001G076100g	47.3404	25.4286
Os01g0116800	PHAVU_008G174900g	42.5532	25.2765
Os01g0116800	PHAVU_008G175100g	44.9468	24.8895
Os01g0116800	PHAVU_011G197500g	46.5426	26.3554
Os01g0116800	PHAVU_011G197700g	46.8085	25.4703
Os01g0116800	PHAVU_011G198200g	40.4255	40.8602
Os01g0116800	PHAVU_011G198500g	45.7447	22.8117
Os01g0116800	PHAVU_011G200400g	46.5426	24.7875
Os01g0116800	PHAVU_L0007001g	46.8085	42.7184
Os01g0116800	PHAVU_L000900g	45.2128	42.6065
Os01g0116800	PHAVU_L0011001g	28.9894	45.9916
Os01g0117000	PHAVU_001G047800g	20	44.713
Os01g0117000	PHAVU_001G047900g	28.9189	32.2775
Os01g0117000	PHAVU_001G048000g	19.8649	48.3553
Os01g0117000	PHAVU_001G048200g	27.4324	34.4068
Os01g0117000	PHAVU_001G048400g	19.3243	47.8261
Os01g0117000	PHAVU_001G048500g	22.8378	36.8192
Os01g0117000	PHAVU_001G0486001g	12.7027	44.3396
Os01g0117000	PHAVU_001G048700g	27.8378	36.6548
Os01g0117000	PHAVU_001G048800g	27.5676	32.8502
Os01g0117000	PHAVU_001G048900g	28.2432	33.0174
Os01g0117000	PHAVU_001G0490001g	21.2162	41.9786
Os01g0117000	PHAVU_001G049100g	28.2432	33.8736
Os01g0117000	PHAVU_001G049200g	20.8108	46.6667
Os01g0117000	PHAVU_001G068800g	21.7568	38.7952
Os01g0117000	PHAVU_001G069200g	21.2162	40.8854
Os01g0117000	PHAVU_001G069500g	20.6757	45.1327
Os01g0117000	PHAVU_001G069800g	17.5676	43.9189
Os01g0117000	PHAVU_001G069900g	20.6757	43.5897
Os01g0117000	PHAVU_001G070200g	21.7568	37.6168
Os01g0117000	PHAVU_001G075600g	29.3243	31.0888
Os01g0117000	PHAVU_001G075800g	25.8108	32.4278
Os01g0117000	PHAVU_001G076100g	30.9459	32.7143
Os01g0117000	PHAVU_008G174900g	27.5676	32.2275
Os01g0117000	PHAVU_008G175100g	29.4595	32.106
Os01g0117000	PHAVU_011G197500g	29.3243	32.6807
Os01g0117000	PHAVU_011G197700g	28.6486	30.6802
Os01g0117000	PHAVU_011G198200g	18.9189	37.6344
Os01g0117000	PHAVU_011G198500g	29.5946	29.0451
Os01g0117000	PHAVU_011G200400g	30.1351	31.5864
Os01g0117000	PHAVU_L0007001g	22.4324	40.2913
Os01g0117000	PHAVU_L000900g	21.7568	40.3509
Os01g0117000	PHAVU_L0011001g	13.1081	40.9283
Os01g0117200	PHAVU_001G047800g	22.8216	49.8489
Os01g0117200	PHAVU_001G047900g	32.0885	34.9925
Os01g0117200	PHAVU_001G048000g	22.4066	53.2895
Os01g0117200	PHAVU_001G048200g	30.4288	37.2881
Os01g0117200	PHAVU_001G048400g	22.13	53.5117
Os01g0117200	PHAVU_001G048500g	26.4177	41.6122
Os01g0117200	PHAVU_001G0486001g	14.9378	50.9434
Os01g0117200	PHAVU_001G048700g	30.4288	39.1459
Os01g0117200	PHAVU_001G048800g	30.982	36.0709
Os01g0117200	PHAVU_001G048900g	31.397	35.861
Os01g0117200	PHAVU_001G0490001g	24.758	47.861
Os01g0117200	PHAVU_001G049100g	31.1203	36.4668
Os01g0117200	PHAVU_001G049200g	23.7898	52.1212
Os01g0117200	PHAVU_001G068800g	25.4495	44.3373
Os01g0117200	PHAVU_001G069200g	24.4813	46.0938
Os01g0117200	PHAVU_001G069500g	23.7898	50.7375
Os01g0117200	PHAVU_001G069800g	20.1936	49.3243
Os01g0117200	PHAVU_001G069900g	23.9281	49.2878
Os01g0117200	PHAVU_001G070200g	25.4495	42.9907
Os01g0117200	PHAVU_001G075600g	32.0885	33.2378
Os01g0117200	PHAVU_001G075800g	28.0775	34.4652
Os01g0117200	PHAVU_001G076100g	34.0249	35.1429
Os01g0117200	PHAVU_008G174900g	30.1521	34.4392
Os01g0117200	PHAVU_008G175100g	32.6418	34.757
Os01g0117200	PHAVU_011G197500g	32.0885	34.9398
Os01g0117200	PHAVU_011G197700g	31.8119	33.2851
Os01g0117200	PHAVU_011G198200g	21.4385	41.6667
Os01g0117200	PHAVU_011G198500g	33.0567	31.6976
Os01g0117200	PHAVU_011G200400g	33.3333	34.136
Os01g0117200	PHAVU_L0007001g	25.8645	45.3883
Os01g0117200	PHAVU_L000900g	24.8963	45.1128
Os01g0117200	PHAVU_L0011001g	15.2144	46.4135
Os01g0117400	PHAVU_001G047800g	44.4444	27.7946
Os01g0117400	PHAVU_001G047900g	44.4444	13.8763
Os01g0117400	PHAVU_001G048000g	44.9275	30.5921
Os01g0117400	PHAVU_001G048200g	42.9952	15.0847
Os01g0117400	PHAVU_001G048400g	43.4783	30.1003
Os01g0117400	PHAVU_001G048500g	43.9614	19.8257
Os01g0117400	PHAVU_001G0486001g	45.4106	44.3396
Os01g0117400	PHAVU_001G048700g	44.9275	16.548
Os01g0117400	PHAVU_001G048800g	43.4783	14.4928
Os01g0117400	PHAVU_001G048900g	45.4106	14.8499
Os01g0117400	PHAVU_001G0490001g	45.4106	25.1337
Os01g0117400	PHAVU_001G049100g	42.9952	14.4246
Os01g0117400	PHAVU_001G049200g	45.4106	28.4848
Os01g0117400	PHAVU_001G068800g	46.3768	23.1325
Os01g0117400	PHAVU_001G069200g	45.4106	24.4792
Os01g0117400	PHAVU_001G069500g	46.8599	28.6136
Os01g0117400	PHAVU_001G069800g	45.8937	32.0946
Os01g0117400	PHAVU_001G069900g	47.343	27.9202
Os01g0117400	PHAVU_001G070200g	46.3768	22.4299
Os01g0117400	PHAVU_001G075600g	44.9275	13.3238
Os01g0117400	PHAVU_001G075800g	44.4444	15.6197
Os01g0117400	PHAVU_001G076100g	45.8937	13.5714
Os01g0117400	PHAVU_008G174900g	44.4444	14.534
Os01g0117400	PHAVU_008G175100g	43.4783	13.2548
Os01g0117400	PHAVU_011G197500g	44.4444	13.8554
Os01g0117400	PHAVU_011G197700g	43.9614	13.1693
Os01g0117400	PHAVU_011G198200g	43.9614	24.4624
Os01g0117400	PHAVU_011G198500g	42.9952	11.8037
Os01g0117400	PHAVU_011G200400g	44.4444	13.0312
Os01g0117400	PHAVU_L0007001g	46.8599	23.5437
Os01g0117400	PHAVU_L000900g	44.4444	23.0576
Os01g0117400	PHAVU_L0011001g	45.8937	40.0844
Os01g0117600	PHAVU_001G047800g	22.5313	48.9426
Os01g0117600	PHAVU_001G047900g	31.7107	34.3891
Os01g0117600	PHAVU_001G048000g	22.3922	52.9605
Os01g0117600	PHAVU_001G048200g	29.4854	35.9322
Os01g0117600	PHAVU_001G048400g	21.6968	52.1739
Os01g0117600	PHAVU_001G048500g	25.7302	40.305
Os01g0117600	PHAVU_001G0486001g	15.0209	50.9434
Os01g0117600	PHAVU_001G048700g	30.1808	38.6121
Os01g0117600	PHAVU_001G048800g	30.3199	35.1047
Os01g0117600	PHAVU_001G048900g	31.1544	35.387
Os01g0117600	PHAVU_001G0490001g	24.0612	46.2567
Os01g0117600	PHAVU_001G049100g	31.0153	36.1426
Os01g0117600	PHAVU_001G049200g	23.5049	51.2121
Os01g0117600	PHAVU_001G068800g	24.6175	42.6506
Os01g0117600	PHAVU_001G069200g	23.6439	44.2708
Os01g0117600	PHAVU_001G069500g	23.2267	49.2625
Os01g0117600	PHAVU_001G069800g	20.1669	48.9865
Os01g0117600	PHAVU_001G069900g	23.3658	47.8632
Os01g0117600	PHAVU_001G070200g	24.6175	41.3551
Os01g0117600	PHAVU_001G075600g	31.9889	32.9513
Os01g0117600	PHAVU_001G075800g	27.8164	33.9559
Os01g0117600	PHAVU_001G076100g	33.5188	34.4286
Os01g0117600	PHAVU_008G174900g	30.5981	34.7551
Os01g0117600	PHAVU_008G175100g	32.4061	34.3152
Os01g0117600	PHAVU_011G197500g	32.4061	35.0904
Os01g0117600	PHAVU_011G197700g	31.7107	32.9957
Os01g0117600	PHAVU_011G198200g	21.5577	41.6667
Os01g0117600	PHAVU_011G198500g	32.4061	30.9019
Os01g0117600	PHAVU_011G200400g	32.6843	33.2861
Os01g0117600	PHAVU_L0007001g	25.3129	44.1748
Os01g0117600	PHAVU_L000900g	24.2003	43.609
Os01g0117600	PHAVU_L0011001g	15.299	46.4135
Os01g0117900	PHAVU_004G152600g	57.4866	59.7222
Os01g0118000	PHAVU_007G033800g	85.3093	86.6492
Os01g0118100	PHAVU_002G326400g	74.4499	50.7077
Os01g0118100	PHAVU_003G029600g	68.0929	50.5445
Os01g0118100	PHAVU_007G033900g	72.0049	49.4128
Os01g0118300	PHAVU_007G034000g	78.5882	78.4038
Os01g0118400	PHAVU_002G326500g	26.2799	31.9502
Os01g0118600	PHAVU_002G326500g	29.6429	34.4398
Os01g0118700	PHAVU_002G326500g	31.0811	33.4025
Os01g0119000	PHAVU_002G326500g	33.195	33.195
Os01g0119100	PHAVU_002G326500g	29.2599	35.2697
Os01g0120300	PHAVU_003G081300g	71.5365	58.7384
Os01g0120400	PHAVU_003G105100g	56.0606	53.6232
Os01g0120500	PHAVU_002G327000g	54.3307	53.0769
Os01g0120600	PHAVU_007G035000g	46.8085	45.5172
Os01g0120700	PHAVU_007G035100g	36.8421	34.6535
Os01g0120800	PHAVU_001G169900g	65.7201	67.9245
Os01g0121000	PHAVU_002G330900g	32.8358	40.4908
Os01g0121100	PHAVU_008G009300g	52.6316	52.6316
Os01g0121200	PHAVU_007G036000g	50.1859	50.1859
Os01g0121200	PHAVU_008G009800g	37.1747	45.4545
Os01g0121300	PHAVU_003G029400g	45	45.591
Os01g0121300	PHAVU_007G036200g	43.8889	43.0909
Os01g0121500	PHAVU_007G036600g	25.8333	22.1429
Os01g0121500	PHAVU_007G036700g	40	33.1034
Os01g0121600	PHAVU_007G036600g	27.2109	28.5714
Os01g0121600	PHAVU_007G036700g	34.0136	34.4828
Os01g0121700	PHAVU_007G0368000g	64.9701	69.44
Os01g0121800	PHAVU_003G022600g	57.7114	57.284
Os01g0121800	PHAVU_007G037400g	58.9552	59.8485
Os01g0125600	PHAVU_007G038000g	37.381	39.25
Os01g0125700	PHAVU_004G133300g	61.9048	60.7477
Os01g0125700	PHAVU_008G162400g	61.5873	60.625
Os01g0125800	PHAVU_002G327600g	68.5246	68.5246
Os01g0125800	PHAVU_007G038100g	67.3771	67.3771
Os01g0125900	PHAVU_007G018800g	50.3293	47.1781
Os01g0126200	PHAVU_007G038200g	52.5084	54.9912
Os01g0127300	PHAVU_002G006200g	41.2863	42.7039
Os01g0127400	PHAVU_003G022800g	62.9717	66.5835
Os01g0127500	PHAVU_003G031200g	57.8635	61.1285
Os01g0127900	PHAVU_008G006200g	54.2056	55.5024
Os01g0128000	PHAVU_002G317000g	34.2857	37.6176
Os01g0128000	PHAVU_003G094600g	33.4286	39
Os01g0128000	PHAVU_007G028700g	37.1429	42.623
Os01g0128100	PHAVU_003G030200g	52.5773	54.0636
Os01g0128100	PHAVU_003G030500g	51.5464	51.0204
Os01g0128100	PHAVU_007G028400g	59.4502	60.9155
Os01g0128300	PHAVU_004G065900g	33.3333	38.5787
Os01g0128300	PHAVU_007G143200g	48.6842	44.7581
Os01g0128300	PHAVU_008G005900g	49.5614	45.5645
Os01g0128400	PHAVU_002G183300g	48.8055	48.2293
Os01g0128400	PHAVU_008G235400g	46.587	45.576
Os01g0128800	PHAVU_002G316700g	45.9227	12.8916
Os01g0128800	PHAVU_004G156400g	54.0773	15.2542
Os01g0129200	PHAVU_003G031000g	31.9392	29.4737
Os01g0129200	PHAVU_007G027700g	34.2205	32.491
Os01g0129500	PHAVU_002G316400g	29.8578	33.5106
Os01g0129500	PHAVU_004G156800g	32.8594	35.3141
Os01g0129600	PHAVU_003G035900g	16.8142	26.0274
Os01g0130000	PHAVU_003G021300g	58.312	57
Os01g0130000	PHAVU_005G049300g	63.6829	62.8788
Os01g0130000	PHAVU_011G178800g	63.1714	60.688
Os01g0130400	PHAVU_003G035400g	66.5236	67.027
Os01g0130400	PHAVU_007G026900g	64.3777	64.7948
Os01g0131300	PHAVU_002G315700g	30.8571	25.7143
Os01g0131300	PHAVU_004G158400g	29.7143	27.8075
Os01g0131300	PHAVU_007G026700g	37.1429	36.5169
Os01g0132100	PHAVU_008G043400g	24.0437	28.115
Os01g0132100	PHAVU_008G093900g	31.6029	31.3743
Os01g0132100	PHAVU_008G094000g	30.3279	30.7196
Os01g0132100	PHAVU_008G0953000g	14.3898	30.7992
Os01g0132100	PHAVU_008G096900g	32.4226	32.159
Os01g0132100	PHAVU_008G173600g	26.1384	30.3704
Os01g0132100	PHAVU_008G210400g	28.4153	33.0508
Os01g0132100	PHAVU_008G210800g	27.0492	35.1896
Os01g0132100	PHAVU_008G273600g	26.1384	31.6079
Os01g0132100	PHAVU_008G273700g	23.3151	34.6883
Os01g0132100	PHAVU_008G273800g	26.0474	31.5325
Os01g0132100	PHAVU_008G273900g	27.8689	30.6
Os01g0132100	PHAVU_008G274000g	26.1384	29.5876
Os01g0132100	PHAVU_008G274100g	23.7705	30.9976
Os01g0132100	PHAVU_008G276700g	19.0346	38.8476
Os01g0132100	PHAVU_008G277300g	23.9526	31.725
Os01g0132100	PHAVU_010G013600g	30.3279	30.1357
Os01g0132100	PHAVU_010G013700g	30.4189	30.2262
Os01g0132100	PHAVU_010G073300g	33.1512	33.5175
Os01g0132100	PHAVU_010G088600g	31.5118	31.2839
Os01g0132100	PHAVU_L007000g	25.2277	32.9762
Os01g0132500	PHAVU_003G223000g	25.4717	17.6471
Os01g0132700	PHAVU_005G043700g	57.4324	53.7975
Os01g0132766	PHAVU_007G029500g	41.1985	41.6667
Os01g0132766	PHAVU_008G007400g	25.4682	35.6021
Os01g0132800	PHAVU_008G007300g	57.529	60.3239
Os01g0133100	PHAVU_008G007100g	18.1543	12.8205
Os01g0133400	PHAVU_004G061900g	75.2768	74.5887
Os01g0133400	PHAVU_008G007500g	70.6642	75.2456
Os01g0133500	PHAVU_007G029700g	47.9087	51.6393
Os01g0134500	PHAVU_004G067300g	67.5182	66.5468
Os01g0134700	PHAVU_002G318100g	41.5525	38.2353
Os01g0134700	PHAVU_004G155900g	41.3242	37.9455
Os01g0135700	PHAVU_002G329300g	39.2265	41.2791
Os01g0135700	PHAVU_L002000g	39.2265	40.113
Os01g0135900	PHAVU_008G228000g	40.3614	42.9487
Os01g0136000	PHAVU_008G228000g	73.8255	70.5128
Os01g0136100	PHAVU_008G228000g	74.6667	71.7949
Os01g0136200	PHAVU_008G228000g	75.3333	72.4359
Os01g0136400	PHAVU_002G182500g	38.7725	39.006
Os01g0136400	PHAVU_003G030000g	32.0359	32.1321
Os01g0136400	PHAVU_004G154800g	40.4192	38.3523
Os01g0136400	PHAVU_007G0307001g	30.0898	52.7559
Os01g0136400	PHAVU_007G030800g	35.0299	38.6139
Os01g0136400	PHAVU_007G030900g	37.4251	38.2263
Os01g0136400	PHAVU_007G031000g	38.4731	39.0578
Os01g0136400	PHAVU_007G031100g	37.7246	38.1241
Os01g0136400	PHAVU_008G007900g	41.018	40.1171
Os01g0136800	PHAVU_002G182500g	37.5375	37.6506
Os01g0136800	PHAVU_003G030000g	31.0811	31.0811
Os01g0136800	PHAVU_004G154800g	39.4895	37.358
Os01g0136800	PHAVU_007G0307001g	27.4775	48.0315
Os01g0136800	PHAVU_007G030800g	32.2823	35.4785
Os01g0136800	PHAVU_007G030900g	35.4354	36.0856
Os01g0136800	PHAVU_007G031000g	36.3363	36.7781
Os01g0136800	PHAVU_007G031100g	36.1862	36.4599
Os01g0136800	PHAVU_008G007900g	41.1411	40.1171
Os01g0136900	PHAVU_002G318200g	37.9771	31.5372
Os01g0136900	PHAVU_002G318300g	38.5496	30.3303
Os01g0136900	PHAVU_004G154900g	29.9618	29.9048
Os01g0136900	PHAVU_004G1550001g	28.626	41.4365
Os01g0136900	PHAVU_004G155100g	27.2901	39.5028
Os01g0136900	PHAVU_004G155300g	29.3893	29.6154
Os01g0136900	PHAVU_004G155400g	30.1527	24.9605
Os01g0136900	PHAVU_004G155600g	36.6412	29.8137
Os01g0136900	PHAVU_004G155800g	30.3435	28.2416
Os01g0136900	PHAVU_007G030000g	35.687	30.1613
Os01g0136900	PHAVU_007G030100g	34.1603	31.2937
Os01g0136900	PHAVU_007G030300g	37.4046	32.29
Os01g0136900	PHAVU_007G252500g	36.2595	30.5958
Os01g0136900	PHAVU_010G028300g	29.3893	33.0472
Os01g0137250	PHAVU_002G318200g	49.0862	29.794
Os01g0137250	PHAVU_002G318300g	51.9582	29.8799
Os01g0137250	PHAVU_004G154900g	49.8695	36.381
Os01g0137250	PHAVU_004G1550001g	48.3029	51.105
Os01g0137250	PHAVU_004G155100g	48.564	51.3812
Os01g0137250	PHAVU_004G155300g	49.8695	36.7308
Os01g0137250	PHAVU_004G155400g	50.6527	30.6477
Os01g0137250	PHAVU_004G155600g	49.0862	29.1925
Os01g0137250	PHAVU_004G155800g	42.2976	28.7744
Os01g0137250	PHAVU_007G030000g	47.7807	29.5161
Os01g0137250	PHAVU_007G030100g	48.3029	32.3427
Os01g0137250	PHAVU_007G030300g	45.6919	28.8303
Os01g0137250	PHAVU_007G252500g	49.8695	30.7568
Os01g0137250	PHAVU_010G028300g	50.6527	41.6309
Os01g0137400	PHAVU_002G318200g	35.6358	35.9746
Os01g0137400	PHAVU_002G318300g	36.5777	34.985
Os01g0137400	PHAVU_004G154900g	30.9262	37.5238
Os01g0137400	PHAVU_004G1550001g	29.6703	52.2099
Os01g0137400	PHAVU_004G155100g	29.0424	51.105
Os01g0137400	PHAVU_004G155300g	30.9262	37.8846
Os01g0137400	PHAVU_004G155400g	31.2402	31.4376
Os01g0137400	PHAVU_004G155600g	34.5369	34.1615
Os01g0137400	PHAVU_004G155800g	30.2983	34.2806
Os01g0137400	PHAVU_007G030000g	34.2229	35.1613
Os01g0137400	PHAVU_007G030100g	32.4961	36.1888
Os01g0137400	PHAVU_007G030300g	33.9089	35.5848
Os01g0137400	PHAVU_007G252500g	35.1648	36.0709
Os01g0137400	PHAVU_010G028300g	30.1413	41.2017
Os01g0137500	PHAVU_002G318200g	51.632	27.5753
Os01g0137500	PHAVU_002G318300g	51.0386	25.8258
Os01g0137500	PHAVU_004G154900g	50.7418	32.5714
Os01g0137500	PHAVU_004G1550001g	49.2582	45.8564
Os01g0137500	PHAVU_004G155100g	48.9614	45.5801
Os01g0137500	PHAVU_004G155300g	51.0386	33.0769
Os01g0137500	PHAVU_004G155400g	51.632	27.4882
Os01g0137500	PHAVU_004G155600g	49.8516	26.087
Os01g0137500	PHAVU_004G155800g	44.5104	26.643
Os01g0137500	PHAVU_007G030000g	50.1484	27.2581
Os01g0137500	PHAVU_007G030100g	51.0386	30.0699
Os01g0137500	PHAVU_007G030300g	49.2582	27.3476
Os01g0137500	PHAVU_007G252500g	52.2255	28.3414
Os01g0137500	PHAVU_010G028300g	51.9288	37.5536
Os01g0138300	PHAVU_002G318200g	35.0148	37.401
Os01g0138300	PHAVU_002G318300g	36.4985	36.9369
Os01g0138300	PHAVU_004G154900g	29.2285	37.5238
Os01g0138300	PHAVU_004G1550001g	27.7448	51.6575
Os01g0138300	PHAVU_004G155100g	27.003	50.2762
Os01g0138300	PHAVU_004G155300g	29.6736	38.4615
Os01g0138300	PHAVU_004G155400g	29.3769	31.2796
Os01g0138300	PHAVU_004G155600g	33.2344	34.7826
Os01g0138300	PHAVU_004G155800g	29.822	35.7016
Os01g0138300	PHAVU_007G030000g	33.5312	36.4516
Os01g0138300	PHAVU_007G030100g	31.454	37.0629
Os01g0138300	PHAVU_007G030300g	32.7893	36.4086
Os01g0138300	PHAVU_007G252500g	33.2344	36.0709
Os01g0138300	PHAVU_010G028300g	28.4866	41.2017
Os01g0138400	PHAVU_002G318200g	33.675	36.4501
Os01g0138400	PHAVU_002G318300g	34.1142	34.985
Os01g0138400	PHAVU_004G154900g	27.5256	35.8095
Os01g0138400	PHAVU_004G1550001g	25.9151	48.895
Os01g0138400	PHAVU_004G155100g	25.9151	48.895
Os01g0138400	PHAVU_004G155300g	27.2328	35.7692
Os01g0138400	PHAVU_004G155400g	27.8184	30.0158
Os01g0138400	PHAVU_004G155600g	33.3821	35.4037
Os01g0138400	PHAVU_004G155800g	28.1113	34.103
Os01g0138400	PHAVU_007G030000g	33.2357	36.6129
Os01g0138400	PHAVU_007G030100g	31.0395	37.0629
Os01g0138400	PHAVU_007G030300g	30.8931	34.7611
Os01g0138400	PHAVU_007G252500g	32.2108	35.4267
Os01g0138400	PHAVU_010G028300g	29.5754	43.3476
Os01g0138600	PHAVU_008G074800g	10.7143	9.32642
Os01g0138800	PHAVU_004G002800g	64.7332	65.1869
Os01g0138800	PHAVU_008G008100g	68.6775	70.4762
Os01g0138900	PHAVU_002G182700g	58.7444	67.3522
Os01g0139000	PHAVU_004G154000g	39.9061	35.4167
Os01g0139000	PHAVU_007G031700g	40.3756	40.566
Os01g0139200	PHAVU_004G153300g	33.0849	33.1839
Os01g0139600	PHAVU_007G032600g	54.9521	51.0386
Os01g0139600	PHAVU_008G008500g	62.9393	52.6738
Os01g0140100	PHAVU_003G028600g	56.9444	59.4203
Os01g0140100	PHAVU_004G160200g	53.1746	55.144
Os01g0140400	PHAVU_003G027500g	53.605	53.6892
Os01g0140400	PHAVU_007G102400g	51.7241	51.0836
Os01g0140500	PHAVU_002G011100g	17.0543	23.4043
Os01g0140500	PHAVU_002G011200g	49.6124	43.8356
Os01g0140500	PHAVU_006G190800g	49.6124	43.8356
Os01g0140700	PHAVU_003G111800g	52.3659	42.8941
Os01g0140700	PHAVU_007G102800g	52.6814	46.2604
Os01g0141000	PHAVU_003G111800g	51.2329	48.3204
Os01g0141000	PHAVU_007G102800g	51.2329	51.8006
Os01g0141100	PHAVU_005G125100g	92.0792	64.2857
Os01g0141100	PHAVU_011G092700g	90.7591	63.2184
Os01g0141300	PHAVU_005G125100g	66.1088	72.8111
Os01g0141300	PHAVU_011G092700g	65.8996	72.4138
Os01g0141600	PHAVU_008G104800g	62.2291	40.2
Os01g0141700	PHAVU_008G261700g	57.976	60.0355
Os01g0141900	PHAVU_001G241800g	55.1155	56.1345
Os01g0141900	PHAVU_008G105200g	44.7195	53.2416
Os01g0141900	PHAVU_008G224800g	52.8053	51.0367
Os01g0142100	PHAVU_008G225100g	58.2418	60.9195
Os01g0142200	PHAVU_002G266500g	58.7209	59.7633
Os01g0142200	PHAVU_005G182700g	70.9302	71.345
Os01g0142300	PHAVU_008G106900g	75.4587	65.2778
Os01g0142300	PHAVU_010G005100g	73.8532	60.8696
Os01g0142800	PHAVU_010G0742000g	9.88075	51.3274
Os01g0143300	PHAVU_008G115200g	40.9091	43.5484
Os01g0143300	PHAVU_008G230400g	46.2121	48.6056
Os01g0143700	PHAVU_008G115200g	36.6795	38.3064
Os01g0143700	PHAVU_008G230400g	36.6795	37.8486
Os01g0143800	PHAVU_008G115200g	30.9091	34.2742
Os01g0143800	PHAVU_008G230400g	33.0909	36.255
Os01g0144000	PHAVU_001G031800g	47.4777	62.0155
