Gene stable ID	Leersia perrieri gene stable ID	%id. target Leersia perrieri gene identical to query gene	%id. query gene identical to target Leersia perrieri gene
Os01g0199700	LPERR01G05990	50.6383	59.204
Os01g0199900	LPERR01G06000	91.6006	93.0757
Os01g0200200	LPERR01G06010	74.7059	78.882
Os01g0200300	LPERR01G06020	88.3991	44.7183
Os01g0200400	LPERR01G06030	85.1145	83.5206
Os01g0200500	LPERR01G06040	87.156	85.3293
Os01g0200600	LPERR01G06070	45.1754	71.0345
Os01g0201100	LPERR01G06100	77.2917	79.2735
Os01g0201200	LPERR01G06110	90.2309	90.2309
Os01g0201250	LPERR01G06120	79.2453	86.5979
Os01g0201400	LPERR05G05530	45.8904	50.3759
Os01g0201600	LPERR01G06150	55.1495	57.6389
Os01g0201700	LPERR01G06160	93.1159	85.0993
Os01g0201800	LPERR01G06170	75.6831	65.1765
Os01g0201900	LPERR01G06170	76.9111	58
Os01g0202500	LPERR01G06180	72.0339	70.442
Os01g0202700	LPERR01G06190	83.5227	79.8913
Os01g0202800	LPERR01G06200	78.2772	66.9872
Os01g0203000	LPERR01G06210	93.6986	95.2646
Os01g0203300	LPERR01G06220	78.2805	74.569
Os01g0203800	LPERR01G06230	86.7308	87.0656
Os01g0204000	LPERR01G06240	86.7188	73.3884
Os01g0205100	LPERR01G06300	82.9396	81.2339
Os01g0205200	LPERR01G06310	92.6537	57.1165
Os01g0205300	LPERR01G06320	68.2353	87.8788
Os01g0205500	LPERR01G06330	99.4505	99.4505
Os01g0205700	LPERR01G06340	96.5665	54.4794
Os01g0206300	LPERR01G06390	87.0842	86.2403
Os01g0206700	LPERR01G06410	93.2755	93.2755
Os01g0206800	LPERR01G06420	84.9195	86.1813
Os01g0207200	LPERR01G06440	74.7994	44.9373
Os01g0207300	LPERR01G12330	94.5122	39.3401
Os01g0207400	LPERR01G06450	86.2745	37.4787
Os01g0207600	LPERR01G06460	61.4379	63.2997
Os01g0207700	LPERR01G06470	56.7568	46.519
Os01g0207700	LPERR01G06490	57.529	43.9528
Os01g0207700	LPERR01G06500	66.0232	16.0563
Os01g0207900	LPERR01G06470	54.2553	64.557
Os01g0207900	LPERR01G06490	56.9149	63.1268
Os01g0207900	LPERR01G06500	65.4255	23.0986
Os01g0208000	LPERR01G06470	61.8182	32.2785
Os01g0208000	LPERR01G06490	64.8485	31.5634
Os01g0208000	LPERR01G06500	62.4242	9.67136
Os01g0208400	LPERR01G06510	78.4091	79.1803
Os01g0208600	LPERR01G06520	83.6582	83.9729
Os01g0208700	LPERR01G06530	87.7712	94.6809
Os01g0209000	LPERR01G06540	93.7063	93.8704
Os01g0209200	LPERR01G06560	66.9261	51.497
Os01g0209400	LPERR01G06590	82.7922	90.7473
Os01g0209500	LPERR01G06600	11.5789	1.32212
Os01g0209700	LPERR01G06610	89.2537	89.521
Os01g0209800	LPERR01G06620	93.6688	92.0255
Os01g0209800	LPERR03G10870	13.474	70.339
Os01g0210200	LPERR01G06630	66.6667	62.5
Os01g0210300	LPERR01G06640	89.6194	88.6986
Os01g0210400	LPERR01G06650	82.7655	86.7647
Os01g0210500	LPERR01G06670	94.0367	93.6073
Os01g0210600	LPERR01G06680	89.2216	90.303
Os01g0210700	LPERR01G06690	84.193	89.7163
Os01g0210800	LPERR01G06700	50.641	17.5556
Os01g0210900	LPERR11G02430	64.3836	78.5203
Os01g0210900	LPERR12G02470	75.9296	76.5286
Os01g0210900	LPERR12G02530	68.8845	76.3558
Os01g0211000	LPERR11G02430	64.9425	80.9069
Os01g0211000	LPERR12G02470	75.4789	77.712
Os01g0211000	LPERR12G02530	69.5402	78.7419
Os01g0211200	LPERR01G06710	82.1429	66.9903
Os01g0211600	LPERR01G06710	92.4084	57.1197
Os01g0211800	LPERR01G06720	75.4545	79.8077
Os01g0212100	LPERR01G06730	92.4286	97.2932
Os01g0212400	LPERR01G06740	89.8973	88.0872
Os01g0212500	LPERR01G06750	76.5432	81.3115
Os01g0212700	LPERR01G06760	63.9847	45.7534
Os01g0213100	LPERR01G06770	42.3469	74.7748
Os01g0213300	LPERR01G06800	42.8808	35.4795
Os01g0213300	LPERR07G10840	42.053	38.081
Os01g0213400	LPERR01G06820	70.4641	81.4634
Os01g0213800	LPERR01G06830	80.1382	78.7776
Os01g0214200	LPERR01G06850	90.7563	89.6266
Os01g0214300	LPERR01G06860	72.8916	20.6838
Os01g0214400	LPERR01G06870	87.0079	59.5687
Os01g0214600	LPERR01G06880	87.9656	78.7179
Os01g0214800	LPERR01G06890	75.8064	94.9495
Os01g0215000	LPERR01G06920	67.013	23.2852
Os01g0215100	LPERR05G22800	82.1138	26.5092
Os01g0215700	LPERR01G06930	87.5661	88.5027
Os01g0216000	LPERR01G06940	61.9647	67.5824
Os01g0216300	LPERR01G06940	64.7668	68.6813
Os01g0216400	LPERR01G06940	72.7749	76.3736
Os01g0216500	LPERR01G06950	80.9524	82.0375
Os01g0216900	LPERR01G06950	66.4251	73.7265
Os01g0217000	LPERR01G06960	87.0886	78.5388
Os01g0217400	LPERR01G06970	51.462	23.2804
Os01g0217500	LPERR01G06980	84.0506	81.9753
Os01g0217800	LPERR01G06990	86.9159	86.7133
Os01g0218032	LPERR12G15400	80.6865	83.6876
Os01g0218100	LPERR01G07000	71.161	71.9697
Os01g0218200	LPERR01G07010	94.0476	85.0606
Os01g0218500	LPERR01G07020	50.7246	86.4198
Os01g0218700	LPERR01G07030	82.1012	93.0882
Os01g0218800	LPERR01G07040	88.3956	60.9603
Os01g0218900	LPERR01G07040	77.037	21.7119
Os01g0219100	LPERR01G07050	90.3614	82.8729
Os01g0219200	LPERR01G07060	76.9784	74.1339
Os01g0219300	LPERR01G07070	57.8947	68.323
Os01g0219600	LPERR01G07090	72.1875	36.9305
Os01g0220100	LPERR01G07090	79.5312	40.6875
Os01g0220200	LPERR01G07100	79.3388	36.3636
Os01g0220500	LPERR01G07130	29.4643	34.7368
Os01g0221100	LPERR01G07160	78.355	60.5351
Os01g0221300	LPERR01G07170	67.8295	69.3069
Os01g0221400	LPERR01G07180	81.0127	76.1905
Os01g0221600	LPERR01G07200	95.9924	96.1759
Os01g0221700	LPERR01G07210	78.2738	59.2342
Os01g0221900	LPERR01G07220	81.8182	26.6272
Os01g0222300	LPERR01G07230	78.51	29.7503
Os01g0222500	LPERR01G07240	86.5801	86.9565
Os01g0222800	LPERR01G07260	34.5912	9.01639
Os01g0222900	LPERR01G07260	47.1264	20.1639
Os01g0223200	LPERR01G07270	68.0739	67.8947
Os01g0223600	LPERR01G07280	89.6341	68.2663
Os01g0223700	LPERR01G07290	73.1884	26.614
Os01g0223800	LPERR01G07290	75.9124	82.2134
Os01g0223900	LPERR01G07300	79.0898	83.2902
Os01g0224000	LPERR01G07310	77.8882	80.695
Os01g0224100	LPERR01G07340	74.2105	78.9916
Os01g0224200	LPERR01G07350	77.6471	73.3333
Os01g0224400	LPERR01G07370	70.6522	17.3797
Os01g0224500	LPERR01G07380	88.0734	87.6712
Os01g0224700	LPERR01G07390	86.5604	86.5604
Os01g0225100	LPERR01G07420	62.4113	29.8305
Os01g0225300	LPERR01G07440	88.0546	48.6792
Os01g0225400	LPERR01G07460	0	0
Os01g0225500	LPERR01G07460	74.6867	75.2525
Os01g0225600	LPERR01G07470	95.3642	95.3642
Os01g0226200	LPERR01G07480	60.1449	66.2234
Os01g0226300	LPERR01G07500	97.7528	62.1429
Os01g0226400	LPERR01G07510	95.2381	94.6746
Os01g0226500	LPERR01G07520	83.6782	78.2796
Os01g0226600	LPERR01G07530	79.8781	77.7448
Os01g0226700	LPERR01G07540	80.8	57.3864
Os01g0227100	LPERR01G07550	86.1111	90.9853
Os01g0227200	LPERR01G07560	38.191	83.5165
Os01g0227300	LPERR01G07570	100	100
Os01g0227400	LPERR01G07610	27.2277	52.8846
Os01g0227700	LPERR01G07600	74.5826	75.7062
Os01g0228300	LPERR01G08240	92.7928	94.0639
Os01g0228400	LPERR01G08230	76.5723	77.4245
Os01g0228500	LPERR01G08220	83.9394	85.4938
Os01g0228600	LPERR01G08210	89.2405	57.7869
Os01g0228800	LPERR01G08200	81.0771	81.1953
Os01g0229200	LPERR01G08180	87.7637	88.0113
Os01g0229300	LPERR01G08170	74.0776	76.2415
Os01g0229500	LPERR01G08150	77.2455	37.9412
Os01g0229700	LPERR01G08140	59.9156	23.1082
Os01g0229800	LPERR01G08130	83.1169	36.6762
Os01g0230200	LPERR01G08120	77.5862	81.3953
Os01g0231500	LPERR01G08080	90.2326	89.1954
Os01g0231700	LPERR01G08070	97.479	96.6667
Os01g0231800	LPERR01G08060	59.3361	15.9243
Os01g0231900	LPERR01G08060	82.9569	44.9889
Os01g0232000	LPERR01G08050	75.2988	75
Os01g0232100	LPERR01G08040	80.4688	83.4008
Os01g0232200	LPERR01G08030	84.9524	85.4406
Os01g0232300	LPERR01G08020	89.2045	32.6743
Os01g0232400	LPERR01G08000	88.8889	89.5349
Os01g0232500	LPERR01G07990	80.4124	81.25
Os01g0232700	LPERR01G07960	91.1205	92.4893
Os01g0232800	LPERR01G07940	88.6957	58.4527
Os01g0233000	LPERR01G07920	84.3137	81.9048
Os01g0233100	LPERR01G07910	87.9837	80.8989
Os01g0233400	LPERR05G21690	95.2381	96.3855
Os01g0233500	LPERR01G07910	90.3543	85.9551
Os01g0233800	LPERR01G07900	79.5113	68.4466
Os01g0233900	LPERR01G07880	71.3979	81.1736
Os01g0234100	LPERR01G07860	69.0909	68.1275
Os01g0234100	LPERR06G10590	58.5859	68.3962
Os01g0234499	LPERR09G14190	18.4314	28.4848
Os01g0234850	LPERR01G07800	75.6044	61.1012
Os01g0234900	LPERR01G07790	92.7954	96.4072
Os01g0235100	LPERR01G07780	73.5955	76.6082
Os01g0235300	LPERR01G07760	94.3925	94.8357
Os01g0235350	LPERR01G07750	68.4286	72.0301
Os01g0235400	LPERR01G07740	93.3579	51.5275
Os01g0235700	LPERR01G07720	92.7066	75.1643
Os01g0235800	LPERR01G07710	78.6325	57.5
Os01g0235900	LPERR01G07700	62.4041	78.9644
Os01g0236000	LPERR01G07690	44.0594	92.7083
Os01g0236300	LPERR01G07680	92.4177	92.2857
Os01g0236400	LPERR01G07670	81.0726	93.1159
Os01g0236700	LPERR01G07660	92.7505	91.4827
Os01g0236800	LPERR01G07650	73.8516	94.5701
Os01g0237000	LPERR01G07640	79.6296	78.1818
Os01g0237100	LPERR01G07630	81.5182	88.5305
Os01g0237366	LPERR01G08250	38.5965	27.3859
Os01g0237500	LPERR01G00380	29.8969	9.35484
Os01g0237750	LPERR01G00380	41.3223	16.129
Os01g0238200	LPERR01G08260	90.1639	88
Os01g0238500	LPERR01G08270	81.9277	81.4371
Os01g0238600	LPERR01G08280	73.0496	97.1698
Os01g0238700	LPERR01G08290	73.4463	74.6055
Os01g0238800	LPERR01G08300	85.2632	91.0112
Os01g0238800	LPERR06G13180	82.1053	82.1053
Os01g0238800	LPERR06G16600	84.2105	78.4314
Os01g0238900	LPERR01G08310	94.5848	57.9646
Os01g0239000	LPERR01G08320	62.5232	67.6707
Os01g0239100	LPERR01G08350	86.2464	87.5
Os01g0239200	LPERR01G08360	93.0456	94.4039
Os01g0239700	LPERR01G08370	88.9222	88.5686
Os01g0240700	LPERR01G08380	66.18	33.8308
Os01g0240700	LPERR01G08510	67.8832	67.8832
Os01g0241000	LPERR01G08410	59.7911	65.4286
Os01g0241100	LPERR01G08420	83.5821	84.8485
Os01g0241400	LPERR01G08440	71.3235	85.0877
Os01g0242200	LPERR01G08450	84.5783	71.4868
Os01g0242300	LPERR01G08460	94.7059	94.7059
Os01g0242400	LPERR01G08470	69.4779	75.5459
Os01g0242500	LPERR01G08480	92.0904	95.8824
Os01g0242600	LPERR01G08490	88.5757	88.5757
Os01g0243000	LPERR01G08580	93.0362	91.7582
Os01g0243100	LPERR01G08590	85.2008	40.9137
Os01g0243200	LPERR01G08600	88.6047	77.439
Os01g0243600	LPERR01G08640	73.3906	75
Os01g0243700	LPERR01G08650	92.562	74.1722
Os01g0244000	LPERR01G08660	54.5259	29.9763
Os01g0244150	LPERR01G08660	1.03806	0.35545
Os01g0244400	LPERR01G08660	29.3987	15.6398
Os01g0245000	LPERR01G08660	21.6	6.3981
Os01g0245532	LPERR01G08760	43.4555	26.6881
Os01g0245600	LPERR01G08800	61.2676	64.4444
Os01g0245700	LPERR04G17280	23.918	23.0769
Os01g0245901	LPERR04G17280	23.9819	23.2967
Os01g0246100	LPERR01G08810	79.232	84.1098
Os01g0246400	LPERR07G04410	68.8119	69.1542
Os01g0246500	LPERR01G08830	84.127	85.4839
Os01g0246700	LPERR01G08840	90.5569	61.9205
Os01g0247500	LPERR01G08850	88.8571	87.8531
Os01g0247700	LPERR01G08860	74.0634	68.9008
Os01g0247900	LPERR01G08870	85.9649	87.5
Os01g0248000	LPERR01G08880	68.8889	65.035
Os01g0248300	LPERR01G08900	87.5	90.5172
Os01g0248500	LPERR01G08900	90	93.1034
Os01g0248600	LPERR01G08910	99.5261	99.5261
Os01g0248600	LPERR02G00240	83.4123	53.1722
Os01g0248701	LPERR01G08930	67.0673	79.7143
Os01g0248800	LPERR01G08940	61.2613	32.0755
Os01g0248900	LPERR01G08950	87.6494	87.6494
Os01g0249100	LPERR01G08960	78.4404	67.8571
Os01g0249200	LPERR01G08970	85.4626	85.8407
Os01g0249300	LPERR01G08980	95.2381	56.0748
Os01g0249700	LPERR01G08990	70.1863	76.8708
Os01g0249800	LPERR01G09000	60.3015	32.8767
Os01g0249900	LPERR01G09020	72.4359	38.3701
Os01g0250200	LPERR01G09030	43.2099	25.7353
Os01g0250600	LPERR01G09040	91	91
Os01g0250900	LPERR01G09070	89.2919	85.0329
Os01g0251000	LPERR01G09080	84.0173	94.4175
Os01g0251100	LPERR01G09090	93.1034	93.6908
Os01g0251200	LPERR01G09100	78.426	78.6395
Os01g0252100	LPERR01G09130	99.0196	58.3815
Os01g0252600	LPERR01G09150	81.203	79.7048
Os01g0252900	LPERR01G09170	84.3636	39.322
Os01g0253000	LPERR01G09180	88.7872	24.4641
Os01g0253200	LPERR01G09190	74.5763	74.5763
Os01g0253300	LPERR01G09200	88.403	88.0682
Os01g0253400	LPERR01G09210	84.5118	87.1528
Os01g0253500	LPERR01G09220	67.9245	69.9029
Os01g0253600	LPERR01G09230	93.3962	93.3962
Os01g0253800	LPERR01G09240	73.7143	68.617
Os01g0253900	LPERR01G09250	84.017	84.136
Os01g0254000	LPERR01G09260	99.4819	99.4819
Os01g0254100	LPERR01G09270	91.8512	95.225
Os01g0254200	LPERR01G09280	95.1613	92.1875
Os01g0254200	LPERR04G06840	91.9355	42.5373
Os01g0254300	LPERR01G09290	73.3224	77.913
Os01g0254400	LPERR01G09300	47.3451	74.3056
Os01g0254850	LPERR01G09300	47.449	64.5833
Os01g0254900	LPERR01G09310	95	95.3405
Os01g0255000	LPERR01G09320	87.5776	86.5031
Os01g0255100	LPERR01G09330	74.0741	76.6773
Os01g0256500	LPERR01G09380	76.4151	79.4118
Os01g0256800	LPERR01G09390	89.0765	80.3763
Os01g0256900	LPERR01G09400	84.3537	94.6565
Os01g0257100	LPERR01G09440	76.3359	78.125
Os01g0257300	LPERR01G09420	92.6606	90.1786
Os01g0258700	LPERR01G09410	92.0168	47.9737
Os01g0259200	LPERR01G09450	87.6923	87.1179
Os01g0259400	LPERR01G09460	80.6092	95.1754
Os01g0259600	LPERR01G09470	92.9577	28.5714
Os01g0259900	LPERR01G09480	65.2893	84.9462
Os01g0259900	LPERR02G09220	50.4132	78.7097
Os01g0260100	LPERR01G09500	90.3061	23.9189
Os01g0260700	LPERR01G09540	95.7792	96.0912
Os01g0260800	LPERR01G09550	77.6596	76.0417
Os01g0261100	LPERR01G09560	94.6636	43.5897
Os01g0261200	LPERR01G09570	74.4376	72.3658
Os01g0261500	LPERR01G09590	70.8571	37.5758
Os01g0261500	LPERR05G04400	69.1429	37.0031
Os01g0261600	LPERR01G09600	46.1039	44.7479
Os01g0261600	LPERR01G09610	12.3377	38.5135
Os01g0261600	LPERR05G04410	8.22511	20.9945
Os01g0261600	LPERR05G04420	27.7056	65.641
Os01g0261700	LPERR01G09600	67.5258	27.521
Os01g0261700	LPERR01G09610	16.4948	21.6216
Os01g0261700	LPERR05G04410	13.4021	14.3646
Os01g0261700	LPERR05G04420	34.0206	33.8462
Os01g0262000	LPERR01G09600	46.1039	44.7479
Os01g0262000	LPERR01G09610	12.3377	38.5135
Os01g0262000	LPERR05G04410	8.22511	20.9945
Os01g0262000	LPERR05G04420	27.7056	65.641
Os01g0262500	LPERR01G09660	92.7602	84.7107
Os01g0262600	LPERR01G09670	86.5145	87.0564
Os01g0262700	LPERR01G09680	83.4891	53.7074
Os01g0263500	LPERR01G09710	80.9069	91.8699
Os01g0263600	LPERR10G11000	87.517	62.2587
Os01g0264000	LPERR01G09720	77.4194	70.5882
Os01g0264100	LPERR09G14600	21.5625	19.0608
Os01g0264400	LPERR01G09730	63	61.7647
Os01g0264500	LPERR01G09740	46.3768	57.6577
Os01g0264600	LPERR01G09750	57.7143	60.9658
Os01g0264700	LPERR01G09760	92.283	87.5
Os01g0265000	LPERR01G09780	81.4004	83.7838
Os01g0265100	LPERR01G09790	98.3425	83.9623
Os01g0265200	LPERR01G09800	89.7638	89.7638
Os01g0265700	LPERR01G09810	82.1577	77.3438
Os01g0265800	LPERR01G09820	84.2857	83.2661
Os01g0265900	LPERR01G09830	94.5736	75.3086
Os01g0266000	LPERR01G09840	87.5541	86.8958
Os01g0266100	LPERR01G09850	58.8235	59.1133
Os01g0266400	LPERR01G09860	72.2892	72.2892
Os01g0266400	LPERR01G09870	65.0602	65.8537
Os01g0266400	LPERR01G09880	71.0843	71.9512
Os01g0266500	LPERR01G09890	78.3172	81.7568
Os01g0266600	LPERR01G09900	86.8687	85.5721
Os01g0266800	LPERR01G09910	69.0476	66.21
Os01g0267100	LPERR03G03390	89.3979	78.5057
Os01g0267200	LPERR01G09920	99.6743	77.665
Os01g0267300	LPERR01G09930	58.6998	77.33
Os01g0267400	LPERR01G09950	85.034	68.306
Os01g0267600	LPERR01G09940	73.1868	73.0263
Os01g0267800	LPERR01G09970	52.2727	72.1254
Os01g0268100	LPERR01G09990	35.5967	83.9806
Os01g0268300	LPERR01G10020	81.4815	95.6522
Os01g0268600	LPERR01G10060	77.2532	81.7253
Os01g0268700	LPERR01G10070	64.8379	86.3787
Os01g0268800	LPERR01G10080	92.1233	91.8089
Os01g0268900	LPERR01G10090	87.108	89.6057
Os01g0269100	LPERR01G10100	85.4489	30.1969
Os01g0269800	LPERR01G10140	70.3704	41.1417
Os01g0269900	LPERR01G10150	95.5711	95.5711
Os01g0270100	LPERR01G10160	85.2	87.2951
Os01g0270700	LPERR01G10180	72.3214	61.3636
Os01g0271000	LPERR01G10190	86.9955	83.6207
Os01g0271200	LPERR01G10200	93.986	92.562
Os01g0271500	LPERR01G10210	93.3481	92.5275
Os01g0271700	LPERR01G10230	86.7924	53.4884
Os01g0272600	LPERR01G10240	83.871	78.5894
Os01g0272700	LPERR01G10250	63.3929	67.9426
Os01g0272800	LPERR01G10260	81.8182	44.6475
Os01g0273000	LPERR01G10270	97.3684	97.3684
Os01g0273100	LPERR01G10280	83.7696	81.2183
Os01g0273300	LPERR01G10300	54.7486	59.6349
Os01g0273500	LPERR01G10310	72.695	19.9416
Os01g0273800	LPERR01G10340	80.9045	38.842
Os01g0273900	LPERR07G03020	0.588235	1.25523
Os01g0274100	LPERR01G10340	75.4258	37.3945
Os01g0274500	LPERR01G10350	83.3333	76.4706
Os01g0274800	LPERR01G10360	66.0377	65.5431
Os01g0275500	LPERR01G02660	23.2673	45.6311
Os01g0275600	LPERR01G10380	92.3673	47.6055
Os01g0275900	LPERR01G10390	77.7943	55.5911
Os01g0275950	LPERR01G10390	82.3171	28.754
Os01g0276000	LPERR01G10410	100	100
Os01g0276100	LPERR01G10420	98.3425	98.3425
Os01g0276200	LPERR01G10440	53.3816	64.2442
Os01g0276300	LPERR01G10450	68.4647	71.7391
Os01g0276400	LPERR01G10460	89.9038	83.2962
Os01g0276500	LPERR01G10470	77.1242	23.7186
Os01g0276600	LPERR01G10480	54.1033	58.9404
Os01g0276700	LPERR01G10490	95.6863	95.6863
Os01g0276800	LPERR01G10500	87.9479	86.262
Os01g0276900	LPERR01G10510	60.6557	51.0345
Os01g0277500	LPERR01G10520	72.3827	82.6804
Os01g0278000	LPERR01G10560	65.2174	62.5
Os01g0278200	LPERR01G10570	78.1818	4.21569
Os01g0278900	LPERR01G10590	72.028	73.5714
Os01g0278950	LPERR01G10600	82.1384	86.7198
Os01g0279000	LPERR01G10610	82.4818	79.9528
Os01g0279100	LPERR01G10620	95.098	87.3874
Os01g0279200	LPERR01G10630	98.4055	93.5065
Os01g0279400	LPERR01G10650	69.4165	86.6834
Os01g0279700	LPERR01G10680	92.4386	78.115
Os01g0279800	LPERR01G10690	81.7757	89.7436
Os01g0279900	LPERR01G10700	89.0578	85.6725
Os01g0280000	LPERR01G10710	85.023	81.8182
Os01g0280400	LPERR01G10720	86.9067	85.7835
Os01g0280500	LPERR01G10730	84.5528	84.2105
Os01g0281000	LPERR01G10740	86.2651	67.0412
Os01g0281200	LPERR01G10750	80.8511	50.2203
Os01g0281301	LPERR01G10770	75.3036	76.5432
Os01g0281400	LPERR01G10780	97.0526	93.9857
Os01g0281600	LPERR01G10790	65.7371	62.5
Os01g0282800	LPERR01G10820	96.6443	98.6301
Os01g0283000	LPERR01G10830	86.8637	85.8766
Os01g0283100	LPERR01G10840	95.4373	72.1264
Os01g0283500	LPERR01G10870	62.2857	59.4005
Os01g0284300	LPERR01G10880	50.9537	55.6548
Os01g0284500	LPERR01G10890	92.5926	93.8967
Os01g0284700	LPERR01G10900	80	50.5929
Os01g0284900	LPERR01G10910	70.3704	72.8223
Os01g0285300	LPERR01G10930	96.028	96.028
Os01g0286000	LPERR01G10940	86.6348	79.9559
Os01g0286100	LPERR01G10950	79.4349	70.2778
Os01g0286600	LPERR01G10970	84.7015	84.2301
Os01g0286900	LPERR01G10980	46.9565	35.0649
Os01g0287600	LPERR01G11000	84.1379	88.4058
Os01g0288200	LPERR01G11020	88.75	81.6092
Os01g0289100	LPERR01G11030	61.2245	61.8557
Os01g0289900	LPERR01G11060	67.0996	66.8103
Os01g0290000	LPERR01G11070	86.4646	89.3528
Os01g0290100	LPERR01G11080	91.7012	93.4461
Os01g0290600	LPERR01G11090	80.2521	77.8004
Os01g0291500	LPERR01G11120	82.2323	83.5648
Os01g0292200	LPERR01G11140	93.7093	94.7368
Os01g0292700	LPERR01G11170	68.0851	50.7937
Os01g0292900	LPERR01G11190	82.7146	85.9036
Os01g0293000	LPERR01G11200	96.9697	96.9697
Os01g0293100	LPERR01G11210	64.9077	65.4255
Os01g0293200	LPERR01G11220	91.8269	91.1694
Os01g0295600	LPERR01G11300	40.1961	61.809
Os01g0295700	LPERR01G11310	92.3684	91.1688
Os01g0295900	LPERR01G11320	55.3299	26.3923
Os01g0296100	LPERR01G11350	91.9118	96.401
Os01g0296200	LPERR01G11360	90.6015	48.4909
Os01g0296700	LPERR01G11370	88.1226	56.5806
Os01g0297200	LPERR01G11410	84.8197	83.0855
Os01g0297200	LPERR01G11450	85.7685	84.803
Os01g0297700	LPERR01G11420	92.8571	92.126
Os01g0298400	LPERR01G11480	73.3788	76.5125
Os01g0299200	LPERR01G11510	82.9268	61.0413
Os01g0299300	LPERR01G11520	74.6711	82.5455
Os01g0299400	LPERR01G11530	90.3846	87.037
Os01g0299500	LPERR01G11540	82.4859	60.0823
Os01g0299700	LPERR01G11550	59.9156	70.297
Os01g0300000	LPERR01G11560	79.1045	79.8995
Os01g0300200	LPERR01G11590	98.6842	93.4579
Os01g0300600	LPERR01G11600	87.6214	29.2308
Os01g0300900	LPERR01G11610	93.5897	94.0419
Os01g0301000	LPERR01G11620	83.908	42.8991
Os01g0301900	LPERR01G11650	89.2473	15.9615
Os01g0302000	LPERR01G11660	69.4915	74.5455
Os01g0302500	LPERR01G11670	92.3588	93.6027
Os01g0303000	LPERR11G12510	80.6452	81.9672
Os01g0303100	LPERR01G11680	74.3284	82.7243
Os01g0303200	LPERR01G11690	78.3868	91.3253
Os01g0303300	LPERR01G11700	94.186	93.6416
Os01g0303600	LPERR01G11710	90	88.3929
Os01g0303800	LPERR01G11720	85.1648	86.5922
Os01g0304000	LPERR01G11730	98.3333	100
Os01g0304100	LPERR01G11740	68.8631	71.3521
Os01g0304300	LPERR01G11750	91.7355	91.4333
Os01g0304400	LPERR01G11760	67.6829	65.6805
Os01g0306100	LPERR01G11790	64.1975	63.6735
Os01g0306200	LPERR01G11800	76.8293	48.4615
Os01g0306400	LPERR01G11810	71.374	82.7434
Os01g0306800	LPERR08G08930	75.7303	80.622
Os01g0306900	LPERR01G11830	84.3137	86
Os01g0307500	LPERR01G11840	69.3141	73.5632
Os01g0308300	LPERR01G35150	75.0926	76.2218
Os01g0309800	LPERR01G11870	72.5806	75.3138
Os01g0309900	LPERR01G11880	95.748	95.2978
Os01g0310500	LPERR01G12970	47.2136	69.4761
Os01g0311100	LPERR01G11920	68.2731	68.5484
Os01g0311400	LPERR01G11920	2.52525	2.01613
Os01g0311500	LPERR01G11950	93.3045	93.4054
Os01g0311600	LPERR01G11960	80.3468	80.3468
Os01g0311700	LPERR01G11970	78.0612	75.3695
Os01g0311800	LPERR01G11980	93.1777	93.1777
Os01g0312500	LPERR01G11990	89.486	69.3841
Os01g0312800	LPERR01G12020	94.3888	91.2791
Os01g0314000	LPERR03G00270	32.8302	34.3874
Os01g0314100	LPERR01G12050	88.1453	89.1683
Os01g0314300	LPERR01G12060	88.9503	86.0963
Os01g0314800	LPERR01G12080	86.0215	85.1064
Os01g0315600	LPERR01G12100	68.3544	30.6818
Os01g0315700	LPERR01G12100	79.6875	28.9773
Os01g0315800	LPERR01G12110	92	86.5044
Os01g0316100	LPERR01G12120	71.03	79.9517
Os01g0316500	LPERR01G12130	49.187	96.0317
Os01g0316600	LPERR01G12140	41.129	22.0779
Os01g0316900	LPERR01G12160	62.1019	28.5088
Os01g0317800	LPERR01G12170	89.9696	89.697
Os01g0318000	LPERR01G12170	75.2941	38.7879
Os01g0318400	LPERR01G12180	66.2577	22.4532
Os01g0318700	LPERR01G12190	78.8845	23.5434
Os01g0319200	LPERR01G12200	71.2984	68.4902
Os01g0319400	LPERR01G12200	69.9153	72.2101
Os01g0321300	LPERR01G12220	71.0417	33.53
Os01g0321700	LPERR01G12230	92.8307	87.2242
Os01g0321800	LPERR01G12240	90	89.1509
Os01g0321900	LPERR01G12250	61.9835	64.1026
Os01g0321900	LPERR01G12260	56.1983	66.0194
Os01g0321900	LPERR01G12270	54.5455	62.8571
Os01g0321900	LPERR01G12280	63.6364	69.3694
Os01g0322300	LPERR04G25830	74.3243	25.8216
Os01g0322800	LPERR01G12290	96.5184	96.5184
Os01g0323000	LPERR01G12300	78.1008	96.875
Os01g0323100	LPERR01G12310	91.3747	90.4
Os01g0323300	LPERR01G12320	79.5717	81.7259
Os01g0323600	LPERR01G12330	97.4619	97.4619
Os01g0324400	LPERR01G12350	63.8767	49.3197
Os01g0326100	LPERR01G12430	63.4409	69.4118
Os01g0327500	LPERR01G12440	81.4159	81.4159
Os01g0327600	LPERR01G12450	84.126	87.1401
Os01g0327900	LPERR01G12460	50.358	51.7157
Os01g0328300	LPERR01G12460	55.3991	57.8431
Os01g0328500	LPERR01G12500	89.0152	88.015
Os01g0328600	LPERR01G12490	63.2258	41.3502
Os01g0328700	LPERR01G12480	88.2704	93.2773
Os01g0328900	LPERR01G12510	85.9766	77.7946
Os01g0329000	LPERR01G12540	68.6726	73.4848
Os01g0329300	LPERR01G12580	69.697	74.2978
