Gene stable ID	Theobroma cacao gene stable ID	%id. target Theobroma cacao gene identical to query gene	%id. query gene identical to target Theobroma cacao gene
Os01g0160200	TCM_019545	27.9768	33.9202
Os01g0160200	TCM_019546	30.2033	33.5845
Os01g0160200	TCM_019574	31.5586	33.8525
Os01g0160200	TCM_020252	15.1016	27.907
Os01g0160200	TCM_021646	35.5276	34.6226
Os01g0160200	TCM_021647	36.3988	35.3383
Os01g0160200	TCM_025238	30.3969	33.7998
Os01g0160200	TCM_030697	33.3011	33.4305
Os01g0160200	TCM_030700	32.9138	33.1707
Os01g0160200	TCM_031781	28.0736	35.8467
Os01g0160200	TCM_031783	31.5586	33.6082
Os01g0160200	TCM_031790	25.363	28.5092
Os01g0160200	TCM_031842	29.8161	30.4649
Os01g0160200	TCM_031844	26.7183	30.6667
Os01g0160200	TCM_031847	29.9129	30.7463
Os01g0160200	TCM_031854	30.5905	31.6633
Os01g0160200	TCM_031917	31.9458	33.3333
Os01g0160200	TCM_031926	32.1394	31.8313
Os01g0160200	TCM_032035	26.3311	33.0097
Os01g0160200	TCM_032520	33.3011	28.4298
Os01g0160200	TCM_044531	30.8809	33.7566
Os01g0160200	TCM_044741	29.1384	33.1498
Os01g0160200	TCM_044742	32.6234	33.5992
Os01g0160200	TCM_045328	31.849	33.8477
Os01g0160200	TCM_045334	32.5266	35.0365
Os01g0160200	TCM_046011	31.4618	32.5651
Os01g0160200	TCM_046012	16.6505	30.2285
Os01g0160200	TCM_046013	24.5886	25.6307
Os01g0160200	TCM_046015	31.365	32.4649
Os01g0160200	TCM_046017	19.3611	32.0513
Os01g0160200	TCM_046023	20.0387	26.9531
Os01g0160700	TCM_017215	20.5479	29.5359
Os01g0160700	TCM_017219	33.2681	28.2627
Os01g0160700	TCM_019545	27.2994	32.7465
Os01g0160700	TCM_019546	30.3327	33.3692
Os01g0160700	TCM_019574	31.3112	33.2295
Os01g0160700	TCM_020252	15.1663	27.7281
Os01g0160700	TCM_021646	36.1057	34.8113
Os01g0160700	TCM_021647	37.3777	35.9023
Os01g0160700	TCM_025238	30.7241	33.7998
Os01g0160700	TCM_030697	33.1703	32.9446
Os01g0160700	TCM_030700	33.4638	33.3659
Os01g0160700	TCM_031781	27.593	34.8578
Os01g0160700	TCM_031783	31.6047	33.299
Os01g0160700	TCM_031790	25.0489	27.8564
Os01g0160700	TCM_031842	29.5499	29.8714
Os01g0160700	TCM_031844	26.4188	30
Os01g0160700	TCM_031847	29.1585	29.6517
Os01g0160700	TCM_031854	30.2348	30.9619
Os01g0160700	TCM_031917	31.8982	32.9293
Os01g0160700	TCM_031926	31.8982	31.256
Os01g0160700	TCM_032035	25.4403	31.5534
Os01g0160700	TCM_032520	33.3659	28.1818
Os01g0160700	TCM_044531	30.4305	32.9101
Os01g0160700	TCM_044741	29.0607	32.7093
Os01g0160700	TCM_044742	31.5068	32.1037
Os01g0160700	TCM_045328	33.1703	34.8765
Os01g0160700	TCM_045334	33.2681	35.4536
Os01g0160700	TCM_046011	30.6262	31.3627
Os01g0160700	TCM_046012	16.8297	30.2285
Os01g0160700	TCM_046013	24.9511	25.7316
Os01g0160700	TCM_046015	30.8219	31.5631
Os01g0160700	TCM_046017	19.1781	31.4103
Os01g0160700	TCM_046023	19.2759	25.651
Os01g0161000	TCM_017215	28.2934	26.5823
Os01g0161000	TCM_017219	36.8263	20.4489
Os01g0161000	TCM_019545	26.3473	20.6573
Os01g0161000	TCM_019546	31.1377	22.3897
Os01g0161000	TCM_019574	34.4311	23.8837
Os01g0161000	TCM_020252	16.9162	20.2147
Os01g0161000	TCM_021646	38.1737	24.0566
Os01g0161000	TCM_021647	38.4731	24.1541
Os01g0161000	TCM_025238	30.6886	22.0667
Os01g0161000	TCM_030697	35.479	23.0321
Os01g0161000	TCM_030700	36.2275	23.6098
Os01g0161000	TCM_031781	33.8323	27.9357
Os01g0161000	TCM_031783	35.1796	24.2268
Os01g0161000	TCM_031790	27.2455	19.8041
Os01g0161000	TCM_031842	29.491	19.4857
Os01g0161000	TCM_031844	25.7485	19.1111
Os01g0161000	TCM_031847	29.9401	19.9005
Os01g0161000	TCM_031854	31.5868	21.1423
Os01g0161000	TCM_031917	33.8323	22.8283
Os01g0161000	TCM_031926	33.5329	21.4765
Os01g0161000	TCM_032035	29.7904	24.1505
Os01g0161000	TCM_032520	35.9281	19.8347
Os01g0161000	TCM_044531	31.8862	22.5397
Os01g0161000	TCM_044741	29.0419	21.3656
Os01g0161000	TCM_044742	33.8323	22.5324
Os01g0161000	TCM_045328	34.1317	23.4568
Os01g0161000	TCM_045334	35.1796	24.5047
Os01g0161000	TCM_046011	31.8862	21.3427
Os01g0161000	TCM_046012	13.6228	15.993
Os01g0161000	TCM_046013	27.0958	18.2644
Os01g0161000	TCM_046015	31.7365	21.2425
Os01g0161000	TCM_046017	22.9042	24.5192
Os01g0161000	TCM_046023	18.7126	16.276
Os01g0161300	TCM_017215	20.8087	29.6765
Os01g0161300	TCM_017219	27.0217	22.7764
Os01g0161300	TCM_019545	22.3866	26.6432
Os01g0161300	TCM_019546	25.1479	27.4489
Os01g0161300	TCM_019574	26.5286	27.9335
Os01g0161300	TCM_020252	14.6943	26.6547
Os01g0161300	TCM_021646	32.2485	30.8491
Os01g0161300	TCM_021647	33.432	31.8609
Os01g0161300	TCM_025238	24.6548	26.9107
Os01g0161300	TCM_030697	28.3037	27.8912
Os01g0161300	TCM_030700	27.6134	27.3171
Os01g0161300	TCM_031781	22.8797	28.6774
Os01g0161300	TCM_031783	25.9369	27.1134
Os01g0161300	TCM_031790	22.1893	24.4831
Os01g0161300	TCM_031842	26.3314	26.4095
Os01g0161300	TCM_031844	22.8797	25.7778
Os01g0161300	TCM_031847	26.43	26.6667
Os01g0161300	TCM_031854	27.0217	27.4549
Os01g0161300	TCM_031917	27.2189	27.8788
Os01g0161300	TCM_031926	27.0217	26.2704
Os01g0161300	TCM_032035	21.9921	27.0631
Os01g0161300	TCM_032520	27.5148	23.0579
Os01g0161300	TCM_044531	25.0493	26.8783
Os01g0161300	TCM_044741	23.6686	26.4317
Os01g0161300	TCM_044742	27.4162	27.7169
Os01g0161300	TCM_045328	27.1203	28.2922
Os01g0161300	TCM_045334	28.501	30.1356
Os01g0161300	TCM_046011	27.5148	27.9559
Os01g0161300	TCM_046012	17.0611	30.4042
Os01g0161300	TCM_046013	21.8935	22.4016
Os01g0161300	TCM_046015	27.5148	27.9559
Os01g0161300	TCM_046017	20.217	32.8526
Os01g0161300	TCM_046023	18.0473	23.8281
Os01g0162300	TCM_007334	40.4321	37.4286
Os01g0162300	TCM_019551	37.963	17.3484
Os01g0162300	TCM_019582	24.3827	32.2449
Os01g0162300	TCM_030541	39.5062	25.3968
Os01g0162300	TCM_030544	39.5062	36.8876
Os01g0162300	TCM_030696	24.0741	34.9776
Os01g0162300	TCM_030699	24.6914	34.7826
Os01g0162300	TCM_030701	20.3704	40.4908
Os01g0162300	TCM_030707	36.7284	39.2739
Os01g0162300	TCM_031839	22.5309	37.6289
Os01g0162300	TCM_031848	37.3457	33.2418
Os01g0162300	TCM_031857	12.3457	26.4901
Os01g0162300	TCM_031860	37.3457	24.6436
Os01g0162300	TCM_031968	30.8642	30.303
Os01g0162300	TCM_031996	27.7778	34.8837
Os01g0162300	TCM_032007	38.8889	22.7027
Os01g0162300	TCM_032009	20.3704	35.4839
Os01g0162300	TCM_032018	39.5062	19.542
Os01g0162300	TCM_032031	24.6914	40.6091
Os01g0162300	TCM_032507	39.1975	14.2857
Os01g0162300	TCM_032528	40.4321	20.6625
Os01g0162300	TCM_032694	37.037	31.9149
Os01g0162300	TCM_046014	24.6914	39.604
Os01g0162300	TCM_046876	40.4321	29.9087
Os01g0162300	TCM_046877	40.4321	29.9087
Os01g0162800	TCM_017215	20.155	29.2546
Os01g0162800	TCM_017219	31.5891	27.0989
Os01g0162800	TCM_019545	25.969	31.4554
Os01g0162800	TCM_019546	29.5543	32.831
Os01g0162800	TCM_019574	30.814	33.0218
Os01g0162800	TCM_020252	16.1822	29.8748
Os01g0162800	TCM_021646	34.3992	33.4906
Os01g0162800	TCM_021647	34.4961	33.4586
Os01g0162800	TCM_025238	31.8798	35.4144
Os01g0162800	TCM_030697	31.3953	31.4869
Os01g0162800	TCM_030700	30.9109	31.122
Os01g0162800	TCM_031781	25.2907	32.2621
Os01g0162800	TCM_031783	28.5853	30.4124
Os01g0162800	TCM_031790	27.4225	30.7943
Os01g0162800	TCM_031842	31.1047	31.7507
Os01g0162800	TCM_031844	27.1318	31.1111
Os01g0162800	TCM_031847	30.7171	31.5423
Os01g0162800	TCM_031854	31.4922	32.5651
Os01g0162800	TCM_031917	31.1047	32.4242
Os01g0162800	TCM_031926	30.7171	30.3931
Os01g0162800	TCM_032035	25.4845	31.9175
Os01g0162800	TCM_032520	31.686	27.0248
Os01g0162800	TCM_044531	29.5543	32.2751
Os01g0162800	TCM_044741	27.8101	31.6079
Os01g0162800	TCM_044742	31.0078	31.9043
Os01g0162800	TCM_045328	31.7829	33.7449
Os01g0162800	TCM_045334	32.3643	34.8279
Os01g0162800	TCM_046011	31.3953	32.4649
Os01g0162800	TCM_046012	18.2171	33.0404
Os01g0162800	TCM_046013	26.0659	27.1443
Os01g0162800	TCM_046015	31.9767	33.0661
Os01g0162800	TCM_046017	20.4457	33.8141
Os01g0162800	TCM_046023	21.7054	29.1667
Os01g0163000	TCM_017215	21.7078	29.6765
Os01g0163000	TCM_017219	34.7737	28.0964
Os01g0163000	TCM_019545	28.0864	32.0423
Os01g0163000	TCM_019546	30.5556	31.9699
Os01g0163000	TCM_019574	31.7901	32.0872
Os01g0163000	TCM_020252	16.2551	28.2648
Os01g0163000	TCM_021646	37.7572	34.6226
Os01g0163000	TCM_021647	38.5802	35.2444
Os01g0163000	TCM_025238	31.4815	32.9386
Os01g0163000	TCM_030697	32.9218	31.0982
Os01g0163000	TCM_030700	33.4362	31.7073
Os01g0163000	TCM_031781	28.9095	34.7342
Os01g0163000	TCM_031783	32.3045	32.3711
Os01g0163000	TCM_031790	26.749	28.2916
Os01g0163000	TCM_031842	31.7901	30.5638
Os01g0163000	TCM_031844	27.8807	30.1111
Os01g0163000	TCM_031847	31.893	30.8458
Os01g0163000	TCM_031854	32.2016	31.3627
Os01g0163000	TCM_031917	32.5103	31.9192
Os01g0163000	TCM_031926	32.6132	30.3931
Os01g0163000	TCM_032035	25.9259	30.5825
Os01g0163000	TCM_032520	34.465	27.686
Os01g0163000	TCM_044531	30.9671	31.8519
Os01g0163000	TCM_044741	30.0412	32.1586
Os01g0163000	TCM_044742	32.8189	31.8046
Os01g0163000	TCM_045328	32.6132	32.6132
Os01g0163000	TCM_045334	33.3333	33.7852
Os01g0163000	TCM_046011	32.8189	31.9639
Os01g0163000	TCM_046012	18.2099	31.1072
Os01g0163000	TCM_046013	26.0288	25.5298
Os01g0163000	TCM_046015	32.9218	32.0641
Os01g0163000	TCM_046017	19.856	30.9295
Os01g0163000	TCM_046023	20.5761	26.0417
Os01g0164075	TCM_042460	31.4607	31.8182
Os01g0164300	TCM_042460	37.6289	41.4773
Os01g0164400	TCM_042209	70.3125	28.8462
Os01g0164500	TCM_042444	60.1236	65.8206
Os01g0164600	TCM_042221	56.7976	58.0247
Os01g0164700	TCM_043075	36.9231	14.9533
Os01g0164800	TCM_021601	47.8261	10.4762
Os01g0164900	TCM_021601	8.52391	3.54978
Os01g0165100	TCM_042425	54.9801	55.4217
Os01g0165200	TCM_021589	32.8571	31.8119
Os01g0165200	TCM_040634	32.1429	25.7143
Os01g0165600	TCM_042236	43.5294	48.0519
Os01g0166100	TCM_017002	56.7976	56.2874
Os01g0166100	TCM_018584	20.2417	36.8132
Os01g0166100	TCM_019891	35.9517	33.8068
Os01g0166100	TCM_024573	15.4079	36.1702
Os01g0166100	TCM_042417	58.6103	56.2319
Os01g0166300	TCM_017002	54.0541	35.9281
Os01g0166300	TCM_018584	24.7748	30.2198
Os01g0166300	TCM_019891	46.3964	29.2614
Os01g0166300	TCM_024573	18.9189	29.7872
Os01g0166300	TCM_042417	53.6036	34.4928
Os01g0166400	TCM_000061	35.8586	38.7978
Os01g0166500	TCM_019750	27.6423	36.5591
Os01g0166500	TCM_045439	27.6423	31.3364
Os01g0166700	TCM_019744	43.3628	42.9825
Os01g0166800	TCM_045552	52.0938	52.5338
Os01g0167500	TCM_042281	83.7079	84.4193
Os01g0167750	TCM_000473	43.7898	42.3729
Os01g0167900	TCM_042295	38.4259	26.8608
Os01g0168100	TCM_042295	41.3153	39.644
Os01g0168200	TCM_019676	64.1221	60.4317
Os01g0168300	TCM_045580	53.1579	45.0893
Os01g0168400	TCM_019639	66.2763	61.2554
Os01g0168400	TCM_042314	56.4403	58.9242
Os01g0168400	TCM_045585	57.377	56.582
Os01g0168500	TCM_045589	69.0648	70.073
Os01g0168800	TCM_037404	33.631	36.9281
Os01g0169400	TCM_012190	49.004	65.7754
Os01g0169400	TCM_016952	43.4263	63.3721
Os01g0169500	TCM_047033	40.3909	40.0646
Os01g0169800	TCM_010471	40.4339	51.3784
Os01g0169800	TCM_012202	45.7594	51.3274
Os01g0169900	TCM_012206	22.2414	26.875
Os01g0169900	TCM_016944	43.9655	47.1349
Os01g0170000	TCM_012207	55.6213	27.0115
Os01g0170000	TCM_012210	63.6095	27.635
Os01g0170000	TCM_016942	65.3846	28.2971
Os01g0170100	TCM_012211	43.3824	25.2677
Os01g0170300	TCM_012215	56.5801	56.6816
Os01g0170500	TCM_012159	65.3396	59.4883
Os01g0170600	TCM_021355	0	0
Os01g0170800	TCM_033516	37.7261	24.4966
Os01g0171000	TCM_010430	74.5223	74.7604
Os01g0171800	TCM_012094	49.4083	48.5465
Os01g0171800	TCM_047031	44.6746	44.8071
Os01g0172000	TCM_046984	59.2593	18.5615
Os01g0172100	TCM_016925	52.1628	50.2451
Os01g0172200	TCM_016908	55.7312	54.7927
Os01g0172300	TCM_027160	36.5591	43.3121
Os01g0172300	TCM_037003	35.4839	38.1503
Os01g0172300	TCM_038091	35.4839	37.2881
Os01g0172400	TCM_038087	69.335	69.8511
Os01g0172600	TCM_038079	73.5683	51.7028
Os01g0172900	TCM_018359	29.1525	18.9427
Os01g0173000	TCM_028225	46.4481	38.1166
Os01g0173600	TCM_028262	46.9767	59.4118
Os01g0173600	TCM_038045	43.7209	55.9524
Os01g0173900	TCM_030691	3.92027	65.5556
Os01g0174100	TCM_028280	37.8378	31.3433
Os01g0174100	TCM_038043	33.3333	25.1701
Os01g0174300	TCM_038036	73.3119	69.9387
Os01g0174500	TCM_015195	41.5842	35.694
Os01g0174600	TCM_015195	1.79211	1.41643
Os01g0174700	TCM_038023	62.8803	65.4008
Os01g0174900	TCM_028351	48.6486	53.2544
Os01g0175000	TCM_028354	69.2607	62.2378
Os01g0175000	TCM_038007	72.3735	72.3735
Os01g0175000	TCM_038377	71.9844	74.2972
Os01g0175100	TCM_028393	31.1594	35.5372
Os01g0175100	TCM_037996	31.1594	33.3333
Os01g0175600	TCM_028405	67.1131	67.515
Os01g0175600	TCM_037993	65.625	65.9193
Os01g0175600	TCM_038366	67.5595	68.1682
Os01g0175700	TCM_028405	67.1131	67.515
Os01g0175700	TCM_037993	66.5179	66.8161
Os01g0175700	TCM_038366	67.5595	68.1682
Os01g0175850	TCM_022200	14.2857	28.4722
Os01g0176000	TCM_022321	46.1847	46.9388
Os01g0176000	TCM_022334	45.1807	44.9102
Os01g0176000	TCM_022335	44.7791	45.2333
Os01g0176000	TCM_022336	45.7831	46.5306
Os01g0176000	TCM_022338	40.5622	40.8081
Os01g0176000	TCM_022340	45.5823	46.3265
Os01g0176000	TCM_025453	39.759	44.5946
Os01g0176000	TCM_025454	45.3815	34.3988
Os01g0176000	TCM_030167	42.9719	43.4077
Os01g0176100	TCM_022321	45.3094	46.3265
Os01g0176100	TCM_022334	45.3094	45.3094
Os01g0176100	TCM_022335	43.513	44.2191
Os01g0176100	TCM_022336	44.9102	45.9184
Os01g0176100	TCM_022338	42.1158	42.6263
Os01g0176100	TCM_022340	45.7086	46.7347
Os01g0176100	TCM_025453	37.525	42.3423
Os01g0176100	TCM_025454	44.9102	34.2466
Os01g0176100	TCM_030167	42.3154	43.002
Os01g0176200	TCM_022321	45.4728	46.1224
Os01g0176200	TCM_022334	44.2656	43.9122
Os01g0176200	TCM_022335	45.674	46.0446
Os01g0176200	TCM_022336	46.0765	46.7347
Os01g0176200	TCM_022338	41.6499	41.8182
Os01g0176200	TCM_022340	48.0885	48.7755
Os01g0176200	TCM_025453	38.833	43.4685
Os01g0176200	TCM_025454	46.4789	35.1598
Os01g0176200	TCM_030167	43.0583	43.4077
Os01g0176300	TCM_027267	53.0827	48.8243
Os01g0176400	TCM_028436	37.6289	17.2577
Os01g0176500	TCM_028441	43.3894	49.1826
Os01g0176700	TCM_037970	44.8637	45.8244
Os01g0176800	TCM_028445	47.301	48.7276
Os01g0176900	TCM_021602	20.0658	36.3095
Os01g0177100	TCM_037959	57.5827	58.5168
Os01g0177200	TCM_031292	72.5441	70.936
Os01g0177400	TCM_028576	38.3784	38.2749
Os01g0177400	TCM_037958	36.7568	38.3099
Os01g0177400	TCM_038315	37.5676	40.6433
Os01g0177900	TCM_037956	73.8429	72.8216
Os01g0178000	TCM_038310	62.6904	62.6904
Os01g0178000	TCM_046833	74.6193	74.6193
Os01g0178100	TCM_037953	47.1698	43.7637
Os01g0178200	TCM_037952	54.0541	62.7178
Os01g0178400	TCM_037948	55.122	20.7339
Os01g0178500	TCM_028600	55.2764	54.4554
Os01g0178500	TCM_037947	50.7538	43.5345
Os01g0178700	TCM_028608	48.8263	49.8801
Os01g0178700	TCM_037943	30.5164	44.3686
Os01g0178700	TCM_038306	49.5305	47.3094
Os01g0179200	TCM_037935	65.1163	49.2308
Os01g0179200	TCM_037936	67.4419	67.2464
Os01g0179300	TCM_037938	47.7341	36.4896
Os01g0179300	TCM_037939	47.1299	48.9028
Os01g0179400	TCM_038299	59.1569	57.8032
Os01g0179500	TCM_038296	33.6735	21.0924
Os01g0179600	TCM_006309	35.5236	36.9658
Os01g0179600	TCM_006310	35.3183	37.4728
Os01g0179600	TCM_006311	33.8809	35.8696
Os01g0179600	TCM_020202	38.193	40
Os01g0179600	TCM_020203	37.9877	39.9568
Os01g0179600	TCM_046220	37.577	39.2704
Os01g0179700	TCM_005722	94.5813	65.0847
Os01g0179700	TCM_014837	92.6108	92.1569
Os01g0179700	TCM_015886	94.0887	94.0887
Os01g0179800	TCM_037919	54.6318	56.3725
Os01g0180000	TCM_037917	57.3077	40.2703
Os01g0180000	TCM_038288	54.6154	46.2541
Os01g0180300	TCM_028684	36.6841	36.6841
Os01g0180400	TCM_028685	38.8298	18.0693
Os01g0180600	TCM_037911	47.7941	54.368
Os01g0180800	TCM_028691	73.4911	72.2093
Os01g0181000	TCM_037907	26.3866	29.4007
Os01g0182200	TCM_026035	56.9106	58.5774
Os01g0182200	TCM_045243	53.252	54.1322
Os01g0182300	TCM_028719	25.1462	31.1594
Os01g0182300	TCM_037131	21.6374	23.125
Os01g0182300	TCM_037906	20.4678	20.9581
Os01g0182400	TCM_001294	24.8016	26.096
Os01g0182500	TCM_001288	24.7525	23.2558
Os01g0182500	TCM_001291	26.2376	24.8826
Os01g0182500	TCM_035706	26.2376	24.6512
Os01g0182600	TCM_035715	72.1552	71.4774
Os01g0182700	TCM_001282	39.2857	48.6726
Os01g0182700	TCM_005744	29.6429	40.0966
Os01g0182832	TCM_001277	29.5107	5.99751
Os01g0182900	TCM_001277	71.3846	7.20945
Os01g0183000	TCM_035745	60.4905	64.5349
Os01g0183000	TCM_044748	58.3106	62.5731
Os01g0183100	TCM_002001	62.3596	57.1184
Os01g0183300	TCM_035803	51.3912	47.5038
Os01g0183400	TCM_008853	24.3697	24.8927
Os01g0183500	TCM_001259	47.1204	17.6817
Os01g0183500	TCM_006164	45.5497	17.0588
Os01g0183500	TCM_007006	47.644	17.9842
Os01g0183500	TCM_007007	44.5026	16.7653
Os01g0183500	TCM_007008	36.6492	28.1124
Os01g0183500	TCM_007011	47.1204	17.4081
Os01g0183500	TCM_011159	7.32984	6.19469
Os01g0183500	TCM_011163	18.3246	9.35829
Os01g0183500	TCM_016977	37.6963	14.5749
Os01g0183500	TCM_016981	42.9319	16.1417
Os01g0183500	TCM_035652	45.0262	16.9625
Os01g0183500	TCM_035655	44.5026	16.441
Os01g0183500	TCM_035792	43.4555	16.0853
Os01g0183633	TCM_029088	43.1193	46.0784
Os01g0183633	TCM_037592	44.9541	34.7518
Os01g0184000	TCM_044402	54.3536	54.4974
Os01g0184100	TCM_037345	64.4578	68.5897
Os01g0184100	TCM_037346	55.4217	58.5987
Os01g0184100	TCM_037347	62.6506	65.4088
Os01g0184500	TCM_035812	61.92	62.7229
Os01g0184500	TCM_035834	21.28	33.6709
Os01g0184800	TCM_017106	72.51	72.51
Os01g0184900	TCM_018380	72.5429	72.6562
Os01g0185100	TCM_011794	40.1015	25.817
Os01g0185200	TCM_032306	72.2362	72.1455
Os01g0185400	TCM_018392	44.1038	37.7778
Os01g0185500	TCM_018396	46.4286	41.9355
Os01g0185900	TCM_011792	40.4339	33.9404
Os01g0185900	TCM_013860	39.2505	32.5163
Os01g0185900	TCM_018403	39.2505	34.9123
Os01g0186000	TCM_001265	32.6425	25.7143
Os01g0186000	TCM_035897	29.0155	24.2424
Os01g0186000	TCM_037343	30.5699	37.1069
Os01g0186200	TCM_011808	46.3291	46.8031
Os01g0186700	TCM_037331	72.6103	75.5258
Os01g0186700	TCM_037602	68.9338	70.7547
Os01g0186900	TCM_037329	53.8631	49.8978
Os01g0186900	TCM_037603	56.0706	49.8039
Os01g0186900	TCM_042422	55.1876	48.6381
Os01g0187400	TCM_037241	65.6883	64.7383
Os01g0187400	TCM_037740	64.5004	63.8754
Os01g0187500	TCM_001589	19.6809	9.53608
Os01g0187500	TCM_001620	19.6809	8.8729
Os01g0187500	TCM_001774	20.2128	9.29095
Os01g0187500	TCM_001776	3.7234	5.7377
Os01g0187500	TCM_002709	1.59574	3.8961
Os01g0187500	TCM_015076	25	10.5145
Os01g0187600	TCM_037648	42.7966	19.2748
Os01g0187900	TCM_028884	50.2732	51.6854
Os01g0188100	TCM_034705	71.8563	71.0059
Os01g0188200	TCM_006006	31.8644	8.20244
Os01g0188400	TCM_034707	72.457	78.3418
Os01g0188400	TCM_037219	73.7089	65.0553
Os01g0188400	TCM_041338	74.1784	73.4884
Os01g0190000	TCM_028897	68.0702	58.9666
Os01g0190400	TCM_028902	64.6288	59.4378
Os01g0190400	TCM_037776	64.8472	57.0058
Os01g0190500	TCM_028905	46.4516	53.202
Os01g0190500	TCM_037770	51.3979	53.7079
Os01g0191000	TCM_041467	64.7727	65.1429
Os01g0191100	TCM_019444	52.6316	43.1655
Os01g0191150	TCM_037232	51.7241	18.8679
Os01g0191150	TCM_037757	58.6207	25.9542
Os01g0191200	TCM_011289	38.9439	45.3846
Os01g0191200	TCM_028914	38.6139	45.1737
Os01g0191300	TCM_037747	66.5127	62.3377
Os01g0191500	TCM_028915	52.0792	54.1152
Os01g0191500	TCM_037745	59.2079	51.2864
Os01g0191800	TCM_037236	85.6164	85.034
Os01g0191900	TCM_037245	36.3636	30.3797
Os01g0191900	TCM_037728	34.0909	30.1003
Os01g0192000	TCM_037243	47.1503	48.2759
Os01g0192000	TCM_037730	50.5181	48.2673
Os01g0192300	TCM_037276	43.5484	48.913
Os01g0192500	TCM_017433	21.7899	19.5122
Os01g0192600	TCM_037272	74.928	75.1445
Os01g0192600	TCM_037697	73.487	73.487
Os01g0192900	TCM_037704	56.6604	56.8738
Os01g0193500	TCM_037712	33.1126	33.4821
Os01g0193600	TCM_028965	63.9138	65.5617
Os01g0193900	TCM_021168	29.7746	21.1636
Os01g0193900	TCM_026624	30.4864	21.9846
Os01g0194000	TCM_036996	36.4389	28.8052
Os01g0194300	TCM_037633	58.7629	57.868
Os01g0194600	TCM_037306	44.8	36.3636
Os01g0195200	TCM_029057	61.6071	30.7692
Os01g0195200	TCM_037655	65.1786	21.9384
Os01g0195400	TCM_029056	33.6806	37.8906
Os01g0195400	TCM_037291	34.0278	35.1254
Os01g0195500	TCM_035332	19.598	47.561
Os01g0195500	TCM_037295	75.8794	76.2626
Os01g0195500	TCM_037649	74.8744	78.0105
Os01g0195801	TCM_037645	24.9135	13.7667
Os01g0196300	TCM_037645	20.5011	17.2084
Os01g0196500	TCM_029017	46.2687	38.1148
Os01g0196600	TCM_037673	63.048	61.3821
Os01g0197100	TCM_029010	55.102	59.867
Os01g0197200	TCM_029008	86.6397	84.7525
Os01g0197400	TCM_029032	35.2697	24.9267
Os01g0197500	TCM_037290	40.7643	23.7918
Os01g0197700	TCM_037648	46.0177	49.6183
Os01g0197900	TCM_034708	31.7829	37.5
Os01g0198000	TCM_034708	20.5734	37.1951
Os01g0198100	TCM_034708	0	0
Os01g0198200	TCM_028872	76.7296	67.1252
Os01g0198200	TCM_037217	78.6164	70.2247
Os01g0198500	TCM_028870	24.0506	27.0142
Os01g0198500	TCM_037801	24.0506	26.1468
Os01g0198900	TCM_037213	25	32.1429
Os01g0198900	TCM_037214	22.2222	30.7692
Os01g0198900	TCM_037216	23.1481	32.0513
Os01g0198900	TCM_037804	21.2963	27.381
Os01g0199300	TCM_037213	25	28.5714
Os01g0199300	TCM_037214	24.4792	30.1282
Os01g0199300	TCM_037216	27.0833	33.3333
Os01g0199300	TCM_037804	25	28.5714
Os01g0199400	TCM_037212	65.0633	62.6829
Os01g0199700	TCM_037210	31.4894	40.2174
Os01g0199900	TCM_026264	62.7575	60.6432
Os01g0200000	TCM_005637	73.4177	74.1214
Os01g0200200	TCM_037209	33.5294	38
Os01g0200300	TCM_028866	61.7169	31.7422
Os01g0200300	TCM_037207	60.0928	29.4318
Os01g0200400	TCM_037206	53.0534	54.0856
Os01g0200500	TCM_028859	44.6483	44.3769
Os01g0200600	TCM_028851	36.8421	35.1464
Os01g0200600	TCM_037194	42.5439	37.1647
Os01g0200600	TCM_037811	40.7895	36.9048
Os01g0200700	TCM_031513	62.9032	62.9032
Os01g0201100	TCM_031519	49.5833	56.3981
Os01g0201200	TCM_029853	45.6483	51.6064
Os01g0201250	TCM_029847	41.9811	29.2763
Os01g0201250	TCM_031539	41.0377	35.9504
Os01g0201400	TCM_004618	28.7671	36.2069
Os01g0201400	TCM_021204	30.137	34.375
Os01g0201400	TCM_026650	30.8219	38.1356
Os01g0201600	TCM_001855	30.5648	26.5896
Os01g0201700	TCM_036541	51.4493	63.964
Os01g0202700	TCM_023287	55.1136	55.7471
Os01g0202800	TCM_029622	57.6779	51.6779
Os01g0203000	TCM_029628	56.4384	62.9969
Os01g0203300	TCM_031956	34.8416	24.2902
Os01g0203800	TCM_029641	33.4615	33.8521
Os01g0203800	TCM_032001	36.5385	41.4847
Os01g0204000	TCM_032013	43.9453	40.6137
Os01g0205100	TCM_029660	53.0184	53.8667
Os01g0205200	TCM_029664	55.4723	42.3341
Os01g0205600	TCM_020836	39.2713	40.249
Os01g0205600	TCM_020837	45.3441	46.8619
Os01g0205600	TCM_042818	42.1053	42.623
Os01g0205700	TCM_001738	88.412	50.3667
Os01g0205700	TCM_029670	69.0987	42.8191
Os01g0205900	TCM_001737	60.8563	62.1875
Os01g0206300	TCM_029677	55.5773	60.1695
Os01g0206700	TCM_029678	68.3297	66.4557
Os01g0206800	TCM_029682	48.4627	46.2937
Os01g0207200	TCM_031780	47.3515	47.8896
Os01g0207200	TCM_047065	48.3146	48.0064
Os01g0207200	TCM_047066	25.8427	39.8515
Os01g0207400	TCM_031780	34.5098	14.2857
Os01g0207400	TCM_047065	34.5098	14.0351
Os01g0207400	TCM_047066	17.6471	11.1386
