Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	%id. target Beta vulgaris subsp. vulgaris gene identical to query gene	%id. query gene identical to target Beta vulgaris subsp. vulgaris gene
Os01g0169900	BVRB_4g096260	36.7241	35.7983
Os01g0170000	BVRB_1g011340	63.0177	27.2031
Os01g0170000	BVRB_5g117710	62.1302	26.9576
Os01g0170100	BVRB_5g117700	40.4412	23.4542
Os01g0170300	BVRB_5g117660	51.2086	54.2695
Os01g0170500	BVRB_5g117590	61.8267	63.0072
Os01g0170600	BVRB_3g054080	0	0
Os01g0170800	BVRB_8g201850	38.2429	26.1484
Os01g0171000	BVRB_6g148520	70.7006	71.4976
Os01g0171800	BVRB_5g117270	50.2959	46.9613
Os01g0172000	BVRB_2g027550	56.2963	17.0787
Os01g0172200	BVRB_4g093010	52.5692	56.5156
Os01g0172200	BVRB_4g093620	52.7009	55.8659
Os01g0172300	BVRB_2g030350	35.4839	41.5094
Os01g0172300	BVRB_8g194350	30.1075	32.1839
Os01g0172300	BVRB_9g219630	34.4086	40.7643
Os01g0172400	BVRB_8g194400	71.0591	71.5881
Os01g0172600	BVRB_8g194440	71.8062	50.7788
Os01g0173000	BVRB_9g219690	49.1803	52.0231
Os01g0173100	BVRB_2g042840	66.4474	69.6552
Os01g0173100	BVRB_8g194660	68.4211	78.7879
Os01g0173600	BVRB_8g194820	26.9767	52.7273
Os01g0173600	BVRB_9g219760	46.0465	57.8947
Os01g0173900	BVRB_9g220080	57.6744	66.1081
Os01g0173900	BVRB_9g220100	57.8738	66.3366
Os01g0174000	BVRB_3g070510	18.1556	38.4146
Os01g0174100	BVRB_8g194840	31.5315	32.7103
Os01g0174300	BVRB_8g194860	69.7749	67.8125
Os01g0174500	BVRB_3g055160	36.9637	37.2093
Os01g0174600	BVRB_3g055160	1.07527	0.996678
Os01g0174700	BVRB_8g195020	60.0406	56.381
Os01g0174900	BVRB_1g009150	42.1622	56.9343
Os01g0175000	BVRB_2g043010	64.2023	62.2642
Os01g0175000	BVRB_8g195090	27.2374	56
Os01g0175000	BVRB_9g220050	65.7588	66.0156
Os01g0175100	BVRB_8g195240	29.7101	35.6522
Os01g0175100	BVRB_8g195250	28.9855	34.7826
Os01g0175600	BVRB_9g220140	65.1786	66.6667
Os01g0175600	BVRB_9g220150	65.0298	67.2308
Os01g0175600	BVRB_9g220160	62.2024	63.6225
Os01g0175600	BVRB_9g220170	64.2857	65.6535
Os01g0175700	BVRB_9g220140	65.4762	66.9711
Os01g0175700	BVRB_9g220150	65.625	67.8462
Os01g0175700	BVRB_9g220160	62.5	63.9269
Os01g0175700	BVRB_9g220170	65.3274	66.7173
Os01g0176000	BVRB_7g161130	39.3574	39.2786
Os01g0176000	BVRB_7g161150	44.9799	45.6212
Os01g0176000	BVRB_7g161310	41.3655	42.1268
Os01g0176100	BVRB_7g161130	38.3234	38.477
Os01g0176100	BVRB_7g161150	43.7126	44.6029
Os01g0176100	BVRB_7g161310	41.1178	42.1268
Os01g0176200	BVRB_7g161130	40.4427	40.2806
Os01g0176200	BVRB_7g161150	45.8753	46.4358
Os01g0176200	BVRB_7g161310	42.2535	42.9448
Os01g0176400	BVRB_9g220260	38.1443	17.6611
Os01g0176500	BVRB_9g220270	41.7067	46.0212
Os01g0176700	BVRB_8g195490	40.6709	40.501
Os01g0176800	BVRB_5g121990	25.0686	27.3726
Os01g0176800	BVRB_9g220280	39.6157	41.3168
Os01g0176900	BVRB_5g103320	16.7763	39.8438
Os01g0177100	BVRB_8g195540	53.9339	55.7126
Os01g0177200	BVRB_4g093360	69.5214	69.3467
Os01g0177400	BVRB_2g043500	34.5946	36.3636
Os01g0177400	BVRB_9g220330	36.2162	34.9869
Os01g0177900	BVRB_2g043550	67.8121	67.955
Os01g0177900	BVRB_8g195550	69.425	69.8166
Os01g0178000	BVRB_9g220350	69.5431	69.1919
Os01g0178100	BVRB_8g195560	44.3396	44.2353
Os01g0178200	BVRB_8g195570	51.952	60.4895
Os01g0178500	BVRB_9g220380	49.7487	50.5102
Os01g0178700	BVRB_2g043630	46.0094	45.7944
Os01g0178700	BVRB_8g195660	47.1831	47.2941
Os01g0178700	BVRB_9g220400	44.3662	43.649
Os01g0178850	BVRB_8g195730	30.3797	43.6364
Os01g0178900	BVRB_3g057230	14.2586	8.63061
Os01g0178900	BVRB_3g063600	13.4981	7.41127
Os01g0178900	BVRB_3g063850	12.7376	7.36264
Os01g0178900	BVRB_3g063870	14.8289	8
Os01g0178900	BVRB_3g063940	11.4068	6.61521
Os01g0178900	BVRB_3g063960	14.0684	8.09628
Os01g0178900	BVRB_3g063990	12.3574	6.61241
Os01g0178900	BVRB_6g151170	13.6882	7.75862
Os01g0179200	BVRB_6g135410	9.30233	69.5652
Os01g0179200	BVRB_8g195700	68.0233	69.0266
Os01g0179300	BVRB_2g043720	47.7341	49.375
Os01g0179400	BVRB_2g043710	56.534	54.8886
Os01g0179500	BVRB_2g043730	30.705	19.5974
Os01g0179600	BVRB_3g065130	32.8542	29.9065
Os01g0179600	BVRB_3g065160	38.193	38.9121
Os01g0179700	BVRB_1g017560	89.1626	89.604
Os01g0179700	BVRB_5g105030	87.6847	88.1188
Os01g0179800	BVRB_8g196000	56.5321	57.0743
Os01g0180000	BVRB_8g196020	52.8846	45.3048
Os01g0180300	BVRB_9g220610	32.1149	32.7128
Os01g0180400	BVRB_2g043780	39.3617	18.0488
Os01g0180600	BVRB_8g196080	47.6307	53.1449
Os01g0180700	BVRB_2g043810	33.908	31.4387
Os01g0180800	BVRB_9g220650	69.4675	69.0588
Os01g0181000	BVRB_8g196090	24.3697	25.6184
Os01g0182200	BVRB_2g035730	53.6585	56.6524
Os01g0182300	BVRB_2g043880	19.883	26.3566
Os01g0182300	BVRB_8g196100	21.6374	24.5033
Os01g0182400	BVRB_6g133550	23.6111	23.6581
Os01g0182500	BVRB_1g012180	22.7723	21.6981
Os01g0182600	BVRB_1g012190	70.6034	69.5246
Os01g0182700	BVRB_1g017620	30.3571	33.4646
Os01g0182700	BVRB_6g133580	37.1429	42.1053
Os01g0182832	BVRB_6g133220	25.3823	5.19074
Os01g0182900	BVRB_6g133220	70.4615	7.16073
Os01g0183000	BVRB_1g012240	57.7657	58.0822
Os01g0183000	BVRB_2g042040	59.1281	51.1792
Os01g0183000	BVRB_2g042060	58.3106	62.3907
Os01g0183000	BVRB_2g044420	17.7112	51.1811
Os01g0183100	BVRB_3g056890	59.9251	61.1855
Os01g0183300	BVRB_1g012260	50.5728	45.9821
Os01g0183400	BVRB_6g150880	20.1681	32.8767
Os01g0183500	BVRB_005590	34.0314	14.6396
Os01g0183500	BVRB_005600	42.9319	22.2826
Os01g0183500	BVRB_6g136500	43.9791	17.7966
Os01g0183500	BVRB_6g136510	42.4084	17.382
Os01g0183500	BVRB_6g136530	43.4555	17.5847
Os01g0183500	BVRB_6g139180	0	0
Os01g0183500	BVRB_6g139190	42.9319	18.1416
Os01g0183500	BVRB_6g139200	43.4555	16.4032
Os01g0183500	BVRB_6g139210	40.3141	18.2898
Os01g0183500	BVRB_6g139230	45.5497	16.6031
Os01g0183500	BVRB_6g139250	26.178	50.5051
Os01g0183500	BVRB_6g155110	43.9791	15.3005
Os01g0183633	BVRB_7g170290	44.0367	46.6019
Os01g0183633	BVRB_8g199400	44.0367	41.7391
Os01g0184000	BVRB_5g115880	51.715	50.2564
Os01g0184100	BVRB_2g034210	56.6265	58.3851
Os01g0184100	BVRB_2g034220	66.8675	68.0982
Os01g0184100	BVRB_9g205180	65.6627	66.8712
Os01g0184500	BVRB_1g012340	58.72	55.2711
Os01g0184800	BVRB_005800	29.4821	63.2479
Os01g0184800	BVRB_9g206380	64.5418	64.5418
Os01g0184900	BVRB_5g119730	66.9267	67.0312
Os01g0185100	BVRB_6g154530	35.533	23.2558
Os01g0185200	BVRB_034760	8.29146	37.2881
Os01g0185200	BVRB_6g155420	72.6131	72.9798
Os01g0185200	BVRB_7g167260	71.7337	72.096
Os01g0185500	BVRB_2g047160	48.2143	50.3731
Os01g0185900	BVRB_2g047180	33.3333	31.8267
Os01g0185900	BVRB_5g115060	38.2643	31.3916
Os01g0185900	BVRB_6g154510	31.9527	32.2709
Os01g0186000	BVRB_2g034240	29.5337	33.3333
Os01g0186200	BVRB_6g154670	43.7975	43.25
Os01g0186700	BVRB_2g034320	70.9559	74.0883
Os01g0186900	BVRB_4g080280	52.7594	48.1855
Os01g0186900	BVRB_8g199340	55.4084	50.0998
Os01g0187400	BVRB_2g032970	65.1293	64.7222
Os01g0187400	BVRB_8g197950	60.2376	60.7898
Os01g0187500	BVRB_013870	2.65957	2.35849
Os01g0187500	BVRB_019070	14.8936	12.3894
Os01g0187500	BVRB_1g020020	21.2766	8.86918
Os01g0187500	BVRB_3g066240	21.8085	9.19283
Os01g0187500	BVRB_8g191380	21.2766	9.68523
Os01g0187500	BVRB_8g191390	20.7447	8.78378
Os01g0187600	BVRB_8g199000	38.9831	16.6969
Os01g0187900	BVRB_9g224810	47.8142	48.0769
Os01g0188100	BVRB_8g197380	72.7545	69.2308
Os01g0188200	BVRB_2g029630	28.4746	7.40088
Os01g0188400	BVRB_2g032690	69.1706	75.8148
Os01g0188400	BVRB_8g197290	72.3005	79.1096
Os01g0188400	BVRB_9g224840	74.1784	73.947
Os01g0190000	BVRB_9g224730	64.2105	57.0093
Os01g0190500	BVRB_8g197620	48.172	49.6674
Os01g0190500	BVRB_9g224700	42.7957	51.0256
Os01g0191000	BVRB_7g176420	63.0682	60
Os01g0191100	BVRB_7g159910	62.2807	63.964
Os01g0191150	BVRB_2g032850	53.4483	23.3083
Os01g0191150	BVRB_2g032860	50	21.8045
Os01g0191150	BVRB_8g197700	58.6207	25.9542
Os01g0191200	BVRB_9g212060	33.0033	37.594
Os01g0191300	BVRB_8g197850	62.8176	51.0319
Os01g0191500	BVRB_8g197860	59.0099	58.7771
Os01g0191800	BVRB_2g032910	83.9041	83.6177
Os01g0191900	BVRB_013250	37.5	30.3681
Os01g0192000	BVRB_2g033000	44.0415	44.0415
Os01g0192000	BVRB_8g197970	43.0052	44.0318
Os01g0192600	BVRB_002640	71.4697	71.6763
Os01g0192600	BVRB_2g033380	70.8934	70.8934
Os01g0192900	BVRB_004720	49.1557	65.995
Os01g0193600	BVRB_9g211700	62.298	60.8772
Os01g0193900	BVRB_012080	31.0795	22.3549
Os01g0193900	BVRB_4g081320	27.9953	22.6705
Os01g0194000	BVRB_2g030260	33.5404	28.5714
Os01g0194300	BVRB_8g199180	57.5601	55.4636
Os01g0194600	BVRB_2g034500	40	37.8788
Os01g0195200	BVRB_007120	53.3482	15.5397
Os01g0195200	BVRB_7g170700	45.0893	29.9259
Os01g0195400	BVRB_2g034620	33.3333	34.1637
Os01g0195500	BVRB_8g198990	76.8844	81.383
Os01g0195801	BVRB_8g199110	23.5294	12.7341
Os01g0196300	BVRB_8g199110	19.1344	15.7303
Os01g0196500	BVRB_008070	28.8557	41.1348
Os01g0196500	BVRB_7g176640	42.7861	43.6548
Os01g0196600	BVRB_008060	65.3445	64.8033
Os01g0197100	BVRB_7g176680	56.3265	56.0976
Os01g0197200	BVRB_7g176700	83.1984	81.8725
Os01g0197700	BVRB_8g199000	43.8938	45.0091
Os01g0197900	BVRB_8g197270	41.3437	17.9775
Os01g0197900	BVRB_8g197280	42.8941	16.1951
Os01g0198000	BVRB_8g197270	40.4722	26.9663
Os01g0198000	BVRB_8g197280	43.5076	25.1707
Os01g0198100	BVRB_8g197270	17.1053	8.76404
Os01g0198100	BVRB_8g197280	19.9561	8.87805
Os01g0198200	BVRB_2g032650	78.3019	68.1259
Os01g0198500	BVRB_9g221760	17.2996	24.2604
Os01g0198900	BVRB_2g032630	23.1481	30.4878
Os01g0198900	BVRB_8g197230	20.8333	27.2727
Os01g0199300	BVRB_2g032630	22.3958	26.2195
Os01g0199300	BVRB_8g197230	25.5208	29.697
Os01g0199400	BVRB_2g032620	61.0127	59.3596
Os01g0199700	BVRB_2g032600	24.6809	35.5828
Os01g0199900	BVRB_007930	58.954	33.2143
Os01g0199900	BVRB_8g196130	25.9905	45.4294
Os01g0199900	BVRB_8g196140	61.4897	62.3794
Os01g0200000	BVRB_3g056580	73.7342	74.6795
Os01g0200300	BVRB_2g032530	59.6288	30.5589
Os01g0200300	BVRB_9g221790	59.6288	30.7416
Os01g0200400	BVRB_2g032510	45.8015	47.2441
Os01g0200500	BVRB_9g221830	43.4251	43.2927
Os01g0200600	BVRB_2g032310	38.5965	31.8841
Os01g0200600	BVRB_8g197150	37.2807	30.0353
Os01g0200600	BVRB_9g221880	38.1579	36.8644
Os01g0200700	BVRB_4g096800	51.6129	49.2308
Os01g0201100	BVRB_4g096670	46.0417	52
Os01g0201200	BVRB_8g183100	42.4512	48.6762
Os01g0201250	BVRB_7g177420	40.0943	33.0739
Os01g0201250	BVRB_8g183030	37.7358	34.9345
Os01g0201400	BVRB_008000	32.1918	36.7188
Os01g0201400	BVRB_4g075780	27.3973	32.2581
Os01g0201400	BVRB_7g164620	20.5479	39.4737
Os01g0201400	BVRB_9g223970	33.5616	41.1765
Os01g0201600	BVRB_013410	28.5714	25.3687
Os01g0201700	BVRB_1g012640	47.1014	58.8235
Os01g0202700	BVRB_4g074700	59.6591	60
Os01g0202700	BVRB_9g214250	55.6818	54.7486
Os01g0202800	BVRB_8g201020	56.5543	51.7123
Os01g0203000	BVRB_8g201060	57.5342	63.8298
Os01g0203800	BVRB_4g085500	36.1538	39.5789
Os01g0203800	BVRB_8g181260	30	33.121
Os01g0204000	BVRB_4g085330	38.6719	36.5314
Os01g0205100	BVRB_8g181100	52.7559	52.3438
Os01g0205200	BVRB_6g150780	51.2744	38.9966
Os01g0205600	BVRB_2g037800	39.2713	39.2713
Os01g0205600	BVRB_3g056820	38.8664	39.6694
Os01g0205700	BVRB_8g181040	84.5494	51.8421
Os01g0205700	BVRB_9g209060	85.4077	48.8943
Os01g0205900	BVRB_9g208860	60.2446	61.5625
Os01g0205900	BVRB_9g208880	58.7156	60.1881
Os01g0205900	BVRB_9g208890	50.7645	59.4982
Os01g0205900	BVRB_9g209000	55.6575	68.6792
Os01g0205900	BVRB_9g209040	56.8807	57.764
Os01g0206300	BVRB_8g180980	53.0333	56.2241
Os01g0206700	BVRB_8g180970	64.2082	63.7931
Os01g0206800	BVRB_010740	41.2884	31.3682
Os01g0206800	BVRB_8g180950	44.3631	44.4282
Os01g0207200	BVRB_4g085690	47.9936	49.7504
Os01g0207400	BVRB_4g085690	36.0784	15.3078
Os01g0207600	BVRB_4g085690	39.7059	40.4326
Os01g0207700	BVRB_6g133300	36.6795	26.3889
Os01g0207900	BVRB_6g133300	42.0213	43.8889
Os01g0208000	BVRB_6g133300	40	18.3333
Os01g0208400	BVRB_4g085690	40.4221	41.431
Os01g0208600	BVRB_8g180870	22.7886	21.6524
Os01g0209000	BVRB_4g085810	66.4336	66.6667
Os01g0209200	BVRB_8g180840	59.9222	58.7786
Os01g0209200	BVRB_9g210330	59.9222	59.2308
Os01g0209400	BVRB_4g094200	66.5584	66.7752
Os01g0209700	BVRB_003650	45.3731	45.7831
Os01g0209800	BVRB_5g118540	60.7143	64.7059
Os01g0210400	BVRB_9g206270	47.0942	52.5727
Os01g0210500	BVRB_4g094190	61.4679	60.0897
Os01g0210600	BVRB_4g077350	49.7006	58.042
Os01g0210700	BVRB_3g066600	55.0749	48.605
Os01g0210700	BVRB_8g202040	54.0765	43.7416
Os01g0210800	BVRB_8g202090	16.6667	5.06823
Os01g0210900	BVRB_001630	55.1859	55.2941
Os01g0211000	BVRB_001630	55.7471	57.0588
Os01g0211200	BVRB_001630	57.1429	56.4706
Os01g0211600	BVRB_001630	61.2565	45.8824
Os01g0211800	BVRB_4g086160	46.6667	43.6261
Os01g0211800	BVRB_9g209240	45.7576	43.2665
Os01g0212100	BVRB_8g182110	74.5714	74.359
Os01g0214200	BVRB_8g182020	57.9832	58.4746
Os01g0214300	BVRB_4g085980	36.747	8.09019
Os01g0214300	BVRB_4g092650	32.5301	9.19932
Os01g0214400	BVRB_4g092660	54.7244	37.1658
Os01g0214500	BVRB_4g092670	71.4286	71.4286
Os01g0215100	BVRB_6g143470	52.0325	14.2857
Os01g0217000	BVRB_2g041030	36.2025	44.5483
Os01g0217000	BVRB_2g041040	44.3038	49.0196
Os01g0217000	BVRB_4g085060	39.7468	42.4324
Os01g0217000	BVRB_4g085070	43.038	47.8873
Os01g0217000	BVRB_4g085090	43.5443	46.4865
Os01g0217000	BVRB_4g085120	39.4937	43.8202
Os01g0217000	BVRB_8g181820	33.6709	53.2
Os01g0217000	BVRB_9g210620	38.481	41.3043
Os01g0217000	BVRB_9g225190	32.9114	52.6316
Os01g0218032	BVRB_7g160320	31.5574	31.0327
Os01g0218100	BVRB_8g181760	32.5843	34.252
Os01g0218200	BVRB_4g086190	56.1012	53.9342
Os01g0218700	BVRB_2g036070	55.3826	58.0163
Os01g0219000	BVRB_6g140390	34.8178	31.9703
Os01g0219100	BVRB_3g052130	62.0482	63.1902
Os01g0219600	BVRB_5g098890	57.5	57.7708
Os01g0220100	BVRB_5g098890	60	60.2826
Os01g0220200	BVRB_1g003260	53.719	17.5202
Os01g0220200	BVRB_3g052360	28.0992	10.8626
Os01g0220300	BVRB_4g097280	54.1096	53.3784
Os01g0220500	BVRB_5g098970	25.8929	30.5263
Os01g0221300	BVRB_3g052500	22.4806	18.6795
Os01g0221400	BVRB_2g025450	44.3038	59.322
Os01g0221400	BVRB_4g090120	43.038	32.381
Os01g0221400	BVRB_4g090140	44.3038	36.0825
Os01g0221400	BVRB_5g099390	45.5696	37.1134
Os01g0221700	BVRB_5g099650	53.2738	46.2532
Os01g0221900	BVRB_5g099570	36.3636	11.3636
Os01g0222300	BVRB_3g052750	32.9513	11.7587
Os01g0222500	BVRB_5g099500	70.1299	70.7424
Os01g0222700	BVRB_3g052620	47.5434	56.9204
Os01g0223600	BVRB_3g052610	55.2846	42.97
Os01g0223600	BVRB_5g099450	56.3008	44.8947
Os01g0224100	BVRB_3g052580	30.7895	29.9233
Os01g0224100	BVRB_5g099430	27.8947	29.6919
Os01g0224200	BVRB_3g052560	34.1176	31.0714
Os01g0224300	BVRB_5g099410	44.2857	46.9697
Os01g0224400	BVRB_1g003560	53.2609	12.2807
Os01g0224400	BVRB_3g052540	48.913	10.5634
Os01g0224500	BVRB_4g074020	35.3211	42.3077
Os01g0224700	BVRB_2g031740	53.7585	51.4161
Os01g0224700	BVRB_8g196270	52.164	55.1807
Os01g0224700	BVRB_8g196280	53.5308	55.9524
Os01g0225000	BVRB_9g220780	45.6522	63.3621
Os01g0225100	BVRB_7g172170	22.3404	12.2807
Os01g0225300	BVRB_3g053210	47.4403	24.9551
Os01g0225400	BVRB_1g004000	71.0145	28.2421
Os01g0225500	BVRB_1g004000	8.5213	9.79827
Os01g0226200	BVRB_3g052980	18.1159	23.3645
Os01g0226200	BVRB_5g099730	23.913	24.2054
Os01g0226300	BVRB_1g003910	62.3596	38.9474
Os01g0226300	BVRB_3g052970	64.0449	39.8601
Os01g0226300	BVRB_5g099710	65.7303	47.1774
Os01g0226400	BVRB_5g099700	67.619	68.3514
Os01g0226500	BVRB_1g003880	48.046	50.9756
Os01g0226600	BVRB_3g052940	46.0366	50
Os01g0226700	BVRB_8g196310	20	17.1233
Os01g0227100	BVRB_8g196400	65.6746	65.415
Os01g0227200	BVRB_8g196460	45.8961	48.9286
Os01g0227300	BVRB_2g031820	88.4058	88.835
Os01g0227300	BVRB_8g196470	84.058	84.058
Os01g0227500	BVRB_5g099850	35.4724	38.1226
Os01g0227700	BVRB_5g099850	37.8479	39.0805
Os01g0227800	BVRB_5g099850	35.7407	36.9732
Os01g0228300	BVRB_2g031830	61.2613	62.963
Os01g0228400	BVRB_2g031840	41.6667	42.6045
Os01g0228400	BVRB_8g196490	43.0818	46.9983
Os01g0228400	BVRB_8g196500	39.3082	51.0204
Os01g0228400	BVRB_8g196530	40.566	48.3146
Os01g0228500	BVRB_8g196580	43.0303	43.5583
Os01g0228500	BVRB_9g220940	51.8182	55.5195
Os01g0228600	BVRB_9g220970	35.1266	59.3583
Os01g0228600	BVRB_9g220980	69.9367	70.607
Os01g0228800	BVRB_8g196620	20.6696	16.6863
Os01g0229100	BVRB_042060	6.33397	23.4043
Os01g0229100	BVRB_2g031930	69.2898	69.5568
Os01g0229200	BVRB_2g031970	43.3193	44.1261
Os01g0229400	BVRB_8g196830	78.5047	80.7692
Os01g0229800	BVRB_2g032070	57.7922	26.0234
Os01g0229800	BVRB_2g032090	59.0909	26.1494
Os01g0229800	BVRB_2g032100	60.3896	23.1343
Os01g0229900	BVRB_4g086990	28.3088	14.1284
Os01g0229900	BVRB_4g087020	25.7353	11.5894
Os01g0229900	BVRB_9g204860	22.7941	13.5076
Os01g0230200	BVRB_8g196840	31.5271	32.3232
Os01g0230200	BVRB_9g221290	31.0345	32.8125
Os01g0231000	BVRB_8g196860	46.0076	42.4561
Os01g0231000	BVRB_9g221270	46.3878	41.0774
Os01g0231500	BVRB_8g196990	66.5116	67.1361
Os01g0231600	BVRB_2g032200	4.3956	1.39373
Os01g0231800	BVRB_9g221240	45.6432	20.0364
Os01g0231900	BVRB_9g221240	41.6838	36.9763
Os01g0232000	BVRB_2g032220	57.7689	58.7045
Os01g0232100	BVRB_2g032220	50.7812	52.6316
Os01g0232200	BVRB_2g032230	35.0476	38.1743
Os01g0232200	BVRB_2g032270	12	43.1507
Os01g0232200	BVRB_2g032280	16.1905	37.2807
Os01g0232300	BVRB_012540	35.7955	15.2358
Os01g0232300	BVRB_9g221210	50	18.585
Os01g0232400	BVRB_9g221920	47.1861	46.7143
Os01g0232500	BVRB_4g086990	32.1649	28.6239
Os01g0232500	BVRB_4g087020	32.5773	26.1589
Os01g0232500	BVRB_9g204860	35.6701	37.6906
Os01g0232700	BVRB_1g001220	78.4355	75.7143
Os01g0232800	BVRB_2g047500	66.7391	58.5878
Os01g0233000	BVRB_7g162650	39.7059	39.3204
Os01g0233100	BVRB_1g013710	52.7495	47.8743
Os01g0233400	BVRB_3g049070	29.1667	41.8803
Os01g0233400	BVRB_5g121100	53.5714	58.8235
Os01g0233500	BVRB_1g013710	52.1654	48.9834
Os01g0233800	BVRB_2g036150	60.3383	59.2251
Os01g0233900	BVRB_4g086990	29.8925	25.5046
Os01g0233900	BVRB_4g087020	32.043	24.6689
Os01g0233900	BVRB_9g204860	32.2581	32.6797
Os01g0234100	BVRB_003390	22.2222	24.8869
Os01g0234100	BVRB_003400	24.4444	38.4127
Os01g0234100	BVRB_003440	24.2424	26.087
Os01g0234100	BVRB_8g195160	31.5152	30.6483
Os01g0234300	BVRB_3g051970	34.9741	22.2039
Os01g0234700	BVRB_1g003020	33.5907	32.9545
Os01g0234700	BVRB_5g098670	32.4324	28.9655
Os01g0234700	BVRB_5g098690	16.9884	23.5294
Os01g0234800	BVRB_8g197430	84.2466	56.422
Os01g0234850	BVRB_1g003030	46.1538	36.7776
Os01g0234850	BVRB_3g051950	48.3517	38.1944
Os01g0234850	BVRB_5g098650	48.3517	37.6712
Os01g0234900	BVRB_1g003000	74.6398	80.4348
Os01g0234900	BVRB_3g051920	72.9107	79.0625
Os01g0234900	BVRB_5g098610	66.5706	69.1617
Os01g0235100	BVRB_5g098570	41.573	44.5783
Os01g0235200	BVRB_3g051880	44.7368	42.9885
Os01g0235300	BVRB_5g117560	61.6822	60.5505
Os01g0235350	BVRB_4g093240	27.2857	28.4226
Os01g0235350	BVRB_6g140170	24.2857	23.8095
Os01g0235400	BVRB_6g153240	49.262	27.4974
Os01g0235400	BVRB_8g195450	13.6531	14.5098
Os01g0235400	BVRB_8g195460	15.6827	48.5714
Os01g0235700	BVRB_1g002900	39.5462	36.6917
Os01g0235800	BVRB_008920	47.0085	31.7003
Os01g0236300	BVRB_1g002880	46.7811	48.9521
Os01g0236300	BVRB_5g125780	44.6352	48.9028
Os01g0236400	BVRB_3g051750	40.3785	36.4672
Os01g0236700	BVRB_5g125870	50	46.7597
Os01g0237000	BVRB_8g183210	37.6543	37.4233
Os01g0237100	BVRB_3g057430	28.0528	57.8231
Os01g0237100	BVRB_8g183200	60.7261	63.4483
Os01g0238800	BVRB_8g182610	46.3158	40.367
Os01g0238800	BVRB_9g225740	36.8421	37.234
Os01g0238800	BVRB_9g225760	33.6842	35.9551
Os01g0238900	BVRB_9g209700	70.7581	43.3628
Os01g0239000	BVRB_9g209620	36.9202	46.0648
Os01g0239100	BVRB_9g209610	64.4699	63.5593
Os01g0239200	BVRB_8g182550	72.9017	75.2475
Os01g0239700	BVRB_8g182490	58.6826	58.6826
Os01g0241000	BVRB_7g179900	13.577	18.8406
Os01g0241100	BVRB_9g205800	38.3795	38.2979
Os01g0241400	BVRB_8g182420	36.0294	35.7664
Os01g0241400	BVRB_9g209480	38.2353	35.1351
Os01g0242200	BVRB_9g209500	46.747	38.2643
Os01g0242500	BVRB_8g182170	64.4068	53.0233
Os01g0242600	BVRB_4g094030	43.3234	40.9537
Os01g0242900	BVRB_4g094000	44.8718	44.8718
Os01g0243000	BVRB_9g204090	54.8747	51.5707
Os01g0243100	BVRB_3g061690	35.0951	15.514
Os01g0243200	BVRB_4g087830	58.8372	51.1111
Os01g0243600	BVRB_4g079580	34.3348	34.9345
Os01g0243700	BVRB_013960	49.5868	52.1739
Os01g0246100	BVRB_2g026300	27.5862	24.4955
Os01g0246400	BVRB_5g102940	41.5842	42.4242
Os01g0246400	BVRB_5g102950	38.6139	44.5714
Os01g0246400	BVRB_5g102960	42.5743	43.6548
Os01g0246500	BVRB_4g072260	22.2222	25.4545
Os01g0246700	BVRB_8g185810	36.8039	23.2416
Os01g0247500	BVRB_4g095170	45.1429	62.9482
Os01g0247700	BVRB_1g006290	34.5821	42.7046
Os01g0247700	BVRB_8g185840	49.2795	43.6224
Os01g0247700	BVRB_9g202560	43.5159	39.9471
Os01g0247900	BVRB_009370	37.4269	44.1379
Os01g0247900	BVRB_8g193720	50.8772	55.414
Os01g0248000	BVRB_000510	30.3704	25
Os01g0248000	BVRB_4g088650	23.7037	18.9349
Os01g0248000	BVRB_8g185720	35.5556	30.1887
Os01g0248300	BVRB_6g153640	56.25	56.7227
Os01g0248300	BVRB_6g153650	55.8333	56.3025
Os01g0248400	BVRB_3g068040	78.5024	81.864
Os01g0248500	BVRB_6g153640	56.6667	57.1429
Os01g0248500	BVRB_6g153650	55.8333	56.3025
Os01g0248600	BVRB_2g024770	80.5687	80.5687
Os01g0248900	BVRB_005440	61.753	60.0775
Os01g0248900	BVRB_8g194900	59.761	58.3658
Os01g0249100	BVRB_005440	58.7156	49.6124
Os01g0249100	BVRB_8g194900	57.7982	49.0272
Os01g0249200	BVRB_3g053550	50.2203	52.0548
Os01g0249200	BVRB_4g086930	52.4229	54.8387
Os01g0249200	BVRB_6g128700	47.1366	59.7765
Os01g0249300	BVRB_6g153580	52.381	42.8571
Os01g0249900	BVRB_4g082370	30.1282	19.5021
Os01g0250600	BVRB_4g079450	76	79.1667
Os01g0250600	BVRB_4g090370	75	78.125
Os01g0250900	BVRB_3g070220	68.7392	64.5057
Os01g0251000	BVRB_3g070230	49.0281	48.4009
Os01g0251100	BVRB_5g107380	65.2038	67.9739
Os01g0251200	BVRB_5g122260	37.8562	33.9416
Os01g0252100	BVRB_4g079770	84.8039	85.0123
Os01g0252100	BVRB_5g122350	84.3137	84.1076
Os01g0252200	BVRB_4g079780	41.3174	52.2727
Os01g0252600	BVRB_5g122560	49.6241	52.5896
Os01g0252900	BVRB_2g035460	51.6364	27.9528
Os01g0253000	BVRB_7g162840	55.8352	28.8757
Os01g0253100	BVRB_1g009010	10.0282	64.5455
Os01g0253100	BVRB_5g121910	58.0508	57.8873
