Gene stable ID	Brassica oleracea gene stable ID	%id. target Brassica oleracea gene identical to query gene	%id. query gene identical to target Brassica oleracea gene
Os01g0138400	Bo6g058880	30.8931	34.647
Os01g0138400	Bo6g059890	22.4012	49.1961
Os01g0138400	Bo6g103440	31.3324	37.8092
Os01g0138400	Bo6g103450	25.7687	34.9901
Os01g0138400	Bo6g103470	30.8931	22.9348
Os01g0138400	Bo6g103490	28.8433	29.4469
Os01g0138400	Bo7g105860	23.8653	41.688
Os01g0138400	Bo8g075100	32.7965	35.6121
Os01g0138400	Bo9g163940	22.1083	46.8944
Os01g0138600	Bo5g111150	20.8333	12.7737
Os01g0138800	Bo2g053960	60.0928	59.8152
Os01g0138800	Bo4g137020	60.5568	61.1241
Os01g0138800	Bo6g058840	63.109	63.7002
Os01g0138900	Bo5g088200	14.7982	29.8643
Os01g0138900	Bo5g118910	55.6054	62.1554
Os01g0138900	Bo5g145250	10.0897	41.6667
Os01g0138900	Bo6g056450	12.1076	46.9565
Os01g0138900	Bo8g095370	10.7623	38.0952
Os01g0139000	Bo1g118810	40.8451	38.8393
Os01g0139000	Bo2g057690	32.8638	33.6538
Os01g0139000	Bo2g133850	14.554	25.6198
Os01g0139000	Bo2g133890	23.4742	26.455
Os01g0139000	Bo2g133910	24.4131	27.0833
Os01g0139000	Bo3g071460	40.8451	38.8393
Os01g0139000	Bo6g106670	33.3333	33.4906
Os01g0139200	Bo1g118790	29.0611	29.8622
Os01g0139200	Bo5g120020	25.9314	30.4729
Os01g0139600	Bo3g055750	59.4249	57.5851
Os01g0139600	Bo5g152610	60.0639	59.6825
Os01g0140100	Bo1g117540	51.5873	51.8962
Os01g0140100	Bo3g071520	50.5952	50.6958
Os01g0140100	Bo3g138600	53.1746	55.6017
Os01g0140100	Bo5g118520	50.7937	52.1385
Os01g0140100	Bo7g052900	51.7857	53.8144
Os01g0140400	Bo5g043110	52.8213	53.5771
Os01g0140500	Bo1g081340	47.2868	41.7808
Os01g0140500	Bo7g099120	47.2868	41.7808
Os01g0140500	Bo8g079180	47.2868	41.7808
Os01g0140700	Bo2g061320	51.735	47.8134
Os01g0140700	Bo2g138650	51.1041	46.4183
Os01g0140700	Bo3g138550	51.4196	46.3068
Os01g0140700	Bo5g015210	51.1041	47.5073
Os01g0140700	Bo5g043120	53.3123	45.5526
Os01g0140700	Bo8g107500	49.8423	32.4435
Os01g0141000	Bo2g061320	49.0411	52.1866
Os01g0141000	Bo2g138650	47.1233	49.2837
Os01g0141000	Bo3g138550	49.589	51.4205
Os01g0141000	Bo5g015210	47.9452	51.3196
Os01g0141000	Bo5g043120	52.0548	51.2129
Os01g0141000	Bo8g107500	47.6712	35.729
Os01g0141100	Bo3g040410	88.1188	61.5207
Os01g0141100	Bo4g074310	88.7789	62.704
Os01g0141100	Bo5g008860	91.7492	64.5012
Os01g0141300	Bo3g040410	65.8996	72.5806
Os01g0141300	Bo4g074310	66.1088	73.6597
Os01g0141300	Bo5g008860	66.1088	73.3179
Os01g0141600	Bo3g001420	60.3715	37.5723
Os01g0141700	Bo2g028390	56.4322	59.4937
Os01g0141900	Bo1g144800	40.429	47.4806
Os01g0141900	Bo2g002330	32.3432	42.1505
Os01g0141900	Bo3g034660	53.4653	53.3773
Os01g0141900	Bo4g025630	52.3102	52.3967
Os01g0141900	Bo4g187420	21.9472	40.0602
Os01g0141900	Bo5g139580	41.2541	44.8029
Os01g0142100	Bo3g003480	57.1429	59.0909
Os01g0142200	Bo1g007280	68.0233	67.6301
Os01g0142300	Bo3g001530	73.1651	61.8217
Os01g0142300	Bo8g065910	28.8991	27.7533
Os01g0142300	Bo9g184990	72.7064	62.6482
Os01g0143300	Bo3g001710	37.8788	38.61
Os01g0143300	Bo3g003630	43.1818	44.0154
Os01g0143300	Bo3g022380	29.9242	32.1138
Os01g0143300	Bo3g022390	31.0606	31.2977
Os01g0143300	Bo3g022770	28.4091	31.25
Os01g0143300	Bo3g022800	29.9242	32.6446
Os01g0143300	Bo9g176650	44.3182	45.3488
Os01g0143700	Bo3g001710	32.0463	32.0463
Os01g0143700	Bo3g003630	33.5907	33.5907
Os01g0143700	Bo3g022380	27.7992	29.2683
Os01g0143700	Bo3g022390	28.1853	27.8626
Os01g0143700	Bo3g022770	26.6409	28.75
Os01g0143700	Bo3g022800	26.6409	28.5124
Os01g0143700	Bo9g176650	36.6795	36.8217
Os01g0143800	Bo3g001710	29.0909	30.888
Os01g0143800	Bo3g003630	28.7273	30.5019
Os01g0143800	Bo3g022380	25.0909	28.0488
Os01g0143800	Bo3g022390	25.0909	26.3359
Os01g0143800	Bo3g022770	22.5455	25.8333
Os01g0143800	Bo3g022800	25.0909	28.5124
Os01g0143800	Bo9g176650	31.2727	33.3333
Os01g0144000	Bo1g080190	48.9614	62.9771
Os01g0144000	Bo3g097670	48.368	62.4521
Os01g0144000	Bo9g018950	49.2582	57.4394
Os01g0144100	Bo4g024170	74.7475	67.2727
Os01g0144200	Bo4g187130	69.7248	39.895
Os01g0144340	Bo5g133460	60.6443	59.8894
Os01g0144500	Bo4g168060	40.1639	31.8182
Os01g0144600	Bo2g026730	34	40.2367
Os01g0144600	Bo3g018110	30	38.4615
Os01g0144600	Bo9g139420	28	32.5581
Os01g0144700	Bo5g027280	39.5604	34.9515
Os01g0147200	Bo4g040070	26.0788	35.0126
Os01g0147200	Bo5g048640	57.5985	61.4
Os01g0147300	Bo4g065870	64.7059	34.7368
Os01g0147300	Bo4g120580	54.4118	30.3279
Os01g0147300	Bo8g083120	57.3529	29.9233
Os01g0147800	Bo3g065010	37.4468	29.8305
Os01g0147800	Bo4g188380	40.4255	37.1094
Os01g0147800	Bo5g133400	31.7021	27.3897
Os01g0147900	Bo8g089760	34.3874	58.7838
Os01g0148000	Bo01214s010	39.201	21.7904
Os01g0148000	Bo03663s010	9.73783	24.2991
Os01g0148000	Bo18679s010	0	0
Os01g0148000	Bo2g002530	40.0749	16.1145
Os01g0148000	Bo3g001830	38.2022	15.8631
Os01g0148000	Bo4g027000	0.124844	0.534759
Os01g0148000	Bo9g184670	41.4482	16.7508
Os01g0148050	Bo01214s010	14.838	9.85427
Os01g0148050	Bo03663s010	2.61233	7.78816
Os01g0148050	Bo18679s010	4.28422	46.5909
Os01g0148050	Bo2g002530	36.3636	17.4699
Os01g0148050	Bo3g001830	36.4681	18.0923
Os01g0148050	Bo4g027000	10.0313	51.3369
Os01g0148050	Bo9g184670	36.9906	17.8607
Os01g0148400	Bo1g128470	9.58466	18.5759
Os01g0148400	Bo3g066840	10.3834	20.5696
Os01g0148400	Bo5g127090	11.1821	21.8069
Os01g0149350	Bo8g080480	18.4848	23.1061
Os01g0149500	Bo8g080480	18.6047	23.2323
Os01g0149600	Bo2g025250	78.4314	84.507
Os01g0149600	Bo3g017110	76.4706	82.3944
Os01g0149600	Bo3g017650	77.1242	86.7647
Os01g0149600	Bo3g040070	78.4314	79.4702
Os01g0149600	Bo3g130260	72.549	84.0909
Os01g0149600	Bo4g069220	78.4314	81.0811
Os01g0149600	Bo4g121670	68.6274	86.0656
Os01g0149600	Bo4g166700	78.4314	77.9221
Os01g0149600	Bo6g067610	73.2026	81.1594
Os01g0149600	Bo8g083030	77.7778	86.2319
Os01g0149600	Bo9g140940	81.6993	83.3333
Os01g0149600	Bo9g148120	76.4706	82.9787
Os01g0149800	Bo1g144490	53.6585	53.6585
Os01g0149800	Bo2g002540	54.878	55.5556
Os01g0149800	Bo3g062000	51.2195	51.8519
Os01g0149800	Bo4g027010	31.7073	34.6667
Os01g0149800	Bo5g139310	57.3171	58.75
Os01g0149900	Bo3g001850	14.69	14.0103
Os01g0149900	Bo5g008340	11.5903	15.9259
Os01g0149900	Bo8g010670	10.6469	15.4297
Os01g0149900	Bo9g184630	16.442	15.099
Os01g0150000	Bo6g069570	36.7742	64.0449
Os01g0150000	Bo8g089630	80.3226	80.3226
Os01g0150100	Bo4g026280	52	20.4188
Os01g0150200	Bo3g005640	71.4932	62.4506
Os01g0150200	Bo9g172020	69.6833	70
Os01g0150400	Bo3g005640	31.7536	26.4822
Os01g0150400	Bo9g172020	36.019	34.5455
Os01g0150500	Bo3g005640	32.5792	28.4585
Os01g0150500	Bo9g172020	33.9367	34.0909
Os01g0150800	Bo3g005640	49.7778	44.2688
Os01g0150800	Bo9g172020	50.6667	51.8182
Os01g0151100	Bo1g139140	53.3821	56.5891
Os01g0151100	Bo3g001920	50.6399	54.8515
Os01g0151100	Bo4g030420	57.5868	63.8945
Os01g0151100	Bo9g014780	13.1627	44.4444
Os01g0151100	Bo9g183570	51.0055	54.5988
Os01g0151200	Bo4g166800	64.7059	66.8919
Os01g0151400	Bo7g113620	39.0476	30.7116
Os01g0151400	Bo7g113630	46.6667	15.832
Os01g0151400	Bo7g113640	54.7619	18.0818
Os01g0151500	Bo7g113620	15.2727	31.4607
Os01g0151500	Bo7g113630	40.1818	35.7027
Os01g0151500	Bo7g113640	47.6364	41.195
Os01g0151600	Bo3g017630	13.4078	64
Os01g0151600	Bo6g020910	14.8045	71.6216
Os01g0151600	Bo9g140960	65.3631	65.7303
Os01g0151700	Bo2g002610	63.5514	55.1351
Os01g0151700	Bo3g001940	64.7975	62.8399
Os01g0151700	Bo4g030480	64.486	64.6875
Os01g0151700	Bo6g120640	32.0872	65.6051
Os01g0151700	Bo9g018200	66.6667	66.6667
Os01g0151700	Bo9g183520	63.5514	61.6314
Os01g0152000	Bo00418s060	38.0282	40.4595
Os01g0152000	Bo1g131070	36.9953	39.0873
Os01g0152000	Bo3g017490	38.216	40.7
Os01g0152000	Bo3g018170	37.6526	39.8213
Os01g0152000	Bo3g018180	37.277	22.7507
Os01g0152000	Bo3g052730	38.4977	40.5138
Os01g0152000	Bo3g110840	26.4789	38.5246
Os01g0152000	Bo3g134260	39.4366	40.7767
Os01g0152000	Bo3g134690	39.5305	41.8489
Os01g0152000	Bo3g184230	37.7465	39.6059
Os01g0152000	Bo4g038950	38.216	40.6593
Os01g0152000	Bo4g045680	38.4038	39.8247
Os01g0152000	Bo4g165460	36.0563	41.9214
Os01g0152000	Bo7g014680	37.5587	39.7219
Os01g0152000	Bo8g081350	39.5305	41.8074
Os01g0152000	Bo9g151860	36.9014	38.2668
Os01g0152300	Bo2g025250	77.7778	83.8028
Os01g0152300	Bo3g017110	76.4706	82.3944
Os01g0152300	Bo3g017650	76.4706	86.0294
Os01g0152300	Bo3g040070	77.7778	78.8079
Os01g0152300	Bo3g130260	72.549	84.0909
Os01g0152300	Bo4g069220	77.7778	80.4054
Os01g0152300	Bo4g121670	68.6274	86.0656
Os01g0152300	Bo4g166700	77.7778	77.2727
Os01g0152300	Bo6g067610	72.549	80.4348
Os01g0152300	Bo8g083030	77.1242	85.5072
Os01g0152300	Bo9g140940	81.0458	82.6667
Os01g0152300	Bo9g148120	76.4706	82.9787
Os01g0152600	Bo00418s060	37.8095	39.6603
Os01g0152600	Bo1g131070	37.7143	39.2857
Os01g0152600	Bo3g017490	38.9524	40.9
Os01g0152600	Bo3g018170	37.9048	39.5233
Os01g0152600	Bo3g018180	37.1429	22.3496
Os01g0152600	Bo3g052730	38.4762	39.9209
Os01g0152600	Bo3g110840	27.0476	38.7978
Os01g0152600	Bo3g134260	39.619	40.3883
Os01g0152600	Bo3g134690	38.8571	40.5567
Os01g0152600	Bo3g184230	36.8571	38.1281
Os01g0152600	Bo4g038950	38.6667	40.5594
Os01g0152600	Bo4g045680	40	40.8958
Os01g0152600	Bo4g165460	35.7143	40.9389
Os01g0152600	Bo7g014680	37.619	39.2254
Os01g0152600	Bo8g081350	39.2381	40.9136
Os01g0152600	Bo9g151860	39.619	40.5063
Os01g0152800	Bo00418s060	38.5347	40.4595
Os01g0152800	Bo1g131070	38.2493	39.881
Os01g0152800	Bo3g017490	39.3911	41.4
Os01g0152800	Bo3g018170	38.6299	40.3178
Os01g0152800	Bo3g018180	38.2493	23.0372
Os01g0152800	Bo3g052730	38.8202	40.3162
Os01g0152800	Bo3g110840	27.2122	39.071
Os01g0152800	Bo3g134260	40.2474	41.068
Os01g0152800	Bo3g134690	39.6765	41.4513
Os01g0152800	Bo3g184230	38.059	39.4089
Os01g0152800	Bo4g038950	39.1056	41.0589
Os01g0152800	Bo4g045680	39.7716	40.7011
Os01g0152800	Bo4g165460	35.1094	40.2838
Os01g0152800	Bo7g014680	38.059	39.7219
Os01g0152800	Bo8g081350	38.8202	40.5164
Os01g0152800	Bo9g151860	38.725	39.63
Os01g0152900	Bo2g025250	78.4314	84.507
Os01g0152900	Bo3g017110	76.4706	82.3944
Os01g0152900	Bo3g017650	77.1242	86.7647
Os01g0152900	Bo3g040070	78.4314	79.4702
Os01g0152900	Bo3g130260	72.549	84.0909
Os01g0152900	Bo4g069220	78.4314	81.0811
Os01g0152900	Bo4g121670	68.6274	86.0656
Os01g0152900	Bo4g166700	78.4314	77.9221
Os01g0152900	Bo6g067610	73.2026	81.1594
Os01g0152900	Bo8g083030	77.1242	85.5072
Os01g0152900	Bo9g140940	81.6993	83.3333
Os01g0152900	Bo9g148120	76.4706	82.9787
Os01g0153000	Bo00418s060	38.4837	40.0599
Os01g0153000	Bo1g131070	37.524	38.7897
Os01g0153000	Bo3g017490	37.7159	39.3
Os01g0153000	Bo3g018170	38.0038	39.3247
Os01g0153000	Bo3g018180	37.8119	22.5788
Os01g0153000	Bo3g052730	38.1958	39.3281
Os01g0153000	Bo3g110840	27.1593	38.6612
Os01g0153000	Bo3g134260	40.0192	40.4854
Os01g0153000	Bo3g134690	38.6756	40.0596
Os01g0153000	Bo3g184230	37.0441	38.0296
Os01g0153000	Bo4g038950	38.2917	39.8601
Os01g0153000	Bo4g045680	38.7716	39.3379
Os01g0153000	Bo4g165460	33.9731	38.6463
Os01g0153000	Bo7g014680	37.524	38.8282
Os01g0153000	Bo8g081350	38.1958	39.5233
Os01g0153000	Bo9g151860	37.2361	37.7799
Os01g0153100	Bo2g025250	79.7386	85.9155
Os01g0153100	Bo3g017110	76.4706	82.3944
Os01g0153100	Bo3g017650	77.1242	86.7647
Os01g0153100	Bo3g040070	80.3922	81.457
Os01g0153100	Bo3g130260	73.2026	84.8485
Os01g0153100	Bo4g069220	80.3922	83.1081
Os01g0153100	Bo4g121670	68.6274	86.0656
Os01g0153100	Bo4g166700	80.3922	79.8701
Os01g0153100	Bo6g067610	73.2026	81.1594
Os01g0153100	Bo8g083030	77.1242	85.5072
Os01g0153100	Bo9g140940	81.6993	83.3333
Os01g0153100	Bo9g148120	76.4706	82.9787
Os01g0153200	Bo2g025310	31.5789	27.6923
Os01g0153200	Bo3g017710	31.5789	27.6923
Os01g0153200	Bo3g130280	31.5789	27.6923
Os01g0153200	Bo5g008440	31.5789	27.6923
Os01g0153200	Bo8g112900	31.5789	27.6923
Os01g0153200	Bo9g140870	31.5789	27.6923
Os01g0153250	Bo9g140930	39.2739	39.755
Os01g0153300	Bo2g025250	77.4194	84.507
Os01g0153300	Bo3g017110	74.1936	80.9859
Os01g0153300	Bo3g017650	74.8387	85.2941
Os01g0153300	Bo3g040070	78.0645	80.1325
Os01g0153300	Bo3g130260	70.9677	83.3333
Os01g0153300	Bo4g069220	78.0645	81.7568
Os01g0153300	Bo4g121670	67.0968	85.2459
Os01g0153300	Bo4g166700	78.0645	78.5714
Os01g0153300	Bo6g067610	71.6129	80.4348
Os01g0153300	Bo8g083030	76.129	85.5072
Os01g0153300	Bo9g140940	79.3548	82
Os01g0153300	Bo9g148120	74.1936	81.5603
Os01g0153400	Bo1g007870	72.1354	41.5292
Os01g0153400	Bo3g170520	73.1771	42.1922
Os01g0153800	Bo3g003910	39.2371	43.1138
Os01g0153800	Bo9g176020	37.3297	41.2651
Os01g0155000	Bo3g003910	44.2136	44.6108
Os01g0155000	Bo9g176020	42.1365	42.7711
Os01g0155200	Bo9g027550	44.5247	45.2323
Os01g0155300	Bo4g069300	41.1765	36.1757
Os01g0155300	Bo4g166640	43.2353	36.4764
Os01g0155300	Bo8g010810	40.8824	37.9781
Os01g0155400	Bo2g011360	46.9663	32.3029
Os01g0155400	Bo4g030650	41.1236	27.3952
Os01g0155400	Bo4g186870	40.6742	27.3414
Os01g0155400	Bo9g166670	46.2921	30.5638
Os01g0155500	Bo1g068500	38.9957	43.8175
Os01g0155500	Bo3g034280	32.6923	37.5
Os01g0155500	Bo3g130490	39.2094	43.9521
Os01g0155500	Bo9g140700	38.9957	44.1889
Os01g0157700	Bo4g030870	32.3276	21.6138
Os01g0157800	Bo1g144350	72.3214	72.3214
Os01g0157800	Bo2g002800	75	75
Os01g0157800	Bo3g002140	75.8929	75.8929
Os01g0157800	Bo3g028550	76.7857	76.7857
Os01g0157800	Bo9g183240	74.1071	74.1071
Os01g0157900	Bo3g031510	56.5957	55.1867
Os01g0157900	Bo4g186660	57.0213	57.265
Os01g0158000	Bo2g002830	60.9848	61.9231
Os01g0158000	Bo9g183200	53.9773	58.1633
Os01g0158200	Bo4g184630	51.1677	51.3859
Os01g0158400	Bo1g022000	36.8852	40.3587
Os01g0158400	Bo1g022030	28.6885	36.6492
Os01g0158400	Bo3g160910	37.2951	40.2655
Os01g0158500	Bo1g043100	64.8829	59.0563
Os01g0158500	Bo5g132060	4.8495	37.1795
Os01g0158500	Bo5g132070	4.8495	37.1795
Os01g0158500	Bo7g110810	65.0502	60.3101
Os01g0158500	Bo7g116930	12.0401	53.7313
Os01g0158500	Bo8g051250	57.6923	52.2727
Os01g0158600	Bo1g058800	24.6817	29.2343
Os01g0158600	Bo1g058820	24.9755	29.6857
Os01g0158600	Bo1g141230	25.9549	29.1529
Os01g0158600	Bo1g141280	25.2693	29.3182
Os01g0158600	Bo1g141290	23.8981	24.2304
Os01g0158600	Bo2g149860	31.5377	31.4146
Os01g0158600	Bo3g042800	27.2282	17.7977
Os01g0158600	Bo3g063960	23.6043	26.9877
Os01g0158600	Bo3g074860	25.9549	28.2516
Os01g0158600	Bo3g080000	22.1352	22.2004
Os01g0158600	Bo4g129620	24.5837	30.241
Os01g0158600	Bo4g129630	24.7796	27.8022
Os01g0158600	Bo4g151370	24.094	29.7461
Os01g0158600	Bo4g158850	23.3105	27.451
Os01g0158600	Bo5g098210	29.5788	30.8163
Os01g0158600	Bo7g014100	30.1665	30.4348
Os01g0158600	Bo7g016360	29.383	31.7797
Os01g0158600	Bo8g023100	24.192	30.1587
Os01g0158600	Bo8g093300	28.6974	31.9172
Os01g0158600	Bo9g169800	25.5632	29.0323
Os01g0158900	Bo9g177030	51.3751	53.1286
Os01g0159200	Bo2g003890	51.0638	39.5062
Os01g0159200	Bo2g024810	23.9362	35.4331
Os01g0159200	Bo3g002210	50.5319	39.0947
Os01g0159200	Bo3g017330	43.0851	32.6613
Os01g0159300	Bo3g031530	19.3613	18.2674
Os01g0159300	Bo4g186690	19.7605	18.5741
Os01g0159400	Bo00930s030	15.2425	45.2055
Os01g0159400	Bo2g088830	16.3972	34.6341
Os01g0159400	Bo4g125890	73.6721	72.6651
Os01g0159400	Bo8g081230	73.6721	72.6651
Os01g0159400	Bo9g117600	20.7852	38.7931
Os01g0159800	Bo3g034790	20.438	11.6667
Os01g0159800	Bo4g188890	21.1679	11.4625
Os01g0160100	Bo1g144840	75.7119	75.208
Os01g0160100	Bo2g001320	77.7219	76.4415
Os01g0160100	Bo9g119020	79.397	78.089
Os01g0160100	Bo9g185070	77.2194	75.8224
Os01g0160200	Bo1g058800	24.2014	29.0023
Os01g0160200	Bo1g058820	24.0077	28.8708
Os01g0160200	Bo1g141230	26.7183	30.363
Os01g0160200	Bo1g141280	26.0407	30.5682
Os01g0160200	Bo1g141290	24.2982	24.9255
Os01g0160200	Bo2g149860	30.5905	30.8293
Os01g0160200	Bo3g042800	27.0087	17.8617
Os01g0160200	Bo3g063960	23.8141	27.5476
Os01g0160200	Bo3g074860	26.7183	29.4243
Os01g0160200	Bo3g080000	21.5876	21.9057
Os01g0160200	Bo4g129620	23.6205	29.3976
Os01g0160200	Bo4g129630	23.8141	27.033
Os01g0160200	Bo4g151370	23.4269	29.2624
Os01g0160200	Bo4g158850	24.4918	29.1811
Os01g0160200	Bo5g098210	28.9448	30.5102
Os01g0160200	Bo7g014100	30.8809	31.5217
Os01g0160200	Bo7g016360	30.3001	33.1568
Os01g0160200	Bo8g023100	22.7493	28.6935
Os01g0160200	Bo8g093300	29.7193	33.4423
Os01g0160200	Bo9g169800	24.879	28.5873
Os01g0160700	Bo1g058800	24.6575	29.2343
Os01g0160700	Bo1g058820	24.7554	29.4529
Os01g0160700	Bo1g141230	26.6145	29.923
Os01g0160700	Bo1g141280	25.636	29.7727
Os01g0160700	Bo1g141290	23.7769	24.1311
Os01g0160700	Bo2g149860	31.2133	31.122
Os01g0160700	Bo3g042800	27.9843	18.3099
Os01g0160700	Bo3g063960	23.9726	27.4356
Os01g0160700	Bo3g074860	26.8102	29.2111
Os01g0160700	Bo3g080000	21.4286	21.5128
Os01g0160700	Bo4g129620	23.4834	28.9157
Os01g0160700	Bo4g129630	23.7769	26.7033
Os01g0160700	Bo4g151370	23.8748	29.5042
Os01g0160700	Bo4g158850	23.9726	28.2584
Os01g0160700	Bo5g098210	29.1585	30.4082
Os01g0160700	Bo7g014100	30.3327	30.6324
Os01g0160700	Bo7g016360	29.9413	32.4153
Os01g0160700	Bo8g023100	24.4618	30.525
Os01g0160700	Bo8g093300	28.865	32.1351
Os01g0160700	Bo9g169800	25.5382	29.0323
Os01g0161000	Bo1g058800	28.4431	22.0418
Os01g0161000	Bo1g058820	28.2934	22.0023
Os01g0161000	Bo1g141230	29.1916	21.4521
Os01g0161000	Bo1g141280	28.5928	21.7045
Os01g0161000	Bo1g141290	26.1976	17.3784
Os01g0161000	Bo2g149860	32.7844	21.3659
Os01g0161000	Bo3g042800	29.9401	12.8041
Os01g0161000	Bo3g063960	26.0479	19.4849
Os01g0161000	Bo3g074860	30.0898	21.4286
Os01g0161000	Bo3g080000	24.4012	16.0118
Os01g0161000	Bo4g129620	27.3952	22.0482
Os01g0161000	Bo4g129630	27.994	20.5494
Os01g0161000	Bo4g151370	27.8443	22.4909
Os01g0161000	Bo4g158850	26.497	20.4152
Os01g0161000	Bo5g098210	32.3353	22.0408
Os01g0161000	Bo7g014100	34.2814	22.6285
Os01g0161000	Bo7g016360	30.3892	21.5042
Os01g0161000	Bo8g023100	27.994	22.8327
Os01g0161000	Bo8g093300	31.4371	22.8758
Os01g0161000	Bo9g169800	29.0419	21.5795
Os01g0161300	Bo1g058800	21.499	25.29
Os01g0161300	Bo1g058820	21.1045	24.9127
Os01g0161300	Bo1g141230	22.1893	24.7525
Os01g0161300	Bo1g141280	21.1045	24.3182
Os01g0161300	Bo1g141290	20.1183	20.2582
Os01g0161300	Bo2g149860	26.3314	26.0488
Os01g0161300	Bo3g042800	22.5838	14.6607
Os01g0161300	Bo3g063960	20.8087	23.6282
Os01g0161300	Bo3g074860	21.8935	23.6674
Os01g0161300	Bo3g080000	19.7239	19.6464
Os01g0161300	Bo4g129620	21.9921	26.8675
Os01g0161300	Bo4g129630	21.6963	24.1758
Os01g0161300	Bo4g151370	21.0059	25.7557
Os01g0161300	Bo4g158850	21.2032	24.7982
Os01g0161300	Bo5g098210	24.4576	25.3061
Os01g0161300	Bo7g014100	24.359	24.4071
Os01g0161300	Bo7g016360	24.6548	26.4831
Os01g0161300	Bo8g023100	21.3018	26.3736
Os01g0161300	Bo8g093300	24.9507	27.5599
Os01g0161300	Bo9g169800	22.8797	25.8065
Os01g0162300	Bo01855s010	35.8025	13.0778
Os01g0162300	Bo02976s010	6.17284	18.018
Os01g0162300	Bo08137s010	0	0
Os01g0162300	Bo16442s010	12.3457	35.0877
Os01g0162300	Bo2g023730	30.5556	18.2994
Os01g0162300	Bo3g026740	34.2593	14.7215
Os01g0162300	Bo3g026890	35.1852	7.70791
Os01g0162300	Bo3g027090	23.4568	29.2308
Os01g0162300	Bo3g027110	35.8025	13.0778
Os01g0162300	Bo3g027130	35.4938	15.0721
Os01g0162300	Bo4g039870	37.963	17.5464
Os01g0162300	Bo4g043900	34.5679	12.3348
Os01g0162300	Bo4g044220	36.1111	14.4266
Os01g0162300	Bo4g045230	12.3457	7.32601
Os01g0162300	Bo4g045240	6.79012	4.09683
Os01g0162300	Bo4g045290	36.1111	6.46766
Os01g0162300	Bo4g045300	12.3457	7.19424
Os01g0162300	Bo4g045310	36.1111	4.74645
Os01g0162300	Bo4g045320	0	0
Os01g0162300	Bo4g045330	36.4198	14.7316
Os01g0162300	Bo4g045350	37.963	13.9298
Os01g0162300	Bo4g045720	37.963	13.9614
Os01g0162300	Bo4g139970	38.2716	16.5997
Os01g0162300	Bo4g157360	29.9383	34.0351
Os01g0162300	Bo4g157370	2.16049	2.02312
Os01g0162300	Bo4g157380	34.2593	14.2674
Os01g0162300	Bo4g165250	32.4074	20.7921
Os01g0162300	Bo4g169190	37.037	13.6364
Os01g0162300	Bo4g177590	37.6543	13.7853
Os01g0162300	Bo4g177600	34.5679	30.4348
Os01g0162300	Bo4g178190	38.2716	14.1391
Os01g0162300	Bo4g179260	36.7284	15.3946
Os01g0162300	Bo4g179280	36.1111	15.4967
Os01g0162300	Bo4g179300	35.4938	13.1579
Os01g0162300	Bo4g179310	36.4198	11.8593
Os01g0162300	Bo4g179320	26.2346	27.2436
Os01g0162300	Bo4g179360	0	0
Os01g0162300	Bo4g181590	25.6173	13.9731
Os01g0162300	Bo4g181620	37.6543	15.1177
Os01g0162300	Bo4g181800	29.0123	12.7891
Os01g0162300	Bo4g181930	36.1111	13.2353
Os01g0162300	Bo4g182620	36.1111	14.3558
Os01g0162300	Bo5g005160	35.8025	16.9096
Os01g0162300	Bo5g005170	38.5802	19.6541
Os01g0162300	Bo5g005180	34.8765	22.2004
Os01g0162300	Bo5g041170	35.1852	15.6809
Os01g0162300	Bo8g004380	38.2716	15.8771
Os01g0162300	Bo8g004400	37.6543	15.443
Os01g0162300	Bo8g115320	37.963	15.5894
Os01g0162300	Bo8g115340	19.7531	10.596
Os01g0162300	Bo8g115350	38.2716	16.0207
Os01g0162800	Bo1g058800	24.031	28.7703
Os01g0162800	Bo1g058820	24.6124	29.5693
Os01g0162800	Bo1g141230	26.7442	30.363
Os01g0162800	Bo1g141280	26.5504	31.1364
Os01g0162800	Bo1g141290	25.0969	25.72
Os01g0162800	Bo2g149860	30.1357	30.3415
Os01g0162800	Bo3g042800	27.907	18.4379
Os01g0162800	Bo3g063960	24.4186	28.2195
Os01g0162800	Bo3g074860	25.3876	27.9318
Os01g0162800	Bo3g080000	21.6085	21.9057
Os01g0162800	Bo4g129620	24.031	29.8795
Os01g0162800	Bo4g129630	24.5155	27.8022
Os01g0162800	Bo4g151370	24.4186	30.4716
Os01g0162800	Bo4g158850	24.3217	28.9504
Os01g0162800	Bo5g098210	28.7791	30.3061
Os01g0162800	Bo7g014100	27.3256	27.8656
Os01g0162800	Bo7g016360	28.4884	31.1441
Os01g0162800	Bo8g023100	23.4496	29.5482
Os01g0162800	Bo8g093300	26.5504	29.8475
Os01g0162800	Bo9g169800	25.1938	28.921
Os01g0163000	Bo1g058800	26.9547	30.3944
Os01g0163000	Bo1g058820	26.2346	29.6857
Os01g0163000	Bo1g141230	28.6008	30.5831
Os01g0163000	Bo1g141280	27.1605	30
Os01g0163000	Bo1g141290	26.3374	25.422
Os01g0163000	Bo2g149860	32.5103	30.8293
Os01g0163000	Bo3g042800	29.8354	18.5659
Os01g0163000	Bo3g063960	25.6173	27.8835
Os01g0163000	Bo3g074860	29.2181	30.2772
Os01g0163000	Bo3g080000	24.0741	22.9862
Os01g0163000	Bo4g129620	26.8519	31.4458
Os01g0163000	Bo4g129630	26.5432	28.3516
Os01g0163000	Bo4g151370	25.9259	30.4716
