Gene stable ID	Prunus persica gene stable ID	%id. target Prunus persica gene identical to query gene	%id. query gene identical to target Prunus persica gene
Os01g0153950	PRUPE_2G228600	0	0
Os01g0153950	PRUPE_2G228800	0	0
Os01g0153950	PRUPE_2G279200	0	0
Os01g0153950	PRUPE_2G279300	0	0
Os01g0153950	PRUPE_6G198200	0	0
Os01g0153950	PRUPE_6G261800	0	0
Os01g0153950	PRUPE_6G291300	0	0
Os01g0153950	PRUPE_7G048700	0	0
Os01g0154100	PRUPE_2G228200	19.8502	21.371
Os01g0154100	PRUPE_2G228400	37.4532	42.9185
Os01g0154100	PRUPE_2G228600	31.8352	40.8654
Os01g0154100	PRUPE_2G228800	38.2022	42.3237
Os01g0154100	PRUPE_2G279200	18.7266	21.0084
Os01g0154100	PRUPE_2G279300	25.8427	32.7014
Os01g0154100	PRUPE_6G198200	38.2022	43.038
Os01g0154100	PRUPE_6G261800	21.3483	42.2222
Os01g0154100	PRUPE_6G291300	28.0899	33.3333
Os01g0154100	PRUPE_7G048700	32.9588	39.4619
Os01g0154200	PRUPE_2G228200	24.7104	25.8065
Os01g0154200	PRUPE_2G228400	37.0656	41.2017
Os01g0154200	PRUPE_2G228600	32.8185	40.8654
Os01g0154200	PRUPE_2G228800	39.3822	42.3237
Os01g0154200	PRUPE_2G279200	26.2548	28.5714
Os01g0154200	PRUPE_2G279300	28.1853	34.5972
Os01g0154200	PRUPE_6G198200	37.0656	40.5063
Os01g0154200	PRUPE_6G261800	24.7104	47.4074
Os01g0154200	PRUPE_6G291300	33.9768	39.1111
Os01g0154200	PRUPE_7G048700	35.9073	41.704
Os01g0154500	PRUPE_2G228200	21.4286	20.5645
Os01g0154500	PRUPE_2G228400	38.2353	39.0558
Os01g0154500	PRUPE_2G228600	32.7731	37.5
Os01g0154500	PRUPE_2G228800	36.1345	35.6846
Os01g0154500	PRUPE_2G279200	21.0084	21.0084
Os01g0154500	PRUPE_2G279300	26.8908	30.3318
Os01g0154500	PRUPE_6G198200	35.7143	35.865
Os01g0154500	PRUPE_6G261800	22.2689	39.2593
Os01g0154500	PRUPE_6G291300	27.7311	29.3333
Os01g0154500	PRUPE_7G048700	31.9328	34.0807
Os01g0154600	PRUPE_2G228200	21.1618	20.5645
Os01g0154600	PRUPE_2G228400	36.9295	38.1974
Os01g0154600	PRUPE_2G228600	30.7054	35.5769
Os01g0154600	PRUPE_2G228800	35.6846	35.6846
Os01g0154600	PRUPE_2G279200	22.4066	22.6891
Os01g0154600	PRUPE_2G279300	23.6515	27.0142
Os01g0154600	PRUPE_6G198200	35.6846	36.2869
Os01g0154600	PRUPE_6G261800	21.9917	39.2593
Os01g0154600	PRUPE_6G291300	27.3859	29.3333
Os01g0154600	PRUPE_7G048700	31.9502	34.5291
Os01g0155000	PRUPE_6G149100	42.4332	36.9509
Os01g0155000	PRUPE_7G089000	41.2463	42.638
Os01g0155200	PRUPE_3G131100	40.7942	41.8002
Os01g0155200	PRUPE_3G141400	41.0349	42.5187
Os01g0155200	PRUPE_3G227300	42.9603	45.1327
Os01g0155200	PRUPE_3G227500	44.8857	44.2467
Os01g0155300	PRUPE_2G226900	40.8824	49.8208
Os01g0155300	PRUPE_6G007400	38.2353	47.4453
Os01g0155300	PRUPE_6G086300	41.7647	47.4916
Os01g0155400	PRUPE_2G225300	52.3596	34.0643
Os01g0155400	PRUPE_6G246700	46.5169	26.8135
Os01g0155500	PRUPE_2G225000	37.3932	42.6829
Os01g0155500	PRUPE_6G087700	41.1325	46.0526
Os01g0155500	PRUPE_6G087900	39.2094	46.1055
Os01g0155600	PRUPE_2G224200	60.1852	63.5179
Os01g0157700	PRUPE_6G239800	36.6379	23.5457
Os01g0157800	PRUPE_2G217700	78.5714	58.6667
Os01g0157800	PRUPE_6G240700	74.1071	74.1071
Os01g0157900	PRUPE_6G240600	56.1702	52.5896
Os01g0158000	PRUPE_6G240100	65.1515	65.9004
Os01g0158400	PRUPE_3G082500	27.0492	35.2941
Os01g0158500	PRUPE_7G218100	67.3913	62.0955
Os01g0158600	PRUPE_2G128400	30.8521	32.2746
Os01g0158600	PRUPE_2G128600	29.9706	31.4815
Os01g0158600	PRUPE_2G128700	27.8159	31.4507
Os01g0158600	PRUPE_2G130100	27.7179	32.417
Os01g0158600	PRUPE_2G130300	13.81	30.2575
Os01g0158600	PRUPE_2G130400	23.2125	29.9242
Os01g0158600	PRUPE_2G130500	29.5788	31.823
Os01g0158600	PRUPE_2G130600	25.5632	31.9853
Os01g0158600	PRUPE_2G130700	29.8727	32.0378
Os01g0158600	PRUPE_2G130900	28.8932	34.1435
Os01g0158600	PRUPE_2G131000	31.048	32.5128
Os01g0158600	PRUPE_3G094800	25.7591	32.4691
Os01g0158600	PRUPE_3G196000	31.4398	32.457
Os01g0158600	PRUPE_3G199200	29.8727	30.9959
Os01g0158600	PRUPE_3G199400	20.4701	30.8715
Os01g0158600	PRUPE_3G199500	30.8521	31.9149
Os01g0158600	PRUPE_3G200000	26.0529	31.4421
Os01g0158600	PRUPE_4G168900	28.5015	30.8917
Os01g0158600	PRUPE_4G232400	27.3262	32.1799
Os01g0158600	PRUPE_4G233100	31.5377	33.1959
Os01g0158600	PRUPE_4G233200	28.5015	33.4099
Os01g0158600	PRUPE_4G233600	30.1665	34.4905
Os01g0158600	PRUPE_4G234200	32.3213	32.9341
Os01g0158600	PRUPE_4G279000	31.6357	32.495
Os01g0158600	PRUPE_6G281000	28.0118	31.5325
Os01g0158600	PRUPE_6G281100	24.7796	33.7333
Os01g0158600	PRUPE_6G281200	36.239	34.5472
Os01g0158600	PRUPE_6G281400	35.1616	35.1272
Os01g0158600	PRUPE_6G281500	34.7698	34.0038
Os01g0158600	PRUPE_6G288800	32.4192	38.1336
Os01g0158600	PRUPE_7G088700	25.857	32.3133
Os01g0158600	PRUPE_8G054300	25.6611	29.2411
Os01g0158600	PRUPE_8G054400	25.9549	30.9942
Os01g0158800	PRUPE_6G278200	29.4118	29.2887
Os01g0158900	PRUPE_2G250200	51.2651	53.8728
Os01g0159000	PRUPE_4G280800	43.6464	28.5199
Os01g0159200	PRUPE_6G098900	38.8298	24.4966
Os01g0159200	PRUPE_6G099000	43.0851	28.0277
Os01g0159200	PRUPE_6G099100	39.3617	25.0847
Os01g0159200	PRUPE_6G099200	38.8298	25.1724
Os01g0159200	PRUPE_6G099300	39.3617	25.784
Os01g0159200	PRUPE_6G099400	39.3617	26.8116
Os01g0159200	PRUPE_6G238300	49.4681	37.9592
Os01g0159300	PRUPE_6G238800	21.9561	20.073
Os01g0159400	PRUPE_6G279200	76.6744	75.9725
Os01g0159800	PRUPE_2G252600	27.7372	13.7681
Os01g0160100	PRUPE_1G078900	65.8291	66.4975
Os01g0160100	PRUPE_6G054000	78.392	76.8473
Os01g0160100	PRUPE_6G280700	59.6315	72.8016
Os01g0160100	PRUPE_6G280800	79.8995	78.843
Os01g0160200	PRUPE_2G128400	31.5586	33.4016
Os01g0160200	PRUPE_2G128600	30.6873	32.6132
Os01g0160200	PRUPE_2G128700	28.0736	32.1152
Os01g0160200	PRUPE_2G130100	27.3959	32.417
Os01g0160200	PRUPE_2G130300	13.0687	28.97
Os01g0160200	PRUPE_2G130400	22.1684	28.9141
Os01g0160200	PRUPE_2G130500	28.9448	31.5068
Os01g0160200	PRUPE_2G130600	25.0726	31.7402
Os01g0160200	PRUPE_2G130700	29.7193	32.2479
Os01g0160200	PRUPE_2G130900	27.4927	32.8704
Os01g0160200	PRUPE_2G131000	31.365	33.2308
Os01g0160200	PRUPE_3G094800	25.363	32.3457
Os01g0160200	PRUPE_3G196000	30.9777	32.3559
Os01g0160200	PRUPE_3G199200	30.1065	31.6057
Os01g0160200	PRUPE_3G199400	20.8132	31.7578
Os01g0160200	PRUPE_3G199500	31.6554	33.1307
Os01g0160200	PRUPE_3G200000	26.0407	31.7967
Os01g0160200	PRUPE_4G168900	28.4608	31.2102
Os01g0160200	PRUPE_4G232400	26.8151	31.9493
Os01g0160200	PRUPE_4G233100	31.5586	33.6082
Os01g0160200	PRUPE_4G233200	27.9768	33.1803
Os01g0160200	PRUPE_4G233600	29.7193	34.3785
Os01g0160200	PRUPE_4G234200	31.0745	32.0359
Os01g0160200	PRUPE_4G279000	31.9458	33.1992
Os01g0160200	PRUPE_6G281000	27.1055	30.871
Os01g0160200	PRUPE_6G281100	24.5886	33.8667
Os01g0160200	PRUPE_6G281200	34.7531	33.5201
Os01g0160200	PRUPE_6G281400	34.1723	34.5401
Os01g0160200	PRUPE_6G281500	33.5915	33.2375
Os01g0160200	PRUPE_6G288800	30.4937	36.2903
Os01g0160200	PRUPE_7G088700	25.6534	32.4357
Os01g0160200	PRUPE_8G054300	26.4279	30.4688
Os01g0160200	PRUPE_8G054400	27.3959	33.0994
Os01g0160700	PRUPE_2G128400	31.9961	33.5041
Os01g0160700	PRUPE_2G128600	30.7241	32.3045
Os01g0160700	PRUPE_2G128700	27.8865	31.5615
Os01g0160700	PRUPE_2G130100	27.2994	31.9588
Os01g0160700	PRUPE_2G130300	13.9922	30.6867
Os01g0160700	PRUPE_2G130400	23.1898	29.9242
Os01g0160700	PRUPE_2G130500	28.9628	31.1907
Os01g0160700	PRUPE_2G130600	24.5597	30.7598
Os01g0160700	PRUPE_2G130700	29.2564	31.4076
Os01g0160700	PRUPE_2G130900	27.2016	32.1759
Os01g0160700	PRUPE_2G131000	29.7456	31.1795
Os01g0160700	PRUPE_3G094800	25.0489	31.6049
Os01g0160700	PRUPE_3G196000	30.6262	31.6481
Os01g0160700	PRUPE_3G199200	29.0607	30.1829
Os01g0160700	PRUPE_3G199400	20.5479	31.0192
Os01g0160700	PRUPE_3G199500	30.6262	31.7123
Os01g0160700	PRUPE_3G200000	26.908	32.5059
Os01g0160700	PRUPE_4G168900	28.18	30.5732
Os01g0160700	PRUPE_4G232400	27.2016	32.0646
Os01g0160700	PRUPE_4G233100	30.6262	32.268
Os01g0160700	PRUPE_4G233200	27.2994	32.0321
Os01g0160700	PRUPE_4G233600	29.7456	34.0426
Os01g0160700	PRUPE_4G234200	31.8004	32.4351
Os01g0160700	PRUPE_4G279000	31.8004	32.6962
Os01g0160700	PRUPE_6G281000	27.8865	31.4223
Os01g0160700	PRUPE_6G281100	24.6575	33.6
Os01g0160700	PRUPE_6G281200	35.0294	33.4267
Os01g0160700	PRUPE_6G281400	35.1272	35.1272
Os01g0160700	PRUPE_6G281500	34.7358	34.0038
Os01g0160700	PRUPE_6G288800	31.3112	36.8664
Os01g0160700	PRUPE_7G088700	25.636	32.0685
Os01g0160700	PRUPE_8G054300	26.0274	29.6875
Os01g0160700	PRUPE_8G054400	27.3973	32.7485
Os01g0161000	PRUPE_2G128400	33.0838	22.6434
Os01g0161000	PRUPE_2G128600	32.0359	22.0165
Os01g0161000	PRUPE_2G128700	29.9401	22.1484
Os01g0161000	PRUPE_2G130100	31.5868	24.1695
Os01g0161000	PRUPE_2G130300	8.68263	12.4464
Os01g0161000	PRUPE_2G130400	23.8024	20.0758
Os01g0161000	PRUPE_2G130500	32.6347	22.9715
Os01g0161000	PRUPE_2G130600	28.2934	23.1618
Os01g0161000	PRUPE_2G130700	32.9341	23.1092
Os01g0161000	PRUPE_2G130900	29.9401	23.1481
Os01g0161000	PRUPE_2G131000	32.9341	22.5641
Os01g0161000	PRUPE_3G094800	26.3473	21.7284
Os01g0161000	PRUPE_3G196000	32.7844	22.1436
Os01g0161000	PRUPE_3G199200	32.485	22.0528
Os01g0161000	PRUPE_3G199400	24.7006	24.3722
Os01g0161000	PRUPE_3G199500	32.485	21.9858
Os01g0161000	PRUPE_3G200000	25.8982	20.4492
Os01g0161000	PRUPE_4G168900	32.3353	22.9299
Os01g0161000	PRUPE_4G232400	30.3892	23.4141
Os01g0161000	PRUPE_4G233100	32.3353	22.268
Os01g0161000	PRUPE_4G233200	30.2395	23.1917
Os01g0161000	PRUPE_4G233600	30.0898	22.5084
Os01g0161000	PRUPE_4G234200	33.5329	22.3553
Os01g0161000	PRUPE_4G279000	33.8323	22.7364
Os01g0161000	PRUPE_6G281000	35.0299	25.7993
Os01g0161000	PRUPE_6G281100	31.8862	28.4
Os01g0161000	PRUPE_6G281200	39.0719	24.3697
Os01g0161000	PRUPE_6G281400	35.7784	23.3855
Os01g0161000	PRUPE_6G281500	34.4311	22.0307
Os01g0161000	PRUPE_6G288800	35.7784	27.5346
Os01g0161000	PRUPE_7G088700	29.9401	24.4798
Os01g0161000	PRUPE_8G054300	31.1377	23.2143
Os01g0161000	PRUPE_8G054400	33.2335	25.9649
Os01g0161300	PRUPE_2G128400	25.2465	26.2295
Os01g0161300	PRUPE_2G128600	24.4576	25.5144
Os01g0161300	PRUPE_2G128700	23.1755	26.0244
Os01g0161300	PRUPE_2G130100	22.7811	26.4605
Os01g0161300	PRUPE_2G130300	10.8481	23.6052
Os01g0161300	PRUPE_2G130400	18.0473	23.1061
Os01g0161300	PRUPE_2G130500	24.6548	26.3435
Os01g0161300	PRUPE_2G130600	22.8797	28.4314
Os01g0161300	PRUPE_2G130700	25.0493	26.6807
Os01g0161300	PRUPE_2G130900	23.7673	27.8935
Os01g0161300	PRUPE_2G131000	25.4438	26.4615
Os01g0161300	PRUPE_3G094800	25.3452	31.7284
Os01g0161300	PRUPE_3G196000	26.6272	27.3003
Os01g0161300	PRUPE_3G199200	25.5424	26.3211
Os01g0161300	PRUPE_3G199400	18.6391	27.9173
Os01g0161300	PRUPE_3G199500	26.6272	27.3556
Os01g0161300	PRUPE_3G200000	21.1045	25.2955
Os01g0161300	PRUPE_4G168900	23.6686	25.4777
Os01g0161300	PRUPE_4G232400	24.7535	28.9504
Os01g0161300	PRUPE_4G233100	26.0355	27.2165
Os01g0161300	PRUPE_4G233200	24.8521	28.9323
Os01g0161300	PRUPE_4G233600	28.501	32.3628
Os01g0161300	PRUPE_4G234200	27.9093	28.2435
Os01g0161300	PRUPE_4G279000	27.2189	27.7666
Os01g0161300	PRUPE_6G281000	27.5148	30.7607
Os01g0161300	PRUPE_6G281100	19.9211	26.9333
Os01g0161300	PRUPE_6G281200	30.9665	29.3184
Os01g0161300	PRUPE_6G281400	30.4734	30.2348
Os01g0161300	PRUPE_6G281500	32.7416	31.8008
Os01g0161300	PRUPE_6G288800	28.1065	32.8341
Os01g0161300	PRUPE_7G088700	25.1479	31.2118
Os01g0161300	PRUPE_8G054300	25.1479	28.4598
Os01g0161300	PRUPE_8G054400	23.57	27.9532
Os01g0162300	PRUPE_3G094900	20.0617	34.3915
Os01g0162300	PRUPE_3G195900	20.3704	33.8462
Os01g0162300	PRUPE_3G199900	22.2222	45.5696
Os01g0162800	PRUPE_2G128400	29.5543	31.25
Os01g0162800	PRUPE_2G128600	28.7791	30.5556
Os01g0162800	PRUPE_2G128700	26.8411	30.6755
Os01g0162800	PRUPE_2G130100	26.8411	31.7297
Os01g0162800	PRUPE_2G130300	14.438	31.9742
Os01g0162800	PRUPE_2G130400	22.093	28.7879
Os01g0162800	PRUPE_2G130500	28.0039	30.4531
Os01g0162800	PRUPE_2G130600	24.6124	31.1275
Os01g0162800	PRUPE_2G130700	28.5853	30.9874
Os01g0162800	PRUPE_2G130900	27.0349	32.2917
Os01g0162800	PRUPE_2G131000	28.5853	30.2564
Os01g0162800	PRUPE_3G094800	24.2248	30.8642
Os01g0162800	PRUPE_3G196000	30.5233	31.8504
Os01g0162800	PRUPE_3G199200	29.4574	30.8943
Os01g0162800	PRUPE_3G199400	19.5736	29.8375
Os01g0162800	PRUPE_3G199500	30.3295	31.7123
Os01g0162800	PRUPE_3G200000	25.3876	30.9693
Os01g0162800	PRUPE_4G168900	27.907	30.5732
Os01g0162800	PRUPE_4G232400	28.2946	33.6794
Os01g0162800	PRUPE_4G233100	30.2326	32.1649
Os01g0162800	PRUPE_4G233200	28.3915	33.6395
Os01g0162800	PRUPE_4G233600	30.3295	35.0504
Os01g0162800	PRUPE_4G234200	31.9767	32.9341
Os01g0162800	PRUPE_4G279000	31.5891	32.7968
Os01g0162800	PRUPE_6G281000	27.4225	31.2018
Os01g0162800	PRUPE_6G281100	23.062	31.7333
Os01g0162800	PRUPE_6G281200	35.0775	33.8002
Os01g0162800	PRUPE_6G281400	32.9457	33.2681
Os01g0162800	PRUPE_6G281500	33.4302	33.046
Os01g0162800	PRUPE_6G288800	29.3605	34.9078
Os01g0162800	PRUPE_7G088700	26.7442	33.7821
Os01g0162800	PRUPE_8G054300	25.4845	29.3527
Os01g0162800	PRUPE_8G054400	26.938	32.5146
Os01g0163000	PRUPE_2G128400	32.2016	32.0697
Os01g0163000	PRUPE_2G128600	31.7901	31.7901
Os01g0163000	PRUPE_2G128700	28.7037	30.897
Os01g0163000	PRUPE_2G130100	27.2634	30.3551
Os01g0163000	PRUPE_2G130300	13.8889	28.97
Os01g0163000	PRUPE_2G130400	23.0453	28.2828
Os01g0163000	PRUPE_2G130500	29.6296	30.3477
Os01g0163000	PRUPE_2G130600	25.3086	30.1471
Os01g0163000	PRUPE_2G130700	30.144	30.7773
Os01g0163000	PRUPE_2G130900	28.6008	32.1759
Os01g0163000	PRUPE_2G131000	32.3045	32.2051
Os01g0163000	PRUPE_3G094800	26.0288	31.2346
Os01g0163000	PRUPE_3G196000	32.0988	31.547
Os01g0163000	PRUPE_3G199200	30.8642	30.4878
Os01g0163000	PRUPE_3G199400	21.6049	31.0192
Os01g0163000	PRUPE_3G199500	31.9959	31.5096
Os01g0163000	PRUPE_3G200000	27.4691	31.5603
Os01g0163000	PRUPE_4G168900	29.321	30.2548
Os01g0163000	PRUPE_4G232400	28.2922	31.7186
Os01g0163000	PRUPE_4G233100	31.6872	31.7526
Os01g0163000	PRUPE_4G233200	30.0412	33.5247
Os01g0163000	PRUPE_4G233600	30.9671	33.7066
Os01g0163000	PRUPE_4G234200	33.7449	32.7345
Os01g0163000	PRUPE_4G279000	32.9218	32.1932
Os01g0163000	PRUPE_6G281000	28.7037	30.7607
Os01g0163000	PRUPE_6G281100	25.5144	33.0667
Os01g0163000	PRUPE_6G281200	37.7572	34.267
Os01g0163000	PRUPE_6G281400	36.4198	34.638
Os01g0163000	PRUPE_6G281500	36.6255	34.0996
Os01g0163000	PRUPE_6G288800	33.2305	37.212
Os01g0163000	PRUPE_7G088700	27.0576	32.1909
Os01g0163000	PRUPE_8G054300	27.4691	29.7991
Os01g0163000	PRUPE_8G054400	27.8807	31.6959
Os01g0164075	PRUPE_2G254300	16.8539	30.9278
Os01g0164075	PRUPE_2G254400	18.5393	34.7368
Os01g0164300	PRUPE_2G254300	21.134	42.268
Os01g0164300	PRUPE_2G254400	17.0103	34.7368
Os01g0164400	PRUPE_6G050700	79.6875	32.3467
Os01g0164500	PRUPE_2G256400	53.6321	66.0952
Os01g0164600	PRUPE_6G049100	55.8912	60.2606
Os01g0164700	PRUPE_2G218300	42.3077	16.8712
Os01g0164800	PRUPE_4G287200	51.7787	11.8767
Os01g0164900	PRUPE_4G287200	7.48441	3.26383
Os01g0165000	PRUPE_2G256900	38.6861	27.3196
Os01g0165000	PRUPE_3G223300	30.292	42.3469
Os01g0165100	PRUPE_2G257800	53.1873	53.8306
Os01g0165200	PRUPE_6G285100	33.8571	33.4274
Os01g0165200	PRUPE_6G285200	18.8571	32.3529
Os01g0165600	PRUPE_6G047800	44.1176	50
Os01g0166100	PRUPE_2G258400	51.9637	55.6634
Os01g0166100	PRUPE_2G258500	58.6103	57.2271
Os01g0166100	PRUPE_2G258700	55.8912	49.3333
Os01g0166300	PRUPE_2G258400	47.7477	34.3042
Os01g0166300	PRUPE_2G258500	53.6036	35.1032
Os01g0166300	PRUPE_2G258700	51.3514	30.4
Os01g0166400	PRUPE_7G183400	37.8788	40.9836
Os01g0166500	PRUPE_2G261100	26.4228	30.3738
Os01g0166500	PRUPE_6G289800	25.6098	34.6154
Os01g0166700	PRUPE_6G290000	41.1504	36.7589
Os01g0166800	PRUPE_2G263500	53.0988	53.9116
Os01g0167500	PRUPE_2G262200	77.5281	78.187
Os01g0167500	PRUPE_6G042100	79.7753	81.1429
Os01g0167750	PRUPE_7G147200	45.2229	43.4916
Os01g0167900	PRUPE_6G040100	37.5	25.7143
Os01g0168100	PRUPE_6G040100	37.9427	35.7143
Os01g0168200	PRUPE_6G296000	62.5954	58.9928
Os01g0168300	PRUPE_2G266500	53.1579	58.2133
Os01g0168400	PRUPE_2G266800	62.2951	56.4756
Os01g0168400	PRUPE_6G298000	66.5105	60.1695
Os01g0168500	PRUPE_2G267100	72.4221	73.6585
Os01g0168800	PRUPE_1G403000	36.6071	40.1961
Os01g0169400	PRUPE_3G290800	44.2231	63.4286
Os01g0169400	PRUPE_5G167800	47.012	61.4583
Os01g0169500	PRUPE_3G290300	40.3909	40.2815
Os01g0169500	PRUPE_3G290500	9.2291	36.4807
Os01g0169800	PRUPE_1G248200	39.0533	48.5294
Os01g0169800	PRUPE_1G248300	36.4892	52.2599
Os01g0169800	PRUPE_5G168300	43.9842	51.0297
Os01g0169900	PRUPE_1G550900	36.5517	38.1295
Os01g0169900	PRUPE_3G290000	38.2759	38.6087
Os01g0169900	PRUPE_5G168500	30.5172	33.5227
Os01g0170000	PRUPE_3G289900	66.8639	29.2746
Os01g0170000	PRUPE_5G169000	54.142	47.9058
Os01g0170100	PRUPE_5G169300	46.3235	27.0386
Os01g0170300	PRUPE_5G169700	58.4602	58.4602
Os01g0170500	PRUPE_5G170000	62.0609	54.0816
Os01g0170600	PRUPE_1G118700	0	0
Os01g0170800	PRUPE_4G237400	37.7261	27.3921
Os01g0171000	PRUPE_1G249800	73.8854	71.275
Os01g0171800	PRUPE_3G288000	44.0828	45.4268
Os01g0171800	PRUPE_5G171900	48.2249	43.0079
Os01g0172000	PRUPE_8G258400	56.2963	17.1558
Os01g0172100	PRUPE_3G287800	53.944	52.3457
Os01g0172200	PRUPE_3G287500	54.2819	59.8837
Os01g0172300	PRUPE_1G480600	36.0215	32.3671
Os01g0172300	PRUPE_3G085100	37.0968	43.3962
Os01g0172300	PRUPE_7G244100	30.1075	31.4607
Os01g0172400	PRUPE_7G243800	73.5222	73.9777
Os01g0172600	PRUPE_7G243400	75.3304	48.5795
Os01g0172800	PRUPE_7G243200	32.4607	39.4904
Os01g0173000	PRUPE_3G083500	45.3552	48.2558
Os01g0173600	PRUPE_3G082100	46.0465	57.5581
Os01g0173600	PRUPE_7G240200	20.9302	60.8108
Os01g0173600	PRUPE_7G241600	20.9302	60.8108
Os01g0173600	PRUPE_8G193600	45.1163	63.8158
Os01g0173900	PRUPE_I000500	46.1794	72.0207
Os01g0173900	PRUPE_I000600	55.7475	61.5103
Os01g0173900	PRUPE_I000700	59.7342	60.9079
Os01g0174000	PRUPE_1G208500	17.8674	28.5714
Os01g0174100	PRUPE_3G081500	34.2342	26.2069
Os01g0174100	PRUPE_7G240000	34.2342	33.6283
Os01g0174300	PRUPE_7G239800	72.9904	70.0617
Os01g0174500	PRUPE_2G297000	42.5743	42.4342
Os01g0174600	PRUPE_2G297000	0.358423	0.328947
Os01g0174700	PRUPE_7G239100	62.8803	62.8803
Os01g0174900	PRUPE_3G079000	45.9459	49.7076
Os01g0174900	PRUPE_8G067300	45.9459	50
Os01g0175000	PRUPE_1G473700	73.93	73.6434
Os01g0175000	PRUPE_3G078700	68.0934	68.0934
Os01g0175000	PRUPE_7G238500	73.93	62.0915
Os01g0175100	PRUPE_3G078300	32.6087	37.8151
Os01g0175100	PRUPE_7G237500	33.3333	37.0968
Os01g0175600	PRUPE_1G472500	63.5417	65.1908
Os01g0175600	PRUPE_3G077900	66.5179	67.218
Os01g0175700	PRUPE_1G472500	64.1369	65.8015
Os01g0175700	PRUPE_3G077900	66.369	67.0677
Os01g0176000	PRUPE_7G124000	46.1847	46.5587
Os01g0176000	PRUPE_7G124100	43.7751	44.3992
Os01g0176000	PRUPE_7G124200	46.3855	47.0468
Os01g0176000	PRUPE_7G124300	40.7631	43.2836
Os01g0176000	PRUPE_7G124400	41.5663	42.5926
Os01g0176000	PRUPE_7G124500	41.5663	44.1365
Os01g0176000	PRUPE_7G124600	43.3735	43.9024
Os01g0176100	PRUPE_7G124000	47.1058	47.7733
Os01g0176100	PRUPE_7G124100	43.1138	43.9919
Os01g0176100	PRUPE_7G124200	45.509	46.4358
Os01g0176100	PRUPE_7G124300	39.521	42.2175
Os01g0176100	PRUPE_7G124400	40.9182	42.1811
Os01g0176100	PRUPE_7G124500	41.517	44.3497
Os01g0176100	PRUPE_7G124600	43.7126	44.5122
Os01g0176200	PRUPE_7G124000	47.8873	48.1781
Os01g0176200	PRUPE_7G124100	46.2777	46.8432
Os01g0176200	PRUPE_7G124200	45.4728	46.0285
Os01g0176200	PRUPE_7G124300	40.2414	42.6439
Os01g0176200	PRUPE_7G124400	40.6439	41.5638
Os01g0176200	PRUPE_7G124500	41.2475	43.71
Os01g0176200	PRUPE_7G124600	44.4668	44.9187
Os01g0176300	PRUPE_3G090100	44.2105	42.4855
Os01g0176400	PRUPE_3G077500	41.7526	19.0141
Os01g0176500	PRUPE_3G077300	43.8702	50
Os01g0176700	PRUPE_7G235900	43.6059	41.9355
Os01g0176800	PRUPE_3G076900	45.1967	46.298
Os01g0177100	PRUPE_7G235500	59.4071	59.4071
Os01g0177200	PRUPE_4G192200	71.6625	70.3337
Os01g0177400	PRUPE_1G467600	32.7027	35.1744
Os01g0177400	PRUPE_1G467800	33.2432	35.8601
Os01g0177400	PRUPE_2G061700	35.1351	36.5169
Os01g0177400	PRUPE_3G075600	39.1892	38.9785
Os01g0177400	PRUPE_7G235400	36.2162	39.2962
Os01g0178000	PRUPE_3G075300	72.5888	72.5888
Os01g0178100	PRUPE_7G235200	47.8774	45.9276
Os01g0178200	PRUPE_7G235100	55.8559	63.4812
Os01g0178400	PRUPE_7G234900	60.9756	24.9004
Os01g0178500	PRUPE_3G074900	56.2814	46.0905
Os01g0178500	PRUPE_7G234800	47.2362	36.8627
Os01g0178700	PRUPE_1G467000	49.061	47.6082
Os01g0178700	PRUPE_3G074400	49.2958	49.4118
Os01g0178850	PRUPE_7G227100	31.6456	41.6667
Os01g0179200	PRUPE_1G466200	67.1512	66.5706
Os01g0179200	PRUPE_7G226900	66.8605	67.6471
Os01g0179300	PRUPE_1G466300	48.3384	50
Os01g0179300	PRUPE_7G226700	49.2447	50.4644
Os01g0179400	PRUPE_1G466400	59.4379	58.3448
Os01g0179500	PRUPE_1G466100	32.4675	19.8977
Os01g0179600	PRUPE_1G169100	38.3984	39.4515
Os01g0179600	PRUPE_1G169200	37.9877	39.0295
Os01g0179600	PRUPE_1G169300	38.193	39.2405
Os01g0179600	PRUPE_1G552100	35.1129	36.3057
Os01g0179700	PRUPE_2G271800	94.5813	95.0495
Os01g0179700	PRUPE_5G060000	93.5961	94.0594
Os01g0179800	PRUPE_7G228000	55.3444	55.8753
Os01g0180000	PRUPE_1G465200	49.0385	51.5152
Os01g0180000	PRUPE_7G228100	57.8846	39.5532
Os01g0180300	PRUPE_3G071700	34.7258	36.0923
Os01g0180400	PRUPE_1G464800	36.7021	17.5127
Os01g0180400	PRUPE_3G071600	36.7021	18.4
Os01g0180600	PRUPE_7G228900	46.9771	52.4157
Os01g0180700	PRUPE_1G464000	35.249	34.4569
Os01g0180800	PRUPE_3G071300	73.3728	72.5146
Os01g0181000	PRUPE_7G229200	24.5378	26.6423
Os01g0182200	PRUPE_3G216100	54.878	56.25
Os01g0182200	PRUPE_7G000900	60.9756	61.4754
Os01g0182300	PRUPE_1G454200	18.1287	29.5238
Os01g0182300	PRUPE_3G070700	21.6374	33.945
Os01g0182300	PRUPE_7G229300	17.5439	26.3158
Os01g0182400	PRUPE_6G167500	20.6349	19.6597
Os01g0182500	PRUPE_8G040300	25.2475	23.6111
