Gene stable ID	Dioscorea rotundata gene stable ID	%id. target Dioscorea rotundata gene identical to query gene	%id. query gene identical to target Dioscorea rotundata gene
Os01g0166700	Dr15969	43.3628	42.2414
Os01g0166800	Dr02477	56.7839	57.4576
Os01g0167500	Dr02481	44.382	84.492
Os01g0167500	Dr15978	80.8989	80.8989
Os01g0168200	Dr09208	70.229	67.1533
Os01g0168400	Dr09197	70.9602	64.0592
Os01g0168400	Dr11960	67.6815	56.5558
Os01g0168500	Dr02342	64.2686	63.8095
Os01g0168500	Dr05851	33.0935	50.1818
Os01g0168500	Dr05852	68.5851	68.2578
Os01g0168600	Dr09183	56.1644	34.1667
Os01g0168600	Dr11976	65.411	38.8211
Os01g0168800	Dr12472	37.5	47.191
Os01g0169400	Dr06923	48.6056	64.5503
Os01g0169900	Dr09993	7.06897	44.086
Os01g0170300	Dr06917	57.923	67.3958
Os01g0170600	Dr09986	0.735294	1.21212
Os01g0170800	Dr09987	34.3669	26.8687
Os01g0171000	Dr06906	78.3439	77.4803
Os01g0171100	Dr18122	6.47668	17.9856
Os01g0171800	Dr06902	51.1834	49.1477
Os01g0171800	Dr09984	33.7278	53.5211
Os01g0172000	Dr16900	57.037	18.0328
Os01g0172100	Dr04990	56.2341	55.6675
Os01g0172200	Dr00757	43.3465	52.3052
Os01g0172300	Dr08083	35.4839	24.812
Os01g0172400	Dr08080	71.0591	84.6041
Os01g0172800	Dr08075	43.9791	46.6667
Os01g0173600	Dr04540	47.907	20.2756
Os01g0173900	Dr04537	3.78738	67.0588
Os01g0173900	Dr04538	6.44518	48.7437
Os01g0173900	Dr04539	5.5814	65.625
Os01g0174100	Dr10231	44.1441	42.9825
Os01g0174300	Dr04533	55.3055	73.8197
Os01g0174700	Dr04529	58.6207	61.7521
Os01g0175850	Dr06947	15.6794	15.0502
Os01g0175850	Dr06948	17.4216	15.873
Os01g0175850	Dr06950	20.9059	22.4719
Os01g0175850	Dr20984	16.3763	15.9322
Os01g0176000	Dr08321	44.3775	50.9217
Os01g0176100	Dr08321	43.7126	50.4608
Os01g0176200	Dr08321	45.4728	52.0737
Os01g0176300	Dr04470	54.5865	54.2601
Os01g0176400	Dr04473	39.6907	18.9189
Os01g0176700	Dr04476	23.6897	35.5346
Os01g0177100	Dr01560	55.5302	58.4634
Os01g0177200	Dr15379	71.7884	69.5122
Os01g0177400	Dr01559	40.2703	42.5714
Os01g0177400	Dr04479	40.5405	42.0168
Os01g0177900	Dr04480	76.7882	74.5913
Os01g0178000	Dr01558	75.8883	58.6275
Os01g0178200	Dr01554	53.1532	61.6725
Os01g0178400	Dr01553	66.3415	26.9307
Os01g0178500	Dr04150	63.3166	59.434
Os01g0178900	Dr03981	16.73	11.399
Os01g0178900	Dr06109	21.673	12.5828
Os01g0178900	Dr06568	11.9772	9.85915
Os01g0178900	Dr06661	9.88593	7.11354
Os01g0178900	Dr06727	0.760456	0.776699
Os01g0178900	Dr06729	2.09125	2.5463
Os01g0178900	Dr07799	16.73	15.8273
Os01g0178900	Dr12365	20.9125	11.0442
Os01g0178900	Dr12366	20.3422	6.3957
Os01g0178900	Dr12467	24.1445	11.3191
Os01g0178900	Dr12889	16.73	11.2245
Os01g0178900	Dr12955	18.0608	8.63636
Os01g0178900	Dr13422	22.8137	8.44476
Os01g0178900	Dr13423	0.570342	0.779221
Os01g0178900	Dr13424	21.2928	11.6788
Os01g0178900	Dr13427	21.2928	10.1083
Os01g0178900	Dr15822	23.384	8.82986
Os01g0178900	Dr15823	0	0
Os01g0178900	Dr16744	22.6236	10.1623
Os01g0178900	Dr16745	12.1673	7.33945
Os01g0178900	Dr16746	14.4487	9.53576
Os01g0178900	Dr17083	3.04183	3.23887
Os01g0178900	Dr18435	19.962	7.70925
Os01g0178900	Dr18621	1.52091	2.28571
Os01g0178900	Dr18622	16.9202	25.2125
Os01g0178900	Dr18626	16.1597	13.6656
Os01g0179200	Dr01547	75.2907	74.8555
Os01g0179300	Dr04495	48.9426	51.1041
Os01g0179400	Dr01992	58.1733	59.2557
Os01g0179500	Dr01544	34.1373	22.5214
Os01g0179600	Dr01533	26.078	40.1899
Os01g0179600	Dr01534	36.1396	42.5121
Os01g0179600	Dr01535	41.0678	40.3226
Os01g0179600	Dr01537	42.7105	44.3497
Os01g0179600	Dr01538	36.7556	45.6633
Os01g0179600	Dr01539	41.4784	43.6285
Os01g0179600	Dr01541	34.9076	40.9639
Os01g0179600	Dr01542	38.809	41.9069
Os01g0179600	Dr01543	40.2464	41.1765
Os01g0179700	Dr11742	93.5961	85.5856
Os01g0179700	Dr15758	93.5961	93.5961
Os01g0179800	Dr01530	57.7197	46.1101
Os01g0180000	Dr01528	43.0769	52.2145
Os01g0180000	Dr06659	15	51.6556
Os01g0180000	Dr07062	18.6538	37.4517
Os01g0180300	Dr01526	39.5561	37.6866
Os01g0180600	Dr01524	13.6438	38.9277
Os01g0180700	Dr01520	38.3142	40.0802
Os01g0180800	Dr01521	68.8757	68.1499
Os01g0180800	Dr01522	32.426	44.0514
Os01g0180800	Dr01523	70.7692	40.6526
Os01g0180800	Dr08313	73.4911	72.5467
Os01g0181000	Dr04163	28.0672	32.681
Os01g0182200	Dr17678	57.3171	59.2437
Os01g0182400	Dr08319	28.7698	25.6637
Os01g0182600	Dr01509	76.7241	76.3293
Os01g0182700	Dr01508	41.4286	39.726
Os01g0182700	Dr19216	30	42.4242
Os01g0182832	Dr08064	31.1927	6.35118
Os01g0182900	Dr08064	77.5385	7.84558
Os01g0183100	Dr09836	64.4195	62.2062
Os01g0183300	Dr01501	50.4092	52.027
Os01g0183400	Dr20428	26.0504	38.75
Os01g0183500	Dr01500	49.7382	18.2692
Os01g0183500	Dr20425	50.2618	18.5328
Os01g0183633	Dr01469	47.7064	71.2329
Os01g0184000	Dr20403	58.8391	57.772
Os01g0184100	Dr04189	68.0723	72.9032
Os01g0184500	Dr01498	61.12	61.4148
Os01g0184800	Dr20414	76.0956	75.4941
Os01g0184800	Dr20417	76.0956	75.4941
Os01g0185100	Dr04178	48.2234	28.6145
Os01g0185100	Dr09436	42.6396	29.3706
Os01g0185200	Dr01482	72.6131	72.7044
Os01g0185200	Dr17242	39.6985	65.6965
Os01g0185300	Dr13887	41.0501	45.5026
Os01g0185500	Dr20408	51.4286	52.5547
Os01g0185900	Dr01478	43.3925	35.2564
Os01g0185900	Dr20407	32.1499	41.1616
Os01g0186000	Dr04186	31.0881	34.4828
Os01g0186200	Dr01472	53.6709	37.0629
Os01g0187400	Dr20711	73.0259	71.9697
Os01g0187500	Dr00432	24.4681	10.8491
Os01g0187600	Dr20708	41.9492	22.9698
Os01g0187900	Dr01382	53.8251	56.447
Os01g0187900	Dr06433	54.918	58.2609
Os01g0188100	Dr06434	76.3473	76.8072
Os01g0188200	Dr09810	34.5763	8.38127
Os01g0188400	Dr01379	70.579	74.2998
Os01g0188400	Dr09389	65.1017	69.5652
Os01g0190000	Dr01375	72.2807	63.3846
Os01g0190400	Dr04235	61.3537	55.9761
Os01g0190400	Dr06437	66.8122	61.2
Os01g0190400	Dr09430	59.1703	61.1738
Os01g0190500	Dr01403	55.6989	56.0606
Os01g0191100	Dr05465	64.0351	39.6739
Os01g0191100	Dr13095	61.4035	26.616
Os01g0191100	Dr14192	55.2632	38.4146
Os01g0191150	Dr01404	53.4483	23.6641
Os01g0191150	Dr06439	50	23.5772
Os01g0191200	Dr01411	16.1716	37.1212
Os01g0191200	Dr01614	37.2937	44.8413
Os01g0191200	Dr01615	38.6139	44.8276
Os01g0191300	Dr01413	48.037	69.103
Os01g0191300	Dr01613	62.8176	66.5037
Os01g0191500	Dr01611	43.1683	37.6511
Os01g0191700	Dr01417	72.1281	70.6642
Os01g0191700	Dr01610	65.5367	69.6
Os01g0191800	Dr01418	86.9863	86.9863
Os01g0191900	Dr01607	32.197	36.1702
Os01g0192000	Dr01605	57.772	60.4336
Os01g0192300	Dr04231	38.7097	60
Os01g0192500	Dr09807	23.7354	11.1927
Os01g0192600	Dr01434	69.7406	82.5939
Os01g0193500	Dr01440	34.2163	25.3682
Os01g0194000	Dr01443	38.3023	33.2136
Os01g0194200	Dr01594	59.0498	57.6159
Os01g0194300	Dr01446	59.2784	60.1045
Os01g0195200	Dr01591	68.3036	26.087
Os01g0195300	Dr09392	35.5263	34.6154
Os01g0195400	Dr01586	34.0278	40.1639
Os01g0195500	Dr04206	79.397	79.397
Os01g0195801	Dr04201	22.4914	16.1692
Os01g0196300	Dr04201	18.6788	20.398
Os01g0196600	Dr01453	12.9436	43.662
Os01g0197200	Dr01577	88.0567	76.7196
Os01g0197400	Dr01460	38.1743	32.6241
Os01g0197700	Dr20708	36.4602	47.7958
Os01g0198200	Dr04242	79.8742	73.73
Os01g0198200	Dr09379	80.1887	74.8899
Os01g0198500	Dr06429	31.6456	33.4821
Os01g0198900	Dr06426	31.4815	37.9888
Os01g0199300	Dr06426	30.7292	32.9609
Os01g0199400	Dr06425	68.3544	68.8775
Os01g0199700	Dr01388	30.2128	43.5583
Os01g0199900	Dr06421	17.9081	57.0707
Os01g0199900	Dr06423	64.1838	63.981
Os01g0200200	Dr06420	30	43.5897
Os01g0200200	Dr06424	35.2941	32.0856
Os01g0200200	Dr11655	32.9412	34.1463
Os01g0200300	Dr01389	58.9327	30.2741
Os01g0200400	Dr06419	31.6794	46.6292
Os01g0200500	Dr01392	43.7309	42.6866
Os01g0200600	Dr06416	35.5263	41.7526
Os01g0200700	Dr01394	70.9677	24.8588
Os01g0201100	Dr06414	30.8333	51.2111
Os01g0201200	Dr01398	47.7798	47.7798
Os01g0201200	Dr06413	44.0497	16.6667
Os01g0201200	Dr09366	44.5826	44.9821
Os01g0201250	Dr09359	50.9434	31.5789
Os01g0201400	Dr22207	24.6575	37.1134
Os01g0201600	Dr06410	27.5748	30.0725
Os01g0201700	Dr04255	61.5942	72.0339
Os01g0201700	Dr09353	58.3333	74.8837
Os01g0202700	Dr09350	56.25	55.9322
Os01g0202800	Dr06407	59.9251	55.7491
Os01g0203000	Dr01345	43.5616	62.5984
Os01g0203000	Dr04263	47.3973	53.7267
Os01g0203000	Dr09328	59.1781	63.3431
Os01g0203300	Dr09327	43.8914	37.4517
Os01g0203800	Dr01341	35	47.0284
Os01g0203800	Dr06400	41.7308	47.6923
Os01g0204000	Dr06397	44.9219	39.5189
Os01g0205200	Dr01319	59.97	45.819
Os01g0205600	Dr01312	46.5587	47.5207
Os01g0205600	Dr01315	44.1296	45.2282
Os01g0205600	Dr01316	42.1053	43.1535
Os01g0205600	Dr01317	42.1053	43.1535
Os01g0205700	Dr01306	90.5579	48.8426
Os01g0205700	Dr06387	73.3906	41.8093
Os01g0205900	Dr06386	59.0214	60.6918
Os01g0206300	Dr01302	55.9687	61.9048
Os01g0206300	Dr06385	55.1859	60.2564
Os01g0206700	Dr01295	67.2451	68.7361
Os01g0206800	Dr06384	34.8463	51.2931
Os01g0207700	Dr14250	23.166	29.1262
Os01g0207700	Dr14251	40.5405	30.5233
Os01g0207700	Dr14252	37.0656	29.5385
Os01g0207700	Dr14253	37.4517	29.8462
Os01g0207700	Dr14254	27.027	22.1519
Os01g0207700	Dr14255	0	0
Os01g0207700	Dr14256	36.2934	26.5537
Os01g0207900	Dr14250	28.1915	51.4563
Os01g0207900	Dr14251	41.4894	45.3488
Os01g0207900	Dr14252	40.4255	46.7692
Os01g0207900	Dr14253	40.9574	47.3846
Os01g0207900	Dr14254	19.4149	23.1013
Os01g0207900	Dr14255	11.4362	54.4304
Os01g0207900	Dr14256	40.9574	43.5028
Os01g0208000	Dr14250	35.1515	28.1553
Os01g0208000	Dr14251	39.3939	18.8953
Os01g0208000	Dr14252	35.7576	18.1538
Os01g0208000	Dr14253	35.7576	18.1538
Os01g0208000	Dr14254	23.6364	12.3418
Os01g0208000	Dr14255	0	0
Os01g0208000	Dr14256	40.6061	18.9266
Os01g0208600	Dr06378	30.06	34.5988
Os01g0209000	Dr01284	53.4965	64.9682
Os01g0209400	Dr06372	60.7143	54.3605
Os01g0209500	Dr01208	43.1579	5.46667
Os01g0209700	Dr08540	50.7463	48.7106
Os01g0209800	Dr06321	69.4805	71.2146
Os01g0210400	Dr04634	54.3086	53.5573
Os01g0210500	Dr06313	56.8807	57.4074
Os01g0210600	Dr04629	49.7006	44.8649
Os01g0210600	Dr06312	55.0898	41.629
Os01g0210700	Dr08542	57.7371	46.3284
Os01g0211800	Dr06308	37.8788	59.2417
Os01g0212100	Dr06307	69.7143	70.9302
Os01g0212700	Dr02024	16.4751	17.9167
Os01g0212700	Dr16613	16.8582	13.8365
Os01g0213400	Dr02024	22.7848	22.5
Os01g0213400	Dr16613	25.3165	18.8679
Os01g0214200	Dr06303	61.3445	61.3445
Os01g0214300	Dr06302	41.5663	11.405
Os01g0214400	Dr04605	54.7244	37.1658
Os01g0214500	Dr04604	68.8312	68.8312
Os01g0214600	Dr04603	45.8453	43.1267
Os01g0214800	Dr04603	44.3548	44.4744
Os01g0215000	Dr04603	41.5584	43.1267
Os01g0215100	Dr09444	58.5366	16.1435
Os01g0215500	Dr04603	42.1053	34.5013
Os01g0215700	Dr04603	56.0847	57.1429
Os01g0216000	Dr04603	37.5315	40.1617
Os01g0216300	Dr04603	39.8964	41.5094
Os01g0216400	Dr04603	43.7173	45.0135
Os01g0216500	Dr04603	43.9153	44.7439
Os01g0216900	Dr04603	38.4058	42.8571
Os01g0217000	Dr04594	49.3671	51.7241
Os01g0218032	Dr11540	33.248	35.5811
Os01g0218100	Dr04589	40.824	44.6721
Os01g0218200	Dr09242	60.5655	60.8371
Os01g0218800	Dr09247	30.3734	59.604
Os01g0218900	Dr09247	1.23457	0.990099
Os01g0219100	Dr04566	45.7831	60.8
Os01g0219200	Dr06292	14.3885	30.1508
Os01g0219500	Dr06287	40.1575	42.5
Os01g0219600	Dr06286	59.375	64.1892
Os01g0220100	Dr06286	61.0938	66.0473
Os01g0220200	Dr04553	59.5041	16.1435
Os01g0220500	Dr04548	23.2143	7.90274
Os01g0220500	Dr06276	21.4286	25.5319
Os01g0220500	Dr06277	21.4286	25.5319
Os01g0221300	Dr05170	26.5504	23.993
Os01g0221600	Dr05149	72.3282	73.4496
Os01g0221700	Dr09276	52.381	40.6467
Os01g0221900	Dr05157	43.6364	13.4078
Os01g0222300	Dr06239	42.4069	15.3051
Os01g0222800	Dr20847	23.8994	28.5714
Os01g0222800	Dr20849	20.7547	8.87097
Os01g0222800	Dr20850	23.2704	4.73752
Os01g0222900	Dr20847	1.91571	3.7594
Os01g0222900	Dr20849	8.04598	5.64516
Os01g0222900	Dr20850	27.9693	9.34699
Os01g0223000	Dr04603	39.0625	40.4313
Os01g0223200	Dr04603	39.5778	40.4313
Os01g0223500	Dr04603	43.1034	20.2156
Os01g0223600	Dr06252	61.3821	47.8605
Os01g0223700	Dr20847	1.08696	2.25564
Os01g0223700	Dr20849	4.34783	3.22581
Os01g0223700	Dr20850	21.3768	7.55442
Os01g0223800	Dr20847	8.15085	50.3759
Os01g0223800	Dr20849	22.5061	49.7312
Os01g0223800	Dr20850	36.618	38.5403
Os01g0223900	Dr20847	7.99508	48.8722
Os01g0223900	Dr20849	23.1242	50.5376
Os01g0223900	Dr20850	36.2854	37.7721
Os01g0224000	Dr20847	8.4472	51.1278
Os01g0224000	Dr20849	22.9814	49.7312
Os01g0224000	Dr20850	37.1429	38.2843
Os01g0224100	Dr05161	33.9474	41.7476
Os01g0224100	Dr06254	35	40.5488
Os01g0224200	Dr05162	38.4314	36.1624
Os01g0224300	Dr05164	37.1429	24.2991
Os01g0224400	Dr05166	57.6087	13.2832
Os01g0224500	Dr07344	49.5413	31.3953
Os01g0224700	Dr09301	58.9977	61.8138
Os01g0224700	Dr17212	49.8861	56.1538
Os01g0225000	Dr05123	51.2422	66.5323
Os01g0225100	Dr06222	20.5674	11.6
Os01g0225300	Dr05124	55.2901	30.6818
Os01g0225400	Dr05126	76.087	31.3433
Os01g0225400	Dr05127	69.5652	44.8598
Os01g0225400	Dr05128	0.724638	0.775194
Os01g0225400	Dr05129	70.2899	27.1709
Os01g0225500	Dr05126	7.76942	9.25373
Os01g0225500	Dr05127	0	0
Os01g0225500	Dr05128	7.5188	23.2558
Os01g0225500	Dr05129	7.76942	8.68347
Os01g0226200	Dr06228	26.3285	36.8243
Os01g0226300	Dr05144	74.1573	35.9673
Os01g0226300	Dr06230	71.9101	67.7249
Os01g0226400	Dr17200	65.7143	68.3168
Os01g0226600	Dr05147	37.8049	54.386
Os01g0226600	Dr06232	47.7134	32.3347
Os01g0226600	Dr09282	41.1585	42.5197
Os01g0226600	Dr09283	36.8902	54.2601
Os01g0227100	Dr09305	71.627	69.6911
Os01g0227200	Dr06212	37.0184	47.1215
Os01g0227200	Dr06213	30.6533	65.1246
Os01g0227200	Dr06214	59.9665	57.1885
Os01g0227300	Dr05084	81.1594	91.3043
Os01g0227300	Dr06211	66.1836	88.3871
Os01g0227300	Dr09308	84.5411	87.9397
Os01g0227300	Dr17213	91.7874	92.233
Os01g0228400	Dr05088	45.283	47.6033
Os01g0228500	Dr06208	56.3636	60.3896
Os01g0228800	Dr06205	25.9098	25.1412
Os01g0229100	Dr09591	76.1996	76.6409
Os01g0229200	Dr06200	50.211	46.4239
Os01g0229400	Dr12153	28.0374	74.0741
Os01g0229500	Dr05106	49.7006	48.8235
Os01g0229500	Dr06195	38.3234	43.8356
Os01g0229500	Dr09544	31.1377	32.2981
Os01g0229500	Dr09550	23.3533	29.3233
Os01g0229500	Dr13258	26.3473	32.3529
Os01g0229700	Dr05107	47.2574	16.568
Os01g0229700	Dr06193	45.5696	16.6026
Os01g0229800	Dr06192	48.0519	23.4921
Os01g0230200	Dr06191	30.7882	38.5802
Os01g0231000	Dr05112	35.3612	66.4286
Os01g0231000	Dr09600	53.2319	45.1613
Os01g0231500	Dr06354	70.2326	69.2661
Os01g0231600	Dr01277	54.9451	11.8765
Os01g0232300	Dr01272	49.7159	19.3584
Os01g0232300	Dr06356	53.6932	18.439
Os01g0232400	Dr01271	53.2468	52.3404
Os01g0232500	Dr01266	31.9588	47.9876
Os01g0232700	Dr04708	73.9958	73.5294
Os01g0232700	Dr04710	72.3044	64.4068
Os01g0232800	Dr09625	70.6522	58.7703
Os01g0233100	Dr06359	60.6925	63.9485
Os01g0233500	Dr06359	60.2362	65.6652
Os01g0233800	Dr06357	61.4662	60.4436
Os01g0234200	Dr03968	19.0024	12.6183
Os01g0234200	Dr16153	51.3064	14.2952
Os01g0234300	Dr01251	41.7098	27.4744
Os01g0235100	Dr01223	42.6966	27.4368
Os01g0235200	Dr01218	44.7368	45.3883
Os01g0235200	Dr01221	39.2345	44.2049
Os01g0235200	Dr01222	44.2584	45.3431
Os01g0235350	Dr16912	33.1429	35.0983
Os01g0235800	Dr05908	54.4872	36.2216
Os01g0236300	Dr07272	37.9113	44.7635
Os01g0236400	Dr07269	30.9148	25.3886
Os01g0236800	Dr07267	58.4806	56.6781
Os01g0237000	Dr04640	35.8025	34.7305
Os01g0237366	Dr00047	35.6725	12.2984
Os01g0237366	Dr11998	18.7134	14.3498
Os01g0238500	Dr04900	58.1325	49.7423
Os01g0238500	Dr06875	66.8675	65.6805
Os01g0238700	Dr05946	28.2486	31.6957
Os01g0238900	Dr08151	72.9242	43.1624
Os01g0239000	Dr06327	34.3228	55.2239
Os01g0239700	Dr06335	64.6707	62.4879
Os01g0241100	Dr02672	38.806	40.1766
Os01g0242600	Dr13157	48.8131	47.5434
Os01g0243100	Dr06795	46.0888	22.5207
Os01g0243200	Dr05069	61.6279	52.0629
Os01g0243700	Dr05700	56.1983	55.7377
Os01g0246100	Dr06985	26.3323	30.2703
Os01g0246500	Dr06176	33.3333	32.5077
Os01g0246700	Dr05072	34.1404	28.3702
Os01g0247900	Dr06182	60.2339	64.7799
Os01g0248000	Dr01364	26.6667	19.7802
Os01g0248000	Dr06348	32.5926	35.2
Os01g0248300	Dr07187	52.0833	52.9661
Os01g0248400	Dr09246	86.2319	75.4757
Os01g0248500	Dr07187	52.0833	52.9661
Os01g0248900	Dr05212	63.3466	61.6279
Os01g0249100	Dr05212	61.4679	51.938
Os01g0249200	Dr17664	58.1498	59.7285
Os01g0249300	Dr13173	39.6825	33.3333
Os01g0249900	Dr16683	25.9615	23.2092
Os01g0249900	Dr17659	29.4872	25.4144
Os01g0250600	Dr15628	76	79.1667
Os01g0251100	Dr15631	69.906	71.9355
Os01g0251200	Dr15639	42.3338	35.4949
Os01g0252100	Dr15642	84.3137	84.1076
Os01g0253000	Dr04427	59.7254	27.1875
Os01g0253100	Dr15652	67.9379	62.7119
Os01g0253600	Dr02011	62.2642	53.2258
Os01g0253800	Dr04394	30.2857	30.9942
Os01g0254000	Dr04387	93.7824	93.7824
Os01g0254000	Dr15664	93.2643	93.2643
Os01g0254100	Dr04378	78.5651	77.535
Os01g0254100	Dr05492	14.8804	49.4118
Os01g0254100	Dr09578	18.4234	67.0968
Os01g0254100	Dr18275	73.8707	78.3835
Os01g0254300	Dr04375	46.8085	60.3376
Os01g0254900	Dr02915	65.7143	67.3993
Os01g0255000	Dr18289	61.1801	58.1121
Os01g0255100	Dr18289	57.4074	54.8673
Os01g0256600	Dr03903	78.0702	78.0702
Os01g0256800	Dr04367	56.8024	56.9721
Os01g0256900	Dr19835	78.2313	85.1852
Os01g0257100	Dr22207	32.0611	43.299
Os01g0257400	Dr02053	48.0687	52.2145
Os01g0258600	Dr03419	64.8936	34.0782
Os01g0258700	Dr02053	48.7395	54.0793
Os01g0259400	Dr07043	56.3893	60.72
Os01g0259600	Dr16820	0	0
Os01g0259600	Dr16822	56.338	12.5196
Os01g0260100	Dr09179	51.5306	11.9952
Os01g0260700	Dr09178	67.8571	74.9104
Os01g0261500	Dr06930	45.1429	23.0994
Os01g0262600	Dr10005	70.3319	70.9205
Os01g0262700	Dr10004	53.5826	43.8776
Os01g0263300	Dr06932	66.8657	67.8788
Os01g0263300	Dr10003	70.1493	70.1493
Os01g0263500	Dr09177	61.5752	59.7222
Os01g0263600	Dr00571	75.5767	62.2346
Os01g0264100	Dr03822	1.25	3.125
Os01g0264500	Dr11994	48.5507	71.2766
Os01g0264600	Dr12014	28	32.3789
Os01g0264700	Dr12015	53.6978	50
Os01g0265200	Dr19455	63.7795	55.6064
Os01g0265700	Dr12023	50.2075	58.4541
Os01g0265900	Dr15813	74.8062	65.6463
Os01g0266000	Dr12035	38.6364	26.1347
Os01g0266100	Dr07781	19.6078	24.0964
Os01g0266100	Dr12040	19.1176	24.2236
Os01g0266500	Dr09656	24.5955	37.6238
Os01g0266500	Dr09658	46.6019	47.8405
Os01g0266500	Dr09659	50.4854	49.8403
Os01g0266500	Dr09663	37.5405	29.8969
Os01g0266500	Dr09664	51.7799	52.8053
Os01g0266600	Dr03984	73.7374	76.8421
Os01g0266800	Dr09158	39.5238	41.7085
Os01g0267100	Dr02648	58.7696	37.2924
Os01g0267200	Dr18165	97.0684	96.7533
Os01g0267400	Dr20080	26.5306	33.0508
Os01g0267800	Dr07812	36.6162	42.3977
Os01g0268100	Dr07830	54.7325	40.2421
Os01g0268300	Dr09142	66.5295	75.3106
Os01g0268600	Dr15818	53.6481	56.6251
Os01g0268600	Dr18429	53.6481	56.6251
Os01g0268700	Dr14836	29.9252	48.583
Os01g0268700	Dr18426	34.414	43.5331
Os01g0268700	Dr19060	29.1771	35.5623
Os01g0268800	Dr18422	45.8904	53.6
Os01g0268900	Dr08530	31.3589	23.4375
Os01g0268900	Dr18411	17.0732	17.5
Os01g0268900	Dr18416	18.8153	21.7742
Os01g0269000	Dr14851	56.6449	56.8928
Os01g0269000	Dr16447	59.0414	60.2222
Os01g0269100	Dr12915	44.8916	32.2222
Os01g0269100	Dr20997	0.928793	1.5625
Os01g0270100	Dr09110	60	59.5238
Os01g0270700	Dr09108	41.2946	36.6337
Os01g0271000	Dr09991	64.1256	68.4211
Os01g0271200	Dr11139	72.8671	69.1899
Os01g0271400	Dr19211	43.2886	39.8148
Os01g0271700	Dr06797	66.0377	38.0435
Os01g0272600	Dr18389	65.8602	56.3218
Os01g0272800	Dr00182	58.8517	27.5168
Os01g0273100	Dr09085	62.3037	63.9785
Os01g0273300	Dr00190	35.1955	42
Os01g0273500	Dr09095	58.156	7.81697
Os01g0273800	Dr07044	37.9397	59.9206
Os01g0273800	Dr07045	50.7538	53.0184
Os01g0274100	Dr07044	36.4963	59.5238
Os01g0274100	Dr07045	48.6618	52.4934
Os01g0274500	Dr04055	66.6667	62.9032
Os01g0274500	Dr11985	67.9487	63.6
Os01g0275200	Dr09162	56.3169	28.0683
Os01g0275600	Dr09162	76.1062	73.4258
Os01g0275900	Dr12036	52.7571	38.6463
Os01g0275950	Dr12036	44.5122	15.9389
Os01g0276000	Dr05765	80.1802	65.4412
Os01g0276100	Dr06098	84.2541	83.1063
Os01g0276200	Dr12019	47.5845	60.061
Os01g0276400	Dr12012	55.0481	53.1323
Os01g0276500	Dr08287	63.0719	66.782
Os01g0276700	Dr09173	82.549	83.2016
Os01g0276800	Dr11996	47.7199	46.5819
Os01g0277500	Dr11989	37.5451	41.9355
Os01g0278000	Dr05760	24.7826	29.6875
Os01g0278000	Dr09156	25.2174	32.4022
Os01g0278200	Dr20998	3.63636	0.19802
Os01g0278900	Dr16432	37.0629	25.4808
Os01g0278950	Dr01666	42.3899	44.8735
Os01g0278950	Dr01668	43.8994	43.1397
Os01g0278950	Dr01669	43.1447	30.9288
Os01g0279200	Dr17413	89.9772	89.9772
Os01g0279400	Dr07830	51.3078	38.5779
Os01g0279700	Dr18148	71.6446	74.0234
Os01g0279800	Dr07831	75.2336	74.8837
Os01g0279900	Dr18364	68.997	29.79
Os01g0280000	Dr15806	30.4147	31.1321
Os01g0280400	Dr09141	51.2275	50.8117
Os01g0280400	Dr18428	57.2831	51.7751
Os01g0281000	Dr09139	55.1807	62.2283
Os01g0281000	Dr18423	44.0964	58.2803
Os01g0281000	Dr18424	51.3253	55.3247
Os01g0281400	Dr03240	82.5263	82.4395
Os01g0281600	Dr09132	41.4343	39.5437
Os01g0283000	Dr02203	46.9622	15.9331
Os01g0283100	Dr15571	77.9468	75.3676
Os01g0283600	Dr06449	55.5215	44.4717
Os01g0283600	Dr06453	54.6012	39.5556
Os01g0283600	Dr06455	60.1227	55.6818
Os01g0283600	Dr06458	50.6135	62.5
Os01g0283600	Dr06461	61.9632	57.3864
Os01g0283700	Dr06449	55.7927	44.9631
Os01g0283700	Dr06453	55.4878	40.4444
Os01g0283700	Dr06455	61.5854	57.3864
Os01g0283700	Dr06458	51.2195	63.6364
Os01g0283700	Dr06461	62.5	58.2386
Os01g0284500	Dr17664	58.7963	57.4661
Os01g0286100	Dr15618	29.8273	23.0024
Os01g0286100	Dr15621	22.763	27.7778
Os01g0286900	Dr15622	47.8261	30.8989
Os01g0289900	Dr09722	23.5931	26.7813
Os01g0289900	Dr09723	36.7965	39.1705
Os01g0289900	Dr09725	22.9437	32.2188
Os01g0289900	Dr09726	26.8398	33.1551
Os01g0289900	Dr09727	23.5931	44.4898
Os01g0290000	Dr04575	35.3535	56.8182
Os01g0290000	Dr15626	68.2828	52
Os01g0290100	Dr16681	61.2033	65.7016
Os01g0290100	Dr17655	56.639	47.9789
Os01g0290600	Dr16681	56.0924	59.4655
Os01g0290600	Dr17655	54.8319	45.8699
Os01g0291500	Dr11322	18.2232	32.6531
Os01g0291500	Dr11323	12.0729	29.9435
Os01g0292200	Dr04451	25.3796	52
Os01g0292700	Dr16675	43.0851	27.3649
Os01g0292900	Dr15638	43.2715	33.4229
Os01g0293000	Dr16672	92.9293	74.3434
Os01g0293000	Dr17639	92.6768	93.3842
Os01g0295700	Dr04453	63.6842	61.4213
Os01g0295700	Dr15641	65	63.1714
