Gene stable ID	Cucumis sativus gene stable ID	%id. query gene identical to target Cucumis sativus gene	%id. target Cucumis sativus gene identical to query gene	Cucumis sativus orthology confidence [0 low, 1 high]
Os01g0170300	Csa_1G004240	55.5654	56.3116	
Os01g0170300	Csa_1G046270	50.9259	49.239	
Os01g0170500	Csa_1G004280	63.5468	60.4215	
Os01g0170500	Csa_1G046260	62.5592	61.8267	
Os01g0170600	Csa_3G166280	0	0	
Os01g0170800	Csa_5G423870	28.9425	40.3101	
Os01g0171000	Csa_2G348900	71.9807	71.1783	
Os01g0171800	Csa_1G046140	50.9091	49.7041	
Os01g0171800	Csa_3G838670	38.9222	38.4615	
Os01g0172000	Csa_7G396360	16.701	60	
Os01g0172100	Csa_5G523690	50.7463	51.9084	
Os01g0172200	Csa_3G838660	49.1667	54.4137	
Os01g0172300	Csa_2G006290	26.7081	23.1183	
Os01g0172300	Csa_4G004990	43.3333	27.957	
Os01g0172300	Csa_7G432580	39.8734	33.871	
Os01g0172600	Csa_1G334910	45.2471	52.4229	
Os01g0172600	Csa_1G338920	45.3416	64.3172	
Os01g0172900	Csa_5G635400	20.6311	28.8136	
Os01g0173000	Csa_4G004930	48.913	49.1803	
Os01g0173600	Csa_1G313810	28.972	14.4186	
Os01g0173600	Csa_7G433150	55.6213	43.7209	
Os01g0174100	Csa_4G004870	29.1667	31.5315	
Os01g0174300	Csa_2G006110	66.3158	60.7717	
Os01g0174500	Csa_5G166460	35.034	33.9934	
Os01g0174600	Csa_5G166460	0.340136	0.358423	
Os01g0174700	Csa_2G006100	56.9444	49.8986	
Os01g0174900	Csa_4G004820	49.1228	45.4054	
Os01g0175000	Csa_1G305760	75.7936	74.3191	
Os01g0175000	Csa_2G380030	70	70.8171	
Os01g0175000	Csa_4G004780	65.7588	65.7588	
Os01g0175100	Csa_1G303705	39.6825	36.2319	
Os01g0175100	Csa_7G433380	33.3333	30.4348	
Os01g0175600	Csa_2G379980	65.1515	63.9881	
Os01g0175600	Csa_3G536670	66.6168	66.2202	
Os01g0175700	Csa_2G379980	65.1515	63.9881	
Os01g0175700	Csa_3G536670	66.018	65.625	
Os01g0175850	Csa_7G073460	26.484	20.2091	
Os01g0176000	Csa_3G743970	38.1062	33.1325	
Os01g0176000	Csa_3G743980	41.1642	39.759	
Os01g0176000	Csa_3G744990	39.596	39.3574	
Os01g0176000	Csa_3G745000	41.2008	39.9598	
Os01g0176000	Csa_3G745010	40.4858	40.1606	
Os01g0176000	Csa_6G020140	43.3962	41.5663	
Os01g0176000	Csa_6G448690	43.4343	43.1727	
Os01g0176100	Csa_3G743970	39.03	33.7325	
Os01g0176100	Csa_3G743980	41.1642	39.521	
Os01g0176100	Csa_3G744990	37.7778	37.3253	
Os01g0176100	Csa_3G745000	40.3727	38.9222	
Os01g0176100	Csa_3G745010	39.4737	38.9222	
Os01g0176100	Csa_6G020140	41.2998	39.3214	
Os01g0176100	Csa_6G448690	43.4343	42.9142	
Os01g0176200	Csa_3G743970	39.7229	34.6076	
Os01g0176200	Csa_3G743980	42.2037	40.8451	
Os01g0176200	Csa_3G744990	39.596	39.4366	
Os01g0176200	Csa_3G745000	40.1656	39.0342	
Os01g0176200	Csa_3G745010	39.6761	39.4366	
Os01g0176200	Csa_6G020140	43.1866	41.4487	
Os01g0176200	Csa_6G448690	45.2525	45.0704	
Os01g0176300	Csa_7G432370	37.9469	49.4737	
Os01g0176400	Csa_7G433900	17.6471	41.7526	
Os01g0176500	Csa_3G543180	48.6034	41.8269	
Os01g0176700	Csa_1G408200	38.7665	36.8973	
Os01g0176700	Csa_2G005920	35.7278	39.6226	
Os01g0176800	Csa_7G433940	43.9366	43.0924	
Os01g0177100	Csa_1G403660	46.6102	37.6283	
Os01g0177200	Csa_3G851190	74.7922	34.005	
Os01g0177200	Csa_3G851690	63.2035	36.7758	
Os01g0177400	Csa_2G379300	34.1398	34.3243	
Os01g0177400	Csa_2G379310	32.6923	13.7838	
Os01g0177400	Csa_2G379320	35.9375	18.6486	
Os01g0177400	Csa_7G434970	36.631	37.027	
Os01g0177400	Csa_7G435470	31.9095	34.3243	
Os01g0177400	Csa_7G435480	33.7963	19.7297	
Os01g0177400	Csa_7G435490	25.5034	10.2703	
Os01g0177400	Csa_7G435500	36.0963	36.4865	
Os01g0178000	Csa_7G435520	70.3518	71.066	
Os01g0178100	Csa_1G398140	40.5941	19.3396	
Os01g0178200	Csa_1G397140	63.7631	54.955	
Os01g0178400	Csa_2G005870	24	58.5366	
Os01g0178700	Csa_2G379250	50	49.7653	
Os01g0178850	Csa_2G005340	45.9016	35.443	
Os01g0179200	Csa_2G379220	66.2722	65.1163	
Os01g0179300	Csa_3G879480	48.6068	47.432	
Os01g0179400	Csa_3G879460	61.8421	39.6253	
Os01g0179400	Csa_3G879470	36.4066	14.4262	
Os01g0179500	Csa_3G879490	21.0024	32.6531	
Os01g0179600	Csa_3G172390	33.1343	22.7926	
Os01g0179600	Csa_6G007450	32.9032	31.4168	
Os01g0179600	Csa_6G109730	32.4619	30.5955	
Os01g0179600	Csa_6G109740	35.1293	33.4702	
Os01g0179600	Csa_6G109750	37.4732	35.9343	
Os01g0179700	Csa_3G017260	92.5743	92.1182	
Os01g0179700	Csa_3G913980	92.5743	92.1182	
Os01g0179700	Csa_4G025060	91.0448	90.1478	
Os01g0179800	Csa_2G005270	56.5	53.6817	
Os01g0180000	Csa_1G383520	37.6774	56.1538	
Os01g0180000	Csa_2G004760	38.8235	57.1154	
Os01g0180300	Csa_7G446690	35.0136	33.5509	
Os01g0180400	Csa_2G379200	14.6091	37.766	
Os01g0180400	Csa_3G477700	16.5	35.1064	
Os01g0180400	Csa_3G880550	19.171	39.3617	
Os01g0180600	Csa_2G004730	53.1507	47.549	
Os01g0180700	Csa_3G881570	34.5455	32.7586	
Os01g0180800	Csa_7G446710	73.5469	73.3728	
Os01g0182200	Csa_4G192210	60.0823	59.3496	
Os01g0182300	Csa_1G370510	33.6449	21.0526	
Os01g0182300	Csa_3G888550	29.703	17.5439	
Os01g0182400	Csa_6G486850	24.6753	22.619	
Os01g0182500	Csa_7G298765	26.3158	12.3762	
Os01g0182500	Csa_7G298810	18.9189	13.8614	
Os01g0182600	Csa_6G055360	68.7179	69.3103	
Os01g0182600	Csa_7G293230	57.4257	5	
Os01g0182600	Csa_7G293730	58.4507	14.3103	
Os01g0182600	Csa_7G293740	65.8446	46.0345	
Os01g0182700	Csa_2G297220	43.9024	38.5714	
Os01g0182700	Csa_3G116700	36.9863	28.9286	
Os01g0182700	Csa_6G486880	38.9344	33.9286	
Os01g0182832	Csa_6G486890	5.34115	26.4526	
Os01g0182900	Csa_6G486890	7.07008	70.4615	
Os01g0183000	Csa_5G626030	64	61.0354	
Os01g0183000	Csa_7G291720	58.9595	55.5858	
Os01g0183100	Csa_2G385060	61.7537	61.985	
Os01g0183300	Csa_6G054330	50.9524	52.5368	
Os01g0183400	Csa_6G365140	39.5683	23.1092	
Os01g0183500	Csa_6G487010	19.6507	47.1204	
Os01g0183500	Csa_6G487020	17.2481	46.5969	
Os01g0183500	Csa_6G487520	16.8906	46.0733	
Os01g0183500	Csa_6G487530	15.8513	42.4084	
Os01g0183500	Csa_6G487540	16.6341	44.5026	
Os01g0183500	Csa_6G487550	15.7171	41.8848	
Os01g0183500	Csa_6G487560	16.568	43.9791	
Os01g0183633	Csa_2G000300	25.7732	45.8716	
Os01g0184000	Csa_1G045710	52.2427	52.2427	
Os01g0184100	Csa_4G646340	66.6667	62.6506	
Os01g0184100	Csa_4G646350	58.2278	55.4217	
Os01g0184500	Csa_6G052790	28.0112	16	
Os01g0184500	Csa_7G291700	60.2703	35.68	
Os01g0184800	Csa_3G849940	70.0787	70.9163	
Os01g0184900	Csa_3G827340	70.8723	70.9828	
Os01g0185100	Csa_6G500490	27.3038	40.6091	
Os01g0185200	Csa_2G247610	75.3149	75.1256	
Os01g0185200	Csa_2G271450	72.6356	72.3618	
Os01g0185500	Csa_3G827270	46.875	48.2143	
Os01g0185900	Csa_1G009580	31.1943	34.5168	
Os01g0185900	Csa_1G045480	31.0458	37.4753	
Os01g0186000	Csa_2G297180	30	31.0881	
Os01g0186000	Csa_6G363560	39.8693	31.6062	
Os01g0186000	Csa_6G486960	28.6432	29.5337	
Os01g0186200	Csa_5G604290	42.6434	43.2911	
Os01g0186700	Csa_1G589720	69.4184	68.0147	
Os01g0186700	Csa_4G646280	86.1878	28.6765	
Os01g0186700	Csa_4G646290	71.1538	34.0074	
Os01g0186900	Csa_1G589710	49.8965	53.2009	
Os01g0186900	Csa_4G646260	48.9919	53.6424	
Os01g0187400	Csa_2G000650	62.8134	63.0328	
Os01g0187400	Csa_2G372850	63.8122	64.5702	
Os01g0187500	Csa_3G842110	9.9537	22.8723	
Os01g0187600	Csa_1G588560	22.1429	39.4068	
Os01g0187600	Csa_1G589060	44.5415	43.2203	
Os01g0187600	Csa_1G589070	2.21239	2.11864	
Os01g0187600	Csa_2G000440	17.2414	25.4237	
Os01g0187900	Csa_7G452880	51.1561	48.3607	
Os01g0188100	Csa_2G000940	67.0659	67.0659	
Os01g0188200	Csa_5G083300	1.58228	5.08475	
Os01g0188200	Csa_5G083800	33.3333	27.1186	
Os01g0188400	Csa_1G574870	79.8646	73.8654	
Os01g0188400	Csa_2G373430	77.9287	71.831	
Os01g0188400	Csa_3G444620	73.1066	74.0219	
Os01g0188400	Csa_7G452890	79.0493	70.266	
Os01g0190000	Csa_7G452340	59.5679	67.7193	
Os01g0190400	Csa_1G574970	58.2329	63.3188	
Os01g0190400	Csa_2G000830	60.241	65.5022	
Os01g0190400	Csa_2G000870	48.7013	16.3755	
Os01g0190500	Csa_1G575000	53.2787	41.9355	
Os01g0190500	Csa_3G435550	49.8701	41.2903	
Os01g0190500	Csa_7G452320	37.6325	45.8064	
Os01g0191000	Csa_4G295470	65.1429	64.7727	
Os01g0191100	Csa_6G451490	48.6957	49.1228	
Os01g0191150	Csa_2G000770	24.4275	55.1724	
Os01g0191300	Csa_1G575100	51.2146	58.4296	
Os01g0191300	Csa_2G000690	58.0645	62.3557	
Os01g0191500	Csa_2G000680	59.2369	58.4158	
Os01g0191500	Csa_3G435020	58.8843	56.4356	
Os01g0191500	Csa_7G135920	51.1765	17.2277	
Os01g0191800	Csa_3G895060	74.359	69.5205	
Os01g0191900	Csa_1G575180	36.2903	34.0909	
Os01g0191900	Csa_2G352410	40.1961	31.0606	
Os01g0192000	Csa_2G352420	47.557	37.8238	
Os01g0192300	Csa_2G351740	39.7959	37.7419	
Os01g0192600	Csa_1G586790	73.5849	67.4352	
Os01g0192600	Csa_2G351770	71.7579	71.7579	
Os01g0192900	Csa_1G580750	64.0449	53.4709	
Os01g0193500	Csa_5G581670	31.4031	31.1258	
Os01g0193600	Csa_7G452020	62.6335	63.1957	
Os01g0193900	Csa_2G030020	22.6596	25.2669	
Os01g0193900	Csa_3G153150	21.8045	30.9609	
Os01g0194000	Csa_2G381800	28.5962	34.1615	
Os01g0194600	Csa_2G351650	33.8235	36.8	
Os01g0194600	Csa_4G646150	41.4815	44.8	
Os01g0195200	Csa_1G588530	26.4762	62.0536	
Os01g0195200	Csa_7G451330	29.5884	59.375	
Os01g0195400	Csa_3G848290	33.9768	30.5556	
Os01g0195400	Csa_4G646080	36.6795	32.9861	
Os01g0195400	Csa_7G451320	31.1787	28.4722	
Os01g0195500	Csa_1G589080	68.2051	66.8342	
Os01g0195801	Csa_1G589140	12.5468	23.1834	
Os01g0195801	Csa_2G000420	17.9104	20.7612	
Os01g0196300	Csa_1G589140	16.8539	20.5011	
Os01g0196300	Csa_2G000420	20.8955	15.9453	
Os01g0196500	Csa_1G587410	41.7085	41.2935	
Os01g0196500	Csa_3G848860	48.6188	43.7811	
Os01g0196500	Csa_7G451400	44.3299	42.7861	
Os01g0196600	Csa_2G000490	63.4656	63.4656	
Os01g0197100	Csa_3G848830	53.4021	52.8571	
Os01g0197100	Csa_7G451390	58.0169	56.1224	
Os01g0197200	Csa_3G848820	86.1386	88.0567	
Os01g0197400	Csa_7G451370	21.6138	31.1203	
Os01g0197450	Csa_3G848280	37.1631	41.1303	
Os01g0197700	Csa_1G588560	46.4286	34.5133	
Os01g0197700	Csa_1G589060	44.9782	18.2301	
Os01g0197700	Csa_1G589070	42.0354	16.8142	
Os01g0197700	Csa_2G000440	43.3908	26.7257	
Os01g0197900	Csa_1G574860	16.2617	44.9612	
Os01g0198000	Csa_1G574860	24.2991	43.8449	
Os01g0198100	Csa_1G574860	10.3738	24.3421	
Os01g0198200	Csa_2G373520	70.3863	77.3585	
Os01g0198200	Csa_7G452910	67.2222	76.1006	
Os01g0198500	Csa_1G574850	29.4931	27.0042	
Os01g0198900	Csa_2G373480	30.8642	23.1481	
Os01g0198900	Csa_2G373490	31.9018	24.0741	
Os01g0198900	Csa_2G373500	30.3371	25	
Os01g0199300	Csa_2G373480	30.8642	26.0417	
Os01g0199300	Csa_2G373490	31.2883	26.5625	
Os01g0199300	Csa_2G373500	26.9663	25	
Os01g0199400	Csa_2G373470	63.2124	61.7722	
Os01g0199700	Csa_2G373460	36.8421	23.8298	
Os01g0199900	Csa_2G401310	60.5304	61.4897	
Os01g0200000	Csa_4G022890	44.0141	39.557	
Os01g0200000	Csa_6G104635	73.3333	73.1013	
Os01g0200200	Csa_3G895120	31.5217	34.1176	
Os01g0200300	Csa_3G895630	30.6778	59.8608	
Os01g0200300	Csa_7G452940	29.9881	58.2367	
Os01g0200400	Csa_3G895640	50.1901	50.3817	
Os01g0200500	Csa_7G452990	43.6364	44.0367	
Os01g0200600	Csa_1G364460	35.6	39.0351	
Os01g0200600	Csa_2G374590	38.961	39.4737	
Os01g0200600	Csa_3G895680	41.4097	41.2281	
Os01g0200600	Csa_7G447150	41.791	36.8421	
Os01g0200700	Csa_3G105950	50	51.6129	
Os01g0201100	Csa_3G232960	56.4286	49.375	
Os01g0201100	Csa_4G637160	51.3514	23.75	
Os01g0201100	Csa_4G637170	57.6687	19.5833	
Os01g0201200	Csa_1G074900	49.5798	41.9183	
Os01g0201200	Csa_6G517390	52.439	45.8259	
Os01g0201250	Csa_1G074920	36.5079	43.3962	
Os01g0201250	Csa_4G637130	36.1789	41.9811	
Os01g0201250	Csa_6G517410	37.9464	40.0943	
Os01g0201400	Csa_2G031140	36.3636	30.137	
Os01g0201400	Csa_4G001640	36.0656	30.137	
Os01g0201400	Csa_6G194150	36.4407	29.4521	
Os01g0201400	Csa_7G396340	38.3929	29.4521	
Os01g0201600	Csa_6G178950	31.9502	25.5814	
Os01g0201600	Csa_6G423360	17.8846	30.897	
Os01g0201700	Csa_5G650625	48.2456	19.9275	
Os01g0202700	Csa_1G651710	54.1899	55.1136	
Os01g0202800	Csa_6G520340	53.9855	55.8052	
Os01g0203000	Csa_1G467200	62.3853	55.8904	
Os01g0203300	Csa_4G625010	26.7148	33.4842	
Os01g0203800	Csa_4G082970	34.9785	31.3462	
Os01g0203800	Csa_4G625560	40.133	34.8077	
Os01g0203800	Csa_6G520250	35.914	32.1154	
Os01g0204000	Csa_4G626090	40.5769	41.2109	
Os01g0205100	Csa_1G470260	56.5684	55.3806	
Os01g0205200	Csa_1G470290	43.1688	56.3718	
Os01g0205600	Csa_3G141770	43.9331	42.5101	
Os01g0205600	Csa_3G141780	41.4226	40.081	
Os01g0205600	Csa_3G141790	44.9367	28.7449	
Os01g0205600	Csa_3G141810	41.8803	39.6761	
Os01g0205600	Csa_5G512900	40.3361	38.8664	
Os01g0205700	Csa_6G157100	45.3515	85.8369	
Os01g0205700	Csa_6G519650	52.5066	85.4077	
Os01g0205900	Csa_1G586250	55.2381	53.211	
Os01g0205900	Csa_7G049140	57.3248	55.0459	
Os01g0206300	Csa_6G519640	61.0278	55.773	
Os01g0206700	Csa_1G470420	69.3305	69.6312	
Os01g0206800	Csa_1G470440	45.7343	47.877	
Os01g0207200	Csa_4G627190	49.8392	49.7592	
Os01g0207400	Csa_4G627190	13.8264	33.7255	
Os01g0207600	Csa_4G627190	37.6206	38.2353	
Os01g0207700	Csa_2G301450	28.9617	40.9266	
Os01g0207700	Csa_2G301460	9.89011	3.4749	
Os01g0207700	Csa_2G301470	39.0411	22.0077	
Os01g0207700	Csa_2G301480	38.1818	16.2162	
Os01g0207700	Csa_6G484610	22.2222	31.6602	
Os01g0207700	Csa_6G485110	26.0736	32.8185	
Os01g0207700	Csa_6G485120	23.0114	31.2741	
Os01g0207700	Csa_6G485150	30.094	37.0656	
Os01g0207700	Csa_6G485160	21.8487	30.1158	
Os01g0207700	Csa_6G485170	21.3889	29.7297	
Os01g0207700	Csa_6G485670	22.6519	31.6602	
Os01g0207900	Csa_2G301450	43.1694	42.0213	
Os01g0207900	Csa_2G301460	47.2527	11.4362	
Os01g0207900	Csa_2G301470	37.6712	14.6277	
Os01g0207900	Csa_2G301480	36.3636	10.6383	
Os01g0207900	Csa_6G484610	36.5854	35.9043	
Os01g0207900	Csa_6G485110	40.184	34.8404	
Os01g0207900	Csa_6G485120	37.5	35.1064	
Os01g0207900	Csa_6G485150	38.8715	32.9787	
Os01g0207900	Csa_6G485160	35.8543	34.0426	
Os01g0207900	Csa_6G485170	35.5556	34.0426	
Os01g0207900	Csa_6G485670	36.4641	35.1064	
Os01g0208000	Csa_2G301450	19.1257	42.4242	
Os01g0208000	Csa_2G301460	6.59341	3.63636	
Os01g0208000	Csa_2G301470	11.6438	10.303	
Os01g0208000	Csa_2G301480	41.8182	27.8788	
Os01g0208000	Csa_6G484610	14.6341	32.7273	
Os01g0208000	Csa_6G485110	15.6442	30.9091	
Os01g0208000	Csa_6G485120	13.6364	29.0909	
Os01g0208000	Csa_6G485150	19.1223	36.9697	
Os01g0208000	Csa_6G485160	14.2857	30.9091	
Os01g0208000	Csa_6G485170	14.1667	30.9091	
Os01g0208000	Csa_6G485670	15.4696	33.9394	
Os01g0208400	Csa_4G627190	40.5145	40.9091	
Os01g0208600	Csa_1G475980	22.067	23.6882	
Os01g0209000	Csa_4G627200	69.1769	69.0559	
Os01g0209200	Csa_7G048090	60.5364	61.4786	
Os01g0209400	Csa_4G076250	55.5944	51.6234	
Os01g0209700	Csa_1G439830	47.9167	48.0597	
Os01g0209700	Csa_4G075200	47.3684	48.3582	
Os01g0209700	Csa_6G523390	47.9876	46.2687	
Os01g0209800	Csa_1G056920	69.5578	66.3961	
Os01g0210400	Csa_6G523370	56.1028	52.505	
Os01g0210500	Csa_4G075210	58.6364	59.1743	
Os01g0210600	Csa_6G523360	34.9206	39.521	
Os01g0210700	Csa_1G448920	45.8194	45.5907	
Os01g0210800	Csa_1G448950	7.10173	23.7179	
Os01g0210900	Csa_6G522820	56.213	55.773	
Os01g0211000	Csa_6G522820	57.3965	55.7471	
Os01g0211200	Csa_6G522820	56.4103	56.746	
Os01g0211600	Csa_6G522820	47.7318	63.3508	
Os01g0211800	Csa_2G416070	43.6364	36.3636	
Os01g0211800	Csa_4G628890	42.6035	43.6364	
Os01g0212100	Csa_1G077130	75.431	75	
Os01g0214200	Csa_6G518920	58.75	59.2437	
Os01g0214300	Csa_4G083710	7.80669	25.3012	
Os01g0214300	Csa_6G235550	9.22099	34.9398	
Os01g0214300	Csa_6G419500	9.29535	37.3494	
Os01g0214400	Csa_6G419470	3.94737	2.3622	
Os01g0214400	Csa_6G419490	52.4528	54.7244	
Os01g0214500	Csa_1G478070	60	62.3377	
Os01g0214500	Csa_6G419460	67.5325	67.5325	
Os01g0215100	Csa_5G000020	16.442	49.5935	
Os01g0217000	Csa_1G478060	50.6702	47.8481	
Os01g0217000	Csa_4G083600	41.5094	38.9873	
Os01g0217000	Csa_4G083610	49.8576	44.3038	
Os01g0217000	Csa_5G450150	51.4389	36.2025	
Os01g0217000	Csa_6G227020	47.7089	44.8101	
Os01g0217000	Csa_6G421770	48.0447	43.5443	
Os01g0217000	Csa_6G519500	50	45.8228	
Os01g0218032	Csa_3G748840	31.6045	29.9693	
Os01g0218032	Csa_5G615310	33.1345	31.3012	
Os01g0218032	Csa_6G450390	33.9506	30.9939	
Os01g0218100	Csa_1G477540	38.8235	37.0787	
Os01g0218100	Csa_6G227540	37.6984	35.5805	
Os01g0218200	Csa_4G627240	54.298	56.3988	
Os01g0218200	Csa_7G051360	47.226	51.9345	
Os01g0218700	Csa_6G134350	56.7917	56.939	
Os01g0219000	Csa_5G137450	34.2105	36.8421	
Os01g0219100	Csa_3G603050	63.125	60.8434	
Os01g0219200	Csa_6G087760	37.4648	31.8945	
Os01g0219600	Csa_4G051530	59.4507	57.5	
Os01g0219600	Csa_5G150400	59.1346	57.6562	
Os01g0220100	Csa_4G051530	62.5202	60.4688	
Os01g0220100	Csa_5G150400	60.4167	58.9062	
Os01g0220200	Csa_3G119650	18.7279	43.8017	
Os01g0220200	Csa_6G095350	18.0851	42.1488	
Os01g0220300	Csa_3G073850	53.5948	56.1644	
Os01g0220500	Csa_4G051480	22.9167	19.6429	
Os01g0221400	Csa_3G047750	33.3333	46.8354	
Os01g0221400	Csa_5G151500	46.5116	50.6329	
Os01g0221400	Csa_6G511080	39.1753	48.1013	
Os01g0221600	Csa_5G151600	59.501	59.1603	
Os01g0221700	Csa_5G151580	49.8695	56.8452	
Os01g0221900	Csa_2G404920	13.7931	40	
Os01g0222300	Csa_4G008820	10.5731	30.659	
Os01g0222500	Csa_3G560240	72.4891	71.8615	
Os01g0222700	Csa_5G139690	55.1282	49.711	
Os01g0223600	Csa_3G358620	43.8095	56.0976	
Os01g0223600	Csa_5G139660	40.2157	53.0488	
Os01g0223600	Csa_5G151550	45.7006	58.3333	
Os01g0224100	Csa_3G357110	35.8896	30.7895	
Os01g0224100	Csa_4G051360	36.0502	30.2632	
Os01g0224100	Csa_5G139630	35.4478	25	
Os01g0224100	Csa_5G151530	34.2767	28.6842	
Os01g0224200	Csa_3G357100	34.1727	37.2549	
Os01g0224300	Csa_5G151520	50	47.1429	
Os01g0224400	Csa_3G120400	10.396	45.6522	
Os01g0224400	Csa_5G139620	11.1374	51.087	
Os01g0224500	Csa_6G429080	33.5106	28.8991	
Os01g0224700	Csa_1G242600	55.8537	52.164	
Os01g0224700	Csa_2G375750	53.917	53.303	
Os01g0225000	Csa_3G483760	64.7249	62.1118	
Os01g0225000	Csa_7G446830	58.0547	59.3168	
Os01g0225100	Csa_6G185310	10.8055	19.5035	
Os01g0225300	Csa_5G140440	24.5487	46.4164	
Os01g0225400	Csa_7G338120	27.6657	69.5652	
Os01g0225500	Csa_7G338120	9.79827	8.5213	
Os01g0226200	Csa_3G184590	27.8481	21.256	
Os01g0226200	Csa_4G050180	27.7899	30.6763	
Os01g0226200	Csa_5G139900	27.6527	20.7729	
Os01g0226300	Csa_3G121020	44.3137	63.4831	
Os01g0226300	Csa_3G363160	43.6	61.236	
Os01g0226300	Csa_5G151610	44.358	64.0449	
Os01g0226300	Csa_6G006830	37.8378	55.0562	
Os01g0226400	Csa_2G317420	65.1515	30.7143	
Os01g0226500	Csa_3G121010	49.7549	46.6667	
Os01g0226600	Csa_5G139860	48.1717	46.189	
Os01g0226700	Csa_1G246610	20.7317	20.4	
Os01g0226700	Csa_2G004680	21.3389	20.4	
Os01g0227100	Csa_1G250130	66.6027	68.8492	
Os01g0227200	Csa_1G250150	54.9505	55.7789	
Os01g0227200	Csa_2G004170	54.4643	61.3065	
Os01g0227300	Csa_7G446920	91.2621	90.8213	
Os01g0228300	Csa_2G004160	63.6792	60.8108	
Os01g0228500	Csa_7G446930	54.0193	50.9091	
Os01g0228600	Csa_7G446950	59.4249	58.8608	
Os01g0228600	Csa_7G446960	55	55.6962	
Os01g0228600	Csa_7G446970	58.9595	64.557	
Os01g0228800	Csa_2G004140	15.928	16.7394	
Os01g0229100	Csa_3G895800	69.697	70.6334	
Os01g0229200	Csa_2G375200	45.0151	41.9128	
Os01g0229200	Csa_3G895780	41.3793	37.1308	
Os01g0229400	Csa_1G696470	65.1822	75.2336	
Os01g0229400	Csa_2G003580	77.9904	76.1682	
Os01g0229700	Csa_1G696500	14.2965	40.0844	
Os01g0229800	Csa_1G696520	26.8012	60.3896	
Os01g0229900	Csa_4G637700	9.59752	22.7941	
Os01g0230200	Csa_7G447040	35.3535	25.8621	
Os01g0231000	Csa_1G207820	46.732	54.3726	
Os01g0231000	Csa_7G447060	41.0112	55.5133	
Os01g0231500	Csa_2G002550	65.358	65.814	
Os01g0231600	Csa_3G895710	10.4895	49.4506	
Os01g0231700	Csa_2G060400	56.1983	57.1429	
Os01g0231800	Csa_7G447090	21.0054	48.5477	
Os01g0231900	Csa_7G447090	37.1634	42.5051	
Os01g0232000	Csa_2G374630	61.5385	60.5578	
Os01g0232100	Csa_2G374630	54.6559	52.7344	
Os01g0232200	Csa_3G464690	40.4494	34.2857	
Os01g0232300	Csa_7G447120	19.652	54.5455	
Os01g0232400	Csa_3G462690	48.9884	48.9177	
Os01g0232500	Csa_4G637700	27.3994	36.4948	
Os01g0232700	Csa_1G537610	7.17423	10.3594	
Os01g0232800	Csa_5G175850	59.1182	64.1304	
Os01g0233100	Csa_6G382370	53.9526	55.6008	
Os01g0233400	Csa_7G375790	61.7834	57.7381	
Os01g0233500	Csa_6G382370	54.9407	54.7244	
Os01g0233800	Csa_4G561180	57.4312	58.8346	
Os01g0233900	Csa_4G637700	23.9938	33.3333	
Os01g0234100	Csa_2G285930	24.5509	24.8485	
Os01g0234100	Csa_3G207940	31.9502	31.1111	
Os01g0234200	Csa_3G690290	13.7363	47.5059	
Os01g0234300	Csa_3G239880	23.1405	36.2694	
Os01g0234300	Csa_5G139430	24.3377	38.0829	
Os01g0234499	Csa_2G296080	15.0115	25.4902	
Os01g0234700	Csa_4G052640	40	30.888	
Os01g0234800	Csa_7G448760	58.7156	87.6712	
Os01g0234850	Csa_6G087850	36.3484	47.6923	
Os01g0234900	Csa_3G239840	78.2477	74.6398	
Os01g0234900	Csa_3G239850	78.012	74.6398	
Os01g0234900	Csa_6G087840	72.6974	63.6888	
Os01g0235100	Csa_4G052700	51.5152	47.7528	
Os01g0235200	Csa_1G478600	42.8571	41.6268	
Os01g0235200	Csa_3G239290	38.3795	43.0622	
Os01g0235200	Csa_5G139400	42.7252	44.2584	
Os01g0235300	Csa_1G046240	59.7222	60.2804	
Os01g0235300	Csa_5G599820	39.9038	38.785	
Os01g0235350	Csa_4G123340	32.2993	25.2857	
Os01g0235350	Csa_5G136890	30.8998	26	
Os01g0235400	Csa_3G119490	27.5333	49.631	
Os01g0235700	Csa_3G119500	41.9355	40.0324	
Os01g0235800	Csa_3G894490	28.9933	46.1538	
Os01g0235900	Csa_5G148770	41.8283	38.6189	
Os01g0236300	Csa_4G052740	45.1149	44.9213	
Os01g0236300	Csa_5G148790	46.0203	45.4936	
Os01g0236300	Csa_7G329330	48.0519	47.6395	
Os01g0236400	Csa_3G238740	33.4217	39.7476	
Os01g0236700	Csa_4G054800	46.3243	49.0405	
Os01g0236800	Csa_3G636400	52.7473	50.8834	
Os01g0237000	Csa_7G047980	39.2638	39.5062	
Os01g0237100	Csa_1G073840	63.2653	61.3861	
Os01g0237366	Csa_7G004030	36.3636	25.731	
Os01g0238500	Csa_4G629460	60.3448	63.253	
Os01g0238700	Csa_3G654470	45.9064	44.3503	
Os01g0238700	Csa_3G828980	37.5691	9.60452	
Os01g0238800	Csa_2G408390	36.9565	35.7895	
Os01g0238800	Csa_2G408410	38.5417	38.9474	
Os01g0238800	Csa_2G408420	36.9565	35.7895	
Os01g0238800	Csa_4G107400	33.6842	33.6842	
Os01g0238800	Csa_5G636540	42.5532	42.1053	
Os01g0238800	Csa_6G518070	21.5789	43.1579	
Os01g0238900	Csa_7G038680	45.4545	74.0072	
Os01g0239000	Csa_2G408430	44.8352	37.8479	
