Gene stable ID	Sorghum bicolor gene stable ID	%id. target Sorghum bicolor gene identical to query gene	%id. query gene identical to target Sorghum bicolor gene
Os01g0164075	SORBI_3002G130601	29.2135	22.5108
Os01g0164075	SORBI_3003G059000	42.1348	37.8788
Os01g0164300	SORBI_3002G130601	36.5979	30.7359
Os01g0164300	SORBI_3003G059000	55.1546	54.0404
Os01g0164400	SORBI_3003G058900	90.1042	35.0202
Os01g0164500	SORBI_3003G058800	82.6893	83.0745
Os01g0164600	SORBI_3003G058700	78.852	80.5556
Os01g0164700	SORBI_3003G058500	51.5385	20.4268
Os01g0165000	SORBI_3003G058200	67.1533	70.229
Os01g0165100	SORBI_3003G058300	81.6733	81.8363
Os01g0165200	SORBI_3003G058100	54	53.1646
Os01g0165600	SORBI_3003G057600	67.6471	62.5
Os01g0166100	SORBI_3003G056500	81.8731	82.1212
Os01g0166300	SORBI_3003G056000	63.964	51.6364
Os01g0166400	SORBI_3003G055900	58.5859	61.3757
Os01g0166500	SORBI_3003G055800	44.7154	40.4412
Os01g0166700	SORBI_3003G055700	69.0266	68.7225
Os01g0166800	SORBI_3003G055600	84.0871	84.2282
Os01g0167400	SORBI_3002G362400	31.4815	29.3103
Os01g0167500	SORBI_3003G055500	92.9775	92.9775
Os01g0167600	SORBI_3003G055400	27.1186	44.2396
Os01g0167700	SORBI_3003G055200	53.5196	50.4742
Os01g0167750	SORBI_3003G055000	79.6178	79.8722
Os01g0167900	SORBI_3003G054900	72.6852	77.9156
Os01g0168100	SORBI_3003G054400	68.1282	68.2432
Os01g0168200	SORBI_3003G054200	83.2061	72.6667
Os01g0168300	SORBI_3003G054100	81.8421	80.7792
Os01g0168400	SORBI_3003G053900	80.5621	81.1321
Os01g0168500	SORBI_3003G053800	89.2086	88.5714
Os01g0168600	SORBI_3003G053700	86.3014	51.1156
Os01g0168800	SORBI_3003G053400	62.5	64.6154
Os01g0168800	SORBI_3003G053500	69.6429	69.0266
Os01g0168800	SORBI_3003G053600	66.9643	66.568
Os01g0169400	SORBI_3003G052900	82.8685	77.6119
Os01g0169500	SORBI_3003G052800	73.5071	74.1106
Os01g0169800	SORBI_3003G052700	73.3728	69.145
Os01g0169900	SORBI_3003G052400	74.4828	73.4694
Os01g0170000	SORBI_3003G052300	82.5444	35.2273
Os01g0170100	SORBI_3003G052200	76.4706	45.7143
Os01g0170300	SORBI_3003G052100	85.4073	72.658
Os01g0170500	SORBI_3003G052000	78.9227	67.1315
Os01g0170600	SORBI_3003G051600	0	0
Os01g0170800	SORBI_3003G051500	70.0258	47.7113
Os01g0170900	SORBI_3003G051300	42.8571	37.7953
Os01g0171000	SORBI_3003G051100	92.5159	91.6404
Os01g0171800	SORBI_3003G051000	74.8521	75.7485
Os01g0172000	SORBI_3003G050900	78.5185	25
Os01g0172100	SORBI_3003G050800	74.8092	70
Os01g0172200	SORBI_3003G050700	71.6733	76.0839
Os01g0172300	SORBI_3003G050600	47.8495	39.2071
Os01g0172400	SORBI_3003G050400	91.0098	91.0098
Os01g0172400	SORBI_3008G183400	87.6847	87.5769
Os01g0172600	SORBI_3003G050300	86.7841	59.5166
Os01g0172800	SORBI_3003G050200	53.9267	54.4974
Os01g0172900	SORBI_3003G050100	52.5424	35.9629
Os01g0173000	SORBI_3003G050000	62.2951	59.0674
Os01g0173100	SORBI_3003G049800	83.5526	86.3946
Os01g0173600	SORBI_3003G049700	62.7907	57.9399
Os01g0173900	SORBI_3003G049500	75.1495	90.2634
Os01g0174000	SORBI_3003G049400	36.5994	64.7959
Os01g0174100	SORBI_3003G049300	63.0631	60.8696
Os01g0174300	SORBI_3003G049200	92.283	92.283
Os01g0174500	SORBI_3003G049100	53.7954	62.4521
Os01g0174600	SORBI_3003G049100	1.43369	1.53257
Os01g0174700	SORBI_3003G048700	80.3245	80.1619
Os01g0174900	SORBI_3003G048600	77.2973	77.2973
Os01g0175000	SORBI_3003G048500	87.9377	88.6274
Os01g0175100	SORBI_3003G048000	57.2464	60.7692
Os01g0175500	SORBI_3006G178700	64.0167	58.6207
Os01g0175600	SORBI_3003G047900	81.994	83.1071
Os01g0175700	SORBI_3003G047900	82.2917	83.4087
Os01g0176000	SORBI_3003G047500	69.8795	70.1613
Os01g0176000	SORBI_3003G047600	67.8715	68.2828
Os01g0176100	SORBI_3003G047500	69.0619	69.7581
Os01g0176100	SORBI_3003G047600	67.0659	67.8788
Os01g0176200	SORBI_3003G047500	72.0322	72.1774
Os01g0176200	SORBI_3003G047600	69.4165	69.697
Os01g0176300	SORBI_3003G047400	74.7368	76.1103
Os01g0176400	SORBI_3003G047300	71.134	28.1633
Os01g0176500	SORBI_3003G047200	77.1635	78.3883
Os01g0176700	SORBI_3003G046800	66.457	63.1474
Os01g0176800	SORBI_3003G046700	77.9506	77.7372
Os01g0176900	SORBI_3003G046600	32.5658	52.1053
Os01g0177100	SORBI_3003G046400	71.4937	73.4192
Os01g0177200	SORBI_3003G046300	89.4207	84.8268
Os01g0177400	SORBI_3003G045900	79.1892	75.3213
Os01g0178000	SORBI_3003G045600	87.3096	66.7961
Os01g0178100	SORBI_3003G045200	74.7642	73.7209
Os01g0178200	SORBI_3003G045100	77.4775	88.3562
Os01g0178400	SORBI_3003G045000	89.2683	36.3817
Os01g0178500	SORBI_3003G044900	89.9497	81.3636
Os01g0178700	SORBI_3003G044700	71.831	71.6628
Os01g0178850	SORBI_3003G044600	54.4304	59.7222
Os01g0178850	SORBI_3K004500	54.4304	59.7222
Os01g0179000	SORBI_3003G043600	83.2952	81.982
Os01g0179200	SORBI_3003G043400	87.2093	88.2353
Os01g0179300	SORBI_3002G147500	17.8248	60.2041
Os01g0179400	SORBI_3003G043200	77.7518	86.0104
Os01g0179500	SORBI_3003G043000	65.3989	45.6311
Os01g0179600	SORBI_3003G042900	67.7618	67.0732
Os01g0179700	SORBI_3004G297700	98.0296	98.0296
Os01g0179800	SORBI_3003G042700	76.9596	78.0723
Os01g0180000	SORBI_3003G042200	74.6154	67.0121
Os01g0180300	SORBI_3003G042100	63.3159	57.6694
Os01g0180400	SORBI_3003G041900	65.9574	43.662
Os01g0180600	SORBI_3003G041700	69.8529	69.4557
Os01g0180700	SORBI_3003G041400	62.069	64.4135
Os01g0181000	SORBI_3003G041300	63.8655	60.0316
Os01g0182100	SORBI_3004G046800	35.6044	38.2075
Os01g0182100	SORBI_3004G046900	29.4506	39.4118
Os01g0182200	SORBI_3005G091600	76.0163	76.0163
Os01g0182200	SORBI_3009G131500	82.9268	83.9506
Os01g0182300	SORBI_3003G041200	56.7251	62.987
Os01g0182400	SORBI_3003G041100	50.9921	57.3661
Os01g0182500	SORBI_3003G041000	35.1485	34.6341
Os01g0182600	SORBI_3003G040900	91.7241	91.5663
Os01g0182700	SORBI_3003G040800	67.8571	64.4068
Os01g0182832	SORBI_3001G037100	61.6208	13
Os01g0182900	SORBI_3001G037100	94.4615	9.90323
Os01g0183000	SORBI_3002G053600	20.9809	33.9207
Os01g0183000	SORBI_3003G040700	81.7439	83.3333
Os01g0183100	SORBI_3004G157400	79.588	80.9524
Os01g0183100	SORBI_3010G274600	77.7154	81.3726
Os01g0183300	SORBI_3003G040600	70.7038	67.5
Os01g0183400	SORBI_3003G040500	51.6807	56.682
Os01g0183500	SORBI_3003G040400	84.2932	31.5686
Os01g0183600	SORBI_3003G040300	78.8119	74.5318
Os01g0183633	SORBI_3003G040200	86.2385	86.2385
Os01g0183800	SORBI_3003G039900	60.274	63.0373
Os01g0183850	SORBI_3003G039600	36.1446	39.4737
Os01g0184000	SORBI_3003G039500	75.7256	73.9691
Os01g0184100	SORBI_3003G039400	82.5301	83.0303
Os01g0184500	SORBI_3003G039300	74.4	75.9804
Os01g0184800	SORBI_3003G038600	94.0239	94.4
Os01g0184900	SORBI_3003G038500	89.8596	90.1408
Os01g0185100	SORBI_3003G038400	49.2386	33.1058
Os01g0185200	SORBI_3003G038100	91.3317	91.3317
Os01g0185300	SORBI_3003G037800	88.7828	89.2086
Os01g0185400	SORBI_3003G037700	67.217	53.7736
Os01g0185500	SORBI_3003G037600	71.4286	70.922
Os01g0185900	SORBI_3003G037500	60.5523	56.0219
Os01g0186000	SORBI_3003G037400	57.513	42.6923
Os01g0186200	SORBI_3003G037300	76.962	76
Os01g0186600	SORBI_3003G037100	44.7115	41.704
Os01g0186700	SORBI_3003G037000	91.9118	91.0747
Os01g0187000	SORBI_3008G036100	37.8571	26.3027
Os01g0187000	SORBI_3008G036400	39.6429	28.3163
Os01g0187000	SORBI_3008G036600	38.9286	27.665
Os01g0187000	SORBI_3008G050800	41.7857	31.2
Os01g0187000	SORBI_3008G050900	41.0714	28.3251
Os01g0187000	SORBI_3009G003300	35.3571	24.3243
Os01g0187000	SORBI_3009G007200	35.3571	24.3243
Os01g0187000	SORBI_3009G007300	33.5714	28.3988
Os01g0187000	SORBI_3009G007600	22.8571	24.6154
Os01g0187000	SORBI_3009G007700	33.2143	22.4096
Os01g0187000	SORBI_3009G011901	15	20.6897
Os01g0187000	SORBI_3009G012000	34.6429	23.8916
Os01g0187000	SORBI_3009G014900	35.7143	27.4725
Os01g0187000	SORBI_3010G089300	25.3571	20.944
Os01g0187400	SORBI_3003G036900	87.8407	87.9636
Os01g0187500	SORBI_3003G036800	33.5106	14.8936
Os01g0187600	SORBI_3003G036700	71.1864	31.9392
Os01g0187900	SORBI_3003G036600	76.5027	77.5623
Os01g0188100	SORBI_3003G036300	89.2216	89.2216
Os01g0188200	SORBI_3003G106200	35.9322	9.36396
Os01g0188400	SORBI_3003G036000	73.0829	66.0537
Os01g0188400	SORBI_3003G036200	80.4382	80.8176
Os01g0188400	SORBI_3009G108700	87.4804	85.7362
Os01g0188900	SORBI_3001G288000	68.0272	22.9358
Os01g0189100	SORBI_3001G288000	47.2693	57.5688
Os01g0189800	SORBI_3006G178700	59.0361	56.3218
Os01g0190000	SORBI_3003G035900	85.614	74.3902
Os01g0190300	SORBI_3003G035700	63.0252	41.8994
Os01g0190400	SORBI_3003G035500	82.7511	73.5922
Os01g0190500	SORBI_3003G035400	72.6882	70.4167
Os01g0191000	SORBI_3006G067900	75	77.193
Os01g0191100	SORBI_3006G260400	82.4561	83.9286
Os01g0191100	SORBI_3009G242300	84.2105	80
Os01g0191150	SORBI_3003G035200	43.1034	13.5135
Os01g0191300	SORBI_3003G035100	85.4503	75.2033
Os01g0191500	SORBI_3003G034900	82.5743	82.5743
Os01g0191700	SORBI_3003G034700	93.2203	93.3962
Os01g0191800	SORBI_3003G034600	92.4658	94.0767
Os01g0191800	SORBI_3004G216200	92.4658	91.5254
Os01g0191900	SORBI_3003G034500	62.5	67.3469
Os01g0192000	SORBI_3003G034400	79.7927	81.2665
Os01g0192300	SORBI_3003G034300	66.7742	60.5263
Os01g0192600	SORBI_3003G034000	89.3372	89.3372
Os01g0192900	SORBI_3003G033900	71.2946	82.0734
Os01g0193400	SORBI_3003G033300	45.8445	41.6058
Os01g0193500	SORBI_3003G033200	66.0044	67.3423
Os01g0193600	SORBI_3003G033100	82.9443	82.7957
Os01g0193900	SORBI_3003G033000	47.9241	39.4531
Os01g0194000	SORBI_3003G032900	70.6004	64.5833
Os01g0194200	SORBI_3003G032200	86.1991	85.8108
Os01g0194300	SORBI_3003G032000	82.646	82.5043
Os01g0194600	SORBI_3003G031900	69.6	72.5
Os01g0194600	SORBI_3009G073000	73.6	63.0137
Os01g0195000	SORBI_3003G031800	74.1273	72.49
Os01g0195200	SORBI_3003G031700	91.0714	36.6248
Os01g0195300	SORBI_3003G031500	61.1842	51.6667
Os01g0195400	SORBI_3003G031400	75.3472	72.5752
Os01g0195500	SORBI_3003G031200	88.4422	87.5622
Os01g0195801	SORBI_3003G031100	46.3668	28.4501
Os01g0196300	SORBI_3003G031100	47.1526	43.949
Os01g0196500	SORBI_3003G030800	78.1095	81.7708
Os01g0196600	SORBI_3003G030700	75.7829	77.234
Os01g0197100	SORBI_3003G030600	82.2449	79.1749
Os01g0197200	SORBI_3003G030500	95.9514	96.3415
Os01g0197400	SORBI_3003G030300	41.0788	35.7401
Os01g0197450	SORBI_3003G030100	73.6264	73.3959
Os01g0197500	SORBI_3003G030000	72.6115	40.1408
Os01g0197700	SORBI_3003G029900	64.6018	63.2582
Os01g0197900	SORBI_3006G016700	55.814	19.6364
Os01g0198000	SORBI_3006G016700	52.9511	28.5455
Os01g0198100	SORBI_3006G016700	31.5789	13.0909
Os01g0198200	SORBI_3003G029700	82.8616	86.5353
Os01g0198500	SORBI_3003G029400	50.211	45.2471
Os01g0198900	SORBI_3003G029300	57.8704	59.8086
Os01g0199400	SORBI_3003G028900	80.5063	78.7129
Os01g0199700	SORBI_3003G028800	51.4894	57.346
Os01g0199900	SORBI_3003G028600	72.1078	83.9483
Os01g0200000	SORBI_3001G298300	90.8228	91.4013
Os01g0200000	SORBI_3002G096900	57.9114	76.25
Os01g0200200	SORBI_3003G028500	70.5882	60.9137
Os01g0200300	SORBI_3003G028300	79.1183	40.4028
Os01g0200400	SORBI_3003G028200	85.8779	83.0258
Os01g0200500	SORBI_3003G028100	82.263	83.5404
Os01g0200600	SORBI_3003G028000	63.5965	57.7689
Os01g0201100	SORBI_3003G027600	68.75	67.3469
Os01g0201100	SORBI_3003G027700	64.1667	69.8413
Os01g0201200	SORBI_3003G027500	76.0213	74.8252
Os01g0201250	SORBI_3003G027400	78.7736	76.2557
Os01g0201400	SORBI_3009G075400	50.6849	53.6232
Os01g0201600	SORBI_3003G027100	51.495	46.6867
Os01g0201600	SORBI_3010G070900	50.8306	36.1702
Os01g0201700	SORBI_3003G027000	79.3478	81.4126
Os01g0201800	SORBI_3003G026900	41.8033	37.4083
Os01g0201850	SORBI_3004G252250	45.8333	30.137
Os01g0201850	SORBI_3008G020350	45.8333	29.3333
Os01g0201900	SORBI_3003G026900	45.0858	35.3301
Os01g0202500	SORBI_3003G026700	66.3842	66.7614
Os01g0202700	SORBI_3003G026600	76.1364	66.0098
Os01g0202800	SORBI_3003G026400	71.161	67.3759
Os01g0203000	SORBI_3003G026300	82.4658	86.4943
Os01g0203300	SORBI_3003G026200	70.1357	71.7593
Os01g0203800	SORBI_3003G025700	83.2692	82.3194
Os01g0204000	SORBI_3003G025600	72.8516	72.2868
Os01g0205100	SORBI_3003G057700	84.5144	82.3529
Os01g0205200	SORBI_3007G201400	80.5097	49.5387
Os01g0205300	SORBI_3003G057800	52.9412	53.8922
Os01g0205500	SORBI_3003G025200	98.9011	98.9011
Os01g0205600	SORBI_3003G024900	70.8502	70.2811
Os01g0205600	SORBI_3003G025000	69.2308	70.9544
Os01g0205700	SORBI_3003G024800	93.5622	53.9604
Os01g0205900	SORBI_3003G024700	72.4771	58.3744
Os01g0206300	SORBI_3003G024600	81.8004	81.323
Os01g0206600	SORBI_3003G024500	78.4615	73.913
Os01g0206700	SORBI_3003G024400	84.8156	85.9341
Os01g0206800	SORBI_3003G024100	69.6925	70.5185
Os01g0207300	SORBI_3003G151600	94.5122	39.3401
Os01g0207400	SORBI_3003G023800	77.2549	33.7329
Os01g0207600	SORBI_3003G023666	50.6536	31.3448
Os01g0207700	SORBI_3009G006600	54.4402	35.9694
Os01g0207900	SORBI_3009G006600	59.8404	57.398
Os01g0208000	SORBI_3009G006600	51.5152	21.6837
Os01g0208400	SORBI_3003G023600	66.0714	66.8309
Os01g0208600	SORBI_3003G023400	59.6702	58.0175
Os01g0209000	SORBI_3003G023300	90.7343	90.4181
Os01g0209400	SORBI_3003G023000	81.8182	84.5638
Os01g0209500	SORBI_3003G022900	55.7895	6.30202
Os01g0209700	SORBI_3003G022700	71.3433	73.9938
Os01g0209800	SORBI_3003G022600	84.5779	85.1307
Os01g0210300	SORBI_3003G022500	67.474	68.1818
Os01g0210400	SORBI_3003G022400	66.3327	71.4903
Os01g0210500	SORBI_3003G022300	84.8624	83.7104
Os01g0210600	SORBI_3003G022200	78.4431	76.6082
Os01g0210800	SORBI_3003G022000	48.0769	14.3954
Os01g0210900	SORBI_3003G021900	75.9296	74.6154
Os01g0211000	SORBI_3003G021900	75.2874	75.5769
Os01g0211200	SORBI_3003G021900	79.3651	76.9231
Os01g0211600	SORBI_3003G021900	87.1728	64.0385
Os01g0211800	SORBI_3003G021800	66.6667	53.3981
Os01g0212100	SORBI_3003G021600	93	93
Os01g0212400	SORBI_3003G021500	83.0479	84.4948
Os01g0212500	SORBI_3003G018000	57.0988	50.5464
Os01g0213300	SORBI_3002G026500	18.543	25
Os01g0213300	SORBI_3002G026600	17.5497	27.7487
Os01g0213300	SORBI_3002G027401	12.4172	33.1858
Os01g0213300	SORBI_3003G216800	17.7152	23.5683
Os01g0213300	SORBI_3003G216901	13.7417	30.5147
Os01g0213800	SORBI_3003G018700	77.2021	71.2919
Os01g0214200	SORBI_3003G018800	82.3529	82.0084
Os01g0214300	SORBI_3003G018900	42.7711	15.9193
Os01g0214400	SORBI_3003G019000	78.3465	54.8209
Os01g0214500	SORBI_3003G019200	92.2078	91.0256
Os01g0214600	SORBI_3003G019300	76.7908	73.0245
Os01g0214800	SORBI_3003G019700	84.6774	83.1135
Os01g0215500	SORBI_3003G016800	63.1579	50.7937
Os01g0215500	SORBI_3003G019800	49.3421	41.3223
Os01g0215700	SORBI_3003G019900	85.4497	85.2243
Os01g0216000	SORBI_3003G020300	51.8892	52.9563
Os01g0216000	SORBI_3003G020400	52.6448	55.4377
Os01g0216000	SORBI_3003G020500	51.6373	53.8058
Os01g0216300	SORBI_3003G020300	50	49.6144
Os01g0216300	SORBI_3003G020400	51.5544	52.7851
Os01g0216300	SORBI_3003G020500	51.2953	51.9685
Os01g0216400	SORBI_3003G020300	60.4712	59.383
Os01g0216400	SORBI_3003G020400	60.733	61.5385
Os01g0216400	SORBI_3003G020500	59.1623	59.3176
Os01g0216500	SORBI_3003G020300	56.3492	54.7558
Os01g0216500	SORBI_3003G020400	58.9947	59.1512
Os01g0216500	SORBI_3003G020500	60.0529	59.5801
Os01g0216900	SORBI_3003G020300	47.5845	50.6427
Os01g0216900	SORBI_3003G020400	49.0338	53.8462
Os01g0216900	SORBI_3003G020500	50.9662	55.3806
Os01g0217000	SORBI_3003G020600	74.1772	66.5909
Os01g0217400	SORBI_3003G021100	37.4269	17.4387
Os01g0217500	SORBI_3003G017800	66.5823	61.7371
Os01g0217800	SORBI_3003G017700	61.6822	83.2808
Os01g0218100	SORBI_3003G017601	59.176	58.5185
Os01g0218200	SORBI_3003G017500	89.5833	88.0117
Os01g0218500	SORBI_3003G017200	58.3333	93.0636
Os01g0218700	SORBI_3003G017100	80.0259	81.3984
Os01g0218800	SORBI_3003G016500	72.6539	74.2268
Os01g0218900	SORBI_3003G016500	60.7407	25.3608
Os01g0219000	SORBI_3003G016400	82.5911	85
Os01g0219100	SORBI_3003G016300	84.3373	84.3373
Os01g0219200	SORBI_3003G016200	48.6811	51.5228
Os01g0219300	SORBI_3003G016100	51.0526	55.7471
Os01g0219300	SORBI_3009G079200	32.6316	35.8382
Os01g0219500	SORBI_3003G016000	66.9291	62.963
Os01g0219600	SORBI_3003G015700	72.0312	70.4893
Os01g0219600	SORBI_3003G015800	48.75	57.3529
Os01g0220100	SORBI_3003G015700	76.25	74.6177
Os01g0220100	SORBI_3003G015800	52.0312	61.2132
Os01g0220200	SORBI_3003G015600	78.5124	26.2431
Os01g0220300	SORBI_3003G015400	76.7123	69.1358
Os01g0220500	SORBI_3003G015300	29.4643	34.7368
Os01g0221100	SORBI_3003G015000	71.2121	54.5605
Os01g0221300	SORBI_3002G267300	50.7752	52.7163
Os01g0221300	SORBI_3003G014900	42.6357	31.8379
Os01g0221400	SORBI_3003G014400	64.557	53.125
Os01g0221500	SORBI_3009G080700	46.0432	46.7153
Os01g0221700	SORBI_3003G014100	72.3214	68.4507
Os01g0221900	SORBI_3003G014000	65.4545	19.8347
Os01g0222300	SORBI_3003G013800	67.0487	24.5026
Os01g0222500	SORBI_3003G013700	80.5195	80.8696
Os01g0222600	SORBI_3003G013600	60.9195	59.5506
Os01g0222800	SORBI_3003G013400	35.2201	7.17029
Os01g0222900	SORBI_3003G013400	35.249	11.7798
Os01g0223200	SORBI_3008G048501	60.9499	65.0704
Os01g0223300	SORBI_3001G531600	24.7768	32.1739
Os01g0223500	SORBI_3003G013100	58.046	24.3961
Os01g0223600	SORBI_3003G013000	83.1301	61.3193
Os01g0223900	SORBI_3002G314700	59.6556	61.1602
Os01g0223900	SORBI_3003G012900	65.1907	67.5159
Os01g0224000	SORBI_3002G314700	60.7453	61.6646
Os01g0224000	SORBI_3003G012900	67.0807	68.7898
Os01g0224100	SORBI_3003G012800	65.7895	63.7755
Os01g0224200	SORBI_3003G012600	65.098	52.2013
Os01g0224300	SORBI_3006G275200	64.2857	62.5
Os01g0224400	SORBI_3006G275100	58.6957	14.876
Os01g0224500	SORBI_3003G012500	77.9817	80.1887
Os01g0224700	SORBI_3003G012400	69.4761	71.5962
Os01g0224700	SORBI_3008G154300	65.8314	64.0798
Os01g0225000	SORBI_3003G012300	83.2298	75.7062
Os01g0225100	SORBI_3003G012100	58.156	27.6094
Os01g0225300	SORBI_3003G011900	74.744	42.1965
Os01g0225400	SORBI_3003G011600	71.0145	24.2574
Os01g0225400	SORBI_3003G011700	67.3913	25.1351
Os01g0225500	SORBI_3003G011600	12.0301	11.8812
Os01g0225500	SORBI_3003G011700	10.0251	10.8108
Os01g0225600	SORBI_3003G011400	82.7815	82.2368
Os01g0226200	SORBI_3003G011200	56.0386	55.6355
Os01g0226300	SORBI_3003G011100	92.6966	58.0986
Os01g0226400	SORBI_3003G011000	86.7857	86.0685
Os01g0226500	SORBI_3003G010900	70.5747	71.3953
Os01g0226600	SORBI_3003G010800	65.8537	54
Os01g0226700	SORBI_3003G010700	74.4	49.2063
Os01g0226700	SORBI_3003G262000	30	53.9568
Os01g0226700	SORBI_3010G247900	32.8	46.3277
Os01g0227100	SORBI_3003G010600	89.881	88.4766
Os01g0227100	SORBI_3003G258500	5.75397	40.2778
Os01g0227100	SORBI_3009G115100	4.96032	32.0513
Os01g0227200	SORBI_3003G010500	72.6968	70
Os01g0227300	SORBI_3003G010400	96.6184	96.6184
Os01g0227350	SORBI_3003G009501	46.9925	24.5098
Os01g0227500	SORBI_3003G010000	51.8717	62.3126
Os01g0227500	SORBI_3003G010100	61.3191	65.9004
Os01g0227500	SORBI_3003G010200	62.7451	63.7681
Os01g0227500	SORBI_3003G010300	62.7451	68.0851
Os01g0227700	SORBI_3003G009700	64.7495	64.2726
Os01g0227800	SORBI_3003G009700	63.3333	62.9834
Os01g0228300	SORBI_3003G009100	86.9369	87.7273
Os01g0228400	SORBI_3002G231200	66.6667	65.9409
Os01g0228500	SORBI_3003G009000	58.4848	54.8295
Os01g0228600	SORBI_3003G008900	82.5949	82.8571
Os01g0228800	SORBI_3003G008800	55.8952	54.0084
Os01g0228800	SORBI_3004G245400	5.5313	43.6782
Os01g0229100	SORBI_3003G008600	88.2917	88.2917
Os01g0229200	SORBI_3003G008500	75.6681	74.8261
Os01g0229300	SORBI_3009G039800	41.5326	41.028
Os01g0229400	SORBI_3009G084100	88.3178	87.5
Os01g0229500	SORBI_3003G008300	79.0419	80.9816
Os01g0229700	SORBI_3003G008100	61.8143	20.8689
Os01g0229800	SORBI_3003G007800	73.3766	31.2155
Os01g0229800	SORBI_3003G007900	70.1299	30
Os01g0230200	SORBI_3003G007700	52.4631	55.6136
Os01g0231000	SORBI_3009G085100	79.4677	83.9357
Os01g0231500	SORBI_3003G007500	77.4419	77.2622
Os01g0231600	SORBI_3003G007400	76.9231	16.3934
Os01g0231700	SORBI_3010G251600	82.3529	82.3529
Os01g0231800	SORBI_3003G006833	51.4523	22.3022
Os01g0231800	SORBI_3003G007300	56.8465	27.3453
Os01g0231900	SORBI_3003G006833	56.8788	49.8201
Os01g0231900	SORBI_3003G007300	66.7351	64.8703
Os01g0232000	SORBI_3003G007200	81.6733	81.3492
Os01g0232100	SORBI_3003G006600	69.1406	69.9605
Os01g0232200	SORBI_3003G006500	76.5714	74.7212
Os01g0232300	SORBI_3003G006400	74.4318	28.1116
Os01g0232400	SORBI_3003G006300	78.355	78.9244
Os01g0232500	SORBI_3003G006200	62.8866	66.4488
Os01g0232700	SORBI_3001G067300	87.7378	86.8201
Os01g0232800	SORBI_3003G005900	89.7826	75.5027
Os01g0233000	SORBI_3003G005800	70.5882	52.3636
Os01g0233800	SORBI_3003G005700	70.1128	69.3309
Os01g0233900	SORBI_3003G005600	56.3441	71.1957
Os01g0234100	SORBI_3002G142000	51.9192	52.449
Os01g0234100	SORBI_3003G005500	37.7778	42.3077
Os01g0234300	SORBI_3003G005400	55.1813	35.7983
Os01g0234800	SORBI_3003G005200	93.8356	62.844
Os01g0234900	SORBI_3003G005100	80.6916	91.2052
Os01g0235100	SORBI_3003G005000	61.236	61.5819
Os01g0235200	SORBI_3003G004800	67.2249	69.3827
Os01g0235300	SORBI_3003G004700	84.5794	82.6484
Os01g0235350	SORBI_3003G004600	53.1429	55.8559
Os01g0235400	SORBI_3001G115500	88.9299	49.1335
Os01g0235700	SORBI_3003G004500	83.3063	82.6367
Os01g0235800	SORBI_3003G004300	71.1538	46.5084
Os01g0235900	SORBI_3003G004200	68.2864	66.75
Os01g0236000	SORBI_3003G004100	68.8119	65.566
Os01g0236300	SORBI_3003G003800	76.681	77.907
Os01g0236400	SORBI_3003G003700	83.2808	82.243
Os01g0236700	SORBI_3003G003600	81.8763	82.3151
Os01g0236800	SORBI_3003G003450	64.1343	54.4228
Os01g0237500	SORBI_3003G104500	39.1753	12.9252
Os01g0237500	SORBI_3003G104600	43.299	13.5922
Os01g0237500	SORBI_3003G241300	39.1753	12.2977
Os01g0237750	SORBI_3003G104500	41.3223	17.0068
Os01g0237750	SORBI_3003G104600	47.9339	18.7702
Os01g0237750	SORBI_3003G241300	47.1074	18.4466
Os01g0238200	SORBI_3003G003300	68.0328	70.339
Os01g0238500	SORBI_3003G003200	78.012	77.0833
Os01g0238600	SORBI_3003G003000	89.3617	86.3014
Os01g0238700	SORBI_3003G002900	60.7345	61.9597
Os01g0238800	SORBI_3003G002800	74.7368	77.1739
Os01g0238900	SORBI_3001G007800	87.3646	53.5398
Os01g0238900	SORBI_3003G002700	89.1697	54.646
Os01g0239000	SORBI_3003G002600	51.0204	55.332
Os01g0239100	SORBI_3003G002400	78.2235	81.0089
Os01g0239200	SORBI_3003G002300	81.5348	83.7438
Os01g0239300	SORBI_3005G225100	30.5825	12.426
Os01g0239300	SORBI_3005G225200	18.932	10.9551
Os01g0239300	SORBI_3005G225400	29.1262	10.3806
Os01g0239300	SORBI_3005G225500	33.9806	15.3846
Os01g0239700	SORBI_3003G002100	76.8463	68.9346
Os01g0240600	SORBI_3003G001800	49.4774	39.4444
Os01g0240600	SORBI_3003G001901	21.6028	19.8083
Os01g0240700	SORBI_3003G001800	47.9319	54.7222
Os01g0240700	SORBI_3003G001901	25.7908	33.8658
Os01g0240725	SORBI_3004G073166	40.367	33.9768
Os01g0241000	SORBI_3003G001500	38.6423	43.4018
Os01g0241100	SORBI_3003G001400	67.3774	62.5743
Os01g0242200	SORBI_3003G001300	74.4578	64.2412
Os01g0242300	SORBI_3003G001200	87.0588	87.0588
Os01g0242400	SORBI_3010G259400	53.012	60.5505
Os01g0242500	SORBI_3003G044300	87.0057	87.0057
Os01g0242600	SORBI_3003G044200	78.9317	78.1204
Os01g0242900	SORBI_3003G044100	60.2564	64.3836
Os01g0243000	SORBI_3003G044000	79.6657	79.8883
Os01g0243100	SORBI_3003G043900	74.2072	35.1703
Os01g0243200	SORBI_3003G043800	80.2326	69
