A0A0P0X5U4	Jaiswal:GAKM01128495.1
Q6Z5M3	Jaiswal:GAKM01059393.1 Jaiswal:GAKM01040569.1 Jaiswal:GAKM01103391.1 Jaiswal:GAKM01103080.1 Jaiswal:GAKM01130780.1
Q6Z684	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q6Z6F0	Jaiswal:GAKM01069096.1 Jaiswal:GAKM01072250.1 Jaiswal:GAKM01090591.1 Jaiswal:GAKM01036009.1 Jaiswal:GAKM01051784.1 Jaiswal:GAKM01019734.1 Jaiswal:GAKM01025642.1 Jaiswal:GAKM01074921.1 Jaiswal:GAKM01032487.1 Jaiswal:GAKM01067362.1 Jaiswal:GAKM01134432.1 Jaiswal:GAKM01049886.1 Jaiswal:GAKM01053719.1 Jaiswal:GAKM01084074.1 Jaiswal:GAKM01135726.1
Q6Z6L1	Jaiswal:GAKM01026264.1 Jaiswal:GAKM01070453.1
Q6Z702	Jaiswal:GAKM01036597.1
Q6Z744	Jaiswal:GAKM01053811.1 Jaiswal:GAKM01077177.1
Q6Z795	Jaiswal:GAKM01002736.1 Jaiswal:GAKM01066431.1 Jaiswal:GAKM01102173.1 Jaiswal:GAKM01109977.1
Q6Z7F5	Jaiswal:GAKM01016458.1 Jaiswal:GAKM01017627.1 Jaiswal:GAKM01046761.1 Jaiswal:GAKM01080583.1 Jaiswal:GAKM01051632.1 Jaiswal:GAKM01119329.1 Jaiswal:GAKM01076949.1
Q6Z7I3	Jaiswal:GAKM01043229.1 Jaiswal:GAKM01033276.1 Jaiswal:GAKM01103703.1 Jaiswal:GAKM01052843.1 Jaiswal:GAKM01136526.1 Jaiswal:GAKM01012670.1
Q6Z7Q3	Jaiswal:GAKM01116394.1 Jaiswal:GAKM01136765.1 Jaiswal:GAKM01058323.1 Jaiswal:GAKM01087504.1 Jaiswal:GAKM01056870.1 Jaiswal:GAKM01117540.1 Jaiswal:GAKM01049356.1 Jaiswal:GAKM01016477.1 Jaiswal:GAKM01031195.1 Jaiswal:GAKM01132179.1 Jaiswal:GAKM01054207.1 Jaiswal:GAKM01125861.1 Jaiswal:GAKM01083255.1 Jaiswal:GAKM01015251.1 Jaiswal:GAKM01101461.1
Q6Z836	Jaiswal:GAKM01081829.1 Jaiswal:GAKM01091030.1 Jaiswal:GAKM01060861.1
Q6Z8F4	Jaiswal:GAKM01095731.1 Jaiswal:GAKM01040432.1
Q6Z8S2	Jaiswal:GAKM01092747.1 Jaiswal:GAKM01023668.1
Q6Z8Z7	Jaiswal:GAKM01031422.1
Q6Z9A3	Jaiswal:GAKM01047462.1 Jaiswal:GAKM01056086.1
Q6Z9E6	Jaiswal:GAKM01095639.1 Jaiswal:GAKM01052996.1 Jaiswal:GAKM01047522.1 Jaiswal:GAKM01126800.1 Jaiswal:GAKM01044487.1
Q6ZAC1	Jaiswal:GAKM01053743.1
Q6ZAH2	Jaiswal:GAKM01072610.1 Jaiswal:GAKM01049589.1 Jaiswal:GAKM01116939.1
Q6ZBE1	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q6ZBH5	Jaiswal:GAKM01118759.1 Jaiswal:GAKM01014690.1
Q6ZC33	Jaiswal:GAKM01114850.1 Jaiswal:GAKM01002676.1
Q6ZCF0	Jaiswal:GAKM01070895.1 Jaiswal:GAKM01013456.1 Jaiswal:GAKM01070434.1 Jaiswal:GAKM01082971.1 Jaiswal:GAKM01135477.1 Jaiswal:GAKM01104934.1
Q6ZD10	Jaiswal:GAKM01107585.1
Q6ZD89	Jaiswal:GAKM01067883.1
Q6ZDQ1	Jaiswal:GAKM01080042.1 Jaiswal:GAKM01020548.1
Q6ZDY8	Jaiswal:GAKM01107538.1
Q6ZEZ2	Jaiswal:GAKM01082248.1 Jaiswal:GAKM01065306.1 Jaiswal:GAKM01115758.1
Q6ZFT5	Jaiswal:GAKM01096083.1 Jaiswal:GAKM01104058.1 Jaiswal:GAKM01019964.1
Q6ZG77	Jaiswal:GAKM01038343.1 Jaiswal:GAKM01030190.1 Jaiswal:GAKM01070886.1
Q6ZG91	Jaiswal:GAKM01137435.1
Q6ZGS9	Jaiswal:GAKM01083781.1 Jaiswal:GAKM01118275.1 Jaiswal:GAKM01062942.1
Q6ZGW6	Jaiswal:GAKM01054704.1 Jaiswal:GAKM01058828.1 Jaiswal:GAKM01103675.1 Jaiswal:GAKM01010165.1
Q6ZH92	Jaiswal:GAKM01108782.1 Jaiswal:GAKM01072789.1
Q6ZHA3	Jaiswal:GAKM01105616.1 Jaiswal:GAKM01095916.1
Q6ZHB2	Jaiswal:GAKM01043070.1 Jaiswal:GAKM01024264.1 Jaiswal:GAKM01017519.1
Q6ZHH7	Jaiswal:GAKM01114850.1 Jaiswal:GAKM01002676.1
Q6ZHS4	Jaiswal:GAKM01116440.1 Jaiswal:GAKM01053962.1 Jaiswal:GAKM01070803.1
Q6ZHZ1	Jaiswal:GAKM01044906.1 Jaiswal:GAKM01082551.1 Jaiswal:GAKM01050109.1 Jaiswal:GAKM01082317.1 Jaiswal:GAKM01064630.1 Jaiswal:GAKM01022748.1
Q6ZI39	Jaiswal:GAKM01109603.1 Jaiswal:GAKM01070652.1 Jaiswal:GAKM01052587.1 Jaiswal:GAKM01135881.1
Q6ZI55	Jaiswal:GAKM01117214.1 Jaiswal:GAKM01054532.1
Q6ZIK0	Jaiswal:GAKM01110729.1 Jaiswal:GAKM01114618.1
Q6ZIX2	Jaiswal:GAKM01065526.1
Q6ZJ97	Jaiswal:GAKM01126071.1 Jaiswal:GAKM01114452.1
Q6ZJK7	Jaiswal:GAKM01050619.1 Jaiswal:GAKM01035491.1 Jaiswal:GAKM01010154.1 Jaiswal:GAKM01037756.1 Jaiswal:GAKM01008013.1 Jaiswal:GAKM01104927.1 Jaiswal:GAKM01067757.1 Jaiswal:GAKM01133738.1 Jaiswal:GAKM01024705.1 Jaiswal:GAKM01068019.1 Jaiswal:GAKM01049150.1 Jaiswal:GAKM01135826.1 Jaiswal:GAKM01082884.1
Q6ZJM9	Jaiswal:GAKM01122789.1 Jaiswal:GAKM01060939.1 Jaiswal:GAKM01045198.1
Q6ZJU3	Jaiswal:GAKM01003920.1 Jaiswal:GAKM01091408.1 Jaiswal:GAKM01046447.1 Jaiswal:GAKM01083882.1 Jaiswal:GAKM01032677.1 Jaiswal:GAKM01100787.1
Q6ZK11	Jaiswal:GAKM01015801.1 Jaiswal:GAKM01061526.1 Jaiswal:GAKM01063543.1 Jaiswal:GAKM01115459.1
Q6ZKC0	Jaiswal:GAKM01079573.1 Jaiswal:GAKM01071910.1 Jaiswal:GAKM01132812.1 Jaiswal:GAKM01089688.1 Jaiswal:GAKM01063321.1
Q6ZKV8	Jaiswal:GAKM01006202.1
Q6ZL51	Jaiswal:GAKM01007505.1 Jaiswal:GAKM01067406.1 Jaiswal:GAKM01041874.1 Jaiswal:GAKM01062719.1
Q6ZL61	Jaiswal:GAKM01045612.1 Jaiswal:GAKM01041217.1 Jaiswal:GAKM01031022.1 Jaiswal:GAKM01008451.1 Jaiswal:GAKM01046056.1
Q6ZL94	Jaiswal:GAKM01022864.1 Jaiswal:GAKM01134317.1
Q6ZLD3	Jaiswal:GAKM01005533.1 Jaiswal:GAKM01136942.1 Jaiswal:GAKM01022028.1 Jaiswal:GAKM01024324.1
Q6ZLJ9	Jaiswal:GAKM01002153.1 Jaiswal:GAKM01053397.1 Jaiswal:GAKM01078711.1 Jaiswal:GAKM01028311.1
Q75GB1	Jaiswal:GAKM01130449.1 Jaiswal:GAKM01128705.1 Jaiswal:GAKM01047970.1 Jaiswal:GAKM01006833.1 Jaiswal:GAKM01051922.1 Jaiswal:GAKM01068375.1 Jaiswal:GAKM01069419.1 Jaiswal:GAKM01021432.1 Jaiswal:GAKM01091867.1
Q75GK0	Jaiswal:GAKM01076724.1 Jaiswal:GAKM01009028.1 Jaiswal:GAKM01051370.1 Jaiswal:GAKM01051722.1 Jaiswal:GAKM01006997.1 Jaiswal:GAKM01031332.1 Jaiswal:GAKM01002633.1 Jaiswal:GAKM01105678.1
Q75H77	Jaiswal:GAKM01022795.1 Jaiswal:GAKM01065128.1 Jaiswal:GAKM01101825.1
Q75HB1	Jaiswal:GAKM01000858.1
Q75HP7	Jaiswal:GAKM01080571.1
Q75HQ7	Jaiswal:GAKM01109496.1 Jaiswal:GAKM01082412.1 Jaiswal:GAKM01095513.1 Jaiswal:GAKM01047983.1 Jaiswal:GAKM01089053.1 Jaiswal:GAKM01064753.1 Jaiswal:GAKM01021929.1 Jaiswal:GAKM01070374.1 Jaiswal:GAKM01119533.1 Jaiswal:GAKM01133378.1 Jaiswal:GAKM01115529.1 Jaiswal:GAKM01050827.1 Jaiswal:GAKM01088722.1
Q75HZ9	Jaiswal:GAKM01022075.1 Jaiswal:GAKM01131334.1
Q75I93	Jaiswal:GAKM01117898.1 Jaiswal:GAKM01080662.1 Jaiswal:GAKM01133671.1 Jaiswal:GAKM01121715.1 Jaiswal:GAKM01114672.1 Jaiswal:GAKM01060421.1
Q75II5	Jaiswal:GAKM01015745.1 Jaiswal:GAKM01064911.1 Jaiswal:GAKM01108212.1
Q75KT7	Jaiswal:GAKM01061971.1 Jaiswal:GAKM01019251.1 Jaiswal:GAKM01053991.1 Jaiswal:GAKM01130792.1
Q75L84	Jaiswal:GAKM01071940.1 Jaiswal:GAKM01035424.1 Jaiswal:GAKM01024409.1 Jaiswal:GAKM01073588.1 Jaiswal:GAKM01115591.1 Jaiswal:GAKM01057578.1 Jaiswal:GAKM01120409.1 Jaiswal:GAKM01063026.1
Q75LL5	Jaiswal:GAKM01129749.1
Q75LR2	Jaiswal:GAKM01094193.1
Q75M18	Jaiswal:GAKM01135421.1 Jaiswal:GAKM01134259.1 Jaiswal:GAKM01038427.1 Jaiswal:GAKM01080353.1
Q75V57	Jaiswal:GAKM01022795.1 Jaiswal:GAKM01065128.1 Jaiswal:GAKM01101825.1
Q75W16	Jaiswal:GAKM01094193.1
Q764B9	Jaiswal:GAKM01119867.1 Jaiswal:GAKM01022318.1 Jaiswal:GAKM01096250.1 Jaiswal:GAKM01038544.1 Jaiswal:GAKM01120972.1
Q7EXZ2	Jaiswal:GAKM01060503.1 Jaiswal:GAKM01109438.1 Jaiswal:GAKM01035419.1 Jaiswal:GAKM01128002.1
Q7EYE4	Jaiswal:GAKM01064076.1 Jaiswal:GAKM01004237.1 Jaiswal:GAKM01128206.1
Q7EZW6	Jaiswal:GAKM01111709.1
Q7EZZ0	Jaiswal:GAKM01096519.1
Q7F0B2	Jaiswal:GAKM01016158.1 Jaiswal:GAKM01069632.1 Jaiswal:GAKM01061978.1 Jaiswal:GAKM01088621.1 Jaiswal:GAKM01123098.1 Jaiswal:GAKM01111056.1 Jaiswal:GAKM01068899.1 Jaiswal:GAKM01099960.1 Jaiswal:GAKM01114974.1 Jaiswal:GAKM01010055.1
Q7F0Q2	Jaiswal:GAKM01052686.1 Jaiswal:GAKM01008029.1
Q7F190	Jaiswal:GAKM01003291.1 Jaiswal:GAKM01030041.1
Q7F1X5	Jaiswal:GAKM01088588.1 Jaiswal:GAKM01129535.1
Q7F8K7	Jaiswal:GAKM01086890.1 Jaiswal:GAKM01081010.1 Jaiswal:GAKM01057978.1 Jaiswal:GAKM01134820.1 Jaiswal:GAKM01033481.1 Jaiswal:GAKM01026330.1 Jaiswal:GAKM01034255.1 Jaiswal:GAKM01124463.1 Jaiswal:GAKM01133069.1 Jaiswal:GAKM01021302.1 Jaiswal:GAKM01103419.1 Jaiswal:GAKM01085106.1 Jaiswal:GAKM01073267.1
Q7F8U7	Jaiswal:GAKM01086695.1 Jaiswal:GAKM01115839.1
Q7F942	Jaiswal:GAKM01136227.1 Jaiswal:GAKM01066428.1
Q7FAE1	Jaiswal:GAKM01005796.1 Jaiswal:GAKM01110130.1 Jaiswal:GAKM01009606.1 Jaiswal:GAKM01078634.1 Jaiswal:GAKM01060225.1
Q7FAH2	Jaiswal:GAKM01026227.1 Jaiswal:GAKM01053426.1 Jaiswal:GAKM01047486.1
Q7FAL6	Jaiswal:GAKM01040105.1 Jaiswal:GAKM01094766.1 Jaiswal:GAKM01011140.1 Jaiswal:GAKM01016936.1
Q7FAS1	Jaiswal:GAKM01110273.1 Jaiswal:GAKM01044071.1 Jaiswal:GAKM01009755.1
Q7G065	Jaiswal:GAKM01018908.1 Jaiswal:GAKM01031470.1
