A2X747	Phytozome_Cs:orange1.1g036315m
Q6YUS3	Phytozome_Cs:orange1.1g045155m
Q6YUU2	Phytozome_Cs:orange1.1g014377m
Q6YV04	Phytozome_Cs:orange1.1g011109m Phytozome_Cs:orange1.1g014460m Phytozome_Cs:orange1.1g010834m Phytozome_Cs:orange1.1g010858m Phytozome_Cs:orange1.1g011761m Phytozome_Cs:orange1.1g014465m Phytozome_Cs:orange1.1g014470m
Q6YV23	Phytozome_Cs:orange1.1g039151m
Q6YVI0	Phytozome_Cs:orange1.1g024871m
Q6YWE1	Phytozome_Cs:orange1.1g039019m
Q6YWS8	Phytozome_Cs:orange1.1g044744m Phytozome_Cs:orange1.1g021748m Phytozome_Cs:orange1.1g021716m Phytozome_Cs:orange1.1g027101m Phytozome_Cs:orange1.1g047636m Phytozome_Cs:orange1.1g026454m Phytozome_Cs:orange1.1g026084m Phytozome_Cs:orange1.1g022681m Phytozome_Cs:orange1.1g029440m
Q6YWY7	Phytozome_Cs:orange1.1g024445m
Q6YXI1	Phytozome_Cs:orange1.1g007074m
Q6YXW6	Phytozome_Cs:orange1.1g016019m Phytozome_Cs:orange1.1g014649m Phytozome_Cs:orange1.1g014608m Phytozome_Cs:orange1.1g014638m
Q6YYB9	Phytozome_Cs:orange1.1g012347m Phytozome_Cs:orange1.1g012341m Phytozome_Cs:orange1.1g021613m Phytozome_Cs:orange1.1g013596m Phytozome_Cs:orange1.1g016830m
Q6YYZ2	Phytozome_Cs:orange1.1g037622m
Q6YZ18	Phytozome_Cs:orange1.1g010842m Phytozome_Cs:orange1.1g041829m
Q6YZ76	Phytozome_Cs:orange1.1g046862m Phytozome_Cs:orange1.1g038655m Phytozome_Cs:orange1.1g039445m
Q6YZE2	Phytozome_Cs:orange1.1g017633m Phytozome_Cs:orange1.1g011959m Phytozome_Cs:orange1.1g011856m Phytozome_Cs:orange1.1g015230m
Q6YZH8	Phytozome_Cs:orange1.1g014009m Phytozome_Cs:orange1.1g007192m
Q6YZX6	Phytozome_Cs:orange1.1g002829m Phytozome_Cs:orange1.1g003793m Phytozome_Cs:orange1.1g003797m Phytozome_Cs:orange1.1g001917m Phytozome_Cs:orange1.1g001863m Phytozome_Cs:orange1.1g001914m Phytozome_Cs:orange1.1g002820m Phytozome_Cs:orange1.1g002599m Phytozome_Cs:orange1.1g002651m
Q6Z0T7	Phytozome_Cs:orange1.1g032783m Phytozome_Cs:orange1.1g032753m
Q6Z156	Phytozome_Cs:orange1.1g011778m Phytozome_Cs:orange1.1g014271m Phytozome_Cs:orange1.1g014306m Phytozome_Cs:orange1.1g011803m Phytozome_Cs:orange1.1g014270m Phytozome_Cs:orange1.1g014309m Phytozome_Cs:orange1.1g011780m Phytozome_Cs:orange1.1g014308m Phytozome_Cs:orange1.1g011771m Phytozome_Cs:orange1.1g011788m Phytozome_Cs:orange1.1g011805m Phytozome_Cs:orange1.1g017799m Phytozome_Cs:orange1.1g011785m Phytozome_Cs:orange1.1g019430m Phytozome_Cs:orange1.1g020651m
Q6Z1Z3	Phytozome_Cs:orange1.1g017035m Phytozome_Cs:orange1.1g021945m
Q6Z2L5	Phytozome_Cs:orange1.1g022367m Phytozome_Cs:orange1.1g016576m Phytozome_Cs:orange1.1g026473m
Q6Z2T6	Phytozome_Cs:orange1.1g012488m
Q6Z312	Phytozome_Cs:orange1.1g013223m Phytozome_Cs:orange1.1g014831m Phytozome_Cs:orange1.1g021146m Phytozome_Cs:orange1.1g013713m Phytozome_Cs:orange1.1g013754m Phytozome_Cs:orange1.1g013197m Phytozome_Cs:orange1.1g014865m Phytozome_Cs:orange1.1g021098m
Q6Z351	Phytozome_Cs:orange1.1g002311m Phytozome_Cs:orange1.1g002932m Phytozome_Cs:orange1.1g000669m Phytozome_Cs:orange1.1g002015m Phytozome_Cs:orange1.1g000981m Phytozome_Cs:orange1.1g000629m Phytozome_Cs:orange1.1g001024m Phytozome_Cs:orange1.1g003040m
Q6Z368	Phytozome_Cs:orange1.1g022601m Phytozome_Cs:orange1.1g022527m Phytozome_Cs:orange1.1g019466m Phytozome_Cs:orange1.1g016607m Phytozome_Cs:orange1.1g028137m Phytozome_Cs:orange1.1g016722m Phytozome_Cs:orange1.1g015108m Phytozome_Cs:orange1.1g016621m Phytozome_Cs:orange1.1g015087m
Q6Z398	Phytozome_Cs:orange1.1g011283m
Q6Z3A3	Phytozome_Cs:orange1.1g016072m Phytozome_Cs:orange1.1g011314m Phytozome_Cs:orange1.1g015997m Phytozome_Cs:orange1.1g014287m Phytozome_Cs:orange1.1g011318m Phytozome_Cs:orange1.1g010751m Phytozome_Cs:orange1.1g014295m Phytozome_Cs:orange1.1g011330m
Q6Z3A4	Phytozome_Cs:orange1.1g012138m Phytozome_Cs:orange1.1g021893m Phytozome_Cs:orange1.1g017259m
Q6Z3F9	Phytozome_Cs:orange1.1g024290m Phytozome_Cs:orange1.1g015872m Phytozome_Cs:orange1.1g021832m
Q6Z3X5	Phytozome_Cs:orange1.1g001713m Phytozome_Cs:orange1.1g002419m Phytozome_Cs:orange1.1g002323m
Q6Z3Y3	Phytozome_Cs:orange1.1g048784m
Q6Z433	Phytozome_Cs:orange1.1g021461m Phytozome_Cs:orange1.1g017348m Phytozome_Cs:orange1.1g024594m Phytozome_Cs:orange1.1g027756m Phytozome_Cs:orange1.1g025411m Phytozome_Cs:orange1.1g018981m Phytozome_Cs:orange1.1g027672m Phytozome_Cs:orange1.1g017321m Phytozome_Cs:orange1.1g022728m Phytozome_Cs:orange1.1g017834m Phytozome_Cs:orange1.1g018653m Phytozome_Cs:orange1.1g023560m Phytozome_Cs:orange1.1g017409m Phytozome_Cs:orange1.1g018641m Phytozome_Cs:orange1.1g018626m Phytozome_Cs:orange1.1g017356m Phytozome_Cs:orange1.1g017195m Phytozome_Cs:orange1.1g018277m
Q6Z4E7	Phytozome_Cs:orange1.1g009454m Phytozome_Cs:orange1.1g027723m Phytozome_Cs:orange1.1g025504m Phytozome_Cs:orange1.1g013815m
Q6Z4I1	Phytozome_Cs:orange1.1g022121m Phytozome_Cs:orange1.1g022326m
Q6Z4U1	Phytozome_Cs:orange1.1g019290m
Q6Z5B5	Phytozome_Cs:orange1.1g019290m
Q6Z5M0	Phytozome_Cs:orange1.1g035700m
Q6Z5M3	Phytozome_Cs:orange1.1g045999m
Q6Z684	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q6Z6F0	Phytozome_Cs:orange1.1g041902m Phytozome_Cs:orange1.1g036740m
Q6Z702	Phytozome_Cs:orange1.1g013574m Phytozome_Cs:orange1.1g010403m Phytozome_Cs:orange1.1g013449m Phytozome_Cs:orange1.1g012009m Phytozome_Cs:orange1.1g019862m
Q6Z744	Phytozome_Cs:orange1.1g014581m
Q6Z795	Phytozome_Cs:orange1.1g006749m Phytozome_Cs:orange1.1g006426m Phytozome_Cs:orange1.1g006794m
Q6Z7F5	Phytozome_Cs:orange1.1g028226m Phytozome_Cs:orange1.1g027737m Phytozome_Cs:orange1.1g029374m Phytozome_Cs:orange1.1g030456m Phytozome_Cs:orange1.1g028190m Phytozome_Cs:orange1.1g029352m Phytozome_Cs:orange1.1g030554m Phytozome_Cs:orange1.1g028170m Phytozome_Cs:orange1.1g028193m Phytozome_Cs:orange1.1g028176m
Q6Z7Q3	Phytozome_Cs:orange1.1g009137m Phytozome_Cs:orange1.1g010030m Phytozome_Cs:orange1.1g039620m Phytozome_Cs:orange1.1g008917m Phytozome_Cs:orange1.1g009398m Phytozome_Cs:orange1.1g019688m
Q6Z836	Phytozome_Cs:orange1.1g006387m Phytozome_Cs:orange1.1g006385m Phytozome_Cs:orange1.1g006397m Phytozome_Cs:orange1.1g006532m
Q6Z8F4	Phytozome_Cs:orange1.1g048274m
Q6Z8S2	Phytozome_Cs:orange1.1g039124m
Q6Z8Z7	Phytozome_Cs:orange1.1g043704m
Q6Z965	Phytozome_Cs:orange1.1g025135m
Q6Z9A3	Phytozome_Cs:orange1.1g018327m Phytozome_Cs:orange1.1g018060m Phytozome_Cs:orange1.1g022113m
Q6Z9E6	Phytozome_Cs:orange1.1g025389m
Q6ZAC1	Phytozome_Cs:orange1.1g009077m Phytozome_Cs:orange1.1g010425m Phytozome_Cs:orange1.1g014952m Phytozome_Cs:orange1.1g042783m
Q6ZAH2	Phytozome_Cs:orange1.1g019626m
Q6ZBE1	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q6ZBH5	Phytozome_Cs:orange1.1g018518m Phytozome_Cs:orange1.1g012909m Phytozome_Cs:orange1.1g013297m Phytozome_Cs:orange1.1g012353m Phytozome_Cs:orange1.1g018515m Phytozome_Cs:orange1.1g012273m Phytozome_Cs:orange1.1g012253m
Q6ZC33	Phytozome_Cs:orange1.1g002724m
Q6ZCF0	Phytozome_Cs:orange1.1g010250m Phytozome_Cs:orange1.1g013243m Phytozome_Cs:orange1.1g013204m
Q6ZD10	Phytozome_Cs:orange1.1g020388m Phytozome_Cs:orange1.1g020431m Phytozome_Cs:orange1.1g023778m Phytozome_Cs:orange1.1g023782m Phytozome_Cs:orange1.1g020132m
Q6ZD89	Phytozome_Cs:orange1.1g024046m Phytozome_Cs:orange1.1g018405m Phytozome_Cs:orange1.1g018366m Phytozome_Cs:orange1.1g017495m Phytozome_Cs:orange1.1g018576m Phytozome_Cs:orange1.1g035738m Phytozome_Cs:orange1.1g046424m Phytozome_Cs:orange1.1g017595m Phytozome_Cs:orange1.1g018145m Phytozome_Cs:orange1.1g018681m Phytozome_Cs:orange1.1g044458m Phytozome_Cs:orange1.1g016366m
Q6ZDQ1	Phytozome_Cs:orange1.1g020474m Phytozome_Cs:orange1.1g020500m Phytozome_Cs:orange1.1g020505m Phytozome_Cs:orange1.1g014775m
Q6ZDY8	Phytozome_Cs:orange1.1g046556m
Q6ZEZ2	Phytozome_Cs:orange1.1g023978m Phytozome_Cs:orange1.1g029100m Phytozome_Cs:orange1.1g023993m Phytozome_Cs:orange1.1g036939m Phytozome_Cs:orange1.1g024004m
Q6ZFT5	Phytozome_Cs:orange1.1g023455m Phytozome_Cs:orange1.1g020390m Phytozome_Cs:orange1.1g027833m Phytozome_Cs:orange1.1g023987m Phytozome_Cs:orange1.1g020692m
Q6ZG77	Phytozome_Cs:orange1.1g012098m
Q6ZG91	Phytozome_Cs:orange1.1g008923m Phytozome_Cs:orange1.1g014848m Phytozome_Cs:orange1.1g009818m Phytozome_Cs:orange1.1g007783m Phytozome_Cs:orange1.1g009838m Phytozome_Cs:orange1.1g013432m Phytozome_Cs:orange1.1g007779m
Q6ZGS9	Phytozome_Cs:orange1.1g022886m Phytozome_Cs:orange1.1g024487m Phytozome_Cs:orange1.1g028821m Phytozome_Cs:orange1.1g024502m Phytozome_Cs:orange1.1g024524m Phytozome_Cs:orange1.1g022583m Phytozome_Cs:orange1.1g022579m Phytozome_Cs:orange1.1g023343m Phytozome_Cs:orange1.1g028674m
Q6ZGW6	Phytozome_Cs:orange1.1g040843m Phytozome_Cs:orange1.1g019605m Phytozome_Cs:orange1.1g016781m
Q6ZHA3	Phytozome_Cs:orange1.1g029144m Phytozome_Cs:orange1.1g029215m Phytozome_Cs:orange1.1g036449m
Q6ZHB2	Phytozome_Cs:orange1.1g018409m Phytozome_Cs:orange1.1g018564m Phytozome_Cs:orange1.1g021006m Phytozome_Cs:orange1.1g016506m
Q6ZHH7	Phytozome_Cs:orange1.1g002724m
Q6ZHS4	Phytozome_Cs:orange1.1g018382m
Q6ZHU3	Phytozome_Cs:orange1.1g047635m
Q6ZHZ1	Phytozome_Cs:orange1.1g001557m Phytozome_Cs:orange1.1g001541m Phytozome_Cs:orange1.1g002660m
Q6ZI39	Phytozome_Cs:orange1.1g010767m Phytozome_Cs:orange1.1g010139m Phytozome_Cs:orange1.1g009693m Phytozome_Cs:orange1.1g007452m
Q6ZI55	Phytozome_Cs:orange1.1g019198m Phytozome_Cs:orange1.1g018224m
Q6ZIK0	Phytozome_Cs:orange1.1g016942m Phytozome_Cs:orange1.1g016921m Phytozome_Cs:orange1.1g017428m Phytozome_Cs:orange1.1g016981m
Q6ZIX2	Phytozome_Cs:orange1.1g042544m
Q6ZJ97	Phytozome_Cs:orange1.1g010950m Phytozome_Cs:orange1.1g018126m Phytozome_Cs:orange1.1g018150m Phytozome_Cs:orange1.1g017059m Phytozome_Cs:orange1.1g016006m Phytozome_Cs:orange1.1g011772m Phytozome_Cs:orange1.1g015957m Phytozome_Cs:orange1.1g016922m
Q6ZJK7	Phytozome_Cs:orange1.1g010842m Phytozome_Cs:orange1.1g041829m
Q6ZJM9	Phytozome_Cs:orange1.1g008421m Phytozome_Cs:orange1.1g009254m Phytozome_Cs:orange1.1g009258m
Q6ZJU3	Phytozome_Cs:orange1.1g020030m Phytozome_Cs:orange1.1g020700m Phytozome_Cs:orange1.1g025069m Phytozome_Cs:orange1.1g020724m Phytozome_Cs:orange1.1g018411m Phytozome_Cs:orange1.1g017322m Phytozome_Cs:orange1.1g019230m
Q6ZK11	Phytozome_Cs:orange1.1g022631m Phytozome_Cs:orange1.1g022634m
Q6ZKC0	Phytozome_Cs:orange1.1g024736m Phytozome_Cs:orange1.1g024714m
Q6ZKV8	Phytozome_Cs:orange1.1g002941m Phytozome_Cs:orange1.1g005009m Phytozome_Cs:orange1.1g003466m Phytozome_Cs:orange1.1g003472m
Q6ZL51	Phytozome_Cs:orange1.1g019290m
Q6ZL94	Phytozome_Cs:orange1.1g019500m Phytozome_Cs:orange1.1g020101m
Q6ZLD3	Phytozome_Cs:orange1.1g019684m Phytozome_Cs:orange1.1g022929m Phytozome_Cs:orange1.1g019479m
Q6ZLJ9	Phytozome_Cs:orange1.1g004371m Phytozome_Cs:orange1.1g004086m Phytozome_Cs:orange1.1g008551m Phytozome_Cs:orange1.1g005020m Phytozome_Cs:orange1.1g003500m Phytozome_Cs:orange1.1g005650m Phytozome_Cs:orange1.1g004099m Phytozome_Cs:orange1.1g007685m Phytozome_Cs:orange1.1g004090m
Q75GB1	Phytozome_Cs:orange1.1g017865m Phytozome_Cs:orange1.1g017830m Phytozome_Cs:orange1.1g017828m Phytozome_Cs:orange1.1g017807m Phytozome_Cs:orange1.1g022747m Phytozome_Cs:orange1.1g028379m Phytozome_Cs:orange1.1g029427m Phytozome_Cs:orange1.1g017871m Phytozome_Cs:orange1.1g019236m Phytozome_Cs:orange1.1g022618m Phytozome_Cs:orange1.1g019963m Phytozome_Cs:orange1.1g023039m Phytozome_Cs:orange1.1g017803m Phytozome_Cs:orange1.1g017809m Phytozome_Cs:orange1.1g017824m Phytozome_Cs:orange1.1g017170m
Q75GK0	Phytozome_Cs:orange1.1g026811m Phytozome_Cs:orange1.1g029018m
Q75H77	Phytozome_Cs:orange1.1g023058m Phytozome_Cs:orange1.1g019901m Phytozome_Cs:orange1.1g017936m Phytozome_Cs:orange1.1g020133m Phytozome_Cs:orange1.1g017933m Phytozome_Cs:orange1.1g017860m
Q75HQ7	Phytozome_Cs:orange1.1g005031m Phytozome_Cs:orange1.1g037382m Phytozome_Cs:orange1.1g004955m
Q75HZ9	Phytozome_Cs:orange1.1g014706m Phytozome_Cs:orange1.1g014627m
Q75I93	Phytozome_Cs:orange1.1g036937m Phytozome_Cs:orange1.1g015526m Phytozome_Cs:orange1.1g040688m Phytozome_Cs:orange1.1g015517m Phytozome_Cs:orange1.1g015451m Phytozome_Cs:orange1.1g015449m Phytozome_Cs:orange1.1g010049m Phytozome_Cs:orange1.1g046891m Phytozome_Cs:orange1.1g015209m Phytozome_Cs:orange1.1g014137m
Q75II5	Phytozome_Cs:orange1.1g023716m Phytozome_Cs:orange1.1g039121m Phytozome_Cs:orange1.1g025574m Phytozome_Cs:orange1.1g024713m
Q75KD7	Phytozome_Cs:orange1.1g025525m Phytozome_Cs:orange1.1g025155m
Q75KT7	Phytozome_Cs:orange1.1g018207m Phytozome_Cs:orange1.1g017951m
Q75L84	Phytozome_Cs:orange1.1g042066m
Q75LL5	Phytozome_Cs:orange1.1g015463m Phytozome_Cs:orange1.1g016318m
Q75LR2	Phytozome_Cs:orange1.1g013450m Phytozome_Cs:orange1.1g036421m Phytozome_Cs:orange1.1g009728m Phytozome_Cs:orange1.1g009610m
Q75M18	Phytozome_Cs:orange1.1g043334m
Q75V57	Phytozome_Cs:orange1.1g023058m Phytozome_Cs:orange1.1g019901m Phytozome_Cs:orange1.1g017936m Phytozome_Cs:orange1.1g020133m Phytozome_Cs:orange1.1g017933m Phytozome_Cs:orange1.1g017860m
Q75W16	Phytozome_Cs:orange1.1g013450m Phytozome_Cs:orange1.1g036421m Phytozome_Cs:orange1.1g009728m Phytozome_Cs:orange1.1g009610m
Q764B9	Phytozome_Cs:orange1.1g027062m Phytozome_Cs:orange1.1g037843m Phytozome_Cs:orange1.1g029484m Phytozome_Cs:orange1.1g030626m Phytozome_Cs:orange1.1g046651m
Q7EXZ2	Phytozome_Cs:orange1.1g046416m
Q7EYE4	Phytozome_Cs:orange1.1g025533m Phytozome_Cs:orange1.1g023135m Phytozome_Cs:orange1.1g020938m
Q7EZW6	Phytozome_Cs:orange1.1g042084m
Q7EZZ0	Phytozome_Cs:orange1.1g019958m Phytozome_Cs:orange1.1g014480m Phytozome_Cs:orange1.1g024458m Phytozome_Cs:orange1.1g014683m
Q7F0B2	Phytozome_Cs:orange1.1g013342m Phytozome_Cs:orange1.1g046167m Phytozome_Cs:orange1.1g012151m Phytozome_Cs:orange1.1g013836m Phytozome_Cs:orange1.1g012678m Phytozome_Cs:orange1.1g012543m Phytozome_Cs:orange1.1g012563m Phytozome_Cs:orange1.1g040486m Phytozome_Cs:orange1.1g016062m Phytozome_Cs:orange1.1g012613m Phytozome_Cs:orange1.1g020179m Phytozome_Cs:orange1.1g014232m Phytozome_Cs:orange1.1g018483m Phytozome_Cs:orange1.1g012735m Phytozome_Cs:orange1.1g012474m
Q7F0Q2	Phytozome_Cs:orange1.1g024684m Phytozome_Cs:orange1.1g019622m Phytozome_Cs:orange1.1g019608m Phytozome_Cs:orange1.1g022510m
Q7F190	Phytozome_Cs:orange1.1g040403m
Q7F1X5	Phytozome_Cs:orange1.1g008895m Phytozome_Cs:orange1.1g012774m Phytozome_Cs:orange1.1g012015m Phytozome_Cs:orange1.1g045351m Phytozome_Cs:orange1.1g011116m Phytozome_Cs:orange1.1g015325m Phytozome_Cs:orange1.1g008749m
Q7F8K7	Phytozome_Cs:orange1.1g034999m
Q7F8U7	Phytozome_Cs:orange1.1g023233m
Q7FAE1	Phytozome_Cs:orange1.1g044923m Phytozome_Cs:orange1.1g044485m Phytozome_Cs:orange1.1g023553m Phytozome_Cs:orange1.1g046809m Phytozome_Cs:orange1.1g023573m Phytozome_Cs:orange1.1g023613m Phytozome_Cs:orange1.1g023554m
Q7FAH2	Phytozome_Cs:orange1.1g019445m
Q7FAL6	Phytozome_Cs:orange1.1g025823m Phytozome_Cs:orange1.1g019339m
Q7FAS1	Phytozome_Cs:orange1.1g018519m Phytozome_Cs:orange1.1g017434m Phytozome_Cs:orange1.1g017433m Phytozome_Cs:orange1.1g017718m Phytozome_Cs:orange1.1g018919m Phytozome_Cs:orange1.1g017781m Phytozome_Cs:orange1.1g017492m Phytozome_Cs:orange1.1g019244m Phytozome_Cs:orange1.1g015722m Phytozome_Cs:orange1.1g021739m
Q7G065	Phytozome_Cs:orange1.1g009817m Phytozome_Cs:orange1.1g018622m Phytozome_Cs:orange1.1g010922m Phytozome_Cs:orange1.1g009720m Phytozome_Cs:orange1.1g043870m Phytozome_Cs:orange1.1g010554m Phytozome_Cs:orange1.1g010874m
Q7G1V6	Phytozome_Cs:orange1.1g038350m Phytozome_Cs:orange1.1g023212m Phytozome_Cs:orange1.1g046380m Phytozome_Cs:orange1.1g039738m Phytozome_Cs:orange1.1g045124m Phytozome_Cs:orange1.1g047191m Phytozome_Cs:orange1.1g037644m Phytozome_Cs:orange1.1g010633m Phytozome_Cs:orange1.1g018344m Phytozome_Cs:orange1.1g023267m Phytozome_Cs:orange1.1g015886m Phytozome_Cs:orange1.1g010332m Phytozome_Cs:orange1.1g036670m Phytozome_Cs:orange1.1g047644m Phytozome_Cs:orange1.1g047045m Phytozome_Cs:orange1.1g013263m Phytozome_Cs:orange1.1g013295m Phytozome_Cs:orange1.1g042399m Phytozome_Cs:orange1.1g048811m Phytozome_Cs:orange1.1g044387m Phytozome_Cs:orange1.1g048444m Phytozome_Cs:orange1.1g040388m Phytozome_Cs:orange1.1g038694m Phytozome_Cs:orange1.1g042520m Phytozome_Cs:orange1.1g016087m Phytozome_Cs:orange1.1g040527m Phytozome_Cs:orange1.1g036695m Phytozome_Cs:orange1.1g041020m Phytozome_Cs:orange1.1g046855m Phytozome_Cs:orange1.1g012533m Phytozome_Cs:orange1.1g042431m Phytozome_Cs:orange1.1g042962m Phytozome_Cs:orange1.1g038991m Phytozome_Cs:orange1.1g041385m Phytozome_Cs:orange1.1g044491m Phytozome_Cs:orange1.1g047431m Phytozome_Cs:orange1.1g041199m Phytozome_Cs:orange1.1g012521m Phytozome_Cs:orange1.1g047809m Phytozome_Cs:orange1.1g046658m Phytozome_Cs:orange1.1g044337m Phytozome_Cs:orange1.1g039476m Phytozome_Cs:orange1.1g017981m Phytozome_Cs:orange1.1g038759m Phytozome_Cs:orange1.1g037123m Phytozome_Cs:orange1.1g016710m Phytozome_Cs:orange1.1g042585m Phytozome_Cs:orange1.1g044035m Phytozome_Cs:orange1.1g041388m Phytozome_Cs:orange1.1g036380m Phytozome_Cs:orange1.1g047944m Phytozome_Cs:orange1.1g043817m Phytozome_Cs:orange1.1g012562m Phytozome_Cs:orange1.1g036679m Phytozome_Cs:orange1.1g015171m Phytozome_Cs:orange1.1g043541m Phytozome_Cs:orange1.1g015001m Phytozome_Cs:orange1.1g013286m Phytozome_Cs:orange1.1g039755m Phytozome_Cs:orange1.1g038283m Phytozome_Cs:orange1.1g045243m Phytozome_Cs:orange1.1g047554m Phytozome_Cs:orange1.1g014120m Phytozome_Cs:orange1.1g013278m
Q7G2F7	Phytozome_Cs:orange1.1g000848m Phytozome_Cs:orange1.1g000935m Phytozome_Cs:orange1.1g003032m Phytozome_Cs:orange1.1g001502m Phytozome_Cs:orange1.1g001379m Phytozome_Cs:orange1.1g002224m
Q7G2H3	Phytozome_Cs:orange1.1g015441m Phytozome_Cs:orange1.1g021865m
Q7G4P2	Phytozome_Cs:orange1.1g013461m Phytozome_Cs:orange1.1g011544m Phytozome_Cs:orange1.1g011543m Phytozome_Cs:orange1.1g011533m Phytozome_Cs:orange1.1g011567m Phytozome_Cs:orange1.1g011557m
Q7G602	Phytozome_Cs:orange1.1g020877m Phytozome_Cs:orange1.1g047593m Phytozome_Cs:orange1.1g042286m
Q7G6M2	Phytozome_Cs:orange1.1g037144m Phytozome_Cs:orange1.1g038818m Phytozome_Cs:orange1.1g048643m Phytozome_Cs:orange1.1g010125m Phytozome_Cs:orange1.1g048438m Phytozome_Cs:orange1.1g046506m
Q7G7J6	Phytozome_Cs:orange1.1g043131m Phytozome_Cs:orange1.1g008153m Phytozome_Cs:orange1.1g009607m
Q7X634	Phytozome_Cs:orange1.1g018240m Phytozome_Cs:orange1.1g018243m
Q7X720	Phytozome_Cs:orange1.1g005031m Phytozome_Cs:orange1.1g037382m Phytozome_Cs:orange1.1g004955m
Q7X742	Phytozome_Cs:orange1.1g041198m Phytozome_Cs:orange1.1g048534m
Q7X7A1	Phytozome_Cs:orange1.1g010609m Phytozome_Cs:orange1.1g016059m Phytozome_Cs:orange1.1g042848m Phytozome_Cs:orange1.1g012440m Phytozome_Cs:orange1.1g047536m Phytozome_Cs:orange1.1g012242m Phytozome_Cs:orange1.1g044220m Phytozome_Cs:orange1.1g036678m Phytozome_Cs:orange1.1g047419m Phytozome_Cs:orange1.1g038932m Phytozome_Cs:orange1.1g041416m Phytozome_Cs:orange1.1g042461m Phytozome_Cs:orange1.1g011670m Phytozome_Cs:orange1.1g013034m
Q7X7H9	Phytozome_Cs:orange1.1g025114m Phytozome_Cs:orange1.1g029455m
Q7X7N2	Phytozome_Cs:orange1.1g019566m Phytozome_Cs:orange1.1g019533m Phytozome_Cs:orange1.1g022685m Phytozome_Cs:orange1.1g022705m Phytozome_Cs:orange1.1g028588m Phytozome_Cs:orange1.1g022718m Phytozome_Cs:orange1.1g019525m Phytozome_Cs:orange1.1g019572m Phytozome_Cs:orange1.1g022416m
Q7X7X0	Phytozome_Cs:orange1.1g038230m
Q7X8A1	Phytozome_Cs:orange1.1g013492m Phytozome_Cs:orange1.1g015637m Phytozome_Cs:orange1.1g014890m
Q7X8R0	Phytozome_Cs:orange1.1g009555m
Q7X8V3	Phytozome_Cs:orange1.1g005031m Phytozome_Cs:orange1.1g037382m Phytozome_Cs:orange1.1g004955m
Q7X993	Phytozome_Cs:orange1.1g015385m Phytozome_Cs:orange1.1g015262m Phytozome_Cs:orange1.1g015258m Phytozome_Cs:orange1.1g021676m Phytozome_Cs:orange1.1g018284m Phytozome_Cs:orange1.1g015265m Phytozome_Cs:orange1.1g045786m
Q7XAP2	Phytozome_Cs:orange1.1g019882m Phytozome_Cs:orange1.1g017607m Phytozome_Cs:orange1.1g016578m
Q7XBY6	Phytozome_Cs:orange1.1g046151m
Q7XC20	Phytozome_Cs:orange1.1g018409m Phytozome_Cs:orange1.1g018564m Phytozome_Cs:orange1.1g021006m Phytozome_Cs:orange1.1g016506m
Q7XCK3	Phytozome_Cs:orange1.1g016199m Phytozome_Cs:orange1.1g026389m Phytozome_Cs:orange1.1g018705m Phytozome_Cs:orange1.1g017371m Phytozome_Cs:orange1.1g046107m Phytozome_Cs:orange1.1g018474m Phytozome_Cs:orange1.1g023085m Phytozome_Cs:orange1.1g017520m Phytozome_Cs:orange1.1g018144m Phytozome_Cs:orange1.1g022967m Phytozome_Cs:orange1.1g017317m Phytozome_Cs:orange1.1g026118m
Q7XE48	Phytozome_Cs:orange1.1g006770m Phytozome_Cs:orange1.1g015531m Phytozome_Cs:orange1.1g011755m Phytozome_Cs:orange1.1g007130m Phytozome_Cs:orange1.1g015971m Phytozome_Cs:orange1.1g018901m
Q7XEH2	Phytozome_Cs:orange1.1g021144m Phytozome_Cs:orange1.1g024544m Phytozome_Cs:orange1.1g025860m Phytozome_Cs:orange1.1g019107m Phytozome_Cs:orange1.1g027947m
Q7XEZ1	Phytozome_Cs:orange1.1g026462m Phytozome_Cs:orange1.1g028982m Phytozome_Cs:orange1.1g030183m
Q7XEZ6	Phytozome_Cs:orange1.1g030011m Phytozome_Cs:orange1.1g023795m Phytozome_Cs:orange1.1g029227m Phytozome_Cs:orange1.1g027356m Phytozome_Cs:orange1.1g031558m Phytozome_Cs:orange1.1g027340m Phytozome_Cs:orange1.1g028311m Phytozome_Cs:orange1.1g028845m Phytozome_Cs:orange1.1g029134m Phytozome_Cs:orange1.1g022037m
