Gene stable ID	Setaria italica gene stable ID	% identity	Setaria italica % identity	Orthology confidence [0 low, 1 high]
OS01G0201600	Si001923m.g	55	45	1
OS01G0201700	Si003375m.g	0	0	1
OS01G0201800	Si000858m.g	31	40	1
OS01G0201900	Si000858m.g	43	48	1
OS01G0202500	Si001636m.g	60	52	1
OS01G0202700	Si003984m.g	32	67	1
OS01G0202700	Si004536m.g	35	76	1
OS01G0203000	Si000892m.g	81	53	1
OS01G0203300	Si002784m.g	69	67	1
OS01G0203800	Si001090m.g	81	83	1
OS01G0204000	Si001051m.g	73	73	1
OS01G0205100	Si002469m.g	64	85	1
OS01G0205300	Si003117m.g	58	58	1
OS01G0205300	Si003515m.g	34	62	1
OS01G0205500	Si003072m.g	98	99	1
OS01G0205500	Si011152m.g	97	98	1
OS01G0205600	Si002710m.g	72	73	1
OS01G0205600	Si002756m.g	52	81	1
OS01G0205700	Si001682m.g	95	54	1
OS01G0205900	Si002252m.g	72	74	1
OS01G0206300	Si001041m.g	75	74	1
OS01G0206600	Si003250m.g	78	35	1
OS01G0206700	Si001420m.g	81	83	1
OS01G0206800	Si000557m.g	70	70	1
OS01G0207200	Si000741m.g	75	77	1
OS01G0207300	Si001467m.g	94	35	0
OS01G0207400	Si005184m.g	75	33	1
OS01G0207600	Si000855m.g	47	51	0
OS01G0207600	Si000909m.g	50	56	0
OS01G0207700	Si022284m.g	54	36	1
OS01G0207900	Si022284m.g	59	57	1
OS01G0208000	Si022284m.g	2	1	1
OS01G0208400	Si000795m.g	67	70	1
OS01G0208600	Si000056m.g	63	61	1
OS01G0208700	Si000160m.g	84	84	1
OS01G0209000	Si000820m.g	92	91	1
OS01G0209400	Si002337m.g	78	77	1
OS01G0209500	Si000360m.g	24	3	0
OS01G0209700	Si002030m.g	72	68	1
OS01G0209800	Si000719m.g	86	86	1
OS01G0209800	Si034804m.g	80	82	1
OS01G0210200	Si020066m.g	45	60	1
OS01G0210300	Si002479m.g	66	68	1
OS01G0210300	Si027526m.g	20	29	1
OS01G0210400	Si003923m.g	71	76	1
OS01G0210500	Si002843m.g	83	81	1
OS01G0210600	Si003112m.g	74	72	1
OS01G0210700	Si004674m.g	72	61	1
OS01G0210800	Si004428m.g	46	16	1
OS01G0210900	Si001098m.g	75	75	1
OS01G0210900	Si035269m.g	69	70	1
OS01G0211000	Si001098m.g	75	76	1
OS01G0211000	Si035269m.g	68	70	1
OS01G0211200	Si001098m.g	81	80	1
OS01G0211200	Si035269m.g	73	72	1
OS01G0211600	Si001098m.g	88	66	1
OS01G0211600	Si035269m.g	76	57	1
OS01G0211800	Si002311m.g	62	65	0
OS01G0212100	Si000508m.g	94	94	1
OS01G0212400	Si000723m.g	82	78	1
OS01G0212500	Si002023m.g	66	60	1
OS01G0212700	Si024178m.g	25	25	0
OS01G0213300	Si003866m.g	17	26	1
OS01G0213300	Si003888m.g	9	32	1
OS01G0213300	Si032862m.g	17	27	1
OS01G0213400	Si002803m.g	43	45	1
OS01G0213800	Si004564m.g	45	47	1
OS01G0214200	Si002752m.g	78	78	1
OS01G0214300	Si001167m.g	73	25	1
OS01G0214400	Si001918m.g	79	54	1
OS01G0214500	Si003590m.g	90	88	1
OS01G0214600	Si004709m.g	60	58	1
OS01G0214600	Si004931m.g	62	60	1
OS01G0214800	Si001862m.g	87	86	1
OS01G0214800	Si001915m.g	81	82	1
OS01G0215000	Si004708m.g	5	5	1
OS01G0215500	Si001451m.g	61	42	1
OS01G0215700	Si001889m.g	83	83	1
OS01G0216000	Si001891m.g	48	51	0
OS01G0216000	Si003731m.g	58	61	0
OS01G0216300	Si001891m.g	48	50	0
OS01G0216300	Si003731m.g	57	58	0
OS01G0216400	Si001891m.g	50	51	0
OS01G0216400	Si003731m.g	60	60	0
OS01G0216500	Si001891m.g	50	51	0
OS01G0216500	Si003731m.g	61	61	0
OS01G0216900	Si001891m.g	43	47	0
OS01G0216900	Si003731m.g	50	55	0
OS01G0217000	Si001861m.g	74	77	1
OS01G0217400	Si004559m.g	37	21	1
OS01G0217500	Si001005m.g	70	53	1
OS01G0217800	Si001550m.g	81	82	1
OS01G0218100	Si002517m.g	63	61	1
OS01G0218200	Si000561m.g	84	83	1
OS01G0218700	Si000416m.g	76	77	1
OS01G0218800	Si000220m.g	73	78	1
OS01G0219100	Si003154m.g	85	85	1
OS01G0219200	Si001759m.g	54	57	1
OS01G0219200	Si039640m.g	14	36	1
OS01G0219300	Si004158m.g	52	57	1
OS01G0219300	Si024191m.g	33	36	1
OS01G0219500	Si004838m.g	66	64	1
OS01G0219600	Si000642m.g	69	69	1
OS01G0220100	Si000642m.g	72	72	1
OS01G0220200	Si004092m.g	74	25	1
OS01G0220200	Si004813m.g	1	1	1
OS01G0220200	Si036563m.g	45	16	1
OS01G0220300	Si003186m.g	78	72	1
OS01G0220500	Si003494m.g	29	35	1
OS01G0220700	Si002620m.g	54	27	1
OS01G0220700	Si027272m.g	53	27	1
OS01G0221100	Si000531m.g	74	50	1
OS01G0221100	Si003893m.g	65	49	1
OS01G0221100	Si004032m.g	63	49	1
OS01G0221300	Si001143m.g	52	53	1
OS01G0221300	Si004095m.g	50	52	1
OS01G0221600	Si004268m.g	77	78	1
OS01G0221700	Si003120m.g	40	79	1
OS01G0221900	Si001976m.g	63	19	1
OS01G0222300	Si000194m.g	66	24	1
OS01G0222500	Si002781m.g	80	80	1
OS01G0222600	Si005115m.g	62	61	1
OS01G0222800	Si005463m.g	33	45	1
OS01G0222900	Si004221m.g	27	15	1
OS01G0222900	Si004761m.g	28	19	1
OS01G0223000	Si010319m.g	57	56	0
OS01G0223200	Si010319m.g	64	63	0
OS01G0223300	Si002060m.g	25	32	1
OS01G0223300	Si004139m.g	24	31	1
OS01G0223300	Si004953m.g	15	32	1
OS01G0223300	Si025073m.g	27	35	1
OS01G0223300	Si039315m.g	21	29	1
OS01G0223600	Si000615m.g	79	60	1
OS01G0223700	Si004221m.g	47	29	1
OS01G0223700	Si004761m.g	47	35	1
OS01G0224100	Si002247m.g	61	71	0
OS01G0224200	Si002584m.g	63	61	1
OS01G0224300	Si003620m.g	67	65	1
OS01G0224400	Si002581m.g	66	23	1
OS01G0224500	Si002898m.g	82	84	1
OS01G0224700	Si003925m.g	70	70	1
OS01G0225000	Si002259m.g	89	90	1
OS01G0225100	Si000801m.g	62	30	1
OS01G0225200	Si000745m.g	76	27	1
OS01G0225300	Si001606m.g	75	53	1
OS01G0225400	Si002048m.g	86	34	1
OS01G0225600	Si003233m.g	85	85	1
OS01G0226200	Si001633m.g	66	66	1
OS01G0226300	Si002511m.g	95	61	1
OS01G0226300	Si012622m.g	55	57	1
OS01G0226400	Si000285m.g	88	87	1
OS01G0226400	Si000524m.g	72	87	1
OS01G0226400	Si000844m.g	59	88	1
OS01G0226500	Si001563m.g	76	78	1
OS01G0226600	Si000594m.g	68	68	1
OS01G0226700	Si004923m.g	75	36	1
OS01G0227100	Si001132m.g	89	89	1
OS01G0227200	Si000676m.g	66	63	1
OS01G0227300	Si002943m.g	97	97	1
OS01G0227350	Si003363m.g	22	50	1
OS01G0227500	Si001073m.g	63	69	1
OS01G0227500	Si001101m.g	63	69	1
OS01G0227700	Si004014m.g	54	58	1
OS01G0227700	Si004115m.g	65	66	1
OS01G0227800	Si004014m.g	53	57	1
OS01G0227800	Si004115m.g	63	64	1
OS01G0228300	Si005094m.g	75	84	1
OS01G0228400	Si006059m.g	67	68	1
OS01G0228500	Si002283m.g	62	65	1
OS01G0228600	Si002265m.g	47	46	1
OS01G0228800	Si000680m.g	50	55	1
OS01G0229100	Si001033m.g	88	88	1
OS01G0229200	Si000478m.g	74	74	1
OS01G0229300	Si000149m.g	44	41	1
OS01G0229400	Si023210m.g	81	53	1
OS01G0229500	Si003161m.g	74	77	1
OS01G0229700	Si000162m.g	60	28	1
OS01G0229800	Si003754m.g	69	33	1
OS01G0229900	Si001904m.g	33	25	1
OS01G0230200	Si001931m.g	43	47	1
OS01G0231500	Si001531m.g	82	82	1
OS01G0231600	Si001648m.g	73	16	1
OS01G0231700	Si007534m.g	82	81	1
OS01G0231800	Si001696m.g	59	35	1
OS01G0231900	Si001696m.g	56	67	1
OS01G0232000	Si002674m.g	80	80	1
OS01G0232100	Si002696m.g	68	71	1
OS01G0232100	Si003768m.g	68	71	1
OS01G0232200	Si004844m.g	80	84	1
OS01G0232300	Si000227m.g	76	29	0
OS01G0232400	Si000525m.g	81	81	0
OS01G0232500	Si001425m.g	65	70	1
OS01G0232700	Si035006m.g	88	76	1
OS01G0232800	Si000927m.g	87	74	1
OS01G0233000	Si002658m.g	70	56	1
OS01G0233100	Si001119m.g	72	70	1
OS01G0233400	Si018515m.g	91	91	1
OS01G0233500	Si001119m.g	71	71	1
OS01G0233900	Si001904m.g	59	74	1
OS01G0234100	Si005087m.g	53	58	1
OS01G0234200	Si032277m.g	39	49	1
OS01G0234700	Si005591m.g	60	49	1
OS01G0234800	Si002858m.g	93	62	1
OS01G0234900	Si002315m.g	77	85	1
OS01G0235100	Si003183m.g	60	67	1
OS01G0235200	Si001689m.g	66	68	1
OS01G0235300	Si002928m.g	84	86	1
OS01G0235350	Si004772m.g	51	58	1
OS01G0235400	Si034084m.g	88	49	1
OS01G0235700	Si003963m.g	77	77	1
OS01G0235800	Si000418m.g	73	45	1
OS01G0235900	Si001819m.g	69	70	1
OS01G0236300	Si000540m.g	79	80	1
OS01G0236400	Si002303m.g	78	78	1
OS01G0236700	Si000216m.g	83	83	1
OS01G0236800	Si000924m.g	76	79	1
OS01G0237100	Si002410m.g	74	75	1
OS01G0237366	Si003740m.g	23	17	1
OS01G0238200	Si002940m.g	76	45	1
OS01G0238500	Si002147m.g	79	79	1
OS01G0238600	Si003260m.g	84	82	1
OS01G0238700	Si004447m.g	62	64	1
OS01G0238800	Si003504m.g	82	84	1
OS01G0238900	Si001410m.g	90	55	1
OS01G0239000	Si001336m.g	42	49	1
OS01G0239100	Si002113m.g	74	76	1
OS01G0239200	Si001693m.g	83	85	1
OS01G0239300	Si027532m.g	27	12	1
OS01G0239300	Si027950m.g	26	14	1
OS01G0239700	Si000173m.g	81	81	1
OS01G0240600	Si038558m.g	53	40	1
OS01G0240700	Si038558m.g	50	53	1
OS01G0240725	Si013784m.g	33	17	1
OS01G0240725	Si038723m.g	39	21	1
OS01G0241000	Si002243m.g	31	37	1
OS01G0241100	Si001310m.g	71	71	1
OS01G0241100	Si039265m.g	64	67	1
OS01G0242200	Si005031m.g	57	58	1
OS01G0242300	Si003121m.g	88	88	1
OS01G0242400	Si005134m.g	43	60	0
OS01G0242500	Si003091m.g	90	90	1
OS01G0242600	Si000435m.g	80	73	1
OS01G0242900	Si003283m.g	61	67	1
OS01G0243100	Si004136m.g	47	28	1
OS01G0243200	Si001168m.g	81	70	1
OS01G0243600	Si011656m.g	56	58	1
OS01G0243700	Si003126m.g	60	43	1
OS01G0243700	Si012108m.g	55	71	1
OS01G0244000	Si013808m.g	48	53	0
OS01G0244000	Si015463m.g	47	53	0
OS01G0244000	Si015633m.g	45	54	0
OS01G0245600	Si004405m.g	34	26	0
OS01G0246100	Si000142m.g	52	63	1
OS01G0246100	Si028724m.g	61	63	1
OS01G0246400	Si031233m.g	60	67	1
OS01G0246400	Si031943m.g	52	58	1
OS01G0246400	Si032777m.g	54	60	1
OS01G0246400	Si032863m.g	53	51	1
OS01G0246500	Si002505m.g	62	70	1
OS01G0246500	Si036653m.g	66	64	1
OS01G0246601	Si004061m.g	47	54	1
OS01G0247500	Si001901m.g	77	72	1
OS01G0247700	Si002109m.g	67	69	1
OS01G0247900	Si003134m.g	78	80	1
OS01G0248000	Si004978m.g	59	52	1
OS01G0248300	Si002734m.g	77	77	1
OS01G0248300	Si002735m.g	76	76	1
OS01G0248500	Si002734m.g	78	78	1
OS01G0248500	Si002735m.g	78	78	1
OS01G0248600	Si031162m.g	89	95	1
OS01G0248701	Si004002m.g	63	72	1
OS01G0248800	Si004391m.g	54	28	1
OS01G0248900	Si002656m.g	83	82	1
OS01G0249100	Si004866m.g	72	62	1
OS01G0249200	Si004012m.g	67	72	1
OS01G0249300	Si003255m.g	56	49	1
OS01G0249700	Si004109m.g	45	55	1
OS01G0249800	Si004253m.g	43	51	1
OS01G0249800	Si004297m.g	44	49	1
OS01G0249900	Si005179m.g	49	38	1
OS01G0250600	Si003465m.g	86	86	1
OS01G0250600	Si015146m.g	85	85	1
OS01G0250900	Si000654m.g	84	76	1
OS01G0251000	Si001342m.g	84	84	1
OS01G0251100	Si002275m.g	86	86	1
OS01G0251200	Si030309m.g	5	11	0
OS01G0251200	Si033069m.g	4	29	0
OS01G0251200	Si033265m.g	6	19	0
OS01G0252100	Si001664m.g	94	94	1
OS01G0252200	Si003156m.g	72	74	1
OS01G0252600	Si005041m.g	48	62	1
OS01G0252900	Si001265m.g	81	46	1
OS01G0253000	Si004853m.g	72	36	1
OS01G0253100	Si000430m.g	79	76	1
OS01G0253200	Si003961m.g	62	61	1
OS01G0253200	Si004946m.g	53	51	1
OS01G0253200	Si027892m.g	37	54	1
OS01G0253300	Si001016m.g	90	91	1
OS01G0253400	Si002430m.g	71	72	1
OS01G0253500	Si005057m.g	42	53	1
OS01G0253600	Si003439m.g	73	73	1
OS01G0253600	Si037817m.g	64	41	1
OS01G0253800	Si004251m.g	57	55	1
OS01G0253900	Si000501m.g	69	69	1
OS01G0254000	Si003006m.g	98	98	1
OS01G0254100	Si000092m.g	90	85	1
OS01G0254200	Si003659m.g	68	67	1
OS01G0254300	Si000786m.g	72	75	1
OS01G0254400	Si005082m.g	50	64	1
OS01G0254850	Si005082m.g	56	62	1
OS01G0254900	Si002485m.g	90	89	0
OS01G0255000	Si002229m.g	76	76	0
OS01G0255100	Si002229m.g	76	76	0
OS01G0256300	Si004880m.g	45	51	1
OS01G0256500	Si003758m.g	65	52	1
OS01G0256500	Si023858m.g	46	63	1
OS01G0256600	Si038108m.g	93	93	0
OS01G0256800	Si000163m.g	75	75	1
OS01G0256900	Si003252m.g	94	95	1
OS01G0257100	Si002695m.g	67	36	1
OS01G0257300	Si003435m.g	80	81	1
OS01G0257400	Si001422m.g	70	73	1
OS01G0258600	Si008156m.g	83	83	1
OS01G0258600	Si031279m.g	86	47	1
OS01G0258700	Si001303m.g	80	81	1
OS01G0259200	Si001408m.g	73	73	1
OS01G0259400	Si000060m.g	86	86	1
OS01G0259600	Si001115m.g	84	23	1
OS01G0259900	Si004168m.g	69	49	1
OS01G0260500	Si000098m.g	60	39	1
OS01G0260700	Si002339m.g	95	94	1
OS01G0260800	Si003519m.g	62	63	1
OS01G0261100	Si001517m.g	84	83	1
OS01G0261200	Si001021m.g	57	53	1
OS01G0261500	Si002302m.g	62	34	1
OS01G0261600	Si004363m.g	45	47	1
OS01G0261600	Si005118m.g	45	44	1
OS01G0261700	Si004363m.g	55	24	1
OS01G0261700	Si005118m.g	61	25	1
OS01G0262000	Si004363m.g	45	47	1
OS01G0262000	Si005118m.g	45	44	1
OS01G0262500	Si002724m.g	81	74	1
OS01G0262600	Si002128m.g	61	87	1
OS01G0262700	Si002657m.g	41	53	1
OS01G0262700	Si004530m.g	21	26	1
OS01G0263000	Si002053m.g	79	79	1
OS01G0263300	Si002156m.g	90	90	1
OS01G0263400	Si004306m.g	70	69	1
OS01G0263500	Si001597m.g	83	83	1
OS01G0263600	Si021043m.g	79	53	1
OS01G0263600	Si034105m.g	85	65	1
OS01G0264000	Si000689m.g	66	53	1
OS01G0264100	Si029679m.g	46	30	1
OS01G0264500	Si003212m.g	82	73	1
OS01G0264700	Si002286m.g	71	70	1
OS01G0265000	Si004482m.g	83	86	1
OS01G0265100	Si003069m.g	99	99	1
OS01G0265200	Si001727m.g	74	71	1
OS01G0265700	Si002721m.g	76	76	1
OS01G0265800	Si001335m.g	62	65	1
OS01G0265900	Si002363m.g	92	78	1
OS01G0266000	Si000866m.g	33	55	1
OS01G0266400	Si004911m.g	63	60	1
OS01G0266400	Si005589m.g	57	57	1
OS01G0266500	Si001659m.g	73	56	1
OS01G0266500	Si002342m.g	69	69	1
OS01G0266600	Si002997m.g	87	88	1
OS01G0266800	Si001426m.g	72	67	1
OS01G0267100	Si034297m.g	75	71	1
OS01G0267300	Si005168m.g	58	57	1
OS01G0267400	Si003043m.g	78	61	1
OS01G0267600	Si001466m.g	65	67	1
OS01G0267800	Si001749m.g	62	61	1
OS01G0267900	Si002816m.g	100	66	1
OS01G0268300	Si000454m.g	86	86	1
OS01G0268600	Si000237m.g	71	73	1
OS01G0268700	Si004966m.g	44	62	1
OS01G0268800	Si002436m.g	85	85	1
OS01G0268900	Si002417m.g	76	81	1
OS01G0268900	Si014213m.g	73	81	1
OS01G0269000	Si000818m.g	69	55	1
OS01G0269000	Si013436m.g	68	52	1
OS01G0269000	Si013453m.g	69	53	1
OS01G0269100	Si026180m.g	70	41	0
OS01G0269800	Si003849m.g	60	40	1
OS01G0269900	Si017263m.g	89	89	1
OS01G0270100	Si002179m.g	74	56	1
OS01G0270300	Si002064m.g	78	73	1
OS01G0270700	Si004138m.g	64	64	1
OS01G0271000	Si002769m.g	83	79	1
OS01G0271200	Si000476m.g	84	84	1
OS01G0271400	Si002447m.g	72	74	1
OS01G0271500	Si001063m.g	89	78	1
OS01G0271700	Si003544m.g	81	49	1
OS01G0272600	Si001846m.g	84	82	1
OS01G0272700	Si004643m.g	51	54	1
OS01G0272700	Si019876m.g	52	31	1
OS01G0272800	Si001634m.g	79	40	1
OS01G0273100	Si003062m.g	76	80	1
OS01G0273300	Si000773m.g	65	59	1
OS01G0273500	Si000159m.g	76	21	1
OS01G0273800	Si001757m.g	72	73	1
OS01G0273800	Si004083m.g	49	54	1
OS01G0273800	Si040872m.g	48	73	1
OS01G0274100	Si001757m.g	59	62	1
OS01G0274100	Si004083m.g	38	43	1
OS01G0274100	Si040872m.g	36	56	1
OS01G0274500	Si002709m.g	75	72	1
OS01G0274800	Si004691m.g	56	54	0
OS01G0274800	Si005038m.g	58	49	0
OS01G0275600	Si000241m.g	83	84	1
OS01G0275900	Si000214m.g	69	50	1
OS01G0275950	Si000214m.g	70	24	1
OS01G0276000	Si003267m.g	95	74	0
OS01G0276100	Si001950m.g	94	93	1
OS01G0276200	Si004797m.g	44	82	1
OS01G0276300	Si002995m.g	36	45	1
OS01G0276400	Si001249m.g	84	72	1
OS01G0276500	Si002397m.g	78	80	1
OS01G0276600	Si001919m.g	42	37	1
OS01G0276700	Si001079m.g	92	91	1
OS01G0276800	Si000742m.g	78	79	1
OS01G0276900	Si003442m.g	48	56	1
OS01G0277600	Si000131m.g	78	85	1
OS01G0277700	Si002766m.g	93	96	1
OS01G0278200	Si005750m.g	73	4	1
OS01G0278900	Si003273m.g	67	67	1
OS01G0278950	Si000381m.g	82	83	1
OS01G0279000	Si001672m.g	65	66	1
OS01G0279100	Si001632m.g	92	91	1
OS01G0279200	Si001486m.g	98	98	1
OS01G0279400	Si000748m.g	84	69	1
OS01G0279400	Si004832m.g	64	82	1
OS01G0279700	Si001048m.g	82	83	1
OS01G0279800	Si002583m.g	81	66	1
OS01G0279900	Si002195m.g	93	93	1
OS01G0280000	Si001593m.g	66	68	1
OS01G0280400	Si000716m.g	72	72	1
OS01G0280500	Si002537m.g	75	68	1
OS01G0281000	Si001691m.g	84	86	1
OS01G0281100	Si002367m.g	38	39	1
OS01G0281200	Si001701m.g	59	62	1
OS01G0281400	Si000204m.g	93	93	1
OS01G0281600	Si002787m.g	60	65	1
OS01G0283000	Si001599m.g	51	74	1
OS01G0283100	Si002591m.g	88	88	1
OS01G0283500	Si002082m.g	76	77	1
OS01G0283500	Si002778m.g	37	55	1
OS01G0283600	Si002215m.g	75	74	1
OS01G0283600	Si002317m.g	67	70	1
OS01G0283700	Si002215m.g	75	75	1
OS01G0283700	Si002317m.g	67	71	1
OS01G0284300	Si004678m.g	40	42	0
OS01G0284300	Si031963m.g	39	44	0
OS01G0284500	Si002861m.g	80	79	1
OS01G0284500	Si002865m.g	87	86	1
OS01G0284500	Si002866m.g	87	86	1
OS01G0284700	Si002726m.g	75	50	1
OS01G0285300	Si001565m.g	83	84	1
OS01G0286000	Si001601m.g	76	76	1
OS01G0286100	Si000698m.g	47	55	1
OS01G0286600	Si000973m.g	88	89	1
OS01G0286900	Si003010m.g	76	45	1
OS01G0287600	Si002491m.g	73	75	1
OS01G0288200	Si003158m.g	66	33	1
OS01G0288800	Si003563m.g	50	58	1
OS01G0288800	Si003573m.g	43	50	1
OS01G0289100	Si003563m.g	51	60	1
OS01G0289100	Si003573m.g	46	55	1
OS01G0289600	Si000824m.g	56	40	1
OS01G0290000	Si001142m.g	81	80	1
OS01G0290100	Si001284m.g	86	88	1
OS01G0290600	Si003846m.g	76	79	1
OS01G0291500	Si004231m.g	68	69	1
OS01G0291500	Si005037m.g	67	66	1
OS01G0291500	Si005051m.g	63	66	1
OS01G0292200	Si001346m.g	87	87	1
OS01G0292700	Si002093m.g	48	26	1
OS01G0292900	Si000259m.g	68	67	1
OS01G0293000	Si001401m.g	95	83	1
OS01G0293100	Si004106m.g	69	73	1
OS01G0293200	Si001582m.g	73	72	1
OS01G0294500	Si017693m.g	48	48	1
OS01G0294700	Si002047m.g	77	76	1
OS01G0294700	Si002052m.g	76	76	1
OS01G0295700	Si001741m.g	77	73	1
OS01G0295900	Si001295m.g	60	25	0
OS01G0296100	Si001662m.g	89	89	1
OS01G0296200	Si001228m.g	85	46	1
OS01G0296700	Si000314m.g	82	52	1
OS01G0297200	Si029454m.g	74	73	1
OS01G0297700	Si001778m.g	71	68	1
OS01G0298400	Si002446m.g	52	53	1
OS01G0299200	Si005100m.g	63	49	1
OS01G0299300	Si004594m.g	51	60	1
OS01G0299400	Si003437m.g	89	87	0
OS01G0299500	Si003941m.g	72	50	1
OS01G0299700	Si004019m.g	41	45	1
OS01G0299700	Si005101m.g	49	56	1
OS01G0300000	Si004019m.g	53	50	1
OS01G0300000	Si005101m.g	74	71	1
OS01G0300200	Si000737m.g	98	98	1
OS01G0300600	Si000103m.g	86	30	1
OS01G0300900	Si000736m.g	82	84	1
OS01G0301000	Si001037m.g	75	76	1
OS01G0301500	Si001037m.g	53	49	1
OS01G0301700	Si005172m.g	53	49	0
OS01G0303000	Si003343m.g	66	66	1
OS01G0303100	Si039207m.g	66	72	1
OS01G0303200	Si000203m.g	83	84	1
OS01G0303300	Si003106m.g	83	82	1
OS01G0303600	Si002772m.g	76	72	1
OS01G0303800	Si003130m.g	74	80	1
OS01G0303800	Si032641m.g	56	74	1
OS01G0304000	Si004351m.g	93	54	1
OS01G0304000	Si023955m.g	93	93	1
OS01G0304100	Si004154m.g	86	67	1
OS01G0304300	Si021503m.g	83	82	1
OS01G0304400	Si003178m.g	59	60	1
OS01G0304400	Si004827m.g	43	44	1
OS01G0305200	Si003527m.g	79	79	1
OS01G0305900	Si002107m.g	44	41	1
OS01G0306100	Si004873m.g	41	37	1
OS01G0306200	Si004424m.g	54	14	1
OS01G0306400	Si002659m.g	68	70	1
OS01G0306800	Si035784m.g	71	73	1
OS01G0306900	Si002941m.g	36	61	1
OS01G0307500	Si001214m.g	58	66	1
OS01G0307500	Si001234m.g	57	65	1
OS01G0307686	Si002170m.g	24	21	0
OS01G0308600	Si004422m.g	62	54	1
OS01G0308700	Si008200m.g	34	12	1
OS01G0308700	Si015488m.g	43	55	1
OS01G0308700	Si019702m.g	57	58	1
OS01G0308700	Si019961m.g	50	34	1
OS01G0308700	Si025062m.g	36	31	1
OS01G0308700	Si028227m.g	50	55	1
OS01G0308700	Si032826m.g	42	19	1
OS01G0309800	Si004055m.g	60	64	1
OS01G0309900	Si000625m.g	89	88	1
OS01G0310500	Si004820m.g	36	52	0
OS01G0311100	Si002663m.g	51	51	1
OS01G0311400	Si003060m.g	51	55	1
OS01G0311500	Si000225m.g	83	83	1
OS01G0311700	Si003858m.g	59	61	1
OS01G0311800	Si000942m.g	77	79	1
OS01G0312800	Si001159m.g	87	87	1
OS01G0313300	Si002845m.g	66	63	1
OS01G0314100	Si001034m.g	76	76	1
OS01G0314300	Si003070m.g	94	94	1
OS01G0314800	Si003491m.g	60	58	1
OS01G0314800	Si003497m.g	75	74	1
OS01G0315600	Si002073m.g	62	28	1
OS01G0315700	Si002073m.g	69	26	1
OS01G0315800	Si001529m.g	88	87	1
OS01G0316100	Si001641m.g	73	83	1
OS01G0316100	Si004257m.g	69	79	1
OS01G0316500	Si003909m.g	69	75	0
OS01G0316600	Si002530m.g	40	18	1
OS01G0316900	Si000641m.g	39	19	1
OS01G0316900	Si000712m.g	35	18	1
OS01G0318700	Si000702m.g	80	33	0
OS01G0319000	Si005040m.g	64	63	1
OS01G0321300	Si000166m.g	79	38	1
OS01G0321700	Si000273m.g	84	78	1
OS01G0321800	Si002880m.g	80	77	1
OS01G0322300	Si023207m.g	72	25	0
OS01G0322800	Si001049m.g	95	95	1
OS01G0323000	Si000509m.g	89	66	1
OS01G0323100	Si001994m.g	82	85	1
OS01G0323300	Si000685m.g	76	74	1
OS01G0323600	Si001467m.g	96	86	0
OS01G0326000	Si001988m.g	66	66	1
OS01G0327400	Si001958m.g	72	69	0
OS01G0327600	Si000050m.g	66	75	1
OS01G0327900	Si004597m.g	37	39	0
OS01G0328300	Si004597m.g	42	45	0
OS01G0328500	Si002185m.g	75	60	1
OS01G0328600	Si002773m.g	55	37	1
OS01G0328700	Si001653m.g	77	95	0
OS01G0328900	Si000775m.g	77	78	1
OS01G0329000	Si035084m.g	61	64	1
OS01G0329300	Si004128m.g	60	57	1
OS01G0329400	Si001510m.g	91	69	1
OS01G0329800	Si000498m.g	56	56	1
OS01G0329900	Si001462m.g	69	67	1
OS01G0331100	Si001798m.g	53	57	1
OS01G0331900	Si003052m.g	87	87	1
OS01G0332100	Si000681m.g	90	90	1
OS01G0332200	Si004358m.g	64	68	1
OS01G0332500	Si001243m.g	73	75	1
OS01G0332800	Si001262m.g	73	73	1
OS01G0332800	Si001286m.g	71	72	1
OS01G0333600	Si000666m.g	51	59	1
OS01G0333600	Si004203m.g	58	58	1
OS01G0335600	Si000666m.g	60	22	1
OS01G0335600	Si004203m.g	62	20	1
OS01G0335700	Si000330m.g	56	57	1
OS01G0337500	Si000395m.g	88	88	1
OS01G0337600	Si000247m.g	78	79	1
OS01G0337900	Si000849m.g	87	86	1
OS01G0338100	Si003096m.g	79	73	1
OS01G0338200	Si001099m.g	73	74	1
OS01G0338600	Si002897m.g	69	92	1
OS01G0338600	Si030507m.g	77	67	1
OS01G0339500	Si001509m.g	12	13	1
OS01G0339500	Si039245m.g	13	14	1
OS01G0339600	Si014617m.g	73	43	1
OS01G0339900	Si001948m.g	86	87	1
OS01G0340100	Si003942m.g	31	28	1
OS01G0340600	Si030321m.g	29	23	1
OS01G0341000	Si030321m.g	31	39	1
OS01G0341200	Si030321m.g	32	43	1
OS01G0341300	Si040849m.g	41	40	1
OS01G0342750	Si005056m.g	11	35	0
OS01G0342800	Si032418m.g	81	80	1
OS01G0342900	Si016755m.g	76	78	1
OS01G0343100	Si015822m.g	24	38	0
OS01G0343200	Si000989m.g	46	49	0
OS01G0343300	Si004417m.g	76	48	1
OS01G0343500	Si004226m.g	59	26	1
OS01G0347000	Si000271m.g	82	82	1
OS01G0347100	Si005129m.g	74	50	1
OS01G0348600	Si000465m.g	90	91	1
OS01G0348700	Si018593m.g	93	93	1
OS01G0349400	Si002227m.g	94	94	1
OS01G0349800	Si035185m.g	45	45	0
OS01G0349800	Si035214m.g	44	45	0
OS01G0349800	Si040262m.g	46	46	0
OS01G0350100	Si017818m.g	29	14	1
OS01G0350300	Si028023m.g	0	0	0
OS01G0350900	Si001371m.g	59	44	1
OS01G0351100	Si000754m.g	81	50	1
