Gene stable ID	Oryza brachyantha gene stable ID	% identity	Oryza brachyantha % identity	Orthology confidence [0 low, 1 high]
OS01G0228800	OB01G18330	79	79	1
OS01G0229100	OB01G18350	93	92	1
OS01G0229200	OB01G18360	90	88	1
OS01G0229300	OB01G18370	77	73	1
OS01G0229400	OB01G18380	85	55	1
OS01G0229500	OB01G18400	87	77	1
OS01G0229700	OB01G18420	62	20	1
OS01G0229800	OB01G18430	83	37	1
OS01G0229900	OB01G18690	39	26	1
OS01G0230200	OB01G18460	58	60	1
OS01G0231000	OB01G18470	83	89	1
OS01G0231500	OB01G18500	96	95	1
OS01G0231600	OB01G18520	84	20	1
OS01G0231700	OB01G18530	96	95	1
OS01G0231800	OB01G18540	60	30	1
OS01G0231900	OB01G18540	88	88	1
OS01G0232100	OB01G18560	63	65	1
OS01G0232300	OB01G18580	84	31	1
OS01G0232400	OB01G18600	92	92	1
OS01G0232700	OB01G18620	92	92	1
OS01G0232800	OB01G18630	63	93	1
OS01G0233000	OB01G18640	82	86	1
OS01G0233400	OB02G36710	86	79	0
OS01G0233800	OB01G18670	77	73	1
OS01G0233850	OB01G18680	81	42	1
OS01G0233900	OB01G18690	74	84	1
OS01G0234100	OB01G18700	57	58	0
OS01G0234200	OB06G13680	43	53	0
OS01G0234200	OB06G13830	47	52	0
OS01G0234300	OB01G18710	40	45	1
OS01G0234499	OB01G18710	54	40	1
OS01G0234700	OB08G18960	18	32	1
OS01G0234850	OB01G18730	77	63	1
OS01G0234900	OB01G18740	73	100	1
OS01G0235200	OB01G18760	85	82	1
OS01G0235300	OB01G18770	73	96	1
OS01G0235350	OB01G18780	74	78	1
OS01G0235400	OB01G18790	92	51	1
OS01G0235500	OB01G28540	48	47	1
OS01G0235700	OB01G18800	88	88	1
OS01G0235800	OB01G18810	92	61	1
OS01G0236000	OB01G18820	44	50	0
OS01G0236300	OB01G18840	86	94	1
OS01G0236400	OB01G18850	91	91	1
OS01G0236700	OB01G18870	76	95	1
OS01G0236800	OB01G18880	67	96	1
OS01G0237000	OB01G18890	86	63	1
OS01G0237100	OB01G18900	89	87	0
OS01G0237500	OB01G18910	6	2	1
OS01G0237750	OB01G18910	81	27	1
OS01G0238200	OB01G18930	80	80	1
OS01G0238600	OB01G18950	44	93	0
OS01G0238700	OB01G18960	61	60	1
OS01G0238900	OB01G18590	96	59	1
OS01G0239000	OB01G18980	30	54	1
OS01G0239100	OB01G19000	80	81	0
OS01G0239200	OB01G19010	77	91	1
OS01G0239700	OB01G19030	92	88	1
OS01G0240600	OB01G19090	0	1	1
OS01G0240700	OB01G19050	45	52	1
OS01G0241000	OB01G19100	69	70	1
OS01G0241100	OB01G19110	84	84	1
OS01G0242200	OB01G19120	53	62	1
OS01G0242300	OB01G19130	94	94	1
OS01G0242500	OB01G19150	92	96	1
OS01G0242600	OB01G19160	90	91	1
OS01G0242900	OB01G19170	53	88	1
OS01G0243000	OB01G19180	91	94	1
OS01G0243100	OB01G19190	89	39	1
OS01G0243200	OB01G19200	94	82	1
OS01G0243700	OB01G19230	97	97	1
OS01G0244000	OB01G19250	35	59	0
OS01G0244150	OB01G19270	75	68	1
OS01G0244400	OB01G19280	47	53	0
OS01G0245532	OB01G19290	67	63	1
OS01G0245532	OB01G19340	63	42	1
OS01G0245600	OB01G19300	60	62	1
OS01G0246100	OB01G19310	85	85	1
OS01G0246500	OB01G19360	84	89	1
OS01G0246700	OB01G19380	77	53	1
OS01G0247500	OB01G19390	93	93	1
OS01G0247700	OB01G19410	48	63	1
OS01G0247900	OB01G19430	88	90	1
OS01G0248000	OB01G19440	51	50	1
OS01G0248300	OB01G19460	87	78	1
OS01G0248400	OB01G19450	98	98	1
OS01G0248500	OB01G19460	90	80	1
OS01G0248600	OB01G19480	98	98	1
OS01G0248701	OB01G19490	27	90	1
OS01G0248800	OB01G19500	26	21	1
OS01G0248900	OB01G19510	89	89	1
OS01G0249100	OB01G19520	84	72	1
OS01G0249200	OB01G19530	82	83	1
OS01G0249700	OB01G19540	60	67	1
OS01G0249800	OB01G19560	60	72	1
OS01G0250600	OB01G19580	95	95	1
OS01G0250900	OB01G19590	88	83	1
OS01G0251000	OB01G19600	82	94	1
OS01G0251100	OB01G19620	82	93	0
OS01G0251200	OB01G19640	67	80	1
OS01G0252100	OB01G19690	99	99	1
OS01G0252200	OB01G19700	84	87	1
OS01G0252300	OB01G19720	74	72	1
OS01G0252600	OB01G19740	51	63	1
OS01G0252900	OB01G19770	89	54	1
OS01G0253000	OB01G19780	84	39	1
OS01G0253050	OB09G27180	14	23	1
OS01G0253100	OB01G19790	81	84	1
OS01G0253200	OB01G19810	42	82	1
OS01G0253300	OB01G19820	95	96	1
OS01G0253400	OB01G19830	45	84	1
OS01G0253600	OB01G19860	94	94	1
OS01G0253800	OB01G19870	53	40	1
OS01G0253900	OB01G19890	70	87	1
OS01G0254000	OB01G19900	99	99	1
OS01G0254100	OB01G19910	94	94	1
OS01G0254200	OB01G19920	92	86	1
OS01G0254300	OB01G19930	50	85	1
OS01G0254400	OB01G19950	36	87	1
OS01G0254850	OB01G19950	41	87	1
OS01G0254900	OB01G19960	97	98	1
OS01G0254950	OB01G19970	27	83	1
OS01G0255000	OB01G19980	90	90	1
OS01G0256300	OB01G20020	42	77	1
OS01G0256400	OB01G20030	59	100	1
OS01G0256600	OB01G26890	96	96	1
OS01G0256800	OB01G20050	88	90	1
OS01G0257300	OB01G20070	46	98	1
OS01G0257400	OB01G20080	86	92	1
OS01G0258600	OB06G15000	90	90	1
OS01G0258700	OB01G20090	78	90	1
OS01G0259200	OB01G20100	80	80	1
OS01G0259400	OB01G20120	94	94	1
OS01G0259600	OB01G20130	93	26	1
OS01G0259900	OB01G20160	77	81	1
OS01G0260700	OB01G20250	93	96	1
OS01G0260800	OB01G20270	83	84	1
OS01G0261100	OB01G20280	95	95	0
OS01G0261200	OB01G20290	74	70	1
OS01G0261500	OB01G20320	69	38	1
OS01G0261600	OB01G20330	29	74	1
OS01G0261600	OB01G20340	32	67	1
OS01G0261700	OB01G20330	14	15	1
OS01G0261700	OB01G20340	23	20	1
OS01G0262000	OB01G20330	29	74	1
OS01G0262000	OB01G20340	32	67	1
OS01G0262500	OB01G20360	69	97	1
OS01G0262600	OB01G20370	81	58	1
OS01G0262700	OB01G20390	86	66	1
OS01G0263000	OB01G20420	82	81	1
OS01G0263300	OB01G20440	95	95	1
OS01G0263400	OB01G20450	75	84	1
OS01G0263500	OB01G20460	72	94	1
OS01G0263600	OB10G21770	76	68	1
OS01G0264000	OB01G20470	77	72	1
OS01G0264400	OB01G20480	50	48	1
OS01G0264500	OB01G20490	93	93	1
OS01G0264600	OB01G20500	69	71	1
OS01G0264700	OB01G20530	87	67	1
OS01G0265100	OB01G20560	99	99	1
OS01G0265200	OB01G20600	64	91	0
OS01G0265700	OB01G20630	81	83	1
OS01G0265800	OB01G20660	68	75	1
OS01G0265900	OB01G20670	95	35	1
OS01G0266000	OB01G20680	84	87	1
OS01G0266500	OB01G20700	82	83	1
OS01G0266800	OB01G20710	90	90	1
OS01G0267100	OB01G20730	93	93	1
OS01G0267300	OB01G20750	54	76	1
OS01G0267400	OB01G20760	78	63	1
OS01G0267600	OB01G20770	63	72	1
OS01G0267800	OB01G20780	23	28	1
OS01G0267900	OB01G20790	100	100	1
OS01G0268100	OB01G20800	80	93	1
OS01G0268300	OB01G20820	86	95	1
OS01G0268600	OB01G20830	47	85	1
OS01G0268800	OB01G20850	92	92	1
OS01G0268900	OB01G20860	69	94	1
OS01G0269000	OB01G20870	73	88	1
OS01G0269550	OB01G20890	79	90	1
OS01G0269800	OB01G20880	69	40	0
OS01G0269900	OB01G20900	96	96	1
OS01G0270100	OB01G20920	84	84	1
OS01G0270300	OB01G20940	87	84	1
OS01G0270700	OB01G20950	75	69	1
OS01G0271000	OB01G20970	86	82	1
OS01G0271200	OB01G20980	94	94	1
OS01G0271400	OB01G20990	71	98	1
OS01G0271500	OB01G21000	95	94	1
OS01G0271700	OB01G21010	87	53	1
OS01G0272600	OB01G21020	70	94	1
OS01G0272700	OB01G21030	40	30	1
OS01G0272800	OB01G21040	94	85	1
OS01G0273000	OB01G21060	96	96	1
OS01G0273100	OB01G21070	49	95	1
OS01G0273300	OB01G21090	47	73	1
OS01G0273500	OB01G21120	89	26	1
OS01G0273800	OB01G21130	36	57	1
OS01G0273850	OB01G21150	71	73	1
OS01G0274100	OB01G21160	11	25	1
OS01G0274201	OB01G21150	74	75	1
OS01G0275600	OB01G21180	95	88	1
OS01G0275900	OB01G21190	78	54	1
OS01G0275950	OB01G21190	82	28	1
OS01G0276000	OB01G21210	98	98	1
OS01G0276100	OB01G21220	99	99	1
OS01G0276200	OB01G21230	61	73	1
OS01G0276300	OB01G21240	32	68	1
OS01G0276400	OB01G21250	91	72	1
OS01G0276500	OB01G21260	63	96	1
OS01G0276700	OB01G21290	97	97	1
OS01G0276700	OB02G25870	96	96	1
OS01G0276800	OB01G21300	87	87	1
OS01G0276900	OB01G21310	61	56	1
OS01G0277500	OB01G21320	71	80	1
OS01G0277600	OB01G21330	92	92	1
OS01G0277700	OB01G21350	64	98	1
OS01G0278200	OB01G21390	85	4	1
OS01G0278950	OB01G21410	60	43	1
OS01G0279100	OB01G21420	92	87	1
OS01G0279200	OB01G21430	99	99	1
OS01G0279400	OB01G21440	86	89	1
OS01G0279700	OB01G21450	76	85	1
OS01G0279800	OB01G21460	76	91	1
OS01G0279900	OB01G21470	98	98	1
OS01G0280000	OB01G21480	82	84	1
OS01G0280400	OB01G21500	88	88	1
OS01G0280500	OB01G21510	89	90	1
OS01G0281200	OB01G21530	82	68	1
OS01G0281301	OB01G21570	43	64	1
OS01G0281400	OB01G21580	96	96	1
OS01G0281600	OB01G21590	65	66	1
OS01G0282800	OB01G21610	99	99	1
OS01G0282866	OB02G14380	31	47	1
OS01G0283000	OB01G21630	78	83	1
OS01G0283100	OB01G21640	95	95	1
OS01G0283500	OB01G21670	59	85	1
OS01G0283600	OB01G21680	86	84	1
OS01G0283700	OB01G21680	84	82	1
OS01G0284300	OB01G31800	28	22	0
OS01G0284500	OB01G21690	94	94	1
OS01G0284700	OB01G21700	67	38	1
OS01G0285300	OB01G21720	96	96	1
OS01G0286000	OB01G21840	80	83	1
OS01G0286100	OB01G21830	57	69	1
OS01G0286550	OB01G21820	65	70	1
OS01G0286600	OB01G21810	92	93	1
OS01G0287600	OB01G21770	80	83	1
OS01G0288200	OB01G21740	89	85	1
OS01G0288800	OB01G21850	63	63	1
OS01G0289100	OB01G21860	66	64	1
OS01G0290000	OB01G21890	59	64	1
OS01G0290100	OB01G21880	91	90	1
OS01G0290600	OB01G21900	49	84	1
OS01G0291500	OB01G21950	63	87	1
OS01G0292200	OB01G21980	92	91	1
OS01G0292700	OB01G21990	70	57	1
OS01G0292900	OB0307G10010	26	34	1
OS01G0293000	OB01G22020	96	79	1
OS01G0293100	OB01G22030	71	86	1
OS01G0293200	OB01G22040	78	70	1
OS01G0294500	OB01G22070	68	68	1
OS01G0294700	OB01G22080	84	76	1
OS01G0295600	OB01G22110	41	57	1
OS01G0295700	OB01G22120	92	91	1
OS01G0296100	OB01G22150	99	70	1
OS01G0296200	OB01G22160	90	58	1
OS01G0296700	OB01G22190	79	67	1
OS01G0297200	OB01G22210	87	87	1
OS01G0297700	OB01G22220	81	81	1
OS01G0298400	OB01G22230	66	63	1
OS01G0299100	OB01G22240	58	39	1
OS01G0299200	OB01G22250	86	77	1
OS01G0299300	OB01G22260	67	71	1
OS01G0299400	OB01G22270	94	92	1
OS01G0299500	OB01G22280	84	61	1
OS01G0300000	OB01G22310	78	82	1
OS01G0300200	OB01G22330	100	100	1
OS01G0300600	OB01G22370	93	32	1
OS01G0300900	OB01G22390	94	95	1
OS01G0301000	OB01G22400	69	87	1
OS01G0301700	OB01G22420	78	78	1
OS01G0302000	OB01G22460	71	36	1
OS01G0302500	OB01G22470	93	93	1
OS01G0303000	OB01G22480	78	78	1
OS01G0303100	OB01G22490	75	81	1
OS01G0303200	OB01G22500	92	92	1
OS01G0303300	OB01G22510	94	93	1
OS01G0303401	OB01G22520	70	90	1
OS01G0303600	OB01G22530	91	90	1
OS01G0303800	OB01G22550	86	89	1
OS01G0304000	OB01G22560	100	100	1
OS01G0304100	OB01G22570	89	69	1
OS01G0304300	OB01G22590	91	92	1
OS01G0304400	OB01G22610	48	68	1
OS01G0305200	OB01G22620	86	85	1
OS01G0305900	OB01G22640	50	50	1
OS01G0306100	OB01G22650	33	47	1
OS01G0306400	OB01G22680	25	81	1
OS01G0306800	OB08G18970	78	82	1
OS01G0306900	OB01G22710	81	84	1
OS01G0307500	OB01G22720	49	74	1
OS01G0307686	OB01G22740	25	24	1
OS01G0308300	OB01G22750	79	81	1
OS01G0309100	OB01G22760	38	74	1
OS01G0309800	OB01G22770	31	68	1
OS01G0309900	OB01G22780	96	95	0
OS01G0310500	OB01G28110	77	50	1
OS01G0311500	OB01G22840	93	92	1
OS01G0311600	OB01G22850	81	78	1
OS01G0311700	OB01G22860	58	79	1
OS01G0311800	OB01G22870	86	93	1
OS01G0312500	OB01G22890	51	94	1
OS01G0312800	OB01G22900	95	93	1
OS01G0313300	OB01G22910	51	83	1
OS01G0314100	OB01G22920	86	85	1
OS01G0314300	OB01G22930	97	97	1
OS01G0314600	OB01G22960	21	55	1
OS01G0314800	OB01G22980	78	78	1
OS01G0315600	OB01G22990	66	30	1
OS01G0315700	OB01G22990	73	27	1
OS01G0315800	OB01G23000	67	90	1
OS01G0315850	OB03G22800	19	45	1
OS01G0316100	OB01G23010	32	61	1
OS01G0316500	OB01G23020	48	94	1
OS01G0316600	OB01G23040	42	18	0
OS01G0316800	OB01G23050	80	71	1
OS01G0316900	OB01G23060	67	31	1
OS01G0317500	OB01G23070	77	47	1
OS01G0318700	OB01G23100	83	44	1
OS01G0319000	OB01G23110	83	82	1
OS01G0319200	OB01G23120	57	71	1
OS01G0319400	OB01G23120	56	75	1
OS01G0321300	OB01G23180	69	37	0
OS01G0321700	OB01G23190	79	88	1
OS01G0321800	OB01G23200	92	90	1
OS01G0321900	OB01G23210	49	66	1
OS01G0321900	OB01G23220	58	58	1
OS01G0322300	OB04G37420	74	26	1
OS01G0322800	OB01G23240	98	98	1
OS01G0323000	OB01G23250	92	92	1
OS01G0323100	OB01G23270	91	52	1
OS01G0323300	OB01G23280	66	90	1
OS01G0323600	OB01G23310	97	95	1
OS01G0323775	OB01G23320	79	82	1
OS01G0324400	OB01G23330	44	40	1
OS01G0326000	OB01G23380	57	56	1
OS01G0326300	OB01G23400	31	40	0
OS01G0327100	OB01G23410	78	78	1
OS01G0327400	OB01G23420	71	72	1
OS01G0327600	OB01G23430	81	90	1
OS01G0328400	OB05G13920	98	98	0
OS01G0328500	OB01G23460	89	89	1
OS01G0328600	OB01G23470	29	26	0
OS01G0328700	OB01G23480	80	99	1
OS01G0328700	OB01G23500	81	99	1
OS01G0328900	OB01G23510	57	96	1
OS01G0329000	OB01G23530	73	75	1
OS01G0329300	OB01G23560	58	58	1
OS01G0329400	OB01G23570	96	94	1
OS01G0329800	OB01G23580	69	68	1
OS01G0329900	OB01G23590	72	33	1
OS01G0330200	OB01G22100	76	81	1
OS01G0331100	OB01G23630	51	89	1
OS01G0331900	OB01G23640	98	98	1
OS01G0332100	OB01G23650	68	98	1
OS01G0332200	OB01G23660	56	79	1
OS01G0332500	OB01G23670	86	87	1
OS01G0332800	OB01G23680	88	87	1
OS01G0332900	OB01G23690	78	48	1
OS01G0335600	OB01G23740	64	25	1
OS01G0335700	OB01G23780	83	83	1
OS01G0337100	OB01G23790	79	55	1
OS01G0337500	OB01G23810	68	93	1
OS01G0337600	OB01G23830	92	93	1
OS01G0337900	OB01G23840	78	94	1
OS01G0338000	OB01G23850	91	93	1
OS01G0338100	OB01G23870	93	96	1
OS01G0338200	OB01G23890	88	88	1
OS01G0338200	OB01G23910	89	88	1
OS01G0338600	OB01G23920	67	68	1
OS01G0339500	OB10G16930	9	13	1
OS01G0339600	OB10G16920	73	46	1
OS01G0339900	OB01G23950	90	90	1
OS01G0340100	OB01G23960	42	36	1
OS01G0341300	OB01G23990	56	60	1
OS01G0342500	OB01G24030	65	80	1
OS01G0342750	OB01G27290	47	69	0
OS01G0342800	OB01G24050	91	91	1
OS01G0342900	OB01G24060	72	83	1
OS01G0343001	OB01G24070	80	81	1
OS01G0343100	OB10G15630	34	39	0
OS01G0343200	OB01G24080	67	71	1
OS01G0343300	OB01G24090	89	89	1
OS01G0343400	OB01G24270	32	5	0
OS01G0343500	OB01G24130	74	32	1
OS01G0346250	OB01G24320	63	68	1
OS01G0346600	OB01G24330	56	28	1
OS01G0347000	OB01G24350	86	85	1
OS01G0347100	OB01G24360	74	54	0
OS01G0347200	OB01G24100	18	22	0
OS01G0347200	OB01G24300	21	21	0
OS01G0347300	OB01G24110	46	51	1
OS01G0347500	OB01G24370	66	31	1
OS01G0348000	OB01G24370	66	31	1
OS01G0348600	OB01G24410	96	96	1
OS01G0348900	OB0075G10010	69	69	1
OS01G0349400	OB01G24430	97	97	1
OS01G0350100	OB10G22850	20	21	1
OS01G0350900	OB01G24540	89	80	1
OS01G0351200	OB01G24530	90	90	1
OS01G0351300	OB01G24520	75	98	0
OS01G0351800	OB01G24500	83	83	1
OS01G0352100	OB01G24450	78	77	1
OS01G0353400	OB01G24440	82	76	1
OS01G0354200	OB09G26580	90	79	1
OS01G0354450	OB03G11120	54	28	1
OS01G0354700	OB01G25780	85	79	1
OS01G0355100	OB09G11170	91	91	1
OS01G0355400	OB01G24700	38	20	1
OS01G0355500	OB01G24710	66	69	1
OS01G0355600	OB01G24720	92	60	0
OS01G0355700	OB01G24730	85	51	1
OS01G0355900	OB01G24740	57	83	1
OS01G0356400	OB01G24750	44	93	1
OS01G0356500	OB01G24790	94	94	1
OS01G0356800	OB01G24810	11	16	1
OS01G0356900	OB01G24820	72	79	1
OS01G0356951	OB07G18630	68	40	1
OS01G0357100	OB02G40650	88	84	1
OS01G0357200	OB02G40640	87	63	1
OS01G0357800	OB01G24830	85	85	1
OS01G0358300	OB01G24870	44	88	1
OS01G0358400	OB01G24880	99	99	1
OS01G0358700	OB01G24940	74	29	1
OS01G0359400	OB01G28690	68	30	1
OS01G0360200	OB01G24980	95	95	1
OS01G0360600	OB01G24990	95	95	1
OS01G0361500	OB01G25010	76	92	1
OS01G0361700	OB01G25030	81	8	1
OS01G0362000	OB01G25040	90	43	0
OS01G0362100	OB01G25050	75	93	1
OS01G0363300	OB01G25070	59	88	1
OS01G0363600	OB01G25090	31	29	1
OS01G0363900	OB01G25100	92	93	1
OS01G0364100	OB04G25900	58	58	0
OS01G0364800	OB04G25900	64	37	0
OS01G0365300	OB12G19920	21	18	0
OS01G0367100	OB01G25200	34	70	0
OS01G0367300	OB01G25210	75	75	1
OS01G0367400	OB01G25220	69	59	0
OS01G0367700	OB01G25260	73	98	1
OS01G0367900	OB01G25270	96	96	1
OS01G0368000	OB07G10720	73	71	1
OS01G0368000	OB07G10730	75	72	1
OS01G0368500	OB01G25300	48	63	1
OS01G0368900	OB01G25340	94	94	1
OS01G0369000	OB01G25350	97	61	1
OS01G0369200	OB01G25360	14	53	0
OS01G0369300	OB01G25370	88	67	1
OS01G0369500	OB01G25380	62	62	1
OS01G0369700	OB01G25390	85	90	1
OS01G0369900	OB01G32750	30	56	1
OS01G0369950	OB01G25420	78	81	1
OS01G0370900	OB01G32730	46	52	1
OS01G0370900	OB01G32740	44	51	1
OS01G0371300	OB01G40910	43	50	1
OS01G0372500	OB01G25450	63	80	1
OS01G0372700	OB01G25510	85	88	1
OS01G0373400	OB08G20630	22	27	0
OS01G0373500	OB01G25530	88	87	1
OS01G0373700	OB01G25540	55	19	1
OS01G0373700	OB01G25550	50	50	1
OS01G0374000	OB01G25570	89	89	1
OS01G0374200	OB01G25610	89	90	1
OS01G0374600	OB02G39540	82	77	1
OS01G0374900	OB01G25650	83	85	1
OS01G0375000	OB01G25660	94	94	1
OS01G0375100	OB01G25670	80	81	1
OS01G0375200	OB01G25690	84	90	1
OS01G0375500	OB01G25690	91	55	1
OS01G0376600	OB01G25810	58	70	1
OS01G0376700	OB01G25830	92	83	1
OS01G0377500	OB01G25850	94	94	1
OS01G0377700	OB01G25880	70	95	1
OS01G0378100	OB12G21600	55	48	0
OS01G0379800	OB10G10770	24	20	0
OS01G0380800	OB01G25970	22	43	1
OS01G0382000	OB01G25990	80	78	1
OS01G0382400	OB01G26010	62	68	1
OS01G0382700	OB01G26070	84	87	1
OS01G0383100	OB06G14880	56	74	1
OS01G0383700	OB01G26090	89	23	1
OS01G0383900	OB01G26100	58	60	1
OS01G0384300	OB01G26110	90	90	1
OS01G0384800	OB01G26120	68	75	1
OS01G0385000	OB01G26140	51	72	1
OS01G0385400	OB01G26150	84	86	1
OS01G0388500	OB01G26190	97	10	1
OS01G0388700	OB01G26200	80	80	1
OS01G0389700	OB01G26030	63	77	1
OS01G0390400	OB01G26250	44	60	1
OS01G0390400	OB11G17490	56	85	1
OS01G0390600	OB01G24620	86	86	1
OS01G0390900	OB01G26340	88	88	1
OS01G0392100	OB01G26280	77	56	1
OS01G0393100	OB01G10300	59	60	1
OS01G0495900	OB01G26350	81	70	1
OS01G0497400	OB01G26400	86	60	1
OS01G0498200	OB01G26410	82	36	0
OS01G0498300	OB01G26420	90	91	1
OS01G0499300	OB01G26430	79	49	1
OS01G0500500	OB01G26530	92	91	1
OS01G0500900	OB01G26570	92	91	1
OS01G0501000	OB01G26580	93	92	1
OS01G0501700	OB01G26590	75	59	1
OS01G0501800	OB01G26610	92	92	1
OS01G0502300	OB01G26620	78	56	1
OS01G0502400	OB01G26630	83	96	1
OS01G0502700	OB03G22660	59	96	1
OS01G0503400	OB01G26640	82	85	1
OS01G0504500	OB01G26670	77	88	1
OS01G0505400	OB01G26690	72	73	1
OS01G0505500	OB01G26710	88	88	1
OS01G0505600	OB01G26740	76	79	1
OS01G0505700	OB05G18860	81	50	1
OS01G0505700	OB11G12760	39	27	1
OS01G0506100	OB01G26750	56	91	1
OS01G0506200	OB0275G10010	46	93	1
OS01G0507300	OB01G26790	79	92	1
OS01G0507500	OB01G26800	92	92	1
OS01G0507700	OB01G26820	93	93	1
OS01G0507900	OB01G26840	96	95	1
OS01G0508000	OB01G26860	87	86	1
OS01G0508100	OB01G26870	53	59	1
OS01G0509400	OB01G26930	49	87	1
OS01G0509900	OB01G26940	75	72	1
OS01G0510100	OB01G26960	95	70	1
OS01G0510200	OB01G26970	49	79	1
OS01G0510600	OB01G26990	79	88	1
OS01G0510800	OB01G27010	95	94	1
OS01G0511000	OB01G27020	52	37	1
OS01G0511100	OB01G27030	87	87	1
OS01G0511200	OB01G27040	93	94	1
OS01G0511300	OB01G27070	96	93	1
OS01G0511300	OB01G27080	98	95	1
OS01G0511600	OB01G27090	73	35	0
OS01G0512100	OB01G27100	97	97	1
OS01G0512200	OB01G27110	62	90	1
OS01G0513100	OB01G27120	93	42	1
OS01G0513400	OB01G27140	92	91	1
OS01G0513700	OB01G27150	92	93	1
OS01G0513800	OB08G15370	89	96	1
OS01G0513900	OB01G27160	97	97	1
OS01G0514000	OB01G27180	96	96	1
OS01G0514300	OB01G27190	79	91	1
OS01G0514450	OB01G27200	74	72	1
OS01G0514600	OB01G27230	80	97	1
OS01G0514700	OB01G27240	55	93	1
OS01G0516600	OB01G27260	89	50	1
OS01G0516700	OB01G27270	32	56	1
OS01G0516900	OB01G27310	25	82	1
OS01G0517500	OB01G27330	71	71	1
OS01G0517800	OB01G27340	75	54	1
OS01G0517900	OB01G27370	51	38	1
OS01G0518000	OB01G27340	64	59	1
OS01G0518300	OB01G27390	14	16	1
OS01G0518400	OB01G27410	76	77	1
OS01G0518500	OB01G27420	85	87	1
OS01G0518651	OB01G27430	68	52	1
OS01G0519100	OB01G27440	86	85	1
OS01G0520500	OB01G27480	70	75	1
OS01G0520600	OB01G27490	52	45	0
OS01G0521400	OB05G17620	93	48	1
OS01G0521400	OB05G17660	92	57	1
OS01G0521500	OB01G27540	88	83	1
OS01G0522100	OB01G27560	50	47	1
OS01G0522400	OB01G27570	46	52	1
OS01G0523800	OB05G17460	38	29	1
OS01G0524700	OB01G27720	82	81	1
OS01G0525350	OB01G27750	79	46	1
OS01G0526100	OB01G27790	71	95	1
OS01G0526200	OB01G27800	83	86	1
OS01G0527400	OB01G27850	72	81	1
OS01G0527600	OB01G27870	91	38	1
OS01G0527700	OB01G27880	74	95	1
OS01G0527900	OB10G11040	35	80	1
OS01G0528000	OB01G27900	47	14	1
OS01G0528800	OB01G27970	81	89	1
OS01G0529800	OB01G28030	75	94	1
OS01G0530300	OB04G16380	58	33	0
OS01G0530300	OB04G16400	25	20	0
OS01G0530366	OB04G16410	100	100	1
OS01G0530400	OB01G14660	91	91	1
OS01G0530400	OB01G28070	88	90	1
OS01G0531000	OB01G28090	51	71	1
OS01G0531200	OB01G31320	85	78	1
OS01G0531300	OB01G41960	83	22	1
OS01G0531400	OB01G40330	97	67	1
OS01G0531500	OB01G28100	85	83	1
OS01G0532100	OB01G28130	29	52	1
OS01G0532200	OB01G28210	90	44	1
OS01G0532300	OB01G28190	57	70	1
OS01G0532600	OB06G34060	79	79	1
OS01G0532700	OB06G19330	49	24	0
OS01G0532800	OB01G28180	91	49	1
OS01G0533000	OB01G28160	97	41	1
OS01G0533100	OB01G28160	15	5	1
OS01G0533400	OB01G28150	87	76	1
OS01G0533400	OB01G28220	84	84	1
OS01G0533500	OB01G28230	92	28	1
OS01G0534700	OB01G28450	89	78	1
OS01G0534800	OB01G28460	82	92	1
OS01G0534900	OB01G28470	95	95	1
OS01G0535100	OB01G33150	19	35	0
OS01G0535300	OB01G33150	16	35	0
OS01G0535900	OB01G28480	74	94	1
OS01G0536000	OB01G28490	85	93	0
OS01G0536400	OB01G28500	33	83	1
OS01G0536501	OB05G19740	40	35	0
OS01G0536950	OB05G19730	12	43	1
OS01G0540300	OB05G30160	72	30	1
OS01G0541600	OB01G28090	43	71	1
OS01G0541800	OB01G28510	90	84	1
OS01G0541900	OB01G28520	92	93	1
OS01G0542000	OB01G28550	55	93	1
OS01G0543100	OB01G28610	86	90	1
OS01G0543600	OB12G17700	56	18	1
OS01G0543800	OB02G30450	41	20	1
OS01G0544200	OB12G17700	68	44	1
OS01G0544450	OB01G28660	85	97	1
OS01G0545900	OB01G28680	65	34	1
OS01G0546100	OB01G28700	91	94	1
OS01G0546250	OB02G23180	38	32	0
OS01G0546250	OB08G12040	47	58	0
OS01G0546400	OB01G28710	41	41	1
OS01G0546500	OB01G28730	89	90	1
OS01G0546700	OB01G28740	58	87	1
OS01G0546800	OB01G28750	37	87	0
OS01G0546900	OB01G28760	87	71	1
OS01G0547000	OB01G30120	81	81	1
OS01G0547133	OB01G28770	47	52	1
OS01G0547600	OB01G28820	16	57	1
OS01G0548600	OB01G28830	91	51	1
OS01G0548750	OB01G28830	7	5	1
OS01G0548900	OB04G34830	22	24	0
OS01G0549000	OB01G28840	87	57	1
OS01G0549200	OB01G28860	67	37	1
OS01G0549300	OB08G20630	19	33	0
OS01G0549400	OB01G28880	73	89	1
OS01G0549500	OB01G28890	91	90	1
OS01G0549700	OB01G28900	98	97	1
OS01G0549700	OB01G28920	97	97	1
OS01G0550000	OB01G28900	98	97	1
OS01G0550000	OB01G28920	97	97	1
OS01G0550100	OB01G28930	97	97	1
OS01G0550200	OB01G28940	71	95	1
OS01G0550300	OB01G28950	86	87	1
OS01G0550600	OB01G28960	11	40	1
OS01G0550800	OB05G11270	67	82	1
OS01G0550900	OB05G11290	44	52	1
OS01G0551000	OB01G28970	37	79	1
OS01G0551100	OB01G28980	55	44	1
