Gene stable ID	Physcomitrella patens gene stable ID	% identity	Physcomitrella patens % identity	Orthology confidence [0 low, 1 high]
OS01G0188400	PP1S2_734V6	60	64	1
OS01G0188400	PP1S38_43V6	10	48	1
OS01G0188400	PP1S38_44V6	59	64	1
OS01G0190000	PP1S248_38V6	62	54	1
OS01G0190300	PP1S184_21V6	21	10	1
OS01G0190300	PP1S73_11V6	23	11	1
OS01G0190400	PP1S12_19V6	57	49	1
OS01G0190400	PP1S122_136V6	49	43	1
OS01G0190400	PP1S150_124V6	52	47	1
OS01G0190400	PP1S210_75V6	51	39	1
OS01G0190400	PP1S258_84V6	49	44	1
OS01G0190400	PP1S3_571V6	56	50	1
OS01G0190400	PP1S401_23V6	55	49	1
OS01G0190400	PP1S414_10V6	57	50	1
OS01G0190400	PP1S45_156V6	48	45	1
OS01G0190400	PP1S58_165V6	52	46	1
OS01G0190400	PP1S84_294V6	52	46	1
OS01G0191000	PP1S54_205V6	49	48	1
OS01G0191100	PP1S14_289V6	61	61	1
OS01G0191100	PP1S21_165V6	61	61	1
OS01G0191100	PP1S30_261V6	61	61	1
OS01G0191100	PP1S409_34V6	58	57	1
OS01G0191100	PP1S51_319V6	58	58	1
OS01G0191150	PP1S27_201V6	45	20	1
OS01G0191150	PP1S27_207V6	45	20	1
OS01G0191150	PP1S3_191V6	43	19	1
OS01G0191150	PP1S328_44V6	45	20	1
OS01G0191200	PP1S106_86V6	28	34	1
OS01G0191300	PP1S251_11V6	28	28	1
OS01G0191500	PP1S11_81V6	47	46	0
OS01G0191500	PP1S219_95V6	47	46	0
OS01G0191500	PP1S37_50V6	50	49	0
OS01G0191500	PP1S74_253V6	47	47	0
OS01G0191700	PP1S131_40V6	61	52	1
OS01G0191700	PP1S282_45V6	60	62	1
OS01G0191700	PP1S327_30V6	61	55	1
OS01G0191700	PP1S69_13V6	62	58	1
OS01G0191700	PP1S81_165V6	61	61	1
OS01G0191800	PP1S163_27V6	76	75	0
OS01G0191800	PP1S183_85V6	77	76	0
OS01G0191900	PP1S141_40V6	28	14	1
OS01G0191900	PP1S204_13V6	29	14	1
OS01G0191900	PP1S284_57V6	31	17	1
OS01G0191900	PP1S295_52V6	31	16	1
OS01G0191900	PP1S46_302V6	31	16	1
OS01G0192000	PP1S177_93V6	48	29	0
OS01G0192000	PP1S241_123V6	19	69	0
OS01G0192000	PP1S297_45V6	48	29	0
OS01G0192000	PP1S297_51V6	48	31	0
OS01G0192300	PP1S188_107V6	36	33	1
OS01G0192300	PP1S70_203V6	38	33	1
OS01G0192600	PP1S137_172V6	53	51	1
OS01G0192600	PP1S152_175V6	52	51	1
OS01G0192600	PP1S220_89V6	56	55	1
OS01G0192600	PP1S221_11V6	56	55	1
OS01G0192600	PP1S291_56V6	53	53	1
OS01G0192600	PP1S335_39V6	53	53	1
OS01G0192600	PP1S387_28V6	55	56	1
OS01G0192900	PP1S235_83V6	33	34	1
OS01G0193500	PP1S13_339V6	19	15	1
OS01G0193500	PP1S162_107V6	17	15	1
OS01G0193500	PP1S191_120V6	8	19	1
OS01G0193500	PP1S191_121V6	15	20	1
OS01G0193500	PP1S191_122V6	17	16	1
OS01G0193500	PP1S191_124V6	15	18	1
OS01G0193500	PP1S191_127V6	18	17	1
OS01G0193500	PP1S223_60V6	20	18	1
OS01G0193500	PP1S257_26V6	21	17	1
OS01G0193500	PP1S303_18V6	19	14	1
OS01G0193500	PP1S30_358V6	19	15	1
OS01G0193500	PP1S33_76V6	18	16	1
OS01G0193500	PP1S51_183V6	22	17	1
OS01G0193600	PP1S88_25V6	52	48	1
OS01G0193900	PP1S136_208V6	20	21	1
OS01G0193900	PP1S136_209V6	3	6	1
OS01G0193900	PP1S31_116V6	17	13	1
OS01G0193900	PP1S31_118V6	3	29	1
OS01G0194000	PP1S150_17V6	31	20	1
OS01G0194000	PP1S51_52V6	33	21	1
OS01G0194200	PP1S147_75V6	30	26	1
OS01G0194200	PP1S234_69V6	31	18	1
OS01G0194200	PP1S244_15V6	32	20	1
OS01G0194200	PP1S34_415V6	28	25	1
OS01G0194200	PP1S7_145V6	29	31	1
OS01G0194300	PP1S234_59V6	29	27	1
OS01G0194300	PP1S518_6V6	32	31	1
OS01G0194600	PP1S125_114V6	34	37	1
OS01G0194600	PP1S63_8V6	32	34	1
OS01G0195200	PP1S255_47V6	57	40	1
OS01G0195200	PP1S293_24V6	53	27	1
OS01G0195200	PP1S343_14V6	53	31	1
OS01G0195200	PP1S43_35V6	54	57	1
OS01G0195200	PP1S79_45V6	55	30	1
OS01G0195200	PP1S95_115V6	58	31	1
OS01G0195500	PP1S141_34V6	67	69	1
OS01G0195500	PP1S70_238V6	67	69	1
OS01G0196500	PP1S126_63V6	29	28	1
OS01G0196500	PP1S257_28V6	30	29	1
OS01G0196500	PP1S30_355V6	29	28	1
OS01G0196500	PP1S51_99V6	27	27	1
OS01G0196600	PP1S138_80V6	50	50	1
OS01G0196600	PP1S62_217V6	46	56	1
OS01G0197100	PP1S24_262V6	27	27	1
OS01G0197100	PP1S281_82V6	32	31	1
OS01G0197100	PP1S83_58V6	28	26	1
OS01G0197200	PP1S59_81V6	76	64	0
OS01G0197400	PP1S42_187V6	28	9	1
OS01G0197500	PP1S74_138V6	38	19	1
OS01G0197700	PP1S152_115V6	37	38	1
OS01G0197700	PP1S212_108V6	38	33	1
OS01G0197700	PP1S222_49V6	40	35	1
OS01G0197700	PP1S222_68V6	38	38	1
OS01G0197700	PP1S403_31V6	39	35	1
OS01G0197700	PP1S595_6V6	37	38	1
OS01G0197900	PP1S218_13V6	30	11	0
OS01G0197900	PP1S386_30V6	30	12	0
OS01G0198000	PP1S218_13V6	27	15	0
OS01G0198000	PP1S386_30V6	28	16	0
OS01G0198200	PP1S117_214V6	21	62	0
OS01G0198200	PP1S117_225V6	13	53	0
OS01G0198200	PP1S129_227V6	26	38	0
OS01G0198200	PP1S131_16V6	74	61	0
OS01G0198200	PP1S176_7V6	30	20	0
OS01G0198200	PP1S208_44V6	28	43	0
OS01G0198200	PP1S210_32V6	17	62	0
OS01G0198200	PP1S229_69V6	25	42	0
OS01G0198200	PP1S251_2V6	31	35	0
OS01G0198200	PP1S360_49V6	17	40	0
OS01G0198200	PP1S39_28V6	14	60	0
OS01G0198200	PP1S39_38V6	15	54	0
OS01G0198200	PP1S471_4V6	30	44	0
OS01G0198200	PP1S489_24V6	31	46	0
OS01G0198200	PP1S496_15V6	29	57	0
OS01G0198200	PP1S613_17V6	28	48	0
OS01G0198200	PP1S66_174V6	74	61	0
OS01G0198900	PP1S32_138V6	21	19	1
OS01G0198900	PP1S60_254V6	18	19	1
OS01G0199300	PP1S32_138V6	22	17	1
OS01G0199300	PP1S60_254V6	19	19	1
OS01G0199400	PP1S113_200V6	45	42	1
OS01G0199400	PP1S88_221V6	45	42	1
OS01G0199700	PP1S2_210V6	20	25	1
OS01G0199700	PP1S22_82V6	20	25	1
OS01G0199700	PP1S389_8V6	21	25	1
OS01G0199900	PP1S135_25V6	56	59	1
OS01G0200000	PP1S62_116V6	66	68	1
OS01G0200200	PP1S2_210V6	28	24	1
OS01G0200200	PP1S22_82V6	23	21	1
OS01G0200200	PP1S389_8V6	28	25	1
OS01G0200300	PP1S15_11V6	41	21	1
OS01G0200300	PP1S188_95V6	42	21	1
OS01G0200300	PP1S55_99V6	41	20	1
OS01G0200300	PP1S67_107V6	41	18	1
OS01G0200300	PP1S70_192V6	42	21	1
OS01G0200500	PP1S169_102V6	32	29	1
OS01G0200500	PP1S478_13V6	33	30	1
OS01G0201100	PP1S149_88V6	43	46	1
OS01G0201100	PP1S170_74V6	46	44	1
OS01G0201100	PP1S245_39V6	46	54	1
OS01G0201100	PP1S329_26V6	44	46	1
OS01G0201100	PP1S338_21V6	47	54	1
OS01G0201100	PP1S90_77V6	43	45	1
OS01G0201200	PP1S172_82V6	26	33	1
OS01G0201200	PP1S19_317V6	26	34	1
OS01G0201200	PP1S244_9V6	27	30	1
OS01G0201200	PP1S85_87V6	25	33	1
OS01G0202500	PP1S251_47V6	14	18	1
OS01G0203000	PP1S334_66V6	28	53	0
OS01G0203000	PP1S335_68V6	36	37	0
OS01G0203800	PP1S12_212V6	10	5	1
OS01G0203800	PP1S184_123V6	8	35	1
OS01G0203800	PP1S28_294V6	15	11	1
OS01G0203800	PP1S28_333V6	13	12	1
OS01G0203800	PP1S30_197V6	11	9	1
OS01G0203800	PP1S36_218V6	10	11	1
OS01G0203800	PP1S496_8V6	13	12	1
OS01G0203800	PP1S79_138V6	14	6	1
OS01G0203800	PP1S79_257V6	15	7	1
OS01G0204000	PP1S164_27V6	35	33	1
OS01G0205100	PP1S17_279V6	43	42	1
OS01G0205200	PP1S13_264V6	37	33	1
OS01G0205200	PP1S186_64V6	37	29	1
OS01G0205200	PP1S208_104V6	38	30	1
OS01G0205200	PP1S48_253V6	38	31	1
OS01G0205600	PP1S291_40V6	35	38	1
OS01G0207200	PP1S19_186V6	22	39	1
OS01G0207200	PP1S45_15V6	32	33	1
OS01G0207200	PP1S465_9V6	35	27	1
OS01G0207200	PP1S71_300V6	36	38	1
OS01G0207300	PP1S109_127V6	0	0	1
OS01G0207300	PP1S244_65V6	88	37	1
OS01G0207300	PP1S244_70V6	88	37	1
OS01G0207300	PP1S244_74V6	87	36	1
OS01G0207400	PP1S19_186V6	24	17	1
OS01G0207400	PP1S45_15V6	25	11	1
OS01G0207400	PP1S465_9V6	28	9	1
OS01G0207400	PP1S71_300V6	32	14	1
OS01G0207600	PP1S19_186V6	21	37	1
OS01G0207600	PP1S45_15V6	26	27	1
OS01G0207600	PP1S465_9V6	32	23	1
OS01G0207600	PP1S71_300V6	31	32	1
OS01G0208400	PP1S19_186V6	20	36	1
OS01G0208400	PP1S45_15V6	31	32	1
OS01G0208400	PP1S465_9V6	34	25	1
OS01G0208400	PP1S71_300V6	36	37	1
OS01G0208600	PP1S12_202V6	18	16	1
OS01G0208600	PP1S22_178V6	17	13	1
OS01G0208600	PP1S283_79V6	18	14	1
OS01G0208700	PP1S169_156V6	63	67	1
OS01G0208700	PP1S177_55V6	63	67	1
OS01G0208700	PP1S29_311V6	63	66	1
OS01G0208700	PP1S341_58V6	65	68	1
OS01G0208700	PP1S43_131V6	65	68	1
OS01G0208700	PP1S83_144V6	64	67	1
OS01G0209000	PP1S478_15V6	53	52	1
OS01G0209800	PP1S49_168V6	53	55	1
OS01G0209800	PP1S9_272V6	50	44	1
OS01G0210800	PP1S14_204V6	4	1	1
OS01G0210900	PP1S22_283V6	50	51	1
OS01G0210900	PP1S443_12V6	51	52	1
OS01G0211000	PP1S22_283V6	50	52	1
OS01G0211000	PP1S443_12V6	52	54	1
OS01G0211200	PP1S22_283V6	52	52	1
OS01G0211200	PP1S443_12V6	54	54	1
OS01G0211600	PP1S22_283V6	55	42	1
OS01G0211600	PP1S443_12V6	57	43	1
OS01G0211800	PP1S16_138V6	33	21	1
OS01G0211800	PP1S22_364V6	30	19	1
OS01G0211800	PP1S2_72V6	23	15	1
OS01G0211800	PP1S282_2V6	31	19	1
OS01G0211800	PP1S38_310V6	28	16	1
OS01G0211800	PP1S62_67V6	34	24	1
OS01G0211800	PP1S93_157V6	32	20	1
OS01G0212100	PP1S268_11V6	54	55	1
OS01G0212400	PP1S1_653V6	41	39	1
OS01G0212400	PP1S52_184V6	39	37	1
OS01G0212400	PP1S6_337V6	39	37	1
OS01G0213800	PP1S207_110V6	14	14	1
OS01G0213800	PP1S332_35V6	13	13	1
OS01G0214300	PP1S13_29V6	30	7	1
OS01G0214400	PP1S181_127V6	46	24	0
OS01G0214500	PP1S23_98V6	51	53	1
OS01G0215100	PP1S262_88V6	44	12	1
OS01G0218200	PP1S169_11V6	38	28	0
OS01G0218200	PP1S25_284V6	40	30	0
OS01G0218200	PP1S317_77V6	38	28	0
OS01G0218200	PP1S37_209V6	38	28	0
OS01G0218700	PP1S113_134V6	49	46	1
OS01G0218700	PP1S218_122V6	47	34	1
OS01G0218800	PP1S223_92V6	41	31	0
OS01G0218800	PP1S47_35V6	41	31	0
OS01G0218900	PP1S223_92V6	33	10	0
OS01G0218900	PP1S47_35V6	34	11	0
OS01G0219000	PP1S163_80V6	29	26	1
OS01G0219200	PP1S386_28V6	24	26	1
OS01G0219600	PP1S149_10V6	42	42	1
OS01G0219600	PP1S176_127V6	47	47	1
OS01G0219600	PP1S37_355V6	43	42	1
OS01G0219600	PP1S53_97V6	44	42	1
OS01G0220100	PP1S149_10V6	45	45	1
OS01G0220100	PP1S176_127V6	48	48	1
OS01G0220100	PP1S37_355V6	42	41	1
OS01G0220100	PP1S53_97V6	46	44	1
OS01G0220200	PP1S245_41V6	34	10	1
OS01G0220200	PP1S338_26V6	36	10	1
OS01G0220300	PP1S47_241V6	40	54	1
OS01G0221100	PP1S67_243V6	39	30	0
OS01G0221600	PP1S5_206V6	23	18	1
OS01G0221600	PP1S68_108V6	24	17	1
OS01G0221600	PP1S87_103V6	24	17	1
OS01G0221700	PP1S22_204V6	40	36	1
OS01G0221700	PP1S457_21V6	37	33	1
OS01G0221900	PP1S29_102V6	35	12	1
OS01G0222300	PP1S104_214V6	18	3	1
OS01G0222500	PP1S165_131V6	48	48	0
OS01G0222500	PP1S269_14V6	57	47	0
OS01G0222500	PP1S269_15V6	58	58	0
OS01G0222500	PP1S68_127V6	59	58	0
OS01G0223800	PP1S180_50V6	29	28	1
OS01G0223800	PP1S67_113V6	23	27	1
OS01G0223900	PP1S180_50V6	29	28	1
OS01G0223900	PP1S67_113V6	23	27	1
OS01G0224000	PP1S180_50V6	29	27	1
OS01G0224000	PP1S67_113V6	24	27	1
OS01G0224400	PP1S101_119V6	48	13	1
OS01G0224400	PP1S134_166V6	45	10	1
OS01G0224500	PP1S10_301V6	32	31	1
OS01G0225000	PP1S185_46V6	55	53	1
OS01G0225000	PP1S85_111V6	56	54	1
OS01G0225100	PP1S104_33V6	13	6	1
OS01G0225200	PP1S369_5V6	35	13	1
OS01G0225300	PP1S68_153V6	29	14	1
OS01G0225400	PP1S130_272V6	62	19	1
OS01G0225500	PP1S130_272V6	51	45	1
OS01G0225600	PP1S324_46V6	42	42	1
OS01G0226500	PP1S110_91V6	38	34	1
OS01G0227100	PP1S199_2V6	54	41	1
OS01G0227300	PP1S119_112V6	81	82	1
OS01G0227300	PP1S398_18V6	81	81	1
OS01G0227300	PP1S61_279V6	82	83	1
OS01G0227300	PP1S61_292V6	41	75	1
OS01G0228300	PP1S22_101V6	47	47	1
OS01G0228400	PP1S375_13V6	35	32	0
OS01G0228500	PP1S126_137V6	25	25	1
OS01G0228500	PP1S51_100V6	26	26	1
OS01G0228600	PP1S133_69V6	38	30	1
OS01G0228600	PP1S1_504V6	37	36	1
OS01G0229000	PP1S103_56V6	3	1	0
OS01G0229000	PP1S186_70V6	3	1	0
OS01G0229000	PP1S313_81V6	5	2	0
OS01G0229100	PP1S216_68V6	65	63	1
OS01G0229100	PP1S367_2V6	65	64	1
OS01G0231600	PP1S155_109V6	36	7	1
OS01G0231700	PP1S167_19V6	50	50	1
OS01G0231700	PP1S266_20V6	51	51	1
OS01G0231800	PP1S106_148V6	40	23	1
OS01G0231900	PP1S106_148V6	30	35	1
OS01G0232000	PP1S101_226V6	49	49	1
OS01G0232000	PP1S156_153V6	47	48	1
OS01G0232000	PP1S184_96V6	51	51	1
OS01G0232000	PP1S44_31V6	49	49	1
OS01G0232100	PP1S101_226V6	41	41	1
OS01G0232100	PP1S156_153V6	39	40	1
OS01G0232100	PP1S184_96V6	41	41	1
OS01G0232100	PP1S44_31V6	39	40	1
OS01G0232200	PP1S110_33V6	26	32	1
OS01G0232200	PP1S200_26V6	23	30	1
OS01G0232200	PP1S2_276V6	21	27	1
OS01G0232200	PP1S39_313V6	22	27	1
OS01G0232300	PP1S126_39V6	39	13	0
OS01G0232400	PP1S43_49V6	20	25	0
OS01G0232400	PP1S567_2V6	35	34	0
OS01G0232700	PP1S15_472V6	68	68	1
OS01G0232700	PP1S233_40V6	61	60	1
OS01G0232800	PP1S142_149V6	58	51	1
OS01G0232800	PP1S143_149V6	62	55	1
OS01G0233400	PP1S178_70V6	47	50	1
OS01G0233400	PP1S363_44V6	48	50	1
OS01G0233800	PP1S224_73V6	42	29	1
OS01G0233800	PP1S316_69V6	43	29	1
OS01G0233800	PP1S316_74V6	13	32	1
OS01G0234100	PP1S162_7V6	12	18	1
OS01G0234100	PP1S167_8V6	14	21	1
OS01G0234100	PP1S34_82V6	12	25	1
OS01G0234100	PP1S434_17V6	16	20	1
OS01G0234100	PP1S7_383V6	14	17	1
OS01G0234800	PP1S52_70V6	78	52	1
OS01G0234800	PP1S74_221V6	77	52	1
OS01G0234850	PP1S248_48V6	39	30	1
OS01G0234850	PP1S78_86V6	41	30	1
OS01G0234900	PP1S112_190V6	67	76	1
OS01G0234900	PP1S35_97V6	67	76	1
OS01G0235200	PP1S362_7V6	17	4	1
OS01G0235300	PP1S159_85V6	47	44	1
OS01G0235300	PP1S60_274V6	49	23	1
OS01G0235400	PP1S127_31V6	47	26	1
OS01G0235400	PP1S54_273V6	48	27	1
OS01G0235700	PP1S11_350V6	15	23	1
OS01G0235700	PP1S5_289V6	25	21	1
OS01G0235700	PP1S74_38V6	25	21	1
OS01G0235700	PP1S74_41V6	27	22	1
OS01G0235800	PP1S36_86V6	31	19	1
OS01G0235900	PP1S110_30V6	23	15	1
OS01G0235900	PP1S141_87V6	27	17	1
OS01G0235900	PP1S15_333V6	26	18	1
OS01G0235900	PP1S159_10V6	24	16	1
OS01G0236400	PP1S360_34V6	25	21	1
OS01G0236400	PP1S89_249V6	22	19	1
OS01G0236800	PP1S106_57V6	32	29	1
OS01G0236800	PP1S23_21V6	32	30	1
OS01G0236800	PP1S233_4V6	33	30	1
OS01G0236800	PP1S317_42V6	33	30	1
OS01G0237100	PP1S205_59V6	48	42	1
OS01G0238500	PP1S102_14V6	49	39	1
OS01G0238500	PP1S135_126V6	44	38	1
OS01G0238500	PP1S153_166V6	49	37	1
OS01G0238600	PP1S168_44V6	66	67	0
OS01G0238600	PP1S309_26V6	68	70	0
OS01G0238900	PP1S370_18V6	64	39	0
OS01G0239000	PP1S311_30V6	25	26	1
OS01G0239000	PP1S31_317V6	26	27	1
OS01G0239100	PP1S128_141V6	58	58	1
OS01G0239100	PP1S193_84V6	60	59	1
OS01G0239100	PP1S199_35V6	56	57	1
OS01G0239100	PP1S507_5V6	60	60	1
OS01G0239100	PP1S83_34V6	60	59	1
OS01G0239200	PP1S450_17V6	62	59	1
OS01G0239200	PP1S450_22V6	60	56	1
OS01G0239700	PP1S14_454V6	40	40	0
OS01G0239700	PP1S182_56V6	39	38	0
OS01G0241400	PP1S125_114V6	32	37	1
OS01G0241400	PP1S63_8V6	30	35	1
OS01G0242200	PP1S125_69V6	47	24	1
OS01G0242200	PP1S165_3V6	49	22	1
OS01G0242200	PP1S43_228V6	48	25	1
OS01G0242200	PP1S63_51V6	48	26	1
OS01G0242300	PP1S112_31V6	42	47	1
OS01G0242300	PP1S125_13V6	59	55	1
OS01G0242300	PP1S80_125V6	29	45	1
OS01G0242400	PP1S10_271V6	20	15	1
OS01G0242400	PP1S134_49V6	16	20	1
OS01G0242400	PP1S13_89V6	15	11	1
OS01G0242400	PP1S184_36V6	18	15	1
OS01G0242400	PP1S56_77V6	17	7	1
OS01G0242400	PP1S73_7V6	18	13	1
OS01G0242400	PP1S9_303V6	17	16	1
OS01G0242400	PP1S9_450V6	17	13	1
OS01G0242500	PP1S7_268V6	62	33	1
OS01G0242600	PP1S109_136V6	27	21	1
OS01G0242600	PP1S136_15V6	23	18	1
OS01G0242600	PP1S31_131V6	24	19	1
OS01G0242600	PP1S328_47V6	26	27	1
OS01G0242600	PP1S4_434V6	25	19	1
OS01G0242900	PP1S33_128V6	31	31	1
OS01G0242900	PP1S35_124V6	30	37	1
OS01G0242900	PP1S354_33V6	33	39	1
OS01G0243000	PP1S462_23V6	18	13	1
OS01G0246400	PP1S10_179V6	32	29	0
OS01G0246400	PP1S10_181V6	32	29	0
OS01G0246400	PP1S140_1V6	33	29	0
OS01G0246400	PP1S15_459V6	33	28	0
OS01G0246400	PP1S15_467V6	33	28	0
OS01G0246400	PP1S172_69V6	34	29	0
OS01G0246400	PP1S196_69V6	33	29	0
OS01G0246400	PP1S239_24V6	29	26	0
OS01G0246400	PP1S25_319V6	30	22	0
OS01G0246400	PP1S255_60V6	33	29	0
OS01G0246400	PP1S255_63V6	33	29	0
OS01G0246400	PP1S262_24V6	30	27	0
OS01G0246400	PP1S308_32V6	33	29	0
OS01G0246400	PP1S308_33V6	33	29	0
OS01G0246400	PP1S308_34V6	33	29	0
OS01G0246400	PP1S371_45V6	30	27	0
OS01G0246400	PP1S46_61V6	20	37	0
OS01G0246400	PP1S78_96V6	34	27	0
OS01G0246500	PP1S98_29V6	26	24	1
OS01G0246601	PP1S28_226V6	30	24	1
OS01G0246601	PP1S45_204V6	30	24	1
OS01G0246601	PP1S485_11V6	29	22	1
OS01G0246601	PP1S58_127V6	30	24	1
OS01G0246601	PP1S7_185V6	30	24	1
OS01G0246601	PP1S79_150V6	30	24	1
OS01G0246700	PP1S158_166V6	20	11	1
OS01G0246700	PP1S246_89V6	21	11	1
OS01G0246700	PP1S47_251V6	19	9	1
OS01G0247500	PP1S217_54V6	47	27	1
OS01G0247500	PP1S223_131V6	41	42	1
OS01G0247500	PP1S307_48V6	48	27	1
OS01G0247500	PP1S63_173V6	52	29	1
OS01G0247700	PP1S209_51V6	29	21	1
OS01G0247900	PP1S102_81V6	35	34	1
OS01G0247900	PP1S11_295V6	35	34	1
OS01G0247900	PP1S11_296V6	32	31	1
OS01G0247900	PP1S119_27V6	28	36	1
OS01G0247900	PP1S287_55V6	32	31	1
OS01G0247900	PP1S287_56V6	33	26	1
OS01G0247900	PP1S372_4V6	32	31	1
OS01G0247900	PP1S3_7V6	34	29	1
OS01G0247900	PP1S430_28V6	31	20	1
OS01G0247900	PP1S86_10V6	35	35	1
OS01G0247900	PP1S94_124V6	37	35	1
OS01G0248000	PP1S171_18V6	27	15	1
OS01G0248300	PP1S123_38V6	38	34	1
OS01G0248400	PP1S241_32V6	79	67	1
OS01G0248400	PP1S379_28V6	45	65	1
OS01G0248500	PP1S123_38V6	39	35	1
OS01G0248600	PP1S101_118V6	60	56	1
OS01G0248701	PP1S167_155V6	46	49	1
OS01G0248701	PP1S3_343V6	44	47	1
OS01G0248900	PP1S178_63V6	51	51	1
OS01G0248900	PP1S363_43V6	50	49	1
OS01G0248900	PP1S9_119V6	51	52	1
OS01G0249100	PP1S178_63V6	49	43	1
OS01G0249100	PP1S363_43V6	52	44	1
OS01G0249100	PP1S9_119V6	52	45	1
OS01G0249200	PP1S21_274V6	44	45	1
OS01G0249200	PP1S21_279V6	44	45	1
OS01G0249200	PP1S273_57V6	47	50	1
OS01G0249200	PP1S337_9V6	44	46	1
OS01G0249200	PP1S338_52V6	45	47	1
OS01G0249200	PP1S68_12V6	45	35	1
OS01G0249200	PP1S68_19V6	45	35	1
OS01G0249200	PP1S68_22V6	45	35	1
OS01G0249200	PP1S82_3V6	41	43	1
OS01G0249200	PP1S82_6V6	41	42	1
OS01G0249200	PP1S86_31V6	43	37	1
OS01G0249300	PP1S165_106V6	41	43	1
OS01G0249300	PP1S63_215V6	41	43	1
OS01G0250600	PP1S35_9V6	47	48	1
OS01G0250900	PP1S55_42V6	59	54	1
OS01G0250900	PP1S8_146V6	60	45	1
OS01G0251000	PP1S21_13V6	27	26	1
OS01G0251100	PP1S49_269V6	53	65	1
OS01G0251200	PP1S20_328V6	25	22	1
OS01G0252200	PP1S17_322V6	41	53	1
OS01G0252600	PP1S23_25V6	45	39	1
OS01G0252900	PP1S257_38V6	36	17	1
OS01G0252900	PP1S30_353V6	36	17	1
OS01G0253100	PP1S115_198V6	41	23	1
OS01G0253100	PP1S116_191V6	44	41	1
OS01G0253100	PP1S478_19V6	44	41	1
OS01G0253300	PP1S165_51V6	77	76	0
OS01G0253300	PP1S165_54V6	79	78	0
OS01G0253300	PP1S230_50V6	79	78	0
OS01G0253300	PP1S43_141V6	73	77	0
OS01G0253300	PP1S63_171V6	76	75	0
OS01G0253600	PP1S22_270V6	44	43	1
OS01G0253900	PP1S218_75V6	30	24	1
OS01G0253900	PP1S226_43V6	28	23	1
OS01G0253900	PP1S88_220V6	30	24	1
OS01G0254000	PP1S10_357V6	82	83	1
OS01G0254000	PP1S44_58V6	83	83	1
OS01G0254100	PP1S316_34V6	65	63	1
OS01G0254100	PP1S99_260V6	65	64	1
OS01G0254900	PP1S38_388V6	43	46	1
OS01G0254900	PP1S53_120V6	54	56	1
OS01G0254900	PP1S76_131V6	43	46	1
OS01G0256400	PP1S187_22V6	45	59	1
OS01G0256400	PP1S335_29V6	45	60	1
OS01G0256600	PP1S59_287V6	46	47	1
OS01G0256900	PP1S36_327V6	80	74	1
OS01G0257300	PP1S167_11V6	47	34	1
OS01G0257300	PP1S299_74V6	46	44	1
OS01G0257400	PP1S102_155V6	40	37	0
OS01G0257400	PP1S6_315V6	32	37	0
OS01G0257400	PP1S6_324V6	32	36	0
OS01G0258600	PP1S90_54V6	37	38	1
OS01G0258700	PP1S102_155V6	39	37	0
OS01G0258700	PP1S6_315V6	32	39	0
OS01G0258700	PP1S6_324V6	33	37	0
OS01G0259200	PP1S116_107V6	56	49	1
OS01G0259200	PP1S116_115V6	52	44	1
OS01G0259200	PP1S307_15V6	55	52	1
OS01G0259200	PP1S478_1V6	53	46	1
OS01G0259400	PP1S126_91V6	45	43	1
OS01G0259400	PP1S358_12V6	44	41	1
OS01G0260500	PP1S132_158V6	1	3	1
OS01G0260700	PP1S26_202V6	53	56	0
OS01G0260700	PP1S36_94V6	54	57	0
OS01G0260950	PP1S185_73V6	9	2	1
OS01G0260950	PP1S20_337V6	9	2	1
OS01G0261100	PP1S185_73V6	18	15	1
OS01G0261100	PP1S20_337V6	17	16	1
OS01G0261200	PP1S10_90V6	25	17	1
OS01G0261200	PP1S44_300V6	20	15	1
OS01G0261200	PP1S73_182V6	24	17	1
OS01G0261200	PP1S8_36V6	23	17	1
OS01G0261500	PP1S178_89V6	39	18	1
OS01G0262500	PP1S42_236V6	43	41	1
OS01G0262600	PP1S24_249V6	22	27	1
OS01G0262700	PP1S78_175V6	23	29	1
OS01G0262700	PP1S83_251V6	38	29	1
OS01G0263500	PP1S83_135V6	37	32	1
OS01G0263600	PP1S16_268V6	73	53	1
OS01G0263600	PP1S212_9V6	73	53	1
OS01G0264000	PP1S149_180V6	19	20	1
OS01G0264000	PP1S351_46V6	24	17	1
OS01G0264000	PP1S37_7V6	25	19	1
OS01G0264000	PP1S392_2V6	20	20	1
OS01G0264100	PP1S49_79V6	3	3	1
OS01G0264500	PP1S60_173V6	30	34	1
OS01G0264500	PP1S6_181V6	30	39	1
OS01G0264700	PP1S177_19V6	41	48	1
OS01G0264700	PP1S54_72V6	38	44	1
OS01G0265100	PP1S201_39V6	97	97	0
OS01G0265100	PP1S201_41V6	98	98	0
OS01G0265100	PP1S201_42V6	97	97	0
OS01G0265100	PP1S67_221V6	98	98	0
OS01G0265100	PP1S70_130V6	98	98	0
OS01G0265100	PP1S70_131V6	97	97	0
OS01G0265100	PP1S70_133V6	97	97	0
OS01G0265200	PP1S52_69V6	55	45	1
OS01G0265200	PP1S91_149V6	56	46	1
OS01G0265700	PP1S58_151V6	39	43	1
OS01G0266000	PP1S138_131V6	26	18	0
OS01G0266000	PP1S42_99V6	26	21	0
OS01G0266500	PP1S27_188V6	41	38	1
OS01G0266600	PP1S31_128V6	58	58	1
OS01G0266800	PP1S134_116V6	24	38	1
OS01G0266800	PP1S9_402V6	41	41	1
