Gene stable ID	Aegilops tauschii gene stable ID	% identity	Aegilops tauschii % identity	Orthology confidence [0 low, 1 high]
OS01G0182600	F775_28583	84	85	1
OS01G0182700	F775_22782	42	83	0
OS01G0182832	F775_01380	11	2	0
OS01G0182900	F775_01380	92	9	0
OS01G0183000	F775_12153	72	56	1
OS01G0183100	F775_14558	77	77	1
OS01G0183100	F775_15474	77	62	1
OS01G0183300	F775_11402	45	62	1
OS01G0183500	F775_13774	72	27	1
OS01G0183500	F775_26566	83	31	1
OS01G0183600	F775_00297	17	69	0
OS01G0183600	F775_11508	53	71	0
OS01G0183600	F775_22475	12	55	0
OS01G0183633	F775_08888	42	15	0
OS01G0183800	F775_30124	60	52	1
OS01G0183850	F775_21838	28	26	1
OS01G0184000	F775_08614	61	47	1
OS01G0184100	F775_15904	43	54	1
OS01G0184100	F775_27140	77	81	1
OS01G0184100	F775_27907	47	85	1
OS01G0184100	F775_52497	66	79	1
OS01G0184500	F775_01464	54	72	1
OS01G0184800	F775_28676	86	86	0
OS01G0184900	F775_28104	83	77	1
OS01G0185100	F775_06702	52	36	1
OS01G0185200	F775_02980	73	82	1
OS01G0185200	F775_28103	85	89	1
OS01G0185300	F775_27126	90	90	1
OS01G0185400	F775_52209	15	56	0
OS01G0185900	F775_20446	55	57	1
OS01G0186000	F775_27801	41	36	1
OS01G0186200	F775_10852	24	22	0
OS01G0186400	F775_22484	36	36	0
OS01G0186700	F775_25966	81	78	1
OS01G0187400	F775_52693	82	81	1
OS01G0187600	F775_52620	63	48	1
OS01G0187900	F775_11223	56	69	1
OS01G0188100	F775_23423	83	34	1
OS01G0188200	F775_09826	23	6	1
OS01G0188400	F775_52101	89	83	1
OS01G0189100	F775_01723	40	46	1
OS01G0189100	F775_20717	32	47	1
OS01G0189100	F775_23062	16	46	1
OS01G0189100	F775_30786	38	41	1
OS01G0189800	F775_23392	11	20	0
OS01G0189800	F775_42420	23	19	0
OS01G0190300	F775_14144	53	55	1
OS01G0190400	F775_06755	79	80	1
OS01G0190500	F775_15466	30	43	1
OS01G0191100	F775_07539	82	82	1
OS01G0191150	F775_27091	64	28	1
OS01G0191300	F775_07141	75	66	1
OS01G0191500	F775_05088	79	57	1
OS01G0191700	F775_25977	91	90	1
OS01G0191800	F775_10552	93	94	1
OS01G0191900	F775_43703	40	67	1
OS01G0192000	F775_52289	66	76	1
OS01G0192300	F775_13323	48	70	1
OS01G0192500	F775_03446	36	34	1
OS01G0192600	F775_32648	90	90	0
OS01G0192900	F775_06062	70	82	0
OS01G0193500	F775_06269	64	38	0
OS01G0193500	F775_06270	47	56	0
OS01G0193900	F775_09610	54	52	1
OS01G0194000	F775_20539	39	66	0
OS01G0194200	F775_20987	62	81	1
OS01G0194300	F775_00946	53	65	1
OS01G0194600	F775_08072	53	61	0
OS01G0195200	F775_03071	87	35	1
OS01G0195500	F775_27098	86	75	1
OS01G0195801	F775_21644	37	24	1
OS01G0196133	F775_01519	44	28	1
OS01G0196300	F775_21644	39	40	1
OS01G0196600	F775_16845	61	72	1
OS01G0197100	F775_28801	56	85	1
OS01G0197200	F775_28800	78	89	1
OS01G0197400	F775_29653	42	39	1
OS01G0197450	F775_16623	60	57	1
OS01G0197500	F775_07873	76	49	0
OS01G0197700	F775_11920	25	71	1
OS01G0197700	F775_13643	39	75	1
OS01G0197700	F775_13741	41	68	1
OS01G0197700	F775_16624	39	73	1
OS01G0197700	F775_42791	36	69	1
OS01G0197700	F775_52236	46	73	1
OS01G0197900	F775_22922	51	43	1
OS01G0198000	F775_22922	38	49	1
OS01G0198100	F775_21991	7	8	1
OS01G0198200	F775_24143	80	53	1
OS01G0198900	F775_13654	62	65	1
OS01G0199300	F775_16085	67	70	1
OS01G0199400	F775_28735	55	72	1
OS01G0199700	F775_42325	24	49	1
OS01G0199900	F775_03901	77	80	1
OS01G0200000	F775_10073	80	78	1
OS01G0200200	F775_03900	56	52	1
OS01G0200300	F775_05084	71	38	1
OS01G0200400	F775_05083	66	85	1
OS01G0200700	F775_43862	66	66	1
OS01G0201100	F775_10831	34	71	1
OS01G0201100	F775_11296	35	81	1
OS01G0201200	F775_32169	72	72	1
OS01G0201400	F775_01891	29	62	0
OS01G0201400	F775_09967	38	48	0
OS01G0201400	F775_11053	33	67	0
OS01G0201600	F775_31546	52	48	1
OS01G0201700	F775_27566	68	27	1
OS01G0201800	F775_10959	38	31	1
OS01G0201800	F775_12291	26	41	1
OS01G0201800	F775_17132	29	31	1
OS01G0201800	F775_52707	46	38	1
OS01G0201900	F775_10959	48	34	1
OS01G0201900	F775_12291	33	45	1
OS01G0201900	F775_17132	40	38	1
OS01G0201900	F775_52707	48	35	1
OS01G0202800	F775_21620	56	54	1
OS01G0203000	F775_32777	73	80	1
OS01G0203300	F775_02977	68	72	1
OS01G0203800	F775_32095	43	81	1
OS01G0204000	F775_02317	67	54	1
OS01G0205100	F775_00966	78	61	1
OS01G0205300	F775_26342	29	47	1
OS01G0205300	F775_42333	24	41	1
OS01G0205500	F775_28130	90	91	0
OS01G0205500	F775_32940	90	91	0
OS01G0205700	F775_26926	94	58	0
OS01G0205900	F775_12136	74	74	1
OS01G0206300	F775_13544	75	76	1
OS01G0206700	F775_28770	84	84	1
OS01G0206800	F775_15033	63	69	1
OS01G0207200	F775_15032	72	81	1
OS01G0207300	F775_10213	93	39	0
OS01G0207300	F775_11072	74	34	0
OS01G0207300	F775_32726	93	39	0
OS01G0207300	F775_32727	92	49	0
OS01G0207400	F775_28300	75	33	1
OS01G0207600	F775_10968	12	50	0
OS01G0207600	F775_10969	19	41	0
OS01G0207600	F775_21334	38	47	0
OS01G0207600	F775_22786	15	42	0
OS01G0207700	F775_06055	53	36	1
OS01G0207700	F775_11087	58	41	1
OS01G0207900	F775_06055	57	57	1
OS01G0207900	F775_11087	56	58	1
OS01G0208000	F775_06055	2	1	1
OS01G0208000	F775_11087	3	1	1
OS01G0208400	F775_52550	38	66	1
OS01G0208600	F775_07293	61	53	1
OS01G0208700	F775_15372	79	78	1
OS01G0209000	F775_28897	75	77	1
OS01G0209400	F775_14752	47	70	1
OS01G0209500	F775_02296	11	1	0
OS01G0209700	F775_13591	64	61	1
OS01G0209800	F775_19407	59	71	1
OS01G0210300	F775_08962	38	85	1
OS01G0210400	F775_08961	48	80	1
OS01G0210500	F775_19117	54	67	1
OS01G0210600	F775_20164	56	64	0
OS01G0210600	F775_27196	67	63	0
OS01G0210600	F775_32074	59	74	0
OS01G0210700	F775_20470	67	61	1
OS01G0210800	F775_02734	12	6	1
OS01G0210900	F775_31574	42	68	1
OS01G0211000	F775_31574	40	66	1
OS01G0211200	F775_31574	43	69	1
OS01G0211600	F775_31574	34	41	1
OS01G0212100	F775_04980	79	61	1
OS01G0212400	F775_25869	69	86	1
OS01G0212500	F775_04981	11	36	1
OS01G0212700	F775_06923	25	62	1
OS01G0212700	F775_16260	30	45	1
OS01G0213100	F775_16599	12	41	1
OS01G0213100	F775_23410	17	32	1
OS01G0213300	F775_01190	14	28	1
OS01G0213300	F775_01191	5	21	1
OS01G0213300	F775_01192	19	30	1
OS01G0213300	F775_01247	12	21	1
OS01G0213300	F775_01248	15	30	1
OS01G0213300	F775_01249	9	33	1
OS01G0213300	F775_01911	17	28	1
OS01G0213300	F775_02813	18	30	1
OS01G0213300	F775_02814	6	17	1
OS01G0213300	F775_02815	17	27	1
OS01G0213300	F775_03245	18	24	1
OS01G0213300	F775_03246	5	22	1
OS01G0213300	F775_03718	14	25	1
OS01G0213300	F775_03719	16	24	1
OS01G0213300	F775_03861	13	22	1
OS01G0213300	F775_04474	18	29	1
OS01G0213400	F775_05519	34	38	1
OS01G0213800	F775_52421	37	57	0
OS01G0214200	F775_32134	57	83	1
OS01G0214300	F775_11980	39	19	1
OS01G0214400	F775_11981	38	43	1
OS01G0214500	F775_43674	49	46	0
OS01G0214600	F775_16408	64	57	1
OS01G0214800	F775_07775	72	80	1
OS01G0214800	F775_29517	83	83	1
OS01G0215000	F775_29902	64	67	1
OS01G0215100	F775_18509	73	29	0
OS01G0215700	F775_06604	78	70	1
OS01G0216000	F775_13608	59	61	1
OS01G0216000	F775_20805	58	61	1
OS01G0216300	F775_13608	62	63	1
OS01G0216300	F775_20805	62	64	1
OS01G0216400	F775_13608	62	62	1
OS01G0216400	F775_20805	61	62	1
OS01G0216500	F775_13608	64	63	1
OS01G0216500	F775_20805	63	63	1
OS01G0216900	F775_13608	54	59	1
OS01G0216900	F775_20805	52	58	1
OS01G0217000	F775_52616	70	70	1
OS01G0217400	F775_07920	35	16	1
OS01G0217500	F775_15857	40	50	1
OS01G0217800	F775_11542	62	53	1
OS01G0218200	F775_10074	63	89	0
OS01G0218500	F775_18142	27	81	0
OS01G0218800	F775_18141	68	37	1
OS01G0219200	F775_18299	42	35	1
OS01G0219300	F775_18298	49	45	1
OS01G0219500	F775_43516	31	58	1
OS01G0219600	F775_09517	58	63	1
OS01G0220100	F775_09517	62	67	1
OS01G0220200	F775_07975	70	24	0
OS01G0220200	F775_09009	65	17	0
OS01G0220300	F775_27255	79	55	1
OS01G0220300	F775_30876	79	68	1
OS01G0220500	F775_27202	28	33	1
OS01G0221300	F775_00229	37	17	1
OS01G0221300	F775_10653	36	52	1
OS01G0221300	F775_19949	46	46	1
OS01G0221400	F775_31680	66	61	1
OS01G0221500	F775_42286	42	28	1
OS01G0221700	F775_10455	57	54	0
OS01G0221900	F775_10454	59	18	1
OS01G0222300	F775_09207	49	20	1
OS01G0222500	F775_27932	81	79	1
OS01G0222600	F775_31493	67	69	1
OS01G0222800	F775_21421	34	24	1
OS01G0222800	F775_23241	29	34	1
OS01G0223000	F775_16870	59	53	0
OS01G0223200	F775_16870	65	58	0
OS01G0223300	F775_02137	12	33	0
OS01G0223300	F775_03295	22	22	0
OS01G0223300	F775_06807	21	27	0
OS01G0223300	F775_13088	19	31	0
OS01G0223300	F775_15394	17	28	0
OS01G0223300	F775_15988	19	33	0
OS01G0223300	F775_17202	16	31	0
OS01G0223300	F775_17621	13	28	0
OS01G0223300	F775_18416	21	35	0
OS01G0223300	F775_21733	10	28	0
OS01G0223300	F775_21837	14	36	0
OS01G0223300	F775_21853	18	33	0
OS01G0223300	F775_21913	13	41	0
OS01G0223300	F775_23686	12	35	0
OS01G0223300	F775_42954	18	26	0
OS01G0223300	F775_52259	21	33	0
OS01G0223600	F775_30824	67	74	1
OS01G0223800	F775_23115	54	66	1
OS01G0223900	F775_11160	58	69	1
OS01G0224000	F775_11160	61	71	1
OS01G0224200	F775_26057	46	45	1
OS01G0224400	F775_05152	66	16	1
OS01G0224500	F775_26058	70	69	1
OS01G0224700	F775_17221	68	67	1
OS01G0225000	F775_22492	50	55	1
OS01G0225100	F775_06276	12	9	1
OS01G0225200	F775_27500	71	37	1
OS01G0225200	F775_27501	3	3	1
OS01G0225300	F775_06277	76	55	1
OS01G0225400	F775_27502	91	47	1
OS01G0226300	F775_27838	89	55	1
OS01G0226400	F775_06512	82	78	1
OS01G0226500	F775_01827	69	56	1
OS01G0226600	F775_13413	63	79	1
OS01G0226700	F775_22491	40	53	1
OS01G0227100	F775_29909	75	93	1
OS01G0227200	F775_28394	51	62	1
OS01G0227300	F775_28393	92	96	1
OS01G0227400	F775_18236	66	71	1
OS01G0227500	F775_18235	20	50	1
OS01G0227500	F775_22349	39	67	1
OS01G0227700	F775_18145	54	72	0
OS01G0227700	F775_20759	65	68	0
OS01G0227800	F775_18145	51	68	0
OS01G0227800	F775_20759	65	68	0
OS01G0228300	F775_30597	68	63	0
OS01G0228400	F775_16988	69	69	1
OS01G0228500	F775_16987	65	68	1
OS01G0228600	F775_29904	62	42	1
OS01G0228800	F775_05725	61	53	1
OS01G0229000	F775_18780	10	10	1
OS01G0229100	F775_30790	82	63	1
OS01G0229200	F775_10115	75	74	1
OS01G0229300	F775_04705	47	39	1
OS01G0229400	F775_32508	69	32	1
OS01G0229500	F775_14009	24	36	1
OS01G0229700	F775_14012	63	29	1
OS01G0229800	F775_07595	72	31	1
OS01G0230200	F775_03540	29	41	1
OS01G0231000	F775_27928	65	69	1
OS01G0231500	F775_06611	62	79	1
OS01G0231600	F775_04339	71	25	1
OS01G0231700	F775_26802	78	78	1
OS01G0231800	F775_31921	45	26	1
OS01G0231900	F775_31921	51	60	1
OS01G0232000	F775_12118	73	75	1
OS01G0232100	F775_30785	68	71	1
OS01G0232200	F775_09052	67	76	1
OS01G0232300	F775_29311	50	12	1
OS01G0232700	F775_28229	86	94	1
OS01G0232800	F775_32261	78	80	1
OS01G0233400	F775_21187	72	74	0
OS01G0233800	F775_21348	53	54	0
OS01G0234100	F775_00575	46	34	1
OS01G0234100	F775_02635	45	36	1
OS01G0234200	F775_00124	42	36	0
OS01G0234200	F775_01346	27	51	0
OS01G0234200	F775_01347	0	0	0
OS01G0234200	F775_01510	46	13	0
OS01G0234200	F775_01861	11	8	0
OS01G0234200	F775_02070	8	4	0
OS01G0234200	F775_04294	1	1	0
OS01G0234200	F775_22809	2	2	0
OS01G0234200	F775_33183	1	1	0
OS01G0234200	F775_43458	16	34	0
OS01G0234200	F775_52511	50	14	0
OS01G0234800	F775_26220	47	54	0
OS01G0234900	F775_32622	55	86	1
OS01G0235100	F775_32603	58	58	1
OS01G0235200	F775_04749	63	52	0
OS01G0235300	F775_09987	84	84	1
OS01G0235350	F775_02302	46	45	1
OS01G0235400	F775_07034	62	41	1
OS01G0235700	F775_26406	60	62	0
OS01G0235800	F775_52141	66	40	1
OS01G0236300	F775_21871	72	72	1
OS01G0236400	F775_06300	57	58	1
OS01G0236700	F775_13111	83	83	1
OS01G0236800	F775_32674	53	76	1
OS01G0237000	F775_00779	36	47	1
OS01G0237500	F775_06369	0	0	1
OS01G0237500	F775_43303	58	35	1
OS01G0237750	F775_06369	60	66	1
OS01G0237750	F775_43303	2	1	1
OS01G0238200	F775_32357	44	42	0
OS01G0238500	F775_27632	79	80	1
OS01G0238800	F775_13838	60	64	1
OS01G0239100	F775_05200	71	72	1
OS01G0239200	F775_26129	51	74	1
OS01G0239300	F775_23392	6	5	0
OS01G0239300	F775_42420	18	6	0
OS01G0239700	F775_13215	68	85	1
OS01G0240600	F775_19066	13	19	0
OS01G0240700	F775_19066	21	46	0
OS01G0241000	F775_12035	30	53	1
OS01G0241100	F775_01335	62	75	1
OS01G0241400	F775_06602	43	69	1
OS01G0241400	F775_10665	49	40	1
OS01G0242300	F775_31843	84	84	1
OS01G0242500	F775_31844	69	49	1
OS01G0242600	F775_31845	36	61	1
OS01G0242600	F775_31846	23	74	1
OS01G0243000	F775_30047	62	46	0
OS01G0243100	F775_02209	77	38	1
OS01G0243200	F775_03141	70	68	1
OS01G0243200	F775_03883	65	47	1
OS01G0243700	F775_30832	73	77	1
OS01G0244000	F775_00179	55	30	1
OS01G0244000	F775_07366	50	57	1
OS01G0244000	F775_19065	47	65	1
OS01G0244000	F775_21847	23	32	1
OS01G0244150	F775_14859	36	34	1
OS01G0244400	F775_14859	24	34	1
OS01G0245532	F775_14859	29	35	1
OS01G0246100	F775_01103	47	57	1
OS01G0246100	F775_01438	45	55	1
OS01G0246400	F775_02149	42	55	1
OS01G0246400	F775_05427	54	60	1
OS01G0246400	F775_12531	49	64	1
OS01G0246400	F775_14184	56	50	1
OS01G0246400	F775_14398	50	61	1
OS01G0246400	F775_27760	56	60	1
OS01G0246500	F775_29714	68	64	1
OS01G0246700	F775_27235	73	60	1
OS01G0247500	F775_26960	84	85	1
OS01G0247700	F775_02357	70	59	1
OS01G0247900	F775_10987	77	78	1
OS01G0248000	F775_03747	55	58	1
OS01G0248300	F775_08821	49	84	1
OS01G0248300	F775_18788	47	63	1
OS01G0248300	F775_27286	78	80	1
OS01G0248300	F775_43056	44	54	1
OS01G0248400	F775_30992	85	92	1
OS01G0248500	F775_08821	50	85	1
OS01G0248500	F775_18788	48	64	1
OS01G0248500	F775_27286	80	82	1
OS01G0248500	F775_43056	45	55	1
OS01G0248600	F775_06601	93	67	0
OS01G0248701	F775_00581	42	40	0
OS01G0248800	F775_03653	50	24	1
OS01G0248900	F775_32564	78	71	1
OS01G0249300	F775_26907	76	49	1
OS01G0249800	F775_15363	41	40	1
OS01G0249800	F775_43245	41	42	1
OS01G0249800	F775_43946	30	41	1
OS01G0249900	F775_00318	41	30	1
OS01G0250900	F775_12091	72	43	1
OS01G0251100	F775_26918	73	79	0
OS01G0251200	F775_12113	52	56	1
OS01G0252100	F775_27727	92	86	1
OS01G0252200	F775_06440	33	60	1
OS01G0252300	F775_22255	51	53	1
OS01G0252600	F775_32098	52	51	1
OS01G0252900	F775_09591	60	38	1
OS01G0253200	F775_27716	63	64	1
OS01G0253300	F775_28349	90	90	1
OS01G0253400	F775_02167	68	70	1
OS01G0253500	F775_04639	38	60	1
OS01G0253600	F775_29633	61	60	1
OS01G0253600	F775_32409	72	71	1
OS01G0254000	F775_29037	94	79	0
OS01G0254100	F775_09004	78	82	1
OS01G0254200	F775_09957	81	76	1
OS01G0254900	F775_31564	85	86	0
OS01G0255000	F775_27882	52	71	0
OS01G0255100	F775_27882	52	72	0
OS01G0256600	F775_29748	89	89	0
OS01G0256800	F775_02962	27	64	1
OS01G0256800	F775_02963	27	54	1
OS01G0256800	F775_02997	70	69	1
OS01G0256900	F775_32761	93	96	1
OS01G0257300	F775_19611	77	79	1
OS01G0257400	F775_08542	68	70	1
OS01G0258600	F775_32255	85	85	1
OS01G0258700	F775_06558	83	84	1
OS01G0259400	F775_03344	80	75	1
OS01G0259400	F775_03538	9	43	1
OS01G0259900	F775_29982	67	64	1
OS01G0260500	F775_12845	53	41	1
OS01G0260700	F775_30032	80	73	1
OS01G0260800	F775_32852	56	56	1
OS01G0260950	F775_27967	32	9	1
OS01G0261100	F775_05443	82	82	1
OS01G0261200	F775_26445	57	56	1
OS01G0261500	F775_02364	51	29	1
OS01G0261600	F775_32490	29	52	1
OS01G0261700	F775_32490	22	16	1
OS01G0262000	F775_32490	29	52	1
OS01G0262500	F775_18924	77	73	1
OS01G0262500	F775_31068	75	71	1
OS01G0262600	F775_03810	73	89	1
OS01G0263000	F775_07847	74	73	1
OS01G0263300	F775_07846	89	89	1
OS01G0263300	F775_08896	87	88	1
OS01G0263300	F775_29632	89	89	1
OS01G0263300	F775_31084	88	88	1
OS01G0263400	F775_18972	71	74	1
OS01G0263500	F775_52696	72	78	1
OS01G0263600	F775_13246	79	62	1
OS01G0263600	F775_15031	37	43	1
OS01G0263600	F775_19590	76	61	1
OS01G0264000	F775_08897	66	53	1
OS01G0264100	F775_26241	43	32	1
OS01G0264600	F775_04261	34	37	1
OS01G0264700	F775_27728	60	69	1
OS01G0265200	F775_07549	69	88	1
OS01G0265700	F775_28484	70	66	1
OS01G0265800	F775_28483	60	61	1
OS01G0265900	F775_29348	79	71	1
OS01G0266000	F775_27114	60	69	1
OS01G0266400	F775_31135	55	53	1
OS01G0266500	F775_08935	68	73	1
OS01G0266800	F775_07524	33	53	1
OS01G0267100	F775_11725	75	66	1
OS01G0267300	F775_11405	47	60	1
OS01G0267300	F775_12956	34	46	1
OS01G0267300	F775_16762	19	66	1
OS01G0267300	F775_18184	45	60	1
OS01G0267300	F775_18904	31	55	1
OS01G0267300	F775_20232	49	60	1
OS01G0267300	F775_25679	47	58	1
OS01G0267300	F775_52302	47	61	1
OS01G0267600	F775_29967	60	73	1
OS01G0267900	F775_32694	100	100	1
OS01G0268100	F775_28728	76	76	1
OS01G0268300	F775_32747	23	67	1
OS01G0268300	F775_32748	59	88	1
OS01G0268600	F775_17207	48	57	1
OS01G0269000	F775_29237	47	85	1
OS01G0269100	F775_31355	75	43	1
OS01G0269800	F775_06912	46	44	0
OS01G0269900	F775_02898	82	64	1
OS01G0270700	F775_29483	54	71	1
OS01G0271200	F775_17211	46	77	1
OS01G0271200	F775_27462	83	80	1
OS01G0271200	F775_29370	87	83	1
OS01G0271400	F775_21282	66	69	1
OS01G0271500	F775_29991	74	88	1
OS01G0271700	F775_31552	79	66	1
OS01G0272700	F775_15543	50	55	1
OS01G0272800	F775_02568	79	36	1
OS01G0273300	F775_02998	46	64	1
OS01G0273500	F775_32521	79	51	1
OS01G0273800	F775_20724	34	61	1
OS01G0274100	F775_20724	30	55	1
OS01G0274500	F775_32520	77	57	1
OS01G0274800	F775_43478	39	46	0
OS01G0275200	F775_02440	56	29	1
OS01G0275900	F775_23049	69	40	1
OS01G0275950	F775_23049	68	19	1
OS01G0276000	F775_29423	64	84	0
OS01G0276100	F775_26510	95	95	1
OS01G0276200	F775_05488	48	57	1
OS01G0276300	F775_18108	44	30	1
OS01G0276500	F775_32671	73	75	1
OS01G0276600	F775_28604	26	42	1
OS01G0276700	F775_07047	91	86	1
OS01G0276800	F775_28654	77	78	1
OS01G0276900	F775_26234	42	48	1
OS01G0277500	F775_09091	54	61	1
OS01G0277600	F775_19371	77	74	1
OS01G0277700	F775_43863	24	53	1
OS01G0278200	F775_10041	16	1	0
OS01G0278600	F775_00622	48	41	1
OS01G0278600	F775_25879	49	43	1
OS01G0278950	F775_19768	69	71	1
OS01G0279000	F775_13681	45	47	1
OS01G0279100	F775_26542	88	88	1
OS01G0279200	F775_27099	97	90	1
OS01G0279400	F775_16916	80	60	1
OS01G0279400	F775_20914	62	74	1
OS01G0279900	F775_06521	72	80	0
OS01G0280000	F775_29944	65	68	1
OS01G0280400	F775_26459	72	70	1
OS01G0280500	F775_01030	78	66	1
OS01G0281000	F775_27187	79	81	1
OS01G0281100	F775_06822	51	36	1
OS01G0281200	F775_08189	61	63	1
OS01G0281400	F775_20615	90	93	1
OS01G0281400	F775_29180	90	93	1
OS01G0281600	F775_08116	57	63	1
OS01G0283000	F775_06261	73	71	1
OS01G0283100	F775_31226	32	78	1
OS01G0283100	F775_31227	31	86	1
OS01G0283500	F775_03866	37	59	1
OS01G0283500	F775_18001	51	64	1
OS01G0284500	F775_07222	83	83	1
OS01G0284500	F775_07223	86	86	1
OS01G0284500	F775_10610	82	83	1
OS01G0284500	F775_30620	88	88	1
OS01G0284900	F775_21202	55	64	1
OS01G0286000	F775_01472	49	36	1
OS01G0286600	F775_31605	86	83	1
OS01G0287600	F775_14968	70	82	1
OS01G0288200	F775_02356	50	38	0
OS01G0288800	F775_15276	51	54	1
OS01G0288800	F775_15279	51	55	1
OS01G0288800	F775_20512	51	54	1
OS01G0289100	F775_15276	51	56	1
OS01G0289100	F775_15279	50	55	1
OS01G0289100	F775_20512	52	57	1
OS01G0290000	F775_31183	74	81	1
OS01G0292900	F775_04036	66	63	1
OS01G0293000	F775_28742	92	86	1
OS01G0293100	F775_00940	53	75	1
OS01G0293200	F775_17619	78	78	1
OS01G0294700	F775_30209	70	72	1
OS01G0295700	F775_30414	81	81	1
OS01G0295900	F775_13592	59	21	0
OS01G0296000	F775_16169	55	13	1
OS01G0296000	F775_19069	43	31	1
OS01G0296000	F775_21090	52	15	1
OS01G0296000	F775_25668	53	17	1
OS01G0296000	F775_25699	50	10	1
OS01G0296200	F775_15866	71	73	1
OS01G0296700	F775_16006	69	58	1
OS01G0297200	F775_19814	52	52	0
OS01G0297200	F775_43059	34	47	0
OS01G0297700	F775_08886	43	49	1
OS01G0297700	F775_16731	39	50	1
OS01G0297700	F775_18000	70	69	1
OS01G0299300	F775_12125	57	65	1
OS01G0299400	F775_05146	74	65	1
OS01G0300200	F775_03862	96	95	0
OS01G0300200	F775_30048	97	59	0
OS01G0300600	F775_04395	34	12	1
OS01G0300600	F775_32023	0	0	1
OS01G0300600	F775_32024	52	85	1
OS01G0300900	F775_09669	75	83	1
OS01G0301000	F775_21441	60	78	1
OS01G0301500	F775_21441	42	51	1
OS01G0301700	F775_26853	49	48	1
OS01G0303000	F775_29657	44	83	1
OS01G0303100	F775_15302	71	77	1
OS01G0303200	F775_05158	9	82	1
OS01G0303200	F775_05159	60	77	1
OS01G0303300	F775_26935	65	80	1
OS01G0303600	F775_02627	60	65	1
OS01G0304000	F775_26135	85	66	1
OS01G0304100	F775_03706	84	59	1
OS01G0305900	F775_11235	38	34	0
OS01G0305900	F775_18434	32	33	0
OS01G0305900	F775_21522	32	32	0
OS01G0306200	F775_42536	50	56	1
OS01G0306400	F775_03607	25	31	1
OS01G0306800	F775_08442	70	75	1
OS01G0307500	F775_08292	53	67	0
OS01G0307686	F775_26316	24	27	0
OS01G0308700	F775_01519	51	50	1
OS01G0309800	F775_22996	18	48	1
OS01G0309900	F775_05840	23	56	0
OS01G0310500	F775_03665	41	44	0
OS01G0310500	F775_18549	35	45	0
OS01G0310500	F775_20595	34	67	0
OS01G0311500	F775_21502	78	77	1
OS01G0311600	F775_07362	58	58	1
OS01G0311600	F775_20895	63	63	1
OS01G0311700	F775_19692	54	56	1
OS01G0312500	F775_06593	64	58	1
OS01G0312800	F775_14352	56	69	1
OS01G0314000	F775_00053	21	35	1
OS01G0314100	F775_14431	66	59	1
OS01G0314300	F775_05870	83	86	1
OS01G0314800	F775_27195	63	66	1
OS01G0315600	F775_10120	59	27	1
OS01G0315700	F775_10120	67	25	1
OS01G0316100	F775_19556	34	65	0
OS01G0316100	F775_32755	40	71	0
OS01G0316500	F775_02269	67	79	0
OS01G0316600	F775_30091	38	15	1
OS01G0316900	F775_18390	48	18	1
OS01G0318400	F775_16013	37	12	1
OS01G0318400	F775_22281	45	32	1
OS01G0318700	F775_23428	63	38	0
OS01G0319000	F775_16360	70	70	1
OS01G0321700	F775_31881	74	77	1
OS01G0321800	F775_30983	38	62	1
OS01G0322300	F775_26588	54	21	0
OS01G0322800	F775_29124	28	96	1
OS01G0323000	F775_12128	88	88	1
OS01G0323000	F775_16122	36	60	1
OS01G0323100	F775_07687	84	81	1
OS01G0323300	F775_09516	26	61	1
OS01G0323600	F775_10213	96	96	0
OS01G0323600	F775_11072	82	91	0
OS01G0323600	F775_32726	93	93	0
OS01G0323600	F775_32727	72	93	0
OS01G0326000	F775_29284	39	62	1
OS01G0326100	F775_10478	52	59	1
OS01G0326300	F775_21083	24	38	1
OS01G0327400	F775_10479	56	61	0
OS01G0327500	F775_02955	58	65	1
OS01G0327600	F775_02954	72	77	1
OS01G0327900	F775_04403	25	61	1
OS01G0327900	F775_05320	29	59	1
OS01G0327900	F775_12489	41	47	1
OS01G0327900	F775_14204	39	44	1
OS01G0327900	F775_20449	37	38	1
OS01G0327900	F775_22018	26	44	1
OS01G0328300	F775_04403	23	59	1
OS01G0328300	F775_05320	28	58	1
OS01G0328300	F775_12489	43	49	1
OS01G0328300	F775_14204	42	48	1
OS01G0328300	F775_20449	39	40	1
OS01G0328300	F775_22018	27	46	1
OS01G0328500	F775_07330	70	58	1
OS01G0328600	F775_32215	56	52	0
OS01G0328700	F775_28138	70	92	0
OS01G0328900	F775_06724	50	83	1
OS01G0329400	F775_14082	84	57	1
OS01G0329800	F775_06950	49	52	1
OS01G0329900	F775_18709	51	76	1
OS01G0330100	F775_30488	61	46	1
OS01G0330200	F775_19634	24	58	0
OS01G0330200	F775_25571	39	47	0
OS01G0330200	F775_27752	40	48	0
OS01G0332100	F775_26108	75	93	1
OS01G0332200	F775_11577	42	63	1
OS01G0332500	F775_05804	64	83	1
OS01G0332900	F775_29823	64	33	1
OS01G0333600	F775_04799	45	54	1
OS01G0335600	F775_04799	35	13	1
OS01G0335700	F775_12849	31	54	0
OS01G0335700	F775_19372	40	27	0
OS01G0335700	F775_25448	55	60	0
OS01G0337100	F775_17300	62	44	1
OS01G0337500	F775_12715	69	74	1
OS01G0337600	F775_03243	69	66	1
OS01G0337600	F775_07453	6	39	1
OS01G0338100	F775_27617	75	61	1
OS01G0338100	F775_28704	78	61	1
OS01G0338200	F775_27969	56	55	1
OS01G0338600	F775_08571	73	74	1
OS01G0339600	F775_13281	76	49	1
OS01G0340600	F775_11404	37	26	1
