Gene stable ID	Sorghum bicolor gene stable ID	% identity	Sorghum bicolor % identity	Orthology confidence [0 low, 1 high]
OS01G0205600	Sb03g002400	68	70	1
OS01G0205700	Sb03g002380	94	54	1
OS01G0205900	Sb03g002370	71	69	1
OS01G0206300	Sb03g002360	74	75	1
OS01G0206600	Sb03g002350	77	72	1
OS01G0206700	Sb03g002340	84	85	1
OS01G0206800	Sb03g002310	68	70	1
OS01G0207200	Sb03g002300	74	76	1
OS01G0207300	Sb03g013170	95	39	0
OS01G0207400	Sb03g002270	78	34	1
OS01G0207600	Sb03g002260	52	52	0
OS01G0207700	Sb09g000800	53	35	1
OS01G0207900	Sb09g000800	59	56	1
OS01G0208000	Sb09g000800	2	1	1
OS01G0208400	Sb03g002240	68	68	1
OS01G0208400	Sb03g002250	61	63	1
OS01G0208600	Sb03g002220	59	57	1
OS01G0209000	Sb03g002210	91	90	1
OS01G0209400	Sb03g002180	75	77	1
OS01G0209500	Sb03g002170	27	3	0
OS01G0209700	Sb03g002150	75	71	1
OS01G0209800	Sb03g002130	84	84	1
OS01G0210300	Sb03g002120	65	66	1
OS01G0210400	Sb03g002100	67	72	1
OS01G0210500	Sb03g002090	83	81	1
OS01G0210600	Sb03g002080	77	75	1
OS01G0210800	Sb03g002070	48	16	1
OS01G0210900	Sb03g002060	76	75	1
OS01G0211000	Sb03g002060	76	76	1
OS01G0211200	Sb03g002060	79	77	1
OS01G0211600	Sb03g002060	87	64	1
OS01G0211800	Sb03g002050	60	62	0
OS01G0212100	Sb03g002030	93	93	1
OS01G0212400	Sb03g002020	82	83	1
OS01G0212500	Sb03g001990	56	50	1
OS01G0212700	Sb03g001980	41	60	1
OS01G0213300	Sb02g002400	19	25	1
OS01G0213300	Sb02g002410	19	29	1
OS01G0213300	Sb02g002430	17	26	1
OS01G0213300	Sb03g027570	19	25	1
OS01G0213300	Sb03g027580	14	23	1
OS01G0213400	Sb03g001960	40	22	1
OS01G0213800	Sb03g001940	56	52	1
OS01G0214200	Sb03g001930	82	81	1
OS01G0214300	Sb03g001920	60	21	1
OS01G0214400	Sb03g001910	77	54	1
OS01G0214500	Sb03g001890	91	90	1
OS01G0214600	Sb03g001880	63	60	1
OS01G0214800	Sb03g001650	73	74	1
OS01G0214800	Sb03g001870	82	80	1
OS01G0215000	Sb03g001320	5	5	0
OS01G0215500	Sb03g001670	60	48	1
OS01G0215700	Sb03g001850	84	84	1
OS01G0216000	Sb03g001810	55	58	0
OS01G0216000	Sb03g001820	56	59	0
OS01G0216000	Sb03g001830	54	52	0
OS01G0216000	Sb03g001840	43	44	0
OS01G0216300	Sb03g001810	56	56	0
OS01G0216300	Sb03g001820	56	57	0
OS01G0216300	Sb03g001830	54	50	0
OS01G0216300	Sb03g001840	45	45	0
OS01G0216400	Sb03g001810	58	59	0
OS01G0216400	Sb03g001820	59	60	0
OS01G0216400	Sb03g001830	57	52	0
OS01G0216400	Sb03g001840	45	45	0
OS01G0216500	Sb03g001810	60	59	0
OS01G0216500	Sb03g001820	58	59	0
OS01G0216500	Sb03g001830	54	50	0
OS01G0216500	Sb03g001840	46	45	0
OS01G0216900	Sb03g001810	50	55	0
OS01G0216900	Sb03g001820	49	54	0
OS01G0216900	Sb03g001830	46	46	0
OS01G0216900	Sb03g001840	40	43	0
OS01G0217000	Sb03g001800	73	65	1
OS01G0217400	Sb03g001770	36	20	1
OS01G0217500	Sb03g001750	67	66	1
OS01G0217800	Sb03g001740	80	80	1
OS01G0218100	Sb03g001730	59	58	1
OS01G0218200	Sb03g001720	83	82	1
OS01G0218500	Sb03g001700	69	61	0
OS01G0218700	Sb03g001690	76	77	1
OS01G0218800	Sb03g001640	74	74	1
OS01G0219000	Sb03g001630	83	86	1
OS01G0219100	Sb03g001620	84	84	1
OS01G0219200	Sb03g001600	52	55	1
OS01G0219300	Sb03g001590	48	53	1
OS01G0219300	Sb09g006620	31	34	1
OS01G0219500	Sb03g001580	66	62	1
OS01G0219600	Sb03g001560	67	66	1
OS01G0220100	Sb03g001560	72	70	1
OS01G0220200	Sb03g001550	74	25	1
OS01G0220300	Sb03g001540	76	69	1
OS01G0220500	Sb03g001530	29	34	1
OS01G0220700	Sb03g001520	54	27	1
OS01G0221100	Sb03g001490	71	55	1
OS01G0221100	Sb03g001500	63	48	1
OS01G0221100	Sb05g010324	4	9	1
OS01G0221300	Sb02g030130	51	53	1
OS01G0221300	Sb03g001480	44	33	1
OS01G0221400	Sb03g001430	62	51	1
OS01G0221500	Sb09g006935	44	46	1
OS01G0221700	Sb03g001390	40	79	1
OS01G0221900	Sb03g001380	65	20	1
OS01G0222300	Sb03g001370	65	23	1
OS01G0222500	Sb03g001360	81	81	1
OS01G0222600	Sb03g001350	61	60	1
OS01G0222700	Sb03g001340	47	86	1
OS01G0222800	Sb02g019340	19	22	0
OS01G0223000	Sb03g001320	55	51	0
OS01G0223200	Sb03g001320	58	53	0
OS01G0223300	Sb01g049460	24	31	1
OS01G0223600	Sb03g001310	70	62	1
OS01G0223900	Sb02g034410	59	60	1
OS01G0223900	Sb03g001300	63	66	1
OS01G0224000	Sb02g034410	62	63	1
OS01G0224000	Sb03g001300	67	69	1
OS01G0224100	Sb03g001296	62	64	0
OS01G0224200	Sb03g001280	66	64	1
OS01G0224300	Sb06g033660	66	64	1
OS01G0224400	Sb06g033650	58	17	1
OS01G0224500	Sb03g001270	78	81	1
OS01G0224700	Sb03g001260	70	72	1
OS01G0224700	Sb08g020340	53	62	1
OS01G0225000	Sb03g001250	84	81	1
OS01G0225100	Sb03g001230	64	31	1
OS01G0225200	Sb03g001220	77	28	1
OS01G0225300	Sb03g001210	75	43	1
OS01G0225400	Sb03g001200	86	34	1
OS01G0225500	Sb03g001180	59	58	1
OS01G0225500	Sb03g001190	57	62	1
OS01G0225600	Sb03g001170	83	82	1
OS01G0226200	Sb03g001150	59	59	1
OS01G0226300	Sb03g001140	93	58	1
OS01G0226400	Sb03g001130	87	86	1
OS01G0226500	Sb03g001120	20	55	1
OS01G0226600	Sb03g001113	41	82	1
OS01G0226700	Sb03g001110	74	49	1
OS01G0226700	Sb03g031595	28	63	1
OS01G0226700	Sb10g028665	32	72	1
OS01G0227100	Sb03g001100	90	89	1
OS01G0227200	Sb03g001090	50	79	1
OS01G0227300	Sb03g001085	92	80	1
OS01G0227400	Sb03g001060	60	66	1
OS01G0227400	Sb05g026395	43	59	1
OS01G0227500	Sb03g001050	58	61	1
OS01G0227500	Sb03g001070	63	67	1
OS01G0227500	Sb03g001080	62	67	1
OS01G0227700	Sb03g001010	50	66	1
OS01G0227700	Sb03g001030	64	65	1
OS01G0227800	Sb03g001010	48	64	1
OS01G0227800	Sb03g001030	63	63	1
OS01G0228300	Sb03g000970	86	87	1
OS01G0228400	Sb02g027050	65	65	1
OS01G0228500	Sb03g000960	19	59	1
OS01G0228600	Sb03g000950	82	53	1
OS01G0228800	Sb03g000940	47	52	1
OS01G0228800	Sb05g005101	6	58	1
OS01G0229100	Sb03g000920	89	89	1
OS01G0229200	Sb03g000910	68	72	1
OS01G0229300	Sb05g006345	5	52	1
OS01G0229300	Sb09g003380	40	37	1
OS01G0229300	Sb09g005773	6	41	1
OS01G0229400	Sb09g007420	86	56	1
OS01G0229500	Sb03g000890	74	76	1
OS01G0229700	Sb03g000870	60	20	1
OS01G0229800	Sb03g000850	73	31	1
OS01G0229800	Sb03g000860	70	30	1
OS01G0229900	Sb03g000670	34	25	1
OS01G0230200	Sb0187s002010	22	41	1
OS01G0231500	Sb03g000820	78	77	1
OS01G0231600	Sb03g000810	73	16	1
OS01G0231700	Sb10g028990	82	82	1
OS01G0231800	Sb03g000784	44	58	1
OS01G0231800	Sb03g000800	57	33	1
OS01G0231900	Sb03g000784	30	80	1
OS01G0231900	Sb03g000800	51	59	1
OS01G0232000	Sb03g000790	82	81	1
OS01G0232100	Sb03g000770	67	54	1
OS01G0232200	Sb03g000760	77	75	1
OS01G0232300	Sb03g000750	74	28	0
OS01G0232400	Sb03g000740	80	81	0
OS01G0232500	Sb03g000730	50	67	1
OS01G0232700	Sb01g006120	88	87	1
OS01G0232800	Sb03g000710	87	73	1
OS01G0233000	Sb03g000700	70	52	1
OS01G0233100	Sb03g000690	75	74	1
OS01G0233400	Sb04g030500	90	90	1
OS01G0233500	Sb03g000690	73	74	1
OS01G0233800	Sb03g000680	62	63	0
OS01G0233900	Sb03g000670	56	71	1
OS01G0234100	Sb02g013060	40	44	1
OS01G0234100	Sb03g000666	18	41	1
OS01G0234200	Sb01g048550	17	43	1
OS01G0234200	Sb10g016395	0	2	1
OS01G0234300	Sb03g000660	56	36	1
OS01G0234499	Sb03g000660	71	30	1
OS01G0234700	Sb03g000650	60	47	1
OS01G0234800	Sb03g000640	93	62	1
OS01G0234900	Sb03g000630	78	88	1
OS01G0235100	Sb03g000620	60	59	1
OS01G0235200	Sb03g000600	67	72	1
OS01G0235300	Sb03g000590	87	85	1
OS01G0235350	Sb03g000580	50	57	1
OS01G0235400	Sb01g010190	86	48	1
OS01G0235700	Sb03g000570	74	73	1
OS01G0235800	Sb03g000560	71	47	1
OS01G0235900	Sb03g000550	68	66	1
OS01G0236000	Sb02g033835	32	41	1
OS01G0236000	Sb03g000540	67	64	1
OS01G0236300	Sb03g000530	76	78	1
OS01G0236400	Sb03g000510	75	74	1
OS01G0236700	Sb03g000490	82	82	1
OS01G0236800	Sb03g000480	67	86	1
OS01G0237100	Sb03g000470	77	77	1
OS01G0237366	Sb03g008740	36	21	0
OS01G0237500	Sb03g008740	32	11	0
OS01G0237750	Sb03g008740	48	20	0
OS01G0238200	Sb03g000460	70	72	1
OS01G0238500	Sb03g000450	79	78	1
OS01G0238600	Sb03g000440	86	83	1
OS01G0238700	Sb03g000430	61	61	1
OS01G0238800	Sb03g000420	75	77	1
OS01G0238900	Sb01g000780	87	54	1
OS01G0238900	Sb03g000410	89	55	1
OS01G0239000	Sb03g000400	45	48	1
OS01G0239100	Sb03g000380	77	79	1
OS01G0239200	Sb03g000370	81	83	1
OS01G0239300	Sb05g027390	27	11	1
OS01G0239300	Sb05g027400	7	5	1
OS01G0239300	Sb05g027410	26	10	1
OS01G0239300	Sb05g027415	31	12	1
OS01G0239700	Sb03g000350	76	77	1
OS01G0240600	Sb03g000340	46	54	1
OS01G0240700	Sb03g000340	32	54	1
OS01G0241000	Sb03g000320	36	40	1
OS01G0241100	Sb03g000310	69	68	1
OS01G0242200	Sb03g000300	56	52	1
OS01G0242300	Sb03g000290	87	87	1
OS01G0242400	Sb10g029595	45	53	0
OS01G0242500	Sb03g003890	87	87	1
OS01G0242600	Sb03g003880	80	79	1
OS01G0242900	Sb03g003870	60	64	1
OS01G0243000	Sb03g003860	74	74	1
OS01G0243100	Sb03g003856	47	28	1
OS01G0243200	Sb03g003850	80	69	1
OS01G0243200	Sb06g019275	24	57	1
OS01G0243600	Sb06g020010	55	54	1
OS01G0243700	Sb03g000270	72	71	1
OS01G0243700	Sb06g020000	75	75	1
OS01G0244000	Sb03g000345	34	47	1
OS01G0246100	Sb08g019950	61	62	1
OS01G0246400	Sb02g004380	59	49	1
OS01G0246400	Sb02g004390	53	57	1
OS01G0246500	Sb03g000260	65	71	1
OS01G0246601	Sb03g000250	50	54	1
OS01G0246700	Sb03g000240	37	27	1
OS01G0247550	Sb03g000230	35	41	1
OS01G0247700	Sb03g000220	66	65	1
OS01G0247900	Sb03g000210	81	81	1
OS01G0248000	Sb03g000200	45	47	1
OS01G0248300	Sb03g009350	73	73	1
OS01G0248500	Sb03g009350	76	76	1
OS01G0248600	Sb02g043990	96	96	1
OS01G0248600	Sb03g002410	94	94	1
OS01G0248701	Sb03g009380	60	68	1
OS01G0248800	Sb03g009390	52	26	1
OS01G0249100	Sb03g005140	71	61	1
OS01G0249100	Sb03g009420	71	61	1
OS01G0249200	Sb03g005150	78	79	1
OS01G0249200	Sb03g009430	78	78	1
OS01G0249300	Sb03g000280	79	80	1
OS01G0249700	Sb03g009440	50	56	1
OS01G0249800	Sb03g005160	47	53	1
OS01G0249800	Sb03g005163	36	45	1
OS01G0249800	Sb03g009450	48	53	1
OS01G0249800	Sb03g009460	36	44	1
OS01G0249900	Sb03g005180	47	36	1
OS01G0249900	Sb03g009480	48	37	1
OS01G0250600	Sb03g005200	86	85	1
OS01G0250600	Sb03g009500	85	84	1
OS01G0250900	Sb03g005235	64	81	1
OS01G0250900	Sb03g009530	80	82	1
OS01G0251000	Sb03g009540	79	78	1
OS01G0251100	Sb03g009550	87	87	1
OS01G0251200	Sb02g023060	5	16	0
OS01G0251200	Sb02g023065	3	31	0
OS01G0252100	Sb03g009580	94	94	1
OS01G0252200	Sb03g009590	71	73	1
OS01G0252600	Sb03g009600	67	61	1
OS01G0252900	Sb03g009630	79	47	1
OS01G0253000	Sb03g009660	73	36	1
OS01G0253100	Sb03g009670	79	74	1
OS01G0253200	Sb03g009680	54	52	1
OS01G0253200	Sb03g009690	60	63	1
OS01G0253300	Sb03g009700	89	88	1
OS01G0253400	Sb03g009710	70	72	1
OS01G0253500	Sb03g009720	52	54	1
OS01G0253600	Sb03g009730	58	70	1
OS01G0253800	Sb03g009740	51	48	1
OS01G0253900	Sb03g009750	66	66	1
OS01G0254000	Sb03g009760	98	98	1
OS01G0254100	Sb03g009770	86	87	1
OS01G0254200	Sb03g009570	65	65	1
OS01G0254200	Sb03g009780	61	56	1
OS01G0254200	Sb04g023260	68	68	1
OS01G0254200	Sb0507s002020	68	65	1
OS01G0254200	Sb2540s002010	68	65	1
OS01G0254300	Sb03g009790	71	72	1
OS01G0254400	Sb03g009796	50	65	1
OS01G0254850	Sb03g009796	60	67	1
OS01G0254900	Sb03g009820	89	89	0
OS01G0255000	Sb03g009830	76	75	0
OS01G0255100	Sb03g009830	75	74	0
OS01G0256300	Sb03g009793	35	40	1
OS01G0256400	Sb03g009850	85	85	1
OS01G0256500	Sb03g009860	60	63	1
OS01G0256600	Sb06g001630	93	93	0
OS01G0256800	Sb03g009880	72	74	1
OS01G0256900	Sb03g009890	93	94	1
OS01G0257100	Sb03g009900	73	67	1
OS01G0257300	Sb03g009910	80	81	1
OS01G0257400	Sb03g009920	70	73	1
OS01G0258600	Sb02g039280	88	88	1
OS01G0258600	Sb10g005660	80	80	1
OS01G0258700	Sb03g009930	80	80	1
OS01G0259200	Sb03g009940	67	67	1
OS01G0259400	Sb03g009950	85	86	1
OS01G0259600	Sb03g009960	84	23	1
OS01G0259900	Sb03g009990	68	73	1
OS01G0260100	Sb03g010060	61	74	1
OS01G0260500	Sb03g010030	59	40	1
OS01G0260700	Sb03g010090	94	93	1
OS01G0260800	Sb03g010100	61	63	1
OS01G0260950	Sb03g010110	29	9	1
OS01G0261100	Sb03g010120	82	82	1
OS01G0261200	Sb03g010130	55	53	1
OS01G0261500	Sb03g010160	59	31	1
OS01G0261600	Sb03g010150	37	39	1
OS01G0261700	Sb03g010150	36	16	1
OS01G0262000	Sb03g010150	37	39	1
OS01G0262500	Sb03g010180	81	71	1
OS01G0262500	Sb03g010190	81	70	1
OS01G0262600	Sb03g010200	82	84	1
OS01G0262700	Sb03g010220	39	50	1
OS01G0263000	Sb03g010230	77	77	1
OS01G0263300	Sb03g010250	88	88	1
OS01G0263400	Sb03g010260	69	69	1
OS01G0263500	Sb03g010270	82	83	1
OS01G0263600	Sb08g016670	85	65	1
OS01G0263600	Sb09g029840	51	64	1
OS01G0263600	Sb09g029843	0	4	1
OS01G0264000	Sb03g010280	66	59	1
OS01G0264100	Sb02g032250	44	31	1
OS01G0264500	Sb03g010300	77	70	1
OS01G0264600	Sb03g010310	53	52	1
OS01G0264700	Sb03g010320	76	75	1
OS01G0265000	Sb03g010340	84	86	1
OS01G0265100	Sb03g010350	99	99	1
OS01G0265200	Sb03g010360	74	71	1
OS01G0265700	Sb03g010370	74	77	1
OS01G0265800	Sb03g010380	60	63	1
OS01G0265900	Sb03g010400	90	74	1
OS01G0266000	Sb03g010440	61	60	1
OS01G0266100	Sb02g001885	24	48	1
OS01G0266400	Sb03g010460	59	53	1
OS01G0266400	Sb03g010490	55	40	1
OS01G0266500	Sb03g010510	77	80	1
OS01G0266500	Sb03g010520	75	78	1
OS01G0266600	Sb03g010530	82	84	1
OS01G0266800	Sb03g010545	72	72	1
OS01G0267100	Sb01g047070	75	71	1
OS01G0267300	Sb03g010560	51	52	1
OS01G0267300	Sb03g010570	59	58	1
OS01G0267400	Sb03g010580	75	60	1
OS01G0267600	Sb03g010590	16	60	1
OS01G0267800	Sb03g010610	61	57	1
OS01G0267900	Sb1599s002010	76	100	1
OS01G0268100	Sb03g010620	74	74	1
OS01G0268300	Sb03g010630	84	84	1
OS01G0268600	Sb03g010640	64	71	1
OS01G0268700	Sb01g028240	41	57	1
OS01G0268800	Sb03g010680	84	84	1
OS01G0268900	Sb03g010690	79	80	1
OS01G0269000	Sb03g010700	69	72	1
OS01G0269100	Sb03g010710	16	65	0
OS01G0269800	Sb03g010720	37	62	1
OS01G0269900	Sb08g021780	87	86	1
OS01G0270100	Sb03g010730	73	76	1
OS01G0270300	Sb03g010740	79	75	1
OS01G0270700	Sb03g010760	61	59	1
OS01G0271000	Sb03g010770	80	78	1
OS01G0271400	Sb03g010870	73	75	1
OS01G0271500	Sb03g010860	89	88	1
OS01G0271700	Sb03g010850	85	52	1
OS01G0272600	Sb03g010840	82	80	1
OS01G0272700	Sb03g010830	48	52	1
OS01G0272700	Sb04g026220	50	53	1
OS01G0272800	Sb03g010820	81	39	1
OS01G0273100	Sb03g010800	69	56	1
OS01G0273100	Sb07g025410	70	71	1
OS01G0273300	Sb03g010780	63	56	1
OS01G0273500	Sb03g010900	54	16	1
OS01G0273800	Sb03g010910	73	67	1
OS01G0274100	Sb03g010910	59	55	1
OS01G0274500	Sb03g010930	75	72	1
OS01G0274800	Sb03g010960	60	52	0
OS01G0274800	Sb03g010970	49	46	0
OS01G0275200	Sb03g010990	25	24	0
OS01G0275600	Sb03g011020	83	83	1
OS01G0275900	Sb03g011030	71	51	1
OS01G0275950	Sb03g011030	67	23	1
OS01G0276000	Sb10g029630	98	97	1
OS01G0276000	Sb10g029650	97	96	1
OS01G0276100	Sb03g011050	94	94	1
OS01G0276200	Sb03g011060	50	61	1
OS01G0276300	Sb03g011080	21	51	1
OS01G0276300	Sb03g011090	53	58	1
OS01G0276400	Sb03g011100	82	71	1
OS01G0276500	Sb03g011110	76	78	1
OS01G0276500	Sb08g020870	78	78	1
OS01G0276600	Sb03g011120	41	38	1
OS01G0276700	Sb03g011130	94	94	1
OS01G0276800	Sb03g011140	77	77	1
OS01G0276900	Sb03g011150	49	41	1
OS01G0277500	Sb03g011160	48	52	1
OS01G0277600	Sb03g011170	85	85	1
OS01G0277700	Sb03g011180	93	95	1
OS01G0278000	Sb03g011200	41	42	1
OS01G0278200	Sb10g006360	0	0	0
OS01G0278200	Sb10g006370	71	5	0
OS01G0278600	Sb03g046616	1	3	1
OS01G0278900	Sb03g011310	67	67	1
OS01G0278900	Sb04g017770	66	61	1
OS01G0278900	Sb08g016065	52	68	1
OS01G0278950	Sb03g011300	81	81	1
OS01G0279000	Sb03g011290	58	56	1
OS01G0279100	Sb03g011270	92	92	1
OS01G0279200	Sb03g011260	98	98	1
OS01G0279400	Sb03g011360	82	84	1
OS01G0279400	Sb03g011490	68	75	1
OS01G0279700	Sb03g011370	83	86	1
OS01G0279800	Sb03g011380	60	86	1
OS01G0279900	Sb03g006790	93	92	1
OS01G0280000	Sb03g011390	67	68	1
OS01G0280400	Sb03g011400	45	66	1
OS01G0280500	Sb03g011410	76	72	1
OS01G0281000	Sb03g011420	79	80	1
OS01G0281100	Sb03g011430	36	33	1
OS01G0281200	Sb03g011440	59	54	1
OS01G0281301	Sb03g011450	51	52	1
OS01G0281400	Sb0199s002020	80	90	1
OS01G0281400	Sb03g011460	93	93	1
OS01G0281600	Sb03g011470	63	63	1
OS01G0283000	Sb03g011520	76	75	1
OS01G0283100	Sb03g011540	88	88	1
OS01G0283500	Sb03g011560	47	48	1
OS01G0283500	Sb03g011570	74	75	1
OS01G0283500	Sb10g029120	73	74	1
OS01G0283600	Sb03g009840	72	72	1
OS01G0283700	Sb03g009840	73	73	1
OS01G0284300	Sb02g022450	39	43	0
OS01G0284300	Sb03g027450	40	41	0
OS01G0284300	Sb03g042260	35	41	0
OS01G0284300	Sb05g003690	40	26	0
OS01G0284500	Sb03g011590	81	80	1
OS01G0284700	Sb03g011610	75	50	1
OS01G0284900	Sb03g011620	66	66	1
OS01G0285300	Sb03g011640	85	85	1
OS01G0286000	Sb03g011650	70	70	1
OS01G0286600	Sb03g011670	88	88	1
OS01G0286900	Sb03g011680	73	44	1
OS01G0287600	Sb03g011710	75	75	1
OS01G0288200	Sb03g011720	71	71	1
OS01G0288800	Sb03g011790	45	50	1
OS01G0289100	Sb03g011790	52	59	1
OS01G0289600	Sb03g011800	56	40	1
OS01G0290000	Sb03g011810	80	79	1
OS01G0290100	Sb03g011840	85	84	1
OS01G0290600	Sb03g011850	75	78	1
OS01G0292200	Sb03g011880	85	85	1
OS01G0292700	Sb03g011900	52	28	1
OS01G0292900	Sb03g011920	59	64	1
OS01G0293000	Sb03g011930	95	95	1
OS01G0293100	Sb03g011940	66	66	1
OS01G0293200	Sb06g032580	74	74	1
OS01G0294700	Sb03g011980	76	76	1
OS01G0294700	Sb03g011990	80	80	1
OS01G0295600	Sb03g012000	45	44	1
OS01G0295700	Sb03g012020	77	73	1
OS01G0295900	Sb03g012030	59	25	0
OS01G0296100	Sb03g012070	88	88	1
OS01G0296200	Sb03g012280	83	44	1
OS01G0296700	Sb03g012290	81	51	1
OS01G0297200	Sb02g005630	72	71	1
OS01G0297700	Sb03g012300	70	66	1
OS01G0298400	Sb03g012310	50	48	1
OS01G0299200	Sb03g012320	64	50	1
OS01G0299300	Sb03g012330	55	64	1
OS01G0299400	Sb03g012340	87	87	1
OS01G0299400	Sb08g003360	84	84	1
OS01G0299500	Sb03g012380	67	65	1
OS01G0299700	Sb03g012385	42	55	1
OS01G0300000	Sb03g012385	57	63	1
OS01G0300200	Sb03g012420	90	98	1
OS01G0300600	Sb03g012430	83	30	1
OS01G0300900	Sb03g012440	84	85	1
OS01G0301000	Sb03g012450	71	70	1
OS01G0301500	Sb03g012450	51	47	1
OS01G0302500	Sb03g012480	80	82	1
OS01G0303000	Sb10g007180	62	60	1
OS01G0303100	Sb01g050530	68	76	1
OS01G0303200	Sb03g012490	84	82	1
OS01G0303200	Sb09g000856	17	68	1
OS01G0303300	Sb03g012500	84	83	1
OS01G0303600	Sb03g012510	67	49	1
OS01G0303800	Sb03g012520	73	81	1
OS01G0304000	Sb09g017140	95	95	1
OS01G0304000	Sb09g017150	93	93	1
OS01G0304100	Sb05g003370	79	68	1
OS01G0304300	Sb09g025850	80	77	1
OS01G0304400	Sb03g012530	59	59	1
OS01G0305200	Sb03g012540	78	74	1
OS01G0305900	Sb03g012550	42	37	1
OS01G0306200	Sb03g012560	50	57	1
OS01G0306400	Sb03g012570	63	73	1
OS01G0306800	Sb07g002352	66	87	1
OS01G0306800	Sb10g021040	71	77	1
OS01G0306900	Sb03g012580	41	45	1
OS01G0307500	Sb03g012590	58	65	1
OS01G0307686	Sb03g012610	23	25	0
OS01G0307686	Sb03g012620	23	25	0
OS01G0308600	Sb03g012630	65	63	1
OS01G0309800	Sb03g012690	53	54	1
OS01G0309900	Sb03g012710	89	88	1
OS01G0310500	Sb09g002790	63	63	1
OS01G0311100	Sb03g012750	49	47	1
OS01G0311400	Sb03g012760	47	48	1
OS01G0311500	Sb03g012770	82	82	1
OS01G0311700	Sb03g012790	65	64	1
OS01G0311800	Sb03g012820	81	80	1
OS01G0312500	Sb03g012830	80	60	1
OS01G0312800	Sb03g012840	84	84	1
OS01G0313300	Sb03g012890	64	59	1
OS01G0314000	Sb06g028780	32	35	0
OS01G0314100	Sb03g012910	78	78	1
OS01G0314300	Sb03g012920	96	96	1
OS01G0314600	Sb03g012930	49	46	1
OS01G0314800	Sb03g012940	66	64	1
OS01G0314800	Sb03g012950	69	63	1
OS01G0315600	Sb03g012970	65	29	1
OS01G0315700	Sb03g012970	70	26	1
OS01G0315800	Sb03g012980	88	87	1
OS01G0316100	Sb03g009190	70	79	1
OS01G0316100	Sb03g012990	67	75	1
OS01G0316100	Sb03g013000	64	72	1
OS01G0316100	Sb03g046550	61	67	1
OS01G0316500	Sb03g009180	80	76	0
OS01G0316600	Sb03g013010	40	27	1
OS01G0316900	Sb03g013025	22	54	1
OS01G0316900	Sb03g013030	1	1	1
OS01G0316900	Sb08g002140	38	14	1
OS01G0317800	Sb03g013040	79	78	1
OS01G0318000	Sb03g013040	55	28	1
OS01G0318400	Sb03g013050	42	13	1
OS01G0318700	Sb03g013060	79	32	0
OS01G0319000	Sb03g013080	67	68	1
OS01G0321300	Sb03g013090	78	37	1
OS01G0321700	Sb03g013100	83	78	1
OS01G0321800	Sb03g013110	80	79	1
OS01G0322300	Sb06g033780	73	25	0
OS01G0322800	Sb03g013120	94	94	1
OS01G0323000	Sb03g013130	91	91	1
OS01G0323100	Sb03g013140	83	81	1
OS01G0323300	Sb03g013160	78	77	1
OS01G0323600	Sb03g013170	96	96	0
OS01G0326000	Sb03g013190	69	67	1
OS01G0327100	Sb03g013210	68	68	1
OS01G0327400	Sb03g013220	70	66	0
OS01G0327500	Sb03g013230	69	63	1
OS01G0327600	Sb03g013240	69	75	1
OS01G0328400	Sb03g013260	99	99	1
OS01G0328500	Sb03g013270	76	68	1
OS01G0328600	Sb03g013280	56	38	1
OS01G0328600	Sb09g018120	10	15	1
OS01G0328700	Sb03g013290	91	91	0
OS01G0328900	Sb03g013300	76	77	1
OS01G0329000	Sb01g002490	59	59	1
OS01G0329300	Sb03g013310	58	63	1
OS01G0329300	Sb03g013330	47	65	1
OS01G0329400	Sb03g013340	91	91	1
OS01G0329800	Sb07g000670	50	49	1
OS01G0329900	Sb03g013350	68	70	1
OS01G0331100	Sb03g013400	40	57	1
OS01G0331900	Sb03g013410	88	88	1
OS01G0332100	Sb03g013420	91	91	1
OS01G0332200	Sb03g013450	66	71	1
OS01G0332500	Sb03g013460	59	72	1
OS01G0332800	Sb03g013470	72	72	1
OS01G0332900	Sb01g050370	62	31	1
OS01G0333600	Sb03g013500	55	55	1
OS01G0333600	Sb03g013520	47	56	1
OS01G0335600	Sb03g013500	58	19	1
OS01G0335600	Sb03g013520	56	22	1
OS01G0335700	Sb03g013510	56	56	1
OS01G0337500	Sb03g013530	88	88	1
OS01G0337600	Sb03g013535	77	77	1
OS01G0337900	Sb03g013540	87	87	1
OS01G0338100	Sb03g013580	84	73	1
OS01G0338200	Sb03g013600	71	73	1
OS01G0338600	Sb03g025470	76	77	1
OS01G0339500	Sb01g022100	12	11	1
OS01G0339600	Sb01g022090	74	47	1
OS01G0339900	Sb03g013630	84	85	1
OS01G0340100	Sb02g037430	30	25	1
OS01G0340100	Sb03g013650	33	30	1
OS01G0340600	Sb02g038790	35	27	1
OS01G0341000	Sb02g038790	30	38	1
OS01G0341200	Sb02g038790	34	45	1
OS01G0341300	Sb03g013670	41	42	1
OS01G0342500	Sb03g013680	45	56	1
OS01G0342800	Sb02g012360	81	81	1
OS01G0342900	Sb04g001460	73	74	1
OS01G0342900	Sb10g012080	70	72	1
OS01G0343200	Sb03g013682	14	41	0
OS01G0343200	Sb03g013687	19	48	0
OS01G0343300	Sb03g013700	76	79	1
OS01G0343400	Sb03g013750	32	13	1
OS01G0343500	Sb03g013720	57	23	1
OS01G0346250	Sb03g013740	44	47	1
OS01G0346600	Sb03g013750	29	14	1
OS01G0346700	Sb03g013760	73	77	1
OS01G0347000	Sb03g013770	82	82	1
OS01G0347100	Sb03g013780	71	48	1
