Gene stable ID	Hordeum vulgare gene stable ID	% identity	Hordeum vulgare % identity	Orthology confidence [0 low, 1 high]
OS01G0197700	MLOC_81291	68	69	1
OS01G0197900	MLOC_15787	21	28	1
OS01G0198000	MLOC_15787	27	54	1
OS01G0198100	MLOC_4043	6	6	1
OS01G0198200	MLOC_68238	83	86	1
OS01G0198500	MLOC_43327	22	57	1
OS01G0198900	MLOC_42935	27	64	1
OS01G0199400	MLOC_12095	45	89	1
OS01G0199400	MLOC_57218	27	31	1
OS01G0199700	MLOC_39891	37	47	1
OS01G0199900	MLOC_79761	41	79	1
OS01G0200000	MLOC_66486	89	89	1
OS01G0200300	MLOC_79063	75	47	1
OS01G0200400	MLOC_59869	85	82	1
OS01G0200500	MLOC_2180	41	80	1
OS01G0200700	MLOC_8169	66	66	1
OS01G0201100	MLOC_16769	59	66	1
OS01G0201200	MLOC_55241	66	72	1
OS01G0201250	MLOC_8256	33	77	1
OS01G0201400	MLOC_34538	48	55	0
OS01G0201700	MLOC_5375	67	39	1
OS01G0201800	MLOC_57556	43	36	1
OS01G0201800	MLOC_72568	42	38	1
OS01G0201900	MLOC_57556	46	34	1
OS01G0201900	MLOC_72568	46	37	1
OS01G0202500	MLOC_19814	67	68	1
OS01G0203000	MLOC_75068	59	83	0
OS01G0203300	MLOC_64317	67	62	1
OS01G0203800	MLOC_67743	77	75	1
OS01G0204000	MLOC_16296	47	67	1
OS01G0205100	MLOC_36628	83	82	1
OS01G0205300	MLOC_36460	52	54	1
OS01G0205500	MLOC_10588	90	91	0
OS01G0205700	MLOC_79033	84	83	0
OS01G0205900	MLOC_12809	74	75	1
OS01G0206300	MLOC_11691	76	76	1
OS01G0206700	MLOC_9827	85	69	1
OS01G0206800	MLOC_9826	70	71	1
OS01G0207200	MLOC_54189	76	78	1
OS01G0207300	MLOC_17699	91	38	0
OS01G0207300	MLOC_61720	92	34	0
OS01G0207300	MLOC_70893	91	38	0
OS01G0207400	MLOC_63070	74	32	1
OS01G0207600	MLOC_76269	50	56	0
OS01G0207700	MLOC_69951	58	39	1
OS01G0207900	MLOC_69951	59	58	1
OS01G0208000	MLOC_69951	2	1	1
OS01G0208400	MLOC_62446	70	71	1
OS01G0208600	MLOC_59332	62	64	1
OS01G0208700	MLOC_59333	82	83	1
OS01G0209000	MLOC_51169	89	86	1
OS01G0209400	MLOC_70075	79	76	1
OS01G0209500	MLOC_77266	62	7	0
OS01G0209800	MLOC_53817	76	65	1
OS01G0210300	MLOC_16481	21	94	1
OS01G0210400	MLOC_16483	47	77	1
OS01G0210500	MLOC_62162	86	84	1
OS01G0210600	MLOC_29490	24	61	0
OS01G0210600	MLOC_64088	70	72	0
OS01G0210700	MLOC_69969	56	56	1
OS01G0210800	MLOC_75157	51	15	1
OS01G0210900	MLOC_57804	58	77	1
OS01G0211000	MLOC_57804	55	76	1
OS01G0211200	MLOC_57804	61	80	1
OS01G0211600	MLOC_57804	57	57	1
OS01G0211800	MLOC_72368	61	65	0
OS01G0212400	MLOC_55325	80	81	1
OS01G0212500	MLOC_55324	22	66	1
OS01G0212700	MLOC_7401	43	30	1
OS01G0213300	MLOC_78404	13	29	1
OS01G0213400	MLOC_50479	41	45	1
OS01G0213400	MLOC_6006	42	46	1
OS01G0213800	MLOC_68285	49	63	0
OS01G0214200	MLOC_19185	81	80	1
OS01G0214300	MLOC_53153	70	23	1
OS01G0214400	MLOC_53399	75	49	1
OS01G0214600	MLOC_61496	62	58	1
OS01G0214800	MLOC_4589	61	87	1
OS01G0215000	MLOC_2425	64	68	1
OS01G0215100	MLOC_71797	75	43	0
OS01G0215700	MLOC_71836	76	78	1
OS01G0216000	MLOC_18865	64	61	1
OS01G0216000	MLOC_56589	63	63	1
OS01G0216000	MLOC_59894	60	61	1
OS01G0216300	MLOC_18865	66	62	1
OS01G0216300	MLOC_56589	66	64	1
OS01G0216300	MLOC_59894	63	63	1
OS01G0216400	MLOC_18865	67	62	1
OS01G0216400	MLOC_56589	65	62	1
OS01G0216400	MLOC_59894	64	63	1
OS01G0216500	MLOC_18865	71	65	1
OS01G0216500	MLOC_56589	69	65	1
OS01G0216500	MLOC_59894	66	64	1
OS01G0216900	MLOC_18865	60	60	1
OS01G0216900	MLOC_56589	57	59	1
OS01G0216900	MLOC_59894	56	60	1
OS01G0217400	MLOC_78955	34	15	1
OS01G0217500	MLOC_79367	35	67	1
OS01G0217800	MLOC_64391	39	83	0
OS01G0218032	MLOC_37397	4	0	1
OS01G0218100	MLOC_64390	58	61	1
OS01G0218200	MLOC_59831	65	89	0
OS01G0218700	MLOC_5405	29	74	1
OS01G0218800	MLOC_54032	73	79	1
OS01G0219000	MLOC_38817	21	78	1
OS01G0219100	MLOC_73727	67	79	1
OS01G0219200	MLOC_6314	31	55	1
OS01G0219300	MLOC_43626	48	61	1
OS01G0219600	MLOC_62754	65	67	1
OS01G0220100	MLOC_62754	67	69	1
OS01G0220200	MLOC_15385	69	39	0
OS01G0220300	MLOC_5379	79	76	1
OS01G0220500	MLOC_62646	29	30	1
OS01G0221100	MLOC_16230	71	80	1
OS01G0221300	MLOC_37816	46	50	1
OS01G0221400	MLOC_67155	70	63	1
OS01G0221700	MLOC_76733	31	71	0
OS01G0221900	MLOC_71981	60	18	1
OS01G0222300	MLOC_75541	68	26	1
OS01G0222500	MLOC_72577	57	83	1
OS01G0222700	MLOC_67613	84	83	1
OS01G0223000	MLOC_59782	57	57	0
OS01G0223200	MLOC_59782	65	65	0
OS01G0223300	MLOC_46889	15	35	0
OS01G0223600	MLOC_65924	42	48	1
OS01G0223900	MLOC_18429	66	65	1
OS01G0223900	MLOC_5530	66	69	1
OS01G0224000	MLOC_18429	68	66	1
OS01G0224000	MLOC_5530	71	73	1
OS01G0224100	MLOC_58641	61	66	1
OS01G0224200	MLOC_62155	65	64	1
OS01G0224400	MLOC_38935	2	4	1
OS01G0224500	MLOC_73581	70	70	1
OS01G0224700	MLOC_70576	68	67	1
OS01G0225000	MLOC_74725	63	84	1
OS01G0225100	MLOC_62339	48	25	1
OS01G0225200	MLOC_5432	51	26	1
OS01G0225300	MLOC_20184	77	61	1
OS01G0225400	MLOC_20185	89	35	1
OS01G0225600	MLOC_5174	81	81	1
OS01G0226200	MLOC_71824	52	73	1
OS01G0226300	MLOC_64350	90	79	1
OS01G0226400	MLOC_64351	86	86	1
OS01G0226500	MLOC_78172	40	59	1
OS01G0226600	MLOC_57012	66	71	1
OS01G0226700	MLOC_1529	78	54	1
OS01G0227100	MLOC_7670	87	88	1
OS01G0227200	MLOC_81942	28	70	1
OS01G0227400	MLOC_81146	66	62	1
OS01G0227500	MLOC_13167	65	69	1
OS01G0227700	MLOC_71543	68	71	0
OS01G0227800	MLOC_71543	64	67	0
OS01G0228300	MLOC_34722	84	85	1
OS01G0228400	MLOC_51513	69	70	1
OS01G0228600	MLOC_53473	58	57	0
OS01G0228800	MLOC_51335	59	55	1
OS01G0229000	MLOC_67317	45	26	1
OS01G0229100	MLOC_3678	88	87	1
OS01G0229200	MLOC_55025	76	75	1
OS01G0229300	MLOC_61582	48	38	1
OS01G0229700	MLOC_66470	20	20	1
OS01G0229800	MLOC_76936	71	30	1
OS01G0231000	MLOC_54255	73	78	1
OS01G0231500	MLOC_59822	40	58	1
OS01G0231700	MLOC_60125	78	78	1
OS01G0231800	MLOC_64414	54	24	1
OS01G0231900	MLOC_64414	64	58	1
OS01G0232000	MLOC_69640	76	76	1
OS01G0232100	MLOC_71267	69	71	1
OS01G0232200	MLOC_7698	40	86	1
OS01G0232300	MLOC_58975	72	26	1
OS01G0232700	MLOC_12224	87	87	1
OS01G0232800	MLOC_64742	85	73	1
OS01G0233000	MLOC_12553	79	56	1
OS01G0233800	MLOC_5338	69	61	0
OS01G0234100	MLOC_25058	23	35	1
OS01G0234200	MLOC_38181	51	24	0
OS01G0234700	MLOC_56248	32	79	1
OS01G0234800	MLOC_56249	91	61	0
OS01G0235100	MLOC_16980	55	55	1
OS01G0235200	MLOC_15079	62	71	0
OS01G0235300	MLOC_37695	85	85	1
OS01G0235350	MLOC_79106	48	60	1
OS01G0235400	MLOC_37901	51	38	1
OS01G0235700	MLOC_69470	78	78	1
OS01G0235800	MLOC_77458	76	50	1
OS01G0235900	MLOC_80690	39	79	1
OS01G0236300	MLOC_65945	74	68	1
OS01G0236400	MLOC_634	78	78	1
OS01G0236700	MLOC_66539	51	83	1
OS01G0236800	MLOC_13844	56	84	1
OS01G0237000	MLOC_31665	53	55	1
OS01G0237500	MLOC_18048	2	1	1
OS01G0237500	MLOC_51393	54	28	1
OS01G0237750	MLOC_18048	61	55	1
OS01G0237750	MLOC_51393	0	0	1
OS01G0238200	MLOC_39906	51	47	0
OS01G0238500	MLOC_73629	86	86	1
OS01G0238700	MLOC_16235	61	67	1
OS01G0238900	MLOC_65877	43	38	1
OS01G0239000	MLOC_65876	39	66	1
OS01G0239100	MLOC_13447	73	74	1
OS01G0239200	MLOC_74167	67	94	1
OS01G0239700	MLOC_70542	81	82	1
OS01G0240600	MLOC_36305	46	30	0
OS01G0240700	MLOC_36305	46	44	0
OS01G0241000	MLOC_68657	54	52	1
OS01G0241100	MLOC_68655	73	73	1
OS01G0241400	MLOC_2633	49	60	1
OS01G0241400	MLOC_71986	56	59	1
OS01G0242200	MLOC_78652	59	51	1
OS01G0242300	MLOC_66267	64	83	1
OS01G0242600	MLOC_67343	51	70	1
OS01G0243000	MLOC_5223	68	67	0
OS01G0243100	MLOC_36797	35	24	1
OS01G0243200	MLOC_54047	84	72	1
OS01G0243600	MLOC_81448	68	70	1
OS01G0243700	MLOC_10919	79	79	1
OS01G0244000	MLOC_76063	55	66	1
OS01G0244150	MLOC_4070	37	28	1
OS01G0244400	MLOC_4070	29	35	1
OS01G0245532	MLOC_4070	38	38	1
OS01G0246100	MLOC_34321	64	63	1
OS01G0246100	MLOC_57484	62	67	1
OS01G0246400	MLOC_19484	24	54	1
OS01G0246400	MLOC_25291	31	72	1
OS01G0246400	MLOC_25784	49	60	1
OS01G0246400	MLOC_26864	18	70	1
OS01G0246400	MLOC_31441	28	56	1
OS01G0246400	MLOC_47741	25	50	1
OS01G0246400	MLOC_55444	31	72	1
OS01G0246400	MLOC_60978	57	43	1
OS01G0246400	MLOC_78997	52	61	1
OS01G0246500	MLOC_57683	40	71	1
OS01G0246700	MLOC_68299	76	55	1
OS01G0247500	MLOC_12062	84	84	1
OS01G0247700	MLOC_12694	27	53	1
OS01G0247900	MLOC_71134	77	78	1
OS01G0248000	MLOC_6030	55	57	1
OS01G0248300	MLOC_74856	74	76	1
OS01G0248400	MLOC_51254	92	92	1
OS01G0248500	MLOC_74856	75	76	1
OS01G0248600	MLOC_24657	24	98	0
OS01G0248701	MLOC_5439	48	64	1
OS01G0248701	MLOC_74321	49	61	1
OS01G0248800	MLOC_74954	51	23	1
OS01G0248900	MLOC_81957	80	71	1
OS01G0249100	MLOC_61990	70	60	0
OS01G0249300	MLOC_38385	84	84	1
OS01G0249800	MLOC_32738	44	50	1
OS01G0249900	MLOC_76252	21	43	1
OS01G0250900	MLOC_16775	60	79	1
OS01G0251000	MLOC_13998	75	82	1
OS01G0251100	MLOC_68887	73	92	0
OS01G0251200	MLOC_61838	55	58	1
OS01G0252100	MLOC_52139	56	94	1
OS01G0252200	MLOC_52138	37	32	1
OS01G0252600	MLOC_49116	55	55	1
OS01G0252900	MLOC_10391	78	47	1
OS01G0253000	MLOC_15536	73	36	1
OS01G0253300	MLOC_70299	78	90	1
OS01G0253400	MLOC_70300	67	69	1
OS01G0253500	MLOC_45782	59	63	1
OS01G0253600	MLOC_45783	72	71	1
OS01G0253900	MLOC_78625	57	78	1
OS01G0254100	MLOC_67697	87	87	1
OS01G0254200	MLOC_14144	77	73	1
OS01G0254300	MLOC_71177	73	75	1
OS01G0254900	MLOC_53709	85	86	0
OS01G0255000	MLOC_78192	39	77	0
OS01G0255100	MLOC_78192	41	81	0
OS01G0256300	MLOC_44666	22	24	0
OS01G0256600	MLOC_57824	91	91	0
OS01G0256800	MLOC_10540	78	78	1
OS01G0256800	MLOC_12700	37	57	1
OS01G0256900	MLOC_61398	92	93	1
OS01G0257100	MLOC_61217	79	76	1
OS01G0257300	MLOC_68387	77	79	1
OS01G0257400	MLOC_65550	53	75	1
OS01G0258600	MLOC_17531	86	86	1
OS01G0258600	MLOC_8248	84	80	1
OS01G0258700	MLOC_60436	61	79	1
OS01G0259200	MLOC_12866	69	68	1
OS01G0259400	MLOC_57965	24	80	1
OS01G0259400	MLOC_57966	44	80	1
OS01G0259400	MLOC_66657	47	81	1
OS01G0259400	MLOC_66658	22	80	1
OS01G0259600	MLOC_18278	87	45	1
OS01G0259900	MLOC_74135	26	62	1
OS01G0260500	MLOC_64338	73	44	1
OS01G0260700	MLOC_51913	26	98	1
OS01G0260800	MLOC_71162	55	61	1
OS01G0260950	MLOC_54402	31	9	1
OS01G0261100	MLOC_68911	84	84	1
OS01G0261200	MLOC_6066	58	59	1
OS01G0261500	MLOC_70039	9	9	1
OS01G0262500	MLOC_12216	76	72	1
OS01G0262500	MLOC_60240	77	73	1
OS01G0262600	MLOC_12215	61	86	1
OS01G0262700	MLOC_16828	37	52	1
OS01G0262700	MLOC_74528	23	65	1
OS01G0263300	MLOC_39332	72	91	1
OS01G0263300	MLOC_56594	88	88	1
OS01G0263300	MLOC_73507	50	69	1
OS01G0263400	MLOC_56597	72	72	1
OS01G0263500	MLOC_56595	82	84	1
OS01G0263600	MLOC_81960	73	66	1
OS01G0264000	MLOC_56598	66	62	1
OS01G0264100	MLOC_13920	1	1	1
OS01G0264600	MLOC_73686	57	61	1
OS01G0264700	MLOC_7481	69	72	1
OS01G0265000	MLOC_63188	44	88	1
OS01G0265200	MLOC_63187	73	71	1
OS01G0265700	MLOC_12761	55	78	1
OS01G0265800	MLOC_46173	57	70	1
OS01G0265900	MLOC_74828	78	72	1
OS01G0266000	MLOC_69887	64	70	1
OS01G0266100	MLOC_59839	54	58	1
OS01G0266500	MLOC_16151	73	76	1
OS01G0266600	MLOC_28895	64	86	1
OS01G0266800	MLOC_14390	72	73	1
OS01G0267100	MLOC_60571	73	70	1
OS01G0267300	MLOC_38407	54	54	1
OS01G0267300	MLOC_56512	48	57	1
OS01G0267300	MLOC_57932	46	58	1
OS01G0267300	MLOC_9965	45	58	1
OS01G0267400	MLOC_61459	76	61	1
OS01G0267600	MLOC_37030	48	70	1
OS01G0267800	MLOC_58455	60	66	1
OS01G0267900	MLOC_58454	100	100	1
OS01G0268300	MLOC_12057	24	81	1
OS01G0268600	MLOC_13107	50	79	1
OS01G0268600	MLOC_822	24	57	1
OS01G0268700	MLOC_58328	41	62	1
OS01G0268800	MLOC_36380	84	84	1
OS01G0268900	MLOC_4324	76	73	1
OS01G0269000	MLOC_2078	73	75	1
OS01G0269100	MLOC_10591	73	42	1
OS01G0269800	MLOC_81296	49	41	0
OS01G0269900	MLOC_64804	86	86	1
OS01G0270100	MLOC_77133	77	79	1
OS01G0270300	MLOC_10261	72	69	0
OS01G0270700	MLOC_56106	64	69	1
OS01G0271000	MLOC_61626	76	75	1
OS01G0271200	MLOC_61627	86	86	1
OS01G0271200	MLOC_6843	87	86	1
OS01G0271400	MLOC_64141	65	69	1
OS01G0271500	MLOC_14395	72	89	1
OS01G0271700	MLOC_10705	68	84	1
OS01G0272600	MLOC_67912	83	78	1
OS01G0272800	MLOC_52825	78	38	1
OS01G0273100	MLOC_56933	70	70	1
OS01G0273300	MLOC_70493	62	63	1
OS01G0273500	MLOC_75825	65	57	1
OS01G0273800	MLOC_46161	60	59	0
OS01G0273900	MLOC_32730	5	5	1
OS01G0273900	MLOC_35134	2	5	1
OS01G0274100	MLOC_46161	50	51	0
OS01G0274500	MLOC_6637	76	73	1
OS01G0274800	MLOC_71066	63	51	0
OS01G0275900	MLOC_5065	70	69	1
OS01G0275950	MLOC_5065	9	5	1
OS01G0276000	MLOC_14971	89	58	0
OS01G0276100	MLOC_16373	53	99	1
OS01G0276100	MLOC_20759	90	91	1
OS01G0276300	MLOC_59292	56	32	1
OS01G0276400	MLOC_68196	77	69	1
OS01G0276500	MLOC_21279	76	79	1
OS01G0276600	MLOC_63940	41	36	1
OS01G0276700	MLOC_63939	90	90	1
OS01G0276800	MLOC_61053	68	79	1
OS01G0276900	MLOC_16432	43	47	1
OS01G0277500	MLOC_79421	51	60	1
OS01G0277600	MLOC_79423	82	83	1
OS01G0277700	MLOC_834	71	84	1
OS01G0278000	MLOC_55699	47	45	1
OS01G0278200	MLOC_54154	0	0	0
OS01G0278900	MLOC_67764	65	62	1
OS01G0278950	MLOC_71931	73	79	1
OS01G0279000	MLOC_11389	65	63	1
OS01G0279100	MLOC_49468	41	81	1
OS01G0279200	MLOC_69832	98	98	1
OS01G0279300	MLOC_27889	74	98	1
OS01G0279400	MLOC_61831	84	85	1
OS01G0279700	MLOC_1518	24	52	0
OS01G0279900	MLOC_55212	29	97	1
OS01G0280000	MLOC_40022	32	65	1
OS01G0280000	MLOC_59302	32	66	1
OS01G0280400	MLOC_34067	71	71	1
OS01G0281000	MLOC_20418	69	83	1
OS01G0281100	MLOC_13672	50	48	1
OS01G0281200	MLOC_38090	59	60	1
OS01G0281400	MLOC_54627	91	88	1
OS01G0281400	MLOC_7183	93	93	1
OS01G0283000	MLOC_5669	50	77	1
OS01G0283100	MLOC_7441	55	65	1
OS01G0284300	MLOC_58682	19	58	0
OS01G0284500	MLOC_3528	82	83	1
OS01G0284500	MLOC_60447	89	89	1
OS01G0284500	MLOC_73808	87	87	1
OS01G0284900	MLOC_70845	55	63	1
OS01G0286000	MLOC_66962	43	71	1
OS01G0286600	MLOC_81101	36	94	1
OS01G0287600	MLOC_69218	74	72	1
OS01G0288800	MLOC_71092	52	56	1
OS01G0289100	MLOC_71092	51	56	1
OS01G0290000	MLOC_64394	82	80	1
OS01G0290100	MLOC_8413	82	83	1
OS01G0292900	MLOC_34539	66	68	1
OS01G0293000	MLOC_80387	94	94	1
OS01G0293100	MLOC_71056	64	58	1
OS01G0293200	MLOC_30847	53	78	1
OS01G0294700	MLOC_61102	74	74	1
OS01G0295700	MLOC_12326	81	81	1
OS01G0295900	MLOC_69901	58	25	0
OS01G0296000	MLOC_16783	41	19	1
OS01G0296000	MLOC_73710	55	24	1
OS01G0296200	MLOC_53562	86	48	1
OS01G0296700	MLOC_42865	82	66	1
OS01G0297200	MLOC_70521	32	53	0
OS01G0297700	MLOC_38601	46	64	1
OS01G0298400	MLOC_66662	56	55	1
OS01G0299300	MLOC_37813	56	64	1
OS01G0299400	MLOC_16284	69	71	1
OS01G0300200	MLOC_66461	60	96	0
OS01G0300200	MLOC_67077	61	96	0
OS01G0300600	MLOC_58055	25	12	1
OS01G0300900	MLOC_76295	72	76	1
OS01G0301000	MLOC_54283	62	79	1
OS01G0301500	MLOC_54283	43	51	1
OS01G0301700	MLOC_75813	49	60	1
OS01G0303000	MLOC_65860	66	64	1
OS01G0303200	MLOC_72694	68	80	1
OS01G0303300	MLOC_10408	84	83	1
OS01G0304000	MLOC_38754	85	85	1
OS01G0304100	MLOC_5064	84	70	1
OS01G0304300	MLOC_12494	74	83	1
OS01G0304400	MLOC_17732	57	59	1
OS01G0305900	MLOC_57220	38	36	0
OS01G0306200	MLOC_2995	51	57	1
OS01G0306800	MLOC_71559	69	74	1
OS01G0307686	MLOC_3492	13	13	0
OS01G0309800	MLOC_74403	55	60	1
OS01G0309900	MLOC_4415	46	86	0
OS01G0310500	MLOC_7269	43	42	0
OS01G0311100	MLOC_23887	41	46	1
OS01G0311100	MLOC_7181	41	46	1
OS01G0311500	MLOC_51888	80	80	1
OS01G0311600	MLOC_39160	58	58	1
OS01G0311700	MLOC_39957	56	57	1
OS01G0311800	MLOC_65390	82	83	1
OS01G0312500	MLOC_54267	79	60	1
OS01G0312800	MLOC_63903	83	84	1
OS01G0314000	MLOC_67909	34	37	1
OS01G0314100	MLOC_55450	54	81	1
OS01G0314300	MLOC_4005	93	93	1
OS01G0314800	MLOC_14622	66	68	1
OS01G0315600	MLOC_13633	34	17	1
OS01G0315700	MLOC_13633	67	28	1
OS01G0315800	MLOC_75026	10	74	0
OS01G0316100	MLOC_64633	60	67	0
OS01G0316100	MLOC_77257	58	66	0
OS01G0316500	MLOC_77059	67	72	0
OS01G0316600	MLOC_6125	38	18	1
OS01G0316900	MLOC_17343	48	19	1
OS01G0317800	MLOC_70988	85	84	1
OS01G0318000	MLOC_70988	62	31	1
OS01G0318400	MLOC_52900	45	13	1
OS01G0318700	MLOC_56651	76	69	0
OS01G0319000	MLOC_26912	71	65	1
OS01G0321300	MLOC_64060	39	96	1
OS01G0321700	MLOC_55497	64	80	1
OS01G0321800	MLOC_15928	42	60	1
OS01G0322300	MLOC_75794	39	16	0
OS01G0322800	MLOC_44643	67	94	1
OS01G0323000	MLOC_6376	68	88	1
OS01G0323100	MLOC_12117	83	84	1
OS01G0323300	MLOC_75139	25	61	1
OS01G0323600	MLOC_17699	94	94	0
OS01G0323600	MLOC_61720	94	84	0
OS01G0323600	MLOC_70893	94	94	0
OS01G0326000	MLOC_57121	61	62	0
OS01G0326300	MLOC_64188	23	63	1
OS01G0327400	MLOC_61017	69	68	0
OS01G0327600	MLOC_21463	73	79	1
OS01G0328500	MLOC_34663	68	72	1
OS01G0328600	MLOC_45667	1	3	0
OS01G0328700	MLOC_10877	76	91	0
OS01G0328900	MLOC_57943	79	81	1
OS01G0329000	MLOC_76224	23	46	1
OS01G0329400	MLOC_65478	88	86	1
OS01G0329800	MLOC_71854	48	55	1
OS01G0329900	MLOC_35847	36	75	1
OS01G0330100	MLOC_37081	23	40	0
OS01G0330200	MLOC_3692	49	49	0
OS01G0330200	MLOC_68042	49	48	0
OS01G0331100	MLOC_17388	37	55	1
OS01G0332100	MLOC_53544	15	95	1
OS01G0332100	MLOC_65607	47	82	1
OS01G0332500	MLOC_11531	61	63	1
OS01G0333600	MLOC_75915	29	26	0
OS01G0335600	MLOC_75915	28	8	0
OS01G0335700	MLOC_73623	57	54	0
OS01G0337500	MLOC_39134	88	87	1
OS01G0337600	MLOC_55189	37	76	1
OS01G0338100	MLOC_10613	49	85	1
OS01G0338200	MLOC_43742	48	66	1
OS01G0338600	MLOC_70467	68	90	1
OS01G0339600	MLOC_53736	76	48	1
OS01G0340100	MLOC_51457	9	16	1
OS01G0340100	MLOC_66440	28	27	1
OS01G0340600	MLOC_16016	32	29	1
OS01G0340600	MLOC_34727	39	32	1
OS01G0340600	MLOC_62531	41	22	1
OS01G0341000	MLOC_16016	22	31	1
OS01G0341000	MLOC_34727	34	44	1
OS01G0341000	MLOC_62531	42	35	1
OS01G0341200	MLOC_16016	26	39	1
OS01G0341200	MLOC_34727	36	49	1
OS01G0341200	MLOC_62531	41	37	1
OS01G0342750	MLOC_43902	66	50	0
OS01G0342800	MLOC_48393	85	85	1
OS01G0342900	MLOC_33843	45	80	1
OS01G0343400	MLOC_36575	18	8	1
OS01G0343400	MLOC_65890	20	9	1
OS01G0343400	MLOC_70041	25	9	1
OS01G0343500	MLOC_65988	23	14	1
OS01G0346250	MLOC_14077	33	35	1
OS01G0346250	MLOC_64423	35	36	1
OS01G0346250	MLOC_68221	37	34	1
OS01G0346600	MLOC_36575	16	9	1
OS01G0346600	MLOC_65890	16	9	1
OS01G0346600	MLOC_70041	18	8	1
OS01G0347100	MLOC_52652	66	48	1
OS01G0347200	MLOC_55281	18	17	0
OS01G0347600	MLOC_3692	54	52	0
OS01G0347600	MLOC_68042	53	51	0
OS01G0349400	MLOC_80689	90	90	0
OS01G0349800	MLOC_12151	36	46	0
OS01G0349800	MLOC_13649	29	41	0
OS01G0349800	MLOC_38649	46	46	0
OS01G0350000	MLOC_73851	59	58	1
OS01G0350500	MLOC_77128	28	24	0
OS01G0351100	MLOC_32589	73	80	1
OS01G0351200	MLOC_32589	45	87	1
OS01G0351300	MLOC_662	91	91	0
OS01G0351800	MLOC_56587	69	63	1
OS01G0352100	MLOC_56587	62	59	1
OS01G0353400	MLOC_70842	65	64	1
OS01G0354200	MLOC_60643	83	72	1
OS01G0354700	MLOC_61089	50	65	1
OS01G0355600	MLOC_54934	79	52	0
OS01G0355800	MLOC_64786	40	41	0
OS01G0355900	MLOC_3742	62	64	1
OS01G0356400	MLOC_76562	66	80	1
OS01G0356500	MLOC_34494	58	90	1
OS01G0356800	MLOC_65750	5	21	1
OS01G0357100	MLOC_43860	71	83	0
OS01G0357200	MLOC_18185	51	71	1
OS01G0357800	MLOC_6653	69	70	1
OS01G0357900	MLOC_10564	61	70	1
OS01G0358100	MLOC_10564	59	68	1
OS01G0358300	MLOC_69486	42	88	1
OS01G0358700	MLOC_13234	60	39	1
OS01G0358700	MLOC_15372	27	23	1
OS01G0358700	MLOC_19284	45	17	1
OS01G0358700	MLOC_3117	41	16	1
OS01G0358700	MLOC_34514	62	24	1
OS01G0358700	MLOC_37717	33	13	1
OS01G0358700	MLOC_66596	64	24	1
OS01G0358700	MLOC_66610	63	22	1
OS01G0358700	MLOC_68128	42	15	1
OS01G0358700	MLOC_73482	61	23	1
OS01G0359400	MLOC_13234	61	39	1
OS01G0359400	MLOC_15372	27	23	1
OS01G0359400	MLOC_19284	46	17	1
OS01G0359400	MLOC_3117	41	15	1
OS01G0359400	MLOC_34514	62	23	1
OS01G0359400	MLOC_37717	34	13	1
OS01G0359400	MLOC_66596	65	24	1
OS01G0359400	MLOC_66610	65	22	1
OS01G0359400	MLOC_68128	44	15	1
OS01G0359400	MLOC_73482	61	22	1
OS01G0359600	MLOC_58039	69	69	1
OS01G0360200	MLOC_5021	80	86	1
OS01G0360200	MLOC_81745	85	84	1
OS01G0360600	MLOC_61360	34	72	1
OS01G0361500	MLOC_44726	68	67	1
OS01G0361700	MLOC_37652	52	4	0
OS01G0361700	MLOC_57168	58	8	0
OS01G0362000	MLOC_65009	79	96	0
OS01G0362100	MLOC_20879	45	85	1
OS01G0363300	MLOC_34159	60	65	1
OS01G0363600	MLOC_68609	66	45	1
OS01G0363900	MLOC_19934	31	78	1
OS01G0364100	MLOC_17312	36	67	0
OS01G0364800	MLOC_17312	62	67	0
OS01G0365000	MLOC_11165	9	25	0
OS01G0365000	MLOC_34006	9	25	0
OS01G0365000	MLOC_38564	15	29	0
OS01G0365300	MLOC_16261	17	20	1
OS01G0365300	MLOC_16642	37	27	1
OS01G0366300	MLOC_11441	44	78	1
OS01G0366300	MLOC_55175	44	76	1
OS01G0366300	MLOC_56446	43	67	1
OS01G0366300	MLOC_63853	67	65	1
OS01G0367100	MLOC_58616	77	78	0
OS01G0367300	MLOC_72883	56	58	1
OS01G0367400	MLOC_25701	36	56	0
OS01G0367700	MLOC_74457	58	80	0
OS01G0367700	MLOC_80567	46	82	0
OS01G0367900	MLOC_4555	70	82	1
OS01G0368900	MLOC_10183	81	81	1
OS01G0368900	MLOC_23367	83	83	1
OS01G0368900	MLOC_58789	79	79	1
OS01G0368900	MLOC_58790	86	86	1
OS01G0369000	MLOC_76365	96	96	1
OS01G0369500	MLOC_55428	45	56	1
OS01G0369700	MLOC_70842	75	82	1
OS01G0369900	MLOC_61612	44	21	1
OS01G0370200	MLOC_10431	72	72	0
OS01G0370600	MLOC_18718	65	24	1
OS01G0370900	MLOC_18718	48	55	1
OS01G0371200	MLOC_18718	83	83	1
OS01G0371500	MLOC_65034	69	69	1
OS01G0372400	MLOC_13583	65	66	1
OS01G0372700	MLOC_38768	83	89	0
OS01G0373500	MLOC_54244	38	76	1
OS01G0374200	MLOC_69803	71	83	1
OS01G0374600	MLOC_52260	67	65	1
OS01G0374900	MLOC_73319	67	70	1
OS01G0375000	MLOC_56743	76	76	1
OS01G0375100	MLOC_15442	65	58	1
