Gene stable ID	Arabidopsis lyrata gene stable ID	% identity	Arabidopsis lyrata % identity	Orthology confidence [0 low, 1 high]
OS01G0167900	fgenesh2_kg.8__1760__AT5G58320.1	27	22	1
OS01G0168100	fgenesh2_kg.4__1022__AT2G30500.1	28	33	1
OS01G0168100	fgenesh2_kg.8__1760__AT5G58320.1	27	31	1
OS01G0168200	fgenesh1_pm.C_scaffold_4001824	47	40	1
OS01G0168200	scaffold_300978.1	65	60	1
OS01G0168200	scaffold_502788.1	34	38	1
OS01G0168300	scaffold_402877.1	52	53	1
OS01G0168300	scaffold_502789.1	54	47	1
OS01G0168500	Al_scaffold_0004_2312	54	58	1
OS01G0168500	fgenesh1_pm.C_scaffold_4001826	59	61	1
OS01G0168500	fgenesh2_kg.5__2078__AT3G56440.1	57	61	1
OS01G0168800	Al_scaffold_0006_2059	33	37	0
OS01G0168800	fgenesh2_kg.7__800__AT4G33180.1	34	37	0
OS01G0169400	fgenesh2_kg.5__545__AT3G27650.1	35	57	1
OS01G0169400	scaffold_802995.1	42	57	1
OS01G0169500	fgenesh2_kg.5__547__AT3G27670.1	37	37	1
OS01G0169800	fgenesh1_pg.C_scaffold_1002142	46	26	1
OS01G0169800	fgenesh2_kg.2__1312__AT1G70560.1	44	24	1
OS01G0169900	Al_scaffold_0006_1356	26	34	1
OS01G0169900	fgenesh2_kg.3__60__AT3G01560.1	31	38	1
OS01G0170000	fgenesh2_kg.7__3382__AT5G40390.1	62	27	1
OS01G0170100	fgenesh2_kg.7__690__AT4G34140.1	43	27	1
OS01G0170500	scaffold_801420.1	60	60	1
OS01G0170800	scaffold_201349.1	35	25	1
OS01G0171000	fgenesh2_kg.2__382__AT1G60800.1	68	68	1
OS01G0171800	fgenesh2_kg.2__1304__AT1G70505.1	31	32	1
OS01G0171800	scaffold_101138.1	47	50	1
OS01G0171800	scaffold_500735.1	38	40	1
OS01G0171800	scaffold_802978.1	49	48	1
OS01G0172000	scaffold_403751.1	63	19	0
OS01G0172100	fgenesh2_kg.3__61__AT3G01550.1	48	49	1
OS01G0172200	fgenesh2_kg.3__63__AT3G01540.2	49	60	1
OS01G0172200	scaffold_601485.1	51	54	1
OS01G0172300	fgenesh2_kg.1__1686__AT1G15350.3	25	44	1
OS01G0172300	fgenesh2_kg.3__1731__AT3G15770.1	31	36	1
OS01G0172400	Al_scaffold_0001_4681	78	78	0
OS01G0172400	fgenesh2_kg.3__1730__AT3G15730.1	78	79	0
OS01G0172600	Al_scaffold_0004_2765	68	48	1
OS01G0172800	Al_scaffold_0008_2727	25	21	1
OS01G0172800	fgenesh2_kg.4__2284__AT2G41475.1	36	39	1
OS01G0172800	fgenesh2_kg.6__676__AT5G07190.1	26	23	1
OS01G0172800	fgenesh2_kg.8__2213__AT5G62200.1	31	32	1
OS01G0172900	Al_scaffold_0007_857	14	13	1
OS01G0172900	Al_scaffold_0007_858	22	15	1
OS01G0172900	Al_scaffold_0007_859	15	14	1
OS01G0172900	Al_scaffold_0008_443	21	18	1
OS01G0172900	fgenesh1_pm.C_scaffold_6001370	30	21	1
OS01G0172900	fgenesh1_pm.C_scaffold_6002170	31	22	1
OS01G0172900	fgenesh2_kg.3__1729__AT3G15720.1	27	17	1
OS01G0172900	scaffold_700547.1	28	21	1
OS01G0172900	scaffold_800484.1	26	20	1
OS01G0173000	fgenesh2_kg.1__4339__AT1G52590.1	44	47	1
OS01G0173100	fgenesh2_kg.1__3085__AT1G29250.1	68	79	1
OS01G0173100	fgenesh2_kg.4__1419__AT2G34160.1	66	78	1
OS01G0173600	fgenesh1_pm.C_scaffold_2001978	42	56	1
OS01G0173600	scaffold_101723.1	42	52	1
OS01G0173900	Al_scaffold_0003_1332	54	56	1
OS01G0173900	Al_scaffold_0003_1333	56	57	1
OS01G0173900	fgenesh2_kg.3__1383__AT3G13080.1	61	61	1
OS01G0173900	scaffold_202056.1	44	65	1
OS01G0174000	scaffold_601144.1	24	50	1
OS01G0174100	fgenesh1_pg.C_scaffold_6001698	31	19	1
OS01G0174100	fgenesh2_kg.1__1694__AT1G15400.2	31	24	1
OS01G0174100	scaffold_203050.1	33	27	1
OS01G0174300	scaffold_602105.1	69	65	1
OS01G0174500	fgenesh2_kg.7__1700__AT4G25600.1	37	39	1
OS01G0174700	fgenesh2_kg.4__596__AT2G26700.1	56	53	1
OS01G0174900	fgenesh2_kg.3__1721__AT3G15660.2	42	46	1
OS01G0175000	Al_scaffold_0001_4263	25	34	0
OS01G0175000	Al_scaffold_0001_4670	31	35	0
OS01G0175000	Al_scaffold_0001_4695	35	40	0
OS01G0175000	Al_scaffold_0003_2843	30	61	0
OS01G0175000	fgenesh2_kg.1__3872__AT1G47786.1	25	35	0
OS01G0175000	fgenesh2_kg.1__4350__AT1G52695.1	34	38	0
OS01G0175000	fgenesh2_kg.1__4351__AT1G52700.1	60	55	0
OS01G0175000	scaffold_105077.1	33	38	0
OS01G0175000	scaffold_105078.1	30	42	0
OS01G0175000	scaffold_301835.1	64	64	0
OS01G0175000	scaffold_602103.1	67	68	0
OS01G0175100	fgenesh2_kg.3__1716__AT3G15630.1	28	36	1
OS01G0175100	scaffold_105083.1	28	32	1
OS01G0175600	Al_scaffold_0007_844	63	61	0
OS01G0175600	fgenesh1_pg.C_scaffold_1001397	64	63	0
OS01G0175600	fgenesh1_pm.C_scaffold_2001449	53	57	0
OS01G0175600	fgenesh1_pm.C_scaffold_6002032	57	60	0
OS01G0175700	Al_scaffold_0007_844	63	61	0
OS01G0175700	fgenesh1_pg.C_scaffold_1001397	64	63	0
OS01G0175700	fgenesh1_pm.C_scaffold_2001449	53	57	0
OS01G0175700	fgenesh1_pm.C_scaffold_6002032	57	59	0
OS01G0176400	fgenesh2_kg.1__4357__AT1G52770.1	40	17	1
OS01G0176400	scaffold_301823.1	44	19	1
OS01G0176500	Al_scaffold_0003_1626	37	42	0
OS01G0176700	scaffold_500333.1	33	37	1
OS01G0176800	scaffold_105089.1	40	41	0
OS01G0177100	fgenesh2_kg.7__897__AT4G32551.1	60	57	0
OS01G0177200	fgenesh2_kg.3__2290__AT3G20630.1	70	70	0
OS01G0177400	Al_scaffold_0002_2761	36	37	1
OS01G0177400	fgenesh1_pg.C_scaffold_7001785	33	35	1
OS01G0177400	fgenesh1_pm.C_scaffold_2001960	33	34	1
OS01G0177400	fgenesh2_kg.1__1710__AT1G15550.1	37	39	1
OS01G0177400	scaffold_103200001.1	12	29	1
OS01G0177900	fgenesh2_kg.4__626__AT2G26910.1	70	18	1
OS01G0178000	scaffold_203032.1	66	66	0
OS01G0178100	fgenesh2_kg.6__2025__AT5G19950.2	42	40	1
OS01G0178200	fgenesh2_kg.6__2022__AT5G19930.1	52	60	1
OS01G0178400	fgenesh2_kg.6__2543__AT5G25510.1	53	22	1
OS01G0178700	fgenesh1_pm.C_scaffold_2001953	42	45	1
OS01G0178700	fgenesh1_pm.C_scaffold_7000700	48	42	1
OS01G0179200	fgenesh2_kg.4__501__AT3G24350.1	60	61	1
OS01G0179200	scaffold_302985.1	61	61	1
OS01G0179300	scaffold_400722.1	49	51	1
OS01G0179400	scaffold_400713.1	22	82	0
OS01G0179400	scaffold_400714.1	18	59	0
OS01G0179400	scaffold_400720.1	68	33	0
OS01G0179500	fgenesh1_pm.C_scaffold_7000698	28	19	0
OS01G0179600	fgenesh2_kg.7__2760__AT4G15550.1	40	41	1
OS01G0179600	scaffold_100533.1	31	33	1
OS01G0179600	scaffold_100538.1	33	34	1
OS01G0179600	scaffold_703230.1	32	35	1
OS01G0179700	scaffold_100013.1	90	90	1
OS01G0179700	scaffold_604311.1	91	91	1
OS01G0179800	fgenesh2_kg.3__2656__AT3G24460.1	52	54	1
OS01G0179800	fgenesh2_kg.9__15__AT4G13345.1	54	57	1
OS01G0180000	fgenesh1_pm.C_scaffold_1001011	44	40	1
OS01G0180000	fgenesh2_kg.2__229__AT1G62440.1	48	35	1
OS01G0180400	fgenesh2_kg.4__482__AT2G25690.1	29	17	1
OS01G0180400	fgenesh2_kg.6__1116__AT5G11460.1	32	17	1
OS01G0180600	fgenesh2_kg.3__2659__AT3G24495.1	43	47	1
OS01G0180700	fgenesh2_kg.6__2552__AT5G25580.1	27	35	1
OS01G0180800	fgenesh2_kg.2__2401__AT1G79920.2	58	67	1
OS01G0180800	scaffold_203079.1	72	73	1
OS01G0182200	fgenesh1_pm.C_scaffold_6001464	48	49	1
OS01G0182200	fgenesh2_kg.3__370__AT3G04090.1	50	52	1
OS01G0182400	fgenesh2_kg.7__147__AT4G39380.1	17	16	1
OS01G0182600	scaffold_102583.1	69	68	1
OS01G0182700	fgenesh2_kg.7__152__AT4G39410.1	38	35	0
OS01G0182832	Al_scaffold_0007_135	26	22	1
OS01G0182832	fgenesh2_kg.7__154__AT4G39430.1	0	0	1
OS01G0182832	fgenesh2_kg.7__156__AT4G39450.1	9	4	1
OS01G0182900	Al_scaffold_0007_135	1	0	1
OS01G0182900	fgenesh2_kg.7__154__AT4G39430.1	0	0	1
OS01G0182900	fgenesh2_kg.7__156__AT4G39450.1	70	15	1
OS01G0183000	scaffold_202374.1	56	59	1
OS01G0183100	fgenesh2_kg.3__1089__AT3G10530.1	60	60	1
OS01G0183300	fgenesh1_pg.C_scaffold_6002637	46	47	1
OS01G0183300	fgenesh1_pm.C_scaffold_2001172	46	42	1
OS01G0183300	fgenesh2_kg.1__3518__AT1G34120.2	43	45	1
OS01G0183400	scaffold_800743.1	22	40	1
OS01G0183500	Al_scaffold_0002_987	36	19	0
OS01G0183500	fgenesh1_pg.C_scaffold_2000780	36	27	0
OS01G0183500	fgenesh1_pg.C_scaffold_7000117	32	6	0
OS01G0183500	fgenesh1_pm.C_scaffold_8000909	32	12	0
OS01G0183500	fgenesh2_kg.1__4813__AT1G57750.1	33	13	0
OS01G0183500	fgenesh2_kg.2__721__AT1G65340.1	27	11	0
OS01G0183500	fgenesh2_kg.4__250__AT2G23180.1	35	13	0
OS01G0183500	fgenesh2_kg.7__161__AT4G39510.1	34	13	0
OS01G0183500	fgenesh2_kg.7__950__AT4G32170.1	33	12	0
OS01G0183500	fgenesh2_kg.8__1118__AT5G52320.1	32	12	0
OS01G0183500	scaffold_104351.1	38	14	0
OS01G0183500	scaffold_104352.1	37	13	0
OS01G0183500	scaffold_201078.1	36	33	0
OS01G0183500	scaffold_31100001.1	32	12	0
OS01G0183500	scaffold_400120.1	37	14	0
OS01G0183500	scaffold_700153.1	39	14	0
OS01G0183500	scaffold_700154.1	38	14	0
OS01G0183500	scaffold_704175.1	31	11	0
OS01G0183600	Al_scaffold_0002_987	28	41	0
OS01G0183600	fgenesh1_pg.C_scaffold_2000780	23	45	0
OS01G0183600	fgenesh1_pg.C_scaffold_7000117	37	19	0
OS01G0183600	fgenesh1_pm.C_scaffold_8000909	34	35	0
OS01G0183600	fgenesh2_kg.1__4813__AT1G57750.1	40	41	0
OS01G0183600	fgenesh2_kg.2__721__AT1G65340.1	33	37	0
OS01G0183600	fgenesh2_kg.4__250__AT2G23180.1	41	40	0
OS01G0183600	fgenesh2_kg.7__161__AT4G39510.1	37	37	0
OS01G0183600	fgenesh2_kg.7__950__AT4G32170.1	36	36	0
OS01G0183600	fgenesh2_kg.8__1118__AT5G52320.1	39	40	0
OS01G0183600	scaffold_104351.1	38	37	0
OS01G0183600	scaffold_104352.1	37	36	0
OS01G0183600	scaffold_201078.1	19	45	0
OS01G0183600	scaffold_31100001.1	36	35	0
OS01G0183600	scaffold_400120.1	39	39	0
OS01G0183600	scaffold_700153.1	40	40	0
OS01G0183600	scaffold_700154.1	42	41	0
OS01G0183600	scaffold_704175.1	35	33	0
OS01G0183633	fgenesh2_kg.1__4507__AT1G54217.1	47	50	1
OS01G0183633	fgenesh2_kg.8__1615__AT5G57060.1	39	31	1
OS01G0183633	scaffold_701699.1	41	34	1
OS01G0184000	fgenesh2_kg.6__1065__AT5G11010.2	48	49	1
OS01G0184100	fgenesh2_kg.6__1178__AT5G12020.1	60	65	1
OS01G0184100	fgenesh2_kg.6__1179__AT5G12030.1	58	63	1
OS01G0184500	scaffold_603297.1	59	60	0
OS01G0184800	fgenesh2_kg.6__1392__AT5G14240.1	68	67	1
OS01G0184900	scaffold_500854.1	66	66	1
OS01G0185100	scaffold_102812.1	38	25	1
OS01G0185100	scaffold_500201.1	37	26	1
OS01G0185200	Al_scaffold_0002_1483	58	64	1
OS01G0185200	Al_scaffold_0006_1899	65	66	1
OS01G0185200	fgenesh2_kg.1__2794__AT1G25350.1	71	72	1
OS01G0185500	Al_scaffold_0007_3714	45	45	1
OS01G0185500	fgenesh2_kg.6__1487__AT5G15120.1	43	42	1
OS01G0185900	fgenesh1_pg.C_scaffold_1001709	31	33	1
OS01G0185900	fgenesh1_pg.C_scaffold_2001315	25	33	1
OS01G0185900	scaffold_601540.1	36	33	1
OS01G0186000	fgenesh2_kg.8__2513__AT5G64810.1	31	31	1
OS01G0186200	fgenesh2_kg.5__168__AT2G02710.2	48	49	1
OS01G0186700	fgenesh1_pg.C_scaffold_3003019	65	67	1
OS01G0186700	scaffold_700855.1	72	75	1
OS01G0187400	fgenesh1_pm.C_scaffold_7000667	60	61	0
OS01G0187400	scaffold_601193.1	63	64	0
OS01G0187600	Al_scaffold_0007_1141	42	19	1
OS01G0187600	Al_scaffold_0008_1407	10	6	1
OS01G0187600	fgenesh1_pg.C_scaffold_52000005	25	23	1
OS01G0187600	fgenesh2_kg.3__3223__AT2G19500.1	39	18	1
OS01G0187600	scaffold_802256.1	40	18	1
OS01G0187900	fgenesh2_kg.3__1788__AT3G16350.1	48	45	1
OS01G0188100	fgenesh1_pg.C_scaffold_132000003	41	53	1
OS01G0188100	fgenesh2_kg.1__3615__AT1G35190.1	63	64	1
OS01G0188100	fgenesh2_kg.5__1012__AT3G46490.1	56	56	1
OS01G0188100	fgenesh2_kg.5__1013__AT3G46500.1	44	58	1
OS01G0188100	scaffold_501541.1	23	47	1
OS01G0188100	scaffold_501542.1	37	48	1
OS01G0188200	fgenesh1_pg.C_scaffold_7001912	27	7	1
OS01G0188400	fgenesh2_kg.6__1139__AT5G11670.1	69	75	0
OS01G0188400	fgenesh2_kg.6__2574__AT5G25880.1	44	68	0
OS01G0188400	scaffold_203099.1	73	72	0
OS01G0188400	scaffold_303858.1	69	76	0
OS01G0190000	Al_scaffold_0003_2289	66	57	1
OS01G0190300	scaffold_104979.1	42	37	1
OS01G0190300	scaffold_301933.1	42	37	1
OS01G0190500	fgenesh1_pm.C_scaffold_1003326	28	37	0
OS01G0190500	fgenesh2_kg.3__1811__AT3G16490.1	34	40	0
OS01G0190500	fgenesh2_kg.7__1276__AT4G29150.1	29	36	0
OS01G0191000	fgenesh2_kg.6__3211__AT4G04190.1	63	59	1
OS01G0191100	Al_scaffold_0004_1217	62	63	1
OS01G0191100	Al_scaffold_0004_1218	62	62	1
OS01G0191100	Al_scaffold_0004_1219	56	65	1
OS01G0191100	fgenesh2_kg.352__1__AT3G28500.1	56	55	1
OS01G0191100	fgenesh2_kg.5__617__AT3G28500.1	56	55	1
OS01G0191100	fgenesh2_kg.5__862__AT3G44590.1	62	64	1
OS01G0191100	fgenesh2_kg.7__3414__AT5G40040.1	53	53	1
OS01G0191150	fgenesh2_kg.3__3194__AT2G19760.1	45	20	0
OS01G0191150	scaffold_701315.1	47	21	0
OS01G0191150	scaffold_802219.1	50	22	0
OS01G0191200	fgenesh2_kg.6__2473__AT5G24770.1	31	36	1
OS01G0191300	fgenesh1_pm.C_scaffold_7001013	55	52	1
OS01G0191300	fgenesh2_kg.8__1569__AT5G56620.1	37	46	1
OS01G0191500	fgenesh2_kg.1__4273__AT1G51980.1	55	55	1
OS01G0191500	fgenesh2_kg.3__1810__AT3G16480.1	55	54	1
OS01G0191700	fgenesh2_kg.7__1619__AT4G26270.1	66	74	0
OS01G0191700	fgenesh2_kg.7__854__AT4G32840.1	67	78	0
OS01G0191700	fgenesh2_kg.8__1570__AT5G56630.1	68	74	0
OS01G0191700	scaffold_701332.1	66	74	0
OS01G0191800	fgenesh1_pm.C_scaffold_4000436	84	85	1
OS01G0191800	fgenesh2_kg.4__502__AT2G25880.1	83	84	1
OS01G0191800	scaffold_700896.1	85	86	1
OS01G0192000	fgenesh2_kg.3__3189__AT2G19810.1	48	52	1
OS01G0192000	fgenesh2_kg.4__504__AT2G25900.1	40	50	1
OS01G0192000	fgenesh2_kg.7__1270__AT4G29190.1	50	54	1
OS01G0192300	fgenesh2_kg.8__2146__AT5G61620.1	32	31	1
OS01G0192300	scaffold_802240.1	35	47	1
OS01G0192600	fgenesh2_kg.3__3209__AT2G19620.1	67	67	1
OS01G0192600	fgenesh2_kg.6__1150__AT5G11790.1	74	75	1
OS01G0192600	fgenesh2_kg.8__1582__AT5G56750.1	73	73	1
OS01G0192900	fgenesh2_kg.7__1625__AT4G26200.1	56	67	1
OS01G0193500	fgenesh2_kg.7__1249__AT4G29420.1	31	32	1
OS01G0193600	scaffold_302544.1	63	63	1
OS01G0193900	fgenesh2_kg.3__2365__AT3G21430.2	27	20	0
OS01G0193900	scaffold_602881.1	25	24	0
OS01G0194000	Al_scaffold_0004_634	19	22	1
OS01G0194200	fgenesh2_kg.1__1910__AT1G17480.1	30	35	1
OS01G0194200	fgenesh2_kg.2__1534__AT1G72670.1	38	40	1
OS01G0194200	scaffold_400844.1	42	45	1
OS01G0194300	fgenesh1_pm.C_scaffold_7001292	41	40	1
OS01G0194300	fgenesh2_kg.2__54__AT1G64280.1	43	43	1
OS01G0194600	fgenesh2_kg.6__1169__AT5G11930.1	43	38	1
OS01G0194600	fgenesh2_kg.7__820__AT4G33040.1	41	36	1
OS01G0195000	Al_scaffold_0001_4885	38	41	0
OS01G0195000	fgenesh2_kg.3__1485__AT3G13810.1	39	38	0
OS01G0195200	fgenesh2_kg.8__1595__AT5G56890.1	61	25	1
OS01G0195400	fgenesh2_kg.6__1163__AT5G11890.1	27	27	1
OS01G0195500	fgenesh2_kg.6__1164__AT5G11900.1	75	76	1
OS01G0195801	Al_scaffold_0008_2143	25	16	1
OS01G0196300	Al_scaffold_0008_2143	21	20	1
OS01G0196500	fgenesh1_pm.C_scaffold_7000976	28	21	1
OS01G0196500	scaffold_101974.1	34	38	1
OS01G0196500	scaffold_105305.1	41	44	1
OS01G0196500	scaffold_301584.1	47	51	1
OS01G0196600	fgenesh2_kg.7__1227__AT4G29680.1	64	61	1
OS01G0197100	Al_scaffold_0180_2	55	58	1
OS01G0197100	fgenesh1_pm.C_scaffold_3001168	52	55	1
OS01G0197200	fgenesh2_kg.1__4524__AT1G55150.1	82	81	1
OS01G0197400	Al_scaffold_0001_1832	33	25	1
OS01G0197450	fgenesh1_pg.C_scaffold_1001594	37	31	1
OS01G0197500	Al_scaffold_0006_1103	38	23	1
OS01G0197700	Al_scaffold_0007_1141	41	44	1
OS01G0197700	Al_scaffold_0008_1407	15	22	1
OS01G0197700	fgenesh1_pg.C_scaffold_52000005	22	47	1
OS01G0197700	fgenesh2_kg.3__3223__AT2G19500.1	41	46	1
OS01G0197700	scaffold_802256.1	44	47	1
OS01G0197900	fgenesh1_pm.C_scaffold_3002583	29	12	1
OS01G0197900	fgenesh2_kg.3__3181__AT2G19930.1	43	17	1
OS01G0197900	scaffold_303857.1	32	13	1
OS01G0198000	fgenesh1_pm.C_scaffold_3002583	30	20	1
OS01G0198000	fgenesh2_kg.3__3181__AT2G19930.1	40	24	1
OS01G0198000	scaffold_303857.1	29	18	1
OS01G0198200	fgenesh2_kg.4__489__AT2G25760.1	75	70	0
OS01G0198500	fgenesh2_kg.3__1786__AT3G16330.1	26	30	1
OS01G0198500	fgenesh2_kg.7__1280__AT4G29110.1	23	27	1
OS01G0198500	scaffold_105000.1	25	28	1
OS01G0198500	scaffold_402435.1	23	15	1
OS01G0198500	scaffold_402441.1	22	28	1
OS01G0198900	fgenesh2_kg.7__842__AT4G32870.1	23	32	1
OS01G0198900	scaffold_400738.1	22	28	1
OS01G0199300	fgenesh2_kg.7__842__AT4G32870.1	23	29	1
OS01G0199300	scaffold_400738.1	23	26	1
OS01G0199400	fgenesh2_kg.6__1138__AT5G11650.1	60	62	1
OS01G0199700	scaffold_602708.1	21	29	0
OS01G0199900	fgenesh1_pm.C_scaffold_4001534	63	62	0
OS01G0200000	fgenesh2_kg.8__2125__AT5G61500.1	74	74	1
OS01G0200000	scaffold_703714.1	29	40	1
OS01G0200200	fgenesh2_kg.4__490__AT2G25780.1	31	35	1
OS01G0200300	fgenesh1_pm.C_scaffold_1003335	58	30	1
OS01G0200300	fgenesh2_kg.7__841__AT4G32880.1	52	27	1
OS01G0200400	fgenesh2_kg.6__1137__AT5G11640.1	47	49	1
OS01G0200500	fgenesh2_kg.3__1784__AT3G16310.1	43	42	1
OS01G0200600	fgenesh2_kg.6__1130__AT5G11590.1	36	35	1
OS01G0200700	scaffold_301789.1	55	49	0
OS01G0201100	fgenesh2_kg.1__4384__AT1G53100.1	44	52	1
OS01G0201100	fgenesh2_kg.3__1666__AT3G15350.1	49	55	1
OS01G0201100	fgenesh2_kg.7__1479__AT4G27480.2	47	53	1
OS01G0201200	fgenesh1_pg.C_scaffold_5001187	34	37	1
OS01G0201200	fgenesh2_kg.3__2690__AT5G58950.1	41	44	1
OS01G0201200	fgenesh2_kg.8__1834__AT5G58950.1	42	45	1
OS01G0201200	scaffold_13900005.1	32	43	1
OS01G0201250	fgenesh2_kg.3__1663__AT3G15300.1	37	36	1
OS01G0201250	fgenesh2_kg.4__1390__AT2G33780.1	33	33	1
OS01G0201250	fgenesh2_kg.8__1275__AT5G53830.1	38	33	1
OS01G0201250	scaffold_103160.1	38	33	1
OS01G0201400	fgenesh2_kg.7__2737__AT4G15800.1	31	38	0
OS01G0201400	scaffold_301945.1	32	34	0
OS01G0201700	fgenesh1_pm.C_scaffold_4002019	57	36	1
OS01G0201700	fgenesh2_kg.5__2325__AT3G58780.1	55	35	1
OS01G0201700	scaffold_702516.1	59	31	1
OS01G0202500	fgenesh2_kg.2__2154__AT1G78600.1	35	43	1
OS01G0202700	Al_scaffold_0007_2115	56	57	0
OS01G0202700	scaffold_201177.1	55	55	0
OS01G0202800	Al_scaffold_0001_3249	43	43	0
OS01G0202800	Al_scaffold_0004_1917	40	41	0
OS01G0202800	Al_scaffold_0007_3393	54	51	0
OS01G0202800	fgenesh1_pm.C_scaffold_7002541	55	52	0
OS01G0202800	fgenesh2_kg.7__2386__AT4G19030.1	52	47	0
OS01G0202800	fgenesh2_kg.7__2402__AT4G18910.1	56	50	0
OS01G0203000	scaffold_202846.1	56	64	1
OS01G0203300	fgenesh2_kg.1__4430__AT1G53460.1	34	24	1
OS01G0203800	fgenesh2_kg.1__3094__AT1G29300.1	31	36	1
OS01G0203800	fgenesh2_kg.1__4422__AT1G53380.1	36	41	1
OS01G0203800	fgenesh2_kg.3__1606__AT3G14870.3	36	40	1
OS01G0204000	fgenesh2_kg.2__2159__AT1G78650.1	31	31	1
OS01G0205100	fgenesh2_kg.8__224__AT5G45760.1	51	54	1
OS01G0205200	scaffold_702545.1	55	42	1
OS01G0205600	fgenesh2_kg.2__782__AT1G65520.1	37	38	1
OS01G0205600	scaffold_703163.1	38	40	1
OS01G0205600	scaffold_703164.1	40	41	1
OS01G0205700	fgenesh2_kg.1__610__AT1G06390.1	87	49	0
OS01G0205700	scaffold_401613.1	87	49	0
OS01G0205700	scaffold_702548.1	87	53	0
OS01G0206300	fgenesh2_kg.8__217__AT5G45810.1	52	55	0
OS01G0206300	scaffold_402002.1	49	50	0
OS01G0206300	scaffold_702549.1	53	56	0
OS01G0206700	fgenesh2_kg.8__216__AT5G45820.1	60	63	1
OS01G0206800	fgenesh2_kg.8__214__AT5G45840.1	44	45	0
OS01G0206800	scaffold_702557.1	44	44	0
OS01G0207200	scaffold_301730.1	45	46	0
OS01G0207400	scaffold_301730.1	33	14	0
OS01G0207600	scaffold_301730.1	36	36	0
OS01G0208400	scaffold_301730.1	38	39	0
OS01G0208600	Al_scaffold_0004_1893	18	30	1
OS01G0208600	fgenesh2_kg.7__2431__AT4G18600.1	17	11	1
OS01G0208600	scaffold_103230.1	19	25	1
OS01G0209000	fgenesh2_kg.1__1846__AT1G16900.1	67	68	1
OS01G0209400	fgenesh2_kg.3__1570__AT3G14450.1	52	47	1
OS01G0209500	fgenesh1_pg.C_scaffold_8002022	49	5	0
OS01G0209500	fgenesh1_pm.C_scaffold_4000699	52	5	0
OS01G0209500	fgenesh2_kg.5__939__AT3G45630.1	49	5	0
OS01G0210400	fgenesh2_kg.8__168__AT5G46220.1	53	57	1
OS01G0210500	fgenesh2_kg.1__1862__AT1G17100.1	61	57	1
OS01G0210500	scaffold_202817.1	42	43	1
OS01G0210600	fgenesh2_kg.1__3175__AT1G30020.1	43	46	1
OS01G0210600	fgenesh2_kg.8__167__AT5G46230.1	41	48	1
OS01G0210700	fgenesh1_pm.C_scaffold_7001934	55	45	1
OS01G0210700	fgenesh2_kg.8__166__AT5G46240.1	55	46	1
OS01G0210800	fgenesh1_pm.C_scaffold_7001936	13	7	0
OS01G0210800	scaffold_30500002.1	0	0	0
OS01G0210900	scaffold_401339.1	51	53	1
OS01G0210900	scaffold_402035.1	56	57	1
OS01G0210900	scaffold_402036.1	58	59	1
OS01G0211000	scaffold_401339.1	51	54	1
OS01G0211000	scaffold_402035.1	55	57	1
OS01G0211000	scaffold_402036.1	57	60	1
OS01G0211200	scaffold_401339.1	55	56	1
OS01G0211200	scaffold_402035.1	58	59	1
OS01G0211200	scaffold_402036.1	60	61	1
OS01G0211600	scaffold_401339.1	59	45	1
OS01G0211600	scaffold_402035.1	63	48	1
OS01G0211600	scaffold_402036.1	65	50	1
OS01G0211800	fgenesh2_kg.4__2390__AT2G42380.2	38	40	1
OS01G0211800	fgenesh2_kg.5__2254__AT3G58120.1	44	44	1
OS01G0212100	scaffold_702576.1	72	72	1
OS01G0212400	fgenesh2_kg.1__4400__AT1G53210.1	59	59	0
OS01G0213100	fgenesh2_kg.4__1407__AT2G34000.1	11	30	1
OS01G0213800	fgenesh2_kg.1__4401__AT1G53230.1	23	33	1
OS01G0213800	scaffold_301743.1	28	35	1
OS01G0214200	fgenesh2_kg.8__203__AT5G45920.1	58	58	1
OS01G0214300	fgenesh1_pg.C_scaffold_1000493	36	8	0
OS01G0214300	fgenesh1_pm.C_scaffold_1001524	34	12	0
OS01G0214300	fgenesh1_pm.C_scaffold_2001298	33	12	0
OS01G0214400	fgenesh2_kg.1__598__AT1G06240.1	54	37	1
OS01G0214500	scaffold_401634.1	71	73	1
OS01G0215100	scaffold_101687.1	50	14	0
OS01G0215700	scaffold_800256.1	47	47	0
OS01G0217000	fgenesh1_pg.C_scaffold_4001193	21	33	1
OS01G0217000	fgenesh1_pm.C_scaffold_2001804	32	35	1
OS01G0217000	fgenesh1_pm.C_scaffold_283000002	35	37	1
OS01G0217000	fgenesh2_kg.1__3065__AT1G29050.1	46	48	1
OS01G0217000	fgenesh2_kg.3__1601__AT3G14850.2	45	50	1
OS01G0217000	fgenesh2_kg.4__1100__AT2G31110.2	39	43	1
OS01G0217000	fgenesh2_kg.4__2411__AT2G42570.1	39	42	1
OS01G0218032	scaffold_703805.1	7	5	1
OS01G0218200	fgenesh2_kg.3__1619__AT3G14950.1	42	39	1
OS01G0218200	fgenesh2_kg.4__2412__AT2G42580.1	50	48	1
OS01G0218200	fgenesh2_kg.5__2306__AT3G58620.1	49	48	1
OS01G0218200	scaffold_105157.1	51	49	1
OS01G0218700	fgenesh1_pg.C_scaffold_1004278	55	59	0
OS01G0218800	scaffold_503416.1	21	33	1
OS01G0218800	scaffold_503436.1	46	46	1
OS01G0218800	scaffold_701476.1	49	47	1
OS01G0218800	scaffold_801821.1	49	47	1
