Gene stable ID	Trifolium pratense gene stable ID	% identity	Trifolium pratense % identity	Orthology confidence [0 low, 1 high]
OS01G0114700	Tp57577_TGAC_v2_gene33311	35.4067	37.1237	0
OS01G0114700	Tp57577_TGAC_v2_gene33330	36.0447	40.2135	0
OS01G0114700	Tp57577_TGAC_v2_gene33333	31.26	37.5479	0
OS01G0114700	Tp57577_TGAC_v2_gene33346	33.4928	35.1171	0
OS01G0114700	Tp57577_TGAC_v2_gene36535	32.5359	33.8308	0
OS01G0114700	Tp57577_TGAC_v2_gene36868	29.6651	41.4254	0
OS01G0114700	Tp57577_TGAC_v2_gene36923	26.1563	43.9678	0
OS01G0114900	Tp57577_TGAC_v2_gene14872	48.0263	23.7013	0
OS01G0114900	Tp57577_TGAC_v2_gene14873	47.6974	25.2613	0
OS01G0114900	Tp57577_TGAC_v2_gene14886	48.0263	23.3227	0
OS01G0114900	Tp57577_TGAC_v2_gene14887	44.7368	30.2222	0
OS01G0114900	Tp57577_TGAC_v2_gene14897	48.3553	30.123	0
OS01G0114900	Tp57577_TGAC_v2_gene20020	44.4079	23.5192	0
OS01G0114900	Tp57577_TGAC_v2_gene20021	48.0263	25.7042	0
OS01G0114900	Tp57577_TGAC_v2_gene20038	49.0132	26.049	0
OS01G0114900	Tp57577_TGAC_v2_gene20636	48.3553	22.5806	0
OS01G0114900	Tp57577_TGAC_v2_gene21217	27.3026	34.728	0
OS01G0114900	Tp57577_TGAC_v2_gene29382	48.6842	25.4296	0
OS01G0114900	Tp57577_TGAC_v2_gene29528	46.7105	22.9402	0
OS01G0114900	Tp57577_TGAC_v2_gene33311	47.3684	24.0803	0
OS01G0114900	Tp57577_TGAC_v2_gene33330	52.3026	28.2918	0
OS01G0114900	Tp57577_TGAC_v2_gene33333	44.0789	25.6705	0
OS01G0114900	Tp57577_TGAC_v2_gene33346	48.6842	24.7492	0
OS01G0114900	Tp57577_TGAC_v2_gene36535	48.6842	24.5439	0
OS01G0114900	Tp57577_TGAC_v2_gene36868	50.6579	34.2984	0
OS01G0114900	Tp57577_TGAC_v2_gene36923	34.5395	28.1501	0
OS01G0115200	Tp57577_TGAC_v2_gene11956	41.0256	12.0755	0
OS01G0115200	Tp57577_TGAC_v2_gene13221	35.2564	16.6163	0
OS01G0115200	Tp57577_TGAC_v2_gene19897	0	0	0
OS01G0115200	Tp57577_TGAC_v2_gene26564	38.4615	11.5607	0
OS01G0115200	Tp57577_TGAC_v2_gene26565	41.6667	13.8889	0
OS01G0115200	Tp57577_TGAC_v2_gene26569	40.3846	12.2093	0
OS01G0115200	Tp57577_TGAC_v2_gene39404	9.61539	18.0723	0
OS01G0115500	Tp57577_TGAC_v2_gene10559	47.4926	36.1798	0
OS01G0115500	Tp57577_TGAC_v2_gene14876	36.2832	35.6522	0
OS01G0115500	Tp57577_TGAC_v2_gene14882	46.9027	21.6621	0
OS01G0115500	Tp57577_TGAC_v2_gene14884	44.8378	36.1045	0
OS01G0115500	Tp57577_TGAC_v2_gene14890	43.9528	23.1366	0
OS01G0115500	Tp57577_TGAC_v2_gene14893	43.0678	23.7398	0
OS01G0115500	Tp57577_TGAC_v2_gene14895	45.1327	35.4167	0
OS01G0115500	Tp57577_TGAC_v2_gene20008	47.4926	21.3245	0
OS01G0115500	Tp57577_TGAC_v2_gene20010	46.6077	22.1599	0
OS01G0115500	Tp57577_TGAC_v2_gene20029	45.7227	36.8171	0
OS01G0115500	Tp57577_TGAC_v2_gene20032	45.4277	32.0166	0
OS01G0115500	Tp57577_TGAC_v2_gene20039	32.7434	29.9191	0
OS01G0115500	Tp57577_TGAC_v2_gene20637	48.3776	40.5941	0
OS01G0115500	Tp57577_TGAC_v2_gene20639	46.9027	37.8571	0
OS01G0115500	Tp57577_TGAC_v2_gene24346	43.9528	21.2554	0
OS01G0115500	Tp57577_TGAC_v2_gene24377	45.4277	24.5614	0
OS01G0115500	Tp57577_TGAC_v2_gene29383	8.55457	27.1028	0
OS01G0115500	Tp57577_TGAC_v2_gene29524	46.3127	37.0283	0
OS01G0115500	Tp57577_TGAC_v2_gene33299	49.5575	43.75	0
OS01G0115500	Tp57577_TGAC_v2_gene33316	47.4926	22.2376	0
OS01G0115500	Tp57577_TGAC_v2_gene33340	47.7876	22.1311	0
OS01G0115500	Tp57577_TGAC_v2_gene35078	20.944	31.982	0
OS01G0115500	Tp57577_TGAC_v2_gene36852	43.3628	26.5823	0
OS01G0115500	Tp57577_TGAC_v2_gene36858	48.9676	23.5461	0
OS01G0115500	Tp57577_TGAC_v2_gene36873	47.7876	23.3429	0
OS01G0115500	Tp57577_TGAC_v2_gene36893	11.5044	34.5133	0
OS01G0115500	Tp57577_TGAC_v2_gene36931	48.6726	24.3363	0
OS01G0115500	Tp57577_TGAC_v2_gene36947	22.1239	14.9402	0
OS01G0115500	Tp57577_TGAC_v2_gene36960	48.9676	23.6131	0
OS01G0115500	Tp57577_TGAC_v2_gene36978	31.2684	17.4917	0
OS01G0115500	Tp57577_TGAC_v2_gene7318	28.6136	39.1129	0
OS01G0115600	Tp57577_TGAC_v2_gene14872	36.3929	36.6883	0
OS01G0115600	Tp57577_TGAC_v2_gene14873	34.2995	37.108	0
OS01G0115600	Tp57577_TGAC_v2_gene14886	36.2319	35.9425	0
OS01G0115600	Tp57577_TGAC_v2_gene14887	28.1804	38.8889	0
OS01G0115600	Tp57577_TGAC_v2_gene14897	31.723	40.3689	0
OS01G0115600	Tp57577_TGAC_v2_gene20020	32.5282	35.1916	0
OS01G0115600	Tp57577_TGAC_v2_gene20021	33.8164	36.9718	0
OS01G0115600	Tp57577_TGAC_v2_gene20038	34.1385	37.0629	0
OS01G0115600	Tp57577_TGAC_v2_gene20636	35.1047	33.4869	0
OS01G0115600	Tp57577_TGAC_v2_gene21217	17.5523	45.6067	0
OS01G0115600	Tp57577_TGAC_v2_gene29382	33.8164	36.0825	0
OS01G0115600	Tp57577_TGAC_v2_gene29528	36.2319	36.3489	0
OS01G0115600	Tp57577_TGAC_v2_gene33311	36.5539	37.9599	0
OS01G0115600	Tp57577_TGAC_v2_gene33330	37.037	40.9253	0
OS01G0115600	Tp57577_TGAC_v2_gene33333	32.3671	38.5057	0
OS01G0115600	Tp57577_TGAC_v2_gene33346	34.7826	36.1204	0
OS01G0115600	Tp57577_TGAC_v2_gene36535	34.6216	35.6551	0
OS01G0115600	Tp57577_TGAC_v2_gene36868	30.9179	42.7617	0
OS01G0115600	Tp57577_TGAC_v2_gene36923	26.57	44.2359	0
OS01G0115700	Tp57577_TGAC_v2_gene10559	28.8217	40.6742	0
OS01G0115700	Tp57577_TGAC_v2_gene14876	23.5669	42.8986	0
OS01G0115700	Tp57577_TGAC_v2_gene14882	35.0318	29.9728	0
OS01G0115700	Tp57577_TGAC_v2_gene14884	28.5032	42.5178	0
OS01G0115700	Tp57577_TGAC_v2_gene14890	32.0064	31.2112	0
OS01G0115700	Tp57577_TGAC_v2_gene14893	31.3694	32.0325	0
OS01G0115700	Tp57577_TGAC_v2_gene14895	27.8662	40.5093	0
OS01G0115700	Tp57577_TGAC_v2_gene20008	34.8726	29.0066	0
OS01G0115700	Tp57577_TGAC_v2_gene20010	35.1911	30.9958	0
OS01G0115700	Tp57577_TGAC_v2_gene20029	28.1847	42.0428	0
OS01G0115700	Tp57577_TGAC_v2_gene20032	28.5032	37.2141	0
OS01G0115700	Tp57577_TGAC_v2_gene20039	21.0191	35.5795	0
OS01G0115700	Tp57577_TGAC_v2_gene20637	29.9363	46.5347	0
OS01G0115700	Tp57577_TGAC_v2_gene20639	28.9809	43.3333	0
OS01G0115700	Tp57577_TGAC_v2_gene24346	29.6178	26.5335	0
OS01G0115700	Tp57577_TGAC_v2_gene24377	30.2548	30.303	0
OS01G0115700	Tp57577_TGAC_v2_gene29383	5.09554	29.9065	0
OS01G0115700	Tp57577_TGAC_v2_gene29524	28.1847	41.7453	0
OS01G0115700	Tp57577_TGAC_v2_gene33299	29.6178	48.4375	0
OS01G0115700	Tp57577_TGAC_v2_gene33316	36.3057	31.4917	0
OS01G0115700	Tp57577_TGAC_v2_gene33340	35.5096	30.4645	0
OS01G0115700	Tp57577_TGAC_v2_gene35078	12.2611	34.6847	0
OS01G0115700	Tp57577_TGAC_v2_gene36852	30.0955	34.1772	0
OS01G0115700	Tp57577_TGAC_v2_gene36858	35.3503	31.4894	0
OS01G0115700	Tp57577_TGAC_v2_gene36873	34.3949	31.1239	0
OS01G0115700	Tp57577_TGAC_v2_gene36893	6.52866	36.2832	0
OS01G0115700	Tp57577_TGAC_v2_gene36931	36.6242	33.9233	0
OS01G0115700	Tp57577_TGAC_v2_gene36947	19.4268	24.3028	0
OS01G0115700	Tp57577_TGAC_v2_gene36960	35.828	32.0057	0
OS01G0115700	Tp57577_TGAC_v2_gene36978	26.2739	27.2277	0
OS01G0115700	Tp57577_TGAC_v2_gene7318	18.4713	46.7742	0
OS01G0115750	Tp57577_TGAC_v2_gene10559	27.5811	42.0225	0
OS01G0115750	Tp57577_TGAC_v2_gene14876	21.2389	41.7391	0
OS01G0115750	Tp57577_TGAC_v2_gene14882	32.4484	29.9728	0
OS01G0115750	Tp57577_TGAC_v2_gene14884	25.8112	41.5677	0
OS01G0115750	Tp57577_TGAC_v2_gene14890	29.056	30.5901	0
OS01G0115750	Tp57577_TGAC_v2_gene14893	28.4661	31.3821	0
OS01G0115750	Tp57577_TGAC_v2_gene14895	25.2212	39.5833	0
OS01G0115750	Tp57577_TGAC_v2_gene20008	33.6283	30.1987	0
OS01G0115750	Tp57577_TGAC_v2_gene20010	33.4808	31.8373	0
OS01G0115750	Tp57577_TGAC_v2_gene20029	25.2212	40.6176	0
OS01G0115750	Tp57577_TGAC_v2_gene20032	25.3687	35.7588	0
OS01G0115750	Tp57577_TGAC_v2_gene20039	19.469	35.5795	0
OS01G0115750	Tp57577_TGAC_v2_gene20637	27.2861	45.7921	0
OS01G0115750	Tp57577_TGAC_v2_gene20639	27.1386	43.8095	0
OS01G0115750	Tp57577_TGAC_v2_gene24346	29.2035	28.2454	0
OS01G0115750	Tp57577_TGAC_v2_gene24377	29.351	31.7384	0
OS01G0115750	Tp57577_TGAC_v2_gene29383	4.57227	28.972	0
OS01G0115750	Tp57577_TGAC_v2_gene29524	25.9587	41.5094	0
OS01G0115750	Tp57577_TGAC_v2_gene33299	26.9911	47.6562	0
OS01G0115750	Tp57577_TGAC_v2_gene33316	33.0383	30.9392	0
OS01G0115750	Tp57577_TGAC_v2_gene33340	32.7434	30.3279	0
OS01G0115750	Tp57577_TGAC_v2_gene35078	12.3894	37.8378	0
OS01G0115750	Tp57577_TGAC_v2_gene36852	28.4661	34.9005	0
OS01G0115750	Tp57577_TGAC_v2_gene36858	33.1858	31.9149	0
OS01G0115750	Tp57577_TGAC_v2_gene36873	32.7434	31.9885	0
OS01G0115750	Tp57577_TGAC_v2_gene36893	6.48968	38.9381	0
OS01G0115750	Tp57577_TGAC_v2_gene36931	34.0708	34.0708	0
OS01G0115750	Tp57577_TGAC_v2_gene36947	18.1416	24.502	0
OS01G0115750	Tp57577_TGAC_v2_gene36960	33.6283	32.4324	0
OS01G0115750	Tp57577_TGAC_v2_gene36978	23.7463	26.5677	0
OS01G0115750	Tp57577_TGAC_v2_gene7318	17.1091	46.7742	0
OS01G0115800	Tp57577_TGAC_v2_gene10559	4.34783	2.92135	0
OS01G0115800	Tp57577_TGAC_v2_gene14876	5.01672	4.34783	0
OS01G0115800	Tp57577_TGAC_v2_gene14882	19.7324	8.03815	0
OS01G0115800	Tp57577_TGAC_v2_gene14884	3.01003	2.13777	0
OS01G0115800	Tp57577_TGAC_v2_gene14890	20.4013	9.47205	0
OS01G0115800	Tp57577_TGAC_v2_gene14893	20.0669	9.7561	0
OS01G0115800	Tp57577_TGAC_v2_gene14895	4.68227	3.24074	0
OS01G0115800	Tp57577_TGAC_v2_gene20008	19.398	7.68212	0
OS01G0115800	Tp57577_TGAC_v2_gene20010	19.398	8.13464	0
OS01G0115800	Tp57577_TGAC_v2_gene20029	2.34114	1.66271	0
OS01G0115800	Tp57577_TGAC_v2_gene20032	4.01338	2.4948	0
OS01G0115800	Tp57577_TGAC_v2_gene20039	1.67224	1.34771	0
OS01G0115800	Tp57577_TGAC_v2_gene20637	3.34448	2.47525	0
OS01G0115800	Tp57577_TGAC_v2_gene20639	3.01003	2.14286	0
OS01G0115800	Tp57577_TGAC_v2_gene24346	15.3846	6.56205	0
OS01G0115800	Tp57577_TGAC_v2_gene24377	13.0435	6.2201	0
OS01G0115800	Tp57577_TGAC_v2_gene29383	0	0	0
OS01G0115800	Tp57577_TGAC_v2_gene29524	2.34114	1.65094	0
OS01G0115800	Tp57577_TGAC_v2_gene33299	2.67559	2.08333	0
OS01G0115800	Tp57577_TGAC_v2_gene33316	20.4013	8.42541	0
OS01G0115800	Tp57577_TGAC_v2_gene33340	18.7291	7.65027	0
OS01G0115800	Tp57577_TGAC_v2_gene35078	3.67893	4.95496	0
OS01G0115800	Tp57577_TGAC_v2_gene36852	17.7258	9.58409	0
OS01G0115800	Tp57577_TGAC_v2_gene36858	16.0535	6.80851	0
OS01G0115800	Tp57577_TGAC_v2_gene36873	18.7291	8.06916	0
OS01G0115800	Tp57577_TGAC_v2_gene36893	0.334448	0.884956	0
OS01G0115800	Tp57577_TGAC_v2_gene36931	19.7324	8.70206	0
OS01G0115800	Tp57577_TGAC_v2_gene36947	15.7191	9.36255	0
OS01G0115800	Tp57577_TGAC_v2_gene36960	17.0569	7.25462	0
OS01G0115800	Tp57577_TGAC_v2_gene36978	18.0602	8.91089	0
OS01G0115800	Tp57577_TGAC_v2_gene7318	2.67559	3.22581	0
OS01G0116000	Tp57577_TGAC_v2_gene10559	27.4854	42.2472	0
OS01G0116000	Tp57577_TGAC_v2_gene14876	21.7836	43.1884	0
OS01G0116000	Tp57577_TGAC_v2_gene14882	33.1871	30.9264	0
OS01G0116000	Tp57577_TGAC_v2_gene14884	26.0234	42.2803	0
OS01G0116000	Tp57577_TGAC_v2_gene14890	27.924	29.6584	0
OS01G0116000	Tp57577_TGAC_v2_gene14893	27.3392	30.4065	0
OS01G0116000	Tp57577_TGAC_v2_gene14895	26.0234	41.2037	0
OS01G0116000	Tp57577_TGAC_v2_gene20008	33.6257	30.4636	0
OS01G0116000	Tp57577_TGAC_v2_gene20010	33.4795	32.1178	0
OS01G0116000	Tp57577_TGAC_v2_gene20029	26.6082	43.2304	0
OS01G0116000	Tp57577_TGAC_v2_gene20032	27.0468	38.4615	0
OS01G0116000	Tp57577_TGAC_v2_gene20039	20.0292	36.9272	0
OS01G0116000	Tp57577_TGAC_v2_gene20637	27.4854	46.5347	0
OS01G0116000	Tp57577_TGAC_v2_gene20639	26.9006	43.8095	0
OS01G0116000	Tp57577_TGAC_v2_gene24346	28.0702	27.3894	0
OS01G0116000	Tp57577_TGAC_v2_gene24377	28.3626	30.941	0
OS01G0116000	Tp57577_TGAC_v2_gene29383	4.23977	27.1028	0
OS01G0116000	Tp57577_TGAC_v2_gene29524	25.5848	41.2736	0
OS01G0116000	Tp57577_TGAC_v2_gene33299	27.7778	49.4792	0
OS01G0116000	Tp57577_TGAC_v2_gene33316	33.0409	31.2155	0
OS01G0116000	Tp57577_TGAC_v2_gene33340	33.4795	31.2842	0
OS01G0116000	Tp57577_TGAC_v2_gene35078	12.5731	38.7387	0
OS01G0116000	Tp57577_TGAC_v2_gene36852	27.924	34.5389	0
OS01G0116000	Tp57577_TGAC_v2_gene36858	32.8947	31.9149	0
OS01G0116000	Tp57577_TGAC_v2_gene36873	33.1871	32.7089	0
OS01G0116000	Tp57577_TGAC_v2_gene36893	6.14035	37.1681	0
OS01G0116000	Tp57577_TGAC_v2_gene36931	33.3333	33.6283	0
OS01G0116000	Tp57577_TGAC_v2_gene36947	17.1053	23.3068	0
OS01G0116000	Tp57577_TGAC_v2_gene36960	32.1637	31.2945	0
OS01G0116000	Tp57577_TGAC_v2_gene36978	23.9766	27.0627	0
OS01G0116000	Tp57577_TGAC_v2_gene7318	17.6901	48.7903	0
OS01G0116200	Tp57577_TGAC_v2_gene10559	26.4789	42.2472	0
OS01G0116200	Tp57577_TGAC_v2_gene14876	21.5493	44.3478	0
OS01G0116200	Tp57577_TGAC_v2_gene14882	32.8169	31.7439	0
OS01G0116200	Tp57577_TGAC_v2_gene14884	25.2113	42.5178	0
OS01G0116200	Tp57577_TGAC_v2_gene14890	28.4507	31.3665	0
OS01G0116200	Tp57577_TGAC_v2_gene14893	28.3099	32.6829	0
OS01G0116200	Tp57577_TGAC_v2_gene14895	24.9296	40.9722	0
OS01G0116200	Tp57577_TGAC_v2_gene20008	33.3803	31.3907	0
OS01G0116200	Tp57577_TGAC_v2_gene20010	32.8169	32.6788	0
OS01G0116200	Tp57577_TGAC_v2_gene20029	25.3521	42.7553	0
OS01G0116200	Tp57577_TGAC_v2_gene20032	26.1972	38.6694	0
OS01G0116200	Tp57577_TGAC_v2_gene20039	19.4366	37.1968	0
OS01G0116200	Tp57577_TGAC_v2_gene20637	26.4789	46.5347	0
OS01G0116200	Tp57577_TGAC_v2_gene20639	25.493	43.0952	0
OS01G0116200	Tp57577_TGAC_v2_gene24346	26.9014	27.2468	0
OS01G0116200	Tp57577_TGAC_v2_gene24377	27.0423	30.622	0
OS01G0116200	Tp57577_TGAC_v2_gene29383	4.08451	27.1028	0
OS01G0116200	Tp57577_TGAC_v2_gene29524	25.3521	42.4528	0
OS01G0116200	Tp57577_TGAC_v2_gene33299	25.9155	47.9167	0
OS01G0116200	Tp57577_TGAC_v2_gene33316	32.8169	32.1823	0
OS01G0116200	Tp57577_TGAC_v2_gene33340	32.1127	31.1475	0
OS01G0116200	Tp57577_TGAC_v2_gene35078	11.831	37.8378	0
OS01G0116200	Tp57577_TGAC_v2_gene36852	27.3239	35.0814	0
OS01G0116200	Tp57577_TGAC_v2_gene36858	32.1127	32.3404	0
OS01G0116200	Tp57577_TGAC_v2_gene36873	32.3944	33.1412	0
OS01G0116200	Tp57577_TGAC_v2_gene36893	6.05634	38.0531	0
OS01G0116200	Tp57577_TGAC_v2_gene36931	32.8169	34.3658	0
OS01G0116200	Tp57577_TGAC_v2_gene36947	17.3239	24.502	0
OS01G0116200	Tp57577_TGAC_v2_gene36960	32.8169	33.1437	0
OS01G0116200	Tp57577_TGAC_v2_gene36978	23.0986	27.0627	0
OS01G0116200	Tp57577_TGAC_v2_gene7318	16.7606	47.9839	0
OS01G0116400	Tp57577_TGAC_v2_gene10559	26.8833	40.8989	0
OS01G0116400	Tp57577_TGAC_v2_gene14876	22.8951	44.9275	0
OS01G0116400	Tp57577_TGAC_v2_gene14882	33.8257	31.1989	0
OS01G0116400	Tp57577_TGAC_v2_gene14884	27.4742	44.1805	0
OS01G0116400	Tp57577_TGAC_v2_gene14890	30.2806	31.8323	0
OS01G0116400	Tp57577_TGAC_v2_gene14893	29.2467	32.1951	0
OS01G0116400	Tp57577_TGAC_v2_gene14895	26.5879	41.6667	0
OS01G0116400	Tp57577_TGAC_v2_gene20008	34.1211	30.596	0
OS01G0116400	Tp57577_TGAC_v2_gene20010	33.5303	31.8373	0
OS01G0116400	Tp57577_TGAC_v2_gene20029	26.7356	42.9929	0
OS01G0116400	Tp57577_TGAC_v2_gene20032	27.4742	38.6694	0
OS01G0116400	Tp57577_TGAC_v2_gene20039	21.1226	38.5445	0
OS01G0116400	Tp57577_TGAC_v2_gene20637	28.065	47.0297	0
OS01G0116400	Tp57577_TGAC_v2_gene20639	27.3264	44.0476	0
OS01G0116400	Tp57577_TGAC_v2_gene24346	27.7696	26.8188	0
OS01G0116400	Tp57577_TGAC_v2_gene24377	28.065	30.303	0
OS01G0116400	Tp57577_TGAC_v2_gene29383	4.72674	29.9065	0
OS01G0116400	Tp57577_TGAC_v2_gene29524	26.8833	42.9245	0
OS01G0116400	Tp57577_TGAC_v2_gene33299	27.7696	48.9583	0
OS01G0116400	Tp57577_TGAC_v2_gene33316	34.8597	32.5967	0
OS01G0116400	Tp57577_TGAC_v2_gene33340	34.4165	31.8306	0
OS01G0116400	Tp57577_TGAC_v2_gene35078	12.5554	38.2883	0
OS01G0116400	Tp57577_TGAC_v2_gene36852	28.6558	35.0814	0
OS01G0116400	Tp57577_TGAC_v2_gene36858	33.5303	32.1986	0
OS01G0116400	Tp57577_TGAC_v2_gene36873	33.3826	32.5648	0
OS01G0116400	Tp57577_TGAC_v2_gene36893	6.64697	39.823	0
OS01G0116400	Tp57577_TGAC_v2_gene36931	34.5643	34.5133	0
OS01G0116400	Tp57577_TGAC_v2_gene36947	17.4298	23.506	0
OS01G0116400	Tp57577_TGAC_v2_gene36960	32.7917	31.5789	0
OS01G0116400	Tp57577_TGAC_v2_gene36978	24.3722	27.2277	0
OS01G0116400	Tp57577_TGAC_v2_gene7318	17.5775	47.9839	0
OS01G0116600	Tp57577_TGAC_v2_gene6781	52.8975	43.7884	1
OS01G0116800	Tp57577_TGAC_v2_gene10559	46.8085	39.5506	0
OS01G0116800	Tp57577_TGAC_v2_gene14876	38.0319	41.4493	0
OS01G0116800	Tp57577_TGAC_v2_gene14882	47.3404	24.2507	0
OS01G0116800	Tp57577_TGAC_v2_gene14884	46.2766	41.3302	0
OS01G0116800	Tp57577_TGAC_v2_gene14890	38.0319	22.205	0
OS01G0116800	Tp57577_TGAC_v2_gene14893	37.5	22.9268	0
OS01G0116800	Tp57577_TGAC_v2_gene14895	45.7447	39.8148	0
OS01G0116800	Tp57577_TGAC_v2_gene20008	49.4681	24.6358	0
OS01G0116800	Tp57577_TGAC_v2_gene20010	46.8085	24.6844	0
OS01G0116800	Tp57577_TGAC_v2_gene20029	48.1383	42.9929	0
OS01G0116800	Tp57577_TGAC_v2_gene20032	48.1383	37.6299	0
OS01G0116800	Tp57577_TGAC_v2_gene20039	36.9681	37.4663	0
OS01G0116800	Tp57577_TGAC_v2_gene20637	49.2021	45.7921	0
OS01G0116800	Tp57577_TGAC_v2_gene20639	49.734	44.5238	0
OS01G0116800	Tp57577_TGAC_v2_gene24346	41.7553	22.3966	0
OS01G0116800	Tp57577_TGAC_v2_gene24377	43.0851	25.8373	0
OS01G0116800	Tp57577_TGAC_v2_gene29383	8.51064	29.9065	0
OS01G0116800	Tp57577_TGAC_v2_gene29524	46.5426	41.2736	0
OS01G0116800	Tp57577_TGAC_v2_gene33299	48.4043	47.3958	0
OS01G0116800	Tp57577_TGAC_v2_gene33316	48.4043	25.1381	0
OS01G0116800	Tp57577_TGAC_v2_gene33340	48.6702	25	0
OS01G0116800	Tp57577_TGAC_v2_gene35078	20.2128	34.2342	0
OS01G0116800	Tp57577_TGAC_v2_gene36852	39.3617	26.7631	0
OS01G0116800	Tp57577_TGAC_v2_gene36858	47.0745	25.1064	0
OS01G0116800	Tp57577_TGAC_v2_gene36873	45.4787	24.6398	0
OS01G0116800	Tp57577_TGAC_v2_gene36893	11.4362	38.0531	0
OS01G0116800	Tp57577_TGAC_v2_gene36931	47.6064	26.4012	0
OS01G0116800	Tp57577_TGAC_v2_gene36947	20.7447	15.5378	0
OS01G0116800	Tp57577_TGAC_v2_gene36960	48.4043	25.889	0
OS01G0116800	Tp57577_TGAC_v2_gene36978	31.383	19.4719	0
OS01G0116800	Tp57577_TGAC_v2_gene7318	31.383	47.5806	0
OS01G0116900	Tp57577_TGAC_v2_gene14872	38.6408	32.3052	0
OS01G0116900	Tp57577_TGAC_v2_gene14873	37.0874	33.2753	0
OS01G0116900	Tp57577_TGAC_v2_gene14886	39.2233	32.2684	0
OS01G0116900	Tp57577_TGAC_v2_gene14887	32.6214	37.3333	0
OS01G0116900	Tp57577_TGAC_v2_gene14897	36.3107	38.3197	0
OS01G0116900	Tp57577_TGAC_v2_gene20020	34.3689	30.8362	0
OS01G0116900	Tp57577_TGAC_v2_gene20021	36.5049	33.0986	0
OS01G0116900	Tp57577_TGAC_v2_gene20038	36.8932	33.2168	0
OS01G0116900	Tp57577_TGAC_v2_gene20636	38.6408	30.5684	0
OS01G0116900	Tp57577_TGAC_v2_gene21217	19.6117	42.2594	0
OS01G0116900	Tp57577_TGAC_v2_gene29382	36.1165	31.9588	0
OS01G0116900	Tp57577_TGAC_v2_gene29528	40.5825	33.7641	0
OS01G0116900	Tp57577_TGAC_v2_gene33311	38.2524	32.9431	0
OS01G0116900	Tp57577_TGAC_v2_gene33330	40.3883	37.0107	0
OS01G0116900	Tp57577_TGAC_v2_gene33333	34.7573	34.2912	0
OS01G0116900	Tp57577_TGAC_v2_gene33346	37.0874	31.9398	0
OS01G0116900	Tp57577_TGAC_v2_gene36535	36.5049	31.1774	0
OS01G0116900	Tp57577_TGAC_v2_gene36868	35.1456	40.3118	0
OS01G0116900	Tp57577_TGAC_v2_gene36923	29.3204	40.4826	0
OS01G0117000	Tp57577_TGAC_v2_gene10559	23.7838	39.5506	0
OS01G0117000	Tp57577_TGAC_v2_gene14876	19.1892	41.1594	0
OS01G0117000	Tp57577_TGAC_v2_gene14882	30.6757	30.9264	0
OS01G0117000	Tp57577_TGAC_v2_gene14884	22.5676	39.6675	0
OS01G0117000	Tp57577_TGAC_v2_gene14890	25.6757	29.5031	0
OS01G0117000	Tp57577_TGAC_v2_gene14893	24.7297	29.7561	0
OS01G0117000	Tp57577_TGAC_v2_gene14895	21.7568	37.2685	0
OS01G0117000	Tp57577_TGAC_v2_gene20008	31.6216	30.9934	0
OS01G0117000	Tp57577_TGAC_v2_gene20010	30.1351	31.2763	0
OS01G0117000	Tp57577_TGAC_v2_gene20029	23.5135	41.3302	0
OS01G0117000	Tp57577_TGAC_v2_gene20032	24.0541	37.0062	0
OS01G0117000	Tp57577_TGAC_v2_gene20039	17.7027	35.31	0
OS01G0117000	Tp57577_TGAC_v2_gene20637	22.8378	41.8317	0
OS01G0117000	Tp57577_TGAC_v2_gene20639	24.0541	42.381	0
OS01G0117000	Tp57577_TGAC_v2_gene24346	24.1892	25.535	0
OS01G0117000	Tp57577_TGAC_v2_gene24377	23.6486	27.9107	0
OS01G0117000	Tp57577_TGAC_v2_gene29383	4.18919	28.972	0
OS01G0117000	Tp57577_TGAC_v2_gene29524	21.7568	37.9717	0
OS01G0117000	Tp57577_TGAC_v2_gene33299	22.7027	43.75	0
OS01G0117000	Tp57577_TGAC_v2_gene33316	30.4054	31.0773	0
OS01G0117000	Tp57577_TGAC_v2_gene33340	30	30.3279	0
OS01G0117000	Tp57577_TGAC_v2_gene35078	8.91892	29.7297	0
OS01G0117000	Tp57577_TGAC_v2_gene36852	24.4595	32.7306	0
OS01G0117000	Tp57577_TGAC_v2_gene36858	29.7297	31.2057	0
OS01G0117000	Tp57577_TGAC_v2_gene36873	29.5946	31.5562	0
OS01G0117000	Tp57577_TGAC_v2_gene36893	4.32432	28.3186	0
OS01G0117000	Tp57577_TGAC_v2_gene36931	31.2162	34.0708	0
OS01G0117000	Tp57577_TGAC_v2_gene36947	16.7568	24.7012	0
OS01G0117000	Tp57577_TGAC_v2_gene36960	30	31.5789	0
OS01G0117000	Tp57577_TGAC_v2_gene36978	23.3784	28.5479	0
OS01G0117000	Tp57577_TGAC_v2_gene7318	16.2162	48.3871	0
OS01G0117100	Tp57577_TGAC_v2_gene14872	47.2527	27.9221	0
OS01G0117100	Tp57577_TGAC_v2_gene14873	46.7033	29.6167	0
OS01G0117100	Tp57577_TGAC_v2_gene14886	46.7033	27.1565	0
OS01G0117100	Tp57577_TGAC_v2_gene14887	44.2308	35.7778	0
OS01G0117100	Tp57577_TGAC_v2_gene14897	47.2527	35.2459	0
OS01G0117100	Tp57577_TGAC_v2_gene20020	45.0549	28.5714	0
OS01G0117100	Tp57577_TGAC_v2_gene20021	46.4286	29.7535	0
OS01G0117100	Tp57577_TGAC_v2_gene20038	46.978	29.8951	0
