Gene stable ID	Glycine max gene stable ID	% identity	Glycine max % identity	Orthology confidence [0 low, 1 high]
OS01G0117300	GLYMA13G09840	46	30	0
OS01G0117300	GLYMA14G26960	44	28	0
OS01G0117300	GLYMA17G32711	46	30	0
OS01G0117300	GLYMA17G32750	46	30	0
OS01G0117300	GLYMA17G32766	33	29	0
OS01G0117300	GLYMA17G32798	46	30	0
OS01G0117300	GLYMA17G32814	31	38	0
OS01G0117300	GLYMA19G11360	45	30	0
OS01G0117400	GLYMA18G43440	42	33	1
OS01G0117500	GLYMA02G11160	37	29	0
OS01G0117500	GLYMA02G31764	23	42	0
OS01G0117500	GLYMA04G13054	27	35	0
OS01G0117500	GLYMA13G09690	39	30	0
OS01G0117500	GLYMA13G09768	26	26	0
OS01G0117500	GLYMA13G09840	40	30	0
OS01G0117500	GLYMA14G26960	37	28	0
OS01G0117500	GLYMA17G32711	40	31	0
OS01G0117500	GLYMA17G32750	40	31	0
OS01G0117500	GLYMA17G32766	28	29	0
OS01G0117500	GLYMA17G32798	40	31	0
OS01G0117500	GLYMA17G32814	26	37	0
OS01G0117500	GLYMA19G11360	38	30	0
OS01G0117600	GLYMA02G11151	31	31	0
OS01G0117600	GLYMA02G31620	23	48	0
OS01G0117600	GLYMA13G03360	23	53	0
OS01G0117600	GLYMA13G09700	21	51	0
OS01G0117600	GLYMA13G09730	22	50	0
OS01G0117600	GLYMA13G09742	30	31	0
OS01G0117600	GLYMA13G09755	25	40	0
OS01G0117600	GLYMA13G09781	19	46	0
OS01G0117600	GLYMA13G09794	31	32	0
OS01G0117600	GLYMA13G09820	22	48	0
OS01G0117600	GLYMA13G09865	30	32	0
OS01G0117600	GLYMA14G13884	32	34	0
OS01G0117600	GLYMA14G27015	30	31	0
OS01G0117600	GLYMA17G32691	30	35	0
OS01G0117600	GLYMA17G32731	31	34	0
OS01G0117600	GLYMA17G32782	31	34	0
OS01G0117600	GLYMA17G32830	31	35	0
OS01G0117600	GLYMA19G11565	33	33	0
OS01G0117700	GLYMA02G11160	32	34	0
OS01G0117700	GLYMA02G31764	17	42	0
OS01G0117700	GLYMA04G13054	23	39	0
OS01G0117700	GLYMA13G09690	33	34	0
OS01G0117700	GLYMA13G09768	23	31	0
OS01G0117700	GLYMA13G09840	34	35	0
OS01G0117700	GLYMA14G26960	31	32	0
OS01G0117700	GLYMA17G32711	34	36	0
OS01G0117700	GLYMA17G32750	34	36	0
OS01G0117700	GLYMA17G32766	23	32	0
OS01G0117700	GLYMA17G32798	34	36	0
OS01G0117700	GLYMA17G32814	21	41	0
OS01G0117700	GLYMA19G11360	32	34	0
OS01G0117900	GLYMA07G11220	58	60	1
OS01G0117900	GLYMA09G31040	58	60	1
OS01G0118000	GLYMA10G41450	87	87	1
OS01G0118000	GLYMA12G24190	84	86	1
OS01G0118000	GLYMA20G25790	87	87	1
OS01G0118100	GLYMA05G34180	75	52	1
OS01G0118100	GLYMA08G05480	75	52	1
OS01G0118100	GLYMA09G18490	70	52	1
OS01G0118100	GLYMA20G25800	72	52	1
OS01G0118300	GLYMA10G41430	76	30	1
OS01G0118300	GLYMA20G25816	77	30	1
OS01G0118400	GLYMA02G12620	24	31	0
OS01G0118600	GLYMA02G12620	23	28	0
OS01G0118700	GLYMA05G34170	31	34	1
OS01G0118700	GLYMA08G05490	30	34	1
OS01G0119000	GLYMA05G34170	31	32	1
OS01G0119000	GLYMA08G05490	30	32	1
OS01G0119100	GLYMA05G34170	30	37	1
OS01G0119100	GLYMA08G05490	30	38	1
OS01G0120300	GLYMA07G39300	72	59	1
OS01G0120300	GLYMA17G01430	54	56	1
OS01G0120400	GLYMA04G11420	20	26	1
OS01G0120400	GLYMA07G37720	49	50	1
OS01G0120400	GLYMA17G02911	34	36	1
OS01G0120400	GLYMA18G36090	22	23	1
OS01G0120500	GLYMA05G34130	56	55	1
OS01G0120500	GLYMA08G05560	55	55	1
OS01G0120600	GLYMA10G41310	46	44	1
OS01G0120600	GLYMA20G25940	45	47	1
OS01G0120700	GLYMA10G41300	38	32	1
OS01G0120700	GLYMA20G25950	38	33	1
OS01G0120800	GLYMA03G32950	66	68	0
OS01G0120800	GLYMA05G10327	4	56	0
OS01G0120800	GLYMA19G35661	66	68	0
OS01G0121000	GLYMA05G33760	32	39	1
OS01G0121000	GLYMA08G05960	35	42	1
OS01G0121100	GLYMA02G09990	53	53	1
OS01G0121100	GLYMA18G52990	53	50	1
OS01G0121200	GLYMA02G10030	38	45	1
OS01G0121200	GLYMA18G52931	36	44	1
OS01G0121300	GLYMA08G47420	41	40	1
OS01G0121300	GLYMA10G41190	41	40	1
OS01G0121300	GLYMA18G38680	41	42	1
OS01G0121300	GLYMA20G26080	40	40	1
OS01G0121500	GLYMA10G41120	28	22	0
OS01G0121500	GLYMA10G41130	38	30	0
OS01G0121500	GLYMA10G41140	28	22	0
OS01G0121500	GLYMA18G52920	33	27	0
OS01G0121500	GLYMA20G26140	38	30	0
OS01G0121600	GLYMA10G41120	32	31	0
OS01G0121600	GLYMA10G41130	35	34	0
OS01G0121600	GLYMA10G41140	33	32	0
OS01G0121600	GLYMA18G52920	27	26	0
OS01G0121600	GLYMA20G26140	35	35	0
OS01G0121700	GLYMA10G41110	70	65	1
OS01G0121700	GLYMA20G26160	68	63	1
OS01G0121800	GLYMA07G23470	58	57	1
OS01G0121800	GLYMA09G21230	58	58	1
OS01G0121800	GLYMA10G41085	60	61	1
OS01G0121800	GLYMA20G26180	60	61	1
OS01G0125600	GLYMA10G41030	37	38	1
OS01G0125600	GLYMA18G04351	7	18	1
OS01G0125600	GLYMA20G26250	37	38	1
OS01G0125700	GLYMA13G03351	60	60	1
OS01G0125800	GLYMA05G34060	69	69	1
OS01G0125800	GLYMA08G05640	68	68	1
OS01G0125800	GLYMA10G41021	45	64	1
OS01G0125800	GLYMA20G26260	67	67	1
OS01G0125900	GLYMA10G42850	47	48	1
OS01G0125900	GLYMA20G24150	50	47	1
OS01G0126200	GLYMA10G41010	51	53	0
OS01G0126200	GLYMA20G26270	50	52	0
OS01G0127300	GLYMA01G40770	28	45	1
OS01G0127300	GLYMA11G04560	41	44	1
OS01G0127400	GLYMA09G21175	64	66	1
OS01G0127500	GLYMA01G20030	60	63	0
OS01G0127500	GLYMA07G19370	58	61	0
OS01G0127900	GLYMA08G48120	55	56	1
OS01G0127900	GLYMA13G07660	57	56	1
OS01G0127900	GLYMA18G53370	56	57	1
OS01G0127900	GLYMA19G06740	40	60	1
OS01G0128000	GLYMA10G41930	35	39	1
OS01G0128000	GLYMA20G25110	35	39	1
OS01G0128100	GLYMA01G20900	55	54	1
OS01G0128100	GLYMA07G05620	55	54	1
OS01G0128100	GLYMA16G02180	41	55	1
OS01G0128100	GLYMA20G25090	58	60	1
OS01G0128300	GLYMA08G48091	45	45	0
OS01G0128300	GLYMA18G53400	48	46	0
OS01G0128300	GLYMA19G06540	48	44	0
OS01G0128400	GLYMA02G41270	47	47	0
OS01G0128400	GLYMA05G27090	48	47	0
OS01G0128400	GLYMA08G10070	47	46	0
OS01G0128400	GLYMA14G39650	46	46	0
OS01G0128800	GLYMA04G28451	3	4	1
OS01G0128800	GLYMA07G10280	55	15	1
OS01G0128800	GLYMA08G04640	48	14	1
OS01G0128800	GLYMA09G31610	54	15	1
OS01G0128800	GLYMA10G21890	2	3	1
OS01G0129200	GLYMA10G42020	39	40	1
OS01G0129200	GLYMA20G25000	41	43	1
OS01G0129500	GLYMA05G35105	30	34	1
OS01G0129500	GLYMA07G10231	35	38	1
OS01G0129500	GLYMA08G04600	30	34	1
OS01G0129500	GLYMA09G31661	32	34	1
OS01G0130000	GLYMA08G17570	64	63	1
OS01G0130000	GLYMA09G15150	64	61	1
OS01G0130000	GLYMA09G21920	58	57	1
OS01G0130000	GLYMA15G41580	64	64	1
OS01G0130000	GLYMA15G41590	64	55	1
OS01G0130400	GLYMA01G20460	67	68	1
OS01G0130400	GLYMA08G31890	67	67	1
OS01G0130400	GLYMA10G42140	65	66	1
OS01G0131300	GLYMA05G35170	32	29	1
OS01G0131300	GLYMA07G10070	30	19	1
OS01G0131300	GLYMA08G04540	31	27	1
OS01G0131300	GLYMA09G31690	30	25	1
OS01G0131300	GLYMA10G42171	33	19	1
OS01G0131300	GLYMA20G24860	37	39	1
OS01G0132100	GLYMA01G28936	30	30	1
OS01G0132100	GLYMA01G29030	30	30	1
OS01G0132100	GLYMA01G29570	32	31	1
OS01G0132100	GLYMA01G29580	31	31	1
OS01G0132100	GLYMA01G29615	32	29	1
OS01G0132100	GLYMA01G31711	33	32	1
OS01G0132100	GLYMA03G06804	28	32	1
OS01G0132100	GLYMA03G07240	32	33	1
OS01G0132100	GLYMA03G07323	23	20	1
OS01G0132100	GLYMA03G07400	22	30	1
OS01G0132100	GLYMA03G18170	32	33	1
OS01G0132100	GLYMA03G22050	31	31	1
OS01G0132100	GLYMA07G08770	32	31	1
OS01G0132100	GLYMA07G18590	26	32	1
OS01G0132100	GLYMA07G18640	29	35	1
OS01G0132100	GLYMA07G19040	20	29	1
OS01G0132100	GLYMA18G43490	26	31	1
OS01G0132100	GLYMA18G43500	31	34	1
OS01G0132100	GLYMA18G43510	33	32	1
OS01G0132100	GLYMA18G43520	32	34	1
OS01G0132100	GLYMA18G43621	32	32	1
OS01G0132100	GLYMA18G43630	31	31	1
OS01G0132500	GLYMA02G27171	13	34	1
OS01G0132500	GLYMA05G04975	29	25	1
OS01G0132500	GLYMA05G34720	26	43	1
OS01G0132500	GLYMA06G39673	18	25	1
OS01G0132500	GLYMA07G10390	29	31	1
OS01G0132500	GLYMA10G41890	32	26	1
OS01G0132500	GLYMA17G15370	24	22	1
OS01G0132500	GLYMA20G25150	31	23	1
OS01G0132700	GLYMA08G17030	58	54	1
OS01G0132700	GLYMA15G33520	61	58	1
OS01G0132766	GLYMA10G41870	34	32	1
OS01G0132766	GLYMA20G25170	34	32	1
OS01G0132800	GLYMA08G48210	50	64	1
OS01G0132800	GLYMA18G53310	59	63	1
OS01G0133400	GLYMA08G48255	72	76	1
OS01G0133400	GLYMA13G07781	75	75	1
OS01G0133400	GLYMA19G06911	73	72	1
OS01G0133500	GLYMA10G41850	16	47	1
OS01G0133500	GLYMA20G25200	48	51	1
OS01G0133600	GLYMA05G34750	37	41	0
OS01G0133600	GLYMA07G10430	37	35	0
OS01G0133600	GLYMA07G24292	13	33	0
OS01G0133600	GLYMA08G04930	36	40	0
OS01G0133600	GLYMA09G18560	38	36	0
OS01G0133600	GLYMA09G31460	39	36	0
OS01G0133600	GLYMA10G41840	38	38	0
OS01G0133600	GLYMA20G25210	39	38	0
OS01G0133700	GLYMA05G34750	45	27	0
OS01G0133700	GLYMA07G10430	45	22	0
OS01G0133700	GLYMA07G24292	2	3	0
OS01G0133700	GLYMA08G04930	44	26	0
OS01G0133700	GLYMA09G18560	43	22	0
OS01G0133700	GLYMA09G31460	44	22	0
OS01G0133700	GLYMA10G41840	44	23	0
OS01G0133700	GLYMA20G25210	44	23	0
OS01G0133900	GLYMA04G21753	46	28	1
OS01G0134500	GLYMA13G07800	69	67	0
OS01G0134500	GLYMA19G06930	68	66	0
OS01G0134700	GLYMA05G34760	44	40	1
OS01G0134700	GLYMA07G10440	42	38	1
OS01G0134700	GLYMA08G04920	45	39	1
OS01G0134700	GLYMA09G31450	43	38	1
OS01G0135700	GLYMA02G41300	38	48	1
OS01G0135700	GLYMA05G33880	40	40	1
OS01G0135700	GLYMA07G11384	41	41	1
OS01G0135700	GLYMA08G05810	40	41	1
OS01G0135700	GLYMA11G33790	36	47	1
OS01G0135700	GLYMA12G02830	34	44	1
OS01G0135700	GLYMA14G09430	29	37	1
OS01G0135700	GLYMA14G21420	24	34	1
OS01G0135700	GLYMA14G39660	37	48	1
OS01G0135700	GLYMA17G06570	32	38	1
OS01G0135700	GLYMA18G04450	36	47	1
OS01G0135800	GLYMA01G26570	53	55	0
OS01G0135800	GLYMA02G42000	58	57	0
OS01G0135800	GLYMA04G38530	53	56	0
OS01G0135800	GLYMA05G14850	49	54	0
OS01G0135800	GLYMA06G16490	57	57	0
OS01G0135800	GLYMA07G32030	54	53	0
OS01G0135800	GLYMA07G32050	57	53	0
OS01G0135800	GLYMA07G32070	59	58	0
OS01G0135800	GLYMA07G32090	59	58	0
OS01G0135800	GLYMA07G32100	33	36	0
OS01G0135800	GLYMA07G32110	57	56	0
OS01G0135800	GLYMA08G07330	59	58	0
OS01G0135800	GLYMA08G07340	59	58	0
OS01G0135800	GLYMA08G07350	59	58	0
OS01G0135800	GLYMA13G24440	56	55	0
OS01G0135800	GLYMA13G24461	56	49	0
OS01G0135800	GLYMA13G24490	55	52	0
OS01G0135800	GLYMA13G24510	53	52	0
OS01G0135800	GLYMA14G06900	60	57	0
OS01G0135800	GLYMA14G06910	51	48	0
OS01G0136400	GLYMA02G09750	37	36	0
OS01G0136400	GLYMA18G53220	41	38	0
OS01G0136700	GLYMA10G41790	18	22	1
OS01G0136700	GLYMA19G21690	17	21	1
OS01G0136700	GLYMA20G25490	17	18	1
OS01G0136800	GLYMA02G09750	36	34	0
OS01G0136800	GLYMA18G53220	38	35	0
OS01G0136900	GLYMA05G34780	38	29	1
OS01G0136900	GLYMA07G10460	34	28	1
OS01G0136900	GLYMA07G10475	35	35	1
OS01G0136900	GLYMA07G10490	35	30	1
OS01G0136900	GLYMA07G10541	35	29	1
OS01G0136900	GLYMA07G10561	28	39	1
OS01G0136900	GLYMA07G10601	36	31	1
OS01G0136900	GLYMA07G10621	35	29	1
OS01G0136900	GLYMA07G10641	32	31	1
OS01G0136900	GLYMA07G10661	27	40	1
OS01G0136900	GLYMA07G10680	31	30	1
OS01G0136900	GLYMA08G04900	37	29	1
OS01G0136900	GLYMA08G04911	38	31	1
OS01G0136900	GLYMA09G31381	34	30	1
OS01G0136900	GLYMA09G31421	33	29	1
OS01G0136900	GLYMA10G20918	35	30	1
OS01G0136900	GLYMA10G41801	28	42	1
OS01G0136900	GLYMA10G41811	34	29	1
OS01G0136900	GLYMA19G21710	27	28	1
OS01G0136900	GLYMA20G25240	34	29	1
OS01G0136900	GLYMA20G25260	33	28	1
OS01G0136900	GLYMA20G25280	33	28	1
OS01G0136900	GLYMA20G25291	35	31	1
OS01G0136900	GLYMA20G25315	34	28	1
OS01G0136900	GLYMA20G25330	34	29	1
OS01G0137250	GLYMA05G34780	53	30	1
OS01G0137250	GLYMA07G10460	50	30	1
OS01G0137250	GLYMA07G10475	41	30	1
OS01G0137250	GLYMA07G10490	50	31	1
OS01G0137250	GLYMA07G10541	49	30	1
OS01G0137250	GLYMA07G10561	49	50	1
OS01G0137250	GLYMA07G10601	49	31	1
OS01G0137250	GLYMA07G10621	49	30	1
OS01G0137250	GLYMA07G10641	52	38	1
OS01G0137250	GLYMA07G10661	50	54	1
OS01G0137250	GLYMA07G10680	54	38	1
OS01G0137250	GLYMA08G04900	52	30	1
OS01G0137250	GLYMA08G04911	49	30	1
OS01G0137250	GLYMA09G31381	50	33	1
OS01G0137250	GLYMA09G31421	49	31	1
OS01G0137250	GLYMA10G20918	49	31	1
OS01G0137250	GLYMA10G41801	49	54	1
OS01G0137250	GLYMA10G41811	50	31	1
OS01G0137250	GLYMA19G21710	38	29	1
OS01G0137250	GLYMA20G25240	50	31	1
OS01G0137250	GLYMA20G25260	48	30	1
OS01G0137250	GLYMA20G25280	48	30	1
OS01G0137250	GLYMA20G25291	48	31	1
OS01G0137250	GLYMA20G25315	48	29	1
OS01G0137250	GLYMA20G25330	48	29	1
OS01G0137282	GLYMA10G41790	17	17	1
OS01G0137282	GLYMA19G21690	21	21	1
OS01G0137282	GLYMA20G25490	20	18	1
OS01G0137400	GLYMA05G34780	36	34	1
OS01G0137400	GLYMA07G10460	32	32	1
OS01G0137400	GLYMA07G10475	29	36	1
OS01G0137400	GLYMA07G10490	33	34	1
OS01G0137400	GLYMA07G10541	33	33	1
OS01G0137400	GLYMA07G10561	30	50	1
OS01G0137400	GLYMA07G10601	34	36	1
OS01G0137400	GLYMA07G10621	33	33	1
OS01G0137400	GLYMA07G10641	32	38	1
OS01G0137400	GLYMA07G10661	28	50	1
OS01G0137400	GLYMA07G10680	31	36	1
OS01G0137400	GLYMA08G04900	35	34	1
OS01G0137400	GLYMA08G04911	37	37	1
OS01G0137400	GLYMA09G31381	34	37	1
OS01G0137400	GLYMA09G31421	34	36	1
OS01G0137400	GLYMA10G20918	33	35	1
OS01G0137400	GLYMA10G41801	30	54	1
OS01G0137400	GLYMA10G41811	34	35	1
OS01G0137400	GLYMA19G21710	28	35	1
OS01G0137400	GLYMA20G25240	34	35	1
OS01G0137400	GLYMA20G25260	32	33	1
OS01G0137400	GLYMA20G25280	32	33	1
OS01G0137400	GLYMA20G25291	33	36	1
OS01G0137400	GLYMA20G25315	33	34	1
OS01G0137400	GLYMA20G25330	34	34	1
OS01G0137500	GLYMA05G34780	52	26	1
OS01G0137500	GLYMA07G10460	52	27	1
OS01G0137500	GLYMA07G10475	44	28	1
OS01G0137500	GLYMA07G10490	51	28	1
OS01G0137500	GLYMA07G10541	51	27	1
OS01G0137500	GLYMA07G10561	51	46	1
OS01G0137500	GLYMA07G10601	53	29	1
OS01G0137500	GLYMA07G10621	50	26	1
OS01G0137500	GLYMA07G10641	53	34	1
OS01G0137500	GLYMA07G10661	50	47	1
OS01G0137500	GLYMA07G10680	53	33	1
OS01G0137500	GLYMA08G04900	51	26	1
OS01G0137500	GLYMA08G04911	51	27	1
OS01G0137500	GLYMA09G31381	54	31	1
OS01G0137500	GLYMA09G31421	52	30	1
OS01G0137500	GLYMA10G20918	50	28	1
OS01G0137500	GLYMA10G41801	50	48	1
OS01G0137500	GLYMA10G41811	52	29	1
OS01G0137500	GLYMA19G21710	41	27	1
OS01G0137500	GLYMA20G25240	53	28	1
OS01G0137500	GLYMA20G25260	52	28	1
OS01G0137500	GLYMA20G25280	51	28	1
OS01G0137500	GLYMA20G25291	49	28	1
OS01G0137500	GLYMA20G25315	51	28	1
OS01G0137500	GLYMA20G25330	51	28	1
OS01G0137700	GLYMA10G41790	20	23	1
OS01G0137700	GLYMA19G21690	18	21	1
OS01G0137700	GLYMA20G25490	20	19	1
OS01G0137950	GLYMA05G34780	53	16	1
OS01G0137950	GLYMA07G10460	50	16	1
OS01G0137950	GLYMA07G10475	34	13	1
OS01G0137950	GLYMA07G10490	49	16	1
OS01G0137950	GLYMA07G10541	53	17	1
OS01G0137950	GLYMA07G10561	50	28	1
OS01G0137950	GLYMA07G10601	49	16	1
OS01G0137950	GLYMA07G10621	50	16	1
OS01G0137950	GLYMA07G10641	51	20	1
OS01G0137950	GLYMA07G10661	50	29	1
OS01G0137950	GLYMA07G10680	50	19	1
OS01G0137950	GLYMA08G04900	53	16	1
OS01G0137950	GLYMA08G04911	52	17	1
OS01G0137950	GLYMA09G31381	52	18	1
OS01G0137950	GLYMA09G31421	51	18	1
OS01G0137950	GLYMA10G20918	48	16	1
OS01G0137950	GLYMA10G41801	52	30	1
OS01G0137950	GLYMA10G41811	49	16	1
OS01G0137950	GLYMA19G21710	43	17	1
OS01G0137950	GLYMA20G25240	51	17	1
OS01G0137950	GLYMA20G25260	50	17	1
OS01G0137950	GLYMA20G25280	50	17	1
OS01G0137950	GLYMA20G25291	47	16	1
OS01G0137950	GLYMA20G25315	50	17	1
OS01G0137950	GLYMA20G25330	50	16	1
OS01G0138300	GLYMA05G34780	34	35	1
OS01G0138300	GLYMA07G10460	31	33	1
OS01G0138300	GLYMA07G10475	25	33	1
OS01G0138300	GLYMA07G10490	31	33	1
OS01G0138300	GLYMA07G10541	31	32	1
OS01G0138300	GLYMA07G10561	28	50	1
OS01G0138300	GLYMA07G10601	32	35	1
OS01G0138300	GLYMA07G10621	31	33	1
OS01G0138300	GLYMA07G10641	29	37	1
OS01G0138300	GLYMA07G10661	27	51	1
OS01G0138300	GLYMA07G10680	29	37	1
OS01G0138300	GLYMA08G04900	35	35	1
OS01G0138300	GLYMA08G04911	34	36	1
OS01G0138300	GLYMA09G31381	31	36	1
OS01G0138300	GLYMA09G31421	30	34	1
OS01G0138300	GLYMA10G20918	31	34	1
OS01G0138300	GLYMA10G41801	28	53	1
OS01G0138300	GLYMA10G41811	31	34	1
OS01G0138300	GLYMA19G21710	26	34	1
OS01G0138300	GLYMA20G25240	32	34	1
OS01G0138300	GLYMA20G25260	30	33	1
OS01G0138300	GLYMA20G25280	31	33	1
OS01G0138300	GLYMA20G25291	31	36	1
OS01G0138300	GLYMA20G25315	30	33	1
OS01G0138300	GLYMA20G25330	31	34	1
OS01G0138400	GLYMA05G34780	18	18	1
OS01G0138400	GLYMA07G10460	18	19	1
OS01G0138400	GLYMA07G10475	13	17	1
OS01G0138400	GLYMA07G10490	17	19	1
OS01G0138400	GLYMA07G10541	18	19	1
OS01G0138400	GLYMA07G10561	16	29	1
OS01G0138400	GLYMA07G10601	17	20	1
OS01G0138400	GLYMA07G10621	17	18	1
OS01G0138400	GLYMA07G10641	18	24	1
OS01G0138400	GLYMA07G10661	17	32	1
OS01G0138400	GLYMA07G10680	18	22	1
OS01G0138400	GLYMA08G04900	17	18	1
OS01G0138400	GLYMA08G04911	17	18	1
OS01G0138400	GLYMA09G31381	18	21	1
OS01G0138400	GLYMA09G31421	17	19	1
OS01G0138400	GLYMA10G20918	16	18	1
OS01G0138400	GLYMA10G41801	16	32	1
OS01G0138400	GLYMA10G41811	17	19	1
OS01G0138400	GLYMA19G21710	15	20	1
OS01G0138400	GLYMA20G25240	18	19	1
OS01G0138400	GLYMA20G25260	17	19	1
OS01G0138400	GLYMA20G25280	17	19	1
OS01G0138400	GLYMA20G25291	17	20	1
OS01G0138400	GLYMA20G25315	17	19	1
OS01G0138400	GLYMA20G25330	17	19	1
OS01G0138600	GLYMA09G40400	26	15	1
OS01G0138600	GLYMA10G07990	27	15	1
OS01G0138600	GLYMA13G21770	29	16	1
OS01G0138600	GLYMA18G45446	26	15	1
OS01G0138800	GLYMA02G09770	69	70	1
OS01G0138800	GLYMA18G53170	69	70	1
OS01G0138800	GLYMA19G00700	64	63	1
OS01G0138900	GLYMA05G27030	61	62	0
OS01G0138900	GLYMA08G10010	60	60	0
OS01G0139000	GLYMA07G10870	18	18	0
OS01G0139000	GLYMA09G31220	18	17	0
OS01G0139000	GLYMA10G41690	20	20	0
OS01G0139000	GLYMA20G25530	20	20	0
OS01G0139200	GLYMA07G10950	33	33	1
OS01G0139200	GLYMA09G18043	32	33	1
OS01G0139200	GLYMA09G31140	35	35	1
OS01G0139200	GLYMA10G41600	37	35	1
OS01G0139200	GLYMA20G20020	14	44	1
OS01G0139200	GLYMA20G25620	37	35	1
OS01G0139600	GLYMA02G09820	61	56	1
OS01G0139600	GLYMA10G41590	54	50	1
OS01G0139600	GLYMA18G53100	63	53	1
OS01G0139600	GLYMA20G25640	54	50	1
OS01G0140100	GLYMA01G21480	55	57	1
OS01G0140100	GLYMA02G10850	55	57	1
OS01G0140100	GLYMA09G31930	53	54	1
OS01G0140400	GLYMA01G22406	53	53	1
OS01G0140400	GLYMA02G11090	53	53	1
OS01G0140400	GLYMA20G32720	50	51	1
OS01G0140500	GLYMA01G40150	52	46	0
OS01G0140500	GLYMA05G06181	25	32	0
OS01G0140500	GLYMA11G05160	53	47	0
OS01G0140500	GLYMA13G10386	33	36	0
OS01G0140500	GLYMA13G31650	51	45	0
OS01G0140500	GLYMA13G31900	50	45	0
OS01G0140500	GLYMA15G07420	51	45	0
OS01G0140500	GLYMA18G40730	27	30	0
OS01G0140700	GLYMA01G22260	49	41	0
OS01G0140700	GLYMA02G11060	51	41	0
OS01G0140700	GLYMA10G34760	50	45	0
OS01G0140700	GLYMA20G32730	51	45	0
OS01G0141000	GLYMA01G22260	46	43	0
OS01G0141000	GLYMA02G11060	47	43	0
OS01G0141000	GLYMA10G34760	47	49	0
OS01G0141000	GLYMA20G32730	47	47	0
OS01G0141100	GLYMA11G19120	91	64	0
OS01G0141100	GLYMA12G09300	92	64	0
OS01G0141100	GLYMA12G30910	92	64	0
OS01G0141100	GLYMA13G39410	77	60	0
OS01G0141300	GLYMA11G19120	66	73	0
OS01G0141300	GLYMA12G09300	66	73	0
OS01G0141300	GLYMA12G30910	66	72	0
OS01G0141300	GLYMA13G39410	58	71	0
OS01G0141600	GLYMA07G18120	60	39	1
OS01G0141600	GLYMA18G42930	53	46	1
OS01G0141700	GLYMA02G39130	58	61	0
OS01G0141700	GLYMA14G37230	58	61	0
OS01G0141900	GLYMA02G42350	48	42	1
OS01G0141900	GLYMA07G18030	43	51	1
OS01G0141900	GLYMA11G35090	52	51	1
OS01G0141900	GLYMA14G06550	49	44	1
OS01G0141900	GLYMA18G03250	52	53	1
OS01G0141900	GLYMA18G42850	44	52	1
OS01G0142100	GLYMA02G42300	59	62	1
OS01G0142100	GLYMA14G06590	59	62	1
OS01G0142200	GLYMA04G36930	73	73	1
OS01G0142200	GLYMA06G18050	72	72	1
OS01G0142300	GLYMA01G27840	76	63	1
OS01G0142300	GLYMA03G14200	75	63	1
OS01G0142300	GLYMA07G17680	70	78	1
OS01G0142300	GLYMA18G42540	75	64	1
OS01G0142500	GLYMA01G27720	42	40	1
OS01G0142500	GLYMA02G39000	44	42	1
OS01G0142500	GLYMA02G42140	40	38	1
OS01G0142500	GLYMA03G14440	42	40	1
OS01G0142500	GLYMA07G17660	44	45	1
OS01G0142500	GLYMA11G22960	45	41	1
OS01G0142500	GLYMA11G34930	39	39	1
OS01G0142500	GLYMA14G06750	41	39	1
OS01G0142500	GLYMA14G37050	43	41	1
OS01G0142500	GLYMA18G03430	39	39	1
OS01G0142500	GLYMA18G07250	46	42	1
OS01G0142500	GLYMA18G42530	44	45	1
OS01G0142500	GLYMA20G16630	39	33	1
OS01G0143300	GLYMA02G41840	46	48	0
OS01G0143300	GLYMA07G16490	40	42	0
OS01G0143300	GLYMA14G07130	45	47	0
OS01G0143300	GLYMA18G40750	39	41	0
OS01G0143700	GLYMA02G41840	34	34	0
OS01G0143700	GLYMA07G16490	34	34	0
OS01G0143700	GLYMA14G07130	34	35	0
OS01G0143700	GLYMA18G40750	34	34	0
OS01G0143800	GLYMA02G41840	31	33	0
OS01G0143800	GLYMA07G16490	29	32	0
OS01G0143800	GLYMA14G07130	31	33	0
OS01G0143800	GLYMA18G40750	28	31	0
OS01G0144000	GLYMA0041S00280	47	62	1
OS01G0144000	GLYMA04G05140	47	62	1
OS01G0144000	GLYMA05G23000	47	62	1
OS01G0144000	GLYMA06G05220	46	60	1
OS01G0144000	GLYMA13G32570	47	61	1
OS01G0144000	GLYMA14G10310	47	61	1
OS01G0144000	GLYMA15G06760	48	61	1
OS01G0144000	GLYMA17G17000	45	59	1
OS01G0144100	GLYMA11G34350	72	57	1
OS01G0144100	GLYMA18G03970	70	62	1
OS01G0144200	GLYMA01G24570	76	68	1
OS01G0144200	GLYMA03G12141	76	69	1
OS01G0144340	GLYMA02G41610	64	63	1
OS01G0144340	GLYMA11G34070	64	63	1
OS01G0144340	GLYMA14G07340	45	60	1
OS01G0144340	GLYMA18G04230	64	63	1
OS01G0144600	GLYMA13G41270	41	44	1
OS01G0144600	GLYMA15G04150	40	43	1
OS01G0144700	GLYMA13G17360	29	31	1
OS01G0144700	GLYMA17G05141	25	28	1
OS01G0147200	GLYMA01G01610	62	65	1
OS01G0147200	GLYMA01G01661	13	83	1
OS01G0147200	GLYMA09G34220	61	64	1
OS01G0147400	GLYMA15G33660	28	12	1
OS01G0147400	GLYMA15G33680	28	12	1
OS01G0147700	GLYMA15G33660	21	27	1
OS01G0147700	GLYMA15G33680	20	26	1
OS01G0147800	GLYMA02G41560	31	37	1
OS01G0147800	GLYMA14G07390	41	37	1
OS01G0147900	GLYMA13G41120	70	78	0
