Gene stable ID	Solanum tuberosum gene stable ID	% identity	Solanum tuberosum % identity	Orthology confidence [0 low, 1 high]
OS01G0136900	PGSC0003DMG400030579	34	27	1
OS01G0136900	PGSC0003DMG400030581	31	34	1
OS01G0137250	PGSC0003DMG400001269	49	15	1
OS01G0137250	PGSC0003DMG400001271	40	28	1
OS01G0137250	PGSC0003DMG400005730	54	31	1
OS01G0137250	PGSC0003DMG400006000	45	32	1
OS01G0137250	PGSC0003DMG400012083	43	33	1
OS01G0137250	PGSC0003DMG400014577	51	31	1
OS01G0137250	PGSC0003DMG400015834	53	35	1
OS01G0137250	PGSC0003DMG400015835	53	30	1
OS01G0137250	PGSC0003DMG400030578	50	39	1
OS01G0137250	PGSC0003DMG400030579	50	30	1
OS01G0137250	PGSC0003DMG400030581	49	39	1
OS01G0137400	PGSC0003DMG400001269	35	18	1
OS01G0137400	PGSC0003DMG400001271	29	34	1
OS01G0137400	PGSC0003DMG400005730	34	32	1
OS01G0137400	PGSC0003DMG400006000	31	37	1
OS01G0137400	PGSC0003DMG400012083	28	35	1
OS01G0137400	PGSC0003DMG400014577	33	33	1
OS01G0137400	PGSC0003DMG400015834	36	40	1
OS01G0137400	PGSC0003DMG400015835	37	34	1
OS01G0137400	PGSC0003DMG400030578	31	40	1
OS01G0137400	PGSC0003DMG400030579	33	33	1
OS01G0137400	PGSC0003DMG400030581	32	42	1
OS01G0137500	PGSC0003DMG400001269	51	14	1
OS01G0137500	PGSC0003DMG400001271	45	28	1
OS01G0137500	PGSC0003DMG400005730	55	28	1
OS01G0137500	PGSC0003DMG400006000	45	28	1
OS01G0137500	PGSC0003DMG400012083	47	31	1
OS01G0137500	PGSC0003DMG400014577	52	28	1
OS01G0137500	PGSC0003DMG400015834	54	31	1
OS01G0137500	PGSC0003DMG400015835	55	27	1
OS01G0137500	PGSC0003DMG400030578	51	36	1
OS01G0137500	PGSC0003DMG400030579	52	27	1
OS01G0137500	PGSC0003DMG400030581	51	36	1
OS01G0137950	PGSC0003DMG400001269	51	8	1
OS01G0137950	PGSC0003DMG400001271	32	12	1
OS01G0137950	PGSC0003DMG400005730	51	16	1
OS01G0137950	PGSC0003DMG400006000	44	16	1
OS01G0137950	PGSC0003DMG400012083	46	18	1
OS01G0137950	PGSC0003DMG400014577	52	17	1
OS01G0137950	PGSC0003DMG400015834	57	20	1
OS01G0137950	PGSC0003DMG400015835	59	17	1
OS01G0137950	PGSC0003DMG400030578	50	21	1
OS01G0137950	PGSC0003DMG400030579	53	17	1
OS01G0137950	PGSC0003DMG400030581	52	23	1
OS01G0138300	PGSC0003DMG400001269	31	17	1
OS01G0138300	PGSC0003DMG400001271	28	35	1
OS01G0138300	PGSC0003DMG400005730	34	34	1
OS01G0138300	PGSC0003DMG400006000	28	35	1
OS01G0138300	PGSC0003DMG400012083	26	34	1
OS01G0138300	PGSC0003DMG400014577	32	35	1
OS01G0138300	PGSC0003DMG400015834	33	38	1
OS01G0138300	PGSC0003DMG400015835	36	35	1
OS01G0138300	PGSC0003DMG400030578	29	41	1
OS01G0138300	PGSC0003DMG400030579	31	32	1
OS01G0138300	PGSC0003DMG400030581	31	43	1
OS01G0138400	PGSC0003DMG400001269	18	10	1
OS01G0138400	PGSC0003DMG400001271	12	15	1
OS01G0138400	PGSC0003DMG400005730	18	19	1
OS01G0138400	PGSC0003DMG400006000	16	20	1
OS01G0138400	PGSC0003DMG400012083	14	19	1
OS01G0138400	PGSC0003DMG400014577	18	20	1
OS01G0138400	PGSC0003DMG400015834	20	23	1
OS01G0138400	PGSC0003DMG400015835	20	20	1
OS01G0138400	PGSC0003DMG400030578	17	25	1
OS01G0138400	PGSC0003DMG400030579	19	20	1
OS01G0138400	PGSC0003DMG400030581	17	24	1
OS01G0138600	PGSC0003DMG400026385	19	8	1
OS01G0138800	PGSC0003DMG400024374	65	66	1
OS01G0138800	PGSC0003DMG400026382	67	67	1
OS01G0138800	PGSC0003DMG400030530	66	50	1
OS01G0138900	PGSC0003DMG400005732	61	60	0
OS01G0139000	PGSC0003DMG400005651	15	34	0
OS01G0139000	PGSC0003DMG400030573	8	10	0
OS01G0139200	PGSC0003DMG400005666	32	32	1
OS01G0139200	PGSC0003DMG400005971	34	34	1
OS01G0139200	PGSC0003DMG400026379	24	29	1
OS01G0139600	PGSC0003DMG400030528	57	55	1
OS01G0139600	PGSC0003DMG400030590	57	46	1
OS01G0139600	PGSC0003DMG402030570	58	57	1
OS01G0140100	PGSC0003DMG400004070	46	48	1
OS01G0140100	PGSC0003DMG400005628	50	52	1
OS01G0140100	PGSC0003DMG401012961	53	55	1
OS01G0140400	PGSC0003DMG400000810	50	50	1
OS01G0140500	PGSC0003DMG400009063	54	48	0
OS01G0140500	PGSC0003DMG400021420	51	45	0
OS01G0140500	PGSC0003DMG400035337	51	45	0
OS01G0140700	PGSC0003DMG400000811	52	41	0
OS01G0140700	PGSC0003DMG400007458	48	41	0
OS01G0141000	PGSC0003DMG400000811	47	43	0
OS01G0141000	PGSC0003DMG400007458	43	43	0
OS01G0141100	PGSC0003DMG400019489	87	61	0
OS01G0141100	PGSC0003DMG401007403	89	63	0
OS01G0141100	PGSC0003DMG402007403	62	87	0
OS01G0141300	PGSC0003DMG400019489	65	72	0
OS01G0141300	PGSC0003DMG401007403	66	73	0
OS01G0141300	PGSC0003DMG402007403	32	71	0
OS01G0141600	PGSC0003DMG400011791	58	37	1
OS01G0141700	PGSC0003DMG400022078	13	51	0
OS01G0141900	PGSC0003DMG400008491	39	44	1
OS01G0141900	PGSC0003DMG400011934	7	50	1
OS01G0141900	PGSC0003DMG400020745	6	49	1
OS01G0141900	PGSC0003DMG400030264	8	59	1
OS01G0141900	PGSC0003DMG401011931	29	42	1
OS01G0141900	PGSC0003DMG401023302	16	54	1
OS01G0141900	PGSC0003DMG401027184	11	42	1
OS01G0141900	PGSC0003DMG402011931	11	43	1
OS01G0141900	PGSC0003DMG402027184	15	57	1
OS01G0142100	PGSC0003DMG400028078	58	65	1
OS01G0142200	PGSC0003DMG400025894	73	74	1
OS01G0142300	PGSC0003DMG400011091	73	73	1
OS01G0142300	PGSC0003DMG400020317	75	76	1
OS01G0142500	PGSC0003DMG400019129	44	45	1
OS01G0142500	PGSC0003DMG400020344	42	43	1
OS01G0142500	PGSC0003DMG400020730	37	40	1
OS01G0142500	PGSC0003DMG400027126	33	39	1
OS01G0142500	PGSC0003DMG400030348	48	46	1
OS01G0143300	PGSC0003DMG400021701	47	49	0
OS01G0143300	PGSC0003DMG402008889	36	38	0
OS01G0143700	PGSC0003DMG400021701	34	34	0
OS01G0143700	PGSC0003DMG402008889	31	32	0
OS01G0143800	PGSC0003DMG400021701	29	31	0
OS01G0143800	PGSC0003DMG402008889	28	31	0
OS01G0144000	PGSC0003DMG400004924	47	60	1
OS01G0144000	PGSC0003DMG400005106	48	63	1
OS01G0144000	PGSC0003DMG400021427	48	63	1
OS01G0144000	PGSC0003DMG400026782	28	63	1
OS01G0144100	PGSC0003DMG400034939	70	63	1
OS01G0144200	PGSC0003DMG400011070	74	75	1
OS01G0144600	PGSC0003DMG400002149	39	41	1
OS01G0144700	PGSC0003DMG400013576	37	34	1
OS01G0147200	PGSC0003DMG400016781	62	63	1
OS01G0147300	PGSC0003DMG400004402	61	32	1
OS01G0147400	PGSC0003DMG400004408	28	11	0
OS01G0147400	PGSC0003DMG400022961	4	17	0
OS01G0147400	PGSC0003DMG400023431	30	6	0
OS01G0147400	PGSC0003DMG400024388	34	13	0
OS01G0147400	PGSC0003DMG400028037	14	24	0
OS01G0147400	PGSC0003DMG400030322	30	9	0
OS01G0147400	PGSC0003DMG401014189	5	7	0
OS01G0147400	PGSC0003DMG402014189	35	13	0
OS01G0147700	PGSC0003DMG400004408	28	31	0
OS01G0147700	PGSC0003DMG400022961	2	20	0
OS01G0147700	PGSC0003DMG400023431	31	18	0
OS01G0147700	PGSC0003DMG400024388	34	37	0
OS01G0147700	PGSC0003DMG400028037	7	38	0
OS01G0147700	PGSC0003DMG400030322	27	25	0
OS01G0147700	PGSC0003DMG401014189	10	34	0
OS01G0147700	PGSC0003DMG402014189	36	39	0
OS01G0147800	PGSC0003DMG400010894	31	19	1
OS01G0147900	PGSC0003DMG400027745	84	83	0
OS01G0149900	PGSC0003DMG400008910	17	17	1
OS01G0149900	PGSC0003DMG400011004	16	17	1
OS01G0149900	PGSC0003DMG400030320	14	14	1
OS01G0150000	PGSC0003DMG400023428	82	82	0
OS01G0150100	PGSC0003DMG400023528	50	20	1
OS01G0150200	PGSC0003DMG400016135	41	56	1
OS01G0151100	PGSC0003DMG400000399	55	59	0
OS01G0151100	PGSC0003DMG400008844	57	64	0
OS01G0151100	PGSC0003DMG400019157	59	65	0
OS01G0151100	PGSC0003DMG400027732	56	61	0
OS01G0151200	PGSC0003DMG400000401	67	69	0
OS01G0151400	PGSC0003DMG400000288	63	21	1
OS01G0151500	PGSC0003DMG400000288	51	44	1
OS01G0151700	PGSC0003DMG400008850	68	68	1
OS01G0151700	PGSC0003DMG400019158	71	71	1
OS01G0151900	PGSC0003DMG400015326	41	45	1
OS01G0152700	PGSC0003DMG400000420	100	29	0
OS01G0152700	PGSC0003DMG400007158	98	28	0
OS01G0152700	PGSC0003DMG400007159	98	28	0
OS01G0152700	PGSC0003DMG400008572	100	28	0
OS01G0152700	PGSC0003DMG400016921	100	29	0
OS01G0152700	PGSC0003DMG400023375	100	28	0
OS01G0152700	PGSC0003DMG400027363	100	28	0
OS01G0152700	PGSC0003DMG400027364	100	29	0
OS01G0152700	PGSC0003DMG400029167	100	28	0
OS01G0152700	PGSC0003DMG401008565	100	28	0
OS01G0152700	PGSC0003DMG403030312	100	28	0
OS01G0153200	PGSC0003DMG400014299	31	31	1
OS01G0153200	PGSC0003DMG400023020	32	23	1
OS01G0153400	PGSC0003DMG402005133	72	72	1
OS01G0153800	PGSC0003DMG400003009	38	43	1
OS01G0153800	PGSC0003DMG401008665	24	35	1
OS01G0155000	PGSC0003DMG400003009	43	45	1
OS01G0155000	PGSC0003DMG401008665	29	40	1
OS01G0155300	PGSC0003DMG400015556	41	42	1
OS01G0155300	PGSC0003DMG400030396	45	46	1
OS01G0155400	PGSC0003DMG400023933	36	36	1
OS01G0155500	PGSC0003DMG400009689	40	46	1
OS01G0155500	PGSC0003DMG400015547	41	46	1
OS01G0155500	PGSC0003DMG400023508	35	40	1
OS01G0155600	PGSC0003DMG400023919	48	50	1
OS01G0157700	PGSC0003DMG400001769	35	22	1
OS01G0157800	PGSC0003DMG400001767	76	76	1
OS01G0157800	PGSC0003DMG400017591	77	77	1
OS01G0157900	PGSC0003DMG400001744	57	56	1
OS01G0157900	PGSC0003DMG400010481	54	51	1
OS01G0158000	PGSC0003DMG400010467	56	57	1
OS01G0158100	PGSC0003DMG400002549	31	37	1
OS01G0158200	PGSC0003DMG400027263	66	69	1
OS01G0158400	PGSC0003DMG400010372	14	29	0
OS01G0158500	PGSC0003DMG400000355	37	72	1
OS01G0158600	PGSC0003DMG400006268	36	33	1
OS01G0158600	PGSC0003DMG400020330	24	32	1
OS01G0158600	PGSC0003DMG400022067	35	22	1
OS01G0158600	PGSC0003DMG400022068	31	35	1
OS01G0158600	PGSC0003DMG400028575	31	35	1
OS01G0158600	PGSC0003DMG400028576	31	34	1
OS01G0158600	PGSC0003DMG400038495	29	37	1
OS01G0158600	PGSC0003DMG402015894	29	36	1
OS01G0158900	PGSC0003DMG400019018	5	22	0
OS01G0159000	PGSC0003DMG400023327	40	26	1
OS01G0159200	PGSC0003DMG400001754	39	30	0
OS01G0159200	PGSC0003DMG400010459	37	26	0
OS01G0159200	PGSC0003DMG400041435	40	31	0
OS01G0159300	PGSC0003DMG400001775	26	24	1
OS01G0159400	PGSC0003DMG400011023	73	72	1
OS01G0159400	PGSC0003DMG401019176	76	75	1
OS01G0160200	PGSC0003DMG400006268	36	33	1
OS01G0160200	PGSC0003DMG400020330	23	31	1
OS01G0160200	PGSC0003DMG400022067	32	20	1
OS01G0160200	PGSC0003DMG400022068	30	35	1
OS01G0160200	PGSC0003DMG400028575	30	34	1
OS01G0160200	PGSC0003DMG400028576	30	33	1
OS01G0160200	PGSC0003DMG400038495	27	36	1
OS01G0160200	PGSC0003DMG402015894	29	35	1
OS01G0160700	PGSC0003DMG400006268	37	33	1
OS01G0160700	PGSC0003DMG400020330	24	32	1
OS01G0160700	PGSC0003DMG400022067	33	20	1
OS01G0160700	PGSC0003DMG400022068	30	34	1
OS01G0160700	PGSC0003DMG400028575	30	33	1
OS01G0160700	PGSC0003DMG400028576	31	34	1
OS01G0160700	PGSC0003DMG400038495	27	36	1
OS01G0160700	PGSC0003DMG402015894	29	35	1
OS01G0161000	PGSC0003DMG400006268	39	23	1
OS01G0161000	PGSC0003DMG400020330	32	28	1
OS01G0161000	PGSC0003DMG400022067	35	14	1
OS01G0161000	PGSC0003DMG400022068	32	24	1
OS01G0161000	PGSC0003DMG400028575	35	26	1
OS01G0161000	PGSC0003DMG400028576	36	26	1
OS01G0161000	PGSC0003DMG400038495	28	24	1
OS01G0161000	PGSC0003DMG402015894	29	24	1
OS01G0161300	PGSC0003DMG400006268	37	33	1
OS01G0161300	PGSC0003DMG400020330	25	34	1
OS01G0161300	PGSC0003DMG400022067	34	21	1
OS01G0161300	PGSC0003DMG400022068	32	36	1
OS01G0161300	PGSC0003DMG400028575	32	35	1
OS01G0161300	PGSC0003DMG400028576	34	36	1
OS01G0161300	PGSC0003DMG400038495	28	37	1
OS01G0161300	PGSC0003DMG402015894	29	35	1
OS01G0162300	PGSC0003DMG400006255	42	28	1
OS01G0162800	PGSC0003DMG400006268	36	33	1
OS01G0162800	PGSC0003DMG400020330	24	32	1
OS01G0162800	PGSC0003DMG400022067	33	21	1
OS01G0162800	PGSC0003DMG400022068	31	35	1
OS01G0162800	PGSC0003DMG400028575	31	35	1
OS01G0162800	PGSC0003DMG400028576	32	35	1
OS01G0162800	PGSC0003DMG400038495	29	38	1
OS01G0162800	PGSC0003DMG402015894	30	37	1
OS01G0163000	PGSC0003DMG400006268	40	34	1
OS01G0163000	PGSC0003DMG400020330	25	32	1
OS01G0163000	PGSC0003DMG400022067	34	20	1
OS01G0163000	PGSC0003DMG400022068	31	34	1
OS01G0163000	PGSC0003DMG400028575	34	37	1
OS01G0163000	PGSC0003DMG400028576	34	35	1
OS01G0163000	PGSC0003DMG400038495	29	36	1
OS01G0163000	PGSC0003DMG402015894	30	34	1
OS01G0164075	PGSC0003DMG400027122	33	45	1
OS01G0164075	PGSC0003DMG400030033	39	39	1
OS01G0164300	PGSC0003DMG400027122	27	40	1
OS01G0164300	PGSC0003DMG400030033	35	38	1
OS01G0164400	PGSC0003DMG400030374	72	31	1
OS01G0164500	PGSC0003DMG400022369	54	56	1
OS01G0164600	PGSC0003DMG400020560	52	56	1
OS01G0164700	PGSC0003DMG400002241	38	15	0
OS01G0164700	PGSC0003DMG400007657	36	14	0
OS01G0165000	PGSC0003DMG400027117	34	23	0
OS01G0165000	PGSC0003DMG401023951	32	28	0
OS01G0165100	PGSC0003DMG400001288	31	60	1
OS01G0165100	PGSC0003DMG400019944	55	55	1
OS01G0165200	PGSC0003DMG400011621	35	37	1
OS01G0165200	PGSC0003DMG400011861	14	27	1
OS01G0165200	PGSC0003DMG400011862	14	28	1
OS01G0165200	PGSC0003DMG400045097	13	32	1
OS01G0165600	PGSC0003DMG400020549	32	33	1
OS01G0165800	PGSC0003DMG400029108	8	6	0
OS01G0166100	PGSC0003DMG400017899	61	62	0
OS01G0166300	PGSC0003DMG400017899	53	36	0
OS01G0166400	PGSC0003DMG400017488	37	35	1
OS01G0166500	PGSC0003DMG400026571	22	26	1
OS01G0166700	PGSC0003DMG400026572	35	33	1
OS01G0166800	PGSC0003DMG400024309	51	51	1
OS01G0167500	PGSC0003DMG400016649	76	76	1
OS01G0167500	PGSC0003DMG400030466	77	78	1
OS01G0167750	PGSC0003DMG400001186	43	41	1
OS01G0167900	PGSC0003DMG400001834	34	24	1
OS01G0167900	PGSC0003DMG400022957	16	13	1
OS01G0168100	PGSC0003DMG400001834	41	39	1
OS01G0168100	PGSC0003DMG400022957	20	22	1
OS01G0168200	PGSC0003DMG400022959	50	47	1
OS01G0168200	PGSC0003DMG400029887	37	60	1
OS01G0168300	PGSC0003DMG400005253	55	57	1
OS01G0168800	PGSC0003DMG400012994	23	34	0
OS01G0169400	PGSC0003DMG400006914	41	62	1
OS01G0169400	PGSC0003DMG400012629	40	64	1
OS01G0169400	PGSC0003DMG400018112	49	64	1
OS01G0169400	PGSC0003DMG400027078	43	61	1
OS01G0169500	PGSC0003DMG400012627	28	42	1
OS01G0169800	PGSC0003DMG400007680	49	30	1
OS01G0169800	PGSC0003DMG400007681	49	27	1
OS01G0169800	PGSC0003DMG400018931	40	16	1
OS01G0169800	PGSC0003DMG400025405	44	24	1
OS01G0169800	PGSC0003DMG400029097	31	26	1
OS01G0169800	PGSC0003DMG400029098	14	14	1
OS01G0169800	PGSC0003DMG400029970	36	24	1
OS01G0169800	PGSC0003DMG400029972	19	25	1
OS01G0169800	PGSC0003DMG400039304	28	42	1
OS01G0169800	PGSC0003DMG400040623	2	3	1
OS01G0169800	PGSC0003DMG400045243	15	23	1
OS01G0169800	PGSC0003DMG400046885	40	28	1
OS01G0169900	PGSC0003DMG400012598	34	36	1
OS01G0169900	PGSC0003DMG400028065	31	35	1
OS01G0170000	PGSC0003DMG400000513	64	28	1
OS01G0170000	PGSC0003DMG400018109	39	22	1
OS01G0170100	PGSC0003DMG400018175	47	26	1
OS01G0170300	PGSC0003DMG400018171	56	56	1
OS01G0170500	PGSC0003DMG400018103	61	63	1
OS01G0170500	PGSC0003DMG400027081	56	57	1
OS01G0170800	PGSC0003DMG401014601	36	26	1
OS01G0171000	PGSC0003DMG400007709	70	72	1
OS01G0171000	PGSC0003DMG400013489	66	69	1
OS01G0171800	PGSC0003DMG400018095	53	52	1
OS01G0171800	PGSC0003DMG400042346	32	41	1
OS01G0171800	PGSC0003DMG401009684	46	47	1
OS01G0171800	PGSC0003DMG402000410	41	40	1
OS01G0171800	PGSC0003DMG402027085	50	50	1
OS01G0172000	PGSC0003DMG400011393	59	18	0
OS01G0172100	PGSC0003DMG400000484	52	52	1
OS01G0172200	PGSC0003DMG400031391	48	59	1
OS01G0172200	PGSC0003DMG401000517	51	53	1
OS01G0172300	PGSC0003DMG400000616	21	52	1
OS01G0172400	PGSC0003DMG400000614	74	74	0
OS01G0172400	PGSC0003DMG400009598	11	72	0
OS01G0172400	PGSC0003DMG400009599	75	75	0
OS01G0172400	PGSC0003DMG400028539	78	79	0
OS01G0172600	PGSC0003DMG400025478	70	48	1
OS01G0172800	PGSC0003DMG400000634	37	36	1
OS01G0172800	PGSC0003DMG400023797	36	41	1
OS01G0172800	PGSC0003DMG400023798	40	50	1
OS01G0172900	PGSC0003DMG400003490	29	24	1
OS01G0172900	PGSC0003DMG400022104	29	21	1
OS01G0173000	PGSC0003DMG400000613	46	46	1
OS01G0173100	PGSC0003DMG400020460	58	69	0
OS01G0173100	PGSC0003DMG400020480	58	69	0
OS01G0173600	PGSC0003DMG400000631	45	54	1
OS01G0173600	PGSC0003DMG400028644	40	51	1
OS01G0173900	PGSC0003DMG400022183	58	66	1
OS01G0174000	PGSC0003DMG401020784	24	46	1
OS01G0174100	PGSC0003DMG400000607	33	30	1
OS01G0174100	PGSC0003DMG400020666	32	33	1
OS01G0174100	PGSC0003DMG400036905	25	25	1
OS01G0174500	PGSC0003DMG400015788	39	38	1
OS01G0174700	PGSC0003DMG400020682	57	60	1
OS01G0174900	PGSC0003DMG401028515	43	47	1
OS01G0175000	PGSC0003DMG400028544	68	68	0
OS01G0175000	PGSC0003DMG400028622	67	67	0
OS01G0175000	PGSC0003DMG400033649	68	68	0
OS01G0175100	PGSC0003DMG400024486	28	30	1
OS01G0175600	PGSC0003DMG400005695	67	66	0
OS01G0175600	PGSC0003DMG400028546	49	64	0
OS01G0175600	PGSC0003DMG400029090	65	67	0
OS01G0175700	PGSC0003DMG400005695	67	67	0
OS01G0175700	PGSC0003DMG400028546	49	64	0
OS01G0175700	PGSC0003DMG400029090	65	66	0
OS01G0176300	PGSC0003DMG400019817	47	45	1
OS01G0176400	PGSC0003DMG400005613	39	17	1
OS01G0176500	PGSC0003DMG400005697	40	41	0
OS01G0176700	PGSC0003DMG400030389	35	38	1
OS01G0176800	PGSC0003DMG400005615	43	46	0
OS01G0176800	PGSC0003DMG400028640	24	34	0
OS01G0176900	PGSC0003DMG400041163	18	30	1
OS01G0177100	PGSC0003DMG400015906	18	41	0
OS01G0177400	PGSC0003DMG400005698	38	40	1
OS01G0177400	PGSC0003DMG400016516	39	39	1
OS01G0177400	PGSC0003DMG400017140	25	32	1
OS01G0177400	PGSC0003DMG400023158	34	36	1
OS01G0177400	PGSC0003DMG400029063	33	35	1
OS01G0177400	PGSC0003DMG400035710	34	36	1
OS01G0177900	PGSC0003DMG400026131	69	18	1
OS01G0178100	PGSC0003DMG400020684	46	47	1
OS01G0178200	PGSC0003DMG401029823	53	61	1
OS01G0178400	PGSC0003DMG400001069	51	21	1
OS01G0178400	PGSC0003DMG400026132	55	22	1
OS01G0178500	PGSC0003DMG402002635	47	44	1
OS01G0178700	PGSC0003DMG400001063	44	45	1
OS01G0178700	PGSC0003DMG400033616	48	51	1
OS01G0179200	PGSC0003DMG400004557	65	63	1
OS01G0179200	PGSC0003DMG400014503	67	68	1
OS01G0179300	PGSC0003DMG400014501	36	37	1
OS01G0179300	PGSC0003DMG400027440	49	51	1
OS01G0179300	PGSC0003DMG401014502	15	51	1
OS01G0179500	PGSC0003DMG400014479	6	12	0
OS01G0179500	PGSC0003DMG400014480	6	40	0
OS01G0179500	PGSC0003DMG400014482	11	10	0
OS01G0179600	PGSC0003DMG400004573	34	35	1
OS01G0179600	PGSC0003DMG400004574	29	31	1
OS01G0179600	PGSC0003DMG400006737	40	28	1
OS01G0179600	PGSC0003DMG400012027	19	29	1
OS01G0179600	PGSC0003DMG400014952	22	31	1
OS01G0179600	PGSC0003DMG400015744	35	38	1
OS01G0179600	PGSC0003DMG400040021	20	38	1
OS01G0179600	PGSC0003DMG400044788	15	25	1
OS01G0179700	PGSC0003DMG400013080	88	88	1
OS01G0179800	PGSC0003DMG400019441	54	57	1
OS01G0180000	PGSC0003DMG400006027	53	38	1
OS01G0180300	PGSC0003DMG400002564	31	35	0
OS01G0180400	PGSC0003DMG400014504	35	17	1
OS01G0180700	PGSC0003DMG400014490	31	37	1
OS01G0180800	PGSC0003DMG400003246	8	53	1
OS01G0180800	PGSC0003DMG401031379	71	69	1
OS01G0180800	PGSC0003DMG402031379	72	72	1
OS01G0181000	PGSC0003DMG400018590	23	25	1
OS01G0182200	PGSC0003DMG400008358	57	58	1
OS01G0182200	PGSC0003DMG400018823	52	54	1
OS01G0182300	PGSC0003DMG400005684	19	29	1
OS01G0182300	PGSC0003DMG400016508	18	28	1
OS01G0182400	PGSC0003DMG400019695	16	15	1
OS01G0182600	PGSC0003DMG400001110	4	38	1
OS01G0182600	PGSC0003DMG400018791	51	67	1
OS01G0182700	PGSC0003DMG400019706	39	47	1
OS01G0182832	PGSC0003DMG400026832	1	6	0
OS01G0182900	PGSC0003DMG400026832	0	0	0
OS01G0183000	PGSC0003DMG400021130	59	51	1
OS01G0183100	PGSC0003DMG400030544	60	64	1
OS01G0183300	PGSC0003DMG401025057	48	44	1
OS01G0183400	PGSC0003DMG400029106	23	39	1
OS01G0183500	PGSC0003DMG400015061	37	14	1
OS01G0183500	PGSC0003DMG400017826	5	4	1
OS01G0183500	PGSC0003DMG400023596	6	4	1
OS01G0183500	PGSC0003DMG400023597	29	52	1
OS01G0183500	PGSC0003DMG400023657	36	13	1
OS01G0183500	PGSC0003DMG400023694	37	14	1
OS01G0183500	PGSC0003DMG400028095	27	11	1
OS01G0183500	PGSC0003DMG400028096	33	12	1
OS01G0183500	PGSC0003DMG400028190	35	13	1
OS01G0183500	PGSC0003DMG400031198	41	16	1
OS01G0183500	PGSC0003DMG400031199	41	18	1
OS01G0183500	PGSC0003DMG400033171	35	25	1
OS01G0183500	PGSC0003DMG400037844	35	13	1
OS01G0183500	PGSC0003DMG400039791	38	14	1
OS01G0183500	PGSC0003DMG401023595	41	17	1
OS01G0183500	PGSC0003DMG402023595	35	18	1
OS01G0183600	PGSC0003DMG400015061	37	36	1
OS01G0183600	PGSC0003DMG400017826	16	32	1
OS01G0183600	PGSC0003DMG400023596	27	43	1
OS01G0183600	PGSC0003DMG400023597	11	50	1
OS01G0183600	PGSC0003DMG400023657	38	38	1
OS01G0183600	PGSC0003DMG400023694	39	39	1
OS01G0183600	PGSC0003DMG400028095	31	35	1
OS01G0183600	PGSC0003DMG400028096	39	38	1
OS01G0183600	PGSC0003DMG400028190	39	39	1
OS01G0183600	PGSC0003DMG400031198	43	44	1
OS01G0183600	PGSC0003DMG400031199	42	48	1
OS01G0183600	PGSC0003DMG400033171	22	42	1
OS01G0183600	PGSC0003DMG400037844	38	37	1
OS01G0183600	PGSC0003DMG400039791	39	39	1
OS01G0183600	PGSC0003DMG401023595	42	47	1
OS01G0183600	PGSC0003DMG402023595	30	41	1
OS01G0183633	PGSC0003DMG400004856	41	44	1
OS01G0183633	PGSC0003DMG400014102	48	37	1
OS01G0184000	PGSC0003DMG400024571	50	51	1
OS01G0184100	PGSC0003DMG400008187	64	68	0
OS01G0184100	PGSC0003DMG400021737	65	68	0
OS01G0184500	PGSC0003DMG400023195	62	60	0
OS01G0184800	PGSC0003DMG400011416	67	67	1
OS01G0184900	PGSC0003DMG400001413	25	48	1
OS01G0184900	PGSC0003DMG400001414	68	68	1
OS01G0184900	PGSC0003DMG400018099	67	68	1
OS01G0185100	PGSC0003DMG400015148	29	46	1
OS01G0185200	PGSC0003DMG400014572	74	75	1
OS01G0185400	PGSC0003DMG400001312	30	44	1
OS01G0185500	PGSC0003DMG400001313	49	51	1
OS01G0185500	PGSC0003DMG400006936	48	50	1
OS01G0185500	PGSC0003DMG400018080	40	43	1
OS01G0185900	PGSC0003DMG400018081	34	33	1
OS01G0185900	PGSC0003DMG402006935	33	38	1
OS01G0186000	PGSC0003DMG400023196	27	25	1
OS01G0186000	PGSC0003DMG400031140	28	23	1
OS01G0186000	PGSC0003DMG400033177	23	43	1
OS01G0186000	PGSC0003DMG401031196	31	43	1
OS01G0186200	PGSC0003DMG400017642	47	47	1
OS01G0186200	PGSC0003DMG400026779	43	44	1
OS01G0186700	PGSC0003DMG400000331	66	70	1
OS01G0186900	PGSC0003DMG400000332	49	50	1
OS01G0186900	PGSC0003DMG400010713	51	46	1
OS01G0187600	PGSC0003DMG400000277	39	19	1
OS01G0187600	PGSC0003DMG400000335	39	13	1
OS01G0187900	PGSC0003DMG400026442	50	49	1
OS01G0188100	PGSC0003DMG400027423	68	67	1
OS01G0188200	PGSC0003DMG400003329	28	7	1
OS01G0188400	PGSC0003DMG400003238	20	49	0
OS01G0190000	PGSC0003DMG400002609	66	58	1
OS01G0190300	PGSC0003DMG400002608	45	38	1
OS01G0190500	PGSC0003DMG400000357	27	35	0
OS01G0191000	PGSC0003DMG400007409	64	64	1
OS01G0191100	PGSC0003DMG400007119	55	51	1
OS01G0191100	PGSC0003DMG400007410	69	68	1
OS01G0191100	PGSC0003DMG400011194	58	59	1
OS01G0191100	PGSC0003DMG400011702	66	68	1
OS01G0191100	PGSC0003DMG400034769	53	51	1
OS01G0191150	PGSC0003DMG400000291	50	22	1
OS01G0191150	PGSC0003DMG400018557	53	24	1
OS01G0191150	PGSC0003DMG400025460	52	23	1
OS01G0191150	PGSC0003DMG400037669	38	17	1
OS01G0191200	PGSC0003DMG400002523	33	38	1
