Gene stable ID	Theobroma cacao gene stable ID	% identity	Theobroma cacao % identity	Orthology confidence [0 low, 1 high]
OS01G0182300	TCM_037906	23	23	1
OS01G0182400	TCM_001294	19	20	1
OS01G0182600	TCM_035715	72	71	1
OS01G0182700	TCM_001282	42	52	0
OS01G0182832	TCM_001277	11	2	0
OS01G0182900	TCM_001277	72	7	0
OS01G0183000	TCM_044748	57	62	1
OS01G0183100	TCM_002001	62	57	1
OS01G0183300	TCM_035803	50	46	1
OS01G0183400	TCM_008853	25	26	1
OS01G0183500	TCM_001259	41	16	1
OS01G0183500	TCM_006164	36	13	1
OS01G0183500	TCM_007006	36	14	1
OS01G0183500	TCM_007007	35	13	1
OS01G0183500	TCM_007008	30	23	1
OS01G0183500	TCM_007011	38	14	1
OS01G0183500	TCM_011163	14	7	1
OS01G0183500	TCM_016977	29	11	1
OS01G0183500	TCM_016981	34	13	1
OS01G0183500	TCM_035652	37	14	1
OS01G0183500	TCM_035655	37	14	1
OS01G0183500	TCM_035792	36	13	1
OS01G0183600	TCM_001259	43	43	1
OS01G0183600	TCM_006164	34	34	1
OS01G0183600	TCM_007006	35	35	1
OS01G0183600	TCM_007007	34	34	1
OS01G0183600	TCM_007008	17	34	1
OS01G0183600	TCM_007011	36	36	1
OS01G0183600	TCM_011163	21	28	1
OS01G0183600	TCM_016977	36	37	1
OS01G0183600	TCM_016981	37	37	1
OS01G0183600	TCM_035652	35	35	1
OS01G0183600	TCM_035655	36	36	1
OS01G0183600	TCM_035792	35	34	1
OS01G0183633	TCM_029088	48	51	1
OS01G0183633	TCM_037592	44	34	1
OS01G0184000	TCM_044402	54	54	1
OS01G0184100	TCM_037346	56	59	1
OS01G0184100	TCM_037347	63	66	1
OS01G0184500	TCM_035834	22	34	1
OS01G0184800	TCM_017106	73	73	1
OS01G0184900	TCM_018380	71	71	1
OS01G0185100	TCM_011794	39	25	1
OS01G0185200	TCM_032306	72	72	1
OS01G0185400	TCM_018392	43	37	1
OS01G0185500	TCM_018396	49	44	1
OS01G0185900	TCM_011792	37	31	1
OS01G0185900	TCM_013860	39	33	1
OS01G0185900	TCM_018403	41	36	1
OS01G0186000	TCM_001265	32	25	1
OS01G0186000	TCM_035897	30	25	1
OS01G0186200	TCM_011808	48	48	1
OS01G0186700	TCM_037331	73	76	1
OS01G0186700	TCM_037602	69	71	1
OS01G0186900	TCM_037329	53	49	1
OS01G0186900	TCM_037603	52	46	1
OS01G0186900	TCM_042422	53	47	1
OS01G0187400	TCM_037241	66	65	0
OS01G0187400	TCM_037740	64	64	0
OS01G0187600	TCM_037648	43	19	1
OS01G0187900	TCM_028884	49	51	1
OS01G0188100	TCM_034705	72	71	1
OS01G0188200	TCM_006006	31	8	1
OS01G0188400	TCM_034707	72	78	0
OS01G0188400	TCM_037219	75	66	0
OS01G0188400	TCM_041338	74	74	0
OS01G0190000	TCM_028897	68	59	1
OS01G0190300	TCM_028899	43	29	1
OS01G0190300	TCM_037224	41	27	1
OS01G0190500	TCM_028905	37	43	0
OS01G0190500	TCM_037770	43	45	0
OS01G0191000	TCM_041467	64	65	1
OS01G0191100	TCM_019444	55	45	1
OS01G0191100	TCM_022507	69	70	1
OS01G0191100	TCM_041470	71	72	1
OS01G0191100	TCM_041471	75	76	1
OS01G0191150	TCM_037232	48	18	1
OS01G0191150	TCM_037757	52	23	1
OS01G0191200	TCM_011289	38	44	1
OS01G0191200	TCM_028914	38	44	1
OS01G0191300	TCM_037747	60	62	1
OS01G0191500	TCM_028915	52	54	1
OS01G0191500	TCM_037745	59	51	1
OS01G0191700	TCM_028918	70	69	0
OS01G0191700	TCM_037235	71	77	0
OS01G0191700	TCM_037743	70	64	0
OS01G0191800	TCM_037236	85	84	1
OS01G0191900	TCM_037245	37	31	0
OS01G0191900	TCM_037728	38	33	0
OS01G0192000	TCM_037243	47	48	1
OS01G0192000	TCM_037730	52	49	1
OS01G0192300	TCM_014838	35	31	1
OS01G0192300	TCM_037276	42	47	1
OS01G0192300	TCM_037687	44	53	1
OS01G0192500	TCM_017433	19	17	1
OS01G0192600	TCM_037272	75	75	1
OS01G0192600	TCM_037697	75	75	1
OS01G0192900	TCM_037704	55	55	1
OS01G0193500	TCM_037712	33	33	1
OS01G0193600	TCM_028965	65	67	1
OS01G0193900	TCM_021168	31	22	0
OS01G0193900	TCM_026624	29	21	0
OS01G0194000	TCM_036996	36	28	1
OS01G0194200	TCM_029066	40	36	1
OS01G0194200	TCM_037311	49	45	1
OS01G0194300	TCM_037633	54	54	1
OS01G0194600	TCM_037306	44	36	1
OS01G0195000	TCM_037300	43	38	1
OS01G0195200	TCM_029057	61	31	1
OS01G0195200	TCM_037655	64	21	1
OS01G0195400	TCM_037291	32	33	1
OS01G0195500	TCM_035332	19	46	1
OS01G0195500	TCM_037295	77	77	1
OS01G0195500	TCM_037649	75	78	1
OS01G0195801	TCM_037645	25	14	1
OS01G0196300	TCM_037645	20	17	1
OS01G0196500	TCM_029017	46	38	1
OS01G0196600	TCM_037673	62	60	1
OS01G0197100	TCM_029010	54	59	1
OS01G0197200	TCM_029008	86	84	1
OS01G0197400	TCM_029032	35	25	1
OS01G0197500	TCM_037290	41	24	1
OS01G0197700	TCM_037648	46	50	1
OS01G0197900	TCM_034708	21	25	0
OS01G0198000	TCM_034708	16	29	0
OS01G0198200	TCM_028872	76	67	0
OS01G0198200	TCM_037217	78	70	0
OS01G0198500	TCM_028870	26	29	1
OS01G0198500	TCM_037215	20	25	1
OS01G0198500	TCM_037801	27	29	1
OS01G0198900	TCM_037213	26	33	1
OS01G0198900	TCM_037214	22	30	1
OS01G0198900	TCM_037216	23	32	1
OS01G0198900	TCM_037804	22	29	1
OS01G0199300	TCM_037213	24	27	1
OS01G0199300	TCM_037214	25	31	1
OS01G0199300	TCM_037216	28	34	1
OS01G0199300	TCM_037804	24	27	1
OS01G0199400	TCM_037212	64	61	1
OS01G0199700	TCM_028868	27	32	0
OS01G0199700	TCM_037210	27	35	0
OS01G0199900	TCM_026264	63	61	0
OS01G0200000	TCM_005637	73	74	1
OS01G0200200	TCM_037209	33	37	1
OS01G0200300	TCM_028866	60	31	1
OS01G0200300	TCM_037207	58	28	1
OS01G0200400	TCM_037206	53	54	1
OS01G0200500	TCM_028859	45	45	1
OS01G0200600	TCM_037194	39	34	1
OS01G0200700	TCM_031513	63	63	1
OS01G0201100	TCM_031519	49	56	1
OS01G0201200	TCM_029853	45	51	1
OS01G0201250	TCM_029847	42	29	1
OS01G0201250	TCM_031539	41	36	1
OS01G0201400	TCM_004618	30	38	1
OS01G0201600	TCM_001855	30	26	1
OS01G0201700	TCM_001841	55	33	1
OS01G0201700	TCM_029596	58	31	1
OS01G0202500	TCM_032112	37	44	1
OS01G0202700	TCM_023287	56	56	0
OS01G0202800	TCM_019213	49	49	0
OS01G0202800	TCM_029622	58	52	0
OS01G0202800	TCM_034898	42	36	0
OS01G0203000	TCM_031955	58	66	1
OS01G0203300	TCM_031956	35	25	1
OS01G0203800	TCM_029641	33	34	1
OS01G0203800	TCM_032001	36	41	1
OS01G0204000	TCM_032013	45	42	1
OS01G0205100	TCM_029660	51	52	1
OS01G0205200	TCM_029664	55	42	1
OS01G0205600	TCM_020836	40	41	1
OS01G0205600	TCM_020837	45	46	1
OS01G0205600	TCM_042818	39	40	1
OS01G0205700	TCM_001738	89	51	0
OS01G0205700	TCM_029670	69	43	0
OS01G0205900	TCM_001737	60	61	0
OS01G0206300	TCM_029677	54	59	0
OS01G0206700	TCM_029678	68	66	1
OS01G0206800	TCM_029682	48	46	0
OS01G0207200	TCM_031780	48	49	0
OS01G0207200	TCM_047065	49	48	0
OS01G0207200	TCM_047066	25	39	0
OS01G0207400	TCM_031780	33	14	0
OS01G0207400	TCM_047065	33	13	0
OS01G0207400	TCM_047066	18	11	0
OS01G0207600	TCM_031780	35	35	0
OS01G0207600	TCM_047065	37	36	0
OS01G0207600	TCM_047066	22	33	0
OS01G0208400	TCM_031780	40	40	0
OS01G0208400	TCM_047065	40	40	0
OS01G0208400	TCM_047066	22	33	0
OS01G0208600	TCM_029698	25	30	1
OS01G0209000	TCM_031772	70	69	1
OS01G0209400	TCM_032334	61	62	1
OS01G0209500	TCM_022079	54	5	1
OS01G0210400	TCM_029488	54	59	1
OS01G0210500	TCM_032320	62	59	0
OS01G0210600	TCM_029489	51	58	1
OS01G0210600	TCM_029490	38	41	1
OS01G0210700	TCM_029493	58	40	1
OS01G0210800	TCM_029500	21	5	0
OS01G0210900	TCM_029501	60	61	1
OS01G0211000	TCM_029501	60	62	1
OS01G0211200	TCM_029501	61	61	1
OS01G0211600	TCM_029501	68	51	1
OS01G0211800	TCM_003607	42	47	1
OS01G0211800	TCM_031686	45	44	1
OS01G0212100	TCM_029762	75	75	1
OS01G0212400	TCM_003621	54	54	0
OS01G0212400	TCM_031689	55	46	0
OS01G0212400	TCM_031703	61	61	0
OS01G0213800	TCM_031706	31	30	1
OS01G0214200	TCM_029743	31	57	1
OS01G0214200	TCM_029744	58	56	1
OS01G0214200	TCM_043336	21	41	1
OS01G0214300	TCM_003703	49	12	0
OS01G0214300	TCM_031714	36	10	0
OS01G0214400	TCM_003677	56	37	1
OS01G0214500	TCM_003715	69	70	1
OS01G0215100	TCM_010872	58	14	0
OS01G0215100	TCM_010973	55	15	0
OS01G0215700	TCM_029737	50	51	1
OS01G0217000	TCM_001793	35	38	1
OS01G0217000	TCM_003734	45	49	1
OS01G0217000	TCM_019799	39	43	1
OS01G0217000	TCM_029724	46	50	1
OS01G0217000	TCM_032075	41	46	1
OS01G0217000	TCM_032076	41	46	1
OS01G0217000	TCM_032077	41	44	1
OS01G0217000	TCM_032078	34	36	1
OS01G0217000	TCM_032463	44	47	1
OS01G0217500	TCM_031740	15	25	1
OS01G0217800	TCM_031740	14	26	1
OS01G0218100	TCM_001690	33	31	1
OS01G0218100	TCM_029711	39	32	1
OS01G0218200	TCM_001698	50	48	1
OS01G0218200	TCM_031764	53	51	1
OS01G0218500	TCM_023287	51	81	0
OS01G0218700	TCM_033691	57	60	0
OS01G0218800	TCM_005153	49	48	1
OS01G0218800	TCM_015395	51	47	1
OS01G0218900	TCM_005153	38	15	1
OS01G0218900	TCM_015395	37	14	1
OS01G0219000	TCM_011381	34	31	1
OS01G0219100	TCM_015381	66	68	1
OS01G0219200	TCM_005155	29	37	1
OS01G0219600	TCM_016456	55	57	0
OS01G0220100	TCM_016456	59	60	0
OS01G0220200	TCM_005163	48	16	1
OS01G0220300	TCM_045397	56	51	1
OS01G0220500	TCM_016446	22	26	1
OS01G0220700	TCM_015352	45	23	1
OS01G0221300	TCM_015342	27	21	1
OS01G0221400	TCM_030413	49	32	0
OS01G0221400	TCM_030662	43	29	0
OS01G0221400	TCM_042740	47	47	0
OS01G0221600	TCM_016368	65	63	1
OS01G0221700	TCM_016371	51	43	1
OS01G0221900	TCM_016382	41	11	1
OS01G0222300	TCM_015315	37	13	1
OS01G0222700	TCM_015328	57	58	1
OS01G0223500	TCM_029738	26	13	1
OS01G0223500	TCM_030905	36	8	1
OS01G0223500	TCM_030910	2	1	1
OS01G0223500	TCM_030911	27	14	1
OS01G0223600	TCM_015329	60	47	1
OS01G0223600	TCM_016392	60	47	1
OS01G0223800	TCM_031521	37	38	1
OS01G0223900	TCM_031521	37	38	1
OS01G0224000	TCM_031521	38	39	1
OS01G0224200	TCM_015337	41	38	1
OS01G0224300	TCM_016398	43	45	1
OS01G0224700	TCM_037137	56	59	1
OS01G0224700	TCM_037885	54	55	1
OS01G0225000	TCM_028737	63	65	1
OS01G0225100	TCM_041623	21	11	1
OS01G0225200	TCM_027964	48	17	1
OS01G0225300	TCM_046205	52	28	1
OS01G0225400	TCM_005259	76	29	1
OS01G0225500	TCM_005259	56	62	1
OS01G0225600	TCM_005255	58	59	1
OS01G0226200	TCM_015288	22	23	1
OS01G0226200	TCM_016357	35	32	1
OS01G0226300	TCM_005247	64	45	1
OS01G0226300	TCM_015290	65	47	1
OS01G0226300	TCM_016360	70	43	1
OS01G0226400	TCM_015292	71	70	1
OS01G0226400	TCM_016363	70	70	1
OS01G0226500	TCM_005244	44	46	1
OS01G0227100	TCM_037874	68	66	1
OS01G0227200	TCM_028747	46	49	1
OS01G0227200	TCM_037873	59	53	1
OS01G0227300	TCM_028748	92	92	0
OS01G0227300	TCM_037872	91	92	0
OS01G0227400	TCM_034187	18	41	1
OS01G0227500	TCM_014500	39	42	0
OS01G0227700	TCM_014500	41	42	0
OS01G0227800	TCM_014500	39	40	0
OS01G0228300	TCM_037143	61	63	1
OS01G0228300	TCM_037869	60	49	1
OS01G0228400	TCM_037144	42	46	1
OS01G0228400	TCM_037868	43	45	1
OS01G0228500	TCM_028754	48	52	1
OS01G0228600	TCM_028758	42	42	0
OS01G0228600	TCM_028760	45	45	0
OS01G0228800	TCM_037860	21	16	1
OS01G0229100	TCM_037154	71	71	1
OS01G0229200	TCM_037157	45	49	1
OS01G0229400	TCM_047093	79	53	1
OS01G0229500	TCM_028776	37	40	1
OS01G0229500	TCM_028778	32	35	1
OS01G0229500	TCM_028791	35	28	1
OS01G0229700	TCM_037843	43	15	1
OS01G0229800	TCM_037841	60	27	1
OS01G0230200	TCM_037840	34	39	1
OS01G0231000	TCM_028832	52	37	1
OS01G0231000	TCM_037837	52	43	1
OS01G0231500	TCM_037828	67	68	1
OS01G0231600	TCM_037177	48	9	1
OS01G0231700	TCM_004574	40	39	0
OS01G0231700	TCM_039317	67	66	0
OS01G0231800	TCM_028835	49	23	1
OS01G0231900	TCM_028835	44	42	1
OS01G0232000	TCM_037180	61	62	1
OS01G0232100	TCM_037180	53	55	1
OS01G0232200	TCM_037181	38	45	1
OS01G0232300	TCM_028839	52	19	1
OS01G0232400	TCM_028843	53	52	0
OS01G0232500	TCM_008112	40	37	1
OS01G0232500	TCM_031512	38	28	1
OS01G0232700	TCM_045528	77	74	1
OS01G0232800	TCM_024494	68	60	0
OS01G0232800	TCM_042386	69	59	0
OS01G0233000	TCM_005964	27	45	1
OS01G0233100	TCM_035180	47	46	1
OS01G0233100	TCM_035181	36	42	1
OS01G0233100	TCM_035182	54	54	1
OS01G0233400	TCM_020888	61	45	0
OS01G0233500	TCM_035180	47	48	1
OS01G0233500	TCM_035181	35	43	1
OS01G0233500	TCM_035182	52	54	1
OS01G0233800	TCM_033693	59	54	1
OS01G0234100	TCM_000597	30	29	1
OS01G0234100	TCM_007035	20	23	1
OS01G0234100	TCM_007036	25	31	1
OS01G0234100	TCM_007038	29	31	1
OS01G0234300	TCM_015407	37	24	0
OS01G0234499	TCM_015407	63	27	0
OS01G0234700	TCM_016484	28	33	0
OS01G0234800	TCM_029199	88	59	1
OS01G0234900	TCM_005142	73	78	1
OS01G0234900	TCM_015414	75	77	1
OS01G0235100	TCM_016492	44	44	0
OS01G0235200	TCM_015419	45	40	0
OS01G0235300	TCM_046732	55	55	1
OS01G0235350	TCM_011412	30	30	1
OS01G0235350	TCM_019058	28	27	1
OS01G0235400	TCM_005128	51	28	1
OS01G0235700	TCM_005131	41	42	1
OS01G0235800	TCM_034611	48	34	1
OS01G0235900	TCM_016496	38	37	1
OS01G0236300	TCM_005126	47	36	1
OS01G0236300	TCM_016500	47	47	1
OS01G0236400	TCM_015431	39	38	1
OS01G0236400	TCM_016509	31	27	1
OS01G0236700	TCM_016510	52	49	1
OS01G0236800	TCM_016515	49	44	1
OS01G0237000	TCM_008103	38	37	1
OS01G0237000	TCM_029878	39	39	1
OS01G0237366	TCM_046677	35	18	1
OS01G0237500	TCM_046677	43	13	1
OS01G0237750	TCM_046677	47	18	1
OS01G0238500	TCM_031622	64	61	1
OS01G0238600	TCM_008182	67	62	1
OS01G0238600	TCM_029814	67	61	1
OS01G0238600	TCM_031642	74	34	1
OS01G0238900	TCM_008186	73	44	1
OS01G0239000	TCM_008193	37	46	1
OS01G0239100	TCM_021690	62	63	0
OS01G0239200	TCM_029804	73	74	0
OS01G0239700	TCM_008226	56	56	1
OS01G0239700	TCM_029800	61	61	1
OS01G0241000	TCM_031651	20	22	1
OS01G0241100	TCM_042156	42	43	1
OS01G0241400	TCM_008240	41	39	1
OS01G0241400	TCM_029795	43	33	1
OS01G0242200	TCM_008235	53	48	0
OS01G0242400	TCM_003548	24	26	1
OS01G0242400	TCM_029774	22	21	1
OS01G0242500	TCM_029768	68	61	0
OS01G0242600	TCM_032259	46	40	1
OS01G0242900	TCM_032256	53	50	0
OS01G0243100	TCM_024583	48	22	1
OS01G0243200	TCM_030952	59	51	1
OS01G0243600	TCM_029530	33	34	1
OS01G0243700	TCM_032235	56	60	0
OS01G0246100	TCM_019538	29	25	0
OS01G0246400	TCM_020704	46	48	0
OS01G0246500	TCM_001889	27	31	1
OS01G0246700	TCM_002087	31	20	1
OS01G0246700	TCM_030268	33	23	1
OS01G0246700	TCM_030835	26	19	1
OS01G0247500	TCM_032232	65	62	1
OS01G0247700	TCM_030264	47	42	1
OS01G0247700	TCM_034146	50	42	1
OS01G0247700	TCM_034147	51	39	1
OS01G0247900	TCM_029569	57	62	1
OS01G0248000	TCM_030272	30	27	0
OS01G0248000	TCM_030273	33	20	0
OS01G0248000	TCM_030276	33	28	0
OS01G0248000	TCM_030279	30	26	0
OS01G0248000	TCM_030280	31	33	0
OS01G0248000	TCM_030830	31	27	0
OS01G0248000	TCM_030832	27	22	0
OS01G0248000	TCM_031537	25	21	0
OS01G0248300	TCM_035462	50	39	0
OS01G0248300	TCM_035463	55	56	0
OS01G0248400	TCM_016778	82	74	1
OS01G0248400	TCM_033701	81	81	1
OS01G0248500	TCM_035462	50	40	0
OS01G0248500	TCM_035463	55	55	0
OS01G0248600	TCM_042758	70	70	1
OS01G0249200	TCM_004977	61	63	0
OS01G0249200	TCM_026861	63	65	0
OS01G0249300	TCM_011676	51	25	1
OS01G0249900	TCM_026408	28	20	1
OS01G0250600	TCM_016605	78	81	1
OS01G0250900	TCM_021506	70	66	1
OS01G0251000	TCM_021503	50	51	1
OS01G0251100	TCM_021496	66	63	0
OS01G0252100	TCM_004896	89	89	1
OS01G0252100	TCM_026815	87	87	1
OS01G0252200	TCM_026814	48	60	1
OS01G0252600	TCM_004871	43	47	1
OS01G0252900	TCM_004847	56	33	1
OS01G0253000	TCM_021367	58	29	1
OS01G0253000	TCM_026315	60	30	1
OS01G0253100	TCM_004825	57	56	1
OS01G0253300	TCM_004757	82	81	0
OS01G0253300	TCM_026737	83	73	0
OS01G0253400	TCM_021309	31	34	1
OS01G0253600	TCM_022614	50	50	0
OS01G0253800	TCM_021321	30	28	1
OS01G0253800	TCM_026750	31	32	1
OS01G0253900	TCM_004780	48	45	1
OS01G0254100	TCM_021273	73	72	1
OS01G0254100	TCM_026702	72	72	1
OS01G0254100	TCM_026706	41	65	1
OS01G0254100	TCM_046225	14	66	1
OS01G0254300	TCM_026688	44	51	1
OS01G0254900	TCM_016567	69	71	1
OS01G0254900	TCM_025481	55	55	1
OS01G0255000	TCM_021245	58	47	1
OS01G0255000	TCM_021246	22	32	1
OS01G0255000	TCM_040975	50	50	1
OS01G0255000	TCM_040981	51	51	1
OS01G0255100	TCM_021245	55	45	1
OS01G0255100	TCM_021246	23	33	1
OS01G0255100	TCM_040975	49	49	1
OS01G0255100	TCM_040981	51	51	1
OS01G0256400	TCM_021240	62	44	1
OS01G0256600	TCM_026668	81	39	1
OS01G0256800	TCM_004652	53	52	0
OS01G0256900	TCM_004631	85	84	1
OS01G0257100	TCM_004618	35	40	1
OS01G0257300	TCM_036805	60	66	1
OS01G0257400	TCM_004558	49	48	1
OS01G0258600	TCM_003126	68	46	1
OS01G0258700	TCM_004558	49	49	1
OS01G0259200	TCM_021152	58	51	1
OS01G0259400	TCM_021120	60	59	1
OS01G0259600	TCM_022270	64	18	1
OS01G0259900	TCM_008314	33	33	1
OS01G0260700	TCM_039973	77	65	1
OS01G0260950	TCM_006836	18	5	1
OS01G0260950	TCM_034108	16	5	1
OS01G0261100	TCM_006836	36	35	1
OS01G0261100	TCM_034108	43	43	1
OS01G0261200	TCM_041332	19	20	1
OS01G0261500	TCM_034109	52	26	1
OS01G0261600	TCM_046751	20	20	0
OS01G0261700	TCM_046751	30	13	0
OS01G0262000	TCM_046751	20	20	0
OS01G0262500	TCM_046879	59	55	1
OS01G0262500	TCM_046880	61	54	1
OS01G0262600	TCM_000298	66	66	1
OS01G0262600	TCM_046882	66	66	1
OS01G0262700	TCM_000296	53	41	1
OS01G0263000	TCM_034114	63	63	1
OS01G0263300	TCM_000295	72	72	1
OS01G0263400	TCM_039413	35	35	1
OS01G0263500	TCM_022927	58	57	1
OS01G0263600	TCM_008068	79	56	1
OS01G0263600	TCM_022100	1	4	1
OS01G0264000	TCM_025807	36	37	1
OS01G0264500	TCM_025973	46	37	1
OS01G0264600	TCM_025143	23	24	1
OS01G0264700	TCM_025759	55	50	1
OS01G0265000	TCM_041132	57	58	1
OS01G0265100	TCM_004887	97	97	0
OS01G0265100	TCM_010392	98	98	0
OS01G0265100	TCM_016902	97	97	0
OS01G0265100	TCM_026802	97	97	0
OS01G0265200	TCM_021702	59	50	1
OS01G0265700	TCM_044581	51	56	0
OS01G0265800	TCM_042032	42	41	1
OS01G0265900	TCM_011446	69	59	1
OS01G0266000	TCM_042031	36	37	1
OS01G0266100	TCM_001205	21	27	1
OS01G0266500	TCM_004430	51	53	1
OS01G0266500	TCM_004431	53	54	1
OS01G0266600	TCM_020545	73	72	1
OS01G0266800	TCM_024076	15	29	0
OS01G0266800	TCM_024080	43	19	0
OS01G0266800	TCM_024082	42	43	0
OS01G0267100	TCM_035997	57	36	1
OS01G0267200	TCM_026289	17	84	0
OS01G0267400	TCM_011842	27	25	0
OS01G0267400	TCM_011843	24	20	0
OS01G0267400	TCM_012285	30	24	0
OS01G0267400	TCM_020938	28	26	0
OS01G0267600	TCM_044597	39	38	1
OS01G0267800	TCM_006251	37	40	1
OS01G0268100	TCM_042035	57	30	0
OS01G0268300	TCM_024112	72	73	0
OS01G0268600	TCM_024111	52	55	0
OS01G0268700	TCM_044774	25	41	1
OS01G0268800	TCM_024070	62	62	1
OS01G0268900	TCM_040877	43	45	1
OS01G0269100	TCM_000070	50	17	1
OS01G0269900	TCM_038119	66	65	1
OS01G0270100	TCM_044729	56	59	0
OS01G0270300	TCM_004510	42	38	1
OS01G0270300	TCM_021110	45	41	1
OS01G0271000	TCM_012097	63	70	1
OS01G0271200	TCM_047055	70	69	1
OS01G0271400	TCM_015861	63	62	0
OS01G0271500	TCM_020541	72	73	1
OS01G0271700	TCM_005838	72	43	1
OS01G0272600	TCM_040917	61	62	0
OS01G0272600	TCM_045112	67	68	0
OS01G0272700	TCM_030594	19	35	0
OS01G0272700	TCM_030631	33	37	0
OS01G0272800	TCM_045118	45	12	1
OS01G0273100	TCM_040797	61	66	0
OS01G0273300	TCM_004466	26	32	1
OS01G0273300	TCM_021069	25	36	1
OS01G0273500	TCM_024524	38	8	1
OS01G0273500	TCM_040792	57	12	1
OS01G0275900	TCM_005666	4	15	1
OS01G0275900	TCM_040774	48	34	1
OS01G0275950	TCM_005666	10	17	1
OS01G0275950	TCM_040774	42	15	1
OS01G0276000	TCM_001199	78	78	0
OS01G0276000	TCM_042014	80	79	0
OS01G0276100	TCM_022180	81	79	1
OS01G0276200	TCM_007667	46	60	1
OS01G0276400	TCM_025793	54	50	0
OS01G0276500	TCM_017371	54	44	1
OS01G0276700	TCM_038629	81	82	1
OS01G0276800	TCM_025974	44	49	1
OS01G0276800	TCM_038627	54	51	1
OS01G0277500	TCM_025807	33	37	1
OS01G0277600	TCM_044500	63	61	1
OS01G0277700	TCM_042015	79	84	1
OS01G0278000	TCM_023799	29	28	1
OS01G0278200	TCM_044572	69	3	0
OS01G0278900	TCM_024207	38	31	1
OS01G0278950	TCM_024130	54	56	1
OS01G0279100	TCM_024152	82	71	0
OS01G0279200	TCM_041031	93	93	1
OS01G0279300	TCM_041153	98	79	1
OS01G0279400	TCM_042035	53	29	0
OS01G0279700	TCM_041654	73	74	1
OS01G0279800	TCM_042026	78	64	1
OS01G0279900	TCM_023491	84	84	0
OS01G0279900	TCM_023492	84	59	0
OS01G0280000	TCM_044782	52	55	1
OS01G0280400	TCM_024110	49	48	0
OS01G0280500	TCM_000030	75	76	0
OS01G0280500	TCM_043359	74	75	0
OS01G0281200	TCM_023873	44	39	1
OS01G0281200	TCM_040551	29	32	1
OS01G0281200	TCM_040973	47	47	1
OS01G0281400	TCM_036827	80	80	0
OS01G0281600	TCM_040997	38	41	0
OS01G0282800	TCM_023865	98	98	0
OS01G0282800	TCM_040994	97	95	0
OS01G0282800	TCM_040995	97	96	0
OS01G0283000	TCM_040991	49	49	1
OS01G0283100	TCM_000346	79	76	1
OS01G0283100	TCM_034072	78	75	1
OS01G0283500	TCM_036040	53	56	1
OS01G0284700	TCM_004971	56	35	0
OS01G0284900	TCM_004966	34	35	1
OS01G0286000	TCM_004961	42	41	1
OS01G0286100	TCM_004959	18	21	1
OS01G0286600	TCM_004957	74	73	1
OS01G0286900	TCM_004956	46	32	0
OS01G0287600	TCM_004953	63	66	1
OS01G0289600	TCM_004951	37	30	1
OS01G0290000	TCM_021509	54	53	0
OS01G0290000	TCM_021510	54	51	0
OS01G0290000	TCM_026840	62	61	0
OS01G0290100	TCM_004942	56	60	1
OS01G0290100	TCM_026839	58	52	1
OS01G0290600	TCM_004942	51	54	1
OS01G0290600	TCM_026839	55	49	1
OS01G0292200	TCM_021498	62	63	1
OS01G0292700	TCM_026833	45	24	1
OS01G0293000	TCM_004913	91	92	1
OS01G0293200	TCM_002907	46	47	0
OS01G0295600	TCM_004903	35	31	1
OS01G0295700	TCM_004899	64	61	1
OS01G0295700	TCM_021442	57	59	1
OS01G0295900	TCM_005535	54	23	1
OS01G0296000	TCM_018182	14	51	1
OS01G0296000	TCM_021031	44	15	1
OS01G0296000	TCM_037044	36	18	1
OS01G0296100	TCM_004896	82	82	1
OS01G0296100	TCM_026815	80	80	1
OS01G0296200	TCM_004895	63	36	1
OS01G0296700	TCM_021473	45	30	0
OS01G0296700	TCM_021474	47	31	0
OS01G0296700	TCM_021476	48	32	0
OS01G0296700	TCM_021486	48	31	0
OS01G0296700	TCM_042382	45	30	0
OS01G0296700	TCM_042384	44	30	0
OS01G0296700	TCM_042385	45	30	0
OS01G0297200	TCM_013704	43	45	1
OS01G0297200	TCM_018258	41	43	1
OS01G0297200	TCM_018290	43	44	1
OS01G0297200	TCM_018313	39	46	1
OS01G0297700	TCM_026803	44	46	1
OS01G0298400	TCM_004878	41	41	0
OS01G0298400	TCM_021433	44	41	0
OS01G0299200	TCM_026792	47	32	1
OS01G0299300	TCM_001873	32	36	0
OS01G0299300	TCM_004855	36	41	0
OS01G0299300	TCM_026783	35	40	0
OS01G0299300	TCM_034985	32	38	0
OS01G0299300	TCM_034986	33	37	0
OS01G0299400	TCM_026782	59	57	1
OS01G0299500	TCM_004851	41	28	1
OS01G0299500	TCM_021407	38	27	1
OS01G0299500	TCM_026781	34	25	1
OS01G0299700	TCM_004849	19	29	1
OS01G0299700	TCM_004850	31	37	1
OS01G0300000	TCM_004849	23	31	1
OS01G0300000	TCM_004850	40	40	1
OS01G0300200	TCM_004836	91	91	0
OS01G0300200	TCM_021371	93	93	0
OS01G0300600	TCM_004834	64	22	1
OS01G0300900	TCM_026772	56	46	1
OS01G0301000	TCM_004828	36	38	1
OS01G0301500	TCM_004828	30	29	1
OS01G0301700	TCM_004828	33	33	1
OS01G0302500	TCM_026767	55	45	1
OS01G0303000	TCM_004809	49	29	0
OS01G0303100	TCM_005236	55	35	0
OS01G0303100	TCM_031497	59	66	0
OS01G0303200	TCM_034846	64	60	0
OS01G0303300	TCM_021335	53	45	1
