Gene stable ID	Musa acuminata gene stable ID	% identity	Musa acuminata % identity	Orthology confidence [0 low, 1 high]
OS01G0140500	GSMUA_Achr3G01440_001	52	44	0
OS01G0140500	GSMUA_Achr6G09860_001	52	42	0
OS01G0140500	GSMUA_Achr8G18300_001	51	43	0
OS01G0140700	GSMUA_Achr10G19690_001	41	45	0
OS01G0140700	GSMUA_Achr1G05400_001	45	48	0
OS01G0140700	GSMUA_Achr1G21250_001	46	50	0
OS01G0140700	GSMUA_Achr2G22560_001	43	44	0
OS01G0140700	GSMUA_Achr3G21100_001	43	33	0
OS01G0140700	GSMUA_Achr3G29380_001	37	44	0
OS01G0140700	GSMUA_Achr4G03670_001	38	41	0
OS01G0140700	GSMUA_Achr4G06710_001	46	42	0
OS01G0140700	GSMUA_Achr5G09950_001	48	47	0
OS01G0140700	GSMUA_Achr6G01420_001	46	46	0
OS01G0140700	GSMUA_Achr6G09880_001	40	44	0
OS01G0140700	GSMUA_Achr9G21470_001	38	39	0
OS01G0140700	GSMUA_AchrUn_randomG06880_001	44	38	0
OS01G0141000	GSMUA_Achr10G19690_001	36	46	0
OS01G0141000	GSMUA_Achr1G05400_001	42	52	0
OS01G0141000	GSMUA_Achr1G21250_001	43	53	0
OS01G0141000	GSMUA_Achr2G22560_001	40	47	0
OS01G0141000	GSMUA_Achr3G21100_001	39	35	0
OS01G0141000	GSMUA_Achr3G29380_001	34	47	0
OS01G0141000	GSMUA_Achr4G03670_001	35	43	0
OS01G0141000	GSMUA_Achr4G06710_001	44	45	0
OS01G0141000	GSMUA_Achr5G09950_001	44	49	0
OS01G0141000	GSMUA_Achr6G01420_001	42	49	0
OS01G0141000	GSMUA_Achr6G09880_001	36	45	0
OS01G0141000	GSMUA_Achr9G21470_001	35	41	0
OS01G0141000	GSMUA_AchrUn_randomG06880_001	42	41	0
OS01G0141100	GSMUA_Achr2G22550_001	91	67	1
OS01G0141100	GSMUA_Achr3G01430_001	91	67	1
OS01G0141100	GSMUA_Achr4G24320_001	93	69	1
OS01G0141100	GSMUA_Achr6G09890_001	53	53	1
OS01G0141300	GSMUA_Achr2G22550_001	67	77	1
OS01G0141300	GSMUA_Achr3G01430_001	66	77	1
OS01G0141300	GSMUA_Achr4G24320_001	66	77	1
OS01G0141300	GSMUA_Achr6G09890_001	40	62	1
OS01G0141600	GSMUA_Achr9G03620_001	57	35	1
OS01G0141700	GSMUA_Achr11G24160_001	59	62	0
OS01G0141900	GSMUA_Achr10G00690_001	52	56	1
OS01G0141900	GSMUA_Achr5G28870_001	49	42	1
OS01G0141900	GSMUA_Achr6G33750_001	50	60	1
OS01G0141900	GSMUA_Achr8G02330_001	55	56	1
OS01G0142100	GSMUA_Achr6G21460_001	60	73	1
OS01G0142200	GSMUA_Achr1G11890_001	76	76	1
OS01G0142300	GSMUA_Achr6G33800_001	78	78	1
OS01G0142300	GSMUA_Achr7G14880_001	77	76	1
OS01G0142500	GSMUA_Achr10G00660_001	41	46	1
OS01G0142500	GSMUA_Achr10G02290_001	47	51	1
OS01G0142500	GSMUA_Achr5G28940_001	48	46	1
OS01G0142500	GSMUA_Achr6G33620_001	39	42	1
OS01G0142500	GSMUA_Achr7G14890_001	38	50	1
OS01G0142500	GSMUA_Achr8G02260_001	36	42	1
OS01G0142500	GSMUA_Achr8G02370_001	33	52	1
OS01G0142500	GSMUA_Achr8G02380_001	48	47	1
OS01G0143300	GSMUA_Achr4G16890_001	52	52	1
OS01G0143400	GSMUA_Achr9G11950_001	19	24	1
OS01G0143700	GSMUA_Achr4G16890_001	40	39	1
OS01G0143800	GSMUA_Achr4G16890_001	35	37	1
OS01G0143900	GSMUA_Achr6G15150_001	52	49	1
OS01G0144000	GSMUA_Achr10G13750_001	53	69	1
OS01G0144000	GSMUA_Achr11G24300_001	52	58	1
OS01G0144000	GSMUA_Achr3G17680_001	52	67	1
OS01G0144000	GSMUA_Achr6G15160_001	50	65	1
OS01G0144100	GSMUA_Achr5G28730_001	73	65	1
OS01G0144200	GSMUA_Achr8G02210_001	76	76	1
OS01G0144340	GSMUA_Achr5G17000_001	67	66	1
OS01G0144600	GSMUA_Achr10G13690_001	39	46	1
OS01G0147200	GSMUA_Achr10G26630_001	66	69	1
OS01G0147200	GSMUA_Achr6G34100_001	34	69	1
OS01G0147300	GSMUA_Achr10G13670_001	57	23	1
OS01G0147400	GSMUA_AchrUn_randomG18670_001	43	16	1
OS01G0147700	GSMUA_AchrUn_randomG18670_001	46	50	1
OS01G0147800	GSMUA_Achr9G03920_001	44	40	1
OS01G0147900	GSMUA_Achr11G24370_001	85	85	1
OS01G0147900	GSMUA_Achr5G28700_001	83	83	1
OS01G0147900	GSMUA_AchrUn_randomG18660_001	58	63	1
OS01G0148000	GSMUA_Achr6G15240_001	50	19	1
OS01G0148050	GSMUA_Achr6G15240_001	54	25	1
OS01G0149800	GSMUA_Achr10G22730_001	60	63	1
OS01G0149800	GSMUA_Achr11G24400_001	65	67	1
OS01G0149800	GSMUA_Achr1G17190_001	50	55	1
OS01G0149800	GSMUA_Achr1G17200_001	51	57	1
OS01G0149900	GSMUA_AchrUn_randomG18640_001	25	20	1
OS01G0150000	GSMUA_Achr10G26580_001	79	79	1
OS01G0150000	GSMUA_Achr6G05060_001	81	81	1
OS01G0150100	GSMUA_Achr10G02510_001	60	26	1
OS01G0150200	GSMUA_Achr7G15170_001	78	69	0
OS01G0151100	GSMUA_Achr10G02540_001	67	70	1
OS01G0151100	GSMUA_Achr11G24440_001	67	71	1
OS01G0151100	GSMUA_Achr7G15200_001	61	75	1
OS01G0151100	GSMUA_Achr8G20860_001	69	71	1
OS01G0151200	GSMUA_Achr5G28630_001	64	42	0
OS01G0151200	GSMUA_Achr9G03990_001	62	64	0
OS01G0151400	GSMUA_Achr6G15280_001	64	20	1
OS01G0151400	GSMUA_Achr6G23540_001	65	21	1
OS01G0151500	GSMUA_Achr6G15280_001	55	45	1
OS01G0151500	GSMUA_Achr6G23540_001	56	47	1
OS01G0151600	GSMUA_Achr6G33340_001	70	57	1
OS01G0151600	GSMUA_Achr9G04010_001	70	71	1
OS01G0151700	GSMUA_Achr10G02550_001	72	72	1
OS01G0151700	GSMUA_Achr11G24450_001	70	69	1
OS01G0151700	GSMUA_Achr7G15240_001	72	71	1
OS01G0151700	GSMUA_Achr8G20890_001	74	74	1
OS01G0151900	GSMUA_Achr5G06940_001	55	60	1
OS01G0153200	GSMUA_Achr1G17170_001	10	17	0
OS01G0153200	GSMUA_Achr5G08380_001	26	25	0
OS01G0153250	GSMUA_Achr7G15250_001	34	42	1
OS01G0153400	GSMUA_Achr8G20910_001	74	42	1
OS01G0155200	GSMUA_Achr1G26260_001	37	49	1
OS01G0155300	GSMUA_Achr4G30570_001	20	31	0
OS01G0155400	GSMUA_Achr6G33240_001	51	34	1
OS01G0155400	GSMUA_Achr8G02130_001	57	38	1
OS01G0155500	GSMUA_Achr11G24550_001	32	51	1
OS01G0155500	GSMUA_Achr5G28470_001	24	48	1
OS01G0155500	GSMUA_Achr9G04140_001	31	51	1
OS01G0156000	GSMUA_Achr3G17770_001	26	33	1
OS01G0157700	GSMUA_Achr11G24650_001	36	27	1
OS01G0157700	GSMUA_Achr3G13790_001	35	26	1
OS01G0157700	GSMUA_Achr5G28370_001	36	28	1
OS01G0157700	GSMUA_Achr8G01960_001	35	26	1
OS01G0157700	GSMUA_Achr8G09710_001	38	26	1
OS01G0157700	GSMUA_Achr8G21050_001	34	23	1
OS01G0157700	GSMUA_Achr9G04340_001	37	27	1
OS01G0157800	GSMUA_Achr11G19660_001	88	75	1
OS01G0157800	GSMUA_AchrUn_randomG15690_001	61	89	1
OS01G0157900	GSMUA_Achr10G13160_001	60	57	1
OS01G0157900	GSMUA_Achr6G15540_001	61	56	1
OS01G0158000	GSMUA_Achr10G13130_001	67	68	1
OS01G0158100	GSMUA_Achr9G04390_001	38	42	1
OS01G0158200	GSMUA_Achr8G21070_001	63	70	1
OS01G0158200	GSMUA_AchrUn_randomG14620_001	62	63	1
OS01G0158400	GSMUA_Achr6G35090_001	44	49	1
OS01G0158500	GSMUA_Achr6G36190_001	70	70	1
OS01G0158900	GSMUA_Achr2G18970_001	56	59	1
OS01G0159000	GSMUA_Achr5G28280_001	47	31	1
OS01G0159200	GSMUA_Achr5G28290_001	56	42	1
OS01G0159200	GSMUA_Achr6G32940_001	47	33	1
OS01G0159300	GSMUA_Achr3G13740_001	23	24	1
OS01G0159400	GSMUA_Achr8G21130_001	79	79	1
OS01G0160100	GSMUA_Achr7G24420_001	17	30	0
OS01G0164075	GSMUA_Achr8G21210_001	42	44	1
OS01G0164300	GSMUA_Achr8G21210_001	38	43	1
OS01G0164400	GSMUA_Achr11G10720_001	74	47	1
OS01G0164400	GSMUA_Achr11G19690_001	66	35	1
OS01G0164500	GSMUA_Achr8G01870_001	61	60	1
OS01G0164600	GSMUA_AchrUn_randomG14560_001	48	64	1
OS01G0164700	GSMUA_Achr9G18000_001	10	7	1
OS01G0164800	GSMUA_Achr5G28060_001	53	15	1
OS01G0164900	GSMUA_Achr5G28060_001	2	1	1
OS01G0165000	GSMUA_AchrUn_randomG14580_001	36	31	1
OS01G0165100	GSMUA_Achr6G32770_001	60	64	1
OS01G0165200	GSMUA_Achr6G32760_001	38	38	1
OS01G0165600	GSMUA_Achr11G23710_001	35	36	1
OS01G0165600	GSMUA_Achr11G24830_001	31	37	1
OS01G0165600	GSMUA_Achr5G28030_001	32	39	1
OS01G0165600	GSMUA_Achr5G29500_001	32	37	1
OS01G0165600	GSMUA_Achr6G32750_001	34	41	1
OS01G0165600	GSMUA_Achr9G04640_001	28	32	1
OS01G0165800	GSMUA_Achr10G29060_001	7	5	1
OS01G0166100	GSMUA_Achr10G13000_001	66	65	1
OS01G0166300	GSMUA_Achr10G13000_001	56	37	1
OS01G0166400	GSMUA_Achr6G32640_001	43	50	1
OS01G0166400	GSMUA_Achr9G04680_001	26	39	1
OS01G0166500	GSMUA_Achr8G21290_001	29	43	1
OS01G0166700	GSMUA_Achr10G01830_001	38	41	1
OS01G0166700	GSMUA_Achr2G18890_001	45	45	1
OS01G0166700	GSMUA_Achr8G21310_001	41	42	1
OS01G0166800	GSMUA_Achr6G32560_001	62	63	1
OS01G0167500	GSMUA_Achr10G01820_001	80	81	1
OS01G0167500	GSMUA_Achr3G09830_001	77	82	1
OS01G0167500	GSMUA_Achr8G21360_001	78	79	1
OS01G0167900	GSMUA_Achr3G09760_001	35	30	1
OS01G0168100	GSMUA_Achr3G09760_001	38	46	1
OS01G0168200	GSMUA_Achr5G27870_001	71	66	1
OS01G0168200	GSMUA_Achr8G01700_001	64	60	1
OS01G0168200	GSMUA_AchrUn_randomG13930_001	60	48	1
OS01G0168300	GSMUA_Achr10G01720_001	42	52	1
OS01G0168300	GSMUA_Achr8G21420_001	47	68	1
OS01G0168500	GSMUA_Achr10G01710_001	73	73	1
OS01G0168500	GSMUA_AchrUn_randomG13900_001	60	59	1
OS01G0168600	GSMUA_Achr11G25050_001	58	38	1
OS01G0168600	GSMUA_Achr5G27790_001	57	40	1
OS01G0169500	GSMUA_Achr6G08910_001	22	39	1
OS01G0169500	GSMUA_Achr6G08920_001	24	49	1
OS01G0169800	GSMUA_Achr10G20770_001	54	26	1
OS01G0169800	GSMUA_Achr3G20730_001	64	29	1
OS01G0169800	GSMUA_Achr6G08900_001	63	35	1
OS01G0169900	GSMUA_Achr2G14190_001	42	45	1
OS01G0169900	GSMUA_Achr6G03180_001	46	49	1
OS01G0170000	GSMUA_Achr6G08890_001	64	33	1
OS01G0170100	GSMUA_Achr2G23140_001	44	28	1
OS01G0170500	GSMUA_Achr2G23150_001	63	63	1
OS01G0170500	GSMUA_Achr3G14490_001	63	66	1
OS01G0170600	GSMUA_Achr6G08870_001	19	22	1
OS01G0170800	GSMUA_Achr3G20700_001	47	32	1
OS01G0171000	GSMUA_Achr2G23200_001	78	77	1
OS01G0171000	GSMUA_Achr6G08840_001	73	76	1
OS01G0171800	GSMUA_Achr6G08830_001	49	50	1
OS01G0172000	GSMUA_Achr1G09640_001	60	17	1
OS01G0172000	GSMUA_AchrUn_randomG24040_001	0	0	1
OS01G0172100	GSMUA_Achr2G14180_001	55	51	0
OS01G0172300	GSMUA_Achr5G05980_001	30	50	0
OS01G0172300	GSMUA_Achr7G13140_001	30	51	0
OS01G0172400	GSMUA_Achr10G26990_001	39	70	1
OS01G0172400	GSMUA_Achr7G10170_001	57	86	1
OS01G0172600	GSMUA_Achr8G26080_001	69	40	1
OS01G0172800	GSMUA_Achr5G24780_001	31	13	1
OS01G0172800	GSMUA_Achr5G24810_001	28	45	1
OS01G0172800	GSMUA_Achr5G24830_001	15	31	1
OS01G0172800	GSMUA_Achr6G04680_001	44	48	1
OS01G0172900	GSMUA_AchrUn_randomG21330_001	29	21	1
OS01G0172900	GSMUA_AchrUn_randomG21340_001	21	22	1
OS01G0173000	GSMUA_Achr5G06010_001	48	49	1
OS01G0173100	GSMUA_Achr10G27040_001	61	71	0
OS01G0173100	GSMUA_Achr2G17110_001	64	74	0
OS01G0173100	GSMUA_Achr6G00670_001	60	72	0
OS01G0173100	GSMUA_Achr6G05140_001	64	76	0
OS01G0173100	GSMUA_Achr6G05270_001	58	66	0
OS01G0173100	GSMUA_Achr7G08310_001	61	70	0
OS01G0173100	GSMUA_Achr7G09990_001	57	67	0
OS01G0173600	GSMUA_Achr2G17090_001	47	55	1
OS01G0173600	GSMUA_Achr5G24770_001	49	53	1
OS01G0173600	GSMUA_Achr5G24790_001	49	62	1
OS01G0173600	GSMUA_Achr5G24800_001	18	50	1
OS01G0173600	GSMUA_Achr5G24820_001	32	66	1
OS01G0173600	GSMUA_Achr5G24850_001	49	62	1
OS01G0173600	GSMUA_Achr6G04690_001	49	58	1
OS01G0173600	GSMUA_Achr7G08350_001	34	50	1
OS01G0173900	GSMUA_Achr10G28510_001	54	63	1
OS01G0173900	GSMUA_Achr5G19290_001	34	60	1
OS01G0173900	GSMUA_AchrUn_randomG24700_001	43	65	1
OS01G0174000	GSMUA_Achr10G27050_001	23	60	1
OS01G0174000	GSMUA_Achr5G06060_001	23	59	1
OS01G0174000	GSMUA_Achr6G05280_001	24	56	1
OS01G0174000	GSMUA_Achr7G09980_001	23	59	1
OS01G0174000	GSMUA_Achr9G28570_001	25	54	1
OS01G0174100	GSMUA_Achr10G28500_001	45	43	1
OS01G0174100	GSMUA_Achr5G06070_001	42	46	1
OS01G0174100	GSMUA_Achr6G04700_001	41	40	1
OS01G0174300	GSMUA_Achr10G20890_001	79	74	1
OS01G0174500	GSMUA_Achr5G06080_001	42	38	1
OS01G0174700	GSMUA_Achr10G27080_001	60	72	1
OS01G0174700	GSMUA_Achr7G09970_001	61	71	1
OS01G0174900	GSMUA_Achr10G28480_001	49	47	1
OS01G0174900	GSMUA_Achr7G08380_001	51	35	1
OS01G0175000	GSMUA_Achr10G20870_001	62	49	1
OS01G0175000	GSMUA_Achr2G19690_001	78	78	1
OS01G0175000	GSMUA_Achr5G06120_001	77	23	1
OS01G0175600	GSMUA_Achr2G19680_001	69	69	0
OS01G0175600	GSMUA_Achr5G06140_001	66	66	0
OS01G0175700	GSMUA_Achr2G19680_001	68	69	0
OS01G0175700	GSMUA_Achr5G06140_001	66	66	0
OS01G0175850	GSMUA_Achr10G20850_001	22	9	1
OS01G0175850	GSMUA_Achr1G20730_001	28	21	1
OS01G0175850	GSMUA_Achr2G15990_001	33	23	1
OS01G0175850	GSMUA_Achr2G16010_001	27	28	1
OS01G0175850	GSMUA_Achr2G16020_001	29	22	1
OS01G0175850	GSMUA_Achr2G16030_001	30	26	1
OS01G0175850	GSMUA_Achr4G20160_001	22	22	1
OS01G0175850	GSMUA_Achr4G20170_001	23	19	1
OS01G0175850	GSMUA_Achr4G20180_001	25	23	1
OS01G0175850	GSMUA_AchrUn_randomG17350_001	27	21	1
OS01G0176000	GSMUA_Achr10G28390_001	38	48	1
OS01G0176000	GSMUA_Achr5G06160_001	32	48	1
OS01G0176100	GSMUA_Achr10G28390_001	37	47	1
OS01G0176100	GSMUA_Achr5G06160_001	32	50	1
OS01G0176200	GSMUA_Achr10G28390_001	37	47	1
OS01G0176200	GSMUA_Achr5G06160_001	34	52	1
OS01G0176300	GSMUA_Achr10G28370_001	42	51	1
OS01G0176400	GSMUA_Achr10G20840_001	45	21	1
OS01G0176400	GSMUA_AchrUn_randomG03910_001	52	23	1
OS01G0176500	GSMUA_Achr7G08440_001	50	56	0
OS01G0176700	GSMUA_Achr10G27180_001	31	37	1
OS01G0176700	GSMUA_Achr6G05330_001	35	40	1
OS01G0176800	GSMUA_Achr7G08460_001	45	49	0
OS01G0176900	GSMUA_Achr7G13230_001	22	45	1
OS01G0177200	GSMUA_Achr8G33120_001	73	68	0
OS01G0177200	GSMUA_Achr8G34470_001	76	70	0
OS01G0177400	GSMUA_Achr4G08970_001	39	39	1
OS01G0177400	GSMUA_Achr5G09790_001	42	42	1
OS01G0177900	GSMUA_Achr7G08510_001	80	19	1
OS01G0178000	GSMUA_Achr7G09910_001	75	73	1
OS01G0178100	GSMUA_Achr2G16980_001	47	49	1
OS01G0178200	GSMUA_Achr6G00710_001	57	66	1
OS01G0178300	GSMUA_Achr7G08520_001	51	80	1
OS01G0178500	GSMUA_Achr4G08960_001	54	40	1
OS01G0178500	GSMUA_Achr7G13250_001	50	33	1
OS01G0178500	GSMUA_Achr9G02960_001	56	54	1
OS01G0178500	GSMUA_AchrUn_randomG02040_001	54	49	1
OS01G0178700	GSMUA_Achr10G27250_001	50	51	1
OS01G0178700	GSMUA_Achr2G16960_001	47	44	1
OS01G0178700	GSMUA_Achr6G00730_001	49	51	1
OS01G0178700	GSMUA_Achr7G09880_001	49	51	1
OS01G0178900	GSMUA_Achr9G02760_001	20	10	1
OS01G0178900	GSMUA_Achr9G02765_001	22	11	1
OS01G0178900	GSMUA_Achr9G11660_001	21	10	1
OS01G0179000	GSMUA_Achr10G27260_001	57	63	1
OS01G0179000	GSMUA_Achr7G08540_001	55	61	1
OS01G0179200	GSMUA_Achr10G28310_001	72	72	1
OS01G0179200	GSMUA_Achr6G04790_001	72	72	1
OS01G0179200	GSMUA_Achr7G08550_001	73	74	1
OS01G0179300	GSMUA_Achr10G27270_001	52	54	1
OS01G0179300	GSMUA_Achr5G06200_001	52	55	1
OS01G0179300	GSMUA_Achr6G05350_001	53	55	1
OS01G0179300	GSMUA_Achr7G09870_001	54	53	1
OS01G0179300	GSMUA_Achr9G28640_001	54	57	1
OS01G0179400	GSMUA_Achr9G10250_001	74	62	1
OS01G0179400	GSMUA_Achr9G10260_001	0	0	1
OS01G0179500	GSMUA_Achr10G28300_001	35	23	1
OS01G0179500	GSMUA_Achr7G08570_001	24	19	1
OS01G0179600	GSMUA_Achr10G28290_001	38	45	1
OS01G0179600	GSMUA_Achr6G05370_001	39	48	1
OS01G0179600	GSMUA_Achr6G05380_001	38	46	1
OS01G0179600	GSMUA_Achr6G05390_001	35	48	1
OS01G0179700	GSMUA_Achr11G00680_001	92	62	1
OS01G0179700	GSMUA_Achr11G17660_001	91	91	1
OS01G0179700	GSMUA_Achr1G04400_001	92	82	1
OS01G0179700	GSMUA_Achr2G18340_001	94	94	1
OS01G0179700	GSMUA_Achr7G06570_001	91	67	1
OS01G0179700	GSMUA_Achr8G15030_001	91	91	1
OS01G0179800	GSMUA_Achr10G27280_001	62	63	1
OS01G0179800	GSMUA_Achr7G09860_001	61	65	1
OS01G0180300	GSMUA_Achr5G06220_001	42	40	1
OS01G0180400	GSMUA_Achr10G27310_001	24	14	1
OS01G0180400	GSMUA_Achr7G09810_001	37	17	1
OS01G0180400	GSMUA_Achr7G13270_001	45	23	1
OS01G0180400	GSMUA_AchrUn_randomG03850_001	43	23	1
OS01G0180600	GSMUA_Achr7G13290_001	50	55	1
OS01G0180800	GSMUA_Achr2G15830_001	73	73	1
OS01G0180800	GSMUA_Achr2G19660_001	73	73	1
OS01G0180800	GSMUA_Achr5G06230_001	74	74	1
OS01G0180800	GSMUA_Achr7G09800_001	76	75	1
OS01G0181000	GSMUA_Achr10G20980_001	32	37	1
OS01G0182200	GSMUA_Achr11G14150_001	66	68	1
OS01G0182300	GSMUA_Achr6G05410_001	37	50	1
OS01G0182300	GSMUA_Achr9G28650_001	36	49	1
OS01G0182300	GSMUA_AchrUn_randomG03830_001	32	45	1
OS01G0182400	GSMUA_Achr2G16930_001	30	32	1
OS01G0182500	GSMUA_Achr10G21000_001	33	27	1
OS01G0182600	GSMUA_Achr10G21010_001	24	71	1
OS01G0182600	GSMUA_Achr10G21020_001	44	82	1
OS01G0182600	GSMUA_Achr10G27330_001	76	75	1
OS01G0182600	GSMUA_Achr7G09770_001	75	77	1
OS01G0182700	GSMUA_Achr10G27340_001	34	34	0
OS01G0182832	GSMUA_Achr7G13320_001	31	18	1
OS01G0182900	GSMUA_Achr7G13320_001	9	2	1
OS01G0183000	GSMUA_Achr10G28250_001	52	65	1
OS01G0183000	GSMUA_Achr7G08820_001	59	58	1
OS01G0183100	GSMUA_Achr6G16550_001	71	72	1
OS01G0183300	GSMUA_Achr10G21060_001	53	48	1
OS01G0183300	GSMUA_Achr7G13350_001	47	52	1
OS01G0183500	GSMUA_Achr10G27380_001	40	19	1
OS01G0183600	GSMUA_Achr5G10140_001	24	40	1
OS01G0183600	GSMUA_Achr5G25060_001	37	43	1
OS01G0183633	GSMUA_Achr2G19530_001	55	55	1
OS01G0183633	GSMUA_AchrUn_randomG25960_001	55	71	1
OS01G0184000	GSMUA_Achr7G09670_001	60	57	1
OS01G0184100	GSMUA_Achr10G21120_001	67	70	1
OS01G0184100	GSMUA_Achr7G23960_001	67	70	1
OS01G0184500	GSMUA_Achr9G28700_001	56	72	1
OS01G0184800	GSMUA_Achr6G08390_001	75	75	1
OS01G0184900	GSMUA_Achr2G19630_001	75	74	1
OS01G0185100	GSMUA_Achr10G27430_001	51	33	1
OS01G0185100	GSMUA_Achr7G09690_001	49	33	1
OS01G0185200	GSMUA_Achr1G11970_001	72	73	1
OS01G0185200	GSMUA_Achr6G23250_001	79	79	1
OS01G0185300	GSMUA_Achr2G16940_001	58	59	1
OS01G0185400	GSMUA_Achr10G27440_001	51	45	1
OS01G0185500	GSMUA_Achr10G21110_001	45	55	1
OS01G0185500	GSMUA_Achr2G19600_001	50	49	1
OS01G0185500	GSMUA_Achr5G06310_001	48	55	1
OS01G0185500	GSMUA_Achr7G13380_001	51	51	1
OS01G0185900	GSMUA_Achr1G05240_001	27	43	1
OS01G0186000	GSMUA_Achr7G09680_001	35	34	0
OS01G0186200	GSMUA_Achr5G06380_001	58	59	1
OS01G0186700	GSMUA_Achr6G04850_001	72	80	1
OS01G0186700	GSMUA_Achr7G08900_001	76	83	1
OS01G0186900	GSMUA_Achr5G22180_001	37	51	1
OS01G0186900	GSMUA_Achr6G00850_001	43	51	1
OS01G0186900	GSMUA_Achr6G04860_001	38	50	1
OS01G0187400	GSMUA_Achr2G16810_001	74	74	0
OS01G0187400	GSMUA_Achr7G08920_001	74	74	0
OS01G0187600	GSMUA_Achr10G28080_001	46	22	1
OS01G0187600	GSMUA_Achr2G16770_001	45	23	1
OS01G0187600	GSMUA_Achr3G26290_001	47	23	1
OS01G0187600	GSMUA_Achr5G22170_001	47	22	1
OS01G0187600	GSMUA_Achr7G08990_001	46	22	1
OS01G0187600	GSMUA_Achr7G09000_001	43	21	1
OS01G0187900	GSMUA_Achr10G14040_001	53	58	1
OS01G0187900	GSMUA_Achr6G14820_001	52	58	1
OS01G0187900	GSMUA_Achr8G20150_001	54	55	1
OS01G0187900	GSMUA_AchrUn_randomG03500_001	55	57	1
OS01G0188100	GSMUA_Achr6G14850_001	78	78	1
OS01G0188200	GSMUA_Achr3G02400_001	35	9	1
OS01G0188400	GSMUA_Achr10G21420_001	74	72	0
OS01G0188400	GSMUA_Achr3G31710_001	74	73	0
OS01G0188400	GSMUA_Achr7G13690_001	72	81	0
OS01G0188400	GSMUA_AchrUn_randomG19370_001	72	78	0
OS01G0190000	GSMUA_Achr11G12340_001	72	63	1
OS01G0190300	GSMUA_Achr3G16300_001	40	42	1
OS01G0190300	GSMUA_Achr5G09310_001	33	33	1
OS01G0190300	GSMUA_Achr7G13680_001	45	29	1
OS01G0190300	GSMUA_AchrUn_randomG03520_001	41	31	1
OS01G0190400	GSMUA_Achr6G05500_001	55	50	0
OS01G0190500	GSMUA_Achr10G14000_001	46	49	0
OS01G0190500	GSMUA_Achr10G21380_001	33	41	0
OS01G0190500	GSMUA_Achr3G17570_001	41	47	0
OS01G0190500	GSMUA_Achr5G06520_001	38	44	0
OS01G0190500	GSMUA_Achr6G14870_001	40	49	0
OS01G0190500	GSMUA_Achr7G13670_001	33	41	0
OS01G0190500	GSMUA_Achr8G20170_001	37	43	0
OS01G0190500	GSMUA_AchrUn_randomG03530_001	37	46	0
OS01G0191000	GSMUA_Achr3G09980_001	47	47	1
OS01G0191000	GSMUA_Achr4G10300_001	66	59	1
OS01G0191000	GSMUA_Achr8G09720_001	59	48	1
OS01G0191100	GSMUA_Achr10G11120_001	70	69	1
OS01G0191100	GSMUA_Achr6G07520_001	55	67	1
OS01G0191150	GSMUA_Achr10G13990_001	53	24	1
OS01G0191150	GSMUA_Achr2G19390_001	55	24	1
OS01G0191150	GSMUA_Achr3G17580_001	57	25	1
OS01G0191150	GSMUA_Achr5G06510_001	53	24	1
OS01G0191150	GSMUA_Achr6G14890_001	53	24	1
OS01G0191150	GSMUA_Achr7G13660_001	57	25	1
OS01G0191150	GSMUA_Achr8G20180_001	57	25	1
OS01G0191200	GSMUA_Achr10G27610_001	30	49	1
OS01G0191300	GSMUA_Achr4G30940_001	56	65	1
OS01G0191300	GSMUA_Achr6G05480_001	59	66	1
OS01G0191300	GSMUA_Achr7G09510_001	56	61	1
OS01G0191300	GSMUA_AchrUn_randomG28610_001	46	72	1
OS01G0191500	GSMUA_Achr7G13650_001	64	64	1
OS01G0191800	GSMUA_Achr2G19410_001	80	77	1
OS01G0191800	GSMUA_Achr5G06490_001	87	87	1
OS01G0191800	GSMUA_Achr7G13630_001	88	88	1
OS01G0191900	GSMUA_Achr5G15730_001	12	28	0
OS01G0192000	GSMUA_Achr10G21350_001	45	55	1
OS01G0192000	GSMUA_Achr10G27910_001	58	59	1
OS01G0192000	GSMUA_Achr2G16610_001	53	61	1
OS01G0192000	GSMUA_Achr6G01020_001	44	64	1
OS01G0192000	GSMUA_Achr7G09340_001	56	61	1
OS01G0192000	GSMUA_Achr7G13620_001	39	58	1
OS01G0192000	GSMUA_Achr8G25980_001	47	59	1
OS01G0192000	GSMUA_AchrUn_randomG03710_001	46	62	1
OS01G0192300	GSMUA_Achr5G09240_001	43	55	1
OS01G0192300	GSMUA_Achr9G05930_001	37	63	1
OS01G0192500	GSMUA_AchrUn_randomG14480_001	24	25	1
OS01G0192600	GSMUA_Achr10G27960_001	80	80	1
OS01G0192600	GSMUA_Achr2G15680_001	78	79	1
OS01G0192600	GSMUA_Achr6G00970_001	78	78	1
OS01G0192600	GSMUA_Achr7G09300_001	80	80	1
OS01G0192600	GSMUA_Achr7G09570_001	70	72	1
OS01G0192600	GSMUA_Achr8G26030_001	79	79	1
OS01G0192900	GSMUA_Achr10G27570_001	55	66	1
OS01G0192900	GSMUA_Achr4G30870_001	51	64	1
OS01G0193500	GSMUA_Achr7G13590_001	39	41	1
OS01G0193600	GSMUA_Achr2G19450_001	64	60	1
OS01G0193900	GSMUA_Achr7G09230_001	19	25	1
OS01G0194000	GSMUA_Achr5G06470_001	31	32	1
OS01G0194200	GSMUA_Achr10G27550_001	45	47	1
OS01G0194200	GSMUA_Achr2G15730_001	46	46	1
