Gene stable ID	Chlamydomonas reinhardtii gene stable ID	% identity	Chlamydomonas reinhardtii % identity	Orthology confidence [0 low, 1 high]
OS01G0574600	CHLREDRAFT_120516	49	55	1
OS01G0575000	CHLREDRAFT_114371	36	38	0
OS01G0575500	CHLREDRAFT_146168	7	33	1
OS01G0578200	CHLREDRAFT_16242	29	8	1
OS01G0579900	CHLREDRAFT_102309	37	37	1
OS01G0580000	CHLREDRAFT_102309	33	38	1
OS01G0581300	CHLREDRAFT_187094	39	36	1
OS01G0582400	CHLREDRAFT_35795	42	34	1
OS01G0583100	CHLREDRAFT_184244	30	22	1
OS01G0583200	CHLREDRAFT_145274	18	10	1
OS01G0583300	CHLREDRAFT_145274	14	5	1
OS01G0584800	CHLREDRAFT_168235	7	0	0
OS01G0585100	CHLREDRAFT_147467	21	22	1
OS01G0585700	CHLREDRAFT_180347	15	13	1
OS01G0586000	CHLREDRAFT_180347	19	3	1
OS01G0587000	CHLREDRAFT_135171	72	72	1
OS01G0587300	CHLREDRAFT_177919	18	19	1
OS01G0588100	CHLREDRAFT_139332	35	37	1
OS01G0588200	CHLREDRAFT_127172	27	27	1
OS01G0588200	CHLREDRAFT_146232	25	25	1
OS01G0588400	CHLREDRAFT_139332	46	47	1
OS01G0588700	CHLREDRAFT_59704	33	66	1
OS01G0588800	CHLREDRAFT_141994	22	30	1
OS01G0589800	CHLREDRAFT_187308	55	26	1
OS01G0590700	CHLREDRAFT_117572	8	23	1
OS01G0590900	CHLREDRAFT_130101	50	59	1
OS01G0591000	CHLREDRAFT_135609	55	52	1
OS01G0591300	CHLREDRAFT_135609	53	50	1
OS01G0592900	CHLREDRAFT_96887	4	69	0
OS01G0593500	CHLREDRAFT_186521	24	17	1
OS01G0593600	CHLREDRAFT_53483	51	37	1
OS01G0594650	CHLREDRAFT_205914	23	10	1
OS01G0594800	CHLREDRAFT_205744	20	15	1
OS01G0595201	CHLREDRAFT_163414	18	34	1
OS01G0598900	CHLREDRAFT_153738	66	60	1
OS01G0599900	CHLREDRAFT_176330	14	7	1
OS01G0600200	CHLREDRAFT_185509	56	59	1
OS01G0600500	CHLREDRAFT_117519	19	18	1
OS01G0603000	CHLREDRAFT_33956	30	32	1
OS01G0604500	CHLREDRAFT_9509	24	38	0
OS01G0606900	CHLREDRAFT_154281	24	6	1
OS01G0606900	CHLREDRAFT_177910	10	4	1
OS01G0607200	CHLREDRAFT_182166	28	33	1
OS01G0610100	CHLREDRAFT_192558	68	59	1
OS01G0610400	CHLREDRAFT_76671	38	43	1
OS01G0610500	CHLREDRAFT_192447	33	23	1
OS01G0610600	CHLREDRAFT_177332	9	29	1
OS01G0611100	CHLREDRAFT_128522	86	85	1
OS01G0612000	CHLREDRAFT_154586	35	16	1
OS01G0612500	CHLREDRAFT_144069	19	24	1
OS01G0612700	CHLREDRAFT_205637	5	25	1
OS01G0613500	CHLREDRAFT_148474	22	21	0
OS01G0613500	CHLREDRAFT_155869	34	25	0
OS01G0613800	CHLREDRAFT_148474	18	17	0
OS01G0613800	CHLREDRAFT_155869	30	21	0
OS01G0613900	CHLREDRAFT_116572	51	53	1
OS01G0614700	CHLREDRAFT_156217	15	46	1
OS01G0614900	CHLREDRAFT_114160	21	36	1
OS01G0616500	CHLREDRAFT_142534	17	29	1
OS01G0616900	CHLREDRAFT_176554	29	66	1
OS01G0617500	CHLREDRAFT_131649	6	59	0
OS01G0617900	CHLREDRAFT_127879	31	32	1
OS01G0618000	CHLREDRAFT_101941	13	42	0
OS01G0618100	CHLREDRAFT_120977	38	37	1
OS01G0618400	CHLREDRAFT_105835	28	46	1
OS01G0618400	CHLREDRAFT_151537	34	32	1
OS01G0618500	CHLREDRAFT_105835	31	46	1
OS01G0618500	CHLREDRAFT_151537	37	32	1
OS01G0618700	CHLREDRAFT_205924	38	17	1
OS01G0618800	CHLREDRAFT_117572	31	46	1
OS01G0619800	CHLREDRAFT_190601	21	11	1
OS01G0620100	CHLREDRAFT_172606	23	22	1
OS01G0621600	CHLREDRAFT_103256	6	29	1
OS01G0622300	CHLREDRAFT_186446	55	56	1
OS01G0623500	CHLREDRAFT_113573	13	46	1
OS01G0624000	CHLREDRAFT_120172	42	44	1
OS01G0624500	CHLREDRAFT_108398	53	17	1
OS01G0625300	CHLREDRAFT_117914	17	58	1
OS01G0626100	CHLREDRAFT_195449	42	10	1
OS01G0629400	CHLREDRAFT_118402	55	46	1
OS01G0629600	CHLREDRAFT_126671	34	33	1
OS01G0629600	CHLREDRAFT_189662	31	33	1
OS01G0629900	CHLREDRAFT_108650	36	62	0
OS01G0629900	CHLREDRAFT_137528	45	69	0
OS01G0631100	CHLREDRAFT_190979	47	51	1
OS01G0631200	CHLREDRAFT_191432	48	36	1
OS01G0631900	CHLREDRAFT_128744	25	46	0
OS01G0633000	CHLREDRAFT_195624	33	32	1
OS01G0634300	CHLREDRAFT_169796	2	10	1
OS01G0635400	CHLREDRAFT_138990	53	52	1
OS01G0636600	CHLREDRAFT_146702	32	35	0
OS01G0636600	CHLREDRAFT_171943	27	29	0
OS01G0636700	CHLREDRAFT_180087	19	9	1
OS01G0637100	CHLREDRAFT_99951	26	14	1
OS01G0637600	CHLREDRAFT_146702	35	38	0
OS01G0637600	CHLREDRAFT_171943	29	31	0
OS01G0639100	CHLREDRAFT_608	81	83	1
OS01G0639900	CHLREDRAFT_196245	21	17	0
OS01G0639900	CHLREDRAFT_196521	20	14	0
OS01G0640000	CHLREDRAFT_196245	21	15	0
OS01G0640000	CHLREDRAFT_196521	20	12	0
OS01G0640800	CHLREDRAFT_120230	26	45	1
OS01G0640800	CHLREDRAFT_166362	43	35	1
OS01G0640800	CHLREDRAFT_97359	42	46	1
OS01G0641100	CHLREDRAFT_112931	38	53	1
OS01G0642000	CHLREDRAFT_108256	38	40	1
OS01G0642000	CHLREDRAFT_154269	34	25	1
OS01G0643800	CHLREDRAFT_108650	42	60	0
OS01G0643800	CHLREDRAFT_137528	54	68	0
OS01G0645900	CHLREDRAFT_151770	37	35	1
OS01G0647100	CHLREDRAFT_195230	56	62	1
OS01G0647100	CHLREDRAFT_206005	44	46	1
OS01G0647700	CHLREDRAFT_146695	21	21	1
OS01G0648000	CHLREDRAFT_151393	8	25	1
OS01G0648500	CHLREDRAFT_171399	23	28	1
OS01G0649100	CHLREDRAFT_60444	67	61	1
OS01G0651500	CHLREDRAFT_141971	25	17	1
OS01G0651500	CHLREDRAFT_146104	18	17	1
OS01G0652600	CHLREDRAFT_140839	59	58	1
OS01G0653350	CHLREDRAFT_172416	14	2	1
OS01G0653800	CHLREDRAFT_172416	19	15	1
OS01G0654100	CHLREDRAFT_176554	33	66	1
OS01G0654500	CHLREDRAFT_196567	67	57	0
OS01G0655250	CHLREDRAFT_115484	0	0	1
OS01G0655800	CHLREDRAFT_111160	8	54	1
OS01G0655800	CHLREDRAFT_113915	29	39	1
OS01G0656200	CHLREDRAFT_121320	31	43	1
OS01G0657100	CHLREDRAFT_133698	24	24	0
OS01G0657100	CHLREDRAFT_135952	23	23	0
OS01G0657100	CHLREDRAFT_183357	24	23	0
OS01G0657100	CHLREDRAFT_189331	24	23	0
OS01G0658500	CHLREDRAFT_181968	50	51	1
OS01G0658600	CHLREDRAFT_186886	14	14	1
OS01G0658700	CHLREDRAFT_183481	35	39	1
OS01G0659200	CHLREDRAFT_190371	51	50	1
OS01G0660500	CHLREDRAFT_168851	13	18	1
OS01G0660800	CHLREDRAFT_168851	25	18	1
OS01G0660900	CHLREDRAFT_167070	40	46	1
OS01G0661400	CHLREDRAFT_127171	45	46	1
OS01G0661500	CHLREDRAFT_101854	31	48	1
OS01G0662300	CHLREDRAFT_99271	45	17	1
OS01G0662600	CHLREDRAFT_187899	63	66	1
OS01G0662700	CHLREDRAFT_112040	59	71	1
OS01G0663300	CHLREDRAFT_152688	27	28	0
OS01G0663300	CHLREDRAFT_153248	30	20	0
OS01G0663300	CHLREDRAFT_205906	31	21	0
OS01G0663400	CHLREDRAFT_128744	28	48	0
OS01G0664000	CHLREDRAFT_187121	33	22	1
OS01G0665200	CHLREDRAFT_108650	36	61	0
OS01G0665200	CHLREDRAFT_137528	47	70	0
OS01G0665300	CHLREDRAFT_118402	25	51	1
OS01G0665400	CHLREDRAFT_111372	46	51	1
OS01G0666000	CHLREDRAFT_108112	9	15	1
OS01G0666500	CHLREDRAFT_192627	22	26	1
OS01G0666800	CHLREDRAFT_195479	29	31	1
OS01G0667800	CHLREDRAFT_142476	1	1	1
OS01G0668000	CHLREDRAFT_131043	45	44	1
OS01G0672201	CHLREDRAFT_143889	2	0	1
OS01G0672300	CHLREDRAFT_143889	6	2	1
OS01G0672500	CHLREDRAFT_100817	15	20	1
OS01G0672500	CHLREDRAFT_115707	15	20	1
OS01G0672500	CHLREDRAFT_123118	0	0	1
OS01G0672500	CHLREDRAFT_143511	25	3	1
OS01G0672500	CHLREDRAFT_144973	24	4	1
OS01G0672500	CHLREDRAFT_147446	23	6	1
OS01G0672500	CHLREDRAFT_151753	17	26	1
OS01G0672500	CHLREDRAFT_181503	4	3	1
OS01G0672700	CHLREDRAFT_17066	34	17	1
OS01G0673500	CHLREDRAFT_98650	49	68	1
OS01G0673600	CHLREDRAFT_129070	84	81	1
OS01G0673800	CHLREDRAFT_146879	28	27	1
OS01G0674500	CHLREDRAFT_163935	14	47	1
OS01G0675100	CHLREDRAFT_157173	54	45	1
OS01G0675933	CHLREDRAFT_205924	31	6	1
OS01G0677000	CHLREDRAFT_170066	18	26	1
OS01G0677000	CHLREDRAFT_179467	20	17	1
OS01G0677000	CHLREDRAFT_192937	23	19	1
OS01G0677000	CHLREDRAFT_196816	20	14	1
OS01G0677000	CHLREDRAFT_196818	23	19	1
OS01G0677000	CHLREDRAFT_196819	22	20	1
OS01G0677000	CHLREDRAFT_196820	18	22	1
OS01G0677000	CHLREDRAFT_196821	22	19	1
OS01G0677000	CHLREDRAFT_196824	20	20	1
OS01G0677000	CHLREDRAFT_196825	18	22	1
OS01G0677000	CHLREDRAFT_196827	18	19	1
OS01G0677000	CHLREDRAFT_196828	18	20	1
OS01G0677000	CHLREDRAFT_196829	17	19	1
OS01G0677000	CHLREDRAFT_30532	21	19	1
OS01G0677000	CHLREDRAFT_34127	19	17	1
OS01G0677000	CHLREDRAFT_35598	19	21	1
OS01G0677500	CHLREDRAFT_188669	23	37	0
OS01G0678600	CHLREDRAFT_195630	26	31	1
OS01G0678700	CHLREDRAFT_206363	29	13	1
OS01G0679700	CHLREDRAFT_126853	87	87	1
OS01G0680400	CHLREDRAFT_171402	23	22	1
OS01G0681100	CHLREDRAFT_195431	55	17	1
OS01G0681200	CHLREDRAFT_111160	8	56	1
OS01G0681200	CHLREDRAFT_113915	33	42	1
OS01G0681400	CHLREDRAFT_195652	34	34	1
OS01G0681600	CHLREDRAFT_8396	14	24	1
OS01G0682001	CHLREDRAFT_205746	52	13	1
OS01G0682500	CHLREDRAFT_196366	31	36	1
OS01G0683100	CHLREDRAFT_53314	46	43	1
OS01G0683400	CHLREDRAFT_150576	24	19	1
OS01G0685200	CHLREDRAFT_191168	28	37	1
OS01G0685500	CHLREDRAFT_176829	12	1	1
OS01G0685800	CHLREDRAFT_78348	69	67	1
OS01G0685900	CHLREDRAFT_193464	17	22	1
OS01G0686600	CHLREDRAFT_60319	31	14	0
OS01G0686700	CHLREDRAFT_95634	18	17	1
OS01G0686800	CHLREDRAFT_105734	68	72	1
OS01G0687500	CHLREDRAFT_148884	31	49	1
OS01G0687500	CHLREDRAFT_83209	48	46	1
OS01G0688300	CHLREDRAFT_180720	14	13	0
OS01G0689451	CHLREDRAFT_98280	14	45	1
OS01G0689800	CHLREDRAFT_106548	27	51	1
OS01G0691500	CHLREDRAFT_176872	28	22	1
OS01G0691600	CHLREDRAFT_181520	9	37	0
OS01G0691700	CHLREDRAFT_144867	77	76	1
OS01G0693300	CHLREDRAFT_108112	8	14	1
OS01G0693800	CHLREDRAFT_127384	64	67	1
OS01G0693900	CHLREDRAFT_97157	35	51	1
OS01G0694900	CHLREDRAFT_191396	30	29	1
OS01G0695300	CHLREDRAFT_137019	54	46	1
OS01G0695600	CHLREDRAFT_157307	25	26	1
OS01G0698100	CHLREDRAFT_192912	11	21	1
OS01G0698900	CHLREDRAFT_122124	25	56	1
OS01G0700900	CHLREDRAFT_196689	27	6	0
OS01G0700900	CHLREDRAFT_196691	30	6	0
OS01G0700900	CHLREDRAFT_196693	19	4	0
OS01G0700900	CHLREDRAFT_196700	16	3	0
OS01G0700900	CHLREDRAFT_196711	22	5	0
OS01G0700900	CHLREDRAFT_196714	19	4	0
OS01G0700900	CHLREDRAFT_196715	17	4	0
OS01G0701300	CHLREDRAFT_196689	29	6	0
OS01G0701300	CHLREDRAFT_196691	29	6	0
OS01G0701300	CHLREDRAFT_196693	22	5	0
OS01G0701300	CHLREDRAFT_196700	19	4	0
OS01G0701300	CHLREDRAFT_196711	23	5	0
OS01G0701300	CHLREDRAFT_196714	20	4	0
OS01G0701300	CHLREDRAFT_196715	19	4	0
OS01G0701400	CHLREDRAFT_196689	26	17	0
OS01G0701400	CHLREDRAFT_196691	24	15	0
OS01G0701400	CHLREDRAFT_196693	24	16	0
OS01G0701400	CHLREDRAFT_196700	25	16	0
OS01G0701400	CHLREDRAFT_196711	21	14	0
OS01G0701400	CHLREDRAFT_196714	27	18	0
OS01G0701400	CHLREDRAFT_196715	22	16	0
OS01G0701500	CHLREDRAFT_196689	27	23	0
OS01G0701500	CHLREDRAFT_196691	27	21	0
OS01G0701500	CHLREDRAFT_196693	25	21	0
OS01G0701500	CHLREDRAFT_196700	24	21	0
OS01G0701500	CHLREDRAFT_196711	24	20	0
OS01G0701500	CHLREDRAFT_196714	27	23	0
OS01G0701500	CHLREDRAFT_196715	24	22	0
OS01G0702450	CHLREDRAFT_187190	33	19	1
OS01G0702900	CHLREDRAFT_126151	42	13	1
OS01G0703400	CHLREDRAFT_137019	52	51	1
OS01G0703600	CHLREDRAFT_182329	69	70	1
OS01G0704100	CHLREDRAFT_112201	23	36	1
OS01G0704100	CHLREDRAFT_130019	44	37	1
OS01G0704100	CHLREDRAFT_192088	43	43	1
OS01G0704100	CHLREDRAFT_192090	44	43	1
OS01G0704700	CHLREDRAFT_189974	23	8	1
OS01G0706000	CHLREDRAFT_180184	30	25	1
OS01G0706500	CHLREDRAFT_153674	32	26	1
OS01G0706900	CHLREDRAFT_105119	37	42	1
OS01G0707300	CHLREDRAFT_187998	43	43	1
OS01G0708100	CHLREDRAFT_97790	51	57	1
OS01G0708300	CHLREDRAFT_205885	27	24	1
OS01G0708500	CHLREDRAFT_116096	42	50	0
OS01G0708600	CHLREDRAFT_149830	50	47	1
OS01G0708900	CHLREDRAFT_123309	39	46	1
OS01G0709400	CHLREDRAFT_144281	19	25	1
OS01G0711000	CHLREDRAFT_126382	82	79	0
OS01G0711100	CHLREDRAFT_138803	34	13	1
OS01G0711400	CHLREDRAFT_136984	77	24	1
OS01G0711600	CHLREDRAFT_129827	26	32	1
OS01G0711800	CHLREDRAFT_192162	46	41	1
OS01G0712600	CHLREDRAFT_185063	57	45	1
OS01G0712700	CHLREDRAFT_127415	39	33	1
OS01G0713600	CHLREDRAFT_168369	18	22	1
OS01G0713800	CHLREDRAFT_100228	45	52	1
OS01G0714900	CHLREDRAFT_195521	62	62	1
OS01G0715500	CHLREDRAFT_127172	23	17	1
OS01G0715500	CHLREDRAFT_146232	23	18	1
OS01G0716400	CHLREDRAFT_195571	41	25	1
OS01G0717601	CHLREDRAFT_195486	16	24	1
OS01G0718000	CHLREDRAFT_195486	34	31	1
OS01G0718700	CHLREDRAFT_146216	28	7	1
OS01G0718700	CHLREDRAFT_171437	28	4	1
OS01G0719100	CHLREDRAFT_123572	41	48	1
OS01G0719600	CHLREDRAFT_163414	20	41	1
OS01G0720300	CHLREDRAFT_139850	66	80	1
OS01G0720400	CHLREDRAFT_117519	23	31	1
OS01G0720600	CHLREDRAFT_153781	24	37	1
OS01G0721900	CHLREDRAFT_33956	33	34	1
OS01G0722700	CHLREDRAFT_21582	33	15	1
OS01G0722800	CHLREDRAFT_99019	40	49	1
OS01G0723000	CHLREDRAFT_24524	69	70	1
OS01G0723200	CHLREDRAFT_143072	68	72	1
OS01G0723400	CHLREDRAFT_126820	43	41	1
OS01G0723600	CHLREDRAFT_184171	52	54	1
OS01G0723800	CHLREDRAFT_138602	37	37	1
OS01G0723800	CHLREDRAFT_138672	37	36	1
OS01G0724500	CHLREDRAFT_173168	19	4	1
OS01G0724500	CHLREDRAFT_193342	16	2	1
OS01G0725600	CHLREDRAFT_189836	11	21	1
OS01G0725800	CHLREDRAFT_116381	6	13	0
OS01G0727400	CHLREDRAFT_155309	24	19	1
OS01G0728150	CHLREDRAFT_143837	22	30	1
OS01G0728200	CHLREDRAFT_143837	1	2	1
OS01G0728250	CHLREDRAFT_143837	3	2	1
OS01G0728700	CHLREDRAFT_119168	32	44	1
OS01G0729100	CHLREDRAFT_205750	41	44	1
OS01G0730500	CHLREDRAFT_141844	30	29	1
OS01G0730500	CHLREDRAFT_19746	34	36	1
OS01G0730800	CHLREDRAFT_145554	33	33	1
OS01G0731000	CHLREDRAFT_102417	46	57	1
OS01G0732200	CHLREDRAFT_105231	32	47	1
OS01G0732200	CHLREDRAFT_150723	34	39	1
OS01G0733001	CHLREDRAFT_113049	24	7	0
OS01G0733001	CHLREDRAFT_128400	24	6	0
OS01G0733200	CHLREDRAFT_117914	22	54	1
OS01G0733600	CHLREDRAFT_102893	43	43	1
OS01G0734100	CHLREDRAFT_101876	52	56	1
OS01G0736400	CHLREDRAFT_117112	33	46	1
OS01G0737300	CHLREDRAFT_158173	18	25	1
OS01G0737600	CHLREDRAFT_168851	20	15	1
OS01G0737700	CHLREDRAFT_168851	18	15	1
OS01G0737800	CHLREDRAFT_193447	37	35	1
OS01G0738100	CHLREDRAFT_151321	13	6	1
OS01G0738400	CHLREDRAFT_119209	26	54	1
OS01G0738400	CHLREDRAFT_182666	28	52	1
OS01G0738400	CHLREDRAFT_205729	35	10	1
OS01G0738600	CHLREDRAFT_179407	18	20	1
OS01G0739000	CHLREDRAFT_10419	27	27	1
OS01G0739000	CHLREDRAFT_206036	37	36	1
OS01G0739400	CHLREDRAFT_176526	12	22	0
OS01G0742000	CHLREDRAFT_187870	21	23	1
OS01G0742200	CHLREDRAFT_24524	76	75	1
OS01G0742300	CHLREDRAFT_115511	27	28	1
OS01G0742300	CHLREDRAFT_128576	25	25	1
OS01G0742500	CHLREDRAFT_21582	37	28	1
OS01G0743400	CHLREDRAFT_58645	48	45	1
OS01G0743500	CHLREDRAFT_126820	45	43	1
OS01G0743800	CHLREDRAFT_183677	30	30	1
OS01G0744000	CHLREDRAFT_140337	19	41	1
OS01G0744300	CHLREDRAFT_153736	71	71	1
OS01G0744300	CHLREDRAFT_15736	62	53	1
OS01G0744400	CHLREDRAFT_205573	22	21	1
OS01G0746400	CHLREDRAFT_141185	30	30	1
OS01G0746400	CHLREDRAFT_141186	29	27	1
OS01G0746400	CHLREDRAFT_175612	24	30	1
OS01G0746700	CHLREDRAFT_171220	22	33	1
OS01G0747500	CHLREDRAFT_178140	45	48	1
OS01G0747700	CHLREDRAFT_128015	45	47	1
OS01G0748000	CHLREDRAFT_192551	45	45	1
OS01G0748200	CHLREDRAFT_205579	22	23	1
OS01G0748600	CHLREDRAFT_172943	17	13	1
OS01G0748600	CHLREDRAFT_173118	14	19	1
OS01G0748600	CHLREDRAFT_174533	14	14	1
OS01G0749000	CHLREDRAFT_119168	32	43	1
OS01G0749200	CHLREDRAFT_195619	45	47	1
OS01G0749300	CHLREDRAFT_122706	15	60	1
OS01G0750500	CHLREDRAFT_167014	49	58	0
OS01G0752300	CHLREDRAFT_146844	67	66	1
OS01G0752400	CHLREDRAFT_105079	14	28	0
OS01G0752700	CHLREDRAFT_106481	50	54	1
OS01G0754100	CHLREDRAFT_79613	38	43	1
OS01G0754200	CHLREDRAFT_100817	8	40	1
OS01G0754200	CHLREDRAFT_115707	8	40	1
OS01G0754200	CHLREDRAFT_123118	4	57	1
OS01G0754200	CHLREDRAFT_143511	21	10	1
OS01G0754200	CHLREDRAFT_144973	18	10	1
OS01G0754200	CHLREDRAFT_147446	18	17	1
OS01G0754200	CHLREDRAFT_151753	4	25	1
OS01G0754200	CHLREDRAFT_181503	5	17	1
OS01G0756700	CHLREDRAFT_151393	11	20	1
OS01G0757400	CHLREDRAFT_98650	52	67	1
OS01G0757800	CHLREDRAFT_178197	21	15	0
OS01G0757900	CHLREDRAFT_128353	31	14	1
OS01G0758300	CHLREDRAFT_80312	25	49	1
OS01G0758400	CHLREDRAFT_128536	36	40	1
OS01G0759100	CHLREDRAFT_163935	12	41	1
OS01G0760600	CHLREDRAFT_174097	53	56	1
OS01G0761100	CHLREDRAFT_105644	8	57	1
OS01G0761300	CHLREDRAFT_113763	24	50	1
OS01G0762000	CHLREDRAFT_183258	21	47	1
OS01G0762300	CHLREDRAFT_205653	36	14	1
OS01G0763300	CHLREDRAFT_186014	29	34	1
OS01G0763600	CHLREDRAFT_100701	34	38	1
OS01G0763600	CHLREDRAFT_115518	32	38	1
OS01G0763600	CHLREDRAFT_123120	29	36	1
OS01G0763600	CHLREDRAFT_145556	28	33	1
OS01G0764400	CHLREDRAFT_196317	46	41	1
OS01G0764500	CHLREDRAFT_141656	33	9	1
OS01G0764600	CHLREDRAFT_143603	39	38	1
OS01G0764900	CHLREDRAFT_132166	70	70	1
OS01G0765000	CHLREDRAFT_154823	17	67	0
OS01G0765900	CHLREDRAFT_195486	14	31	1
OS01G0766200	CHLREDRAFT_100664	18	59	1
OS01G0767100	CHLREDRAFT_186347	27	33	1
OS01G0767100	CHLREDRAFT_99229	21	42	1
OS01G0767700	CHLREDRAFT_172167	18	16	0
OS01G0769000	CHLREDRAFT_176806	13	21	0
OS01G0770200	CHLREDRAFT_116869	43	48	1
OS01G0770500	CHLREDRAFT_114289	41	57	1
OS01G0771400	CHLREDRAFT_121621	23	47	1
OS01G0772150	CHLREDRAFT_145254	27	20	1
OS01G0772400	CHLREDRAFT_116115	24	44	1
OS01G0772700	CHLREDRAFT_143515	19	11	1
OS01G0772800	CHLREDRAFT_127491	58	57	1
OS01G0773000	CHLREDRAFT_178406	13	24	1
OS01G0773700	CHLREDRAFT_155150	31	34	1
OS01G0775300	CHLREDRAFT_132449	16	46	1
OS01G0776400	CHLREDRAFT_151316	24	22	1
OS01G0776600	CHLREDRAFT_149106	29	25	1
OS01G0777000	CHLREDRAFT_195658	29	23	1
OS01G0777200	CHLREDRAFT_206044	20	21	1
OS01G0777200	CHLREDRAFT_206046	23	21	1
OS01G0777300	CHLREDRAFT_122732	17	49	1
OS01G0777500	CHLREDRAFT_115639	0	0	1
OS01G0777700	CHLREDRAFT_115639	42	31	1
OS01G0778700	CHLREDRAFT_187038	26	29	1
OS01G0780400	CHLREDRAFT_80954	26	27	1
OS01G0780500	CHLREDRAFT_166432	31	32	1
OS01G0781000	CHLREDRAFT_137924	45	42	1
OS01G0782200	CHLREDRAFT_147241	19	18	1
OS01G0783600	CHLREDRAFT_196778	29	26	1
OS01G0784800	CHLREDRAFT_182581	64	65	0
OS01G0784800	CHLREDRAFT_182582	63	64	0
OS01G0784800	CHLREDRAFT_187688	58	42	0
OS01G0784800	CHLREDRAFT_8673	53	39	0
OS01G0786700	CHLREDRAFT_151478	19	8	1
OS01G0786800	CHLREDRAFT_151478	20	9	1
OS01G0788200	CHLREDRAFT_113074	40	47	1
OS01G0788950	CHLREDRAFT_148035	60	62	1
OS01G0789100	CHLREDRAFT_177689	29	35	1
OS01G0791033	DAA00950	86	48	1
OS01G0794400	CHLREDRAFT_141568	14	20	0
OS01G0794400	CHLREDRAFT_177214	15	19	0
OS01G0794400	CHLREDRAFT_182094	23	19	0
OS01G0794400	CHLREDRAFT_182098	22	19	0
OS01G0794500	CHLREDRAFT_145043	64	62	1
OS01G0796400	CHLREDRAFT_79407	45	45	1
OS01G0796500	CHLREDRAFT_189394	39	44	1
OS01G0798500	CHLREDRAFT_158401	27	29	1
OS01G0799900	CHLREDRAFT_189175	34	34	1
OS01G0800266	CHLREDRAFT_132210	49	34	1
OS01G0801000	CHLREDRAFT_143864	29	33	1
OS01G0801100	CHLREDRAFT_143864	41	29	1
OS01G0802100	CHLREDRAFT_137673	42	49	1
OS01G0802850	CHLREDRAFT_191102	47	45	1
OS01G0805200	CHLREDRAFT_185542	37	41	1
OS01G0805300	CHLREDRAFT_184451	25	45	1
OS01G0805800	CHLREDRAFT_151082	52	53	1
OS01G0806000	CHLREDRAFT_148390	32	28	1
OS01G0807900	CHLREDRAFT_97227	19	47	1
OS01G0809900	CHLREDRAFT_127631	47	44	1
OS01G0810000	CHLREDRAFT_127460	34	38	1
OS01G0810300	CHLREDRAFT_188144	62	71	1
OS01G0811100	CHLREDRAFT_183771	61	61	1
OS01G0812800	CHLREDRAFT_166012	66	67	1
OS01G0812900	CHLREDRAFT_118714	42	49	1
OS01G0813500	CHLREDRAFT_150313	35	22	1
OS01G0813900	CHLREDRAFT_188892	12	9	1
OS01G0814800	CHLREDRAFT_189320	47	52	1
OS01G0814800	CHLREDRAFT_196886	46	47	1
OS01G0814900	CHLREDRAFT_163751	49	49	0
OS01G0815800	CHLREDRAFT_109252	27	68	1
OS01G0815800	CHLREDRAFT_195608	56	61	1
OS01G0816400	CHLREDRAFT_175143	27	28	0
OS01G0816500	CHLREDRAFT_175143	29	4	0
OS01G0817000	CHLREDRAFT_192544	24	24	1
OS01G0817700	CHLREDRAFT_196305	59	53	1
OS01G0818000	CHLREDRAFT_191597	24	18	1
OS01G0819900	CHLREDRAFT_143516	40	41	1
OS01G0821800	CHLREDRAFT_175227	18	24	1
OS01G0823300	CHLREDRAFT_46276	45	59	1
OS01G0825500	CHLREDRAFT_171950	21	20	1
OS01G0825800	CHLREDRAFT_206103	25	22	1
OS01G0825800	CHLREDRAFT_206104	24	21	1
OS01G0826400	CHLREDRAFT_205718	21	20	1
OS01G0827200	CHLREDRAFT_36815	21	14	1
OS01G0827400	CHLREDRAFT_171434	39	28	1
OS01G0829100	CHLREDRAFT_188148	16	7	0
OS01G0829800	CHLREDRAFT_137163	52	58	1
OS01G0830000	CHLREDRAFT_196773	52	55	0
OS01G0830100	CHLREDRAFT_195719	41	37	1
OS01G0830200	CHLREDRAFT_100664	9	52	1
OS01G0832000	CHLREDRAFT_173650	41	33	1
OS01G0832200	CHLREDRAFT_206081	28	30	1
OS01G0832300	CHLREDRAFT_123538	37	47	1
OS01G0832300	CHLREDRAFT_126628	37	41	1
OS01G0832300	CHLREDRAFT_127871	39	44	1
OS01G0832300	CHLREDRAFT_128451	40	36	1
OS01G0832300	CHLREDRAFT_59450	36	40	1
OS01G0832900	CHLREDRAFT_121593	22	57	1
OS01G0832900	CHLREDRAFT_139672	17	48	1
OS01G0833100	CHLREDRAFT_111940	28	43	1
OS01G0833150	CHLREDRAFT_118180	16	15	1
OS01G0833200	CHLREDRAFT_118180	40	47	1
OS01G0833600	CHLREDRAFT_180207	14	8	1
OS01G0833700	CHLREDRAFT_195439	53	54	1
OS01G0834200	CHLREDRAFT_115936	49	49	1
OS01G0834200	CHLREDRAFT_131895	45	46	1
OS01G0834200	CHLREDRAFT_438	50	47	1
OS01G0834400	CHLREDRAFT_111791	68	75	1
OS01G0834500	CHLREDRAFT_205854	90	90	1
OS01G0834600	CHLREDRAFT_205854	96	31	1
OS01G0834700	CHLREDRAFT_146239	49	46	1
OS01G0835000	CHLREDRAFT_166182	17	26	1
OS01G0836700	CHLREDRAFT_131330	29	19	1
OS01G0836800	CHLREDRAFT_131330	35	38	1
OS01G0837300	CHLREDRAFT_135101	34	21	1
