Gene stable ID	Cyanidioschyzon merolae gene stable ID	% identity	Cyanidioschyzon merolae % identity	Orthology confidence [0 low, 1 high]
OS05G0452600	CMJ183C	63	63	1
OS05G0453500	CMR452C	23	7	1
OS05G0453900	CMR136C	30	28	1
OS05G0455200	CMR153C	10	19	1
OS05G0455500	CMQ024C	26	38	0
OS05G0455700	CME192C	16	11	1
OS05G0458000	CMS290C	22	16	0
OS05G0458100	CMH076C	26	29	1
OS05G0458400	CME055C	44	39	1
OS05G0459900	CML106C	52	60	1
OS05G0460200	CMS503C	61	61	1
OS05G0460600	CMP119C	46	44	0
OS05G0461900	CMC075C	24	22	1
OS05G0462301	CMN061C	31	1	1
OS05G0462400	CMN061C	11	11	1
OS05G0462600	CMR191C	13	18	0
OS05G0462900	CMN166C	71	68	1
OS05G0463800	CMR350C	51	43	1
OS05G0464100	CMT087C	35	17	1
OS05G0466800	CMN179C	20	15	1
OS05G0467501	CMS428C	39	21	1
OS05G0470700	CME171C	13	26	1
OS05G0472300	CMG096C	15	20	1
OS05G0474600	CMM247C	22	23	1
OS05G0476200	CMH264C	44	34	0
OS05G0477300	CMN126C	42	43	1
OS05G0480000	CMS146C	16	23	1
OS05G0480000	CMS463C	16	24	1
OS05G0480700	CMQ010C	37	35	1
OS05G0481000	CMV200C	21	36	1
OS05G0481500	CMA075C	36	16	1
OS05G0482400	CMD096C	20	21	1
OS05G0482600	CMI022C	41	25	1
OS05G0482700	CMK188C	32	35	1
OS05G0486300	CMJ013C	16	7	1
OS05G0486600	CMK157C	9	5	1
OS05G0486600	CMR172C	9	6	1
OS05G0488900	CMS286C	44	43	1
OS05G0489800	CME099C	43	25	1
OS05G0489900	CMF051C	22	26	1
OS05G0490000	CMT188C	23	21	1
OS05G0490100	CMM040C	36	34	1
OS05G0490200	CMH158C	31	24	1
OS05G0490800	CMO197C	50	46	1
OS05G0491000	CME034C	38	36	1
OS05G0491200	CMT021C	25	13	1
OS05G0494100	CMT396C	14	19	1
OS05G0494500	CME147C	23	20	1
OS05G0494900	CMB144C	17	3	1
OS05G0496200	CMJ305C	55	56	1
OS05G0497150	CME029C	37	13	1
OS05G0497675	CMQ306C	23	29	1
OS05G0498300	CMN185C	18	28	1
OS05G0498300	CMN192C	22	20	1
OS05G0498400	CMT321C	55	56	1
OS05G0499500	CMT494C	16	17	0
OS05G0501300	CMQ350C	57	57	1
OS05G0502200	CME109C	20	19	1
OS05G0502800	CMR372C	11	22	1
OS05G0503300	CMG021C	43	41	1
OS05G0503300	CMJ117C	46	40	1
OS05G0506200	CMD151C	11	4	1
OS05G0506900	CMQ057C	36	12	1
OS05G0509200	CMR188C	38	42	1
OS05G0509300	CMT463C	27	14	1
OS05G0509400	CMH162C	17	7	1
OS05G0509500	CMO152C	49	47	1
OS05G0510300	CMS486C	18	23	0
OS05G0510600	CMP107C	19	17	0
OS05G0511400	CMP312C	39	33	1
OS05G0511500	CML179C	49	47	1
OS05G0511500	CMP347C	10	37	1
OS05G0511500	CMQ441C	51	45	1
OS05G0511700	CMS370C	28	24	1
OS05G0512000	CMK157C	8	9	1
OS05G0512000	CMR172C	8	10	1
OS05G0513200	CMN179C	20	18	1
OS05G0513500	CMJ183C	63	63	1
OS05G0513700	CMC104C	28	16	1
OS05G0513800	CMH183C	49	42	1
OS05G0513900	CMS385C	48	35	1
OS05G0516600	CMD183C	48	40	1
OS05G0516900	CMS448C	24	28	1
OS05G0518600	CMO053C	50	10	0
OS05G0518600	CMP219C	43	10	0
OS05G0519400	CMB119C	16	17	1
OS05G0519400	CMQ243C	46	46	1
OS05G0519500	CMS199C	32	29	0
OS05G0519600	CMS007C	20	32	0
OS05G0519700	CMC125C	49	60	1
OS05G0519800	CMJ239C	21	23	1
OS05G0519800	CMQ012C	28	28	1
OS05G0520100	CML289C	15	14	1
OS05G0520200	CMN038C	26	29	0
OS05G0524300	CMK260C	33	29	1
OS05G0528200	CMV151C	35	36	0
OS05G0529300	CMR190C	53	54	1
OS05G0529900	CMT246C	24	15	1
OS05G0530500	CMF139C	47	45	1
OS05G0533500	CMI299C	46	36	1
OS05G0533600	CMM317C	15	8	1
OS05G0533700	CMI095C	67	60	1
OS05G0533900	CMT045C	36	23	0
OS05G0535500	CMR286C	16	30	1
OS05G0535800	CMM019C	19	22	1
OS05G0536200	CMO111C	21	19	1
OS05G0536900	CMD183C	45	37	1
OS05G0537400	CMS179C	22	18	1
OS05G0540000	CMG174C	14	14	1
OS05G0540100	CMG106C	48	48	0
OS05G0540300	CMQ270C	55	55	0
OS05G0540800	CMN257C	29	25	1
OS05G0541200	CMH205C	30	21	1
OS05G0541200	CMQ414C	30	21	1
OS05G0543100	CMJ102C	46	45	0
OS05G0543200	CMG035C	18	20	1
OS05G0543300	CMQ050C	34	31	1
OS05G0543400	CMM269C	42	41	1
OS05G0543700	CMJ043C	19	13	0
OS05G0546500	CMF042C	49	27	1
OS05G0547850	CMF042C	40	37	1
OS05G0548200	CML077C	16	13	1
OS05G0549100	CMS146C	18	25	1
OS05G0549100	CMS463C	16	23	1
OS05G0549600	CMQ022C	23	13	1
OS05G0549700	CMR339C	56	63	1
OS05G0549900	CMR054C	13	11	0
OS05G0549900	CMR488C	13	10	0
OS05G0551000	CMM141C	29	23	1
OS05G0551700	CMS475C	20	14	0
OS05G0552300	CMI283C	53	57	1
OS05G0553000	CMH197C	67	62	1
OS05G0553800	CMG143C	43	40	1
OS05G0554100	CMR179C	34	31	1
OS05G0555100	CMF150C	41	23	1
OS05G0555800	CML304C	53	52	1
OS05G0556700	CMT322C	60	37	1
OS05G0556900	CML304C	53	52	1
OS05G0557000	CMN315C	68	68	1
OS05G0557800	CMS047C	22	24	1
OS05G0558000	CMT080C	20	24	1
OS05G0558400	CMO144C	36	31	1
OS05G0558900	CMJ128C	40	38	0
OS05G0560100	CME103C	20	9	1
OS05G0565000	CMO302C	44	44	1
OS05G0565400	CMV058C	32	41	1
OS05G0566200	CMQ110C	15	9	1
OS05G0566400	CMQ039C	30	35	1
OS05G0566500	CMO260C	29	25	1
OS05G0567300	CMN201C	29	18	1
OS05G0567400	CMJ252C	24	23	0
OS05G0567500	CMT492C	23	23	1
OS05G0567900	CME102C	20	14	1
OS05G0568100	CMR318C	49	53	0
OS05G0568300	CMV104C	30	43	1
OS05G0568900	CMT075C	43	40	1
OS05G0569400	CMD040C	27	5	1
OS05G0569700	CMP216C	50	38	1
OS05G0570400	CMP216C	48	47	1
OS05G0573200	CMT216C	61	51	0
OS05G0573300	CMP216C	51	50	1
OS05G0573500	CMR350C	42	39	1
OS05G0573700	CMR121C	56	57	1
OS05G0574500	CMT257C	71	68	0
OS05G0574700	CMN035C	28	29	1
OS05G0575300	CMK228C	32	23	1
OS05G0576300	CMA121C	18	9	0
OS05G0576800	CMQ039C	30	35	1
OS05G0578900	CME102C	20	16	1
OS05G0579100	CMT492C	20	23	1
OS05G0579800	CMP321C	39	20	1
OS05G0580500	CML311C	24	3	1
OS05G0582300	CMV152C	33	33	1
OS05G0585900	CMT592C	29	8	0
OS05G0586600	CMK044C	25	12	1
OS05G0586600	CMM072C	19	11	1
OS05G0586600	CMR165C	21	11	1
OS05G0588100	CMF176C	21	21	0
OS05G0588700	CMQ125C	17	9	0
OS05G0589200	CMQ213C	15	15	1
OS05G0590100	CMM224C	22	16	1
OS05G0592100	CMS440C	23	31	1
OS05G0592300	CMH078C	23	20	1
OS05G0592400	CMR264C	33	26	0
OS05G0592600	CML150C	36	34	0
OS05G0592800	CMS179C	21	27	1
OS05G0593100	CMC151C	27	27	1
OS05G0594200	CMQ284C	25	20	0
OS05G0594800	CMJ316C	11	42	1
OS05G0594800	CML003C	32	31	1
OS05G0594800	CMQ003C	32	31	1
OS05G0596600	CMH246C	23	17	1
OS06G0102300	CMI111C	22	14	1
OS06G0103300	CMI106C	46	33	1
OS06G0103600	CMC054C	44	38	1
OS06G0103700	CMO146C	29	26	1
OS06G0104100	CMQ116C	25	21	1
OS06G0104900	CMA145C	42	43	1
OS06G0104900	CMC188C	42	43	1
OS06G0104900	CMI306C	42	43	1
OS06G0104900	CMJ002C	34	45	1
OS06G0104900	CMK006C	42	43	1
OS06G0105800	CMK043C	31	18	1
OS06G0107000	CMT014C	17	21	0
OS06G0107100	CMR105C	36	35	1
OS06G0107700	CMR052C	52	56	1
OS06G0108900	CMR153C	14	23	1
OS06G0109400	CMS124C	37	40	0
OS06G0109600	CMJ199C	25	20	0
OS06G0111500	CML037C	22	38	0
OS06G0113800	CMP118C	36	35	1
OS06G0114000	CMV086C	41	47	1
OS06G0114200	CMQ074C	51	53	0
OS06G0115300	CMP278C	43	42	1
OS06G0115400	CMN023C	18	31	0
OS06G0115400	CMT028C	17	22	0
OS06G0115500	CMP006C	52	51	1
OS06G0116300	CMH010C	31	32	1
OS06G0116800	CML293C	35	32	1
OS06G0120732	CMV196C	82	29	1
OS06G0127900	CML050C	38	34	0
OS06G0128300	CMQ176C	42	39	0
OS06G0128400	CMP003C	32	27	1
OS06G0132400	CMI038C	53	20	1
OS06G0133800	CMO121C	51	46	1
OS06G0133800	CMO128C	43	49	1
OS06G0133900	CMA048C	62	37	1
OS06G0134000	CMG057C	60	50	1
OS06G0134800	CMK259C	22	21	1
OS06G0136500	CME060C	36	19	1
OS06G0136800	CMJ141C	28	28	1
OS06G0137300	CMR462C	17	24	0
OS06G0138000	CMK212C	6	1	0
OS06G0138400	CMO135C	25	29	0
OS06G0139900	CMH154C	44	39	1
OS06G0140100	CML095C	30	19	0
OS06G0140100	CML136C	29	19	0
OS06G0141166	CMM006C	28	22	0
OS06G0142050	CMS476C	17	11	1
OS06G0142700	CML098C	27	20	1
OS06G0142900	CMF089C	46	13	1
OS06G0143000	CMN023C	25	29	0
OS06G0143000	CMT028C	26	21	0
OS06G0143900	CMT617C	47	47	0
OS06G0144800	CMD021C	44	38	0
OS06G0149700	CMT313C	50	43	0
OS06G0149900	CMT313C	47	42	0
OS06G0151300	CML280C	38	38	0
OS06G0151600	CMK251C	30	26	1
OS06G0152100	CMP220C	34	22	1
OS06G0152300	CMI016C	31	28	1
OS06G0152400	CMI016C	28	18	1
OS06G0153800	CMO149C	51	47	1
OS06G0153900	CMS191C	37	42	1
OS06G0154500	CMS295C	47	49	1
OS06G0154600	CMF158C	33	34	1
OS06G0156400	CMN032C	25	16	1
OS06G0156400	CMS019C	25	16	1
OS06G0158000	CME186C	37	34	1
OS06G0158600	CML046C	58	59	1
OS06G0158700	CMS357C	35	29	1
OS06G0159400	CMR299C	20	14	1
OS06G0159600	CMR299C	17	13	1
OS06G0159725	CMN165C	83	81	0
OS06G0160100	CMN165C	58	96	0
OS06G0162600	CMN180C	34	35	1
OS06G0162700	CMT134C	17	7	0
OS06G0167000	CMH168C	21	10	0
OS06G0167100	CMF083C	28	23	0
OS06G0167400	CMB126C	26	17	0
OS06G0167600	CMR302C	54	51	1
OS06G0168500	CMI249C	26	23	1
OS06G0168500	CMK304C	25	20	1
OS06G0168600	CMM323C	67	67	1
OS06G0171700	CMS215C	34	26	1
OS06G0171800	CMJ052C	18	24	1
OS06G0171900	CMI014C	27	14	1
OS06G0172600	CMT030C	71	71	1
OS06G0173100	CMP294C	66	57	1
OS06G0174400	CMC018C	24	19	1
OS06G0174400	CMH176C	21	18	1
OS06G0175800	CMT389C	31	38	0
OS06G0176000	CMR302C	54	51	1
OS06G0176900	CMT389C	38	38	0
OS06G0177100	CMR302C	54	51	1
OS06G0178900	CMO102C	23	24	1
OS06G0181566	CMQ118C	69	69	1
OS06G0182400	CMR141C	39	25	1
OS06G0184300	CMS486C	14	26	0
OS06G0184400	CMF060C	15	3	0
OS06G0184766	CMD133C	28	5	0
OS06G0186700	CMN318C	25	22	1
OS06G0186900	CMT427C	57	57	0
OS06G0187100	CMS387C	28	31	0
OS06G0191300	CMT269C	26	14	1
OS06G0191500	CMT269C	22	11	1
OS06G0192500	CME166C	33	19	0
OS06G0192500	CMG044C	32	10	0
OS06G0192500	CMQ385C	28	14	0
OS06G0192600	CMI156C	80	80	1
OS06G0192900	CMJ222C	25	33	1
OS06G0195800	CMI136C	8	2	1
OS06G0195900	CMB146C	28	12	0
OS06G0196300	CMI112C	37	37	1
OS06G0196300	CMI113C	27	37	1
OS06G0196600	CMM286C	54	51	1
OS06G0196900	CMS188C	38	35	1
OS06G0197550	CMS188C	28	12	1
OS06G0197575	CMS188C	39	6	1
OS06G0198800	CMF111C	41	14	1
OS06G0199500	CMO071C	38	35	1
OS06G0203500	CMJ199C	31	15	0
OS06G0204400	CMF133C	32	18	1
OS06G0206000	CMQ252C	32	33	1
OS06G0207000	CMQ103C	22	27	0
OS06G0208700	CMS432C	23	21	1
OS06G0209300	CMS275C	3	1	0
OS06G0210100	CMC072C	31	27	1
OS06G0210200	CMA011C	24	23	0
OS06G0210500	CMP084C	24	19	0
OS06G0210500	CMT361C	33	32	0
OS06G0214900	CMM178C	33	29	1
OS06G0217500	CMT286C	23	29	1
OS06G0218500	CMO137C	39	32	0
OS06G0218900	CMP041C	11	4	1
OS06G0219800	CMR076C	31	39	1
OS06G0221100	CMB027C	22	10	1
OS06G0222100	CMQ148C	13	13	1
OS06G0225000	CMT196C	61	61	1
OS06G0225800	CMT093C	31	28	1
OS06G0229000	CMV129C	45	14	1
OS06G0229066	CMV129C	50	41	1
OS06G0231300	CMB116C	19	40	0
OS06G0232600	CMQ168C	22	13	0
OS06G0234100	CMM292C	40	42	1
OS06G0234200	CMH183C	48	42	1
OS06G0236900	CMT407C	39	11	1
OS06G0237200	CMQ426C	16	12	0
OS06G0237300	CMD012C	3	28	1
OS06G0237900	CMD139C	15	11	1
OS06G0239000	CMG009C	46	14	1
OS06G0245800	CMG111C	43	12	1
OS06G0245900	CMT433C	32	19	1
OS06G0246500	CMT256C	52	50	1
OS06G0247500	CMH052C	44	42	1
OS06G0248200	CMF108C	26	14	0
OS06G0252300	CMS145C	21	22	1
OS06G0256000	CMS422C	9	4	1
OS06G0256500	CMO124C	55	51	0
OS06G0257450	CML050C	38	34	0
OS06G0260500	CMD118C	37	36	1
OS06G0262800	CMD118C	44	39	1
OS06G0264300	CMK054C	23	22	1
OS06G0265000	CMM145C	44	44	0
OS06G0269200	CMO147C	28	4	1
OS06G0269200	CMR215C	28	6	1
OS06G0273800	CMS130C	42	32	0
OS06G0274200	CMN132C	45	36	1
OS06G0275500	CMQ156C	19	22	0
OS06G0281400	CMI252C	25	20	1
OS06G0283400	CMM224C	20	17	1
OS06G0297600	CMH238C	17	8	1
OS06G0297600	CMK065C	17	7	1
OS06G0297600	CMS488C	20	8	1
OS06G0298000	CMK144C	10	1	1
OS06G0298700	CMK172C	17	20	1
OS06G0299100	CMK172C	22	23	1
OS06G0299200	CMK172C	19	17	1
OS06G0299300	CMK172C	22	22	1
OS06G0300000	CMK172C	23	26	1
OS06G0300200	CMK172C	22	22	1
OS06G0300600	CMH275C	31	22	1
OS06G0301000	CMG190C	32	28	1
OS06G0303400	CMT561C	21	20	0
OS06G0305200	CMH179C	20	18	1
OS06G0308000	CMI148C	21	21	1
OS06G0308800	CMI268C	17	19	1
OS06G0318200	CMP151C	19	18	1
OS06G0318600	CMT227C	27	24	1
OS06G0319600	CMQ424C	34	8	0
OS06G0319700	CMP175C	48	50	1
OS06G0319800	CML309C	29	26	1
OS06G0320700	CMO340C	44	41	0
OS06G0324800	CMM113C	22	12	0
OS06G0324800	CMN019C	20	11	0
OS06G0324800	CMT284C	20	11	0
OS06G0324800	CMT333C	20	11	0
OS06G0325200	CMM113C	25	21	0
OS06G0325200	CMN019C	24	20	0
OS06G0325200	CMT284C	21	18	0
OS06G0325200	CMT333C	21	18	0
OS06G0326400	CMH052C	34	36	1
OS06G0326700	CMJ162C	16	17	1
OS06G0334400	CMM138C	15	5	0
OS06G0338200	CMI002C	24	26	1
OS06G0338200	CMS002C	24	27	1
OS06G0338200	CMT003C	24	27	1
OS06G0338700	CMI002C	25	22	1
OS06G0338700	CMS002C	26	23	1
OS06G0338700	CMT003C	26	23	1
OS06G0338900	CMM014C	27	21	1
OS06G0340600	CMM224C	24	17	1
OS06G0342100	CMR091C	24	21	1
OS06G0342200	CMQ117C	65	60	1
OS06G0345200	CMC034C	30	30	1
OS06G0345200	CMT533C	27	15	1
OS06G0354500	CMK115C	38	33	1
OS06G0360300	CMM310C	25	24	1
OS06G0367100	CMH144C	26	35	1
OS06G0367900	CMQ039C	30	34	1
OS06G0470800	CMQ063C	27	16	1
OS06G0471100	CMQ063C	8	5	1
OS06G0472000	CMP201C	41	41	1
OS06G0474866	CMT547C	52	3	1
OS06G0476200	CMC121C	38	39	1
OS06G0486800	CMQ289C	24	26	0
OS06G0486900	CMQ289C	22	25	0
OS06G0487900	CMR366C	13	11	1
OS06G0489500	CMS253C	6	27	0
OS06G0492000	CMM125C	16	5	1
OS06G0496000	CMT375C	13	17	1
OS06G0498400	CMT547C	27	24	1
OS06G0499900	CMI273C	40	28	0
OS06G0503900	CMO135C	23	20	0
OS06G0505400	CMQ405C	19	14	1
OS06G0506200	CMH238C	29	19	1
OS06G0506200	CMK065C	24	16	1
OS06G0506200	CMS488C	31	20	1
OS06G0520600	CMS073C	7	7	1
OS06G0528600	CMP329C	37	44	1
OS06G0531200	CMS007C	26	36	0
OS06G0535100	CMS416C	47	38	1
OS06G0538000	CMB044C	51	50	0
OS06G0538000	CMB083C	51	51	0
OS06G0542200	CMS326C	37	46	1
OS06G0550000	CML196C	55	60	1
OS06G0553100	CML277C	23	9	1
OS06G0553100	CMT597C	20	8	1
OS06G0555400	CMA114C	50	44	1
OS06G0558700	CMQ424C	8	4	0
OS06G0558766	CMQ424C	44	18	0
OS06G0562300	CMR153C	11	18	1
OS06G0562600	CML276C	63	63	1
OS06G0563300	CMS430C	42	9	1
OS06G0563900	CME100C	21	20	0
OS06G0563900	CMQ199C	23	19	0
OS06G0564400	CMT313C	43	29	0
OS06G0564500	CMT313C	49	45	0
OS06G0564700	CMT313C	50	44	0
OS06G0564800	CMR050C	30	7	1
OS06G0566100	CMR392C	22	23	0
OS06G0566300	CMS155C	29	28	1
OS06G0568200	CMP123C	67	66	0
OS06G0571400	CMM003C	33	33	1
OS06G0571800	CME102C	16	16	1
OS06G0574100	CMP018C	43	9	1
OS06G0574500	CML332C	78	71	1
OS06G0583400	CMJ129C	48	59	0
OS06G0588900	CMI164C	34	30	1
OS06G0589300	CMH235C	26	25	1
OS06G0590301	CME017C	41	35	1
OS06G0590500	CMI249C	23	22	1
OS06G0590500	CMK304C	23	18	1
OS06G0592500	CMJ111C	34	39	1
OS06G0594100	CMC009C	25	17	1
OS06G0595900	CMC110C	6	3	1
OS06G0597900	CMS298C	9	9	1
OS06G0600100	CMC114C	70	75	0
OS06G0600301	CMT257C	66	65	0
OS06G0602400	CMT173C	46	36	1
OS06G0602700	CMM235C	25	24	1
OS06G0603000	CMH209C	39	39	1
OS06G0603400	CMB005C	22	16	1
OS06G0603600	CMB074C	24	12	1
OS06G0607800	CMK294C	68	68	1
OS06G0608500	CMI044C	23	16	1
OS06G0608700	CME145C	61	61	1
OS06G0611900	CMR282C	62	29	1
OS06G0612200	CMV217C	15	2	0
OS06G0617800	CMM249C	40	41	1
OS06G0617800	CMT292C	43	39	1
OS06G0618000	CMQ181C	16	18	1
OS06G0620600	CMK186C	32	16	1
OS06G0622500	CMR407C	31	21	1
OS06G0622800	CMO355C	22	7	0
OS06G0625500	CMN109C	33	31	1
OS06G0626050	CMF073C	25	7	1
OS06G0628500	CMP078C	36	14	1
OS06G0632200	CMJ191C	21	20	1
OS06G0634600	CMS005C	21	30	1
OS06G0637500	CMJ282C	24	14	1
OS06G0637500	CMQ253C	23	16	1
OS06G0638000	CMF161C	3	29	0
OS06G0638100	CMN128C	26	26	1
OS06G0639100	CMT548C	19	21	1
OS06G0643300	CMQ376C	30	28	1
OS06G0643300	CMR340C	29	20	1
OS06G0643600	CMP170C	19	30	1
OS06G0643700	CMM010C	19	24	0
OS06G0643900	CME135C	31	26	1
OS06G0643900	CMG168C	29	24	1
OS06G0644200	CMO102C	23	24	1
OS06G0644500	CMI226C	21	17	1
OS06G0644600	CMG105C	28	26	1
OS06G0645400	CMT280C	54	38	1
OS06G0645700	CMH262C	25	1	1
OS06G0645800	CMH262C	16	8	1
OS06G0645901	CMH262C	14	3	1
OS06G0646000	CML067C	35	27	1
OS06G0646500	CME198C	19	19	1
OS06G0646500	CMG004C	19	19	1
OS06G0649500	CMI209C	34	33	1
OS06G0650100	CML042C	29	41	0
OS06G0650800	CMI180C	17	14	1
OS06G0650800	CMI181C	22	15	1
OS06G0650800	CMM153C	18	17	1
OS06G0650800	CMM287C	19	14	1
OS06G0650800	CMM288C	21	21	1
OS06G0652000	CMJ257C	38	25	0
OS06G0652200	CMM010C	23	17	0
OS06G0653800	CMN161C	24	11	0
OS06G0655100	CMC149C	39	39	1
OS06G0656000	CMP087C	17	16	0
OS06G0658900	CMN202C	27	27	1
OS06G0660700	CMS304C	37	46	1
OS06G0661600	CMS025C	47	46	1
OS06G0661800	CMA044C	36	35	1
OS06G0662000	CMS342C	61	61	1
OS06G0663600	CMQ271C	27	17	1
OS06G0665000	CMT246C	25	17	1
OS06G0665800	CMP215C	30	21	0
OS06G0666100	CMN156C	18	8	1
OS06G0667600	CMF098C	41	36	1
OS06G0668200	CMJ305C	65	55	1
OS06G0669400	CMV129C	53	59	1
OS06G0669700	CMK043C	27	13	1
OS06G0673500	CMC045C	36	59	0
OS06G0673500	CMK296C	36	57	0
OS06G0678200	CMJ246C	34	30	1
OS06G0679100	CML190C	18	6	0
OS06G0679800	CMS343C	31	18	1
OS06G0681700	CMB075C	22	27	1
OS06G0683200	CMI055C	21	16	1
OS06G0684000	CMQ432C	30	31	1
OS06G0686500	CMS132C	24	28	1
OS06G0687700	CMT558C	56	31	0
OS06G0690700	CMS330C	29	27	1
OS06G0691000	CMS282C	19	19	1
OS06G0693500	CMG060C	20	19	1
OS06G0693500	CMT546C	22	16	1
OS06G0693600	CMG060C	14	5	1
OS06G0693600	CMT546C	14	3	1
OS06G0694500	CMK204C	39	40	1
OS06G0695800	CMS401C	22	18	1
OS06G0697400	CMT451C	35	23	1
OS06G0698400	CMF108C	27	11	0
OS06G0698674	CMH058C	31	22	1
OS06G0699400	CMS295C	47	46	1
OS06G0699500	CMT251C	41	41	1
OS06G0699700	CMO324C	44	18	1
OS06G0699700	CMO328C	27	18	1
OS06G0699900	CMP340C	38	37	0
OS06G0701100	CMK028C	62	62	1
OS06G0701300	CMA056C	34	21	1
OS06G0701600	CMK019C	23	15	1
OS06G0701700	CMK019C	21	13	1
OS06G0702500	CMT573C	12	26	1
OS06G0703600	CMC013C	49	47	0
OS06G0704600	CMD104C	48	51	1
OS06G0704700	CMT281C	19	18	1
OS06G0704900	CMC127C	41	52	0
OS06G0708000	CMQ039C	29	34	1
OS06G0708300	CMI263C	44	25	1
OS06G0708832	CMS326C	36	47	1
OS06G0709000	CMS326C	34	48	1
OS06G0712400	CML052C	16	27	1
OS06G0712900	CMJ210C	37	43	1
OS06G0714500	CMO019C	37	35	1
OS06G0716700	CMQ224C	42	48	0
OS06G0717400	CMC024C	31	25	1
OS06G0721600	CML052C	5	13	1
OS06G0723400	CML052C	5	13	1
OS06G0724700	CMN075C	28	4	1
OS06G0724900	CMS469C	29	19	1
OS06G0725000	CMQ465C	28	23	1
OS06G0725900	CMQ295C	55	49	1
OS06G0726400	CMH144C	45	53	1
OS06G0726600	CMS448C	24	28	1
OS06G0726800	CMI227C	29	34	1
OS06G0727200	CMI050C	61	61	1
OS06G0728700	CMS371C	18	14	1
OS06G0729000	CMM166C	35	27	1
OS06G0729650	CMO314C	43	39	1
OS06G0731200	CMI079C	10	12	0
OS06G0731600	CMT461C	20	24	0
OS07G0100200	CMP070C	75	73	1
OS07G0100300	CMR015C	21	19	1
OS07G0101200	CMQ136C	15	13	1
OS07G0101500	CMM277C	43	40	1
OS07G0105700	CMR497C	50	25	1
OS07G0108300	CMM066C	44	37	1
OS07G0109300	CMR087C	25	13	1
OS07G0109500	CMR122C	56	57	1
OS07G0110200	CMB146C	32	17	0
OS07G0110300	CMO141C	49	33	1
OS07G0111600	CMR114C	19	22	1
OS07G0112800	CMS351C	46	46	1
OS07G0114400	CMP128C	73	59	0
OS07G0123400	CMH064C	16	3	1
OS07G0123700	CMC146C	23	24	1
OS07G0124500	CMH126C	30	27	0
OS07G0124600	CMR392C	19	26	0
OS07G0133700	CMS108C	43	36	1
OS07G0134400	CMP067C	25	16	1
OS07G0134700	CMT470C	4	4	1
OS07G0134800	CMT582C	72	66	0
OS07G0137000	CMG052C	34	7	0
OS07G0139400	CMA041C	33	39	1
OS07G0139500	CMG052C	0	0	0
OS07G0142900	CMT102C	39	34	1
OS07G0143000	CMT102C	37	33	1
OS07G0144900	CMP118C	67	21	1
OS07G0150200	CMK118C	54	51	0
OS07G0152900	CMQ436C	59	56	1
OS07G0154400	CMN306C	16	12	1
OS07G0155600	CMT180C	9	20	1
OS07G0156732	CMT180C	8	8	1
OS07G0157401	CMT180C	8	8	1
OS07G0157900	CMK040C	28	8	1
OS07G0158200	CMK040C	39	27	1
OS07G0160000	CMH074C	25	28	0
OS07G0160400	CMP184C	34	31	1
OS07G0162100	CMO284C	20	19	1
OS07G0162300	CMG167C	33	25	0
OS07G0163000	CMQ347C	29	10	0
OS07G0163500	CMT275C	34	11	1
OS07G0163800	CMR384C	13	2	1
OS07G0164300	CMI249C	27	25	1
OS07G0164300	CMK304C	25	19	1
OS07G0164500	CMH028C	28	30	1
OS07G0164600	CMH208C	20	24	1
OS07G0165000	CMJ098C	48	30	1
OS07G0165000	CMJ100C	25	53	1
OS07G0166800	CMK253C	68	41	1
OS07G0167000	CMS102C	20	15	1
OS07G0167100	CMT488C	55	40	1
OS07G0168000	CMH146C	36	36	1
OS07G0169800	CMO135C	17	27	0
OS07G0170100	CML168C	57	47	1
OS07G0170200	CMO028C	33	19	1
OS07G0171200	CMQ030C	22	18	1
OS07G0171300	CMF099C	33	30	1
OS07G0172500	CMP008C	45	41	1
OS07G0172900	CMN318C	46	36	1
OS07G0173400	CMR472C	6	6	1
OS07G0173501	CMB004C	43	42	1
OS07G0173700	CMB004C	44	42	1
OS07G0174200	CMB004C	45	38	1
OS07G0176200	CMH162C	15	12	1
OS07G0176900	CMO291C	52	48	0
OS07G0177200	CMD017C	28	23	0
OS07G0177300	CMD017C	30	26	0
OS07G0178900	CMH022C	58	54	0
OS07G0179300	CMD011C	48	45	1
OS07G0179400	CMT176C	29	21	0
OS07G0180900	CMQ293C	47	50	1
OS07G0181000	CMA030C	35	27	1
OS07G0182100	CMV006C	28	37	1
OS07G0185000	CMR183C	24	13	1
OS07G0185300	CMC030C	18	21	1
OS07G0187200	CMR349C	59	11	0
OS07G0190000	CMF089C	53	49	1
OS07G0190150	CMS475C	26	12	0
OS07G0191000	CMH095C	36	39	1
OS07G0192300	CMP334C	54	54	0
OS07G0194000	CMC018C	27	22	1
OS07G0194000	CMH176C	30	26	1
OS07G0195400	CMF136C	9	16	1
OS07G0195400	CMO272C	36	30	1
OS07G0195400	CMO276C	22	30	1
OS07G0195400	CMT085C	26	12	1
OS07G0200700	CMG178C	42	35	1
OS07G0201100	CMP053C	40	38	1
OS07G0202100	CMT173C	48	49	1
OS07G0203275	CMO023C	19	2	1
OS07G0203300	CMO023C	20	7	1
OS07G0203925	CMS469C	39	11	1
OS07G0204500	CMS409C	22	15	1
OS07G0204900	CMT061C	50	46	1
OS07G0205000	CMK031C	22	32	1
OS07G0205700	CMI061C	41	27	1
OS07G0207400	CMA082C	61	37	1
OS07G0207700	CMQ110C	27	20	1
OS07G0208000	CMI202C	61	61	1
