Gene stable ID	Oryza longistaminata gene stable ID	% identity	Oryza longistaminata % identity	Orthology confidence [0 low, 1 high]
OS01G0224700	KN538689.1_FG089	94	100	1
OS01G0225100	KN538689.1_FG056	2	2	1
OS01G0225100	KN538689.1_FG078	52	35	1
OS01G0225200	KN538689.1_FG051	81	16	0
OS01G0225400	KN538689.1_FG047	99	51	1
OS01G0225500	KN538689.1_FG047	6	9	1
OS01G0225600	KN538689.1_FG060	99	99	1
OS01G0226200	KN538689.1_FG048	24	77	0
OS01G0226300	KN538689.1_FG054	76	80	0
OS01G0226400	KN538689.1_FG049	88	97	1
OS01G0226500	KN538689.1_FG057	77	74	0
OS01G0226600	KN538689.1_FG046	56	65	1
OS01G0227100	KN538689.1_FG053	78	63	1
OS01G0227200	KN538689.1_FG052	77	95	1
OS01G0227300	KN538689.1_FG058	100	100	1
OS01G0227400	AMDW01012734.1_FG001	33	88	1
OS01G0227700	KN540875.1_FG002	35	97	1
OS01G0227800	KN540875.1_FG003	63	96	1
OS01G0228300	KN540875.1_FG005	40	75	0
OS01G0228400	KN538989.1_FG006	82	98	1
OS01G0228500	KN538989.1_FG004	83	45	1
OS01G0228800	KN538989.1_FG007	85	96	1
OS01G0229100	KN538989.1_FG013	74	99	1
OS01G0229200	KN538989.1_FG008	96	97	1
OS01G0229300	KN538989.1_FG012	88	92	1
OS01G0229700	KN538989.1_FG011	27	14	1
OS01G0229800	KN538989.1_FG015	88	42	1
OS01G0229900	KN539177.1_FG008	72	62	1
OS01G0230200	KN538989.1_FG009	50	84	1
OS01G0230700	KN538989.1_FG010	27	18	1
OS01G0231500	KN538989.1_FG005	69	43	1
OS01G0231900	KN542424.1_FG001	62	53	1
OS01G0232300	AMDW01040676.1_FG001	51	67	0
OS01G0232300	KN540512.1_FG001	64	26	0
OS01G0232400	KN540512.1_FG003	87	52	1
OS01G0232700	KN541025.1_FG002	76	95	1
OS01G0232800	KN541025.1_FG003	93	89	1
OS01G0233000	KN541025.1_FG004	52	81	0
OS01G0233100	AMDW01039661.1_FG001	21	100	1
OS01G0233100	KN540090.1_FG001	79	82	1
OS01G0233100	KN541025.1_FG001	73	86	1
OS01G0233400	KN540090.1_FG005	71	88	1
OS01G0233500	AMDW01039661.1_FG001	20	100	1
OS01G0233500	KN540090.1_FG001	79	86	1
OS01G0233500	KN541025.1_FG001	70	86	1
OS01G0233800	KN540090.1_FG007	68	99	1
OS01G0233900	KN540090.1_FG003	68	83	1
OS01G0234100	KN540090.1_FG004	92	97	1
OS01G0234200	KN540090.1_FG006	43	32	0
OS01G0234300	AMDW01010488.1_FG001	8	59	0
OS01G0234499	KN540090.1_FG002	51	47	1
OS01G0234850	KN539047.1_FG014	96	77	0
OS01G0234900	KN539047.1_FG008	71	100	0
OS01G0235200	KN539047.1_FG009	75	96	1
OS01G0235300	KN539047.1_FG006	100	86	1
OS01G0235350	KN539047.1_FG002	87	88	0
OS01G0235400	KN539047.1_FG013	87	50	1
OS01G0235500	AMDW01030712.1_FG001	59	99	1
OS01G0235500	KN539047.1_FG005	99	99	1
OS01G0235700	KN539047.1_FG010	99	100	1
OS01G0235800	KN539047.1_FG004	90	57	1
OS01G0236300	KN539047.1_FG011	93	90	1
OS01G0236400	KN539047.1_FG003	38	93	0
OS01G0236700	KN539047.1_FG007	89	99	1
OS01G0236800	KN539047.1_FG012	68	96	1
OS01G0237000	KN540431.1_FG005	79	98	1
OS01G0237100	KN540431.1_FG002	60	90	1
OS01G0237500	KN540431.1_FG004	42	51	1
OS01G0237750	KN540431.1_FG004	2	2	1
OS01G0238500	KN538946.1_FG006	100	100	1
OS01G0238700	KN538946.1_FG007	47	93	0
OS01G0238900	KN538946.1_FG014	90	58	1
OS01G0239000	KN538946.1_FG013	50	92	1
OS01G0239100	KN538946.1_FG008	98	99	1
OS01G0239200	KN538946.1_FG012	40	56	0
OS01G0239700	KN538946.1_FG001	87	99	1
OS01G0240700	KN538946.1_FG015	71	61	0
OS01G0241000	KN538946.1_FG009	42	98	0
OS01G0241100	KN538946.1_FG018	90	97	1
OS01G0242200	KN538946.1_FG010	33	49	0
OS01G0242400	KN541249.1_FG001	4	14	0
OS01G0242500	KN538946.1_FG005	98	98	1
OS01G0242600	KN542509.1_FG001	81	99	1
OS01G0243000	AMDW01040353.1_FG001	89	99	1
OS01G0243100	KN539515.1_FG009	88	46	1
OS01G0243200	KN539515.1_FG006	98	79	1
OS01G0243700	KN539515.1_FG003	89	94	1
OS01G0245700	KN539478.1_FG006	63	72	1
OS01G0245901	KN539478.1_FG006	64	73	1
OS01G0246100	KN539478.1_FG003	75	88	0
OS01G0246500	KN539478.1_FG001	78	64	1
OS01G0246700	KN539478.1_FG004	54	53	0
OS01G0247500	KN539478.1_FG007	98	99	0
OS01G0247700	KN539478.1_FG005	76	78	1
OS01G0247900	KN539478.1_FG010	97	97	1
OS01G0248000	KN539478.1_FG002	74	86	1
OS01G0248300	AMDW01033359.1_FG001	33	99	1
OS01G0248400	KN539901.1_FG010	77	90	1
OS01G0248500	KN539901.1_FG005	77	94	1
OS01G0248600	KN539901.1_FG007	97	85	0
OS01G0248900	KN539901.1_FG004	92	97	1
OS01G0249100	KN539901.1_FG001	84	83	1
OS01G0249200	KN539901.1_FG011	100	100	1
OS01G0249300	KN539901.1_FG008	100	100	1
OS01G0249700	KN539901.1_FG003	92	97	1
OS01G0249800	KN539901.1_FG006	86	97	1
OS01G0249900	KN539901.1_FG009	32	64	0
OS01G0250600	KN539993.1_FG005	100	100	0
OS01G0250900	KN539993.1_FG002	91	54	1
OS01G0251200	KN539993.1_FG003	72	63	0
OS01G0252100	KN539993.1_FG001	95	63	1
OS01G0252900	KN540287.1_FG001	93	51	1
OS01G0253000	KN540287.1_FG004	52	40	1
OS01G0253100	KN540287.1_FG003	84	80	1
OS01G0253300	KN540287.1_FG002	83	75	1
OS01G0253600	KN540287.1_FG005	100	100	1
OS01G0253600	KN541894.1_FG001	100	100	1
OS01G0253900	KN541894.1_FG002	59	100	1
OS01G0254100	KN539352.1_FG006	98	99	1
OS01G0254200	KN539352.1_FG003	100	100	1
OS01G0254850	KN539352.1_FG001	44	99	1
OS01G0254850	KN539352.1_FG011	36	73	1
OS01G0254900	KN539352.1_FG004	75	97	1
OS01G0255100	KN539352.1_FG007	95	60	1
OS01G0256300	KN539352.1_FG010	38	59	1
OS01G0256600	KN541569.1_FG001	99	99	1
OS01G0256800	KN541569.1_FG004	95	94	0
OS01G0256900	KN541569.1_FG002	97	76	1
OS01G0257300	KN538708.1_FG093	100	100	1
OS01G0257400	KN538708.1_FG092	74	99	1
OS01G0258700	KN538708.1_FG091	83	97	0
OS01G0259200	KN538708.1_FG086	98	98	1
OS01G0259400	KN538708.1_FG097	81	70	1
OS01G0259900	KN538708.1_FG089	61	51	1
OS01G0260100	KN540856.1_FG003	7	14	1
OS01G0260500	KN538708.1_FG034	44	45	1
OS01G0260700	KN538708.1_FG052	78	98	1
OS01G0260800	KN538708.1_FG057	100	99	1
OS01G0261100	KN538708.1_FG041	96	96	0
OS01G0261200	KN538708.1_FG038	94	88	1
OS01G0261500	KN538708.1_FG043	80	39	1
OS01G0261600	KN538708.1_FG042	47	77	1
OS01G0262000	KN538708.1_FG042	47	77	1
OS01G0262500	KN538708.1_FG049	71	100	1
OS01G0262600	KN538708.1_FG033	60	97	1
OS01G0262700	KN538708.1_FG056	69	76	1
OS01G0263000	KN538708.1_FG048	99	99	1
OS01G0263300	KN538708.1_FG035	81	98	1
OS01G0263400	KN538708.1_FG046	84	97	1
OS01G0263500	KN538708.1_FG014	70	85	0
OS01G0263600	KN538708.1_FG008	90	72	1
OS01G0264000	KN538708.1_FG009	89	87	1
OS01G0264100	KN538708.1_FG015	29	19	1
OS01G0264400	KN538708.1_FG013	50	75	1
OS01G0264500	KN538708.1_FG005	70	97	1
OS01G0264700	KN538708.1_FG010	97	89	1
OS01G0265100	KN538708.1_FG001	100	99	1
OS01G0265200	KN538708.1_FG016	71	86	1
OS01G0265400	KN543811.1_FG001	12	7	1
OS01G0265700	KN538708.1_FG011	58	99	1
OS01G0265800	KN538708.1_FG003	74	66	1
OS01G0265900	AMDW01039141.1_FG001	61	84	1
OS01G0266000	KN538708.1_FG007	84	99	1
OS01G0266200	KN541189.1_FG001	31	32	1
OS01G0266800	KN538708.1_FG012	72	45	1
OS01G0267100	KN540850.1_FG002	92	98	1
OS01G0267200	KN540850.1_FG005	95	99	1
OS01G0267400	KN540850.1_FG003	63	46	1
OS01G0267600	KN540850.1_FG006	65	98	1
OS01G0268100	KN541645.1_FG001	88	78	1
OS01G0268300	KN539339.1_FG001	27	99	1
OS01G0268300	KN541645.1_FG002	65	92	1
OS01G0268600	KN539339.1_FG006	38	41	1
OS01G0269100	KN539339.1_FG003	85	30	1
OS01G0269800	KN539339.1_FG005	92	66	1
OS01G0269900	AMDW01039279.1_FG001	54	100	1
OS01G0269900	KN539339.1_FG002	97	78	1
OS01G0270300	KN541677.1_FG001	79	87	1
OS01G0271000	KN542083.1_FG003	59	83	1
OS01G0271200	KN541275.1_FG001	85	99	1
OS01G0271400	KN541275.1_FG004	73	97	1
OS01G0271500	KN541275.1_FG003	94	99	1
OS01G0272600	KN538971.1_FG010	68	93	1
OS01G0272800	KN538971.1_FG006	99	53	1
OS01G0273100	KN538971.1_FG003	70	99	1
OS01G0273200	KN539566.1_FG003	61	44	0
OS01G0273300	KN538971.1_FG009	60	87	0
OS01G0273500	KN538971.1_FG013	77	25	0
OS01G0273800	KN538971.1_FG001	14	95	1
OS01G0273800	KN538971.1_FG004	43	98	1
OS01G0273900	KN543596.1_FG002	10	11	1
OS01G0274800	KN538971.1_FG005	26	45	1
OS01G0275200	KN538971.1_FG011	83	51	1
OS01G0275500	AMDW01033584.1_FG001	24	94	1
OS01G0275600	KN538971.1_FG002	86	99	1
OS01G0275900	KN538971.1_FG007	83	60	1
OS01G0276000	KN538971.1_FG012	100	68	1
OS01G0276100	KN541148.1_FG004	100	100	1
OS01G0276200	KN541148.1_FG003	61	85	1
OS01G0276400	KN541148.1_FG002	68	97	1
OS01G0276500	KN541148.1_FG005	84	92	1
OS01G0276700	KN541078.1_FG002	84	97	1
OS01G0276800	KN541078.1_FG001	99	93	1
OS01G0277500	KN538801.1_FG005	86	97	1
OS01G0277600	KN538801.1_FG001	69	99	0
OS01G0278200	KN538801.1_FG007	95	8	1
OS01G0278600	KN538801.1_FG003	73	86	1
OS01G0278900	KN538801.1_FG006	97	79	1
OS01G0278950	KN538801.1_FG002	51	48	0
OS01G0279100	KN538801.1_FG027	81	100	1
OS01G0279200	KN538801.1_FG022	93	75	1
OS01G0279300	KN538801.1_FG026	99	87	1
OS01G0279400	KN538801.1_FG015	92	93	1
OS01G0279700	KN538801.1_FG031	64	99	1
OS01G0279800	KN538801.1_FG025	70	81	1
OS01G0279900	KN538801.1_FG029	98	93	1
OS01G0280000	KN538801.1_FG016	36	77	1
OS01G0280000	KN538801.1_FG032	57	98	1
OS01G0280400	KN538801.1_FG030	67	99	1
OS01G0280500	KN538801.1_FG024	87	100	1
OS01G0281000	KN538801.1_FG017	44	86	1
OS01G0281100	KN538801.1_FG019	48	78	1
OS01G0281200	AMDW01040881.1_FG001	92	98	1
OS01G0281400	KN542183.1_FG001	99	99	1
OS01G0282800	KN539171.1_FG008	100	93	1
OS01G0283000	KN539171.1_FG009	95	97	1
OS01G0283100	KN539171.1_FG015	95	87	1
OS01G0283300	KN539171.1_FG006	48	94	1
OS01G0283500	AMDW01040658.1_FG001	75	96	1
OS01G0283600	KN539171.1_FG013	83	87	1
OS01G0283700	KN539171.1_FG010	95	95	1
OS01G0284500	KN539171.1_FG001	100	100	1
OS01G0284700	KN539171.1_FG016	63	59	1
OS01G0284900	KN539171.1_FG011	58	92	0
OS01G0285300	KN539171.1_FG007	99	99	1
OS01G0286000	KN538954.1_FG009	96	95	1
OS01G0286100	KN538954.1_FG008	47	85	1
OS01G0286600	KN538954.1_FG014	69	93	1
OS01G0286900	KN538954.1_FG007	87	49	1
OS01G0287600	KN538954.1_FG005	51	91	1
OS01G0288200	KN538954.1_FG001	100	100	1
OS01G0288800	KN538954.1_FG015	95	91	1
OS01G0289100	KN538954.1_FG003	87	83	1
OS01G0289100	KN538954.1_FG006	89	86	1
OS01G0289600	KN538954.1_FG012	10	49	1
OS01G0290000	KN538961.1_FG007	83	95	1
OS01G0290000	KN542465.1_FG001	83	95	1
OS01G0290100	KN538961.1_FG002	82	85	1
OS01G0290600	KN538961.1_FG011	54	99	1
OS01G0291500	KN538961.1_FG004	39	99	1
OS01G0292200	KN538961.1_FG013	99	94	1
OS01G0292700	KN538961.1_FG009	87	61	1
OS01G0292900	KN538961.1_FG003	83	91	1
OS01G0293000	AMDW01037516.1_FG001	54	98	1
OS01G0293000	KN538961.1_FG006	100	100	1
OS01G0293200	KN538961.1_FG010	56	85	1
OS01G0293900	KN540398.1_FG003	69	77	1
OS01G0295700	KN540774.1_FG005	100	100	1
OS01G0295900	KN540774.1_FG004	41	32	0
OS01G0296100	KN540774.1_FG006	100	96	1
OS01G0296200	KN540774.1_FG001	97	99	1
OS01G0296700	KN541469.1_FG003	76	75	1
OS01G0296900	AMDW01013093.1_FG001	88	97	1
OS01G0297200	KN541074.1_FG001	82	98	1
OS01G0297700	KN539950.1_FG002	92	100	1
OS01G0298301	KN539528.1_FG009	42	49	1
OS01G0299150	KN538722.1_FG074	17	42	1
OS01G0299200	KN539950.1_FG003	96	86	1
OS01G0299300	KN539950.1_FG007	74	94	1
OS01G0299400	KN539950.1_FG001	74	97	1
OS01G0299500	KN539950.1_FG005	82	72	0
OS01G0300000	KN538863.1_FG034	59	84	1
OS01G0300200	KN538863.1_FG025	100	100	1
OS01G0300400	KN542298.1_FG003	47	52	1
OS01G0300600	KN538863.1_FG033	99	34	1
OS01G0300900	KN538863.1_FG037	90	97	1
OS01G0301000	KN538863.1_FG023	84	90	1
OS01G0301500	KN538863.1_FG026	49	93	1
OS01G0301700	KN538863.1_FG032	100	100	1
OS01G0301900	KN538863.1_FG035	91	22	1
OS01G0302500	KN538863.1_FG003	51	94	1
OS01G0303000	KN538863.1_FG011	94	94	1
OS01G0303200	KN538863.1_FG001	88	84	1
OS01G0303300	KN538863.1_FG004	99	99	1
OS01G0303600	KN538863.1_FG007	99	99	1
OS01G0303800	KN538863.1_FG005	57	99	1
OS01G0304000	KN538863.1_FG010	100	100	1
OS01G0304100	KN538863.1_FG002	95	76	1
OS01G0304300	KN541329.1_FG002	88	95	1
OS01G0304500	KN540010.1_FG001	82	75	1
OS01G0305200	KN541329.1_FG001	78	33	0
OS01G0306200	KN541211.1_FG001	43	51	0
OS01G0306800	KN539050.1_FG008	86	84	1
OS01G0306900	KN539050.1_FG010	80	85	1
OS01G0307500	KN539050.1_FG001	26	91	1
OS01G0307686	KN539050.1_FG004	23	26	0
OS01G0309100	KN539797.1_FG001	31	97	1
OS01G0309900	KN539797.1_FG003	86	90	0
OS01G0310500	KN538776.1_FG046	79	71	0
OS01G0311500	KN538776.1_FG041	90	93	1
OS01G0311700	KN538776.1_FG036	65	85	1
OS01G0311800	KN538776.1_FG045	87	99	1
OS01G0312500	KN538776.1_FG039	99	73	1
OS01G0312800	KN538776.1_FG038	99	97	1
OS01G0314000	KN538776.1_FG006	41	67	1
OS01G0314100	KN538776.1_FG013	72	92	0
OS01G0314300	KN538776.1_FG012	91	83	1
OS01G0315600	KN538776.1_FG010	64	36	1
OS01G0315800	KN538776.1_FG014	51	100	1
OS01G0316100	KN538776.1_FG002	16	97	1
OS01G0316500	KN538776.1_FG008	50	100	1
OS01G0316900	KN538776.1_FG003	42	19	1
OS01G0317500	AMDW01014936.1_FG001	78	92	1
OS01G0317500	KN542557.1_FG001	86	64	1
OS01G0318000	KN538776.1_FG005	49	34	1
OS01G0318700	KN541110.1_FG004	74	42	0
OS01G0319000	KN541110.1_FG003	98	98	1
OS01G0319400	KN541110.1_FG002	72	97	1
OS01G0320400	KN543460.1_FG001	96	94	1
OS01G0321300	KN540030.1_FG007	64	32	0
OS01G0321700	KN540030.1_FG003	79	84	1
OS01G0321800	KN540030.1_FG004	86	91	1
OS01G0322300	KN539532.1_FG010	93	93	1
OS01G0322800	KN540030.1_FG002	100	97	1
OS01G0323000	KN541701.1_FG002	100	100	1
OS01G0323100	KN541701.1_FG001	99	94	1
OS01G0323300	KN540654.1_FG002	52	98	0
OS01G0323600	KN540654.1_FG001	100	100	1
OS01G0324400	KN541198.1_FG001	97	87	1
OS01G0327900	KN540029.1_FG002	89	88	1
OS01G0328300	KN541690.1_FG003	91	70	1
OS01G0328500	AMDW01037176.1_FG001	46	99	1
OS01G0328600	AMDW01075951.1_FG001	0	0	1
OS01G0328700	AMDW01075951.1_FG002	83	100	0
OS01G0328900	KN540978.1_FG003	66	98	1
OS01G0329000	KN542456.1_FG001	24	80	1
OS01G0329400	KN540700.1_FG003	100	100	1
OS01G0329800	KN540700.1_FG004	96	96	0
OS01G0329900	KN540700.1_FG001	70	99	1
OS01G0331100	KN540432.1_FG001	66	80	0
OS01G0331900	KN541371.1_FG001	89	84	1
OS01G0332100	KN541371.1_FG002	68	98	0
OS01G0332500	KN539330.1_FG004	76	98	0
OS01G0332800	KN539330.1_FG006	97	91	1
OS01G0335600	KN539035.1_FG002	87	28	0
OS01G0335700	AMDW01040841.1_FG001	72	98	1
OS01G0337100	KN539035.1_FG008	82	64	1
OS01G0337500	KN539035.1_FG004	84	92	1
OS01G0337600	KN539035.1_FG001	92	93	1
OS01G0337900	KN539035.1_FG012	61	94	1
OS01G0338000	KN539035.1_FG009	99	99	1
OS01G0338100	KN539035.1_FG003	60	86	0
OS01G0338200	KN539035.1_FG006	92	98	1
OS01G0338600	KN539035.1_FG010	97	95	1
OS01G0339500	AMDW01027306.1_FG001	17	99	1
OS01G0339900	KN541013.1_FG004	95	49	1
OS01G0340100	KN541013.1_FG003	54	86	1
OS01G0341300	KN541821.1_FG001	37	97	1
OS01G0342900	KN545012.1_FG001	36	92	1
OS01G0343100	KN541352.1_FG001	93	94	1
OS01G0343200	KN543657.1_FG001	50	68	0
OS01G0343400	AMDW01081211.1_FG001	24	14	0
OS01G0343400	KN543335.1_FG001	5	6	0
OS01G0343500	KN541298.1_FG003	23	28	1
OS01G0346250	KN539336.1_FG008	48	72	0
OS01G0346600	KN539336.1_FG004	76	50	1
OS01G0347000	KN539336.1_FG009	97	90	1
OS01G0347100	KN539336.1_FG003	78	63	1
OS01G0347200	KN539336.1_FG006	71	85	1
OS01G0347300	KN542897.1_FG001	86	97	1
OS01G0347500	KN540432.1_FG002	49	52	0
OS01G0347600	KN542823.1_FG001	87	99	0
OS01G0348000	KN540432.1_FG002	49	52	0
OS01G0348600	KN540759.1_FG004	99	99	1
OS01G0348700	KN540759.1_FG003	100	100	1
OS01G0348800	KN540759.1_FG006	82	67	1
OS01G0348900	KN540759.1_FG001	100	57	1
OS01G0349400	KN540664.1_FG003	96	95	1
OS01G0349800	KN540664.1_FG001	100	100	1
OS01G0350000	KN543869.1_FG001	83	94	1
OS01G0350300	KN539731.1_FG007	83	39	1
OS01G0350500	KN539731.1_FG005	89	55	1
OS01G0350900	KN539731.1_FG006	99	83	1
OS01G0351100	KN539731.1_FG001	95	62	1
OS01G0351200	KN543329.1_FG001	90	94	1
OS01G0351300	KN539690.1_FG001	88	99	1
OS01G0351800	KN539690.1_FG006	89	96	0
OS01G0352100	KN539690.1_FG002	94	94	0
OS01G0353400	KN539690.1_FG005	87	84	1
OS01G0353600	KN539351.1_FG003	68	50	1
OS01G0354200	KN541002.1_FG001	98	64	0
OS01G0354450	KN538830.1_FG015	47	29	1
OS01G0354700	KN541002.1_FG003	85	62	1
OS01G0355400	KN540447.1_FG001	47	28	1
OS01G0355500	KN540108.1_FG001	77	62	0
OS01G0355600	KN540108.1_FG007	94	56	0
OS01G0355700	KN540108.1_FG003	78	53	0
OS01G0355900	KN540108.1_FG002	81	82	1
OS01G0356400	KN539999.1_FG001	73	99	1
OS01G0356800	KN540426.1_FG001	86	89	1
OS01G0356900	KN540426.1_FG003	75	96	1
OS01G0357100	AMDW01008937.1_FG001	8	75	0
OS01G0357200	KN540180.1_FG006	71	55	1
OS01G0357400	KN539321.1_FG003	36	77	1
OS01G0357800	KN540180.1_FG004	95	89	0
OS01G0358300	KN540180.1_FG002	80	98	1
OS01G0358700	KN540237.1_FG002	96	39	1
OS01G0359400	KN540237.1_FG004	95	44	1
OS01G0359600	KN540237.1_FG001	98	98	1
OS01G0359800	KN539951.1_FG002	99	99	1
OS01G0360100	AMDW01040103.1_FG001	0	0	0
OS01G0360200	KN539951.1_FG001	98	100	1
OS01G0360600	AMDW01038652.1_FG001	57	100	1
OS01G0360600	KN544875.1_FG001	78	100	1
OS01G0361000	KN540483.1_FG001	40	31	1
OS01G0361500	KN540475.1_FG002	57	71	1
OS01G0361700	KN540475.1_FG004	0	0	1
OS01G0361700	KN540475.1_FG005	94	25	1
OS01G0362000	KN540475.1_FG003	88	100	1
OS01G0362000	KN544488.1_FG001	94	89	1
OS01G0362100	KN544488.1_FG002	18	100	1
OS01G0363300	KN542600.1_FG001	39	82	0
OS01G0363300	KN543547.1_FG001	39	81	0
OS01G0363600	AMDW01037191.1_FG001	3	4	1
OS01G0363600	KN542600.1_FG003	31	30	1
OS01G0363900	KN542826.1_FG001	81	97	0
OS01G0364400	AMDW01040666.1_FG001	27	74	1
OS01G0364800	KN542074.1_FG002	47	37	0
OS01G0364800	KN542862.1_FG002	58	47	0
OS01G0365000	KN542862.1_FG001	59	94	1
OS01G0366300	KN543289.1_FG001	88	97	1
OS01G0367300	KN541028.1_FG004	54	59	0
OS01G0367400	KN539068.1_FG012	72	86	1
OS01G0367500	KN539104.1_FG006	97	29	1
OS01G0367700	KN539068.1_FG006	75	100	1
OS01G0367900	KN539068.1_FG003	100	98	1
OS01G0368000	KN539068.1_FG011	66	86	1
OS01G0368500	KN539068.1_FG015	89	74	1
OS01G0368700	KN539068.1_FG001	86	98	1
OS01G0368900	KN539068.1_FG010	100	100	1
OS01G0369000	KN539068.1_FG005	100	99	1
OS01G0369200	KN539068.1_FG013	90	99	1
OS01G0369300	KN539068.1_FG002	91	78	0
OS01G0369500	AMDW01019804.1_FG001	22	96	1
OS01G0369500	KN539068.1_FG007	33	89	1
OS01G0369700	AMDW01006301.1_FG001	26	97	0
OS01G0369700	KN539068.1_FG014	52	52	0
OS01G0369900	KN539068.1_FG008	62	27	1
OS01G0370000	KN539068.1_FG009	14	74	1
OS01G0370200	AMDW01055087.1_FG001	86	95	0
OS01G0370200	KN542400.1_FG001	96	96	0
OS01G0370200	KN543983.1_FG001	95	95	0
OS01G0370600	KN545801.1_FG001	85	49	0
OS01G0370900	KN543195.1_FG001	63	68	1
OS01G0371200	KN540866.1_FG001	89	63	1
OS01G0371400	AMDW01027128.1_FG001	54	96	1
OS01G0371400	KN540866.1_FG003	58	96	1
OS01G0371500	KN540866.1_FG002	99	99	1
OS01G0372400	KN543746.1_FG001	85	92	1
OS01G0372400	KN545064.1_FG001	58	98	1
OS01G0372700	KN539168.1_FG009	70	91	1
OS01G0373400	KN543594.1_FG002	70	92	1
OS01G0373500	KN539168.1_FG004	74	98	0
OS01G0374000	KN539168.1_FG006	98	98	1
OS01G0374200	KN542965.1_FG001	73	99	1
OS01G0374501	AMDW01040271.1_FG001	46	61	0
OS01G0374900	KN543046.1_FG001	69	94	1
OS01G0375000	AMDW01039575.1_FG001	30	100	1
OS01G0375000	AMDW01040406.1_FG001	55	99	1
OS01G0375100	KN543554.1_FG001	91	99	1
OS01G0375200	KN540346.1_FG002	88	96	0
OS01G0375500	KN540346.1_FG001	94	56	0
OS01G0376700	KN541559.1_FG001	85	95	1
OS01G0377500	KN543300.1_FG001	30	97	1
OS01G0377700	KN541434.1_FG001	74	100	1
OS01G0378100	KN541434.1_FG002	100	68	1
OS01G0379400	KN540607.1_FG001	86	98	1
OS01G0380800	KN540658.1_FG002	98	98	1
OS01G0382000	KN541114.1_FG001	73	99	1
OS01G0382400	KN543466.1_FG001	99	99	1
OS01G0382500	KN539303.1_FG004	34	33	1
OS01G0382700	KN539303.1_FG007	43	83	1
OS01G0383100	KN539303.1_FG003	77	94	1
OS01G0383700	KN539303.1_FG002	100	26	1
OS01G0383900	KN539303.1_FG006	67	89	1
OS01G0384300	KN539303.1_FG001	56	99	1
OS01G0385000	KN541383.1_FG001	80	80	1
OS01G0385400	KN541342.1_FG001	81	100	1
OS01G0386600	KN538710.1_FG010	61	61	1
OS01G0388500	KN540944.1_FG002	74	12	0
OS01G0388700	KN542085.1_FG001	100	100	1
OS01G0388700	KN544839.1_FG001	100	100	1
OS01G0389200	KN542085.1_FG002	96	98	1
OS01G0389700	KN542051.1_FG001	100	100	1
OS01G0390300	KN540729.1_FG004	27	9	0
OS01G0390300	KN541410.1_FG004	27	7	0
OS01G0390400	KN540843.1_FG001	98	91	1
OS01G0390600	KN540843.1_FG002	99	99	1
OS01G0390900	KN541814.1_FG001	85	89	1
OS01G0393100	KN542961.1_FG001	85	97	1
OS01G0495200	KN542267.1_FG001	46	99	1
OS01G0495900	KN538729.1_FG001	97	97	1
OS01G0497400	AMDW01040512.1_FG001	97	83	1
OS01G0498200	KN541224.1_FG001	96	34	1
OS01G0498300	KN541224.1_FG002	100	100	1
OS01G0499300	KN541070.1_FG002	99	95	1
OS01G0500500	KN540250.1_FG002	68	87	1
OS01G0500900	KN540250.1_FG003	87	62	1
OS01G0501000	KN540250.1_FG004	77	78	0
OS01G0501700	KN540375.1_FG005	99	78	1
OS01G0501800	KN540375.1_FG002	100	100	1
OS01G0502300	KN540375.1_FG004	59	82	1
OS01G0502400	KN541412.1_FG002	87	87	1
OS01G0503400	KN540318.1_FG001	91	95	1
OS01G0504100	KN540318.1_FG004	37	99	1
OS01G0504500	KN540318.1_FG003	90	98	1
OS01G0505400	KN538952.1_FG011	73	76	1
OS01G0505500	KN538952.1_FG006	99	75	1
OS01G0505700	KN538952.1_FG003	94	59	1
OS01G0506100	KN538952.1_FG014	58	83	1
OS01G0506200	KN538952.1_FG001	72	96	1
OS01G0507300	KN538952.1_FG009	85	99	1
OS01G0507500	KN538952.1_FG005	70	95	1
OS01G0507700	KN538952.1_FG007	100	100	1
OS01G0507900	KN538952.1_FG013	80	99	1
OS01G0508000	KN538952.1_FG008	85	99	1
OS01G0509750	AMDW01000961.1_FG001	4	10	1
OS01G0509800	AMDW01000961.1_FG001	1	2	1
OS01G0509900	KN541906.1_FG001	66	93	1
OS01G0510100	KN539660.1_FG006	100	98	1
OS01G0510600	KN539660.1_FG003	99	99	1
OS01G0510800	AMDW01039723.1_FG001	8	98	1
OS01G0510800	KN539660.1_FG005	94	88	1
OS01G0511000	KN539660.1_FG007	55	84	1
OS01G0511100	KN542102.1_FG002	99	99	1
OS01G0511200	KN542102.1_FG003	99	93	1
OS01G0511300	KN542102.1_FG001	99	99	1
OS01G0512200	KN541833.1_FG001	71	60	1
OS01G0512400	KN539588.1_FG007	77	24	1
OS01G0512800	KN539588.1_FG011	87	88	1
OS01G0513100	KN539588.1_FG008	52	25	1
OS01G0513400	KN539588.1_FG012	60	89	1
OS01G0513800	KN539588.1_FG003	99	99	1
OS01G0513900	KN539588.1_FG006	100	95	1
OS01G0514000	KN539588.1_FG010	81	92	1
OS01G0514300	KN540711.1_FG001	93	96	1
OS01G0514450	KN540711.1_FG004	63	95	1
OS01G0514600	KN540711.1_FG003	85	98	1
OS01G0514700	KN540711.1_FG002	86	98	1
OS01G0515300	KN538917.1_FG009	34	38	0
OS01G0516200	KN539307.1_FG012	46	48	1
OS01G0516600	KN539307.1_FG005	100	100	1
