Gene stable ID	Leersia perrieri gene stable ID	% identity	Leersia perrieri % identity	Orthology confidence [0 low, 1 high]
OS01G0216400	LPERR01G06940	70	74	1
OS01G0216500	LPERR01G06950	80	82	1
OS01G0216900	LPERR01G06950	66	73	1
OS01G0217000	LPERR01G06960	81	73	1
OS01G0217400	LPERR01G06970	49	22	1
OS01G0217500	LPERR01G06980	84	82	1
OS01G0217800	LPERR01G06990	92	91	1
OS01G0218100	LPERR01G07000	71	72	1
OS01G0218200	LPERR01G07010	87	79	1
OS01G0218500	LPERR01G07020	51	86	1
OS01G0218700	LPERR01G07030	78	88	1
OS01G0218800	LPERR01G07040	86	59	1
OS01G0219100	LPERR01G07050	87	80	1
OS01G0219200	LPERR01G07060	78	75	1
OS01G0219300	LPERR01G07070	60	71	1
OS01G0219500	LPERR08G02200	24	36	0
OS01G0220100	LPERR01G07090	79	40	1
OS01G0220200	LPERR01G07100	74	34	0
OS01G0220500	LPERR01G07130	27	32	0
OS01G0220700	LPERR01G07140	56	34	1
OS01G0221100	LPERR01G07160	77	60	1
OS01G0221300	LPERR01G07170	71	72	1
OS01G0221400	LPERR01G07180	81	76	1
OS01G0221600	LPERR01G07200	94	95	1
OS01G0221700	LPERR01G07210	62	47	0
OS01G0221900	LPERR01G07220	76	25	1
OS01G0222300	LPERR01G07230	81	31	1
OS01G0222500	LPERR01G07240	87	87	1
OS01G0223200	LPERR01G07270	66	66	1
OS01G0223600	LPERR01G07280	84	64	1
OS01G0223800	LPERR01G07290	75	81	1
OS01G0223900	LPERR01G07300	76	80	1
OS01G0224000	LPERR01G07310	78	81	1
OS01G0224100	LPERR01G07340	74	79	1
OS01G0224200	LPERR01G07350	78	74	1
OS01G0224400	LPERR01G07370	68	17	1
OS01G0224500	LPERR01G07380	88	88	1
OS01G0224700	LPERR01G07390	86	86	1
OS01G0225100	LPERR01G07420	65	31	1
OS01G0225200	LPERR01G07430	79	29	1
OS01G0225300	LPERR01G07440	88	49	1
OS01G0225400	LPERR01G07450	92	36	1
OS01G0225500	LPERR01G07460	80	81	1
OS01G0225600	LPERR01G07470	95	95	1
OS01G0226200	LPERR01G07480	68	75	1
OS01G0226300	LPERR01G07500	97	61	1
OS01G0226400	LPERR01G07510	95	95	1
OS01G0226500	LPERR01G07520	84	78	1
OS01G0226600	LPERR01G07530	79	77	1
OS01G0226700	LPERR01G07540	81	57	1
OS01G0227100	LPERR01G07550	86	91	1
OS01G0227200	LPERR01G07560	38	83	1
OS01G0227300	LPERR01G07570	100	100	1
OS01G0227400	LPERR01G07610	27	52	0
OS01G0227700	LPERR01G07590	40	74	1
OS01G0227700	LPERR01G07600	74	75	1
OS01G0228300	LPERR01G08240	93	95	1
OS01G0228400	LPERR01G08230	76	77	1
OS01G0228500	LPERR01G08220	76	77	1
OS01G0228600	LPERR01G08210	89	57	1
OS01G0228800	LPERR01G08200	81	81	1
OS01G0229200	LPERR01G08180	88	88	1
OS01G0229300	LPERR01G08170	74	71	1
OS01G0229400	LPERR01G08160	67	55	0
OS01G0229500	LPERR01G08150	80	39	1
OS01G0229700	LPERR01G08140	59	23	1
OS01G0229800	LPERR01G08130	83	37	1
OS01G0229900	LPERR01G07880	40	26	1
OS01G0230200	LPERR01G08120	60	63	1
OS01G0231500	LPERR01G08080	90	89	1
OS01G0231700	LPERR01G08070	97	96	1
OS01G0231800	LPERR01G08060	59	16	1
OS01G0231900	LPERR01G08060	83	45	1
OS01G0232000	LPERR01G08050	75	75	1
OS01G0232100	LPERR01G08040	80	83	1
OS01G0232200	LPERR01G08030	85	85	1
OS01G0232300	LPERR01G08020	89	33	1
OS01G0232400	LPERR01G08000	89	90	1
OS01G0232500	LPERR01G07990	79	80	1
OS01G0232700	LPERR01G07960	92	94	1
OS01G0232800	LPERR01G07940	88	58	1
OS01G0233000	LPERR01G07920	87	84	1
OS01G0233100	LPERR01G07910	82	75	1
OS01G0233400	LPERR05G21690	95	96	1
OS01G0233500	LPERR01G07910	81	77	1
OS01G0233800	LPERR01G07900	66	57	1
OS01G0233900	LPERR01G07880	71	81	1
OS01G0234100	LPERR01G07860	61	60	1
OS01G0234200	LPERR01G08550	38	68	1
OS01G0234850	LPERR01G07800	76	61	1
OS01G0234900	LPERR01G07790	86	90	1
OS01G0235100	LPERR01G07780	70	73	1
OS01G0235300	LPERR01G07760	90	90	1
OS01G0235350	LPERR01G07750	69	73	1
OS01G0235400	LPERR01G07740	92	51	1
OS01G0235700	LPERR01G07720	87	71	1
OS01G0235800	LPERR01G07710	79	58	1
OS01G0235900	LPERR01G07700	61	77	1
OS01G0236000	LPERR01G07690	44	93	1
OS01G0236300	LPERR01G07680	92	92	1
OS01G0236400	LPERR01G07670	75	87	1
OS01G0236700	LPERR01G07660	93	92	1
OS01G0236800	LPERR01G07650	74	95	1
OS01G0237000	LPERR01G07640	80	78	1
OS01G0237100	LPERR01G07630	84	91	1
OS01G0237366	LPERR01G08250	38	27	1
OS01G0238200	LPERR01G08260	90	88	1
OS01G0238500	LPERR01G08270	85	84	1
OS01G0238600	LPERR01G08280	70	92	1
OS01G0238700	LPERR01G08290	73	75	1
OS01G0238800	LPERR01G08300	85	91	1
OS01G0238800	LPERR06G13180	83	83	1
OS01G0238800	LPERR06G16600	86	80	1
OS01G0238900	LPERR01G08310	95	58	1
OS01G0238900	LPERR06G13170	66	62	1
OS01G0238900	LPERR06G16610	78	38	1
OS01G0239000	LPERR01G08320	53	57	1
OS01G0239100	LPERR01G08350	76	77	1
OS01G0239200	LPERR01G08360	93	94	1
OS01G0239700	LPERR01G08370	89	88	1
OS01G0240700	LPERR01G08380	62	32	1
OS01G0240700	LPERR01G08510	64	64	1
OS01G0241000	LPERR01G08410	55	60	1
OS01G0241100	LPERR01G08420	84	85	1
OS01G0241400	LPERR01G08440	66	79	1
OS01G0242200	LPERR01G08450	64	54	1
OS01G0242300	LPERR01G08460	95	95	1
OS01G0242400	LPERR01G08470	58	63	0
OS01G0242500	LPERR01G08480	92	96	1
OS01G0242600	LPERR01G08490	88	88	1
OS01G0243000	LPERR01G08580	93	91	1
OS01G0243100	LPERR01G08590	85	41	1
OS01G0243200	LPERR01G08600	89	77	1
OS01G0243600	LPERR01G08640	74	75	1
OS01G0243700	LPERR01G08650	93	74	1
OS01G0244000	LPERR01G08660	48	26	0
OS01G0244150	LPERR01G08690	66	50	1
OS01G0244150	LPERR01G08780	60	12	1
OS01G0245000	LPERR04G17280	40	22	1
OS01G0245532	LPERR01G08760	46	28	1
OS01G0245600	LPERR01G08800	58	61	1
OS01G0246100	LPERR01G08810	81	86	1
OS01G0246400	LPERR07G04410	69	69	1
OS01G0246500	LPERR01G08830	83	84	1
OS01G0246700	LPERR01G08840	90	61	1
OS01G0247500	LPERR01G08850	88	87	1
OS01G0247700	LPERR01G08860	74	69	1
OS01G0247900	LPERR01G08870	86	88	1
OS01G0248000	LPERR01G08880	64	60	1
OS01G0248300	LPERR01G08900	87	90	1
OS01G0248500	LPERR01G08900	88	91	1
OS01G0248600	LPERR01G08910	100	100	1
OS01G0248600	LPERR02G00240	83	53	1
OS01G0248701	LPERR01G08930	67	80	1
OS01G0248800	LPERR01G08940	62	33	1
OS01G0248900	LPERR01G08950	88	88	1
OS01G0249100	LPERR01G08960	77	67	1
OS01G0249200	LPERR01G08970	81	81	1
OS01G0249300	LPERR01G08980	85	50	1
OS01G0249700	LPERR01G08990	68	74	1
OS01G0249800	LPERR01G09000	58	32	1
OS01G0249900	LPERR01G09020	46	24	1
OS01G0250600	LPERR01G09040	93	93	1
OS01G0250600	LPERR01G09060	54	89	1
OS01G0250900	LPERR01G09070	92	87	1
OS01G0251000	LPERR01G09080	84	95	1
OS01G0251100	LPERR01G09090	93	94	1
OS01G0251200	LPERR01G09100	80	80	1
OS01G0252100	LPERR01G09130	99	58	1
OS01G0252600	LPERR01G09150	83	82	1
OS01G0252900	LPERR01G09170	85	39	1
OS01G0253200	LPERR01G09190	75	75	1
OS01G0253300	LPERR01G09200	88	88	1
OS01G0253400	LPERR01G09210	86	88	1
OS01G0253500	LPERR01G09220	68	70	1
OS01G0253600	LPERR01G09230	93	93	1
OS01G0253800	LPERR01G09240	70	65	1
OS01G0253900	LPERR01G09250	83	83	1
OS01G0254000	LPERR01G09260	99	99	1
OS01G0254100	LPERR01G09270	91	94	1
OS01G0254200	LPERR01G09280	95	92	1
OS01G0254200	LPERR04G06840	92	43	1
OS01G0254300	LPERR01G09290	73	78	1
OS01G0254400	LPERR01G09300	46	72	1
OS01G0254850	LPERR01G09300	48	65	1
OS01G0254900	LPERR01G09310	91	91	1
OS01G0255000	LPERR01G09320	87	86	1
OS01G0255100	LPERR01G09330	76	78	1
OS01G0256500	LPERR01G09380	73	75	1
OS01G0256800	LPERR01G09390	88	79	1
OS01G0256900	LPERR01G09400	84	95	1
OS01G0257100	LPERR01G09440	71	73	1
OS01G0257300	LPERR01G09420	93	90	1
OS01G0258600	LPERR06G04990	76	80	1
OS01G0258700	LPERR01G09410	92	48	1
OS01G0259200	LPERR01G09450	81	80	1
OS01G0259400	LPERR01G09460	80	94	1
OS01G0259600	LPERR01G09470	93	29	1
OS01G0259900	LPERR01G09480	65	85	1
OS01G0259900	LPERR02G09220	45	70	1
OS01G0260700	LPERR01G09540	97	98	1
OS01G0260800	LPERR01G09550	77	75	1
OS01G0261100	LPERR01G09560	94	43	0
OS01G0261200	LPERR01G09570	74	72	1
OS01G0261500	LPERR01G09590	60	32	1
OS01G0261500	LPERR05G04400	69	37	1
OS01G0261600	LPERR01G09600	43	42	1
OS01G0261600	LPERR01G09610	9	28	1
OS01G0261600	LPERR05G04390	11	22	1
OS01G0261600	LPERR05G04410	4	10	1
OS01G0261600	LPERR05G04420	26	63	1
OS01G0261700	LPERR01G09600	64	26	1
OS01G0261700	LPERR01G09610	13	17	1
OS01G0261700	LPERR05G04390	2	2	1
OS01G0261700	LPERR05G04410	8	8	1
OS01G0261700	LPERR05G04420	30	30	1
OS01G0262000	LPERR01G09600	43	42	1
OS01G0262000	LPERR01G09610	9	28	1
OS01G0262000	LPERR05G04390	11	22	1
OS01G0262000	LPERR05G04410	4	10	1
OS01G0262000	LPERR05G04420	26	63	1
OS01G0262500	LPERR01G09660	93	85	1
OS01G0262600	LPERR01G09670	86	87	1
OS01G0262700	LPERR01G09680	83	54	1
OS01G0263500	LPERR01G09710	80	91	1
OS01G0263600	LPERR10G11000	86	61	1
OS01G0264000	LPERR01G09720	77	71	1
OS01G0264100	LPERR09G14600	22	19	1
OS01G0264400	LPERR01G09730	61	60	1
OS01G0264500	LPERR01G09740	46	57	0
OS01G0264600	LPERR01G09750	60	64	1
OS01G0264700	LPERR01G09760	89	84	1
OS01G0265000	LPERR01G09780	82	84	1
OS01G0265100	LPERR01G09790	98	84	1
OS01G0265200	LPERR01G09800	79	79	1
OS01G0265700	LPERR01G09810	80	75	1
OS01G0265800	LPERR01G09820	66	66	1
OS01G0265900	LPERR01G09830	95	75	1
OS01G0266000	LPERR01G09840	83	83	1
OS01G0266100	LPERR01G09850	70	70	1
OS01G0266400	LPERR01G09860	69	69	1
OS01G0266400	LPERR01G09870	65	66	1
OS01G0266400	LPERR01G09880	67	68	1
OS01G0266500	LPERR01G09890	78	82	1
OS01G0266600	LPERR01G09900	83	82	1
OS01G0266800	LPERR01G09910	75	72	1
OS01G0267100	LPERR03G03390	91	80	1
OS01G0267200	LPERR05G11110	99	99	1
OS01G0267300	LPERR01G09930	59	77	1
OS01G0267400	LPERR01G09950	82	66	1
OS01G0267600	LPERR01G09940	82	82	1
OS01G0267800	LPERR01G09970	53	73	1
OS01G0267900	LPERR01G09980	99	99	1
OS01G0268100	LPERR01G09990	36	84	1
OS01G0268300	LPERR01G10020	78	92	1
OS01G0268600	LPERR01G10060	74	78	1
OS01G0268700	LPERR01G10070	53	70	1
OS01G0268800	LPERR01G10080	93	93	1
OS01G0268900	LPERR01G10090	86	89	1
OS01G0269000	LPERR01G10100	75	37	1
OS01G0269800	LPERR01G10140	69	40	0
OS01G0269900	LPERR01G10150	96	96	1
OS01G0270100	LPERR01G10160	83	85	1
OS01G0270700	LPERR01G10180	72	61	1
OS01G0271000	LPERR01G10190	90	86	1
OS01G0271200	LPERR01G10200	94	92	1
OS01G0271500	LPERR01G10210	94	93	1
OS01G0271700	LPERR01G10230	87	53	1
OS01G0272600	LPERR01G10240	84	79	1
OS01G0272700	LPERR01G10250	53	57	1
OS01G0272800	LPERR01G10260	80	44	1
OS01G0273000	LPERR01G10270	97	97	1
OS01G0273100	LPERR01G10280	76	74	1
OS01G0273300	LPERR01G10300	60	65	1
OS01G0273500	LPERR01G10310	78	21	1
OS01G0273800	LPERR01G10340	79	38	1
OS01G0274100	LPERR01G10340	66	33	1
OS01G0274500	LPERR01G10350	82	76	1
OS01G0274800	LPERR01G10360	58	57	1
OS01G0275500	LPERR01G02660	25	49	0
OS01G0275600	LPERR01G10380	92	48	1
OS01G0275900	LPERR01G10390	78	56	1
OS01G0275950	LPERR01G10390	81	28	1
OS01G0276000	LPERR01G10410	100	100	1
OS01G0276100	LPERR01G10420	98	98	1
OS01G0276200	LPERR01G10440	53	64	1
OS01G0276300	LPERR01G10450	68	71	1
OS01G0276400	LPERR01G10460	92	85	1
OS01G0276500	LPERR01G10470	73	22	1
OS01G0276600	LPERR01G10480	41	44	1
OS01G0276700	LPERR01G10490	96	96	1
OS01G0276800	LPERR01G10500	89	87	1
OS01G0276900	LPERR01G10510	61	51	1
OS01G0277500	LPERR01G10520	73	83	1
OS01G0277600	LPERR01G10540	90	91	1
OS01G0278000	LPERR01G10560	60	57	1
OS01G0278200	LPERR01G10570	80	4	1
OS01G0278900	LPERR01G10590	79	81	1
OS01G0278950	LPERR01G10600	82	87	1
OS01G0279000	LPERR01G10610	77	75	1
OS01G0279100	LPERR01G10620	94	86	1
OS01G0279200	LPERR01G10630	98	94	1
OS01G0279400	LPERR01G10650	69	86	1
OS01G0279700	LPERR01G10680	92	78	1
OS01G0279800	LPERR01G10690	78	86	1
OS01G0279900	LPERR01G10700	89	86	1
OS01G0280000	LPERR01G10710	83	80	1
OS01G0280400	LPERR01G10720	87	86	1
OS01G0280500	LPERR01G10730	85	85	1
OS01G0281000	LPERR01G10740	84	65	1
OS01G0281200	LPERR01G10750	68	42	1
OS01G0281301	LPERR01G10770	76	77	1
OS01G0281400	LPERR01G10780	97	94	1
OS01G0281600	LPERR01G10790	71	67	1
OS01G0282800	LPERR01G10820	97	99	1
OS01G0283000	LPERR01G10830	88	87	1
OS01G0283100	LPERR01G10840	95	72	1
OS01G0283500	LPERR01G10870	62	59	1
OS01G0284300	LPERR01G10880	47	51	1
OS01G0284500	LPERR01G10890	90	91	1
OS01G0284700	LPERR01G10900	78	49	1
OS01G0284900	LPERR01G10910	72	75	1
OS01G0285300	LPERR01G10930	96	96	1
OS01G0286000	LPERR01G10940	87	80	1
OS01G0286100	LPERR01G10950	58	59	1
OS01G0286600	LPERR01G10970	85	84	1
OS01G0286900	LPERR01G10980	34	25	1
OS01G0287600	LPERR01G11000	84	88	1
OS01G0288200	LPERR01G11020	94	86	1
OS01G0288800	LPERR01G11030	52	52	1
OS01G0289600	LPERR01G11050	63	45	1
OS01G0289900	LPERR01G11060	64	64	1
OS01G0290000	LPERR01G11070	86	89	1
OS01G0290100	LPERR01G11080	94	96	1
OS01G0290600	LPERR01G11090	80	78	1
OS01G0291500	LPERR01G11120	80	82	1
OS01G0292200	LPERR01G11140	92	93	1
OS01G0292700	LPERR01G11170	70	52	1
OS01G0292900	LPERR01G11190	83	86	1
OS01G0293000	LPERR01G11200	97	97	1
OS01G0293100	LPERR01G11210	79	80	1
OS01G0293200	LPERR01G11220	90	89	1
OS01G0295600	LPERR01G11300	35	54	1
OS01G0295700	LPERR01G11310	92	91	1
OS01G0296100	LPERR01G11350	92	96	1
OS01G0296200	LPERR01G11360	91	48	1
OS01G0296700	LPERR01G11370	88	56	1
OS01G0297200	LPERR01G11410	85	83	1
OS01G0297200	LPERR01G11450	86	85	1
OS01G0297700	LPERR01G11420	84	83	1
OS01G0298400	LPERR01G11480	64	67	1
OS01G0299200	LPERR01G11510	84	62	1
OS01G0299300	LPERR01G11520	68	75	1
OS01G0299400	LPERR01G11530	92	89	1
OS01G0299500	LPERR01G11540	83	60	1
OS01G0299700	LPERR01G11550	57	67	1
OS01G0300000	LPERR01G11560	78	79	1
OS01G0300200	LPERR01G11590	99	93	1
OS01G0300600	LPERR01G11600	88	29	1
OS01G0300900	LPERR01G11610	94	94	1
OS01G0301000	LPERR01G11620	80	41	1
OS01G0302000	LPERR01G11660	69	75	1
OS01G0302500	LPERR01G11670	89	91	1
OS01G0303000	LPERR11G12510	75	76	1
OS01G0303100	LPERR01G11680	74	83	1
OS01G0303200	LPERR01G11690	78	91	1
OS01G0303300	LPERR01G11700	94	94	1
OS01G0303600	LPERR01G11710	90	88	1
OS01G0303800	LPERR01G11720	85	87	1
OS01G0304000	LPERR01G11730	98	100	1
OS01G0304100	LPERR01G11740	69	71	1
OS01G0304300	LPERR01G11750	92	91	1
OS01G0304400	LPERR01G11760	66	64	1
OS01G0305900	LPERR03G12690	38	34	0
OS01G0306100	LPERR01G11790	64	63	1
OS01G0306200	LPERR01G11800	62	39	1
OS01G0306400	LPERR01G11810	66	76	1
OS01G0306800	LPERR08G08930	77	82	1
OS01G0306900	LPERR01G11830	84	86	1
OS01G0307500	LPERR01G11840	72	76	1
OS01G0307686	LPERR01G11860	24	24	0
OS01G0308300	LPERR01G35150	75	76	1
OS01G0309800	LPERR01G11870	76	79	1
OS01G0309900	LPERR01G11880	96	95	0
OS01G0310500	LPERR01G12970	46	67	0
OS01G0310500	LPERR01G14510	44	34	0
OS01G0310800	LPERR07G12520	9	20	0
OS01G0310800	LPERR10G01210	5	14	0
OS01G0311100	LPERR01G11920	60	60	1
OS01G0311400	LPERR01G11940	60	48	1
OS01G0311500	LPERR01G11950	93	93	1
OS01G0311600	LPERR01G11960	78	78	1
OS01G0311700	LPERR01G11970	78	75	1
OS01G0311800	LPERR01G11980	87	87	1
OS01G0312500	LPERR01G11990	86	67	1
OS01G0312800	LPERR01G12020	94	91	1
OS01G0314000	LPERR01G12040	56	72	1
OS01G0314100	LPERR01G12050	89	90	1
OS01G0314300	LPERR01G12060	89	86	1
OS01G0314800	LPERR01G12080	77	77	1
OS01G0315600	LPERR01G12100	63	28	1
OS01G0315700	LPERR01G12100	80	29	1
OS01G0315800	LPERR01G12110	90	85	1
OS01G0316100	LPERR01G12120	71	80	1
OS01G0316500	LPERR01G12130	49	96	1
OS01G0316600	LPERR01G12140	40	22	1
OS01G0316900	LPERR01G12160	63	29	1
OS01G0317800	LPERR01G12170	88	88	1
OS01G0318000	LPERR01G12170	69	35	1
OS01G0318400	LPERR01G12180	66	22	1
OS01G0318700	LPERR01G12190	80	24	1
OS01G0319200	LPERR01G12200	65	63	1
OS01G0319400	LPERR01G12200	64	66	1
OS01G0321300	LPERR01G12220	74	35	0
OS01G0321700	LPERR01G12230	89	83	1
OS01G0321800	LPERR01G12240	90	89	1
OS01G0321900	LPERR01G12250	60	62	1
OS01G0321900	LPERR01G12260	53	62	1
OS01G0321900	LPERR01G12270	53	61	1
OS01G0321900	LPERR01G12280	64	69	1
OS01G0322300	LPERR04G25830	74	26	1
OS01G0322800	LPERR01G12290	96	96	1
OS01G0323000	LPERR01G12300	74	92	1
OS01G0323100	LPERR01G12310	91	90	1
OS01G0323300	LPERR01G12320	81	83	1
OS01G0323600	LPERR01G12330	97	97	1
OS01G0324400	LPERR01G12350	64	49	1
OS01G0326100	LPERR01G12430	55	60	1
OS01G0327500	LPERR01G12440	81	81	1
OS01G0327600	LPERR01G12450	84	87	1
OS01G0327900	LPERR01G12460	46	47	1
OS01G0328300	LPERR01G12460	45	47	1
OS01G0328500	LPERR01G12500	89	88	1
OS01G0328600	LPERR01G12490	63	41	0
OS01G0328700	LPERR01G12480	89	94	1
OS01G0328900	LPERR01G12510	86	78	1
OS01G0329000	LPERR01G12540	65	70	1
OS01G0329300	LPERR01G12580	69	73	1
OS01G0329400	LPERR01G12590	94	94	1
OS01G0329800	LPERR01G12610	68	68	1
OS01G0330200	LPERR01G12920	74	78	1
OS01G0330200	LPERR01G13230	75	79	1
OS01G0331900	LPERR01G12630	97	98	1
OS01G0332100	LPERR01G12640	95	95	1
OS01G0332200	LPERR01G12650	76	74	1
OS01G0332500	LPERR01G12660	85	86	1
OS01G0332800	LPERR01G12670	88	69	1
OS01G0333600	LPERR01G12780	70	70	1
OS01G0335600	LPERR01G12790	28	13	1
OS01G0335700	LPERR01G12800	80	81	1
OS01G0337100	LPERR01G12810	79	58	1
OS01G0337500	LPERR01G12820	83	89	1
OS01G0337600	LPERR01G12830	82	91	1
OS01G0337900	LPERR01G12840	90	89	1
OS01G0338100	LPERR01G12860	91	85	1
OS01G0338200	LPERR01G12870	89	89	1
OS01G0338600	LPERR01G12880	84	91	1
OS01G0339500	LPERR10G06290	14	16	1
OS01G0339900	LPERR01G12900	93	93	1
OS01G0340100	LPERR01G12910	41	43	1
OS01G0340600	LPERR01G12940	48	66	1
OS01G0341000	LPERR01G12950	57	42	1
OS01G0341200	LPERR01G12950	50	40	1
OS01G0341300	LPERR01G12960	69	67	1
OS01G0342500	LPERR01G13000	61	82	1
OS01G0342800	LPERR01G13050	92	92	1
OS01G0342900	LPERR04G09450	79	82	1
OS01G0343200	LPERR01G13060	66	40	1
OS01G0343300	LPERR01G13070	92	96	1
OS01G0343400	LPERR01G13160	24	10	0
OS01G0343500	LPERR01G13080	83	36	1
OS01G0346250	LPERR01G13170	61	66	0
OS01G0346600	LPERR01G13180	56	28	1
OS01G0346700	LPERR01G13190	87	87	1
OS01G0347000	LPERR01G13200	88	88	1
OS01G0347100	LPERR01G13210	83	57	1
OS01G0347200	LPERR01G13140	23	25	0
OS01G0347300	LPERR01G13130	40	44	0
OS01G0347600	LPERR01G12920	83	84	1
OS01G0347600	LPERR01G13230	84	84	1
OS01G0348600	LPERR01G13250	96	96	1
OS01G0348900	LPERR06G02950	66	64	1
OS01G0349400	LPERR01G13270	96	96	1
OS01G0349800	LPERR01G13310	76	76	1
OS01G0350000	LPERR01G13330	60	72	1
OS01G0350300	LPERR01G13430	69	32	1
OS01G0350500	LPERR01G11570	62	40	1
OS01G0350900	LPERR01G13410	82	49	1
OS01G0351100	LPERR01G13380	54	35	1
OS01G0351200	LPERR01G13370	89	88	1
OS01G0351300	LPERR01G13350	98	98	0
OS01G0351800	LPERR01G13340	85	81	1
OS01G0353400	LPERR01G14050	67	64	1
OS01G0353600	LPERR03G08310	93	93	1
OS01G0354200	LPERR03G00870	83	73	1
OS01G0354200	LPERR09G15860	84	77	1
OS01G0354450	LPERR03G01090	47	22	1
OS01G0354700	LPERR01G14330	80	75	1
OS01G0355400	LPERR01G13450	32	27	1
OS01G0355500	LPERR01G13460	71	73	1
OS01G0355600	LPERR01G13470	91	58	0
OS01G0355700	LPERR01G13480	79	47	1
OS01G0355800	LPERR01G16780	7	17	1
OS01G0355900	LPERR01G13500	65	60	1
OS01G0356400	LPERR01G13510	79	88	1
OS01G0356500	LPERR01G13530	44	38	1
OS01G0356900	LPERR01G13540	69	74	1
OS01G0357100	LPERR02G27570	84	90	1
OS01G0357200	LPERR02G27560	88	64	1
OS01G0357800	LPERR01G13560	87	87	1
OS01G0357900	LPERR01G13570	76	80	1
OS01G0358100	LPERR01G13580	68	66	1
OS01G0358300	LPERR01G13590	91	90	1
OS01G0358400	LPERR01G13600	99	99	1
OS01G0358700	LPERR01G13610	72	30	1
OS01G0358700	LPERR01G13630	0	0	1
OS01G0358700	LPERR01G13710	68	20	1
OS01G0359600	LPERR01G13670	79	88	1
OS01G0360200	LPERR01G13720	93	91	1
OS01G0360600	LPERR01G13730	94	62	1
OS01G0361500	LPERR01G13740	73	55	1
OS01G0361500	LPERR01G13750	77	34	1
OS01G0362000	LPERR11G09650	21	24	0
OS01G0362100	LPERR01G13770	77	79	1
OS01G0363300	LPERR01G13790	69	72	1
OS01G0363600	LPERR01G13800	67	45	1
OS01G0363900	LPERR01G13810	90	92	1
OS01G0364100	LPERR01G13850	81	80	1
OS01G0364800	LPERR01G13850	83	47	1
OS01G0365000	LPERR01G13870	33	55	1
OS01G0365300	LPERR08G06870	24	25	0
OS01G0365300	LPERR08G06890	27	23	0
OS01G0365300	LPERR09G14500	28	23	0
OS01G0365300	LPERR12G09830	27	21	0
OS01G0367100	LPERR01G13920	76	82	0
OS01G0367300	LPERR01G13930	37	47	0
OS01G0367400	LPERR01G13940	66	62	0
OS01G0367700	LPERR01G13950	87	93	1
OS01G0367900	LPERR01G13970	93	94	1
OS01G0368000	LPERR07G00650	67	68	1
OS01G0368000	LPERR07G00670	67	67	1
OS01G0368000	LPERR07G00680	67	67	1
OS01G0368500	LPERR01G13980	41	43	1
OS01G0368700	LPERR01G13990	33	70	1
OS01G0368900	LPERR01G14000	98	98	1
OS01G0369000	LPERR01G14020	97	48	1
OS01G0369300	LPERR01G14030	89	70	1
OS01G0369500	LPERR01G14040	59	59	1
OS01G0369700	LPERR01G14050	79	84	1
OS01G0369900	LPERR01G14070	46	22	0
OS01G0370000	LPERR01G14070	44	47	0
OS01G0370200	LPERR01G14080	89	84	1
OS01G0370600	LPERR01G14090	71	27	1
OS01G0371200	LPERR01G14090	84	85	1
OS01G0371500	LPERR01G14100	87	44	1
OS01G0372400	LPERR01G14150	86	80	1
OS01G0372500	LPERR01G14160	77	77	1
OS01G0372700	LPERR01G14170	96	96	1
OS01G0373500	LPERR01G14180	84	84	1
OS01G0374000	LPERR01G14230	42	69	1
OS01G0374000	LPERR01G14250	69	83	1
OS01G0374000	LPERR01G14390	51	82	1
OS01G0374000	LPERR01G14400	89	89	1
OS01G0374000	LPERR01G14640	44	56	1
OS01G0374200	LPERR01G14240	90	90	1
OS01G0374501	LPERR02G26670	40	14	1
OS01G0374600	LPERR02G26660	79	75	1
OS01G0374900	LPERR01G14260	83	83	1
OS01G0375000	LPERR01G14270	94	82	1
OS01G0375100	LPERR01G14280	70	75	1
OS01G0375200	LPERR01G14290	85	89	1
OS01G0375500	LPERR01G14290	85	51	1
OS01G0376600	LPERR01G14340	63	67	1
OS01G0376700	LPERR01G14350	91	79	1
OS01G0377000	LPERR01G14360	73	76	1
OS01G0377500	LPERR01G14370	91	90	1
OS01G0377700	LPERR01G14380	92	91	1
OS01G0379400	LPERR01G14610	64	74	1
OS01G0379400	LPERR06G10200	61	70	1
OS01G0382000	LPERR01G14480	80	79	1
OS01G0382200	LPERR01G14500	68	67	1
OS01G0382400	LPERR01G13240	75	77	1
OS01G0382500	LPERR02G08580	3	2	0
OS01G0382700	LPERR01G14540	86	86	1
OS01G0383100	LPERR01G14570	64	70	1
OS01G0383700	LPERR01G14600	74	20	1
OS01G0383900	LPERR01G14620	59	56	1
OS01G0384300	LPERR01G14630	89	90	1
OS01G0384800	LPERR01G14650	74	77	1
OS01G0384800	LPERR01G14660	50	64	1
OS01G0384800	LPERR01G14670	50	66	1
OS01G0385400	LPERR01G14680	88	88	1
OS01G0388500	LPERR01G14740	95	12	1
OS01G0388700	LPERR01G14750	72	69	1
OS01G0389200	LPERR01G14770	63	72	1
OS01G0389700	LPERR01G14760	65	66	1
OS01G0389700	LPERR01G14780	74	73	1
OS01G0390400	LPERR01G14790	78	80	1
OS01G0390600	LPERR06G13840	74	83	1
OS01G0390900	LPERR01G14810	91	91	1
OS01G0393100	LPERR01G00270	55	58	1
OS01G0393300	LPERR04G13910	82	78	1
OS01G0495900	LPERR01G14910	78	78	1
OS01G0497400	LPERR01G14880	87	61	1
OS01G0498200	LPERR01G14870	84	32	1
OS01G0498300	LPERR01G14860	84	85	1
