Gene stable ID	Triticum urartu gene stable ID	% identity	Triticum urartu % identity	Orthology confidence [0 low, 1 high]
OS01G0158800	TRIUR3_26016	24	22	1
OS01G0158900	TRIUR3_19081	39	62	1
OS01G0159300	TRIUR3_33739	49	41	1
OS01G0159600	TRIUR3_33004	70	54	1
OS01G0160100	TRIUR3_07417	68	82	1
OS01G0160700	TRIUR3_03433	60	62	1
OS01G0160700	TRIUR3_25992	45	62	1
OS01G0160800	TRIUR3_17468	38	45	1
OS01G0160800	TRIUR3_17469	21	42	1
OS01G0161000	TRIUR3_03433	63	42	1
OS01G0161000	TRIUR3_25992	44	40	1
OS01G0162300	TRIUR3_11838	47	28	0
OS01G0162800	TRIUR3_05927	41	47	0
OS01G0164500	TRIUR3_21692	26	25	0
OS01G0164600	TRIUR3_29075	72	66	1
OS01G0164700	TRIUR3_03987	32	14	0
OS01G0164800	TRIUR3_17974	68	12	1
OS01G0164900	TRIUR3_17974	42	14	1
OS01G0165000	TRIUR3_17409	35	27	0
OS01G0165100	TRIUR3_17972	71	80	1
OS01G0165200	TRIUR3_32824	48	48	1
OS01G0165800	TRIUR3_13606	0	0	0
OS01G0166100	TRIUR3_26875	59	73	1
OS01G0166700	TRIUR3_29270	65	58	1
OS01G0166800	TRIUR3_14930	85	85	1
OS01G0167400	TRIUR3_17468	49	55	1
OS01G0167400	TRIUR3_17469	30	57	1
OS01G0167500	TRIUR3_14931	90	88	1
OS01G0167700	TRIUR3_18526	55	55	1
OS01G0167750	TRIUR3_09024	31	67	1
OS01G0167900	TRIUR3_08551	75	72	1
OS01G0168100	TRIUR3_08550	68	67	1
OS01G0168300	TRIUR3_19175	48	93	1
OS01G0168400	TRIUR3_18385	57	82	1
OS01G0168500	TRIUR3_18384	85	89	1
OS01G0168600	TRIUR3_25287	57	42	1
OS01G0168800	TRIUR3_25286	32	66	1
OS01G0169400	TRIUR3_10339	42	82	1
OS01G0169500	TRIUR3_10338	64	79	1
OS01G0169800	TRIUR3_06775	74	52	0
OS01G0169800	TRIUR3_28891	70	27	0
OS01G0169900	TRIUR3_30524	62	63	1
OS01G0170000	TRIUR3_24841	80	43	0
OS01G0170100	TRIUR3_22183	66	42	1
OS01G0170500	TRIUR3_27507	73	71	1
OS01G0170800	TRIUR3_00521	70	76	1
OS01G0170900	TRIUR3_00526	46	52	1
OS01G0171000	TRIUR3_00527	80	78	1
OS01G0171100	TRIUR3_00528	29	36	1
OS01G0171800	TRIUR3_26698	48	56	0
OS01G0172100	TRIUR3_17628	67	79	1
OS01G0172200	TRIUR3_17629	54	73	1
OS01G0172300	TRIUR3_19400	39	46	1
OS01G0172400	TRIUR3_09822	87	87	0
OS01G0172600	TRIUR3_09821	82	56	1
OS01G0172900	TRIUR3_16546	45	31	1
OS01G0173000	TRIUR3_16545	55	52	0
OS01G0173100	TRIUR3_16544	42	57	1
OS01G0173600	TRIUR3_27380	34	61	1
OS01G0173900	TRIUR3_07157	72	88	1
OS01G0173900	TRIUR3_14151	67	82	1
OS01G0174000	TRIUR3_07158	16	86	1
OS01G0174300	TRIUR3_27879	79	80	1
OS01G0174500	TRIUR3_32098	65	61	1
OS01G0174600	TRIUR3_21914	12	30	1
OS01G0174700	TRIUR3_21915	56	66	1
OS01G0174900	TRIUR3_19635	49	33	0
OS01G0175000	TRIUR3_19634	88	50	1
OS01G0175600	TRIUR3_18252	82	70	1
OS01G0175633	TRIUR3_18253	60	71	1
OS01G0175700	TRIUR3_18252	82	71	1
OS01G0175733	TRIUR3_18253	38	64	1
OS01G0175850	TRIUR3_24146	36	31	1
OS01G0175850	TRIUR3_31280	47	32	1
OS01G0176000	TRIUR3_06329	43	61	1
OS01G0176000	TRIUR3_08836	68	70	1
OS01G0176000	TRIUR3_08838	68	69	1
OS01G0176000	TRIUR3_09350	70	70	1
OS01G0176000	TRIUR3_20744	57	71	1
OS01G0176000	TRIUR3_30644	62	64	1
OS01G0176000	TRIUR3_32263	41	68	1
OS01G0176100	TRIUR3_06329	46	65	1
OS01G0176100	TRIUR3_08836	69	72	1
OS01G0176100	TRIUR3_08838	68	71	1
OS01G0176100	TRIUR3_09350	69	69	1
OS01G0176100	TRIUR3_20744	57	71	1
OS01G0176100	TRIUR3_30644	61	62	1
OS01G0176100	TRIUR3_32263	41	67	1
OS01G0176200	TRIUR3_06329	45	63	1
OS01G0176200	TRIUR3_08836	71	72	1
OS01G0176200	TRIUR3_08838	69	71	1
OS01G0176200	TRIUR3_09350	71	70	1
OS01G0176200	TRIUR3_20744	58	71	1
OS01G0176200	TRIUR3_30644	62	63	1
OS01G0176200	TRIUR3_32263	44	72	1
OS01G0176300	TRIUR3_08837	73	78	1
OS01G0176300	TRIUR3_08839	72	76	1
OS01G0176400	TRIUR3_14702	32	53	1
OS01G0176500	TRIUR3_14703	63	68	1
OS01G0176800	TRIUR3_26887	46	73	1
OS01G0177100	TRIUR3_33296	67	73	0
OS01G0177200	TRIUR3_17353	81	84	1
OS01G0177400	TRIUR3_27532	59	60	1
OS01G0177400	TRIUR3_32206	22	64	1
OS01G0177900	TRIUR3_34737	81	22	0
OS01G0178000	TRIUR3_35425	88	81	1
OS01G0178100	TRIUR3_08265	63	70	1
OS01G0178200	TRIUR3_08264	71	74	1
OS01G0178400	TRIUR3_08263	73	34	1
OS01G0178500	TRIUR3_08262	54	57	0
OS01G0178700	TRIUR3_19245	64	71	1
OS01G0178850	TRIUR3_22150	35	30	1
OS01G0179000	TRIUR3_32618	31	88	1
OS01G0179300	TRIUR3_23257	68	58	1
OS01G0179400	TRIUR3_23256	91	47	1
OS01G0179700	TRIUR3_15032	80	64	0
OS01G0179700	TRIUR3_15033	70	49	0
OS01G0179700	TRIUR3_15034	79	85	0
OS01G0180300	TRIUR3_21977	63	61	1
OS01G0180600	TRIUR3_10189	70	73	1
OS01G0180700	TRIUR3_10191	36	38	0
OS01G0181000	TRIUR3_32895	38	44	1
OS01G0182100	TRIUR3_10532	13	29	0
OS01G0182100	TRIUR3_10534	20	29	0
OS01G0182100	TRIUR3_15194	24	29	0
OS01G0182100	TRIUR3_20915	17	30	0
OS01G0182100	TRIUR3_23997	26	30	0
OS01G0182100	TRIUR3_27632	24	26	0
OS01G0182100	TRIUR3_29827	16	24	0
OS01G0182100	TRIUR3_30755	25	29	0
OS01G0182100	TRIUR3_32132	25	25	0
OS01G0182100	TRIUR3_32566	27	29	0
OS01G0182200	TRIUR3_09724	66	85	1
OS01G0182400	TRIUR3_05392	40	43	1
OS01G0182400	TRIUR3_34375	52	47	1
OS01G0182600	TRIUR3_30834	84	86	1
OS01G0182832	TRIUR3_29215	22	52	1
OS01G0182900	TRIUR3_29215	0	0	1
OS01G0183000	TRIUR3_08817	51	74	1
OS01G0183000	TRIUR3_11174	50	76	1
OS01G0183100	TRIUR3_03668	77	77	1
OS01G0183100	TRIUR3_29572	76	74	1
OS01G0183500	TRIUR3_18597	81	28	1
OS01G0183600	TRIUR3_10783	12	69	0
OS01G0183600	TRIUR3_15028	37	74	0
OS01G0183600	TRIUR3_21633	31	71	0
OS01G0183600	TRIUR3_28401	45	60	0
OS01G0183633	TRIUR3_16825	55	17	0
OS01G0183800	TRIUR3_19693	61	54	1
OS01G0183850	TRIUR3_23183	26	24	1
OS01G0184000	TRIUR3_10393	58	57	1
OS01G0184050	TRIUR3_10395	29	72	1
OS01G0184100	TRIUR3_10394	43	65	1
OS01G0184800	TRIUR3_01803	63	85	0
OS01G0184800	TRIUR3_01806	84	86	0
OS01G0184900	TRIUR3_14091	82	80	1
OS01G0185100	TRIUR3_14090	53	33	1
OS01G0185200	TRIUR3_28103	88	89	1
OS01G0185300	TRIUR3_13892	61	58	1
OS01G0185300	TRIUR3_20493	79	72	1
OS01G0186000	TRIUR3_29978	40	40	0
OS01G0186200	TRIUR3_34216	23	53	1
OS01G0186400	TRIUR3_34846	34	37	0
OS01G0186700	TRIUR3_16434	82	55	1
OS01G0187400	TRIUR3_34501	82	87	1
OS01G0187600	TRIUR3_16798	44	34	1
OS01G0187900	TRIUR3_12855	45	59	1
OS01G0188100	TRIUR3_27418	81	48	1
OS01G0188200	TRIUR3_06044	24	7	1
OS01G0189100	TRIUR3_07579	36	48	1
OS01G0189100	TRIUR3_18251	36	49	1
OS01G0189100	TRIUR3_31357	41	31	1
OS01G0190000	TRIUR3_19112	62	66	1
OS01G0190300	TRIUR3_31949	56	59	1
OS01G0190400	TRIUR3_25034	73	84	1
OS01G0190500	TRIUR3_27112	36	51	1
OS01G0191100	TRIUR3_12893	82	82	1
OS01G0191150	TRIUR3_14844	7	6	1
OS01G0191150	TRIUR3_24248	7	6	1
OS01G0191300	TRIUR3_31341	71	66	1
OS01G0191500	TRIUR3_31586	69	74	1
OS01G0191700	TRIUR3_19677	91	90	1
OS01G0191800	TRIUR3_22766	93	94	1
OS01G0192300	TRIUR3_35146	32	78	1
OS01G0192500	TRIUR3_16128	21	34	1
OS01G0192600	TRIUR3_25829	90	90	0
OS01G0192600	TRIUR3_31552	22	64	0
OS01G0192900	TRIUR3_32631	53	81	0
OS01G0193600	TRIUR3_24572	75	70	1
OS01G0193900	TRIUR3_24573	57	52	1
OS01G0194300	TRIUR3_27950	55	72	1
OS01G0195000	TRIUR3_34542	39	41	0
OS01G0195400	TRIUR3_06777	34	60	1
OS01G0195500	TRIUR3_32507	86	85	1
OS01G0195801	TRIUR3_35423	36	25	1
OS01G0196133	TRIUR3_03456	43	17	1
OS01G0196300	TRIUR3_35423	37	40	1
OS01G0196500	TRIUR3_09694	59	84	1
OS01G0196600	TRIUR3_27966	57	40	1
OS01G0197100	TRIUR3_13252	67	75	1
OS01G0197200	TRIUR3_13251	89	90	1
OS01G0197700	TRIUR3_29118	63	71	1
OS01G0197700	TRIUR3_34606	58	63	1
OS01G0197900	TRIUR3_21446	23	34	1
OS01G0197900	TRIUR3_21447	35	54	1
OS01G0198000	TRIUR3_21446	27	60	1
OS01G0198000	TRIUR3_21447	21	50	1
OS01G0199400	TRIUR3_29756	59	90	1
OS01G0199700	TRIUR3_31796	31	45	1
OS01G0200000	TRIUR3_32121	89	89	1
OS01G0200300	TRIUR3_11636	77	44	1
OS01G0200400	TRIUR3_11637	80	77	1
OS01G0200500	TRIUR3_11638	47	62	1
OS01G0200700	TRIUR3_17912	68	68	1
OS01G0201100	TRIUR3_17914	28	61	1
OS01G0201100	TRIUR3_23992	58	61	1
OS01G0201200	TRIUR3_25979	71	43	1
OS01G0201400	TRIUR3_08197	38	46	0
OS01G0201400	TRIUR3_16964	46	54	0
OS01G0201400	TRIUR3_31877	45	59	0
OS01G0201600	TRIUR3_32452	18	35	1
OS01G0201700	TRIUR3_34584	64	40	1
OS01G0201800	TRIUR3_16709	38	40	1
OS01G0201800	TRIUR3_25776	39	24	1
OS01G0201800	TRIUR3_26952	27	37	1
OS01G0201800	TRIUR3_30016	35	38	1
OS01G0201900	TRIUR3_16709	48	45	1
OS01G0201900	TRIUR3_25776	48	26	1
OS01G0201900	TRIUR3_26952	32	38	1
OS01G0201900	TRIUR3_30016	47	45	1
OS01G0202800	TRIUR3_13719	52	57	1
OS01G0203000	TRIUR3_13720	53	79	0
OS01G0203300	TRIUR3_28916	65	63	1
OS01G0203800	TRIUR3_18676	52	67	1
OS01G0204000	TRIUR3_18677	65	65	1
OS01G0205100	TRIUR3_07234	75	76	1
OS01G0205300	TRIUR3_07232	31	53	1
OS01G0205500	TRIUR3_19263	90	91	0
OS01G0205500	TRIUR3_29721	90	72	0
OS01G0205700	TRIUR3_28457	94	62	0
OS01G0205900	TRIUR3_18632	72	72	1
OS01G0206300	TRIUR3_09040	47	56	0
OS01G0206700	TRIUR3_11902	84	83	1
OS01G0206800	TRIUR3_11901	63	64	1
OS01G0207200	TRIUR3_08055	59	72	1
OS01G0207300	TRIUR3_22199	93	39	0
OS01G0207300	TRIUR3_27001	92	38	0
OS01G0207300	TRIUR3_32466	93	39	0
OS01G0207400	TRIUR3_32085	72	42	1
OS01G0207600	TRIUR3_17513	13	42	0
OS01G0207700	TRIUR3_05174	41	50	1
OS01G0207700	TRIUR3_21452	32	31	1
OS01G0207900	TRIUR3_05174	28	50	1
OS01G0207900	TRIUR3_21452	40	57	1
OS01G0208000	TRIUR3_05174	2	1	1
OS01G0208000	TRIUR3_21452	4	3	1
OS01G0208400	TRIUR3_34710	29	67	1
OS01G0208600	TRIUR3_31093	51	35	0
OS01G0209400	TRIUR3_13432	58	71	1
OS01G0209500	TRIUR3_13431	12	1	0
OS01G0209700	TRIUR3_20220	23	71	1
OS01G0209800	TRIUR3_17840	33	79	0
OS01G0209800	TRIUR3_28572	27	47	0
OS01G0209901	TRIUR3_07364	13	29	1
OS01G0210400	TRIUR3_23670	72	75	1
OS01G0210600	TRIUR3_21435	67	43	0
OS01G0210600	TRIUR3_23886	66	38	0
OS01G0210600	TRIUR3_23887	24	67	0
OS01G0210700	TRIUR3_32518	71	57	1
OS01G0210800	TRIUR3_31596	33	12	1
OS01G0210900	TRIUR3_05511	61	63	1
OS01G0210900	TRIUR3_20119	16	76	1
OS01G0211000	TRIUR3_05511	58	61	1
OS01G0211000	TRIUR3_20119	16	76	1
OS01G0211200	TRIUR3_05511	61	63	1
OS01G0211200	TRIUR3_20119	16	75	1
OS01G0211600	TRIUR3_05511	75	58	1
OS01G0211600	TRIUR3_20119	24	85	1
OS01G0211800	TRIUR3_20118	30	66	0
OS01G0212100	TRIUR3_34206	64	55	1
OS01G0212400	TRIUR3_22187	73	86	1
OS01G0212500	TRIUR3_22186	15	30	1
OS01G0212700	TRIUR3_29398	20	22	0
OS01G0212700	TRIUR3_32022	21	26	0
OS01G0213300	TRIUR3_03114	15	25	1
OS01G0213300	TRIUR3_04104	17	28	1
OS01G0213300	TRIUR3_06267	18	29	1
OS01G0213300	TRIUR3_08031	16	27	1
OS01G0213300	TRIUR3_08220	16	26	1
OS01G0213300	TRIUR3_10620	17	28	1
OS01G0213300	TRIUR3_23044	16	27	1
OS01G0213300	TRIUR3_23045	15	26	1
OS01G0213300	TRIUR3_26805	16	27	1
OS01G0213300	TRIUR3_27828	16	27	1
OS01G0213300	TRIUR3_30689	15	26	1
OS01G0213300	TRIUR3_30893	18	29	1
OS01G0213400	TRIUR3_32437	25	49	1
OS01G0214200	TRIUR3_26412	59	77	1
OS01G0214400	TRIUR3_24102	42	45	1
OS01G0214500	TRIUR3_24103	86	78	1
OS01G0214600	TRIUR3_19807	54	53	1
OS01G0214800	TRIUR3_09204	83	83	1
OS01G0214800	TRIUR3_09206	77	59	1
OS01G0215000	TRIUR3_28790	3	5	0
OS01G0216000	TRIUR3_11115	59	62	1
OS01G0216000	TRIUR3_35455	64	57	1
OS01G0216300	TRIUR3_11115	61	64	1
OS01G0216300	TRIUR3_35455	66	56	1
OS01G0216400	TRIUR3_11115	61	63	1
OS01G0216400	TRIUR3_35455	67	57	1
OS01G0216500	TRIUR3_11115	63	64	1
OS01G0216500	TRIUR3_35455	71	60	1
OS01G0216900	TRIUR3_11115	53	59	1
OS01G0216900	TRIUR3_35455	60	55	1
OS01G0217000	TRIUR3_14105	55	63	1
OS01G0217400	TRIUR3_23325	37	16	1
OS01G0217500	TRIUR3_21702	28	50	1
OS01G0217800	TRIUR3_19547	66	51	0
OS01G0218032	TRIUR3_07611	3	0	1
OS01G0218200	TRIUR3_19546	66	89	0
OS01G0218500	TRIUR3_21691	38	89	0
OS01G0219200	TRIUR3_09884	35	49	1
OS01G0219200	TRIUR3_16161	42	34	1
OS01G0219300	TRIUR3_16162	35	37	1
OS01G0219600	TRIUR3_11728	55	66	1
OS01G0220100	TRIUR3_11728	59	71	1
OS01G0220200	TRIUR3_21540	65	18	0
OS01G0220300	TRIUR3_18443	78	76	1
OS01G0220300	TRIUR3_21541	71	74	1
OS01G0220500	TRIUR3_32635	28	33	1
OS01G0221000	TRIUR3_10181	43	39	1
OS01G0221300	TRIUR3_09814	48	35	1
OS01G0221300	TRIUR3_19638	16	37	1
OS01G0221400	TRIUR3_09815	63	61	1
OS01G0221500	TRIUR3_26041	54	32	1
OS01G0222300	TRIUR3_07709	13	5	1
OS01G0222300	TRIUR3_07711	30	56	1
OS01G0222300	TRIUR3_23171	49	19	1
OS01G0222600	TRIUR3_07708	67	69	1
OS01G0222700	TRIUR3_07707	83	83	1
OS01G0222800	TRIUR3_35439	11	13	1
OS01G0223000	TRIUR3_03692	45	39	0
OS01G0223200	TRIUR3_03692	52	44	0
OS01G0223300	TRIUR3_04365	24	29	0
OS01G0223300	TRIUR3_05347	26	34	0
OS01G0223300	TRIUR3_07209	26	32	0
OS01G0223300	TRIUR3_09358	21	33	0
OS01G0223300	TRIUR3_18386	22	29	0
OS01G0223300	TRIUR3_33384	26	30	0
OS01G0223300	TRIUR3_34286	25	31	0
OS01G0223600	TRIUR3_17857	59	88	1
OS01G0223800	TRIUR3_20098	62	64	1
OS01G0223900	TRIUR3_17855	49	62	1
OS01G0223900	TRIUR3_20099	48	69	1
OS01G0224000	TRIUR3_17855	51	65	1
OS01G0224000	TRIUR3_20099	51	73	1
OS01G0224100	TRIUR3_26876	41	67	1
OS01G0224200	TRIUR3_17524	67	51	1
OS01G0224400	TRIUR3_17523	63	19	1
OS01G0224500	TRIUR3_17522	70	69	1
OS01G0225000	TRIUR3_31041	61	64	1
OS01G0225200	TRIUR3_12971	53	22	1
OS01G0225300	TRIUR3_12972	77	64	1
OS01G0225400	TRIUR3_12973	91	47	1
OS01G0225600	TRIUR3_26240	81	81	1
OS01G0226300	TRIUR3_20297	90	68	1
OS01G0226400	TRIUR3_20296	82	80	1
OS01G0226500	TRIUR3_26828	69	44	1
OS01G0226600	TRIUR3_24981	62	72	1
OS01G0227100	TRIUR3_24422	80	94	1
OS01G0227200	TRIUR3_09654	20	41	1
OS01G0227300	TRIUR3_09653	92	96	1
OS01G0227500	TRIUR3_09652	22	64	1
OS01G0227500	TRIUR3_23676	19	53	1
OS01G0227700	TRIUR3_30179	45	49	0
OS01G0227800	TRIUR3_30179	42	46	0
OS01G0228400	TRIUR3_06176	41	64	1
OS01G0228600	TRIUR3_06175	57	31	0
OS01G0228600	TRIUR3_15794	47	46	0
OS01G0228800	TRIUR3_28161	60	56	1
OS01G0229100	TRIUR3_26846	68	73	1
OS01G0229200	TRIUR3_23228	39	55	1
OS01G0229200	TRIUR3_23229	17	76	1
OS01G0229200	TRIUR3_25039	6	58	1
OS01G0229300	TRIUR3_14199	49	38	1
OS01G0229400	TRIUR3_14198	50	39	1
OS01G0229500	TRIUR3_21859	62	42	1
OS01G0229700	TRIUR3_10633	39	18	1
OS01G0229800	TRIUR3_22088	33	15	1
OS01G0231000	TRIUR3_25659	30	57	1
OS01G0231500	TRIUR3_22462	73	68	1
OS01G0231700	TRIUR3_24083	77	77	1
OS01G0231800	TRIUR3_26197	36	31	1
OS01G0231900	TRIUR3_26197	36	62	1
OS01G0231950	TRIUR3_10885	38	41	1
OS01G0232000	TRIUR3_26196	48	75	1
OS01G0232300	TRIUR3_21714	59	14	1
OS01G0232500	TRIUR3_32221	65	54	1
OS01G0232700	TRIUR3_21528	87	74	1
OS01G0232800	TRIUR3_27967	72	71	1
OS01G0233000	TRIUR3_26766	73	33	1
OS01G0233100	TRIUR3_27678	65	72	1
OS01G0233400	TRIUR3_13409	62	67	0
OS01G0233500	TRIUR3_27678	62	72	1
OS01G0233800	TRIUR3_11556	59	61	0
OS01G0233850	TRIUR3_14911	51	48	1
OS01G0234100	TRIUR3_28399	41	33	1
OS01G0234100	TRIUR3_33205	45	42	1
OS01G0234200	TRIUR3_29644	1	1	0
OS01G0234200	TRIUR3_30642	1	1	0
OS01G0234800	TRIUR3_21924	45	59	0
OS01G0234900	TRIUR3_24987	56	78	1
OS01G0235200	TRIUR3_32190	6	8	0
OS01G0235300	TRIUR3_22504	85	85	1
OS01G0235350	TRIUR3_13267	55	59	1
OS01G0235400	TRIUR3_13266	62	41	1
OS01G0235700	TRIUR3_13265	77	78	1
OS01G0236300	TRIUR3_28704	69	72	1
OS01G0236400	TRIUR3_28294	47	78	1
OS01G0236700	TRIUR3_19333	78	84	1
OS01G0237000	TRIUR3_18030	46	54	1
OS01G0237500	TRIUR3_32588	58	18	1
OS01G0237750	TRIUR3_32588	60	23	1
OS01G0238500	TRIUR3_34883	81	53	1
OS01G0238700	TRIUR3_07030	60	52	1
OS01G0238800	TRIUR3_07029	81	65	1
OS01G0238900	TRIUR3_07028	86	51	1
OS01G0239000	TRIUR3_07027	31	33	1
OS01G0239100	TRIUR3_13629	71	72	1
OS01G0239200	TRIUR3_13628	71	86	1
OS01G0239300	TRIUR3_06082	31	10	0
OS01G0239300	TRIUR3_17039	18	7	0
OS01G0239700	TRIUR3_30266	75	84	1
OS01G0240600	TRIUR3_33759	1	2	0
OS01G0240700	TRIUR3_33759	14	41	0
OS01G0241000	TRIUR3_09135	37	46	1
OS01G0241100	TRIUR3_09134	62	76	1
OS01G0242200	TRIUR3_22849	18	73	1
OS01G0242900	TRIUR3_13646	46	88	1
OS01G0243000	TRIUR3_13647	66	71	0
OS01G0243100	TRIUR3_24025	74	51	1
OS01G0243200	TRIUR3_07304	61	79	1
OS01G0243200	TRIUR3_28301	71	69	1
OS01G0243700	TRIUR3_33624	79	79	1
OS01G0244000	TRIUR3_23846	39	68	1
OS01G0244000	TRIUR3_23847	36	68	1
OS01G0244150	TRIUR3_35195	37	33	1
OS01G0244400	TRIUR3_35195	26	36	1
OS01G0245532	TRIUR3_35195	31	36	1
OS01G0245600	TRIUR3_23547	40	40	1
OS01G0246100	TRIUR3_02245	47	57	1
OS01G0246100	TRIUR3_11446	45	55	1
OS01G0246200	TRIUR3_20755	22	59	1
OS01G0246400	TRIUR3_00475	51	62	1
OS01G0246400	TRIUR3_00477	52	62	1
OS01G0246400	TRIUR3_06314	27	54	1
OS01G0246400	TRIUR3_06315	41	55	1
OS01G0246400	TRIUR3_09306	49	49	1
OS01G0246400	TRIUR3_10356	45	54	1
OS01G0246400	TRIUR3_20794	57	62	1
OS01G0246400	TRIUR3_23640	49	51	1
OS01G0246400	TRIUR3_23641	55	60	1
OS01G0246400	TRIUR3_31915	42	58	1
OS01G0246400	TRIUR3_35028	48	41	1
OS01G0246500	TRIUR3_23546	53	55	1
OS01G0246700	TRIUR3_31797	35	24	1
OS01G0247500	TRIUR3_23117	85	66	1
OS01G0247700	TRIUR3_27744	57	65	1
OS01G0248000	TRIUR3_18485	55	58	1
OS01G0248300	TRIUR3_07764	68	79	1
OS01G0248300	TRIUR3_09584	79	80	1
OS01G0248300	TRIUR3_15671	61	62	1
OS01G0248300	TRIUR3_18487	79	65	1
OS01G0248400	TRIUR3_18486	85	86	1
OS01G0248500	TRIUR3_07764	68	79	1
OS01G0248500	TRIUR3_09584	79	80	1
OS01G0248500	TRIUR3_15671	60	62	1
OS01G0248500	TRIUR3_18487	81	67	1
OS01G0248600	TRIUR3_15078	69	93	0
OS01G0248701	TRIUR3_21251	50	56	0
OS01G0248800	TRIUR3_15672	52	27	1
OS01G0248850	TRIUR3_15673	51	60	1
OS01G0249050	TRIUR3_21609	49	50	1
OS01G0249300	TRIUR3_28185	71	82	1
OS01G0249800	TRIUR3_06032	42	41	1
OS01G0249800	TRIUR3_17201	45	50	1
OS01G0249800	TRIUR3_28122	35	39	1
OS01G0250600	TRIUR3_17203	50	46	0
OS01G0251000	TRIUR3_19513	14	22	0
OS01G0251100	TRIUR3_20113	69	66	0
OS01G0251200	TRIUR3_20112	47	54	1
OS01G0252100	TRIUR3_18755	88	76	1
OS01G0252300	TRIUR3_18754	50	51	1
OS01G0253000	TRIUR3_19021	73	40	1
OS01G0253100	TRIUR3_19020	78	74	1
OS01G0253200	TRIUR3_32836	57	66	1
OS01G0253300	TRIUR3_09621	90	90	1
OS01G0253400	TRIUR3_09620	67	68	1
OS01G0253600	TRIUR3_33629	61	60	1
OS01G0253900	TRIUR3_19345	55	78	1
OS01G0254000	TRIUR3_31943	90	69	0
OS01G0254100	TRIUR3_28390	88	83	1
OS01G0254200	TRIUR3_25741	79	72	1
OS01G0254900	TRIUR3_33439	62	71	0
OS01G0255000	TRIUR3_13674	52	74	0
OS01G0255100	TRIUR3_13674	53	78	0
OS01G0256400	TRIUR3_13675	43	100	0
OS01G0256500	TRIUR3_04694	32	65	1
OS01G0256600	TRIUR3_04695	89	89	0
OS01G0256600	TRIUR3_11721	60	83	0
OS01G0256800	TRIUR3_04698	66	59	1
OS01G0256800	TRIUR3_19660	22	43	1
OS01G0256800	TRIUR3_19661	24	52	1
OS01G0256800	TRIUR3_30976	24	71	1
OS01G0256900	TRIUR3_16831	93	76	1
OS01G0257300	TRIUR3_28721	69	68	1
OS01G0257400	TRIUR3_26979	73	73	1
OS01G0258600	TRIUR3_01872	85	86	1
OS01G0258600	TRIUR3_17764	85	85	1
OS01G0258700	TRIUR3_35231	61	75	1
OS01G0259200	TRIUR3_20908	48	70	1
OS01G0259400	TRIUR3_20909	45	83	1
OS01G0259400	TRIUR3_22518	41	80	1
OS01G0259600	TRIUR3_22519	27	10	1
OS01G0259900	TRIUR3_06015	38	55	1
OS01G0260500	TRIUR3_10926	61	41	1
OS01G0260700	TRIUR3_24676	84	94	1
OS01G0260800	TRIUR3_22496	41	78	1
OS01G0260950	TRIUR3_27050	32	9	1
OS01G0261100	TRIUR3_25712	82	82	1
OS01G0261200	TRIUR3_25713	57	46	1
OS01G0261500	TRIUR3_22110	53	21	1
OS01G0261600	TRIUR3_15103	32	34	1
OS01G0261700	TRIUR3_15103	32	14	1
OS01G0262000	TRIUR3_15103	32	34	1
OS01G0262500	TRIUR3_13736	77	73	1
OS01G0262500	TRIUR3_13737	64	45	1
OS01G0262600	TRIUR3_13738	76	60	1
OS01G0262700	TRIUR3_03819	15	26	1
OS01G0262700	TRIUR3_03820	34	65	1
OS01G0263000	TRIUR3_03818	59	73	1
OS01G0263300	TRIUR3_03814	87	72	1
OS01G0263300	TRIUR3_03816	88	81	1
OS01G0263300	TRIUR3_07555	81	88	1
OS01G0263300	TRIUR3_07556	88	88	1
OS01G0263400	TRIUR3_07554	70	73	1
OS01G0263500	TRIUR3_07553	49	72	1
OS01G0263600	TRIUR3_23187	73	51	1
OS01G0264000	TRIUR3_07552	66	66	1
OS01G0264100	TRIUR3_15167	45	31	1
OS01G0264500	TRIUR3_30177	74	82	0
OS01G0264700	TRIUR3_30793	64	66	1
OS01G0265200	TRIUR3_25274	57	64	1
OS01G0265700	TRIUR3_22005	70	69	1
OS01G0265800	TRIUR3_22004	59	57	1
OS01G0266100	TRIUR3_25156	20	43	1
OS01G0266400	TRIUR3_18743	55	55	1
OS01G0266500	TRIUR3_03405	59	75	1
OS01G0266500	TRIUR3_18742	52	58	1
OS01G0266500	TRIUR3_20116	69	74	1
OS01G0266600	TRIUR3_20117	83	69	1
OS01G0266800	TRIUR3_23354	34	54	1
OS01G0267100	TRIUR3_00508	74	68	1
OS01G0267300	TRIUR3_07150	49	61	1
OS01G0267300	TRIUR3_07151	45	56	1
OS01G0267300	TRIUR3_29859	44	60	1
OS01G0267300	TRIUR3_33174	47	40	1
OS01G0267600	TRIUR3_30165	57	69	1
OS01G0267900	TRIUR3_26599	100	100	1
OS01G0268100	TRIUR3_26598	77	68	1
OS01G0268300	TRIUR3_25046	12	62	1
OS01G0268600	TRIUR3_33100	51	68	1
OS01G0268800	TRIUR3_21908	34	75	1
OS01G0268800	TRIUR3_21909	52	81	1
OS01G0268900	TRIUR3_20553	54	50	1
OS01G0269000	TRIUR3_20552	47	85	1
OS01G0269100	TRIUR3_28547	74	40	1
OS01G0269900	TRIUR3_27041	66	88	1
OS01G0270100	TRIUR3_22636	43	43	1
OS01G0270700	TRIUR3_12713	64	69	1
OS01G0271000	TRIUR3_12714	62	78	1
